ID;Afzet;Producten;Perioden;Indexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3;Indexcijfers_4;MaandOpMaandOntwikkeling_5;JaarOpJaarOntwikkeling_6
7641;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2005 september;115.8;0.0;4.0;115.8;0.0;4.0
7642;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2005 oktober;115.8;0.0;3.1;115.8;0.0;3.1
7643;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2005 november;115.8;0.0;3.1;115.8;0.0;3.1
7644;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2005 december;115.8;0.0;3.1;115.8;0.0;3.1
7645;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2005;114.2;;1.0;114.2;;1.0
7646;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2006 januari;118.4;2.3;5.3;118.4;2.3;5.3
7647;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2006 februari;118.4;0.0;5.3;118.4;0.0;5.3
7648;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2006 maart;118.4;0.0;5.3;118.4;0.0;5.3
7649;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2006 april;118.8;0.3;5.6;118.8;0.3;5.6
7650;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2006 mei;118.8;0.0;5.6;118.8;0.0;5.6
7651;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2006 juni;118.8;0.0;5.6;118.8;0.0;5.6
7652;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2006 juli;118.9;0.0;2.6;118.9;0.0;2.6
7653;Totale Nederlandse afzet;15511100 Bewerkte vloeibare melk;2006 augustus;118.9;0.0;2.6;118.9;0.0;2.6
7654;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 januari;98.8;;;98.8;;
7655;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 februari;99.0;0.2;;99.0;0.2;
7656;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 maart;98.3;-0.7;;98.3;-0.7;
7657;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 april;98.6;0.4;;98.6;0.4;
7658;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 mei;98.0;-0.6;;98.0;-0.6;
7659;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 juni;99.1;1.0;;99.1;1.0;
7660;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 juli;99.9;0.8;;99.9;0.8;
7661;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 augustus;100.3;0.4;;100.3;0.4;
7662;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 september;100.3;0.0;;100.3;0.0;
7663;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 oktober;101.8;1.5;;101.8;1.5;
7664;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 november;103.0;1.2;;103.0;1.2;
7665;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000 december;102.9;-0.1;;102.9;-0.1;
7666;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2000;100.0;;;100.0;;
7667;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 januari;103.0;0.0;4.3;103.0;0.0;4.3
7668;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 februari;102.0;-0.9;3.1;102.0;-0.9;3.1
7669;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 maart;101.5;-0.5;3.3;101.5;-0.5;3.3
7670;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 april;100.5;-1.0;1.9;100.5;-1.0;1.9
7671;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 mei;101.1;0.6;3.1;101.1;0.6;3.1
7672;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 juni;101.3;0.2;2.3;101.3;0.2;2.3
7673;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 juli;104.0;2.6;4.1;104.0;2.6;4.1
7674;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 augustus;102.8;-1.1;2.5;102.8;-1.1;2.5
7675;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 september;103.0;0.2;2.7;103.0;0.2;2.7
7676;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 oktober;103.7;0.7;1.8;103.7;0.7;1.8
7677;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 november;103.5;-0.2;0.4;103.5;-0.2;0.4
7678;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001 december;102.6;-0.8;-0.3;102.6;-0.8;-0.3
7679;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2001;102.4;;2.4;102.4;;2.4
7680;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 januari;103.1;0.5;0.2;103.1;0.5;0.2
7681;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 februari;102.3;-0.8;0.3;102.3;-0.8;0.3
7682;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 maart;103.0;0.7;1.5;103.0;0.7;1.5
7683;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 april;103.1;0.1;2.6;103.1;0.1;2.6
7684;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 mei;102.8;-0.3;1.6;102.8;-0.3;1.6
7685;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 juni;102.2;-0.5;0.9;102.2;-0.5;0.9
7686;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 juli;102.6;0.4;-1.3;102.6;0.4;-1.3
7687;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 augustus;103.0;0.4;0.2;103.0;0.4;0.2
7688;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 september;103.1;0.1;0.1;103.1;0.1;0.1
7689;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 oktober;103.0;-0.1;-0.6;103.0;-0.1;-0.6
7690;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 november;103.0;0.0;-0.4;103.0;0.0;-0.4
7691;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002 december;102.7;-0.3;0.1;102.7;-0.3;0.1
7692;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2002;102.8;;0.4;102.8;;0.4
7693;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 januari;103.6;0.9;0.4;103.6;0.9;0.4
7694;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 februari;103.6;0.0;1.3;103.6;0.0;1.3
7695;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 maart;103.3;-0.4;0.3;103.3;-0.4;0.3
7696;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 april;102.9;-0.4;-0.2;102.9;-0.4;-0.2
7697;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 mei;103.2;0.4;0.5;103.2;0.4;0.5
7698;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 juni;103.6;0.3;1.3;103.6;0.3;1.3
7699;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 juli;103.8;0.2;1.1;103.8;0.2;1.1
7700;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 augustus;103.5;-0.3;0.5;103.5;-0.3;0.5
7701;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 september;103.6;0.1;0.5;103.6;0.1;0.5
7702;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 oktober;102.9;-0.7;-0.1;102.9;-0.7;-0.1
7703;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 november;102.3;-0.6;-0.7;102.3;-0.6;-0.7
7704;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003 december;102.2;-0.1;-0.4;102.2;-0.1;-0.4
7705;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2003;103.2;;0.4;103.2;;0.4
7706;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 januari;101.6;-0.6;-1.9;101.6;-0.6;-1.9
7707;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 februari;102.1;0.5;-1.5;102.1;0.5;-1.5
7708;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 maart;102.0;-0.1;-1.2;102.0;-0.1;-1.2
7709;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 april;100.9;-1.0;-1.9;100.9;-1.0;-1.9
7710;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 mei;101.1;0.1;-2.1;101.1;0.1;-2.1
7711;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 juni;101.0;0.0;-2.5;101.0;0.0;-2.5
7712;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 juli;100.0;-1.0;-3.7;100.0;-1.0;-3.7
7713;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 augustus;101.4;1.4;-2.0;101.4;1.4;-2.0
7714;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 september;101.2;-0.2;-2.3;101.2;-0.2;-2.3
7715;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 oktober;100.6;-0.6;-2.3;100.6;-0.6;-2.3
7716;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 november;100.5;-0.1;-1.7;100.5;-0.1;-1.7
7717;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004 december;100.5;-0.1;-1.7;100.5;-0.1;-1.7
7718;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2004;101.1;;-2.1;101.1;;-2.1
7719;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 januari;101.2;0.8;-0.4;101.2;0.8;-0.4
7720;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 februari;99.4;-1.8;-2.6;99.4;-1.8;-2.6
7721;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 maart;99.2;-0.2;-2.7;99.2;-0.2;-2.7
7722;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 april;99.6;0.3;-1.4;99.6;0.3;-1.4
7723;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 mei;99.4;-0.1;-1.6;99.4;-0.1;-1.6
7724;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 juni;99.6;0.2;-1.3;99.6;0.2;-1.3
7725;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 juli;99.0;-0.6;-1.0;99.0;-0.6;-1.0
7726;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 augustus;99.1;0.1;-2.3;99.1;0.1;-2.3
7727;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 september;99.1;0.0;-2.1;99.1;0.0;-2.1
7728;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 oktober;98.5;-0.6;-2.1;98.5;-0.6;-2.1
7729;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 november;98.4;-0.1;-2.1;98.4;-0.1;-2.1
7730;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005 december;98.3;-0.1;-2.1;98.3;-0.1;-2.1
7731;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2005;99.2;;-1.8;99.2;;-1.8
7732;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2006 januari;98.9;0.5;-2.4;98.9;0.5;-2.4
7733;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2006 februari;98.8;0.0;-0.6;98.8;0.0;-0.6
7734;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2006 maart;98.2;-0.6;-1.0;98.2;-0.6;-1.0
7735;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2006 april;98.1;-0.1;-1.4;98.1;-0.1;-1.4
7736;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2006 mei;98.2;0.1;-1.2;98.2;0.1;-1.2
7737;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2006 juni;98.3;0.1;-1.3;98.3;0.1;-1.3
7738;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2006 juli;98.5;0.1;-0.5;98.5;0.1;-0.5
7739;Totale Nederlandse afzet;15511200 Melk en room, vetgehalte > 6%,;2006 augustus;98.3;-0.2;-0.8;98.3;-0.2;-0.8
7740;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 januari;92.7;;;92.7;;
7741;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 februari;93.4;0.7;;93.4;0.7;
7742;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 maart;93.9;0.5;;93.9;0.5;
7743;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 april;96.8;3.1;;96.8;3.1;
7744;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 mei;97.9;1.1;;97.9;1.1;
7745;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 juni;98.8;0.9;;98.8;0.9;
7746;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 juli;99.4;0.6;;99.4;0.6;
7747;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 augustus;100.2;0.8;;100.2;0.8;
7748;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 september;100.4;0.2;;100.4;0.2;
7749;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 oktober;108.0;7.7;;108.0;7.7;
7750;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 november;109.8;1.6;;109.8;1.6;
7751;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000 december;109.0;-0.7;;109.0;-0.7;
7752;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2000;100.0;;;100.0;;
7753;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 januari;109.9;0.9;18.6;109.9;0.9;18.6
7754;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 februari;108.9;-1.0;16.6;108.9;-1.0;16.6
7755;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 maart;105.0;-3.6;11.9;105.0;-3.6;11.9
7756;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 april;105.5;0.5;9.0;105.5;0.5;9.0
7757;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 mei;104.7;-0.7;7.0;104.7;-0.7;7.0
7758;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 juni;106.1;1.3;7.4;106.1;1.3;7.4
7759;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 juli;107.2;1.0;7.9;107.2;1.0;7.9
7760;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 augustus;106.2;-0.9;6.0;106.2;-0.9;6.0
7761;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 september;104.1;-1.9;3.7;104.1;-1.9;3.7
7762;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 oktober;102.5;-1.5;-5.1;102.5;-1.5;-5.1
7763;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 november;99.0;-3.4;-9.8;99.0;-3.4;-9.8
7764;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001 december;99.0;0.0;-9.2;99.0;0.0;-9.2
7765;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2001;104.8;;4.8;104.8;;4.8
7766;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 januari;100.5;1.5;-8.6;100.5;1.5;-8.6
7767;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 februari;100.7;0.2;-7.5;100.7;0.2;-7.5
7768;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 maart;101.6;0.9;-3.3;101.6;0.9;-3.3
7769;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 april;100.9;-0.7;-4.4;100.9;-0.7;-4.4
7770;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 mei;100.5;-0.4;-4.0;100.5;-0.4;-4.0
7771;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 juni;99.7;-0.8;-6.1;99.7;-0.8;-6.1
7772;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 juli;99.1;-0.6;-7.5;99.1;-0.6;-7.5
7773;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 augustus;99.9;0.8;-5.9;99.9;0.8;-5.9
7774;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 september;100.8;0.9;-3.2;100.8;0.9;-3.2
7775;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 oktober;100.2;-0.6;-2.2;100.2;-0.6;-2.2
7776;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 november;101.1;0.9;2.1;101.1;0.9;2.1
7777;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002 december;94.9;-6.1;-4.1;94.9;-6.1;-4.1
7778;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2002;100.0;;-4.6;100.0;;-4.6
7779;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 januari;94.1;-0.9;-6.4;94.1;-0.9;-6.4
7780;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 februari;93.4;-0.7;-7.3;93.4;-0.7;-7.3
7781;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 maart;93.1;-0.3;-8.3;93.1;-0.3;-8.3
7782;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 april;96.3;3.4;-4.6;96.3;3.4;-4.6
7783;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 mei;95.8;-0.5;-4.7;95.8;-0.5;-4.7
7784;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 juni;95.2;-0.6;-4.5;95.2;-0.6;-4.5
7785;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 juli;93.2;-2.2;-6.0;93.2;-2.2;-6.0
7786;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 augustus;93.9;0.7;-6.0;93.9;0.7;-6.0
7787;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 september;94.0;0.2;-6.7;94.0;0.2;-6.7
7788;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 oktober;95.0;1.1;-5.2;95.0;1.1;-5.2
7789;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 november;94.9;-0.1;-6.1;94.9;-0.1;-6.1
7790;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003 december;94.6;-0.4;-0.4;94.6;-0.4;-0.4
7791;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2003;94.5;;-5.5;94.5;;-5.5
7792;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 januari;92.2;-2.5;-2.0;92.2;-2.5;-2.0
7793;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 februari;91.8;-0.4;-1.7;91.8;-0.4;-1.7
7794;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 maart;91.6;-0.2;-1.6;91.6;-0.2;-1.6
7795;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 april;92.3;0.7;-4.1;92.3;0.7;-4.1
7796;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 mei;95.8;3.8;0.0;95.8;3.8;0.0
7797;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 juni;95.6;-0.2;0.4;95.6;-0.2;0.4
7798;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 juli;95.5;-0.1;2.6;95.5;-0.1;2.6
7799;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 augustus;94.2;-1.4;0.3;94.2;-1.4;0.3
7800;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 september;94.3;0.1;0.3;94.3;0.1;0.3
7801;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 oktober;95.3;1.0;0.2;95.3;1.0;0.2
7802;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 november;94.5;-0.8;-0.5;94.5;-0.8;-0.5
7803;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004 december;93.5;-1.0;-1.1;93.5;-1.0;-1.1
7804;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2004;93.9;;-0.6;93.9;;-0.6
7805;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 januari;95.3;1.9;3.5;95.3;1.9;3.5
7806;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 februari;95.0;-0.4;3.5;95.0;-0.4;3.5
7807;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 maart;94.9;0.0;3.6;94.9;0.0;3.6
7808;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 april;95.2;0.2;3.1;95.2;0.2;3.1
7809;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 mei;96.6;1.5;0.9;96.6;1.5;0.9
7810;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 juni;97.8;1.2;2.3;97.8;1.2;2.3
7811;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 juli;97.9;0.1;2.4;97.9;0.1;2.4
7812;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 augustus;96.4;-1.5;2.4;96.4;-1.5;2.4
7813;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 september;96.0;-0.4;1.8;96.0;-0.4;1.8
7814;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 oktober;95.9;-0.1;0.7;95.9;-0.1;0.7
7815;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 november;96.9;1.0;2.5;96.9;1.0;2.5
7816;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005 december;96.3;-0.6;2.9;96.3;-0.6;2.9
7817;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2005;96.2;;2.4;96.2;;2.4
7818;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2006 januari;98.6;2.4;3.4;98.6;2.4;3.4
7819;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2006 februari;99.8;1.2;5.1;99.8;1.2;5.1
7820;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2006 maart;100.6;0.8;5.9;100.6;0.8;5.9
7821;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2006 april;100.1;-0.4;5.2;100.1;-0.4;5.2
7822;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2006 mei;99.6;-0.5;3.1;99.6;-0.5;3.1
7823;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2006 juni;99.7;0.0;1.9;99.7;0.0;1.9
7824;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2006 juli;99.4;-0.3;1.6;99.4;-0.3;1.6
7825;Totale Nederlandse afzet;15512000 Melk en room in vaste vorm;2006 augustus;99.3;-0.1;3.0;99.3;-0.1;3.0
7826;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 januari;96.1;;;96.1;;
7827;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 februari;98.4;2.4;;98.4;2.4;
7828;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 maart;96.4;-2.0;;96.4;-2.0;
7829;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 april;96.2;-0.3;;96.2;-0.3;
7830;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 mei;95.2;-1.1;;95.2;-1.1;
7831;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 juni;96.9;1.9;;96.9;1.9;
7832;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 juli;99.8;3.0;;99.8;3.0;
7833;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 augustus;102.9;3.0;;102.9;3.0;
7834;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 september;102.1;-0.8;;102.1;-0.8;
7835;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 oktober;105.9;3.7;;105.9;3.7;
7836;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 november;105.0;-0.8;;105.0;-0.8;
7837;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000 december;105.1;0.1;;105.1;0.1;
7838;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2000;100.0;;;100.0;;
7839;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 januari;103.3;-1.7;7.4;103.3;-1.7;7.4
7840;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 februari;102.4;-0.8;4.1;102.4;-0.8;4.1
7841;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 maart;100.3;-2.1;4.0;100.3;-2.1;4.0
7842;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 april;100.7;0.4;4.7;100.7;0.4;4.7
7843;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 mei;101.0;0.3;6.2;101.0;0.3;6.2
7844;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 juni;104.1;3.0;7.3;104.1;3.0;7.3
7845;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 juli;107.3;3.1;7.4;107.3;3.1;7.4
7846;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 augustus;105.8;-1.3;2.9;105.8;-1.3;2.9
7847;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 september;105.9;0.0;3.7;105.9;0.0;3.7
7848;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 oktober;102.6;-3.0;-3.1;102.6;-3.0;-3.1
7849;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 november;100.3;-2.3;-4.5;100.3;-2.3;-4.5
7850;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001 december;99.5;-0.8;-5.3;99.5;-0.8;-5.3
7851;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2001;102.8;;2.8;102.8;;2.8
7852;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2002 januari;98.1;-1.4;-5.1;98.1;-1.4;-5.1
7853;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2002 februari;97.1;-1.0;-5.2;97.1;-1.0;-5.2
7854;Totale Nederlandse afzet;15513000 Boter en zuivelpasta's;2002 maart;97.7;0.6;-2.6;97.7;0.6;-2.6
