ID;Bedrijfstypen;RegioS;Perioden;TotaalAantalLandbouwbedrijven_1;VerkoopAanHuisTotaal_2;RechtstreekseVerkoopAanDeConsument_3;VerkoopVia1Tussenschakel_4;StallingVanGoederenOfDieren_5;Agrotoerisme_6;VerwerkingLandbouwproducten_7;Zorglandbouw_8;Aquacultuur_9;LoonwerkVoorDerden_10;AgrarischNatuurEnLandschapsbeheer_11;AgrarischeKinderopvang_12;BoerderijEducatie_13;EnergieproductieLeveringAanDerden_14;OpbrengstMinderDan10_15;Opbrengst1050_16;OpbrengstMeerDan50_17
935;Totaal graasdierbedrijven;West-Nederland (LD);2023;5165;750;580.0;359.0;716.0;431;296;197;0.0;838.0;2091;35.0;269.0;758.0;54.0;29.0;17.0
936;Totaal graasdierbedrijven;Zuid-Nederland (LD);1998;9192;199;;;;289;62;21;;;346;;;;;;
937;Totaal graasdierbedrijven;Zuid-Nederland (LD);1999;8933;208;;;205.0;238;66;36;;;479;;;;;;
938;Totaal graasdierbedrijven;Zuid-Nederland (LD);2003;7608;261;;;445.0;280;83;38;13.0;264.0;1734;;;;;;
939;Totaal graasdierbedrijven;Zuid-Nederland (LD);2005;7554;260;;;326.0;300;69;61;6.0;166.0;937;;;;;;
940;Totaal graasdierbedrijven;Zuid-Nederland (LD);2007;7152;157;;;280.0;285;59;76;0.0;102.0;499;;;;;;
941;Totaal graasdierbedrijven;Zuid-Nederland (LD);2008;7080;159;;;217.0;234;56;73;2.0;86.0;275;;;;45.0;36.0;19.0
942;Totaal graasdierbedrijven;Zuid-Nederland (LD);2009;6939;144;;;258.0;263;46;84;2.0;81.0;292;5.0;12.0;;45.0;35.0;20.0
943;Totaal graasdierbedrijven;Zuid-Nederland (LD);2010;6865;172;;;374.0;341;56;114;3.0;162.0;393;16.0;67.0;9.0;55.0;28.0;17.0
944;Totaal graasdierbedrijven;Zuid-Nederland (LD);2011;6623;173;;;400.0;360;59;114;2.0;172.0;472;23.0;82.0;24.0;54.0;27.0;19.0
945;Totaal graasdierbedrijven;Zuid-Nederland (LD);2013;6387;174;;;340.0;322;59;119;2.0;192.0;420;27.0;78.0;57.0;63.0;23.0;14.0
946;Totaal graasdierbedrijven;Zuid-Nederland (LD);2016;4812;140;;;183.0;177;39;83;1.0;158.0;318;17.0;65.0;48.0;63.0;29.0;8.0
947;Totaal graasdierbedrijven;Zuid-Nederland (LD);2020;4289;461;329.0;211.0;334.0;191;107;87;0.0;224.0;613;28.0;108.0;234.0;57.0;23.0;20.0
948;Totaal graasdierbedrijven;Zuid-Nederland (LD);2023;3976;491;395.0;194.0;374.0;207;146;105;0.0;289.0;583;17.0;156.0;576.0;57.0;25.0;18.0
949;Totaal graasdierbedrijven;Groningen (PV);1998;2151;13;;;;37;10;6;;;133;;;;;;
950;Totaal graasdierbedrijven;Groningen (PV);1999;2179;14;;;28.0;29;15;7;;;166;;;;;;
951;Totaal graasdierbedrijven;Groningen (PV);2003;1929;40;;;43.0;31;14;5;4.0;101.0;630;;;;;;
952;Totaal graasdierbedrijven;Groningen (PV);2005;1888;48;;;38.0;39;13;16;0.0;70.0;543;;;;;;
953;Totaal graasdierbedrijven;Groningen (PV);2007;1817;31;;;38.0;37;10;10;2.0;49.0;339;;;;;;
954;Totaal graasdierbedrijven;Groningen (PV);2008;1853;29;;;29.0;29;10;13;1.0;52.0;224;;;;69.0;25.0;6.0
955;Totaal graasdierbedrijven;Groningen (PV);2009;1837;32;;;34.0;24;13;18;1.0;62.0;272;0.0;4.0;;67.0;25.0;8.0
956;Totaal graasdierbedrijven;Groningen (PV);2010;1835;41;;;51.0;41;14;24;0.0;99.0;461;6.0;26.0;15.0;71.0;23.0;6.0
957;Totaal graasdierbedrijven;Groningen (PV);2011;1784;45;;;62.0;46;17;27;0.0;99.0;464;6.0;32.0;22.0;69.0;23.0;8.0
958;Totaal graasdierbedrijven;Groningen (PV);2013;1764;45;;;61.0;48;19;24;0.0;105.0;407;14.0;36.0;41.0;70.0;22.0;8.0
959;Totaal graasdierbedrijven;Groningen (PV);2016;1293;27;;;33.0;14;17;15;0.0;70.0;273;6.0;23.0;35.0;77.0;18.0;5.0
960;Totaal graasdierbedrijven;Groningen (PV);2020;1205;97;62.0;55.0;47.0;21;23;21;0.0;128.0;317;8.0;28.0;107.0;71.0;19.0;10.0
961;Totaal graasdierbedrijven;Groningen (PV);2023;1127;114;76.0;59.0;57.0;28;31;23;1.0;143.0;349;6.0;36.0;156.0;68.0;18.0;14.0
962;Totaal graasdierbedrijven;Fryslân (PV);1998;6375;37;;;;168;23;10;;;433;;;;;;
963;Totaal graasdierbedrijven;Fryslân (PV);1999;6276;35;;;85.0;132;28;17;;;593;;;;;;
964;Totaal graasdierbedrijven;Fryslân (PV);2003;5412;67;;;197.0;148;36;19;1.0;181.0;2486;;;;;;
965;Totaal graasdierbedrijven;Fryslân (PV);2005;5260;71;;;165.0;179;34;28;1.0;171.0;2008;;;;;;
966;Totaal graasdierbedrijven;Fryslân (PV);2007;5049;55;;;149.0;167;28;36;0.0;111.0;1451;;;;;;
967;Totaal graasdierbedrijven;Fryslân (PV);2008;5029;48;;;124.0;145;28;37;0.0;122.0;1196;;;;74.0;22.0;4.0
968;Totaal graasdierbedrijven;Fryslân (PV);2009;4934;55;;;118.0;165;29;43;1.0;123.0;1303;7.0;6.0;;72.0;24.0;4.0
969;Totaal graasdierbedrijven;Fryslân (PV);2010;4914;69;;;144.0;194;35;42;0.0;209.0;1698;29.0;36.0;136.0;73.0;22.0;5.0
970;Totaal graasdierbedrijven;Fryslân (PV);2011;4843;79;;;172.0;192;38;55;0.0;216.0;1731;31.0;47.0;175.0;71.0;23.0;6.0
971;Totaal graasdierbedrijven;Fryslân (PV);2013;4724;75;;;113.0;170;27;51;1.0;201.0;1592;31.0;41.0;188.0;75.0;20.0;5.0
972;Totaal graasdierbedrijven;Fryslân (PV);2016;3741;73;;;61.0;114;24;34;0.0;163.0;1194;12.0;48.0;141.0;81.0;17.0;2.0
973;Totaal graasdierbedrijven;Fryslân (PV);2020;3541;219;126.0;136.0;110.0;121;41;35;0.0;257.0;1416;17.0;72.0;301.0;75.0;17.0;8.0
974;Totaal graasdierbedrijven;Fryslân (PV);2023;3356;256;154.0;147.0;144.0;131;50;45;1.0;309.0;1493;13.0;100.0;404.0;74.0;18.0;8.0
975;Totaal graasdierbedrijven;Drenthe (PV);1998;2921;29;;;;102;15;12;;;176;;;;;;
976;Totaal graasdierbedrijven;Drenthe (PV);1999;2856;27;;;39.0;79;17;16;;;240;;;;;;
977;Totaal graasdierbedrijven;Drenthe (PV);2003;2451;40;;;78.0;101;20;15;0.0;69.0;837;;;;;;
978;Totaal graasdierbedrijven;Drenthe (PV);2005;2428;55;;;68.0;116;19;23;1.0;70.0;479;;;;;;
979;Totaal graasdierbedrijven;Drenthe (PV);2007;2317;38;;;57.0;81;13;30;0.0;36.0;247;;;;;;
980;Totaal graasdierbedrijven;Drenthe (PV);2008;2396;36;;;52.0;71;10;28;0.0;42.0;133;;;;60.0;28.0;12.0
981;Totaal graasdierbedrijven;Drenthe (PV);2009;2354;39;;;57.0;74;14;37;0.0;49.0;123;2.0;6.0;;54.0;31.0;15.0
982;Totaal graasdierbedrijven;Drenthe (PV);2010;2330;52;;;74.0;113;20;36;0.0;82.0;163;3.0;22.0;10.0;66.0;24.0;10.0
983;Totaal graasdierbedrijven;Drenthe (PV);2011;2268;51;;;91.0;114;22;40;0.0;83.0;155;4.0;23.0;23.0;60.0;28.0;12.0
984;Totaal graasdierbedrijven;Drenthe (PV);2013;2254;49;;;80.0;95;19;42;0.0;81.0;142;6.0;24.0;37.0;67.0;23.0;10.0
985;Totaal graasdierbedrijven;Drenthe (PV);2016;1626;42;;;43.0;54;14;28;0.0;75.0;98;5.0;32.0;30.0;66.0;27.0;7.0
986;Totaal graasdierbedrijven;Drenthe (PV);2020;1501;136;102.0;61.0;67.0;64;24;27;0.0;131.0;177;3.0;49.0;75.0;61.0;21.0;18.0
987;Totaal graasdierbedrijven;Drenthe (PV);2023;1425;169;128.0;72.0;86.0;66;45;25;0.0;146.0;213;3.0;64.0;152.0;63.0;20.0;17.0
988;Totaal graasdierbedrijven;Overijssel (PV);1998;8605;106;;;;216;40;16;;;274;;;;;;
989;Totaal graasdierbedrijven;Overijssel (PV);1999;8389;98;;;129.0;189;55;36;;;381;;;;;;
990;Totaal graasdierbedrijven;Overijssel (PV);2003;7104;126;;;249.0;196;50;22;8.0;213.0;2165;;;;;;
991;Totaal graasdierbedrijven;Overijssel (PV);2005;6958;126;;;191.0;237;40;41;2.0;166.0;1012;;;;;;
992;Totaal graasdierbedrijven;Overijssel (PV);2007;6592;88;;;155.0;205;38;50;1.0;100.0;608;;;;;;
993;Totaal graasdierbedrijven;Overijssel (PV);2008;6561;67;;;127.0;177;34;50;1.0;84.0;293;;;;57.0;31.0;12.0
994;Totaal graasdierbedrijven;Overijssel (PV);2009;6466;76;;;138.0;185;33;55;2.0;94.0;278;3.0;5.0;;53.0;36.0;11.0
995;Totaal graasdierbedrijven;Overijssel (PV);2010;6490;98;;;194.0;242;45;72;1.0;211.0;487;16.0;45.0;13.0;63.0;26.0;11.0
996;Totaal graasdierbedrijven;Overijssel (PV);2011;6309;98;;;223.0;253;49;78;0.0;228.0;478;27.0;48.0;35.0;59.0;28.0;13.0
997;Totaal graasdierbedrijven;Overijssel (PV);2013;6097;98;;;187.0;264;45;82;1.0;207.0;441;28.0;71.0;98.0;70.0;19.0;11.0
998;Totaal graasdierbedrijven;Overijssel (PV);2016;5047;94;;;145.0;181;33;66;1.0;185.0;385;22.0;53.0;85.0;69.0;24.0;7.0
999;Totaal graasdierbedrijven;Overijssel (PV);2020;4685;298;182.0;165.0;171.0;181;63;67;3.0;253.0;812;25.0;113.0;311.0;67.0;19.0;14.0
1000;Totaal graasdierbedrijven;Overijssel (PV);2023;4382;422;271.0;215.0;230.0;215;100;63;1.0;286.0;795;23.0;134.0;524.0;64.0;19.0;17.0
1001;Totaal graasdierbedrijven;Flevoland (PV);1998;323;11;;;;22;10;5;;;17;;;;;;
1002;Totaal graasdierbedrijven;Flevoland (PV);1999;329;5;;;10.0;11;4;3;;;17;;;;;;
1003;Totaal graasdierbedrijven;Flevoland (PV);2003;295;11;;;24.0;16;6;3;0.0;16.0;106;;;;;;
1004;Totaal graasdierbedrijven;Flevoland (PV);2005;299;7;;;21.0;15;5;6;0.0;13.0;63;;;;;;
1005;Totaal graasdierbedrijven;Flevoland (PV);2007;302;8;;;16.0;20;4;6;0.0;7.0;46;;;;;;
1006;Totaal graasdierbedrijven;Flevoland (PV);2008;301;6;;;14.0;9;4;4;0.0;11.0;28;;;;42.0;45.0;13.0
1007;Totaal graasdierbedrijven;Flevoland (PV);2009;293;8;;;15.0;14;4;7;0.0;11.0;29;2.0;0.0;;37.0;47.0;16.0
1008;Totaal graasdierbedrijven;Flevoland (PV);2010;302;6;;;26.0;19;12;8;0.0;24.0;34;2.0;7.0;47.0;55.0;35.0;10.0
1009;Totaal graasdierbedrijven;Flevoland (PV);2011;293;7;;;20.0;14;5;9;0.0;16.0;34;2.0;11.0;53.0;47.0;41.0;12.0
1010;Totaal graasdierbedrijven;Flevoland (PV);2013;303;7;;;18.0;13;6;8;0.0;15.0;26;2.0;7.0;47.0;64.0;26.0;10.0
1011;Totaal graasdierbedrijven;Flevoland (PV);2016;271;10;;;15.0;6;5;6;0.0;14.0;4;0.0;9.0;33.0;66.0;28.0;6.0
1012;Totaal graasdierbedrijven;Flevoland (PV);2020;243;22;18.0;9.0;18.0;10;4;3;0.0;29.0;30;0.0;17.0;65.0;75.0;11.0;14.0
1013;Totaal graasdierbedrijven;Flevoland (PV);2023;231;38;25.0;21.0;17.0;9;12;3;0.0;29.0;43;1.0;22.0;69.0;68.0;16.0;16.0
1014;Totaal graasdierbedrijven;Gelderland (PV);1998;9998;130;;;;262;50;46;;;380;;;;;;
1015;Totaal graasdierbedrijven;Gelderland (PV);1999;9835;152;;;188.0;203;72;53;;;540;;;;;;
1016;Totaal graasdierbedrijven;Gelderland (PV);2003;8226;205;;;389.0;270;62;50;10.0;268.0;2347;;;;;;
1017;Totaal graasdierbedrijven;Gelderland (PV);2005;7952;232;;;298.0;328;59;68;4.0;212.0;1428;;;;;;
1018;Totaal graasdierbedrijven;Gelderland (PV);2007;7585;151;;;220.0;293;57;66;2.0;147.0;794;;;;;;
1019;Totaal graasdierbedrijven;Gelderland (PV);2008;7547;122;;;221.0;253;45;76;2.0;129.0;459;;;;55.0;32.0;13.0
1020;Totaal graasdierbedrijven;Gelderland (PV);2009;7410;119;;;220.0;247;44;80;0.0;132.0;516;8.0;15.0;;55.0;33.0;12.0
1021;Totaal graasdierbedrijven;Gelderland (PV);2010;7399;158;;;298.0;375;60;96;1.0;287.0;853;25.0;86.0;37.0;61.0;25.0;14.0
1022;Totaal graasdierbedrijven;Gelderland (PV);2011;7225;178;;;356.0;366;60;101;1.0;317.0;888;26.0;90.0;60.0;61.0;26.0;13.0
1023;Totaal graasdierbedrijven;Gelderland (PV);2013;7051;174;;;278.0;345;60;88;2.0;324.0;732;28.0;101.0;73.0;65.0;23.0;12.0
1024;Totaal graasdierbedrijven;Gelderland (PV);2016;5430;150;;;186.0;242;53;58;1.0;276.0;481;17.0;97.0;72.0;64.0;28.0;8.0
1025;Totaal graasdierbedrijven;Gelderland (PV);2020;5055;408;269.0;223.0;299.0;235;91;77;1.0;396.0;834;18.0;117.0;235.0;57.0;26.0;17.0
1026;Totaal graasdierbedrijven;Gelderland (PV);2023;4750;510;361.0;238.0;330.0;250;125;67;0.0;434.0;1027;16.0;144.0;615.0;61.0;24.0;15.0
1027;Totaal graasdierbedrijven;Utrecht (PV);1998;2878;73;;;;100;43;11;;;166;;;;;;
1028;Totaal graasdierbedrijven;Utrecht (PV);1999;2825;64;;;94.0;60;41;14;;;257;;;;;;
1029;Totaal graasdierbedrijven;Utrecht (PV);2003;2412;92;;;216.0;70;53;14;3.0;190.0;930;;;;;;
1030;Totaal graasdierbedrijven;Utrecht (PV);2005;2274;86;;;154.0;99;59;21;1.0;138.0;768;;;;;;
1031;Totaal graasdierbedrijven;Utrecht (PV);2007;2187;62;;;133.0;94;42;19;0.0;97.0;567;;;;;;
1032;Totaal graasdierbedrijven;Utrecht (PV);2008;2197;56;;;136.0;99;35;26;0.0;95.0;387;;;;63.0;27.0;10.0
1033;Totaal graasdierbedrijven;Utrecht (PV);2009;2170;58;;;147.0;94;38;29;1.0;113.0;478;5.0;4.0;;60.0;32.0;8.0
1034;Totaal graasdierbedrijven;Utrecht (PV);2010;2178;68;;;198.0;116;46;33;1.0;184.0;598;11.0;55.0;12.0;59.0;31.0;10.0
1035;Totaal graasdierbedrijven;Utrecht (PV);2011;2123;70;;;231.0;118;45;40;1.0;205.0;610;12.0;59.0;20.0;60.0;29.0;11.0
1036;Totaal graasdierbedrijven;Utrecht (PV);2013;2096;71;;;194.0;117;50;38;3.0;193.0;550;11.0;68.0;35.0;60.0;30.0;10.0
1037;Totaal graasdierbedrijven;Utrecht (PV);2016;1674;70;;;137.0;97;49;35;0.0;188.0;358;9.0;67.0;22.0;60.0;33.0;7.0
1038;Totaal graasdierbedrijven;Utrecht (PV);2020;1754;175;130.0;97.0;212.0;113;72;41;1.0;251.0;650;10.0;79.0;128.0;56.0;30.0;14.0
1039;Totaal graasdierbedrijven;Utrecht (PV);2023;1694;198;153.0;95.0;259.0;109;84;47;0.0;279.0;764;13.0;77.0;256.0;59.0;27.0;14.0
1040;Totaal graasdierbedrijven;Noord-Holland (PV);1998;3087;69;;;;140;40;10;;;327;;;;;;
1041;Totaal graasdierbedrijven;Noord-Holland (PV);1999;3058;57;;;105.0;117;47;19;;;431;;;;;;
1042;Totaal graasdierbedrijven;Noord-Holland (PV);2003;2600;84;;;240.0;145;39;18;5.0;155.0;1171;;;;;;
1043;Totaal graasdierbedrijven;Noord-Holland (PV);2005;2502;91;;;197.0;160;43;31;1.0;133.0;896;;;;;;
1044;Totaal graasdierbedrijven;Noord-Holland (PV);2007;2448;68;;;198.0;127;36;50;0.0;93.0;635;;;;;;
1045;Totaal graasdierbedrijven;Noord-Holland (PV);2008;2427;58;;;176.0;140;30;61;0.0;92.0;458;;;;50.0;35.0;15.0
1046;Totaal graasdierbedrijven;Noord-Holland (PV);2009;2375;64;;;178.0;148;35;65;0.0;105.0;509;4.0;7.0;;45.0;42.0;13.0
1047;Totaal graasdierbedrijven;Noord-Holland (PV);2010;2404;82;;;227.0;164;44;79;0.0;187.0;632;11.0;52.0;23.0;52.0;34.0;14.0
1048;Totaal graasdierbedrijven;Noord-Holland (PV);2011;2368;89;;;258.0;177;45;84;1.0;191.0;657;10.0;74.0;27.0;51.0;36.0;13.0
1049;Totaal graasdierbedrijven;Noord-Holland (PV);2013;2261;81;;;215.0;173;41;79;0.0;180.0;644;11.0;68.0;42.0;56.0;32.0;12.0
1050;Totaal graasdierbedrijven;Noord-Holland (PV);2016;1676;76;;;128.0;119;32;60;0.0;157.0;423;9.0;44.0;43.0;57.0;36.0;7.0
1051;Totaal graasdierbedrijven;Noord-Holland (PV);2020;1594;250;155.0;139.0;199.0;142;57;79;0.0;240.0;515;13.0;53.0;133.0;46.0;33.0;21.0
1052;Totaal graasdierbedrijven;Noord-Holland (PV);2023;1500;230;173.0;101.0;200.0;156;59;82;0.0;230.0;549;13.0;79.0;206.0;47.0;34.0;19.0
1053;Totaal graasdierbedrijven;Zuid-Holland (PV);1998;3648;159;;;;156;121;14;;;338;;;;;;
1054;Totaal graasdierbedrijven;Zuid-Holland (PV);1999;3559;118;;;121.0;106;97;20;;;478;;;;;;
1055;Totaal graasdierbedrijven;Zuid-Holland (PV);2003;2858;184;;;228.0;140;147;31;1.0;244.0;1258;;;;;;
1056;Totaal graasdierbedrijven;Zuid-Holland (PV);2005;2766;189;;;192.0;166;154;35;2.0;185.0;1151;;;;;;
1057;Totaal graasdierbedrijven;Zuid-Holland (PV);2007;2740;150;;;157.0;158;137;42;1.0;134.0;864;;;;;;
1058;Totaal graasdierbedrijven;Zuid-Holland (PV);2008;2754;126;;;144.0;124;120;47;0.0;146.0;676;;;;59.0;31.0;10.0
1059;Totaal graasdierbedrijven;Zuid-Holland (PV);2009;2747;122;;;162.0;127;123;54;0.0;153.0;769;5.0;7.0;;59.0;33.0;8.0
1060;Totaal graasdierbedrijven;Zuid-Holland (PV);2010;2793;126;;;230.0;171;123;71;0.0;252.0;852;9.0;73.0;28.0;58.0;31.0;11.0
1061;Totaal graasdierbedrijven;Zuid-Holland (PV);2011;2719;131;;;254.0;172;119;69;0.0;259.0;869;11.0;91.0;35.0;57.0;32.0;11.0
1062;Totaal graasdierbedrijven;Zuid-Holland (PV);2013;2663;121;;;222.0;162;108;72;0.0;223.0;805;8.0;72.0;43.0;59.0;30.0;11.0
1063;Totaal graasdierbedrijven;Zuid-Holland (PV);2016;1968;113;;;146.0;99;96;59;0.0;236.0;623;10.0;61.0;25.0;59.0;32.0;9.0
1064;Totaal graasdierbedrijven;Zuid-Holland (PV);2020;1709;227;180.0;118.0;216.0;109;114;67;0.0;272.0;673;7.0;79.0;112.0;53.0;29.0;18.0
1065;Totaal graasdierbedrijven;Zuid-Holland (PV);2023;1622;249;199.0;127.0;214.0;119;133;63;0.0;288.0;728;7.0;102.0;252.0;56.0;27.0;17.0
1066;Totaal graasdierbedrijven;Zeeland (PV);1998;522;22;;;;47;9;0;;;27;;;;;;
1067;Totaal graasdierbedrijven;Zeeland (PV);1999;524;21;;;26.0;39;12;2;;;41;;;;;;
1068;Totaal graasdierbedrijven;Zeeland (PV);2003;503;33;;;50.0;50;17;1;0.0;30.0;127;;;;;;
1069;Totaal graasdierbedrijven;Zeeland (PV);2005;506;32;;;33.0;41;16;7;0.0;20.0;67;;;;;;
1070;Totaal graasdierbedrijven;Zeeland (PV);2007;505;22;;;42.0;47;16;9;0.0;16.0;53;;;;;;
1071;Totaal graasdierbedrijven;Zeeland (PV);2008;512;23;;;30.0;45;12;7;0.0;14.0;24;;;;45.0;35.0;20.0
1072;Totaal graasdierbedrijven;Zeeland (PV);2009;500;22;;;32.0;45;13;5;0.0;19.0;22;0.0;0.0;;36.0;40.0;24.0
1073;Totaal graasdierbedrijven;Zeeland (PV);2010;514;30;;;48.0;60;15;11;0.0;24.0;34;1.0;5.0;2.0;39.0;38.0;23.0
1074;Totaal graasdierbedrijven;Zeeland (PV);2011;486;28;;;53.0;62;19;11;0.0;30.0;50;0.0;9.0;3.0;49.0;34.0;17.0
1075;Totaal graasdierbedrijven;Zeeland (PV);2013;486;27;;;43.0;55;13;7;0.0;28.0;39;0.0;10.0;10.0;54.0;30.0;16.0
1076;Totaal graasdierbedrijven;Zeeland (PV);2016;379;30;;;29.0;40;13;3;0.0;24.0;32;2.0;7.0;6.0;53.0;36.0;11.0
1077;Totaal graasdierbedrijven;Zeeland (PV);2020;357;69;52.0;38.0;41.0;33;18;3;0.0;43.0;49;2.0;11.0;22.0;44.0;28.0;28.0
1078;Totaal graasdierbedrijven;Zeeland (PV);2023;349;73;55.0;36.0;43.0;47;20;5;0.0;41.0;50;2.0;11.0;44.0;44.0;28.0;28.0
1079;Totaal graasdierbedrijven;Noord-Brabant (PV);1998;7261;109;;;;193;37;16;;;189;;;;;;
1080;Totaal graasdierbedrijven;Noord-Brabant (PV);1999;7079;130;;;154.0;148;44;28;;;275;;;;;;
1081;Totaal graasdierbedrijven;Noord-Brabant (PV);2003;6044;172;;;328.0;181;57;32;8.0;198.0;1290;;;;;;
1082;Totaal graasdierbedrijven;Noord-Brabant (PV);2005;5976;172;;;253.0;195;50;48;4.0;110.0;589;;;;;;
1083;Totaal graasdierbedrijven;Noord-Brabant (PV);2007;5648;104;;;209.0;191;42;58;0.0;72.0;287;;;;;;
1084;Totaal graasdierbedrijven;Noord-Brabant (PV);2008;5582;108;;;160.0;159;41;51;2.0;51.0;120;;;;40.0;40.0;20.0
1085;Totaal graasdierbedrijven;Noord-Brabant (PV);2009;5478;93;;;193.0;180;33;60;2.0;52.0;135;4.0;7.0;;42.0;37.0;21.0
1086;Totaal graasdierbedrijven;Noord-Brabant (PV);2010;5401;119;;;280.0;240;40;85;2.0;122.0;185;11.0;58.0;6.0;56.0;27.0;17.0
1087;Totaal graasdierbedrijven;Noord-Brabant (PV);2011;5184;120;;;299.0;251;39;83;1.0;126.0;236;15.0;61.0;17.0;54.0;27.0;19.0
1088;Totaal graasdierbedrijven;Noord-Brabant (PV);2013;5018;120;;;258.0;221;40;94;2.0;142.0;214;20.0;58.0;41.0;66.0;21.0;13.0
1089;Totaal graasdierbedrijven;Noord-Brabant (PV);2016;3851;101;;;144.0;123;32;66;1.0;128.0;173;12.0;47.0;36.0;64.0;28.0;8.0
1090;Totaal graasdierbedrijven;Noord-Brabant (PV);2020;3399;344;253.0;154.0;251.0;133;85;65;0.0;170.0;437;25.0;89.0;188.0;58.0;23.0;19.0
1091;Totaal graasdierbedrijven;Noord-Brabant (PV);2023;3150;381;310.0;149.0;275.0;144;119;86;0.0;221.0;400;10.0;124.0;478.0;58.0;24.0;18.0
1092;Totaal graasdierbedrijven;Limburg (PV);1998;1931;90;;;;96;25;5;;;157;;;;;;
1093;Totaal graasdierbedrijven;Limburg (PV);1999;1854;78;;;51.0;90;22;8;;;204;;;;;;
1094;Totaal graasdierbedrijven;Limburg (PV);2003;1564;89;;;117.0;99;26;6;5.0;66.0;444;;;;;;
1095;Totaal graasdierbedrijven;Limburg (PV);2005;1578;88;;;73.0;105;19;13;2.0;56.0;348;;;;;;
1096;Totaal graasdierbedrijven;Limburg (PV);2007;1504;53;;;71.0;94;17;18;0.0;30.0;212;;;;;;
1097;Totaal graasdierbedrijven;Limburg (PV);2008;1498;51;;;57.0;75;15;22;0.0;35.0;155;;;;52.0;30.0;18.0
1098;Totaal graasdierbedrijven;Limburg (PV);2009;1461;51;;;65.0;83;13;24;0.0;29.0;157;1.0;5.0;;51.0;32.0;17.0
1099;Totaal graasdierbedrijven;Limburg (PV);2010;1464;53;;;94.0;101;16;29;1.0;40.0;208;5.0;9.0;3.0;51.0;28.0;21.0
1100;Totaal graasdierbedrijven;Limburg (PV);2011;1439;53;;;101.0;109;20;31;1.0;46.0;236;8.0;21.0;7.0;54.0;26.0;20.0
1101;Totaal graasdierbedrijven;Limburg (PV);2013;1369;54;;;82.0;101;19;25;0.0;50.0;206;7.0;20.0;16.0;57.0;27.0;16.0
1102;Totaal graasdierbedrijven;Limburg (PV);2016;961;39;;;39.0;54;7;17;0.0;30.0;145;5.0;18.0;12.0;61.0;32.0;7.0
1103;Totaal graasdierbedrijven;Limburg (PV);2020;890;117;76.0;57.0;83.0;58;22;22;0.0;54.0;176;3.0;19.0;46.0;52.0;25.0;23.0
1104;Totaal graasdierbedrijven;Limburg (PV);2023;826;110;85.0;45.0;99.0;63;27;19;0.0;68.0;183;7.0;32.0;98.0;53.0;29.0;18.0
1105;Totaal hokdierbedrijven;Nederland;1998;9664;197;;;;170;27;19;;;64;;;;;;
1106;Totaal hokdierbedrijven;Nederland;1999;8961;157;;;125.0;107;43;35;;;86;;;;;;
1107;Totaal hokdierbedrijven;Nederland;2003;7894;310;;;322.0;133;50;25;11.0;240.0;1477;;;;;;
1108;Totaal hokdierbedrijven;Nederland;2005;7760;348;;;197.0;153;43;37;11.0;174.0;588;;;;;;
1109;Totaal hokdierbedrijven;Nederland;2007;7389;217;;;138.0;110;16;31;3.0;93.0;249;;;;;;
1110;Totaal hokdierbedrijven;Nederland;2008;7059;142;;;105.0;92;24;41;3.0;78.0;116;;;;64.0;28.0;8.0
1111;Totaal hokdierbedrijven;Nederland;2009;6683;128;;;120.0;88;18;39;2.0;72.0;112;9.0;5.0;;61.0;33.0;6.0
1112;Totaal hokdierbedrijven;Nederland;2010;6479;198;;;173.0;110;40;48;4.0;180.0;195;17.0;23.0;47.0;68.0;26.0;6.0
1113;Totaal hokdierbedrijven;Nederland;2011;6107;225;;;202.0;117;53;58;4.0;199.0;215;16.0;34.0;62.0;68.0;25.0;7.0
1114;Totaal hokdierbedrijven;Nederland;2013;5416;209;;;138.0;82;33;53;4.0;191.0;156;18.0;45.0;85.0;73.0;22.0;5.0
1115;Totaal hokdierbedrijven;Nederland;2016;4836;203;;;124.0;56;22;32;0.0;145.0;108;10.0;34.0;68.0;75.0;22.0;3.0
1116;Totaal hokdierbedrijven;Nederland;2020;4164;488;390.0;210.0;149.0;50;53;36;0.0;199.0;173;18.0;78.0;494.0;76.0;15.0;9.0
1117;Totaal hokdierbedrijven;Nederland;2023;3514;518;409.0;230.0;165.0;62;41;28;0.0;206.0;192;10.0;62.0;691.0;74.0;16.0;10.0
1118;Totaal hokdierbedrijven;Noord-Nederland (LD);1998;583;12;;;;11;2;0;;;2;;;;;;
1119;Totaal hokdierbedrijven;Noord-Nederland (LD);1999;565;9;;;5.0;7;1;3;;;4;;;;;;
1120;Totaal hokdierbedrijven;Noord-Nederland (LD);2003;578;29;;;12.0;6;5;1;0.0;41.0;122;;;;;;
1121;Totaal hokdierbedrijven;Noord-Nederland (LD);2005;565;41;;;5.0;15;5;2;1.0;31.0;72;;;;;;
1122;Totaal hokdierbedrijven;Noord-Nederland (LD);2007;546;35;;;5.0;8;3;1;1.0;21.0;43;;;;;;
1123;Totaal hokdierbedrijven;Noord-Nederland (LD);2008;520;16;;;8.0;9;3;1;0.0;19.0;28;;;;70.0;26.0;4.0
1124;Totaal hokdierbedrijven;Noord-Nederland (LD);2009;499;15;;;5.0;6;1;2;0.0;20.0;26;1.0;0.0;;70.0;27.0;3.0
