ID;Bedrijfstypen;RegioS;Perioden;TotaalAantalLandbouwbedrijven_1;VerkoopAanHuisTotaal_2;RechtstreekseVerkoopAanDeConsument_3;VerkoopVia1Tussenschakel_4;StallingVanGoederenOfDieren_5;Agrotoerisme_6;VerwerkingLandbouwproducten_7;Zorglandbouw_8;Aquacultuur_9;LoonwerkVoorDerden_10;AgrarischNatuurEnLandschapsbeheer_11;AgrarischeKinderopvang_12;BoerderijEducatie_13;EnergieproductieLeveringAanDerden_14;OpbrengstMinderDan10_15;Opbrengst1050_16;OpbrengstMeerDan50_17
613;Totaal tuinbouwbedrijven;Zuid-Holland (PV);2003;5145;195;;;70.0;26;27;5;19.0;111.0;587;;;;;;
614;Totaal tuinbouwbedrijven;Zuid-Holland (PV);2005;4637;109;;;31.0;24;18;7;2.0;54.0;158;;;;;;
615;Totaal tuinbouwbedrijven;Zuid-Holland (PV);2007;4003;59;;;17.0;16;1;7;1.0;22.0;14;;;;;;
616;Totaal tuinbouwbedrijven;Zuid-Holland (PV);2008;3700;33;;;10.0;9;3;6;0.0;23.0;9;;;;57.0;31.0;12.0
617;Totaal tuinbouwbedrijven;Zuid-Holland (PV);2009;3464;33;;;5.0;10;5;3;0.0;17.0;7;0.0;0.0;;62.0;30.0;8.0
618;Totaal tuinbouwbedrijven;Zuid-Holland (PV);2010;3253;73;;;13.0;10;29;4;1.0;57.0;10;0.0;2.0;100.0;63.0;28.0;9.0
619;Totaal tuinbouwbedrijven;Zuid-Holland (PV);2011;3122;80;;;19.0;10;40;5;1.0;54.0;7;0.0;2.0;120.0;63.0;24.0;13.0
620;Totaal tuinbouwbedrijven;Zuid-Holland (PV);2013;2735;105;;;17.0;23;29;9;0.0;49.0;9;3.0;1.0;30.0;60.0;30.0;10.0
621;Totaal tuinbouwbedrijven;Zuid-Holland (PV);2016;2153;52;;;8.0;7;8;1;0.0;19.0;9;0.0;3.0;7.0;63.0;24.0;13.0
622;Totaal tuinbouwbedrijven;Zuid-Holland (PV);2020;1900;431;208.0;280.0;10.0;7;14;5;1.0;42.0;13;0.0;2.0;41.0;47.0;18.0;35.0
623;Totaal tuinbouwbedrijven;Zuid-Holland (PV);2023;1817;432;193.0;300.0;8.0;8;11;2;2.0;31.0;10;0.0;4.0;57.0;45.0;16.0;39.0
624;Totaal tuinbouwbedrijven;Zeeland (PV);1998;176;34;;;;9;11;1;;;0;;;;;;
625;Totaal tuinbouwbedrijven;Zeeland (PV);1999;171;22;;;1.0;5;5;0;;;2;;;;;;
626;Totaal tuinbouwbedrijven;Zeeland (PV);2003;241;63;;;6.0;15;5;0;0.0;20.0;45;;;;;;
627;Totaal tuinbouwbedrijven;Zeeland (PV);2005;231;53;;;8.0;18;10;0;0.0;13.0;18;;;;;;
628;Totaal tuinbouwbedrijven;Zeeland (PV);2007;216;35;;;6.0;14;5;1;1.0;2.0;7;;;;;;
629;Totaal tuinbouwbedrijven;Zeeland (PV);2008;201;25;;;7.0;13;3;1;0.0;3.0;1;;;;34.0;49.0;17.0
630;Totaal tuinbouwbedrijven;Zeeland (PV);2009;201;26;;;10.0;16;4;2;0.0;4.0;5;0.0;0.0;;36.0;45.0;19.0
631;Totaal tuinbouwbedrijven;Zeeland (PV);2010;193;35;;;8.0;16;9;2;1.0;11.0;4;0.0;4.0;3.0;43.0;38.0;19.0
632;Totaal tuinbouwbedrijven;Zeeland (PV);2011;184;39;;;7.0;17;9;2;1.0;11.0;6;0.0;3.0;3.0;36.0;41.0;23.0
633;Totaal tuinbouwbedrijven;Zeeland (PV);2013;170;36;;;12.0;16;5;0;1.0;12.0;6;0.0;2.0;1.0;40.0;39.0;21.0
634;Totaal tuinbouwbedrijven;Zeeland (PV);2016;169;25;;;9.0;12;3;1;1.0;15.0;4;0.0;0.0;1.0;45.0;38.0;17.0
635;Totaal tuinbouwbedrijven;Zeeland (PV);2020;202;77;64.0;36.0;11.0;18;4;2;0.0;26.0;11;0.0;0.0;7.0;39.0;21.0;40.0
636;Totaal tuinbouwbedrijven;Zeeland (PV);2023;195;81;70.0;36.0;16.0;16;4;0;1.0;28.0;10;0.0;5.0;11.0;39.0;28.0;33.0
637;Totaal tuinbouwbedrijven;Noord-Brabant (PV);1998;1897;265;;;;26;35;7;;;4;;;;;;
638;Totaal tuinbouwbedrijven;Noord-Brabant (PV);1999;1847;188;;;15.0;27;29;9;;;2;;;;;;
639;Totaal tuinbouwbedrijven;Noord-Brabant (PV);2003;2661;494;;;60.0;32;37;7;11.0;71.0;399;;;;;;
640;Totaal tuinbouwbedrijven;Noord-Brabant (PV);2005;2513;344;;;43.0;54;38;12;2.0;36.0;95;;;;;;
641;Totaal tuinbouwbedrijven;Noord-Brabant (PV);2007;2362;193;;;37.0;44;15;11;0.0;22.0;22;;;;;;
642;Totaal tuinbouwbedrijven;Noord-Brabant (PV);2008;2276;117;;;42.0;35;8;14;0.0;20.0;11;;;;38.0;41.0;21.0
643;Totaal tuinbouwbedrijven;Noord-Brabant (PV);2009;2208;133;;;36.0;36;11;11;0.0;20.0;15;0.0;3.0;;40.0;44.0;16.0
644;Totaal tuinbouwbedrijven;Noord-Brabant (PV);2010;2147;209;;;51.0;37;31;17;0.0;61.0;12;2.0;12.0;44.0;47.0;34.0;19.0
645;Totaal tuinbouwbedrijven;Noord-Brabant (PV);2011;2089;244;;;64.0;36;39;21;0.0;69.0;24;4.0;13.0;49.0;49.0;32.0;19.0
646;Totaal tuinbouwbedrijven;Noord-Brabant (PV);2013;1953;231;;;66.0;51;41;15;0.0;64.0;21;1.0;14.0;19.0;51.0;31.0;18.0
647;Totaal tuinbouwbedrijven;Noord-Brabant (PV);2016;1618;166;;;39.0;27;18;6;0.0;49.0;8;0.0;9.0;6.0;48.0;38.0;14.0
648;Totaal tuinbouwbedrijven;Noord-Brabant (PV);2020;1545;568;387.0;338.0;65.0;30;29;7;1.0;78.0;18;0.0;11.0;48.0;40.0;25.0;35.0
649;Totaal tuinbouwbedrijven;Noord-Brabant (PV);2023;1553;568;371.0;356.0;74.0;35;33;8;1.0;106.0;25;1.0;14.0;89.0;40.0;27.0;33.0
650;Totaal tuinbouwbedrijven;Limburg (PV);1998;1402;209;;;;35;26;4;;;6;;;;;;
651;Totaal tuinbouwbedrijven;Limburg (PV);1999;1354;155;;;10.0;27;20;8;;;8;;;;;;
652;Totaal tuinbouwbedrijven;Limburg (PV);2003;1449;321;;;22.0;30;18;7;4.0;34.0;256;;;;;;
653;Totaal tuinbouwbedrijven;Limburg (PV);2005;1321;216;;;14.0;37;13;8;0.0;24.0;77;;;;;;
654;Totaal tuinbouwbedrijven;Limburg (PV);2007;1191;88;;;5.0;18;2;7;0.0;9.0;17;;;;;;
655;Totaal tuinbouwbedrijven;Limburg (PV);2008;1162;55;;;4.0;21;5;7;0.0;9.0;15;;;;45.0;31.0;24.0
656;Totaal tuinbouwbedrijven;Limburg (PV);2009;1103;60;;;4.0;23;5;7;0.0;9.0;9;0.0;1.0;;43.0;47.0;10.0
657;Totaal tuinbouwbedrijven;Limburg (PV);2010;1062;102;;;10.0;26;16;9;0.0;20.0;13;0.0;4.0;26.0;49.0;33.0;18.0
658;Totaal tuinbouwbedrijven;Limburg (PV);2011;1057;103;;;13.0;22;18;10;0.0;20.0;11;1.0;4.0;27.0;49.0;31.0;20.0
659;Totaal tuinbouwbedrijven;Limburg (PV);2013;983;97;;;13.0;23;15;8;0.0;16.0;14;0.0;5.0;10.0;50.0;32.0;18.0
660;Totaal tuinbouwbedrijven;Limburg (PV);2016;803;67;;;8.0;9;8;6;0.0;13.0;9;0.0;0.0;1.0;50.0;34.0;16.0
661;Totaal tuinbouwbedrijven;Limburg (PV);2020;764;237;186.0;123.0;10.0;11;6;2;0.0;28.0;22;0.0;1.0;33.0;48.0;23.0;29.0
662;Totaal tuinbouwbedrijven;Limburg (PV);2023;742;245;179.0;124.0;9.0;12;11;1;0.0;44.0;27;0.0;5.0;43.0;44.0;22.0;34.0
663;Totaal blijvendeteeltbedrijven;Nederland;1998;5519;588;;;;116;80;10;;;40;;;;;;
664;Totaal blijvendeteeltbedrijven;Nederland;1999;5345;446;;;35.0;91;58;24;;;39;;;;;;
665;Totaal blijvendeteeltbedrijven;Nederland;2003;2027;585;;;64.0;105;54;6;4.0;118.0;417;;;;;;
666;Totaal blijvendeteeltbedrijven;Nederland;2005;1915;483;;;43.0;106;69;12;0.0;58.0;164;;;;;;
667;Totaal blijvendeteeltbedrijven;Nederland;2007;1859;307;;;24.0;99;46;15;2.0;38.0;95;;;;;;
668;Totaal blijvendeteeltbedrijven;Nederland;2008;1810;240;;;23.0;92;63;17;1.0;40.0;56;;;;44.0;37.0;19.0
669;Totaal blijvendeteeltbedrijven;Nederland;2009;1796;245;;;26.0;89;67;22;0.0;43.0;57;1.0;9.0;;46.0;43.0;11.0
670;Totaal blijvendeteeltbedrijven;Nederland;2010;1825;389;;;36.0;108;103;26;0.0;74.0;109;2.0;23.0;16.0;51.0;34.0;15.0
671;Totaal blijvendeteeltbedrijven;Nederland;2011;1808;431;;;39.0;121;122;22;0.0;101.0;106;1.0;37.0;21.0;49.0;37.0;14.0
672;Totaal blijvendeteeltbedrijven;Nederland;2013;1666;401;;;32.0;109;120;25;0.0;124.0;73;0.0;37.0;21.0;44.0;39.0;17.0
673;Totaal blijvendeteeltbedrijven;Nederland;2016;1612;382;;;33.0;70;76;12;0.0;107.0;70;0.0;37.0;23.0;42.0;45.0;13.0
674;Totaal blijvendeteeltbedrijven;Nederland;2020;1508;683;556.0;369.0;53.0;87;86;22;0.0;133.0;111;1.0;27.0;75.0;37.0;22.0;41.0
675;Totaal blijvendeteeltbedrijven;Nederland;2023;1468;718;552.0;419.0;55.0;101;100;19;2.0;151.0;123;1.0;52.0;152.0;35.0;22.0;43.0
676;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);1998;184;20;;;;9;1;1;;;1;;;;;;
677;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);1999;194;16;;;3.0;6;2;1;;;2;;;;;;
678;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);2003;25;14;;;0.0;4;3;0;0.0;1.0;7;;;;;;
679;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);2005;27;16;;;0.0;4;3;1;0.0;0.0;2;;;;;;
680;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);2007;29;10;;;1.0;4;1;2;0.0;0.0;3;;;;;;
681;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);2008;34;12;;;0.0;4;3;3;0.0;3.0;5;;;;25.0;25.0;50.0
682;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);2009;34;11;;;0.0;3;5;3;0.0;2.0;3;1.0;1.0;;36.0;36.0;28.0
683;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);2010;43;21;;;0.0;3;8;2;0.0;2.0;5;0.0;1.0;1.0;29.0;33.0;38.0
684;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);2011;44;20;;;1.0;6;8;2;0.0;3.0;4;1.0;4.0;1.0;44.0;24.0;32.0
685;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);2013;33;20;;;0.0;9;9;3;0.0;7.0;2;0.0;3.0;0.0;37.0;33.0;30.0
686;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);2016;36;18;;;0.0;5;5;1;0.0;5.0;0;0.0;3.0;2.0;48.0;33.0;19.0
687;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);2020;41;30;29.0;15.0;1.0;3;5;1;0.0;6.0;1;0.0;2.0;2.0;25.0;16.0;59.0
688;Totaal blijvendeteeltbedrijven;Noord-Nederland (LD);2023;43;33;32.0;14.0;2.0;4;6;3;0.0;5.0;2;0.0;2.0;2.0;23.0;11.0;66.0
689;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);1998;1524;135;;;;26;18;3;;;9;;;;;;
690;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);1999;1470;101;;;5.0;18;13;9;;;13;;;;;;
691;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);2003;827;171;;;17.0;25;16;5;3.0;48.0;142;;;;;;
692;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);2005;777;150;;;12.0;33;22;9;0.0;25.0;61;;;;;;
693;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);2007;758;109;;;3.0;28;19;5;2.0;11.0;31;;;;;;
694;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);2008;723;69;;;4.0;28;30;7;0.0;17.0;11;;;;46.0;38.0;16.0
695;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);2009;716;72;;;7.0;30;31;8;0.0;17.0;11;0.0;2.0;;39.0;55.0;6.0
696;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);2010;712;121;;;7.0;42;45;12;0.0;33.0;27;0.0;12.0;12.0;51.0;36.0;13.0
697;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);2011;707;137;;;11.0;44;52;9;0.0;46.0;20;0.0;15.0;16.0;49.0;40.0;11.0
698;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);2013;663;132;;;11.0;39;49;11;0.0;52.0;15;0.0;18.0;14.0;48.0;37.0;15.0
699;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);2016;603;116;;;13.0;27;27;5;0.0;36.0;12;0.0;18.0;11.0;37.0;48.0;15.0
700;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);2020;590;242;185.0;138.0;13.0;33;39;10;0.0;53.0;29;0.0;13.0;25.0;35.0;20.0;45.0
701;Totaal blijvendeteeltbedrijven;Oost-Nederland (LD);2023;564;250;181.0;154.0;8.0;36;36;6;0.0;63.0;38;0.0;12.0;57.0;38.0;20.0;42.0
702;Totaal blijvendeteeltbedrijven;West-Nederland (LD);1998;2109;204;;;;45;31;5;;;9;;;;;;
703;Totaal blijvendeteeltbedrijven;West-Nederland (LD);1999;2025;148;;;17.0;42;25;9;;;5;;;;;;
704;Totaal blijvendeteeltbedrijven;West-Nederland (LD);2003;818;228;;;42.0;48;17;1;0.0;55.0;181;;;;;;
705;Totaal blijvendeteeltbedrijven;West-Nederland (LD);2005;765;178;;;25.0;40;25;1;0.0;28.0;55;;;;;;
706;Totaal blijvendeteeltbedrijven;West-Nederland (LD);2007;714;106;;;16.0;38;15;6;0.0;21.0;27;;;;;;
707;Totaal blijvendeteeltbedrijven;West-Nederland (LD);2008;696;81;;;12.0;34;16;5;1.0;14.0;10;;;;42.0;39.0;19.0
708;Totaal blijvendeteeltbedrijven;West-Nederland (LD);2009;674;75;;;15.0;28;17;7;0.0;16.0;10;0.0;6.0;;42.0;41.0;17.0
709;Totaal blijvendeteeltbedrijven;West-Nederland (LD);2010;692;114;;;21.0;31;25;9;0.0;25.0;19;1.0;7.0;2.0;54.0;30.0;16.0
710;Totaal blijvendeteeltbedrijven;West-Nederland (LD);2011;685;134;;;18.0;37;29;8;0.0;37.0;24;0.0;9.0;2.0;53.0;32.0;15.0
711;Totaal blijvendeteeltbedrijven;West-Nederland (LD);2013;647;127;;;15.0;30;29;7;0.0;52.0;16;0.0;9.0;4.0;43.0;39.0;18.0
712;Totaal blijvendeteeltbedrijven;West-Nederland (LD);2016;586;127;;;9.0;18;22;5;0.0;47.0;11;0.0;7.0;6.0;49.0;43.0;8.0
713;Totaal blijvendeteeltbedrijven;West-Nederland (LD);2020;532;211;175.0;105.0;18.0;28;16;6;0.0;43.0;23;0.0;6.0;32.0;42.0;22.0;36.0
714;Totaal blijvendeteeltbedrijven;West-Nederland (LD);2023;525;244;177.0;142.0;26.0;34;25;5;1.0;50.0;25;0.0;19.0;64.0;39.0;20.0;41.0
715;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);1998;1702;229;;;;36;30;1;;;21;;;;;;
716;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);1999;1656;181;;;10.0;25;18;5;;;19;;;;;;
717;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);2003;357;172;;;5.0;28;18;0;1.0;14.0;87;;;;;;
718;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);2005;346;139;;;6.0;29;19;1;0.0;5.0;46;;;;;;
719;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);2007;358;82;;;4.0;29;11;2;0.0;6.0;34;;;;;;
720;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);2008;357;78;;;7.0;26;14;2;0.0;6.0;30;;;;48.0;36.0;16.0
721;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);2009;372;87;;;4.0;28;14;4;0.0;8.0;33;0.0;0.0;;56.0;36.0;8.0
722;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);2010;378;133;;;8.0;32;25;3;0.0;14.0;58;1.0;3.0;1.0;52.0;35.0;13.0
723;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);2011;372;140;;;9.0;34;33;3;0.0;15.0;58;0.0;9.0;2.0;47.0;40.0;13.0
724;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);2013;323;122;;;6.0;31;33;4;0.0;13.0;40;0.0;7.0;3.0;44.0;41.0;15.0
725;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);2016;387;121;;;11.0;20;22;1;0.0;19.0;47;0.0;9.0;4.0;41.0;45.0;14.0
726;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);2020;345;200;167.0;111.0;21.0;23;26;5;0.0;31.0;58;1.0;6.0;16.0;35.0;25.0;40.0
727;Totaal blijvendeteeltbedrijven;Zuid-Nederland (LD);2023;336;191;162.0;109.0;19.0;27;33;5;1.0;33.0;58;1.0;19.0;29.0;31.0;27.0;42.0
728;Totaal blijvendeteeltbedrijven;Groningen (PV);1998;78;9;;;;2;1;0;;;0;;;;;;
729;Totaal blijvendeteeltbedrijven;Groningen (PV);1999;77;4;;;1.0;1;0;0;;;0;;;;;;
730;Totaal blijvendeteeltbedrijven;Groningen (PV);2003;8;5;;;0.0;1;1;0;0.0;1.0;2;;;;;;
731;Totaal blijvendeteeltbedrijven;Groningen (PV);2005;8;7;;;0.0;1;1;0;0.0;0.0;1;;;;;;
732;Totaal blijvendeteeltbedrijven;Groningen (PV);2007;10;6;;;1.0;1;0;1;0.0;0.0;1;;;;;;
733;Totaal blijvendeteeltbedrijven;Groningen (PV);2008;11;6;;;0.0;1;2;1;0.0;1.0;1;;;;29.0;43.0;28.0
734;Totaal blijvendeteeltbedrijven;Groningen (PV);2009;9;5;;;0.0;2;3;0;0.0;1.0;1;0.0;0.0;;50.0;50.0;0.0
735;Totaal blijvendeteeltbedrijven;Groningen (PV);2010;13;8;;;0.0;2;4;0;0.0;0.0;2;0.0;0.0;0.0;63.0;25.0;12.0
736;Totaal blijvendeteeltbedrijven;Groningen (PV);2011;11;8;;;0.0;2;2;0;0.0;0.0;1;0.0;1.0;0.0;50.0;25.0;25.0
737;Totaal blijvendeteeltbedrijven;Groningen (PV);2013;9;7;;;0.0;2;3;0;0.0;1.0;1;0.0;1.0;0.0;24.0;38.0;38.0
738;Totaal blijvendeteeltbedrijven;Groningen (PV);2016;6;4;;;0.0;2;2;0;0.0;0.0;0;0.0;1.0;1.0;75.0;25.0;0.0
739;Totaal blijvendeteeltbedrijven;Groningen (PV);2020;7;5;5.0;3.0;0.0;1;1;0;0.0;0.0;0;0.0;0.0;0.0;20.0;20.0;60.0
740;Totaal blijvendeteeltbedrijven;Groningen (PV);2023;9;5;5.0;1.0;0.0;1;1;0;0.0;1.0;1;0.0;0.0;1.0;33.0;0.0;67.0
741;Totaal blijvendeteeltbedrijven;Fryslân (PV);1998;42;4;;;;1;0;0;;;0;;;;;;
742;Totaal blijvendeteeltbedrijven;Fryslân (PV);1999;38;3;;;0.0;1;1;0;;;0;;;;;;
743;Totaal blijvendeteeltbedrijven;Fryslân (PV);2003;9;5;;;0.0;1;1;0;0.0;0.0;4;;;;;;
744;Totaal blijvendeteeltbedrijven;Fryslân (PV);2005;9;4;;;0.0;1;2;0;0.0;0.0;1;;;;;;
745;Totaal blijvendeteeltbedrijven;Fryslân (PV);2007;10;0;;;0.0;0;1;0;0.0;0.0;1;;;;;;
746;Totaal blijvendeteeltbedrijven;Fryslân (PV);2008;13;1;;;0.0;1;1;0;0.0;1.0;1;;;;0.0;0.0;100.0
747;Totaal blijvendeteeltbedrijven;Fryslân (PV);2009;12;1;;;0.0;0;1;0;0.0;0.0;0;0.0;0.0;;0.0;0.0;100.0
748;Totaal blijvendeteeltbedrijven;Fryslân (PV);2010;14;7;;;0.0;1;4;0;0.0;0.0;3;0.0;0.0;1.0;0.0;13.0;87.0
749;Totaal blijvendeteeltbedrijven;Fryslân (PV);2011;17;5;;;1.0;2;4;0;0.0;0.0;3;0.0;2.0;1.0;38.0;0.0;62.0
750;Totaal blijvendeteeltbedrijven;Fryslân (PV);2013;11;5;;;0.0;4;4;1;0.0;2.0;1;0.0;0.0;0.0;57.0;14.0;29.0
751;Totaal blijvendeteeltbedrijven;Fryslân (PV);2016;14;7;;;0.0;2;3;1;0.0;1.0;0;0.0;0.0;0.0;37.0;25.0;38.0
752;Totaal blijvendeteeltbedrijven;Fryslân (PV);2020;14;11;10.0;7.0;0.0;0;3;1;0.0;1.0;0;0.0;0.0;1.0;18.0;0.0;82.0
753;Totaal blijvendeteeltbedrijven;Fryslân (PV);2023;18;15;14.0;7.0;1.0;1;3;2;0.0;2.0;1;0.0;1.0;0.0;27.0;13.0;60.0
754;Totaal blijvendeteeltbedrijven;Drenthe (PV);1998;64;7;;;;6;0;1;;;1;;;;;;
755;Totaal blijvendeteeltbedrijven;Drenthe (PV);1999;79;9;;;2.0;4;1;1;;;2;;;;;;
756;Totaal blijvendeteeltbedrijven;Drenthe (PV);2003;8;4;;;0.0;2;1;0;0.0;0.0;1;;;;;;
757;Totaal blijvendeteeltbedrijven;Drenthe (PV);2005;10;5;;;0.0;2;0;1;0.0;0.0;0;;;;;;
758;Totaal blijvendeteeltbedrijven;Drenthe (PV);2007;9;4;;;0.0;3;0;1;0.0;0.0;1;;;;;;
759;Totaal blijvendeteeltbedrijven;Drenthe (PV);2008;10;5;;;0.0;2;0;2;0.0;1.0;3;;;;33.0;17.0;50.0
760;Totaal blijvendeteeltbedrijven;Drenthe (PV);2009;13;5;;;0.0;1;1;3;0.0;1.0;2;1.0;1.0;;33.0;33.0;34.0
761;Totaal blijvendeteeltbedrijven;Drenthe (PV);2010;16;6;;;0.0;0;0;2;0.0;2.0;0;0.0;1.0;0.0;25.0;63.0;12.0
762;Totaal blijvendeteeltbedrijven;Drenthe (PV);2011;16;7;;;0.0;2;2;2;0.0;3.0;0;1.0;1.0;0.0;44.0;44.0;12.0
763;Totaal blijvendeteeltbedrijven;Drenthe (PV);2013;13;8;;;0.0;3;2;2;0.0;4.0;0;0.0;2.0;0.0;33.0;42.0;25.0
764;Totaal blijvendeteeltbedrijven;Drenthe (PV);2016;16;7;;;0.0;1;0;0;0.0;4.0;0;0.0;2.0;1.0;45.0;44.0;11.0
765;Totaal blijvendeteeltbedrijven;Drenthe (PV);2020;20;14;14.0;5.0;1.0;2;1;0;0.0;5.0;1;0.0;2.0;1.0;31.0;25.0;44.0
766;Totaal blijvendeteeltbedrijven;Drenthe (PV);2023;16;13;13.0;6.0;1.0;2;2;1;0.0;2.0;0;0.0;1.0;1.0;15.0;14.0;71.0
767;Totaal blijvendeteeltbedrijven;Overijssel (PV);1998;118;19;;;;5;3;1;;;3;;;;;;
768;Totaal blijvendeteeltbedrijven;Overijssel (PV);1999;124;15;;;2.0;4;2;2;;;2;;;;;;
769;Totaal blijvendeteeltbedrijven;Overijssel (PV);2003;17;10;;;2.0;1;2;0;0.0;1.0;4;;;;;;
770;Totaal blijvendeteeltbedrijven;Overijssel (PV);2005;18;11;;;2.0;2;2;1;0.0;1.0;4;;;;;;
771;Totaal blijvendeteeltbedrijven;Overijssel (PV);2007;22;11;;;0.0;3;5;2;0.0;2.0;3;;;;;;
772;Totaal blijvendeteeltbedrijven;Overijssel (PV);2008;22;9;;;0.0;5;5;1;0.0;3.0;1;;;;50.0;50.0;0.0
773;Totaal blijvendeteeltbedrijven;Overijssel (PV);2009;24;8;;;0.0;5;7;1;0.0;2.0;1;0.0;2.0;;10.0;70.0;20.0
774;Totaal blijvendeteeltbedrijven;Overijssel (PV);2010;28;16;;;0.0;7;12;3;0.0;3.0;4;0.0;3.0;1.0;32.0;47.0;21.0
775;Totaal blijvendeteeltbedrijven;Overijssel (PV);2011;27;16;;;1.0;8;12;2;0.0;3.0;5;0.0;3.0;2.0;19.0;67.0;14.0
776;Totaal blijvendeteeltbedrijven;Overijssel (PV);2013;22;11;;;0.0;6;9;2;0.0;2.0;1;0.0;4.0;0.0;8.0;71.0;21.0
777;Totaal blijvendeteeltbedrijven;Overijssel (PV);2016;23;15;;;1.0;4;7;1;0.0;2.0;1;0.0;2.0;1.0;25.0;50.0;25.0
778;Totaal blijvendeteeltbedrijven;Overijssel (PV);2020;26;19;19.0;12.0;2.0;6;10;2;0.0;3.0;3;0.0;2.0;0.0;21.0;16.0;63.0
779;Totaal blijvendeteeltbedrijven;Overijssel (PV);2023;27;18;18.0;14.0;0.0;10;10;1;0.0;3.0;3;0.0;4.0;3.0;18.0;9.0;73.0
780;Totaal blijvendeteeltbedrijven;Flevoland (PV);1998;152;14;;;;3;5;0;;;0;;;;;;
781;Totaal blijvendeteeltbedrijven;Flevoland (PV);1999;149;7;;;1.0;1;3;0;;;0;;;;;;
782;Totaal blijvendeteeltbedrijven;Flevoland (PV);2003;94;20;;;2.0;5;1;2;0.0;5.0;12;;;;;;
783;Totaal blijvendeteeltbedrijven;Flevoland (PV);2005;92;19;;;0.0;6;5;3;0.0;2.0;6;;;;;;
784;Totaal blijvendeteeltbedrijven;Flevoland (PV);2007;90;14;;;0.0;4;1;1;0.0;0.0;2;;;;;;
785;Totaal blijvendeteeltbedrijven;Flevoland (PV);2008;89;9;;;0.0;4;5;2;0.0;1.0;1;;;;56.0;31.0;13.0
786;Totaal blijvendeteeltbedrijven;Flevoland (PV);2009;89;9;;;0.0;4;4;2;0.0;0.0;0;0.0;0.0;;36.0;64.0;0.0
787;Totaal blijvendeteeltbedrijven;Flevoland (PV);2010;86;16;;;0.0;6;10;4;0.0;0.0;0;0.0;4.0;8.0;58.0;38.0;4.0
788;Totaal blijvendeteeltbedrijven;Flevoland (PV);2011;85;15;;;0.0;3;9;3;0.0;1.0;0;0.0;3.0;10.0;54.0;46.0;0.0
789;Totaal blijvendeteeltbedrijven;Flevoland (PV);2013;80;12;;;0.0;3;7;3;0.0;3.0;1;0.0;2.0;7.0;48.0;40.0;12.0
790;Totaal blijvendeteeltbedrijven;Flevoland (PV);2016;65;12;;;1.0;2;6;1;0.0;1.0;0;0.0;2.0;5.0;37.0;63.0;0.0
791;Totaal blijvendeteeltbedrijven;Flevoland (PV);2020;61;21;12.0;16.0;0.0;4;3;2;0.0;1.0;0;0.0;2.0;9.0;34.0;22.0;44.0
792;Totaal blijvendeteeltbedrijven;Flevoland (PV);2023;59;27;14.0;21.0;0.0;2;3;1;0.0;4.0;1;0.0;5.0;20.0;50.0;13.0;37.0
793;Totaal blijvendeteeltbedrijven;Gelderland (PV);1998;1254;102;;;;18;10;2;;;6;;;;;;
794;Totaal blijvendeteeltbedrijven;Gelderland (PV);1999;1197;79;;;2.0;13;8;7;;;11;;;;;;
795;Totaal blijvendeteeltbedrijven;Gelderland (PV);2003;716;141;;;13.0;19;13;3;3.0;42.0;126;;;;;;
796;Totaal blijvendeteeltbedrijven;Gelderland (PV);2005;667;120;;;10.0;25;15;5;0.0;22.0;51;;;;;;
