ID;BedrijfstakBranchesSBI2008;Perioden;Indexcijfers_1;OntwikkelingTOVEenJaarEerder_2;Indexcijfers_3;OntwikkelingTOVEenJaarEerder_4;TotaleOmzet_5;Verkoopprijzen_6;Personeelssterkte_7;OnvoldoendeVraag_8;Financieel_9;NederlandseMarkt_10;BuitenlandseMarktBinnenEU_11;BuitenlandseMarktBuitenEU_12;AantalFaillissementen_13;OntwikkelingTOVEenJaarEerder_14;AantalWerkzamePersonen_15;Totaal_16;NettoOmzet_17;OverigeBedrijfsopbrengsten_18;Totaal_19;InkoopwaardeOmzet_20;PersoneleKosten_21;OverigeBedrijfskosten_22;AfschrijvingenOpVasteActiva_23;Bedrijfsresultaat_24
152;Vervaardiging van consumentenartikelen;2018 1e kwartaal;;;;;-2.1;8.0;7.2;10.2;4.0;8.4;4.7;3.7;;;;;;;;;;;;
153;Verv. niet-duurzame consumentenartikelen;2008 1e kwartaal;;;100.2;1.1;;23.7;0.9;;;6.2;3.1;-2.7;;;;;;;;;;;;
154;Verv. niet-duurzame consumentenartikelen;2008 2e kwartaal;;;100.7;0.5;;8.4;3.0;;;5.7;-0.2;-1.3;;;;;;;;;;;;
155;Verv. niet-duurzame consumentenartikelen;2008 3e kwartaal;;;100.6;-0.1;;11.9;-2.6;;;2.2;0.3;-1.6;;;;;;;;;;;;
156;Verv. niet-duurzame consumentenartikelen;2008 4e kwartaal;;;99.1;-1.5;;7.3;-6.0;;;-1.4;-4.5;-0.8;;;;;;;;;;;;
157;Verv. niet-duurzame consumentenartikelen;2008;;;100.1;4.8;;;;;;;;;;;;;;;;;;;;
158;Verv. niet-duurzame consumentenartikelen;2009 1e kwartaal;;;97.4;-1.7;;1.3;-10.8;;;-2.7;-5.1;-5.8;53.0;;;;;;;;;;;
159;Verv. niet-duurzame consumentenartikelen;2009 2e kwartaal;;;96.1;-1.4;;-9.7;-19.1;;;-3.2;-4.4;-6.7;60.0;;;;;;;;;;;
160;Verv. niet-duurzame consumentenartikelen;2009 3e kwartaal;;;96.1;0.1;;-6.2;-18.7;;;0.0;-7.2;-3.8;37.0;;;;;;;;;;;
161;Verv. niet-duurzame consumentenartikelen;2009 4e kwartaal;;;96.7;0.6;;-4.3;-17.6;;;2.7;-3.6;-3.6;39.0;;;;;;;;;;;
162;Verv. niet-duurzame consumentenartikelen;2009;;;96.6;-3.5;;;;;;;;;189.0;;;;;;;;;;;
163;Verv. niet-duurzame consumentenartikelen;2010 1e kwartaal;;;97.8;1.1;;1.9;-13.1;;;3.7;6.8;1.5;79.0;49.1;;;;;;;;;;
164;Verv. niet-duurzame consumentenartikelen;2010 2e kwartaal;;;99.4;1.6;;6.0;-11.9;;;4.2;3.6;-3.3;80.0;33.3;;;;;;;;;;
165;Verv. niet-duurzame consumentenartikelen;2010 3e kwartaal;;;100.5;1.1;;-22.0;-34.4;17.3;4.0;5.9;0.5;3.5;36.0;-2.7;;;;;;;;;;
166;Verv. niet-duurzame consumentenartikelen;2010 4e kwartaal;;;102.4;1.9;;25.5;-4.1;14.6;2.8;-0.4;0.5;-0.1;85.0;117.9;;;;;;;;;;
167;Verv. niet-duurzame consumentenartikelen;2010;;;100.0;3.6;;;;;;;;;280.0;48.1;;;;;;;;;;
168;Verv. niet-duurzame consumentenartikelen;2011 1e kwartaal;103.3;;105.7;3.3;;52.4;-21.7;14.4;1.4;2.0;3.6;2.1;47.0;-40.5;;;;;;;;;;
169;Verv. niet-duurzame consumentenartikelen;2011 2e kwartaal;108.3;;106.7;0.9;;1.0;-13.1;15.1;1.7;0.3;1.9;-0.7;57.0;-28.8;;;;;;;;;;
170;Verv. niet-duurzame consumentenartikelen;2011 3e kwartaal;108.7;;106.6;-0.1;;24.3;-9.7;15.2;2.7;-1.6;3.2;-0.4;63.0;75.0;;;;;;;;;;
171;Verv. niet-duurzame consumentenartikelen;2011 4e kwartaal;110.7;;107.5;0.8;19.1;17.4;-6.9;17.2;6.0;2.9;1.4;3.4;51.0;-40.0;;;;;;;;;;
172;Verv. niet-duurzame consumentenartikelen;2011;107.7;;106.6;6.6;;;;;;;;;218.0;-22.1;;;;;;;;;;
173;Verv. niet-duurzame consumentenartikelen;2012 1e kwartaal;100.4;-2.8;109.0;1.4;-7.1;18.2;-7.1;20.2;6.1;-5.0;1.5;2.3;43.0;-8.5;;;;;;;;;;
174;Verv. niet-duurzame consumentenartikelen;2012 2e kwartaal;103.9;-4.1;109.5;0.4;10.4;10.0;-2.1;21.0;5.8;2.9;-0.6;2.1;49.0;-14.0;;;;;;;;;;
175;Verv. niet-duurzame consumentenartikelen;2012 3e kwartaal;103.0;-5.2;111.5;1.9;-4.6;-1.5;-4.8;21.0;6.5;-0.6;3.2;2.0;53.0;-15.9;;;;;;;;;;
176;Verv. niet-duurzame consumentenartikelen;2012 4e kwartaal;106.3;-3.9;112.9;1.3;14.9;20.3;-5.3;21.6;7.7;2.2;0.0;2.2;63.0;23.5;;;;;;;;;;
177;Verv. niet-duurzame consumentenartikelen;2012;103.4;-4.0;110.7;3.8;;;;;;;;;208.0;-4.6;;;;;;;;;;
178;Verv. niet-duurzame consumentenartikelen;2013 1e kwartaal;103.6;3.2;112.0;-0.8;-11.9;15.6;-9.6;20.3;8.0;-1.1;0.8;4.8;74.0;72.1;;;;;;;;;;
179;Verv. niet-duurzame consumentenartikelen;2013 2e kwartaal;108.8;4.7;111.6;-0.4;2.3;2.8;-10.6;21.0;7.7;-2.5;0.8;-0.1;51.0;4.1;;;;;;;;;;
180;Verv. niet-duurzame consumentenartikelen;2013 3e kwartaal;110.5;7.2;111.7;0.0;-7.7;7.6;-11.2;19.9;9.3;4.0;2.2;1.6;37.0;-30.2;;;;;;;;;;
181;Verv. niet-duurzame consumentenartikelen;2013 4e kwartaal;115.1;8.2;112.3;0.5;22.8;4.1;-9.6;21.6;9.7;-0.9;-0.5;-0.6;35.0;-44.4;;;;;;;;;;
182;Verv. niet-duurzame consumentenartikelen;2013;109.5;5.9;111.9;1.1;;;;;;;;;197.0;-5.3;;;;;;;;;;
183;Verv. niet-duurzame consumentenartikelen;2014 1e kwartaal;107.6;3.9;112.6;0.5;-12.4;12.5;-15.5;22.9;10.1;-0.4;2.0;4.4;49.0;-33.8;;;;;;;;;;
184;Verv. niet-duurzame consumentenartikelen;2014 2e kwartaal;112.7;3.6;112.2;0.5;14.7;4.2;-6.0;24.6;10.0;3.8;4.2;4.6;41.0;-19.6;;;;;;;;;;
185;Verv. niet-duurzame consumentenartikelen;2014 3e kwartaal;109.7;-0.7;111.5;-0.2;0.7;4.8;-5.4;19.1;8.5;0.8;0.3;0.7;29.0;-21.6;;;;;;;;;;
186;Verv. niet-duurzame consumentenartikelen;2014 4e kwartaal;114.0;-0.9;109.7;-2.3;13.8;1.8;-4.9;19.8;10.0;-3.1;-1.7;-1.0;24.0;-31.4;;;;;;;;;;
187;Verv. niet-duurzame consumentenartikelen;2014;111.0;1.4;111.5;-0.4;;;;;;;;;143.0;-27.4;;;;;;;;;;
188;Verv. niet-duurzame consumentenartikelen;2015 1e kwartaal;109.8;2.0;109.1;-3.1;-16.1;8.5;-6.5;21.2;9.7;4.7;2.7;-0.7;36.0;-26.5;;;;;;;;;;
189;Verv. niet-duurzame consumentenartikelen;2015 2e kwartaal;115.4;2.4;109.1;-2.7;12.3;2.9;0.2;19.0;7.1;2.5;1.6;3.3;33.0;-19.5;;;;;;;;;;
190;Verv. niet-duurzame consumentenartikelen;2015 3e kwartaal;114.5;4.3;108.0;-3.1;-0.2;0.0;0.9;18.8;6.9;-0.8;-0.8;0.0;29.0;0.0;;;;;;;;;;
191;Verv. niet-duurzame consumentenartikelen;2015 4e kwartaal;120.5;5.7;108.1;-1.5;18.8;3.6;-2.3;16.8;7.9;-2.0;-0.8;1.7;28.0;16.7;;;;;;;;;;
192;Verv. niet-duurzame consumentenartikelen;2015;115.0;3.6;108.6;-2.6;;;;;;;;;126.0;-11.9;;;;;;;;;;
193;Verv. niet-duurzame consumentenartikelen;2016 1e kwartaal;111.9;2.0;107.4;-1.5;-4.4;8.8;-2.8;18.3;6.6;3.0;3.4;2.2;22.0;-38.9;;;;;;;;;;
194;Verv. niet-duurzame consumentenartikelen;2016 2e kwartaal;117.9;2.2;107.9;-1.1;18.1;-5.5;0.4;18.7;7.2;1.1;1.0;3.4;17.0;-48.5;;;;;;;;;;
195;Verv. niet-duurzame consumentenartikelen;2016 3e kwartaal;114.7;0.2;110.0;1.9;3.0;-1.0;-3.2;15.8;7.3;-0.5;-0.3;-0.1;21.0;-27.6;;;;;;;;;;
196;Verv. niet-duurzame consumentenartikelen;2016 4e kwartaal;119.0;-1.3;111.9;3.5;17.9;12.9;1.1;14.7;8.1;2.9;1.0;0.1;26.0;-7.1;;;;;;;;;;
197;Verv. niet-duurzame consumentenartikelen;2016;115.9;0.7;109.3;0.7;;;;;;;;;86.0;-31.7;;;;;;;;;;
198;Verv. niet-duurzame consumentenartikelen;2017 1e kwartaal;116.8;4.4;113.3;5.5;-7.4;18.5;-6.2;11.7;7.0;5.3;2.1;2.2;18.0;-18.2;;;;;;;;;;
199;Verv. niet-duurzame consumentenartikelen;2017 2e kwartaal;119.7;1.5;113.5;5.2;16.3;5.1;3.5;12.5;5.5;4.9;0.4;2.7;32.0;88.2;;;;;;;;;;
200;Verv. niet-duurzame consumentenartikelen;2017 3e kwartaal;119.4;4.0;112.9;2.7;7.0;3.3;0.1;11.6;5.3;4.4;2.2;3.1;21.0;0.0;;;;;;;;;;
201;Verv. niet-duurzame consumentenartikelen;2017 4e kwartaal;125.4;5.4;112.8;0.8;21.6;5.7;7.0;9.1;5.5;3.4;1.9;1.9;20.0;-23.1;;;;;;;;;;
202;Verv. niet-duurzame consumentenartikelen;2017;120.3;3.8;113.1;3.5;;;;;;;;;91.0;5.8;;;;;;;;;;
203;Verv. niet-duurzame consumentenartikelen;2018 1e kwartaal;;;;;-4.0;4.7;4.5;10.3;4.2;7.5;4.3;4.0;;;;;;;;;;;;
204;Verv. van duurzame consumentenartikelen;2008 1e kwartaal;117.5;-1.9;95.7;1.3;;26.0;6.0;;;-0.3;2.5;0.6;;;;;;;;;;;;
205;Verv. van duurzame consumentenartikelen;2008 2e kwartaal;118.5;-7.1;96.3;0.6;;9.5;3.6;;;-0.4;0.4;-6.3;;;;;;;;;;;;
206;Verv. van duurzame consumentenartikelen;2008 3e kwartaal;106.3;-6.2;97.2;0.9;;16.8;-3.7;;;0.7;-0.7;-1.5;;;;;;;;;;;;
207;Verv. van duurzame consumentenartikelen;2008 4e kwartaal;118.8;-7.9;97.7;0.6;;44.7;-44.5;;;9.8;2.6;0.5;;;;;;;;;;;;
208;Verv. van duurzame consumentenartikelen;2008;115.3;-5.8;96.7;2.6;;;;;;;;;;;;;;;;;;;;
209;Verv. van duurzame consumentenartikelen;2009 1e kwartaal;103.5;-11.9;99.0;1.3;;7.9;-22.2;;;11.2;-1.1;-7.8;25.0;;;;;;;;;;;
210;Verv. van duurzame consumentenartikelen;2009 2e kwartaal;105.7;-10.8;99.3;0.3;;-6.2;-43.9;;;0.2;-2.4;-7.8;23.0;;;;;;;;;;;
211;Verv. van duurzame consumentenartikelen;2009 3e kwartaal;86.8;-18.4;99.2;-0.1;;-2.0;-54.4;;;1.8;-4.7;-7.3;21.0;;;;;;;;;;;
212;Verv. van duurzame consumentenartikelen;2009 4e kwartaal;105.2;-11.5;99.2;0.0;;2.4;-44.4;;;6.6;-4.4;-5.1;24.0;;;;;;;;;;;
213;Verv. van duurzame consumentenartikelen;2009;100.3;-13.0;99.2;2.5;;;;;;;;;93.0;;;;;;;;;;;
214;Verv. van duurzame consumentenartikelen;2010 1e kwartaal;99.4;-4.0;99.5;0.3;;36.8;-40.2;;;-1.8;5.5;-2.4;18.0;-28.0;;;;;;;;;;
215;Verv. van duurzame consumentenartikelen;2010 2e kwartaal;104.3;-1.3;99.8;0.3;;1.6;-42.6;;;6.5;1.5;1.0;18.0;-21.7;;;;;;;;;;
216;Verv. van duurzame consumentenartikelen;2010 3e kwartaal;92.5;6.6;100.1;0.4;;5.2;-8.5;29.0;2.7;6.6;3.5;1.5;30.0;42.9;;;;;;;;;;
217;Verv. van duurzame consumentenartikelen;2010 4e kwartaal;103.8;-1.3;100.6;0.5;;15.7;-9.8;24.6;5.7;12.2;6.6;2.8;30.0;25.0;;;;;;;;;;
218;Verv. van duurzame consumentenartikelen;2010;100.0;-0.3;100.0;0.9;;;;;;;;;96.0;3.2;;;;;;;;;;
219;Verv. van duurzame consumentenartikelen;2011 1e kwartaal;103.9;4.6;101.5;0.9;;26.9;-9.1;26.4;2.3;40.1;8.7;2.3;26.0;44.4;;;;;;;;;;
220;Verv. van duurzame consumentenartikelen;2011 2e kwartaal;107.2;2.8;101.8;0.2;;24.1;-8.4;30.2;2.4;40.6;9.2;1.3;13.0;-27.8;;;;;;;;;;
221;Verv. van duurzame consumentenartikelen;2011 3e kwartaal;86.6;-6.4;102.1;0.4;;19.4;-12.9;32.9;1.6;31.3;-1.5;-1.5;16.0;-46.7;;;;;;;;;;
222;Verv. van duurzame consumentenartikelen;2011 4e kwartaal;97.0;-6.6;102.1;0.0;26.3;5.0;-5.5;31.3;13.6;7.9;6.1;5.3;25.0;-16.7;;;;;;;;;;
223;Verv. van duurzame consumentenartikelen;2011;98.7;-1.3;101.9;1.9;;;;;;;;;80.0;-16.7;;;;;;;;;;
224;Verv. van duurzame consumentenartikelen;2012 1e kwartaal;102.6;-1.3;102.8;0.7;0.7;12.3;-20.1;37.5;14.3;8.6;8.1;-2.6;22.0;-15.4;;;;;;;;;;
225;Verv. van duurzame consumentenartikelen;2012 2e kwartaal;101.7;-5.1;103.1;0.3;-28.1;6.0;-30.0;38.4;13.8;-3.9;6.2;-0.5;29.0;123.1;;;;;;;;;;
226;Verv. van duurzame consumentenartikelen;2012 3e kwartaal;89.8;3.7;103.2;0.1;-24.8;3.4;-19.1;38.9;11.8;-1.4;10.9;5.0;15.0;-6.3;;;;;;;;;;
227;Verv. van duurzame consumentenartikelen;2012 4e kwartaal;100.4;3.5;103.7;0.5;-6.0;8.9;-24.7;42.2;14.3;4.6;5.5;0.9;23.0;-8.0;;;;;;;;;;
228;Verv. van duurzame consumentenartikelen;2012;98.6;-0.1;103.2;1.3;;;;;;;;;89.0;11.3;;;;;;;;;;
229;Verv. van duurzame consumentenartikelen;2013 1e kwartaal;96.3;-6.1;104.3;0.5;-21.3;3.8;-21.3;42.3;9.9;-5.1;4.6;1.6;34.0;54.5;;;;;;;;;;
230;Verv. van duurzame consumentenartikelen;2013 2e kwartaal;101.4;-0.3;104.5;0.2;-8.1;-4.2;-29.3;39.9;13.3;-1.4;2.4;4.8;33.0;13.8;;;;;;;;;;
231;Verv. van duurzame consumentenartikelen;2013 3e kwartaal;85.3;-5.1;104.6;0.1;-26.1;-2.7;-19.5;34.5;12.9;5.2;6.6;4.1;23.0;53.3;;;;;;;;;;
232;Verv. van duurzame consumentenartikelen;2013 4e kwartaal;95.9;-4.5;104.8;0.3;2.6;0.9;-10.5;35.4;11.9;-1.7;9.3;2.7;17.0;-26.1;;;;;;;;;;
233;Verv. van duurzame consumentenartikelen;2013;94.7;-3.9;104.5;1.3;;;;;;;;;107.0;20.2;;;;;;;;;;
234;Verv. van duurzame consumentenartikelen;2014 1e kwartaal;97.8;1.5;104.8;0.5;-1.5;9.0;-12.0;31.2;7.6;10.0;13.6;5.2;11.0;-67.6;;;;;;;;;;
235;Verv. van duurzame consumentenartikelen;2014 2e kwartaal;101.3;-0.2;105.5;0.9;3.8;12.2;-9.3;29.9;9.0;16.3;13.6;3.9;28.0;-15.2;;;;;;;;;;
236;Verv. van duurzame consumentenartikelen;2014 3e kwartaal;86.5;1.4;106.1;1.5;-20.2;0.0;-16.8;34.0;8.9;-2.6;0.2;4.1;22.0;-4.3;;;;;;;;;;
237;Verv. van duurzame consumentenartikelen;2014 4e kwartaal;103.4;7.9;106.1;1.3;27.9;-3.5;-3.4;29.2;8.8;0.6;-1.1;6.4;20.0;17.6;;;;;;;;;;
238;Verv. van duurzame consumentenartikelen;2014;97.2;2.7;105.6;1.0;;;;;;;;;81.0;-24.3;;;;;;;;;;
239;Verv. van duurzame consumentenartikelen;2015 1e kwartaal;105.4;7.7;106.2;1.3;-5.0;21.1;1.3;22.3;8.1;2.5;5.3;12.0;9.0;-18.2;;;;;;;;;;
240;Verv. van duurzame consumentenartikelen;2015 2e kwartaal;112.3;10.9;106.5;1.0;22.3;14.6;0.2;19.3;6.5;1.2;3.2;6.0;15.0;-46.4;;;;;;;;;;
241;Verv. van duurzame consumentenartikelen;2015 3e kwartaal;101.1;17.0;106.8;0.6;-3.5;16.6;-7.7;14.2;6.5;8.6;4.6;7.6;8.0;-63.6;;;;;;;;;;
242;Verv. van duurzame consumentenartikelen;2015 4e kwartaal;105.5;2.0;107.2;1.0;27.6;8.1;9.9;14.9;4.2;13.1;9.6;10.8;5.0;-75.0;;;;;;;;;;
243;Verv. van duurzame consumentenartikelen;2015;106.1;9.1;106.7;1.0;;;;;;;;;37.0;-54.3;;;;;;;;;;
244;Verv. van duurzame consumentenartikelen;2016 1e kwartaal;104.2;-1.1;107.3;1.1;8.7;26.1;4.2;11.9;3.2;22.4;8.8;3.7;11.0;22.2;;;;;;;;;;
245;Verv. van duurzame consumentenartikelen;2016 2e kwartaal;106.8;-4.9;108.0;1.4;19.0;5.5;7.7;16.1;3.6;12.1;14.9;5.4;15.0;0.0;;;;;;;;;;
246;Verv. van duurzame consumentenartikelen;2016 3e kwartaal;94.0;-7.0;108.1;1.2;14.1;5.3;9.7;14.0;4.7;12.4;4.7;6.6;9.0;12.5;;;;;;;;;;
247;Verv. van duurzame consumentenartikelen;2016 4e kwartaal;109.0;3.3;108.3;1.0;26.8;6.5;-0.6;9.6;5.7;7.6;10.0;6.4;9.0;80.0;;;;;;;;;;
248;Verv. van duurzame consumentenartikelen;2016;103.5;-2.4;107.9;1.2;;;;;;;;;44.0;18.9;;;;;;;;;;
249;Verv. van duurzame consumentenartikelen;2017 1e kwartaal;105.0;0.7;109.1;1.7;-2.6;22.7;17.0;9.3;1.9;14.5;11.2;10.2;6.0;-45.5;;;;;;;;;;
250;Verv. van duurzame consumentenartikelen;2017 2e kwartaal;109.3;2.3;108.8;0.7;19.2;9.1;16.2;11.8;4.3;11.1;9.2;6.2;6.0;-60.0;;;;;;;;;;
251;Verv. van duurzame consumentenartikelen;2017 3e kwartaal;97.9;4.2;109.1;0.9;7.7;13.8;14.3;12.9;2.3;15.7;4.6;6.2;4.0;-55.6;;;;;;;;;;
252;Verv. van duurzame consumentenartikelen;2017 4e kwartaal;105.6;-3.1;109.5;1.1;39.4;11.0;19.0;11.2;4.8;10.1;-0.7;6.2;8.0;-11.1;;;;;;;;;;
253;Verv. van duurzame consumentenartikelen;2017;104.4;0.9;109.1;1.1;;;;;;;;;24.0;-45.5;;;;;;;;;;
254;Verv. van duurzame consumentenartikelen;2018 1e kwartaal;;;;;9.7;27.9;23.3;9.4;2.9;14.0;7.2;1.9;;;;;;;;;;;;
255;Vervaardiging van intermediaire goederen;2008 1e kwartaal;116.0;6.2;102.9;1.9;;32.0;5.9;;;2.7;0.0;-2.8;;;;;;;;;;;;
256;Vervaardiging van intermediaire goederen;2008 2e kwartaal;122.0;7.5;106.4;3.4;;21.9;7.6;;;2.1;-2.5;-4.7;;;;;;;;;;;;
257;Vervaardiging van intermediaire goederen;2008 3e kwartaal;119.9;9.0;110.9;4.3;;25.0;-3.0;;;1.0;-3.7;-3.0;;;;;;;;;;;;
258;Vervaardiging van intermediaire goederen;2008 4e kwartaal;102.4;-9.8;102.1;-7.9;;17.6;-7.9;;;-2.2;-2.0;-2.6;;;;;;;;;;;;
259;Vervaardiging van intermediaire goederen;2008;115.1;3.2;105.6;6.8;;;;;;;;;;;;;;;;;;;;
260;Vervaardiging van intermediaire goederen;2009 1e kwartaal;81.8;-29.5;91.3;-10.6;;-6.9;-31.5;;;-4.4;-7.7;-6.7;82.0;;;;;;;;;;;
261;Vervaardiging van intermediaire goederen;2009 2e kwartaal;86.4;-29.2;90.0;-1.4;;-26.8;-46.5;;;-11.3;-12.3;-12.2;70.0;;;;;;;;;;;
262;Vervaardiging van intermediaire goederen;2009 3e kwartaal;89.9;-25.0;91.5;1.7;;-19.2;-41.0;;;-7.5;-9.5;-10.8;69.0;;;;;;;;;;;
263;Vervaardiging van intermediaire goederen;2009 4e kwartaal;92.1;-10.1;92.2;0.8;;-8.9;-32.9;;;-7.1;-8.9;-9.9;75.0;;;;;;;;;;;
264;Vervaardiging van intermediaire goederen;2009;87.6;-23.9;91.3;-13.6;;;;;;;;;296.0;;;;;;;;;;;
265;Vervaardiging van intermediaire goederen;2010 1e kwartaal;91.4;11.7;95.3;3.3;;3.4;-23.4;;;-0.4;2.5;1.9;87.0;6.1;;;;;;;;;;
266;Vervaardiging van intermediaire goederen;2010 2e kwartaal;102.4;18.5;100.5;5.5;;10.1;-16.6;;;-0.6;-0.1;-1.9;59.0;-15.7;;;;;;;;;;
267;Vervaardiging van intermediaire goederen;2010 3e kwartaal;101.6;12.9;100.8;0.2;;5.7;-10.1;25.9;8.4;-0.6;2.8;3.7;52.0;-24.6;;;;;;;;;;
268;Vervaardiging van intermediaire goederen;2010 4e kwartaal;104.6;13.6;103.4;2.7;;17.6;-8.9;27.5;5.3;-0.6;3.7;2.8;63.0;-16.0;;;;;;;;;;
269;Vervaardiging van intermediaire goederen;2010;100.0;14.2;100.0;9.6;;;;;;;;;261.0;-11.8;;;;;;;;;;
270;Vervaardiging van intermediaire goederen;2011 1e kwartaal;113.0;23.6;110.5;6.8;;29.3;-5.1;20.5;7.4;1.9;2.3;1.0;53.0;-39.1;;;;;;;;;;
271;Vervaardiging van intermediaire goederen;2011 2e kwartaal;117.6;14.9;113.8;3.0;;20.3;-5.5;18.1;14.0;-0.1;0.9;-0.5;46.0;-22.0;;;;;;;;;;
272;Vervaardiging van intermediaire goederen;2011 3e kwartaal;112.6;10.9;113.6;-0.2;;9.5;-7.6;24.0;7.6;-0.1;0.5;-1.8;41.0;-21.2;;;;;;;;;;
273;Vervaardiging van intermediaire goederen;2011 4e kwartaal;106.8;2.1;111.8;-1.6;-7.0;-0.3;-15.1;24.4;6.4;9.7;6.4;2.7;63.0;0.0;;;;;;;;;;
274;Vervaardiging van intermediaire goederen;2011;112.5;12.5;112.4;12.4;;;;;;;;;203.0;-22.2;;;;;;;;;;
275;Vervaardiging van intermediaire goederen;2012 1e kwartaal;115.6;2.3;114.2;2.1;2.7;15.9;-20.1;28.0;11.7;-0.1;-4.3;-4.8;53.0;0.0;;;;;;;;;;
276;Vervaardiging van intermediaire goederen;2012 2e kwartaal;117.5;-0.1;114.8;0.5;2.7;7.4;-16.6;27.8;12.1;4.3;4.0;3.3;89.0;93.5;;;;;;;;;;
277;Vervaardiging van intermediaire goederen;2012 3e kwartaal;115.0;2.1;114.2;-0.5;-16.6;-9.1;-21.1;28.7;13.2;-2.2;-1.7;-0.4;71.0;73.2;;;;;;;;;;
278;Vervaardiging van intermediaire goederen;2012 4e kwartaal;113.7;6.5;114.8;0.5;-8.8;1.1;-17.5;28.7;13.2;3.3;3.8;2.4;65.0;3.2;;;;;;;;;;
279;Vervaardiging van intermediaire goederen;2012;115.4;2.6;114.5;1.9;;;;;;;;;278.0;36.9;;;;;;;;;;
280;Vervaardiging van intermediaire goederen;2013 1e kwartaal;111.6;-3.4;115.3;0.4;-2.0;6.4;-17.2;34.9;12.8;1.7;2.8;1.2;73.0;37.7;;;;;;;;;;
281;Vervaardiging van intermediaire goederen;2013 2e kwartaal;112.7;-4.1;112.7;-2.2;9.1;-6.1;-14.9;34.6;12.9;0.1;0.2;-0.5;87.0;-2.2;;;;;;;;;;
282;Vervaardiging van intermediaire goederen;2013 3e kwartaal;112.4;-2.3;112.3;-0.4;-7.2;-4.2;-15.6;30.0;13.5;5.1;2.3;0.2;59.0;-16.9;;;;;;;;;;
283;Vervaardiging van intermediaire goederen;2013 4e kwartaal;109.6;-3.6;111.1;-1.0;13.5;-0.8;-13.7;31.4;14.2;1.2;1.1;0.8;62.0;-4.6;;;;;;;;;;
284;Vervaardiging van intermediaire goederen;2013;111.6;-3.3;112.8;-1.5;;;;;;;;;281.0;1.1;;;;;;;;;;
285;Vervaardiging van intermediaire goederen;2014 1e kwartaal;114.2;2.3;111.5;-3.3;8.7;6.5;-15.6;29.5;11.2;6.5;3.2;3.7;54.0;-26.0;;;;;;;;;;
286;Vervaardiging van intermediaire goederen;2014 2e kwartaal;111.8;-0.8;111.6;-1.0;19.2;-2.9;-1.3;24.4;13.7;0.6;2.2;1.4;57.0;-34.5;;;;;;;;;;
287;Vervaardiging van intermediaire goederen;2014 3e kwartaal;110.0;-2.1;111.6;-0.6;1.6;-2.8;-5.5;26.4;13.5;1.8;1.4;2.8;35.0;-40.7;;;;;;;;;;
288;Vervaardiging van intermediaire goederen;2014 4e kwartaal;100.7;-8.1;108.2;-2.7;13.0;0.9;-10.4;28.9;9.8;5.5;3.4;2.2;41.0;-33.9;;;;;;;;;;
289;Vervaardiging van intermediaire goederen;2014;109.2;-2.1;110.7;-1.9;;;;;;;;;187.0;-33.5;;;;;;;;;;
290;Vervaardiging van intermediaire goederen;2015 1e kwartaal;98.8;-13.5;102.3;-8.2;4.5;3.9;-8.3;27.3;8.3;5.1;1.1;4.3;44.0;-18.5;;;;;;;;;;
291;Vervaardiging van intermediaire goederen;2015 2e kwartaal;105.3;-5.8;107.5;-3.6;13.8;-0.8;-4.2;21.0;8.6;4.4;2.9;4.3;19.0;-66.7;;;;;;;;;;
292;Vervaardiging van intermediaire goederen;2015 3e kwartaal;102.8;-6.5;105.3;-5.6;8.9;2.3;-3.8;16.3;7.3;5.2;2.9;2.2;19.0;-45.7;;;;;;;;;;
293;Vervaardiging van intermediaire goederen;2015 4e kwartaal;100.4;-0.3;100.6;-7.0;14.6;-0.9;-4.2;23.4;7.3;1.7;2.4;2.9;23.0;-43.9;;;;;;;;;;
294;Vervaardiging van intermediaire goederen;2015;101.8;-6.7;103.9;-6.1;;;;;;;;;105.0;-43.9;;;;;;;;;;
295;Vervaardiging van intermediaire goederen;2016 1e kwartaal;98.4;-0.4;97.2;-5.0;6.6;8.2;-2.6;23.0;6.7;2.1;0.8;-0.8;31.0;-29.5;;;;;;;;;;
296;Vervaardiging van intermediaire goederen;2016 2e kwartaal;102.8;-2.4;98.5;-8.4;14.4;3.3;-1.0;20.8;6.9;-0.3;-1.5;-2.2;28.0;47.4;;;;;;;;;;
297;Vervaardiging van intermediaire goederen;2016 3e kwartaal;100.5;-2.2;99.3;-5.6;6.0;7.1;-2.2;18.2;5.7;3.3;0.3;0.4;19.0;0.0;;;;;;;;;;
298;Vervaardiging van intermediaire goederen;2016 4e kwartaal;104.7;4.2;101.1;0.5;8.7;3.4;-6.5;18.9;6.9;0.5;-3.0;-1.0;21.0;-8.7;;;;;;;;;;
299;Vervaardiging van intermediaire goederen;2016;101.6;-0.2;99.0;-4.7;;;;;;;;;99.0;-5.7;;;;;;;;;;
300;Vervaardiging van intermediaire goederen;2017 1e kwartaal;110.6;12.3;106.4;9.5;20.6;20.6;0.3;16.1;7.6;5.1;0.6;1.0;22.0;-29.0;;;;;;;;;;
301;Vervaardiging van intermediaire goederen;2017 2e kwartaal;109.7;6.7;105.7;7.3;26.2;13.6;9.3;15.6;6.9;6.9;2.2;1.0;20.0;-28.6;;;;;;;;;;
302;Vervaardiging van intermediaire goederen;2017 3e kwartaal;106.9;6.3;104.2;4.9;0.4;5.0;14.0;12.7;7.0;6.4;3.5;0.3;16.0;-15.8;;;;;;;;;;
