ID;SectorBranchesSIC2008;Regions;Periods;OutputBasicPrices_1;IntermediateConsumption_2;GrossValueAdded_3;CompensationOfEmployees_4;GrossOperatingSurplus_5;TaxesNotProductRelated_6;SubsidiesNotProductRelated_7;TotalLabourInput_8;LabourInputOfEmployees_9
5020;B Mining and quarrying;Zuidoost-Drenthe (CR);2003;434;151;283;46;237;0;0;0.9;0.9
5021;B Mining and quarrying;Zuidoost-Drenthe (CR);2004;489;191;298;56;242;0;0;0.9;0.9
5022;B Mining and quarrying;Zuidoost-Drenthe (CR);2005;543;269;274;48;225;0;0;0.8;0.8
5023;B Mining and quarrying;Zuidoost-Drenthe (CR);2006;638;268;371;42;328;0;0;0.7;0.7
5024;B Mining and quarrying;Zuidoost-Drenthe (CR);2007;589;256;333;51;283;0;0;0.7;0.7
5025;B Mining and quarrying;Zuidoost-Drenthe (CR);2008;758;265;493;53;440;0;0;0.7;0.7
5026;B Mining and quarrying;Zuidoost-Drenthe (CR);2009;666;299;368;62;306;0;0;0.8;0.8
5027;B Mining and quarrying;Zuidoost-Drenthe (CR);2010;954;403;551;71;480;0;0;0.7;0.7
5028;B Mining and quarrying;Zuidoost-Drenthe (CR);2011;995;401;594;68;526;0;0;0.6;0.6
5029;B Mining and quarrying;Zuidoost-Drenthe (CR);2012;1296;523;773;82;691;0;0;0.7;0.7
5030;B Mining and quarrying;Zuidoost-Drenthe (CR);2013;1322;537;785;84;701;0;0;0.7;0.7
5031;B Mining and quarrying;Zuidoost-Drenthe (CR);2014;1047;454;593;83;510;0;0;0.8;0.8
5032;B Mining and quarrying;Zuidoost-Drenthe (CR);2015;788;401;388;86;302;0;1;0.8;0.8
5033;B Mining and quarrying;Zuidoost-Drenthe (CR);2016;521;298;223;75;149;0;1;0.7;0.7
5034;B Mining and quarrying;Zuidoost-Drenthe (CR);2017;335;148;187;39;149;0;0;0.4;0.4
5035;B Mining and quarrying;Zuidoost-Drenthe (CR);2018;355;151;204;41;164;0;0;0.4;0.4
5036;B Mining and quarrying;Zuidoost-Drenthe (CR);2019;288;123;165;37;129;0;1;0.4;0.4
5037;B Mining and quarrying;Zuidoost-Drenthe (CR);2020;280;152;128;43;87;0;3;0.4;0.4
5038;B Mining and quarrying;Zuidoost-Drenthe (CR);2021;273;128;145;38;108;0;2;0.4;0.4
5039;B Mining and quarrying;Zuidoost-Drenthe (CR);2022;279;136;142;40;127;0;25;0.4;0.3
5040;B Mining and quarrying;Zuidwest-Drenthe (CR);1995;35;1;33;4;29;0;0;0.0;0.0
5041;B Mining and quarrying;Zuidwest-Drenthe (CR);1996;33;1;32;4;28;0;0;0.0;0.0
5042;B Mining and quarrying;Zuidwest-Drenthe (CR);1997;36;1;34;4;30;0;0;0.0;0.0
5043;B Mining and quarrying;Zuidwest-Drenthe (CR);1998;37;2;36;4;31;0;0;0.0;0.0
5044;B Mining and quarrying;Zuidwest-Drenthe (CR);1999;37;2;35;4;31;0;0;0.0;0.0
5045;B Mining and quarrying;Zuidwest-Drenthe (CR);2000;36;2;34;4;30;0;0;0.0;0.0
5046;B Mining and quarrying;Zuidwest-Drenthe (CR);2001;30;2;29;3;25;0;0;0.0;0.0
5047;B Mining and quarrying;Zuidwest-Drenthe (CR);2002;67;5;62;7;55;0;0;0.0;0.0
5048;B Mining and quarrying;Zuidwest-Drenthe (CR);2003;58;5;54;4;49;0;0;0.0;0.0
5049;B Mining and quarrying;Zuidwest-Drenthe (CR);2004;59;6;53;3;50;0;0;0.0;0.0
5050;B Mining and quarrying;Zuidwest-Drenthe (CR);2005;81;9;73;2;71;0;0;0.0;0.0
5051;B Mining and quarrying;Zuidwest-Drenthe (CR);2006;57;6;50;0;50;0;0;0.0;0.0
5052;B Mining and quarrying;Zuidwest-Drenthe (CR);2007;67;5;62;0;62;0;0;0.0;0.0
5053;B Mining and quarrying;Zuidwest-Drenthe (CR);2008;59;4;55;1;55;0;0;0.0;0.0
5054;B Mining and quarrying;Zuidwest-Drenthe (CR);2009;69;12;56;4;52;0;0;0.0;0.0
5055;B Mining and quarrying;Zuidwest-Drenthe (CR);2010;53;9;44;5;39;0;0;0.0;0.0
5056;B Mining and quarrying;Zuidwest-Drenthe (CR);2011;83;23;60;6;54;0;0;0.0;0.0
5057;B Mining and quarrying;Zuidwest-Drenthe (CR);2012;109;37;72;8;64;0;0;0.1;0.1
5058;B Mining and quarrying;Zuidwest-Drenthe (CR);2013;118;43;75;8;66;0;0;0.1;0.1
5059;B Mining and quarrying;Zuidwest-Drenthe (CR);2014;74;30;44;7;37;0;0;0.1;0.1
5060;B Mining and quarrying;Zuidwest-Drenthe (CR);2015;80;31;49;7;42;0;0;0.1;0.1
5061;B Mining and quarrying;Zuidwest-Drenthe (CR);2016;89;35;54;5;49;0;0;0.0;0.0
5062;B Mining and quarrying;Zuidwest-Drenthe (CR);2017;88;32;56;5;51;0;0;0.1;0.0
5063;B Mining and quarrying;Zuidwest-Drenthe (CR);2018;152;47;105;5;100;0;0;0.0;0.0
5064;B Mining and quarrying;Zuidwest-Drenthe (CR);2019;97;29;68;2;66;0;0;0.0;0.0
5065;B Mining and quarrying;Zuidwest-Drenthe (CR);2020;65;35;30;2;29;0;0;0.0;0.0
5066;B Mining and quarrying;Zuidwest-Drenthe (CR);2021;112;34;79;2;77;0;0;0.0;0.0
5067;B Mining and quarrying;Zuidwest-Drenthe (CR);2022;297;62;235;4;289;0;59;0.1;0.0
5068;B Mining and quarrying;Noord-Overijssel (CR);1995;119;5;115;0;115;0;0;0.0;0.0
5069;B Mining and quarrying;Noord-Overijssel (CR);1996;111;2;109;0;109;0;0;0.0;0.0
5070;B Mining and quarrying;Noord-Overijssel (CR);1997;106;2;104;0;104;0;0;0.0;0.0
5071;B Mining and quarrying;Noord-Overijssel (CR);1998;117;7;110;0;110;0;0;0.0;0.0
5072;B Mining and quarrying;Noord-Overijssel (CR);1999;120;8;112;0;112;0;0;0.0;0.0
5073;B Mining and quarrying;Noord-Overijssel (CR);2000;142;6;136;0;136;0;0;0.0;0.0
5074;B Mining and quarrying;Noord-Overijssel (CR);2001;143;6;137;0;136;0;0;0.0;0.0
5075;B Mining and quarrying;Noord-Overijssel (CR);2002;141;7;135;0;135;0;0;0.0;0.0
5076;B Mining and quarrying;Noord-Overijssel (CR);2003;113;5;108;0;108;0;0;0.0;0.0
5077;B Mining and quarrying;Noord-Overijssel (CR);2004;68;3;65;0;65;0;0;0.0;0.0
5078;B Mining and quarrying;Noord-Overijssel (CR);2005;84;4;80;0;80;0;0;0.0;0.0
5079;B Mining and quarrying;Noord-Overijssel (CR);2006;112;5;107;0;107;0;0;0.0;0.0
5080;B Mining and quarrying;Noord-Overijssel (CR);2007;133;6;127;0;127;0;0;0.0;0.0
5081;B Mining and quarrying;Noord-Overijssel (CR);2008;119;4;115;0;115;0;0;0.0;0.0
5082;B Mining and quarrying;Noord-Overijssel (CR);2009;86;4;82;0;82;0;0;0.0;0.0
5083;B Mining and quarrying;Noord-Overijssel (CR);2010;70;2;68;0;67;0;0;0.0;0.0
5084;B Mining and quarrying;Noord-Overijssel (CR);2011;89;5;83;1;83;0;0;0.0;0.0
5085;B Mining and quarrying;Noord-Overijssel (CR);2012;74;6;68;1;67;0;0;0.0;0.0
5086;B Mining and quarrying;Noord-Overijssel (CR);2013;84;9;75;1;74;0;0;0.0;0.0
5087;B Mining and quarrying;Noord-Overijssel (CR);2014;65;11;54;1;53;0;0;0.0;0.0
5088;B Mining and quarrying;Noord-Overijssel (CR);2015;76;17;59;0;58;0;0;0.0;0.0
5089;B Mining and quarrying;Noord-Overijssel (CR);2016;62;18;44;0;44;0;0;0.0;0.0
5090;B Mining and quarrying;Noord-Overijssel (CR);2017;58;15;43;0;43;0;0;0.0;0.0
5091;B Mining and quarrying;Noord-Overijssel (CR);2018;57;15;42;0;41;0;0;0.0;0.0
5092;B Mining and quarrying;Noord-Overijssel (CR);2019;69;20;49;0;49;0;0;0.0;0.0
5093;B Mining and quarrying;Noord-Overijssel (CR);2020;54;29;25;0;24;0;0;0.0;0.0
5094;B Mining and quarrying;Noord-Overijssel (CR);2021;99;28;71;0;70;0;0;0.0;0.0
5095;B Mining and quarrying;Noord-Overijssel (CR);2022;259;39;220;0;276;0;57;0.0;0.0
5096;B Mining and quarrying;Zuidwest-Overijssel (CR);1995;0;0;0;0;0;0;0;0.0;0.0
5097;B Mining and quarrying;Zuidwest-Overijssel (CR);1996;0;0;0;0;0;0;0;0.0;0.0
5098;B Mining and quarrying;Zuidwest-Overijssel (CR);1997;0;0;0;0;0;0;0;0.0;0.0
5099;B Mining and quarrying;Zuidwest-Overijssel (CR);1998;0;0;0;0;0;0;0;0.0;0.0
5100;B Mining and quarrying;Zuidwest-Overijssel (CR);1999;0;0;0;0;0;0;0;0.0;0.0
5101;B Mining and quarrying;Zuidwest-Overijssel (CR);2000;0;0;0;0;0;0;0;0.0;0.0
5102;B Mining and quarrying;Zuidwest-Overijssel (CR);2001;0;0;0;0;0;0;0;0.0;0.0
5103;B Mining and quarrying;Zuidwest-Overijssel (CR);2002;0;0;0;0;0;0;0;0.0;0.0
5104;B Mining and quarrying;Zuidwest-Overijssel (CR);2003;0;0;0;0;0;0;0;0.0;0.0
5105;B Mining and quarrying;Zuidwest-Overijssel (CR);2004;0;0;0;0;0;0;0;0.0;0.0
5106;B Mining and quarrying;Zuidwest-Overijssel (CR);2005;0;0;0;0;0;0;0;0.0;0.0
5107;B Mining and quarrying;Zuidwest-Overijssel (CR);2006;0;0;0;0;0;0;0;0.0;0.0
5108;B Mining and quarrying;Zuidwest-Overijssel (CR);2007;0;0;0;0;0;0;0;0.0;0.0
5109;B Mining and quarrying;Zuidwest-Overijssel (CR);2008;0;0;0;0;0;0;0;0.0;0.0
5110;B Mining and quarrying;Zuidwest-Overijssel (CR);2009;0;0;0;0;0;0;0;0.0;0.0
5111;B Mining and quarrying;Zuidwest-Overijssel (CR);2010;0;0;0;0;0;0;0;0.0;0.0
5112;B Mining and quarrying;Zuidwest-Overijssel (CR);2011;0;0;0;0;0;0;0;0.0;0.0
5113;B Mining and quarrying;Zuidwest-Overijssel (CR);2012;0;0;0;0;0;0;0;0.0;0.0
5114;B Mining and quarrying;Zuidwest-Overijssel (CR);2013;0;0;0;0;0;0;0;0.0;0.0
5115;B Mining and quarrying;Zuidwest-Overijssel (CR);2014;0;0;0;0;0;0;0;0.0;0.0
5116;B Mining and quarrying;Zuidwest-Overijssel (CR);2015;0;0;0;0;0;0;0;0.0;0.0
5117;B Mining and quarrying;Zuidwest-Overijssel (CR);2016;0;0;0;0;0;0;0;0.0;0.0
5118;B Mining and quarrying;Zuidwest-Overijssel (CR);2017;0;0;0;0;0;0;0;0.0;0.0
5119;B Mining and quarrying;Zuidwest-Overijssel (CR);2018;0;0;0;0;0;0;0;0.0;0.0
5120;B Mining and quarrying;Zuidwest-Overijssel (CR);2019;0;0;0;0;0;0;0;0.0;0.0
5121;B Mining and quarrying;Zuidwest-Overijssel (CR);2020;0;0;0;0;0;0;0;0.0;0.0
5122;B Mining and quarrying;Zuidwest-Overijssel (CR);2021;0;0;0;0;0;0;0;0.0;0.0
5123;B Mining and quarrying;Zuidwest-Overijssel (CR);2022;0;0;0;0;0;0;0;0.0;0.0
5124;B Mining and quarrying;Twente (CR);1995;35;7;28;56;-28;0;0;0.3;0.2
5125;B Mining and quarrying;Twente (CR);1996;45;9;36;79;-43;0;0;0.4;0.4
5126;B Mining and quarrying;Twente (CR);1997;49;12;38;71;-33;0;0;0.4;0.4
5127;B Mining and quarrying;Twente (CR);1998;89;36;52;94;-42;0;0;0.5;0.5
5128;B Mining and quarrying;Twente (CR);1999;108;46;62;81;-19;0;0;0.4;0.4
5129;B Mining and quarrying;Twente (CR);2000;98;38;60;95;-35;0;0;0.4;0.4
5130;B Mining and quarrying;Twente (CR);2001;113;41;72;80;-7;0;0;0.4;0.4
5131;B Mining and quarrying;Twente (CR);2002;93;34;59;72;-13;0;0;0.4;0.4
5132;B Mining and quarrying;Twente (CR);2003;100;37;63;78;-15;0;0;0.4;0.4
5133;B Mining and quarrying;Twente (CR);2004;91;36;55;87;-32;0;0;0.4;0.4
5134;B Mining and quarrying;Twente (CR);2005;112;58;54;85;-31;0;0;0.3;0.3
5135;B Mining and quarrying;Twente (CR);2006;141;61;80;53;28;0;0;0.2;0.2
5136;B Mining and quarrying;Twente (CR);2007;139;63;76;25;51;0;0;0.1;0.1
5137;B Mining and quarrying;Twente (CR);2008;184;68;116;29;87;0;0;0.1;0.1
5138;B Mining and quarrying;Twente (CR);2009;206;106;101;45;56;0;0;0.1;0.1
5139;B Mining and quarrying;Twente (CR);2010;446;210;236;30;206;0;0;0.4;0.4
5140;B Mining and quarrying;Twente (CR);2011;498;238;260;33;227;0;0;0.4;0.4
5141;B Mining and quarrying;Twente (CR);2012;421;202;218;27;191;0;0;0.4;0.4
5142;B Mining and quarrying;Twente (CR);2013;352;173;179;23;155;0;0;0.4;0.4
5143;B Mining and quarrying;Twente (CR);2014;318;171;147;28;119;0;0;0.4;0.4
5144;B Mining and quarrying;Twente (CR);2015;250;143;106;27;79;0;0;0.4;0.4
5145;B Mining and quarrying;Twente (CR);2016;186;117;69;25;44;0;0;0.3;0.3
5146;B Mining and quarrying;Twente (CR);2017;144;83;62;20;42;0;0;0.3;0.3
5147;B Mining and quarrying;Twente (CR);2018;159;85;74;21;53;0;0;0.3;0.3
5148;B Mining and quarrying;Twente (CR);2019;136;72;64;22;43;0;1;0.3;0.3
5149;B Mining and quarrying;Twente (CR);2020;132;75;57;25;33;0;2;0.3;0.3
5150;B Mining and quarrying;Twente (CR);2021;103;70;34;26;10;0;2;0.3;0.3
5151;B Mining and quarrying;Twente (CR);2022;140;96;44;27;18;0;1;0.3;0.3
5152;B Mining and quarrying;Veluwe (CR);1995;11;6;6;2;4;0;0;0.0;0.0
5153;B Mining and quarrying;Veluwe (CR);1996;13;6;7;6;1;0;0;0.0;0.0
5154;B Mining and quarrying;Veluwe (CR);1997;13;6;7;6;1;0;0;0.0;0.0
5155;B Mining and quarrying;Veluwe (CR);1998;11;8;3;2;1;0;0;0.0;0.0
5156;B Mining and quarrying;Veluwe (CR);1999;10;7;3;0;3;0;0;0.0;0.0
5157;B Mining and quarrying;Veluwe (CR);2000;14;8;6;2;4;0;0;0.0;0.0
5158;B Mining and quarrying;Veluwe (CR);2001;17;8;9;2;7;0;0;0.0;0.0
5159;B Mining and quarrying;Veluwe (CR);2002;16;9;7;0;7;0;0;0.0;0.0
5160;B Mining and quarrying;Veluwe (CR);2003;17;9;8;2;6;0;0;0.0;0.0
5161;B Mining and quarrying;Veluwe (CR);2004;31;19;12;2;11;0;0;0.0;0.0
5162;B Mining and quarrying;Veluwe (CR);2005;27;16;11;0;11;0;0;0.0;0.0
5163;B Mining and quarrying;Veluwe (CR);2006;31;20;11;0;11;0;0;0.0;0.0
5164;B Mining and quarrying;Veluwe (CR);2007;34;23;11;2;10;0;0;0.0;0.0
5165;B Mining and quarrying;Veluwe (CR);2008;31;20;11;2;10;0;0;0.0;0.0
5166;B Mining and quarrying;Veluwe (CR);2009;17;10;7;2;6;0;0;0.0;0.0
5167;B Mining and quarrying;Veluwe (CR);2010;21;11;10;2;8;0;0;0.0;0.0
5168;B Mining and quarrying;Veluwe (CR);2011;24;13;11;2;8;0;0;0.0;0.0
5169;B Mining and quarrying;Veluwe (CR);2012;28;16;12;2;10;0;0;0.0;0.0
5170;B Mining and quarrying;Veluwe (CR);2013;29;17;12;2;10;0;0;0.0;0.0
5171;B Mining and quarrying;Veluwe (CR);2014;26;16;9;3;6;0;0;0.0;0.0
5172;B Mining and quarrying;Veluwe (CR);2015;23;15;8;3;6;0;0;0.0;0.0
5173;B Mining and quarrying;Veluwe (CR);2016;22;15;7;3;4;0;0;0.0;0.0
5174;B Mining and quarrying;Veluwe (CR);2017;17;11;5;2;3;0;0;0.0;0.0
5175;B Mining and quarrying;Veluwe (CR);2018;7;4;3;1;2;0;0;0.0;0.0
5176;B Mining and quarrying;Veluwe (CR);2019;17;13;5;2;2;0;0;0.0;0.0
5177;B Mining and quarrying;Veluwe (CR);2020;5;3;1;1;1;0;0;0.0;0.0
5178;B Mining and quarrying;Veluwe (CR);2021;11;8;3;2;2;0;0;0.0;0.0
5179;B Mining and quarrying;Veluwe (CR);2022;18;13;5;2;3;0;0;0.0;0.0
5180;B Mining and quarrying;Achterhoek (CR);1995;24;14;10;1;9;0;0;0.1;0.1
5181;B Mining and quarrying;Achterhoek (CR);1996;31;17;15;2;13;0;0;0.1;0.1
5182;B Mining and quarrying;Achterhoek (CR);1997;25;14;11;1;10;0;0;0.1;0.1
5183;B Mining and quarrying;Achterhoek (CR);1998;23;15;9;1;7;0;0;0.1;0.1
5184;B Mining and quarrying;Achterhoek (CR);1999;19;14;5;1;5;0;0;0.1;0.1
5185;B Mining and quarrying;Achterhoek (CR);2000;10;5;4;1;4;0;0;0.0;0.0
5186;B Mining and quarrying;Achterhoek (CR);2001;10;5;4;1;4;0;0;0.0;0.0
5187;B Mining and quarrying;Achterhoek (CR);2002;15;9;6;1;5;0;0;0.0;0.0
5188;B Mining and quarrying;Achterhoek (CR);2003;7;5;2;1;2;0;0;0.0;0.0
5189;B Mining and quarrying;Achterhoek (CR);2004;7;5;2;1;2;0;0;0.0;0.0
5190;B Mining and quarrying;Achterhoek (CR);2005;9;6;3;1;2;0;0;0.0;0.0
5191;B Mining and quarrying;Achterhoek (CR);2006;6;5;1;1;1;0;0;0.0;0.0
5192;B Mining and quarrying;Achterhoek (CR);2007;5;4;1;1;1;0;0;0.0;0.0
5193;B Mining and quarrying;Achterhoek (CR);2008;22;16;5;1;4;0;0;0.1;0.1
5194;B Mining and quarrying;Achterhoek (CR);2009;24;17;7;1;5;0;0;0.1;0.1
5195;B Mining and quarrying;Achterhoek (CR);2010;20;13;6;2;4;0;0;0.0;0.0
5196;B Mining and quarrying;Achterhoek (CR);2011;23;16;7;4;3;0;0;0.0;0.0
5197;B Mining and quarrying;Achterhoek (CR);2012;23;18;5;3;3;0;0;0.0;0.0
5198;B Mining and quarrying;Achterhoek (CR);2013;21;18;4;3;1;0;0;0.0;0.0
5199;B Mining and quarrying;Achterhoek (CR);2014;24;19;5;3;1;0;0;0.0;0.0
5200;B Mining and quarrying;Achterhoek (CR);2015;28;20;7;3;4;0;0;0.0;0.0
5201;B Mining and quarrying;Achterhoek (CR);2016;30;22;8;3;5;0;0;0.0;0.0
5202;B Mining and quarrying;Achterhoek (CR);2017;27;20;7;3;4;0;0;0.0;0.0
5203;B Mining and quarrying;Achterhoek (CR);2018;29;22;7;4;3;0;0;0.0;0.0
5204;B Mining and quarrying;Achterhoek (CR);2019;28;22;7;4;3;0;0;0.0;0.0
5205;B Mining and quarrying;Achterhoek (CR);2020;28;21;7;4;3;0;0;0.0;0.0
5206;B Mining and quarrying;Achterhoek (CR);2021;33;24;9;4;5;0;0;0.0;0.0
5207;B Mining and quarrying;Achterhoek (CR);2022;38;28;10;4;5;0;0;0.0;0.0
5208;B Mining and quarrying;Arnhem/Nijmegen (CR);1995;37;21;16;5;12;0;0;0.3;0.3
5209;B Mining and quarrying;Arnhem/Nijmegen (CR);1996;40;21;19;5;14;0;0;0.3;0.3
5210;B Mining and quarrying;Arnhem/Nijmegen (CR);1997;49;27;22;5;17;0;0;0.3;0.3
5211;B Mining and quarrying;Arnhem/Nijmegen (CR);1998;33;20;13;4;9;0;0;0.2;0.2
5212;B Mining and quarrying;Arnhem/Nijmegen (CR);1999;36;23;12;4;9;0;0;0.2;0.2
5213;B Mining and quarrying;Arnhem/Nijmegen (CR);2000;36;21;15;4;12;0;0;0.2;0.2
5214;B Mining and quarrying;Arnhem/Nijmegen (CR);2001;35;20;15;3;12;0;0;0.2;0.2
5215;B Mining and quarrying;Arnhem/Nijmegen (CR);2002;33;19;14;3;11;0;0;0.1;0.1
5216;B Mining and quarrying;Arnhem/Nijmegen (CR);2003;40;25;15;3;12;0;0;0.1;0.1
5217;B Mining and quarrying;Arnhem/Nijmegen (CR);2004;31;20;11;2;9;0;0;0.1;0.1
5218;B Mining and quarrying;Arnhem/Nijmegen (CR);2005;29;20;9;2;7;0;0;0.1;0.1
5219;B Mining and quarrying;Arnhem/Nijmegen (CR);2006;53;38;15;3;12;0;0;0.1;0.1
5220;B Mining and quarrying;Arnhem/Nijmegen (CR);2007;52;38;13;5;9;0;0;0.2;0.2
5221;B Mining and quarrying;Arnhem/Nijmegen (CR);2008;69;50;20;7;13;0;0;0.2;0.2
5222;B Mining and quarrying;Arnhem/Nijmegen (CR);2009;96;62;34;9;26;0;0;0.3;0.3
5223;B Mining and quarrying;Arnhem/Nijmegen (CR);2010;73;50;23;9;15;0;0;0.1;0.1
5224;B Mining and quarrying;Arnhem/Nijmegen (CR);2011;69;48;20;11;10;0;0;0.1;0.1
5225;B Mining and quarrying;Arnhem/Nijmegen (CR);2012;65;50;15;8;7;0;0;0.1;0.1
5226;B Mining and quarrying;Arnhem/Nijmegen (CR);2013;67;56;11;9;3;0;0;0.1;0.1
5227;B Mining and quarrying;Arnhem/Nijmegen (CR);2014;91;73;18;12;6;0;0;0.1;0.1
5228;B Mining and quarrying;Arnhem/Nijmegen (CR);2015;120;86;35;14;21;0;0;0.2;0.2
5229;B Mining and quarrying;Arnhem/Nijmegen (CR);2016;120;87;33;14;20;0;0;0.2;0.2
5230;B Mining and quarrying;Arnhem/Nijmegen (CR);2017;141;104;37;17;20;0;0;0.2;0.2
5231;B Mining and quarrying;Arnhem/Nijmegen (CR);2018;139;107;32;17;15;0;0;0.2;0.2
5232;B Mining and quarrying;Arnhem/Nijmegen (CR);2019;123;94;29;16;14;0;0;0.2;0.2
5233;B Mining and quarrying;Arnhem/Nijmegen (CR);2020;131;99;32;17;16;0;0;0.2;0.2
5234;B Mining and quarrying;Arnhem/Nijmegen (CR);2021;157;113;44;18;26;0;1;0.2;0.2
5235;B Mining and quarrying;Arnhem/Nijmegen (CR);2022;176;131;45;20;26;0;0;0.2;0.2
5236;B Mining and quarrying;Zuidwest-Gelderland (CR);1995;17;5;12;3;9;0;0;0.0;0.0
5237;B Mining and quarrying;Zuidwest-Gelderland (CR);1996;16;5;12;2;10;0;0;0.0;0.0
5238;B Mining and quarrying;Zuidwest-Gelderland (CR);1997;18;5;13;3;10;0;0;0.0;0.0
5239;B Mining and quarrying;Zuidwest-Gelderland (CR);1998;18;6;12;2;10;0;0;0.0;0.0
5240;B Mining and quarrying;Zuidwest-Gelderland (CR);1999;16;5;10;2;8;0;0;0.0;0.0
5241;B Mining and quarrying;Zuidwest-Gelderland (CR);2000;16;5;11;2;9;0;0;0.0;0.0
5242;B Mining and quarrying;Zuidwest-Gelderland (CR);2001;21;6;15;3;13;0;0;0.0;0.0
5243;B Mining and quarrying;Zuidwest-Gelderland (CR);2002;21;6;15;3;13;0;0;0.0;0.0
5244;B Mining and quarrying;Zuidwest-Gelderland (CR);2003;24;8;16;2;14;0;0;0.0;0.0
5245;B Mining and quarrying;Zuidwest-Gelderland (CR);2004;21;7;14;3;11;0;0;0.0;0.0
5246;B Mining and quarrying;Zuidwest-Gelderland (CR);2005;26;12;15;2;12;0;0;0.0;0.0
5247;B Mining and quarrying;Zuidwest-Gelderland (CR);2006;18;7;11;2;8;0;0;0.0;0.0
5248;B Mining and quarrying;Zuidwest-Gelderland (CR);2007;10;4;6;2;4;0;0;0.0;0.0
5249;B Mining and quarrying;Zuidwest-Gelderland (CR);2008;10;4;7;1;6;0;0;0.0;0.0
5250;B Mining and quarrying;Zuidwest-Gelderland (CR);2009;3;1;2;0;2;0;0;0.0;0.0
5251;B Mining and quarrying;Zuidwest-Gelderland (CR);2010;11;5;6;1;5;0;0;0.0;0.0
5252;B Mining and quarrying;Zuidwest-Gelderland (CR);2011;36;17;20;4;16;0;0;0.0;0.0
5253;B Mining and quarrying;Zuidwest-Gelderland (CR);2012;30;18;12;3;9;0;0;0.0;0.0
5254;B Mining and quarrying;Zuidwest-Gelderland (CR);2013;20;13;7;2;5;0;0;0.0;0.0
5255;B Mining and quarrying;Zuidwest-Gelderland (CR);2014;30;22;8;4;4;0;0;0.0;0.0
5256;B Mining and quarrying;Zuidwest-Gelderland (CR);2015;38;26;12;4;7;0;0;0.1;0.1
5257;B Mining and quarrying;Zuidwest-Gelderland (CR);2016;33;24;9;4;5;0;0;0.0;0.0
5258;B Mining and quarrying;Zuidwest-Gelderland (CR);2017;34;25;9;4;5;0;0;0.1;0.1
5259;B Mining and quarrying;Zuidwest-Gelderland (CR);2018;66;49;16;8;8;0;0;0.1;0.1
5260;B Mining and quarrying;Zuidwest-Gelderland (CR);2019;81;60;21;10;11;0;0;0.1;0.1
5261;B Mining and quarrying;Zuidwest-Gelderland (CR);2020;74;55;19;9;10;0;0;0.1;0.1
5262;B Mining and quarrying;Zuidwest-Gelderland (CR);2021;80;56;23;9;15;0;0;0.1;0.1
5263;B Mining and quarrying;Zuidwest-Gelderland (CR);2022;65;43;22;6;18;0;2;0.1;0.1
5264;B Mining and quarrying;Utrecht (CR);1995;18;11;6;2;5;0;0;0.1;0.1
5265;B Mining and quarrying;Utrecht (CR);1996;14;8;6;1;5;0;0;0.0;0.0
5266;B Mining and quarrying;Utrecht (CR);1997;16;12;4;1;4;0;0;0.1;0.1
5267;B Mining and quarrying;Utrecht (CR);1998;61;57;4;2;2;0;0;0.1;0.1
5268;B Mining and quarrying;Utrecht (CR);1999;64;58;6;2;4;0;0;0.1;0.1
5269;B Mining and quarrying;Utrecht (CR);2000;61;53;7;2;5;0;0;0.1;0.1
5270;B Mining and quarrying;Utrecht (CR);2001;62;53;9;2;7;0;0;0.0;0.0
5271;B Mining and quarrying;Utrecht (CR);2002;59;54;5;2;3;0;0;0.1;0.1
5272;B Mining and quarrying;Utrecht (CR);2003;84;77;8;4;3;0;0;0.1;0.1
5273;B Mining and quarrying;Utrecht (CR);2004;81;78;3;4;-1;0;0;0.1;0.1
5274;B Mining and quarrying;Utrecht (CR);2005;57;51;6;3;3;0;0;0.1;0.1
5275;B Mining and quarrying;Utrecht (CR);2006;39;35;4;2;1;0;0;0.0;0.0
5276;B Mining and quarrying;Utrecht (CR);2007;18;16;2;1;1;0;0;0.0;0.0
5277;B Mining and quarrying;Utrecht (CR);2008;18;17;2;1;1;0;0;0.0;0.0
5278;B Mining and quarrying;Utrecht (CR);2009;20;12;9;4;4;0;0;0.0;0.0
5279;B Mining and quarrying;Utrecht (CR);2010;44;18;26;8;18;0;0;0.1;0.1
5280;B Mining and quarrying;Utrecht (CR);2011;186;85;100;18;83;0;0;0.1;0.1
5281;B Mining and quarrying;Utrecht (CR);2012;174;79;95;18;77;0;0;0.1;0.1
5282;B Mining and quarrying;Utrecht (CR);2013;107;48;59;14;45;0;0;0.1;0.1
5283;B Mining and quarrying;Utrecht (CR);2014;85;40;44;15;29;0;0;0.1;0.1
5284;B Mining and quarrying;Utrecht (CR);2015;55;26;29;14;15;0;0;0.1;0.1
5285;B Mining and quarrying;Utrecht (CR);2016;55;29;26;16;10;0;0;0.1;0.1
5286;B Mining and quarrying;Utrecht (CR);2017;51;24;27;16;11;0;0;0.1;0.1
5287;B Mining and quarrying;Utrecht (CR);2018;66;29;37;19;18;0;0;0.1;0.1
5288;B Mining and quarrying;Utrecht (CR);2019;27;6;21;17;4;0;0;0.1;0.1
5289;B Mining and quarrying;Utrecht (CR);2020;27;6;22;18;4;0;0;0.1;0.1
5290;B Mining and quarrying;Utrecht (CR);2021;43;19;23;20;4;0;0;0.1;0.1
5291;B Mining and quarrying;Utrecht (CR);2022;76;41;34;26;17;0;9;0.2;0.2
