ID;Energiedragers;BedrijfstakkenBranchesSBI2008;Perioden;TotaalEnergieverbruik_1;FinaalEnergieverbruik_2;NietEnergetischGebruik_3;SaldoInzetProductieEnergie_4;InzetEnergieVoorOmzetting_5;ProductieEnergieUitOmzetting_6;TotaalEnergieverbruik_7;Winning_8;EnergieAanvoer_9;EnergieAflevering_10;Voorraadmutatie_11
4119;Totaal aardolieproducten;26-27 Elektrische en elektron. Industrie;2014;18.5;0.1;18.4;;;;18.5;;18.5;0.0;
4120;Totaal aardolieproducten;26-27 Elektrische en elektron. Industrie;2015;0.0;0.0;;;;;0.0;;0.0;;
4121;Totaal aardolieproducten;26-27 Elektrische en elektron. Industrie;2016;0.0;0.0;;;;;0.0;;0.0;;
4122;Totaal aardolieproducten;26 Elektrotechnische industrie;2011;0.0;0.0;;;;;0.0;;0.0;;
4123;Totaal aardolieproducten;26 Elektrotechnische industrie;2012;0.0;0.0;;;;;0.0;;0.0;;
4124;Totaal aardolieproducten;26 Elektrotechnische industrie;2013;0.0;0.0;;;;;0.0;;0.0;;
4125;Totaal aardolieproducten;26 Elektrotechnische industrie;2014;0.0;0.0;;;;;0.0;;0.0;;
4126;Totaal aardolieproducten;26 Elektrotechnische industrie;2015;0.0;0.0;;;;;0.0;;0.0;;
4127;Totaal aardolieproducten;26 Elektrotechnische industrie;2016;0.0;0.0;;;;;0.0;;0.0;;
4128;Totaal aardolieproducten;27 Elektrische apparatenindustrie;2011;9.4;0.0;9.4;;;;9.4;;9.4;;
4129;Totaal aardolieproducten;27 Elektrische apparatenindustrie;2012;9.0;0.0;9.0;;;;9.0;;9.0;0.0;
4130;Totaal aardolieproducten;27 Elektrische apparatenindustrie;2013;8.9;0.1;8.8;;;;8.9;;8.9;0.0;
4131;Totaal aardolieproducten;27 Elektrische apparatenindustrie;2014;18.5;0.0;18.4;;;;18.5;;18.5;0.0;
4132;Totaal aardolieproducten;27 Elektrische apparatenindustrie;2015;0.0;0.0;;;;;0.0;;0.0;;
4133;Totaal aardolieproducten;27 Elektrische apparatenindustrie;2016;0.0;0.0;;;;;0.0;;0.0;;
4134;Totaal aardolieproducten;28 Machine-industrie;2011;0.0;0.0;;;;;0.0;;0.0;;
4135;Totaal aardolieproducten;28 Machine-industrie;2012;0.0;0.0;;;;;0.0;;0.0;;
4136;Totaal aardolieproducten;28 Machine-industrie;2013;0.0;0.0;;;;;0.0;;0.0;;
4137;Totaal aardolieproducten;28 Machine-industrie;2014;0.0;0.0;;;;;0.0;;0.0;;
4138;Totaal aardolieproducten;28 Machine-industrie;2015;0.0;0.0;;;;;0.0;;0.0;;
4139;Totaal aardolieproducten;28 Machine-industrie;2016;0.0;0.0;;;;;0.0;;0.0;;
4140;Totaal aardolieproducten;29-30 Transportmiddelenindustrie;2011;0.0;0.0;;;;;0.0;;0.4;0.3;
4141;Totaal aardolieproducten;29-30 Transportmiddelenindustrie;2012;0.0;0.0;;;;;0.0;;0.2;0.2;
4142;Totaal aardolieproducten;29-30 Transportmiddelenindustrie;2013;0.2;0.2;;;;;0.2;;0.4;0.1;
4143;Totaal aardolieproducten;29-30 Transportmiddelenindustrie;2014;0.2;0.2;;;;;0.2;;0.4;0.1;
4144;Totaal aardolieproducten;29-30 Transportmiddelenindustrie;2015;0.5;0.5;;;;;0.5;;0.7;0.2;
4145;Totaal aardolieproducten;29-30 Transportmiddelenindustrie;2016;0.2;0.2;;;;;0.2;;0.4;0.2;
4146;Totaal aardolieproducten;29 Auto- en aanhangwagenindustrie;2011;0.0;0.0;;;;;0.0;;0.3;0.3;
4147;Totaal aardolieproducten;29 Auto- en aanhangwagenindustrie;2012;;;;;;;;;0.2;0.2;
4148;Totaal aardolieproducten;29 Auto- en aanhangwagenindustrie;2013;0.2;0.2;;;;;0.2;;0.3;0.1;
4149;Totaal aardolieproducten;29 Auto- en aanhangwagenindustrie;2014;0.2;0.2;;;;;0.2;;0.3;0.1;
4150;Totaal aardolieproducten;29 Auto- en aanhangwagenindustrie;2015;0.2;0.2;;;;;0.2;;0.3;0.2;
4151;Totaal aardolieproducten;29 Auto- en aanhangwagenindustrie;2016;0.2;0.2;;;;;0.2;;0.4;0.2;
4152;Totaal aardolieproducten;30 Overige transportmiddelenindustrie;2011;0.0;0.0;;;;;0.0;;0.0;0.0;
4153;Totaal aardolieproducten;30 Overige transportmiddelenindustrie;2012;0.0;0.0;;;;;0.0;;0.0;;
4154;Totaal aardolieproducten;30 Overige transportmiddelenindustrie;2013;0.0;0.0;;;;;0.0;;0.0;0.0;
4155;Totaal aardolieproducten;30 Overige transportmiddelenindustrie;2014;0.0;0.0;;;;;0.0;;0.0;;
4156;Totaal aardolieproducten;30 Overige transportmiddelenindustrie;2015;0.4;0.4;;;;;0.4;;0.4;;
4157;Totaal aardolieproducten;30 Overige transportmiddelenindustrie;2016;0.0;0.0;;;;;0.0;;0.0;;
4158;Totaal aardolieproducten;31 Meubelindustrie;2011;0.0;0.0;;;;;0.0;;0.0;;
4159;Totaal aardolieproducten;31 Meubelindustrie;2012;0.0;0.0;;;;;0.0;;0.0;;
4160;Totaal aardolieproducten;31 Meubelindustrie;2013;;;;;;;;;;;
4161;Totaal aardolieproducten;31 Meubelindustrie;2014;;;;;;;;;;;
4162;Totaal aardolieproducten;31 Meubelindustrie;2015;;;;;;;;;;;
4163;Totaal aardolieproducten;31 Meubelindustrie;2016;;;;;;;;;;;
4164;Totaal aardolieproducten;32 Overige industrie;2011;0.0;0.0;;;;;0.0;;0.0;;
4165;Totaal aardolieproducten;32 Overige industrie;2012;0.0;0.0;;;;;0.0;;0.0;;
4166;Totaal aardolieproducten;32 Overige industrie;2013;0.0;0.0;;;;;0.0;;0.0;;
4167;Totaal aardolieproducten;32 Overige industrie;2014;0.1;0.1;;;;;0.1;;0.1;;
4168;Totaal aardolieproducten;32 Overige industrie;2015;0.1;0.1;;;;;0.1;;0.1;;
4169;Totaal aardolieproducten;32 Overige industrie;2016;0.1;0.1;;;;;0.1;;0.1;;
4170;Totaal aardolieproducten;33 Reparatie en installatie van machines;2011;0.0;0.0;;;;;0.0;;0.0;;
4171;Totaal aardolieproducten;33 Reparatie en installatie van machines;2012;0.2;0.2;;;;;0.2;;0.2;;
4172;Totaal aardolieproducten;33 Reparatie en installatie van machines;2013;0.1;0.1;;;;;0.1;;0.1;;
4173;Totaal aardolieproducten;33 Reparatie en installatie van machines;2014;0.1;0.1;;;;;0.1;;0.4;0.2;
4174;Totaal aardolieproducten;33 Reparatie en installatie van machines;2015;0.1;0.1;;;;;0.1;;0.4;;
4175;Totaal aardolieproducten;33 Reparatie en installatie van machines;2016;0.1;0.1;;;;;0.1;;0.1;;
4176;Totaal aardolieproducten;Industrie onbekend;2011;2.1;;2.1;;;;2.1;;2.1;;
4177;Totaal aardolieproducten;Industrie onbekend;2012;1.8;;1.8;;;;1.8;;1.8;;
4178;Totaal aardolieproducten;Industrie onbekend;2013;1.7;;1.7;;;;1.7;;1.7;;
4179;Totaal aardolieproducten;Industrie onbekend;2014;1.8;;1.8;;;;1.8;;1.8;;
4180;Totaal aardolieproducten;Industrie onbekend;2015;1.8;;1.8;;;;1.8;;1.8;;
4181;Totaal aardolieproducten;Industrie onbekend;2016;2.0;;2.0;;;;2.0;;2.0;;
4182;Totaal aardolieproducten;D Energievoorziening;2011;13.4;;;13.4;13.4;;13.4;;13.4;0.0;0.0
4183;Totaal aardolieproducten;D Energievoorziening;2012;15.9;0.0;;15.9;15.9;;15.9;;15.9;0.0;0.0
4184;Totaal aardolieproducten;D Energievoorziening;2013;15.5;0.0;;15.5;15.5;;15.5;;15.5;;-0.1
4185;Totaal aardolieproducten;D Energievoorziening;2014;26.4;;;26.4;26.4;;26.4;;25.8;;0.6
4186;Totaal aardolieproducten;D Energievoorziening;2015;21.0;;;20.7;20.7;;21.0;;20.9;;0.1
4187;Totaal aardolieproducten;D Energievoorziening;2016;18.7;;;18.7;18.7;;18.7;;18.7;;0.0
4188;Totaal aardolieproducten;E Waterbedrijven en afvalbeheer;2011;0.7;0.5;;0.3;0.3;;0.7;;0.7;;
4189;Totaal aardolieproducten;E Waterbedrijven en afvalbeheer;2012;1.1;0.9;;0.1;0.1;;1.1;;1.1;0.0;
4190;Totaal aardolieproducten;E Waterbedrijven en afvalbeheer;2013;1.2;1.1;;0.1;0.1;;1.2;;1.2;;
4191;Totaal aardolieproducten;E Waterbedrijven en afvalbeheer;2014;0.6;0.5;;0.1;0.1;;0.6;;0.6;0.0;
4192;Totaal aardolieproducten;E Waterbedrijven en afvalbeheer;2015;0.5;0.4;;0.1;0.1;;0.5;;0.5;;
4193;Totaal aardolieproducten;E Waterbedrijven en afvalbeheer;2016;0.7;0.6;;0.1;0.1;;0.7;;0.7;;
4194;Totaal aardolieproducten;36 Waterleidingbedrijven;2011;0.1;0.1;;;;;0.1;;0.1;;
4195;Totaal aardolieproducten;36 Waterleidingbedrijven;2012;0.1;0.1;;;;;0.1;;0.1;;
4196;Totaal aardolieproducten;36 Waterleidingbedrijven;2013;0.1;0.1;;;;;0.1;;0.1;;
4197;Totaal aardolieproducten;36 Waterleidingbedrijven;2014;0.1;0.1;;;;;0.1;;0.1;;
4198;Totaal aardolieproducten;36 Waterleidingbedrijven;2015;0.0;0.0;;;;;0.0;;0.0;;
4199;Totaal aardolieproducten;36 Waterleidingbedrijven;2016;0.0;0.0;;;;;0.0;;0.0;;
4200;Totaal aardolieproducten;37 Afvalwaterinzameling en -behandeling;2011;;;;;;;;;;;
4201;Totaal aardolieproducten;37 Afvalwaterinzameling en -behandeling;2012;;;;;;;;;;;
4202;Totaal aardolieproducten;37 Afvalwaterinzameling en -behandeling;2013;;;;;;;;;;;
4203;Totaal aardolieproducten;37 Afvalwaterinzameling en -behandeling;2014;;;;;;;;;;;
4204;Totaal aardolieproducten;37 Afvalwaterinzameling en -behandeling;2015;;;;;;;;;;;
4205;Totaal aardolieproducten;37 Afvalwaterinzameling en -behandeling;2016;;;;;;;;;;;
4206;Totaal aardolieproducten;38 Afvalbehandeling en recycling;2011;0.6;0.3;;0.3;0.3;;0.6;;0.6;;
4207;Totaal aardolieproducten;38 Afvalbehandeling en recycling;2012;1.0;0.9;;0.1;0.1;;1.0;;1.0;0.0;
4208;Totaal aardolieproducten;38 Afvalbehandeling en recycling;2013;1.1;0.9;;0.1;0.1;;1.1;;1.1;;
4209;Totaal aardolieproducten;38 Afvalbehandeling en recycling;2014;0.5;0.4;;0.1;0.1;;0.5;;0.5;0.0;
4210;Totaal aardolieproducten;38 Afvalbehandeling en recycling;2015;0.4;0.3;;0.1;0.1;;0.4;;0.4;;
4211;Totaal aardolieproducten;38 Afvalbehandeling en recycling;2016;0.6;0.5;;0.1;0.1;;0.6;;0.6;;
4212;Totaal aardolieproducten;39 Sanering en overig afvalbeheer;2011;0.1;0.1;;;;;0.1;;0.1;;
4213;Totaal aardolieproducten;39 Sanering en overig afvalbeheer;2012;0.0;0.0;;;;;0.0;;0.0;;
4214;Totaal aardolieproducten;39 Sanering en overig afvalbeheer;2013;0.1;0.1;;;;;0.1;;0.1;;
4215;Totaal aardolieproducten;39 Sanering en overig afvalbeheer;2014;0.1;0.1;;;;;0.1;;0.1;;
4216;Totaal aardolieproducten;39 Sanering en overig afvalbeheer;2015;0.1;0.1;;;;;0.1;;0.1;;
4217;Totaal aardolieproducten;39 Sanering en overig afvalbeheer;2016;0.1;0.1;;;;;0.1;;0.1;;
4218;Totaal aardolieproducten;F Bouwnijverheid;2011;27.1;17.8;9.3;0.0;0.0;;27.1;;27.1;;
4219;Totaal aardolieproducten;F Bouwnijverheid;2012;26.2;17.2;9.0;0.0;0.0;;26.2;;26.2;;
4220;Totaal aardolieproducten;F Bouwnijverheid;2013;25.9;16.5;9.5;0.0;0.0;;25.9;;25.9;;0.0
4221;Totaal aardolieproducten;F Bouwnijverheid;2014;26.4;17.3;9.2;;;;26.4;;26.4;;
4222;Totaal aardolieproducten;F Bouwnijverheid;2015;25.3;17.1;8.2;;;;25.3;;25.3;;
4223;Totaal aardolieproducten;F Bouwnijverheid;2016;24.1;17.4;6.7;;;;24.1;;24.1;;
4224;Totaal aardolieproducten;G-U Dienstverlening;2011;-5.3;8.7;1.6;-15.6;333.5;349.1;-5.3;;5661.8;5693.7;26.6
4225;Totaal aardolieproducten;G-U Dienstverlening;2012;1.7;8.5;1.4;-8.3;463.4;471.7;1.7;;5799.2;5767.4;-30.1
4226;Totaal aardolieproducten;G-U Dienstverlening;2013;-15.7;8.8;1.3;-25.8;482.1;507.9;-15.7;;5663.3;5670.5;-8.5
4227;Totaal aardolieproducten;G-U Dienstverlening;2014;-15.3;7.9;1.4;-24.7;533.3;558.0;-15.3;;5522.9;5534.5;-3.7
4228;Totaal aardolieproducten;G-U Dienstverlening;2015;-3.4;9.7;1.5;-14.5;674.8;689.3;-3.4;;6243.2;6145.0;-101.6
4229;Totaal aardolieproducten;G-U Dienstverlening;2016;-10.2;9.0;1.5;-20.7;809.4;830.1;-10.2;;6651.6;6665.4;3.6
4230;Totaal aardolieproducten;G Handel;2011;-5.7;;;-5.7;56.2;62.0;-5.7;;2645.2;2653.5;2.7
4231;Totaal aardolieproducten;G Handel;2012;-7.8;;;-7.8;64.6;72.4;-7.8;;2489.5;2492.8;-4.5
4232;Totaal aardolieproducten;G Handel;2013;-5.9;0.0;;-5.9;32.1;37.9;-5.9;;2430.9;2439.3;2.5
4233;Totaal aardolieproducten;G Handel;2014;-11.8;0.0;;-11.8;67.2;79.0;-11.8;;2394.8;2408.5;1.8
4234;Totaal aardolieproducten;G Handel;2015;-11.1;0.0;;-11.1;34.1;45.2;-11.1;;2642.0;2648.8;-4.3
4235;Totaal aardolieproducten;G Handel;2016;-9.8;0.0;;-9.8;53.9;63.7;-9.8;;2741.2;2736.5;-14.5
4236;Totaal aardolieproducten;H Vervoer en opslag;2011;-10.1;;;-10.1;277.0;287.1;-10.1;;3004.0;3038.1;23.9
4237;Totaal aardolieproducten;H Vervoer en opslag;2012;-0.7;0.0;;-0.7;398.6;399.3;-0.7;;3298.0;3273.0;-25.6
4238;Totaal aardolieproducten;H Vervoer en opslag;2013;-19.9;0.0;;-20.0;450.0;470.0;-19.9;;3220.5;3229.5;-11.0
4239;Totaal aardolieproducten;H Vervoer en opslag;2014;-12.9;0.0;;-12.9;466.1;479.0;-12.9;;3117.2;3124.5;-5.6
4240;Totaal aardolieproducten;H Vervoer en opslag;2015;-3.4;0.0;;-3.4;640.7;644.2;-3.4;;3588.5;3494.6;-97.3
4241;Totaal aardolieproducten;H Vervoer en opslag;2016;-10.8;0.1;;-10.9;755.5;766.4;-10.8;;3898.1;3927.0;18.1
4242;Totaal aardolieproducten;I Horeca;2011;;;;;;;;;;;
4243;Totaal aardolieproducten;I Horeca;2012;;;;;;;;;;;
4244;Totaal aardolieproducten;I Horeca;2013;;;;;;;;;;;
4245;Totaal aardolieproducten;I Horeca;2014;;;;;;;;;;;
4246;Totaal aardolieproducten;I Horeca;2015;;;;;;;;;;;
4247;Totaal aardolieproducten;I Horeca;2016;;;;;;;;;;;
4248;Totaal aardolieproducten;J Informatie en communicatie;2011;;;;;;;;;;;
4249;Totaal aardolieproducten;J Informatie en communicatie;2012;;;;;;;;;;;
4250;Totaal aardolieproducten;J Informatie en communicatie;2013;;;;;;;;;;;
4251;Totaal aardolieproducten;J Informatie en communicatie;2014;;;;;;;;;;;
4252;Totaal aardolieproducten;J Informatie en communicatie;2015;;;;;;;;;;;
4253;Totaal aardolieproducten;J Informatie en communicatie;2016;;;;;;;;;;;
4254;Totaal aardolieproducten;K Financiële dienstverlening;2011;;;;;;;;;;;
4255;Totaal aardolieproducten;K Financiële dienstverlening;2012;;;;;;;;;;;
4256;Totaal aardolieproducten;K Financiële dienstverlening;2013;;;;;;;;;;;
4257;Totaal aardolieproducten;K Financiële dienstverlening;2014;;;;;;;;;;;
4258;Totaal aardolieproducten;K Financiële dienstverlening;2015;;;;;;;;;;;
4259;Totaal aardolieproducten;K Financiële dienstverlening;2016;;;;;;;;;;;
4260;Totaal aardolieproducten;L Verhuur en handel van onroerend goed;2011;;;;;;;;;;;
4261;Totaal aardolieproducten;L Verhuur en handel van onroerend goed;2012;;;;;;;;;;;
4262;Totaal aardolieproducten;L Verhuur en handel van onroerend goed;2013;;;;;;;;;;;
4263;Totaal aardolieproducten;L Verhuur en handel van onroerend goed;2014;;;;;;;;;;;
4264;Totaal aardolieproducten;L Verhuur en handel van onroerend goed;2015;;;;;;;;;;;
4265;Totaal aardolieproducten;L Verhuur en handel van onroerend goed;2016;;;;;;;;;;;
4266;Totaal aardolieproducten;M Specialistische zakelijke diensten;2011;;;;;;;;;;;
4267;Totaal aardolieproducten;M Specialistische zakelijke diensten;2012;;;;;;;;;;;
4268;Totaal aardolieproducten;M Specialistische zakelijke diensten;2013;;;;;;;;;;;
4269;Totaal aardolieproducten;M Specialistische zakelijke diensten;2014;;;;;;;;;;;
4270;Totaal aardolieproducten;M Specialistische zakelijke diensten;2015;;;;;;;;;;;
4271;Totaal aardolieproducten;M Specialistische zakelijke diensten;2016;;;;;;;;;;;
4272;Totaal aardolieproducten;N Verhuur en overige zakelijke diensten;2011;;;;;;;;;;;
4273;Totaal aardolieproducten;N Verhuur en overige zakelijke diensten;2012;;;;;;;;;;;
4274;Totaal aardolieproducten;N Verhuur en overige zakelijke diensten;2013;;;;;;;;;;;
4275;Totaal aardolieproducten;N Verhuur en overige zakelijke diensten;2014;0.0;0.0;;0.0;0.0;;0.0;;0.0;;
4276;Totaal aardolieproducten;N Verhuur en overige zakelijke diensten;2015;0.0;;;0.0;0.0;;;;0.0;;
4277;Totaal aardolieproducten;N Verhuur en overige zakelijke diensten;2016;0.0;;;0.0;0.0;;0.0;;0.0;;
4278;Totaal aardolieproducten;O Openbaar bestuur en overheidsdiensten;2011;3.4;3.4;;0.0;0.0;;3.4;;5.5;2.1;0.0
4279;Totaal aardolieproducten;O Openbaar bestuur en overheidsdiensten;2012;2.8;2.8;;0.0;0.0;;2.8;;4.3;1.5;0.0
4280;Totaal aardolieproducten;O Openbaar bestuur en overheidsdiensten;2013;3.2;3.1;;0.0;0.0;;3.2;;4.9;1.8;0.0
4281;Totaal aardolieproducten;O Openbaar bestuur en overheidsdiensten;2014;3.3;3.3;;0.0;0.0;;3.3;;4.8;1.5;0.0
4282;Totaal aardolieproducten;O Openbaar bestuur en overheidsdiensten;2015;2.9;2.9;;0.0;0.0;;2.9;;4.6;1.7;0.0
4283;Totaal aardolieproducten;O Openbaar bestuur en overheidsdiensten;2016;2.9;2.9;;0.0;0.0;;2.9;;4.7;1.8;0.0
4284;Totaal aardolieproducten;P Onderwijs;2011;;;;;;;;;;;
4285;Totaal aardolieproducten;P Onderwijs;2012;;;;;;;;;;;
4286;Totaal aardolieproducten;P Onderwijs;2013;;;;;;;;;;;
4287;Totaal aardolieproducten;P Onderwijs;2014;;;;;;;;;;;
4288;Totaal aardolieproducten;P Onderwijs;2015;;;;;;;;;;;
4289;Totaal aardolieproducten;P Onderwijs;2016;;;;;;;;;;;
4290;Totaal aardolieproducten;Q Gezondheids- en welzijnszorg;2011;0.2;0.0;;0.2;0.2;;0.2;;0.2;;0.0
4291;Totaal aardolieproducten;Q Gezondheids- en welzijnszorg;2012;0.2;0.0;;0.2;0.2;;0.2;;0.2;;0.0
4292;Totaal aardolieproducten;Q Gezondheids- en welzijnszorg;2013;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0
4293;Totaal aardolieproducten;Q Gezondheids- en welzijnszorg;2014;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0
4294;Totaal aardolieproducten;Q Gezondheids- en welzijnszorg;2015;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0
4295;Totaal aardolieproducten;Q Gezondheids- en welzijnszorg;2016;0.0;0.0;;0.0;0.0;;0.0;;0.0;;0.0
4296;Totaal aardolieproducten;R Cultuur, sport en recreatie;2011;;;;;;;;;;;
4297;Totaal aardolieproducten;R Cultuur, sport en recreatie;2012;;;;;;;;;;;
4298;Totaal aardolieproducten;R Cultuur, sport en recreatie;2013;;;;;;;;;;;
4299;Totaal aardolieproducten;R Cultuur, sport en recreatie;2014;;;;;;;;;;;
4300;Totaal aardolieproducten;R Cultuur, sport en recreatie;2015;;;;;;;;;;;
4301;Totaal aardolieproducten;R Cultuur, sport en recreatie;2016;;;;;;;;;;;
4302;Totaal aardolieproducten;S Overige dienstverlening;2011;;;;;;;;;;;
4303;Totaal aardolieproducten;S Overige dienstverlening;2012;;;;;;;;;;;
4304;Totaal aardolieproducten;S Overige dienstverlening;2013;;;;;;;;;;;
4305;Totaal aardolieproducten;S Overige dienstverlening;2014;;;;;;;;;;;
4306;Totaal aardolieproducten;S Overige dienstverlening;2015;;;;;;;;;;;
4307;Totaal aardolieproducten;S Overige dienstverlening;2016;;;;;;;;;;;
4308;Totaal aardolieproducten;T Huishoudens;2011;;;;;;;;;;;
4309;Totaal aardolieproducten;T Huishoudens;2012;;;;;;;;;;;
4310;Totaal aardolieproducten;T Huishoudens;2013;;;;;;;;;;;
4311;Totaal aardolieproducten;T Huishoudens;2014;;;;;;;;;;;
4312;Totaal aardolieproducten;T Huishoudens;2015;;;;;;;;;;;
4313;Totaal aardolieproducten;T Huishoudens;2016;;;;;;;;;;;
4314;Totaal aardolieproducten;U Extraterritoriale organisaties;2011;;;;;;;;;;;
4315;Totaal aardolieproducten;U Extraterritoriale organisaties;2012;;;;;;;;;;;
4316;Totaal aardolieproducten;U Extraterritoriale organisaties;2013;;;;;;;;;;;
4317;Totaal aardolieproducten;U Extraterritoriale organisaties;2014;;;;;;;;;;;
4318;Totaal aardolieproducten;U Extraterritoriale organisaties;2015;;;;;;;;;;;
4319;Totaal aardolieproducten;U Extraterritoriale organisaties;2016;;;;;;;;;;;
4320;Totaal aardolieproducten;Dienstverlening onbekend;2011;6.9;5.3;1.6;;;;6.9;;6.9;;
4321;Totaal aardolieproducten;Dienstverlening onbekend;2012;7.1;5.7;1.4;;;;7.1;;7.1;;
4322;Totaal aardolieproducten;Dienstverlening onbekend;2013;6.9;5.6;1.3;;;;6.9;;6.9;;
4323;Totaal aardolieproducten;Dienstverlening onbekend;2014;6.1;4.6;1.4;;;;6.1;;6.1;;
4324;Totaal aardolieproducten;Dienstverlening onbekend;2015;8.2;6.7;1.5;;;;8.2;;8.2;;
4325;Totaal aardolieproducten;Dienstverlening onbekend;2016;7.5;6.0;1.5;;;;7.5;;7.5;;
4326;Restgassen uit olie;A-U Alle economische activiteiten;2011;6.7;159.4;;-152.7;38.5;191.2;6.7;6.7;28.5;28.5;
4327;Restgassen uit olie;A-U Alle economische activiteiten;2012;5.9;167.2;;-161.3;38.6;199.9;5.9;5.9;30.9;30.9;
4328;Restgassen uit olie;A-U Alle economische activiteiten;2013;7.0;154.4;;-147.4;36.3;183.7;7.0;7.0;29.3;29.3;
4329;Restgassen uit olie;A-U Alle economische activiteiten;2014;13.3;161.1;;-147.8;46.0;193.9;13.3;13.3;36.2;36.2;
4330;Restgassen uit olie;A-U Alle economische activiteiten;2015;15.6;166.9;;-151.3;37.9;189.2;15.6;15.6;34.9;34.9;
4331;Restgassen uit olie;A-U Alle economische activiteiten;2016;12.6;184.4;;-171.8;34.4;206.2;12.6;12.6;33.3;33.3;
4332;Restgassen uit olie;A Landbouw, bosbouw en visserij;2011;;;;;;;;;;;
4333;Restgassen uit olie;A Landbouw, bosbouw en visserij;2012;;;;;;;;;;;
4334;Restgassen uit olie;A Landbouw, bosbouw en visserij;2013;;;;;;;;;;;
4335;Restgassen uit olie;A Landbouw, bosbouw en visserij;2014;;;;;;;;;;;
4336;Restgassen uit olie;A Landbouw, bosbouw en visserij;2015;;;;;;;;;;;
4337;Restgassen uit olie;A Landbouw, bosbouw en visserij;2016;;;;;;;;;;;
4338;Restgassen uit olie;01 Landbouw;2011;;;;;;;;;;;
4339;Restgassen uit olie;01 Landbouw;2012;;;;;;;;;;;
4340;Restgassen uit olie;01 Landbouw;2013;;;;;;;;;;;
4341;Restgassen uit olie;01 Landbouw;2014;;;;;;;;;;;
4342;Restgassen uit olie;01 Landbouw;2015;;;;;;;;;;;
4343;Restgassen uit olie;01 Landbouw;2016;;;;;;;;;;;
4344;Restgassen uit olie;02 Bosbouw;2011;;;;;;;;;;;
4345;Restgassen uit olie;02 Bosbouw;2012;;;;;;;;;;;
4346;Restgassen uit olie;02 Bosbouw;2013;;;;;;;;;;;
4347;Restgassen uit olie;02 Bosbouw;2014;;;;;;;;;;;
4348;Restgassen uit olie;02 Bosbouw;2015;;;;;;;;;;;
4349;Restgassen uit olie;02 Bosbouw;2016;;;;;;;;;;;
4350;Restgassen uit olie;03 Visserij;2011;;;;;;;;;;;
4351;Restgassen uit olie;03 Visserij;2012;;;;;;;;;;;
4352;Restgassen uit olie;03 Visserij;2013;;;;;;;;;;;
4353;Restgassen uit olie;03 Visserij;2014;;;;;;;;;;;
4354;Restgassen uit olie;03 Visserij;2015;;;;;;;;;;;
4355;Restgassen uit olie;03 Visserij;2016;;;;;;;;;;;
4356;Restgassen uit olie;B-E Nijverheid (geen bouw) en energie;2011;2.6;159.4;;-156.9;34.4;191.2;2.6;6.7;24.3;28.5;
4357;Restgassen uit olie;B-E Nijverheid (geen bouw) en energie;2012;-2.1;167.2;;-169.3;30.6;199.9;-2.1;5.9;22.8;30.8;
4358;Restgassen uit olie;B-E Nijverheid (geen bouw) en energie;2013;1.0;154.4;;-153.4;30.2;183.7;1.0;7.0;22.6;28.6;
4359;Restgassen uit olie;B-E Nijverheid (geen bouw) en energie;2014;13.3;161.1;;-147.8;46.0;193.9;13.3;13.3;35.6;35.6;
4360;Restgassen uit olie;B-E Nijverheid (geen bouw) en energie;2015;15.6;166.9;;-151.3;37.9;189.2;15.6;15.6;34.3;34.3;
4361;Restgassen uit olie;B-E Nijverheid (geen bouw) en energie;2016;12.6;184.4;;-171.8;34.4;206.2;12.6;12.6;32.8;32.8;
4362;Restgassen uit olie;B Delfstoffenwinning;2011;;;;;;;;;;;
4363;Restgassen uit olie;B Delfstoffenwinning;2012;;;;;;;;;;;
4364;Restgassen uit olie;B Delfstoffenwinning;2013;;;;;;;;;;;
4365;Restgassen uit olie;B Delfstoffenwinning;2014;;;;;;;;;;;
4366;Restgassen uit olie;B Delfstoffenwinning;2015;;;;;;;;;;;
4367;Restgassen uit olie;B Delfstoffenwinning;2016;;;;;;;;;;;
4368;Restgassen uit olie;06 Winning van aardolie en aardgas;2011;;;;;;;;;;;
4369;Restgassen uit olie;06 Winning van aardolie en aardgas;2012;;;;;;;;;;;
4370;Restgassen uit olie;06 Winning van aardolie en aardgas;2013;;;;;;;;;;;
4371;Restgassen uit olie;06 Winning van aardolie en aardgas;2014;;;;;;;;;;;
4372;Restgassen uit olie;06 Winning van aardolie en aardgas;2015;;;;;;;;;;;
4373;Restgassen uit olie;06 Winning van aardolie en aardgas;2016;;;;;;;;;;;
4374;Restgassen uit olie;08 Delfstoffenwinning (geen olie en gas);2011;;;;;;;;;;;
4375;Restgassen uit olie;08 Delfstoffenwinning (geen olie en gas);2012;;;;;;;;;;;
4376;Restgassen uit olie;08 Delfstoffenwinning (geen olie en gas);2013;;;;;;;;;;;
4377;Restgassen uit olie;08 Delfstoffenwinning (geen olie en gas);2014;;;;;;;;;;;
4378;Restgassen uit olie;08 Delfstoffenwinning (geen olie en gas);2015;;;;;;;;;;;
4379;Restgassen uit olie;08 Delfstoffenwinning (geen olie en gas);2016;;;;;;;;;;;
4380;Restgassen uit olie;09 Dienstverlening delfstoffenwinning;2011;;;;;;;;;;;
4381;Restgassen uit olie;09 Dienstverlening delfstoffenwinning;2012;;;;;;;;;;;
