ID;Sex;Age;MaritalStatus;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
4377;Total male and female;14 years;Widowed;Caribbean Netherlands;2020;
4378;Total male and female;14 years;Widowed;Caribbean Netherlands;2021;
4379;Total male and female;14 years;Widowed;Caribbean Netherlands;2022;
4380;Total male and female;14 years;Widowed;Caribbean Netherlands;2023;
4381;Total male and female;14 years;Widowed;Caribbean Netherlands;2024;
4382;Total male and female;14 years;Widowed;Bonaire;2011;
4383;Total male and female;14 years;Widowed;Bonaire;2012;
4384;Total male and female;14 years;Widowed;Bonaire;2013;
4385;Total male and female;14 years;Widowed;Bonaire;2014;
4386;Total male and female;14 years;Widowed;Bonaire;2015;
4387;Total male and female;14 years;Widowed;Bonaire;2016;
4388;Total male and female;14 years;Widowed;Bonaire;2017;
4389;Total male and female;14 years;Widowed;Bonaire;2018;
4390;Total male and female;14 years;Widowed;Bonaire;2019;
4391;Total male and female;14 years;Widowed;Bonaire;2020;
4392;Total male and female;14 years;Widowed;Bonaire;2021;
4393;Total male and female;14 years;Widowed;Bonaire;2022;
4394;Total male and female;14 years;Widowed;Bonaire;2023;
4395;Total male and female;14 years;Widowed;Bonaire;2024;
4396;Total male and female;14 years;Widowed;St. Eustatius;2011;
4397;Total male and female;14 years;Widowed;St. Eustatius;2012;
4398;Total male and female;14 years;Widowed;St. Eustatius;2013;
4399;Total male and female;14 years;Widowed;St. Eustatius;2014;
4400;Total male and female;14 years;Widowed;St. Eustatius;2015;
4401;Total male and female;14 years;Widowed;St. Eustatius;2016;
4402;Total male and female;14 years;Widowed;St. Eustatius;2017;
4403;Total male and female;14 years;Widowed;St. Eustatius;2018;
4404;Total male and female;14 years;Widowed;St. Eustatius;2019;
4405;Total male and female;14 years;Widowed;St. Eustatius;2020;
4406;Total male and female;14 years;Widowed;St. Eustatius;2021;
4407;Total male and female;14 years;Widowed;St. Eustatius;2022;
4408;Total male and female;14 years;Widowed;St. Eustatius;2023;
4409;Total male and female;14 years;Widowed;St. Eustatius;2024;
4410;Total male and female;14 years;Widowed;Saba;2011;
4411;Total male and female;14 years;Widowed;Saba;2012;
4412;Total male and female;14 years;Widowed;Saba;2013;
4413;Total male and female;14 years;Widowed;Saba;2014;
4414;Total male and female;14 years;Widowed;Saba;2015;
4415;Total male and female;14 years;Widowed;Saba;2016;
4416;Total male and female;14 years;Widowed;Saba;2017;
4417;Total male and female;14 years;Widowed;Saba;2018;
4418;Total male and female;14 years;Widowed;Saba;2019;
4419;Total male and female;14 years;Widowed;Saba;2020;
4420;Total male and female;14 years;Widowed;Saba;2021;
4421;Total male and female;14 years;Widowed;Saba;2022;
4422;Total male and female;14 years;Widowed;Saba;2023;
4423;Total male and female;14 years;Widowed;Saba;2024;
4424;Total male and female;14 years;Divorced;Caribbean Netherlands;2011;
4425;Total male and female;14 years;Divorced;Caribbean Netherlands;2012;
4426;Total male and female;14 years;Divorced;Caribbean Netherlands;2013;
4427;Total male and female;14 years;Divorced;Caribbean Netherlands;2014;
4428;Total male and female;14 years;Divorced;Caribbean Netherlands;2015;
4429;Total male and female;14 years;Divorced;Caribbean Netherlands;2016;
4430;Total male and female;14 years;Divorced;Caribbean Netherlands;2017;
4431;Total male and female;14 years;Divorced;Caribbean Netherlands;2018;
4432;Total male and female;14 years;Divorced;Caribbean Netherlands;2019;
4433;Total male and female;14 years;Divorced;Caribbean Netherlands;2020;
4434;Total male and female;14 years;Divorced;Caribbean Netherlands;2021;
4435;Total male and female;14 years;Divorced;Caribbean Netherlands;2022;
4436;Total male and female;14 years;Divorced;Caribbean Netherlands;2023;
4437;Total male and female;14 years;Divorced;Caribbean Netherlands;2024;
4438;Total male and female;14 years;Divorced;Bonaire;2011;
4439;Total male and female;14 years;Divorced;Bonaire;2012;
4440;Total male and female;14 years;Divorced;Bonaire;2013;
4441;Total male and female;14 years;Divorced;Bonaire;2014;
4442;Total male and female;14 years;Divorced;Bonaire;2015;
4443;Total male and female;14 years;Divorced;Bonaire;2016;
4444;Total male and female;14 years;Divorced;Bonaire;2017;
4445;Total male and female;14 years;Divorced;Bonaire;2018;
4446;Total male and female;14 years;Divorced;Bonaire;2019;
4447;Total male and female;14 years;Divorced;Bonaire;2020;
4448;Total male and female;14 years;Divorced;Bonaire;2021;
4449;Total male and female;14 years;Divorced;Bonaire;2022;
4450;Total male and female;14 years;Divorced;Bonaire;2023;
4451;Total male and female;14 years;Divorced;Bonaire;2024;
4452;Total male and female;14 years;Divorced;St. Eustatius;2011;
4453;Total male and female;14 years;Divorced;St. Eustatius;2012;
4454;Total male and female;14 years;Divorced;St. Eustatius;2013;
4455;Total male and female;14 years;Divorced;St. Eustatius;2014;
4456;Total male and female;14 years;Divorced;St. Eustatius;2015;
4457;Total male and female;14 years;Divorced;St. Eustatius;2016;
4458;Total male and female;14 years;Divorced;St. Eustatius;2017;
4459;Total male and female;14 years;Divorced;St. Eustatius;2018;
4460;Total male and female;14 years;Divorced;St. Eustatius;2019;
4461;Total male and female;14 years;Divorced;St. Eustatius;2020;
4462;Total male and female;14 years;Divorced;St. Eustatius;2021;
4463;Total male and female;14 years;Divorced;St. Eustatius;2022;
4464;Total male and female;14 years;Divorced;St. Eustatius;2023;
4465;Total male and female;14 years;Divorced;St. Eustatius;2024;
4466;Total male and female;14 years;Divorced;Saba;2011;
4467;Total male and female;14 years;Divorced;Saba;2012;
4468;Total male and female;14 years;Divorced;Saba;2013;
4469;Total male and female;14 years;Divorced;Saba;2014;
4470;Total male and female;14 years;Divorced;Saba;2015;
4471;Total male and female;14 years;Divorced;Saba;2016;
4472;Total male and female;14 years;Divorced;Saba;2017;
4473;Total male and female;14 years;Divorced;Saba;2018;
4474;Total male and female;14 years;Divorced;Saba;2019;
4475;Total male and female;14 years;Divorced;Saba;2020;
4476;Total male and female;14 years;Divorced;Saba;2021;
4477;Total male and female;14 years;Divorced;Saba;2022;
4478;Total male and female;14 years;Divorced;Saba;2023;
4479;Total male and female;14 years;Divorced;Saba;2024;
4480;Total male and female;15 years;Total marital status;Caribbean Netherlands;2011;298.0
4481;Total male and female;15 years;Total marital status;Caribbean Netherlands;2012;287.0
4482;Total male and female;15 years;Total marital status;Caribbean Netherlands;2013;288.0
4483;Total male and female;15 years;Total marital status;Caribbean Netherlands;2014;274.0
4484;Total male and female;15 years;Total marital status;Caribbean Netherlands;2015;268.0
4485;Total male and female;15 years;Total marital status;Caribbean Netherlands;2016;301.0
4486;Total male and female;15 years;Total marital status;Caribbean Netherlands;2017;315.0
4487;Total male and female;15 years;Total marital status;Caribbean Netherlands;2018;323.0
4488;Total male and female;15 years;Total marital status;Caribbean Netherlands;2019;276.0
4489;Total male and female;15 years;Total marital status;Caribbean Netherlands;2020;263.0
4490;Total male and female;15 years;Total marital status;Caribbean Netherlands;2021;306.0
4491;Total male and female;15 years;Total marital status;Caribbean Netherlands;2022;308.0
4492;Total male and female;15 years;Total marital status;Caribbean Netherlands;2023;319.0
4493;Total male and female;15 years;Total marital status;Caribbean Netherlands;2024;337.0
4494;Total male and female;15 years;Total marital status;Bonaire;2011;224.0
4495;Total male and female;15 years;Total marital status;Bonaire;2012;217.0
4496;Total male and female;15 years;Total marital status;Bonaire;2013;215.0
4497;Total male and female;15 years;Total marital status;Bonaire;2014;211.0
4498;Total male and female;15 years;Total marital status;Bonaire;2015;211.0
4499;Total male and female;15 years;Total marital status;Bonaire;2016;244.0
4500;Total male and female;15 years;Total marital status;Bonaire;2017;246.0
4501;Total male and female;15 years;Total marital status;Bonaire;2018;244.0
4502;Total male and female;15 years;Total marital status;Bonaire;2019;214.0
4503;Total male and female;15 years;Total marital status;Bonaire;2020;203.0
4504;Total male and female;15 years;Total marital status;Bonaire;2021;243.0
4505;Total male and female;15 years;Total marital status;Bonaire;2022;245.0
4506;Total male and female;15 years;Total marital status;Bonaire;2023;254.0
4507;Total male and female;15 years;Total marital status;Bonaire;2024;275.0
4508;Total male and female;15 years;Total marital status;St. Eustatius;2011;60.0
4509;Total male and female;15 years;Total marital status;St. Eustatius;2012;49.0
4510;Total male and female;15 years;Total marital status;St. Eustatius;2013;53.0
4511;Total male and female;15 years;Total marital status;St. Eustatius;2014;50.0
4512;Total male and female;15 years;Total marital status;St. Eustatius;2015;44.0
4513;Total male and female;15 years;Total marital status;St. Eustatius;2016;41.0
4514;Total male and female;15 years;Total marital status;St. Eustatius;2017;50.0
4515;Total male and female;15 years;Total marital status;St. Eustatius;2018;57.0
4516;Total male and female;15 years;Total marital status;St. Eustatius;2019;46.0
4517;Total male and female;15 years;Total marital status;St. Eustatius;2020;40.0
4518;Total male and female;15 years;Total marital status;St. Eustatius;2021;41.0
4519;Total male and female;15 years;Total marital status;St. Eustatius;2022;40.0
4520;Total male and female;15 years;Total marital status;St. Eustatius;2023;49.0
4521;Total male and female;15 years;Total marital status;St. Eustatius;2024;37.0
4522;Total male and female;15 years;Total marital status;Saba;2011;14.0
4523;Total male and female;15 years;Total marital status;Saba;2012;21.0
4524;Total male and female;15 years;Total marital status;Saba;2013;20.0
4525;Total male and female;15 years;Total marital status;Saba;2014;13.0
4526;Total male and female;15 years;Total marital status;Saba;2015;13.0
4527;Total male and female;15 years;Total marital status;Saba;2016;16.0
4528;Total male and female;15 years;Total marital status;Saba;2017;19.0
4529;Total male and female;15 years;Total marital status;Saba;2018;22.0
4530;Total male and female;15 years;Total marital status;Saba;2019;16.0
4531;Total male and female;15 years;Total marital status;Saba;2020;20.0
4532;Total male and female;15 years;Total marital status;Saba;2021;22.0
4533;Total male and female;15 years;Total marital status;Saba;2022;23.0
4534;Total male and female;15 years;Total marital status;Saba;2023;16.0
4535;Total male and female;15 years;Total marital status;Saba;2024;25.0
4536;Total male and female;15 years;Never married;Caribbean Netherlands;2011;298.0
4537;Total male and female;15 years;Never married;Caribbean Netherlands;2012;287.0
4538;Total male and female;15 years;Never married;Caribbean Netherlands;2013;288.0
4539;Total male and female;15 years;Never married;Caribbean Netherlands;2014;274.0
4540;Total male and female;15 years;Never married;Caribbean Netherlands;2015;268.0
4541;Total male and female;15 years;Never married;Caribbean Netherlands;2016;301.0
4542;Total male and female;15 years;Never married;Caribbean Netherlands;2017;315.0
4543;Total male and female;15 years;Never married;Caribbean Netherlands;2018;323.0
4544;Total male and female;15 years;Never married;Caribbean Netherlands;2019;276.0
4545;Total male and female;15 years;Never married;Caribbean Netherlands;2020;263.0
4546;Total male and female;15 years;Never married;Caribbean Netherlands;2021;306.0
4547;Total male and female;15 years;Never married;Caribbean Netherlands;2022;308.0
4548;Total male and female;15 years;Never married;Caribbean Netherlands;2023;319.0
4549;Total male and female;15 years;Never married;Caribbean Netherlands;2024;337.0
4550;Total male and female;15 years;Never married;Bonaire;2011;224.0
4551;Total male and female;15 years;Never married;Bonaire;2012;217.0
4552;Total male and female;15 years;Never married;Bonaire;2013;215.0
4553;Total male and female;15 years;Never married;Bonaire;2014;211.0
4554;Total male and female;15 years;Never married;Bonaire;2015;211.0
4555;Total male and female;15 years;Never married;Bonaire;2016;244.0
4556;Total male and female;15 years;Never married;Bonaire;2017;246.0
4557;Total male and female;15 years;Never married;Bonaire;2018;244.0
4558;Total male and female;15 years;Never married;Bonaire;2019;214.0
4559;Total male and female;15 years;Never married;Bonaire;2020;203.0
4560;Total male and female;15 years;Never married;Bonaire;2021;243.0
4561;Total male and female;15 years;Never married;Bonaire;2022;245.0
4562;Total male and female;15 years;Never married;Bonaire;2023;254.0
4563;Total male and female;15 years;Never married;Bonaire;2024;275.0
4564;Total male and female;15 years;Never married;St. Eustatius;2011;60.0
4565;Total male and female;15 years;Never married;St. Eustatius;2012;49.0
4566;Total male and female;15 years;Never married;St. Eustatius;2013;53.0
4567;Total male and female;15 years;Never married;St. Eustatius;2014;50.0
4568;Total male and female;15 years;Never married;St. Eustatius;2015;44.0
4569;Total male and female;15 years;Never married;St. Eustatius;2016;41.0
4570;Total male and female;15 years;Never married;St. Eustatius;2017;50.0
4571;Total male and female;15 years;Never married;St. Eustatius;2018;57.0
4572;Total male and female;15 years;Never married;St. Eustatius;2019;46.0
4573;Total male and female;15 years;Never married;St. Eustatius;2020;40.0
4574;Total male and female;15 years;Never married;St. Eustatius;2021;41.0
4575;Total male and female;15 years;Never married;St. Eustatius;2022;40.0
4576;Total male and female;15 years;Never married;St. Eustatius;2023;49.0
4577;Total male and female;15 years;Never married;St. Eustatius;2024;37.0
4578;Total male and female;15 years;Never married;Saba;2011;14.0
4579;Total male and female;15 years;Never married;Saba;2012;21.0
4580;Total male and female;15 years;Never married;Saba;2013;20.0
4581;Total male and female;15 years;Never married;Saba;2014;13.0
4582;Total male and female;15 years;Never married;Saba;2015;13.0
4583;Total male and female;15 years;Never married;Saba;2016;16.0
4584;Total male and female;15 years;Never married;Saba;2017;19.0
4585;Total male and female;15 years;Never married;Saba;2018;22.0
4586;Total male and female;15 years;Never married;Saba;2019;16.0
4587;Total male and female;15 years;Never married;Saba;2020;20.0
4588;Total male and female;15 years;Never married;Saba;2021;22.0
4589;Total male and female;15 years;Never married;Saba;2022;23.0
4590;Total male and female;15 years;Never married;Saba;2023;16.0
4591;Total male and female;15 years;Never married;Saba;2024;25.0
4592;Total male and female;15 years;Married;Caribbean Netherlands;2011;0.0
4593;Total male and female;15 years;Married;Caribbean Netherlands;2012;0.0
4594;Total male and female;15 years;Married;Caribbean Netherlands;2013;0.0
4595;Total male and female;15 years;Married;Caribbean Netherlands;2014;0.0
4596;Total male and female;15 years;Married;Caribbean Netherlands;2015;0.0
4597;Total male and female;15 years;Married;Caribbean Netherlands;2016;0.0
4598;Total male and female;15 years;Married;Caribbean Netherlands;2017;0.0
4599;Total male and female;15 years;Married;Caribbean Netherlands;2018;0.0
4600;Total male and female;15 years;Married;Caribbean Netherlands;2019;0.0
4601;Total male and female;15 years;Married;Caribbean Netherlands;2020;0.0
4602;Total male and female;15 years;Married;Caribbean Netherlands;2021;0.0
4603;Total male and female;15 years;Married;Caribbean Netherlands;2022;0.0
4604;Total male and female;15 years;Married;Caribbean Netherlands;2023;0.0
4605;Total male and female;15 years;Married;Caribbean Netherlands;2024;0.0
4606;Total male and female;15 years;Married;Bonaire;2011;0.0
4607;Total male and female;15 years;Married;Bonaire;2012;0.0
4608;Total male and female;15 years;Married;Bonaire;2013;0.0
4609;Total male and female;15 years;Married;Bonaire;2014;0.0
4610;Total male and female;15 years;Married;Bonaire;2015;0.0
4611;Total male and female;15 years;Married;Bonaire;2016;0.0
4612;Total male and female;15 years;Married;Bonaire;2017;0.0
4613;Total male and female;15 years;Married;Bonaire;2018;0.0
4614;Total male and female;15 years;Married;Bonaire;2019;0.0
4615;Total male and female;15 years;Married;Bonaire;2020;0.0
4616;Total male and female;15 years;Married;Bonaire;2021;0.0
4617;Total male and female;15 years;Married;Bonaire;2022;0.0
4618;Total male and female;15 years;Married;Bonaire;2023;0.0
4619;Total male and female;15 years;Married;Bonaire;2024;0.0
4620;Total male and female;15 years;Married;St. Eustatius;2011;0.0
4621;Total male and female;15 years;Married;St. Eustatius;2012;0.0
4622;Total male and female;15 years;Married;St. Eustatius;2013;0.0
4623;Total male and female;15 years;Married;St. Eustatius;2014;0.0
4624;Total male and female;15 years;Married;St. Eustatius;2015;0.0
4625;Total male and female;15 years;Married;St. Eustatius;2016;0.0
4626;Total male and female;15 years;Married;St. Eustatius;2017;0.0
4627;Total male and female;15 years;Married;St. Eustatius;2018;0.0
4628;Total male and female;15 years;Married;St. Eustatius;2019;0.0
4629;Total male and female;15 years;Married;St. Eustatius;2020;0.0
4630;Total male and female;15 years;Married;St. Eustatius;2021;0.0
4631;Total male and female;15 years;Married;St. Eustatius;2022;0.0
4632;Total male and female;15 years;Married;St. Eustatius;2023;0.0
4633;Total male and female;15 years;Married;St. Eustatius;2024;0.0
4634;Total male and female;15 years;Married;Saba;2011;0.0
4635;Total male and female;15 years;Married;Saba;2012;0.0
4636;Total male and female;15 years;Married;Saba;2013;0.0
4637;Total male and female;15 years;Married;Saba;2014;0.0
4638;Total male and female;15 years;Married;Saba;2015;0.0
4639;Total male and female;15 years;Married;Saba;2016;0.0
4640;Total male and female;15 years;Married;Saba;2017;0.0
4641;Total male and female;15 years;Married;Saba;2018;0.0
4642;Total male and female;15 years;Married;Saba;2019;0.0
4643;Total male and female;15 years;Married;Saba;2020;0.0
4644;Total male and female;15 years;Married;Saba;2021;0.0
4645;Total male and female;15 years;Married;Saba;2022;0.0
4646;Total male and female;15 years;Married;Saba;2023;0.0
4647;Total male and female;15 years;Married;Saba;2024;0.0
4648;Total male and female;15 years;Widowed;Caribbean Netherlands;2011;0.0
4649;Total male and female;15 years;Widowed;Caribbean Netherlands;2012;0.0
4650;Total male and female;15 years;Widowed;Caribbean Netherlands;2013;0.0
4651;Total male and female;15 years;Widowed;Caribbean Netherlands;2014;0.0
4652;Total male and female;15 years;Widowed;Caribbean Netherlands;2015;0.0
4653;Total male and female;15 years;Widowed;Caribbean Netherlands;2016;0.0
4654;Total male and female;15 years;Widowed;Caribbean Netherlands;2017;0.0
4655;Total male and female;15 years;Widowed;Caribbean Netherlands;2018;0.0
4656;Total male and female;15 years;Widowed;Caribbean Netherlands;2019;0.0
4657;Total male and female;15 years;Widowed;Caribbean Netherlands;2020;0.0
4658;Total male and female;15 years;Widowed;Caribbean Netherlands;2021;0.0
4659;Total male and female;15 years;Widowed;Caribbean Netherlands;2022;0.0
4660;Total male and female;15 years;Widowed;Caribbean Netherlands;2023;0.0
4661;Total male and female;15 years;Widowed;Caribbean Netherlands;2024;0.0
4662;Total male and female;15 years;Widowed;Bonaire;2011;0.0
4663;Total male and female;15 years;Widowed;Bonaire;2012;0.0
4664;Total male and female;15 years;Widowed;Bonaire;2013;0.0
4665;Total male and female;15 years;Widowed;Bonaire;2014;0.0
4666;Total male and female;15 years;Widowed;Bonaire;2015;0.0
4667;Total male and female;15 years;Widowed;Bonaire;2016;0.0
4668;Total male and female;15 years;Widowed;Bonaire;2017;0.0
4669;Total male and female;15 years;Widowed;Bonaire;2018;0.0
4670;Total male and female;15 years;Widowed;Bonaire;2019;0.0
4671;Total male and female;15 years;Widowed;Bonaire;2020;0.0
4672;Total male and female;15 years;Widowed;Bonaire;2021;0.0
4673;Total male and female;15 years;Widowed;Bonaire;2022;0.0
4674;Total male and female;15 years;Widowed;Bonaire;2023;0.0
4675;Total male and female;15 years;Widowed;Bonaire;2024;0.0
4676;Total male and female;15 years;Widowed;St. Eustatius;2011;0.0
4677;Total male and female;15 years;Widowed;St. Eustatius;2012;0.0
4678;Total male and female;15 years;Widowed;St. Eustatius;2013;0.0
4679;Total male and female;15 years;Widowed;St. Eustatius;2014;0.0
4680;Total male and female;15 years;Widowed;St. Eustatius;2015;0.0
4681;Total male and female;15 years;Widowed;St. Eustatius;2016;0.0
4682;Total male and female;15 years;Widowed;St. Eustatius;2017;0.0
4683;Total male and female;15 years;Widowed;St. Eustatius;2018;0.0
4684;Total male and female;15 years;Widowed;St. Eustatius;2019;0.0
4685;Total male and female;15 years;Widowed;St. Eustatius;2020;0.0
4686;Total male and female;15 years;Widowed;St. Eustatius;2021;0.0
4687;Total male and female;15 years;Widowed;St. Eustatius;2022;0.0
4688;Total male and female;15 years;Widowed;St. Eustatius;2023;0.0
4689;Total male and female;15 years;Widowed;St. Eustatius;2024;0.0
4690;Total male and female;15 years;Widowed;Saba;2011;0.0
4691;Total male and female;15 years;Widowed;Saba;2012;0.0
4692;Total male and female;15 years;Widowed;Saba;2013;0.0
4693;Total male and female;15 years;Widowed;Saba;2014;0.0
4694;Total male and female;15 years;Widowed;Saba;2015;0.0
4695;Total male and female;15 years;Widowed;Saba;2016;0.0
4696;Total male and female;15 years;Widowed;Saba;2017;0.0
4697;Total male and female;15 years;Widowed;Saba;2018;0.0
4698;Total male and female;15 years;Widowed;Saba;2019;0.0
4699;Total male and female;15 years;Widowed;Saba;2020;0.0
4700;Total male and female;15 years;Widowed;Saba;2021;0.0
4701;Total male and female;15 years;Widowed;Saba;2022;0.0
4702;Total male and female;15 years;Widowed;Saba;2023;0.0
4703;Total male and female;15 years;Widowed;Saba;2024;0.0
4704;Total male and female;15 years;Divorced;Caribbean Netherlands;2011;0.0
4705;Total male and female;15 years;Divorced;Caribbean Netherlands;2012;0.0
4706;Total male and female;15 years;Divorced;Caribbean Netherlands;2013;0.0
4707;Total male and female;15 years;Divorced;Caribbean Netherlands;2014;0.0
4708;Total male and female;15 years;Divorced;Caribbean Netherlands;2015;0.0
4709;Total male and female;15 years;Divorced;Caribbean Netherlands;2016;0.0
4710;Total male and female;15 years;Divorced;Caribbean Netherlands;2017;0.0
4711;Total male and female;15 years;Divorced;Caribbean Netherlands;2018;0.0
4712;Total male and female;15 years;Divorced;Caribbean Netherlands;2019;0.0
4713;Total male and female;15 years;Divorced;Caribbean Netherlands;2020;0.0
4714;Total male and female;15 years;Divorced;Caribbean Netherlands;2021;0.0
4715;Total male and female;15 years;Divorced;Caribbean Netherlands;2022;0.0
4716;Total male and female;15 years;Divorced;Caribbean Netherlands;2023;0.0
4717;Total male and female;15 years;Divorced;Caribbean Netherlands;2024;0.0
4718;Total male and female;15 years;Divorced;Bonaire;2011;0.0
4719;Total male and female;15 years;Divorced;Bonaire;2012;0.0
4720;Total male and female;15 years;Divorced;Bonaire;2013;0.0
4721;Total male and female;15 years;Divorced;Bonaire;2014;0.0
4722;Total male and female;15 years;Divorced;Bonaire;2015;0.0
4723;Total male and female;15 years;Divorced;Bonaire;2016;0.0
4724;Total male and female;15 years;Divorced;Bonaire;2017;0.0
4725;Total male and female;15 years;Divorced;Bonaire;2018;0.0
4726;Total male and female;15 years;Divorced;Bonaire;2019;0.0
4727;Total male and female;15 years;Divorced;Bonaire;2020;0.0
4728;Total male and female;15 years;Divorced;Bonaire;2021;0.0
4729;Total male and female;15 years;Divorced;Bonaire;2022;0.0
4730;Total male and female;15 years;Divorced;Bonaire;2023;0.0
4731;Total male and female;15 years;Divorced;Bonaire;2024;0.0
4732;Total male and female;15 years;Divorced;St. Eustatius;2011;0.0
4733;Total male and female;15 years;Divorced;St. Eustatius;2012;0.0
4734;Total male and female;15 years;Divorced;St. Eustatius;2013;0.0
4735;Total male and female;15 years;Divorced;St. Eustatius;2014;0.0
4736;Total male and female;15 years;Divorced;St. Eustatius;2015;0.0
4737;Total male and female;15 years;Divorced;St. Eustatius;2016;0.0
4738;Total male and female;15 years;Divorced;St. Eustatius;2017;0.0
4739;Total male and female;15 years;Divorced;St. Eustatius;2018;0.0
4740;Total male and female;15 years;Divorced;St. Eustatius;2019;0.0
4741;Total male and female;15 years;Divorced;St. Eustatius;2020;0.0
4742;Total male and female;15 years;Divorced;St. Eustatius;2021;0.0
4743;Total male and female;15 years;Divorced;St. Eustatius;2022;0.0
4744;Total male and female;15 years;Divorced;St. Eustatius;2023;0.0
4745;Total male and female;15 years;Divorced;St. Eustatius;2024;0.0
4746;Total male and female;15 years;Divorced;Saba;2011;0.0
4747;Total male and female;15 years;Divorced;Saba;2012;0.0
4748;Total male and female;15 years;Divorced;Saba;2013;0.0
4749;Total male and female;15 years;Divorced;Saba;2014;0.0
4750;Total male and female;15 years;Divorced;Saba;2015;0.0
4751;Total male and female;15 years;Divorced;Saba;2016;0.0
4752;Total male and female;15 years;Divorced;Saba;2017;0.0
4753;Total male and female;15 years;Divorced;Saba;2018;0.0
4754;Total male and female;15 years;Divorced;Saba;2019;0.0
4755;Total male and female;15 years;Divorced;Saba;2020;0.0
4756;Total male and female;15 years;Divorced;Saba;2021;0.0
4757;Total male and female;15 years;Divorced;Saba;2022;0.0
4758;Total male and female;15 years;Divorced;Saba;2023;0.0
4759;Total male and female;15 years;Divorced;Saba;2024;0.0
4760;Total male and female;16 years;Total marital status;Caribbean Netherlands;2011;252.0
4761;Total male and female;16 years;Total marital status;Caribbean Netherlands;2012;294.0
4762;Total male and female;16 years;Total marital status;Caribbean Netherlands;2013;284.0
4763;Total male and female;16 years;Total marital status;Caribbean Netherlands;2014;290.0
4764;Total male and female;16 years;Total marital status;Caribbean Netherlands;2015;278.0
4765;Total male and female;16 years;Total marital status;Caribbean Netherlands;2016;271.0
4766;Total male and female;16 years;Total marital status;Caribbean Netherlands;2017;296.0
4767;Total male and female;16 years;Total marital status;Caribbean Netherlands;2018;304.0
4768;Total male and female;16 years;Total marital status;Caribbean Netherlands;2019;308.0
4769;Total male and female;16 years;Total marital status;Caribbean Netherlands;2020;266.0
4770;Total male and female;16 years;Total marital status;Caribbean Netherlands;2021;278.0
4771;Total male and female;16 years;Total marital status;Caribbean Netherlands;2022;308.0
4772;Total male and female;16 years;Total marital status;Caribbean Netherlands;2023;324.0
4773;Total male and female;16 years;Total marital status;Caribbean Netherlands;2024;322.0
4774;Total male and female;16 years;Total marital status;Bonaire;2011;199.0
4775;Total male and female;16 years;Total marital status;Bonaire;2012;222.0
4776;Total male and female;16 years;Total marital status;Bonaire;2013;214.0
4777;Total male and female;16 years;Total marital status;Bonaire;2014;218.0
4778;Total male and female;16 years;Total marital status;Bonaire;2015;216.0
4779;Total male and female;16 years;Total marital status;Bonaire;2016;214.0
4780;Total male and female;16 years;Total marital status;Bonaire;2017;242.0
4781;Total male and female;16 years;Total marital status;Bonaire;2018;237.0
4782;Total male and female;16 years;Total marital status;Bonaire;2019;246.0
4783;Total male and female;16 years;Total marital status;Bonaire;2020;209.0
4784;Total male and female;16 years;Total marital status;Bonaire;2021;218.0
4785;Total male and female;16 years;Total marital status;Bonaire;2022;242.0
4786;Total male and female;16 years;Total marital status;Bonaire;2023;259.0
4787;Total male and female;16 years;Total marital status;Bonaire;2024;257.0
4788;Total male and female;16 years;Total marital status;St. Eustatius;2011;35.0
4789;Total male and female;16 years;Total marital status;St. Eustatius;2012;58.0
4790;Total male and female;16 years;Total marital status;St. Eustatius;2013;49.0
4791;Total male and female;16 years;Total marital status;St. Eustatius;2014;52.0
4792;Total male and female;16 years;Total marital status;St. Eustatius;2015;49.0
4793;Total male and female;16 years;Total marital status;St. Eustatius;2016;43.0
4794;Total male and female;16 years;Total marital status;St. Eustatius;2017;39.0
4795;Total male and female;16 years;Total marital status;St. Eustatius;2018;49.0
4796;Total male and female;16 years;Total marital status;St. Eustatius;2019;40.0
4797;Total male and female;16 years;Total marital status;St. Eustatius;2020;43.0
4798;Total male and female;16 years;Total marital status;St. Eustatius;2021;40.0
4799;Total male and female;16 years;Total marital status;St. Eustatius;2022;45.0
4800;Total male and female;16 years;Total marital status;St. Eustatius;2023;41.0
4801;Total male and female;16 years;Total marital status;St. Eustatius;2024;46.0
4802;Total male and female;16 years;Total marital status;Saba;2011;18.0
4803;Total male and female;16 years;Total marital status;Saba;2012;14.0
4804;Total male and female;16 years;Total marital status;Saba;2013;21.0
4805;Total male and female;16 years;Total marital status;Saba;2014;20.0
4806;Total male and female;16 years;Total marital status;Saba;2015;13.0
4807;Total male and female;16 years;Total marital status;Saba;2016;14.0
4808;Total male and female;16 years;Total marital status;Saba;2017;15.0
4809;Total male and female;16 years;Total marital status;Saba;2018;18.0
4810;Total male and female;16 years;Total marital status;Saba;2019;22.0
4811;Total male and female;16 years;Total marital status;Saba;2020;14.0
4812;Total male and female;16 years;Total marital status;Saba;2021;20.0
4813;Total male and female;16 years;Total marital status;Saba;2022;21.0
4814;Total male and female;16 years;Total marital status;Saba;2023;24.0
4815;Total male and female;16 years;Total marital status;Saba;2024;19.0
4816;Total male and female;16 years;Never married;Caribbean Netherlands;2011;252.0
4817;Total male and female;16 years;Never married;Caribbean Netherlands;2012;294.0
4818;Total male and female;16 years;Never married;Caribbean Netherlands;2013;284.0
4819;Total male and female;16 years;Never married;Caribbean Netherlands;2014;290.0
4820;Total male and female;16 years;Never married;Caribbean Netherlands;2015;278.0
