ID;BedrijfstakEnKlassen;Bedrijfsgrootte;Perioden;TotaalWerknemersMetCursusOpleiding_1;MannenMetCursusOpleiding_2;VrouwenMetCursusOpleiding_3;k_15Tot25JaarMetCursusOpleiding_4;k_25Tot55JaarMetCursusOpleiding_5;k_55JaarEnOuderMetCursusOpleiding_6;VoorBedrijvenMetCursusOfOpleiding_7;WerknemersTotaal_8;WerknemersMannen_9;WerknemersVrouwen_10;Werknemers15Tot25Jaar_11;Werknemers25Tot55Jaar_12;Werknemers55JaarEnOuder_13;ParticipatieMannenBedrijvenMetOpl_14;ParticipatieVrouwenBedrMetOpl_15;Part15Tot25JaarBedrMetOpl_16;Part25Tot55JaarBedrMetOpl_17;Part55JaarEnOuderBedrMetOpl_18;GevolgdeCursussenOfOpleidingen_19;GevolgdeCursusOfOpleidingenMannen_20;GevolgdeCursusOfOpleidingenVrouwen_21;InterneCursussenOfOpleidingen_22;ExterneCursussenOfOpleidingen_23;PerWerknemer_24;PerWerknemerBedrMetCursusOfOpl_25;TotaalUrenBesteedAanCursussenOfOpl_26;GevolgdeOpleidingsurenMannen_27;GevolgdeOpleidingsurenVrouwen_28;GevolgdeInterneOpleidingsuren_29;GevolgdeExterneOpleidingsuren_30;PerWerknemerMetCursusOfOpleiding_31;PerMannelijkeWerknemerMetOpleiding_32;PerVrouwelijkeWerknemerMetOpleiding_33;PerGevolgdeCursusOfOpleiding_34;TotaalOpleidingsurenInWerktijd_35;OpleidingsurenMannenInWerktijd_36;OpleidingsurenVrouwenInWerktijd_37;GevolgdeInterneUren_38;GevolgdeExterneUren_39;AandeelInTotaalAantalOpleidingsuren_40;AandeelInGewerkteUren_41;TotaleKostenVanOpleidingen_42;VoorAlleBedrijven_43;VoorBedrijvenMetCursusOfOpleiding_44;VoorAlleBedrijven_45;VoorBedrijvenMetCursusOfOpleiding_46;KostenPerDeelnemerAanCursusOfOpl_47;KostenPerGevolgdeCursusOfOpleiding_48;KostenPerGevolgdOpleidingsuur_49;DirecteKosten_50;GederfdeLoonkosten_51;LoonkostenVanOpleidingspersoneel_52;DirecteKosten_53;GederfdeLoonkosten_54;LoonkostenVanOpleidingspersoneel_55;TotaalBedrijvenDieAanFondsBetalen_56;OOOfScholingsfondsen_57;OverigeCAOAfdrachten_58;BetalenAanOverheidsfondsen_59;BetalenAanAndereFondsen_60;TotaalBedrijvenDieSubsidiesOntvangen_61;OntvangenVanOOOfScholingsfondsen_62;OntvangenVanOverheidsfondsen_63;OntvangenVanBelastingaftrek_64;OntvangenVanEuropeseFondsen_65;PrivateInstellingen_66;TotaalAlleTypenBedrijfsopleidingen_67;CursussenOfOpleidingen_68;InterneCursussenOfOpleidingen_69;ExterneCursussenOfOpleidingen_70;OpleidingOpDeWerkplek_71;TotaalOverigeCursussenOfOpleidingen_72;JobRotationFunctieroulatie_73;KwaliteitscirkelsGeorganisGroepsdisc_74;Zelfstudie_75;ConferentiesWorkshopsEnLezingen_76
140;17-19 Textiel- en lederwarenindustrie;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;17-19 Textiel- en lederwarenindustrie;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;17-19 Textiel- en lederwarenindustrie;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;17-19 Textiel- en lederwarenindustrie;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;17-19 Textiel- en lederwarenindustrie;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;17-19 Textiel- en lederwarenindustrie;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;17-19 Textiel- en lederwarenindustrie;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;17-19 Textiel- en lederwarenindustrie;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;17-19 Textiel- en lederwarenindustrie;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;17-19 Textiel- en lederwarenindustrie;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;17-19 Textiel- en lederwarenindustrie;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;17-19 Textiel- en lederwarenindustrie;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
152;17-19 Textiel- en lederwarenindustrie;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;17-19 Textiel- en lederwarenindustrie;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
154;17-19 Textiel- en lederwarenindustrie;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;17-19 Textiel- en lederwarenindustrie;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;17-19 Textiel- en lederwarenindustrie;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;17-19 Textiel- en lederwarenindustrie;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;17-19 Textiel- en lederwarenindustrie;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;17-19 Textiel- en lederwarenindustrie;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;17-19 Textiel- en lederwarenindustrie;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
161;17-19 Textiel- en lederwarenindustrie;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;17-19 Textiel- en lederwarenindustrie;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
163;17-19 Textiel- en lederwarenindustrie;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;17-19 Textiel- en lederwarenindustrie;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
165;21-22 Papierindustrie en uitgeverijen;Totaal bedrijfsgrootte;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166;21-22 Papierindustrie en uitgeverijen;Totaal bedrijfsgrootte;1999;35.0;26.0;9.0;;;;39.0;37.0;38.0;33.0;;;;;;;;;61.0;46.0;15.0;25.0;36.0;64.0;68.0;1473.0;1152.0;321.0;470.0;1002.0;42.0;;;24.0;1084.0;851.0;233.0;420.0;664.0;74.0;0.7;64.0;1.7;1.9;668.0;715.0;1828.0;1048.0;43.0;34.0;24.0;6.0;53.0;37.0;10.0;42.0;30.0;8.0;0.0;6.0;26.0;6.0;1.0;13.0;6.0;4.0;91.0;80.0;;;58.0;65.0;18.0;11.0;30.0;60.0
167;21-22 Papierindustrie en uitgeverijen;Totaal bedrijfsgrootte;2005;22.0;16.0;6.0;1.0;20.0;2.0;33.0;28.0;29.0;28.0;21.0;30.0;18.0;33.0;31.0;25.0;35.0;21.0;;;;;;;;679.0;494.0;185.0;206.0;473.0;30.0;31.0;29.0;;;;;;;;;48.0;1.4;1.6;608.0;699.0;2141.0;;70.0;25.0;20.0;3.0;52.0;43.0;5.0;21.0;;;;;9.0;;;;;;72.0;64.0;26.0;59.0;30.0;44.0;13.0;10.0;18.0;36.0
168;21-22 Papierindustrie en uitgeverijen;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;21-22 Papierindustrie en uitgeverijen;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;21-22 Papierindustrie en uitgeverijen;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;21-22 Papierindustrie en uitgeverijen;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
172;21-22 Papierindustrie en uitgeverijen;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
173;21-22 Papierindustrie en uitgeverijen;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;21-22 Papierindustrie en uitgeverijen;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
175;21-22 Papierindustrie en uitgeverijen;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
176;21-22 Papierindustrie en uitgeverijen;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;21-22 Papierindustrie en uitgeverijen;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;21-22 Papierindustrie en uitgeverijen;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
179;21-22 Papierindustrie en uitgeverijen;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;21-22 Papierindustrie en uitgeverijen;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;21-22 Papierindustrie en uitgeverijen;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
182;21-22 Papierindustrie en uitgeverijen;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;21-22 Papierindustrie en uitgeverijen;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;21-22 Papierindustrie en uitgeverijen;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;21-22 Papierindustrie en uitgeverijen;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;21-22 Papierindustrie en uitgeverijen;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;21-22 Papierindustrie en uitgeverijen;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;21-22 Papierindustrie en uitgeverijen;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;21-22 Papierindustrie en uitgeverijen;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;21-22 Papierindustrie en uitgeverijen;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;21-22 Papierindustrie en uitgeverijen;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;21-22 Papierindustrie en uitgeverijen;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;21-22 Papierindustrie en uitgeverijen;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;21-22 Papierindustrie en uitgeverijen;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;21-22 Papierindustrie en uitgeverijen;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;21-22 Papierindustrie en uitgeverijen;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;21-22 Papierindustrie en uitgeverijen;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;23-26 Aardolie- en chemische industrie;Totaal bedrijfsgrootte;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;23-26 Aardolie- en chemische industrie;Totaal bedrijfsgrootte;1999;69.0;56.0;13.0;;;;53.0;51.0;50.0;56.0;;;;;;;;;171.0;144.0;27.0;99.0;73.0;127.0;132.0;4096.0;3430.0;665.0;1746.0;2349.0;60.0;;;24.0;3125.0;2585.0;541.0;1569.0;1556.0;76.0;1.4;142.0;2.4;2.5;1046.0;1087.0;2061.0;826.0;35.0;71.0;58.0;13.0;50.0;41.0;9.0;20.0;15.0;1.0;2.0;2.0;36.0;10.0;2.0;26.0;3.0;1.0;94.0;86.0;;;56.0;69.0;18.0;14.0;37.0;54.0
200;23-26 Aardolie- en chemische industrie;Totaal bedrijfsgrootte;2005;51.0;42.0;9.0;2.0;43.0;6.0;45.0;40.0;41.0;38.0;33.0;42.0;33.0;46.0;42.0;37.0;47.0;37.0;;;;;;;;2001.0;1647.0;354.0;928.0;1073.0;40.0;39.0;41.0;;;;;;;;;184.0;2.9;3.1;1476.0;1639.0;3647.0;;92.0;97.0;70.0;17.0;53.0;38.0;9.0;18.0;;;;;20.0;;;;;;78.0;73.0;31.0;69.0;35.0;49.0;20.0;14.0;20.0;41.0
201;23-26 Aardolie- en chemische industrie;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;23-26 Aardolie- en chemische industrie;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;23-26 Aardolie- en chemische industrie;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;23-26 Aardolie- en chemische industrie;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;23-26 Aardolie- en chemische industrie;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;23-26 Aardolie- en chemische industrie;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;23-26 Aardolie- en chemische industrie;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;23-26 Aardolie- en chemische industrie;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;23-26 Aardolie- en chemische industrie;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;23-26 Aardolie- en chemische industrie;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;23-26 Aardolie- en chemische industrie;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;23-26 Aardolie- en chemische industrie;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;23-26 Aardolie- en chemische industrie;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;23-26 Aardolie- en chemische industrie;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;23-26 Aardolie- en chemische industrie;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;23-26 Aardolie- en chemische industrie;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;23-26 Aardolie- en chemische industrie;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;23-26 Aardolie- en chemische industrie;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;23-26 Aardolie- en chemische industrie;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;23-26 Aardolie- en chemische industrie;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;23-26 Aardolie- en chemische industrie;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;23-26 Aardolie- en chemische industrie;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;23-26 Aardolie- en chemische industrie;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;23-26 Aardolie- en chemische industrie;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;23-26 Aardolie- en chemische industrie;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;23-26 Aardolie- en chemische industrie;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;23-26 Aardolie- en chemische industrie;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;23-26 Aardolie- en chemische industrie;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;23-26 Aardolie- en chemische industrie;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;23-26 Aardolie- en chemische industrie;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;27-28 Metaalindustrie;Totaal bedrijfsgrootte;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;27-28 Metaalindustrie;Totaal bedrijfsgrootte;1999;49.0;46.0;4.0;;;;47.0;45.0;46.0;36.0;;;;;;;;;83.0;76.0;6.0;35.0;48.0;76.0;79.0;2415.0;2254.0;161.0;997.0;1418.0;49.0;;;29.0;1742.0;1639.0;103.0;874.0;869.0;72.0;1.0;89.0;2.4;2.5;815.0;855.0;1803.0;1079.0;37.0;44.0;38.0;8.0;49.0;42.0;9.0;87.0;80.0;6.0;0.0;3.0;72.0;61.0;3.0;15.0;5.0;5.0;94.0;87.0;;;60.0;61.0;19.0;18.0;26.0;45.0
233;27-28 Metaalindustrie;Totaal bedrijfsgrootte;2005;35.0;31.0;4.0;3.0;30.0;3.0;38.0;34.0;34.0;30.0;33.0;37.0;17.0;39.0;34.0;40.0;42.0;19.0;;;;;;;;1746.0;1608.0;138.0;793.0;953.0;50.0;51.0;37.0;;;;;;;;;133.0;2.9;3.1;1279.0;1437.0;3780.0;;76.0;54.0;63.0;16.0;41.0;47.0;12.0;62.0;;;;;50.0;;;;;;76.0;73.0;25.0;69.0;40.0;41.0;14.0;9.0;17.0;34.0
234;27-28 Metaalindustrie;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;27-28 Metaalindustrie;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;27-28 Metaalindustrie;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;27-28 Metaalindustrie;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;27-28 Metaalindustrie;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;27-28 Metaalindustrie;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;27-28 Metaalindustrie;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;27-28 Metaalindustrie;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;27-28 Metaalindustrie;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;27-28 Metaalindustrie;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
