ID;BedrijfstakEnKlassen;Bedrijfsgrootte;Perioden;TotaalWerknemersMetCursusOpleiding_1;MannenMetCursusOpleiding_2;VrouwenMetCursusOpleiding_3;k_15Tot25JaarMetCursusOpleiding_4;k_25Tot55JaarMetCursusOpleiding_5;k_55JaarEnOuderMetCursusOpleiding_6;VoorBedrijvenMetCursusOfOpleiding_7;WerknemersTotaal_8;WerknemersMannen_9;WerknemersVrouwen_10;Werknemers15Tot25Jaar_11;Werknemers25Tot55Jaar_12;Werknemers55JaarEnOuder_13;ParticipatieMannenBedrijvenMetOpl_14;ParticipatieVrouwenBedrMetOpl_15;Part15Tot25JaarBedrMetOpl_16;Part25Tot55JaarBedrMetOpl_17;Part55JaarEnOuderBedrMetOpl_18;GevolgdeCursussenOfOpleidingen_19;GevolgdeCursusOfOpleidingenMannen_20;GevolgdeCursusOfOpleidingenVrouwen_21;InterneCursussenOfOpleidingen_22;ExterneCursussenOfOpleidingen_23;PerWerknemer_24;PerWerknemerBedrMetCursusOfOpl_25;TotaalUrenBesteedAanCursussenOfOpl_26;GevolgdeOpleidingsurenMannen_27;GevolgdeOpleidingsurenVrouwen_28;GevolgdeInterneOpleidingsuren_29;GevolgdeExterneOpleidingsuren_30;PerWerknemerMetCursusOfOpleiding_31;PerMannelijkeWerknemerMetOpleiding_32;PerVrouwelijkeWerknemerMetOpleiding_33;PerGevolgdeCursusOfOpleiding_34;TotaalOpleidingsurenInWerktijd_35;OpleidingsurenMannenInWerktijd_36;OpleidingsurenVrouwenInWerktijd_37;GevolgdeInterneUren_38;GevolgdeExterneUren_39;AandeelInTotaalAantalOpleidingsuren_40;AandeelInGewerkteUren_41;TotaleKostenVanOpleidingen_42;VoorAlleBedrijven_43;VoorBedrijvenMetCursusOfOpleiding_44;VoorAlleBedrijven_45;VoorBedrijvenMetCursusOfOpleiding_46;KostenPerDeelnemerAanCursusOfOpl_47;KostenPerGevolgdeCursusOfOpleiding_48;KostenPerGevolgdOpleidingsuur_49;DirecteKosten_50;GederfdeLoonkosten_51;LoonkostenVanOpleidingspersoneel_52;DirecteKosten_53;GederfdeLoonkosten_54;LoonkostenVanOpleidingspersoneel_55;TotaalBedrijvenDieAanFondsBetalen_56;OOOfScholingsfondsen_57;OverigeCAOAfdrachten_58;BetalenAanOverheidsfondsen_59;BetalenAanAndereFondsen_60;TotaalBedrijvenDieSubsidiesOntvangen_61;OntvangenVanOOOfScholingsfondsen_62;OntvangenVanOverheidsfondsen_63;OntvangenVanBelastingaftrek_64;OntvangenVanEuropeseFondsen_65;PrivateInstellingen_66;TotaalAlleTypenBedrijfsopleidingen_67;CursussenOfOpleidingen_68;InterneCursussenOfOpleidingen_69;ExterneCursussenOfOpleidingen_70;OpleidingOpDeWerkplek_71;TotaalOverigeCursussenOfOpleidingen_72;JobRotationFunctieroulatie_73;KwaliteitscirkelsGeorganisGroepsdisc_74;Zelfstudie_75;ConferentiesWorkshopsEnLezingen_76
630;65-67 Financiële instellingen;10-99 werknemers;1993;5.0;3.0;2.0;;;;32.0;25.0;28.0;22.0;;;;;;;;;7.0;5.0;3.0;;;39.0;49.0;;;;;;;;;;;;;;;;;7.0;1.1;1.3;349.0;441.0;1385.0;897.0;;4.0;2.0;1.0;59.0;31.0;10.0;;;;;;;;;;;;79.0;73.0;;;39.0;69.0;;;;
631;65-67 Financiële instellingen;10-99 werknemers;1999;16.0;9.0;7.0;;;;56.0;53.0;55.0;49.0;;;;;;;;;35.0;22.0;13.0;15.0;20.0;116.0;124.0;815.0;513.0;303.0;223.0;592.0;51.0;;;23.0;520.0;322.0;198.0;212.0;308.0;64.0;1.1;30.0;2.3;2.5;984.0;1052.0;1871.0;848.0;37.0;15.0;12.0;3.0;51.0;39.0;9.0;6.0;;;;;19.0;;;;;;94.0;90.0;;;53.0;79.0;18.0;15.0;54.0;68.0
632;65-67 Financiële instellingen;10-99 werknemers;2005;28.0;13.0;15.0;2.0;23.0;2.0;55.0;52.0;48.0;55.0;41.0;54.0;45.0;53.0;58.0;46.0;58.0;47.0;;;;;;;;510.0;297.0;212.0;175.0;334.0;18.0;24.0;14.0;;;;;;;;;39.0;1.7;1.8;729.0;783.0;1414.0;;77.0;17.0;13.0;9.0;45.0;33.0;22.0;9.0;;;;;4.0;;;;;;79.0;73.0;25.0;72.0;33.0;56.0;7.0;9.0;27.0;52.0
633;65-67 Financiële instellingen;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634;65-67 Financiële instellingen;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635;65-67 Financiële instellingen;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
636;65-67 Financiële instellingen;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
637;65-67 Financiële instellingen;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
638;65-67 Financiële instellingen;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
639;65-67 Financiële instellingen;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
640;65-67 Financiële instellingen;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
641;65-67 Financiële instellingen;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
642;65-67 Financiële instellingen;100-499 werknemers;1993;8.0;6.0;3.0;;;;45.0;45.0;50.0;37.0;;;;;;;;;13.0;9.0;4.0;;;69.0;70.0;;;;;;;;;;;;;;;;;18.0;2.0;2.1;972.0;984.0;2170.0;1412.0;;10.0;6.0;1.0;58.0;36.0;7.0;;;;;;;;;;;;96.0;94.0;;;52.0;93.0;;;;
643;65-67 Financiële instellingen;100-499 werknemers;1999;16.0;9.0;7.0;;;;67.0;66.0;69.0;63.0;;;;;;;;;30.0;17.0;13.0;15.0;15.0;124.0;126.0;684.0;395.0;289.0;271.0;413.0;43.0;;;23.0;387.0;230.0;157.0;222.0;165.0;57.0;1.1;34.0;3.6;3.6;1401.0;1418.0;2114.0;1128.0;49.0;24.0;7.0;3.0;70.0;22.0;8.0;5.0;;;;;40.0;;;;;;100.0;98.0;;;82.0;100.0;28.0;27.0;67.0;100.0
644;65-67 Financiële instellingen;100-499 werknemers;2005;16.0;7.0;9.0;1.0;14.0;1.0;62.0;62.0;59.0;66.0;55.0;63.0;56.0;59.0;66.0;55.0;63.0;56.0;;;;;;;;403.0;200.0;203.0;78.0;326.0;25.0;27.0;23.0;;;;;;;;;39.0;2.1;2.1;1519.0;1519.0;2433.0;;98.0;22.0;15.0;3.0;55.0;38.0;7.0;6.0;;;;;3.0;;;;;;96.0;92.0;43.0;87.0;40.0;66.0;27.0;13.0;52.0;64.0
645;65-67 Financiële instellingen;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
646;65-67 Financiële instellingen;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
647;65-67 Financiële instellingen;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
648;65-67 Financiële instellingen;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
649;65-67 Financiële instellingen;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650;65-67 Financiële instellingen;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
651;65-67 Financiële instellingen;500 en meer werknemers;1993;72.0;44.0;28.0;;;;48.0;48.0;54.0;42.0;;;;;;;;;141.0;85.0;57.0;;;94.0;94.0;;;;;;;;;;;;;;;;;224.0;4.2;4.2;1498.0;1498.0;3094.0;1588.0;;104.0;84.0;36.0;47.0;37.0;16.0;;;;;;;;;;;;100.0;100.0;;;78.0;89.0;;;;
652;65-67 Financiële instellingen;500 en meer werknemers;1999;109.0;56.0;52.0;;;;67.0;67.0;65.0;69.0;;;;;;;;;193.0;99.0;93.0;115.0;78.0;119.0;119.0;6319.0;3094.0;3225.0;4635.0;1684.0;58.0;;;33.0;5822.0;2848.0;2974.0;4441.0;1381.0;92.0;2.4;380.0;5.5;5.5;2350.0;2350.0;3502.0;1976.0;60.0;218.0;126.0;37.0;57.0;33.0;10.0;14.0;;;;;60.0;;;;;;100.0;100.0;;;97.0;100.0;51.0;49.0;89.0;100.0
653;65-67 Financiële instellingen;500 en meer werknemers;2005;90.0;50.0;40.0;6.0;77.0;7.0;57.0;54.0;55.0;52.0;62.0;54.0;46.0;59.0;55.0;64.0;57.0;48.0;;;;;;;;4005.0;2383.0;1622.0;3340.0;664.0;44.0;43.0;41.0;;;;;;;;;340.0;3.4;3.6;2024.0;2150.0;3772.0;;85.0;172.0;142.0;26.0;51.0;42.0;8.0;6.0;;;;;6.0;;;;;;93.0;90.0;69.0;90.0;41.0;64.0;30.0;23.0;43.0;59.0
654;65-67 Financiële instellingen;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
655;65-67 Financiële instellingen;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
656;65-67 Financiële instellingen;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
657;65-67 Financiële instellingen;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
658;65-67 Financiële instellingen;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
659;65-67 Financiële instellingen;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
660;65-66 Bank-, verzekeringswezen;Totaal bedrijfsgrootte;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
661;65-66 Bank-, verzekeringswezen;Totaal bedrijfsgrootte;1999;123.0;65.0;58.0;;;;66.0;65.0;64.0;67.0;;;;;;;;;220.0;116.0;104.0;122.0;97.0;117.0;118.0;6846.0;3418.0;3428.0;4617.0;2229.0;56.0;;;31.0;6035.0;2980.0;3055.0;4398.0;1637.0;88.0;2.1;407.0;5.0;5.0;2166.0;2183.0;3319.0;1852.0;59.0;238.0;131.0;38.0;58.0;32.0;9.0;10.0;7.0;1.0;0.0;2.0;29.0;0.0;3.0;23.0;0.0;3.0;95.0;89.0;;;62.0;79.0;25.0;18.0;52.0;73.0
662;65-66 Bank-, verzekeringswezen;Totaal bedrijfsgrootte;2005;113.0;60.0;53.0;7.0;97.0;9.0;58.0;54.0;54.0;54.0;54.0;55.0;46.0;58.0;57.0;58.0;58.0;49.0;;;;;;;;4451.0;2586.0;1865.0;3456.0;995.0;39.0;43.0;35.0;;;;;;;;;380.0;3.1;3.3;1811.0;1930.0;3349.0;;85.0;189.0;155.0;36.0;50.0;41.0;9.0;13.0;;;;;6.0;;;;;;71.0;64.0;21.0;63.0;33.0;42.0;11.0;10.0;21.0;37.0
663;65-66 Bank-, verzekeringswezen;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
664;65-66 Bank-, verzekeringswezen;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
665;65-66 Bank-, verzekeringswezen;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
666;65-66 Bank-, verzekeringswezen;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
667;65-66 Bank-, verzekeringswezen;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
668;65-66 Bank-, verzekeringswezen;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
669;65-66 Bank-, verzekeringswezen;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
670;65-66 Bank-, verzekeringswezen;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
671;65-66 Bank-, verzekeringswezen;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
672;65-66 Bank-, verzekeringswezen;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
673;65-66 Bank-, verzekeringswezen;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
674;65-66 Bank-, verzekeringswezen;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
675;65-66 Bank-, verzekeringswezen;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
676;65-66 Bank-, verzekeringswezen;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
677;65-66 Bank-, verzekeringswezen;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
678;65-66 Bank-, verzekeringswezen;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
679;65-66 Bank-, verzekeringswezen;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
680;65-66 Bank-, verzekeringswezen;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
681;65-66 Bank-, verzekeringswezen;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
682;65-66 Bank-, verzekeringswezen;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
683;65-66 Bank-, verzekeringswezen;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
684;65-66 Bank-, verzekeringswezen;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
685;65-66 Bank-, verzekeringswezen;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
686;65-66 Bank-, verzekeringswezen;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
687;65-66 Bank-, verzekeringswezen;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
688;65-66 Bank-, verzekeringswezen;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
689;65-66 Bank-, verzekeringswezen;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
690;65-66 Bank-, verzekeringswezen;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691;65-66 Bank-, verzekeringswezen;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
692;65-66 Bank-, verzekeringswezen;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
693;67 Actviteiten t.b.v. financiële inst.;Totaal bedrijfsgrootte;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
694;67 Actviteiten t.b.v. financiële inst.;Totaal bedrijfsgrootte;1999;18.0;10.0;7.0;;;;65.0;63.0;67.0;58.0;;;;;;;;;38.0;22.0;15.0;23.0;15.0;134.0;138.0;974.0;584.0;390.0;513.0;461.0;55.0;;;26.0;694.0;420.0;273.0;477.0;217.0;71.0;1.7;37.0;3.8;3.9;1302.0;1341.0;2063.0;975.0;38.0;18.0;14.0;4.0;50.0;39.0;11.0;3.0;3.0;0.0;0.0;0.0;18.0;0.0;0.0;18.0;0.0;1.0;94.0;92.0;;;53.0;83.0;16.0;16.0;59.0;71.0
695;67 Actviteiten t.b.v. financiële inst.;Totaal bedrijfsgrootte;2005;21.0;11.0;10.0;2.0;17.0;1.0;55.0;54.0;56.0;53.0;55.0;55.0;46.0;57.0;54.0;56.0;56.0;46.0;;;;;;;;467.0;294.0;173.0;138.0;330.0;23.0;28.0;17.0;;;;;;;;;39.0;1.9;1.9;1025.0;1042.0;1884.0;;83.0;22.0;15.0;2.0;58.0;38.0;4.0;5.0;;;;;2.0;;;;;;91.0;87.0;33.0;84.0;34.0;74.0;5.0;9.0;37.0;71.0
696;67 Actviteiten t.b.v. financiële inst.;10-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
697;67 Actviteiten t.b.v. financiële inst.;10-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
698;67 Actviteiten t.b.v. financiële inst.;10-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
699;67 Actviteiten t.b.v. financiële inst.;10-19 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
700;67 Actviteiten t.b.v. financiële inst.;10-19 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
701;67 Actviteiten t.b.v. financiële inst.;10-19 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
702;67 Actviteiten t.b.v. financiële inst.;20-49 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
703;67 Actviteiten t.b.v. financiële inst.;20-49 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
704;67 Actviteiten t.b.v. financiële inst.;20-49 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
705;67 Actviteiten t.b.v. financiële inst.;50-99 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
706;67 Actviteiten t.b.v. financiële inst.;50-99 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
707;67 Actviteiten t.b.v. financiële inst.;50-99 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
708;67 Actviteiten t.b.v. financiële inst.;100-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
709;67 Actviteiten t.b.v. financiële inst.;100-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
710;67 Actviteiten t.b.v. financiële inst.;100-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
711;67 Actviteiten t.b.v. financiële inst.;100-199 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
712;67 Actviteiten t.b.v. financiële inst.;100-199 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
713;67 Actviteiten t.b.v. financiële inst.;100-199 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
714;67 Actviteiten t.b.v. financiële inst.;200-499 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
715;67 Actviteiten t.b.v. financiële inst.;200-499 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
716;67 Actviteiten t.b.v. financiële inst.;200-499 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
717;67 Actviteiten t.b.v. financiële inst.;500 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
718;67 Actviteiten t.b.v. financiële inst.;500 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
719;67 Actviteiten t.b.v. financiële inst.;500 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
720;67 Actviteiten t.b.v. financiële inst.;500-999 werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
721;67 Actviteiten t.b.v. financiële inst.;500-999 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
722;67 Actviteiten t.b.v. financiële inst.;500-999 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
723;67 Actviteiten t.b.v. financiële inst.;1000 en meer werknemers;1993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
724;67 Actviteiten t.b.v. financiële inst.;1000 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
725;67 Actviteiten t.b.v. financiële inst.;1000 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
