ID;Geslacht;Nationaliteit;Regio;Bewoners_1
371;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Schiedam;38.0
372;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Enschede;4.0
373;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Delft;6.0
374;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Leeuwarden;2.0
375;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Heerlen;6.0
376;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Breda;3.0
377;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;'s-Hertogenbosch;9.0
378;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Velsen;19.0
379;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Emmen;0.0
380;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Zwolle;4.0
381;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Amersfoort;12.0
382;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Kerkrade;0.0
383;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Deventer;6.0
384;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Hengelo (O.);7.0
385;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Zaandam;3.0
386;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Almelo;5.0
387;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Lonneker;9.0
388;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Ede;0.0
389;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Helder (Den);0.0
390;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Gouda;5.0
391;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Alkmaar;2.0
392;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Vlaardingen;2.0
393;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Haarlemmermeer;1.0
394;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Helmond;7.0
395;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Bussum;13.0
396;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Zeist;24.0
397;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Rheden;7.0
398;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Venlo;2.0
399;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Roosendaal en Nispen;36.0
400;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Vlissingen;6.0
401;Totaal mannen en vrouwen;Groot-Britannië en Noord-Ierland;Bergen op Zoom;2.0
402;Totaal mannen en vrouwen;Frankrijk;Nederland;2053.0
403;Totaal mannen en vrouwen;Frankrijk;Groningen (provincie);19.0
404;Totaal mannen en vrouwen;Frankrijk;Friesland;1.0
405;Totaal mannen en vrouwen;Frankrijk;Drenthe;1.0
406;Totaal mannen en vrouwen;Frankrijk;Overijssel;25.0
407;Totaal mannen en vrouwen;Frankrijk;Gelderland;108.0
408;Totaal mannen en vrouwen;Frankrijk;Utrecht (provincie);39.0
409;Totaal mannen en vrouwen;Frankrijk;Noord-Holland;282.0
410;Totaal mannen en vrouwen;Frankrijk;Zuid-Holland;417.0
411;Totaal mannen en vrouwen;Frankrijk;Zeeland;462.0
412;Totaal mannen en vrouwen;Frankrijk;Noord-Brabant;170.0
413;Totaal mannen en vrouwen;Frankrijk;Limburg;529.0
414;Totaal mannen en vrouwen;Frankrijk;Gemeenten met meer dan 100000 inwoners;669.0
415;Totaal mannen en vrouwen;Frankrijk;Gemeenten met 50001 - 100000 inwoners;207.0
416;Totaal mannen en vrouwen;Frankrijk;Gemeenten met 20001 - 50000 inwoners;124.0
417;Totaal mannen en vrouwen;Frankrijk;Gemeenten met 10001 - 20000 inwoners;186.0
418;Totaal mannen en vrouwen;Frankrijk;Gemeenten met 5001 - 10000 inwoners;136.0
419;Totaal mannen en vrouwen;Frankrijk;Gemeenten met 2001 - 5000 inwoners;559.0
420;Totaal mannen en vrouwen;Frankrijk;Gemeenten met 1001 - 2000 inwoners;128.0
421;Totaal mannen en vrouwen;Frankrijk;Gemeenten met 501 - 1000 inwoners;2.0
422;Totaal mannen en vrouwen;Frankrijk;Gemeenten met 500 of minder inwoners;42.0
423;Totaal mannen en vrouwen;Frankrijk;Amsterdam;240.0
424;Totaal mannen en vrouwen;Frankrijk;Rotterdam;134.0
425;Totaal mannen en vrouwen;Frankrijk;'s-Gravenhage;246.0
426;Totaal mannen en vrouwen;Frankrijk;Utrecht;17.0
427;Totaal mannen en vrouwen;Frankrijk;Haarlem;13.0
428;Totaal mannen en vrouwen;Frankrijk;Groningen;19.0
429;Totaal mannen en vrouwen;Frankrijk;Eindhoven;27.0
430;Totaal mannen en vrouwen;Frankrijk;Nijmegen;27.0
431;Totaal mannen en vrouwen;Frankrijk;Tilburg;9.0
432;Totaal mannen en vrouwen;Frankrijk;Arnhem;11.0
433;Totaal mannen en vrouwen;Frankrijk;Leiden;6.0
434;Totaal mannen en vrouwen;Frankrijk;Maastricht;99.0
435;Totaal mannen en vrouwen;Frankrijk;Apeldoorn;2.0
436;Totaal mannen en vrouwen;Frankrijk;Hilversum;7.0
437;Totaal mannen en vrouwen;Frankrijk;Dordrecht;6.0
438;Totaal mannen en vrouwen;Frankrijk;Schiedam;2.0
439;Totaal mannen en vrouwen;Frankrijk;Enschede;9.0
440;Totaal mannen en vrouwen;Frankrijk;Delft;2.0
441;Totaal mannen en vrouwen;Frankrijk;Leeuwarden;1.0
442;Totaal mannen en vrouwen;Frankrijk;Heerlen;59.0
443;Totaal mannen en vrouwen;Frankrijk;Breda;6.0
444;Totaal mannen en vrouwen;Frankrijk;'s-Hertogenbosch;2.0
445;Totaal mannen en vrouwen;Frankrijk;Velsen;0.0
446;Totaal mannen en vrouwen;Frankrijk;Emmen;0.0
447;Totaal mannen en vrouwen;Frankrijk;Zwolle;3.0
448;Totaal mannen en vrouwen;Frankrijk;Amersfoort;6.0
449;Totaal mannen en vrouwen;Frankrijk;Kerkrade;14.0
450;Totaal mannen en vrouwen;Frankrijk;Deventer;0.0
451;Totaal mannen en vrouwen;Frankrijk;Hengelo (O.);2.0
452;Totaal mannen en vrouwen;Frankrijk;Zaandam;2.0
453;Totaal mannen en vrouwen;Frankrijk;Almelo;5.0
454;Totaal mannen en vrouwen;Frankrijk;Lonneker;0.0
455;Totaal mannen en vrouwen;Frankrijk;Ede;1.0
456;Totaal mannen en vrouwen;Frankrijk;Helder (Den);1.0
457;Totaal mannen en vrouwen;Frankrijk;Gouda;2.0
458;Totaal mannen en vrouwen;Frankrijk;Alkmaar;0.0
459;Totaal mannen en vrouwen;Frankrijk;Vlaardingen;0.0
460;Totaal mannen en vrouwen;Frankrijk;Haarlemmermeer;2.0
461;Totaal mannen en vrouwen;Frankrijk;Helmond;0.0
462;Totaal mannen en vrouwen;Frankrijk;Bussum;3.0
463;Totaal mannen en vrouwen;Frankrijk;Zeist;7.0
464;Totaal mannen en vrouwen;Frankrijk;Rheden;0.0
465;Totaal mannen en vrouwen;Frankrijk;Venlo;2.0
466;Totaal mannen en vrouwen;Frankrijk;Roosendaal en Nispen;4.0
467;Totaal mannen en vrouwen;Frankrijk;Vlissingen;0.0
468;Totaal mannen en vrouwen;Frankrijk;Bergen op Zoom;2.0
469;Totaal mannen en vrouwen;Italië;Nederland;2606.0
470;Totaal mannen en vrouwen;Italië;Groningen (provincie);7.0
471;Totaal mannen en vrouwen;Italië;Friesland;27.0
472;Totaal mannen en vrouwen;Italië;Drenthe;1.0
473;Totaal mannen en vrouwen;Italië;Overijssel;120.0
474;Totaal mannen en vrouwen;Italië;Gelderland;124.0
475;Totaal mannen en vrouwen;Italië;Utrecht (provincie);109.0
476;Totaal mannen en vrouwen;Italië;Noord-Holland;532.0
477;Totaal mannen en vrouwen;Italië;Zuid-Holland;604.0
478;Totaal mannen en vrouwen;Italië;Zeeland;67.0
479;Totaal mannen en vrouwen;Italië;Noord-Brabant;248.0
480;Totaal mannen en vrouwen;Italië;Limburg;767.0
481;Totaal mannen en vrouwen;Italië;Gemeenten met meer dan 100000 inwoners;991.0
482;Totaal mannen en vrouwen;Italië;Gemeenten met 50001 - 100000 inwoners;375.0
483;Totaal mannen en vrouwen;Italië;Gemeenten met 20001 - 50000 inwoners;676.0
484;Totaal mannen en vrouwen;Italië;Gemeenten met 10001 - 20000 inwoners;259.0
485;Totaal mannen en vrouwen;Italië;Gemeenten met 5001 - 10000 inwoners;151.0
486;Totaal mannen en vrouwen;Italië;Gemeenten met 2001 - 5000 inwoners;123.0
487;Totaal mannen en vrouwen;Italië;Gemeenten met 1001 - 2000 inwoners;26.0
488;Totaal mannen en vrouwen;Italië;Gemeenten met 501 - 1000 inwoners;5.0
489;Totaal mannen en vrouwen;Italië;Gemeenten met 500 of minder inwoners;0.0
490;Totaal mannen en vrouwen;Italië;Amsterdam;280.0
491;Totaal mannen en vrouwen;Italië;Rotterdam;205.0
492;Totaal mannen en vrouwen;Italië;'s-Gravenhage;327.0
493;Totaal mannen en vrouwen;Italië;Utrecht;54.0
494;Totaal mannen en vrouwen;Italië;Haarlem;119.0
495;Totaal mannen en vrouwen;Italië;Groningen;6.0
496;Totaal mannen en vrouwen;Italië;Eindhoven;94.0
497;Totaal mannen en vrouwen;Italië;Nijmegen;46.0
498;Totaal mannen en vrouwen;Italië;Tilburg;47.0
499;Totaal mannen en vrouwen;Italië;Arnhem;32.0
500;Totaal mannen en vrouwen;Italië;Leiden;25.0
501;Totaal mannen en vrouwen;Italië;Maastricht;54.0
502;Totaal mannen en vrouwen;Italië;Apeldoorn;5.0
503;Totaal mannen en vrouwen;Italië;Hilversum;23.0
504;Totaal mannen en vrouwen;Italië;Dordrecht;8.0
505;Totaal mannen en vrouwen;Italië;Schiedam;6.0
506;Totaal mannen en vrouwen;Italië;Enschede;33.0
507;Totaal mannen en vrouwen;Italië;Delft;2.0
508;Totaal mannen en vrouwen;Italië;Leeuwarden;8.0
509;Totaal mannen en vrouwen;Italië;Heerlen;224.0
510;Totaal mannen en vrouwen;Italië;Breda;30.0
511;Totaal mannen en vrouwen;Italië;'s-Hertogenbosch;34.0
512;Totaal mannen en vrouwen;Italië;Velsen;18.0
513;Totaal mannen en vrouwen;Italië;Emmen;0.0
514;Totaal mannen en vrouwen;Italië;Zwolle;13.0
515;Totaal mannen en vrouwen;Italië;Amersfoort;33.0
516;Totaal mannen en vrouwen;Italië;Kerkrade;101.0
517;Totaal mannen en vrouwen;Italië;Deventer;15.0
518;Totaal mannen en vrouwen;Italië;Hengelo (O.);27.0
519;Totaal mannen en vrouwen;Italië;Zaandam;5.0
520;Totaal mannen en vrouwen;Italië;Almelo;11.0
521;Totaal mannen en vrouwen;Italië;Lonneker;6.0
522;Totaal mannen en vrouwen;Italië;Ede;0.0
523;Totaal mannen en vrouwen;Italië;Helder (Den);8.0
524;Totaal mannen en vrouwen;Italië;Gouda;0.0
525;Totaal mannen en vrouwen;Italië;Alkmaar;48.0
526;Totaal mannen en vrouwen;Italië;Vlaardingen;23.0
527;Totaal mannen en vrouwen;Italië;Haarlemmermeer;0.0
528;Totaal mannen en vrouwen;Italië;Helmond;5.0
529;Totaal mannen en vrouwen;Italië;Bussum;17.0
530;Totaal mannen en vrouwen;Italië;Zeist;1.0
531;Totaal mannen en vrouwen;Italië;Rheden;1.0
532;Totaal mannen en vrouwen;Italië;Venlo;26.0
533;Totaal mannen en vrouwen;Italië;Roosendaal en Nispen;4.0
534;Totaal mannen en vrouwen;Italië;Vlissingen;0.0
535;Totaal mannen en vrouwen;Italië;Bergen op Zoom;18.0
536;Totaal mannen en vrouwen;Zwitserland;Nederland;1140.0
537;Totaal mannen en vrouwen;Zwitserland;Groningen (provincie);13.0
538;Totaal mannen en vrouwen;Zwitserland;Friesland;4.0
539;Totaal mannen en vrouwen;Zwitserland;Drenthe;6.0
540;Totaal mannen en vrouwen;Zwitserland;Overijssel;25.0
541;Totaal mannen en vrouwen;Zwitserland;Gelderland;76.0
542;Totaal mannen en vrouwen;Zwitserland;Utrecht (provincie);74.0
543;Totaal mannen en vrouwen;Zwitserland;Noord-Holland;401.0
544;Totaal mannen en vrouwen;Zwitserland;Zuid-Holland;376.0
545;Totaal mannen en vrouwen;Zwitserland;Zeeland;10.0
546;Totaal mannen en vrouwen;Zwitserland;Noord-Brabant;62.0
547;Totaal mannen en vrouwen;Zwitserland;Limburg;93.0
548;Totaal mannen en vrouwen;Zwitserland;Gemeenten met meer dan 100000 inwoners;672.0
549;Totaal mannen en vrouwen;Zwitserland;Gemeenten met 50001 - 100000 inwoners;117.0
550;Totaal mannen en vrouwen;Zwitserland;Gemeenten met 20001 - 50000 inwoners;80.0
551;Totaal mannen en vrouwen;Zwitserland;Gemeenten met 10001 - 20000 inwoners;125.0
552;Totaal mannen en vrouwen;Zwitserland;Gemeenten met 5001 - 10000 inwoners;68.0
553;Totaal mannen en vrouwen;Zwitserland;Gemeenten met 2001 - 5000 inwoners;54.0
554;Totaal mannen en vrouwen;Zwitserland;Gemeenten met 1001 - 2000 inwoners;18.0
555;Totaal mannen en vrouwen;Zwitserland;Gemeenten met 501 - 1000 inwoners;1.0
556;Totaal mannen en vrouwen;Zwitserland;Gemeenten met 500 of minder inwoners;5.0
557;Totaal mannen en vrouwen;Zwitserland;Amsterdam;275.0
558;Totaal mannen en vrouwen;Zwitserland;Rotterdam;127.0
559;Totaal mannen en vrouwen;Zwitserland;'s-Gravenhage;179.0
560;Totaal mannen en vrouwen;Zwitserland;Utrecht;39.0
561;Totaal mannen en vrouwen;Zwitserland;Haarlem;41.0
562;Totaal mannen en vrouwen;Zwitserland;Groningen;11.0
563;Totaal mannen en vrouwen;Zwitserland;Eindhoven;18.0
564;Totaal mannen en vrouwen;Zwitserland;Nijmegen;12.0
565;Totaal mannen en vrouwen;Zwitserland;Tilburg;1.0
566;Totaal mannen en vrouwen;Zwitserland;Arnhem;20.0
567;Totaal mannen en vrouwen;Zwitserland;Leiden;4.0
568;Totaal mannen en vrouwen;Zwitserland;Maastricht;13.0
569;Totaal mannen en vrouwen;Zwitserland;Apeldoorn;3.0
570;Totaal mannen en vrouwen;Zwitserland;Hilversum;11.0
571;Totaal mannen en vrouwen;Zwitserland;Dordrecht;7.0
572;Totaal mannen en vrouwen;Zwitserland;Schiedam;5.0
573;Totaal mannen en vrouwen;Zwitserland;Enschede;6.0
574;Totaal mannen en vrouwen;Zwitserland;Delft;17.0
575;Totaal mannen en vrouwen;Zwitserland;Leeuwarden;0.0
576;Totaal mannen en vrouwen;Zwitserland;Heerlen;2.0
577;Totaal mannen en vrouwen;Zwitserland;Breda;3.0
578;Totaal mannen en vrouwen;Zwitserland;'s-Hertogenbosch;0.0
579;Totaal mannen en vrouwen;Zwitserland;Velsen;3.0
580;Totaal mannen en vrouwen;Zwitserland;Emmen;5.0
581;Totaal mannen en vrouwen;Zwitserland;Zwolle;0.0
582;Totaal mannen en vrouwen;Zwitserland;Amersfoort;2.0
583;Totaal mannen en vrouwen;Zwitserland;Kerkrade;19.0
584;Totaal mannen en vrouwen;Zwitserland;Deventer;7.0
585;Totaal mannen en vrouwen;Zwitserland;Hengelo (O.);0.0
586;Totaal mannen en vrouwen;Zwitserland;Zaandam;0.0
587;Totaal mannen en vrouwen;Zwitserland;Almelo;9.0
588;Totaal mannen en vrouwen;Zwitserland;Lonneker;0.0
589;Totaal mannen en vrouwen;Zwitserland;Ede;1.0
590;Totaal mannen en vrouwen;Zwitserland;Helder (Den);1.0
591;Totaal mannen en vrouwen;Zwitserland;Gouda;0.0
592;Totaal mannen en vrouwen;Zwitserland;Alkmaar;3.0
593;Totaal mannen en vrouwen;Zwitserland;Vlaardingen;0.0
594;Totaal mannen en vrouwen;Zwitserland;Haarlemmermeer;0.0
595;Totaal mannen en vrouwen;Zwitserland;Helmond;0.0
596;Totaal mannen en vrouwen;Zwitserland;Bussum;11.0
597;Totaal mannen en vrouwen;Zwitserland;Zeist;5.0
598;Totaal mannen en vrouwen;Zwitserland;Rheden;3.0
599;Totaal mannen en vrouwen;Zwitserland;Venlo;6.0
600;Totaal mannen en vrouwen;Zwitserland;Roosendaal en Nispen;0.0
601;Totaal mannen en vrouwen;Zwitserland;Vlissingen;0.0
602;Totaal mannen en vrouwen;Zwitserland;Bergen op Zoom;0.0
603;Totaal mannen en vrouwen;Oostenrijk;Nederland;8841.0
604;Totaal mannen en vrouwen;Oostenrijk;Groningen (provincie);70.0
605;Totaal mannen en vrouwen;Oostenrijk;Friesland;100.0
606;Totaal mannen en vrouwen;Oostenrijk;Drenthe;21.0
607;Totaal mannen en vrouwen;Oostenrijk;Overijssel;136.0
608;Totaal mannen en vrouwen;Oostenrijk;Gelderland;264.0
609;Totaal mannen en vrouwen;Oostenrijk;Utrecht (provincie);231.0
610;Totaal mannen en vrouwen;Oostenrijk;Noord-Holland;2041.0
611;Totaal mannen en vrouwen;Oostenrijk;Zuid-Holland;3013.0
612;Totaal mannen en vrouwen;Oostenrijk;Zeeland;86.0
613;Totaal mannen en vrouwen;Oostenrijk;Noord-Brabant;759.0
614;Totaal mannen en vrouwen;Oostenrijk;Limburg;2120.0
615;Totaal mannen en vrouwen;Oostenrijk;Gemeenten met meer dan 100000 inwoners;3829.0
616;Totaal mannen en vrouwen;Oostenrijk;Gemeenten met 50001 - 100000 inwoners;1030.0
617;Totaal mannen en vrouwen;Oostenrijk;Gemeenten met 20001 - 50000 inwoners;1427.0
618;Totaal mannen en vrouwen;Oostenrijk;Gemeenten met 10001 - 20000 inwoners;1305.0
619;Totaal mannen en vrouwen;Oostenrijk;Gemeenten met 5001 - 10000 inwoners;677.0
620;Totaal mannen en vrouwen;Oostenrijk;Gemeenten met 2001 - 5000 inwoners;455.0
621;Totaal mannen en vrouwen;Oostenrijk;Gemeenten met 1001 - 2000 inwoners;87.0
622;Totaal mannen en vrouwen;Oostenrijk;Gemeenten met 501 - 1000 inwoners;29.0
623;Totaal mannen en vrouwen;Oostenrijk;Gemeenten met 500 of minder inwoners;2.0
624;Totaal mannen en vrouwen;Oostenrijk;Amsterdam;1384.0
625;Totaal mannen en vrouwen;Oostenrijk;Rotterdam;457.0
626;Totaal mannen en vrouwen;Oostenrijk;'s-Gravenhage;1746.0
627;Totaal mannen en vrouwen;Oostenrijk;Utrecht;98.0
628;Totaal mannen en vrouwen;Oostenrijk;Haarlem;103.0
629;Totaal mannen en vrouwen;Oostenrijk;Groningen;41.0
630;Totaal mannen en vrouwen;Oostenrijk;Eindhoven;406.0
631;Totaal mannen en vrouwen;Oostenrijk;Nijmegen;39.0
632;Totaal mannen en vrouwen;Oostenrijk;Tilburg;61.0
633;Totaal mannen en vrouwen;Oostenrijk;Arnhem;47.0
634;Totaal mannen en vrouwen;Oostenrijk;Leiden;42.0
635;Totaal mannen en vrouwen;Oostenrijk;Maastricht;27.0
636;Totaal mannen en vrouwen;Oostenrijk;Apeldoorn;28.0
637;Totaal mannen en vrouwen;Oostenrijk;Hilversum;96.0
638;Totaal mannen en vrouwen;Oostenrijk;Dordrecht;231.0
639;Totaal mannen en vrouwen;Oostenrijk;Schiedam;15.0
640;Totaal mannen en vrouwen;Oostenrijk;Enschede;13.0
641;Totaal mannen en vrouwen;Oostenrijk;Delft;25.0
642;Totaal mannen en vrouwen;Oostenrijk;Leeuwarden;35.0
643;Totaal mannen en vrouwen;Oostenrijk;Heerlen;509.0
644;Totaal mannen en vrouwen;Oostenrijk;Breda;32.0
645;Totaal mannen en vrouwen;Oostenrijk;'s-Hertogenbosch;15.0
646;Totaal mannen en vrouwen;Oostenrijk;Velsen;17.0
647;Totaal mannen en vrouwen;Oostenrijk;Emmen;3.0
648;Totaal mannen en vrouwen;Oostenrijk;Zwolle;9.0
649;Totaal mannen en vrouwen;Oostenrijk;Amersfoort;19.0
650;Totaal mannen en vrouwen;Oostenrijk;Kerkrade;448.0
651;Totaal mannen en vrouwen;Oostenrijk;Deventer;11.0
652;Totaal mannen en vrouwen;Oostenrijk;Hengelo (O.);22.0
653;Totaal mannen en vrouwen;Oostenrijk;Zaandam;21.0
654;Totaal mannen en vrouwen;Oostenrijk;Almelo;21.0
655;Totaal mannen en vrouwen;Oostenrijk;Lonneker;13.0
656;Totaal mannen en vrouwen;Oostenrijk;Ede;5.0
657;Totaal mannen en vrouwen;Oostenrijk;Helder (Den);11.0
658;Totaal mannen en vrouwen;Oostenrijk;Gouda;14.0
659;Totaal mannen en vrouwen;Oostenrijk;Alkmaar;36.0
660;Totaal mannen en vrouwen;Oostenrijk;Vlaardingen;4.0
661;Totaal mannen en vrouwen;Oostenrijk;Haarlemmermeer;8.0
662;Totaal mannen en vrouwen;Oostenrijk;Helmond;12.0
663;Totaal mannen en vrouwen;Oostenrijk;Bussum;85.0
664;Totaal mannen en vrouwen;Oostenrijk;Zeist;22.0
665;Totaal mannen en vrouwen;Oostenrijk;Rheden;12.0
666;Totaal mannen en vrouwen;Oostenrijk;Venlo;12.0
667;Totaal mannen en vrouwen;Oostenrijk;Roosendaal en Nispen;8.0
668;Totaal mannen en vrouwen;Oostenrijk;Vlissingen;14.0
669;Totaal mannen en vrouwen;Oostenrijk;Bergen op Zoom;9.0
670;Totaal mannen en vrouwen;Hongarije;Nederland;2826.0
671;Totaal mannen en vrouwen;Hongarije;Groningen (provincie);49.0
672;Totaal mannen en vrouwen;Hongarije;Friesland;64.0
673;Totaal mannen en vrouwen;Hongarije;Drenthe;2.0
674;Totaal mannen en vrouwen;Hongarije;Overijssel;156.0
675;Totaal mannen en vrouwen;Hongarije;Gelderland;108.0
676;Totaal mannen en vrouwen;Hongarije;Utrecht (provincie);124.0
677;Totaal mannen en vrouwen;Hongarije;Noord-Holland;609.0
678;Totaal mannen en vrouwen;Hongarije;Zuid-Holland;768.0
679;Totaal mannen en vrouwen;Hongarije;Zeeland;37.0
680;Totaal mannen en vrouwen;Hongarije;Noord-Brabant;157.0
681;Totaal mannen en vrouwen;Hongarije;Limburg;752.0
682;Totaal mannen en vrouwen;Hongarije;Gemeenten met meer dan 100000 inwoners;991.0
683;Totaal mannen en vrouwen;Hongarije;Gemeenten met 50001 - 100000 inwoners;232.0
684;Totaal mannen en vrouwen;Hongarije;Gemeenten met 20001 - 50000 inwoners;478.0
685;Totaal mannen en vrouwen;Hongarije;Gemeenten met 10001 - 20000 inwoners;541.0
686;Totaal mannen en vrouwen;Hongarije;Gemeenten met 5001 - 10000 inwoners;297.0
687;Totaal mannen en vrouwen;Hongarije;Gemeenten met 2001 - 5000 inwoners;214.0
688;Totaal mannen en vrouwen;Hongarije;Gemeenten met 1001 - 2000 inwoners;56.0
689;Totaal mannen en vrouwen;Hongarije;Gemeenten met 501 - 1000 inwoners;17.0
690;Totaal mannen en vrouwen;Hongarije;Gemeenten met 500 of minder inwoners;0.0
691;Totaal mannen en vrouwen;Hongarije;Amsterdam;393.0
692;Totaal mannen en vrouwen;Hongarije;Rotterdam;139.0
693;Totaal mannen en vrouwen;Hongarije;'s-Gravenhage;347.0
694;Totaal mannen en vrouwen;Hongarije;Utrecht;52.0
695;Totaal mannen en vrouwen;Hongarije;Haarlem;40.0
696;Totaal mannen en vrouwen;Hongarije;Groningen;20.0
697;Totaal mannen en vrouwen;Hongarije;Eindhoven;27.0
698;Totaal mannen en vrouwen;Hongarije;Nijmegen;7.0
699;Totaal mannen en vrouwen;Hongarije;Tilburg;13.0
700;Totaal mannen en vrouwen;Hongarije;Arnhem;24.0
701;Totaal mannen en vrouwen;Hongarije;Leiden;59.0
702;Totaal mannen en vrouwen;Hongarije;Maastricht;13.0
703;Totaal mannen en vrouwen;Hongarije;Apeldoorn;3.0
704;Totaal mannen en vrouwen;Hongarije;Hilversum;15.0
705;Totaal mannen en vrouwen;Hongarije;Dordrecht;14.0
706;Totaal mannen en vrouwen;Hongarije;Schiedam;26.0
707;Totaal mannen en vrouwen;Hongarije;Enschede;24.0
708;Totaal mannen en vrouwen;Hongarije;Delft;7.0
709;Totaal mannen en vrouwen;Hongarije;Leeuwarden;10.0
710;Totaal mannen en vrouwen;Hongarije;Heerlen;254.0
