ID;Indelingen;Stroomgebieddistricten;Perioden;VolumeAfvalwater_1;ChemischZuurstofVerbruik_2;BiochemischZuurstofVerbruik_3;StikstofverbindingenAlsN_4;FosforverbindingenAlsP_5;Koper_6;Chroom_7;Zink_8;Lood_9;Cadmium_10;Nikkel_11;Kwik_12;Arseen_13;ChemischZuurstofVerbruik_14;BiochemischZuurstofVerbruik_15;StikstofverbindingenAlsN_16;FosforverbindingenAlsP_17;ZwevendStof_18;VolumeAfvalwater_19;ChemischZuurstofVerbruik_20;BiochemischZuurstofVerbruik_21;StikstofverbindingenAlsN_22;FosforverbindingenAlsP_23;Koper_24;Chroom_25;Zink_26;Lood_27;Cadmium_28;Nikkel_29;Kwik_30;Arseen_31;ChemischZuurstofVerbruik_32;BiochemischZuurstofVerbruik_33;StikstofverbindingenAlsN_34;FosforverbindingenAlsP_35;ZwevendStof_36;ChemischZuurstofVerbruik_37;BiochemischZuurstofVerbruik_38;StikstofverbindingenAlsN_39;FosforverbindingenAlsP_40;ChemischZuurstofVerbruik_41;BiochemischZuurstofVerbruik_42;StikstofverbindingenAlsN_43;FosforverbindingenAlsP_44;SlibbelastingCZV_45;SlibbelastingBZV_46;Slibindex_47;Slibconcentratie_48;Slibleeftijd_49;SpecifiekeSlibproductiePerVerwijdCZV_50;SpecifiekeSlibproductiePerVerwijdBZV_51;SpecifiekEnergieverbruikPerVerwTZV_52
4944;Lozing op bodem/bodemverzinking;Schelde;1992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4945;Lozing op bodem/bodemverzinking;Schelde;1993;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4946;Lozing op bodem/bodemverzinking;Schelde;1994;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4947;Lozing op bodem/bodemverzinking;Schelde;1995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4948;Lozing op bodem/bodemverzinking;Schelde;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4949;Lozing op bodem/bodemverzinking;Schelde;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4950;Lozing op bodem/bodemverzinking;Schelde;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4951;Lozing op bodem/bodemverzinking;Schelde;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4952;Lozing op bodem/bodemverzinking;Schelde;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4953;Lozing op bodem/bodemverzinking;Schelde;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4954;Lozing op bodem/bodemverzinking;Schelde;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4955;Lozing op bodem/bodemverzinking;Schelde;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4956;Lozing op bodem/bodemverzinking;Schelde;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4957;Lozing op bodem/bodemverzinking;Schelde;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4958;Lozing op bodem/bodemverzinking;Schelde;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4959;Lozing op bodem/bodemverzinking;Schelde;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4960;Lozing op bodem/bodemverzinking;Schelde;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4961;Lozing op bodem/bodemverzinking;Schelde;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4962;Lozing op bodem/bodemverzinking;Schelde;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4963;Lozing op bodem/bodemverzinking;Schelde;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4964;Lozing op bodem/bodemverzinking;Schelde;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4965;Lozing op bodem/bodemverzinking;Schelde;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4966;Lozing op bodem/bodemverzinking;Maas;1981;558;441;191;42;12;11;2;39;6;0;2;0;0;661;288;72;21;137;558;61;7;17;5;3;1;12;2;0;2;0;0;90;11;29;12;10;87.0;96.0;59.0;44.0;86.0;96.0;60.0;59.0;70.0;30.0;138.0;3.9;23.0;;;1900.0
4967;Lozing op bodem/bodemverzinking;Maas;1985;613;526;191;50;9;13;2;39;6;0;2;0;0;830;309;81;17;215;613;95;10;19;4;4;1;12;2;0;2;0;0;128;15;33;11;25;85.0;95.0;59.0;42.0;82.0;95.0;63.0;56.0;152.0;59.0;179.0;2.8;10.0;;;
4968;Lozing op bodem/bodemverzinking;Maas;1990;460;335;121;29;4;52;250;101;20;0;4;1;0;716;262;64;9;238;460;49;7;9;2;11;85;29;5;0;2;0;0;115;18;21;5;59;84.0;94.0;66.0;47.0;85.0;95.0;68.0;49.0;152.0;49.0;;3.5;20.0;442.0;1137.0;1070.0
4969;Lozing op bodem/bodemverzinking;Maas;1991;452;319;124;30;4;76;546;155;28;0;5;0;0;643;259;64;9;173;452;33;3;10;2;14;178;43;6;0;3;0;0;62;6;20;4;11;90.0;98.0;67.0;55.0;90.0;98.0;66.0;56.0;105.0;43.0;112.0;3.7;25.0;375.0;1031.0;940.0
4970;Lozing op bodem/bodemverzinking;Maas;1992;608;281;107;27;3;101;336;212;34;0;6;1;1;606;234;62;8;199;608;28;2;8;1;17;105;58;7;0;3;0;0;62;7;19;3;17;90.0;97.0;75.0;62.0;90.0;98.0;71.0;62.0;;;;;;;;
4971;Lozing op bodem/bodemverzinking;Maas;1993;504;348;131;28;4;89;124;186;34;0;6;0;1;672;249;59;9;221;504;29;2;9;2;13;41;44;5;0;3;0;0;55;5;16;4;8;92.0;98.0;72.0;60.0;92.0;98.0;68.0;59.0;;37.0;142.0;4.1;20.0;;1160.0;820.0
4972;Lozing op bodem/bodemverzinking;Maas;1994;140;99;36;10;1;9;1;26;3;0;1;0;0;695;253;68;10;357;140;18;3;4;1;1;0;6;1;0;0;0;0;126;23;28;4;76;82.0;91.0;59.0;55.0;82.0;91.0;59.0;57.0;;;;;;;;
4973;Lozing op bodem/bodemverzinking;Maas;1995;132;90;33;8;1;9;1;32;2;0;1;0;0;748;273;67;9;431;132;32;7;3;1;1;0;11;0;0;0;0;0;264;55;27;6;160;65.0;80.0;58.0;33.0;65.0;80.0;59.0;33.0;;62.0;176.0;3.2;13.0;;;
4974;Lozing op bodem/bodemverzinking;Maas;1996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4975;Lozing op bodem/bodemverzinking;Maas;1997;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4976;Lozing op bodem/bodemverzinking;Maas;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4977;Lozing op bodem/bodemverzinking;Maas;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4978;Lozing op bodem/bodemverzinking;Maas;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4979;Lozing op bodem/bodemverzinking;Maas;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4980;Lozing op bodem/bodemverzinking;Maas;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4981;Lozing op bodem/bodemverzinking;Maas;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4982;Lozing op bodem/bodemverzinking;Maas;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4983;Lozing op bodem/bodemverzinking;Maas;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4984;Lozing op bodem/bodemverzinking;Maas;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4985;Lozing op bodem/bodemverzinking;Maas;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4986;Lozing op bodem/bodemverzinking;Maas;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4987;Lozing op bodem/bodemverzinking;Maas;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4988;Lozing op bodem/bodemverzinking;Maas;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4989;Lozing op bodem/bodemverzinking;Maas;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4990;Lozing op bodem/bodemverzinking;Maas;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4991;Lozing op bodem/bodemverzinking;Maas;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
4992;Cap. klasse NL: tot 5 000 i.e.;Nederland;1981;34308;16087;6544;1689;499;2783;491;8809;2216;30;495;12;56;480;193;52;15;166;34308;5212;1930;878;356;835;196;2643;886;12;347;4;28;125;36;25;10;34;73.0;81.0;50.0;32.0;68.0;71.0;48.0;29.0;147.0;53.0;128.0;3.8;32.0;392.0;908.0;1259.0
4993;Cap. klasse NL: tot 5 000 i.e.;Nederland;1985;30058;14906;5779;1541;405;2437;256;6420;1627;20;302;10;44;526;204;54;14;189;30058;3739;979;798;263;731;102;1926;651;8;212;3;22;126;31;27;9;43;75.0;84.0;49.0;34.0;75.0;83.0;48.0;35.0;140.0;54.0;133.0;3.9;30.0;420.0;1016.0;438.0
4994;Cap. klasse NL: tot 5 000 i.e.;Nederland;1990;24022;13234;4929;1247;208;1919;157;4578;805;12;166;6;48;579;218;54;9;216;24022;2853;717;583;94;395;53;1291;210;5;99;2;24;114;26;23;4;43;79.0;88.0;57.0;54.0;78.0;85.0;53.0;55.0;169.0;64.0;145.0;3.6;24.0;395.0;994.0;424.0
4995;Cap. klasse NL: tot 5 000 i.e.;Nederland;1991;20259;11711;4277;1116;168;1647;130;4018;638;10;131;6;36;581;218;56;8;224;20259;2339;501;490;78;308;43;1117;149;4;75;2;18;104;21;22;4;37;81.0;90.0;60.0;56.0;80.0;88.0;56.0;53.0;165.0;63.0;131.0;3.7;25.0;402.0;936.0;399.0
4996;Cap. klasse NL: tot 5 000 i.e.;Nederland;1992;21196;10986;4136;1124;163;1556;117;4240;570;9;127;5;34;541;205;54;8;220;21196;1929;443;457;68;261;37;1162;117;4;70;2;17;83;17;20;3;21;84.0;91.0;62.0;60.0;82.0;89.0;59.0;59.0;;;;;;;;
4997;Cap. klasse NL: tot 5 000 i.e.;Nederland;1993;20732;10854;3925;1026;154;1414;136;3736;552;9;125;5;44;542;197;50;8;233;20732;1910;400;419;62;227;52;1071;83;3;67;2;23;85;17;18;3;24;83.0;91.0;62.0;60.0;82.0;90.0;59.0;60.0;190.0;70.0;134.0;3.5;22.0;367.0;912.0;374.0
4998;Cap. klasse NL: tot 5 000 i.e.;Nederland;1994;20572;9699;3589;971;144;1263;122;3444;497;11;109;5;45;503;188;50;8;369;20572;1546;276;380;54;153;23;788;60;4;50;1;21;81;15;18;3;20;83.0;91.0;63.0;62.0;84.0;92.0;61.0;62.0;;;;;;;;
4999;Cap. klasse NL: tot 5 000 i.e.;Nederland;1995;16320;8379;3134;830;122;1100;92;2985;410;8;97;3;37;540;200;52;8;278;16320;1358;239;321;44;120;19;686;50;3;47;1;19;89;16;19;3;27;83.0;92.0;64.0;64.0;84.0;92.0;61.0;64.0;160.0;58.0;127.0;3.7;23.0;430.0;1100.0;387.0
5000;Cap. klasse NL: tot 5 000 i.e.;Nederland;1996;16084;8074;3035;777;119;1094;91;2860;380;6;92;3;29;634;240;59;9;289;16084;1143;200;287;42;104;22;570;44;2;45;1;15;84;15;21;3;25;86.0;93.0;66.0;64.0;86.0;93.0;63.0;65.0;;;;;;;;
5001;Cap. klasse NL: tot 5 000 i.e.;Nederland;1997;13583;7465;2890;738;111;1080;108;2527;357;5;92;3;29;584;229;58;9;284;13583;1023;202;254;39;90;22;511;47;2;42;1;16;83;16;19;3;23;85.0;93.0;67.0;66.0;86.0;93.0;66.0;65.0;156.0;60.0;127.0;3.8;21.0;435.0;1045.0;385.0
5002;Cap. klasse NL: tot 5 000 i.e.;Nederland;1998;17529;7438;2830;744;116;1087;85;2859;350;5;84;3;55;479;183;49;7;242;17529;940;203;252;32;190;23;654;38;2;38;1;30;56;10;15;2;17;87.0;93.0;67.0;69.0;87.0;93.0;66.0;73.0;;;;;;;;
5003;Cap. klasse NL: tot 5 000 i.e.;Nederland;1999;15768;7107;2807;682;116;1035;75;2685;330;8;83;2;35;538;211;51;9;247;15768;929;167;214;31;86;15;535;42;3;36;1;19;61;9;14;2;17;87.0;93.0;70.0;70.0;87.0;94.0;69.0;73.0;181.0;70.0;142.0;3.7;19.0;397.0;958.0;408.0
5004;Cap. klasse NL: tot 5 000 i.e.;Nederland;2000;12568;6518;2481;582;90;1070;94;2710;290;4;78;2;37;516;197;48;7;227;12568;637;86;154;26;81;19;529;35;2;32;1;19;55;8;12;2;17;89.0;96.0;73.0;68.0;90.0;97.0;74.0;71.0;;;;;;;;
5005;Cap. klasse NL: tot 5 000 i.e.;Nederland;2001;12334;6153;2251;527;85;879;70;2244;297;5;71;2;35;499;183;44;7;221;12334;592;75;147;24;89;17;411;38;2;30;1;20;51;7;13;2;14;89.0;96.0;70.0;70.0;90.0;97.0;72.0;72.0;164.0;58.0;123.0;3.9;22.0;426.0;1083.0;481.0
5006;Cap. klasse NL: tot 5 000 i.e.;Nederland;2002;10556;5057;1832;487;81;754;67;2007;225;4;55;1;28;513;185;49;9;209;10556;484;56;115;23;95;20;410;46;1;24;0;13;46;5;10;2;11;90.0;97.0;78.0;69.0;90.0;97.0;76.0;72.0;;;;;;;;
5007;Cap. klasse NL: tot 5 000 i.e.;Nederland;2003;8024;4465;1740;423;69;669;57;1665;182;3;55;1;27;587;230;56;9;243;8024;377;44;92;18;76;13;340;33;1;24;0;13;49;6;12;3;12;91.0;97.0;78.0;73.0;92.0;97.0;78.0;74.0;166.0;61.0;128.0;3.9;25.0;419.0;982.0;402.0
5008;Cap. klasse NL: tot 5 000 i.e.;Nederland;2004;9654;4834;1872;437;72;797;58;2250;240;7;64;2;26;514;200;48;8;199;9654;421;46;109;22;202;18;783;78;5;35;1;13;47;5;12;3;13;90.0;97.0;74.0;67.0;91.0;98.0;75.0;69.0;;;;;;;;
5009;Cap. klasse NL: tot 5 000 i.e.;Nederland;2005;8253;4335;1610;418;71;652;53;1712;162;3;51;1;25;527;193;51;9;221;8253;380;41;85;21;38;15;235;22;1;24;0;13;46;5;10;3;11;91.0;97.0;80.0;67.0;91.0;97.0;80.0;70.0;157.0;56.0;127.0;3.9;21.0;409.0;1084.0;457.0
5010;Cap. klasse NL: tot 5 000 i.e.;Nederland;2006;8253;4454;1611;411;69;803;72;2259;269;5;74;2;35;533;190;50;8;248;8253;412;49;90;20;40;14;283;32;2;32;1;16;47;6;10;3;12;90.0;96.0;79.0;69.0;91.0;97.0;78.0;71.0;;;;;;;;
5011;Cap. klasse NL: tot 5 000 i.e.;Nederland;2007;10269;3650;1323;488;61;724;51;2030;196;4;53;1;31;423;152;54;7;214;10269;349;36;72;16;42;11;325;21;1;22;0;14;41;4;8;2;11;90.0;97.0;81.0;72.0;90.0;97.0;85.0;74.0;141.0;52.0;119.0;3.6;21.0;481.0;1263.0;444.0
5012;Cap. klasse NL: tot 5 000 i.e.;Nederland;2008;6532;3578;1301;331;60;455;35;1329;123;2;43;1;25;493;175;47;9;221;6532;274;27;62;14;28;6;186;9;1;16;0;13;39;4;9;2;9;92.0;98.0;81.0;78.0;92.0;98.0;81.0;77.0;;;;;;;;
5013;Cap. klasse NL: tot 5 000 i.e.;Nederland;2009;6432;3354;1251;310;53;504;45;1696;146;2;48;1;26;569;206;53;9;235;6432;252;26;50;11;41;10;253;12;1;19;0;12;42;4;8;2;9;92.0;98.0;84.0;77.0;92.0;98.0;84.0;78.0;135.0;49.0;120.0;3.9;21.0;710.0;1650.0;419.0
5014;Cap. klasse NL: tot 5 000 i.e.;Nederland;2010;6538;3278;1269;304;49;462;46;1565;147;3;45;1;28;497;190;47;8;207;6538;297;38;60;11;29;11;263;15;1;19;0;13;46;6;9;2;14;90.0;97.0;80.0;76.0;91.0;97.0;80.0;78.0;;;;;;;;
5015;Cap. klasse NL: tot 5 000 i.e.;Nederland;2011;6541;3211;1224;292;47;402;40;1317;103;2;39;1;33;496;190;46;7;235;6541;250;33;51;9;21;7;197;9;1;15;0;14;39;5;8;2;9;92.0;97.0;82.0;79.0;92.0;97.0;82.0;81.0;121.0;45.0;122.0;3.8;24.0;446.0;1080.0;451.0
5016;Cap. klasse NL: tot 5 000 i.e.;Nederland;2012;6389;3076;1158;279;44;357;32;1258;103;2;37;1;29;501;187;46;7;198;6389;317;38;53;10;30;4;266;15;1;16;0;15;54;7;9;2;18;89.0;96.0;80.0;77.0;90.0;97.0;81.0;78.0;123.0;45.0;;4.1;;;;
5017;Cap. klasse NL: tot 5 000 i.e.;Nederland;2013;5333;2591;1046;258;38;312;27;898;63;1;41;1;22;513;204;51;8;206;5333;260;30;45;8;24;5;200;5;1;12;0;11;51;6;9;2;15;89.0;96.0;81.0;80.0;90.0;97.0;82.0;80.0;109.0;43.0;131.0;3.9;27.0;510.0;1138.0;452.0
5018;Cap. klasse NL: tot 5 000 i.e.;Eems;1981;2869;1334;490;187;48;182;60;588;163;2;57;1;2;449;166;64;17;169;2869;372;93;75;37;54;24;176;65;1;40;0;1;122;31;24;12;31;73.0;84.0;61.0;26.0;72.0;81.0;60.0;24.0;98.0;34.0;132.0;3.5;55.0;369.0;891.0;416.0
5019;Cap. klasse NL: tot 5 000 i.e.;Eems;1985;3224;1902;664;201;51;228;28;649;148;2;30;1;2;591;212;64;16;190;3224;503;142;109;32;68;11;195;59;1;21;0;1;151;44;33;10;69;75.0;82.0;47.0;35.0;74.0;79.0;46.0;36.0;135.0;46.0;142.0;3.8;38.0;334.0;848.0;347.0
5020;Cap. klasse NL: tot 5 000 i.e.;Eems;1990;2827;1792;632;181;27;193;15;501;86;1;15;0;3;637;222;64;9;214;2827;405;103;80;12;40;5;141;23;1;9;0;2;133;31;26;4;24;79.0;86.0;58.0;57.0;77.0;84.0;56.0;55.0;156.0;53.0;;3.7;29.0;300.0;782.0;335.0
5021;Cap. klasse NL: tot 5 000 i.e.;Eems;1991;2686;1532;515;167;23;172;13;483;77;1;10;1;2;630;209;67;9;223;2686;386;98;84;11;32;4;134;18;0;6;0;1;129;29;28;4;65;77.0;86.0;55.0;54.0;75.0;81.0;49.0;52.0;127.0;42.0;159.0;3.8;33.0;357.0;944.0;372.0
5022;Cap. klasse NL: tot 5 000 i.e.;Eems;1992;3041;1548;594;186;25;124;10;403;56;1;12;0;1;522;198;62;8;228;3041;424;110;100;11;21;3;110;11;0;7;0;1;116;28;26;3;17;78.0;86.0;56.0;54.0;73.0;82.0;46.0;53.0;;;;;;;;
5023;Cap. klasse NL: tot 5 000 i.e.;Eems;1993;2975;1800;621;189;26;128;9;429;62;1;9;1;1;601;207;64;9;234;2975;488;129;89;12;18;3;103;9;0;5;0;1;130;30;25;3;0;78.0;86.0;59.0;59.0;73.0;79.0;53.0;56.0;188.0;65.0;167.0;3.5;34.0;277.0;718.0;350.0
5024;Cap. klasse NL: tot 5 000 i.e.;Eems;1994;3406;1520;491;150;23;116;8;405;53;1;11;0;2;516;168;48;7;376;3406;411;82;74;9;14;2;97;6;0;5;0;1;146;32;23;3;46;68.0;81.0;50.0;54.0;73.0;83.0;50.0;59.0;;;;;;;;
5025;Cap. klasse NL: tot 5 000 i.e.;Eems;1995;2860;1329;483;159;22;112;8;363;46;1;8;0;0;468;163;50;7;266;2860;372;82;80;7;11;1;87;5;0;4;0;0;158;37;30;3;28;72.0;83.0;49.0;70.0;72.0;83.0;49.0;68.0;141.0;51.0;146.0;3.8;22.0;396.0;1079.0;374.0
5026;Cap. klasse NL: tot 5 000 i.e.;Eems;1996;1927;1241;442;140;20;96;5;286;62;1;6;0;1;596;209;65;9;298;1927;325;56;74;10;8;1;63;7;0;3;0;1;141;27;33;5;45;77.0;88.0;54.0;55.0;74.0;87.0;47.0;51.0;;;;;;;;
5027;Cap. klasse NL: tot 5 000 i.e.;Eems;1997;2289;1214;445;138;19;117;6;304;29;1;8;0;1;659;248;79;11;239;2289;241;50;64;8;9;1;61;4;0;4;0;1;137;30;30;4;28;77.0;86.0;56.0;60.0;80.0;89.0;54.0;60.0;184.0;66.0;151.0;3.5;21.0;479.0;1311.0;178.0
5028;Cap. klasse NL: tot 5 000 i.e.;Eems;1998;2212;897;346;114;14;68;5;215;24;0;5;0;1;534;208;61;8;242;2212;157;78;56;3;7;1;51;3;0;2;0;1;68;23;24;2;0;89.0;83.0;67.0;76.0;82.0;78.0;50.0;76.0;;;;;;;;
5029;Cap. klasse NL: tot 5 000 i.e.;Eems;1999;2043;1121;473;130;17;89;4;249;30;0;6;0;1;618;256;71;9;253;2043;179;39;54;6;8;1;53;3;0;3;0;1;66;12;19;2;0;89.0;95.0;74.0;73.0;84.0;92.0;58.0;65.0;144.0;55.0;175.0;3.5;3.0;;;
5030;Cap. klasse NL: tot 5 000 i.e.;Eems;2000;1592;1057;452;96;14;81;4;230;24;0;5;0;2;589;250;60;8;199;1592;136;21;29;5;6;1;49;3;0;2;0;1;78;11;16;3;27;86.0;96.0;74.0;59.0;87.0;95.0;69.0;62.0;;;;;;;;
5031;Cap. klasse NL: tot 5 000 i.e.;Eems;2001;1129;823;325;61;9;58;3;150;16;0;3;0;1;538;210;44;6;205;1129;65;9;13;2;6;1;29;2;0;1;0;1;43;6;9;2;15;91.0;97.0;80.0;73.0;92.0;97.0;79.0;77.0;162.0;63.0;151.0;4.2;33.0;402.0;1021.0;482.0
5032;Cap. klasse NL: tot 5 000 i.e.;Eems;2002;1457;864;329;87;12;129;9;267;34;0;3;0;2;657;259;65;10;216;1457;100;15;23;4;34;6;83;21;0;1;0;1;59;7;12;2;25;89.0;96.0;81.0;73.0;88.0;95.0;73.0;71.0;;;;;;;;
5033;Cap. klasse NL: tot 5 000 i.e.;Eems;2003;945;612;250;56;8;79;4;198;21;0;4;0;3;608;248;63;9;132;945;55;8;11;1;6;1;35;3;0;2;0;2;51;7;12;1;17;91.0;97.0;80.0;85.0;91.0;97.0;80.0;84.0;117.0;47.0;116.0;4.6;35.0;401.0;679.0;402.0
5034;Cap. klasse NL: tot 5 000 i.e.;Eems;2004;1688;1160;440;92;15;236;13;723;76;4;15;0;4;648;257;61;9;173;1688;76;9;20;2;164;10;537;54;3;12;0;2;42;4;11;1;12;93.0;98.0;81.0;88.0;93.0;98.0;79.0;85.0;;;;;;;;
5035;Cap. klasse NL: tot 5 000 i.e.;Eems;2005;933;527;215;54;8;145;8;315;24;0;6;0;2;527;217;54;8;157;933;65;10;9;1;7;2;27;3;0;3;0;1;63;9;9;1;20;88.0;96.0;84.0;83.0;88.0;95.0;83.0;82.0;175.0;71.0;86.0;5.2;;;;1103.0
5036;Cap. klasse NL: tot 5 000 i.e.;Eems;2006;1188;683;280;64;10;285;28;778;94;2;29;1;11;579;239;54;8;219;1188;85;13;13;2;15;5;111;10;1;12;0;6;70;10;11;2;26;87.0;95.0;78.0;79.0;88.0;96.0;80.0;80.0;;;;;;;;
