ID;Indelingen;Stroomgebieddistricten;Perioden;VolumeAfvalwater_1;ChemischZuurstofVerbruik_2;BiochemischZuurstofVerbruik_3;StikstofverbindingenAlsN_4;FosforverbindingenAlsP_5;Koper_6;Chroom_7;Zink_8;Lood_9;Cadmium_10;Nikkel_11;Kwik_12;Arseen_13;ChemischZuurstofVerbruik_14;BiochemischZuurstofVerbruik_15;StikstofverbindingenAlsN_16;FosforverbindingenAlsP_17;ZwevendStof_18;VolumeAfvalwater_19;ChemischZuurstofVerbruik_20;BiochemischZuurstofVerbruik_21;StikstofverbindingenAlsN_22;FosforverbindingenAlsP_23;Koper_24;Chroom_25;Zink_26;Lood_27;Cadmium_28;Nikkel_29;Kwik_30;Arseen_31;ChemischZuurstofVerbruik_32;BiochemischZuurstofVerbruik_33;StikstofverbindingenAlsN_34;FosforverbindingenAlsP_35;ZwevendStof_36;ChemischZuurstofVerbruik_37;BiochemischZuurstofVerbruik_38;StikstofverbindingenAlsN_39;FosforverbindingenAlsP_40;ChemischZuurstofVerbruik_41;BiochemischZuurstofVerbruik_42;StikstofverbindingenAlsN_43;FosforverbindingenAlsP_44;SlibbelastingCZV_45;SlibbelastingBZV_46;Slibindex_47;Slibconcentratie_48;Slibleeftijd_49;SpecifiekeSlibproductiePerVerwijdCZV_50;SpecifiekeSlibproductiePerVerwijdBZV_51;SpecifiekEnergieverbruikPerVerwTZV_52
669;Aeratietanks;Eems;2007;23387;9395;3570;942;140;2031;166;4264;498;7;66;3;65;368;140;37;6;233;23387;1034;94;163;26;429;41;493;33;3;17;1;33;40;4;7;1;11;89.0;97.0;81.0;79.0;89.0;97.0;83.0;81.0;158.0;59.0;86.0;4.5;19.0;430.0;1050.0;407.0
670;Aeratietanks;Eems;2008;21513;10103;4034;975;149;1923;124;5082;359;5;136;2;76;520;212;51;8;241;21513;1028;109;149;24;112;30;30;71;1;67;1;38;46;5;7;1;12;91.0;98.0;86.0;86.0;90.0;97.0;85.0;84.0;;;;;;;;
671;Aeratietanks;Eems;2009;20178;10464;4431;982;150;1900;132;3699;154;4;138;3;139;516;219;49;8;241;20178;1001;120;154;20;123;41;758;34;1;67;1;81;48;6;7;1;14;91.0;97.0;85.0;87.0;90.0;97.0;84.0;86.0;185.0;78.0;103.0;4.0;7.0;1959.0;4283.0;369.0
672;Aeratietanks;Eems;2010;22872;9996;4275;929;141;2002;185;4656;510;6;495;3;136;474;198;44;7;237;22872;1023;127;167;19;128;36;750;50;2;82;1;88;48;6;7;1;10;89.0;97.0;84.0;87.0;90.0;97.0;82.0;86.0;;;;;;;;
673;Aeratietanks;Eems;2011;21530;10283;4307;937;138;1553;127;3895;327;5;77;3;72;494;206;45;7;230;21530;974;116;143;14;75;19;608;21;2;31;1;36;46;6;6;1;11;90.0;97.0;85.0;91.0;91.0;97.0;85.0;90.0;117.0;46.0;126.0;3.7;25.0;456.0;1035.0;
674;Aeratietanks;Eems;2012;21124;10009;4149;925;131;1832;123;4580;276;5;145;5;89;499;208;47;7;236;21124;942;104;145;11;120;30;391;52;2;117;2;74;47;5;7;1;10;90.0;97.0;85.0;91.0;91.0;97.0;84.0;92.0;133.0;100.0;;;;;;
675;Aeratietanks;Eems;2013;20546;9448;4508;908;128;1223;74;3322;267;5;60;2;33;516;231;47;7;252;20546;923;108;136;12;66;10;601;13;2;21;1;17;50;6;8;1;10;90.0;97.0;83.0;89.0;90.0;98.0;85.0;91.0;138.0;57.0;103.0;4.0;30.0;442.0;890.0;37.0
676;Aeratietanks;Rijn-Noord;1981;11880;8271;3669;589;160;3136;518;5812;3434;48;228;27;85;674;299;48;13;169;11880;1534;295;368;86;941;207;1744;1373;19;159;8;42;125;24;30;7;0;81.0;92.0;38.0;46.0;81.0;92.0;38.0;46.0;1080.0;480.0;196.0;3.6;;270.0;600.0;670.0
677;Aeratietanks;Rijn-Noord;1985;17041;9375;3313;825;198;1174;343;4348;1533;13;234;14;76;548;187;51;13;190;17041;1844;307;525;107;352;137;1304;613;5;164;4;38;89;12;30;7;0;84.0;94.0;42.0;45.0;80.0;91.0;36.0;46.0;548.0;195.0;97.0;4.5;10.0;406.0;1020.0;391.0
678;Aeratietanks;Rijn-Noord;1990;14376;7405;2741;562;96;792;269;4231;863;9;144;4;80;659;259;47;9;214;14376;1199;178;380;39;163;91;1193;225;3;86;1;40;99;15;29;4;0;85.0;94.0;38.0;56.0;84.0;94.0;32.0;59.0;506.0;193.0;;3.6;9.0;329.0;715.0;574.0
679;Aeratietanks;Rijn-Noord;1991;12126;7814;2886;606;103;745;208;3680;603;6;99;7;85;544;205;42;8;223;12126;1260;257;431;38;139;68;1023;140;3;57;2;43;81;15;27;3;0;85.0;93.0;35.0;63.0;84.0;91.0;29.0;63.0;511.0;179.0;142.0;3.6;8.0;389.0;907.0;518.0
680;Aeratietanks;Rijn-Noord;1992;13613;7385;2779;648;99;1199;230;4208;743;8;103;5;126;538;203;46;8;228;13613;1118;208;425;30;201;72;1153;153;3;57;1;63;77;13;27;3;0;86.0;94.0;43.0;65.0;85.0;93.0;34.0;70.0;;;;;;;;
681;Aeratietanks;Rijn-Noord;1993;17008;10067;3743;799;129;780;271;3727;619;8;120;5;118;564;210;43;8;234;17008;1413;276;539;35;109;89;894;93;3;65;1;59;80;15;26;3;0;88.0;94.0;42.0;67.0;86.0;93.0;33.0;73.0;564.0;209.0;142.0;3.9;9.0;370.0;906.0;707.0
682;Aeratietanks;Rijn-Noord;1994;18549;8944;3324;790;124;276;10373;2657;218;18;292;5;109;473;171;43;8;376;18549;1599;306;613;36;109;1258;1129;58;3;43;0;68;81;14;29;3;0;83.0;93.0;33.0;66.0;82.0;91.0;22.0;71.0;;;;;;;;
683;Aeratietanks;Rijn-Noord;1995;16874;7423;2770;662;103;746;615;2088;1279;7;337;3;152;459;170;41;7;266;16874;1358;255;497;31;104;12;735;44;2;74;2;79;81;14;28;3;29;82.0;92.0;33.0;65.0;82.0;91.0;25.0;70.0;598.0;223.0;127.0;4.1;6.0;;;759.0
684;Aeratietanks;Rijn-Noord;1996;12690;7858;3138;672;109;739;182;2358;2051;6;105;4;61;583;232;50;9;298;12690;1649;370;546;38;88;48;455;33;1;57;1;42;121;25;36;4;0;80.0;89.0;29.0;59.0;79.0;88.0;19.0;65.0;;;;;;;;
685;Aeratietanks;Rijn-Noord;1997;12647;6898;2629;628;107;1043;148;3951;506;6;131;6;91;556;220;51;10;332;12647;990;160;430;28;83;25;790;61;3;62;2;45;66;9;28;3;17;88.0;96.0;45.0;70.0;86.0;94.0;31.0;74.0;594.0;227.0;172.0;3.9;4.0;;;495.0
686;Aeratietanks;Rijn-Noord;1998;18427;7299;2573;643;108;815;168;4879;562;7;99;4;103;470;169;42;8;242;18427;1126;169;422;27;88;35;1161;61;3;45;1;51;61;7;20;2;449;87.0;96.0;53.0;77.0;85.0;93.0;34.0;75.0;;;;;;;;
687;Aeratietanks;Rijn-Noord;1999;10530;4972;1941;512;77;1208;149;3353;481;7;91;5;121;479;187;49;7;253;10530;820;125;314;13;105;30;707;52;3;44;1;61;79;12;30;1;27;83.0;94.0;39.0;83.0;84.0;94.0;39.0;83.0;825.0;322.0;185.0;3.7;3.0;;;
688;Aeratietanks;Rijn-Noord;2000;13898;6397;2241;609;112;783;132;2339;341;5;111;2;68;458;160;44;8;214;13898;662;48;79;15;63;28;503;38;2;50;1;34;47;3;6;1;10;90.0;98.0;87.0;87.0;90.0;98.0;87.0;87.0;;;;;;;;
689;Aeratietanks;Rijn-Noord;2001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
690;Aeratietanks;Rijn-Noord;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
691;Aeratietanks;Rijn-Noord;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
692;Aeratietanks;Rijn-Noord;2004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
693;Aeratietanks;Rijn-Noord;2005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
694;Aeratietanks;Rijn-Noord;2006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
695;Aeratietanks;Rijn-Noord;2007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
696;Aeratietanks;Rijn-Noord;2008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
697;Aeratietanks;Rijn-Noord;2009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
698;Aeratietanks;Rijn-Noord;2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
699;Aeratietanks;Rijn-Noord;2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
700;Aeratietanks;Rijn-Noord;2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
701;Aeratietanks;Rijn-Noord;2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
702;Aeratietanks;Rijn-Oost;1981;75690;43331;17506;3891;1033;8368;5235;32281;18509;224;2837;55;190;640;279;60;16;175;75690;5540;895;2043;482;2510;2094;9684;7404;89;1986;17;95;80;13;28;8;9;88.0;94.0;48.0;49.0;87.0;95.0;47.0;53.0;479.0;181.0;187.0;3.2;11.0;318.0;758.0;798.0
703;Aeratietanks;Rijn-Oost;1985;76539;45890;17238;3978;1048;8312;3338;32104;11121;132;3153;61;182;656;248;57;15;196;76539;6451;783;2310;609;2494;1335;9631;4449;53;2207;18;91;87;10;32;9;10;86.0;96.0;46.0;42.0;86.0;95.0;42.0;42.0;335.0;135.0;220.0;3.9;18.0;352.0;914.0;403.0
704;Aeratietanks;Rijn-Oost;1990;91338;58119;21727;5113;839;7714;2628;26324;5628;73;1803;64;163;647;243;57;9;213;91338;7159;1059;2503;366;1589;891;7423;1469;29;1074;19;81;73;12;27;4;14;89.0;95.0;53.0;57.0;88.0;95.0;51.0;56.0;381.0;143.0;155.0;4.0;16.0;308.0;734.0;392.0
705;Aeratietanks;Rijn-Oost;1991;89770;57992;21422;5282;870;7451;2162;27581;5046;67;1239;52;190;679;251;62;10;225;89770;6019;838;2522;315;1393;707;7668;1176;27;712;16;95;64;10;27;3;9;90.0;96.0;55.0;66.0;90.0;96.0;52.0;64.0;352.0;126.0;141.0;4.0;18.0;369.0;984.0;442.0
706;Aeratietanks;Rijn-Oost;1992;98464;56637;20817;5036;830;7331;2372;25465;4712;56;1204;43;169;706;259;62;10;242;98464;5596;822;2421;329;1232;745;6977;971;23;668;13;85;62;10;26;3;7;91.0;96.0;55.0;69.0;90.0;96.0;52.0;60.0;;;;;;;;
707;Aeratietanks;Rijn-Oost;1993;102126;55515;20128;4826;788;8508;2457;25882;4020;63;1146;31;214;683;241;57;9;235;102126;7251;998;2371;343;1155;722;7381;546;24;628;8;112;67;11;24;3;13;89.0;96.0;54.0;69.0;87.0;95.0;51.0;56.0;223.0;109.0;150.0;4.2;20.0;399.0;1068.0;417.0
708;Aeratietanks;Rijn-Oost;1994;103079;51660;18733;5108;779;4481;1150;19504;2414;130;1301;21;152;556;203;53;8;285;103079;5066;552;2468;281;945;358;6564;318;24;718;7;89;48;5;24;2;13;90.0;97.0;54.0;71.0;90.0;97.0;52.0;64.0;;;;;;;;
709;Aeratietanks;Rijn-Oost;1995;95794;48471;17707;4641;749;8846;1104;24575;3348;53;905;36;181;568;210;52;8;244;95794;5308;618;2420;255;818;162;7671;409;22;473;8;89;55;7;23;2;17;90.0;96.0;56.0;73.0;89.0;97.0;48.0;66.0;210.0;74.0;86.0;4.6;16.0;551.0;660.0;412.0
710;Aeratietanks;Rijn-Oost;1996;82532;49348;17692;4898;797;7102;938;28351;2785;40;942;29;175;661;245;61;10;288;82532;4536;450;2344;243;774;205;7244;322;14;495;6;89;53;5;26;2;11;92.0;98.0;57.0;77.0;91.0;97.0;52.0;70.0;;;;;;;;
711;Aeratietanks;Rijn-Oost;1997;86931;46494;18559;4956;779;10200;1012;25500;2903;38;947;21;200;619;251;59;10;288;86931;5139;546;2125;209;887;160;5299;356;13;470;4;106;54;6;22;2;12;91.0;97.0;63.0;78.0;89.0;97.0;57.0;73.0;210.0;78.0;95.0;4.7;15.0;380.0;937.0;447.0
712;Aeratietanks;Rijn-Oost;1998;107327;50401;17306;5184;788;9246;824;24183;2690;28;1061;29;207;535;192;49;8;264;107327;5575;689;2254;227;1209;194;5874;322;9;591;6;105;51;6;18;2;13;90.0;97.0;62.0;75.0;89.0;96.0;57.0;71.0;;;;;;;;
713;Aeratietanks;Rijn-Oost;1999;92546;47880;17698;4743;721;8082;1089;23003;3376;47;918;38;175;596;219;55;9;313;92546;4634;511;2038;210;812;182;5133;344;16;503;9;84;48;5;19;2;34;91.0;98.0;67.0;77.0;90.0;97.0;57.0;71.0;157.0;60.0;94.0;5.2;18.0;280.0;693.0;500.0
714;Aeratietanks;Rijn-Oost;2000;91934;49677;17931;4617;719;8464;1608;26246;3900;39;1105;30;242;517;187;47;7;228;91934;4872;492;1805;227;667;327;5841;421;14;518;9;122;47;5;15;2;14;91.0;97.0;69.0;75.0;90.0;97.0;61.0;68.0;;;;;;;;
715;Aeratietanks;Rijn-Oost;2001;99066;46817;17290;4400;679;6390;863;22180;2120;39;954;25;231;517;194;47;7;251;99066;4794;476;1789;216;605;173;4856;243;15;439;7;117;45;5;16;2;11;91.0;97.0;68.0;73.0;90.0;97.0;59.0;68.0;170.0;63.0;98.0;4.7;15.0;465.0;1164.0;547.0
716;Aeratietanks;Rijn-Oost;2002;109471;53421;19510;5065;802;7439;975;27129;3003;33;1046;26;178;525;198;49;8;253;109471;5710;536;2021;242;802;214;5714;581;12;530;6;96;49;5;16;2;20;90.0;98.0;68.0;73.0;89.0;97.0;60.0;70.0;;;;;;;;
717;Aeratietanks;Rijn-Oost;2003;60992;34954;12363;3414;519;6749;667;16072;2182;25;556;16;68;580;207;54;9;267;60992;3069;304;860;169;535;87;2122;254;6;190;2;27;50;5;14;3;12;91.0;98.0;76.0;72.0;91.0;98.0;75.0;67.0;119.0;48.0;104.0;4.6;27.0;431.0;1157.0;406.0
718;Aeratietanks;Rijn-Oost;2004;67404;37000;14455;3489;542;5755;701;18847;1458;28;751;9;147;538;208;51;8;250;67404;3228;322;804;162;556;142;4531;313;9;348;2;78;46;5;11;2;11;91.0;98.0;76.0;75.0;91.0;98.0;77.0;70.0;;;;;;;;
719;Aeratietanks;Rijn-Oost;2005;65960;38717;15559;3443;533;6098;514;23757;1497;19;774;13;150;567;223;51;9;267;65960;2732;237;773;113;442;100;4422;287;6;371;3;75;41;4;11;2;8;92.0;98.0;78.0;80.0;93.0;98.0;78.0;79.0;132.0;52.0;109.0;4.8;30.0;373.0;909.0;451.0
720;Aeratietanks;Rijn-Oost;2006;64181;36060;14684;3543;604;5558;637;21430;1537;16;603;17;185;571;226;55;10;294;64181;2729;235;862;122;404;109;4005;250;5;279;3;84;43;4;12;2;9;92.0;98.0;78.0;80.0;92.0;98.0;76.0;80.0;;;;;;;;
721;Aeratietanks;Rijn-Oost;2007;77441;37119;13890;3634;569;4679;484;21226;1547;12;723;13;154;505;191;50;8;231;77441;3140;251;833;139;328;106;4207;230;6;315;2;78;42;4;11;2;10;91.0;98.0;78.0;78.0;92.0;98.0;77.0;76.0;129.0;50.0;108.0;4.2;21.0;434.0;1001.0;364.0
722;Aeratietanks;Rijn-Oost;2008;68503;37835;14449;3591;569;4691;612;20753;1695;14;674;9;137;546;214;53;8;244;68503;3129;309;836;145;308;89;4276;116;5;316;1;64;45;5;12;2;12;92.0;98.0;79.0;79.0;92.0;98.0;77.0;75.0;;;;;;;;
723;Aeratietanks;Rijn-Oost;2009;67263;38544;14232;3532;546;5733;451;19556;1163;13;709;8;126;610;232;57;9;249;67263;2647;213;682;98;396;69;4221;95;5;320;2;57;45;4;10;1;8;93.0;98.0;82.0;85.0;93.0;99.0;81.0;82.0;132.0;49.0;111.0;4.5;23.0;389.0;976.0;317.0
724;Aeratietanks;Rijn-Oost;2010;73209;39539;14163;3542;519;4984;482;19301;1138;13;721;8;156;582;214;54;8;232;73209;2891;251;797;103;343;70;4090;76;5;305;1;69;44;4;11;1;7;92.0;98.0;80.0;83.0;93.0;98.0;77.0;80.0;;;;;;;;
725;Aeratietanks;Rijn-Oost;2011;79139;39329;14573;3522;502;5416;515;19313;1166;13;696;8;172;545;206;48;7;249;79139;2807;238;724;87;354;86;4178;67;3;335;1;77;38;3;9;1;6;93.0;98.0;81.0;84.0;93.0;98.0;79.0;83.0;138.0;51.0;106.0;4.1;25.0;397.0;1076.0;318.0
726;Aeratietanks;Rijn-Oost;2012;68284;39295;15115;3394;473;4124;464;16044;1081;11;575;8;137;616;243;52;7;276;68284;2432;181;620;82;298;98;3873;79;3;245;1;70;38;3;9;1;6;94.0;99.0;84.0;86.0;94.0;99.0;82.0;83.0;119.0;46.0;;;;301.0;696.0;
727;Aeratietanks;Rijn-Oost;2013;67753;37518;14293;3300;461;4554;402;15801;1013;12;570;6;150;569;220;51;7;265;67753;2433;192;619;85;295;62;3391;69;3;244;1;76;37;3;8;1;5;93.0;99.0;84.0;84.0;94.0;99.0;81.0;82.0;184.0;67.0;117.0;3.8;20.0;407.0;761.0;346.0
728;Aeratietanks;Rijn-Midden;1981;5753;3607;1503;303;70;785;213;2748;691;13;258;6;22;635;267;52;12;169;5753;338;60;124;46;235;85;824;277;5;181;2;11;60;11;21;8;8;91.0;96.0;60.0;41.0;91.0;96.0;59.0;35.0;305.0;130.0;156.0;2.6;6.0;440.0;890.0;2090.0
729;Aeratietanks;Rijn-Midden;1985;13583;8223;3302;746;202;1193;151;3366;692;10;241;6;106;643;258;57;15;176;13583;845;111;355;104;358;60;1010;277;4;169;2;53;65;9;27;7;7;90.0;95.0;54.0;51.0;90.0;97.0;52.0;49.0;278.0;133.0;193.0;4.0;13.0;471.0;;401.0
730;Aeratietanks;Rijn-Midden;1990;14794;9238;3565;911;142;1860;277;6701;812;11;318;11;352;549;207;53;8;196;14794;791;112;457;30;383;94;1890;212;4;189;3;176;51;8;26;2;12;91.0;95.0;52.0;76.0;91.0;97.0;50.0;79.0;331.0;114.0;;3.7;8.0;643.0;1735.0;488.0
731;Aeratietanks;Rijn-Midden;1991;14032;9086;3653;954;142;1760;245;5791;644;8;262;10;195;637;254;66;10;226;14032;724;114;417;30;329;80;1610;150;3;151;3;98;53;9;29;2;12;92.0;97.0;57.0;76.0;92.0;97.0;56.0;79.0;350.0;138.0;209.0;3.8;10.0;513.0;1305.0;446.0
732;Aeratietanks;Rijn-Midden;1992;15521;9362;3673;945;142;1610;246;6367;737;12;235;10;202;574;222;56;8;229;15521;804;205;447;25;270;77;1745;152;5;130;3;101;50;14;25;2;11;91.0;94.0;56.0;81.0;91.0;94.0;53.0;82.0;;;;;;;;
733;Aeratietanks;Rijn-Midden;1993;16493;10788;4373;1038;160;1334;175;5045;736;10;221;11;151;666;265;63;10;265;16493;832;146;463;22;313;45;855;115;4;108;2;42;53;9;28;1;16;92.0;96.0;57.0;83.0;92.0;97.0;55.0;86.0;297.0;116.0;114.0;4.1;13.0;561.0;1032.0;504.0
734;Aeratietanks;Rijn-Midden;1994;18569;9803;4119;955;149;1325;206;4303;596;10;229;9;158;522;215;50;8;305;18569;868;146;422;19;187;86;447;112;4;97;1;63;47;8;21;1;15;91.0;96.0;58.0;84.0;91.0;96.0;56.0;87.0;;;;;;;;
735;Aeratietanks;Rijn-Midden;1995;11455;7446;2921;750;127;1761;158;4146;611;6;147;4;117;596;237;57;9;336;11455;440;54;296;5;54;15;1476;64;3;81;1;61;39;6;23;0;12;93.0;97.0;60.0;93.0;94.0;98.0;61.0;96.0;214.0;86.0;108.0;4.3;14.0;557.0;900.0;710.0
736;Aeratietanks;Rijn-Midden;1996;9678;6528;2739;734;106;812;85;2511;232;7;150;4;82;677;282;73;10;266;9678;388;36;285;5;75;31;483;40;2;69;1;52;42;4;26;1;10;94.0;99.0;64.0;95.0;94.0;99.0;61.0;96.0;;;;;;;;
737;Aeratietanks;Rijn-Midden;1997;10386;6515;2764;720;115;1210;109;2855;301;6;174;3;91;634;264;67;10;232;10386;336;31;245;5;51;16;434;46;3;81;1;66;33;3;19;0;7;94.0;99.0;71.0;95.0;95.0;99.0;66.0;96.0;124.0;49.0;51.0;4.5;21.0;492.0;1153.0;449.0
738;Aeratietanks;Rijn-Midden;1998;11490;5207;2316;529;91;1086;96;2812;289;7;143;3;224;481;215;48;8;1152;11490;310;27;228;3;28;15;440;39;3;52;1;109;27;2;17;0;28;94.0;99.0;64.0;96.0;94.0;99.0;57.0;97.0;;;;;;;;
739;Aeratietanks;Rijn-Midden;1999;9875;5737;2521;561;96;794;58;2762;479;6;135;3;34;619;273;58;9;272;9875;353;48;235;4;28;13;593;81;3;64;2;19;33;4;19;0;8;94.0;98.0;66.0;96.0;94.0;98.0;58.0;95.0;129.0;56.0;88.0;5.2;20.0;;;410.0
740;Aeratietanks;Rijn-Midden;2000;10799;5957;2593;575;97;997;141;3113;506;7;258;4;144;588;262;56;9;251;10799;484;46;225;9;34;10;282;61;1;62;0;65;41;4;17;1;57;93.0;98.0;67.0;89.0;92.0;98.0;61.0;91.0;;;;;;;;
741;Aeratietanks;Rijn-Midden;2001;11576;6053;2713;635;113;1041;123;3596;540;6;167;7;237;536;240;53;9;212;11576;341;31;215;5;102;18;277;72;2;26;0;70;28;3;15;0;9;95.0;99.0;72.0;96.0;94.0;99.0;66.0;96.0;185.0;83.0;89.0;5.7;19.0;203.0;454.0;
742;Aeratietanks;Rijn-Midden;2002;10416;7092;2902;649;112;1076;140;3590;539;7;177;4;145;745;304;64;11;213;10416;373;31;195;6;28;32;350;45;2;52;1;54;32;3;15;1;11;95.0;99.0;73.0;95.0;95.0;99.0;70.0;95.0;;;;;;;;
743;Aeratietanks;Rijn-Midden;2003;9419;6631;2705;597;110;1043;91;2736;317;4;1085;79;111;716;301;63;11;319;9419;377;38;166;6;87;13;206;40;1;67;23;77;38;4;14;1;11;95.0;99.0;77.0;95.0;94.0;99.0;72.0;95.0;134.0;56.0;90.0;5.7;23.0;314.0;842.0;120.0
744;Aeratietanks;Rijn-Midden;2004;10834;6671;2840;644;126;1217;105;2812;351;6;208;3;191;619;271;57;10;271;10834;395;31;184;6;41;9;253;66;2;66;1;51;33;3;13;0;13;95.0;99.0;77.0;95.0;94.0;99.0;71.0;95.0;;;;;;;;
745;Aeratietanks;Rijn-Midden;2005;28044;17938;6662;1610;269;2433;276;10321;857;12;384;7;298;667;259;59;10;274;28044;1141;98;337;17;174;38;2506;111;4;140;1;68;38;3;11;1;9;94.0;99.0;80.0;93.0;94.0;99.0;79.0;94.0;114.0;44.0;95.0;4.8;23.0;393.0;1033.0;337.0
746;Aeratietanks;Rijn-Midden;2006;27900;16645;6372;1645;280;1721;189;7437;678;10;208;6;261;635;257;63;10;261;27900;1176;92;322;21;137;34;1865;135;4;94;1;122;39;3;11;1;10;94.0;99.0;82.0;93.0;93.0;99.0;80.0;92.0;;;;;;;;
747;Aeratietanks;Rijn-Midden;2007;32637;20502;7183;1902;335;2072;267;11876;828;11;243;7;178;680;261;65;10;288;32637;1476;132;374;32;146;33;2540;80;4;135;1;72;45;4;12;1;11;93.0;98.0;82.0;91.0;93.0;98.0;80.0;90.0;108.0;42.0;93.0;4.7;27.0;388.0;1028.0;311.0
748;Aeratietanks;Rijn-Midden;2008;31864;20589;7620;1903;323;1894;183;14390;858;11;290;6;239;672;263;63;10;273;31864;1583;120;353;32;143;22;2001;55;5;126;1;89;41;3;10;1;11;94.0;99.0;83.0;92.0;92.0;98.0;81.0;90.0;;;;;;;;
749;Aeratietanks;Rijn-Midden;2009;25994;17890;6373;1582;278;2045;199;7594;556;5;176;4;232;736;282;66;10;326;25994;1121;75;346;22;150;61;1199;34;2;53;1;123;39;3;13;1;10;95.0;99.0;80.0;92.0;94.0;99.0;78.0;92.0;139.0;48.0;102.0;4.5;20.0;390.0;993.0;378.0
750;Aeratietanks;Rijn-Midden;2010;18974;13294;4644;1173;194;1117;140;5745;349;6;128;4;48;783;298;69;10;320;18974;860;64;204;13;66;18;971;27;2;51;1;20;41;4;11;1;14;95.0;99.0;84.0;93.0;94.0;99.0;83.0;93.0;;;;;;;;
751;Aeratietanks;Rijn-Midden;2011;21168;12043;4109;1137;179;1013;127;4718;236;4;131;3;42;642;248;61;8;260;21168;984;69;160;15;69;18;1003;15;1;60;1;6;55;4;9;1;23;92.0;98.0;86.0;88.0;92.0;98.0;86.0;92.0;121.0;49.0;114.0;3.7;21.0;400.0;1003.0;312.0
752;Aeratietanks;Rijn-Midden;2012;20737;13666;4941;1182;184;2098;304;9056;502;7;218;6;68;712;281;65;9;286;20737;916;62;173;15;121;44;1544;37;1;88;0;10;35;3;7;1;16;95.0;99.0;89.0;93.0;93.0;99.0;85.0;92.0;170.0;53.0;;;;;;
753;Aeratietanks;Rijn-Midden;2013;18930;12301;4383;1082;165;880;227;10732;311;2;182;6;36;661;260;61;8;268;18930;818;46;172;11;42;29;1948;10;1;65;2;15;35;2;8;1;8;95.0;99.0;87.0;93.0;93.0;99.0;84.0;93.0;85.0;37.0;139.0;;23.0;421.0;902.0;
754;Aeratietanks;Rijn-West;1981;118168;90634;35585;7358;2854;15104;5258;53766;14746;324;3426;85;209;683;264;58;20;180;118168;9648;1989;3844;1271;4531;2103;16130;5898;130;2398;25;105;92;21;33;10;21;85.0;90.0;40.0;35.0;89.0;94.0;48.0;55.0;561.0;217.0;167.0;3.2;10.0;318.0;1523.0;2156.0
755;Aeratietanks;Rijn-West;1985;172489;100749;39645;9216;2444;26764;5859;93681;28995;883;5023;152;561;634;249;56;16;191;172489;12471;1840;5370;1520;8029;2344;28104;11598;353;3516;46;281;87;16;34;10;35;85.0;92.0;38.0;37.0;88.0;95.0;42.0;38.0;449.0;174.0;159.0;3.1;11.0;575.0;1467.0;453.0
756;Aeratietanks;Rijn-West;1990;293968;153773;56270;15388;2427;31571;5697;104388;22964;944;4018;288;931;584;219;52;8;211;293968;27484;5638;9456;1293;6504;1931;29437;5994;378;2395;86;466;82;16;28;4;30;84.0;91.0;45.0;52.0;82.0;90.0;39.0;47.0;493.0;191.0;151.0;3.5;10.0;337.0;782.0;555.0
