ID;CountryOfResidence;StarRating;Regions;Periods;Guests_1;OvernightStays_2
6105;Europe excluding The Netherlands;Accommodations without stars;Nederland;2018;1039;2131
6106;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 January;67;136
6107;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 February;80;156
6108;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 March;100;207
6109;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 1st quarter;247;499
6110;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 April;118;245
6111;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 May;98;202
6112;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 June;108;217
6113;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 2nd quarter;324;664
6114;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 July;111;250
6115;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 August;111;254
6116;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 September;86;187
6117;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 3rd quarter;308;691
6118;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 October;95;194
6119;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 November;75;155
6120;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 December;72;143
6121;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019 4th quarter;242;492
6122;Europe excluding The Netherlands;Accommodations without stars;Nederland;2019;1121;2346
6123;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 January;53;109
6124;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 February;62;130
6125;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 March;27;56
6126;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 1st quarter;142;296
6127;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 April;3;8
6128;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 May;5;12
6129;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 June;22;40
6130;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 2nd quarter;30;60
6131;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 July;60;113
6132;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 August;59;120
6133;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 September;30;64
6134;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 3rd quarter;149;298
6135;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 October;12;26
6136;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 November;5;15
6137;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 December;4;14
6138;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020 4th quarter;20;55
6139;Europe excluding The Netherlands;Accommodations without stars;Nederland;2020;341;709
6140;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 January;5;13
6141;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 February;6;12
6142;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 March;7;15
6143;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 1th quarter;18;40
6144;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 April;5;10
6145;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 May;12;20
6146;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 June;17;33
6147;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 2nd quarter;33;63
6148;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 July;38;86
6149;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 August;46;112
6150;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 September;41;102
6151;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 3rd quarter;125;300
6152;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 October;48;116
6153;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 November;37;85
6154;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 December;11;26
6155;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021 4th quarter;96;227
6156;Europe excluding The Netherlands;Accommodations without stars;Nederland;2021;273;629
6157;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 January;16;33
6158;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 February;34;73
6159;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 March;70;155
6160;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 1th quarter;119;261
6161;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 April;124;285
6162;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 May;112;234
6163;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 June;122;288
6164;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 2nd quarter;359;807
6165;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 July;142;331
6166;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 August;142;337
6167;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 September;110;269
6168;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 3rd quarter;394;937
6169;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 October;121;291
6170;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 November;102;228
6171;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 December;89;199
6172;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022 4th quarter;311;718
6173;Europe excluding The Netherlands;Accommodations without stars;Nederland;2022;1183;2723
6174;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 January;53;123
6175;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 February;71;159
6176;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 March;95;213
6177;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 1st quarter;219;495
6178;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 April;121;268
6179;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 May;109;244
6180;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 June;105;236
6181;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 2nd quarter;335;748
6182;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 July;112;258
6183;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 August;116;264
6184;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 September;91;219
6185;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 3rd quarter;320;741
6186;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 October;94;214
6187;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 November;80;180
6188;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 December;67;146
6189;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023 4th quarter;241;540
6190;Europe excluding The Netherlands;Accommodations without stars;Nederland;2023;1115;2524
6191;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 January;50;120
6192;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 February;58;134
6193;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 March;84;196
6194;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 1st quarter;192;451
6195;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 April;106;250
6196;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 May;110;256
6197;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 June;94;222
6198;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 2nd quarter;309;727
6199;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 July;94;224
6200;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 August;101;252
6201;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 September;98;242
6202;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 3rd quarter;308;747
6203;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 October;89;212
6204;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 November;79;181
6205;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 December;56;134
6206;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024 4th quarter;225;526
6207;Europe excluding The Netherlands;Accommodations without stars;Nederland;2024;1032;2437
6208;Europe excluding The Netherlands;Accommodations without stars;Nederland;2025 January;58;131
6209;Europe excluding The Netherlands;Accommodations without stars;Nederland;2025 February;68;158
6210;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 January;30;63
6211;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 February;31;67
6212;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 March;40;90
6213;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 1st quarter;100;219
6214;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 April;47;107
6215;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 May;43;90
6216;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 June;40;89
6217;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 2nd quarter;129;286
6218;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 July;46;101
6219;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 August;45;106
6220;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 September;43;97
6221;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 3rd quarter;134;304
6222;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 October;49;102
6223;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 November;38;85
6224;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 December;37;89
6225;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017 4th quarter;124;276
6226;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2017;488;1085
6227;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 January;38;79
6228;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 February;46;92
6229;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 March;46;97
6230;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 1st quarter;130;269
6231;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 April;45;93
6232;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 May;47;97
6233;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 June;45;93
6234;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 2nd quarter;137;283
6235;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 July;51;106
6236;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 August;52;104
6237;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 September;53;111
6238;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 3rd quarter;157;321
6239;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 October;58;110
6240;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 November;54;98
6241;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 December;46;87
6242;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018 4th quarter;159;295
6243;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2018;582;1168
6244;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 January;45;92
6245;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 February;54;108
6246;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 March;59;130
6247;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 1st quarter;157;330
6248;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 April;64;135
6249;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 May;50;105
6250;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 June;51;102
6251;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 2nd quarter;166;342
6252;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 July;51;112
6253;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 August;48;116
6254;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 September;50;103
6255;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 3rd quarter;149;331
6256;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 October;54;109
6257;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 November;43;90
6258;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 December;41;83
6259;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019 4th quarter;139;281
6260;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2019;611;1284
6261;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 January;36;73
6262;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 February;41;86
6263;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 March;17;34
6264;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 1st quarter;93;192
6265;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 April;1;3
6266;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 May;1;2
6267;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 June;3;6
6268;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 2nd quarter;6;12
6269;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 July;24;41
6270;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 August;25;52
6271;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 September;8;18
6272;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 3rd quarter;58;110
6273;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 October;5;11
6274;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 November;2;6
6275;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 December;1;5
6276;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020 4th quarter;8;23
6277;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2020;165;337
6278;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 January;1;6
6279;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 February;2;5
6280;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 March;1;4
6281;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 1th quarter;4;15
6282;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 April;1;3
6283;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 May;2;5
6284;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 June;4;10
6285;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 2nd quarter;7;19
6286;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 July;15;31
6287;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 August;20;53
6288;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 September;16;42
6289;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 3rd quarter;51;126
6290;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 October;23;61
6291;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 November;21;52
6292;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 December;6;17
6293;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021 4th quarter;49;130
6294;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2021;111;290
6295;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 January;5;14
6296;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 February;13;32
6297;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 March;27;65
6298;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 1th quarter;45;111
6299;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 April;44;105
6300;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 May;40;93
6301;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 June;44;105
6302;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 2nd quarter;127;304
6303;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 July;50;116
6304;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 August;47;115
6305;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 September;42;106
6306;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 3rd quarter;139;338
6307;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 October;48;119
6308;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 November;41;98
6309;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 December;37;89
6310;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022 4th quarter;126;306
6311;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2022;437;1057
6312;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 January;30;71
6313;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 February;38;91
6314;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 March;43;102
6315;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 1st quarter;111;264
6316;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 April;50;117
6317;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 May;44;103
6318;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 June;37;86
6319;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 2nd quarter;130;306
6320;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 July;39;96
6321;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 August;39;100
6322;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 September;35;92
6323;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 3rd quarter;113;287
6324;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 October;38;97
6325;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 November;35;87
6326;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 December;29;73
6327;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023 4th quarter;103;257
6328;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2023;456;1115
6329;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 January;24;65
6330;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 February;29;74
6331;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 March;37;96
6332;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 1st quarter;90;235
6333;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 April;37;97
6334;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 May;35;92
6335;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 June;39;94
6336;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 2nd quarter;111;283
6337;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 July;35;87
6338;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 August;32;85
6339;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 September;42;107
6340;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 3rd quarter;116;289
6341;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 October;37;94
6342;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 November;34;91
6343;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 December;25;66
6344;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024 4th quarter;96;251
6345;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2024;410;1045
6346;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2025 January;31;79
6347;Europe excluding The Netherlands;Accommodations without stars;Amsterdam;2025 February;35;88
6348;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 January;10;24
6349;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 February;11;26
6350;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 March;12;29
6351;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 1st quarter;34;79
6352;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 April;16;38
6353;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 May;14;31
6354;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 June;17;36
6355;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 2nd quarter;47;106
6356;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 July;15;33
6357;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 August;17;34
6358;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 September;13;30
6359;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 3rd quarter;45;97
6360;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 October;16;34
6361;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 November;12;27
6362;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 December;12;26
6363;Europe excluding The Netherlands;1 star accommodations;Nederland;2017 4th quarter;39;87
6364;Europe excluding The Netherlands;1 star accommodations;Nederland;2017;164;369
6365;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 January;12;26
6366;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 February;14;28
6367;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 March;14;30
6368;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 1st quarter;40;84
6369;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 April;16;32
6370;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 May;15;32
6371;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 June;16;33
6372;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 2nd quarter;47;97
6373;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 July;18;34
6374;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 August;18;34
6375;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 September;14;30
6376;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 3rd quarter;49;98
6377;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 October;16;33
6378;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 November;14;29
6379;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 December;12;26
6380;Europe excluding The Netherlands;1 star accommodations;Nederland;2018 4th quarter;42;88
6381;Europe excluding The Netherlands;1 star accommodations;Nederland;2018;179;367
6382;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 January;13;25
6383;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 February;13;25
6384;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 March;16;33
6385;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 1st quarter;42;83
6386;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 April;19;38
6387;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 May;17;34
6388;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 June;16;31
6389;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 2nd quarter;51;104
6390;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 July;17;35
6391;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 August;18;37
6392;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 September;15;31
6393;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 3rd quarter;49;103
6394;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 October;17;35
6395;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 November;15;28
6396;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 December;14;28
6397;Europe excluding The Netherlands;1 star accommodations;Nederland;2019 4th quarter;46;90
6398;Europe excluding The Netherlands;1 star accommodations;Nederland;2019;189;380
6399;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 January;9;19
6400;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 February;11;23
6401;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 March;5;12
6402;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 1st quarter;26;54
6403;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 April;1;2
6404;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 May;2;4
6405;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 June;4;9
6406;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 2nd quarter;7;15
6407;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 July;10;23
6408;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 August;11;25
6409;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 September;6;12
6410;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 3rd quarter;27;61
6411;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 October;2;4
6412;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 November;1;3
6413;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 December;1;3
6414;Europe excluding The Netherlands;1 star accommodations;Nederland;2020 4th quarter;5;10
6415;Europe excluding The Netherlands;1 star accommodations;Nederland;2020;65;139
6416;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 January;2;2
6417;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 February;1;2
6418;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 March;1;2
6419;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 1th quarter;4;7
6420;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 April;1;2
6421;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 May;3;6
6422;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 June;4;8
6423;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 2nd quarter;9;16
6424;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 July;8;17
6425;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 August;8;18
6426;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 September;8;19
6427;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 3rd quarter;25;54
6428;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 October;10;22
6429;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 November;9;19
6430;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 December;3;7
6431;Europe excluding The Netherlands;1 star accommodations;Nederland;2021 4th quarter;22;48
6432;Europe excluding The Netherlands;1 star accommodations;Nederland;2021;59;125
6433;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 January;3;5
6434;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 February;7;13
6435;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 March;10;20
6436;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 1th quarter;19;37
6437;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 April;15;31
6438;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 May;14;29
6439;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 June;13;24
6440;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 2nd quarter;42;83
6441;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 July;18;34
6442;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 August;19;37
6443;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 September;12;25
6444;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 3rd quarter;48;96
6445;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 October;15;29
6446;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 November;14;26
6447;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 December;15;30
6448;Europe excluding The Netherlands;1 star accommodations;Nederland;2022 4th quarter;43;85
