ID;CountryOfResidence;StarRating;Regions;Periods;Guests_1;OvernightStays_2
6449;Europe excluding The Netherlands;1 star accommodations;Nederland;2022;152;302
6450;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 January;10;23
6451;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 February;11;24
6452;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 March;12;28
6453;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 1st quarter;33;75
6454;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 April;19;39
6455;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 May;15;31
6456;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 June;17;36
6457;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 2nd quarter;51;106
6458;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 July;18;38
6459;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 August;17;37
6460;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 September;17;37
6461;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 3rd quarter;51;112
6462;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 October;16;39
6463;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 November;13;27
6464;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 December;13;30
6465;Europe excluding The Netherlands;1 star accommodations;Nederland;2023 4th quarter;41;96
6466;Europe excluding The Netherlands;1 star accommodations;Nederland;2023;176;390
6467;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 January;7;17
6468;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 February;9;19
6469;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 March;11;24
6470;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 1st quarter;27;60
6471;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 April;12;26
6472;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 May;12;25
6473;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 June;11;22
6474;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 2nd quarter;35;74
6475;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 July;12;25
6476;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 August;12;27
6477;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 September;11;24
6478;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 3rd quarter;35;76
6479;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 October;10;23
6480;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 November;10;21
6481;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 December;9;19
6482;Europe excluding The Netherlands;1 star accommodations;Nederland;2024 4th quarter;29;63
6483;Europe excluding The Netherlands;1 star accommodations;Nederland;2024;126;272
6484;Europe excluding The Netherlands;1 star accommodations;Nederland;2025 January;10;21
6485;Europe excluding The Netherlands;1 star accommodations;Nederland;2025 February;10;23
6486;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 January;9;20
6487;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 February;9;21
6488;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 March;8;21
6489;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 1st quarter;26;62
6490;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 April;10;26
6491;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 May;9;22
6492;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 June;11;25
6493;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 2nd quarter;30;74
6494;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 July;10;23
6495;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 August;11;24
6496;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 September;9;23
6497;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 3rd quarter;30;69
6498;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 October;10;25
6499;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 November;10;22
6500;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 December;9;21
6501;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017 4th quarter;29;68
6502;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2017;115;274
6503;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 January;10;22
6504;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 February;11;22
6505;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 March;11;22
6506;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 1st quarter;32;66
6507;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 April;10;21
6508;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 May;11;24
6509;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 June;11;23
6510;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 2nd quarter;32;67
6511;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 July;11;22
6512;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 August;10;20
6513;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 September;9;20
6514;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 3rd quarter;30;62
6515;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 October;12;24
6516;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 November;10;22
6517;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 December;9;20
6518;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018 4th quarter;31;66
6519;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2018;123;262
6520;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 January;10;20
6521;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 February;10;20
6522;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 March;12;24
6523;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 1st quarter;32;64
6524;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 April;12;25
6525;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 May;12;23
6526;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 June;10;19
6527;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 2nd quarter;33;67
6528;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 July;11;22
6529;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 August;11;23
6530;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 September;10;20
6531;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 3rd quarter;31;65
6532;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 October;12;24
6533;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 November;11;21
6534;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 December;11;22
6535;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019 4th quarter;34;67
6536;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2019;130;263
6537;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 January;8;16
6538;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 February;9;18
6539;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 March;4;8
6540;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 1st quarter;21;42
6541;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 April;0;0
6542;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 May;1;1
6543;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 June;2;4
6544;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 2nd quarter;3;6
6545;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 July;6;12
6546;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 August;7;16
6547;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 September;4;8
6548;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 3rd quarter;17;36
6549;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 October;2;3
6550;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 November;0;0
6551;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 December;1;1
6552;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020 4th quarter;3;5
6553;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2020;43;90
6554;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 January;1;1
6555;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 February;1;1
6556;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 March;1;1
6557;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 1th quarter;2;3
6558;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 April;1;1
6559;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 May;2;3
6560;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 June;3;5
6561;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 2nd quarter;5;9
6562;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 July;4;10
6563;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 August;5;10
6564;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 September;5;12
6565;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 3rd quarter;14;32
6566;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 October;7;15
6567;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 November;6;15
6568;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 December;2;5
6569;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021 4th quarter;15;35
6570;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2021;37;79
6571;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 January;1;2
6572;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 February;4;8
6573;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 March;6;13
6574;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 1th quarter;11;24
6575;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 April;7;17
6576;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 May;7;16
6577;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 June;7;14
6578;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 2nd quarter;21;47
6579;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 July;8;18
6580;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 August;8;18
6581;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 September;6;15
6582;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 3rd quarter;23;51
6583;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 October;8;17
6584;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 November;8;17
6585;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 December;9;21
6586;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022 4th quarter;24;55
6587;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2022;79;177
6588;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2023 January;8;19
6589;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2023 February;9;21
6590;Europe excluding The Netherlands;1 star accommodations;Amsterdam;2023 March;9;21
