ID;VissoortenSchaalEnSchelpdieren;Perioden;AangevoerdeHoeveelheid_1
6851;Totaal kweekvis;2022 augustus;
6852;Totaal kweekvis;2022 september;
6853;Totaal kweekvis;2022 oktober;
6854;Totaal kweekvis;2022 november;
6855;Totaal kweekvis;2022 december;
6856;Totaal kweekvis;2022;6050.0
6857;Totaal kweekvis;2023 januari;
6858;Totaal kweekvis;2023 februari;
6859;Totaal kweekvis;2023 maart;
6860;Totaal kweekvis;2023 april;
6861;Totaal kweekvis;2023 mei;
6862;Totaal kweekvis;2023 juni;
6863;Totaal kweekvis;2023 juli;
6864;Totaal kweekvis;2023 augustus;
6865;Totaal kweekvis;2023 september;
6866;Totaal kweekvis;2023 oktober;
6867;Totaal kweekvis;2023 november;
6868;Totaal kweekvis;2023 december;
6869;Totaal kweekvis;2023;6995.0
6870;Totaal kweekvis;2024 januari;
6871;Totaal kweekvis;2024 februari;
6872;Totaal kweekvis;2024 maart;
6873;Totaal kweekvis;2024 april;
6874;Totaal kweekvis;2024 mei;
6875;Totaal kweekvis;2024 juni;
6876;Totaal kweekvis;2024 juli ;
6877;Totaal kweekvis;2024 augustus;
6878;Totaal kweekvis;2024 september;
6879;Totaal kweekvis;2024 oktober;
6880;Totaal kweekvis;2024 november;
6881;Totaal kweekvis;2024 december;
6882;Totaal kweekvis;2024 ;
6883;Totaal kweekvis;2025 januari;
6884;Totaal kweekvis;2025 februari;
6885;Gekweekte paling;1994 januari;
6886;Gekweekte paling;1994 februari;
6887;Gekweekte paling;1994 maart;
6888;Gekweekte paling;1994 april;
6889;Gekweekte paling;1994 mei;
6890;Gekweekte paling;1994 juni;
6891;Gekweekte paling;1994 juli;
6892;Gekweekte paling;1994 augustus;
6893;Gekweekte paling;1994 september;
6894;Gekweekte paling;1994 oktober;
6895;Gekweekte paling;1994 november;
6896;Gekweekte paling;1994 december;
6897;Gekweekte paling;1994;1500.0
6898;Gekweekte paling;1995 januari;
6899;Gekweekte paling;1995 februari;
6900;Gekweekte paling;1995 maart;
6901;Gekweekte paling;1995 april;
6902;Gekweekte paling;1995 mei;
6903;Gekweekte paling;1995 juni;
6904;Gekweekte paling;1995 juli;
6905;Gekweekte paling;1995 augustus;
6906;Gekweekte paling;1995 september;
6907;Gekweekte paling;1995 oktober;
6908;Gekweekte paling;1995 november;
6909;Gekweekte paling;1995 december;
6910;Gekweekte paling;1995;1500.0
6911;Gekweekte paling;1996 januari;
6912;Gekweekte paling;1996 februari;
6913;Gekweekte paling;1996 maart;
6914;Gekweekte paling;1996 april;
6915;Gekweekte paling;1996 mei;
6916;Gekweekte paling;1996 juni;
6917;Gekweekte paling;1996 juli;
6918;Gekweekte paling;1996 augustus;
6919;Gekweekte paling;1996 september;
6920;Gekweekte paling;1996 oktober;
6921;Gekweekte paling;1996 november;
6922;Gekweekte paling;1996 december;
6923;Gekweekte paling;1996;2800.0
6924;Gekweekte paling;1997 januari;
6925;Gekweekte paling;1997 februari;
6926;Gekweekte paling;1997 maart;
6927;Gekweekte paling;1997 april;
6928;Gekweekte paling;1997 mei;
6929;Gekweekte paling;1997 juni;
6930;Gekweekte paling;1997 juli;
6931;Gekweekte paling;1997 augustus;
6932;Gekweekte paling;1997 september;
6933;Gekweekte paling;1997 oktober;
6934;Gekweekte paling;1997 november;
6935;Gekweekte paling;1997 december;
6936;Gekweekte paling;1997;2400.0
6937;Gekweekte paling;1998 januari;
6938;Gekweekte paling;1998 februari;
6939;Gekweekte paling;1998 maart;
6940;Gekweekte paling;1998 april;
6941;Gekweekte paling;1998 mei;
6942;Gekweekte paling;1998 juni;
6943;Gekweekte paling;1998 juli;
6944;Gekweekte paling;1998 augustus;
6945;Gekweekte paling;1998 september;
6946;Gekweekte paling;1998 oktober;
6947;Gekweekte paling;1998 november;
6948;Gekweekte paling;1998 december;
6949;Gekweekte paling;1998;2500.0
6950;Gekweekte paling;1999 januari;
6951;Gekweekte paling;1999 februari;
6952;Gekweekte paling;1999 maart;
6953;Gekweekte paling;1999 april;
6954;Gekweekte paling;1999 mei;
6955;Gekweekte paling;1999 juni;
6956;Gekweekte paling;1999 juli;
6957;Gekweekte paling;1999 augustus;
6958;Gekweekte paling;1999 september;
6959;Gekweekte paling;1999 oktober;
6960;Gekweekte paling;1999 november;
6961;Gekweekte paling;1999 december;
6962;Gekweekte paling;1999;3700.0
6963;Gekweekte paling;2000 januari;
6964;Gekweekte paling;2000 februari;
6965;Gekweekte paling;2000 maart;
6966;Gekweekte paling;2000 april;
6967;Gekweekte paling;2000 mei;
6968;Gekweekte paling;2000 juni;
6969;Gekweekte paling;2000 juli;
6970;Gekweekte paling;2000 augustus;
6971;Gekweekte paling;2000 september;
6972;Gekweekte paling;2000 oktober;
6973;Gekweekte paling;2000 november;
6974;Gekweekte paling;2000 december;
6975;Gekweekte paling;2000;3700.0
6976;Gekweekte paling;2001 januari;
6977;Gekweekte paling;2001 februari;
6978;Gekweekte paling;2001 maart;
6979;Gekweekte paling;2001 april;
6980;Gekweekte paling;2001 mei;
6981;Gekweekte paling;2001 juni;
6982;Gekweekte paling;2001 juli;
6983;Gekweekte paling;2001 augustus;
6984;Gekweekte paling;2001 september;
6985;Gekweekte paling;2001 oktober;
6986;Gekweekte paling;2001 november;
6987;Gekweekte paling;2001 december;
6988;Gekweekte paling;2001;4000.0
6989;Gekweekte paling;2002 januari;
6990;Gekweekte paling;2002 februari;
6991;Gekweekte paling;2002 maart;
6992;Gekweekte paling;2002 april;
6993;Gekweekte paling;2002 mei;
6994;Gekweekte paling;2002 juni;
6995;Gekweekte paling;2002 juli;
6996;Gekweekte paling;2002 augustus;
6997;Gekweekte paling;2002 september;
6998;Gekweekte paling;2002 oktober;
6999;Gekweekte paling;2002 november;
7000;Gekweekte paling;2002 december;
7001;Gekweekte paling;2002;4000.0
7002;Gekweekte paling;2003 januari;
7003;Gekweekte paling;2003 februari;
7004;Gekweekte paling;2003 maart;
7005;Gekweekte paling;2003 april;
7006;Gekweekte paling;2003 mei;
7007;Gekweekte paling;2003 juni;
7008;Gekweekte paling;2003 juli;
7009;Gekweekte paling;2003 augustus;
7010;Gekweekte paling;2003 september;
7011;Gekweekte paling;2003 oktober;
7012;Gekweekte paling;2003 november;
7013;Gekweekte paling;2003 december;
7014;Gekweekte paling;2003;4200.0
7015;Gekweekte paling;2004 januari;
7016;Gekweekte paling;2004 februari;
7017;Gekweekte paling;2004 maart;
7018;Gekweekte paling;2004 april;
7019;Gekweekte paling;2004 mei;
7020;Gekweekte paling;2004 juni;
7021;Gekweekte paling;2004 juli;
7022;Gekweekte paling;2004 augustus;
7023;Gekweekte paling;2004 september;
7024;Gekweekte paling;2004 oktober;
7025;Gekweekte paling;2004 november;
7026;Gekweekte paling;2004 december;
7027;Gekweekte paling;2004;4500.0
7028;Gekweekte paling;2005 januari;
7029;Gekweekte paling;2005 februari;
7030;Gekweekte paling;2005 maart;
7031;Gekweekte paling;2005 april;
7032;Gekweekte paling;2005 mei;
7033;Gekweekte paling;2005 juni;
7034;Gekweekte paling;2005 juli;
7035;Gekweekte paling;2005 augustus;
7036;Gekweekte paling;2005 september;
7037;Gekweekte paling;2005 oktober;
7038;Gekweekte paling;2005 november;
7039;Gekweekte paling;2005 december;
7040;Gekweekte paling;2005;4000.0
7041;Gekweekte paling;2006 januari;
7042;Gekweekte paling;2006 februari;
7043;Gekweekte paling;2006 maart;
7044;Gekweekte paling;2006 april;
7045;Gekweekte paling;2006 mei;
7046;Gekweekte paling;2006 juni;
7047;Gekweekte paling;2006 juli;
7048;Gekweekte paling;2006 augustus;
7049;Gekweekte paling;2006 september;
7050;Gekweekte paling;2006 oktober;
7051;Gekweekte paling;2006 november;
7052;Gekweekte paling;2006 december;
7053;Gekweekte paling;2006;4000.0
7054;Gekweekte paling;2007 januari;
7055;Gekweekte paling;2007 februari;
7056;Gekweekte paling;2007 maart;
7057;Gekweekte paling;2007 april;
7058;Gekweekte paling;2007 mei;
7059;Gekweekte paling;2007 juni;
7060;Gekweekte paling;2007 juli;
7061;Gekweekte paling;2007 augustus;
7062;Gekweekte paling;2007 september;
7063;Gekweekte paling;2007 oktober;
7064;Gekweekte paling;2007 november;
7065;Gekweekte paling;2007 december;
7066;Gekweekte paling;2007;4000.0
7067;Gekweekte paling;2008 januari;
7068;Gekweekte paling;2008 februari;
7069;Gekweekte paling;2008 maart;
7070;Gekweekte paling;2008 april;
7071;Gekweekte paling;2008 mei;
7072;Gekweekte paling;2008 juni;
7073;Gekweekte paling;2008 juli;
7074;Gekweekte paling;2008 augustus;
7075;Gekweekte paling;2008 september;
7076;Gekweekte paling;2008 oktober;
7077;Gekweekte paling;2008 november;
7078;Gekweekte paling;2008 december;
7079;Gekweekte paling;2008;3700.0
7080;Gekweekte paling;2009 januari;
7081;Gekweekte paling;2009 februari;
7082;Gekweekte paling;2009 maart;
7083;Gekweekte paling;2009 april;
7084;Gekweekte paling;2009 mei;
7085;Gekweekte paling;2009 juni;
7086;Gekweekte paling;2009 juli;
7087;Gekweekte paling;2009 augustus;
7088;Gekweekte paling;2009 september;
7089;Gekweekte paling;2009 oktober;
7090;Gekweekte paling;2009 november;
7091;Gekweekte paling;2009 december;
7092;Gekweekte paling;2009;2800.0
7093;Gekweekte paling;2010 januari;
7094;Gekweekte paling;2010 februari;
7095;Gekweekte paling;2010 maart;
7096;Gekweekte paling;2010 april;
7097;Gekweekte paling;2010 mei;
7098;Gekweekte paling;2010 juni;
7099;Gekweekte paling;2010 juli;
7100;Gekweekte paling;2010 augustus;
7101;Gekweekte paling;2010 september;
7102;Gekweekte paling;2010 oktober;
7103;Gekweekte paling;2010 november;
7104;Gekweekte paling;2010 december;
7105;Gekweekte paling;2010;3000.0
7106;Gekweekte paling;2011 januari;
7107;Gekweekte paling;2011 februari;
7108;Gekweekte paling;2011 maart;
7109;Gekweekte paling;2011 april;
7110;Gekweekte paling;2011 mei;
7111;Gekweekte paling;2011 juni;
7112;Gekweekte paling;2011 juli;
7113;Gekweekte paling;2011 augustus;
7114;Gekweekte paling;2011 september;
7115;Gekweekte paling;2011 oktober;
7116;Gekweekte paling;2011 november;
7117;Gekweekte paling;2011 december;
7118;Gekweekte paling;2011;2800.0
7119;Gekweekte paling;2012 januari;
7120;Gekweekte paling;2012 februari;
7121;Gekweekte paling;2012 maart;
7122;Gekweekte paling;2012 april;
7123;Gekweekte paling;2012 mei;
7124;Gekweekte paling;2012 juni;
7125;Gekweekte paling;2012 juli;
7126;Gekweekte paling;2012 augustus;
7127;Gekweekte paling;2012 september;
7128;Gekweekte paling;2012 oktober;
7129;Gekweekte paling;2012 november;
7130;Gekweekte paling;2012 december;
7131;Gekweekte paling;2012;2900.0
7132;Gekweekte paling;2013 januari;
7133;Gekweekte paling;2013 februari;
7134;Gekweekte paling;2013 maart;
7135;Gekweekte paling;2013 april;
7136;Gekweekte paling;2013 mei;
7137;Gekweekte paling;2013 juni;
7138;Gekweekte paling;2013 juli;
7139;Gekweekte paling;2013 augustus;
7140;Gekweekte paling;2013 september;
7141;Gekweekte paling;2013 oktober;
7142;Gekweekte paling;2013 november;
7143;Gekweekte paling;2013 december;
7144;Gekweekte paling;2013;2900.0
7145;Gekweekte paling;2014 januari;
7146;Gekweekte paling;2014 februari;
7147;Gekweekte paling;2014 maart;
7148;Gekweekte paling;2014 april;
7149;Gekweekte paling;2014 mei;
7150;Gekweekte paling;2014 juni;
7151;Gekweekte paling;2014 juli;
7152;Gekweekte paling;2014 augustus;
7153;Gekweekte paling;2014 september;
7154;Gekweekte paling;2014 oktober;
7155;Gekweekte paling;2014 november;
7156;Gekweekte paling;2014 december;
7157;Gekweekte paling;2014 ;2335.0
7158;Gekweekte paling;2015 januari;
7159;Gekweekte paling;2015 februari;
7160;Gekweekte paling;2015 maart;
7161;Gekweekte paling;2015 april;
7162;Gekweekte paling;2015 mei;
7163;Gekweekte paling;2015 juni;
7164;Gekweekte paling;2015 juli;
7165;Gekweekte paling;2015  augustus;
7166;Gekweekte paling;2015 september;
7167;Gekweekte paling;2015 oktober;
7168;Gekweekte paling;2015 november;
7169;Gekweekte paling;2015 december;
7170;Gekweekte paling;2015 ;2000.0
7171;Gekweekte paling;2016  januari;
7172;Gekweekte paling;2016 februari;
7173;Gekweekte paling;2016 maart;
7174;Gekweekte paling;2016 april;
7175;Gekweekte paling;2016 mei;
7176;Gekweekte paling;2016 juni;
7177;Gekweekte paling;2016 juli;
7178;Gekweekte paling;2016 augustus;
7179;Gekweekte paling;2016 september;
7180;Gekweekte paling;2016 oktober;
7181;Gekweekte paling;2016 november;
7182;Gekweekte paling;2016 december;
7183;Gekweekte paling;2016;2000.0
7184;Gekweekte paling;2017 januari;
7185;Gekweekte paling;2017 februari;
7186;Gekweekte paling;2017 maart;
7187;Gekweekte paling;2017 april;
7188;Gekweekte paling;2017 mei;
7189;Gekweekte paling;2017 juni;
7190;Gekweekte paling;2017 juli;
7191;Gekweekte paling;2017 augustus;
7192;Gekweekte paling;2017 september;
7193;Gekweekte paling;2017 oktober;
7194;Gekweekte paling;2017 november;
7195;Gekweekte paling;2017 december;
7196;Gekweekte paling;2017;2000.0
7197;Gekweekte paling;2018 januari;
7198;Gekweekte paling;2018 februari;
7199;Gekweekte paling;2018 maart;
7200;Gekweekte paling;2018 april;
7201;Gekweekte paling;2018 mei;
7202;Gekweekte paling;2018 juni;
7203;Gekweekte paling;2018 juli;
7204;Gekweekte paling;2018 augustus;
7205;Gekweekte paling;2018 september;
7206;Gekweekte paling;2018 oktober;
7207;Gekweekte paling;2018 november;
7208;Gekweekte paling;2018 december;
7209;Gekweekte paling;2018;2150.0
7210;Gekweekte paling;2019 januari;
7211;Gekweekte paling;2019 februari;
7212;Gekweekte paling;2019 maart;
7213;Gekweekte paling;2019 april ;
7214;Gekweekte paling;2019 mei;
7215;Gekweekte paling;2019 juni;
7216;Gekweekte paling;2019 juli;
7217;Gekweekte paling;2019 augustus;
7218;Gekweekte paling;2019 september;
7219;Gekweekte paling;2019 oktober;
7220;Gekweekte paling;2019 november;
7221;Gekweekte paling;2019 december;
7222;Gekweekte paling;2019;2200.0
7223;Gekweekte paling;2020 januari;
7224;Gekweekte paling;2020 februari;
7225;Gekweekte paling;2020 maart;
7226;Gekweekte paling;2020 april;
7227;Gekweekte paling;2020 mei;
7228;Gekweekte paling;2020 juni;
7229;Gekweekte paling;2020 juli;
7230;Gekweekte paling;2020 augustus;
7231;Gekweekte paling;2020 september;
7232;Gekweekte paling;2020 oktober;
7233;Gekweekte paling;2020 november;
7234;Gekweekte paling;2020 december;
7235;Gekweekte paling;2020;2035.0
7236;Gekweekte paling;2021 januari;
7237;Gekweekte paling;2021 februari;
7238;Gekweekte paling;2021 maart;
7239;Gekweekte paling;2021 april;
7240;Gekweekte paling;2021 mei;
7241;Gekweekte paling;2021 juni;
7242;Gekweekte paling;2021 juli;
7243;Gekweekte paling;2021 augustus;
7244;Gekweekte paling;2021 september;
7245;Gekweekte paling;2021 oktober;
7246;Gekweekte paling;2021 november;
7247;Gekweekte paling;2021 december;
7248;Gekweekte paling;2021 ;1950.0
7249;Gekweekte paling;2022  januari;
7250;Gekweekte paling;2022 februari;
7251;Gekweekte paling;2022 maart;
7252;Gekweekte paling;2022 april;
7253;Gekweekte paling;2022 mei;
7254;Gekweekte paling;2022 juni;
7255;Gekweekte paling;2022 juli;
7256;Gekweekte paling;2022 augustus;
7257;Gekweekte paling;2022 september;
7258;Gekweekte paling;2022 oktober;
7259;Gekweekte paling;2022 november;
7260;Gekweekte paling;2022 december;
7261;Gekweekte paling;2022;2000.0
7262;Gekweekte paling;2023 januari;
7263;Gekweekte paling;2023 februari;
7264;Gekweekte paling;2023 maart;
7265;Gekweekte paling;2023 april;
7266;Gekweekte paling;2023 mei;
7267;Gekweekte paling;2023 juni;
7268;Gekweekte paling;2023 juli;
7269;Gekweekte paling;2023 augustus;
7270;Gekweekte paling;2023 september;
7271;Gekweekte paling;2023 oktober;
7272;Gekweekte paling;2023 november;
7273;Gekweekte paling;2023 december;
7274;Gekweekte paling;2023;2000.0
7275;Gekweekte paling;2024 januari;
7276;Gekweekte paling;2024 februari;
7277;Gekweekte paling;2024 maart;
7278;Gekweekte paling;2024 april;
7279;Gekweekte paling;2024 mei;
7280;Gekweekte paling;2024 juni;
7281;Gekweekte paling;2024 juli ;
7282;Gekweekte paling;2024 augustus;
7283;Gekweekte paling;2024 september;
7284;Gekweekte paling;2024 oktober;
7285;Gekweekte paling;2024 november;
7286;Gekweekte paling;2024 december;
7287;Gekweekte paling;2024 ;
7288;Gekweekte paling;2025 januari;
7289;Gekweekte paling;2025 februari;
7290;Overige kweekvis;1994 januari;
7291;Overige kweekvis;1994 februari;
7292;Overige kweekvis;1994 maart;
7293;Overige kweekvis;1994 april;
7294;Overige kweekvis;1994 mei;
7295;Overige kweekvis;1994 juni;
7296;Overige kweekvis;1994 juli;
7297;Overige kweekvis;1994 augustus;
7298;Overige kweekvis;1994 september;
7299;Overige kweekvis;1994 oktober;
7300;Overige kweekvis;1994 november;
7301;Overige kweekvis;1994 december;
7302;Overige kweekvis;1994;910.0
7303;Overige kweekvis;1995 januari;
7304;Overige kweekvis;1995 februari;
7305;Overige kweekvis;1995 maart;
7306;Overige kweekvis;1995 april;
7307;Overige kweekvis;1995 mei;
7308;Overige kweekvis;1995 juni;
7309;Overige kweekvis;1995 juli;
7310;Overige kweekvis;1995 augustus;
7311;Overige kweekvis;1995 september;
7312;Overige kweekvis;1995 oktober;
7313;Overige kweekvis;1995 november;
7314;Overige kweekvis;1995 december;
7315;Overige kweekvis;1995;1231.0
7316;Overige kweekvis;1996 januari;
7317;Overige kweekvis;1996 februari;
7318;Overige kweekvis;1996 maart;
7319;Overige kweekvis;1996 april;
7320;Overige kweekvis;1996 mei;
7321;Overige kweekvis;1996 juni;
7322;Overige kweekvis;1996 juli;
7323;Overige kweekvis;1996 augustus;
7324;Overige kweekvis;1996 september;
7325;Overige kweekvis;1996 oktober;
7326;Overige kweekvis;1996 november;
7327;Overige kweekvis;1996 december;
7328;Overige kweekvis;1996;1475.0
7329;Overige kweekvis;1997 januari;
7330;Overige kweekvis;1997 februari;
7331;Overige kweekvis;1997 maart;
7332;Overige kweekvis;1997 april;
7333;Overige kweekvis;1997 mei;
7334;Overige kweekvis;1997 juni;
7335;Overige kweekvis;1997 juli;
7336;Overige kweekvis;1997 augustus;
7337;Overige kweekvis;1997 september;
7338;Overige kweekvis;1997 oktober;
7339;Overige kweekvis;1997 november;
7340;Overige kweekvis;1997 december;
7341;Overige kweekvis;1997;1289.0
7342;Overige kweekvis;1998 januari;
7343;Overige kweekvis;1998 februari;
7344;Overige kweekvis;1998 maart;
7345;Overige kweekvis;1998 april;
7346;Overige kweekvis;1998 mei;
7347;Overige kweekvis;1998 juni;
7348;Overige kweekvis;1998 juli;
7349;Overige kweekvis;1998 augustus;
7350;Overige kweekvis;1998 september;
7351;Overige kweekvis;1998 oktober;
7352;Overige kweekvis;1998 november;
7353;Overige kweekvis;1998 december;
7354;Overige kweekvis;1998;1573.0
7355;Overige kweekvis;1999 januari;
7356;Overige kweekvis;1999 februari;
7357;Overige kweekvis;1999 maart;
7358;Overige kweekvis;1999 april;
7359;Overige kweekvis;1999 mei;
7360;Overige kweekvis;1999 juni;
7361;Overige kweekvis;1999 juli;
7362;Overige kweekvis;1999 augustus;
7363;Overige kweekvis;1999 september;
7364;Overige kweekvis;1999 oktober;
7365;Overige kweekvis;1999 november;
7366;Overige kweekvis;1999 december;
7367;Overige kweekvis;1999;1593.0
7368;Overige kweekvis;2000 januari;
7369;Overige kweekvis;2000 februari;
7370;Overige kweekvis;2000 maart;
7371;Overige kweekvis;2000 april;
7372;Overige kweekvis;2000 mei;
7373;Overige kweekvis;2000 juni;
7374;Overige kweekvis;2000 juli;
7375;Overige kweekvis;2000 augustus;
7376;Overige kweekvis;2000 september;
7377;Overige kweekvis;2000 oktober;
7378;Overige kweekvis;2000 november;
7379;Overige kweekvis;2000 december;
7380;Overige kweekvis;2000;2689.0
7381;Overige kweekvis;2001 januari;
7382;Overige kweekvis;2001 februari;
7383;Overige kweekvis;2001 maart;
7384;Overige kweekvis;2001 april;
7385;Overige kweekvis;2001 mei;
7386;Overige kweekvis;2001 juni;
7387;Overige kweekvis;2001 juli;
7388;Overige kweekvis;2001 augustus;
7389;Overige kweekvis;2001 september;
7390;Overige kweekvis;2001 oktober;
7391;Overige kweekvis;2001 november;
7392;Overige kweekvis;2001 december;
7393;Overige kweekvis;2001;1535.0
7394;Overige kweekvis;2002 januari;
7395;Overige kweekvis;2002 februari;
7396;Overige kweekvis;2002 maart;
7397;Overige kweekvis;2002 april;
7398;Overige kweekvis;2002 mei;
7399;Overige kweekvis;2002 juni;
7400;Overige kweekvis;2002 juli;
7401;Overige kweekvis;2002 augustus;
7402;Overige kweekvis;2002 september;
7403;Overige kweekvis;2002 oktober;
7404;Overige kweekvis;2002 november;
7405;Overige kweekvis;2002 december;
7406;Overige kweekvis;2002;2899.0
7407;Overige kweekvis;2003 januari;
7408;Overige kweekvis;2003 februari;
7409;Overige kweekvis;2003 maart;
7410;Overige kweekvis;2003 april;
7411;Overige kweekvis;2003 mei;
7412;Overige kweekvis;2003 juni;
7413;Overige kweekvis;2003 juli;
7414;Overige kweekvis;2003 augustus;
7415;Overige kweekvis;2003 september;
7416;Overige kweekvis;2003 oktober;
7417;Overige kweekvis;2003 november;
7418;Overige kweekvis;2003 december;
7419;Overige kweekvis;2003;3675.0
7420;Overige kweekvis;2004 januari;
7421;Overige kweekvis;2004 februari;
7422;Overige kweekvis;2004 maart;
7423;Overige kweekvis;2004 april;
7424;Overige kweekvis;2004 mei;
7425;Overige kweekvis;2004 juni;
7426;Overige kweekvis;2004 juli;
7427;Overige kweekvis;2004 augustus;
7428;Overige kweekvis;2004 september;
7429;Overige kweekvis;2004 oktober;
7430;Overige kweekvis;2004 november;
7431;Overige kweekvis;2004 december;
7432;Overige kweekvis;2004;4025.0
7433;Overige kweekvis;2005 januari;
7434;Overige kweekvis;2005 februari;
7435;Overige kweekvis;2005 maart;
7436;Overige kweekvis;2005 april;
7437;Overige kweekvis;2005 mei;
7438;Overige kweekvis;2005 juni;
7439;Overige kweekvis;2005 juli;
7440;Overige kweekvis;2005 augustus;
7441;Overige kweekvis;2005 september;
7442;Overige kweekvis;2005 oktober;
7443;Overige kweekvis;2005 november;
7444;Overige kweekvis;2005 december;
7445;Overige kweekvis;2005;4675.0
7446;Overige kweekvis;2006 januari;
7447;Overige kweekvis;2006 februari;
7448;Overige kweekvis;2006 maart;
7449;Overige kweekvis;2006 april;
7450;Overige kweekvis;2006 mei;
7451;Overige kweekvis;2006 juni;
7452;Overige kweekvis;2006 juli;
7453;Overige kweekvis;2006 augustus;
7454;Overige kweekvis;2006 september;
7455;Overige kweekvis;2006 oktober;
7456;Overige kweekvis;2006 november;
7457;Overige kweekvis;2006 december;
7458;Overige kweekvis;2006;4900.0
7459;Overige kweekvis;2007 januari;
7460;Overige kweekvis;2007 februari;
7461;Overige kweekvis;2007 maart;
7462;Overige kweekvis;2007 april;
7463;Overige kweekvis;2007 mei;
7464;Overige kweekvis;2007 juni;
7465;Overige kweekvis;2007 juli;
7466;Overige kweekvis;2007 augustus;
7467;Overige kweekvis;2007 september;
7468;Overige kweekvis;2007 oktober;
7469;Overige kweekvis;2007 november;
7470;Overige kweekvis;2007 december;
7471;Overige kweekvis;2007;5640.0
7472;Overige kweekvis;2008 januari;
7473;Overige kweekvis;2008 februari;
7474;Overige kweekvis;2008 maart;
7475;Overige kweekvis;2008 april;
7476;Overige kweekvis;2008 mei;
7477;Overige kweekvis;2008 juni;
