ID;VissoortenSchaalEnSchelpdieren;Perioden;AangevoerdeHoeveelheid_1
6141;Zeebaars;1999 februari;
6142;Zeebaars;1999 maart;
6143;Zeebaars;1999 april;
6144;Zeebaars;1999 mei;
6145;Zeebaars;1999 juni;
6146;Zeebaars;1999 juli;
6147;Zeebaars;1999 augustus;
6148;Zeebaars;1999 september;
6149;Zeebaars;1999 oktober;
6150;Zeebaars;1999 november;
6151;Zeebaars;1999 december;
6152;Zeebaars;1999;
6153;Zeebaars;2000 januari;
6154;Zeebaars;2000 februari;
6155;Zeebaars;2000 maart;
6156;Zeebaars;2000 april;
6157;Zeebaars;2000 mei;
6158;Zeebaars;2000 juni;
6159;Zeebaars;2000 juli;
6160;Zeebaars;2000 augustus;
6161;Zeebaars;2000 september;
6162;Zeebaars;2000 oktober;
6163;Zeebaars;2000 november;
6164;Zeebaars;2000 december;
6165;Zeebaars;2000;
6166;Zeebaars;2001 januari;
6167;Zeebaars;2001 februari;
6168;Zeebaars;2001 maart;
6169;Zeebaars;2001 april;
6170;Zeebaars;2001 mei;
6171;Zeebaars;2001 juni;
6172;Zeebaars;2001 juli;
6173;Zeebaars;2001 augustus;
6174;Zeebaars;2001 september;
6175;Zeebaars;2001 oktober;
6176;Zeebaars;2001 november;
6177;Zeebaars;2001 december;
6178;Zeebaars;2001;
6179;Zeebaars;2002 januari;13.0
6180;Zeebaars;2002 februari;0.0
6181;Zeebaars;2002 maart;2.0
6182;Zeebaars;2002 april;8.0
6183;Zeebaars;2002 mei;11.0
6184;Zeebaars;2002 juni;8.0
6185;Zeebaars;2002 juli;5.0
6186;Zeebaars;2002 augustus;14.0
6187;Zeebaars;2002 september;18.0
6188;Zeebaars;2002 oktober;17.0
6189;Zeebaars;2002 november;27.0
6190;Zeebaars;2002 december;8.0
6191;Zeebaars;2002;132.0
6192;Zeebaars;2003 januari;7.0
6193;Zeebaars;2003 februari;4.0
6194;Zeebaars;2003 maart;62.0
6195;Zeebaars;2003 april;10.0
6196;Zeebaars;2003 mei;24.0
6197;Zeebaars;2003 juni;10.0
6198;Zeebaars;2003 juli;14.0
6199;Zeebaars;2003 augustus;28.0
6200;Zeebaars;2003 september;30.0
6201;Zeebaars;2003 oktober;41.0
6202;Zeebaars;2003 november;23.0
6203;Zeebaars;2003 december;17.0
6204;Zeebaars;2003;270.0
6205;Zeebaars;2004 januari;3.0
6206;Zeebaars;2004 februari;13.0
6207;Zeebaars;2004 maart;50.0
6208;Zeebaars;2004 april;46.0
6209;Zeebaars;2004 mei;26.0
6210;Zeebaars;2004 juni;28.0
6211;Zeebaars;2004 juli;13.0
6212;Zeebaars;2004 augustus;8.0
6213;Zeebaars;2004 september;28.0
6214;Zeebaars;2004 oktober;33.0
6215;Zeebaars;2004 november;30.0
6216;Zeebaars;2004 december;11.0
6217;Zeebaars;2004;287.0
6218;Zeebaars;2005 januari;12.0
6219;Zeebaars;2005 februari;28.0
6220;Zeebaars;2005 maart;86.0
6221;Zeebaars;2005 april;67.0
6222;Zeebaars;2005 mei;27.0
6223;Zeebaars;2005 juni;31.0
6224;Zeebaars;2005 juli;22.0
6225;Zeebaars;2005 augustus;24.0
6226;Zeebaars;2005 september;42.0
6227;Zeebaars;2005 oktober;41.0
6228;Zeebaars;2005 november;31.0
6229;Zeebaars;2005 december;45.0
6230;Zeebaars;2005;455.0
6231;Zeebaars;2006 januari;16.0
6232;Zeebaars;2006 februari;37.0
6233;Zeebaars;2006 maart;51.0
6234;Zeebaars;2006 april;63.0
6235;Zeebaars;2006 mei;38.0
6236;Zeebaars;2006 juni;30.0
6237;Zeebaars;2006 juli;23.0
6238;Zeebaars;2006 augustus;23.0
6239;Zeebaars;2006 september;55.0
6240;Zeebaars;2006 oktober;35.0
6241;Zeebaars;2006 november;57.0
6242;Zeebaars;2006 december;23.0
6243;Zeebaars;2006;450.0
6244;Zeebaars;2007 januari;14.0
6245;Zeebaars;2007 februari;42.0
6246;Zeebaars;2007 maart;77.0
6247;Zeebaars;2007 april;85.0
6248;Zeebaars;2007 mei;45.0
6249;Zeebaars;2007 juni;29.0
6250;Zeebaars;2007 juli;18.0
6251;Zeebaars;2007 augustus;26.0
6252;Zeebaars;2007 september;42.0
6253;Zeebaars;2007 oktober;57.0
6254;Zeebaars;2007 november;39.0
6255;Zeebaars;2007 december;18.0
6256;Zeebaars;2007;493.0
6257;Zeebaars;2008 januari;23.0
6258;Zeebaars;2008 februari;38.0
6259;Zeebaars;2008 maart;16.0
6260;Zeebaars;2008 april;69.0
6261;Zeebaars;2008 mei;71.0
6262;Zeebaars;2008 juni;26.0
6263;Zeebaars;2008 juli;23.0
6264;Zeebaars;2008 augustus;43.0
6265;Zeebaars;2008 september;46.0
6266;Zeebaars;2008 oktober;49.0
6267;Zeebaars;2008 november;35.0
6268;Zeebaars;2008 december;15.0
6269;Zeebaars;2008;452.0
6270;Zeebaars;2009 januari;51.0
6271;Zeebaars;2009 februari;73.0
6272;Zeebaars;2009 maart;29.0
6273;Zeebaars;2009 april;61.0
6274;Zeebaars;2009 mei;56.0
6275;Zeebaars;2009 juni;32.0
6276;Zeebaars;2009 juli;26.0
6277;Zeebaars;2009 augustus;29.0
6278;Zeebaars;2009 september;50.0
6279;Zeebaars;2009 oktober;54.0
6280;Zeebaars;2009 november;42.0
6281;Zeebaars;2009 december;26.0
6282;Zeebaars;2009;531.0
6283;Zeebaars;2010 januari;10.0
6284;Zeebaars;2010 februari;14.0
6285;Zeebaars;2010 maart;24.0
6286;Zeebaars;2010 april;28.0
6287;Zeebaars;2010 mei;46.0
6288;Zeebaars;2010 juni;30.0
6289;Zeebaars;2010 juli;22.0
6290;Zeebaars;2010 augustus;23.0
6291;Zeebaars;2010 september;41.0
6292;Zeebaars;2010 oktober;25.0
6293;Zeebaars;2010 november;28.0
6294;Zeebaars;2010 december;21.0
6295;Zeebaars;2010;313.0
6296;Zeebaars;2011 januari;11.0
6297;Zeebaars;2011 februari;21.0
6298;Zeebaars;2011 maart;30.0
6299;Zeebaars;2011 april;31.0
6300;Zeebaars;2011 mei;35.0
6301;Zeebaars;2011 juni;16.0
6302;Zeebaars;2011 juli;19.0
6303;Zeebaars;2011 augustus;22.0
6304;Zeebaars;2011 september;35.0
6305;Zeebaars;2011 oktober;27.0
6306;Zeebaars;2011 november;32.0
6307;Zeebaars;2011 december;19.0
6308;Zeebaars;2011;296.0
6309;Zeebaars;2012 januari;30.0
6310;Zeebaars;2012 februari;13.0
6311;Zeebaars;2012 maart;16.0
6312;Zeebaars;2012 april;13.0
6313;Zeebaars;2012 mei;30.0
6314;Zeebaars;2012 juni;16.0
6315;Zeebaars;2012 juli;11.0
6316;Zeebaars;2012 augustus;14.0
6317;Zeebaars;2012 september;15.0
6318;Zeebaars;2012 oktober;23.0
6319;Zeebaars;2012 november;12.0
6320;Zeebaars;2012 december;8.0
6321;Zeebaars;2012;201.0
6322;Zeebaars;2013 januari;9.0
6323;Zeebaars;2013 februari;7.0
6324;Zeebaars;2013 maart;13.0
6325;Zeebaars;2013 april;19.0
6326;Zeebaars;2013 mei;24.0
6327;Zeebaars;2013 juni;14.0
6328;Zeebaars;2013 juli;15.0
6329;Zeebaars;2013 augustus;15.0
6330;Zeebaars;2013 september;19.0
6331;Zeebaars;2013 oktober;17.0
6332;Zeebaars;2013 november;16.0
6333;Zeebaars;2013 december;14.0
6334;Zeebaars;2013;181.0
6335;Zeebaars;2014 januari;9.0
6336;Zeebaars;2014 februari;4.0
6337;Zeebaars;2014 maart;7.0
6338;Zeebaars;2014 april;13.0
6339;Zeebaars;2014 mei;18.0
6340;Zeebaars;2014 juni;10.0
6341;Zeebaars;2014 juli;7.0
6342;Zeebaars;2014 augustus;8.0
6343;Zeebaars;2014 september;9.0
6344;Zeebaars;2014 oktober;12.0
6345;Zeebaars;2014 november;9.0
6346;Zeebaars;2014 december;5.0
6347;Zeebaars;2014 ;110.0
6348;Zeebaars;2015 januari;23.0
6349;Zeebaars;2015 februari;20.0
6350;Zeebaars;2015 maart;12.0
6351;Zeebaars;2015 april;21.0
6352;Zeebaars;2015 mei;28.0
6353;Zeebaars;2015 juni;16.0
6354;Zeebaars;2015 juli;12.0
6355;Zeebaars;2015  augustus;14.0
6356;Zeebaars;2015 september;12.0
6357;Zeebaars;2015 oktober;18.0
6358;Zeebaars;2015 november;18.0
6359;Zeebaars;2015 december;22.0
6360;Zeebaars;2015 ;217.0
6361;Zeebaars;2016  januari;7.0
6362;Zeebaars;2016 februari;6.0
6363;Zeebaars;2016 maart;5.0
6364;Zeebaars;2016 april;12.0
6365;Zeebaars;2016 mei;19.0
6366;Zeebaars;2016 juni;14.0
6367;Zeebaars;2016 juli;12.0
6368;Zeebaars;2016 augustus;12.0
6369;Zeebaars;2016 september;18.0
6370;Zeebaars;2016 oktober;16.0
6371;Zeebaars;2016 november;17.0
6372;Zeebaars;2016 december;17.0
6373;Zeebaars;2016;156.0
6374;Zeebaars;2017 januari;7.0
6375;Zeebaars;2017 februari;6.0
6376;Zeebaars;2017 maart;8.0
6377;Zeebaars;2017 april;12.0
6378;Zeebaars;2017 mei;21.0
6379;Zeebaars;2017 juni;12.0
6380;Zeebaars;2017 juli;8.0
6381;Zeebaars;2017 augustus;13.0
6382;Zeebaars;2017 september;12.0
6383;Zeebaars;2017 oktober;14.0
6384;Zeebaars;2017 november;13.0
6385;Zeebaars;2017 december;12.0
6386;Zeebaars;2017;139.0
6387;Zeebaars;2018 januari;4.0
6388;Zeebaars;2018 februari;0.0
6389;Zeebaars;2018 maart;0.0
6390;Zeebaars;2018 april;5.0
6391;Zeebaars;2018 mei;17.0
6392;Zeebaars;2018 juni;11.0
6393;Zeebaars;2018 juli;20.0
6394;Zeebaars;2018 augustus;19.0
6395;Zeebaars;2018 september;22.0
6396;Zeebaars;2018 oktober;28.0
6397;Zeebaars;2018 november;24.0
6398;Zeebaars;2018 december;15.0
6399;Zeebaars;2018;165.0
6400;Zeebaars;2019 januari;6.0
6401;Zeebaars;2019 februari;1.0
6402;Zeebaars;2019 maart;0.0
6403;Zeebaars;2019 april ;13.0
6404;Zeebaars;2019 mei;28.0
6405;Zeebaars;2019 juni;20.0
6406;Zeebaars;2019 juli;19.0
6407;Zeebaars;2019 augustus;22.0
6408;Zeebaars;2019 september;21.0
6409;Zeebaars;2019 oktober;38.0
6410;Zeebaars;2019 november;23.0
6411;Zeebaars;2019 december;9.0
6412;Zeebaars;2019;200.0
6413;Zeebaars;2020 januari;9.0
6414;Zeebaars;2020 februari;0.0
6415;Zeebaars;2020 maart;
6416;Zeebaars;2020 april;15.0
6417;Zeebaars;2020 mei;31.0
6418;Zeebaars;2020 juni;20.0
6419;Zeebaars;2020 juli;26.0
6420;Zeebaars;2020 augustus;24.0
6421;Zeebaars;2020 september;28.0
6422;Zeebaars;2020 oktober;30.0
6423;Zeebaars;2020 november;17.0
6424;Zeebaars;2020 december;17.0
6425;Zeebaars;2020;216.0
6426;Zeebaars;2021 januari;14.0
6427;Zeebaars;2021 februari;0.0
6428;Zeebaars;2021 maart;0.0
6429;Zeebaars;2021 april;10.0
6430;Zeebaars;2021 mei;27.0
6431;Zeebaars;2021 juni;31.0
6432;Zeebaars;2021 juli;23.0
6433;Zeebaars;2021 augustus;23.0
6434;Zeebaars;2021 september;37.0
6435;Zeebaars;2021 oktober;31.0
6436;Zeebaars;2021 november;22.0
6437;Zeebaars;2021 december;13.0
6438;Zeebaars;2021 ;231.0
6439;Zeebaars;2022  januari;10.0
6440;Zeebaars;2022 februari;0.0
6441;Zeebaars;2022 maart;0.0
6442;Zeebaars;2022 april;14.0
6443;Zeebaars;2022 mei;32.0
6444;Zeebaars;2022 juni;25.0
6445;Zeebaars;2022 juli;23.0
6446;Zeebaars;2022 augustus;22.0
6447;Zeebaars;2022 september;31.0
6448;Zeebaars;2022 oktober;42.0
6449;Zeebaars;2022 november;28.0
6450;Zeebaars;2022 december;16.0
6451;Zeebaars;2022;243.0
6452;Zeebaars;2023 januari;11.0
6453;Zeebaars;2023 februari;1.0
6454;Zeebaars;2023 maart;0.0
6455;Zeebaars;2023 april;27.0
6456;Zeebaars;2023 mei;29.0
6457;Zeebaars;2023 juni;24.0
6458;Zeebaars;2023 juli;21.0
6459;Zeebaars;2023 augustus;31.0
6460;Zeebaars;2023 september;32.0
6461;Zeebaars;2023 oktober;37.0
6462;Zeebaars;2023 november;33.0
6463;Zeebaars;2023 december;16.0
6464;Zeebaars;2023;261.0
6465;Zeebaars;2024 januari;17.0
6466;Zeebaars;2024 februari;1.0
6467;Zeebaars;2024 maart;0.0
6468;Zeebaars;2024 april;25.0
6469;Zeebaars;2024 mei;26.0
6470;Zeebaars;2024 juni;20.0
6471;Zeebaars;2024 juli ;23.0
6472;Zeebaars;2024 augustus;19.0
6473;Zeebaars;2024 september;24.0
6474;Zeebaars;2024 oktober;38.0
6475;Zeebaars;2024 november;19.0
6476;Zeebaars;2024 december;15.0
6477;Zeebaars;2024 ;228.0
6478;Zeebaars;2025 januari;11.0
6479;Zeebaars;2025 februari;0.0
6480;Totaal kweekvis;1994 januari;
6481;Totaal kweekvis;1994 februari;
6482;Totaal kweekvis;1994 maart;
6483;Totaal kweekvis;1994 april;
6484;Totaal kweekvis;1994 mei;
6485;Totaal kweekvis;1994 juni;
6486;Totaal kweekvis;1994 juli;
6487;Totaal kweekvis;1994 augustus;
6488;Totaal kweekvis;1994 september;
6489;Totaal kweekvis;1994 oktober;
6490;Totaal kweekvis;1994 november;
6491;Totaal kweekvis;1994 december;
6492;Totaal kweekvis;1994;2397.0
6493;Totaal kweekvis;1995 januari;
6494;Totaal kweekvis;1995 februari;
6495;Totaal kweekvis;1995 maart;
6496;Totaal kweekvis;1995 april;
6497;Totaal kweekvis;1995 mei;
6498;Totaal kweekvis;1995 juni;
6499;Totaal kweekvis;1995 juli;
6500;Totaal kweekvis;1995 augustus;
6501;Totaal kweekvis;1995 september;
6502;Totaal kweekvis;1995 oktober;
6503;Totaal kweekvis;1995 november;
6504;Totaal kweekvis;1995 december;
6505;Totaal kweekvis;1995;2766.0
6506;Totaal kweekvis;1996 januari;
6507;Totaal kweekvis;1996 februari;
6508;Totaal kweekvis;1996 maart;
6509;Totaal kweekvis;1996 april;
6510;Totaal kweekvis;1996 mei;
6511;Totaal kweekvis;1996 juni;
6512;Totaal kweekvis;1996 juli;
6513;Totaal kweekvis;1996 augustus;
6514;Totaal kweekvis;1996 september;
6515;Totaal kweekvis;1996 oktober;
6516;Totaal kweekvis;1996 november;
6517;Totaal kweekvis;1996 december;
6518;Totaal kweekvis;1996;4275.0
6519;Totaal kweekvis;1997 januari;
6520;Totaal kweekvis;1997 februari;
6521;Totaal kweekvis;1997 maart;
6522;Totaal kweekvis;1997 april;
6523;Totaal kweekvis;1997 mei;
6524;Totaal kweekvis;1997 juni;
6525;Totaal kweekvis;1997 juli;
6526;Totaal kweekvis;1997 augustus;
6527;Totaal kweekvis;1997 september;
6528;Totaal kweekvis;1997 oktober;
6529;Totaal kweekvis;1997 november;
6530;Totaal kweekvis;1997 december;
6531;Totaal kweekvis;1997;3732.0
6532;Totaal kweekvis;1998 januari;
6533;Totaal kweekvis;1998 februari;
6534;Totaal kweekvis;1998 maart;
6535;Totaal kweekvis;1998 april;
6536;Totaal kweekvis;1998 mei;
6537;Totaal kweekvis;1998 juni;
6538;Totaal kweekvis;1998 juli;
6539;Totaal kweekvis;1998 augustus;
6540;Totaal kweekvis;1998 september;
6541;Totaal kweekvis;1998 oktober;
6542;Totaal kweekvis;1998 november;
6543;Totaal kweekvis;1998 december;
6544;Totaal kweekvis;1998;4207.0
6545;Totaal kweekvis;1999 januari;
6546;Totaal kweekvis;1999 februari;
6547;Totaal kweekvis;1999 maart;
6548;Totaal kweekvis;1999 april;
6549;Totaal kweekvis;1999 mei;
6550;Totaal kweekvis;1999 juni;
6551;Totaal kweekvis;1999 juli;
6552;Totaal kweekvis;1999 augustus;
6553;Totaal kweekvis;1999 september;
6554;Totaal kweekvis;1999 oktober;
6555;Totaal kweekvis;1999 november;
6556;Totaal kweekvis;1999 december;
6557;Totaal kweekvis;1999;4821.0
6558;Totaal kweekvis;2000 januari;
6559;Totaal kweekvis;2000 februari;
6560;Totaal kweekvis;2000 maart;
6561;Totaal kweekvis;2000 april;
6562;Totaal kweekvis;2000 mei;
6563;Totaal kweekvis;2000 juni;
6564;Totaal kweekvis;2000 juli;
6565;Totaal kweekvis;2000 augustus;
6566;Totaal kweekvis;2000 september;
6567;Totaal kweekvis;2000 oktober;
6568;Totaal kweekvis;2000 november;
6569;Totaal kweekvis;2000 december;
6570;Totaal kweekvis;2000;6389.0
6571;Totaal kweekvis;2001 januari;
6572;Totaal kweekvis;2001 februari;
6573;Totaal kweekvis;2001 maart;
6574;Totaal kweekvis;2001 april;
6575;Totaal kweekvis;2001 mei;
6576;Totaal kweekvis;2001 juni;
6577;Totaal kweekvis;2001 juli;
6578;Totaal kweekvis;2001 augustus;
6579;Totaal kweekvis;2001 september;
6580;Totaal kweekvis;2001 oktober;
6581;Totaal kweekvis;2001 november;
6582;Totaal kweekvis;2001 december;
6583;Totaal kweekvis;2001;5535.0
6584;Totaal kweekvis;2002 januari;
6585;Totaal kweekvis;2002 februari;
6586;Totaal kweekvis;2002 maart;
6587;Totaal kweekvis;2002 april;
6588;Totaal kweekvis;2002 mei;
6589;Totaal kweekvis;2002 juni;
6590;Totaal kweekvis;2002 juli;
6591;Totaal kweekvis;2002 augustus;
6592;Totaal kweekvis;2002 september;
6593;Totaal kweekvis;2002 oktober;
6594;Totaal kweekvis;2002 november;
6595;Totaal kweekvis;2002 december;
6596;Totaal kweekvis;2002;6767.0
6597;Totaal kweekvis;2003 januari;
6598;Totaal kweekvis;2003 februari;
6599;Totaal kweekvis;2003 maart;
6600;Totaal kweekvis;2003 april;
6601;Totaal kweekvis;2003 mei;
6602;Totaal kweekvis;2003 juni;
6603;Totaal kweekvis;2003 juli;
6604;Totaal kweekvis;2003 augustus;
6605;Totaal kweekvis;2003 september;
6606;Totaal kweekvis;2003 oktober;
6607;Totaal kweekvis;2003 november;
6608;Totaal kweekvis;2003 december;
6609;Totaal kweekvis;2003;7875.0
6610;Totaal kweekvis;2004 januari;
6611;Totaal kweekvis;2004 februari;
6612;Totaal kweekvis;2004 maart;
6613;Totaal kweekvis;2004 april;
6614;Totaal kweekvis;2004 mei;
6615;Totaal kweekvis;2004 juni;
6616;Totaal kweekvis;2004 juli;
6617;Totaal kweekvis;2004 augustus;
6618;Totaal kweekvis;2004 september;
6619;Totaal kweekvis;2004 oktober;
6620;Totaal kweekvis;2004 november;
6621;Totaal kweekvis;2004 december;
6622;Totaal kweekvis;2004;8525.0
6623;Totaal kweekvis;2005 januari;
6624;Totaal kweekvis;2005 februari;
6625;Totaal kweekvis;2005 maart;
6626;Totaal kweekvis;2005 april;
6627;Totaal kweekvis;2005 mei;
6628;Totaal kweekvis;2005 juni;
6629;Totaal kweekvis;2005 juli;
6630;Totaal kweekvis;2005 augustus;
6631;Totaal kweekvis;2005 september;
6632;Totaal kweekvis;2005 oktober;
6633;Totaal kweekvis;2005 november;
6634;Totaal kweekvis;2005 december;
6635;Totaal kweekvis;2005;8675.0
6636;Totaal kweekvis;2006 januari;
6637;Totaal kweekvis;2006 februari;
6638;Totaal kweekvis;2006 maart;
6639;Totaal kweekvis;2006 april;
6640;Totaal kweekvis;2006 mei;
6641;Totaal kweekvis;2006 juni;
6642;Totaal kweekvis;2006 juli;
6643;Totaal kweekvis;2006 augustus;
6644;Totaal kweekvis;2006 september;
6645;Totaal kweekvis;2006 oktober;
6646;Totaal kweekvis;2006 november;
6647;Totaal kweekvis;2006 december;
6648;Totaal kweekvis;2006;8900.0
6649;Totaal kweekvis;2007 januari;
6650;Totaal kweekvis;2007 februari;
6651;Totaal kweekvis;2007 maart;
6652;Totaal kweekvis;2007 april;
6653;Totaal kweekvis;2007 mei;
6654;Totaal kweekvis;2007 juni;
6655;Totaal kweekvis;2007 juli;
6656;Totaal kweekvis;2007 augustus;
6657;Totaal kweekvis;2007 september;
6658;Totaal kweekvis;2007 oktober;
6659;Totaal kweekvis;2007 november;
6660;Totaal kweekvis;2007 december;
6661;Totaal kweekvis;2007;9640.0
6662;Totaal kweekvis;2008 januari;
6663;Totaal kweekvis;2008 februari;
6664;Totaal kweekvis;2008 maart;
6665;Totaal kweekvis;2008 april;
6666;Totaal kweekvis;2008 mei;
6667;Totaal kweekvis;2008 juni;
6668;Totaal kweekvis;2008 juli;
6669;Totaal kweekvis;2008 augustus;
6670;Totaal kweekvis;2008 september;
6671;Totaal kweekvis;2008 oktober;
6672;Totaal kweekvis;2008 november;
6673;Totaal kweekvis;2008 december;
6674;Totaal kweekvis;2008;8700.0
6675;Totaal kweekvis;2009 januari;
6676;Totaal kweekvis;2009 februari;
6677;Totaal kweekvis;2009 maart;
6678;Totaal kweekvis;2009 april;
6679;Totaal kweekvis;2009 mei;
6680;Totaal kweekvis;2009 juni;
6681;Totaal kweekvis;2009 juli;
6682;Totaal kweekvis;2009 augustus;
6683;Totaal kweekvis;2009 september;
6684;Totaal kweekvis;2009 oktober;
6685;Totaal kweekvis;2009 november;
6686;Totaal kweekvis;2009 december;
6687;Totaal kweekvis;2009;7900.0
6688;Totaal kweekvis;2010 januari;
6689;Totaal kweekvis;2010 februari;
6690;Totaal kweekvis;2010 maart;
6691;Totaal kweekvis;2010 april;
6692;Totaal kweekvis;2010 mei;
6693;Totaal kweekvis;2010 juni;
6694;Totaal kweekvis;2010 juli;
6695;Totaal kweekvis;2010 augustus;
6696;Totaal kweekvis;2010 september;
6697;Totaal kweekvis;2010 oktober;
6698;Totaal kweekvis;2010 november;
6699;Totaal kweekvis;2010 december;
6700;Totaal kweekvis;2010;6600.0
6701;Totaal kweekvis;2011 januari;
6702;Totaal kweekvis;2011 februari;
6703;Totaal kweekvis;2011 maart;
6704;Totaal kweekvis;2011 april;
6705;Totaal kweekvis;2011 mei;
6706;Totaal kweekvis;2011 juni;
6707;Totaal kweekvis;2011 juli;
6708;Totaal kweekvis;2011 augustus;
6709;Totaal kweekvis;2011 september;
6710;Totaal kweekvis;2011 oktober;
6711;Totaal kweekvis;2011 november;
6712;Totaal kweekvis;2011 december;
6713;Totaal kweekvis;2011;6200.0
6714;Totaal kweekvis;2012 januari;
6715;Totaal kweekvis;2012 februari;
6716;Totaal kweekvis;2012 maart;
6717;Totaal kweekvis;2012 april;
6718;Totaal kweekvis;2012 mei;
6719;Totaal kweekvis;2012 juni;
6720;Totaal kweekvis;2012 juli;
6721;Totaal kweekvis;2012 augustus;
6722;Totaal kweekvis;2012 september;
6723;Totaal kweekvis;2012 oktober;
6724;Totaal kweekvis;2012 november;
6725;Totaal kweekvis;2012 december;
6726;Totaal kweekvis;2012;6100.0
6727;Totaal kweekvis;2013 januari;
6728;Totaal kweekvis;2013 februari;
6729;Totaal kweekvis;2013 maart;
6730;Totaal kweekvis;2013 april;
6731;Totaal kweekvis;2013 mei;
6732;Totaal kweekvis;2013 juni;
6733;Totaal kweekvis;2013 juli;
6734;Totaal kweekvis;2013 augustus;
6735;Totaal kweekvis;2013 september;
6736;Totaal kweekvis;2013 oktober;
6737;Totaal kweekvis;2013 november;
6738;Totaal kweekvis;2013 december;
6739;Totaal kweekvis;2013;6000.0
6740;Totaal kweekvis;2014 januari;
6741;Totaal kweekvis;2014 februari;
6742;Totaal kweekvis;2014 maart;
6743;Totaal kweekvis;2014 april;
6744;Totaal kweekvis;2014 mei;
6745;Totaal kweekvis;2014 juni;
6746;Totaal kweekvis;2014 juli;
6747;Totaal kweekvis;2014 augustus;
6748;Totaal kweekvis;2014 september;
6749;Totaal kweekvis;2014 oktober;
6750;Totaal kweekvis;2014 november;
6751;Totaal kweekvis;2014 december;
6752;Totaal kweekvis;2014 ;5725.0
6753;Totaal kweekvis;2015 januari;
6754;Totaal kweekvis;2015 februari;
6755;Totaal kweekvis;2015 maart;
6756;Totaal kweekvis;2015 april;
6757;Totaal kweekvis;2015 mei;
6758;Totaal kweekvis;2015 juni;
6759;Totaal kweekvis;2015 juli;
6760;Totaal kweekvis;2015  augustus;
6761;Totaal kweekvis;2015 september;
6762;Totaal kweekvis;2015 oktober;
6763;Totaal kweekvis;2015 november;
6764;Totaal kweekvis;2015 december;
6765;Totaal kweekvis;2015 ;5290.0
6766;Totaal kweekvis;2016  januari;
6767;Totaal kweekvis;2016 februari;
6768;Totaal kweekvis;2016 maart;
6769;Totaal kweekvis;2016 april;
6770;Totaal kweekvis;2016 mei;
6771;Totaal kweekvis;2016 juni;
6772;Totaal kweekvis;2016 juli;
6773;Totaal kweekvis;2016 augustus;
6774;Totaal kweekvis;2016 september;
6775;Totaal kweekvis;2016 oktober;
6776;Totaal kweekvis;2016 november;
6777;Totaal kweekvis;2016 december;
6778;Totaal kweekvis;2016;5290.0
6779;Totaal kweekvis;2017 januari;
6780;Totaal kweekvis;2017 februari;
6781;Totaal kweekvis;2017 maart;
6782;Totaal kweekvis;2017 april;
6783;Totaal kweekvis;2017 mei;
6784;Totaal kweekvis;2017 juni;
6785;Totaal kweekvis;2017 juli;
6786;Totaal kweekvis;2017 augustus;
6787;Totaal kweekvis;2017 september;
6788;Totaal kweekvis;2017 oktober;
6789;Totaal kweekvis;2017 november;
6790;Totaal kweekvis;2017 december;
6791;Totaal kweekvis;2017;4921.0
6792;Totaal kweekvis;2018 januari;
6793;Totaal kweekvis;2018 februari;
6794;Totaal kweekvis;2018 maart;
6795;Totaal kweekvis;2018 april;
6796;Totaal kweekvis;2018 mei;
6797;Totaal kweekvis;2018 juni;
6798;Totaal kweekvis;2018 juli;
6799;Totaal kweekvis;2018 augustus;
6800;Totaal kweekvis;2018 september;
6801;Totaal kweekvis;2018 oktober;
6802;Totaal kweekvis;2018 november;
6803;Totaal kweekvis;2018 december;
6804;Totaal kweekvis;2018;5471.0
6805;Totaal kweekvis;2019 januari;
6806;Totaal kweekvis;2019 februari;
6807;Totaal kweekvis;2019 maart;
6808;Totaal kweekvis;2019 april ;
6809;Totaal kweekvis;2019 mei;
6810;Totaal kweekvis;2019 juni;
6811;Totaal kweekvis;2019 juli;
6812;Totaal kweekvis;2019 augustus;
6813;Totaal kweekvis;2019 september;
6814;Totaal kweekvis;2019 oktober;
6815;Totaal kweekvis;2019 november;
6816;Totaal kweekvis;2019 december;
6817;Totaal kweekvis;2019;5582.0
6818;Totaal kweekvis;2020 januari;
6819;Totaal kweekvis;2020 februari;
6820;Totaal kweekvis;2020 maart;
6821;Totaal kweekvis;2020 april;
6822;Totaal kweekvis;2020 mei;
6823;Totaal kweekvis;2020 juni;
6824;Totaal kweekvis;2020 juli;
6825;Totaal kweekvis;2020 augustus;
6826;Totaal kweekvis;2020 september;
6827;Totaal kweekvis;2020 oktober;
6828;Totaal kweekvis;2020 november;
6829;Totaal kweekvis;2020 december;
6830;Totaal kweekvis;2020;5337.0
6831;Totaal kweekvis;2021 januari;
6832;Totaal kweekvis;2021 februari;
6833;Totaal kweekvis;2021 maart;
6834;Totaal kweekvis;2021 april;
6835;Totaal kweekvis;2021 mei;
6836;Totaal kweekvis;2021 juni;
6837;Totaal kweekvis;2021 juli;
6838;Totaal kweekvis;2021 augustus;
6839;Totaal kweekvis;2021 september;
6840;Totaal kweekvis;2021 oktober;
6841;Totaal kweekvis;2021 november;
6842;Totaal kweekvis;2021 december;
6843;Totaal kweekvis;2021 ;5650.0
6844;Totaal kweekvis;2022  januari;
6845;Totaal kweekvis;2022 februari;
6846;Totaal kweekvis;2022 maart;
6847;Totaal kweekvis;2022 april;
6848;Totaal kweekvis;2022 mei;
6849;Totaal kweekvis;2022 juni;
6850;Totaal kweekvis;2022 juli;
