ID;Geslacht;Leeftijd;Generatie;Perioden;TotaleBevolking_1;Autochtoon_2;Allochtoon_3;WesterseAllochtonen_4;k_26EULanden_5;OverigEuropa_6;Indonesie_7;OverigBuitenEuropa_8;NietWesterseAllochtonen_9;Afrika_10;Azie_11;LatijnsAmerika_12;Marokko_13;NederlandseAntillenEnAruba_14;Suriname_15;Turkije_16
4897;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2014;34346;;34344;9618;5430;1131;1809;1248;24726;2480;2695;898;5787;1617;4608;6641
4898;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2015;33973;;33974;9542;5479;1323;1582;1158;24432;2532;3017;870;5656;1559;4526;6272
4899;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2016;34371;;34371;9469;5584;1323;1459;1103;24902;2568;3060;1007;5846;1474;4435;6512
4900;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2017;35488;;35489;9331;5671;1311;1263;1086;26158;2777;3434;1002;6078;1507;4586;6774
4901;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2018;37103;;37103;9606;5807;1490;1234;1075;27497;3013;3850;1080;6469;1638;4592;6855
4902;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2019;38121;;38120;9980;6079;1710;1107;1084;28140;3229;4033;1122;6623;1741;4782;6610
4903;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2020;39968;;39967;10287;6341;1809;1131;1006;29680;3525;4410;1222;7247;1797;4793;6686
4904;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2021;40044;;40042;10277;6263;2001;981;1032;29765;3632;4510;1271;7210;1921;4760;6461
4905;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2022;40052;;40053;10301;6444;1944;971;942;29752;3726;4482;1329;7419;1993;4542;6261
4906;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2023;39937;;39937;10316;6497;1955;984;880;29621;3711;4539;1339;7672;1905;4341;6114
4907;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2024;39807;;39805;10379;6519;1945;972;943;29426;3690;4775;1351;7706;1842;4091;5971
4908;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2025;39117;;39120;10058;6503;1914;911;730;29062;3546;4695;1429;7820;1819;3831;5922
4909;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2026;38579;;38580;10015;6485;1936;855;739;28565;3471;4813;1456;7588;1829;3729;5679
4910;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2027;38203;;38202;10093;6619;1817;883;774;28109;3492;4831;1458;7376;1930;3554;5468
4911;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2028;38672;;38671;10581;7008;1971;849;753;28090;3610;4819;1516;7397;1988;3518;5242
4912;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2029;38541;;38540;11054;7513;1944;855;742;27486;3697;4908;1533;7101;1910;3435;4902
4913;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2030;39069;;39068;11392;7726;2089;851;726;27676;3843;5056;1620;6937;1967;3304;4949
4914;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2031;38474;;38474;11460;7807;2070;818;765;27014;3749;5125;1665;6734;1889;3112;4740
4915;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2032;38437;;38436;12085;8438;2084;787;776;26351;3676;5192;1657;6482;1892;2989;4463
4916;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2033;37724;;37724;12197;8591;2081;760;765;25527;3601;5236;1680;6102;1899;2841;4168
4917;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2034;37378;;37377;12327;8738;2088;741;760;25050;3543;5304;1705;5849;1925;2737;3987
4918;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2035;37128;;37128;12489;8902;2107;724;756;24639;3513;5387;1738;5575;1958;2648;3820
4919;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2036;36951;;36950;12683;9088;2136;707;752;24267;3488;5476;1776;5294;1987;2569;3677
4920;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2037;36900;;36901;12932;9305;2176;696;755;23969;3485;5575;1817;5025;2015;2505;3547
4921;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2038;36838;;36836;13167;9513;2215;680;759;23669;3483;5663;1856;4754;2047;2441;3425
4922;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2039;36715;;36714;13363;9682;2248;670;763;23351;3479;5743;1888;4493;2076;2376;3296
4923;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2040;36605;;36605;13529;9818;2280;660;771;23076;3479;5823;1920;4248;2105;2314;3187
4924;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2041;36541;;36541;13684;9948;2307;650;779;22857;3481;5919;1947;4025;2136;2262;3087
4925;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2042;36495;;36495;13819;10061;2331;641;786;22676;3490;6004;1976;3836;2157;2208;3005
4926;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2043;36484;;36484;13951;10171;2354;635;791;22533;3501;6088;2004;3673;2177;2156;2934
4927;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2044;36524;;36523;14078;10277;2376;627;798;22445;3506;6176;2030;3544;2201;2114;2874
4928;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2045;36601;;36601;14198;10378;2396;620;804;22403;3520;6257;2055;3446;2224;2074;2827
4929;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2046;36711;;36711;14317;10482;2414;610;811;22394;3536;6336;2080;3370;2244;2043;2785
4930;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2047;36807;;36807;14421;10576;2430;601;814;22386;3550;6408;2101;3303;2264;2013;2747
4931;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2048;36932;;36932;14535;10675;2446;593;821;22397;3559;6486;2123;3253;2281;1985;2710
4932;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2049;37062;;37061;14644;10770;2463;586;825;22417;3577;6558;2145;3208;2294;1958;2677
4933;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2050;37200;;37200;14754;10867;2478;578;831;22446;3589;6631;2165;3174;2309;1937;2641
4934;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2051;37305;;37305;14851;10950;2491;574;836;22454;3608;6680;2185;3141;2320;1917;2603
4935;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2052;37413;;37414;14957;11037;2506;572;842;22457;3624;6726;2204;3114;2327;1895;2567
4936;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2053;37517;;37518;15059;11126;2521;564;848;22459;3638;6775;2221;3084;2336;1875;2530
4937;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2054;37606;;37606;15155;11205;2536;561;853;22451;3649;6818;2238;3053;2344;1857;2492
4938;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2055;37680;;37680;15243;11278;2551;556;858;22437;3659;6863;2256;3015;2350;1841;2453
4939;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2056;37764;;37765;15342;11361;2566;552;863;22423;3675;6905;2275;2973;2355;1826;2414
4940;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2057;37828;;37829;15431;11436;2581;547;867;22398;3684;6945;2294;2925;2361;1813;2376
4941;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2058;37894;;37895;15519;11509;2596;543;871;22376;3693;6984;2312;2878;2368;1801;2340
4942;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2059;37965;;37967;15609;11586;2612;535;876;22358;3706;7028;2331;2826;2372;1790;2305
4943;Mannen en Vrouwen;19 jaar;2e generatie allochtonen;2060;38026;;38027;15701;11661;2628;531;881;22326;3718;7066;2348;2766;2379;1781;2268
4944;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2013;14213;;14211;8051;4723;409;1722;1197;6160;1231;856;639;490;767;1455;722
4945;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2014;14333;;14330;7891;4707;466;1551;1167;6439;1264;811;651;576;855;1492;790
4946;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2015;14328;;14330;7721;4775;513;1337;1096;6609;1262;941;627;533;836;1544;866
4947;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2016;14377;;14376;7566;4806;508;1223;1029;6810;1252;928;746;581;797;1588;918
4948;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2017;14884;;14886;7544;4913;566;1043;1022;7342;1318;1035;721;610;837;1747;1074
4949;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2018;15741;;15741;7726;5049;640;1027;1010;8015;1385;1155;820;743;832;1834;1246
4950;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2019;16261;;16260;7884;5280;679;914;1011;8376;1445;1187;796;810;863;1881;1394
4951;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2020;17091;;17089;7996;5448;686;935;927;9093;1519;1300;855;976;869;2032;1542
4952;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2021;17534;;17532;7948;5363;835;802;948;9584;1483;1410;918;1100;906;2063;1704
4953;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2022;17945;;17945;8023;5543;808;800;872;9922;1464;1467;969;1205;957;2013;1847
4954;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2023;18153;;18153;7986;5530;856;798;802;10167;1463;1492;996;1321;947;1987;1961
4955;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2024;18478;;18477;8018;5501;879;786;852;10459;1446;1604;1013;1520;901;1897;2078
4956;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2025;18352;;18357;7721;5421;894;738;668;10636;1393;1659;1076;1624;921;1802;2161
4957;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2026;18358;;18359;7552;5236;931;711;674;10807;1341;1717;1108;1664;941;1807;2229
4958;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2027;18670;;18669;7546;5277;878;707;684;11123;1347;1750;1097;1885;992;1800;2252
4959;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2028;18997;;18995;7617;5313;955;685;664;11378;1366;1785;1131;2038;996;1831;2231
4960;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2029;19263;;19262;7683;5440;913;695;635;11579;1348;1848;1150;2178;976;1838;2241
4961;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2030;19169;;19169;7506;5292;946;664;604;11663;1343;1912;1179;2251;1005;1718;2255
4962;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2031;18684;;18684;7267;5056;930;675;606;11417;1193;1908;1224;2239;947;1679;2227
4963;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2032;18341;;18340;7026;4928;854;648;596;11314;1171;1788;1147;2254;889;1760;2305
4964;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2033;17994;;17994;6974;4892;851;640;591;11020;1182;1808;1152;2126;894;1751;2107
4965;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2034;18082;;18082;6966;4886;853;636;591;11116;1194;1843;1159;2159;909;1767;2085
4966;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2035;18181;;18180;6994;4910;857;636;591;11186;1215;1878;1172;2184;930;1789;2018
4967;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2036;18186;;18184;7018;4932;863;632;591;11166;1234;1905;1184;2145;947;1793;1958
4968;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2037;18304;;18305;7084;4980;876;632;596;11221;1263;1948;1200;2135;957;1797;1921
4969;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2038;18437;;18434;7139;5024;886;627;602;11295;1288;1984;1213;2132;975;1806;1897
4970;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2039;18564;;18563;7194;5062;898;626;608;11369;1310;2019;1221;2138;992;1818;1871
4971;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2040;18719;;18719;7249;5097;911;625;616;11470;1336;2058;1232;2146;1011;1829;1858
4972;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2041;18892;;18891;7307;5139;925;622;621;11584;1354;2097;1243;2164;1030;1841;1855
4973;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2042;19051;;19049;7356;5174;940;618;624;11693;1377;2129;1257;2192;1037;1848;1853
4974;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2043;19218;;19217;7410;5214;956;615;625;11807;1401;2167;1270;2225;1042;1847;1855
4975;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2044;19407;;19408;7465;5255;974;607;629;11943;1420;2212;1282;2272;1051;1852;1854
4976;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2045;19594;;19595;7511;5285;991;604;631;12084;1438;2248;1292;2332;1059;1856;1859
4977;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2046;19781;;19781;7551;5315;1008;594;634;12230;1461;2286;1301;2398;1064;1861;1859
4978;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2047;19931;;19931;7581;5337;1023;587;634;12350;1477;2322;1307;2452;1072;1866;1854
4979;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2048;20091;;20091;7620;5364;1039;580;637;12471;1484;2365;1314;2520;1080;1869;1839
4980;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2049;20230;;20229;7651;5384;1054;576;637;12578;1501;2406;1321;2571;1085;1867;1827
4981;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2050;20351;;20351;7678;5403;1067;569;639;12673;1509;2446;1326;2626;1091;1867;1808
4982;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2051;20413;;20413;7695;5410;1078;567;640;12718;1523;2482;1329;2666;1095;1848;1775
4983;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2052;20452;;20453;7712;5415;1089;567;641;12741;1534;2512;1331;2700;1095;1827;1742
4984;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2053;20464;;20466;7714;5416;1097;559;642;12752;1541;2545;1330;2723;1098;1809;1706
4985;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2054;20438;;20436;7707;5406;1102;557;642;12729;1541;2568;1329;2738;1099;1792;1662
4986;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2055;20390;;20389;7690;5391;1106;552;641;12699;1544;2591;1328;2740;1100;1777;1619
4987;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2056;20330;;20331;7679;5381;1109;548;641;12652;1548;2608;1328;2733;1099;1763;1573
4988;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2057;20244;;20243;7658;5366;1110;543;639;12585;1544;2622;1327;2715;1098;1753;1526
4989;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2058;20151;;20151;7642;5354;1111;540;637;12509;1542;2632;1327;2692;1097;1741;1478
4990;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2059;20058;;20060;7630;5348;1112;533;637;12430;1541;2646;1328;2657;1094;1732;1432
4991;Mannen en Vrouwen;19 jaar;2e Gen.: 1 ouder in buitenland geboren;2060;19956;;19956;7625;5344;1115;529;637;12331;1542;2656;1326;2606;1092;1723;1386
4992;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2013;19342;;19342;1446;703;357;312;74;17896;986;1611;266;5189;783;3268;5793
4993;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2014;20013;;20014;1727;723;665;258;81;18287;1216;1884;247;5211;762;3116;5851
4994;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2015;19645;;19644;1821;704;810;245;62;17823;1270;2076;243;5123;723;2982;5406
4995;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2016;19994;;19995;1903;778;815;236;74;18092;1316;2132;261;5265;677;2847;5594
4996;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2017;20604;;20603;1787;758;745;220;64;18816;1459;2399;281;5468;670;2839;5700
4997;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2018;21362;;21362;1880;758;850;207;65;19482;1628;2695;260;5726;806;2758;5609
4998;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2019;21860;;21860;2096;799;1031;193;73;19764;1784;2846;326;5813;878;2901;5216
4999;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2020;22877;;22878;2291;893;1123;196;79;20587;2006;3110;367;6271;928;2761;5144
5000;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2021;22510;;22510;2329;900;1166;179;84;20181;2149;3100;353;6110;1015;2697;4757
5001;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2022;22107;;22108;2278;901;1136;171;70;19830;2262;3015;360;6214;1036;2529;4414
5002;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2023;21784;;21784;2330;967;1099;186;78;19454;2248;3047;343;6351;958;2354;4153
5003;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2024;21329;;21328;2361;1018;1066;186;91;18967;2244;3171;338;6186;941;2194;3893
5004;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2025;20765;;20763;2337;1082;1020;173;62;18426;2153;3036;353;6196;898;2029;3761
5005;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2026;20221;;20221;2463;1249;1005;144;65;17758;2130;3096;348;5924;888;1922;3450
5006;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2027;19533;;19533;2547;1342;939;176;90;16986;2145;3081;361;5491;938;1754;3216
5007;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2028;19675;;19676;2964;1695;1016;164;89;16712;2244;3034;385;5359;992;1687;3011
5008;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2029;19278;;19278;3371;2073;1031;160;107;15907;2349;3060;383;4923;934;1597;2661
5009;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2030;19900;;19899;3886;2434;1143;187;122;16013;2500;3144;441;4686;962;1586;2694
5010;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2031;19790;;19790;4193;2751;1140;143;159;15597;2556;3217;441;4495;942;1433;2513
5011;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2032;20096;;20096;5059;3510;1230;139;180;15037;2505;3404;510;4228;1003;1229;2158
5012;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2033;19730;;19730;5223;3699;1230;120;174;14507;2419;3428;528;3976;1005;1090;2061
5013;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2034;19296;;19295;5361;3852;1235;105;169;13934;2349;3461;546;3690;1016;970;1902
5014;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2035;18947;;18948;5495;3992;1250;88;165;13453;2298;3509;566;3391;1028;859;1802
5015;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2036;18765;;18766;5665;4156;1273;75;161;13101;2254;3571;592;3149;1040;776;1719
5016;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2037;18596;;18596;5848;4325;1300;64;159;12748;2222;3627;617;2890;1058;708;1626
5017;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2038;18401;;18402;6028;4489;1329;53;157;12374;2195;3679;643;2622;1072;635;1528
5018;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2039;18151;;18151;6169;4620;1350;44;155;11982;2169;3724;667;2355;1084;558;1425
5019;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2040;17886;;17886;6280;4721;1369;35;155;11606;2143;3765;688;2102;1094;485;1329
5020;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2041;17649;;17650;6377;4809;1382;28;158;11273;2127;3822;704;1861;1106;421;1232
5021;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2042;17444;;17446;6463;4887;1391;23;162;10983;2113;3875;719;1644;1120;360;1152
5022;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2043;17266;;17267;6541;4957;1398;20;166;10726;2100;3921;734;1448;1135;309;1079
5023;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2044;17117;;17115;6613;5022;1402;20;169;10502;2086;3964;748;1272;1150;262;1020
5024;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2045;17007;;17006;6687;5093;1405;16;173;10319;2082;4009;763;1114;1165;218;968
5025;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2046;16930;;16930;6766;5167;1406;16;177;10164;2075;4050;779;972;1180;182;926
5026;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2047;16876;;16876;6840;5239;1407;14;180;10036;2073;4086;794;851;1192;147;893
5027;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2048;16841;;16841;6915;5311;1407;13;184;9926;2075;4121;809;733;1201;116;871
5028;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2049;16832;;16832;6993;5386;1409;10;188;9839;2076;4152;824;637;1209;91;850
5029;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2050;16849;;16849;7076;5464;1411;9;192;9773;2080;4185;839;548;1218;70;833
5030;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2051;16892;;16892;7156;5540;1413;7;196;9736;2085;4198;856;475;1225;69;828
5031;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2052;16961;;16961;7245;5622;1417;5;201;9716;2090;4214;873;414;1232;68;825
5032;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2053;17053;;17052;7345;5710;1424;5;206;9707;2097;4230;891;361;1238;66;824
5033;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2054;17168;;17170;7448;5799;1434;4;211;9722;2108;4250;909;315;1245;65;830
5034;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2055;17290;;17291;7553;5887;1445;4;217;9738;2115;4272;928;275;1250;64;834
5035;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2056;17434;;17434;7663;5980;1457;4;222;9771;2127;4297;947;240;1256;63;841
5036;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2057;17584;;17586;7773;6070;1471;4;228;9813;2140;4323;967;210;1263;60;850
5037;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2058;17743;;17744;7877;6155;1485;3;234;9867;2151;4352;985;186;1271;60;862
5038;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2059;17907;;17907;7979;6238;1500;2;239;9928;2165;4382;1003;169;1278;58;873
5039;Mannen en Vrouwen;19 jaar;2e Gen.: 2 ouders in buitenland geboren;2060;18070;;18071;8076;6317;1513;2;244;9995;2176;4410;1022;160;1287;58;882
5040;Mannen en Vrouwen;20 jaar;Totaal bevolking;2013;208820;156507.0;52313;17801;11264;2268;2466;1803;34512;4040;6431;1574;6418;3267;5516;7266
5041;Mannen en Vrouwen;20 jaar;Totaal bevolking;2014;206759;155524.0;51236;17562;11331;2146;2237;1848;33674;3944;6223;1594;6247;3126;5394;7146
5042;Mannen en Vrouwen;20 jaar;Totaal bevolking;2015;207278;155553.0;51725;17609;11361;2415;1976;1857;34116;4115;6393;1591;6293;3287;5150;7287
5043;Mannen en Vrouwen;20 jaar;Totaal bevolking;2016;202050;150980.0;51071;17454;11426;2501;1748;1779;33617;4108;6471;1612;6151;3273;5117;6885
5044;Mannen en Vrouwen;20 jaar;Totaal bevolking;2017;201933;150090.0;51842;17580;11713;2500;1625;1742;34262;4155;6625;1731;6352;3220;5038;7141
5045;Mannen en Vrouwen;20 jaar;Totaal bevolking;2018;203642;150790.0;52852;17464;11822;2466;1439;1737;35388;4443;6792;1771;6522;3216;5236;7408
5046;Mannen en Vrouwen;20 jaar;Totaal bevolking;2019;209853;155949.0;53903;17722;11994;2592;1405;1731;36181;4658;6892;1831;6860;3348;5145;7447
5047;Mannen en Vrouwen;20 jaar;Totaal bevolking;2020;211439;156793.0;54647;18025;12301;2691;1278;1755;36622;4834;7058;1895;6982;3380;5312;7161
5048;Mannen en Vrouwen;20 jaar;Totaal bevolking;2021;216168;159841.0;56329;18264;12540;2741;1300;1683;38065;5207;7396;2035;7577;3369;5294;7187
5049;Mannen en Vrouwen;20 jaar;Totaal bevolking;2022;212814;156718.0;56098;18244;12470;2915;1147;1712;37854;5244;7451;2033;7516;3426;5248;6936
5050;Mannen en Vrouwen;20 jaar;Totaal bevolking;2023;211013;154876.0;56139;18274;12653;2855;1139;1627;37865;5393;7534;2103;7685;3466;4972;6712
5051;Mannen en Vrouwen;20 jaar;Totaal bevolking;2024;210104;153819.0;56285;18455;12825;2913;1145;1572;37830;5445;7613;2113;7952;3395;4771;6541
5052;Mannen en Vrouwen;20 jaar;Totaal bevolking;2025;203503;147217.0;56287;18608;12923;2909;1137;1639;37679;5474;7888;2142;7931;3337;4521;6386
5053;Mannen en Vrouwen;20 jaar;Totaal bevolking;2026;197728;141836.0;55891;18437;13031;2903;1071;1432;37454;5350;7886;2236;8036;3347;4266;6333
5054;Mannen en Vrouwen;20 jaar;Totaal bevolking;2027;195625;140042.0;55583;18498;13089;2944;1015;1450;37085;5321;8048;2268;7799;3376;4169;6104
5055;Mannen en Vrouwen;20 jaar;Totaal bevolking;2028;192314;136874.0;55442;18715;13332;2843;1049;1491;36727;5380;8104;2278;7598;3485;3980;5902
5056;Mannen en Vrouwen;20 jaar;Totaal bevolking;2029;195546;139578.0;55968;19235;13740;3010;1011;1474;36733;5489;8107;2343;7613;3564;3946;5671
5057;Mannen en Vrouwen;20 jaar;Totaal bevolking;2030;195373;139430.0;55941;19782;14290;3005;1021;1466;36159;5556;8225;2377;7319;3488;3860;5334
5058;Mannen en Vrouwen;20 jaar;Totaal bevolking;2031;194538;137982.0;56554;20154;14528;3151;1018;1457;36400;5704;8424;2467;7145;3548;3732;5380
5059;Mannen en Vrouwen;20 jaar;Totaal bevolking;2032;190338;134414.0;55924;20211;14604;3126;982;1499;35713;5622;8493;2516;6930;3462;3536;5154
