ID;CPA2008;Perioden;Prijsindexcijfers_1;Kwartaalmutaties_2;Jaarmutaties_3
4320;6910A  Rechtskundige diensten;2015 4e kwartaal;104.1;2.1;1.1
4321;6910A  Rechtskundige diensten;2015 jaargemiddelde;103.4;;1.9
4322;6910A  Rechtskundige diensten;2016 1e kwartaal;103.6;-0.5;0.2
4323;6910A  Rechtskundige diensten;2016 2e kwartaal;103.7;0.2;-0.5
4324;6910A  Rechtskundige diensten;2016 3e kwartaal;104.5;0.7;2.5
4325;6910A  Rechtskundige diensten;2016 4e kwartaal;105.4;0.9;1.3
4326;6910A  Rechtskundige diensten;2016 jaargemiddelde;104.3;;0.9
4327;6910A  Rechtskundige diensten;2017 1e kwartaal;105.0;-0.4;1.4
4328;6910A  Rechtskundige diensten;2017 2e kwartaal;104.5;-0.4;0.8
4329;6910A  Rechtskundige diensten;2017 3e kwartaal;104.6;0.0;0.1
4330;6910A  Rechtskundige diensten;2017 4e kwartaal;105.8;1.2;0.4
4331;6910A  Rechtskundige diensten;2017 jaargemiddelde;105.0;;0.7
4332;691016 Notariële diensten;2002 4e kwartaal;;;
4333;691016 Notariële diensten;2003 1e kwartaal;;;
4334;691016 Notariële diensten;2003 2e kwartaal;;;
4335;691016 Notariële diensten;2003 3e kwartaal;;;
4336;691016 Notariële diensten;2003 4e kwartaal;;;
4337;691016 Notariële diensten;2003 jaargemiddelde;;;
4338;691016 Notariële diensten;2004 1e kwartaal;;;
4339;691016 Notariële diensten;2004 2e kwartaal;;;
4340;691016 Notariële diensten;2004 3e kwartaal;;;
4341;691016 Notariële diensten;2004 4e kwartaal;;;
4342;691016 Notariële diensten;2004 jaargemiddelde;;;
4343;691016 Notariële diensten;2005 1e kwartaal;;;
4344;691016 Notariële diensten;2005 2e kwartaal;;;
4345;691016 Notariële diensten;2005 3e kwartaal;;;
4346;691016 Notariële diensten;2005 4e kwartaal;;;
4347;691016 Notariële diensten;2005 jaargemiddelde;;;
4348;691016 Notariële diensten;2006 1e kwartaal;107.1;;
4349;691016 Notariële diensten;2006 2e kwartaal;106.2;-0.9;
4350;691016 Notariële diensten;2006 3e kwartaal;106.3;0.0;
4351;691016 Notariële diensten;2006 4e kwartaal;105.2;-1.1;
4352;691016 Notariële diensten;2006 jaargemiddelde;106.2;;
4353;691016 Notariële diensten;2007 1e kwartaal;106.8;1.5;-0.4
4354;691016 Notariële diensten;2007 2e kwartaal;105.6;-1.1;-0.6
4355;691016 Notariële diensten;2007 3e kwartaal;105.8;0.2;-0.5
4356;691016 Notariële diensten;2007 4e kwartaal;104.3;-1.4;-0.9
4357;691016 Notariële diensten;2007 jaargemiddelde;105.6;;-0.6
4358;691016 Notariële diensten;2008 1e kwartaal;103.9;-0.4;-2.7
4359;691016 Notariële diensten;2008 2e kwartaal;104.0;0.1;-1.5
4360;691016 Notariële diensten;2008 3e kwartaal;104.1;0.1;-1.6
4361;691016 Notariële diensten;2008 4e kwartaal;103.5;-0.5;-0.7
4362;691016 Notariële diensten;2008 jaargemiddelde;103.9;;-1.6
4363;691016 Notariële diensten;2009 1e kwartaal;102.8;-0.7;-1.0
4364;691016 Notariële diensten;2009 2e kwartaal;101.1;-1.6;-2.7
4365;691016 Notariële diensten;2009 3e kwartaal;100.5;-0.6;-3.4
4366;691016 Notariële diensten;2009 4e kwartaal;99.5;-1.0;-3.9
4367;691016 Notariële diensten;2009 jaargemiddelde;101.0;;-2.8
4368;691016 Notariële diensten;2010 1e kwartaal;99.5;0.0;-3.2
4369;691016 Notariële diensten;2010 2e kwartaal;99.9;0.4;-1.3
4370;691016 Notariële diensten;2010 3e kwartaal;100.4;0.5;-0.2
4371;691016 Notariële diensten;2010 4e kwartaal;100.3;-0.1;0.8
4372;691016 Notariële diensten;2010 jaargemiddelde;100.0;;-1.0
4373;691016 Notariële diensten;2011 1e kwartaal;100.5;0.2;1.0
4374;691016 Notariële diensten;2011 2e kwartaal;101.6;1.0;1.7
4375;691016 Notariële diensten;2011 3e kwartaal;100.5;-1.0;0.1
4376;691016 Notariële diensten;2011 4e kwartaal;99.4;-1.1;-0.9
4377;691016 Notariële diensten;2011 jaargemiddelde;100.5;;0.5
4378;691016 Notariële diensten;2012 1e kwartaal;98.8;-0.6;-1.7
4379;691016 Notariële diensten;2012 2e kwartaal;97.7;-1.1;-3.8
4380;691016 Notariële diensten;2012 3e kwartaal;97.2;-0.5;-3.3
4381;691016 Notariële diensten;2012 4e kwartaal;96.5;-0.8;-3.0
4382;691016 Notariële diensten;2012 jaargemiddelde;97.6;;-2.9
4383;691016 Notariële diensten;2013 1e kwartaal;96.4;-0.1;-2.4
4384;691016 Notariële diensten;2013 2e kwartaal;95.4;-1.1;-2.4
4385;691016 Notariële diensten;2013 3e kwartaal;95.1;-0.3;-2.1
4386;691016 Notariële diensten;2013 4e kwartaal;95.2;0.1;-1.3
4387;691016 Notariële diensten;2013 jaargemiddelde;95.5;;-2.1
4388;691016 Notariële diensten;2014 1e kwartaal;95.7;0.5;-0.8
4389;691016 Notariële diensten;2014 2e kwartaal;94.9;-0.8;-0.5
4390;691016 Notariële diensten;2014 3e kwartaal;94.7;-0.2;-0.5
4391;691016 Notariële diensten;2014 4e kwartaal;94.5;-0.2;-0.7
4392;691016 Notariële diensten;2014 jaargemiddelde;94.9;;-0.6
4393;691016 Notariële diensten;2015 1e kwartaal;93.6;-0.9;-2.1
4394;691016 Notariële diensten;2015 2e kwartaal;93.3;-0.4;-1.7
4395;691016 Notariële diensten;2015 3e kwartaal;93.0;-0.3;-1.8
4396;691016 Notariële diensten;2015 4e kwartaal;93.3;0.4;-1.3
4397;691016 Notariële diensten;2015 jaargemiddelde;93.3;;-1.7
4398;691016 Notariële diensten;2016 1e kwartaal;92.9;-0.4;-0.8
4399;691016 Notariële diensten;2016 2e kwartaal;93.1;0.2;-0.2
4400;691016 Notariële diensten;2016 3e kwartaal;94.2;1.3;1.4
4401;691016 Notariële diensten;2016 4e kwartaal;94.8;0.6;1.6
4402;691016 Notariële diensten;2016 jaargemiddelde;93.7;;0.5
4403;691016 Notariële diensten;2017 1e kwartaal;95.4;0.7;2.7
4404;691016 Notariële diensten;2017 2e kwartaal;96.4;1.0;3.6
4405;691016 Notariële diensten;2017 3e kwartaal;96.7;0.3;2.6
4406;691016 Notariële diensten;2017 4e kwartaal;99.0;2.4;4.5
4407;691016 Notariële diensten;2017 jaargemiddelde;96.9;;3.3
4408;465;2002 4e kwartaal;;;
4409;465;2003 1e kwartaal;;;
4410;465;2003 2e kwartaal;;;
4411;465;2003 3e kwartaal;;;
4412;465;2003 4e kwartaal;;;
4413;465;2003 jaargemiddelde;;;
4414;465;2004 1e kwartaal;;;
4415;465;2004 2e kwartaal;;;
4416;465;2004 3e kwartaal;;;
4417;465;2004 4e kwartaal;;;
4418;465;2004 jaargemiddelde;;;
4419;465;2005 1e kwartaal;;;
4420;465;2005 2e kwartaal;;;
4421;465;2005 3e kwartaal;;;
4422;465;2005 4e kwartaal;;;
4423;465;2005 jaargemiddelde;;;
4424;465;2006 1e kwartaal;89.8;;
4425;465;2006 2e kwartaal;91.4;1.8;
4426;465;2006 3e kwartaal;91.0;-0.4;
4427;465;2006 4e kwartaal;91.2;0.2;
4428;465;2006 jaargemiddelde;90.9;;
4429;465;2007 1e kwartaal;94.7;3.8;5.5
4430;465;2007 2e kwartaal;93.0;-1.8;1.8
4431;465;2007 3e kwartaal;94.9;2.0;4.3
4432;465;2007 4e kwartaal;94.5;-0.4;3.6
4433;465;2007 jaargemiddelde;94.3;;3.8
4434;465;2008 1e kwartaal;94.4;-0.2;-0.4
4435;465;2008 2e kwartaal;96.2;1.9;3.4
4436;465;2008 3e kwartaal;96.9;0.7;2.0
4437;465;2008 4e kwartaal;96.8;-0.1;2.4
4438;465;2008 jaargemiddelde;96.1;;1.8
4439;465;2009 1e kwartaal;100.1;3.4;6.1
4440;465;2009 2e kwartaal;99.1;-1.0;3.1
4441;465;2009 3e kwartaal;99.6;0.5;2.8
4442;465;2009 4e kwartaal;99.0;-0.6;2.3
4443;465;2009 jaargemiddelde;99.5;;3.6
4444;465;2010 1e kwartaal;98.7;-0.3;-1.5
4445;465;2010 2e kwartaal;99.6;0.9;0.4
4446;465;2010 3e kwartaal;101.0;1.4;1.4
4447;465;2010 4e kwartaal;100.8;-0.2;1.8
4448;465;2010 jaargemiddelde;100.0;;0.5
4449;465;2011 1e kwartaal;101.6;0.8;3.0
4450;465;2011 2e kwartaal;102.8;1.2;3.3
4451;465;2011 3e kwartaal;102.9;0.1;1.9
4452;465;2011 4e kwartaal;101.7;-1.2;0.9
4453;465;2011 jaargemiddelde;102.3;;2.3
4454;465;2012 1e kwartaal;102.3;0.6;0.7
4455;465;2012 2e kwartaal;102.0;-0.3;-0.8
4456;465;2012 3e kwartaal;101.7;-0.3;-1.2
4457;465;2012 4e kwartaal;100.8;-0.9;-0.9
4458;465;2012 jaargemiddelde;101.7;;-0.6
4459;465;2013 1e kwartaal;101.7;1.0;-0.6
4460;465;2013 2e kwartaal;101.8;0.1;-0.2
4461;465;2013 3e kwartaal;102.6;0.8;0.9
4462;465;2013 4e kwartaal;102.3;-0.3;1.5
4463;465;2013 jaargemiddelde;102.1;;0.4
4464;465;2014 1e kwartaal;102.8;0.5;1.0
4465;465;2014 2e kwartaal;102.7;-0.1;0.9
4466;465;2014 3e kwartaal;102.9;0.2;0.3
4467;465;2014 4e kwartaal;103.3;0.4;1.0
4468;465;2014 jaargemiddelde;102.9;;0.8
4469;465;2015 1e kwartaal;103.3;0.0;0.5
4470;465;2015 2e kwartaal;103.6;0.3;0.9
4471;465;2015 3e kwartaal;103.3;-0.3;0.4
4472;465;2015 4e kwartaal;103.5;0.2;0.2
4473;465;2015 jaargemiddelde;103.4;;0.5
4474;465;2016 1e kwartaal;103.5;0.0;0.1
4475;465;2016 2e kwartaal;103.7;0.2;0.0
4476;465;2016 3e kwartaal;105.3;1.5;1.9
4477;465;2016 4e kwartaal;106.0;0.7;2.4
4478;465;2016 jaargemiddelde;104.6;;1.1
4479;465;2017 1e kwartaal;107.1;1.0;3.5
4480;465;2017 2e kwartaal;110.8;3.5;6.9
4481;465;2017 3e kwartaal;109.9;-0.8;4.4
4482;465;2017 4e kwartaal;112.3;2.1;5.9
4483;465;2017 jaargemiddelde;110.0;;5.2
4484;466;2002 4e kwartaal;;;
4485;466;2003 1e kwartaal;;;
4486;466;2003 2e kwartaal;;;
4487;466;2003 3e kwartaal;;;
4488;466;2003 4e kwartaal;;;
4489;466;2003 jaargemiddelde;;;
4490;466;2004 1e kwartaal;;;
4491;466;2004 2e kwartaal;;;
4492;466;2004 3e kwartaal;;;
4493;466;2004 4e kwartaal;;;
4494;466;2004 jaargemiddelde;;;
4495;466;2005 1e kwartaal;;;
4496;466;2005 2e kwartaal;;;
4497;466;2005 3e kwartaal;;;
4498;466;2005 4e kwartaal;;;
4499;466;2005 jaargemiddelde;;;
4500;466;2006 1e kwartaal;116.2;;
4501;466;2006 2e kwartaal;114.1;-1.9;
4502;466;2006 3e kwartaal;114.0;-0.1;
4503;466;2006 4e kwartaal;112.5;-1.3;
4504;466;2006 jaargemiddelde;114.2;;
4505;466;2007 1e kwartaal;113.3;0.7;-2.6
4506;466;2007 2e kwartaal;111.9;-1.2;-1.9
4507;466;2007 3e kwartaal;111.2;-0.7;-2.5
4508;466;2007 4e kwartaal;109.3;-1.7;-2.9
4509;466;2007 jaargemiddelde;111.4;;-2.5
4510;466;2008 1e kwartaal;108.0;-1.1;-4.6
4511;466;2008 2e kwartaal;107.6;-0.4;-3.8
4512;466;2008 3e kwartaal;107.5;-0.1;-3.3
4513;466;2008 4e kwartaal;106.9;-0.6;-2.2
4514;466;2008 jaargemiddelde;107.5;;-3.5
4515;466;2009 1e kwartaal;104.2;-2.5;-3.5
4516;466;2009 2e kwartaal;102.1;-2.0;-5.2
4517;466;2009 3e kwartaal;101.0;-1.1;-6.1
4518;466;2009 4e kwartaal;99.9;-1.0;-6.5
4519;466;2009 jaargemiddelde;101.8;;-5.3
4520;466;2010 1e kwartaal;99.6;-0.4;-4.4
4521;466;2010 2e kwartaal;100.1;0.5;-2.0
4522;466;2010 3e kwartaal;100.3;0.2;-0.6
4523;466;2010 4e kwartaal;100.0;-0.3;0.1
4524;466;2010 jaargemiddelde;100.0;;-1.8
4525;466;2011 1e kwartaal;100.0;0.0;0.5
4526;466;2011 2e kwartaal;101.2;1.2;1.1
4527;466;2011 3e kwartaal;99.5;-1.7;-0.8
4528;466;2011 4e kwartaal;98.6;-0.9;-1.4
4529;466;2011 jaargemiddelde;99.8;;-0.2
4530;466;2012 1e kwartaal;97.0;-1.6;-3.0
4531;466;2012 2e kwartaal;95.8;-1.3;-5.4
4532;466;2012 3e kwartaal;95.3;-0.5;-4.2
4533;466;2012 4e kwartaal;94.7;-0.6;-4.0
4534;466;2012 jaargemiddelde;95.7;;-4.1
4535;466;2013 1e kwartaal;94.3;-0.4;-2.8
4536;466;2013 2e kwartaal;92.9;-1.5;-3.0
4537;466;2013 3e kwartaal;92.1;-0.9;-3.4
4538;466;2013 4e kwartaal;92.3;0.2;-2.6
4539;466;2013 jaargemiddelde;92.9;;-3.0
4540;466;2014 1e kwartaal;93.0;0.8;-1.4
4541;466;2014 2e kwartaal;92.4;-0.6;-0.5
4542;466;2014 3e kwartaal;91.8;-0.6;-0.3
4543;466;2014 4e kwartaal;91.4;-0.4;-0.9
4544;466;2014 jaargemiddelde;92.1;;-0.8
4545;466;2015 1e kwartaal;89.6;-1.9;-3.6
4546;466;2015 2e kwartaal;89.1;-0.6;-3.6
4547;466;2015 3e kwartaal;89.1;0.0;-3.0
4548;466;2015 4e kwartaal;89.2;0.1;-2.4
4549;466;2015 jaargemiddelde;89.2;;-3.1
4550;466;2016 1e kwartaal;88.8;-0.4;-0.9
4551;466;2016 2e kwartaal;89.0;0.2;-0.1
4552;466;2016 3e kwartaal;90.1;1.2;1.1
4553;466;2016 4e kwartaal;90.6;0.5;1.5
4554;466;2016 jaargemiddelde;89.6;;0.4
4555;466;2017 1e kwartaal;91.2;0.8;2.7
4556;466;2017 2e kwartaal;91.8;0.6;3.2
4557;466;2017 3e kwartaal;92.7;1.0;3.0
4558;466;2017 4e kwartaal;95.1;2.5;5.0
4559;466;2017 jaargemiddelde;92.7;;3.5
4560;469;2002 4e kwartaal;;;
4561;469;2003 1e kwartaal;;;
4562;469;2003 2e kwartaal;;;
4563;469;2003 3e kwartaal;;;
4564;469;2003 4e kwartaal;;;
4565;469;2003 jaargemiddelde;;;
4566;469;2004 1e kwartaal;;;
4567;469;2004 2e kwartaal;;;
4568;469;2004 3e kwartaal;;;
4569;469;2004 4e kwartaal;;;
4570;469;2004 jaargemiddelde;;;
4571;469;2005 1e kwartaal;;;
4572;469;2005 2e kwartaal;;;
4573;469;2005 3e kwartaal;;;
4574;469;2005 4e kwartaal;;;
4575;469;2005 jaargemiddelde;;;
4576;469;2006 1e kwartaal;94.0;;
4577;469;2006 2e kwartaal;94.7;0.8;
4578;469;2006 3e kwartaal;95.6;1.0;
4579;469;2006 4e kwartaal;94.3;-1.4;
4580;469;2006 jaargemiddelde;94.6;;
4581;469;2007 1e kwartaal;96.8;2.6;3.0
4582;469;2007 2e kwartaal;96.7;-0.1;2.1
4583;469;2007 3e kwartaal;98.3;1.7;2.8
4584;469;2007 4e kwartaal;97.0;-1.4;2.8
4585;469;2007 jaargemiddelde;97.2;;2.7
4586;469;2008 1e kwartaal;99.3;2.4;2.5
4587;469;2008 2e kwartaal;99.3;0.1;2.7
4588;469;2008 3e kwartaal;99.7;0.3;1.4
4589;469;2008 4e kwartaal;98.9;-0.8;1.9
4590;469;2008 jaargemiddelde;99.3;;2.2
4591;469;2009 1e kwartaal;100.5;1.6;1.2
4592;469;2009 2e kwartaal;99.7;-0.8;0.3
4593;469;2009 3e kwartaal;99.6;0.0;0.0
4594;469;2009 4e kwartaal;98.1;-1.5;-0.8
4595;469;2009 jaargemiddelde;99.5;;0.2
4596;469;2010 1e kwartaal;99.9;1.9;-0.5
4597;469;2010 2e kwartaal;99.2;-0.7;-0.5
4598;469;2010 3e kwartaal;99.8;0.6;0.2
4599;469;2010 4e kwartaal;101.0;1.2;3.0
4600;469;2010 jaargemiddelde;100.0;;0.5
4601;469;2011 1e kwartaal;101.4;0.4;1.5
4602;469;2011 2e kwartaal;101.5;0.1;2.4
4603;469;2011 3e kwartaal;102.2;0.7;2.4
4604;469;2011 4e kwartaal;100.4;-1.8;-0.6
4605;469;2011 jaargemiddelde;101.4;;1.4
4606;469;2012 1e kwartaal;102.6;2.2;1.2
4607;469;2012 2e kwartaal;101.6;-1.0;0.0
4608;469;2012 3e kwartaal;100.4;-1.1;-1.7
4609;469;2012 4e kwartaal;99.4;-1.0;-0.9
4610;469;2012 jaargemiddelde;101.0;;-0.4
4611;469;2013 1e kwartaal;99.7;0.3;-2.8
4612;469;2013 2e kwartaal;99.3;-0.4;-2.2
4613;469;2013 3e kwartaal;100.3;1.0;-0.1
4614;469;2013 4e kwartaal;100.1;-0.2;0.7
4615;469;2013 jaargemiddelde;99.9;;-1.1
4616;469;2014 1e kwartaal;99.6;-0.5;-0.1
4617;469;2014 2e kwartaal;97.4;-2.2;-1.9
4618;469;2014 3e kwartaal;98.2;0.8;-2.1
4619;469;2014 4e kwartaal;98.5;0.3;-1.7
4620;469;2014 jaargemiddelde;98.4;;-1.5
4621;469;2015 1e kwartaal;100.3;1.8;0.7
4622;469;2015 2e kwartaal;100.0;-0.3;2.7
4623;469;2015 3e kwartaal;98.5;-1.5;0.3
4624;469;2015 4e kwartaal;100.1;1.6;1.6
4625;469;2015 jaargemiddelde;99.7;;1.3
4626;469;2016 1e kwartaal;99.0;-1.1;-1.3
4627;469;2016 2e kwartaal;99.2;0.2;-0.9
4628;469;2016 3e kwartaal;100.1;1.0;1.7
4629;469;2016 4e kwartaal;100.8;0.7;0.7
4630;469;2016 jaargemiddelde;99.8;;0.1
4631;469;2017 1e kwartaal;100.8;0.0;1.8
4632;469;2017 2e kwartaal;100.7;-0.1;1.5
4633;469;2017 3e kwartaal;99.6;-1.0;-0.5
4634;469;2017 4e kwartaal;101.6;2.0;0.8
4635;469;2017 jaargemiddelde;100.7;;0.9
4636;692 Accountants, boekhouders en..;2002 4e kwartaal;;;
4637;692 Accountants, boekhouders en..;2003 1e kwartaal;;;
4638;692 Accountants, boekhouders en..;2003 2e kwartaal;;;
4639;692 Accountants, boekhouders en..;2003 3e kwartaal;;;
4640;692 Accountants, boekhouders en..;2003 4e kwartaal;;;
4641;692 Accountants, boekhouders en..;2003 jaargemiddelde;;;
4642;692 Accountants, boekhouders en..;2004 1e kwartaal;;;
4643;692 Accountants, boekhouders en..;2004 2e kwartaal;;;
4644;692 Accountants, boekhouders en..;2004 3e kwartaal;;;
4645;692 Accountants, boekhouders en..;2004 4e kwartaal;;;
4646;692 Accountants, boekhouders en..;2004 jaargemiddelde;;;
4647;692 Accountants, boekhouders en..;2005 1e kwartaal;;;
4648;692 Accountants, boekhouders en..;2005 2e kwartaal;;;
4649;692 Accountants, boekhouders en..;2005 3e kwartaal;;;
4650;692 Accountants, boekhouders en..;2005 4e kwartaal;;;
4651;692 Accountants, boekhouders en..;2005 jaargemiddelde;;;
4652;692 Accountants, boekhouders en..;2006 1e kwartaal;88.2;;
4653;692 Accountants, boekhouders en..;2006 2e kwartaal;86.9;-1.5;
4654;692 Accountants, boekhouders en..;2006 3e kwartaal;89.7;3.3;
4655;692 Accountants, boekhouders en..;2006 4e kwartaal;90.6;1.0;
4656;692 Accountants, boekhouders en..;2006 jaargemiddelde;88.9;;
4657;692 Accountants, boekhouders en..;2007 1e kwartaal;90.7;0.0;2.8
4658;692 Accountants, boekhouders en..;2007 2e kwartaal;92.6;2.1;6.6
4659;692 Accountants, boekhouders en..;2007 3e kwartaal;95.1;2.7;6.0
4660;692 Accountants, boekhouders en..;2007 4e kwartaal;95.0;0.0;4.8
4661;692 Accountants, boekhouders en..;2007 jaargemiddelde;93.3;;5.0
4662;692 Accountants, boekhouders en..;2008 1e kwartaal;95.5;0.5;5.3
4663;692 Accountants, boekhouders en..;2008 2e kwartaal;95.6;0.1;3.3
4664;692 Accountants, boekhouders en..;2008 3e kwartaal;97.6;2.1;2.7
4665;692 Accountants, boekhouders en..;2008 4e kwartaal;97.0;-0.6;2.1
4666;692 Accountants, boekhouders en..;2008 jaargemiddelde;96.4;;3.3
4667;692 Accountants, boekhouders en..;2009 1e kwartaal;98.0;1.0;2.6
4668;692 Accountants, boekhouders en..;2009 2e kwartaal;98.3;0.3;2.8
4669;692 Accountants, boekhouders en..;2009 3e kwartaal;99.7;1.4;2.2
4670;692 Accountants, boekhouders en..;2009 4e kwartaal;98.8;-0.9;1.8
4671;692 Accountants, boekhouders en..;2009 jaargemiddelde;98.7;;2.4
4672;692 Accountants, boekhouders en..;2010 1e kwartaal;99.8;1.0;1.8
4673;692 Accountants, boekhouders en..;2010 2e kwartaal;99.5;-0.3;1.2
4674;692 Accountants, boekhouders en..;2010 3e kwartaal;100.5;1.0;0.8
4675;692 Accountants, boekhouders en..;2010 4e kwartaal;100.3;-0.2;1.5
4676;692 Accountants, boekhouders en..;2010 jaargemiddelde;100.0;;1.3
4677;692 Accountants, boekhouders en..;2011 1e kwartaal;101.8;1.5;2.0
4678;692 Accountants, boekhouders en..;2011 2e kwartaal;101.7;-0.1;2.2
4679;692 Accountants, boekhouders en..;2011 3e kwartaal;103.1;1.4;2.6
4680;692 Accountants, boekhouders en..;2011 4e kwartaal;102.0;-1.1;1.7
4681;692 Accountants, boekhouders en..;2011 jaargemiddelde;102.1;;2.1
4682;692 Accountants, boekhouders en..;2012 1e kwartaal;102.6;0.6;0.8
4683;692 Accountants, boekhouders en..;2012 2e kwartaal;102.4;-0.1;0.7
4684;692 Accountants, boekhouders en..;2012 3e kwartaal;103.7;1.2;0.6
4685;692 Accountants, boekhouders en..;2012 4e kwartaal;103.1;-0.5;1.1
4686;692 Accountants, boekhouders en..;2012 jaargemiddelde;103.0;;0.8
4687;692 Accountants, boekhouders en..;2013 1e kwartaal;103.7;0.6;1.1
4688;692 Accountants, boekhouders en..;2013 2e kwartaal;103.4;-0.4;0.9
4689;692 Accountants, boekhouders en..;2013 3e kwartaal;103.7;0.3;0.0
4690;692 Accountants, boekhouders en..;2013 4e kwartaal;103.3;-0.4;0.2
4691;692 Accountants, boekhouders en..;2013 jaargemiddelde;103.5;;0.6
4692;692 Accountants, boekhouders en..;2014 1e kwartaal;102.8;-0.5;-0.9
4693;692 Accountants, boekhouders en..;2014 2e kwartaal;102.4;-0.4;-0.9
4694;692 Accountants, boekhouders en..;2014 3e kwartaal;104.1;1.7;0.4
4695;692 Accountants, boekhouders en..;2014 4e kwartaal;103.7;-0.4;0.3
4696;692 Accountants, boekhouders en..;2014 jaargemiddelde;103.3;;-0.3
4697;692 Accountants, boekhouders en..;2015 1e kwartaal;103.4;-0.3;0.5
4698;692 Accountants, boekhouders en..;2015 2e kwartaal;103.2;-0.1;0.8
4699;692 Accountants, boekhouders en..;2015 3e kwartaal;103.4;0.2;-0.7
4700;692 Accountants, boekhouders en..;2015 4e kwartaal;103.3;-0.1;-0.3
4701;692 Accountants, boekhouders en..;2015 jaargemiddelde;103.3;;0.1
4702;692 Accountants, boekhouders en..;2016 1e kwartaal;103.1;-0.2;-0.2
4703;692 Accountants, boekhouders en..;2016 2e kwartaal;103.7;0.6;0.5
4704;692 Accountants, boekhouders en..;2016 3e kwartaal;104.8;1.0;1.3
4705;692 Accountants, boekhouders en..;2016 4e kwartaal;104.0;-0.7;0.6
4706;692 Accountants, boekhouders en..;2016 jaargemiddelde;103.9;;0.5
4707;692 Accountants, boekhouders en..;2017 1e kwartaal;104.4;0.4;1.3
4708;692 Accountants, boekhouders en..;2017 2e kwartaal;104.4;-0.1;0.6
4709;692 Accountants, boekhouders en..;2017 3e kwartaal;104.9;0.5;0.1
4710;692 Accountants, boekhouders en..;2017 4e kwartaal;105.1;0.2;1.0
4711;692 Accountants, boekhouders en..;2017 jaargemiddelde;104.7;;0.8
4712;191;2002 4e kwartaal;;;
4713;191;2003 1e kwartaal;;;
4714;191;2003 2e kwartaal;;;
4715;191;2003 3e kwartaal;;;
4716;191;2003 4e kwartaal;;;
4717;191;2003 jaargemiddelde;;;
4718;191;2004 1e kwartaal;;;
4719;191;2004 2e kwartaal;;;
4720;191;2004 3e kwartaal;;;
4721;191;2004 4e kwartaal;;;
4722;191;2004 jaargemiddelde;;;
4723;191;2005 1e kwartaal;;;
4724;191;2005 2e kwartaal;;;
4725;191;2005 3e kwartaal;;;
4726;191;2005 4e kwartaal;;;
4727;191;2005 jaargemiddelde;;;
4728;191;2006 1e kwartaal;94.5;;
4729;191;2006 2e kwartaal;93.4;-1.2;
4730;191;2006 3e kwartaal;98.1;5.0;
4731;191;2006 4e kwartaal;99.0;0.9;
4732;191;2006 jaargemiddelde;96.2;;
4733;191;2007 1e kwartaal;98.8;-0.2;4.5
4734;191;2007 2e kwartaal;101.4;2.6;8.5
4735;191;2007 3e kwartaal;104.4;3.0;6.4
4736;191;2007 4e kwartaal;103.5;-0.8;4.6
4737;191;2007 jaargemiddelde;102.0;;6.0
4738;191;2008 1e kwartaal;101.6;-1.9;2.8
4739;191;2008 2e kwartaal;102.6;1.0;1.3
4740;191;2008 3e kwartaal;105.7;3.0;1.2
4741;191;2008 4e kwartaal;104.3;-1.3;0.7
4742;191;2008 jaargemiddelde;103.5;;1.5
4743;191;2009 1e kwartaal;101.5;-2.7;-0.1
4744;191;2009 2e kwartaal;102.4;0.9;-0.2
4745;191;2009 3e kwartaal;105.2;2.7;-0.5
4746;191;2009 4e kwartaal;102.8;-2.3;-1.5
4747;191;2009 jaargemiddelde;103.0;;-0.6
4748;191;2010 1e kwartaal;100.1;-2.6;-1.4
4749;191;2010 2e kwartaal;100.0;-0.1;-2.3
4750;191;2010 3e kwartaal;101.0;1.0;-3.9
4751;191;2010 4e kwartaal;98.9;-2.2;-3.8
4752;191;2010 jaargemiddelde;100.0;;-2.9
4753;191;2011 1e kwartaal;97.3;-1.6;-2.8
4754;191;2011 2e kwartaal;96.8;-0.5;-3.3
4755;191;2011 3e kwartaal;98.5;1.8;-2.5
4756;191;2011 4e kwartaal;98.5;0.0;-0.3
4757;191;2011 jaargemiddelde;97.8;;-2.2
4758;191;2012 1e kwartaal;97.2;-1.4;-0.1
4759;191;2012 2e kwartaal;95.7;-1.6;-1.1
4760;191;2012 3e kwartaal;98.2;2.7;-0.3
4761;191;2012 4e kwartaal;96.6;-1.6;-2.0
4762;191;2012 jaargemiddelde;96.9;;-0.9
4763;191;2013 1e kwartaal;97.7;1.1;0.6
4764;191;2013 2e kwartaal;97.3;-0.5;1.7
4765;191;2013 3e kwartaal;97.3;0.1;-0.9
4766;191;2013 4e kwartaal;95.6;-1.8;-1.1
4767;191;2013 jaargemiddelde;97.0;;0.1
4768;191;2014 1e kwartaal;94.6;-1.0;-3.2
4769;191;2014 2e kwartaal;94.4;-0.3;-3.0
4770;191;2014 3e kwartaal;96.6;2.4;-0.7
4771;191;2014 4e kwartaal;94.1;-2.6;-1.6
4772;191;2014 jaargemiddelde;94.9;;-2.1
4773;191;2015 1e kwartaal;92.8;-1.4;-1.9
4774;191;2015 2e kwartaal;91.2;-1.7;-3.4
4775;191;2015 3e kwartaal;93.3;2.3;-3.4
4776;191;2015 4e kwartaal;92.0;-1.3;-2.2
4777;191;2015 jaargemiddelde;92.3;;-2.7
4778;191;2016 1e kwartaal;88.6;-3.8;-4.5
4779;191;2016 2e kwartaal;89.2;0.8;-2.1
4780;191;2016 3e kwartaal;93.3;4.6;0.1
