ID;BeroepsEnEigenVervoer;Vervoerstromen;LandVanLadenLossen;Landen;Perioden;VervoerdLadinggewicht_1
284;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2011;353
285;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2012;335
286;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2013;402
287;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2014;333
288;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2015;332
289;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2016;399
290;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2017;365
291;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2018;302
292;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2019;282
293;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2020;237
294;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2021;365
295;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2022;322
296;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Zwitserland;2023;257
297;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;1997;1213
298;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;1998;1232
299;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;1999;1075
300;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2000;899
301;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2001;879
302;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2002;825
303;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2003;1072
304;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2004;834
305;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2005;961
306;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2006;709
307;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2007;643
308;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2008;581
309;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2009;776
310;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2010;558
311;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2011;707
312;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2012;520
313;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2013;586
314;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2014;734
315;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2015;553
316;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2016;415
317;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2017;449
318;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2018;480
319;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2019;495
320;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2020;563
321;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2021;397
322;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2022;326
323;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van laden;Overige landen;2023;318
324;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;1997;78638
325;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;1998;80851
326;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;1999;87263
327;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2000;83690
328;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2001;84557
329;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2002;84963
330;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2003;89938
331;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2004;104960
332;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2005;102779
333;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2006;100483
334;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2007;98099
335;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2008;97662
336;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2009;88216
337;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2010;85811
338;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2011;87463
339;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2012;83810
340;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2013;88799
341;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2014;86743
342;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2015;85255
343;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2016;81317
344;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2017;83376
345;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2018;84409
346;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2019;82981
347;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2020;78563
348;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2021;82061
349;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2022;75381
350;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Totaal alle landen;2023;74917
351;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;1997;24803
352;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;1998;25276
353;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;1999;26972
354;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2000;26675
355;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2001;26935
356;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2002;26051
357;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2003;28855
358;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2004;33505
359;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2005;32250
360;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2006;32211
361;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2007;33091
362;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2008;32576
363;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2009;29979
364;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2010;30737
365;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2011;31412
366;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2012;31592
367;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2013;31046
368;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2014;32508
369;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2015;32331
370;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2016;34211
371;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2017;34276
372;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2018;34836
373;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2019;35826
374;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2020;33528
375;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2021;35487
376;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2022;32293
377;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;België of Luxemburg;2023;31489
378;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;1997;7204
379;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;1998;8155
380;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;1999;8283
381;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2000;8563
382;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2001;8779
383;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2002;8848
384;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2003;9594
385;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2004;12308
386;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2005;13076
387;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2006;12371
388;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2007;11266
389;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2008;10886
390;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2009;9652
391;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2010;9650
392;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2011;8869
393;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2012;8036
394;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2013;8521
395;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2014;8245
396;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2015;7689
397;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2016;6714
398;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2017;7437
399;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2018;7135
400;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2019;7283
401;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2020;6441
402;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2021;7159
403;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2022;6760
404;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Frankrijk;2023;6350
405;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;1997;37387
406;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;1998;37590
407;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;1999;41954
408;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2000;37038
409;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2001;37109
410;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2002;37895
411;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2003;39659
412;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2004;44690
413;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2005;42584
414;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2006;40964
415;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2007;40817
416;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2008;40204
417;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2009;37586
418;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2010;35083
419;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2011;36526
420;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2012;35048
421;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2013;40428
422;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2014;37344
423;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2015;37212
424;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2016;33670
425;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2017;35176
426;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2018;36252
427;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2019;33627
428;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2020;32764
429;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2021;33653
430;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2022;31076
431;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Duitsland;2023;32448
432;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;1997;1813
433;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;1998;1898
434;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;1999;1857
435;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2000;2015
436;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2001;1976
437;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2002;1928
438;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2003;1689
439;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2004;1995
440;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2005;1935
441;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2006;1948
442;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2007;1823
443;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2008;1694
444;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2009;1923
445;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2010;1236
446;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2011;1381
447;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2012;1181
448;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2013;1057
449;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2014;1050
450;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2015;651
451;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2016;585
452;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2017;661
453;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2018;410
454;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2019;493
455;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2020;462
456;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2021;462
457;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2022;453
458;Beroeps- en eigen vervoer;Totaal internationaal vervoer;Land van lossen;Italië;2023;440
