ID;SIC2008;Regions;Periods;InvestmentsInTangibleFixedAssets_1;Land_2;CorporateBuildings_3;NetworkInfrastructure_4;MeansOfTransport_5;ComputerHardwarePeripheralEquipment_6;MachineryAndInstallations_7;OtherTangibleFixedAssets_8
4020;089 Other mining and quarrying;Oost-Nederland (LD);2009;;;;;;;;
4021;089 Other mining and quarrying;Oost-Nederland (LD);2010;;;;;;;;
4022;089 Other mining and quarrying;Oost-Nederland (LD);2011;;;;;;;;
4023;089 Other mining and quarrying;Oost-Nederland (LD);2012;;;;;;;;
4024;089 Other mining and quarrying;Oost-Nederland (LD);2013;;;;;;;;
4025;089 Other mining and quarrying;Oost-Nederland (LD);2014;;;;;;;;
4026;089 Other mining and quarrying;Oost-Nederland (LD);2015;;;;;;;;
4027;089 Other mining and quarrying;Oost-Nederland (LD);2016;;;;;;;;
4028;089 Other mining and quarrying;Oost-Nederland (LD);2017;;;;;;;;
4029;089 Other mining and quarrying;Oost-Nederland (LD);2018;;;;;;;;
4030;089 Other mining and quarrying;Oost-Nederland (LD);2019;;;;;;;;
4031;089 Other mining and quarrying;Oost-Nederland (LD);2020;;;;;;;;
4032;089 Other mining and quarrying;Oost-Nederland (LD);2021;;;;;;;;
4033;089 Other mining and quarrying;Oost-Nederland (LD);2022;;;;;;;;
4034;089 Other mining and quarrying;Oost-Nederland (LD);2023;;;;;;;;
4035;089 Other mining and quarrying;West-Nederland (LD);2009;;;;;;;;
4036;089 Other mining and quarrying;West-Nederland (LD);2010;;;;;;;;
4037;089 Other mining and quarrying;West-Nederland (LD);2011;4.82;0.0;0.27;0.0;0.22;0.11;3.17;1.05
4038;089 Other mining and quarrying;West-Nederland (LD);2012;;;;;;;;
4039;089 Other mining and quarrying;West-Nederland (LD);2013;;;;;;;;
4040;089 Other mining and quarrying;West-Nederland (LD);2014;;;;;;;;
4041;089 Other mining and quarrying;West-Nederland (LD);2015;4.72;0.0;0.52;0.63;0.35;0.05;3.06;0.1
4042;089 Other mining and quarrying;West-Nederland (LD);2016;;;;;;;;
4043;089 Other mining and quarrying;West-Nederland (LD);2017;;;;;;;;
4044;089 Other mining and quarrying;West-Nederland (LD);2018;;;;;;;;
4045;089 Other mining and quarrying;West-Nederland (LD);2019;;;;;;;;
4046;089 Other mining and quarrying;West-Nederland (LD);2020;4.86;0.09;0.7;0.0;0.08;0.15;3.56;0.29
4047;089 Other mining and quarrying;West-Nederland (LD);2021;;;;;;;;
4048;089 Other mining and quarrying;West-Nederland (LD);2022;;;;;;;;
4049;089 Other mining and quarrying;West-Nederland (LD);2023;;;;;;;;
4050;089 Other mining and quarrying;Zuid-Nederland (LD);2009;;;;;;;;
4051;089 Other mining and quarrying;Zuid-Nederland (LD);2010;;;;;;;;
4052;089 Other mining and quarrying;Zuid-Nederland (LD);2011;;;;;;;;
4053;089 Other mining and quarrying;Zuid-Nederland (LD);2012;;;;;;;;
4054;089 Other mining and quarrying;Zuid-Nederland (LD);2013;;;;;;;;
4055;089 Other mining and quarrying;Zuid-Nederland (LD);2014;;;;;;;;
4056;089 Other mining and quarrying;Zuid-Nederland (LD);2015;;;;;;;;
4057;089 Other mining and quarrying;Zuid-Nederland (LD);2016;;;;;;;;
4058;089 Other mining and quarrying;Zuid-Nederland (LD);2017;;;;;;;;
4059;089 Other mining and quarrying;Zuid-Nederland (LD);2018;15.19;0.06;0.85;1.08;1.61;0.02;10.28;1.28
4060;089 Other mining and quarrying;Zuid-Nederland (LD);2019;12.94;0.0;0.37;0.52;1.7;0.01;9.85;0.48
4061;089 Other mining and quarrying;Zuid-Nederland (LD);2020;;;;;;;;
4062;089 Other mining and quarrying;Zuid-Nederland (LD);2021;;;;;;;;
4063;089 Other mining and quarrying;Zuid-Nederland (LD);2022;;;;;;;;
4064;089 Other mining and quarrying;Zuid-Nederland (LD);2023;;;;;;;;
4065;089 Other mining and quarrying;Unclassifiable (LD);2009;;;;;;;;
4066;089 Other mining and quarrying;Unclassifiable (LD);2010;;;;;;;;
4067;089 Other mining and quarrying;Unclassifiable (LD);2011;;;;;;;;
4068;089 Other mining and quarrying;Unclassifiable (LD);2012;;;;;;;;
4069;089 Other mining and quarrying;Unclassifiable (LD);2013;;;;;;;;
4070;089 Other mining and quarrying;Unclassifiable (LD);2014;;;;;;;;
4071;089 Other mining and quarrying;Unclassifiable (LD);2015;;;;;;;;
4072;089 Other mining and quarrying;Unclassifiable (LD);2016;;;;;;;;
4073;089 Other mining and quarrying;Unclassifiable (LD);2017;;;;;;;;
4074;089 Other mining and quarrying;Unclassifiable (LD);2018;;;;;;;;
4075;089 Other mining and quarrying;Unclassifiable (LD);2019;;;;;;;;
4076;089 Other mining and quarrying;Unclassifiable (LD);2020;;;;;;;;
4077;089 Other mining and quarrying;Unclassifiable (LD);2021;;;;;;;;
4078;089 Other mining and quarrying;Unclassifiable (LD);2022;;;;;;;;
4079;089 Other mining and quarrying;Unclassifiable (LD);2023;;;;;;;;
4080;089 Other mining and quarrying;Groningen (PV);2009;;;;;;;;
4081;089 Other mining and quarrying;Groningen (PV);2010;;;;;;;;
4082;089 Other mining and quarrying;Groningen (PV);2011;;;;;;;;
4083;089 Other mining and quarrying;Groningen (PV);2012;;;;;;;;
4084;089 Other mining and quarrying;Groningen (PV);2013;;;;;;;;
4085;089 Other mining and quarrying;Groningen (PV);2014;;;;;;;;
4086;089 Other mining and quarrying;Groningen (PV);2015;;;;;;;;
4087;089 Other mining and quarrying;Groningen (PV);2016;;;;;;;;
4088;089 Other mining and quarrying;Groningen (PV);2017;;;;;;;;
4089;089 Other mining and quarrying;Groningen (PV);2018;;;;;;;;
4090;089 Other mining and quarrying;Groningen (PV);2019;;;;;;;;
4091;089 Other mining and quarrying;Groningen (PV);2020;;;;;;;;
4092;089 Other mining and quarrying;Groningen (PV);2021;;;;;;;;
4093;089 Other mining and quarrying;Groningen (PV);2022;;;;;;;;
4094;089 Other mining and quarrying;Groningen (PV);2023;;;;;;;;
4095;089 Other mining and quarrying;Fryslân (PV);2009;;;;;;;;
4096;089 Other mining and quarrying;Fryslân (PV);2010;;;;;;;;
4097;089 Other mining and quarrying;Fryslân (PV);2011;;;;;;;;
4098;089 Other mining and quarrying;Fryslân (PV);2012;;;;;;;;
4099;089 Other mining and quarrying;Fryslân (PV);2013;;;;;;;;
4100;089 Other mining and quarrying;Fryslân (PV);2014;;;;;;;;
4101;089 Other mining and quarrying;Fryslân (PV);2015;;;;;;;;
4102;089 Other mining and quarrying;Fryslân (PV);2016;;;;;;;;
4103;089 Other mining and quarrying;Fryslân (PV);2017;;;;;;;;
4104;089 Other mining and quarrying;Fryslân (PV);2018;;;;;;;;
4105;089 Other mining and quarrying;Fryslân (PV);2019;;;;;;;;
4106;089 Other mining and quarrying;Fryslân (PV);2020;;;;;;;;
4107;089 Other mining and quarrying;Fryslân (PV);2021;;;;;;;;
4108;089 Other mining and quarrying;Fryslân (PV);2022;;;;;;;;
4109;089 Other mining and quarrying;Fryslân (PV);2023;;;;;;;;
4110;089 Other mining and quarrying;Drenthe (PV);2009;;;;;;;;
4111;089 Other mining and quarrying;Drenthe (PV);2010;;;;;;;;
4112;089 Other mining and quarrying;Drenthe (PV);2011;;;;;;;;
4113;089 Other mining and quarrying;Drenthe (PV);2012;;;;;;;;
4114;089 Other mining and quarrying;Drenthe (PV);2013;;;;;;;;
4115;089 Other mining and quarrying;Drenthe (PV);2014;;;;;;;;
4116;089 Other mining and quarrying;Drenthe (PV);2015;;;;;;;;
4117;089 Other mining and quarrying;Drenthe (PV);2016;;;;;;;;
4118;089 Other mining and quarrying;Drenthe (PV);2017;;;;;;;;
4119;089 Other mining and quarrying;Drenthe (PV);2018;;;;;;;;
4120;089 Other mining and quarrying;Drenthe (PV);2019;;;;;;;;
4121;089 Other mining and quarrying;Drenthe (PV);2020;;;;;;;;
4122;089 Other mining and quarrying;Drenthe (PV);2021;;;;;;;;
4123;089 Other mining and quarrying;Drenthe (PV);2022;;;;;;;;
4124;089 Other mining and quarrying;Drenthe (PV);2023;;;;;;;;
4125;089 Other mining and quarrying;Overijssel (PV);2009;;;;;;;;
4126;089 Other mining and quarrying;Overijssel (PV);2010;0.06;0.0;0.04;0.0;0.0;0.0;0.02;0.0
4127;089 Other mining and quarrying;Overijssel (PV);2011;;;;;;;;
4128;089 Other mining and quarrying;Overijssel (PV);2012;;;;;;;;
4129;089 Other mining and quarrying;Overijssel (PV);2013;;;;;;;;
4130;089 Other mining and quarrying;Overijssel (PV);2014;;;;;;;;
4131;089 Other mining and quarrying;Overijssel (PV);2015;;;;;;;;
4132;089 Other mining and quarrying;Overijssel (PV);2016;;;;;;;;
4133;089 Other mining and quarrying;Overijssel (PV);2017;;;;;;;;
4134;089 Other mining and quarrying;Overijssel (PV);2018;;;;;;;;
4135;089 Other mining and quarrying;Overijssel (PV);2019;;;;;;;;
4136;089 Other mining and quarrying;Overijssel (PV);2020;;;;;;;;
4137;089 Other mining and quarrying;Overijssel (PV);2021;;;;;;;;
4138;089 Other mining and quarrying;Overijssel (PV);2022;;;;;;;;
4139;089 Other mining and quarrying;Overijssel (PV);2023;;;;;;;;
4140;089 Other mining and quarrying;Flevoland (PV);2009;;;;;;;;
4141;089 Other mining and quarrying;Flevoland (PV);2010;;;;;;;;
4142;089 Other mining and quarrying;Flevoland (PV);2011;;;;;;;;
4143;089 Other mining and quarrying;Flevoland (PV);2012;;;;;;;;
4144;089 Other mining and quarrying;Flevoland (PV);2013;;;;;;;;
4145;089 Other mining and quarrying;Flevoland (PV);2014;;;;;;;;
4146;089 Other mining and quarrying;Flevoland (PV);2015;;;;;;;;
4147;089 Other mining and quarrying;Flevoland (PV);2016;;;;;;;;
4148;089 Other mining and quarrying;Flevoland (PV);2017;;;;;;;;
4149;089 Other mining and quarrying;Flevoland (PV);2018;;;;;;;;
4150;089 Other mining and quarrying;Flevoland (PV);2019;;;;;;;;
4151;089 Other mining and quarrying;Flevoland (PV);2020;;;;;;;;
4152;089 Other mining and quarrying;Flevoland (PV);2021;;;;;;;;
4153;089 Other mining and quarrying;Flevoland (PV);2022;;;;;;;;
4154;089 Other mining and quarrying;Flevoland (PV);2023;;;;;;;;
4155;089 Other mining and quarrying;Gelderland (PV);2009;;;;;;;;
4156;089 Other mining and quarrying;Gelderland (PV);2010;;;;;;;;
4157;089 Other mining and quarrying;Gelderland (PV);2011;;;;;;;;
4158;089 Other mining and quarrying;Gelderland (PV);2012;;;;;;;;
4159;089 Other mining and quarrying;Gelderland (PV);2013;;;;;;;;
4160;089 Other mining and quarrying;Gelderland (PV);2014;;;;;;;;
4161;089 Other mining and quarrying;Gelderland (PV);2015;;;;;;;;
4162;089 Other mining and quarrying;Gelderland (PV);2016;;;;;;;;
4163;089 Other mining and quarrying;Gelderland (PV);2017;;;;;;;;
4164;089 Other mining and quarrying;Gelderland (PV);2018;;;;;;;;
4165;089 Other mining and quarrying;Gelderland (PV);2019;;;;;;;;
4166;089 Other mining and quarrying;Gelderland (PV);2020;;;;;;;;
4167;089 Other mining and quarrying;Gelderland (PV);2021;;;;;;;;
4168;089 Other mining and quarrying;Gelderland (PV);2022;;;;;;;;
4169;089 Other mining and quarrying;Gelderland (PV);2023;;;;;;;;
4170;089 Other mining and quarrying;Utrecht (PV);2009;;;;;;;;
4171;089 Other mining and quarrying;Utrecht (PV);2010;;;;;;;;
4172;089 Other mining and quarrying;Utrecht (PV);2011;;;;;;;;
4173;089 Other mining and quarrying;Utrecht (PV);2012;;;;;;;;
4174;089 Other mining and quarrying;Utrecht (PV);2013;;;;;;;;
4175;089 Other mining and quarrying;Utrecht (PV);2014;;;;;;;;
4176;089 Other mining and quarrying;Utrecht (PV);2015;;;;;;;;
4177;089 Other mining and quarrying;Utrecht (PV);2016;;;;;;;;
4178;089 Other mining and quarrying;Utrecht (PV);2017;;;;;;;;
4179;089 Other mining and quarrying;Utrecht (PV);2018;;;;;;;;
4180;089 Other mining and quarrying;Utrecht (PV);2019;;;;;;;;
4181;089 Other mining and quarrying;Utrecht (PV);2020;0.02;0.0;0.0;0.0;0.0;0.0;0.02;0.0
4182;089 Other mining and quarrying;Utrecht (PV);2021;;;;;;;;
4183;089 Other mining and quarrying;Utrecht (PV);2022;;;;;;;;
4184;089 Other mining and quarrying;Utrecht (PV);2023;;;;;;;;
4185;089 Other mining and quarrying;Noord-Holland (PV);2009;;;;;;;;
4186;089 Other mining and quarrying;Noord-Holland (PV);2010;;;;;;;;
4187;089 Other mining and quarrying;Noord-Holland (PV);2011;;;;;;;;
4188;089 Other mining and quarrying;Noord-Holland (PV);2012;;;;;;;;
4189;089 Other mining and quarrying;Noord-Holland (PV);2013;;;;;;;;
4190;089 Other mining and quarrying;Noord-Holland (PV);2014;;;;;;;;
4191;089 Other mining and quarrying;Noord-Holland (PV);2015;;;;;;;;
4192;089 Other mining and quarrying;Noord-Holland (PV);2016;;;;;;;;
4193;089 Other mining and quarrying;Noord-Holland (PV);2017;;;;;;;;
4194;089 Other mining and quarrying;Noord-Holland (PV);2018;;;;;;;;
4195;089 Other mining and quarrying;Noord-Holland (PV);2019;;;;;;;;
4196;089 Other mining and quarrying;Noord-Holland (PV);2020;1.92;0.02;0.37;0.0;0.01;0.12;1.23;0.17
4197;089 Other mining and quarrying;Noord-Holland (PV);2021;;;;;;;;
4198;089 Other mining and quarrying;Noord-Holland (PV);2022;;;;;;;;
4199;089 Other mining and quarrying;Noord-Holland (PV);2023;;;;;;;;
4200;089 Other mining and quarrying;Zuid-Holland (PV);2009;;;;;;;;
4201;089 Other mining and quarrying;Zuid-Holland (PV);2010;;;;;;;;
4202;089 Other mining and quarrying;Zuid-Holland (PV);2011;;;;;;;;
4203;089 Other mining and quarrying;Zuid-Holland (PV);2012;;;;;;;;
4204;089 Other mining and quarrying;Zuid-Holland (PV);2013;1.73;0.0;0.04;0.0;0.53;0.0;1.11;0.04
4205;089 Other mining and quarrying;Zuid-Holland (PV);2014;;;;;;;;
4206;089 Other mining and quarrying;Zuid-Holland (PV);2015;;;;;;;;
4207;089 Other mining and quarrying;Zuid-Holland (PV);2016;;;;;;;;
4208;089 Other mining and quarrying;Zuid-Holland (PV);2017;;;;;;;;
4209;089 Other mining and quarrying;Zuid-Holland (PV);2018;;;;;;;;
4210;089 Other mining and quarrying;Zuid-Holland (PV);2019;;;;;;;;
4211;089 Other mining and quarrying;Zuid-Holland (PV);2020;2.9;0.07;0.33;0.0;0.06;0.03;2.29;0.11
4212;089 Other mining and quarrying;Zuid-Holland (PV);2021;;;;;;;;
4213;089 Other mining and quarrying;Zuid-Holland (PV);2022;;;;;;;;
4214;089 Other mining and quarrying;Zuid-Holland (PV);2023;;;;;;;;
4215;089 Other mining and quarrying;Zeeland (PV);2009;;;;;;;;
4216;089 Other mining and quarrying;Zeeland (PV);2010;;;;;;;;
4217;089 Other mining and quarrying;Zeeland (PV);2011;;;;;;;;
4218;089 Other mining and quarrying;Zeeland (PV);2012;;;;;;;;
4219;089 Other mining and quarrying;Zeeland (PV);2013;;;;;;;;
4220;089 Other mining and quarrying;Zeeland (PV);2014;;;;;;;;
4221;089 Other mining and quarrying;Zeeland (PV);2015;;;;;;;;
4222;089 Other mining and quarrying;Zeeland (PV);2016;;;;;;;;
4223;089 Other mining and quarrying;Zeeland (PV);2017;;;;;;;;
4224;089 Other mining and quarrying;Zeeland (PV);2018;;;;;;;;
4225;089 Other mining and quarrying;Zeeland (PV);2019;;;;;;;;
4226;089 Other mining and quarrying;Zeeland (PV);2020;0.02;0.0;0.0;0.0;0.0;0.0;0.02;0.0
4227;089 Other mining and quarrying;Zeeland (PV);2021;;;;;;;;
4228;089 Other mining and quarrying;Zeeland (PV);2022;;;;;;;;
4229;089 Other mining and quarrying;Zeeland (PV);2023;;;;;;;;
4230;089 Other mining and quarrying;Noord-Brabant (PV);2009;;;;;;;;
4231;089 Other mining and quarrying;Noord-Brabant (PV);2010;;;;;;;;
4232;089 Other mining and quarrying;Noord-Brabant (PV);2011;;;;;;;;
4233;089 Other mining and quarrying;Noord-Brabant (PV);2012;;;;;;;;
4234;089 Other mining and quarrying;Noord-Brabant (PV);2013;2.7;0.19;0.05;0.0;0.48;0.06;1.87;0.05
4235;089 Other mining and quarrying;Noord-Brabant (PV);2014;;;;;;;;
4236;089 Other mining and quarrying;Noord-Brabant (PV);2015;;;;;;;;
4237;089 Other mining and quarrying;Noord-Brabant (PV);2016;;;;;;;;
4238;089 Other mining and quarrying;Noord-Brabant (PV);2017;;;;;;;;
4239;089 Other mining and quarrying;Noord-Brabant (PV);2018;;;;;;;;
4240;089 Other mining and quarrying;Noord-Brabant (PV);2019;4.41;0.0;0.09;0.15;0.93;0.0;3.09;0.14
4241;089 Other mining and quarrying;Noord-Brabant (PV);2020;;;;;;;;
4242;089 Other mining and quarrying;Noord-Brabant (PV);2021;;;;;;;;
4243;089 Other mining and quarrying;Noord-Brabant (PV);2022;;;;;;;;
4244;089 Other mining and quarrying;Noord-Brabant (PV);2023;;;;;;;;
4245;089 Other mining and quarrying;Limburg (PV);2009;;;;;;;;
4246;089 Other mining and quarrying;Limburg (PV);2010;;;;;;;;
4247;089 Other mining and quarrying;Limburg (PV);2011;;;;;;;;
4248;089 Other mining and quarrying;Limburg (PV);2012;;;;;;;;
4249;089 Other mining and quarrying;Limburg (PV);2013;;;;;;;;
4250;089 Other mining and quarrying;Limburg (PV);2014;;;;;;;;
4251;089 Other mining and quarrying;Limburg (PV);2015;;;;;;;;
4252;089 Other mining and quarrying;Limburg (PV);2016;;;;;;;;
4253;089 Other mining and quarrying;Limburg (PV);2017;;;;;;;;
4254;089 Other mining and quarrying;Limburg (PV);2018;;;;;;;;
4255;089 Other mining and quarrying;Limburg (PV);2019;8.53;0.0;0.28;0.37;0.77;0.01;6.75;0.34
4256;089 Other mining and quarrying;Limburg (PV);2020;;;;;;;;
4257;089 Other mining and quarrying;Limburg (PV);2021;;;;;;;;
4258;089 Other mining and quarrying;Limburg (PV);2022;;;;;;;;
4259;089 Other mining and quarrying;Limburg (PV);2023;;;;;;;;
4260;089 Other mining and quarrying;Unclassifiable (PV);2009;;;;;;;;
4261;089 Other mining and quarrying;Unclassifiable (PV);2010;;;;;;;;
4262;089 Other mining and quarrying;Unclassifiable (PV);2011;;;;;;;;
4263;089 Other mining and quarrying;Unclassifiable (PV);2012;;;;;;;;
4264;089 Other mining and quarrying;Unclassifiable (PV);2013;;;;;;;;
4265;089 Other mining and quarrying;Unclassifiable (PV);2014;;;;;;;;
4266;089 Other mining and quarrying;Unclassifiable (PV);2015;;;;;;;;
4267;089 Other mining and quarrying;Unclassifiable (PV);2016;;;;;;;;
4268;089 Other mining and quarrying;Unclassifiable (PV);2017;;;;;;;;
4269;089 Other mining and quarrying;Unclassifiable (PV);2018;;;;;;;;
4270;089 Other mining and quarrying;Unclassifiable (PV);2019;;;;;;;;
4271;089 Other mining and quarrying;Unclassifiable (PV);2020;;;;;;;;
4272;089 Other mining and quarrying;Unclassifiable (PV);2021;;;;;;;;
4273;089 Other mining and quarrying;Unclassifiable (PV);2022;;;;;;;;
4274;089 Other mining and quarrying;Unclassifiable (PV);2023;;;;;;;;
4275;09 Mining support activities;The Netherlands;2009;121.67;0.68;3.23;0.06;2.03;0.39;113.57;1.72
4276;09 Mining support activities;The Netherlands;2010;;;;;;;;
4277;09 Mining support activities;The Netherlands;2011;679.54;0.06;34.45;146.12;0.19;1.35;482.06;15.32
4278;09 Mining support activities;The Netherlands;2012;;;;;;;;
4279;09 Mining support activities;The Netherlands;2013;;;;;;;;
4280;09 Mining support activities;The Netherlands;2014;;;;;;;;
4281;09 Mining support activities;The Netherlands;2015;410.25;0.0;26.23;0.0;315.15;7.67;57.5;3.7
4282;09 Mining support activities;The Netherlands;2016;197.92;2.01;8.52;0.0;120.33;6.49;51.12;9.44
4283;09 Mining support activities;The Netherlands;2017;79.14;0.0;0.1;0.01;39.17;2.63;36.72;0.52
4284;09 Mining support activities;The Netherlands;2018;53.73;0.0;0.36;0.0;22.78;1.85;23.3;5.43
4285;09 Mining support activities;The Netherlands;2019;;;;;;;;
4286;09 Mining support activities;The Netherlands;2020;60.74;0.0;0.04;0.0;15.16;1.57;43.32;0.65
4287;09 Mining support activities;The Netherlands;2021;115.08;0.0;0.57;0.01;43.26;1.5;65.12;4.61
4288;09 Mining support activities;The Netherlands;2022;138.01;0.0;1.09;0.0;65.79;4.24;65.93;0.95
4289;09 Mining support activities;The Netherlands;2023;129.88;;;;;;;
4290;09 Mining support activities;Noord-Nederland (LD);2009;;;;;;;;
4291;09 Mining support activities;Noord-Nederland (LD);2010;;;;;;;;
4292;09 Mining support activities;Noord-Nederland (LD);2011;;;;;;;;
4293;09 Mining support activities;Noord-Nederland (LD);2012;;;;;;;;
4294;09 Mining support activities;Noord-Nederland (LD);2013;;;;;;;;
4295;09 Mining support activities;Noord-Nederland (LD);2014;;;;;;;;
4296;09 Mining support activities;Noord-Nederland (LD);2015;;;;;;;;
4297;09 Mining support activities;Noord-Nederland (LD);2016;;;;;;;;
4298;09 Mining support activities;Noord-Nederland (LD);2017;7.88;0.0;0.05;0.0;5.43;0.17;2.18;0.05
4299;09 Mining support activities;Noord-Nederland (LD);2018;8.86;0.0;0.09;0.0;4.11;0.15;1.86;2.64
4300;09 Mining support activities;Noord-Nederland (LD);2019;21.38;0.0;0.69;0.0;0.06;0.22;20.03;0.38
4301;09 Mining support activities;Noord-Nederland (LD);2020;;;;;;;;
4302;09 Mining support activities;Noord-Nederland (LD);2021;;;;;;;;
4303;09 Mining support activities;Noord-Nederland (LD);2022;;;;;;;;
4304;09 Mining support activities;Noord-Nederland (LD);2023;;;;;;;;
4305;09 Mining support activities;Oost-Nederland (LD);2009;;;;;;;;
4306;09 Mining support activities;Oost-Nederland (LD);2010;;;;;;;;
4307;09 Mining support activities;Oost-Nederland (LD);2011;;;;;;;;
4308;09 Mining support activities;Oost-Nederland (LD);2012;;;;;;;;
4309;09 Mining support activities;Oost-Nederland (LD);2013;;;;;;;;
4310;09 Mining support activities;Oost-Nederland (LD);2014;;;;;;;;
4311;09 Mining support activities;Oost-Nederland (LD);2015;;;;;;;;
4312;09 Mining support activities;Oost-Nederland (LD);2016;;;;;;;;
4313;09 Mining support activities;Oost-Nederland (LD);2017;;;;;;;;
4314;09 Mining support activities;Oost-Nederland (LD);2018;;;;;;;;
4315;09 Mining support activities;Oost-Nederland (LD);2019;;;;;;;;
4316;09 Mining support activities;Oost-Nederland (LD);2020;;;;;;;;
4317;09 Mining support activities;Oost-Nederland (LD);2021;;;;;;;;
4318;09 Mining support activities;Oost-Nederland (LD);2022;;;;;;;;
4319;09 Mining support activities;Oost-Nederland (LD);2023;;;;;;;;
4320;09 Mining support activities;West-Nederland (LD);2009;79.11;0.68;3.03;0.06;0.26;0.23;73.97;0.89
4321;09 Mining support activities;West-Nederland (LD);2010;;;;;;;;
4322;09 Mining support activities;West-Nederland (LD);2011;;;;;;;;
4323;09 Mining support activities;West-Nederland (LD);2012;;;;;;;;
4324;09 Mining support activities;West-Nederland (LD);2013;452.11;0.0;1.07;25.61;320.37;1.58;103.24;0.25
4325;09 Mining support activities;West-Nederland (LD);2014;258.72;0.0;1.99;0.12;184.28;1.9;65.88;4.55
4326;09 Mining support activities;West-Nederland (LD);2015;;;;;;;;
4327;09 Mining support activities;West-Nederland (LD);2016;;;;;;;;
4328;09 Mining support activities;West-Nederland (LD);2017;68.51;0.0;0.04;0.01;33.02;2.04;33.15;0.26
4329;09 Mining support activities;West-Nederland (LD);2018;;;;;;;;
4330;09 Mining support activities;West-Nederland (LD);2019;;;;;;;;
4331;09 Mining support activities;West-Nederland (LD);2020;54.98;0.0;0.01;0.0;14.77;1.24;38.58;0.38
4332;09 Mining support activities;West-Nederland (LD);2021;;;;;;;;
4333;09 Mining support activities;West-Nederland (LD);2022;;;;;;;;
4334;09 Mining support activities;West-Nederland (LD);2023;;;;;;;;
4335;09 Mining support activities;Zuid-Nederland (LD);2009;;;;;;;;
4336;09 Mining support activities;Zuid-Nederland (LD);2010;;;;;;;;
4337;09 Mining support activities;Zuid-Nederland (LD);2011;;;;;;;;
4338;09 Mining support activities;Zuid-Nederland (LD);2012;;;;;;;;
4339;09 Mining support activities;Zuid-Nederland (LD);2013;;;;;;;;
4340;09 Mining support activities;Zuid-Nederland (LD);2014;;;;;;;;
4341;09 Mining support activities;Zuid-Nederland (LD);2015;;;;;;;;
4342;09 Mining support activities;Zuid-Nederland (LD);2016;;;;;;;;
4343;09 Mining support activities;Zuid-Nederland (LD);2017;;;;;;;;
4344;09 Mining support activities;Zuid-Nederland (LD);2018;;;;;;;;
4345;09 Mining support activities;Zuid-Nederland (LD);2019;;;;;;;;
4346;09 Mining support activities;Zuid-Nederland (LD);2020;0.45;0.0;0.0;0.0;0.11;0.01;0.31;0.02
4347;09 Mining support activities;Zuid-Nederland (LD);2021;;;;;;;;
4348;09 Mining support activities;Zuid-Nederland (LD);2022;0.35;0.0;0.03;0.0;0.02;0.02;0.28;0.0
4349;09 Mining support activities;Zuid-Nederland (LD);2023;0.26;;;;;;;
4350;09 Mining support activities;Unclassifiable (LD);2009;;;;;;;;
4351;09 Mining support activities;Unclassifiable (LD);2010;;;;;;;;
4352;09 Mining support activities;Unclassifiable (LD);2011;;;;;;;;
4353;09 Mining support activities;Unclassifiable (LD);2012;;;;;;;;
4354;09 Mining support activities;Unclassifiable (LD);2013;;;;;;;;
4355;09 Mining support activities;Unclassifiable (LD);2014;;;;;;;;
4356;09 Mining support activities;Unclassifiable (LD);2015;;;;;;;;
4357;09 Mining support activities;Unclassifiable (LD);2016;;;;;;;;
4358;09 Mining support activities;Unclassifiable (LD);2017;;;;;;;;
4359;09 Mining support activities;Unclassifiable (LD);2018;;;;;;;;
4360;09 Mining support activities;Unclassifiable (LD);2019;29.57;0.0;0.0;0.0;24.64;0.07;4.28;0.6
4361;09 Mining support activities;Unclassifiable (LD);2020;;;;;;;;
4362;09 Mining support activities;Unclassifiable (LD);2021;;;;;;;;
4363;09 Mining support activities;Unclassifiable (LD);2022;;;;;;;;
4364;09 Mining support activities;Unclassifiable (LD);2023;;;;;;;;
4365;09 Mining support activities;Groningen (PV);2009;;;;;;;;
4366;09 Mining support activities;Groningen (PV);2010;;;;;;;;
4367;09 Mining support activities;Groningen (PV);2011;;;;;;;;
4368;09 Mining support activities;Groningen (PV);2012;;;;;;;;
4369;09 Mining support activities;Groningen (PV);2013;;;;;;;;
4370;09 Mining support activities;Groningen (PV);2014;;;;;;;;
4371;09 Mining support activities;Groningen (PV);2015;;;;;;;;
4372;09 Mining support activities;Groningen (PV);2016;;;;;;;;
4373;09 Mining support activities;Groningen (PV);2017;;;;;;;;
4374;09 Mining support activities;Groningen (PV);2018;;;;;;;;
4375;09 Mining support activities;Groningen (PV);2019;0.35;0.0;0.0;0.0;0.01;0.02;0.31;0.02
4376;09 Mining support activities;Groningen (PV);2020;;;;;;;;
4377;09 Mining support activities;Groningen (PV);2021;;;;;;;;
4378;09 Mining support activities;Groningen (PV);2022;;;;;;;;
4379;09 Mining support activities;Groningen (PV);2023;;;;;;;;
4380;09 Mining support activities;Fryslân (PV);2009;;;;;;;;
4381;09 Mining support activities;Fryslân (PV);2010;;;;;;;;
4382;09 Mining support activities;Fryslân (PV);2011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4383;09 Mining support activities;Fryslân (PV);2012;;;;;;;;
4384;09 Mining support activities;Fryslân (PV);2013;;;;;;;;
4385;09 Mining support activities;Fryslân (PV);2014;;;;;;;;
4386;09 Mining support activities;Fryslân (PV);2015;;;;;;;;
4387;09 Mining support activities;Fryslân (PV);2016;;;;;;;;
4388;09 Mining support activities;Fryslân (PV);2017;;;;;;;;
