ID;Onderwijskenmerk;Persoonskenmerken;Perioden;TotaalBevolking15Tot25Jaar_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;WerklozeBeroepsbevolking_4;NietBeroepsbevolking_5;Werkloosheidspercentage_6;WilBetaaldWerkVan12UurOfMeer_7;KanOpKorteTermijnBeginnen_8;Afgelopen4WekenGezocht_9;Afgelopen4WekenNietGezocht_10;WelAfgelopen6MaandenGezocht_11;NietAfgelopen6MaandenGezocht_12;VanwegeWeinigResultaat_13;OverigeRedenen_14;KanNietOpKorteTermijnBeginnen_15;WilGeenBetaaldWerkVan12UurOfMeer_16;WilWerkVanMinderDan12UurPerWeek_17;ZorgVoorGezinOfHuishouden_18;OpleidingStudie_19;ZiekteArbeidsongeschiktheid_20;AndereRedenen_21;WilOfKanNietWerken_22;ZorgVoorGezinOfHuishouden_23;OpleidingStudie_24;ZiekteArbeidsongeschiktheid_25;AndereRedenen_26;WerknemersVasteArbeidsrelatie_27;WerknemersFlexibeleArbeidsrelatie_28;Zelfstandigen_29;PositieWerkkringOnbekend_30;Arbeidsduur4UurOfMinder_31;Arbeidsduur5Tot12Uur_32;Arbeidsduur12Tot20Uur_33;Arbeidsduur20Tot35Uur_34;Arbeidsduur35UurOfMeer_35;ArbeidsduurOnbekend_36
171;Totaal 15 tot 25 jarigen;Lagere beroepen;2004;537.0;324.0;311.0;13.0;213.0;3.9;35.0;27.0;13.0;15.0;3.0;12.0;2.0;10.0;8.0;191.0;191.0;;185.0;;4.0;;;;;;327.0;196.0;14.0;;45.0;180.0;59.0;87.0;165.0;
172;Totaal 15 tot 25 jarigen;Lagere beroepen;2005;515.0;304.0;295.0;9.0;211.0;3.0;29.0;23.0;9.0;14.0;4.0;10.0;2.0;8.0;6.0;191.0;191.0;;184.0;;7.0;;;;;;299.0;203.0;13.0;;49.0;171.0;69.0;84.0;142.0;
173;Totaal 15 tot 25 jarigen;Lagere beroepen;2006;540.0;324.0;314.0;10.0;216.0;3.2;35.0;28.0;10.0;18.0;5.0;13.0;;11.0;7.0;191.0;191.0;;185.0;;5.0;;;;;;291.0;230.0;19.0;;52.0;174.0;71.0;90.0;153.0;
174;Totaal 15 tot 25 jarigen;Middelbare beroepen;2001;338.0;303.0;302.0;;35.0;;4.0;2.0;;;;;;;2.0;32.0;32.0;;31.0;;;;;;;;264.0;62.0;12.0;;6.0;30.0;18.0;66.0;218.0;
175;Totaal 15 tot 25 jarigen;Middelbare beroepen;2002;339.0;300.0;296.0;4.0;39.0;1.4;6.0;6.0;4.0;;;;;;;36.0;36.0;;34.0;;;;;;;;254.0;72.0;12.0;;9.0;33.0;21.0;71.0;204.0;
176;Totaal 15 tot 25 jarigen;Middelbare beroepen;2003;318.0;274.0;273.0;;43.0;;6.0;4.0;;3.0;;2.0;;2.0;2.0;39.0;39.0;;38.0;;;;;;;;247.0;59.0;12.0;;12.0;32.0;17.0;67.0;189.0;
177;Totaal 15 tot 25 jarigen;Middelbare beroepen;2004;292.0;258.0;255.0;3.0;34.0;1.0;8.0;6.0;3.0;3.0;2.0;2.0;;;2.0;29.0;29.0;;28.0;;;;;;;;223.0;58.0;11.0;;13.0;24.0;15.0;65.0;175.0;
178;Totaal 15 tot 25 jarigen;Middelbare beroepen;2005;292.0;259.0;254.0;5.0;33.0;1.9;11.0;9.0;5.0;4.0;;3.0;;2.0;2.0;27.0;27.0;;26.0;;;;;;;;214.0;66.0;12.0;;9.0;29.0;16.0;68.0;169.0;
179;Totaal 15 tot 25 jarigen;Middelbare beroepen;2006;293.0;255.0;252.0;2.0;39.0;0.9;7.0;5.0;2.0;3.0;;2.0;;2.0;;34.0;34.0;;32.0;;;;;;;;203.0;75.0;15.0;;12.0;28.0;22.0;64.0;166.0;
180;Totaal 15 tot 25 jarigen;Hogere beroepen;2001;82.0;73.0;73.0;;9.0;;;;;;;;;;;8.0;8.0;;8.0;;;;;;;;61.0;16.0;5.0;;3.0;7.0;5.0;16.0;52.0;
181;Totaal 15 tot 25 jarigen;Hogere beroepen;2002;81.0;73.0;72.0;2.0;8.0;2.3;3.0;2.0;2.0;;;;;;;7.0;7.0;;7.0;;;;;;;;62.0;14.0;5.0;;2.0;8.0;6.0;20.0;46.0;
182;Totaal 15 tot 25 jarigen;Hogere beroepen;2003;78.0;70.0;69.0;;8.0;;2.0;;;;;;;;;8.0;8.0;;8.0;;;;;;;;58.0;15.0;5.0;;4.0;5.0;4.0;19.0;46.0;
183;Totaal 15 tot 25 jarigen;Hogere beroepen;2004;80.0;70.0;69.0;;10.0;;2.0;;;;;;;;;9.0;9.0;;8.0;;;;;;;;54.0;19.0;6.0;;3.0;7.0;6.0;20.0;44.0;
184;Totaal 15 tot 25 jarigen;Hogere beroepen;2005;75.0;66.0;65.0;;10.0;;2.0;2.0;;;;;;;;8.0;8.0;;8.0;;;;;;;;50.0;19.0;6.0;;4.0;7.0;7.0;18.0;40.0;
185;Totaal 15 tot 25 jarigen;Hogere beroepen;2006;75.0;65.0;64.0;;11.0;;2.0;;;;;;;;;10.0;10.0;;9.0;;;;;;;;51.0;18.0;6.0;;4.0;7.0;5.0;15.0;44.0;
186;Totaal 15 tot 25 jarigen;Wetenschappelijke beroepen;2001;12.0;10.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;9.0;3.0;;;;;;2.0;7.0;
187;Totaal 15 tot 25 jarigen;Wetenschappelijke beroepen;2002;11.0;10.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;10.0;;;;;;;2.0;7.0;
188;Totaal 15 tot 25 jarigen;Wetenschappelijke beroepen;2003;14.0;13.0;13.0;;;;;;;;;;;;;;;;;;;;;;;;11.0;2.0;;;;;;3.0;9.0;
189;Totaal 15 tot 25 jarigen;Wetenschappelijke beroepen;2004;8.0;6.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;5.0;2.0;;;;;;;4.0;
190;Totaal 15 tot 25 jarigen;Wetenschappelijke beroepen;2005;13.0;13.0;13.0;;;;;;;;;;;;;;;;;;;;;;;;10.0;3.0;;;;;;3.0;8.0;
191;Totaal 15 tot 25 jarigen;Wetenschappelijke beroepen;2006;12.0;10.0;10.0;;;;;;;;;;;;;;;;;;;;;;;;8.0;3.0;;;;;;2.0;7.0;
192;Totaal 15 tot 25 jarigen;Beroepsniveau: onbekend;2001;644.0;69.0;13.0;56.0;575.0;81.0;105.0;81.0;56.0;25.0;11.0;14.0;2.0;13.0;24.0;526.0;120.0;3.0;108.0;;8.0;406.0;23.0;348.0;13.0;22.0;8.0;8.0;;;2.0;2.0;;;11.0;626.0
193;Totaal 15 tot 25 jarigen;Beroepsniveau: onbekend;2002;656.0;71.0;11.0;60.0;585.0;84.6;107.0;85.0;60.0;25.0;12.0;13.0;3.0;10.0;22.0;538.0;124.0;;114.0;;9.0;414.0;16.0;361.0;15.0;22.0;11.0;8.0;;;7.0;3.0;;;9.0;635.0
194;Totaal 15 tot 25 jarigen;Beroepsniveau: onbekend;2003;691.0;89.0;11.0;78.0;602.0;87.8;136.0;112.0;78.0;34.0;13.0;21.0;5.0;16.0;24.0;544.0;136.0;2.0;126.0;;8.0;408.0;13.0;353.0;14.0;27.0;9.0;7.0;;;;4.0;;3.0;7.0;675.0
195;Totaal 15 tot 25 jarigen;Beroepsniveau: onbekend;2004;714.0;94.0;2.0;92.0;620.0;98.0;157.0;133.0;92.0;40.0;18.0;23.0;6.0;17.0;24.0;555.0;147.0;;136.0;2.0;9.0;408.0;13.0;359.0;13.0;23.0;2.0;;;;;;;;;711.0
196;Totaal 15 tot 25 jarigen;Beroepsniveau: onbekend;2005;747.0;94.0;6.0;87.0;653.0;93.2;159.0;132.0;87.0;44.0;19.0;25.0;5.0;20.0;28.0;581.0;182.0;;164.0;2.0;14.0;399.0;9.0;353.0;14.0;24.0;4.0;5.0;;;;;;2.0;4.0;738.0
197;Totaal 15 tot 25 jarigen;Beroepsniveau: onbekend;2006;714.0;75.0;8.0;68.0;639.0;90.0;133.0;107.0;68.0;40.0;17.0;23.0;4.0;19.0;25.0;574.0;166.0;;153.0;4.0;10.0;408.0;10.0;354.0;15.0;29.0;5.0;5.0;;;;2.0;;;6.0;704.0
198;Onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2001;1226.0;350.0;316.0;33.0;876.0;9.5;84.0;62.0;33.0;29.0;9.0;20.0;2.0;17.0;22.0;826.0;473.0;;458.0;;12.0;353.0;2.0;338.0;2.0;11.0;363.0;323.0;24.0;;90.0;304.0;110.0;95.0;111.0;515.0
199;Onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2002;1251.0;344.0;306.0;38.0;907.0;11.1;89.0;66.0;38.0;28.0;8.0;21.0;3.0;18.0;23.0;856.0;490.0;;473.0;;14.0;366.0;;350.0;4.0;10.0;367.0;331.0;23.0;;97.0;318.0;113.0;97.0;95.0;529.0
200;Onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2003;1258.0;333.0;294.0;39.0;925.0;11.8;103.0;79.0;39.0;40.0;11.0;28.0;4.0;24.0;23.0;862.0;507.0;;491.0;;14.0;355.0;;339.0;3.0;13.0;382.0;310.0;23.0;;105.0;316.0;109.0;93.0;92.0;544.0
201;Onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2004;1310.0;335.0;284.0;50.0;975.0;15.1;127.0;98.0;50.0;48.0;16.0;32.0;6.0;26.0;29.0;899.0;524.0;;505.0;;16.0;375.0;2.0;354.0;3.0;17.0;356.0;341.0;23.0;;120.0;316.0;101.0;88.0;95.0;590.0
202;Onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2005;1342.0;342.0;293.0;49.0;1000.0;14.3;132.0;103.0;49.0;54.0;18.0;36.0;7.0;29.0;29.0;917.0;555.0;;530.0;2.0;22.0;362.0;;344.0;3.0;15.0;349.0;357.0;23.0;;123.0;313.0;111.0;89.0;93.0;613.0
203;Onderwijsvolgenden 15 tot 25 jaar;Mannen en vrouwen;2006;1352.0;350.0;304.0;46.0;1002.0;13.1;123.0;97.0;46.0;51.0;19.0;32.0;4.0;28.0;25.0;925.0;562.0;;541.0;3.0;19.0;363.0;;339.0;4.0;19.0;345.0;387.0;29.0;;136.0;320.0;114.0;91.0;100.0;591.0
204;Onderwijsvolgenden 15 tot 25 jaar;Mannen;2001;636.0;192.0;178.0;14.0;444.0;7.5;41.0;29.0;14.0;15.0;5.0;10.0;2.0;9.0;12.0;418.0;226.0;;217.0;;9.0;191.0;;183.0;;7.0;192.0;160.0;16.0;;43.0;147.0;53.0;49.0;75.0;269.0
205;Onderwijsvolgenden 15 tot 25 jaar;Mannen;2002;643.0;189.0;167.0;21.0;454.0;11.2;48.0;37.0;21.0;16.0;5.0;11.0;;10.0;11.0;427.0;241.0;;231.0;;10.0;186.0;;178.0;2.0;6.0;189.0;169.0;14.0;;49.0;156.0;57.0;48.0;62.0;271.0
206;Onderwijsvolgenden 15 tot 25 jaar;Mannen;2003;648.0;188.0;168.0;20.0;459.0;10.7;55.0;43.0;20.0;23.0;7.0;16.0;3.0;13.0;12.0;424.0;244.0;;236.0;;8.0;180.0;;172.0;2.0;7.0;201.0;160.0;14.0;;49.0;157.0;54.0;49.0;65.0;273.0
207;Onderwijsvolgenden 15 tot 25 jaar;Mannen;2004;669.0;186.0;161.0;25.0;483.0;13.4;64.0;50.0;25.0;25.0;8.0;16.0;3.0;14.0;15.0;444.0;251.0;;242.0;;8.0;193.0;;181.0;2.0;10.0;184.0;172.0;14.0;;59.0;150.0;49.0;49.0;62.0;299.0
208;Onderwijsvolgenden 15 tot 25 jaar;Mannen;2005;684.0;183.0;161.0;22.0;501.0;12.2;63.0;49.0;22.0;27.0;8.0;19.0;3.0;15.0;14.0;461.0;269.0;;256.0;;12.0;191.0;;180.0;2.0;9.0;184.0;176.0;13.0;;60.0;152.0;50.0;45.0;65.0;311.0
209;Onderwijsvolgenden 15 tot 25 jaar;Mannen;2006;687.0;186.0;166.0;20.0;500.0;10.8;62.0;49.0;20.0;29.0;11.0;18.0;2.0;16.0;14.0;458.0;273.0;;261.0;;10.0;186.0;;174.0;2.0;10.0;183.0;193.0;16.0;;73.0;153.0;50.0;49.0;68.0;295.0
210;Onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2001;589.0;158.0;139.0;19.0;432.0;12.0;43.0;33.0;19.0;14.0;4.0;9.0;;9.0;10.0;408.0;246.0;;241.0;;4.0;162.0;2.0;155.0;;4.0;171.0;164.0;9.0;;47.0;158.0;57.0;46.0;36.0;246.0
211;Onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2002;608.0;155.0;138.0;17.0;453.0;10.9;41.0;29.0;17.0;12.0;3.0;9.0;2.0;8.0;12.0;429.0;249.0;;242.0;;5.0;180.0;;172.0;2.0;4.0;178.0;162.0;9.0;;49.0;163.0;56.0;49.0;33.0;259.0
212;Onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2003;611.0;145.0;126.0;19.0;466.0;13.1;47.0;36.0;19.0;17.0;5.0;13.0;2.0;11.0;11.0;438.0;263.0;;256.0;;6.0;175.0;;166.0;2.0;6.0;181.0;150.0;9.0;;56.0;159.0;54.0;44.0;27.0;270.0
213;Onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2004;640.0;149.0;123.0;25.0;492.0;17.1;62.0;49.0;25.0;23.0;8.0;15.0;3.0;12.0;14.0;455.0;273.0;;264.0;;8.0;182.0;;172.0;;7.0;173.0;168.0;9.0;;61.0;166.0;52.0;39.0;33.0;290.0
214;Onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2005;658.0;159.0;133.0;27.0;499.0;16.8;69.0;54.0;27.0;27.0;11.0;17.0;3.0;13.0;15.0;457.0;286.0;;274.0;;10.0;171.0;;164.0;;6.0;164.0;181.0;11.0;;63.0;161.0;61.0;44.0;28.0;302.0
215;Onderwijsvolgenden 15 tot 25 jaar;Vrouwen;2006;665.0;164.0;138.0;26.0;501.0;15.8;60.0;49.0;26.0;23.0;9.0;14.0;2.0;12.0;12.0;467.0;289.0;;280.0;;8.0;177.0;;166.0;2.0;9.0;162.0;194.0;12.0;;63.0;167.0;64.0;42.0;32.0;296.0
216;Onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2001;11.0;6.0;4.0;2.0;5.0;30.3;3.0;2.0;2.0;;;;;;;4.0;;;;;;3.0;;3.0;;;2.0;3.0;;;;;;2.0;;6.0
217;Onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2002;14.0;7.0;5.0;2.0;7.0;29.2;3.0;3.0;2.0;;;;;;;6.0;;;;;;4.0;;4.0;;;3.0;3.0;;;;;;2.0;2.0;8.0
218;Onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2003;18.0;9.0;6.0;3.0;9.0;32.6;5.0;4.0;3.0;;;;;;;7.0;2.0;;2.0;;;5.0;;4.0;;;4.0;4.0;;;;2.0;;3.0;3.0;9.0
219;Onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2004;18.0;8.0;4.0;4.0;10.0;53.2;7.0;6.0;4.0;;;;;;;7.0;2.0;;2.0;;;5.0;;4.0;;;3.0;3.0;;;;2.0;;2.0;;12.0
220;Onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2005;16.0;7.0;4.0;3.0;9.0;43.4;6.0;5.0;3.0;;;;;;;6.0;2.0;;2.0;;;4.0;;3.0;;;3.0;3.0;;;;;;;2.0;10.0
221;Onderwijsvolgenden 15 tot 25 jaar;Totaal ingeschreven bij het CWI;2006;10.0;4.0;2.0;;6.0;;3.0;2.0;;;;;;;;5.0;;;;;;4.0;;3.0;;;;2.0;;;;;;;;7.0
222;Onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2001;1215.0;344.0;313.0;32.0;870.0;9.2;80.0;60.0;32.0;28.0;8.0;20.0;2.0;17.0;20.0;822.0;472.0;;457.0;;12.0;350.0;2.0;335.0;2.0;11.0;361.0;321.0;24.0;;90.0;303.0;110.0;93.0;110.0;509.0
223;Onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2002;1237.0;337.0;301.0;36.0;900.0;10.7;86.0;64.0;36.0;28.0;8.0;20.0;3.0;17.0;22.0;850.0;488.0;;472.0;;14.0;361.0;;346.0;4.0;10.0;364.0;328.0;23.0;;97.0;317.0;112.0;95.0;93.0;521.0
224;Onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2003;1240.0;324.0;288.0;36.0;917.0;11.2;98.0;75.0;36.0;39.0;11.0;28.0;4.0;24.0;23.0;855.0;505.0;;489.0;;14.0;350.0;;334.0;3.0;12.0;378.0;306.0;22.0;;104.0;314.0;108.0;91.0;89.0;534.0
225;Onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2004;1292.0;326.0;280.0;46.0;965.0;14.1;120.0;92.0;46.0;46.0;16.0;30.0;6.0;25.0;28.0;892.0;522.0;;504.0;;16.0;370.0;;350.0;2.0;16.0;353.0;338.0;23.0;;119.0;315.0;100.0;86.0;94.0;578.0
226;Onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2005;1326.0;335.0;289.0;46.0;991.0;13.7;126.0;98.0;46.0;53.0;18.0;35.0;6.0;28.0;28.0;911.0;553.0;;528.0;2.0;22.0;358.0;;340.0;3.0;15.0;346.0;354.0;23.0;;122.0;312.0;110.0;88.0;92.0;603.0
227;Onderwijsvolgenden 15 tot 25 jaar;Niet ingeschreven bij het CWI;2006;1342.0;346.0;302.0;44.0;995.0;12.8;120.0;95.0;44.0;51.0;19.0;32.0;4.0;28.0;25.0;920.0;561.0;;540.0;3.0;19.0;359.0;;337.0;4.0;18.0;344.0;385.0;29.0;;136.0;320.0;114.0;90.0;99.0;584.0
228;Onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2001;2.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;Onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2002;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;Onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2003;2.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;Onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2004;3.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0
232;Onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2005;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0
233;Onderwijsvolgenden 15 tot 25 jaar;Meer dan een jaar ingeschreven bij CWI;2006;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;Onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;Onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2002;2.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0
236;Onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2003;5.0;2.0;2.0;;3.0;;;;;;;;;;;2.0;;;;;;2.0;;;;;;;;;;;;;;3.0
237;Onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2004;3.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0
238;Onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2005;3.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0
239;Onderwijsvolgenden 15 tot 25 jaar;6 tot 12 maanden ingeschreven bij CWI;2006;3.0;;;;2.0;;;;;;;;;;;2.0;;;;;;;;;;;;;;;;;;;;2.0
240;Onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2001;8.0;5.0;3.0;2.0;3.0;37.2;3.0;2.0;2.0;;;;;;;2.0;;;;;;;;;;;2.0;2.0;;;;;;2.0;;4.0
241;Onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2002;9.0;5.0;4.0;2.0;4.0;32.9;2.0;2.0;2.0;;;;;;;3.0;;;;;;2.0;;2.0;;;2.0;2.0;;;;;;;2.0;5.0
242;Onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2003;11.0;6.0;4.0;2.0;5.0;38.4;3.0;3.0;2.0;;;;;;;4.0;;;;;;2.0;;2.0;;;3.0;3.0;;;;;;2.0;2.0;5.0
243;Onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2004;12.0;6.0;3.0;3.0;6.0;54.3;5.0;4.0;3.0;;;;;;;4.0;;;;;;3.0;;2.0;;;2.0;2.0;;;;;;;;8.0
244;Onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2005;11.0;5.0;3.0;3.0;6.0;49.3;4.0;3.0;3.0;;;;;;;4.0;2.0;;2.0;;;2.0;;2.0;;;;2.0;;;;;;;;7.0
245;Onderwijsvolgenden 15 tot 25 jaar;0 tot 6 maanden ingeschreven bij CWI;2006;6.0;3.0;2.0;;3.0;;2.0;2.0;;;;;;;;2.0;;;;;;2.0;;;;;;;;;;;;;;4.0
246;Onderwijsvolgenden 15 tot 25 jaar;15 jaar;2001;188.0;14.0;11.0;3.0;174.0;20.5;7.0;5.0;3.0;2.0;;2.0;;2.0;2.0;170.0;92.0;;87.0;;5.0;78.0;;74.0;;4.0;23.0;41.0;4.0;;21.0;37.0;6.0;3.0;2.0;119.0
247;Onderwijsvolgenden 15 tot 25 jaar;15 jaar;2002;192.0;12.0;8.0;4.0;180.0;30.4;9.0;6.0;4.0;2.0;;2.0;;;3.0;175.0;97.0;;90.0;;7.0;78.0;;73.0;;4.0;24.0;39.0;4.0;;20.0;38.0;5.0;2.0;;125.0
248;Onderwijsvolgenden 15 tot 25 jaar;15 jaar;2003;192.0;10.0;7.0;4.0;182.0;35.4;10.0;7.0;4.0;3.0;;2.0;;2.0;3.0;176.0;90.0;;85.0;;5.0;86.0;;82.0;;3.0;22.0;32.0;4.0;;23.0;29.0;5.0;;;134.0
249;Onderwijsvolgenden 15 tot 25 jaar;15 jaar;2004;194.0;8.0;6.0;2.0;186.0;30.1;9.0;6.0;2.0;4.0;;3.0;;2.0;2.0;180.0;95.0;;89.0;;5.0;85.0;;78.0;;6.0;19.0;35.0;3.0;;24.0;28.0;3.0;2.0;;136.0
250;Onderwijsvolgenden 15 tot 25 jaar;15 jaar;2005;198.0;9.0;5.0;4.0;189.0;44.1;11.0;8.0;4.0;4.0;;3.0;;2.0;2.0;182.0;100.0;;94.0;;6.0;82.0;;76.0;;5.0;16.0;40.0;3.0;;27.0;28.0;4.0;;;138.0
251;Onderwijsvolgenden 15 tot 25 jaar;15 jaar;2006;202.0;9.0;6.0;3.0;193.0;32.2;10.0;8.0;3.0;5.0;3.0;2.0;;2.0;2.0;186.0;107.0;;102.0;;6.0;78.0;;72.0;;5.0;17.0;44.0;4.0;;32.0;27.0;4.0;;;137.0
252;Onderwijsvolgenden 15 tot 25 jaar;16 jaar;2001;178.0;24.0;20.0;4.0;153.0;17.9;11.0;8.0;4.0;4.0;;3.0;;2.0;3.0;146.0;86.0;;82.0;;3.0;61.0;;59.0;;2.0;38.0;49.0;4.0;;16.0;54.0;10.0;6.0;4.0;87.0
253;Onderwijsvolgenden 15 tot 25 jaar;16 jaar;2002;180.0;25.0;20.0;5.0;155.0;18.2;11.0;8.0;5.0;4.0;;3.0;;3.0;3.0;148.0;83.0;;81.0;;2.0;66.0;;64.0;;;37.0;48.0;4.0;;18.0;49.0;13.0;6.0;2.0;91.0
254;Onderwijsvolgenden 15 tot 25 jaar;16 jaar;2003;186.0;20.0;16.0;5.0;166.0;22.6;11.0;9.0;5.0;5.0;2.0;2.0;;2.0;2.0;160.0;93.0;;91.0;;2.0;66.0;;63.0;;3.0;40.0;41.0;4.0;;19.0;51.0;8.0;6.0;2.0;101.0
255;Onderwijsvolgenden 15 tot 25 jaar;16 jaar;2004;188.0;23.0;17.0;6.0;165.0;27.1;15.0;12.0;6.0;6.0;;4.0;;4.0;3.0;156.0;93.0;;89.0;;3.0;63.0;;59.0;;3.0;34.0;49.0;4.0;;21.0;49.0;9.0;5.0;2.0;101.0
256;Onderwijsvolgenden 15 tot 25 jaar;16 jaar;2005;187.0;21.0;15.0;6.0;167.0;27.0;13.0;11.0;6.0;5.0;2.0;3.0;;3.0;2.0;159.0;98.0;;92.0;;5.0;61.0;;57.0;;4.0;29.0;46.0;4.0;;21.0;43.0;8.0;4.0;3.0;108.0
257;Onderwijsvolgenden 15 tot 25 jaar;16 jaar;2006;190.0;23.0;17.0;6.0;167.0;26.9;17.0;14.0;6.0;7.0;3.0;4.0;;3.0;3.0;156.0;96.0;;92.0;;4.0;60.0;;55.0;;3.0;36.0;48.0;4.0;;26.0;45.0;9.0;5.0;3.0;102.0
258;Onderwijsvolgenden 15 tot 25 jaar;17 jaar;2001;161.0;36.0;32.0;4.0;125.0;9.8;11.0;7.0;4.0;4.0;;3.0;;2.0;4.0;117.0;72.0;;71.0;;;45.0;;44.0;;;51.0;45.0;3.0;;13.0;53.0;13.0;12.0;7.0;63.0
259;Onderwijsvolgenden 15 tot 25 jaar;17 jaar;2002;164.0;34.0;30.0;4.0;130.0;12.0;11.0;8.0;4.0;4.0;;3.0;;2.0;3.0;124.0;75.0;;73.0;;;49.0;;47.0;;;45.0;48.0;2.0;;13.0;52.0;13.0;12.0;6.0;70.0
260;Onderwijsvolgenden 15 tot 25 jaar;17 jaar;2003;171.0;39.0;33.0;6.0;132.0;15.1;14.0;11.0;6.0;5.0;2.0;4.0;;3.0;3.0;123.0;76.0;;74.0;;;48.0;;46.0;;;50.0;45.0;4.0;;15.0;50.0;15.0;11.0;7.0;73.0
261;Onderwijsvolgenden 15 tot 25 jaar;17 jaar;2004;177.0;35.0;29.0;6.0;142.0;16.4;14.0;11.0;6.0;5.0;2.0;3.0;;3.0;2.0;134.0;81.0;;79.0;;2.0;53.0;;50.0;;3.0;47.0;48.0;2.0;;15.0;52.0;12.0;10.0;7.0;80.0
262;Onderwijsvolgenden 15 tot 25 jaar;17 jaar;2005;179.0;36.0;31.0;6.0;142.0;16.1;16.0;12.0;6.0;6.0;2.0;4.0;;3.0;4.0;133.0;84.0;;80.0;;3.0;49.0;;47.0;;;42.0;54.0;2.0;;18.0;50.0;15.0;10.0;5.0;80.0
263;Onderwijsvolgenden 15 tot 25 jaar;17 jaar;2006;176.0;33.0;28.0;5.0;143.0;15.8;15.0;13.0;5.0;8.0;2.0;6.0;;5.0;3.0;133.0;86.0;;84.0;;2.0;47.0;;44.0;;3.0;41.0;56.0;3.0;;19.0;54.0;14.0;8.0;5.0;76.0
264;Onderwijsvolgenden 15 tot 25 jaar;18 jaar;2001;141.0;50.0;45.0;5.0;91.0;9.2;11.0;9.0;5.0;4.0;;3.0;;3.0;2.0;85.0;49.0;;49.0;;;35.0;;34.0;;;47.0;38.0;2.0;;8.0;34.0;17.0;18.0;11.0;53.0
265;Onderwijsvolgenden 15 tot 25 jaar;18 jaar;2002;148.0;44.0;39.0;5.0;104.0;11.8;10.0;8.0;5.0;2.0;;2.0;;;3.0;99.0;60.0;;59.0;;;39.0;;39.0;;;49.0;42.0;2.0;;11.0;43.0;16.0;13.0;10.0;55.0
