ID;Leeftijd;Regiokenmerken;Inwoners_1;Bijstandsontvangers_2;Bijstandsdichtheid_3;Instroom_4;Instroom_5;Uitstroom_6;Uitstroom_7;UitstroomNaarWerk_8;UitstroomNaarWerk_9;PersonenMetReIntegratievoorziening_10;WerkNaReIntegratie_11;WerkNaReIntegratie_12;PersonenMetBijstandEnReIntegratie_13;BijstandsontvangersMetReIntegratie_14;ReIntegratieontvangersMetBijstand_15;WSWWerknemers_16;WSWDichtheid_17
0;15 jaar of ouder;Nederland;14422560;508480;35.5;123060;19.5;128560;20.0;60890.0;10.5;190360.0;49980.0;22.5;137650.0;30.0;72.5;86980.0;6.0
1;15 jaar of ouder;Noord-Nederland (LD);1456560;56980;39.0;15730;21.5;15220;20.5;8050.0;11.5;25860.0;6640.0;27.0;19740.0;36.5;76.5;13280.0;9.0
2;15 jaar of ouder;Oost-Nederland (LD);3016270;95530;31.5;23920;20.0;23910;20.0;11860.0;10.5;36250.0;9410.0;21.5;26350.0;30.5;72.5;19610.0;6.5
3;15 jaar of ouder;West-Nederland (LD);6841800;266060;39.0;60150;18.5;60420;18.5;29570.0;10.0;96050.0;25340.0;23.5;70210.0;30.0;73.0;27900.0;4.0
4;15 jaar of ouder;Zuid-Nederland (LD);3107930;89620;29.0;21670;19.5;22730;20.5;11260.0;11.0;30360.0;8450.0;20.0;21310.0;26.0;70.0;26010.0;8.5
5;15 jaar of ouder;Groningen (PV);499790;23380;47.0;6240;21.0;6030;20.5;3200.0;11.0;10760.0;2600.0;27.0;8520.0;38.5;79.0;5350.0;10.5
6;15 jaar of ouder;Friesland (PV);541870;20650;38.0;5470;20.5;5670;21.5;2910.0;11.5;7240.0;2070.0;23.0;5270.0;26.5;73.0;4040.0;7.5
7;15 jaar of ouder;Drenthe (PV);414890;12960;31.0;4020;23.5;3520;20.5;1950.0;12.0;7860.0;1970.0;32.0;5960.0;48.5;76.0;3890.0;9.5
8;15 jaar of ouder;Overijssel (PV);955140;32260;34.0;7940;19.5;7950;19.5;3930.0;10.5;13610.0;3340.0;24.0;10350.0;35.5;76.0;7120.0;7.5
9;15 jaar of ouder;Flevoland (PV);332830;12170;36.5;3270;21.0;3170;20.5;1660.0;11.5;5260.0;1460.0;21.5;3840.0;35.0;73.0;1190.0;3.5
10;15 jaar of ouder;Gelderland (PV);1728310;51100;29.5;12720;20.0;12790;20.0;6270.0;10.5;17380.0;4610.0;20.5;12160.0;26.0;70.0;11290.0;6.5
11;15 jaar of ouder;Utrecht (PV);1068310;30230;28.5;7450;19.5;7720;20.5;3790.0;11.0;10220.0;3070.0;22.5;7830.0;29.0;76.5;3750.0;3.5
12;15 jaar of ouder;Noord-Holland (PV);2380610;90390;38.0;20380;18.5;19350;17.5;9480.0;9.5;37780.0;9190.0;25.5;26700.0;34.0;70.5;8990.0;4.0
13;15 jaar of ouder;Zuid-Holland (PV);3069620;136880;44.5;30120;18.0;31000;18.5;15150.0;10.0;44760.0;12170.0;22.5;33240.0;27.5;74.5;12940.0;4.0
14;15 jaar of ouder;Zeeland (PV);323260;8560;26.5;2200;20.0;2350;21.5;1150.0;11.0;3280.0;910.0;23.5;2440.0;31.0;74.0;2220.0;7.0
15;15 jaar of ouder;Noord-Brabant (PV);2137560;57690;27.0;14140;20.0;14550;20.5;7290.0;11.0;17800.0;5310.0;18.0;12230.0;23.5;68.5;16430.0;7.5
16;15 jaar of ouder;Limburg (PV);970370;31930;33.0;7530;18.5;8180;20.0;3970.0;10.5;12560.0;3150.0;24.5;9080.0;31.0;72.5;9580.0;10.0
17;15 jaar of ouder;Oost-Groningen (CR);125550;5430;43.0;1580;22.5;1520;21.5;810.0;12.0;3920.0;980.0;39.0;3230.0;62.5;82.5;2570.0;20.5
18;15 jaar of ouder;Delfzijl en omgeving (CR);39580;1910;48.5;630;25.0;560;22.5;330.0;13.5;480.0;140.0;18.5;370.0;20.5;78.5;430.0;11.0
19;15 jaar of ouder;Overig Groningen (CR);334670;16040;48.0;4030;20.0;3950;19.5;2060.0;10.5;6360.0;1490.0;23.5;4910.0;32.0;77.0;2350.0;7.0
20;15 jaar of ouder;Noord-Friesland (CR);271650;11560;42.5;3030;20.5;3070;21.0;1520.0;10.5;3400.0;910.0;19.0;2470.0;22.5;72.5;2050.0;7.5
21;15 jaar of ouder;Zuidwest-Friesland (CR);113320;3600;32.0;960;20.5;950;20.5;510.0;11.5;1630.0;450.0;28.0;1200.0;34.5;73.5;670.0;6.0
22;15 jaar of ouder;Zuidoost-Friesland (CR);156910;5490;35.0;1480;20.5;1640;23.0;880.0;12.5;2210.0;710.0;28.5;1600.0;30.5;72.5;1320.0;8.5
23;15 jaar of ouder;Noord-Drenthe (CR);161240;4450;27.5;1860;29.0;1330;21.0;720.0;11.5;2270.0;610.0;27.5;1530.0;36.0;67.0;1170.0;7.5
24;15 jaar of ouder;Zuidoost-Drenthe (CR);142920;5630;39.5;1380;19.5;1440;20.0;820.0;12.0;2770.0;850.0;33.5;2160.0;40.0;78.0;1540.0;11.0
25;15 jaar of ouder;Zuidwest-Drenthe (CR);110720;2880;26.0;780;21.5;750;20.5;410.0;12.0;2830.0;510.0;36.0;2280.0;84.5;80.5;1180.0;10.5
26;15 jaar of ouder;Noord-Overijssel (CR);301200;8000;26.5;2140;21.0;2050;20.5;1130.0;12.0;3230.0;960.0;23.5;2360.0;31.5;73.0;1960.0;6.5
27;15 jaar of ouder;Zuidwest-Overijssel (CR);129300;4080;31.5;1060;20.0;1120;21.5;530.0;11.0;2240.0;500.0;28.0;1720.0;45.5;76.5;1090.0;8.5
28;15 jaar of ouder;Twente (CR);524650;20180;38.5;4740;19.0;4780;19.0;2270.0;10.0;8130.0;1890.0;23.5;6270.0;35.0;77.0;4080.0;8.0
29;15 jaar of ouder;Veluwe (CR);565220;12660;22.5;3610;22.5;3420;21.0;1710.0;11.5;5780.0;1670.0;26.0;4240.0;36.5;73.5;3030.0;5.5
30;15 jaar of ouder;Achterhoek (CR);340050;7980;23.5;2050;20.0;2070;20.5;1010.0;10.5;5020.0;1090.0;28.0;3540.0;47.5;70.5;2820.0;8.5
31;15 jaar of ouder;Arnhem/Nijmegen (CR);623660;26110;42.0;6050;18.5;6160;19.0;2990.0;10.0;5170.0;1460.0;14.5;3340.0;14.0;64.5;4340.0;7.0
32;15 jaar of ouder;Zuidwest-Gelderland (CR);199380;4360;22.0;1020;18.5;1140;20.5;560.0;11.0;1410.0;390.0;16.5;1030.0;26.0;73.5;1100.0;5.5
33;15 jaar of ouder;Utrecht (CR);1068310;30230;28.5;7450;19.5;7720;20.5;3790.0;11.0;10220.0;3070.0;22.5;7830.0;29.0;76.5;3750.0;3.5
34;15 jaar of ouder;Kop van Noord-Holland (CR);314400;7370;23.5;1970;21.0;1940;20.5;1060.0;12.0;2850.0;1050.0;24.5;2090.0;31.0;73.5;1390.0;4.5
35;15 jaar of ouder;Alkmaar en omgeving (CR);205860;5030;24.5;1350;21.5;1220;19.5;620.0;11.0;1980.0;620.0;23.5;1410.0;31.0;71.5;880.0;4.5
36;15 jaar of ouder;IJmond (CR);166550;4330;26.0;1010;19.0;1010;19.0;480.0;9.5;1590.0;420.0;23.0;1260.0;31.5;79.0;670.0;4.0
37;15 jaar of ouder;Agglomeratie Haarlem (CR);193770;5380;28.0;1210;18.5;1070;16.5;490.0;8.0;1950.0;430.0;19.5;1540.0;31.5;79.0;780.0;4.0
38;15 jaar of ouder;Zaanstreek (CR);142590;5110;36.0;1220;19.5;1210;19.0;600.0;10.0;2150.0;620.0;26.5;1620.0;34.5;75.5;450.0;3.0
39;15 jaar of ouder;Groot-Amsterdam (CR);1147500;57700;50.5;12370;17.5;11690;16.5;5630.0;9.0;25040.0;5440.0;26.5;16990.0;34.5;68.0;4200.0;3.5
40;15 jaar of ouder;Het Gooi en Vechtstreek (CR);209930;5460;26.0;1240;18.5;1220;18.5;610.0;10.0;2230.0;610.0;24.0;1800.0;37.0;81.0;610.0;3.0
41;15 jaar of ouder;Agglomeratie Leiden en Bollenstreek (CR);357650;8400;23.5;2170;21.0;2000;19.0;990.0;10.0;3040.0;1010.0;25.0;2280.0;30.0;75.0;1730.0;5.0
42;15 jaar of ouder;Agglomeratie 's-Gravenhage (CR);714710;40520;56.5;8810;17.5;8930;18.0;4360.0;10.0;17470.0;3780.0;24.0;12950.0;37.0;74.0;2530.0;3.5
43;15 jaar of ouder;Delft en Westland (CR);195280;5440;28.0;1230;18.5;1290;19.5;630.0;10.5;1550.0;570.0;24.0;1200.0;24.5;77.5;850.0;4.5
44;15 jaar of ouder;Oost-Zuid-Holland (CR);272220;6280;23.0;1550;20.0;1540;19.5;760.0;11.0;2120.0;610.0;19.5;1450.0;26.0;68.5;1380.0;5.0
45;15 jaar of ouder;Groot-Rijnmond (CR);1195900;65880;55.0;13840;17.0;14650;18.0;7110.0;10.0;16840.0;5300.0;21.0;12940.0;22.5;77.0;4710.0;4.0
46;15 jaar of ouder;Zuidoost-Zuid-Holland (CR);333850;10370;31.0;2520;19.5;2580;20.0;1300.0;11.0;3750.0;910.0;22.5;2420.0;26.0;64.5;1740.0;5.0
47;15 jaar of ouder;Zeeuwsch-Vlaanderen (CR);90910;2060;22.5;570;21.5;600;22.5;280.0;11.5;1270.0;340.0;33.0;950.0;51.5;75.0;710.0;8.0
48;15 jaar of ouder;Overig Zeeland (CR);232360;6500;28.0;1630;19.5;1740;21.0;870.0;11.0;2010.0;580.0;20.5;1490.0;24.5;74.0;1510.0;6.5
49;15 jaar of ouder;West-Noord-Brabant (CR);535480;15350;28.5;3690;19.5;3600;19.0;1710.0;10.0;5250.0;1350.0;18.0;3940.0;28.0;75.0;3890.0;7.5
50;15 jaar of ouder;Midden-Noord-Brabant (CR);400990;11940;30.0;3110;20.0;3320;21.5;1750.0;12.0;2610.0;1280.0;20.5;1620.0;14.5;62.0;2580.0;6.5
51;15 jaar of ouder;Noordoost-Noord-Brabant (CR);551680;12310;22.5;3120;21.5;3240;22.5;1790.0;13.5;5890.0;1490.0;20.5;3970.0;36.0;67.5;5210.0;9.5
52;15 jaar of ouder;Zuidoost-Noord-Brabant (CR);649400;18100;28.0;4230;19.0;4400;19.5;2040.0;10.0;4050.0;1190.0;14.0;2710.0;16.5;67.0;4750.0;7.5
53;15 jaar of ouder;Noord-Limburg (CR);240270;6470;27.0;1570;19.0;1700;20.5;900.0;12.0;1240.0;350.0;11.0;730.0;12.5;58.5;2090.0;8.5
54;15 jaar of ouder;Midden-Limburg (CR);204470;5240;25.5;1390;20.0;1510;22.0;740.0;11.5;3470.0;1000.0;38.5;2650.0;56.5;76.5;1730.0;8.5
55;15 jaar of ouder;Zuid-Limburg (CR);525630;20220;38.5;4570;18.0;4980;19.5;2330.0;10.0;7850.0;1790.0;25.0;5710.0;30.5;72.5;5760.0;11.0
56;15 jaar of ouder;Flevoland (CR);332830;12170;36.5;3270;21.0;3170;20.5;1660.0;11.5;5260.0;1460.0;21.5;3840.0;35.0;73.0;1190.0;3.5
57;15 jaar of ouder;Aa en Hunze;21870;430;19.5;160;27.5;140;24.5;80.0;14.0;220.0;50.0;21.5;140.0;34.0;62.5;120.0;5.5
58;15 jaar of ouder;Aalburg;10650;130;12.0;40;23.5;40;23.0;30.0;16.0;40.0;10.0;14.0;30.0;20.5;67.5;40.0;4.0
59;15 jaar of ouder;Aalsmeer;25750;300;11.5;110;26.5;90;23.5;50.0;13.0;150.0;50.0;25.0;120.0;42.5;74.5;40.0;1.5
60;15 jaar of ouder;Aalten;22590;380;17.0;110;22.0;90;19.0;40.0;8.0;110.0;30.0;14.0;90.0;24.0;76.0;280.0;12.5
61;15 jaar of ouder;Achtkarspelen;22900;710;31.0;160;17.5;190;21.0;90.0;10.0;390.0;100.0;31.5;270.0;39.5;69.5;220.0;9.5
62;15 jaar of ouder;Alblasserdam;16120;400;25.0;90;18.5;90;19.0;50.0;10.0;150.0;20.0;17.5;80.0;22.5;55.5;60.0;4.0
63;15 jaar of ouder;Albrandswaard;20570;360;17.5;110;24.5;70;15.5;30.0;8.5;220.0;50.0;22.0;180.0;55.5;81.5;40.0;2.0
64;15 jaar of ouder;Alkmaar;91370;3030;33.0;790;21.0;750;19.5;370.0;10.5;1130.0;360.0;25.5;840.0;31.5;74.5;500.0;5.5
65;15 jaar of ouder;Almelo;60610;3680;61.0;760;17.0;730;16.5;360.0;9.0;1200.0;260.0;20.0;940.0;29.0;78.0;560.0;9.0
66;15 jaar of ouder;Almere;165120;6960;42.0;1790;20.5;1740;19.5;940.0;11.5;2710.0;760.0;19.5;1990.0;32.0;73.5;500.0;3.0
67;15 jaar of ouder;Alphen aan den Rijn;91110;2060;22.5;490;19.0;480;18.5;240.0;10.0;580.0;230.0;21.5;430.0;23.0;73.5;520.0;5.5
68;15 jaar of ouder;Alphen-Chaam;8560;110;13.5;30;21.0;20;11.5;10.0;11.0;80.0;20.0;24.0;70.0;68.0;87.0;40.0;4.5
69;15 jaar of ouder;Ameland;3050;10;3.0;10;41.0;10;59.0;10.0;33.5;10.0;0.0;;0.0;;;10.0;3.5
70;15 jaar of ouder;Amersfoort;125960;4070;32.5;1000;19.5;1020;20.0;520.0;11.5;1710.0;630.0;31.0;1320.0;37.0;77.5;850.0;6.5
71;15 jaar of ouder;Amstelveen;74120;1350;18.0;410;23.5;400;23.5;200.0;13.0;610.0;260.0;32.5;440.0;37.5;71.0;110.0;1.5
72;15 jaar of ouder;Amsterdam;728920;49320;67.5;10060;17.0;9560;16.0;4530.0;9.0;21860.0;4430.0;28.0;14720.0;35.0;67.5;3150.0;4.5
73;15 jaar of ouder;Apeldoorn;135400;4330;32.0;1250;23.0;1130;21.0;540.0;10.5;770.0;410.0;22.5;560.0;14.0;73.0;940.0;7.0
74;15 jaar of ouder;Appingedam;10030;520;52.0;150;22.5;150;22.5;90.0;14.0;140.0;30.0;15.0;110.0;21.5;76.5;180.0;18.0
75;15 jaar of ouder;Arnhem;132010;9320;70.5;1990;17.5;1960;17.5;880.0;8.5;860.0;280.0;9.0;500.0;6.0;58.0;1260.0;9.5
76;15 jaar of ouder;Assen;56260;2330;41.5;670;22.0;690;22.5;390.0;13.5;1030.0;300.0;27.5;660.0;30.0;64.5;640.0;11.5
77;15 jaar of ouder;Asten;14150;250;17.5;60;21.0;50;17.0;20.0;8.5;40.0;10.0;4.5;30.0;13.5;79.5;90.0;6.0
78;15 jaar of ouder;Baarle-Nassau;5850;90;15.0;20;18.0;30;26.5;10.0;8.0;100.0;20.0;35.5;60.0;74.0;62.0;20.0;4.0
79;15 jaar of ouder;Baarn;20700;420;20.5;110;20.5;100;20.0;50.0;11.0;440.0;80.0;34.5;340.0;86.5;78.0;50.0;2.5
80;15 jaar of ouder;Barendrecht;39310;650;16.5;140;19.0;120;16.0;50.0;7.5;350.0;70.0;18.5;270.0;45.5;77.5;70.0;2.0
81;15 jaar of ouder;Barneveld;45000;700;15.5;200;22.5;190;21.0;90.0;10.5;550.0;130.0;34.5;400.0;61.0;72.5;120.0;2.5
82;15 jaar of ouder;Bedum;8790;200;22.5;70;27.0;60;22.5;40.0;15.0;180.0;40.0;33.5;130.0;71.5;72.0;60.0;7.5
83;15 jaar of ouder;Beek (L.);13960;340;24.5;80;18.5;70;17.5;30.0;8.0;100.0;10.0;8.5;70.0;23.0;76.0;80.0;5.5
84;15 jaar of ouder;Beemster;7940;100;13.0;20;19.0;20;15.0;10.0;7.0;40.0;10.0;16.5;20.0;25.5;64.0;10.0;1.5
85;15 jaar of ouder;Beesel;11500;240;21.0;100;27.0;130;35.5;70.0;20.5;90.0;20.0;15.0;50.0;22.5;54.0;90.0;7.5
86;15 jaar of ouder;Bellingwedde;7680;260;33.5;110;29.5;90;24.5;40.0;12.5;170.0;50.0;35.5;140.0;56.0;82.5;110.0;14.0
87;15 jaar of ouder;Berg en Dal;30000;900;30.0;210;18.5;230;20.0;130.0;12.0;110.0;40.0;10.5;60.0;6.5;50.5;200.0;7.0
88;15 jaar of ouder;Bergeijk;15660;170;11.0;60;24.0;60;24.5;30.0;14.0;150.0;40.0;33.5;120.0;70.0;80.0;120.0;8.0
89;15 jaar of ouder;Bergen (L.);11310;210;18.5;60;23.5;60;21.5;30.0;12.5;130.0;50.0;37.0;100.0;51.0;75.5;130.0;12.0
90;15 jaar of ouder;Bergen (NH.);26260;380;14.5;100;23.0;60;14.5;30.0;7.5;140.0;30.0;16.0;100.0;28.5;70.5;70.0;2.5
91;15 jaar of ouder;Bergen op Zoom;56350;2100;37.5;490;19.0;530;20.5;240.0;10.0;690.0;160.0;18.0;480.0;25.5;69.5;480.0;8.5
92;15 jaar of ouder;Berkelland;37460;700;19.0;170;20.0;170;19.5;90.0;11.0;780.0;150.0;40.0;580.0;86.5;75.0;280.0;7.5
93;15 jaar of ouder;Bernheze;25560;340;13.5;90;21.5;70;16.0;30.0;8.0;160.0;20.0;9.0;110.0;32.5;67.0;220.0;8.5
94;15 jaar of ouder;Best;24770;490;19.5;140;21.5;150;24.0;60.0;10.0;290.0;50.0;18.0;160.0;36.0;55.0;150.0;6.0
95;15 jaar of ouder;Beuningen;21870;490;22.0;140;22.5;130;20.5;80.0;14.0;60.0;30.0;11.0;30.0;6.0;47.5;130.0;6.0
96;15 jaar of ouder;Beverwijk;34390;1140;33.5;300;20.5;330;22.0;160.0;11.5;180.0;90.0;17.5;120.0;11.5;66.5;200.0;6.0
97;15 jaar of ouder;het Bildt;8790;320;36.0;110;26.0;80;20.0;40.0;9.5;180.0;40.0;29.0;150.0;48.5;83.5;50.0;6.0
98;15 jaar of ouder;De Bilt;35620;760;21.5;170;18.5;180;20.0;80.0;9.5;300.0;70.0;21.5;230.0;32.5;76.0;70.0;2.0
99;15 jaar of ouder;Binnenmaas;24440;310;12.5;130;32.0;70;18.0;40.0;10.0;220.0;60.0;30.5;160.0;54.5;75.0;50.0;2.0
100;15 jaar of ouder;Bladel;16990;180;11.0;60;26.0;60;23.0;30.0;13.0;130.0;40.0;27.5;90.0;55.5;72.5;250.0;14.5
101;15 jaar of ouder;Blaricum;8920;140;15.5;20;15.5;20;12.0;10.0;8.5;100.0;20.0;28.0;70.0;59.5;77.0;10.0;1.0
102;15 jaar of ouder;Bloemendaal;19030;210;11.0;70;24.0;60;20.0;30.0;11.5;220.0;40.0;31.0;170.0;89.0;78.5;40.0;2.0
103;15 jaar of ouder;Bodegraven-Reeuwijk;27840;370;13.0;100;21.0;90;19.5;40.0;9.5;170.0;40.0;15.5;140.0;42.0;81.0;90.0;3.0
104;15 jaar of ouder;Boekel;8740;100;11.0;30;20.5;20;19.0;10.0;9.5;50.0;0.0;;30.0;27.5;56.5;70.0;7.5
105;15 jaar of ouder;Ten Boer;5990;110;17.5;30;21.0;30;23.5;20.0;14.5;40.0;10.0;16.0;20.0;24.0;63.0;30.0;4.5
106;15 jaar of ouder;Borger-Odoorn;21800;560;26.0;170;22.5;170;23.0;100.0;13.5;370.0;120.0;37.0;300.0;54.5;79.5;210.0;10.0
107;15 jaar of ouder;Borne;19050;430;22.5;140;25.5;90;16.5;60.0;11.0;130.0;20.0;11.0;90.0;24.0;68.5;130.0;6.5
108;15 jaar of ouder;Borsele;18800;260;13.5;60;18.0;80;23.5;30.0;10.5;180.0;40.0;26.0;130.0;57.5;76.0;80.0;4.0
109;15 jaar of ouder;Boxmeer;24700;390;15.5;130;25.0;140;26.0;70.0;14.5;180.0;70.0;27.5;110.0;30.5;60.5;240.0;9.5
110;15 jaar of ouder;Boxtel;25810;530;20.5;160;24.0;130;19.5;80.0;13.5;230.0;70.0;20.0;130.0;28.0;56.0;400.0;15.5
111;15 jaar of ouder;Breda;154550;5800;37.5;1320;19.0;1150;16.5;540.0;8.5;2410.0;470.0;20.0;2010.0;38.0;83.5;1080.0;7.0
112;15 jaar of ouder;Brielle;14650;260;17.5;60;18.0;60;18.0;30.0;10.5;100.0;30.0;24.0;80.0;30.5;72.0;20.0;1.5
113;15 jaar of ouder;Bronckhorst;31200;410;13.0;170;29.5;140;25.0;60.0;11.0;320.0;70.0;29.0;190.0;50.0;59.5;180.0;6.0
114;15 jaar of ouder;Brummen;17880;370;21.0;110;23.5;80;17.5;40.0;10.0;40.0;20.0;10.5;10.0;3.0;29.5;90.0;5.5
115;15 jaar of ouder;Brunssum;24570;1030;42.0;240;18.0;260;20.0;130.0;10.5;190.0;100.0;26.0;150.0;15.5;77.5;460.0;18.5
116;15 jaar of ouder;Bunnik;12470;150;12.0;40;19.0;50;24.5;30.0;14.0;90.0;20.0;16.5;70.0;45.5;75.0;20.0;1.5
117;15 jaar of ouder;Bunschoten;17100;210;12.0;50;17.5;50;19.5;20.0;8.5;220.0;40.0;25.0;180.0;91.0;83.0;50.0;2.5
118;15 jaar of ouder;Buren;22130;260;12.0;80;23.0;70;21.0;40.0;11.0;130.0;30.0;16.0;100.0;39.0;75.0;100.0;4.5
119;15 jaar of ouder;Capelle aan den IJssel;55800;2640;47.5;660;19.5;750;22.5;360.0;12.0;1620.0;350.0;30.0;1360.0;58.5;84.0;290.0;5.0
120;15 jaar of ouder;Castricum;30310;400;13.0;110;23.5;80;16.0;40.0;8.0;200.0;40.0;18.5;150.0;38.5;73.5;50.0;1.5
121;15 jaar of ouder;Coevorden;29940;990;33.0;280;21.5;240;18.5;130.0;10.5;550.0;180.0;39.0;450.0;47.0;81.5;200.0;6.5
122;15 jaar of ouder;Cranendonck;17380;360;20.5;120;27.0;70;15.0;40.0;10.0;90.0;30.0;19.0;70.0;21.5;83.5;100.0;6.0
123;15 jaar of ouder;Cromstrijen;10930;120;11.0;30;21.5;30;22.0;10.0;8.0;80.0;10.0;21.0;60.0;54.5;76.5;30.0;2.5
124;15 jaar of ouder;Cuijk;21120;560;26.5;170;23.0;160;22.5;80.0;13.0;170.0;70.0;22.0;130.0;26.0;72.5;250.0;12.0
125;15 jaar of ouder;Culemborg;23360;740;32.0;140;15.5;170;18.0;100.0;12.0;200.0;90.0;22.5;170.0;26.5;84.5;150.0;6.5
126;15 jaar of ouder;Dalfsen;23310;290;12.5;90;23.5;70;19.5;50.0;13.5;90.0;40.0;21.0;50.0;19.0;55.5;140.0;6.0
127;15 jaar of ouder;Dantumadiel;15740;530;33.5;100;16.0;130;19.0;70.0;11.0;80.0;20.0;9.0;30.0;6.5;45.5;200.0;12.5
128;15 jaar of ouder;Delft;89590;3760;42.0;810;18.0;820;18.0;400.0;9.5;950.0;400.0;27.0;750.0;22.5;79.5;500.0;5.5
129;15 jaar of ouder;Delfzijl;21340;1150;53.5;390;25.5;330;22.0;180.0;13.0;280.0;100.0;23.5;220.0;20.5;80.5;200.0;9.0
130;15 jaar of ouder;Deurne;27240;520;19.0;140;21.5;120;19.0;50.0;8.5;90.0;30.0;13.0;60.0;12.5;69.0;190.0;7.0
131;15 jaar of ouder;Deventer;82910;3370;40.5;870;20.0;940;21.5;450.0;11.0;1680.0;380.0;28.0;1260.0;40.5;75.0;800.0;9.5
132;15 jaar of ouder;Diemen;23900;640;26.5;150;19.5;160;20.0;70.0;10.0;280.0;80.0;21.5;170.0;32.5;59.0;90.0;3.5
133;15 jaar of ouder;Dinkelland;22090;260;11.5;70;22.5;50;14.5;30.0;10.5;90.0;20.0;14.0;60.0;25.0;63.5;120.0;5.5
134;15 jaar of ouder;Doesburg;9800;390;39.5;110;21.0;110;23.0;50.0;11.5;270.0;70.0;43.5;230.0;65.0;83.5;90.0;9.5
135;15 jaar of ouder;Doetinchem;48320;1460;30.5;340;19.0;370;20.5;170.0;10.0;560.0;140.0;21.0;350.0;26.0;62.5;400.0;8.5
136;15 jaar of ouder;Dongen;21850;350;16.0;100;23.0;100;23.0;50.0;13.0;340.0;60.0;25.0;220.0;70.0;65.0;80.0;4.0
137;15 jaar of ouder;Dongeradeel;19690;680;34.5;130;15.0;160;19.5;80.0;9.5;120.0;20.0;9.0;60.0;9.5;51.5;290.0;14.5
138;15 jaar of ouder;Dordrecht;99590;4700;47.0;1130;19.0;1230;20.5;610.0;11.0;1470.0;370.0;21.5;810.0;19.0;55.5;730.0;7.5
139;15 jaar of ouder;Drechterland;16240;180;11.0;60;24.5;70;27.0;40.0;15.0;100.0;40.0;23.5;70.0;42.5;72.5;60.0;3.5
140;15 jaar of ouder;Drimmelen;23170;220;9.5;100;30.5;100;31.5;50.0;17.0;150.0;40.0;20.5;100.0;49.5;67.5;90.0;4.0
141;15 jaar of ouder;Dronten;33790;810;24.0;250;23.5;210;19.5;100.0;10.0;420.0;110.0;25.5;320.0;42.5;76.0;80.0;2.5
142;15 jaar of ouder;Druten;15720;360;22.5;100;22.5;90;21.0;50.0;11.5;50.0;20.0;11.5;30.0;8.0;53.0;110.0;7.0
143;15 jaar of ouder;Duiven;21520;520;24.0;120;19.0;120;19.0;70.0;11.0;170.0;60.0;20.0;120.0;24.0;67.5;90.0;4.0
144;15 jaar of ouder;Echt-Susteren;27780;570;20.5;140;19.0;120;17.0;60.0;9.5;220.0;40.0;15.0;130.0;26.0;60.0;220.0;8.0
145;15 jaar of ouder;Edam-Volendam;30010;370;12.5;90;19.0;100;22.0;60.0;14.5;200.0;60.0;30.5;150.0;41.5;71.5;90.0;3.0
146;15 jaar of ouder;Ede;93860;2220;23.5;560;19.5;620;21.5;330.0;12.5;1870.0;390.0;34.5;1460.0;73.5;78.0;400.0;4.5
147;15 jaar of ouder;Eemnes;7590;110;14.0;30;20.5;30;20.5;10.0;7.5;80.0;10.0;14.5;60.0;64.0;77.0;20.0;2.0
148;15 jaar of ouder;Eemsmond;13170;480;36.5;160;24.0;170;26.5;100.0;15.0;500.0;110.0;47.0;370.0;79.5;74.0;220.0;16.5
149;15 jaar of ouder;Eersel;15980;180;11.0;40;17.0;40;19.0;20.0;11.5;150.0;40.0;35.0;110.0;68.5;77.0;160.0;10.0
150;15 jaar of ouder;Eijsden-Margraten;22060;280;12.5;70;22.5;70;21.5;30.0;10.5;170.0;30.0;23.5;130.0;49.0;77.0;80.0;4.0
151;15 jaar of ouder;Eindhoven;196190;8170;41.5;1670;16.5;1970;19.5;880.0;9.5;1230.0;430.0;12.5;710.0;9.5;57.0;1390.0;7.0
152;15 jaar of ouder;Elburg;18770;290;15.5;100;27.0;90;23.0;50.0;13.0;120.0;60.0;32.5;90.0;32.0;74.0;150.0;8.0
153;15 jaar of ouder;Emmen;91190;4070;44.5;940;18.5;1040;20.5;600.0;12.0;1850.0;560.0;31.5;1410.0;36.5;76.5;1130.0;12.5
154;15 jaar of ouder;Enkhuizen;15520;410;26.0;110;22.0;120;22.0;60.0;13.0;170.0;70.0;28.0;130.0;33.5;76.5;70.0;4.5
155;15 jaar of ouder;Enschede;134140;8560;64.0;1890;17.5;2120;20.0;930.0;9.5;3170.0;730.0;25.0;2640.0;35.0;83.5;1240.0;9.0
156;15 jaar of ouder;Epe;27950;530;19.0;150;22.5;120;18.5;60.0;10.0;80.0;30.0;12.5;50.0;9.5;54.0;210.0;7.5
157;15 jaar of ouder;Ermelo;22650;390;17.0;100;21.0;110;23.0;50.0;11.0;180.0;50.0;25.0;140.0;37.0;75.5;160.0;7.0
158;15 jaar of ouder;Etten-Leur;36130;860;23.5;210;20.0;220;20.0;120.0;12.0;250.0;80.0;17.0;170.0;23.0;70.0;260.0;7.0
159;15 jaar of ouder;Ferwerderadiel;7060;210;30.0;60;20.5;70;23.5;30.0;10.0;40.0;10.0;9.0;30.0;14.0;65.0;50.0;6.5
160;15 jaar of ouder;Franekeradeel;17040;610;35.5;140;19.0;130;17.5;80.0;11.0;400.0;120.0;41.5;320.0;55.0;80.5;150.0;9.0
161;15 jaar of ouder;De Fryske Marren;43140;1050;24.5;290;21.0;300;22.0;170.0;12.5;900.0;210.0;37.0;720.0;73.0;80.0;150.0;3.5
