ID;Gender;PupilCharacteristics;CaribbeanNetherlands;Periods;ParticipantsEnStudents_1
1735;Male;12 years or older;Caribbean Netherlands;2016/'17;58.0
1736;Male;12 years or older;Caribbean Netherlands;2017/'18;50.0
1737;Male;12 years or older;Caribbean Netherlands;2018/'19;36.0
1738;Male;12 years or older;Caribbean Netherlands;2019/'20;48.0
1739;Male;12 years or older;Caribbean Netherlands;2020/'21;58.0
1740;Male;12 years or older;Caribbean Netherlands;2021/22;65.0
1741;Male;12 years or older;Caribbean Netherlands;2022/'23;56.0
1742;Male;12 years or older;Caribbean Netherlands;2023/'24;51.0
1743;Male;12 years or older;Caribbean Netherlands;2024/'25;38.0
1744;Male;12 years or older;Bonaire;2009/'10;99.0
1745;Male;12 years or older;Bonaire;2010/'11;49.0
1746;Male;12 years or older;Bonaire;2011/'12;51.0
1747;Male;12 years or older;Bonaire;2012/'13;49.0
1748;Male;12 years or older;Bonaire;2013/'14;49.0
1749;Male;12 years or older;Bonaire;2014/'15;45.0
1750;Male;12 years or older;Bonaire;2015/'16;58.0
1751;Male;12 years or older;Bonaire;2016/'17;44.0
1752;Male;12 years or older;Bonaire;2017/'18;37.0
1753;Male;12 years or older;Bonaire;2018/'19;27.0
1754;Male;12 years or older;Bonaire;2019/'20;41.0
1755;Male;12 years or older;Bonaire;2020/'21;50.0
1756;Male;12 years or older;Bonaire;2021/22;41.0
1757;Male;12 years or older;Bonaire;2022/'23;45.0
1758;Male;12 years or older;Bonaire;2023/'24;41.0
1759;Male;12 years or older;Bonaire;2024/'25;27.0
1760;Male;12 years or older;St Eustatius;2009/'10;12.0
1761;Male;12 years or older;St Eustatius;2010/'11;0.0
1762;Male;12 years or older;St Eustatius;2011/'12;3.0
1763;Male;12 years or older;St Eustatius;2012/'13;5.0
1764;Male;12 years or older;St Eustatius;2013/'14;9.0
1765;Male;12 years or older;St Eustatius;2014/'15;3.0
1766;Male;12 years or older;St Eustatius;2015/'16;2.0
1767;Male;12 years or older;St Eustatius;2016/'17;8.0
1768;Male;12 years or older;St Eustatius;2017/'18;4.0
1769;Male;12 years or older;St Eustatius;2018/'19;4.0
1770;Male;12 years or older;St Eustatius;2019/'20;4.0
1771;Male;12 years or older;St Eustatius;2020/'21;2.0
1772;Male;12 years or older;St Eustatius;2021/22;15.0
1773;Male;12 years or older;St Eustatius;2022/'23;8.0
1774;Male;12 years or older;St Eustatius;2023/'24;8.0
1775;Male;12 years or older;St Eustatius;2024/'25;6.0
1776;Male;12 years or older;Saba;2009/'10;3.0
1777;Male;12 years or older;Saba;2010/'11;2.0
1778;Male;12 years or older;Saba;2011/'12;3.0
1779;Male;12 years or older;Saba;2012/'13;6.0
1780;Male;12 years or older;Saba;2013/'14;3.0
1781;Male;12 years or older;Saba;2014/'15;3.0
1782;Male;12 years or older;Saba;2015/'16;5.0
1783;Male;12 years or older;Saba;2016/'17;6.0
1784;Male;12 years or older;Saba;2017/'18;9.0
1785;Male;12 years or older;Saba;2018/'19;5.0
1786;Male;12 years or older;Saba;2019/'20;3.0
1787;Male;12 years or older;Saba;2020/'21;6.0
1788;Male;12 years or older;Saba;2021/22;9.0
1789;Male;12 years or older;Saba;2022/'23;3.0
1790;Male;12 years or older;Saba;2023/'24;2.0
1791;Male;12 years or older;Saba;2024/'25;4.0
1792;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2009/'10;
1793;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2010/'11;
1794;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2011/'12;
1795;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2012/'13;
1796;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2013/'14;
1797;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2014/'15;
1798;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2015/'16;
1799;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2016/'17;
1800;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2017/'18;
1801;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2018/'19;
1802;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2019/'20;
1803;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2020/'21;
1804;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2021/22;
1805;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2022/'23;
1806;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2023/'24;
1807;Male;Total secondary education (VO, CVQ, MBO);Caribbean Netherlands;2024/'25;
1808;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2009/'10;
1809;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2010/'11;
1810;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2011/'12;
1811;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2012/'13;
1812;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2013/'14;
1813;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2014/'15;
1814;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2015/'16;
1815;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2016/'17;
1816;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2017/'18;
1817;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2018/'19;
1818;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2019/'20;
1819;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2020/'21;
1820;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2021/22;
1821;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2022/'23;
1822;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2023/'24;
1823;Male;Total secondary education (VO, CVQ, MBO);Bonaire;2024/'25;
1824;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2009/'10;
1825;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2010/'11;
1826;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2011/'12;
1827;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2012/'13;
1828;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2013/'14;
1829;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2014/'15;
1830;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2015/'16;
1831;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2016/'17;
1832;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2017/'18;
1833;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2018/'19;
1834;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2019/'20;
1835;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2020/'21;
1836;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2021/22;
1837;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2022/'23;
1838;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2023/'24;
1839;Male;Total secondary education (VO, CVQ, MBO);St Eustatius;2024/'25;
1840;Male;Total secondary education (VO, CVQ, MBO);Saba;2009/'10;
1841;Male;Total secondary education (VO, CVQ, MBO);Saba;2010/'11;
1842;Male;Total secondary education (VO, CVQ, MBO);Saba;2011/'12;
1843;Male;Total secondary education (VO, CVQ, MBO);Saba;2012/'13;
1844;Male;Total secondary education (VO, CVQ, MBO);Saba;2013/'14;
1845;Male;Total secondary education (VO, CVQ, MBO);Saba;2014/'15;
1846;Male;Total secondary education (VO, CVQ, MBO);Saba;2015/'16;
1847;Male;Total secondary education (VO, CVQ, MBO);Saba;2016/'17;
1848;Male;Total secondary education (VO, CVQ, MBO);Saba;2017/'18;
1849;Male;Total secondary education (VO, CVQ, MBO);Saba;2018/'19;
1850;Male;Total secondary education (VO, CVQ, MBO);Saba;2019/'20;
1851;Male;Total secondary education (VO, CVQ, MBO);Saba;2020/'21;
1852;Male;Total secondary education (VO, CVQ, MBO);Saba;2021/22;
1853;Male;Total secondary education (VO, CVQ, MBO);Saba;2022/'23;
1854;Male;Total secondary education (VO, CVQ, MBO);Saba;2023/'24;
1855;Male;Total secondary education (VO, CVQ, MBO);Saba;2024/'25;
1856;Male;Total secondary general education (VO);Caribbean Netherlands;2009/'10;
1857;Male;Total secondary general education (VO);Caribbean Netherlands;2010/'11;
1858;Male;Total secondary general education (VO);Caribbean Netherlands;2011/'12;
1859;Male;Total secondary general education (VO);Caribbean Netherlands;2012/'13;
1860;Male;Total secondary general education (VO);Caribbean Netherlands;2013/'14;
1861;Male;Total secondary general education (VO);Caribbean Netherlands;2014/'15;736.0
1862;Male;Total secondary general education (VO);Caribbean Netherlands;2015/'16;735.0
1863;Male;Total secondary general education (VO);Caribbean Netherlands;2016/'17;769.0
1864;Male;Total secondary general education (VO);Caribbean Netherlands;2017/'18;772.0
1865;Male;Total secondary general education (VO);Caribbean Netherlands;2018/'19;752.0
1866;Male;Total secondary general education (VO);Caribbean Netherlands;2019/'20;753.0
1867;Male;Total secondary general education (VO);Caribbean Netherlands;2020/'21;770.0
1868;Male;Total secondary general education (VO);Caribbean Netherlands;2021/22;809.0
1869;Male;Total secondary general education (VO);Caribbean Netherlands;2022/'23;834.0
1870;Male;Total secondary general education (VO);Caribbean Netherlands;2023/'24;867.0
1871;Male;Total secondary general education (VO);Caribbean Netherlands;2024/'25;924.0
1872;Male;Total secondary general education (VO);Bonaire;2009/'10;
1873;Male;Total secondary general education (VO);Bonaire;2010/'11;
1874;Male;Total secondary general education (VO);Bonaire;2011/'12;
1875;Male;Total secondary general education (VO);Bonaire;2012/'13;
1876;Male;Total secondary general education (VO);Bonaire;2013/'14;
1877;Male;Total secondary general education (VO);Bonaire;2014/'15;578.0
1878;Male;Total secondary general education (VO);Bonaire;2015/'16;573.0
1879;Male;Total secondary general education (VO);Bonaire;2016/'17;592.0
1880;Male;Total secondary general education (VO);Bonaire;2017/'18;589.0
1881;Male;Total secondary general education (VO);Bonaire;2018/'19;581.0
1882;Male;Total secondary general education (VO);Bonaire;2019/'20;602.0
1883;Male;Total secondary general education (VO);Bonaire;2020/'21;617.0
1884;Male;Total secondary general education (VO);Bonaire;2021/22;656.0
1885;Male;Total secondary general education (VO);Bonaire;2022/'23;676.0
1886;Male;Total secondary general education (VO);Bonaire;2023/'24;729.0
1887;Male;Total secondary general education (VO);Bonaire;2024/'25;782.0
1888;Male;Total secondary general education (VO);St Eustatius;2009/'10;
1889;Male;Total secondary general education (VO);St Eustatius;2010/'11;
1890;Male;Total secondary general education (VO);St Eustatius;2011/'12;
1891;Male;Total secondary general education (VO);St Eustatius;2012/'13;
1892;Male;Total secondary general education (VO);St Eustatius;2013/'14;
1893;Male;Total secondary general education (VO);St Eustatius;2014/'15;121.0
1894;Male;Total secondary general education (VO);St Eustatius;2015/'16;121.0
1895;Male;Total secondary general education (VO);St Eustatius;2016/'17;129.0
1896;Male;Total secondary general education (VO);St Eustatius;2017/'18;135.0
1897;Male;Total secondary general education (VO);St Eustatius;2018/'19;121.0
1898;Male;Total secondary general education (VO);St Eustatius;2019/'20;105.0
1899;Male;Total secondary general education (VO);St Eustatius;2020/'21;97.0
1900;Male;Total secondary general education (VO);St Eustatius;2021/22;96.0
1901;Male;Total secondary general education (VO);St Eustatius;2022/'23;100.0
1902;Male;Total secondary general education (VO);St Eustatius;2023/'24;94.0
1903;Male;Total secondary general education (VO);St Eustatius;2024/'25;95.0
1904;Male;Total secondary general education (VO);Saba;2009/'10;
1905;Male;Total secondary general education (VO);Saba;2010/'11;
1906;Male;Total secondary general education (VO);Saba;2011/'12;
1907;Male;Total secondary general education (VO);Saba;2012/'13;
1908;Male;Total secondary general education (VO);Saba;2013/'14;
1909;Male;Total secondary general education (VO);Saba;2014/'15;37.0
1910;Male;Total secondary general education (VO);Saba;2015/'16;41.0
1911;Male;Total secondary general education (VO);Saba;2016/'17;48.0
1912;Male;Total secondary general education (VO);Saba;2017/'18;48.0
1913;Male;Total secondary general education (VO);Saba;2018/'19;50.0
1914;Male;Total secondary general education (VO);Saba;2019/'20;46.0
1915;Male;Total secondary general education (VO);Saba;2020/'21;56.0
1916;Male;Total secondary general education (VO);Saba;2021/22;57.0
1917;Male;Total secondary general education (VO);Saba;2022/'23;58.0
1918;Male;Total secondary general education (VO);Saba;2023/'24;44.0
1919;Male;Total secondary general education (VO);Saba;2024/'25;47.0
1920;Male;VO: Practical education;Caribbean Netherlands;2009/'10;
1921;Male;VO: Practical education;Caribbean Netherlands;2010/'11;
1922;Male;VO: Practical education;Caribbean Netherlands;2011/'12;
1923;Male;VO: Practical education;Caribbean Netherlands;2012/'13;
1924;Male;VO: Practical education;Caribbean Netherlands;2013/'14;
1925;Male;VO: Practical education;Caribbean Netherlands;2014/'15;95.0
1926;Male;VO: Practical education;Caribbean Netherlands;2015/'16;124.0
1927;Male;VO: Practical education;Caribbean Netherlands;2016/'17;149.0
1928;Male;VO: Practical education;Caribbean Netherlands;2017/'18;145.0
1929;Male;VO: Practical education;Caribbean Netherlands;2018/'19;174.0
1930;Male;VO: Practical education;Caribbean Netherlands;2019/'20;174.0
1931;Male;VO: Practical education;Caribbean Netherlands;2020/'21;157.0
1932;Male;VO: Practical education;Caribbean Netherlands;2021/22;144.0
1933;Male;VO: Practical education;Caribbean Netherlands;2022/'23;125.0
1934;Male;VO: Practical education;Caribbean Netherlands;2023/'24;128.0
1935;Male;VO: Practical education;Caribbean Netherlands;2024/'25;126.0
1936;Male;VO: Practical education;Bonaire;2009/'10;
1937;Male;VO: Practical education;Bonaire;2010/'11;
1938;Male;VO: Practical education;Bonaire;2011/'12;
1939;Male;VO: Practical education;Bonaire;2012/'13;
1940;Male;VO: Practical education;Bonaire;2013/'14;
1941;Male;VO: Practical education;Bonaire;2014/'15;74.0
1942;Male;VO: Practical education;Bonaire;2015/'16;103.0
1943;Male;VO: Practical education;Bonaire;2016/'17;120.0
1944;Male;VO: Practical education;Bonaire;2017/'18;115.0
1945;Male;VO: Practical education;Bonaire;2018/'19;147.0
1946;Male;VO: Practical education;Bonaire;2019/'20;152.0
1947;Male;VO: Practical education;Bonaire;2020/'21;137.0
1948;Male;VO: Practical education;Bonaire;2021/22;121.0
1949;Male;VO: Practical education;Bonaire;2022/'23;104.0
1950;Male;VO: Practical education;Bonaire;2023/'24;111.0
1951;Male;VO: Practical education;Bonaire;2024/'25;110.0
1952;Male;VO: Practical education;St Eustatius;2009/'10;
1953;Male;VO: Practical education;St Eustatius;2010/'11;
1954;Male;VO: Practical education;St Eustatius;2011/'12;
1955;Male;VO: Practical education;St Eustatius;2012/'13;
1956;Male;VO: Practical education;St Eustatius;2013/'14;
1957;Male;VO: Practical education;St Eustatius;2014/'15;16.0
1958;Male;VO: Practical education;St Eustatius;2015/'16;17.0
1959;Male;VO: Practical education;St Eustatius;2016/'17;24.0
1960;Male;VO: Practical education;St Eustatius;2017/'18;25.0
1961;Male;VO: Practical education;St Eustatius;2018/'19;24.0
1962;Male;VO: Practical education;St Eustatius;2019/'20;16.0
1963;Male;VO: Practical education;St Eustatius;2020/'21;13.0
1964;Male;VO: Practical education;St Eustatius;2021/22;16.0
1965;Male;VO: Practical education;St Eustatius;2022/'23;13.0
1966;Male;VO: Practical education;St Eustatius;2023/'24;9.0
1967;Male;VO: Practical education;St Eustatius;2024/'25;8.0
1968;Male;VO: Practical education;Saba;2009/'10;
1969;Male;VO: Practical education;Saba;2010/'11;
1970;Male;VO: Practical education;Saba;2011/'12;
1971;Male;VO: Practical education;Saba;2012/'13;
1972;Male;VO: Practical education;Saba;2013/'14;
1973;Male;VO: Practical education;Saba;2014/'15;5.0
1974;Male;VO: Practical education;Saba;2015/'16;4.0
1975;Male;VO: Practical education;Saba;2016/'17;5.0
1976;Male;VO: Practical education;Saba;2017/'18;5.0
1977;Male;VO: Practical education;Saba;2018/'19;3.0
1978;Male;VO: Practical education;Saba;2019/'20;6.0
1979;Male;VO: Practical education;Saba;2020/'21;7.0
1980;Male;VO: Practical education;Saba;2021/22;7.0
1981;Male;VO: Practical education;Saba;2022/'23;8.0
1982;Male;VO: Practical education;Saba;2023/'24;8.0
1983;Male;VO: Practical education;Saba;2024/'25;8.0
1984;Male;VO: Lower forms ;Caribbean Netherlands;2009/'10;
1985;Male;VO: Lower forms ;Caribbean Netherlands;2010/'11;
1986;Male;VO: Lower forms ;Caribbean Netherlands;2011/'12;
1987;Male;VO: Lower forms ;Caribbean Netherlands;2012/'13;
1988;Male;VO: Lower forms ;Caribbean Netherlands;2013/'14;
1989;Male;VO: Lower forms ;Caribbean Netherlands;2014/'15;327.0
1990;Male;VO: Lower forms ;Caribbean Netherlands;2015/'16;295.0
1991;Male;VO: Lower forms ;Caribbean Netherlands;2016/'17;264.0
1992;Male;VO: Lower forms ;Caribbean Netherlands;2017/'18;278.0
1993;Male;VO: Lower forms ;Caribbean Netherlands;2018/'19;296.0
1994;Male;VO: Lower forms ;Caribbean Netherlands;2019/'20;308.0
1995;Male;VO: Lower forms ;Caribbean Netherlands;2020/'21;336.0
1996;Male;VO: Lower forms ;Caribbean Netherlands;2021/22;372.0
1997;Male;VO: Lower forms ;Caribbean Netherlands;2022/'23;409.0
1998;Male;VO: Lower forms ;Caribbean Netherlands;2023/'24;374.0
1999;Male;VO: Lower forms ;Caribbean Netherlands;2024/'25;414.0
2000;Male;VO: Lower forms ;Bonaire;2009/'10;
2001;Male;VO: Lower forms ;Bonaire;2010/'11;
2002;Male;VO: Lower forms ;Bonaire;2011/'12;
2003;Male;VO: Lower forms ;Bonaire;2012/'13;
2004;Male;VO: Lower forms ;Bonaire;2013/'14;
2005;Male;VO: Lower forms ;Bonaire;2014/'15;242.0
2006;Male;VO: Lower forms ;Bonaire;2015/'16;214.0
2007;Male;VO: Lower forms ;Bonaire;2016/'17;205.0
2008;Male;VO: Lower forms ;Bonaire;2017/'18;217.0
2009;Male;VO: Lower forms ;Bonaire;2018/'19;219.0
2010;Male;VO: Lower forms ;Bonaire;2019/'20;210.0
2011;Male;VO: Lower forms ;Bonaire;2020/'21;228.0
2012;Male;VO: Lower forms ;Bonaire;2021/22;274.0
2013;Male;VO: Lower forms ;Bonaire;2022/'23;301.0
2014;Male;VO: Lower forms ;Bonaire;2023/'24;284.0
2015;Male;VO: Lower forms ;Bonaire;2024/'25;318.0
2016;Male;VO: Lower forms ;St Eustatius;2009/'10;
2017;Male;VO: Lower forms ;St Eustatius;2010/'11;
2018;Male;VO: Lower forms ;St Eustatius;2011/'12;
2019;Male;VO: Lower forms ;St Eustatius;2012/'13;
2020;Male;VO: Lower forms ;St Eustatius;2013/'14;
2021;Male;VO: Lower forms ;St Eustatius;2014/'15;61.0
2022;Male;VO: Lower forms ;St Eustatius;2015/'16;63.0
2023;Male;VO: Lower forms ;St Eustatius;2016/'17;46.0
2024;Male;VO: Lower forms ;St Eustatius;2017/'18;45.0
2025;Male;VO: Lower forms ;St Eustatius;2018/'19;44.0
2026;Male;VO: Lower forms ;St Eustatius;2019/'20;70.0
2027;Male;VO: Lower forms ;St Eustatius;2020/'21;73.0
2028;Male;VO: Lower forms ;St Eustatius;2021/22;67.0
2029;Male;VO: Lower forms ;St Eustatius;2022/'23;70.0
2030;Male;VO: Lower forms ;St Eustatius;2023/'24;63.0
2031;Male;VO: Lower forms ;St Eustatius;2024/'25;70.0
2032;Male;VO: Lower forms ;Saba;2009/'10;
2033;Male;VO: Lower forms ;Saba;2010/'11;
2034;Male;VO: Lower forms ;Saba;2011/'12;
2035;Male;VO: Lower forms ;Saba;2012/'13;
2036;Male;VO: Lower forms ;Saba;2013/'14;
2037;Male;VO: Lower forms ;Saba;2014/'15;24.0
2038;Male;VO: Lower forms ;Saba;2015/'16;18.0
2039;Male;VO: Lower forms ;Saba;2016/'17;13.0
2040;Male;VO: Lower forms ;Saba;2017/'18;16.0
2041;Male;VO: Lower forms ;Saba;2018/'19;33.0
2042;Male;VO: Lower forms ;Saba;2019/'20;28.0
2043;Male;VO: Lower forms ;Saba;2020/'21;35.0
2044;Male;VO: Lower forms ;Saba;2021/22;31.0
2045;Male;VO: Lower forms ;Saba;2022/'23;38.0
2046;Male;VO: Lower forms ;Saba;2023/'24;27.0
2047;Male;VO: Lower forms ;Saba;2024/'25;26.0
2048;Male;VO: General programmes ;Caribbean Netherlands;2009/'10;
2049;Male;VO: General programmes ;Caribbean Netherlands;2010/'11;
2050;Male;VO: General programmes ;Caribbean Netherlands;2011/'12;
2051;Male;VO: General programmes ;Caribbean Netherlands;2012/'13;
2052;Male;VO: General programmes ;Caribbean Netherlands;2013/'14;
2053;Male;VO: General programmes ;Caribbean Netherlands;2014/'15;156.0
2054;Male;VO: General programmes ;Caribbean Netherlands;2015/'16;167.0
2055;Male;VO: General programmes ;Caribbean Netherlands;2016/'17;173.0
2056;Male;VO: General programmes ;Caribbean Netherlands;2017/'18;191.0
2057;Male;VO: General programmes ;Caribbean Netherlands;2018/'19;171.0
2058;Male;VO: General programmes ;Caribbean Netherlands;2019/'20;152.0
2059;Male;VO: General programmes ;Caribbean Netherlands;2020/'21;150.0
2060;Male;VO: General programmes ;Caribbean Netherlands;2021/22;175.0
2061;Male;VO: General programmes ;Caribbean Netherlands;2022/'23;190.0
2062;Male;VO: General programmes ;Caribbean Netherlands;2023/'24;235.0
2063;Male;VO: General programmes ;Caribbean Netherlands;2024/'25;239.0
2064;Male;VO: General programmes ;Bonaire;2009/'10;
2065;Male;VO: General programmes ;Bonaire;2010/'11;
2066;Male;VO: General programmes ;Bonaire;2011/'12;
2067;Male;VO: General programmes ;Bonaire;2012/'13;
2068;Male;VO: General programmes ;Bonaire;2013/'14;
2069;Male;VO: General programmes ;Bonaire;2014/'15;137.0
2070;Male;VO: General programmes ;Bonaire;2015/'16;146.0
2071;Male;VO: General programmes ;Bonaire;2016/'17;140.0
2072;Male;VO: General programmes ;Bonaire;2017/'18;148.0
2073;Male;VO: General programmes ;Bonaire;2018/'19;135.0
2074;Male;VO: General programmes ;Bonaire;2019/'20;121.0
2075;Male;VO: General programmes ;Bonaire;2020/'21;125.0
2076;Male;VO: General programmes ;Bonaire;2021/22;143.0
2077;Male;VO: General programmes ;Bonaire;2022/'23;161.0
2078;Male;VO: General programmes ;Bonaire;2023/'24;204.0
2079;Male;VO: General programmes ;Bonaire;2024/'25;209.0
2080;Male;VO: General programmes ;St Eustatius;2009/'10;
2081;Male;VO: General programmes ;St Eustatius;2010/'11;
2082;Male;VO: General programmes ;St Eustatius;2011/'12;
2083;Male;VO: General programmes ;St Eustatius;2012/'13;
2084;Male;VO: General programmes ;St Eustatius;2013/'14;
2085;Male;VO: General programmes ;St Eustatius;2014/'15;11.0
2086;Male;VO: General programmes ;St Eustatius;2015/'16;9.0
2087;Male;VO: General programmes ;St Eustatius;2016/'17;9.0
2088;Male;VO: General programmes ;St Eustatius;2017/'18;18.0
2089;Male;VO: General programmes ;St Eustatius;2018/'19;22.0
2090;Male;VO: General programmes ;St Eustatius;2019/'20;19.0
2091;Male;VO: General programmes ;St Eustatius;2020/'21;11.0
2092;Male;VO: General programmes ;St Eustatius;2021/22;13.0
2093;Male;VO: General programmes ;St Eustatius;2022/'23;17.0
2094;Male;VO: General programmes ;St Eustatius;2023/'24;22.0
2095;Male;VO: General programmes ;St Eustatius;2024/'25;17.0
2096;Male;VO: General programmes ;Saba;2009/'10;
2097;Male;VO: General programmes ;Saba;2010/'11;
2098;Male;VO: General programmes ;Saba;2011/'12;
2099;Male;VO: General programmes ;Saba;2012/'13;
2100;Male;VO: General programmes ;Saba;2013/'14;
2101;Male;VO: General programmes ;Saba;2014/'15;8.0
2102;Male;VO: General programmes ;Saba;2015/'16;12.0
2103;Male;VO: General programmes ;Saba;2016/'17;24.0
2104;Male;VO: General programmes ;Saba;2017/'18;25.0
2105;Male;VO: General programmes ;Saba;2018/'19;14.0
2106;Male;VO: General programmes ;Saba;2019/'20;12.0
2107;Male;VO: General programmes ;Saba;2020/'21;14.0
2108;Male;VO: General programmes ;Saba;2021/22;19.0
2109;Male;VO: General programmes ;Saba;2022/'23;12.0
2110;Male;VO: General programmes ;Saba;2023/'24;9.0
2111;Male;VO: General programmes ;Saba;2024/'25;13.0
2112;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2009/'10;
2113;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2010/'11;
2114;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2011/'12;
2115;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2012/'13;
2116;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2013/'14;
2117;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2014/'15;158.0
2118;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2015/'16;149.0
2119;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2016/'17;183.0
2120;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2017/'18;158.0
2121;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2018/'19;111.0
2122;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2019/'20;119.0
2123;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2020/'21;127.0
2124;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2021/22;118.0
2125;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2022/'23;110.0
2126;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2023/'24;130.0
2127;Male;VO: Pre-vocational programmes;Caribbean Netherlands;2024/'25;145.0
2128;Male;VO: Pre-vocational programmes;Bonaire;2009/'10;
2129;Male;VO: Pre-vocational programmes;Bonaire;2010/'11;
2130;Male;VO: Pre-vocational programmes;Bonaire;2011/'12;
2131;Male;VO: Pre-vocational programmes;Bonaire;2012/'13;
2132;Male;VO: Pre-vocational programmes;Bonaire;2013/'14;
2133;Male;VO: Pre-vocational programmes;Bonaire;2014/'15;125.0
2134;Male;VO: Pre-vocational programmes;Bonaire;2015/'16;110.0
2135;Male;VO: Pre-vocational programmes;Bonaire;2016/'17;127.0
2136;Male;VO: Pre-vocational programmes;Bonaire;2017/'18;109.0
2137;Male;VO: Pre-vocational programmes;Bonaire;2018/'19;80.0
2138;Male;VO: Pre-vocational programmes;Bonaire;2019/'20;119.0
2139;Male;VO: Pre-vocational programmes;Bonaire;2020/'21;127.0
2140;Male;VO: Pre-vocational programmes;Bonaire;2021/22;118.0
2141;Male;VO: Pre-vocational programmes;Bonaire;2022/'23;110.0
2142;Male;VO: Pre-vocational programmes;Bonaire;2023/'24;130.0
2143;Male;VO: Pre-vocational programmes;Bonaire;2024/'25;145.0
2144;Male;VO: Pre-vocational programmes;St Eustatius;2009/'10;
2145;Male;VO: Pre-vocational programmes;St Eustatius;2010/'11;
2146;Male;VO: Pre-vocational programmes;St Eustatius;2011/'12;
2147;Male;VO: Pre-vocational programmes;St Eustatius;2012/'13;
2148;Male;VO: Pre-vocational programmes;St Eustatius;2013/'14;
2149;Male;VO: Pre-vocational programmes;St Eustatius;2014/'15;33.0
2150;Male;VO: Pre-vocational programmes;St Eustatius;2015/'16;32.0
2151;Male;VO: Pre-vocational programmes;St Eustatius;2016/'17;50.0
2152;Male;VO: Pre-vocational programmes;St Eustatius;2017/'18;47.0
2153;Male;VO: Pre-vocational programmes;St Eustatius;2018/'19;31.0
2154;Male;VO: Pre-vocational programmes;St Eustatius;2019/'20;
2155;Male;VO: Pre-vocational programmes;St Eustatius;2020/'21;
2156;Male;VO: Pre-vocational programmes;St Eustatius;2021/22;
2157;Male;VO: Pre-vocational programmes;St Eustatius;2022/'23;
2158;Male;VO: Pre-vocational programmes;St Eustatius;2023/'24;
2159;Male;VO: Pre-vocational programmes;St Eustatius;2024/'25;
