ID;Geslacht;Leeftijd;WijzeVanDeelname;Perioden;Verkeersdoden_1
3115;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2008;38
3116;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2009;26
3117;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2010;24
3118;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2011;21
3119;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2012;18
3120;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2013;22
3121;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2014;14
3122;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2015;19
3123;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2016;27
3124;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2017;23
3125;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2018;24
3126;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2019;27
3127;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2020;21
3128;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2021;13
3129;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2022;26
3130;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2023;15
3131;Mannen;Totaal alle leeftijden;Bestelauto, vrachtwagen;2024;4
3132;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";1996;22
3133;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";1997;5
3134;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";1998;4
3135;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";1999;3
3136;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2000;6
3137;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2001;4
3138;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2002;4
3139;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2003;8
3140;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2004;3
3141;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2005;6
3142;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2006;5
3143;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2007;4
3144;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2008;5
3145;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2009;1
3146;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2010;6
3147;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2011;5
3148;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2012;2
3149;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2013;1
3150;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2014;3
3151;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2015;2
3152;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2016;2
3153;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2017;1
3154;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2018;9
3155;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2019;4
3156;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2020;7
3157;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2021;7
3158;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2022;10
3159;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2023;2
3160;Mannen;Totaal alle leeftijden;"Wijze van deelname; overig";2024;1
3161;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";1996;13
3162;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";1997;12
3163;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";1998;2
3164;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";1999;3
3165;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2000;3
3166;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2001;4
3167;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2002;0
3168;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2003;0
3169;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2004;0
3170;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2005;3
3171;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2006;0
3172;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2007;0
3173;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2008;2
3174;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2009;4
3175;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2010;1
3176;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2011;1
3177;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2012;1
3178;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2013;0
3179;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2014;2
3180;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2015;1
3181;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2016;0
3182;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2017;0
3183;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2018;0
3184;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2019;0
3185;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2020;0
3186;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2021;0
3187;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2022;0
3188;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2023;0
3189;Mannen;Totaal alle leeftijden;"Wijze van deelname; onbekend";2024;0
3190;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;1996;41
3191;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;1997;35
3192;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;1998;30
3193;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;1999;55
3194;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2000;37
3195;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2001;36
3196;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2002;28
3197;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2003;40
3198;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2004;14
3199;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2005;14
3200;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2006;17
3201;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2007;18
3202;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2008;14
3203;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2009;13
3204;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2010;8
3205;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2011;14
3206;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2012;17
3207;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2013;6
3208;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2014;13
3209;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2015;14
3210;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2016;6
3211;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2017;6
3212;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2018;9
3213;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2019;9
3214;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2020;12
3215;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2021;9
3216;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2022;14
3217;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2023;11
3218;Mannen;Jonger dan 15 jaar;Totaal wijze van deelname;2024;11
3219;Mannen;Jonger dan 15 jaar;Voetganger;1996;8
3220;Mannen;Jonger dan 15 jaar;Voetganger;1997;8
3221;Mannen;Jonger dan 15 jaar;Voetganger;1998;5
3222;Mannen;Jonger dan 15 jaar;Voetganger;1999;16
3223;Mannen;Jonger dan 15 jaar;Voetganger;2000;9
3224;Mannen;Jonger dan 15 jaar;Voetganger;2001;12
3225;Mannen;Jonger dan 15 jaar;Voetganger;2002;10
3226;Mannen;Jonger dan 15 jaar;Voetganger;2003;14
3227;Mannen;Jonger dan 15 jaar;Voetganger;2004;5
3228;Mannen;Jonger dan 15 jaar;Voetganger;2005;5
3229;Mannen;Jonger dan 15 jaar;Voetganger;2006;4
3230;Mannen;Jonger dan 15 jaar;Voetganger;2007;6
3231;Mannen;Jonger dan 15 jaar;Voetganger;2008;1
3232;Mannen;Jonger dan 15 jaar;Voetganger;2009;4
3233;Mannen;Jonger dan 15 jaar;Voetganger;2010;1
3234;Mannen;Jonger dan 15 jaar;Voetganger;2011;1
3235;Mannen;Jonger dan 15 jaar;Voetganger;2012;5
3236;Mannen;Jonger dan 15 jaar;Voetganger;2013;4
3237;Mannen;Jonger dan 15 jaar;Voetganger;2014;2
3238;Mannen;Jonger dan 15 jaar;Voetganger;2015;3
3239;Mannen;Jonger dan 15 jaar;Voetganger;2016;1
3240;Mannen;Jonger dan 15 jaar;Voetganger;2017;2
3241;Mannen;Jonger dan 15 jaar;Voetganger;2018;0
3242;Mannen;Jonger dan 15 jaar;Voetganger;2019;1
3243;Mannen;Jonger dan 15 jaar;Voetganger;2020;2
3244;Mannen;Jonger dan 15 jaar;Voetganger;2021;2
3245;Mannen;Jonger dan 15 jaar;Voetganger;2022;1
3246;Mannen;Jonger dan 15 jaar;Voetganger;2023;4
3247;Mannen;Jonger dan 15 jaar;Voetganger;2024;1
3248;Mannen;Jonger dan 15 jaar;Fiets;1996;16
3249;Mannen;Jonger dan 15 jaar;Fiets;1997;20
3250;Mannen;Jonger dan 15 jaar;Fiets;1998;14
3251;Mannen;Jonger dan 15 jaar;Fiets;1999;26
3252;Mannen;Jonger dan 15 jaar;Fiets;2000;17
3253;Mannen;Jonger dan 15 jaar;Fiets;2001;14
3254;Mannen;Jonger dan 15 jaar;Fiets;2002;14
3255;Mannen;Jonger dan 15 jaar;Fiets;2003;10
3256;Mannen;Jonger dan 15 jaar;Fiets;2004;6
3257;Mannen;Jonger dan 15 jaar;Fiets;2005;6
3258;Mannen;Jonger dan 15 jaar;Fiets;2006;10
3259;Mannen;Jonger dan 15 jaar;Fiets;2007;6
3260;Mannen;Jonger dan 15 jaar;Fiets;2008;8
3261;Mannen;Jonger dan 15 jaar;Fiets;2009;9
3262;Mannen;Jonger dan 15 jaar;Fiets;2010;4
3263;Mannen;Jonger dan 15 jaar;Fiets;2011;7
3264;Mannen;Jonger dan 15 jaar;Fiets;2012;7
3265;Mannen;Jonger dan 15 jaar;Fiets;2013;2
3266;Mannen;Jonger dan 15 jaar;Fiets;2014;8
3267;Mannen;Jonger dan 15 jaar;Fiets;2015;7
3268;Mannen;Jonger dan 15 jaar;Fiets;2016;2
3269;Mannen;Jonger dan 15 jaar;Fiets;2017;2
3270;Mannen;Jonger dan 15 jaar;Fiets;2018;5
3271;Mannen;Jonger dan 15 jaar;Fiets;2019;5
3272;Mannen;Jonger dan 15 jaar;Fiets;2020;6
3273;Mannen;Jonger dan 15 jaar;Fiets;2021;3
3274;Mannen;Jonger dan 15 jaar;Fiets;2022;8
3275;Mannen;Jonger dan 15 jaar;Fiets;2023;6
3276;Mannen;Jonger dan 15 jaar;Fiets;2024;5
3277;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;1996;2
3278;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;1997;1
3279;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;1998;0
3280;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;1999;1
3281;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2000;2
3282;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2001;1
3283;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2002;0
3284;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2003;2
3285;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2004;0
3286;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2005;0
3287;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2006;0
3288;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2007;3
3289;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2008;0
3290;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2009;0
3291;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2010;0
3292;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2011;1
3293;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2012;0
3294;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2013;0
3295;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2014;0
3296;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2015;2
3297;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2016;0
3298;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2017;0
3299;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2018;0
3300;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2019;0
3301;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2020;1
3302;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2021;1
3303;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2022;0
3304;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2023;0
3305;Mannen;Jonger dan 15 jaar;Brom- en snorfiets en brommobiel;2024;0
3306;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;1996;0
3307;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;1997;0
3308;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;1998;0
3309;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;1999;0
3310;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2000;0
3311;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2001;0
3312;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2002;0
3313;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2003;0
3314;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2004;1
3315;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2005;0
3316;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2006;0
3317;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2007;0
3318;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2008;0
3319;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2009;0
3320;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2010;0
3321;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2011;0
3322;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2012;0
3323;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2013;0
3324;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2014;0
3325;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2015;0
3326;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2016;0
3327;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2017;0
3328;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2018;0
3329;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2019;0
3330;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2020;0
3331;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2021;0
3332;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2022;0
3333;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2023;0
3334;Mannen;Jonger dan 15 jaar;Gemotoriseerd invalidenvoertuig ...;2024;0
3335;Mannen;Jonger dan 15 jaar;Motorfiets;1996;0
3336;Mannen;Jonger dan 15 jaar;Motorfiets;1997;0
3337;Mannen;Jonger dan 15 jaar;Motorfiets;1998;0
3338;Mannen;Jonger dan 15 jaar;Motorfiets;1999;1
3339;Mannen;Jonger dan 15 jaar;Motorfiets;2000;0
3340;Mannen;Jonger dan 15 jaar;Motorfiets;2001;1
3341;Mannen;Jonger dan 15 jaar;Motorfiets;2002;1
3342;Mannen;Jonger dan 15 jaar;Motorfiets;2003;0
3343;Mannen;Jonger dan 15 jaar;Motorfiets;2004;0
3344;Mannen;Jonger dan 15 jaar;Motorfiets;2005;0
3345;Mannen;Jonger dan 15 jaar;Motorfiets;2006;0
3346;Mannen;Jonger dan 15 jaar;Motorfiets;2007;0
3347;Mannen;Jonger dan 15 jaar;Motorfiets;2008;0
3348;Mannen;Jonger dan 15 jaar;Motorfiets;2009;0
3349;Mannen;Jonger dan 15 jaar;Motorfiets;2010;0
3350;Mannen;Jonger dan 15 jaar;Motorfiets;2011;0
3351;Mannen;Jonger dan 15 jaar;Motorfiets;2012;0
3352;Mannen;Jonger dan 15 jaar;Motorfiets;2013;0
3353;Mannen;Jonger dan 15 jaar;Motorfiets;2014;0
3354;Mannen;Jonger dan 15 jaar;Motorfiets;2015;0
3355;Mannen;Jonger dan 15 jaar;Motorfiets;2016;0
3356;Mannen;Jonger dan 15 jaar;Motorfiets;2017;0
3357;Mannen;Jonger dan 15 jaar;Motorfiets;2018;0
3358;Mannen;Jonger dan 15 jaar;Motorfiets;2019;0
3359;Mannen;Jonger dan 15 jaar;Motorfiets;2020;0
3360;Mannen;Jonger dan 15 jaar;Motorfiets;2021;0
3361;Mannen;Jonger dan 15 jaar;Motorfiets;2022;0
3362;Mannen;Jonger dan 15 jaar;Motorfiets;2023;0
3363;Mannen;Jonger dan 15 jaar;Motorfiets;2024;0
3364;Mannen;Jonger dan 15 jaar;Personenauto;1996;10
3365;Mannen;Jonger dan 15 jaar;Personenauto;1997;4
3366;Mannen;Jonger dan 15 jaar;Personenauto;1998;11
3367;Mannen;Jonger dan 15 jaar;Personenauto;1999;11
3368;Mannen;Jonger dan 15 jaar;Personenauto;2000;6
3369;Mannen;Jonger dan 15 jaar;Personenauto;2001;8
3370;Mannen;Jonger dan 15 jaar;Personenauto;2002;3
3371;Mannen;Jonger dan 15 jaar;Personenauto;2003;11
3372;Mannen;Jonger dan 15 jaar;Personenauto;2004;2
3373;Mannen;Jonger dan 15 jaar;Personenauto;2005;3
3374;Mannen;Jonger dan 15 jaar;Personenauto;2006;3
3375;Mannen;Jonger dan 15 jaar;Personenauto;2007;1
3376;Mannen;Jonger dan 15 jaar;Personenauto;2008;4
3377;Mannen;Jonger dan 15 jaar;Personenauto;2009;0
3378;Mannen;Jonger dan 15 jaar;Personenauto;2010;3
3379;Mannen;Jonger dan 15 jaar;Personenauto;2011;4
3380;Mannen;Jonger dan 15 jaar;Personenauto;2012;4
3381;Mannen;Jonger dan 15 jaar;Personenauto;2013;0
3382;Mannen;Jonger dan 15 jaar;Personenauto;2014;3
3383;Mannen;Jonger dan 15 jaar;Personenauto;2015;2
3384;Mannen;Jonger dan 15 jaar;Personenauto;2016;3
3385;Mannen;Jonger dan 15 jaar;Personenauto;2017;2
3386;Mannen;Jonger dan 15 jaar;Personenauto;2018;3
3387;Mannen;Jonger dan 15 jaar;Personenauto;2019;3
3388;Mannen;Jonger dan 15 jaar;Personenauto;2020;1
3389;Mannen;Jonger dan 15 jaar;Personenauto;2021;2
3390;Mannen;Jonger dan 15 jaar;Personenauto;2022;5
3391;Mannen;Jonger dan 15 jaar;Personenauto;2023;1
3392;Mannen;Jonger dan 15 jaar;Personenauto;2024;5
3393;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;1996;0
3394;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;1997;1
3395;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;1998;0
3396;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;1999;0
3397;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2000;3
3398;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2001;0
3399;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2002;0
3400;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2003;2
3401;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2004;0
3402;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2005;0
3403;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2006;0
3404;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2007;1
3405;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2008;1
3406;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2009;0
3407;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2010;0
3408;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2011;0
3409;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2012;1
3410;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2013;0
3411;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2014;0
3412;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2015;0
3413;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2016;0
3414;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2017;0
3415;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2018;0
3416;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2019;0
3417;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2020;1
3418;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2021;0
3419;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2022;0
3420;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2023;0
3421;Mannen;Jonger dan 15 jaar;Bestelauto, vrachtwagen;2024;0
3422;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";1996;2
3423;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";1997;1
3424;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";1998;0
3425;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";1999;0
3426;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2000;0
3427;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2001;0
3428;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2002;0
3429;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2003;1
3430;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2004;0
3431;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2005;0
3432;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2006;0
3433;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2007;1
3434;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2008;0
3435;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2009;0
3436;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2010;0
3437;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2011;0
3438;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2012;0
3439;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2013;0
3440;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2014;0
3441;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2015;0
3442;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2016;0
3443;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2017;0
3444;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2018;1
3445;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2019;0
3446;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2020;1
3447;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2021;1
3448;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2022;0
3449;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2023;0
3450;Mannen;Jonger dan 15 jaar;"Wijze van deelname; overig";2024;0
3451;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";1996;3
3452;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";1997;0
3453;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";1998;0
3454;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";1999;0
3455;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2000;0
3456;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2001;0
3457;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2002;0
3458;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2003;0
3459;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2004;0
3460;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2005;0
3461;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2006;0
3462;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2007;0
3463;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2008;0
3464;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2009;0
3465;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2010;0
3466;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2011;1
3467;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2012;0
3468;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2013;0
3469;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2014;0
3470;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2015;0
3471;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2016;0
3472;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2017;0
3473;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2018;0
3474;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2019;0
3475;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2020;0
3476;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2021;0
3477;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2022;0
3478;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2023;0
3479;Mannen;Jonger dan 15 jaar;"Wijze van deelname; onbekend";2024;0
3480;Mannen;15 tot 20 jaar;Totaal wijze van deelname;1996;96
3481;Mannen;15 tot 20 jaar;Totaal wijze van deelname;1997;87
