ID;PositieVanMoedersInHetHuishouden;Persoonskenmerken;Perioden;TotaalMoeders15Tot65Jaar_1;TotaalMoedersWerkzameBeroepsbevolking_2;Werkt12Tot28UurPerWeek_3;Werkt28Tot35UurPerWeek_4;Werkt35UurOfMeerPerWeek_5;WilWerkVanTwaalfUurOfMeerPerWeek_6;WilKanNiet12UurPerWeekWerken_7;ZorgVoorGezinOfHuishouden_8;OverigeRedenen_9
471;Alleenstaande moeder;24;2004;74.0;46.0;17.0;13.0;16.0;9.0;18.0;3.0;15.0
472;Alleenstaande moeder;24;2005;77.0;47.0;19.0;15.0;14.0;12.0;17.0;2.0;15.0
473;Alleenstaande moeder;24;2006;77.0;47.0;17.0;16.0;14.0;12.0;18.0;3.0;15.0
474;Alleenstaande moeder;24;2007;85.0;56.0;19.0;20.0;18.0;11.0;18.0;2.0;16.0
475;Alleenstaande moeder;24;2008;86.0;59.0;20.0;20.0;18.0;9.0;18.0;3.0;15.0
476;Alleenstaande moeder;24;2009;91.0;61.0;21.0;20.0;20.0;11.0;19.0;2.0;17.0
477;Alleenstaande moeder;24;2010;91.0;62.0;23.0;21.0;18.0;12.0;16.0;2.0;14.0
478;Alleenstaande moeder;24;2011;88.0;63.0;23.0;20.0;20.0;11.0;14.0;;13.0
479;Alleenstaande moeder;24;2012;87.0;57.0;22.0;20.0;15.0;12.0;17.0;2.0;16.0
480;Alleenstaande moeder;24;2013;101.0;66.0;24.0;23.0;19.0;18.0;17.0;2.0;15.0
481;Alleenstaande moeder;25;2001;100.0;50.0;18.0;14.0;18.0;16.0;35.0;14.0;21.0
482;Alleenstaande moeder;25;2002;97.0;52.0;21.0;14.0;17.0;16.0;30.0;11.0;19.0
483;Alleenstaande moeder;25;2003;110.0;59.0;23.0;17.0;19.0;17.0;34.0;10.0;24.0
484;Alleenstaande moeder;25;2004;116.0;63.0;25.0;19.0;19.0;23.0;31.0;9.0;22.0
485;Alleenstaande moeder;25;2005;121.0;68.0;28.0;21.0;19.0;24.0;29.0;6.0;23.0
486;Alleenstaande moeder;25;2006;115.0;66.0;27.0;21.0;19.0;22.0;26.0;5.0;21.0
487;Alleenstaande moeder;25;2007;126.0;79.0;31.0;25.0;23.0;20.0;27.0;5.0;22.0
488;Alleenstaande moeder;25;2008;128.0;83.0;32.0;27.0;24.0;17.0;29.0;5.0;24.0
489;Alleenstaande moeder;25;2009;128.0;82.0;29.0;28.0;25.0;19.0;28.0;4.0;24.0
490;Alleenstaande moeder;25;2010;129.0;83.0;33.0;29.0;21.0;19.0;27.0;4.0;23.0
491;Alleenstaande moeder;25;2011;125.0;84.0;32.0;27.0;25.0;17.0;24.0;4.0;20.0
492;Alleenstaande moeder;25;2012;130.0;82.0;32.0;28.0;22.0;21.0;27.0;4.0;23.0
493;Alleenstaande moeder;25;2013;142.0;85.0;32.0;29.0;24.0;28.0;28.0;4.0;24.0
494;Alleenstaande moeder;26;2001;64.0;33.0;15.0;10.0;7.0;9.0;21.0;12.0;10.0
495;Alleenstaande moeder;26;2002;66.0;36.0;16.0;11.0;10.0;11.0;19.0;10.0;9.0
496;Alleenstaande moeder;26;2003;69.0;36.0;16.0;12.0;8.0;13.0;20.0;10.0;10.0
497;Alleenstaande moeder;26;2004;68.0;37.0;19.0;10.0;7.0;13.0;18.0;7.0;11.0
498;Alleenstaande moeder;26;2005;71.0;39.0;21.0;10.0;9.0;18.0;14.0;6.0;9.0
499;Alleenstaande moeder;26;2006;74.0;43.0;22.0;12.0;9.0;14.0;16.0;6.0;10.0
500;Alleenstaande moeder;26;2007;77.0;47.0;23.0;15.0;9.0;13.0;17.0;4.0;13.0
501;Alleenstaande moeder;26;2008;74.0;50.0;23.0;16.0;10.0;10.0;14.0;3.0;11.0
502;Alleenstaande moeder;26;2009;74.0;51.0;24.0;16.0;11.0;9.0;14.0;4.0;10.0
503;Alleenstaande moeder;26;2010;77.0;52.0;25.0;16.0;11.0;12.0;14.0;4.0;10.0
504;Alleenstaande moeder;26;2011;78.0;50.0;23.0;15.0;11.0;13.0;14.0;4.0;10.0
505;Alleenstaande moeder;26;2012;81.0;52.0;24.0;17.0;10.0;14.0;15.0;4.0;11.0
506;Alleenstaande moeder;26;2013;83.0;51.0;25.0;18.0;8.0;18.0;14.0;4.0;10.0
507;Alleenstaande moeder;27;2001;20.0;7.0;3.0;2.0;2.0;3.0;10.0;7.0;3.0
508;Alleenstaande moeder;27;2002;19.0;8.0;4.0;2.0;2.0;3.0;8.0;5.0;3.0
509;Alleenstaande moeder;27;2003;20.0;9.0;4.0;3.0;2.0;3.0;8.0;5.0;3.0
510;Alleenstaande moeder;27;2004;20.0;8.0;5.0;2.0;2.0;5.0;7.0;4.0;3.0
511;Alleenstaande moeder;27;2005;22.0;10.0;6.0;2.0;2.0;6.0;6.0;3.0;3.0
512;Alleenstaande moeder;27;2006;23.0;9.0;4.0;3.0;3.0;6.0;8.0;4.0;4.0
513;Alleenstaande moeder;27;2007;25.0;11.0;5.0;3.0;3.0;6.0;8.0;4.0;5.0
514;Alleenstaande moeder;27;2008;27.0;15.0;7.0;5.0;3.0;4.0;8.0;4.0;4.0
515;Alleenstaande moeder;27;2009;26.0;14.0;8.0;3.0;3.0;5.0;8.0;3.0;4.0
516;Alleenstaande moeder;27;2010;26.0;14.0;7.0;4.0;3.0;5.0;7.0;3.0;4.0
517;Alleenstaande moeder;27;2011;23.0;12.0;7.0;3.0;2.0;5.0;7.0;2.0;5.0
518;Alleenstaande moeder;27;2012;24.0;12.0;6.0;4.0;2.0;6.0;6.0;3.0;3.0
519;Alleenstaande moeder;27;2013;28.0;13.0;8.0;3.0;2.0;7.0;8.0;3.0;5.0
520;Alleenstaande moeder;Burgerlijke staat: gehuwd;2001;12.0;;;;;;;;
521;Alleenstaande moeder;Burgerlijke staat: gehuwd;2002;12.0;;;;;;;;
522;Alleenstaande moeder;Burgerlijke staat: gehuwd;2003;13.0;;;;;;;;
523;Alleenstaande moeder;Burgerlijke staat: gehuwd;2004;12.0;;;;;;;;
524;Alleenstaande moeder;Burgerlijke staat: gehuwd;2005;12.0;;;;;;;;
525;Alleenstaande moeder;Burgerlijke staat: gehuwd;2006;14.0;;;;;;;;
526;Alleenstaande moeder;Burgerlijke staat: gehuwd;2007;14.0;;;;;;;;
527;Alleenstaande moeder;Burgerlijke staat: gehuwd;2008;13.0;;;;;;;;
528;Alleenstaande moeder;Burgerlijke staat: gehuwd;2009;16.0;9.0;4.0;2.0;3.0;2.0;5.0;;3.0
529;Alleenstaande moeder;Burgerlijke staat: gehuwd;2010;13.0;;;;;;;;
530;Alleenstaande moeder;Burgerlijke staat: gehuwd;2011;11.0;;;;;;;;
531;Alleenstaande moeder;Burgerlijke staat: gehuwd;2012;13.0;;;;;;;;
532;Alleenstaande moeder;Burgerlijke staat: gehuwd;2013;12.0;;;;;;;;
533;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2001;52.0;24.0;8.0;7.0;9.0;9.0;19.0;11.0;8.0
534;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2002;53.0;25.0;8.0;7.0;9.0;11.0;17.0;10.0;8.0
535;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2003;64.0;29.0;11.0;10.0;9.0;13.0;22.0;10.0;12.0
536;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2004;63.0;30.0;11.0;10.0;9.0;16.0;18.0;8.0;10.0
537;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2005;72.0;38.0;15.0;13.0;10.0;18.0;16.0;5.0;11.0
538;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2006;68.0;36.0;14.0;12.0;10.0;16.0;15.0;5.0;10.0
539;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2007;72.0;42.0;17.0;14.0;12.0;14.0;16.0;4.0;12.0
540;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2008;75.0;46.0;16.0;18.0;12.0;12.0;17.0;4.0;13.0
541;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2009;77.0;47.0;16.0;16.0;14.0;13.0;17.0;4.0;13.0
542;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2010;84.0;51.0;20.0;17.0;14.0;16.0;17.0;4.0;13.0
543;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2011;88.0;52.0;19.0;19.0;14.0;16.0;20.0;4.0;16.0
544;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2012;89.0;53.0;21.0;19.0;13.0;17.0;19.0;5.0;14.0
545;Alleenstaande moeder;Burgerlijke staat: nooit gehuwd;2013;94.0;52.0;20.0;19.0;13.0;24.0;19.0;5.0;14.0
546;Alleenstaande moeder;Burgerlijke staat: gescheiden;2001;104.0;55.0;22.0;16.0;16.0;16.0;33.0;14.0;20.0
547;Alleenstaande moeder;Burgerlijke staat: gescheiden;2002;103.0;61.0;26.0;18.0;17.0;16.0;26.0;9.0;17.0
548;Alleenstaande moeder;Burgerlijke staat: gescheiden;2003;108.0;64.0;27.0;20.0;18.0;16.0;28.0;9.0;19.0
549;Alleenstaande moeder;Burgerlijke staat: gescheiden;2004;112.0;66.0;31.0;18.0;18.0;20.0;26.0;7.0;19.0
550;Alleenstaande moeder;Burgerlijke staat: gescheiden;2005;115.0;68.0;32.0;19.0;17.0;24.0;23.0;6.0;17.0
551;Alleenstaande moeder;Burgerlijke staat: gescheiden;2006;117.0;71.0;32.0;21.0;17.0;23.0;24.0;6.0;18.0
552;Alleenstaande moeder;Burgerlijke staat: gescheiden;2007;127.0;81.0;34.0;27.0;20.0;20.0;26.0;5.0;21.0
553;Alleenstaande moeder;Burgerlijke staat: gescheiden;2008;125.0;86.0;36.0;27.0;23.0;15.0;24.0;5.0;19.0
554;Alleenstaande moeder;Burgerlijke staat: gescheiden;2009;124.0;83.0;36.0;27.0;21.0;17.0;23.0;4.0;20.0
555;Alleenstaande moeder;Burgerlijke staat: gescheiden;2010;122.0;82.0;37.0;27.0;17.0;17.0;24.0;4.0;19.0
556;Alleenstaande moeder;Burgerlijke staat: gescheiden;2011;115.0;79.0;35.0;23.0;21.0;16.0;19.0;4.0;16.0
557;Alleenstaande moeder;Burgerlijke staat: gescheiden;2012;120.0;79.0;35.0;25.0;19.0;19.0;22.0;3.0;19.0
558;Alleenstaande moeder;Burgerlijke staat: gescheiden;2013;134.0;84.0;38.0;28.0;19.0;25.0;25.0;4.0;20.0
559;Alleenstaande moeder;Burgerlijke staat: verweduwd;2001;17.0;7.0;4.0;2.0;;2.0;9.0;5.0;4.0
560;Alleenstaande moeder;Burgerlijke staat: verweduwd;2002;15.0;5.0;4.0;;;;8.0;5.0;4.0
561;Alleenstaande moeder;Burgerlijke staat: verweduwd;2003;13.0;;;;;;;;
562;Alleenstaande moeder;Burgerlijke staat: verweduwd;2004;17.0;6.0;4.0;;;2.0;8.0;4.0;5.0
563;Alleenstaande moeder;Burgerlijke staat: verweduwd;2005;16.0;6.0;4.0;;;3.0;7.0;3.0;4.0
564;Alleenstaande moeder;Burgerlijke staat: verweduwd;2006;13.0;;;;;;;;
565;Alleenstaande moeder;Burgerlijke staat: verweduwd;2007;15.0;7.0;5.0;;;2.0;6.0;3.0;3.0
566;Alleenstaande moeder;Burgerlijke staat: verweduwd;2008;16.0;8.0;5.0;;;2.0;6.0;2.0;4.0
567;Alleenstaande moeder;Burgerlijke staat: verweduwd;2009;13.0;;;;;;;;
568;Alleenstaande moeder;Burgerlijke staat: verweduwd;2010;13.0;;;;;;;;
569;Alleenstaande moeder;Burgerlijke staat: verweduwd;2011;12.0;;;;;;;;
570;Alleenstaande moeder;Burgerlijke staat: verweduwd;2012;14.0;;;;;;;;
571;Alleenstaande moeder;Burgerlijke staat: verweduwd;2013;12.0;;;;;;;;
572;Lid van ouderpaar;10;2001;1744.0;982.0;690.0;148.0;144.0;145.0;617.0;471.0;146.0
573;Lid van ouderpaar;10;2002;1762.0;1028.0;727.0;161.0;140.0;145.0;589.0;439.0;151.0
574;Lid van ouderpaar;10;2003;1767.0;1055.0;740.0;173.0;142.0;161.0;551.0;401.0;150.0
575;Lid van ouderpaar;10;2004;1756.0;1064.0;748.0;176.0;140.0;179.0;513.0;362.0;151.0
576;Lid van ouderpaar;10;2005;1738.0;1071.0;753.0;179.0;139.0;197.0;470.0;336.0;135.0
577;Lid van ouderpaar;10;2006;1724.0;1111.0;759.0;200.0;151.0;183.0;430.0;301.0;128.0
578;Lid van ouderpaar;10;2007;1710.0;1151.0;779.0;216.0;156.0;159.0;400.0;270.0;130.0
579;Lid van ouderpaar;10;2008;1687.0;1179.0;781.0;235.0;163.0;137.0;372.0;248.0;124.0
580;Lid van ouderpaar;10;2009;1680.0;1197.0;777.0;250.0;170.0;139.0;344.0;223.0;122.0
581;Lid van ouderpaar;10;2010;1662.0;1192.0;767.0;253.0;172.0;149.0;320.0;208.0;112.0
582;Lid van ouderpaar;10;2011;1646.0;1189.0;757.0;258.0;173.0;138.0;320.0;207.0;112.0
583;Lid van ouderpaar;10;2012;1647.0;1196.0;742.0;274.0;181.0;153.0;298.0;191.0;106.0
584;Lid van ouderpaar;10;2013;1625.0;1164.0;702.0;278.0;185.0;183.0;278.0;169.0;109.0
585;Lid van ouderpaar;12600;2001;1394.0;813.0;598.0;116.0;99.0;104.0;478.0;369.0;109.0
586;Lid van ouderpaar;12600;2002;1399.0;847.0;628.0;122.0;96.0;100.0;453.0;343.0;110.0
587;Lid van ouderpaar;12600;2003;1399.0;874.0;639.0;136.0;99.0;107.0;419.0;312.0;108.0
588;Lid van ouderpaar;12600;2004;1381.0;879.0;645.0;138.0;96.0;121.0;382.0;278.0;104.0
589;Lid van ouderpaar;12600;2005;1360.0;882.0;646.0;141.0;95.0;134.0;345.0;252.0;92.0
590;Lid van ouderpaar;12600;2006;1346.0;920.0;655.0;157.0;107.0;115.0;311.0;225.0;87.0
591;Lid van ouderpaar;12600;2007;1329.0;947.0;671.0;167.0;109.0;99.0;283.0;195.0;88.0
592;Lid van ouderpaar;12600;2008;1303.0;956.0;666.0;177.0;114.0;87.0;259.0;177.0;82.0
593;Lid van ouderpaar;12600;2009;1286.0;967.0;659.0;189.0;119.0;86.0;233.0;155.0;78.0
594;Lid van ouderpaar;12600;2010;1278.0;973.0;656.0;197.0;120.0;91.0;214.0;143.0;71.0
595;Lid van ouderpaar;12600;2011;1275.0;976.0;648.0;204.0;125.0;84.0;215.0;143.0;72.0
596;Lid van ouderpaar;12600;2012;1253.0;971.0;624.0;218.0;129.0;90.0;192.0;125.0;67.0
597;Lid van ouderpaar;12600;2013;1232.0;949.0;591.0;221.0;137.0;106.0;177.0;110.0;67.0
598;Lid van ouderpaar;12650;2001;155.0;89.0;56.0;17.0;16.0;14.0;52.0;39.0;13.0
599;Lid van ouderpaar;12650;2002;157.0;93.0;59.0;19.0;16.0;16.0;48.0;34.0;14.0
600;Lid van ouderpaar;12650;2003;159.0;94.0;61.0;18.0;15.0;19.0;46.0;31.0;15.0
601;Lid van ouderpaar;12650;2004;161.0;99.0;62.0;19.0;17.0;21.0;42.0;28.0;14.0
602;Lid van ouderpaar;12650;2005;159.0;100.0;65.0;18.0;18.0;22.0;37.0;25.0;12.0
603;Lid van ouderpaar;12650;2006;158.0;103.0;61.0;23.0;19.0;23.0;33.0;23.0;10.0
604;Lid van ouderpaar;12650;2007;160.0;107.0;63.0;24.0;19.0;22.0;32.0;20.0;12.0
605;Lid van ouderpaar;12650;2008;160.0;112.0;63.0;28.0;21.0;17.0;32.0;21.0;11.0
606;Lid van ouderpaar;12650;2009;163.0;113.0;63.0;30.0;20.0;19.0;31.0;19.0;12.0
607;Lid van ouderpaar;12650;2010;156.0;106.0;56.0;28.0;22.0;19.0;30.0;19.0;11.0
608;Lid van ouderpaar;12650;2011;154.0;106.0;57.0;27.0;21.0;19.0;30.0;18.0;12.0
609;Lid van ouderpaar;12650;2012;162.0;114.0;61.0;27.0;25.0;19.0;30.0;19.0;11.0
610;Lid van ouderpaar;12650;2013;167.0;109.0;58.0;27.0;24.0;28.0;30.0;18.0;11.0
611;Lid van ouderpaar;13000;2001;192.0;80.0;35.0;15.0;29.0;26.0;86.0;62.0;24.0
612;Lid van ouderpaar;13000;2002;204.0;87.0;39.0;20.0;28.0;29.0;87.0;61.0;27.0
613;Lid van ouderpaar;13000;2003;208.0;87.0;40.0;19.0;27.0;36.0;86.0;58.0;28.0
614;Lid van ouderpaar;13000;2004;213.0;87.0;41.0;19.0;27.0;37.0;89.0;56.0;33.0
615;Lid van ouderpaar;13000;2005;217.0;88.0;42.0;20.0;26.0;41.0;89.0;58.0;30.0
616;Lid van ouderpaar;13000;2006;219.0;88.0;43.0;21.0;25.0;46.0;85.0;54.0;31.0
617;Lid van ouderpaar;13000;2007;220.0;97.0;45.0;25.0;28.0;38.0;85.0;55.0;30.0
618;Lid van ouderpaar;13000;2008;223.0;110.0;53.0;30.0;28.0;32.0;80.0;50.0;31.0
619;Lid van ouderpaar;13000;2009;231.0;117.0;56.0;31.0;31.0;34.0;80.0;48.0;32.0
620;Lid van ouderpaar;13000;2010;226.0;112.0;55.0;27.0;29.0;39.0;75.0;45.0;30.0
621;Lid van ouderpaar;13000;2011;216.0;106.0;53.0;27.0;27.0;35.0;75.0;46.0;29.0
622;Lid van ouderpaar;13000;2012;232.0;112.0;56.0;29.0;27.0;45.0;76.0;47.0;28.0
623;Lid van ouderpaar;13000;2013;225.0;106.0;52.0;30.0;23.0;49.0;71.0;40.0;31.0
624;Lid van ouderpaar;13355;2001;3.0;;;;;;;;
625;Lid van ouderpaar;13355;2002;2.0;;;;;;;;
626;Lid van ouderpaar;13355;2003;;;;;;;;;
627;Lid van ouderpaar;13355;2004;;;;;;;;;
628;Lid van ouderpaar;13355;2005;;;;;;;;;
629;Lid van ouderpaar;13355;2006;;;;;;;;;
630;Lid van ouderpaar;13355;2007;;;;;;;;;
631;Lid van ouderpaar;13355;2008;;;;;;;;;
632;Lid van ouderpaar;13355;2009;;;;;;;;;
633;Lid van ouderpaar;13355;2010;2.0;;;;;;;;
634;Lid van ouderpaar;13355;2011;;;;;;;;;
635;Lid van ouderpaar;13355;2012;;;;;;;;;
636;Lid van ouderpaar;13355;2013;;;;;;;;;
637;Lid van ouderpaar;18700;2001;582.0;233.0;165.0;27.0;41.0;59.0;291.0;213.0;78.0
638;Lid van ouderpaar;18700;2002;560.0;235.0;172.0;30.0;33.0;57.0;267.0;191.0;76.0
639;Lid van ouderpaar;18700;2003;532.0;224.0;163.0;28.0;34.0;65.0;243.0;169.0;74.0
640;Lid van ouderpaar;18700;2004;482.0;204.0;149.0;25.0;30.0;67.0;211.0;144.0;67.0
641;Lid van ouderpaar;18700;2005;451.0;193.0;144.0;23.0;27.0;71.0;187.0;128.0;59.0
642;Lid van ouderpaar;18700;2006;421.0;184.0;134.0;24.0;27.0;62.0;174.0;116.0;59.0
643;Lid van ouderpaar;18700;2007;398.0;189.0;139.0;25.0;25.0;53.0;155.0;102.0;54.0
644;Lid van ouderpaar;18700;2008;386.0;193.0;137.0;30.0;27.0;44.0;148.0;92.0;56.0
645;Lid van ouderpaar;18700;2009;371.0;184.0;131.0;30.0;23.0;48.0;138.0;85.0;54.0
646;Lid van ouderpaar;18700;2010;344.0;169.0;122.0;26.0;22.0;50.0;125.0;77.0;48.0
647;Lid van ouderpaar;18700;2011;345.0;175.0;125.0;27.0;22.0;44.0;127.0;77.0;50.0
648;Lid van ouderpaar;18700;2012;327.0;160.0;112.0;27.0;21.0;50.0;117.0;73.0;45.0
649;Lid van ouderpaar;18700;2013;293.0;143.0;104.0;23.0;16.0;50.0;99.0;57.0;42.0
650;Lid van ouderpaar;18740;2001;796.0;481.0;362.0;61.0;58.0;61.0;255.0;204.0;50.0
651;Lid van ouderpaar;18740;2002;812.0;499.0;378.0;65.0;56.0;61.0;253.0;197.0;56.0
652;Lid van ouderpaar;18740;2003;830.0;521.0;394.0;67.0;60.0;69.0;240.0;183.0;57.0
653;Lid van ouderpaar;18740;2004;814.0;511.0;393.0;64.0;54.0;78.0;225.0;166.0;60.0
654;Lid van ouderpaar;18740;2005;817.0;516.0;390.0;72.0;54.0;89.0;212.0;157.0;54.0
655;Lid van ouderpaar;18740;2006;819.0;543.0;404.0;81.0;59.0;86.0;190.0;142.0;48.0
656;Lid van ouderpaar;18740;2007;824.0;567.0;419.0;84.0;64.0;73.0;185.0;129.0;56.0
657;Lid van ouderpaar;18740;2008;792.0;564.0;416.0;87.0;61.0;62.0;166.0;116.0;50.0
658;Lid van ouderpaar;18740;2009;767.0;562.0;408.0;91.0;62.0;58.0;148.0;102.0;46.0
659;Lid van ouderpaar;18740;2010;758.0;554.0;403.0;91.0;60.0;65.0;139.0;95.0;45.0
660;Lid van ouderpaar;18740;2011;743.0;546.0;393.0;95.0;58.0;62.0;135.0;92.0;44.0
661;Lid van ouderpaar;18740;2012;737.0;548.0;387.0;100.0;60.0;66.0;123.0;81.0;42.0
662;Lid van ouderpaar;18740;2013;729.0;517.0;358.0;99.0;60.0;86.0;127.0;80.0;47.0
663;Lid van ouderpaar;18790;2001;359.0;265.0;161.0;60.0;44.0;25.0;70.0;52.0;18.0
664;Lid van ouderpaar;18790;2002;383.0;289.0;173.0;66.0;50.0;26.0;68.0;50.0;18.0
665;Lid van ouderpaar;18790;2003;399.0;306.0;182.0;77.0;47.0;26.0;67.0;48.0;19.0
666;Lid van ouderpaar;18790;2004;447.0;344.0;204.0;86.0;53.0;32.0;71.0;49.0;22.0
667;Lid van ouderpaar;18790;2005;457.0;358.0;216.0;84.0;57.0;34.0;65.0;46.0;19.0
668;Lid van ouderpaar;18790;2006;473.0;380.0;220.0;95.0;65.0;33.0;60.0;41.0;19.0
669;Lid van ouderpaar;18790;2007;478.0;391.0;219.0;106.0;66.0;32.0;55.0;37.0;18.0
670;Lid van ouderpaar;18790;2008;504.0;418.0;227.0;117.0;74.0;30.0;55.0;39.0;17.0
671;Lid van ouderpaar;18790;2009;537.0;447.0;236.0;128.0;83.0;32.0;58.0;36.0;22.0
672;Lid van ouderpaar;18790;2010;552.0;463.0;240.0;135.0;89.0;34.0;54.0;35.0;19.0
673;Lid van ouderpaar;18790;2011;550.0;463.0;236.0;135.0;91.0;31.0;56.0;38.0;18.0
674;Lid van ouderpaar;18790;2012;575.0;483.0;239.0;145.0;98.0;37.0;55.0;36.0;19.0
675;Lid van ouderpaar;18790;2013;583.0;494.0;233.0;155.0;106.0;43.0;45.0;29.0;16.0
676;Lid van ouderpaar;18820;2001;7.0;;;;;;;;
677;Lid van ouderpaar;18820;2002;7.0;;;;;;;;
678;Lid van ouderpaar;18820;2003;6.0;;;;;;;;
679;Lid van ouderpaar;18820;2004;12.0;;;;;;;;
680;Lid van ouderpaar;18820;2005;13.0;;;;;;;;
681;Lid van ouderpaar;18820;2006;10.0;;;;;;;;
682;Lid van ouderpaar;18820;2007;11.0;;;;;;;;
683;Lid van ouderpaar;18820;2008;5.0;;;;;;;;
684;Lid van ouderpaar;18820;2009;6.0;;;;;;;;
685;Lid van ouderpaar;18820;2010;8.0;;;;;;;;
686;Lid van ouderpaar;18820;2011;8.0;;;;;;;;
687;Lid van ouderpaar;18820;2012;9.0;;;;;;;;
688;Lid van ouderpaar;18820;2013;21.0;10.0;6.0;2.0;;4.0;7.0;4.0;3.0
689;Lid van ouderpaar;19;2001;200.0;94.0;67.0;12.0;14.0;20.0;85.0;71.0;14.0
690;Lid van ouderpaar;19;2002;199.0;96.0;71.0;13.0;13.0;20.0;82.0;65.0;17.0
691;Lid van ouderpaar;19;2003;191.0;99.0;70.0;13.0;16.0;22.0;70.0;55.0;15.0
692;Lid van ouderpaar;19;2004;181.0;95.0;65.0;15.0;15.0;24.0;61.0;47.0;14.0
693;Lid van ouderpaar;19;2005;175.0;92.0;64.0;15.0;13.0;26.0;57.0;42.0;15.0
694;Lid van ouderpaar;19;2006;165.0;94.0;67.0;14.0;12.0;24.0;48.0;37.0;11.0
695;Lid van ouderpaar;19;2007;162.0;95.0;66.0;16.0;13.0;19.0;48.0;36.0;12.0
696;Lid van ouderpaar;19;2008;161.0;102.0;69.0;18.0;15.0;15.0;44.0;33.0;11.0
697;Lid van ouderpaar;19;2009;157.0;98.0;68.0;17.0;12.0;17.0;42.0;30.0;12.0
698;Lid van ouderpaar;19;2010;158.0;99.0;65.0;21.0;13.0;19.0;40.0;27.0;13.0
699;Lid van ouderpaar;19;2011;167.0;109.0;71.0;22.0;16.0;18.0;40.0;29.0;11.0
700;Lid van ouderpaar;19;2012;159.0;105.0;66.0;24.0;15.0;20.0;34.0;23.0;11.0
701;Lid van ouderpaar;19;2013;144.0;90.0;54.0;23.0;12.0;21.0;32.0;20.0;13.0
702;Lid van ouderpaar;20;2001;856.0;494.0;363.0;67.0;65.0;68.0;294.0;241.0;53.0
703;Lid van ouderpaar;20;2002;854.0;506.0;371.0;75.0;60.0;66.0;283.0;230.0;53.0
704;Lid van ouderpaar;20;2003;843.0;517.0;373.0;82.0;62.0;75.0;251.0;198.0;52.0
705;Lid van ouderpaar;20;2004;819.0;513.0;367.0;85.0;61.0;80.0;226.0;177.0;49.0
706;Lid van ouderpaar;20;2005;789.0;500.0;359.0;81.0;61.0;86.0;204.0;160.0;44.0
707;Lid van ouderpaar;20;2006;764.0;504.0;348.0;92.0;64.0;77.0;183.0;141.0;41.0
708;Lid van ouderpaar;20;2007;747.0;519.0;356.0;96.0;67.0;63.0;165.0;125.0;39.0
709;Lid van ouderpaar;20;2008;714.0;516.0;344.0;104.0;68.0;51.0;146.0;109.0;37.0
710;Lid van ouderpaar;20;2009;691.0;512.0;333.0;112.0;67.0;51.0;128.0;94.0;33.0
711;Lid van ouderpaar;20;2010;665.0;498.0;322.0;108.0;68.0;53.0;114.0;82.0;32.0
712;Lid van ouderpaar;20;2011;643.0;485.0;308.0;107.0;71.0;47.0;110.0;81.0;30.0
713;Lid van ouderpaar;20;2012;640.0;480.0;297.0;117.0;67.0;57.0;102.0;75.0;27.0
714;Lid van ouderpaar;20;2013;626.0;466.0;275.0;119.0;72.0;64.0;96.0;66.0;29.0
715;Lid van ouderpaar;21;2001;689.0;394.0;260.0;69.0;65.0;56.0;238.0;159.0;79.0
716;Lid van ouderpaar;21;2002;709.0;426.0;285.0;73.0;67.0;59.0;225.0;144.0;81.0
717;Lid van ouderpaar;21;2003;734.0;439.0;298.0;78.0;63.0;64.0;231.0;148.0;83.0
718;Lid van ouderpaar;21;2004;757.0;457.0;317.0;77.0;63.0;74.0;226.0;137.0;88.0
719;Lid van ouderpaar;21;2005;774.0;479.0;331.0;83.0;65.0;85.0;209.0;133.0;76.0
720;Lid van ouderpaar;21;2006;795.0;514.0;344.0;94.0;76.0;82.0;199.0;123.0;76.0
721;Lid van ouderpaar;21;2007;801.0;537.0;357.0;104.0;77.0;77.0;187.0;109.0;78.0
722;Lid van ouderpaar;21;2008;812.0;561.0;367.0;113.0;80.0;70.0;182.0;106.0;76.0
723;Lid van ouderpaar;21;2009;832.0;587.0;376.0;121.0;90.0;70.0;175.0;98.0;77.0
724;Lid van ouderpaar;21;2010;838.0;595.0;380.0;123.0;92.0;78.0;165.0;98.0;67.0
725;Lid van ouderpaar;21;2011;836.0;594.0;378.0;129.0;87.0;73.0;169.0;98.0;72.0
726;Lid van ouderpaar;21;2012;849.0;611.0;379.0;133.0;99.0;76.0;162.0;93.0;69.0
727;Lid van ouderpaar;21;2013;855.0;608.0;372.0;136.0;100.0;97.0;149.0;83.0;67.0
728;Lid van ouderpaar;22;2001;862.0;481.0;356.0;66.0;60.0;65.0;315.0;268.0;47.0
729;Lid van ouderpaar;22;2002;882.0;505.0;374.0;74.0;57.0;68.0;309.0;259.0;50.0
