ID;KenmerkenVanHuishoudens;AanvullendPensioen;Perioden;AantalHuishoudens_1;BrutoInkomen_2;BesteedbaarInkomen_3;GestandaardiseerdInkomen_4;AOWInkomen_5;PensioenInclAOW_6;AantalHuishoudens_7;Percentage_8;BedragPerOntvangendHuishouden_9;AantalHuishoudens_10;Percentage_11;BedragPerOntvangendHuishouden_12;AantalHuishoudens_13;Percentage_14;BedragPerOntvangendHuishouden_15;AantalHuishoudens_16;Percentage_17;BedragPerOntvangendHuishouden_18;AantalHuishoudens_19;Percentage_20;BedragPerOntvangendHuishouden_21;AantalHuishoudens_22;Percentage_23;BedragPerOntvangendHuishouden_24
402;12;Totaal huishoudens;1996;125;11.8;9.9;9.9;8.4;10.9;82;66.0;3.7;27;22.0;3.0;5;4.2;4.2;10;7.9;0.6;4;3.4;2.2;37;30.0;3.2
403;12;Totaal huishoudens;1997;121;12.1;10.1;10.1;8.7;11.2;79;65.2;3.8;27;22.2;2.9;5;4.4;4.1;9;7.8;0.7;3;2.3;2.8;37;30.2;3.1
404;12;Totaal huishoudens;1998;113;12.8;10.7;10.7;9.2;11.7;72;63.7;3.9;27;23.7;2.7;9;7.6;4.6;9;7.6;0.7;3;2.5;1.7;38;33.7;3.2
405;12;Totaal huishoudens;1999;114;13.0;10.8;10.8;9.5;11.9;73;64.0;3.7;24;20.6;3.0;8;7.2;5.3;8;7.4;0.8;2;1.8;2.5;34;29.8;3.7
406;12;Totaal huishoudens;2000;109;13.7;11.5;11.5;9.7;12.8;76;69.4;4.4;25;22.9;3.0;5;4.3;2.5;9;8.2;0.9;3;2.8;3.6;34;31.3;3.1
407;12;Met aanvullend pensioen;1990;87;11.4;9.3;9.3;7.4;10.5;87;100.0;3.1;19;22.3;3.4;7;7.8;0.8;6;6.7;0.6;2;2.2;1.9;27;31.1;2.9
408;12;Met aanvullend pensioen;1991;85;11.8;9.6;9.6;7.7;10.9;85;100.0;3.2;18;20.9;3.7;4;4.8;2.0;7;8.0;0.7;2;2.0;2.1;25;29.6;3.2
409;12;Met aanvullend pensioen;1992;86;11.9;9.7;9.7;8.0;11.1;86;100.0;3.1;17;20.1;3.4;4;4.2;1.8;6;6.8;0.5;1;1.0;;23;27.4;3.0
410;12;Met aanvullend pensioen;1993;84;11.8;9.7;9.7;8.1;11.2;84;100.0;3.1;15;17.8;2.8;4;5.0;1.0;5;6.3;0.7;1;1.2;;21;25.5;2.4
411;12;Met aanvullend pensioen;1994;85;11.9;10.0;10.0;8.0;11.3;85;100.0;3.3;17;20.6;2.3;4;5.1;1.8;5;6.3;0.5;1;1.7;1.2;23;27.1;2.3
412;12;Met aanvullend pensioen;1995;85;12.5;10.4;10.4;8.1;11.7;85;100.0;3.6;19;21.8;2.7;4;4.5;2.7;5;5.7;0.7;2;2.7;2.7;24;27.7;3.0
413;12;Met aanvullend pensioen;1996;82;13.0;10.8;10.8;8.4;12.1;82;100.0;3.7;19;23.7;2.9;3;3.7;3.3;7;8.5;0.6;3;3.5;2.1;26;31.5;2.9
414;12;Met aanvullend pensioen;1997;79;13.4;11.1;11.1;8.8;12.5;79;100.0;3.8;18;23.2;2.8;3;4.3;3.0;6;7.6;0.6;2;2.4;2.5;25;31.4;2.9
415;12;Met aanvullend pensioen;1998;72;14.0;11.7;11.7;9.2;13.1;72;100.0;3.9;18;24.7;2.2;4;5.2;4.5;5;7.5;0.7;2;3.3;2.0;24;33.3;2.7
416;12;Met aanvullend pensioen;1999;73;14.0;11.6;11.6;9.6;13.2;73;100.0;3.7;14;19.6;2.2;4;5.8;4.9;6;8.8;0.8;1;1.2;;22;29.4;2.8
417;12;Met aanvullend pensioen;2000;76;14.9;12.4;12.4;9.7;14.1;76;100.0;4.4;17;22.2;2.5;3;3.4;1.7;7;9.5;0.8;2;3.2;3.9;24;31.4;2.6
418;12;Zonder aanvullend pensioen;1990;60;8.1;6.8;6.8;7.3;7.3;0;0.0;;9;15.6;4.8;5;7.7;-0.2;3;5.2;0.6;1;1.7;;13;21.8;3.6
419;12;Zonder aanvullend pensioen;1991;58;8.7;7.3;7.3;7.7;7.7;0;0.0;;10;17.0;5.3;4;7.0;0.1;4;6.4;0.5;2;2.9;1.5;14;23.4;4.2
420;12;Zonder aanvullend pensioen;1992;52;8.8;7.4;7.4;7.9;7.9;0;0.0;;9;17.4;4.4;2;3.5;1.8;2;3.7;0.5;1;1.8;;12;22.6;3.9
421;12;Zonder aanvullend pensioen;1993;50;9.0;7.6;7.6;8.1;8.1;0;0.0;;9;17.3;4.2;3;6.1;1.5;2;4.2;0.7;1;2.0;;12;23.2;3.8
422;12;Zonder aanvullend pensioen;1994;48;8.6;7.5;7.5;8.0;8.0;0;0.0;;10;21.9;2.0;4;7.3;1.2;2;4.0;0.7;1;2.9;;14;28.4;2.2
423;12;Zonder aanvullend pensioen;1995;45;9.1;8.0;8.0;8.1;8.1;0;0.0;;9;19.8;3.2;2;5.1;4.0;4;7.9;0.7;1;1.6;;13;29.2;3.2
424;12;Zonder aanvullend pensioen;1996;42;9.4;8.1;8.1;8.4;8.4;0;0.0;;8;18.7;3.3;2;5.2;5.4;3;6.9;0.5;1;3.3;;11;26.9;3.8
425;12;Zonder aanvullend pensioen;1997;42;9.7;8.2;8.2;8.7;8.7;0;0.0;;9;20.3;2.9;2;4.4;6.1;3;8.2;0.9;1;2.0;;12;27.9;3.6
426;12;Zonder aanvullend pensioen;1998;41;10.7;9.0;9.0;9.2;9.2;0;0.0;;9;21.9;3.8;5;11.6;4.6;3;7.6;0.7;1;1.2;;14;34.3;4.1
427;12;Zonder aanvullend pensioen;1999;41;11.1;9.3;9.3;9.5;9.5;0;0.0;;9;22.4;4.2;4;9.7;5.8;2;4.8;1.0;1;3.0;;13;30.4;5.3
428;12;Zonder aanvullend pensioen;2000;33;11.1;9.4;9.4;9.7;9.7;0;0.0;;8;24.4;4.1;2;6.2;3.4;2;5.3;1.1;1;2.0;;10;31.0;4.3
429;Leeftijd tot 65 jaar;Totaal huishoudens;1990;132;41.3;27.0;16.2;8.7;12.5;89;67.5;5.6;95;72.0;2.8;126;95.6;27.4;6;4.9;0.6;59;44.4;1.1;130;98.7;29.1
430;Leeftijd tot 65 jaar;Totaal huishoudens;1991;125;43.3;28.2;16.9;9.0;13.0;84;66.7;6.1;91;72.5;3.5;119;95.0;28.7;7;5.9;0.7;57;45.3;1.0;123;98.3;30.8
431;Leeftijd tot 65 jaar;Totaal huishoudens;1992;136;43.2;28.6;17.2;9.4;14.4;99;72.7;6.8;107;79.0;3.1;128;94.6;27.4;7;4.9;0.7;66;49.0;1.0;136;100.0;28.8
432;Leeftijd tot 65 jaar;Totaal huishoudens;1993;124;43.5;28.4;17.2;9.2;13.3;86;69.5;5.9;90;72.7;3.1;119;95.3;28.7;7;5.3;0.8;57;45.9;1.3;122;98.5;30.7
433;Leeftijd tot 65 jaar;Totaal huishoudens;1994;120;43.5;29.1;17.7;9.0;13.3;85;71.2;6.0;87;72.2;2.7;114;95.4;28.8;6;4.9;0.8;55;46.0;1.5;118;98.3;30.7
434;Leeftijd tot 65 jaar;Totaal huishoudens;1995;116;44.8;30.2;18.4;9.1;13.7;84;72.7;6.3;86;74.5;2.9;110;95.2;29.7;5;4.0;0.7;56;48.3;1.5;114;98.4;31.7
435;Leeftijd tot 65 jaar;Totaal huishoudens;1996;117;45.4;30.6;18.7;9.2;14.2;85;72.9;6.9;87;74.6;2.5;112;95.8;29.8;7;5.8;0.8;57;48.8;1.5;116;99.1;31.5
436;Leeftijd tot 65 jaar;Totaal huishoudens;1997;111;45.9;31.3;19.2;9.5;14.8;81;73.2;7.3;86;77.8;2.3;105;95.2;29.7;6;5.0;0.8;56;51.0;1.8;110;99.0;31.4
437;Leeftijd tot 65 jaar;Totaal huishoudens;1998;108;47.9;32.7;20.0;9.7;15.1;78;72.5;7.4;84;77.6;2.2;103;95.0;31.8;5;4.4;0.9;55;50.9;1.7;107;98.8;33.2
438;Leeftijd tot 65 jaar;Totaal huishoudens;1999;108;49.5;33.5;20.6;10.1;15.3;78;72.2;7.2;83;76.3;2.2;104;95.7;32.9;5;4.4;0.9;56;51.4;1.9;107;99.0;34.5
439;Leeftijd tot 65 jaar;Totaal huishoudens;2000;108;52.2;35.3;21.6;10.3;16.2;79;72.9;8.1;82;75.6;1.8;102;94.7;35.5;4;3.8;1.1;55;50.8;1.9;106;98.5;36.6
440;Leeftijd tot 65 jaar;Met aanvullend pensioen;1990;89;40.9;26.7;16.2;8.9;14.5;89;100.0;5.6;63;71.2;2.3;83;93.5;26.0;4;4.0;0.6;38;42.8;1.1;87;98.1;26.9
441;Leeftijd tot 65 jaar;Met aanvullend pensioen;1991;84;42.7;27.8;16.9;9.1;15.1;84;100.0;6.1;59;70.9;2.6;77;92.5;27.4;4;4.7;0.6;37;44.2;0.9;81;97.4;28.3
442;Leeftijd tot 65 jaar;Met aanvullend pensioen;1992;99;42.6;28.3;17.2;9.6;16.4;99;100.0;6.8;76;77.5;2.4;91;92.8;25.8;5;4.6;0.7;47;47.4;0.9;99;100.0;26.2
443;Leeftijd tot 65 jaar;Met aanvullend pensioen;1993;86;43.8;28.5;17.5;9.3;15.2;86;100.0;5.9;61;71.1;2.5;81;93.3;28.1;4;4.7;0.7;38;43.4;1.3;85;97.9;29.3
444;Leeftijd tot 65 jaar;Met aanvullend pensioen;1994;85;43.7;29.1;17.9;9.1;15.1;85;100.0;6.0;60;70.4;2.3;80;93.5;28.1;3;3.8;0.8;38;44.0;1.4;83;97.6;29.3
445;Leeftijd tot 65 jaar;Met aanvullend pensioen;1995;84;44.5;29.7;18.4;9.2;15.5;84;100.0;6.3;62;73.6;2.3;79;93.4;28.5;2;2.9;0.7;39;46.2;1.5;82;97.8;29.7
446;Leeftijd tot 65 jaar;Met aanvullend pensioen;1996;85;45.7;30.8;19.1;9.3;16.2;85;100.0;6.9;64;74.8;2.1;80;94.3;28.9;4;4.3;0.7;41;48.1;1.4;84;98.8;29.9
447;Leeftijd tot 65 jaar;Met aanvullend pensioen;1997;81;46.1;31.4;19.6;9.6;16.9;81;100.0;7.3;63;77.4;1.8;76;93.5;28.8;3;3.2;0.8;41;50.3;1.8;80;98.6;29.7
448;Leeftijd tot 65 jaar;Met aanvullend pensioen;1998;78;48.2;32.9;20.3;9.8;17.2;78;100.0;7.4;60;76.9;1.7;73;93.1;31.0;3;4.0;0.8;40;51.2;1.6;77;98.3;31.5
449;Leeftijd tot 65 jaar;Met aanvullend pensioen;1999;78;50.4;34.1;21.1;10.2;17.4;78;100.0;7.2;59;74.9;1.8;73;94.0;32.6;3;3.6;0.9;40;51.5;1.7;77;98.7;33.4
450;Leeftijd tot 65 jaar;Met aanvullend pensioen;2000;79;53.0;35.6;22.1;10.5;18.5;79;100.0;8.1;59;74.6;1.6;73;92.7;34.9;3;3.2;1.1;40;50.4;1.8;77;98.0;35.2
451;Leeftijd tot 65 jaar;Zonder aanvullend pensioen;1990;43;42.1;27.8;16.2;8.4;8.4;0;0.0;;32;73.6;4.0;43;100.0;30.1;3;6.7;0.7;21;47.8;1.2;43;100.0;33.6
452;Leeftijd tot 65 jaar;Zonder aanvullend pensioen;1991;42;44.5;29.1;17.0;8.8;8.8;0;0.0;;32;75.6;5.2;42;100.0;31.2;3;8.2;0.7;20;47.6;1.2;42;100.0;35.7
453;Leeftijd tot 65 jaar;Zonder aanvullend pensioen;1992;37;44.7;29.5;17.1;8.9;8.9;0;0.0;;31;82.8;4.7;37;99.4;31.4;2;5.6;0.8;20;53.2;1.3;37;100.0;35.8
454;Leeftijd tot 65 jaar;Zonder aanvullend pensioen;1993;38;42.7;28.0;16.6;9.0;9.0;0;0.0;;29;76.4;4.2;38;99.8;29.9;3;6.7;0.9;20;51.6;1.3;38;99.8;33.8
455;Leeftijd tot 65 jaar;Zonder aanvullend pensioen;1994;35;43.1;29.2;17.2;8.9;8.9;0;0.0;;27;76.6;3.8;35;100.0;30.5;3;7.4;0.9;18;51.0;1.7;35;100.0;34.3
456;Leeftijd tot 65 jaar;Zonder aanvullend pensioen;1995;32;45.8;31.4;18.4;8.9;8.9;0;0.0;;24;76.7;4.4;32;100.0;32.6;2;6.9;0.8;17;53.7;1.5;32;100.0;36.9
457;Leeftijd tot 65 jaar;Zonder aanvullend pensioen;1996;32;44.8;30.0;17.5;8.9;8.9;0;0.0;;23;73.9;3.7;32;100.0;32.2;3;9.7;0.8;16;50.6;1.7;32;100.0;35.9
458;Leeftijd tot 65 jaar;Zonder aanvullend pensioen;1997;30;45.4;30.9;18.1;9.1;9.1;0;0.0;;23;78.8;3.6;30;100.0;32.2;3;10.0;0.8;16;52.8;2.1;30;100.0;36.2
459;Leeftijd tot 65 jaar;Zonder aanvullend pensioen;1998;30;47.2;32.1;19.1;9.6;9.6;0;0.0;;24;79.3;3.5;30;100.0;33.9;2;5.6;0.9;15;50.1;1.9;30;100.0;37.6
460;Leeftijd tot 65 jaar;Zonder aanvullend pensioen;1999;30;47.1;31.8;19.2;9.6;9.6;0;0.0;;24;80.0;3.1;30;100.0;33.8;2;6.5;0.9;15;51.4;2.4;30;100.0;37.5
461;Leeftijd tot 65 jaar;Zonder aanvullend pensioen;2000;29;50.0;34.2;20.4;9.9;9.9;0;0.0;;23;78.2;2.5;29;100.0;37.0;2;5.4;1.1;15;51.9;2.1;29;100.0;40.1
462;Leeftijd 65 tot 70 jaar;Totaal huishoudens;1990;300;20.4;15.4;12.0;9.3;15.1;241;80.5;7.3;185;61.6;2.8;108;35.9;7.9;61;20.4;0.7;103;34.5;1.9;247;82.3;6.5
463;Leeftijd 65 tot 70 jaar;Totaal huishoudens;1991;306;21.9;16.3;12.7;9.6;16.0;251;82.2;7.8;187;61.3;3.4;102;33.5;8.9;64;21.1;0.8;107;34.9;1.9;252;82.4;7.1
464;Leeftijd 65 tot 70 jaar;Totaal huishoudens;1992;288;22.4;16.6;13.3;9.7;16.4;236;82.0;8.2;173;60.3;4.1;83;28.8;8.9;64;22.1;0.8;101;35.0;2.0;235;81.5;7.3
465;Leeftijd 65 tot 70 jaar;Totaal huishoudens;1993;298;22.9;17.1;13.5;9.9;17.5;257;86.0;8.8;177;59.5;3.3;94;31.4;7.9;60;20.3;0.9;107;36.0;2.2;242;81.3;6.6
466;Leeftijd 65 tot 70 jaar;Totaal huishoudens;1994;298;22.6;17.3;13.7;9.8;17.7;260;87.2;9.1;176;59.0;2.7;95;32.0;7.0;64;21.4;0.9;109;36.7;2.4;243;81.4;6.0
467;Leeftijd 65 tot 70 jaar;Totaal huishoudens;1995;300;23.2;17.9;14.2;9.9;17.9;262;87.3;9.1;181;60.4;2.5;88;29.4;9.3;64;21.4;0.9;118;39.5;2.2;244;81.3;6.5
468;Leeftijd 65 tot 70 jaar;Totaal huishoudens;1996;303;23.7;18.3;14.4;10.3;18.7;267;88.1;9.5;184;60.6;2.2;93;30.7;8.3;62;20.4;1.0;120;39.5;2.4;245;80.9;6.2
469;Leeftijd 65 tot 70 jaar;Totaal huishoudens;1997;311;24.1;18.7;14.8;10.6;19.0;269;86.5;9.7;199;64.1;2.1;93;29.8;8.7;68;21.9;1.0;123;39.5;2.5;260;83.6;6.1
470;Leeftijd 65 tot 70 jaar;Totaal huishoudens;1998;307;25.5;19.7;15.6;11.1;19.7;262;85.2;10.2;194;63.1;2.2;105;34.0;9.2;67;21.6;1.2;126;41.0;2.5;262;85.1;6.8
471;Leeftijd 65 tot 70 jaar;Totaal huishoudens;1999;315;26.2;20.1;16.0;11.5;20.0;266;84.4;10.2;191;60.5;2.3;110;35.0;9.8;71;22.5;1.2;130;41.3;2.5;263;83.5;7.3
472;Leeftijd 65 tot 70 jaar;Totaal huishoudens;2000;317;27.1;21.2;17.0;11.8;21.3;273;85.9;11.1;197;61.9;1.9;108;33.9;9.0;68;21.4;1.3;136;42.9;3.0;267;84.0;7.0
473;Leeftijd 65 tot 70 jaar;Met aanvullend pensioen;1990;241;21.3;15.9;12.3;9.5;16.7;241;100.0;7.3;150;62.3;2.4;79;32.9;7.1;45;18.8;0.7;82;34.1;1.8;196;81.4;5.6
474;Leeftijd 65 tot 70 jaar;Met aanvullend pensioen;1991;251;22.7;16.8;13.1;9.8;17.6;251;100.0;7.8;157;62.3;3.0;77;30.6;8.1;49;19.3;0.7;88;35.2;1.8;204;81.2;6.3
475;Leeftijd 65 tot 70 jaar;Met aanvullend pensioen;1992;236;23.2;17.1;13.6;9.9;18.1;236;100.0;8.2;146;61.9;3.5;61;26.0;8.2;47;20.0;0.8;84;35.7;2.0;189;80.2;6.4
476;Leeftijd 65 tot 70 jaar;Met aanvullend pensioen;1993;257;23.9;17.8;14.0;10.1;18.8;257;100.0;8.8;156;60.7;2.9;78;30.3;7.7;46;17.9;0.9;95;36.9;2.1;206;80.4;6.3
477;Leeftijd 65 tot 70 jaar;Met aanvullend pensioen;1994;260;23.5;18.0;14.2;9.9;19.0;260;100.0;9.1;156;60.2;2.5;80;30.9;6.5;50;19.1;0.9;98;37.7;2.3;209;80.4;5.7
478;Leeftijd 65 tot 70 jaar;Met aanvullend pensioen;1995;262;24.0;18.4;14.6;10.0;19.2;262;100.0;9.1;160;60.9;2.2;73;27.7;8.9;50;19.3;0.9;104;39.6;2.1;210;80.1;6.0
479;Leeftijd 65 tot 70 jaar;Met aanvullend pensioen;1996;267;24.6;18.8;14.8;10.4;19.9;267;100.0;9.5;164;61.4;2.0;78;29.0;8.0;49;18.3;0.9;106;39.8;2.3;213;79.6;5.8
480;Leeftijd 65 tot 70 jaar;Met aanvullend pensioen;1997;269;25.3;19.5;15.4;10.8;20.5;269;100.0;9.7;177;65.9;1.9;77;28.5;8.2;52;19.2;1.0;109;40.5;2.5;222;82.6;5.8
481;Leeftijd 65 tot 70 jaar;Met aanvullend pensioen;1998;262;26.6;20.6;16.2;11.2;21.4;262;100.0;10.2;170;65.0;2.0;84;32.2;8.1;48;18.5;1.1;110;42.1;2.5;220;83.9;6.2
482;Leeftijd 65 tot 70 jaar;Met aanvullend pensioen;1999;266;27.3;21.0;16.5;11.7;21.8;266;100.0;10.2;166;62.5;2.0;88;33.0;8.8;51;19.1;1.1;114;42.8;2.5;218;82.1;6.6
483;Leeftijd 65 tot 70 jaar;Met aanvullend pensioen;2000;273;28.5;22.3;17.6;12.0;23.1;273;100.0;11.1;176;64.5;1.8;86;31.4;8.7;49;18.0;1.2;123;44.9;2.9;225;82.6;6.6
484;Leeftijd 65 tot 70 jaar;Zonder aanvullend pensioen;1990;59;16.9;13.2;10.7;8.4;8.4;0;0.0;;34;58.5;4.3;28;48.2;10.2;16;27.0;0.8;21;36.2;2.1;50;85.9;9.8
485;Leeftijd 65 tot 70 jaar;Zonder aanvullend pensioen;1991;54;18.0;13.8;11.1;8.7;8.7;0;0.0;;31;57.0;5.3;25;46.9;11.3;16;29.4;0.9;18;33.5;2.3;48;87.8;10.6
486;Leeftijd 65 tot 70 jaar;Zonder aanvullend pensioen;1992;52;18.6;14.3;11.7;9.1;9.1;0;0.0;;27;52.6;7.5;22;41.6;11.0;16;31.3;1.0;16;31.7;2.4;45;87.7;10.9
487;Leeftijd 65 tot 70 jaar;Zonder aanvullend pensioen;1993;42;16.7;13.1;10.7;9.1;9.1;0;0.0;;22;51.9;5.6;16;38.2;9.1;15;34.8;1.1;13;30.6;2.6;36;86.6;8.7
488;Leeftijd 65 tot 70 jaar;Zonder aanvullend pensioen;1994;38;16.2;12.9;10.6;8.9;8.9;0;0.0;;20;51.1;4.8;15;39.3;9.3;14;37.1;1.0;11;29.4;2.9;34;87.9;8.4
489;Leeftijd 65 tot 70 jaar;Zonder aanvullend pensioen;1995;38;18.1;13.9;11.5;9.2;9.2;0;0.0;;22;57.4;5.0;16;41.1;11.2;14;36.2;1.1;15;38.7;2.7;34;89.5;9.9
490;Leeftijd 65 tot 70 jaar;Zonder aanvullend pensioen;1996;36;17.2;14.0;11.4;9.5;9.5;0;0.0;;20;55.1;3.9;15;42.8;9.6;13;36.6;1.2;13;37.5;2.7;32;90.0;8.6
491;Leeftijd 65 tot 70 jaar;Zonder aanvullend pensioen;1997;42;16.8;13.5;11.2;9.5;9.5;0;0.0;;22;52.4;3.3;16;37.5;10.9;17;39.8;1.3;14;33.1;2.6;38;89.7;8.0
492;Leeftijd 65 tot 70 jaar;Zonder aanvullend pensioen;1998;45;19.3;14.7;12.3;10.0;10.0;0;0.0;;24;52.2;3.2;20;44.6;13.8;18;39.7;1.4;16;34.7;2.6;42;92.2;10.1
493;Leeftijd 65 tot 70 jaar;Zonder aanvullend pensioen;1999;49;20.2;15.0;12.8;10.3;10.3;0;0.0;;25;50.0;4.1;22;45.3;14.0;20;40.8;1.5;16;32.8;2.8;45;91.1;10.9
494;Leeftijd 65 tot 70 jaar;Zonder aanvullend pensioen;2000;45;18.7;14.9;12.9;10.5;10.5;0;0.0;;21;46.2;2.8;22;49.1;10.3;19;41.8;1.6;14;30.4;3.9;41;92.8;8.9
495;Leeftijd 70 tot 75 jaar;Totaal huishoudens;1990;304;18.2;14.1;11.5;9.1;14.0;247;81.2;6.0;161;53.1;3.6;69;22.8;6.8;85;27.9;0.8;85;28.0;2.0;235;77.3;5.5
496;Leeftijd 70 tot 75 jaar;Totaal huishoudens;1991;314;18.9;14.6;11.9;9.4;14.6;256;81.4;6.4;166;52.6;3.9;66;21.0;6.9;93;29.5;0.8;91;29.0;2.0;243;77.3;5.6
497;Leeftijd 70 tot 75 jaar;Totaal huishoudens;1992;325;20.3;15.3;12.6;9.7;15.4;265;81.6;7.0;174;53.5;4.7;65;20.1;7.0;92;28.3;0.9;98;30.0;2.2;254;78.0;6.2
498;Leeftijd 70 tot 75 jaar;Totaal huishoudens;1993;342;20.3;15.5;12.7;9.8;15.9;282;82.4;7.4;179;52.4;4.2;74;21.6;5.8;95;27.6;0.9;104;30.5;2.4;265;77.6;5.7
499;Leeftijd 70 tot 75 jaar;Totaal huishoudens;1994;355;20.0;15.7;12.9;9.7;15.8;288;81.1;7.5;182;51.3;3.6;76;21.5;6.3;100;28.1;0.9;109;30.6;2.7;277;78.0;5.5
500;Leeftijd 70 tot 75 jaar;Totaal huishoudens;1995;358;20.7;16.2;13.3;9.8;16.4;295;82.3;8.1;196;54.7;3.4;71;19.9;6.5;98;27.3;1.0;116;32.3;2.7;283;78.9;5.4
501;Leeftijd 70 tot 75 jaar;Totaal huishoudens;1996;361;21.3;16.8;13.9;10.1;17.1;301;83.2;8.4;198;54.8;3.2;69;19.1;6.5;99;27.3;1.0;121;33.4;2.9;289;80.0;5.3
502;Leeftijd 70 tot 75 jaar;Totaal huishoudens;1997;366;22.0;17.4;14.3;10.5;18.0;308;84.1;8.8;209;57.0;2.9;71;19.5;5.8;100;27.3;1.1;128;34.9;2.7;297;81.2;4.9
503;Leeftijd 70 tot 75 jaar;Totaal huishoudens;1998;365;23.3;18.4;15.1;11.1;18.8;308;84.4;9.2;216;59.2;2.8;89;24.3;6.0;96;26.2;1.2;134;36.8;2.8;300;82.2;5.4
504;Leeftijd 70 tot 75 jaar;Totaal huishoudens;1999;364;23.9;18.8;15.5;11.5;19.3;308;84.8;9.2;201;55.2;2.7;92;25.3;6.5;91;25.1;1.3;137;37.6;3.1;289;79.4;5.8
505;Leeftijd 70 tot 75 jaar;Totaal huishoudens;2000;362;25.4;20.2;16.6;11.9;20.5;311;85.8;10.0;202;55.7;2.1;86;23.6;8.9;91;25.1;1.4;138;38.0;3.4;291;80.4;6.2
506;Leeftijd 70 tot 75 jaar;Met aanvullend pensioen;1990;247;18.6;14.3;11.6;9.2;15.2;247;100.0;6.0;130;52.8;3.0;52;21.2;5.1;68;27.4;0.8;65;26.3;1.9;188;76.2;4.4
507;Leeftijd 70 tot 75 jaar;Met aanvullend pensioen;1991;256;19.6;15.0;12.2;9.5;15.9;256;100.0;6.4;133;52.0;3.5;49;19.2;5.6;72;28.0;0.8;70;27.4;1.9;193;75.4;4.8
508;Leeftijd 70 tot 75 jaar;Met aanvullend pensioen;1992;265;20.8;15.6;12.8;9.8;16.8;265;100.0;7.0;139;52.6;4.1;48;18.1;5.6;72;27.1;0.8;76;28.6;2.1;201;76.0;5.3
509;Leeftijd 70 tot 75 jaar;Met aanvullend pensioen;1993;282;21.0;15.9;13.0;9.9;17.3;282;100.0;7.4;146;51.8;3.6;56;19.9;4.8;74;26.1;0.9;82;29.2;2.3;213;75.7;4.9
510;Leeftijd 70 tot 75 jaar;Met aanvullend pensioen;1994;288;20.9;16.3;13.3;9.8;17.3;288;100.0;7.5;146;50.8;3.0;54;18.8;5.2;75;26.1;0.9;85;29.5;2.7;219;75.9;4.7
511;Leeftijd 70 tot 75 jaar;Met aanvullend pensioen;1995;295;21.7;16.9;13.8;9.9;18.0;295;100.0;8.1;161;54.7;3.0;54;18.2;5.4;73;24.7;0.9;95;32.3;2.7;228;77.2;4.8
512;Leeftijd 70 tot 75 jaar;Met aanvullend pensioen;1996;301;22.3;17.5;14.4;10.2;18.6;301;100.0;8.4;167;55.4;2.8;52;17.3;5.7;75;24.9;1.0;101;33.5;2.8;236;78.4;4.7
513;Leeftijd 70 tot 75 jaar;Met aanvullend pensioen;1997;308;23.0;18.1;14.8;10.7;19.5;308;100.0;8.8;177;57.6;2.4;55;17.7;5.1;77;25.2;1.0;108;35.2;2.7;245;79.6;4.4
514;Leeftijd 70 tot 75 jaar;Met aanvullend pensioen;1998;308;24.3;19.2;15.6;11.3;20.4;308;100.0;9.2;183;59.4;2.3;69;22.3;5.4;75;24.2;1.1;115;37.1;2.8;248;80.5;4.8
515;Leeftijd 70 tot 75 jaar;Met aanvullend pensioen;1999;308;25.0;19.6;16.1;11.7;20.9;308;100.0;9.2;170;55.2;2.2;75;24.3;6.1;72;23.4;1.2;117;37.9;3.1;240;77.7;5.3
516;Leeftijd 70 tot 75 jaar;Met aanvullend pensioen;2000;311;26.7;21.1;17.2;12.0;22.1;311;100.0;10.0;175;56.2;1.8;71;22.8;8.7;73;23.3;1.3;119;38.3;3.4;246;79.0;5.9
517;Leeftijd 70 tot 75 jaar;Zonder aanvullend pensioen;1990;57;16.5;13.1;10.8;8.6;8.6;0;0.0;;31;54.3;6.0;17;29.7;12.1;17;30.0;1.0;20;35.1;2.2;47;82.3;9.6
518;Leeftijd 70 tot 75 jaar;Zonder aanvullend pensioen;1991;58;16.2;12.7;10.7;9.0;9.0;0;0.0;;32;55.5;5.5;17;29.0;10.5;21;35.6;0.9;21;36.3;2.3;50;85.2;8.5
519;Leeftijd 70 tot 75 jaar;Zonder aanvullend pensioen;1992;60;17.8;13.9;11.7;9.4;9.4;0;0.0;;34;57.5;7.0;17;29.2;10.9;20;33.5;1.1;22;36.4;2.5;52;87.0;9.7
520;Leeftijd 70 tot 75 jaar;Zonder aanvullend pensioen;1993;60;17.1;13.5;11.4;9.3;9.3;0;0.0;;33;55.0;7.1;18;29.6;8.8;21;34.8;1.1;22;36.2;2.7;52;86.4;9.1
521;Leeftijd 70 tot 75 jaar;Zonder aanvullend pensioen;1994;67;16.5;13.3;11.3;9.1;9.1;0;0.0;;36;53.5;5.8;22;32.9;8.8;24;36.5;1.1;24;35.3;2.8;58;87.3;8.5
522;Leeftijd 70 tot 75 jaar;Zonder aanvullend pensioen;1995;63;16.1;13.2;11.3;9.1;9.1;0;0.0;;35;55.0;5.2;18;27.7;9.7;25;39.5;1.1;20;32.4;3.0;55;87.2;8.0
523;Leeftijd 70 tot 75 jaar;Zonder aanvullend pensioen;1996;61;16.4;13.4;11.5;9.5;9.5;0;0.0;;31;51.8;5.4;17;27.8;9.1;24;39.0;1.2;20;32.6;3.3;53;87.7;7.8
