ID;BedrijfstakBranchesSBI2008;Perioden;TotaalBedrijven_1;Eenmanszaken_2;OverigeRechtspersonen_3
4713;26-28 Elektrotechn. en machineindustrie;1993 2e kwartaal;35;7;28
4714;26-28 Elektrotechn. en machineindustrie;1993 juli;12;0;12
4715;26-28 Elektrotechn. en machineindustrie;1993 augustus;12;1;11
4716;26-28 Elektrotechn. en machineindustrie;1993 september;17;1;16
4717;26-28 Elektrotechn. en machineindustrie;1993 3e kwartaal;41;2;39
4718;26-28 Elektrotechn. en machineindustrie;1993 oktober;5;2;3
4719;26-28 Elektrotechn. en machineindustrie;1993 november;13;0;13
4720;26-28 Elektrotechn. en machineindustrie;1993 december;7;0;7
4721;26-28 Elektrotechn. en machineindustrie;1993 4e kwartaal;25;2;23
4722;26-28 Elektrotechn. en machineindustrie;1993;124;14;110
4723;26-28 Elektrotechn. en machineindustrie;1994 januari;12;0;12
4724;26-28 Elektrotechn. en machineindustrie;1994 februari;7;0;7
4725;26-28 Elektrotechn. en machineindustrie;1994 maart;9;2;7
4726;26-28 Elektrotechn. en machineindustrie;1994 1e kwartaal;28;2;26
4727;26-28 Elektrotechn. en machineindustrie;1994 april;9;1;8
4728;26-28 Elektrotechn. en machineindustrie;1994 mei;9;2;7
4729;26-28 Elektrotechn. en machineindustrie;1994 juni;13;4;9
4730;26-28 Elektrotechn. en machineindustrie;1994 2e kwartaal;31;7;24
4731;26-28 Elektrotechn. en machineindustrie;1994 juli;9;3;6
4732;26-28 Elektrotechn. en machineindustrie;1994 augustus;7;2;5
4733;26-28 Elektrotechn. en machineindustrie;1994 september;2;1;1
4734;26-28 Elektrotechn. en machineindustrie;1994 3e kwartaal;18;6;12
4735;26-28 Elektrotechn. en machineindustrie;1994 oktober;7;1;6
4736;26-28 Elektrotechn. en machineindustrie;1994 november;12;3;9
4737;26-28 Elektrotechn. en machineindustrie;1994 december;6;2;4
4738;26-28 Elektrotechn. en machineindustrie;1994 4e kwartaal;25;6;19
4739;26-28 Elektrotechn. en machineindustrie;1994;102;21;81
4740;26-28 Elektrotechn. en machineindustrie;1995 januari;4;0;4
4741;26-28 Elektrotechn. en machineindustrie;1995 februari;2;0;2
4742;26-28 Elektrotechn. en machineindustrie;1995 maart;3;0;3
4743;26-28 Elektrotechn. en machineindustrie;1995 1e kwartaal;9;0;9
4744;26-28 Elektrotechn. en machineindustrie;1995 april;8;0;8
4745;26-28 Elektrotechn. en machineindustrie;1995 mei;7;2;5
4746;26-28 Elektrotechn. en machineindustrie;1995 juni;7;0;7
4747;26-28 Elektrotechn. en machineindustrie;1995 2e kwartaal;22;2;20
4748;26-28 Elektrotechn. en machineindustrie;1995 juli;3;0;3
4749;26-28 Elektrotechn. en machineindustrie;1995 augustus;6;2;4
4750;26-28 Elektrotechn. en machineindustrie;1995 september;10;1;9
4751;26-28 Elektrotechn. en machineindustrie;1995 3e kwartaal;19;3;16
4752;26-28 Elektrotechn. en machineindustrie;1995 oktober;4;1;3
4753;26-28 Elektrotechn. en machineindustrie;1995 november;4;0;4
4754;26-28 Elektrotechn. en machineindustrie;1995 december;5;1;4
4755;26-28 Elektrotechn. en machineindustrie;1995 4e kwartaal;13;2;11
4756;26-28 Elektrotechn. en machineindustrie;1995;63;7;56
4757;26-28 Elektrotechn. en machineindustrie;1996 januari;8;0;8
4758;26-28 Elektrotechn. en machineindustrie;1996 februari;7;1;6
4759;26-28 Elektrotechn. en machineindustrie;1996 maart;4;2;2
4760;26-28 Elektrotechn. en machineindustrie;1996 1e kwartaal;19;3;16
4761;26-28 Elektrotechn. en machineindustrie;1996 april;3;1;2
4762;26-28 Elektrotechn. en machineindustrie;1996 mei;4;2;2
4763;26-28 Elektrotechn. en machineindustrie;1996 juni;7;0;7
4764;26-28 Elektrotechn. en machineindustrie;1996 2e kwartaal;14;3;11
4765;26-28 Elektrotechn. en machineindustrie;1996 juli;3;1;2
4766;26-28 Elektrotechn. en machineindustrie;1996 augustus;2;1;1
4767;26-28 Elektrotechn. en machineindustrie;1996 september;7;0;7
4768;26-28 Elektrotechn. en machineindustrie;1996 3e kwartaal;12;2;10
4769;26-28 Elektrotechn. en machineindustrie;1996 oktober;12;2;10
4770;26-28 Elektrotechn. en machineindustrie;1996 november;5;4;1
4771;26-28 Elektrotechn. en machineindustrie;1996 december;6;0;6
4772;26-28 Elektrotechn. en machineindustrie;1996 4e kwartaal;23;6;17
4773;26-28 Elektrotechn. en machineindustrie;1996;68;14;54
4774;26-28 Elektrotechn. en machineindustrie;1997 januari;6;2;4
4775;26-28 Elektrotechn. en machineindustrie;1997 februari;7;4;3
4776;26-28 Elektrotechn. en machineindustrie;1997 maart;11;1;10
4777;26-28 Elektrotechn. en machineindustrie;1997 1e kwartaal;24;7;17
4778;26-28 Elektrotechn. en machineindustrie;1997 april;6;0;6
4779;26-28 Elektrotechn. en machineindustrie;1997 mei;4;1;3
4780;26-28 Elektrotechn. en machineindustrie;1997 juni;7;1;6
4781;26-28 Elektrotechn. en machineindustrie;1997 2e kwartaal;17;2;15
4782;26-28 Elektrotechn. en machineindustrie;1997 juli;7;1;6
4783;26-28 Elektrotechn. en machineindustrie;1997 augustus;5;0;5
4784;26-28 Elektrotechn. en machineindustrie;1997 september;4;1;3
4785;26-28 Elektrotechn. en machineindustrie;1997 3e kwartaal;16;2;14
4786;26-28 Elektrotechn. en machineindustrie;1997 oktober;5;0;5
4787;26-28 Elektrotechn. en machineindustrie;1997 november;8;2;6
4788;26-28 Elektrotechn. en machineindustrie;1997 december;4;0;4
4789;26-28 Elektrotechn. en machineindustrie;1997 4e kwartaal;17;2;15
4790;26-28 Elektrotechn. en machineindustrie;1997;74;13;61
4791;26-28 Elektrotechn. en machineindustrie;1998 januari;5;1;4
4792;26-28 Elektrotechn. en machineindustrie;1998 februari;2;0;2
4793;26-28 Elektrotechn. en machineindustrie;1998 maart;12;0;12
4794;26-28 Elektrotechn. en machineindustrie;1998 1e kwartaal;19;1;18
4795;26-28 Elektrotechn. en machineindustrie;1998 april;6;1;5
4796;26-28 Elektrotechn. en machineindustrie;1998 mei;7;0;7
4797;26-28 Elektrotechn. en machineindustrie;1998 juni;8;1;7
4798;26-28 Elektrotechn. en machineindustrie;1998 2e kwartaal;21;2;19
4799;26-28 Elektrotechn. en machineindustrie;1998 juli;6;1;5
4800;26-28 Elektrotechn. en machineindustrie;1998 augustus;4;1;3
4801;26-28 Elektrotechn. en machineindustrie;1998 september;7;1;6
4802;26-28 Elektrotechn. en machineindustrie;1998 3e kwartaal;17;3;14
4803;26-28 Elektrotechn. en machineindustrie;1998 oktober;5;1;4
4804;26-28 Elektrotechn. en machineindustrie;1998 november;8;0;8
4805;26-28 Elektrotechn. en machineindustrie;1998 december;12;0;12
4806;26-28 Elektrotechn. en machineindustrie;1998 4e kwartaal;25;1;24
4807;26-28 Elektrotechn. en machineindustrie;1998;82;7;75
4808;26-28 Elektrotechn. en machineindustrie;1999 januari;3;0;3
4809;26-28 Elektrotechn. en machineindustrie;1999 februari;6;0;6
4810;26-28 Elektrotechn. en machineindustrie;1999 maart;4;1;3
4811;26-28 Elektrotechn. en machineindustrie;1999 1e kwartaal;13;1;12
4812;26-28 Elektrotechn. en machineindustrie;1999 april;4;0;4
4813;26-28 Elektrotechn. en machineindustrie;1999 mei;7;0;7
4814;26-28 Elektrotechn. en machineindustrie;1999 juni;7;0;7
4815;26-28 Elektrotechn. en machineindustrie;1999 2e kwartaal;18;0;18
4816;26-28 Elektrotechn. en machineindustrie;1999 juli;7;0;7
4817;26-28 Elektrotechn. en machineindustrie;1999 augustus;2;1;1
4818;26-28 Elektrotechn. en machineindustrie;1999 september;2;0;2
4819;26-28 Elektrotechn. en machineindustrie;1999 3e kwartaal;11;1;10
4820;26-28 Elektrotechn. en machineindustrie;1999 oktober;3;0;3
4821;26-28 Elektrotechn. en machineindustrie;1999 november;6;0;6
4822;26-28 Elektrotechn. en machineindustrie;1999 december;7;0;7
4823;26-28 Elektrotechn. en machineindustrie;1999 4e kwartaal;16;0;16
4824;26-28 Elektrotechn. en machineindustrie;1999;58;2;56
4825;26-28 Elektrotechn. en machineindustrie;2000 januari;3;1;2
4826;26-28 Elektrotechn. en machineindustrie;2000 februari;7;0;7
4827;26-28 Elektrotechn. en machineindustrie;2000 maart;8;0;8
4828;26-28 Elektrotechn. en machineindustrie;2000 1e kwartaal;18;1;17
4829;26-28 Elektrotechn. en machineindustrie;2000 april;2;0;2
4830;26-28 Elektrotechn. en machineindustrie;2000 mei;5;0;5
4831;26-28 Elektrotechn. en machineindustrie;2000 juni;5;0;5
4832;26-28 Elektrotechn. en machineindustrie;2000 2e kwartaal;12;0;12
4833;26-28 Elektrotechn. en machineindustrie;2000 juli;7;0;7
4834;26-28 Elektrotechn. en machineindustrie;2000 augustus;6;1;5
4835;26-28 Elektrotechn. en machineindustrie;2000 september;4;0;4
4836;26-28 Elektrotechn. en machineindustrie;2000 3e kwartaal;17;1;16
4837;26-28 Elektrotechn. en machineindustrie;2000 oktober;3;1;2
4838;26-28 Elektrotechn. en machineindustrie;2000 november;6;0;6
4839;26-28 Elektrotechn. en machineindustrie;2000 december;4;1;3
4840;26-28 Elektrotechn. en machineindustrie;2000 4e kwartaal;13;2;11
4841;26-28 Elektrotechn. en machineindustrie;2000;60;4;56
4842;26-28 Elektrotechn. en machineindustrie;2001 januari;5;1;4
4843;26-28 Elektrotechn. en machineindustrie;2001 februari;5;0;5
4844;26-28 Elektrotechn. en machineindustrie;2001 maart;6;1;5
4845;26-28 Elektrotechn. en machineindustrie;2001 1e kwartaal;16;2;14
4846;26-28 Elektrotechn. en machineindustrie;2001 april;2;0;2
4847;26-28 Elektrotechn. en machineindustrie;2001 mei;8;2;6
4848;26-28 Elektrotechn. en machineindustrie;2001 juni;3;0;3
4849;26-28 Elektrotechn. en machineindustrie;2001 2e kwartaal;13;2;11
4850;26-28 Elektrotechn. en machineindustrie;2001 juli;16;1;15
4851;26-28 Elektrotechn. en machineindustrie;2001 augustus;5;0;5
4852;26-28 Elektrotechn. en machineindustrie;2001 september;13;1;12
4853;26-28 Elektrotechn. en machineindustrie;2001 3e kwartaal;34;2;32
4854;26-28 Elektrotechn. en machineindustrie;2001 oktober;10;0;10
4855;26-28 Elektrotechn. en machineindustrie;2001 november;17;1;16
4856;26-28 Elektrotechn. en machineindustrie;2001 december;7;2;5
4857;26-28 Elektrotechn. en machineindustrie;2001 4e kwartaal;34;3;31
4858;26-28 Elektrotechn. en machineindustrie;2001;97;9;88
4859;26-28 Elektrotechn. en machineindustrie;2002 januari;5;1;4
4860;26-28 Elektrotechn. en machineindustrie;2002 februari;8;1;7
4861;26-28 Elektrotechn. en machineindustrie;2002 maart;12;0;12
4862;26-28 Elektrotechn. en machineindustrie;2002 1e kwartaal;25;2;23
4863;26-28 Elektrotechn. en machineindustrie;2002 april;8;1;7
4864;26-28 Elektrotechn. en machineindustrie;2002 mei;13;0;13
4865;26-28 Elektrotechn. en machineindustrie;2002 juni;8;0;8
4866;26-28 Elektrotechn. en machineindustrie;2002 2e kwartaal;29;1;28
4867;26-28 Elektrotechn. en machineindustrie;2002 juli;9;0;9
4868;26-28 Elektrotechn. en machineindustrie;2002 augustus;7;0;7
4869;26-28 Elektrotechn. en machineindustrie;2002 september;12;0;12
4870;26-28 Elektrotechn. en machineindustrie;2002 3e kwartaal;28;0;28
4871;26-28 Elektrotechn. en machineindustrie;2002 oktober;12;0;12
4872;26-28 Elektrotechn. en machineindustrie;2002 november;6;0;6
4873;26-28 Elektrotechn. en machineindustrie;2002 december;7;0;7
4874;26-28 Elektrotechn. en machineindustrie;2002 4e kwartaal;25;0;25
4875;26-28 Elektrotechn. en machineindustrie;2002;107;3;104
4876;26-28 Elektrotechn. en machineindustrie;2003 januari;12;1;11
4877;26-28 Elektrotechn. en machineindustrie;2003 februari;13;0;13
4878;26-28 Elektrotechn. en machineindustrie;2003 maart;7;0;7
4879;26-28 Elektrotechn. en machineindustrie;2003 1e kwartaal;32;1;31
4880;26-28 Elektrotechn. en machineindustrie;2003 april;14;1;13
4881;26-28 Elektrotechn. en machineindustrie;2003 mei;15;1;14
4882;26-28 Elektrotechn. en machineindustrie;2003 juni;12;0;12
4883;26-28 Elektrotechn. en machineindustrie;2003 2e kwartaal;41;2;39
4884;26-28 Elektrotechn. en machineindustrie;2003 juli;15;0;15
4885;26-28 Elektrotechn. en machineindustrie;2003 augustus;8;0;8
4886;26-28 Elektrotechn. en machineindustrie;2003 september;14;2;12
4887;26-28 Elektrotechn. en machineindustrie;2003 3e kwartaal;37;2;35
4888;26-28 Elektrotechn. en machineindustrie;2003 oktober;12;0;12
4889;26-28 Elektrotechn. en machineindustrie;2003 november;7;0;7
4890;26-28 Elektrotechn. en machineindustrie;2003 december;2;0;2
4891;26-28 Elektrotechn. en machineindustrie;2003 4e kwartaal;21;0;21
4892;26-28 Elektrotechn. en machineindustrie;2003;131;5;126
4893;26-28 Elektrotechn. en machineindustrie;2004 januari;8;0;8
4894;26-28 Elektrotechn. en machineindustrie;2004 februari;6;1;5
4895;26-28 Elektrotechn. en machineindustrie;2004 maart;20;0;20
4896;26-28 Elektrotechn. en machineindustrie;2004 1e kwartaal;34;1;33
4897;26-28 Elektrotechn. en machineindustrie;2004 april;8;0;8
4898;26-28 Elektrotechn. en machineindustrie;2004 mei;15;0;15
4899;26-28 Elektrotechn. en machineindustrie;2004 juni;14;0;14
4900;26-28 Elektrotechn. en machineindustrie;2004 2e kwartaal;37;0;37
4901;26-28 Elektrotechn. en machineindustrie;2004 juli;7;0;7
4902;26-28 Elektrotechn. en machineindustrie;2004 augustus;6;0;6
4903;26-28 Elektrotechn. en machineindustrie;2004 september;5;1;4
4904;26-28 Elektrotechn. en machineindustrie;2004 3e kwartaal;18;1;17
4905;26-28 Elektrotechn. en machineindustrie;2004 oktober;7;0;7
4906;26-28 Elektrotechn. en machineindustrie;2004 november;8;0;8
4907;26-28 Elektrotechn. en machineindustrie;2004 december;4;0;4
4908;26-28 Elektrotechn. en machineindustrie;2004 4e kwartaal;19;0;19
4909;26-28 Elektrotechn. en machineindustrie;2004;108;2;106
4910;26-28 Elektrotechn. en machineindustrie;2005 januari;6;0;6
4911;26-28 Elektrotechn. en machineindustrie;2005 februari;5;0;5
4912;26-28 Elektrotechn. en machineindustrie;2005 maart;9;0;9
4913;26-28 Elektrotechn. en machineindustrie;2005 1e kwartaal;20;0;20
4914;26-28 Elektrotechn. en machineindustrie;2005 april;7;0;7
4915;26-28 Elektrotechn. en machineindustrie;2005 mei;11;0;11
4916;26-28 Elektrotechn. en machineindustrie;2005 juni;8;1;7
4917;26-28 Elektrotechn. en machineindustrie;2005 2e kwartaal;26;1;25
4918;26-28 Elektrotechn. en machineindustrie;2005 juli;7;0;7
4919;26-28 Elektrotechn. en machineindustrie;2005 augustus;8;0;8
4920;26-28 Elektrotechn. en machineindustrie;2005 september;13;0;13
4921;26-28 Elektrotechn. en machineindustrie;2005 3e kwartaal;28;0;28
4922;26-28 Elektrotechn. en machineindustrie;2005 oktober;7;0;7
4923;26-28 Elektrotechn. en machineindustrie;2005 november;5;0;5
4924;26-28 Elektrotechn. en machineindustrie;2005 december;9;0;9
4925;26-28 Elektrotechn. en machineindustrie;2005 4e kwartaal;21;0;21
4926;26-28 Elektrotechn. en machineindustrie;2005;95;1;94
4927;26-28 Elektrotechn. en machineindustrie;2006 januari;7;0;7
4928;26-28 Elektrotechn. en machineindustrie;2006 februari;5;2;3
4929;26-28 Elektrotechn. en machineindustrie;2006 maart;10;0;10
4930;26-28 Elektrotechn. en machineindustrie;2006 1e kwartaal;22;2;20
4931;26-28 Elektrotechn. en machineindustrie;2006 april;12;0;12
4932;26-28 Elektrotechn. en machineindustrie;2006 mei;7;0;7
4933;26-28 Elektrotechn. en machineindustrie;2006 juni;6;0;6
4934;26-28 Elektrotechn. en machineindustrie;2006 2e kwartaal;25;0;25
4935;26-28 Elektrotechn. en machineindustrie;2006 juli;9;1;8
4936;26-28 Elektrotechn. en machineindustrie;2006 augustus;4;0;4
4937;26-28 Elektrotechn. en machineindustrie;2006 september;5;0;5
4938;26-28 Elektrotechn. en machineindustrie;2006 3e kwartaal;18;1;17
4939;26-28 Elektrotechn. en machineindustrie;2006 oktober;2;0;2
4940;26-28 Elektrotechn. en machineindustrie;2006 november;11;0;11
4941;26-28 Elektrotechn. en machineindustrie;2006 december;6;0;6
4942;26-28 Elektrotechn. en machineindustrie;2006 4e kwartaal;19;0;19
4943;26-28 Elektrotechn. en machineindustrie;2006;84;3;81
4944;26-28 Elektrotechn. en machineindustrie;2007 januari;15;1;14
4945;26-28 Elektrotechn. en machineindustrie;2007 februari;3;1;2
4946;26-28 Elektrotechn. en machineindustrie;2007 maart;2;0;2
4947;26-28 Elektrotechn. en machineindustrie;2007 1e kwartaal;20;2;18
4948;26-28 Elektrotechn. en machineindustrie;2007 april;5;1;4
4949;26-28 Elektrotechn. en machineindustrie;2007 mei;8;0;8
4950;26-28 Elektrotechn. en machineindustrie;2007 juni;7;0;7
4951;26-28 Elektrotechn. en machineindustrie;2007 2e kwartaal;20;1;19
4952;26-28 Elektrotechn. en machineindustrie;2007 juli;2;2;0
4953;26-28 Elektrotechn. en machineindustrie;2007 augustus;3;0;3
4954;26-28 Elektrotechn. en machineindustrie;2007 september;2;0;2
4955;26-28 Elektrotechn. en machineindustrie;2007 3e kwartaal;7;2;5
4956;26-28 Elektrotechn. en machineindustrie;2007 oktober;15;0;15
4957;26-28 Elektrotechn. en machineindustrie;2007 november;9;0;9
4958;26-28 Elektrotechn. en machineindustrie;2007 december;8;1;7
4959;26-28 Elektrotechn. en machineindustrie;2007 4e kwartaal;32;1;31
4960;26-28 Elektrotechn. en machineindustrie;2007;79;6;73
4961;26-28 Elektrotechn. en machineindustrie;2008 januari;5;0;5
4962;26-28 Elektrotechn. en machineindustrie;2008 februari;6;0;6
4963;26-28 Elektrotechn. en machineindustrie;2008 maart;4;1;3
4964;26-28 Elektrotechn. en machineindustrie;2008 1e kwartaal;15;1;14
4965;26-28 Elektrotechn. en machineindustrie;2008 april;0;0;0
4966;26-28 Elektrotechn. en machineindustrie;2008 mei;4;0;4
4967;26-28 Elektrotechn. en machineindustrie;2008 juni;5;1;4
4968;26-28 Elektrotechn. en machineindustrie;2008 2e kwartaal;9;1;8
4969;26-28 Elektrotechn. en machineindustrie;2008 juli;3;0;3
4970;26-28 Elektrotechn. en machineindustrie;2008 augustus;3;0;3
4971;26-28 Elektrotechn. en machineindustrie;2008 september;5;0;5
4972;26-28 Elektrotechn. en machineindustrie;2008 3e kwartaal;11;0;11
4973;26-28 Elektrotechn. en machineindustrie;2008 oktober;4;0;4
4974;26-28 Elektrotechn. en machineindustrie;2008 november;19;0;19
4975;26-28 Elektrotechn. en machineindustrie;2008 december;12;0;12
4976;26-28 Elektrotechn. en machineindustrie;2008 4e kwartaal;35;0;35
4977;26-28 Elektrotechn. en machineindustrie;2008;70;2;68
4978;26-28 Elektrotechn. en machineindustrie;2009 januari;10;1;9
4979;26-28 Elektrotechn. en machineindustrie;2009 februari;17;0;17
4980;26-28 Elektrotechn. en machineindustrie;2009 maart;33;2;31
4981;26-28 Elektrotechn. en machineindustrie;2009 1e kwartaal;60;3;57
4982;26-28 Elektrotechn. en machineindustrie;2009 april;16;0;16
4983;26-28 Elektrotechn. en machineindustrie;2009 mei;10;0;10
4984;26-28 Elektrotechn. en machineindustrie;2009 juni;18;3;15
4985;26-28 Elektrotechn. en machineindustrie;2009 2e kwartaal;44;3;41
4986;26-28 Elektrotechn. en machineindustrie;2009 juli;26;0;26
4987;26-28 Elektrotechn. en machineindustrie;2009 augustus;20;2;18
4988;26-28 Elektrotechn. en machineindustrie;2009 september;10;1;9
4989;26-28 Elektrotechn. en machineindustrie;2009 3e kwartaal;56;3;53
4990;26-28 Elektrotechn. en machineindustrie;2009 oktober;9;0;9
4991;26-28 Elektrotechn. en machineindustrie;2009 november;13;0;13
4992;26-28 Elektrotechn. en machineindustrie;2009 december;12;1;11
4993;26-28 Elektrotechn. en machineindustrie;2009 4e kwartaal;34;1;33
4994;26-28 Elektrotechn. en machineindustrie;2009;194;10;184
4995;26-28 Elektrotechn. en machineindustrie;2010 januari;6;1;5
4996;26-28 Elektrotechn. en machineindustrie;2010 februari;4;0;4
4997;26-28 Elektrotechn. en machineindustrie;2010 maart;6;1;5
4998;26-28 Elektrotechn. en machineindustrie;2010 1e kwartaal;16;2;14
4999;26-28 Elektrotechn. en machineindustrie;2010 april;11;0;11
5000;26-28 Elektrotechn. en machineindustrie;2010 mei;5;1;4
5001;26-28 Elektrotechn. en machineindustrie;2010 juni;15;0;15
5002;26-28 Elektrotechn. en machineindustrie;2010 2e kwartaal;31;1;30
5003;26-28 Elektrotechn. en machineindustrie;2010 juli;6;0;6
5004;26-28 Elektrotechn. en machineindustrie;2010 augustus;10;0;10
5005;26-28 Elektrotechn. en machineindustrie;2010 september;5;1;4
5006;26-28 Elektrotechn. en machineindustrie;2010 3e kwartaal;21;1;20
5007;26-28 Elektrotechn. en machineindustrie;2010 oktober;10;0;10
5008;26-28 Elektrotechn. en machineindustrie;2010 november;8;1;7
5009;26-28 Elektrotechn. en machineindustrie;2010 december;8;0;8
5010;26-28 Elektrotechn. en machineindustrie;2010 4e kwartaal;26;1;25
5011;26-28 Elektrotechn. en machineindustrie;2010;94;5;89
5012;26-28 Elektrotechn. en machineindustrie;2011 januari;16;0;16
5013;26-28 Elektrotechn. en machineindustrie;2011 februari;8;0;8
5014;26-28 Elektrotechn. en machineindustrie;2011 maart;7;1;6
5015;26-28 Elektrotechn. en machineindustrie;2011 1e kwartaal;31;1;30
5016;26-28 Elektrotechn. en machineindustrie;2011 april;3;0;3
5017;26-28 Elektrotechn. en machineindustrie;2011 mei;8;0;8
5018;26-28 Elektrotechn. en machineindustrie;2011 juni;4;0;4
5019;26-28 Elektrotechn. en machineindustrie;2011 2e kwartaal;15;0;15
5020;26-28 Elektrotechn. en machineindustrie;2011 juli;7;0;7
5021;26-28 Elektrotechn. en machineindustrie;2011 augustus;4;0;4
5022;26-28 Elektrotechn. en machineindustrie;2011 september;10;0;10
5023;26-28 Elektrotechn. en machineindustrie;2011 3e kwartaal;21;0;21
5024;26-28 Elektrotechn. en machineindustrie;2011 oktober;18;0;18
5025;26-28 Elektrotechn. en machineindustrie;2011 november;7;0;7
5026;26-28 Elektrotechn. en machineindustrie;2011 december;11;0;11
5027;26-28 Elektrotechn. en machineindustrie;2011 4e kwartaal;36;0;36
5028;26-28 Elektrotechn. en machineindustrie;2011;103;1;102
5029;26-28 Elektrotechn. en machineindustrie;2012  januari;7;1;6
5030;26-28 Elektrotechn. en machineindustrie;2012 februari;6;0;6
5031;26-28 Elektrotechn. en machineindustrie;2012 maart;11;0;11
5032;26-28 Elektrotechn. en machineindustrie;2012 1e kwartaal;24;1;23
5033;26-28 Elektrotechn. en machineindustrie;2012 april;19;1;18
5034;26-28 Elektrotechn. en machineindustrie;2012 mei;9;1;8
5035;26-28 Elektrotechn. en machineindustrie;2012  juni;9;0;9
5036;26-28 Elektrotechn. en machineindustrie;2012 2e kwartaal;37;2;35
5037;26-28 Elektrotechn. en machineindustrie;2012 juli;10;2;8
5038;26-28 Elektrotechn. en machineindustrie;2012 augustus;11;0;11
5039;26-28 Elektrotechn. en machineindustrie;2012 september;14;0;14
5040;26-28 Elektrotechn. en machineindustrie;2012 3e kwartaal;35;2;33
5041;26-28 Elektrotechn. en machineindustrie;2012 oktober;10;0;10
5042;26-28 Elektrotechn. en machineindustrie;2012 november;2;0;2
5043;26-28 Elektrotechn. en machineindustrie;2012 december;6;0;6
5044;26-28 Elektrotechn. en machineindustrie;2012 4e kwartaal;18;0;18
5045;26-28 Elektrotechn. en machineindustrie;2012;114;5;109
5046;26-28 Elektrotechn. en machineindustrie;2013 januari;12;0;12
5047;26-28 Elektrotechn. en machineindustrie;2013 februari;6;0;6
5048;26-28 Elektrotechn. en machineindustrie;2013 maart;9;1;8
5049;26-28 Elektrotechn. en machineindustrie;2013 1e kwartaal;27;1;26
5050;26-28 Elektrotechn. en machineindustrie;2013 april;11;0;11
5051;26-28 Elektrotechn. en machineindustrie;2013 mei;5;0;5
5052;26-28 Elektrotechn. en machineindustrie;2013 juni;12;0;12
5053;26-28 Elektrotechn. en machineindustrie;2013 2e kwartaal;28;0;28
5054;26-28 Elektrotechn. en machineindustrie;2013 juli;5;0;5
5055;26-28 Elektrotechn. en machineindustrie;2013 augustus;4;1;3
5056;26-28 Elektrotechn. en machineindustrie;2013 september;2;1;1
5057;26-28 Elektrotechn. en machineindustrie;2013 3e kwartaal;11;2;9
5058;26-28 Elektrotechn. en machineindustrie;2013 oktober;5;0;5
5059;26-28 Elektrotechn. en machineindustrie;2013 november;8;0;8
5060;26-28 Elektrotechn. en machineindustrie;2013 december;8;1;7
5061;26-28 Elektrotechn. en machineindustrie;2013 4e kwartaal;21;1;20
5062;26-28 Elektrotechn. en machineindustrie;2013;87;4;83
5063;26-28 Elektrotechn. en machineindustrie;2014 januari;12;0;12
5064;26-28 Elektrotechn. en machineindustrie;2014 februari;14;0;14
5065;26-28 Elektrotechn. en machineindustrie;2014 maart;7;1;6
5066;26-28 Elektrotechn. en machineindustrie;2014 1e kwartaal;33;1;32
5067;26-28 Elektrotechn. en machineindustrie;2014 april;7;0;7
5068;29-30 Transportmiddelenindustrie;1993 januari;4;2;2
5069;29-30 Transportmiddelenindustrie;1993 februari;3;0;3
5070;29-30 Transportmiddelenindustrie;1993 maart;9;2;7
5071;29-30 Transportmiddelenindustrie;1993 1e kwartaal;16;4;12
5072;29-30 Transportmiddelenindustrie;1993 april;4;0;4
5073;29-30 Transportmiddelenindustrie;1993 mei;7;2;5
5074;29-30 Transportmiddelenindustrie;1993 juni;2;1;1
5075;29-30 Transportmiddelenindustrie;1993 2e kwartaal;13;3;10
5076;29-30 Transportmiddelenindustrie;1993 juli;7;2;5
5077;29-30 Transportmiddelenindustrie;1993 augustus;1;0;1
5078;29-30 Transportmiddelenindustrie;1993 september;6;2;4
5079;29-30 Transportmiddelenindustrie;1993 3e kwartaal;14;4;10
5080;29-30 Transportmiddelenindustrie;1993 oktober;8;1;7
5081;29-30 Transportmiddelenindustrie;1993 november;4;3;1
5082;29-30 Transportmiddelenindustrie;1993 december;3;0;3
5083;29-30 Transportmiddelenindustrie;1993 4e kwartaal;15;4;11
5084;29-30 Transportmiddelenindustrie;1993;58;15;43
5085;29-30 Transportmiddelenindustrie;1994 januari;3;0;3
5086;29-30 Transportmiddelenindustrie;1994 februari;4;1;3
5087;29-30 Transportmiddelenindustrie;1994 maart;4;1;3
5088;29-30 Transportmiddelenindustrie;1994 1e kwartaal;11;2;9
5089;29-30 Transportmiddelenindustrie;1994 april;3;1;2
5090;29-30 Transportmiddelenindustrie;1994 mei;3;1;2
5091;29-30 Transportmiddelenindustrie;1994 juni;9;2;7
5092;29-30 Transportmiddelenindustrie;1994 2e kwartaal;15;4;11
5093;29-30 Transportmiddelenindustrie;1994 juli;1;0;1
5094;29-30 Transportmiddelenindustrie;1994 augustus;3;1;2
5095;29-30 Transportmiddelenindustrie;1994 september;5;1;4
5096;29-30 Transportmiddelenindustrie;1994 3e kwartaal;9;2;7
5097;29-30 Transportmiddelenindustrie;1994 oktober;3;2;1
5098;29-30 Transportmiddelenindustrie;1994 november;4;0;4
5099;29-30 Transportmiddelenindustrie;1994 december;2;0;2
5100;29-30 Transportmiddelenindustrie;1994 4e kwartaal;9;2;7
5101;29-30 Transportmiddelenindustrie;1994;44;10;34
5102;29-30 Transportmiddelenindustrie;1995 januari;1;0;1
5103;29-30 Transportmiddelenindustrie;1995 februari;2;1;1
