ID;BedrijfstakBranchesSBI2008;Perioden;TotaalBedrijven_1;Eenmanszaken_2;OverigeRechtspersonen_3
5104;29-30 Transportmiddelenindustrie;1995 maart;6;1;5
5105;29-30 Transportmiddelenindustrie;1995 1e kwartaal;9;2;7
5106;29-30 Transportmiddelenindustrie;1995 april;4;2;2
5107;29-30 Transportmiddelenindustrie;1995 mei;1;1;0
5108;29-30 Transportmiddelenindustrie;1995 juni;3;1;2
5109;29-30 Transportmiddelenindustrie;1995 2e kwartaal;8;4;4
5110;29-30 Transportmiddelenindustrie;1995 juli;2;0;2
5111;29-30 Transportmiddelenindustrie;1995 augustus;5;1;4
5112;29-30 Transportmiddelenindustrie;1995 september;2;1;1
5113;29-30 Transportmiddelenindustrie;1995 3e kwartaal;9;2;7
5114;29-30 Transportmiddelenindustrie;1995 oktober;4;1;3
5115;29-30 Transportmiddelenindustrie;1995 november;5;2;3
5116;29-30 Transportmiddelenindustrie;1995 december;1;0;1
5117;29-30 Transportmiddelenindustrie;1995 4e kwartaal;10;3;7
5118;29-30 Transportmiddelenindustrie;1995;36;11;25
5119;29-30 Transportmiddelenindustrie;1996 januari;0;0;0
5120;29-30 Transportmiddelenindustrie;1996 februari;2;0;2
5121;29-30 Transportmiddelenindustrie;1996 maart;7;1;6
5122;29-30 Transportmiddelenindustrie;1996 1e kwartaal;9;1;8
5123;29-30 Transportmiddelenindustrie;1996 april;0;0;0
5124;29-30 Transportmiddelenindustrie;1996 mei;3;1;2
5125;29-30 Transportmiddelenindustrie;1996 juni;3;1;2
5126;29-30 Transportmiddelenindustrie;1996 2e kwartaal;6;2;4
5127;29-30 Transportmiddelenindustrie;1996 juli;2;0;2
5128;29-30 Transportmiddelenindustrie;1996 augustus;3;0;3
5129;29-30 Transportmiddelenindustrie;1996 september;3;2;1
5130;29-30 Transportmiddelenindustrie;1996 3e kwartaal;8;2;6
5131;29-30 Transportmiddelenindustrie;1996 oktober;1;0;1
5132;29-30 Transportmiddelenindustrie;1996 november;0;0;0
5133;29-30 Transportmiddelenindustrie;1996 december;2;0;2
5134;29-30 Transportmiddelenindustrie;1996 4e kwartaal;3;0;3
5135;29-30 Transportmiddelenindustrie;1996;26;5;21
5136;29-30 Transportmiddelenindustrie;1997 januari;5;2;3
5137;29-30 Transportmiddelenindustrie;1997 februari;1;1;0
5138;29-30 Transportmiddelenindustrie;1997 maart;5;0;5
5139;29-30 Transportmiddelenindustrie;1997 1e kwartaal;11;3;8
5140;29-30 Transportmiddelenindustrie;1997 april;4;0;4
5141;29-30 Transportmiddelenindustrie;1997 mei;1;0;1
5142;29-30 Transportmiddelenindustrie;1997 juni;2;1;1
5143;29-30 Transportmiddelenindustrie;1997 2e kwartaal;7;1;6
5144;29-30 Transportmiddelenindustrie;1997 juli;2;1;1
5145;29-30 Transportmiddelenindustrie;1997 augustus;4;1;3
5146;29-30 Transportmiddelenindustrie;1997 september;3;1;2
5147;29-30 Transportmiddelenindustrie;1997 3e kwartaal;9;3;6
5148;29-30 Transportmiddelenindustrie;1997 oktober;3;2;1
5149;29-30 Transportmiddelenindustrie;1997 november;2;1;1
5150;29-30 Transportmiddelenindustrie;1997 december;1;0;1
5151;29-30 Transportmiddelenindustrie;1997 4e kwartaal;6;3;3
5152;29-30 Transportmiddelenindustrie;1997;33;10;23
5153;29-30 Transportmiddelenindustrie;1998 januari;0;0;0
5154;29-30 Transportmiddelenindustrie;1998 februari;3;0;3
5155;29-30 Transportmiddelenindustrie;1998 maart;3;2;1
5156;29-30 Transportmiddelenindustrie;1998 1e kwartaal;6;2;4
5157;29-30 Transportmiddelenindustrie;1998 april;3;1;2
5158;29-30 Transportmiddelenindustrie;1998 mei;0;0;0
5159;29-30 Transportmiddelenindustrie;1998 juni;0;0;0
5160;29-30 Transportmiddelenindustrie;1998 2e kwartaal;3;1;2
5161;29-30 Transportmiddelenindustrie;1998 juli;2;1;1
5162;29-30 Transportmiddelenindustrie;1998 augustus;2;0;2
5163;29-30 Transportmiddelenindustrie;1998 september;1;0;1
5164;29-30 Transportmiddelenindustrie;1998 3e kwartaal;5;1;4
5165;29-30 Transportmiddelenindustrie;1998 oktober;4;3;1
5166;29-30 Transportmiddelenindustrie;1998 november;2;0;2
5167;29-30 Transportmiddelenindustrie;1998 december;3;0;3
5168;29-30 Transportmiddelenindustrie;1998 4e kwartaal;9;3;6
5169;29-30 Transportmiddelenindustrie;1998;23;7;16
5170;29-30 Transportmiddelenindustrie;1999 januari;3;0;3
5171;29-30 Transportmiddelenindustrie;1999 februari;1;0;1
5172;29-30 Transportmiddelenindustrie;1999 maart;3;0;3
5173;29-30 Transportmiddelenindustrie;1999 1e kwartaal;7;0;7
5174;29-30 Transportmiddelenindustrie;1999 april;1;0;1
5175;29-30 Transportmiddelenindustrie;1999 mei;3;0;3
5176;29-30 Transportmiddelenindustrie;1999 juni;3;1;2
5177;29-30 Transportmiddelenindustrie;1999 2e kwartaal;7;1;6
5178;29-30 Transportmiddelenindustrie;1999 juli;4;0;4
5179;29-30 Transportmiddelenindustrie;1999 augustus;1;0;1
5180;29-30 Transportmiddelenindustrie;1999 september;0;0;0
5181;29-30 Transportmiddelenindustrie;1999 3e kwartaal;5;0;5
5182;29-30 Transportmiddelenindustrie;1999 oktober;0;0;0
5183;29-30 Transportmiddelenindustrie;1999 november;1;0;1
5184;29-30 Transportmiddelenindustrie;1999 december;3;0;3
5185;29-30 Transportmiddelenindustrie;1999 4e kwartaal;4;0;4
5186;29-30 Transportmiddelenindustrie;1999;23;1;22
5187;29-30 Transportmiddelenindustrie;2000 januari;0;0;0
5188;29-30 Transportmiddelenindustrie;2000 februari;1;1;0
5189;29-30 Transportmiddelenindustrie;2000 maart;2;0;2
5190;29-30 Transportmiddelenindustrie;2000 1e kwartaal;3;1;2
5191;29-30 Transportmiddelenindustrie;2000 april;0;0;0
5192;29-30 Transportmiddelenindustrie;2000 mei;1;0;1
5193;29-30 Transportmiddelenindustrie;2000 juni;3;1;2
5194;29-30 Transportmiddelenindustrie;2000 2e kwartaal;4;1;3
5195;29-30 Transportmiddelenindustrie;2000 juli;2;0;2
5196;29-30 Transportmiddelenindustrie;2000 augustus;4;2;2
5197;29-30 Transportmiddelenindustrie;2000 september;0;0;0
5198;29-30 Transportmiddelenindustrie;2000 3e kwartaal;6;2;4
5199;29-30 Transportmiddelenindustrie;2000 oktober;2;1;1
5200;29-30 Transportmiddelenindustrie;2000 november;4;0;4
5201;29-30 Transportmiddelenindustrie;2000 december;4;0;4
5202;29-30 Transportmiddelenindustrie;2000 4e kwartaal;10;1;9
5203;29-30 Transportmiddelenindustrie;2000;23;5;18
5204;29-30 Transportmiddelenindustrie;2001 januari;1;0;1
5205;29-30 Transportmiddelenindustrie;2001 februari;0;0;0
5206;29-30 Transportmiddelenindustrie;2001 maart;0;0;0
5207;29-30 Transportmiddelenindustrie;2001 1e kwartaal;1;0;1
5208;29-30 Transportmiddelenindustrie;2001 april;0;0;0
5209;29-30 Transportmiddelenindustrie;2001 mei;4;0;4
5210;29-30 Transportmiddelenindustrie;2001 juni;2;0;2
5211;29-30 Transportmiddelenindustrie;2001 2e kwartaal;6;0;6
5212;29-30 Transportmiddelenindustrie;2001 juli;2;2;0
5213;29-30 Transportmiddelenindustrie;2001 augustus;2;0;2
5214;29-30 Transportmiddelenindustrie;2001 september;2;0;2
5215;29-30 Transportmiddelenindustrie;2001 3e kwartaal;6;2;4
5216;29-30 Transportmiddelenindustrie;2001 oktober;3;1;2
5217;29-30 Transportmiddelenindustrie;2001 november;3;0;3
5218;29-30 Transportmiddelenindustrie;2001 december;7;1;6
5219;29-30 Transportmiddelenindustrie;2001 4e kwartaal;13;2;11
5220;29-30 Transportmiddelenindustrie;2001;26;4;22
5221;29-30 Transportmiddelenindustrie;2002 januari;3;0;3
5222;29-30 Transportmiddelenindustrie;2002 februari;4;0;4
5223;29-30 Transportmiddelenindustrie;2002 maart;9;0;9
5224;29-30 Transportmiddelenindustrie;2002 1e kwartaal;16;0;16
5225;29-30 Transportmiddelenindustrie;2002 april;2;0;2
5226;29-30 Transportmiddelenindustrie;2002 mei;3;0;3
5227;29-30 Transportmiddelenindustrie;2002 juni;5;0;5
5228;29-30 Transportmiddelenindustrie;2002 2e kwartaal;10;0;10
5229;29-30 Transportmiddelenindustrie;2002 juli;1;1;0
5230;29-30 Transportmiddelenindustrie;2002 augustus;4;0;4
5231;29-30 Transportmiddelenindustrie;2002 september;4;1;3
5232;29-30 Transportmiddelenindustrie;2002 3e kwartaal;9;2;7
5233;29-30 Transportmiddelenindustrie;2002 oktober;1;0;1
5234;29-30 Transportmiddelenindustrie;2002 november;1;0;1
5235;29-30 Transportmiddelenindustrie;2002 december;1;0;1
5236;29-30 Transportmiddelenindustrie;2002 4e kwartaal;3;0;3
5237;29-30 Transportmiddelenindustrie;2002;38;2;36
5238;29-30 Transportmiddelenindustrie;2003 januari;3;0;3
5239;29-30 Transportmiddelenindustrie;2003 februari;0;0;0
5240;29-30 Transportmiddelenindustrie;2003 maart;1;1;0
5241;29-30 Transportmiddelenindustrie;2003 1e kwartaal;4;1;3
5242;29-30 Transportmiddelenindustrie;2003 april;4;1;3
5243;29-30 Transportmiddelenindustrie;2003 mei;2;1;1
5244;29-30 Transportmiddelenindustrie;2003 juni;4;0;4
5245;29-30 Transportmiddelenindustrie;2003 2e kwartaal;10;2;8
5246;29-30 Transportmiddelenindustrie;2003 juli;8;0;8
5247;29-30 Transportmiddelenindustrie;2003 augustus;4;0;4
5248;29-30 Transportmiddelenindustrie;2003 september;8;0;8
5249;29-30 Transportmiddelenindustrie;2003 3e kwartaal;20;0;20
5250;29-30 Transportmiddelenindustrie;2003 oktober;1;0;1
5251;29-30 Transportmiddelenindustrie;2003 november;2;0;2
5252;29-30 Transportmiddelenindustrie;2003 december;2;1;1
5253;29-30 Transportmiddelenindustrie;2003 4e kwartaal;5;1;4
5254;29-30 Transportmiddelenindustrie;2003;39;4;35
5255;29-30 Transportmiddelenindustrie;2004 januari;2;1;1
5256;29-30 Transportmiddelenindustrie;2004 februari;3;0;3
5257;29-30 Transportmiddelenindustrie;2004 maart;8;0;8
5258;29-30 Transportmiddelenindustrie;2004 1e kwartaal;13;1;12
5259;29-30 Transportmiddelenindustrie;2004 april;3;0;3
5260;29-30 Transportmiddelenindustrie;2004 mei;5;0;5
5261;29-30 Transportmiddelenindustrie;2004 juni;6;0;6
5262;29-30 Transportmiddelenindustrie;2004 2e kwartaal;14;0;14
5263;29-30 Transportmiddelenindustrie;2004 juli;2;0;2
5264;29-30 Transportmiddelenindustrie;2004 augustus;7;0;7
5265;29-30 Transportmiddelenindustrie;2004 september;5;0;5
5266;29-30 Transportmiddelenindustrie;2004 3e kwartaal;14;0;14
5267;29-30 Transportmiddelenindustrie;2004 oktober;0;0;0
5268;29-30 Transportmiddelenindustrie;2004 november;4;0;4
5269;29-30 Transportmiddelenindustrie;2004 december;2;0;2
5270;29-30 Transportmiddelenindustrie;2004 4e kwartaal;6;0;6
5271;29-30 Transportmiddelenindustrie;2004;47;1;46
5272;29-30 Transportmiddelenindustrie;2005 januari;5;1;4
5273;29-30 Transportmiddelenindustrie;2005 februari;2;0;2
5274;29-30 Transportmiddelenindustrie;2005 maart;3;1;2
5275;29-30 Transportmiddelenindustrie;2005 1e kwartaal;10;2;8
5276;29-30 Transportmiddelenindustrie;2005 april;1;0;1
5277;29-30 Transportmiddelenindustrie;2005 mei;3;0;3
5278;29-30 Transportmiddelenindustrie;2005 juni;3;1;2
5279;29-30 Transportmiddelenindustrie;2005 2e kwartaal;7;1;6
5280;29-30 Transportmiddelenindustrie;2005 juli;5;1;4
5281;29-30 Transportmiddelenindustrie;2005 augustus;1;0;1
5282;29-30 Transportmiddelenindustrie;2005 september;5;0;5
5283;29-30 Transportmiddelenindustrie;2005 3e kwartaal;11;1;10
5284;29-30 Transportmiddelenindustrie;2005 oktober;2;1;1
5285;29-30 Transportmiddelenindustrie;2005 november;3;0;3
5286;29-30 Transportmiddelenindustrie;2005 december;4;0;4
5287;29-30 Transportmiddelenindustrie;2005 4e kwartaal;9;1;8
5288;29-30 Transportmiddelenindustrie;2005;37;5;32
5289;29-30 Transportmiddelenindustrie;2006 januari;1;0;1
5290;29-30 Transportmiddelenindustrie;2006 februari;1;0;1
5291;29-30 Transportmiddelenindustrie;2006 maart;3;0;3
5292;29-30 Transportmiddelenindustrie;2006 1e kwartaal;5;0;5
5293;29-30 Transportmiddelenindustrie;2006 april;0;0;0
5294;29-30 Transportmiddelenindustrie;2006 mei;0;0;0
5295;29-30 Transportmiddelenindustrie;2006 juni;1;1;0
5296;29-30 Transportmiddelenindustrie;2006 2e kwartaal;1;1;0
5297;29-30 Transportmiddelenindustrie;2006 juli;2;0;2
5298;29-30 Transportmiddelenindustrie;2006 augustus;3;0;3
5299;29-30 Transportmiddelenindustrie;2006 september;0;0;0
5300;29-30 Transportmiddelenindustrie;2006 3e kwartaal;5;0;5
5301;29-30 Transportmiddelenindustrie;2006 oktober;1;0;1
5302;29-30 Transportmiddelenindustrie;2006 november;2;0;2
5303;29-30 Transportmiddelenindustrie;2006 december;3;1;2
5304;29-30 Transportmiddelenindustrie;2006 4e kwartaal;6;1;5
5305;29-30 Transportmiddelenindustrie;2006;17;2;15
5306;29-30 Transportmiddelenindustrie;2007 januari;0;0;0
5307;29-30 Transportmiddelenindustrie;2007 februari;3;0;3
5308;29-30 Transportmiddelenindustrie;2007 maart;4;0;4
5309;29-30 Transportmiddelenindustrie;2007 1e kwartaal;7;0;7
5310;29-30 Transportmiddelenindustrie;2007 april;2;1;1
5311;29-30 Transportmiddelenindustrie;2007 mei;1;0;1
5312;29-30 Transportmiddelenindustrie;2007 juni;1;1;0
5313;29-30 Transportmiddelenindustrie;2007 2e kwartaal;4;2;2
5314;29-30 Transportmiddelenindustrie;2007 juli;2;1;1
5315;29-30 Transportmiddelenindustrie;2007 augustus;1;0;1
5316;29-30 Transportmiddelenindustrie;2007 september;4;2;2
5317;29-30 Transportmiddelenindustrie;2007 3e kwartaal;7;3;4
5318;29-30 Transportmiddelenindustrie;2007 oktober;2;1;1
5319;29-30 Transportmiddelenindustrie;2007 november;8;0;8
5320;29-30 Transportmiddelenindustrie;2007 december;2;1;1
5321;29-30 Transportmiddelenindustrie;2007 4e kwartaal;12;2;10
5322;29-30 Transportmiddelenindustrie;2007;30;7;23
5323;29-30 Transportmiddelenindustrie;2008 januari;1;0;1
5324;29-30 Transportmiddelenindustrie;2008 februari;2;0;2
5325;29-30 Transportmiddelenindustrie;2008 maart;1;0;1
5326;29-30 Transportmiddelenindustrie;2008 1e kwartaal;4;0;4
5327;29-30 Transportmiddelenindustrie;2008 april;1;0;1
5328;29-30 Transportmiddelenindustrie;2008 mei;1;0;1
5329;29-30 Transportmiddelenindustrie;2008 juni;1;0;1
5330;29-30 Transportmiddelenindustrie;2008 2e kwartaal;3;0;3
5331;29-30 Transportmiddelenindustrie;2008 juli;3;1;2
5332;29-30 Transportmiddelenindustrie;2008 augustus;1;0;1
5333;29-30 Transportmiddelenindustrie;2008 september;2;1;1
5334;29-30 Transportmiddelenindustrie;2008 3e kwartaal;6;2;4
5335;29-30 Transportmiddelenindustrie;2008 oktober;3;0;3
5336;29-30 Transportmiddelenindustrie;2008 november;5;2;3
5337;29-30 Transportmiddelenindustrie;2008 december;1;1;0
5338;29-30 Transportmiddelenindustrie;2008 4e kwartaal;9;3;6
5339;29-30 Transportmiddelenindustrie;2008;22;5;17
5340;29-30 Transportmiddelenindustrie;2009 januari;10;1;9
5341;29-30 Transportmiddelenindustrie;2009 februari;9;0;9
5342;29-30 Transportmiddelenindustrie;2009 maart;6;0;6
5343;29-30 Transportmiddelenindustrie;2009 1e kwartaal;25;1;24
5344;29-30 Transportmiddelenindustrie;2009 april;6;0;6
5345;29-30 Transportmiddelenindustrie;2009 mei;3;0;3
5346;29-30 Transportmiddelenindustrie;2009 juni;7;1;6
5347;29-30 Transportmiddelenindustrie;2009 2e kwartaal;16;1;15
5348;29-30 Transportmiddelenindustrie;2009 juli;4;0;4
5349;29-30 Transportmiddelenindustrie;2009 augustus;5;0;5
5350;29-30 Transportmiddelenindustrie;2009 september;8;3;5
5351;29-30 Transportmiddelenindustrie;2009 3e kwartaal;17;3;14
5352;29-30 Transportmiddelenindustrie;2009 oktober;3;0;3
5353;29-30 Transportmiddelenindustrie;2009 november;3;1;2
5354;29-30 Transportmiddelenindustrie;2009 december;7;1;6
5355;29-30 Transportmiddelenindustrie;2009 4e kwartaal;13;2;11
5356;29-30 Transportmiddelenindustrie;2009;71;7;64
5357;29-30 Transportmiddelenindustrie;2010 januari;2;1;1
5358;29-30 Transportmiddelenindustrie;2010 februari;2;0;2
5359;29-30 Transportmiddelenindustrie;2010 maart;3;0;3
5360;29-30 Transportmiddelenindustrie;2010 1e kwartaal;7;1;6
5361;29-30 Transportmiddelenindustrie;2010 april;3;0;3
5362;29-30 Transportmiddelenindustrie;2010 mei;2;0;2
5363;29-30 Transportmiddelenindustrie;2010 juni;4;0;4
5364;29-30 Transportmiddelenindustrie;2010 2e kwartaal;9;0;9
5365;29-30 Transportmiddelenindustrie;2010 juli;3;0;3
5366;29-30 Transportmiddelenindustrie;2010 augustus;4;0;4
5367;29-30 Transportmiddelenindustrie;2010 september;4;0;4
5368;29-30 Transportmiddelenindustrie;2010 3e kwartaal;11;0;11
5369;29-30 Transportmiddelenindustrie;2010 oktober;4;0;4
5370;29-30 Transportmiddelenindustrie;2010 november;2;0;2
5371;29-30 Transportmiddelenindustrie;2010 december;4;0;4
5372;29-30 Transportmiddelenindustrie;2010 4e kwartaal;10;0;10
5373;29-30 Transportmiddelenindustrie;2010;37;1;36
5374;29-30 Transportmiddelenindustrie;2011 januari;1;0;1
5375;29-30 Transportmiddelenindustrie;2011 februari;5;1;4
5376;29-30 Transportmiddelenindustrie;2011 maart;1;0;1
5377;29-30 Transportmiddelenindustrie;2011 1e kwartaal;7;1;6
5378;29-30 Transportmiddelenindustrie;2011 april;3;1;2
5379;29-30 Transportmiddelenindustrie;2011 mei;3;0;3
5380;29-30 Transportmiddelenindustrie;2011 juni;1;0;1
5381;29-30 Transportmiddelenindustrie;2011 2e kwartaal;7;1;6
5382;29-30 Transportmiddelenindustrie;2011 juli;5;1;4
5383;29-30 Transportmiddelenindustrie;2011 augustus;2;0;2
5384;29-30 Transportmiddelenindustrie;2011 september;3;0;3
5385;29-30 Transportmiddelenindustrie;2011 3e kwartaal;10;1;9
5386;29-30 Transportmiddelenindustrie;2011 oktober;1;0;1
5387;29-30 Transportmiddelenindustrie;2011 november;8;0;8
5388;29-30 Transportmiddelenindustrie;2011 december;1;0;1
5389;29-30 Transportmiddelenindustrie;2011 4e kwartaal;10;0;10
5390;29-30 Transportmiddelenindustrie;2011;34;3;31
5391;29-30 Transportmiddelenindustrie;2012  januari;4;1;3
5392;29-30 Transportmiddelenindustrie;2012 februari;4;0;4
5393;29-30 Transportmiddelenindustrie;2012 maart;4;0;4
5394;29-30 Transportmiddelenindustrie;2012 1e kwartaal;12;1;11
5395;29-30 Transportmiddelenindustrie;2012 april;1;0;1
5396;29-30 Transportmiddelenindustrie;2012 mei;7;0;7
5397;29-30 Transportmiddelenindustrie;2012  juni;9;1;8
5398;29-30 Transportmiddelenindustrie;2012 2e kwartaal;17;1;16
5399;29-30 Transportmiddelenindustrie;2012 juli;2;0;2
5400;29-30 Transportmiddelenindustrie;2012 augustus;1;0;1
5401;29-30 Transportmiddelenindustrie;2012 september;13;0;13
5402;29-30 Transportmiddelenindustrie;2012 3e kwartaal;16;0;16
5403;29-30 Transportmiddelenindustrie;2012 oktober;6;3;3
5404;29-30 Transportmiddelenindustrie;2012 november;7;1;6
5405;29-30 Transportmiddelenindustrie;2012 december;2;0;2
5406;29-30 Transportmiddelenindustrie;2012 4e kwartaal;15;4;11
5407;29-30 Transportmiddelenindustrie;2012;60;6;54
5408;29-30 Transportmiddelenindustrie;2013 januari;4;0;4
5409;29-30 Transportmiddelenindustrie;2013 februari;3;0;3
5410;29-30 Transportmiddelenindustrie;2013 maart;3;0;3
5411;29-30 Transportmiddelenindustrie;2013 1e kwartaal;10;0;10
5412;29-30 Transportmiddelenindustrie;2013 april;2;0;2
5413;29-30 Transportmiddelenindustrie;2013 mei;7;0;7
5414;29-30 Transportmiddelenindustrie;2013 juni;2;0;2
5415;29-30 Transportmiddelenindustrie;2013 2e kwartaal;11;0;11
5416;29-30 Transportmiddelenindustrie;2013 juli;2;0;2
5417;29-30 Transportmiddelenindustrie;2013 augustus;3;0;3
5418;29-30 Transportmiddelenindustrie;2013 september;2;0;2
5419;29-30 Transportmiddelenindustrie;2013 3e kwartaal;7;0;7
5420;29-30 Transportmiddelenindustrie;2013 oktober;5;0;5
5421;29-30 Transportmiddelenindustrie;2013 november;7;1;6
5422;29-30 Transportmiddelenindustrie;2013 december;1;0;1
5423;29-30 Transportmiddelenindustrie;2013 4e kwartaal;13;1;12
5424;29-30 Transportmiddelenindustrie;2013;41;1;40
5425;29-30 Transportmiddelenindustrie;2014 januari;1;0;1
5426;29-30 Transportmiddelenindustrie;2014 februari;4;0;4
5427;29-30 Transportmiddelenindustrie;2014 maart;1;0;1
5428;29-30 Transportmiddelenindustrie;2014 1e kwartaal;6;0;6
5429;29-30 Transportmiddelenindustrie;2014 april;1;0;1
5430;31 Meubelindustrie;1993 januari;4;1;3
5431;31 Meubelindustrie;1993 februari;7;3;4
5432;31 Meubelindustrie;1993 maart;5;0;5
5433;31 Meubelindustrie;1993 1e kwartaal;16;4;12
5434;31 Meubelindustrie;1993 april;4;3;1
5435;31 Meubelindustrie;1993 mei;2;0;2
5436;31 Meubelindustrie;1993 juni;4;0;4
5437;31 Meubelindustrie;1993 2e kwartaal;10;3;7
5438;31 Meubelindustrie;1993 juli;8;5;3
5439;31 Meubelindustrie;1993 augustus;4;1;3
5440;31 Meubelindustrie;1993 september;6;2;4
5441;31 Meubelindustrie;1993 3e kwartaal;18;8;10
5442;31 Meubelindustrie;1993 oktober;2;1;1
5443;31 Meubelindustrie;1993 november;2;0;2
5444;31 Meubelindustrie;1993 december;3;2;1
5445;31 Meubelindustrie;1993 4e kwartaal;7;3;4
5446;31 Meubelindustrie;1993;51;18;33
5447;31 Meubelindustrie;1994 januari;1;1;0
5448;31 Meubelindustrie;1994 februari;4;3;1
5449;31 Meubelindustrie;1994 maart;3;0;3
5450;31 Meubelindustrie;1994 1e kwartaal;8;4;4
5451;31 Meubelindustrie;1994 april;4;0;4
5452;31 Meubelindustrie;1994 mei;5;1;4
5453;31 Meubelindustrie;1994 juni;7;2;5
5454;31 Meubelindustrie;1994 2e kwartaal;16;3;13
5455;31 Meubelindustrie;1994 juli;1;1;0
5456;31 Meubelindustrie;1994 augustus;9;5;4
