ID;AardWerkzaamheden;Gebouwbestemming;Perioden;Bouwkosten_1;Bouwvergunningen_2;Bouwkosten_3;Bouwvergunningen_4
1384;Werkzaamheden voor overige bouw;Bedrijfssector;2022 januari;146;286;91.0;73.1
1385;Werkzaamheden voor overige bouw;Bedrijfssector;2022 februari;137;309;85.4;78.8
1386;Werkzaamheden voor overige bouw;Bedrijfssector;2022 maart;241;370;149.7;94.5
1387;Werkzaamheden voor overige bouw;Bedrijfssector;2022 april;199;313;124.0;79.8
1388;Werkzaamheden voor overige bouw;Bedrijfssector;2022 mei;287;316;178.2;80.7
1389;Werkzaamheden voor overige bouw;Bedrijfssector;2022 juni;349;352;217.2;89.8
1390;Werkzaamheden voor overige bouw;Bedrijfssector;2022 juli;210;352;130.8;89.8
1391;Werkzaamheden voor overige bouw;Bedrijfssector;2022 augustus;121;244;75.0;62.2
1392;Werkzaamheden voor overige bouw;Bedrijfssector;2022 september;187;271;116.1;69.3
1393;Werkzaamheden voor overige bouw;Bedrijfssector;2022 oktober;126;268;78.0;68.4
1394;Werkzaamheden voor overige bouw;Bedrijfssector;2022 november;190;235;117.8;60.1
1395;Werkzaamheden voor overige bouw;Bedrijfssector;2022 december;131;230;81.3;58.7
1396;Werkzaamheden voor overige bouw;Bedrijfssector;2023 januari;168;278;104.2;70.9
1397;Werkzaamheden voor overige bouw;Bedrijfssector;2023 februari;165;240;102.8;61.1
1398;Werkzaamheden voor overige bouw;Bedrijfssector;2023 maart;211;298;131.4;76.1
1399;Werkzaamheden voor overige bouw;Bedrijfssector;2023 april;151;230;93.9;58.6
1400;Werkzaamheden voor overige bouw;Bedrijfssector;2023 mei;149;289;92.9;73.7
1401;Werkzaamheden voor overige bouw;Bedrijfssector;2023 juni;202;319;125.7;81.5
1402;Werkzaamheden voor overige bouw;Bedrijfssector;2023 juli;163;351;101.3;89.5
1403;Werkzaamheden voor overige bouw;Bedrijfssector;2023 augustus;220;223;136.5;56.8
1404;Werkzaamheden voor overige bouw;Bedrijfssector;2023 september;153;244;95.1;62.3
1405;Werkzaamheden voor overige bouw;Bedrijfssector;2023 oktober;152;290;94.7;73.9
1406;Werkzaamheden voor overige bouw;Bedrijfssector;2023 november;225;306;139.8;78.0
1407;Werkzaamheden voor overige bouw;Bedrijfssector;2023 december;167;265;103.5;67.7
1408;Werkzaamheden voor overige bouw;Bedrijfssector;2024 januari;158;261;98.5;66.5
1409;Werkzaamheden voor overige bouw;Bedrijfssector;2024 februari;139;282;86.6;71.9
1410;Werkzaamheden voor overige bouw;Bedrijfssector;2024 maart;254;328;158.2;83.7
1411;Werkzaamheden voor overige bouw;Bedrijfssector;2024 april;187;298;116.0;76.1
1412;Werkzaamheden voor overige bouw;Bedrijfssector;2024 mei;255;262;158.3;66.9
1413;Werkzaamheden voor overige bouw;Bedrijfssector;2024 juni;160;256;99.7;65.4
1414;Werkzaamheden voor overige bouw;Bedrijfssector;2024 juli;334;297;207.9;75.7
1415;Werkzaamheden voor overige bouw;Bedrijfssector;2024 augustus;125;196;77.5;50.0
1416;Werkzaamheden voor overige bouw;Bedrijfssector;2024 september;85;226;52.8;57.7
1417;Werkzaamheden voor overige bouw;Bedrijfssector;2024 oktober;144;262;89.4;66.8
1418;Werkzaamheden voor overige bouw;Bedrijfssector;2024 november;176;227;109.7;58.0
1419;Werkzaamheden voor overige bouw;Bedrijfssector;2024 december;157;249;97.3;63.6
1420;Werkzaamheden voor overige bouw;Bedrijfssector;2025 januari;128;220;79.5;56.3
1421;Werkzaamheden voor overige bouw;Bedrijfssector;2025 februari;387;265;240.4;67.7
