ID;SoortGebouw;Regio;AantalGebouwen_1
362;Totaal aantal gebouwen;"Haren; bewoonde oorden; Tuindorp Onnen";163
363;Totaal aantal gebouwen;"Haren; bewoonde oorden; Spijkerboor";65
364;Totaal aantal gebouwen;"Haren; bew. oorden; Paterswolde (ged.)";47
365;Totaal aantal gebouwen;"Haren; verspr. huizen; Aan den Onnerweg";30
366;Totaal aantal gebouwen;"Haren; verspr. huizen; Aan de Kerklaan";20
367;Totaal aantal gebouwen;"Haren; verspr. huizen; Aan den Oosterweg";26
368;Totaal aantal gebouwen;"Haren; verspr. huizen; Aan den Meerweg";25
369;Totaal aantal gebouwen;"Haren; verspr. huizen; Op de Middelhorst";42
370;Totaal aantal gebouwen;"Haren; verspr. huizen; In de Kerkduinen";12
371;Totaal aantal gebouwen;"Haren; overige verspreide huizen";192
372;Totaal aantal gebouwen;"Kantens; totaal";1181
373;Totaal aantal gebouwen;"Kantens; bewoonde oorden; Kantens (ged.)";258
374;Totaal aantal gebouwen;"Kantens; bewoonde oorden; Stitswerd";71
375;Totaal aantal gebouwen;"Kantens; bewoonde oorden; Rottum";99
376;Totaal aantal gebouwen;"Kantens; bewoonde oorden; Zandeweer";235
377;Totaal aantal gebouwen;"Kantens; bewoonde oorden; Doodstil";63
378;Totaal aantal gebouwen;"Kantens; bewoonde oorden; Eppenhuizen";64
379;Totaal aantal gebouwen;"Kantens; bew. oorden; Garsthuizen (ged.)";20
380;Totaal aantal gebouwen;"Kantens; bewoonde oorden; Halfweg";21
381;Totaal aantal gebouwen;"Kantens; bewoonde oorden; Helwerd";19
382;Totaal aantal gebouwen;"Kantens; verspreide huizen";331
383;Totaal aantal gebouwen;"Kloosterburen; totaal";1040
384;Totaal aantal gebouwen;"Kl.buren; bo; St. Theresiagest.";3
385;Totaal aantal gebouwen;"Kloosterburen; bo; ov.";208
386;Totaal aantal gebouwen;"Kloosterburen; bew. oorden; Hornhuizen";129
387;Totaal aantal gebouwen;"Kloosterburen; bewoonde oorden; Kruisweg";183
388;Totaal aantal gebouwen;"Kloosterburen; bo; Kleine Huisjes";54
389;Totaal aantal gebouwen;"Kloosterburen; bewoonde oorden; Molenrij";108
390;Totaal aantal gebouwen;"Kloosterburen; vh; Langs den Dijksterweg";84
391;Totaal aantal gebouwen;"Kl.buren; vh; Ld w. Midhuizen-Hornhuizen";62
392;Totaal aantal gebouwen;"Kloosterburen; vh; In den Westpolder";14
393;Totaal aantal gebouwen;"Kloosterburen; verspreide huizen; Kolham";17
394;Totaal aantal gebouwen;"Kloosterburen; vh; 't Uilnest";12
395;Totaal aantal gebouwen;"Kloosterburen; vh; Westerklooster";14
396;Totaal aantal gebouwen;"Kloosterb.; vh; Weg Kl.buren n Dijksterw";6
397;Totaal aantal gebouwen;"Kloosterburen; vh; Langs den Bultjeweg";4
398;Totaal aantal gebouwen;"Kloosterburen; vh; weg Molenrij-Wehest.";40
399;Totaal aantal gebouwen;"Kloosterburen; vh; Nieuw- en Oud-Bokum";17
400;Totaal aantal gebouwen;"Kloosterburen; overige verspreide huizen";85
401;Totaal aantal gebouwen;"Leek; totaal";3494
402;Totaal aantal gebouwen;"Leek; bewoonde oorden; Leek";341
403;Totaal aantal gebouwen;"Leek; bewoonde oorden; Tolbert";269
404;Totaal aantal gebouwen;"Leek; bewoonde oorden; Holm";88
405;Totaal aantal gebouwen;"Leek; bewoonde oorden; Boerakker (ged.)";34
406;Totaal aantal gebouwen;"Leek; bewoonde oorden; Diepswal";121
407;Totaal aantal gebouwen;"Leek; bewoonde oorden; Midwolde";83
408;Totaal aantal gebouwen;"Leek; bewoonde oorden; Pasop";55
409;Totaal aantal gebouwen;"Leek; bewoonde oorden; Lettelbert";82
410;Totaal aantal gebouwen;"Leek; bewoonde oorden; Oostwold";153
411;Totaal aantal gebouwen;"Leek; bewoonde oorden; Enumatil (ged.)";119
412;Totaal aantal gebouwen;"Leek; bew. oorden; Zevenhuizen (ged.)";527
413;Totaal aantal gebouwen;"Leek; bewoonde oorden; Haspel";32
414;Totaal aantal gebouwen;"Leek; bewoonde oorden; Veldstreek";59
415;Totaal aantal gebouwen;"Leek; bewoonde oorden; Kret";7
416;Totaal aantal gebouwen;"Leek; bewoonde oorden; Heineburen";6
417;Totaal aantal gebouwen;"Leek; vh; Buurtschap Schilligepad";101
418;Totaal aantal gebouwen;"Leek; verspr. huizen; Buurtschap Blauw";27
419;Totaal aantal gebouwen;"Leek; vh; Buurtschap Oudewijk";82
420;Totaal aantal gebouwen;"Leek; verspr. huizen; Langs het Hoendiep";58
421;Totaal aantal gebouwen;"Leek; verspreide huizen; Onder Leek";89
422;Totaal aantal gebouwen;"Leek; verspreide huizen; Onder Tolbert";330
423;Totaal aantal gebouwen;"Leek; verspreide huizen; Onder Midwolde";221
424;Totaal aantal gebouwen;"Leek; verspr. huizen; Onder Lettelbert";66
425;Totaal aantal gebouwen;"Leek; verspreide huizen; Onder Oostwold";61
426;Totaal aantal gebouwen;"Leek; verspreide huizen; Onder Enumatil";32
427;Totaal aantal gebouwen;"Leek; vh; Onder Zevenhuizen, Burg. Armh.";3
428;Totaal aantal gebouwen;"Leek; vh; Onder Zevenhuizen, ov.";448
429;Totaal aantal gebouwen;"Leens; totaal";1826
430;Totaal aantal gebouwen;"Leens; bewoonde oorden; Leens";544
431;Totaal aantal gebouwen;"Leens; bewoonde oorden; Grijssloot";30
432;Totaal aantal gebouwen;"Leens; bo; Wehe, Marechausséekazerne";6
433;Totaal aantal gebouwen;"Leens; bewoonde oorden; Wehe, ov.";209
434;Totaal aantal gebouwen;"Leens; bewoonde oorden; Den Hoorn";103
435;Totaal aantal gebouwen;"Leens; bewoonde oorden; Mensingeweer";109
436;Totaal aantal gebouwen;"Leens; bewoonde oorden; Grootmaarslag";20
437;Totaal aantal gebouwen;"Leens; bewoonde oorden; Schouwerzijl";104
438;Totaal aantal gebouwen;"Leens; bewoonde oorden; Roodehaan";15
439;Totaal aantal gebouwen;"Leens; bewoonde oorden; Warfhuizen";186
440;Totaal aantal gebouwen;"Leens; bewoonde oorden; Nieuwehuizen";36
441;Totaal aantal gebouwen;"Leens; bewoonde oorden; Zuurdijk";56
442;Totaal aantal gebouwen;"Leens; bewoonde oorden; Stort";12
443;Totaal aantal gebouwen;"Leens; bewoonde oorden; Eewer";18
444;Totaal aantal gebouwen;"Leens; vh; Langs den Roodehaanweg";38
445;Totaal aantal gebouwen;"Leens; vh; Langs het Trekdiep";20
446;Totaal aantal gebouwen;"Leens; vh; Nabij den Provinciedijk";29
447;Totaal aantal gebouwen;"Leens; vh; L/d weg van Leens naar Ulrum";6
448;Totaal aantal gebouwen;"Leens; vh; L/d weg v. Leens naar Uilnest";12
449;Totaal aantal gebouwen;"Leens; vh; L/d weg van Wehe naar Leens";42
450;Totaal aantal gebouwen;"Leens; vh; L/d weg v. Wehe naar Kl.buren";9
451;Totaal aantal gebouwen;"Leens; vh; weg Mensingew. n Schouwerzijl";24
452;Totaal aantal gebouwen;"Leens; vh; w. v Roodehaan n Schouwerzijl";13
453;Totaal aantal gebouwen;"Leens; vh; Ld weg vd Hoorn n. Warfhuizen";14
454;Totaal aantal gebouwen;"Leens; vh; L/d weg v. Leens n. Zuurdijk";22
455;Totaal aantal gebouwen;"Leens; verspreide huizen; Nabij Electra";2
456;Totaal aantal gebouwen;"Leens; overige verspreide huizen";147
457;Totaal aantal gebouwen;"Loppersum; totaal";1832
458;Totaal aantal gebouwen;"Loppersum; bewoonde oorden; Loppersum";753
459;Totaal aantal gebouwen;"Loppersum; bewoonde oorden; Garrelsweer";226
460;Totaal aantal gebouwen;"Loppersum; bewoonde oorden; Wirdum";174
461;Totaal aantal gebouwen;"Loppersum; bew. oorden; Wirdumerdraai";85
462;Totaal aantal gebouwen;"Loppersum; bew. oorden; Eekweerderdraai";57
463;Totaal aantal gebouwen;"Loppersum; bew. oorden; Winneweer (ged.)";9
464;Totaal aantal gebouwen;"Loppersum; bo; Overschild (ged.)";49
465;Totaal aantal gebouwen;"Loppersum; vh; Buurtschap Eekwerd";25
466;Totaal aantal gebouwen;"Loppersum; vh; Buurtschap Boschweg";18
467;Totaal aantal gebouwen;"Loppersum; vh; Buurtschap Meerum";20
468;Totaal aantal gebouwen;"Loppersum; vh; Buurtschap Hoeksmeer";62
469;Totaal aantal gebouwen;"Loppersum; vh; Buurtschap Wirdumermeeden";46
470;Totaal aantal gebouwen;"Loppersum; overige verspreide huizen";308
471;Totaal aantal gebouwen;"Marum; totaal";3209
472;Totaal aantal gebouwen;"Marum; bo; Marechausséekazerne";2
473;Totaal aantal gebouwen;"Marum; bewoonde oorden; Marum, ov.";586
474;Totaal aantal gebouwen;"Marum; bo; Nuis, Werkhuis der N.H. Gem.";2
475;Totaal aantal gebouwen;"Marum; bewoonde oorden; Nuis, ov.";222
476;Totaal aantal gebouwen;"Marum; bewoonde oorden; Niebert";256
477;Totaal aantal gebouwen;"Marum; bo; Wilp (ged.)";596
478;Totaal aantal gebouwen;"Marum; bewoonde oorden; Noordwijk";227
479;Totaal aantal gebouwen;"Marum; bewoonde oorden; Boerakker (ged.)";147
480;Totaal aantal gebouwen;"Marum; bewoonde oorden; Hamrik";44
481;Totaal aantal gebouwen;"Marum; bewoonde oorden; De Haar";146
482;Totaal aantal gebouwen;"Marum; bew. oorden; Zevenhuizen (ged.)";161
483;Totaal aantal gebouwen;"Marum; vh; Buurtschap Lucaswolde";169
484;Totaal aantal gebouwen;"Marum; verspreide huizen; Onder Marum";226
485;Totaal aantal gebouwen;"Marum; verspreide huizen; Onder Nuis";120
486;Totaal aantal gebouwen;"Marum; verspreide huizen; Onder Niebert";173
487;Totaal aantal gebouwen;"Marum; verspr. huizen; Onder Zevenhuizen";30
488;Totaal aantal gebouwen;"Marum; verspr. huizen; Onder Noordwijk";61
489;Totaal aantal gebouwen;"Marum; verspreide huizen; Onder Wilp";41
490;Totaal aantal gebouwen;"Meeden; totaal";832
491;Totaal aantal gebouwen;"Meeden; bewoonde oorden; Meeden";600
492;Totaal aantal gebouwen;"Meeden; bew. oorden; Beneden-Veensloot";133
493;Totaal aantal gebouwen;"Meeden; bewoonde oorden; Boven-Veensloot";44
494;Totaal aantal gebouwen;"Meeden; bew. oorden; Bovenstreek (ged.)";31
495;Totaal aantal gebouwen;"Meeden; bew. oorden; Duurkenakker (ged.)";14
496;Totaal aantal gebouwen;"Meeden; bewoonde oorden; Meedenerveen";5
497;Totaal aantal gebouwen;"Meeden; verspreide huizen";5
498;Totaal aantal gebouwen;"Middelstum; totaal";1317
499;Totaal aantal gebouwen;"Middelstum; bewoonde oorden; Middelstum";650
500;Totaal aantal gebouwen;"Middelstum; bewoonde oorden; Huizinge";109
501;Totaal aantal gebouwen;"Middelstum; bew. oorden; Westerwijtwerd";88
502;Totaal aantal gebouwen;"Middelstum; bewoonde oorden; Toornwerd";65
503;Totaal aantal gebouwen;"Middelstum; bewoonde oorden; Fraamklap";48
504;Totaal aantal gebouwen;"Middelstum; bew. oorden; Kantens (ged.)";17
505;Totaal aantal gebouwen;"Middelstum; verspreide huizen";340
506;Totaal aantal gebouwen;"Midwolda; totaal";2830
507;Totaal aantal gebouwen;"Midwolda; bo; Armwerkhuis";2
508;Totaal aantal gebouwen;"Midwolda; bo; ov.";1149
509;Totaal aantal gebouwen;"Midwolda; bo; Oostwold";830
510;Totaal aantal gebouwen;"Midwolda; bew. oorden; Oostwolderpolder";62
511;Totaal aantal gebouwen;"Midwolda; bo; Meerland, Meerland-Str.weg";200
512;Totaal aantal gebouwen;"Midwolda; bo; Meerland, Meerland-Gr.weg";161
513;Totaal aantal gebouwen;"Midwolda; bewoonde oorden; Eekamp (ged.)";112
514;Totaal aantal gebouwen;"Midwolda; bo; Scheemdermeer (ged.)";123
515;Totaal aantal gebouwen;"Midwolda; bewoonde oorden; Niesoord";93
516;Totaal aantal gebouwen;"Midwolda; vh; Gehucht Geereweg";8
517;Totaal aantal gebouwen;"Midwolda; verspreide huizen; Oudekerk";8
518;Totaal aantal gebouwen;"Midwolda; verspr. huizen; Onder Midwolda";55
519;Totaal aantal gebouwen;"Midwolda; verspr. huizen; Onder Oostwold";27
520;Totaal aantal gebouwen;"Muntendam; totaal";1416
521;Totaal aantal gebouwen;"Muntendam; bo; Borgercompagnie (ged.)";78
522;Totaal aantal gebouwen;"Muntendam; bo; Tripscompagnie (ged.)";146
523;Totaal aantal gebouwen;"Muntendam; bo; Armen- en Werkh.";2
524;Totaal aantal gebouwen;"Muntendam; bo; Marech.kaz.";2
525;Totaal aantal gebouwen;"Muntendam; bew. oorden; Muntendam, ov.";907
526;Totaal aantal gebouwen;"Muntendam; bew. oorden; Tusschenklappen";95
527;Totaal aantal gebouwen;"Muntendam; bo; Duurkenakker (ged.)";64
528;Totaal aantal gebouwen;"Muntendam; bewoonde oorden; Oude Verlaat";56
529;Totaal aantal gebouwen;"Muntendam; verspr. huizen; In het Veen";38
530;Totaal aantal gebouwen;"Muntendam; overige verspreide huizen";28
531;Totaal aantal gebouwen;"Nieuwe Pekela; totaal";1932
532;Totaal aantal gebouwen;"Nieuwe Pekela; bo; Nw-Pekela, Mar.kaz.";1
533;Totaal aantal gebouwen;"Nieuwe Pekela; bo; Nieuwe-Pekela, ov.";1414
534;Totaal aantal gebouwen;"Nieuwe Pekela; bo; Zuiderkolonie";118
535;Totaal aantal gebouwen;"Nieuwe Pekela; bo; Noorderkolonie";45
536;Totaal aantal gebouwen;"Nieuwe Pekela; bew. oorden; Hoetmansmeer";23
537;Totaal aantal gebouwen;"Nieuwe Pekela; bew. oorden; Wilde Plaats";20
538;Totaal aantal gebouwen;"Nieuwe Pekela; bew. oorden; Dwarsdiep";32
539;Totaal aantal gebouwen;"Nieuwe Pekela; bew. oorden; Kruizelwerk";20
540;Totaal aantal gebouwen;"Nieuwe Pekela; bewoonde oorden; Alteveer";21
541;Totaal aantal gebouwen;"Nieuwe Pekela; bo; Eigenhaardstraat";10
542;Totaal aantal gebouwen;"Nieuwe Pekela; vh; L/d Zuidwendingerweg";52
543;Totaal aantal gebouwen;"Nieuwe Pekela; vh; L/d Onstwedderweg";78
544;Totaal aantal gebouwen;"Nieuwe Pekela; vh; Langs de Doorsnede";37
545;Totaal aantal gebouwen;"Nieuwe Pekela; vh; I/d N. Zuideraanleg";16
546;Totaal aantal gebouwen;"Nieuwe Pekela; overige verspreide huizen";45
547;Totaal aantal gebouwen;"Nieuweschans; totaal";760
548;Totaal aantal gebouwen;"Nieuweschans; bo; Nieuwe-Schans, Mar.kaz";3
549;Totaal aantal gebouwen;"Nieuweschans; bo; Arm- en Werkh.";1
550;Totaal aantal gebouwen;"Nieuweschans; bo; Nieuwe-Schans, ov.";433
551;Totaal aantal gebouwen;"Nieuweschans; bo; Oudezijl (ged.)";231
552;Totaal aantal gebouwen;"Nieuweschans; bewoonde oorden; Hamdijk";43
553;Totaal aantal gebouwen;"Nieuweschans; bew. oorden; Boneschans";21
554;Totaal aantal gebouwen;"Nieuweschans; vh; Bij Tutjeshut";12
555;Totaal aantal gebouwen;"Nieuweschans; overige verspreide huizen";16
556;Totaal aantal gebouwen;"Nieuwolda; totaal";847
557;Totaal aantal gebouwen;"Nieuwolda; bo; Gemeentelijk armenh.";0
558;Totaal aantal gebouwen;"Nieuwolda; bo; Marech.kaz.";1
559;Totaal aantal gebouwen;"Nieuwolda; bew. oorden; Nieuwolda, ov.";369
560;Totaal aantal gebouwen;"Nieuwolda; bewoonde oorden; Westeind";180
561;Totaal aantal gebouwen;"Nieuwolda; bewoonde oorden; Oosteind";136
562;Totaal aantal gebouwen;"Nieuwolda; bew. oorden; 't Waar (ged.)";10
563;Totaal aantal gebouwen;"Nieuwolda; bew. oorden; Oostwolderhamrik";30
564;Totaal aantal gebouwen;"Nieuwolda; vh; In Binnen A.E.";12
565;Totaal aantal gebouwen;"Nieuwolda; vh; Bij Scheveklap";5
566;Totaal aantal gebouwen;"Nieuwolda; vh; I/d Finsterwolderpolder";57
567;Totaal aantal gebouwen;"Nieuwolda; overige verspreide huizen";47
568;Totaal aantal gebouwen;"Oldehove; totaal";1121
569;Totaal aantal gebouwen;"Oldehove; bewoonde oorden; Oldehove";288
570;Totaal aantal gebouwen;"Oldehove; bewoonde oorden; Niehove";137
571;Totaal aantal gebouwen;"Oldehove; bewoonde oorden; Saaksum";85
572;Totaal aantal gebouwen;"Oldehove; bew. oorden; Kommerzijl (ged.)";103
573;Totaal aantal gebouwen;"Oldehove; bewoonde oorden; Lauwerzijl";51
574;Totaal aantal gebouwen;"Oldehove; verspreide huizen";457
575;Totaal aantal gebouwen;"Oldekerk; totaal";657
576;Totaal aantal gebouwen;"Oldekerk; bewoonde oorden; Niekerk";219
577;Totaal aantal gebouwen;"Oldekerk; bewoonde oorden; Oldekerk";49
578;Totaal aantal gebouwen;"Oldekerk; bewoonde oorden; Faan";51
579;Totaal aantal gebouwen;"Oldekerk; bewoonde oorden; De Wijk";27
580;Totaal aantal gebouwen;"Oldekerk; bewoonde oorden; Oosterzand";43
581;Totaal aantal gebouwen;"Oldekerk; bewoonde oorden; Eekeburen";69
582;Totaal aantal gebouwen;"Oldekerk; bewoonde oorden; Kuzemer";30
583;Totaal aantal gebouwen;"Oldekerk; bo; Kuzemerbalk (ged.)";12
584;Totaal aantal gebouwen;"Oldekerk; bewoonde oorden; Smidshorn";11
585;Totaal aantal gebouwen;"Oldekerk; verspreide huizen";146
586;Totaal aantal gebouwen;"Oude Pekela; totaal";2277
587;Totaal aantal gebouwen;"Oude Pekela; bo; Armh. der N.H. Gem.";2
588;Totaal aantal gebouwen;"Oude Pekela; bo; Oude-Pekela, ov.";1903
589;Totaal aantal gebouwen;"Oude Pekela; bewoonde oorden; Bronsveen";99
590;Totaal aantal gebouwen;"Oude Pekela; vh; 2de Noorderpolder";127
591;Totaal aantal gebouwen;"Oude Pekela; verspr. huizen; Noodvlucht";98
592;Totaal aantal gebouwen;"Oude Pekela; overige verspreide huizen";48
593;Totaal aantal gebouwen;"Scheemda; totaal";2538
594;Totaal aantal gebouwen;"Scheemda; bo; Armengasthuis";3
595;Totaal aantal gebouwen;"Scheemda; bewoonde oorden; Scheemda, ov.";563
596;Totaal aantal gebouwen;"Scheemda; bewoonde oorden; Eexta";516
597;Totaal aantal gebouwen;"Scheemda; bewoonde oorden; Westerlee";413
598;Totaal aantal gebouwen;"Scheemda; bewoonde oorden; Heiligerlee";302
599;Totaal aantal gebouwen;"Scheemda; bew. oorden; Nieuw-Scheemda";215
600;Totaal aantal gebouwen;"Scheemda; bew. oorden; 't Waar (ged.)";144
601;Totaal aantal gebouwen;"Scheemda; bew. oorden; Scheemderzwaag";51
602;Totaal aantal gebouwen;"Scheemda; bo; Scheemdermeer (ged.)";16
603;Totaal aantal gebouwen;"Scheemda; bewoonde oorden; Tranendal";31
604;Totaal aantal gebouwen;"Scheemda; bewoonde oorden; Napels";22
605;Totaal aantal gebouwen;"Scheemda; bo; Bovenstreek (ged.)";11
606;Totaal aantal gebouwen;"Scheemda; vh; Bs. Westerleescheveen";126
607;Totaal aantal gebouwen;"Scheemda; vh; L/d Pelmolenlaan Eexta";13
608;Totaal aantal gebouwen;"Scheemda; vh; Langs den Trekweg Eexta";13
609;Totaal aantal gebouwen;"Scheemda; vh; L/d Vogelzangsterweg Eexta";15
610;Totaal aantal gebouwen;"Scheemda; vh; Verl. Eexterweg Westerlee";3
611;Totaal aantal gebouwen;"Scheemda; vh; Lh Zijldiep Nieuw-Scheemda";21
612;Totaal aantal gebouwen;"Scheemda; vh; Rechtervalst.w Nw-Scheemda";9
613;Totaal aantal gebouwen;"Scheemda; vh; Ld Zwaagweg Nieuw-Scheemda";7
614;Totaal aantal gebouwen;"Scheemda; vh; Scheemderzwaag Scheemda";17
615;Totaal aantal gebouwen;"Scheemda; overige verspreide huizen";27
616;Totaal aantal gebouwen;"Slochteren; totaal";5919
617;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Oostwold";56
618;Totaal aantal gebouwen;"Slochteren; bo; Siddeburen";945
619;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Wilderhof";79
620;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Tjuchem";160
621;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Steendam";42
622;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Hellum";313
623;Totaal aantal gebouwen;"Slochteren; bo; Schildwolde (met Zanden)";731
624;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Denemarken";32
625;Totaal aantal gebouwen;"Slochteren; bo; Burgerlijk armh.";2
626;Totaal aantal gebouwen;"Slochteren; bo; ov.";830
627;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Ruiten";22
628;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Schaaphok";27
629;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Foxham";228
630;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Borgweg";121
631;Totaal aantal gebouwen;"Slochteren; bo; Kolham";661
632;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Scharmer";297
633;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Woudbloem";47
634;Totaal aantal gebouwen;"Slochteren; bo; Hamweg (met Lageland)";208
635;Totaal aantal gebouwen;"Slochteren; bewoonde oorden; Harkstede";263
636;Totaal aantal gebouwen;"Slochteren; bo; Klein Harkstede (ged.)";79
637;Totaal aantal gebouwen;"Slochteren; vh; Siddebuursterveen";118
638;Totaal aantal gebouwen;"Slochteren; verspr. huizen; Oosterweeren";53
639;Totaal aantal gebouwen;"Slochteren; verspreide huizen; Gaarland";30
640;Totaal aantal gebouwen;"Slochteren; verspreide huizen; Paauwen";138
641;Totaal aantal gebouwen;"Slochteren; vh; Overschild (ged.)";169
642;Totaal aantal gebouwen;"Slochteren; verspreide huizen; De Hole";10
643;Totaal aantal gebouwen;"Slochteren; verspreide huizen; Laskwerd";20
644;Totaal aantal gebouwen;"Slochteren; vh; L/d Meenteweg";20
645;Totaal aantal gebouwen;"Slochteren; vh; L/d Slochtermeenteweg";2
646;Totaal aantal gebouwen;"Slochteren; vh; L/h Slochterdiep";28
647;Totaal aantal gebouwen;"Slochteren; vh; Langs den Graauwedijk";21
648;Totaal aantal gebouwen;"Slochteren; verspr. huizen; Hooghammen";17
649;Totaal aantal gebouwen;"Slochteren; verspreide huizen; Luddeweer";14
650;Totaal aantal gebouwen;"Slochteren; verspr. huizen; 't Hooiland";41
651;Totaal aantal gebouwen;"Slochteren; vh; L/d Hamweg";30
652;Totaal aantal gebouwen;"Slochteren; verspreide huizen; Roeksweer";6
653;Totaal aantal gebouwen;"Slochteren; vh; Langs het Schildmeer";6
654;Totaal aantal gebouwen;"Slochteren; verspr. huizen; Onder Hellum";19
655;Totaal aantal gebouwen;"Slochteren; verspr. huizen; Onder Kolham";2
656;Totaal aantal gebouwen;"Slochteren; vh; Onder Scharmer";16
657;Totaal aantal gebouwen;"Slochteren; vh; Onder Harkstede";16
658;Totaal aantal gebouwen;"Stedum; totaal";1047
659;Totaal aantal gebouwen;"Stedum; bewoonde oorden; Stedum";408
660;Totaal aantal gebouwen;"Stedum; bewoonde oorden; Westeremden";237
661;Totaal aantal gebouwen;"Stedum; bew. oorden; Garsthuizen (ged.)";147
662;Totaal aantal gebouwen;"Stedum; verspreide huizen; Bij De Vennen";14
663;Totaal aantal gebouwen;"Stedum; vh; Bij Lutjewijtwerd";33
664;Totaal aantal gebouwen;"Stedum; verspr. huizen; Bij Krangeweer";35
665;Totaal aantal gebouwen;"Stedum; verspreide huizen; Bij De Weer";22
666;Totaal aantal gebouwen;"Stedum; vh; Aan den weg naar Vierburen";27
667;Totaal aantal gebouwen;"Stedum; vh; weg v Westeremden n Huizinge";19
668;Totaal aantal gebouwen;"Stedum; vh; w Garsthuizen n Westeremden";18
669;Totaal aantal gebouwen;"Stedum; vh; Aan den Dijkumerweg";30
670;Totaal aantal gebouwen;"Stedum; overige verspreide huizen";57
671;Totaal aantal gebouwen;"Termunten; totaal";1288
672;Totaal aantal gebouwen;"Termunten; bewoonde oorden; Termunten";162
673;Totaal aantal gebouwen;"Termunten; bewoonde oorden; Borgsweer";54
