ID;Geslacht;Woonvorm;Regio;AantalBewoners_1
5588;Totaal mannen en vrouwen;Totaal alle woonvormen;"IJsselstein; bew. oorden; Achtersloot";561
5589;Totaal mannen en vrouwen;Totaal alle woonvormen;"IJsselstein; bo; Achthoven (ged.)";76
5590;Totaal mannen en vrouwen;Totaal alle woonvormen;"IJsselstein; bo; Eiteren, St.Josephgest.";9
5591;Totaal mannen en vrouwen;Totaal alle woonvormen;"IJsselstein; bew. oorden; Eiteren, ov.";280
5592;Totaal mannen en vrouwen;Totaal alle woonvormen;"IJsselstein; vh; Zuid-IJsseldijk";40
5593;Totaal mannen en vrouwen;Totaal alle woonvormen;"IJsselstein; vh; Noord-IJsseldijk";188
5594;Totaal mannen en vrouwen;Totaal alle woonvormen;"IJsselstein; verspreide huizen; Hoogland";68
5595;Totaal mannen en vrouwen;Totaal alle woonvormen;"IJsselstein; verspr. huizen; Lagendijk";85
5596;Totaal mannen en vrouwen;Totaal alle woonvormen;"IJsselstein; vh; Hooge Biezen";119
5597;Totaal mannen en vrouwen;Totaal alle woonvormen;"IJsselstein; overige verspreide huizen";69
5598;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zegveld; totaal";1183
5599;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zegveld; bewoonde oorden; Zegveld";769
5600;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zegveld; bewoonde oorden; Lagenbroek";204
5601;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zegveld; bewoonde oorden; Meije (ged.)";175
5602;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zegveld; verspreide huizen; Meijekade";35
5603;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; totaal";24754
5604;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; N.H. Kerk, oude mn. en vr.h.";47
5605;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Alg. Ziekenverpl.";20
5606;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Rijksopv.gest. voor meisjes";83
5607;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Chr. Blindeninst. ""Bartimëus""";50
5608;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Int. Jongenssch. Ev. Br.gem.";9
5609;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Kinderheim";17
5610;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Int. meisjessch. Ev. Br.gem.";32
5611;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Zusterh. Evang. Broedergem.";20
5612;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Chr. San. voor zenuwlijders";87
5613;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Herstellingsoord Zr. Treffers";5
5614;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Protestantsch weeshuis";9
5615;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Mariaoord";35
5616;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; (met Siberië), Bethanië";11
5617;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; (met Siberië), ov.";19384
5618;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Blindeninst. Pr. Alexanderst.";73
5619;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Huis ter Heide, Johannesst.";303
5620;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bew. oorden; Huis ter Heide, ov.";782
5621;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bew. oorden; Soesterberg (ged.)";11
5622;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Bosch en Duin, ""H. id Dennen""";13
5623;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Bosch en Duin, ""De Schakel""";6
5624;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bew. oorden; Bosch en Duin, ov.";216
5625;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Den Dolder, ""De Harsthulst""";10
5626;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bo; Den Dolder, ""W. Arntsz Hoeve""";942
5627;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bewoonde oorden; Den Dolder, ov.";842
5628;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; bewoonde oorden; Austerlitz";424
5629;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Krakelingw, Int. Chr. Lyceum";82
5630;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Krakelingweg, ov.";33
5631;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Koppelweg";116
5632;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Utrechtscheweg";19
5633;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Austerlitzscheweg";22
5634;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Oude Postweg";61
5635;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Woudenbergscheweg";102
5636;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Amersfoortscheweg";14
5637;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Baarnscheweg";57
5638;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Biltscheweg";33
5639;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Paltzerweg";24
5640;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs de Taveernelaan";45
5641;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs de Tolhuislaan";16
5642;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs de Blikkenburgerlaan";11
5643;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs de Bunsinglaan";32
5644;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Driebergscheweg";108
5645;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Odijkerweg";227
5646;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Tiendweg";33
5647;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Dolderscheweg";15
5648;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Ld Soestdijkerw., ""Vredeoord""";19
5649;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Conferentieh. Jongelingsverb.";5
5650;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; vh; Langs den Soestdijkerweg, ov.";59
5651;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; ov. verspr. huizen, Bethanië";0
5652;Totaal mannen en vrouwen;Totaal alle woonvormen;"Zeist; overige verspreide huizen, ov.";190
5653;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; totaal";8567
5654;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; bo; Teh. voor ouden van dagen";48
5655;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; bo; (Streekd.) Carmelieten kl.";6
5656;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; bo; (Streekdorp) ov.";6627
5657;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; bewoonde oorden; Kudelstaart";806
5658;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; bewoonde oorden; Kalslagen";130
5659;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; vh; In den Schinkelpolder";136
5660;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; vh; I/d Oosteinderpoelpolder";478
5661;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; vh; In den Stommeerpolder";86
5662;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; vh; In den Hornmeerpolder";59
5663;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; vh; In den Zuiderlegmeerpolder";121
5664;Totaal mannen en vrouwen;Totaal alle woonvormen;"Aalsmeer; overige verspreide huizen";70
5665;Totaal mannen en vrouwen;Totaal alle woonvormen;"Abbekerk; totaal";768
5666;Totaal mannen en vrouwen;Totaal alle woonvormen;"Abbekerk; bewoonde oorden; Abbekerk";341
5667;Totaal mannen en vrouwen;Totaal alle woonvormen;"Abbekerk; bo; Lambertschaag (ged.)";152
5668;Totaal mannen en vrouwen;Totaal alle woonvormen;"Abbekerk; bewoonde oorden; Weere (ged.)";220
5669;Totaal mannen en vrouwen;Totaal alle woonvormen;"Abbekerk; verspreide huizen; Bennemeer";34
5670;Totaal mannen en vrouwen;Totaal alle woonvormen;"Abbekerk; verspreide huizen; Koppershorn";21
5671;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; totaal";2004
5672;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; bewoonde oorden; Akersloot";1010
5673;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; bewoonde oorden; Starting";41
5674;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; bewoonde oorden; Sluisbuurt";86
5675;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; bewoonde oorden; Boekel";40
5676;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; bewoonde oorden; Hoorne";47
5677;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; bewoonde oorden; Woude";70
5678;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; bewoonde oorden; Stierop";18
5679;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; verspreide huizen; Starnmeer";80
5680;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; verspr. huizen; Kogerpolder";64
5681;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; verspreide huizen; Schermer";334
5682;Totaal mannen en vrouwen;Totaal alle woonvormen;"Akersloot; overige verspreide huizen";214
5683;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; totaal";28305
5684;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bew. oorden; Alkmaar, Karenhuis";52
5685;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; N.H. Diaconie";68
5686;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; O.L.V.st.";35
5687;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; St. Elisabeth-Ziekenh.";113
5688;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Stads-Ziekenhuis";92
5689;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Huis van Bewaring";3
5690;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Piusgesticht";103
5691;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Burgerweeshuis";18
5692;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Huize Saint Louis";17
5693;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Huize Augustinus";46
5694;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Provenh. van Zessen";15
5695;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Provenh. Johan v. Nordingen";10
5696;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Provenh. L. van Oosthoorn";4
5697;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Provenh. Helena v.Oosthoorn";4
5698;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Provenh. van Bijleveld";3
5699;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Provenh. Mr. C. van Eyk";7
5700;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Provenh. G. Wildeman";24
5701;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Provenh. M. Splinter";8
5702;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Provenh. Paling & v Foreest";45
5703;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Provenh. E. v.d. Nijenburgh";9
5704;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bo; Provenhuis, ov.";26728
5705;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; bewoonde oorden; Omval";235
5706;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; vh; Langs den Westerweg";154
5707;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; verspr. huizen; De Heiloerdijk";60
5708;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; vh; De Schermeer (Westdijk)";138
5709;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; verspreide huizen; De Hoeverweg";41
5710;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; vh; Lh Noordholl. Kanaal (Z.Z.)";92
5711;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; vh; Huisw.- en Oosterweezenpld.";56
5712;Totaal mannen en vrouwen;Totaal alle woonvormen;"Alkmaar; overige verspreide huizen";125
5713;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; totaal";757386
5714;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; 2e compie Politietroepen";5
5715;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Binnen Gasth.";325
5716;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Mariaschool";17
5717;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; R.K. Maagdenh.";112
5718;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Moederh. ""Bethaniën""";12
5719;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Burger Weesh.";90
5720;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Metropool"" (L. d. Heils)";77
5721;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Gest. ""Vredenburgh""";49
5722;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Ned. Isr. Jongensweesh.";74
5723;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; P-Isr. Oude M. en Vr. h.";9
5724;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Suassost.";10
5725;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Marinekazerne";128
5726;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Gerardus Majellaschool";21
5727;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Rijkskleedingmagazijn";5
5728;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Militaire Bakkerij";10
5729;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Matrozeninst. ""Pollux""";38
5730;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Zeemanshuis";80
5731;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Hulp v. Onbehuisden""";51
5732;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Kweekschool v/d Zeevaart";135
5733;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Leger des Heils""";113
5734;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Oranje Nassaukaz.";29
5735;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Beth San""";11
5736;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Inst. Franc. Zend. Maria";40
5737;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Oude M. Vr. hs. Ger. Kerk";97
5738;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Ned. Isr. Meisjesweesh.";76
5739;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Gest. P-Isr. Oude lieden";15
5740;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Huize ""Zonnehoek""";68
5741;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Huize ""Beth Schalom""";53
5742;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Bereden Afd. Politietr.";42
5743;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Port. Isr. Jongensweesh.";18
5744;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; P-Isr. Zieken- en O.Vr.h.";42
5745;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Barbarahofje";115
5746;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Hubertusvereeniging";44
5747;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""St. Jacob""";398
5748;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Gebouw van Barmhartigheid";51
5749;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Bestedel.h. der N.H. Gem.";37
5750;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; v. Brant's Rusthofje";31
5751;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Corvershof";43
5752;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Ev. Luth. O.M. en Vr. h.";169
5753;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Fedderst.";12
5754;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Fernandus Nunesgest.";12
5755;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; van Limmikst.";40
5756;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Magda. Hodshonst.";24
5757;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Oude Mannen- en Vrouwenh.";497
5758;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; N-Isr. OM.,Vr. & Ziekenh.";341
5759;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Port. Isr. Meisjesweesh.";10
5760;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Stedelijk Armenh.";1065
5761;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Antoni v. Leeuwenhoekh.";29
5762;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Emma Kinderziekenh.";56
5763;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Garnizoenscommandant";4
5764;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""De Joodsche Invalide""";223
5765;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Rijkskleedingmagazijn";6
5766;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Rijksmag. v. Geneesmidd.";7
5767;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Spinoza-kliniek""";18
5768;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Brentano's St. Ouderd.""";73
5769;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Falckhuis""";9
5770;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Het Swigtershof";19
5771;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Evang. Luth. Weesh.";29
5772;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Gijsbert Bakkerst.";28
5773;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Looijershofje";22
5774;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Willem H. Hilmanst.";22
5775;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Hodshon Dedelhofje";22
5776;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""De Nooteboomen Uitkijk""";9
5777;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Weesh. Waalsch. Herv. Gem";33
5778;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Deutzenhofje";23
5779;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Grillshofje";16
5780;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Beth Palet""";44
5781;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Piusgest.";67
5782;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Wilhelminahuis";3
5783;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Ziekenverpl.";64
5784;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Huis van Bewaring";0
5785;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Past. en Kl.""H. Ignatius""";15
5786;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Rijpenhofje";21
5787;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Rozenhofje";55
5788;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Gest. ""Venetiae""";33
5789;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; R.K. Jongensweesh.";147
5790;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""De Voorzienigheid""";416
5791;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Aloysiusgest.";99
5792;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Hofje vd Wed. Roosen";8
5793;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Diac. Weesh. d. N.H. Gem.";132
5794;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Amst. Teh. v. Arbeiders";358
5795;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Bernardusgest.";305
5796;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Inr.v. Stadsbestedelingen";59
5797;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Liefde is het Fondament""";22
5798;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Het Nieuwe Suikerhofje";20
5799;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Anna Vereeniging";66
5800;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Redemptoristenkerk";27
5801;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Kl. ""Christo Regi""";12
5802;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Sint Adrieshofje";38
5803;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Hamer en Bouwershof";30
5804;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Reijer Anslohofje";9
5805;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""de Zeven Keurvorsten""";25
5806;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; van Beeckshofje";4
5807;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Regenboogsliefdehofje";54
5808;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Trompettershofje";4
5809;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Kl. der Paters Capucijnen";10
5810;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Huiszitten Weduwenhof";84
5811;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Suijckerhof";19
5812;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Bosschehofje";8
5813;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Rapenhofje";11
5814;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Lindenhofje";93
5815;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Sint Agnesvereeniging";56
5816;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Vrije Universiteit";32
5817;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; v.Brienenshofje ""de Star""";69
5818;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Geloof Hoop en Liefde""";3
5819;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Kl. Priesters vh H. Hart";7
5820;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; RK Jongenssch ""St. Louis""";22
5821;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Sint Joannes de Deo";67
5822;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Sint Liduinast.";35
5823;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Zonshofje";30
5824;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Oude Mn.-, Vr.- en Weesh.";109
5825;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Sint Antoniagest.";35
5826;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Moenshofje";8
5827;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Rosakl.";35
5828;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Jozefsh. ""St. Theresia""";91
5829;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Josephgezellenvereeniging";57
5830;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; St. Vincentiusgest.";29
5831;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""Gest. v. Volw. Blinden""";36
5832;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Henriettehofje";12
5833;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Boerhaavekl. met Zusterh.";62
5834;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; R.K. H.B.S. en Gymnasium";33
5835;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Nieuwe Huishoudschool";22
5836;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; R.K. Sch. v/d H. Johannes";34
5837;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Amst. Persisvereeniging";53
5838;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; In Omnibus Charitas";11
5839;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; ""St. Franciscus""";16
5840;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Centr. Isr Ziekenverpl.";40
5841;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; R.K. Lyceum voor Meisjes";87
5842;Totaal mannen en vrouwen;Totaal alle woonvormen;"Amsterdam; bo; Huize ""Lydia""";168
