ID;Geslacht;Woonvorm;Regio;AantalBewoners_1
8797;Totaal mannen en vrouwen;Totaal alle woonvormen;"Goes; bewoonde oorden; Goes, Weeshuis";18
8798;Totaal mannen en vrouwen;Totaal alle woonvormen;"Goes; bewoonde oorden; Goes, ov.";8813
8799;Totaal mannen en vrouwen;Totaal alle woonvormen;"Goes; verspreide huizen";159
8800;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; totaal";1979
8801;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; bew. oorden; Graauw";740
8802;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; bew. oorden; Paal";410
8803;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; bo; Duivenhoek (gd)";33
8804;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; bo; Scheldevaartsh.";101
8805;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; bo; Roversberg (gd)";0
8806;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; bo; Zandberg";150
8807;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; bo; Krabbenhoek";68
8808;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; bo; Jagertje (ged.)";74
8809;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; bo; Verkorting";53
8810;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; vh; Langendampolder";45
8811;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; vh; W. Hendrikpld.";169
8812;Totaal mannen en vrouwen;Totaal alle woonvormen;"Graauw en Langendam; ov. verspr. huizen";136
8813;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Gravenpolder; totaal";1124
8814;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Gravenpolder; bo; 's-Gravenpolder";930
8815;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Gravenpolder; verspreide huizen";194
8816;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; totaal";2308
8817;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; bewoonde oorden; Groede";861
8818;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; bewoonde oorden; Kruisdijk";150
8819;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; bew. oorden; Kruishoofd (ged.)";61
8820;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; bewoonde oorden; Marollenput";38
8821;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; bewoonde oorden; Boerenhol";192
8822;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; bew. oorden; Nieuwvliet (ged.)";223
8823;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; bew. oorden; Scherpbier (ged.)";6
8824;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; bewoonde oorden; Rijksweg";70
8825;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; vh; Nieuwe Groedschepolder";26
8826;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; vh; Oude Groedschepolder";30
8827;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; vh; Groote Corneliapolder";29
8828;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; verspreide huizen; Steenen Heul";15
8829;Totaal mannen en vrouwen;Totaal alle woonvormen;"Groede; overige verspreide huizen";607
8830;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Abtskerke; totaal";446
8831;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Abtskerke; bo; 's-Heer-Abtskerke";130
8832;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Abtskerke; bo; Sinoutskerke";30
8833;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Abtskerke; bo; Baarsdorp";24
8834;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Abtskerke; vh; O. 's-Heer-Abtsk.";118
8835;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Abtskerke; vh; Ond. Sinoutskerke";41
8836;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Abtskerke; vh; Onder Baarsdorp";103
8837;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; totaal";3961
8838;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; bo; 's-Hr-Arendsk.";609
8839;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; bo; 's-H-Hendriksk.";315
8840;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; bo; Wissekerke";130
8841;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; bo; Eindewege";259
8842;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; bo; Graszode";63
8843;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; bo; Knaphof";32
8844;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; bo; Nieuwdorp";870
8845;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; bo; Lewedorp";174
8846;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; vh; In Wijk C";13
8847;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; vh; In Wijk D";36
8848;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; vh; In Wijk F";140
8849;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; vh; O Kraaijertpld.";197
8850;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; vh; Nw Kraaijertpld.";288
8851;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; vh; W-Kraaijertpld.";280
8852;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; vh; I/d Schengepld.";39
8853;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; vh; N-Kraaijertpld.";124
8854;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; vh; Nw W-Kraaijertp.";142
8855;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; vh; Z-Kraaijertpld.";115
8856;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; vh; I/d Jacobpolder";103
8857;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heer-Arendskerke; ov. verspr. huizen";32
8858;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; totaal";1281
8859;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; bo; Kl. Eerw. Zrs Francisc";10
8860;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; bo; 's Heerenhoek, ov.";901
8861;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; bewoonde oorden; Driedijk";15
8862;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; bew. oorden; Rijkebuurt";112
8863;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; vh; Aan de Werrilaan";67
8864;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; vh; A/d Goesschestraatweg";54
8865;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; vh; Aan den Nassauweg";21
8866;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; vh; Aan den Beeldhoeveweg";26
8867;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; vh; A/d Ovezandscheweg";6
8868;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; vh; Aan den Vleugelhofweg";25
8869;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; vh; Aan den Groeneweg";12
8870;Totaal mannen en vrouwen;Totaal alle woonvormen;"s-Heerenhoek; vh; Aan de Stooflaan";32
8871;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heinkenszand; totaal";1898
8872;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heinkenszand; bew. oorden; Heinkenszand";1272
8873;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heinkenszand; bewoonde oorden; Oudelande";143
8874;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heinkenszand; vh; Noordlandpolder";49
8875;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heinkenszand; vh; Stellepolder";42
8876;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heinkenszand; vh; Oudekamerpolder";25
8877;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heinkenszand; vh; Louisepolder";29
8878;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heinkenszand; vh; Oudelandschepolder";102
8879;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heinkenszand; vh; Buurtschap Vlaandertje";73
8880;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heinkenszand; vh; Bs. Rietebosschen";50
8881;Totaal mannen en vrouwen;Totaal alle woonvormen;"Heinkenszand; overige verspreide huizen";113
8882;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoedekenskerke; totaal";1395
8883;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoedekenskerke; bo; Hoedekenskerke";572
8884;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoedekenskerke; bo; Kwadend., Ludwinag.";10
8885;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoedekenskerke; bo; Kwadendamme, ov.";281
8886;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoedekenskerke; bew. oorden; Langeweg";229
8887;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoedekenskerke; verspreide huizen";303
8888;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; totaal";2714
8889;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; bewoonde oorden; Hoek";1207
8890;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; bewoonde oorden; Boerengat";162
8891;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; bewoonde oorden; Hasjesstraat";54
8892;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; bewoonde oorden; Knol";115
8893;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; bewoonde oorden; Mauritsfort";205
8894;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; bewoonde oorden; Vingerling";86
8895;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; bew. oorden; Nieuw-Neuzenpolder";33
8896;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; bewoonde oorden; Hoogedijk";128
8897;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; bewoonde oorden; Wulpenbek";92
8898;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; vh; Langs den Molendijk";29
8899;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; verspr. huizen; In den Koudepolder";74
8900;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; verspr. huizen; In den Lovenpolder";136
8901;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; vh; In den Goesschepolder";99
8902;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; vh; In den Willemskerkepolder";41
8903;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; vh; In den Nieuw-Neuzenpolder";48
8904;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoek; overige verspreide huizen";205
8905;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; totaal";5377
8906;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Kreverhille";134
8907;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Noordstraat";211
8908;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Droogedijk";89
8909;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Walsoorden";326
8910;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bo; Groenendijk, Antoniusg.";71
8911;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bo; Groenend., Franciscusg.";11
8912;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bo; Groenendijk, Marech.kaz.";12
8913;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bo; Groenendijk, ov.";520
8914;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bew. oorden; Kloosterzande";776
8915;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Tasdijk";102
8916;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Kruisdorp";107
8917;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bew. oorden; Catalijnenweg";25
8918;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bo; Langenieuwstraat";116
8919;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Baalhoek";89
8920;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bew. oorden; Kruispolderkaai";116
8921;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bo; Duivenhoek (ged.)";40
8922;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bo; Roversberg (ged.)";158
8923;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bo; Lamswaarde, Theresiagest";7
8924;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bew. oorden; Lamswaarde, ov.";471
8925;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Kuitaart";250
8926;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Koelewei";95
8927;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Hoefkesdijk";88
8928;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Vitshoek";53
8929;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Molenhoek";125
8930;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bewoonde oorden; Ter Hole";310
8931;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bew. oorden; Schuddebeurs";223
8932;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; bew. oorden; Jagertje (ged.)";94
8933;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; Buurtschap De Eek";214
8934;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; In den Mariapolder";19
8935;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; In den Molenpolder";5
8936;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; In den Perkpolder";14
8937;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; Aan Oude Hoofd";10
8938;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; In den Zandpolder";19
8939;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; In den Schaperspolder";35
8940;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; In den Oostvogelpolder";16
8941;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; Aan den Boudeloodijk";28
8942;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; In den Eekenissepolder";8
8943;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; Aan den Meerdijk";36
8944;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; In den Hoofpolder";60
8945;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; In den Dullaertpolder";51
8946;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; Aan de Zandstraat";27
8947;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; Aan den Notendijk";51
8948;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; In den Stoofpolder";4
8949;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; vh; In den Havenpolder";46
8950;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; verspr. huizen; Aan Rustwat";40
8951;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hontenisse; overige verspreide huizen";75
8952;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; totaal";1328
8953;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; bo; St. Theresiagest.";5
8954;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; bew. oorden; hoofdplaat, ov.";618
8955;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; bewoonde oorden; Hoogeweg";101
8956;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; bewoonde oorden; Slijkplaat";91
8957;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; bewoonde oorden; Nummer Een";144
8958;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; vh; Bij Nummer Zeven";52
8959;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; vh; Langs den Kruisweg";15
8960;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; vh; Langs den Langeweg";96
8961;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; vh; Langs de Plaschkreek";48
8962;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; vh; Langs den Hoogeweg";43
8963;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; vh; Langs den Dorpskruisweg";73
8964;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hoofdplaat; overige verspreide huizen";42
8965;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hulst; totaal";3914
8966;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hulst; bo; R.K. Liefdehuis";149
8967;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hulst; bo; Gest. ""St. Willibrordus""";6
8968;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hulst; bo; Pensionaat ""St. Joseph""";88
8969;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hulst; bo; Juvenaat ""St. Joseph""";90
8970;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hulst; bewoonde oorden; Hulst, ov.";3526
8971;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hulst; vh; L/d Assestraat, Marech.kaz.";10
8972;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hulst; vh; Langs de Assestraat, ov.";31
8973;Totaal mannen en vrouwen;Totaal alle woonvormen;"Hulst; vh; Langs het Koolstraatje";11
8974;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kapelle; totaal";2798
8975;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kapelle; bo; (met Dijkwel)";1473
8976;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kapelle; bewoonde oorden; Biezelinge";826
8977;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kapelle; bewoonde oorden; Eversdijk";38
8978;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kapelle; vh; Langs den Rijksweg";131
8979;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kapelle; overige verspreide huizen";329
8980;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kattendijke; totaal";1261
8981;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kattendijke; bew. oorden; Kattendijke";343
8982;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kattendijke; bew. oorden; Monnikendijk";203
8983;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kattendijke; bew. oorden; Sas van Goes";35
8984;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kattendijke; bewoonde oorden; Roodewijk";86
8985;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kattendijke; bew. oorden; Wilhelminadorp";442
8986;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kattendijke; vh; Kapelschestraatweg";11
8987;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kattendijke; vh; Kattendijkscheweg";30
8988;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kattendijke; vh; Onder Kattendijke";27
8989;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kattendijke; vh; Onder Wilhelminadorp";84
8990;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; totaal";2044
8991;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; bewoonde oorden; Kloetinge";1155
8992;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; bewoonde oorden; Tervate";169
8993;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; bewoonde oorden; Abbekinderen";50
8994;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; bewoonde oorden; Groe";175
8995;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; bewoonde oorden; Goes (ged.)";250
8996;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; vh; Langs den Ouden Singel";22
8997;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; vh; L/d 's-Gravenpolderschew.";44
8998;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; vh; Langs den Molenweg";48
8999;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; vh; Langs den Monnikendijk";41
9000;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; vh; L/d Kapelschestraatweg";43
9001;Totaal mannen en vrouwen;Totaal alle woonvormen;"Kloetinge; overige verspreide huizen";47
9002;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; totaal";2559
9003;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bo; Gest. ""St. Clara""";10
9004;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bo; Marech.kaz.";16
9005;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bewoonde oorden; Koewacht, ov.";664
9006;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bewoonde oorden; Heikant";189
9007;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bewoonde oorden; St. Andries";136
9008;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bewoonde oorden; Boschdorp";110
9009;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bewoonde oorden; Oude Molen";434
9010;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bewoonde oorden; Zand";173
9011;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bewoonde oorden; Nieuwe Molen";182
9012;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bewoonde oorden; Hazelarenhoek";131
9013;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bew. oorden; Axelschestraat";65
9014;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; bew. oorden; Fort Ferdinandus";45
9015;Totaal mannen en vrouwen;Totaal alle woonvormen;"Koewacht; vh; Langs de Koestraat";120
