ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalOpheffingenVanBedrijven_1;k_1WerkzamePersoonOfMinder_2;k_2Tot10WerkzamePersonen_3;k_10Tot50WerkzamePersonen_4;k_50Tot250WerkzamePersonen_5;k_250WerkzamePersonenOfMeer_6;k_0Tot50WerkzamePersonen_7;k_0Tot250WerkzamePersonen_8;NatuurlijkePersonen_9;Rechtspersonen_10
1579;031 Visserij;2016;35;25;10;0;0;0;35;35;30;5
1580;031 Visserij;2017 1e kwartaal;10;10;0;0;0;0;10;10;10;0
1581;031 Visserij;2017 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1582;031 Visserij;2017 3e kwartaal;10;5;0;0;0;0;10;10;5;0
1583;031 Visserij;2017 4e kwartaal;15;10;0;0;0;0;15;15;10;5
1584;031 Visserij;2017;35;30;5;0;0;0;35;35;30;5
1585;031 Visserij;2018 1e kwartaal;10;5;5;0;0;0;10;10;10;0
1586;031 Visserij;2018 2e kwartaal;10;5;0;0;0;0;10;10;5;5
1587;031 Visserij;2018 3e kwartaal;5;5;0;0;0;0;5;5;5;0
1588;031 Visserij;2018 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1589;031 Visserij;2018;25;20;10;0;0;0;25;25;25;5
1590;031 Visserij;2019 1e kwartaal;5;5;0;0;0;0;5;5;5;0
1591;031 Visserij;2019 2e kwartaal;10;10;5;0;0;0;10;10;10;0
1592;031 Visserij;2019 3e kwartaal;5;5;0;0;0;0;5;5;0;5
1593;031 Visserij;2019 4e kwartaal;10;5;0;0;0;0;10;10;5;5
1594;031 Visserij;2019;30;20;10;0;0;0;30;30;25;10
1595;031 Visserij;2020 1e kwartaal;10;5;5;0;0;0;10;10;10;0
1596;031 Visserij;2020 2e kwartaal;10;10;0;0;0;0;10;10;10;0
1597;031 Visserij;2020 3e kwartaal;10;10;0;0;0;0;10;10;5;5
1598;031 Visserij;2020 4e kwartaal;5;0;5;0;0;0;5;5;5;0
1599;031 Visserij;2020;35;25;10;0;0;0;35;35;25;10
1600;031 Visserij;2021 1e kwartaal;10;5;0;0;0;0;10;10;5;5
1601;031 Visserij;2021 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1602;031 Visserij;2021 3e kwartaal;5;5;0;0;0;0;5;5;5;0
1603;031 Visserij;2021 4e kwartaal;10;5;5;0;0;0;10;10;10;0
1604;031 Visserij;2021;25;20;10;0;0;0;25;25;25;5
1605;031 Visserij;2022 1e kwartaal;15;5;5;0;0;0;15;15;5;5
1606;031 Visserij;2022 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1607;031 Visserij;2022 3e kwartaal;10;5;5;0;0;0;10;10;5;0
1608;031 Visserij;2022 4e kwartaal;10;10;0;0;0;0;10;10;5;10
1609;031 Visserij;2022;35;25;10;0;0;0;35;35;20;15
1610;031 Visserij;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1611;031 Visserij;2023 2e kwartaal;5;0;0;0;0;0;5;5;0;0
1612;031 Visserij;2023 3e kwartaal;15;15;0;0;0;0;15;15;10;5
1613;031 Visserij;2023 4e kwartaal;5;5;0;0;0;0;5;5;5;0
1614;031 Visserij;2023;25;20;5;0;0;0;25;25;15;10
1615;031 Visserij;2024 1e kwartaal;10;10;0;0;0;0;10;10;10;0
1616;031 Visserij;2024 2e kwartaal;15;15;0;0;0;0;15;15;10;5
1617;031 Visserij;2024 3e kwartaal;10;10;0;0;0;0;10;10;0;10
1618;031 Visserij;2024 4e kwartaal;5;5;0;0;0;0;5;5;5;0
1619;031 Visserij;2024;40;40;5;0;0;0;40;40;25;15
1620;032 Viskwekerij;2007 1e kwartaal;5;0;5;0;0;0;5;5;5;0
1621;032 Viskwekerij;2007 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1622;032 Viskwekerij;2007 3e kwartaal;5;5;0;0;0;0;5;5;5;0
1623;032 Viskwekerij;2007 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1624;032 Viskwekerij;2007;15;10;10;0;0;0;15;15;15;5
1625;032 Viskwekerij;2008 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1626;032 Viskwekerij;2008 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1627;032 Viskwekerij;2008 3e kwartaal;5;0;0;0;0;0;5;5;0;0
1628;032 Viskwekerij;2008 4e kwartaal;5;0;0;0;0;0;5;5;0;0
1629;032 Viskwekerij;2008;5;5;5;0;0;0;5;5;5;5
1630;032 Viskwekerij;2009 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1631;032 Viskwekerij;2009 2e kwartaal;10;5;0;0;0;0;10;10;5;0
1632;032 Viskwekerij;2009 3e kwartaal;5;5;0;0;0;0;5;5;5;0
1633;032 Viskwekerij;2009 4e kwartaal;5;5;0;0;0;0;5;5;5;0
1634;032 Viskwekerij;2009;20;15;5;0;0;0;20;20;15;5
1635;032 Viskwekerij;2010 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1636;032 Viskwekerij;2010 2e kwartaal;5;0;5;0;0;0;5;5;5;0
1637;032 Viskwekerij;2010 3e kwartaal;5;5;0;0;0;0;5;5;0;0
1638;032 Viskwekerij;2010 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1639;032 Viskwekerij;2010;10;5;5;0;0;0;10;10;10;5
1640;032 Viskwekerij;2011 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1641;032 Viskwekerij;2011 2e kwartaal;5;0;5;0;0;0;5;5;5;0
1642;032 Viskwekerij;2011 3e kwartaal;5;0;0;0;0;0;5;5;0;0
1643;032 Viskwekerij;2011 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1644;032 Viskwekerij;2011;10;5;5;0;0;0;10;10;5;5
1645;032 Viskwekerij;2012 1e kwartaal;5;0;0;0;0;0;5;5;5;0
1646;032 Viskwekerij;2012 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1647;032 Viskwekerij;2012 3e kwartaal;5;0;0;0;0;0;5;5;0;0
1648;032 Viskwekerij;2012 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1649;032 Viskwekerij;2012;10;5;5;0;0;0;10;10;5;0
1650;032 Viskwekerij;2013 1e kwartaal;5;5;0;0;0;0;5;5;0;0
1651;032 Viskwekerij;2013 2e kwartaal;5;0;5;0;0;0;5;5;5;0
1652;032 Viskwekerij;2013 3e kwartaal;5;5;0;0;0;0;5;5;5;0
1653;032 Viskwekerij;2013 4e kwartaal;5;0;0;0;0;0;5;5;0;0
1654;032 Viskwekerij;2013;15;10;5;0;0;0;15;15;10;5
1655;032 Viskwekerij;2014 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1656;032 Viskwekerij;2014 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1657;032 Viskwekerij;2014 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1658;032 Viskwekerij;2014 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1659;032 Viskwekerij;2014;5;5;5;0;0;0;5;5;5;5
1660;032 Viskwekerij;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1661;032 Viskwekerij;2015 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1662;032 Viskwekerij;2015 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1663;032 Viskwekerij;2015 4e kwartaal;5;0;0;0;0;0;5;5;0;0
1664;032 Viskwekerij;2015;10;5;5;0;0;0;10;10;5;5
1665;032 Viskwekerij;2016 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1666;032 Viskwekerij;2016 2e kwartaal;5;0;0;0;0;0;5;5;5;0
1667;032 Viskwekerij;2016 3e kwartaal;5;5;0;0;0;0;5;5;0;5
1668;032 Viskwekerij;2016 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1669;032 Viskwekerij;2016;10;10;5;0;0;0;10;10;5;5
1670;032 Viskwekerij;2017 1e kwartaal;5;0;0;0;0;0;5;5;5;0
1671;032 Viskwekerij;2017 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1672;032 Viskwekerij;2017 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1673;032 Viskwekerij;2017 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1674;032 Viskwekerij;2017;5;5;0;0;0;0;5;5;5;0
1675;032 Viskwekerij;2018 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1676;032 Viskwekerij;2018 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1677;032 Viskwekerij;2018 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1678;032 Viskwekerij;2018 4e kwartaal;5;5;0;0;0;0;5;5;0;0
1679;032 Viskwekerij;2018;5;5;0;0;0;0;5;5;5;0
1680;032 Viskwekerij;2019 1e kwartaal;5;0;5;0;0;0;5;5;5;0
1681;032 Viskwekerij;2019 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1682;032 Viskwekerij;2019 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1683;032 Viskwekerij;2019 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1684;032 Viskwekerij;2019;10;5;5;0;0;0;10;10;10;0
1685;032 Viskwekerij;2020 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1686;032 Viskwekerij;2020 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1687;032 Viskwekerij;2020 3e kwartaal;5;5;0;0;0;0;5;5;0;5
1688;032 Viskwekerij;2020 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1689;032 Viskwekerij;2020;10;5;0;0;0;0;10;10;5;5
1690;032 Viskwekerij;2021 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1691;032 Viskwekerij;2021 2e kwartaal;5;0;0;0;0;0;5;5;5;0
1692;032 Viskwekerij;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1693;032 Viskwekerij;2021 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1694;032 Viskwekerij;2021;5;5;0;0;0;0;5;5;5;0
1695;032 Viskwekerij;2022 1e kwartaal;10;5;5;0;0;0;10;10;5;5
1696;032 Viskwekerij;2022 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1697;032 Viskwekerij;2022 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1698;032 Viskwekerij;2022 4e kwartaal;5;5;0;0;0;0;5;5;5;5
1699;032 Viskwekerij;2022;15;10;5;0;0;0;15;15;10;5
1700;032 Viskwekerij;2023 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1701;032 Viskwekerij;2023 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1702;032 Viskwekerij;2023 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1703;032 Viskwekerij;2023 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1704;032 Viskwekerij;2023;5;5;0;0;0;0;5;5;0;5
1705;032 Viskwekerij;2024 1e kwartaal;5;0;0;0;0;0;5;5;0;0
1706;032 Viskwekerij;2024 2e kwartaal;0;0;0;0;0;0;0;0;0;0
1707;032 Viskwekerij;2024 3e kwartaal;5;5;0;0;0;0;5;5;0;5
1708;032 Viskwekerij;2024 4e kwartaal;0;0;0;0;0;0;0;0;0;0
1709;032 Viskwekerij;2024;10;10;0;0;0;0;10;10;0;5
1710;B-E Nijverheid (geen bouw) en energie;2007 1e kwartaal;875;575;240;35;20;0;850;875;660;215
1711;B-E Nijverheid (geen bouw) en energie;2007 2e kwartaal;810;520;235;45;15;0;795;810;530;280
1712;B-E Nijverheid (geen bouw) en energie;2007 3e kwartaal;700;485;160;45;10;0;690;700;495;205
1713;B-E Nijverheid (geen bouw) en energie;2007 4e kwartaal;645;410;190;35;10;0;635;645;485;160
1714;B-E Nijverheid (geen bouw) en energie;2007;3030;1990;825;160;55;0;2975;3030;2170;860
1715;B-E Nijverheid (geen bouw) en energie;2008 1e kwartaal;920;665;200;40;10;0;910;920;705;215
1716;B-E Nijverheid (geen bouw) en energie;2008 2e kwartaal;845;630;160;35;10;0;830;845;645;200
1717;B-E Nijverheid (geen bouw) en energie;2008 3e kwartaal;655;490;140;25;5;0;650;655;500;155
1718;B-E Nijverheid (geen bouw) en energie;2008 4e kwartaal;695;475;185;35;5;0;695;695;465;230
1719;B-E Nijverheid (geen bouw) en energie;2008;3115;2265;685;135;30;0;3085;3115;2320;795
1720;B-E Nijverheid (geen bouw) en energie;2009 1e kwartaal;930;695;170;50;15;0;915;930;715;215
1721;B-E Nijverheid (geen bouw) en energie;2009 2e kwartaal;935;680;190;55;10;0;925;935;700;235
1722;B-E Nijverheid (geen bouw) en energie;2009 3e kwartaal;815;565;180;60;10;0;805;815;570;245
1723;B-E Nijverheid (geen bouw) en energie;2009 4e kwartaal;1135;625;440;65;10;0;1125;1135;660;475
1724;B-E Nijverheid (geen bouw) en energie;2009;3815;2560;980;230;45;0;3770;3815;2645;1170
1725;B-E Nijverheid (geen bouw) en energie;2010 1e kwartaal;545;330;175;25;10;0;535;545;410;135
1726;B-E Nijverheid (geen bouw) en energie;2010 2e kwartaal;1255;985;215;45;10;0;1245;1255;1005;250
1727;B-E Nijverheid (geen bouw) en energie;2010 3e kwartaal;785;555;165;50;15;0;770;780;485;300
1728;B-E Nijverheid (geen bouw) en energie;2010 4e kwartaal;665;465;160;35;5;0;660;665;475;195
1729;B-E Nijverheid (geen bouw) en energie;2010;3250;2335;720;155;40;0;3210;3250;2370;875
1730;B-E Nijverheid (geen bouw) en energie;2011 1e kwartaal;1040;805;195;35;5;0;1035;1040;805;235
1731;B-E Nijverheid (geen bouw) en energie;2011 2e kwartaal;870;655;170;40;5;0;865;870;650;220
1732;B-E Nijverheid (geen bouw) en energie;2011 3e kwartaal;770;570;155;35;5;0;760;770;535;235
1733;B-E Nijverheid (geen bouw) en energie;2011 4e kwartaal;735;545;140;40;10;0;725;735;535;200
1734;B-E Nijverheid (geen bouw) en energie;2011;3415;2580;660;150;25;0;3390;3415;2525;890
1735;B-E Nijverheid (geen bouw) en energie;2012 1e kwartaal;1075;790;245;35;10;0;1065;1075;800;275
1736;B-E Nijverheid (geen bouw) en energie;2012 2e kwartaal;1130;970;135;20;5;0;1125;1130;965;160
1737;B-E Nijverheid (geen bouw) en energie;2012 3e kwartaal;930;675;200;55;0;0;930;930;635;295
1738;B-E Nijverheid (geen bouw) en energie;2012 4e kwartaal;925;710;170;40;0;0;920;925;705;220
1739;B-E Nijverheid (geen bouw) en energie;2012;4060;3145;750;150;15;0;4040;4060;3105;950
1740;B-E Nijverheid (geen bouw) en energie;2013 1e kwartaal;1050;765;225;45;10;0;1040;1050;815;230
1741;B-E Nijverheid (geen bouw) en energie;2013 2e kwartaal;865;630;190;40;10;0;855;865;615;255
1742;B-E Nijverheid (geen bouw) en energie;2013 3e kwartaal;1015;775;190;45;5;0;1010;1015;710;305
1743;B-E Nijverheid (geen bouw) en energie;2013 4e kwartaal;865;630;190;40;5;0;860;865;630;235
1744;B-E Nijverheid (geen bouw) en energie;2013;3800;2805;795;165;35;0;3765;3800;2770;1025
1745;B-E Nijverheid (geen bouw) en energie;2014 1e kwartaal;875;685;155;35;0;0;875;875;665;210
1746;B-E Nijverheid (geen bouw) en energie;2014 2e kwartaal;860;665;150;40;5;0;855;860;615;245
1747;B-E Nijverheid (geen bouw) en energie;2014 3e kwartaal;735;560;125;35;15;0;720;735;490;245
1748;B-E Nijverheid (geen bouw) en energie;2014 4e kwartaal;655;475;145;25;5;0;650;655;450;210
1749;B-E Nijverheid (geen bouw) en energie;2014;3130;2385;580;135;30;0;3095;3130;2220;905
1750;B-E Nijverheid (geen bouw) en energie;2015 1e kwartaal;945;770;150;25;5;0;940;945;750;195
1751;B-E Nijverheid (geen bouw) en energie;2015 2e kwartaal;750;595;120;30;5;0;745;750;535;215
1752;B-E Nijverheid (geen bouw) en energie;2015 3e kwartaal;680;535;130;15;5;0;675;680;445;235
1753;B-E Nijverheid (geen bouw) en energie;2015 4e kwartaal;845;630;185;25;5;0;840;845;595;250
1754;B-E Nijverheid (geen bouw) en energie;2015;3220;2530;580;90;20;0;3200;3220;2320;900
1755;B-E Nijverheid (geen bouw) en energie;2016 1e kwartaal;945;735;185;20;0;0;945;945;735;210
1756;B-E Nijverheid (geen bouw) en energie;2016 2e kwartaal;805;655;125;25;0;0;805;805;600;205
1757;B-E Nijverheid (geen bouw) en energie;2016 3e kwartaal;965;810;135;20;5;0;965;965;705;260
1758;B-E Nijverheid (geen bouw) en energie;2016 4e kwartaal;985;685;265;35;5;0;985;985;720;270
1759;B-E Nijverheid (geen bouw) en energie;2016;3705;2885;710;100;10;0;3690;3705;2760;945
1760;B-E Nijverheid (geen bouw) en energie;2017 1e kwartaal;845;725;105;10;5;0;840;845;680;165
1761;B-E Nijverheid (geen bouw) en energie;2017 2e kwartaal;710;570;120;15;5;0;705;710;535;175
1762;B-E Nijverheid (geen bouw) en energie;2017 3e kwartaal;655;500;140;10;0;0;650;655;430;225
1763;B-E Nijverheid (geen bouw) en energie;2017 4e kwartaal;730;555;150;15;5;0;725;730;535;195
1764;B-E Nijverheid (geen bouw) en energie;2017;2935;2355;515;55;10;0;2925;2935;2180;755
1765;B-E Nijverheid (geen bouw) en energie;2018 1e kwartaal;1090;905;180;5;5;0;1090;1090;890;200
1766;B-E Nijverheid (geen bouw) en energie;2018 2e kwartaal;730;600;115;15;0;0;730;730;595;135
1767;B-E Nijverheid (geen bouw) en energie;2018 3e kwartaal;765;620;130;15;0;0;765;765;510;255
1768;B-E Nijverheid (geen bouw) en energie;2018 4e kwartaal;720;550;155;15;0;0;720;720;545;175
1769;B-E Nijverheid (geen bouw) en energie;2018;3310;2675;575;50;5;0;3300;3310;2545;765
1770;B-E Nijverheid (geen bouw) en energie;2019 1e kwartaal;1100;890;190;20;5;0;1100;1100;830;270
1771;B-E Nijverheid (geen bouw) en energie;2019 2e kwartaal;1145;940;180;20;5;0;1135;1140;805;340
1772;B-E Nijverheid (geen bouw) en energie;2019 3e kwartaal;565;470;80;10;0;0;560;565;335;230
1773;B-E Nijverheid (geen bouw) en energie;2019 4e kwartaal;825;680;130;15;0;0;825;825;575;250
1774;B-E Nijverheid (geen bouw) en energie;2019;3635;2980;575;65;10;0;3620;3630;2540;1095
1775;B-E Nijverheid (geen bouw) en energie;2020 1e kwartaal;1320;1155;145;15;5;0;1320;1320;1035;285
1776;B-E Nijverheid (geen bouw) en energie;2020 2e kwartaal;980;815;145;20;0;0;975;980;740;235
1777;B-E Nijverheid (geen bouw) en energie;2020 3e kwartaal;1060;940;110;10;0;0;1060;1060;765;295
1778;B-E Nijverheid (geen bouw) en energie;2020 4e kwartaal;1060;940;100;10;5;0;1055;1060;855;205
1779;B-E Nijverheid (geen bouw) en energie;2020;4420;3850;505;55;10;0;4410;4420;3395;1025
1780;B-E Nijverheid (geen bouw) en energie;2021 1e kwartaal;905;745;145;10;0;0;900;905;765;135
1781;B-E Nijverheid (geen bouw) en energie;2021 2e kwartaal;620;530;85;5;0;0;620;620;545;75
1782;B-E Nijverheid (geen bouw) en energie;2021 3e kwartaal;550;445;95;10;0;0;550;550;485;65
1783;B-E Nijverheid (geen bouw) en energie;2021 4e kwartaal;705;575;125;5;0;0;705;705;605;100
1784;B-E Nijverheid (geen bouw) en energie;2021;2780;2295;450;30;5;0;2775;2780;2400;380
1785;B-E Nijverheid (geen bouw) en energie;2022 1e kwartaal;1585;1310;250;15;5;0;1575;1585;1100;485
1786;B-E Nijverheid (geen bouw) en energie;2022 2e kwartaal;995;800;180;10;0;0;995;995;795;200
1787;B-E Nijverheid (geen bouw) en energie;2022 3e kwartaal;840;700;130;10;0;0;840;840;600;240
1788;B-E Nijverheid (geen bouw) en energie;2022 4e kwartaal;1455;1255;190;10;0;0;1450;1455;905;550
1789;B-E Nijverheid (geen bouw) en energie;2022;4870;4070;750;40;10;0;4860;4870;3395;1475
1790;B-E Nijverheid (geen bouw) en energie;2023 1e kwartaal;1035;860;150;20;5;0;1030;1035;860;175
1791;B-E Nijverheid (geen bouw) en energie;2023 2e kwartaal;1090;910;165;10;5;0;1085;1090;855;235
1792;B-E Nijverheid (geen bouw) en energie;2023 3e kwartaal;1110;980;120;10;0;0;1110;1110;765;345
1793;B-E Nijverheid (geen bouw) en energie;2023 4e kwartaal;1095;945;135;15;0;0;1090;1095;780;310
1794;B-E Nijverheid (geen bouw) en energie;2023;4330;3695;570;55;10;0;4315;4330;3260;1070
1795;B-E Nijverheid (geen bouw) en energie;2024 1e kwartaal;1725;1515;185;20;5;0;1720;1725;1385;340
1796;B-E Nijverheid (geen bouw) en energie;2024 2e kwartaal;1180;1045;125;10;0;0;1180;1180;880;300
1797;B-E Nijverheid (geen bouw) en energie;2024 3e kwartaal;1500;1355;125;15;0;0;1495;1500;1010;490
1798;B-E Nijverheid (geen bouw) en energie;2024 4e kwartaal;955;825;115;10;0;0;950;955;770;185
1799;B-E Nijverheid (geen bouw) en energie;2024;5355;4740;550;55;10;0;5345;5355;4040;1310
1800;B Delfstoffenwinning;2007 1e kwartaal;10;10;5;0;0;0;10;10;5;5
1801;B Delfstoffenwinning;2007 2e kwartaal;10;10;0;0;0;0;10;10;5;10
1802;B Delfstoffenwinning;2007 3e kwartaal;10;5;0;0;0;0;10;10;5;5
1803;B Delfstoffenwinning;2007 4e kwartaal;10;10;0;0;0;0;10;10;0;5
1804;B Delfstoffenwinning;2007;40;30;5;0;0;0;40;40;15;30
1805;B Delfstoffenwinning;2008 1e kwartaal;5;5;5;0;0;0;5;5;5;5
1806;B Delfstoffenwinning;2008 2e kwartaal;30;25;0;0;0;0;25;30;0;25
1807;B Delfstoffenwinning;2008 3e kwartaal;5;5;0;0;0;0;5;5;5;5
1808;B Delfstoffenwinning;2008 4e kwartaal;5;5;5;0;0;0;5;5;5;5
1809;B Delfstoffenwinning;2008;50;35;10;0;0;0;45;50;10;40
1810;B Delfstoffenwinning;2009 1e kwartaal;10;10;0;0;0;0;10;10;5;5
1811;B Delfstoffenwinning;2009 2e kwartaal;10;5;0;0;0;0;10;10;0;5
1812;B Delfstoffenwinning;2009 3e kwartaal;10;5;0;0;0;0;10;10;5;5
1813;B Delfstoffenwinning;2009 4e kwartaal;15;5;10;0;0;0;15;15;10;5
1814;B Delfstoffenwinning;2009;40;25;10;5;0;0;40;40;20;20
1815;B Delfstoffenwinning;2010 1e kwartaal;10;10;0;0;0;0;10;10;0;10
1816;B Delfstoffenwinning;2010 2e kwartaal;15;10;5;0;0;0;15;15;10;5
1817;B Delfstoffenwinning;2010 3e kwartaal;10;5;0;0;0;0;5;10;0;5
1818;B Delfstoffenwinning;2010 4e kwartaal;5;5;0;0;0;0;5;5;0;5
1819;B Delfstoffenwinning;2010;40;30;10;0;0;0;35;40;15;25
1820;B Delfstoffenwinning;2011 1e kwartaal;5;5;0;0;0;0;5;5;5;0
1821;B Delfstoffenwinning;2011 2e kwartaal;5;5;5;0;0;0;5;5;5;5
1822;B Delfstoffenwinning;2011 3e kwartaal;10;5;0;0;0;0;10;10;5;5
1823;B Delfstoffenwinning;2011 4e kwartaal;5;5;0;0;0;0;5;5;5;0
1824;B Delfstoffenwinning;2011;30;20;5;5;0;0;30;30;15;15
1825;B Delfstoffenwinning;2012 1e kwartaal;5;5;0;0;0;0;5;5;0;0
1826;B Delfstoffenwinning;2012 2e kwartaal;5;5;0;0;0;0;5;5;5;0
1827;B Delfstoffenwinning;2012 3e kwartaal;10;5;0;0;0;0;10;10;0;5
1828;B Delfstoffenwinning;2012 4e kwartaal;5;5;0;0;0;0;5;5;5;5
1829;B Delfstoffenwinning;2012;25;25;0;0;0;0;25;25;10;15
1830;B Delfstoffenwinning;2013 1e kwartaal;10;5;0;0;0;0;5;10;5;5
1831;B Delfstoffenwinning;2013 2e kwartaal;5;5;0;0;0;0;5;5;0;5
1832;B Delfstoffenwinning;2013 3e kwartaal;10;10;0;0;0;0;10;10;0;5
1833;B Delfstoffenwinning;2013 4e kwartaal;15;10;5;0;0;0;15;15;5;10
1834;B Delfstoffenwinning;2013;35;30;5;0;0;0;35;35;10;25
1835;B Delfstoffenwinning;2014 1e kwartaal;5;0;0;0;0;0;5;5;0;5
1836;B Delfstoffenwinning;2014 2e kwartaal;5;5;0;0;0;0;5;5;0;0
1837;B Delfstoffenwinning;2014 3e kwartaal;5;5;0;0;0;0;5;5;0;5
1838;B Delfstoffenwinning;2014 4e kwartaal;5;5;0;0;0;0;5;5;5;5
1839;B Delfstoffenwinning;2014;20;15;5;0;0;0;20;20;5;15
1840;B Delfstoffenwinning;2015 1e kwartaal;0;0;0;0;0;0;0;0;0;0
1841;B Delfstoffenwinning;2015 2e kwartaal;30;30;0;0;0;0;30;30;5;25
1842;B Delfstoffenwinning;2015 3e kwartaal;5;5;0;0;0;0;5;5;0;0
1843;B Delfstoffenwinning;2015 4e kwartaal;10;10;0;0;0;0;10;10;5;10
1844;B Delfstoffenwinning;2015;50;45;0;0;0;0;50;50;15;35
1845;B Delfstoffenwinning;2016 1e kwartaal;5;5;5;0;0;0;5;5;5;0
1846;B Delfstoffenwinning;2016 2e kwartaal;5;5;0;0;0;0;5;5;0;5
1847;B Delfstoffenwinning;2016 3e kwartaal;5;5;0;0;0;0;5;5;5;5
1848;B Delfstoffenwinning;2016 4e kwartaal;10;5;0;0;0;0;10;10;5;5
1849;B Delfstoffenwinning;2016;30;20;5;0;0;0;30;30;15;15
1850;B Delfstoffenwinning;2017 1e kwartaal;10;5;0;0;0;0;10;10;5;5
1851;B Delfstoffenwinning;2017 2e kwartaal;10;10;0;0;0;0;10;10;5;5
1852;B Delfstoffenwinning;2017 3e kwartaal;5;5;0;0;0;0;5;5;5;0
1853;B Delfstoffenwinning;2017 4e kwartaal;10;10;0;0;0;0;10;10;5;5
1854;B Delfstoffenwinning;2017;35;30;0;0;0;0;35;35;20;15
1855;B Delfstoffenwinning;2018 1e kwartaal;5;5;0;0;0;0;5;5;5;0
1856;B Delfstoffenwinning;2018 2e kwartaal;10;5;0;0;0;0;10;10;5;0
1857;B Delfstoffenwinning;2018 3e kwartaal;5;5;0;0;0;0;5;5;5;0
1858;B Delfstoffenwinning;2018 4e kwartaal;5;5;0;0;0;0;5;5;0;0
1859;B Delfstoffenwinning;2018;25;20;5;0;0;0;25;25;15;5
1860;B Delfstoffenwinning;2019 1e kwartaal;10;5;0;0;0;0;10;10;0;5
1861;B Delfstoffenwinning;2019 2e kwartaal;25;20;5;0;0;0;25;25;10;15
1862;B Delfstoffenwinning;2019 3e kwartaal;5;5;0;0;0;0;5;5;5;5
1863;B Delfstoffenwinning;2019 4e kwartaal;5;5;0;0;0;0;5;5;0;5
1864;B Delfstoffenwinning;2019;45;35;5;5;0;0;45;45;15;30
1865;B Delfstoffenwinning;2020 1e kwartaal;15;10;0;0;0;0;15;15;5;5
1866;B Delfstoffenwinning;2020 2e kwartaal;15;15;0;0;0;0;15;15;5;5
1867;B Delfstoffenwinning;2020 3e kwartaal;15;10;0;0;0;0;15;15;10;5
1868;B Delfstoffenwinning;2020 4e kwartaal;5;5;0;0;0;0;5;5;5;5
1869;B Delfstoffenwinning;2020;45;45;5;0;0;0;45;45;25;20
1870;B Delfstoffenwinning;2021 1e kwartaal;5;5;0;0;0;0;5;5;0;0
1871;B Delfstoffenwinning;2021 2e kwartaal;10;10;0;0;0;0;10;10;5;0
1872;B Delfstoffenwinning;2021 3e kwartaal;0;0;0;0;0;0;0;0;0;0
1873;B Delfstoffenwinning;2021 4e kwartaal;5;5;0;0;0;0;5;5;5;5
1874;B Delfstoffenwinning;2021;20;20;0;0;0;0;20;20;15;5
1875;B Delfstoffenwinning;2022 1e kwartaal;10;10;0;0;0;0;10;10;5;5
1876;B Delfstoffenwinning;2022 2e kwartaal;15;15;0;0;0;0;15;15;10;5
1877;B Delfstoffenwinning;2022 3e kwartaal;5;5;0;0;0;0;5;5;5;0
