ID;Geslacht;LeeftijdOp31December;Onderwijsniveau;Marges;Perioden;Levensverwachting_1;LVInAlsGoedErvarenGezondheid_2;LVZonderLichamelijkeBeperkingen_3;LVZonderPsychischeKlachtenMHI5_4;LVZonderGALIBeperkingen_5
198;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;67.9;51.2;59.4;60.4;44.8
199;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;67.7;51.4;59.4;59.3;44.6
200;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;66.7;51.6;56.9;60.6;
201;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;67.4;51.1;57.2;60.2;
202;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;68.1;50.6;58.3;60.5;45.0
203;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;67.9;50.7;59.0;60.0;44.3
204;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;67.7;50.8;58.9;58.8;44.0
205;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;66.8;53.4;58.7;62.0;
206;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;67.5;52.2;58.3;61.1;
207;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;68.2;51.8;59.3;61.3;46.1
208;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;68.0;51.8;59.8;60.8;45.4
209;Totaal mannen en vrouwen;15 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;67.8;51.9;59.8;59.7;45.2
210;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Waarde;2007/2010;68.5;58.5;61.3;64.0;
211;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Waarde;2011/2014;68.9;57.0;61.9;63.3;
212;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Waarde;2015/2018;69.6;56.8;63.4;63.6;50.3
213;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Waarde;2017/2020;69.7;57.4;63.6;63.3;50.2
214;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Waarde;2019/2022;69.6;56.5;63.5;62.1;49.7
215;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;68.4;57.5;60.3;63.3;
216;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;68.9;56.4;61.3;62.8;
217;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;69.6;56.1;62.8;63.1;49.6
218;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;69.7;56.8;63.1;62.9;49.5
219;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;69.5;55.9;63.0;61.6;49.1
220;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;68.6;59.5;62.3;64.7;
221;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;69.0;57.6;62.6;63.7;
222;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;69.7;57.5;63.9;64.1;51.1
223;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;69.8;58.0;64.1;63.8;50.9
224;Totaal mannen en vrouwen;15 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;69.7;57.1;64.0;62.5;50.4
225;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;60.3;40.2;46.4;52.2;
226;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;60.8;40.0;46.8;51.8;
227;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;60.5;39.3;46.6;50.5;35.8
228;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;60.7;39.2;47.0;50.4;34.8
229;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;60.3;39.0;47.0;49.0;34.8
230;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;60.3;39.4;45.6;51.5;
231;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;60.8;39.4;46.2;51.1;
232;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;60.5;38.5;46.0;49.9;35.1
233;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;60.7;38.4;46.4;49.7;34.0
234;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;60.2;38.2;46.3;48.2;33.9
235;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;60.4;41.0;47.2;53.0;
236;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;60.9;40.6;47.5;52.4;
237;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;60.6;40.0;47.2;51.1;36.6
238;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;60.7;40.0;47.6;51.1;35.7
239;Totaal mannen en vrouwen;20 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;60.3;39.9;47.6;49.8;35.7
240;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;61.8;48.1;53.0;56.8;
241;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;62.5;47.2;52.9;56.2;
242;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;63.2;46.8;54.0;56.4;41.3
243;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;63.0;46.8;54.6;56.0;40.6
244;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;62.8;47.0;54.6;55.1;40.4
245;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;61.7;47.3;52.1;56.1;
246;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;62.4;46.7;52.4;55.7;
247;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;63.2;46.2;53.5;56.0;40.7
248;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;63.0;46.2;54.1;55.6;40.0
249;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;62.7;46.5;54.1;54.7;39.8
250;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;61.8;49.0;53.9;57.4;
251;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;62.5;47.7;53.4;56.6;
252;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;63.2;47.3;54.4;56.8;41.9
253;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;63.0;47.3;55.0;56.4;41.2
254;Totaal mannen en vrouwen;20 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;62.8;47.6;55.0;55.6;40.9
255;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Waarde;2007/2010;63.5;53.9;56.4;59.4;
256;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Waarde;2011/2014;64.0;52.5;57.2;58.9;
257;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Waarde;2015/2018;64.7;52.2;58.5;59.1;46.0
258;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Waarde;2017/2020;64.8;52.9;58.7;58.8;45.9
259;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Waarde;2019/2022;64.7;52.0;58.6;57.8;45.3
260;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;63.5;52.9;55.3;58.8;
261;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;63.9;51.9;56.6;58.5;
262;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;64.6;51.6;57.9;58.6;45.4
263;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;64.7;52.3;58.2;58.3;45.2
264;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;64.6;51.4;58.1;57.4;44.7
265;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;63.6;54.9;57.4;60.1;
266;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;64.0;53.1;57.8;59.4;
267;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;64.7;52.9;59.1;59.5;46.7
268;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;64.8;53.5;59.2;59.2;46.5
269;Totaal mannen en vrouwen;20 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;64.7;52.6;59.1;58.2;45.9
270;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;55.5;36.4;42.2;47.9;
271;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;56.0;36.2;42.8;47.7;
272;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;55.8;35.1;42.1;46.2;31.8
273;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;55.9;35.2;42.5;46.0;31.0
274;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;55.5;35.2;42.8;45.1;31.2
275;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;55.5;35.6;41.5;47.2;
276;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;56.0;35.7;42.2;47.2;
277;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;55.7;34.4;41.5;45.6;31.1
278;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;55.9;34.5;41.9;45.4;30.3
279;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;55.4;34.5;42.2;44.4;30.4
280;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;55.6;37.1;42.9;48.6;
281;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;56.1;36.7;43.3;48.2;
282;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;55.8;35.8;42.6;46.7;32.5
283;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;55.9;35.9;43.0;46.6;31.7
284;Totaal mannen en vrouwen;25 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;55.5;36.0;43.3;45.8;32.0
285;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;56.9;43.7;48.3;52.2;
286;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;57.6;42.9;48.3;51.8;
287;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;58.3;42.6;49.2;52.1;37.3
288;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;58.1;42.6;49.8;51.7;36.5
289;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;57.9;43.0;49.8;51.1;36.3
290;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;56.8;42.9;47.4;51.5;
291;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;57.5;42.4;47.8;51.4;
292;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;58.3;42.1;48.8;51.7;36.8
293;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;58.1;42.1;49.4;51.4;36.0
294;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;57.8;42.5;49.4;50.7;35.7
295;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;56.9;44.6;49.1;52.8;
296;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;57.6;43.4;48.8;52.2;
297;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;58.3;43.2;49.7;52.5;37.9
298;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;58.1;43.1;50.2;52.1;37.1
299;Totaal mannen en vrouwen;25 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;57.9;43.5;50.2;51.5;36.8
300;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Waarde;2007/2010;58.6;49.4;51.5;54.9;
301;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Waarde;2011/2014;59.0;47.9;52.4;54.6;
302;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Waarde;2015/2018;59.7;47.7;53.6;54.7;41.9
303;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Waarde;2017/2020;59.8;48.4;53.8;54.5;41.7
304;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Waarde;2019/2022;59.7;47.7;53.7;53.7;41.0
305;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;58.5;48.4;50.4;54.3;
306;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;59.0;47.3;51.7;54.2;
307;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;59.7;47.1;53.0;54.3;41.2
308;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;59.8;47.8;53.3;54.1;41.0
309;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;59.7;47.1;53.3;53.3;40.4
310;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;58.7;50.4;52.5;55.5;
311;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;59.1;48.5;53.0;55.0;
312;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;59.8;48.4;54.2;55.1;42.6
313;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;59.9;49.0;54.3;54.9;42.3
314;Totaal mannen en vrouwen;25 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;59.8;48.3;54.2;54.1;41.6
315;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;50.7;32.3;37.6;43.5;
316;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;51.2;32.3;38.3;43.5;
317;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;51.0;31.3;37.8;42.2;28.5
318;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;51.1;31.5;38.2;42.1;27.8
319;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;50.7;31.5;38.4;41.6;27.7
320;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;50.6;31.7;37.0;42.9;
321;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;51.2;31.8;37.8;43.0;
322;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;51.0;30.7;37.3;41.7;27.9
323;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;51.1;30.8;37.7;41.6;27.1
324;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;50.7;30.9;37.9;41.0;27.0
325;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;50.7;33.0;38.3;44.1;
326;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;51.2;32.7;38.8;44.0;
327;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;51.0;31.9;38.3;42.7;29.1
328;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;51.2;32.1;38.7;42.7;28.4
329;Totaal mannen en vrouwen;30 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;50.8;32.2;39.0;42.2;28.4
330;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;52.0;39.4;43.5;47.8;
331;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;52.7;38.6;43.6;47.5;
332;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;53.4;38.6;44.5;47.9;33.4
333;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;53.2;38.5;45.1;47.6;32.7
334;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;53.0;38.9;45.1;47.0;32.4
335;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;52.0;38.5;42.7;47.1;
336;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;52.6;38.1;43.1;47.1;
337;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;53.3;38.0;44.0;47.5;32.8
338;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;53.2;38.0;44.6;47.2;32.1
339;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;52.9;38.4;44.7;46.6;31.9
340;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;52.0;40.2;44.4;48.5;
341;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;52.7;39.1;44.1;47.9;
342;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;53.4;39.1;45.0;48.2;33.9
343;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;53.2;39.0;45.5;47.9;33.2
344;Totaal mannen en vrouwen;30 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;53.0;39.4;45.5;47.4;33.0
345;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Waarde;2007/2010;53.7;44.9;46.6;50.2;
346;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Waarde;2011/2014;54.1;43.3;47.5;50.1;
347;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Waarde;2015/2018;54.8;43.2;48.7;50.2;37.6
348;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Waarde;2017/2020;54.9;43.9;48.9;50.1;37.4
349;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Waarde;2019/2022;54.8;43.2;48.9;49.5;36.8
350;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2007/2010;53.6;44.0;45.5;49.6;
351;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2011/2014;54.0;42.8;46.8;49.7;
352;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2015/2018;54.7;42.5;48.2;49.8;37.0
353;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2017/2020;54.8;43.3;48.4;49.7;36.8
354;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Ondergrens 95%-interval;2019/2022;54.7;42.7;48.4;49.1;36.2
355;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2007/2010;53.8;45.9;47.6;50.8;
356;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2011/2014;54.2;43.9;48.1;50.5;
357;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2015/2018;54.8;43.8;49.3;50.6;38.3
358;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2017/2020;54.9;44.5;49.5;50.5;38.0
359;Totaal mannen en vrouwen;30 jaar;Hbo, wo;Bovengrens 95%-interval;2019/2022;54.8;43.8;49.3;49.9;37.4
360;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2007/2010;45.9;28.6;33.3;39.3;
361;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2011/2014;46.3;28.5;34.0;39.3;
362;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2015/2018;46.2;28.0;33.5;38.4;25.3
363;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2017/2020;46.3;28.0;34.0;38.3;24.6
364;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Waarde;2019/2022;46.0;28.0;34.2;37.9;24.4
365;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2007/2010;45.8;28.0;32.7;38.7;
366;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2011/2014;46.3;28.1;33.5;38.9;
367;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2015/2018;46.2;27.4;33.1;38.0;24.7
368;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2017/2020;46.3;27.4;33.5;37.8;24.0
369;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Ondergrens 95%-interval;2019/2022;45.9;27.4;33.7;37.4;23.8
370;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2007/2010;45.9;29.2;33.9;39.8;
371;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2011/2014;46.4;29.0;34.5;39.8;
372;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2015/2018;46.2;28.5;34.0;38.9;25.9
373;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2017/2020;46.3;28.6;34.5;38.8;25.2
374;Totaal mannen en vrouwen;35 jaar;Basisonderwijs, vmbo, mbo1;Bovengrens 95%-interval;2019/2022;46.0;28.6;34.7;38.4;25.0
375;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Waarde;2007/2010;47.1;35.0;38.8;43.3;
376;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Waarde;2011/2014;47.8;34.3;39.0;43.1;
377;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Waarde;2015/2018;48.5;34.5;39.9;43.6;29.6
378;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Waarde;2017/2020;48.3;34.5;40.4;43.4;28.9
379;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Waarde;2019/2022;48.1;35.0;40.4;42.9;28.8
380;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2007/2010;47.1;34.2;37.9;42.7;
381;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2011/2014;47.8;33.9;38.5;42.7;
382;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2015/2018;48.5;33.9;39.4;43.2;29.1
383;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2017/2020;48.3;34.0;40.0;43.1;28.4
384;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Ondergrens 95%-interval;2019/2022;48.0;34.5;40.0;42.6;28.3
385;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2007/2010;47.2;35.9;39.7;44.0;
386;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2011/2014;47.8;34.8;39.5;43.5;
387;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2015/2018;48.5;35.0;40.3;43.9;30.1
388;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2017/2020;48.3;35.0;40.8;43.8;29.4
389;Totaal mannen en vrouwen;35 jaar;Havo, vwo, mbo2-4;Bovengrens 95%-interval;2019/2022;48.1;35.5;40.8;43.3;29.3
390;Totaal mannen en vrouwen;35 jaar;Hbo, wo;Waarde;2007/2010;48.7;40.4;41.7;45.6;
391;Totaal mannen en vrouwen;35 jaar;Hbo, wo;Waarde;2011/2014;49.2;38.8;42.6;45.6;
392;Totaal mannen en vrouwen;35 jaar;Hbo, wo;Waarde;2015/2018;49.8;38.7;43.9;45.7;33.4
