ID;GWW;Perioden;Inputprijsindex_1;OntwikkelingTOV1JaarEerder_2
825;4212a 11.08 Kunstwerken  staal;2022 september;113.0;9.8
826;4212a 11.08 Kunstwerken  staal;2022 oktober;113.2;9.2
827;4212a 11.08 Kunstwerken  staal;2022 november;113.2;8.8
828;4212a 11.08 Kunstwerken  staal;2022 december;113.2;8.6
829;4212a 11.08 Kunstwerken  staal;2023 januari;114.6;7.5
830;4212a 11.08 Kunstwerken  staal;2023 februari;114.5;6.7
831;4212a 11.08 Kunstwerken  staal;2023 maart;115.4;6.7
832;4212a 11.08 Kunstwerken  staal;2023 april;115.4;5.4
833;4212a 11.08 Kunstwerken  staal;2023 mei;115.5;5.3
834;4212a 11.08 Kunstwerken  staal;2023 juni;115.2;4.2
835;4212a 11.08 Kunstwerken  staal;2023 juli;116.3;4.3
836;4212a 11.08 Kunstwerken  staal;2023 augustus;116.1;3.6
837;4212a 11.08 Kunstwerken  staal;2023 september;115.9;2.6
838;4212a 11.08 Kunstwerken  staal;2023 oktober;116.0;2.5
839;4212a 11.08 Kunstwerken  staal;2023 november;115.8;2.3
840;4212a 11.08 Kunstwerken  staal;2023 december;115.6;2.2
841;4212a 11.08 Kunstwerken  staal;2024 januari;117.7;2.7
842;4212a 11.08 Kunstwerken  staal;2024 februari;117.6;2.7
843;4212a 11.08 Kunstwerken  staal;2024 maart;117.6;1.9
844;4212a 11.08 Kunstwerken  staal;2024 april;117.6;1.9
845;4212a 11.08 Kunstwerken  staal;2024 mei;117.9;2.0
846;4212a 11.08 Kunstwerken  staal;2024 juni;118.1;2.5
847;4212a 11.08 Kunstwerken  staal;2024 juli;121.8;4.7
848;4212a 11.08 Kunstwerken  staal;2024 augustus;121.8;4.9
849;4212a 11.08 Kunstwerken  staal;2024 september;122.2;5.4
850;4212a 11.08 Kunstwerken  staal;2024 oktober;122.0;5.2
851;4212a 11.08 Kunstwerken  staal;2024 november;122.3;5.6
852;4212a 11.08 Kunstwerken  staal;2024 december;122.3;5.7
853;4212a 11.08 Kunstwerken  staal;2025 januari;122.5;4.0
854;4212a 11.09 Liften;2020 januari;100.9;
855;4212a 11.09 Liften;2020 februari;100.8;
856;4212a 11.09 Liften;2020 maart;100.6;
857;4212a 11.09 Liften;2020 april;100.6;
858;4212a 11.09 Liften;2020 mei;99.9;
859;4212a 11.09 Liften;2020 juni;99.5;
860;4212a 11.09 Liften;2020 juli;99.3;
861;4212a 11.09 Liften;2020 augustus;99.2;
862;4212a 11.09 Liften;2020 september;99.3;
863;4212a 11.09 Liften;2020 oktober;99.4;
864;4212a 11.09 Liften;2020 november;99.7;
865;4212a 11.09 Liften;2020 december;100.7;
866;4212a 11.09 Liften;2021 januari;103.2;2.3
867;4212a 11.09 Liften;2021 februari;104.7;3.9
868;4212a 11.09 Liften;2021 maart;106.3;5.7
869;4212a 11.09 Liften;2021 april;110.1;9.5
870;4212a 11.09 Liften;2021 mei;112.1;12.2
871;4212a 11.09 Liften;2021 juni;113.7;14.3
872;4212a 11.09 Liften;2021 juli;118.6;19.5
873;4212a 11.09 Liften;2021 augustus;119.2;20.2
874;4212a 11.09 Liften;2021 september;119.1;19.9
875;4212a 11.09 Liften;2021 oktober;121.8;22.5
876;4212a 11.09 Liften;2021 november;122.0;22.4
877;4212a 11.09 Liften;2021 december;122.2;21.3
878;4212a 11.09 Liften;2022 januari;125.3;21.4
879;4212a 11.09 Liften;2022 februari;125.8;20.1
880;4212a 11.09 Liften;2022 maart;129.7;22.0
881;4212a 11.09 Liften;2022 april;134.9;22.6
882;4212a 11.09 Liften;2022 mei;137.0;22.2
883;4212a 11.09 Liften;2022 juni;135.9;19.4
884;4212a 11.09 Liften;2022 juli;135.9;14.5
885;4212a 11.09 Liften;2022 augustus;133.1;11.7
886;4212a 11.09 Liften;2022 september;132.6;11.3
887;4212a 11.09 Liften;2022 oktober;130.5;7.2
888;4212a 11.09 Liften;2022 november;128.4;5.2
889;4212a 11.09 Liften;2022 december;127.8;4.6
890;4212a 11.09 Liften;2023 januari;126.3;0.9
891;4212a 11.09 Liften;2023 februari;125.0;-0.6
892;4212a 11.09 Liften;2023 maart;124.9;-3.7
893;4212a 11.09 Liften;2023 april;125.0;-7.4
894;4212a 11.09 Liften;2023 mei;124.6;-9.0
895;4212a 11.09 Liften;2023 juni;122.7;-9.7
896;4212a 11.09 Liften;2023 juli;120.4;-11.4
897;4212a 11.09 Liften;2023 augustus;119.3;-10.4
898;4212a 11.09 Liften;2023 september;118.7;-10.5
899;4212a 11.09 Liften;2023 oktober;118.1;-9.5
900;4212a 11.09 Liften;2023 november;117.8;-8.3
901;4212a 11.09 Liften;2023 december;117.2;-8.3
902;4212a 11.09 Liften;2024 januari;117.4;-7.0
903;4212a 11.09 Liften;2024 februari;118.3;-5.4
904;4212a 11.09 Liften;2024 maart;118.5;-5.1
905;4212a 11.09 Liften;2024 april;117.8;-5.8
906;4212a 11.09 Liften;2024 mei;117.1;-6.0
907;4212a 11.09 Liften;2024 juni;117.5;-4.3
908;4212a 11.09 Liften;2024 juli;117.9;-2.1
909;4212a 11.09 Liften;2024 augustus;117.4;-1.6
910;4212a 11.09 Liften;2024 september;117.4;-1.1
911;4212a 11.09 Liften;2024 oktober;116.7;-1.2
912;4212a 11.09 Liften;2024 november;116.6;-1.0
913;4212a 11.09 Liften;2024 december;116.2;-0.9
914;4212a 11.09 Liften;2025 januari;116.9;-0.5
915;4212a 11.10 Roltrappen;2020 januari;100.6;
916;4212a 11.10 Roltrappen;2020 februari;100.5;
917;4212a 11.10 Roltrappen;2020 maart;100.3;
918;4212a 11.10 Roltrappen;2020 april;100.4;
919;4212a 11.10 Roltrappen;2020 mei;100.0;
920;4212a 11.10 Roltrappen;2020 juni;99.7;
921;4212a 11.10 Roltrappen;2020 juli;99.5;
922;4212a 11.10 Roltrappen;2020 augustus;99.4;
923;4212a 11.10 Roltrappen;2020 september;99.5;
924;4212a 11.10 Roltrappen;2020 oktober;99.7;
925;4212a 11.10 Roltrappen;2020 november;99.9;
926;4212a 11.10 Roltrappen;2020 december;100.5;
927;4212a 11.10 Roltrappen;2021 januari;102.0;1.5
928;4212a 11.10 Roltrappen;2021 februari;103.1;2.5
929;4212a 11.10 Roltrappen;2021 maart;104.1;3.8
930;4212a 11.10 Roltrappen;2021 april;106.8;6.4
931;4212a 11.10 Roltrappen;2021 mei;108.2;8.2
932;4212a 11.10 Roltrappen;2021 juni;109.4;9.7
933;4212a 11.10 Roltrappen;2021 juli;113.1;13.7
934;4212a 11.10 Roltrappen;2021 augustus;113.4;14.1
935;4212a 11.10 Roltrappen;2021 september;113.4;13.9
936;4212a 11.10 Roltrappen;2021 oktober;116.0;16.4
937;4212a 11.10 Roltrappen;2021 november;116.2;16.4
938;4212a 11.10 Roltrappen;2021 december;116.4;15.8
939;4212a 11.10 Roltrappen;2022 januari;119.6;17.2
940;4212a 11.10 Roltrappen;2022 februari;120.3;16.7
941;4212a 11.10 Roltrappen;2022 maart;123.3;18.4
942;4212a 11.10 Roltrappen;2022 april;127.5;19.4
943;4212a 11.10 Roltrappen;2022 mei;128.8;19.0
944;4212a 11.10 Roltrappen;2022 juni;128.2;17.2
945;4212a 11.10 Roltrappen;2022 juli;129.1;14.2
946;4212a 11.10 Roltrappen;2022 augustus;127.5;12.4
947;4212a 11.10 Roltrappen;2022 september;127.5;12.4
948;4212a 11.10 Roltrappen;2022 oktober;125.8;8.4
949;4212a 11.10 Roltrappen;2022 november;124.2;6.9
950;4212a 11.10 Roltrappen;2022 december;124.0;6.6
951;4212a 11.10 Roltrappen;2023 januari;123.4;3.2
952;4212a 11.10 Roltrappen;2023 februari;122.1;1.5
953;4212a 11.10 Roltrappen;2023 maart;122.1;-0.9
954;4212a 11.10 Roltrappen;2023 april;122.0;-4.3
955;4212a 11.10 Roltrappen;2023 mei;121.6;-5.6
956;4212a 11.10 Roltrappen;2023 juni;120.3;-6.2
957;4212a 11.10 Roltrappen;2023 juli;118.6;-8.2
958;4212a 11.10 Roltrappen;2023 augustus;117.7;-7.7
959;4212a 11.10 Roltrappen;2023 september;117.2;-8.1
960;4212a 11.10 Roltrappen;2023 oktober;116.9;-7.1
961;4212a 11.10 Roltrappen;2023 november;116.5;-6.2
962;4212a 11.10 Roltrappen;2023 december;116.1;-6.4
963;4212a 11.10 Roltrappen;2024 januari;116.2;-5.8
964;4212a 11.10 Roltrappen;2024 februari;116.9;-4.3
965;4212a 11.10 Roltrappen;2024 maart;117.0;-4.2
966;4212a 11.10 Roltrappen;2024 april;116.3;-4.7
967;4212a 11.10 Roltrappen;2024 mei;115.7;-4.8
968;4212a 11.10 Roltrappen;2024 juni;116.3;-3.3
969;4212a 11.10 Roltrappen;2024 juli;117.0;-1.3
970;4212a 11.10 Roltrappen;2024 augustus;116.6;-0.9
971;4212a 11.10 Roltrappen;2024 september;116.7;-0.4
972;4212a 11.10 Roltrappen;2024 oktober;116.3;-0.5
973;4212a 11.10 Roltrappen;2024 november;116.5;0.0
974;4212a 11.10 Roltrappen;2024 december;116.1;0.0
975;4212a 11.10 Roltrappen;2025 januari;116.7;0.5
976;4212a 11.11 Telecom ;2020 januari;100.0;
977;4212a 11.11 Telecom ;2020 februari;100.2;
978;4212a 11.11 Telecom ;2020 maart;99.8;
979;4212a 11.11 Telecom ;2020 april;100.3;
980;4212a 11.11 Telecom ;2020 mei;100.2;
981;4212a 11.11 Telecom ;2020 juni;99.7;
982;4212a 11.11 Telecom ;2020 juli;100.3;
983;4212a 11.11 Telecom ;2020 augustus;100.0;
984;4212a 11.11 Telecom ;2020 september;99.9;
985;4212a 11.11 Telecom ;2020 oktober;99.8;
986;4212a 11.11 Telecom ;2020 november;99.6;
987;4212a 11.11 Telecom ;2020 december;100.0;
988;4212a 11.11 Telecom ;2021 januari;100.4;0.4
989;4212a 11.11 Telecom ;2021 februari;100.5;0.3
990;4212a 11.11 Telecom ;2021 maart;101.0;1.2
991;4212a 11.11 Telecom ;2021 april;101.1;0.9
992;4212a 11.11 Telecom ;2021 mei;101.3;1.1
993;4212a 11.11 Telecom ;2021 juni;101.4;1.7
994;4212a 11.11 Telecom ;2021 juli;102.0;1.7
995;4212a 11.11 Telecom ;2021 augustus;101.1;1.1
996;4212a 11.11 Telecom ;2021 september;101.1;1.2
997;4212a 11.11 Telecom ;2021 oktober;101.6;1.7
998;4212a 11.11 Telecom ;2021 november;101.8;2.1
999;4212a 11.11 Telecom ;2021 december;101.9;1.9
1000;4212a 11.11 Telecom ;2022 januari;103.1;2.6
1001;4212a 11.11 Telecom ;2022 februari;104.6;4.0
1002;4212a 11.11 Telecom ;2022 maart;104.7;3.7
1003;4212a 11.11 Telecom ;2022 april;105.3;4.2
1004;4212a 11.11 Telecom ;2022 mei;105.7;4.4
1005;4212a 11.11 Telecom ;2022 juni;105.7;4.2
1006;4212a 11.11 Telecom ;2022 juli;106.4;4.4
1007;4212a 11.11 Telecom ;2022 augustus;106.5;5.3
1008;4212a 11.11 Telecom ;2022 september;107.0;5.8
1009;4212a 11.11 Telecom ;2022 oktober;107.1;5.5
1010;4212a 11.11 Telecom ;2022 november;106.9;5.1
1011;4212a 11.11 Telecom ;2022 december;109.1;7.0
1012;4212a 11.11 Telecom ;2023 januari;108.8;5.5
1013;4212a 11.11 Telecom ;2023 februari;108.9;4.2
1014;4212a 11.11 Telecom ;2023 maart;109.8;4.9
1015;4212a 11.11 Telecom ;2023 april;109.5;3.9
1016;4212a 11.11 Telecom ;2023 mei;109.1;3.2
1017;4212a 11.11 Telecom ;2023 juni;109.3;3.4
1018;4212a 11.11 Telecom ;2023 juli;108.6;2.0
1019;4212a 11.11 Telecom ;2023 augustus;108.7;2.1
1020;4212a 11.11 Telecom ;2023 september;108.6;1.6
1021;4212a 11.11 Telecom ;2023 oktober;108.9;1.7
1022;4212a 11.11 Telecom ;2023 november;108.8;1.8
1023;4212a 11.11 Telecom ;2023 december;109.1;0.0
1024;4212a 11.11 Telecom ;2024 januari;110.7;1.8
1025;4212a 11.11 Telecom ;2024 februari;110.4;1.4
1026;4212a 11.11 Telecom ;2024 maart;110.5;0.6
1027;4212a 11.11 Telecom ;2024 april;111.1;1.4
1028;4212a 11.11 Telecom ;2024 mei;111.2;2.0
1029;4212a 11.11 Telecom ;2024 juni;112.4;2.8
1030;4212a 11.11 Telecom ;2024 juli;114.7;5.6
1031;4212a 11.11 Telecom ;2024 augustus;114.3;5.2
1032;4212a 11.11 Telecom ;2024 september;114.1;5.0
1033;4212a 11.11 Telecom ;2024 oktober;114.1;4.7
1034;4212a 11.11 Telecom ;2024 november;114.3;5.0
1035;4212a 11.11 Telecom ;2024 december;114.5;4.9
1036;4212a 11.11 Telecom ;2025 januari;115.9;4.7
1037;4212a 11.12 Tractievoeding en CAB;2020 januari;99.6;
1038;4212a 11.12 Tractievoeding en CAB;2020 februari;99.8;
1039;4212a 11.12 Tractievoeding en CAB;2020 maart;99.6;
1040;4212a 11.12 Tractievoeding en CAB;2020 april;99.8;
1041;4212a 11.12 Tractievoeding en CAB;2020 mei;99.8;
1042;4212a 11.12 Tractievoeding en CAB;2020 juni;99.6;
1043;4212a 11.12 Tractievoeding en CAB;2020 juli;100.3;
1044;4212a 11.12 Tractievoeding en CAB;2020 augustus;100.1;
1045;4212a 11.12 Tractievoeding en CAB;2020 september;100.2;
1046;4212a 11.12 Tractievoeding en CAB;2020 oktober;100.4;
1047;4212a 11.12 Tractievoeding en CAB;2020 november;100.3;
1048;4212a 11.12 Tractievoeding en CAB;2020 december;100.6;
1049;4212a 11.12 Tractievoeding en CAB;2021 januari;100.2;0.6
1050;4212a 11.12 Tractievoeding en CAB;2021 februari;100.3;0.5
1051;4212a 11.12 Tractievoeding en CAB;2021 maart;100.7;1.2
1052;4212a 11.12 Tractievoeding en CAB;2021 april;101.0;1.2
1053;4212a 11.12 Tractievoeding en CAB;2021 mei;101.3;1.4
1054;4212a 11.12 Tractievoeding en CAB;2021 juni;101.4;1.9
1055;4212a 11.12 Tractievoeding en CAB;2021 juli;102.1;1.9
1056;4212a 11.12 Tractievoeding en CAB;2021 augustus;101.8;1.7
1057;4212a 11.12 Tractievoeding en CAB;2021 september;101.9;1.7
1058;4212a 11.12 Tractievoeding en CAB;2021 oktober;102.5;2.1
1059;4212a 11.12 Tractievoeding en CAB;2021 november;102.6;2.3
1060;4212a 11.12 Tractievoeding en CAB;2021 december;102.9;2.3
1061;4212a 11.12 Tractievoeding en CAB;2022 januari;106.0;5.8
1062;4212a 11.12 Tractievoeding en CAB;2022 februari;106.1;5.8
1063;4212a 11.12 Tractievoeding en CAB;2022 maart;106.3;5.6
1064;4212a 11.12 Tractievoeding en CAB;2022 april;107.4;6.4
1065;4212a 11.12 Tractievoeding en CAB;2022 mei;110.1;8.7
1066;4212a 11.12 Tractievoeding en CAB;2022 juni;109.8;8.3
1067;4212a 11.12 Tractievoeding en CAB;2022 juli;110.4;8.1
1068;4212a 11.12 Tractievoeding en CAB;2022 augustus;110.8;8.8
1069;4212a 11.12 Tractievoeding en CAB;2022 september;111.3;9.3
1070;4212a 11.12 Tractievoeding en CAB;2022 oktober;112.9;10.1
1071;4212a 11.12 Tractievoeding en CAB;2022 november;113.0;10.1
1072;4212a 11.12 Tractievoeding en CAB;2022 december;112.8;9.6
1073;4212a 11.12 Tractievoeding en CAB;2023 januari;113.8;7.4
1074;4212a 11.12 Tractievoeding en CAB;2023 februari;114.0;7.4
1075;4212a 11.12 Tractievoeding en CAB;2023 maart;114.4;7.6
1076;4212a 11.12 Tractievoeding en CAB;2023 april;114.7;6.8
1077;4212a 11.12 Tractievoeding en CAB;2023 mei;114.4;4.0
1078;4212a 11.12 Tractievoeding en CAB;2023 juni;114.7;4.4
1079;4212a 11.12 Tractievoeding en CAB;2023 juli;115.2;4.4
1080;4212a 11.12 Tractievoeding en CAB;2023 augustus;115.2;4.0
1081;4212a 11.12 Tractievoeding en CAB;2023 september;115.1;3.4
1082;4212a 11.12 Tractievoeding en CAB;2023 oktober;115.3;2.2
1083;4212a 11.12 Tractievoeding en CAB;2023 november;120.1;6.3
1084;4212a 11.12 Tractievoeding en CAB;2023 december;120.6;6.9
1085;4212a 11.12 Tractievoeding en CAB;2024 januari;121.1;6.4
1086;4212a 11.12 Tractievoeding en CAB;2024 februari;122.1;7.1
1087;4212a 11.12 Tractievoeding en CAB;2024 maart;122.2;6.8
1088;4212a 11.12 Tractievoeding en CAB;2024 april;123.7;7.8
1089;4212a 11.12 Tractievoeding en CAB;2024 mei;122.5;7.0
1090;4212a 11.12 Tractievoeding en CAB;2024 juni;121.8;6.2
1091;4212a 11.12 Tractievoeding en CAB;2024 juli;124.5;8.0
1092;4212a 11.12 Tractievoeding en CAB;2024 augustus;124.5;8.0
1093;4212a 11.12 Tractievoeding en CAB;2024 september;124.0;7.7
1094;4212a 11.12 Tractievoeding en CAB;2024 oktober;124.0;7.5
1095;4212a 11.12 Tractievoeding en CAB;2024 november;124.5;3.6
1096;4212a 11.12 Tractievoeding en CAB;2024 december;124.5;3.2
1097;4212a 11.12 Tractievoeding en CAB;2025 januari;125.6;3.8
1098;4212a 11.13 Treinbeveiliging ;2020 januari;99.8;
1099;4212a 11.13 Treinbeveiliging ;2020 februari;100.1;
1100;4212a 11.13 Treinbeveiliging ;2020 maart;99.8;
1101;4212a 11.13 Treinbeveiliging ;2020 april;100.1;
1102;4212a 11.13 Treinbeveiliging ;2020 mei;100.1;
1103;4212a 11.13 Treinbeveiliging ;2020 juni;99.7;
1104;4212a 11.13 Treinbeveiliging ;2020 juli;100.3;
1105;4212a 11.13 Treinbeveiliging ;2020 augustus;100.0;
1106;4212a 11.13 Treinbeveiliging ;2020 september;100.1;
1107;4212a 11.13 Treinbeveiliging ;2020 oktober;100.0;
1108;4212a 11.13 Treinbeveiliging ;2020 november;99.9;
1109;4212a 11.13 Treinbeveiliging ;2020 december;100.1;
1110;4212a 11.13 Treinbeveiliging ;2021 januari;100.7;0.8
1111;4212a 11.13 Treinbeveiliging ;2021 februari;100.8;0.7
1112;4212a 11.13 Treinbeveiliging ;2021 maart;101.1;1.3
1113;4212a 11.13 Treinbeveiliging ;2021 april;101.3;1.2
1114;4212a 11.13 Treinbeveiliging ;2021 mei;101.4;1.3
1115;4212a 11.13 Treinbeveiliging ;2021 juni;101.6;1.9
1116;4212a 11.13 Treinbeveiliging ;2021 juli;102.3;2.0
1117;4212a 11.13 Treinbeveiliging ;2021 augustus;101.5;1.5
1118;4212a 11.13 Treinbeveiliging ;2021 september;101.7;1.6
1119;4212a 11.13 Treinbeveiliging ;2021 oktober;102.2;2.2
1120;4212a 11.13 Treinbeveiliging ;2021 november;102.4;2.5
1121;4212a 11.13 Treinbeveiliging ;2021 december;102.6;2.5
1122;4212a 11.13 Treinbeveiliging ;2022 januari;104.6;3.9
1123;4212a 11.13 Treinbeveiliging ;2022 februari;105.7;4.8
1124;4212a 11.13 Treinbeveiliging ;2022 maart;105.9;4.7
1125;4212a 11.13 Treinbeveiliging ;2022 april;106.8;5.4
1126;4212a 11.13 Treinbeveiliging ;2022 mei;107.5;6.0
1127;4212a 11.13 Treinbeveiliging ;2022 juni;107.5;5.8
1128;4212a 11.13 Treinbeveiliging ;2022 juli;108.6;6.2
1129;4212a 11.13 Treinbeveiliging ;2022 augustus;108.6;6.9
1130;4212a 11.13 Treinbeveiliging ;2022 september;109.1;7.3
1131;4212a 11.13 Treinbeveiliging ;2022 oktober;109.5;7.1
1132;4212a 11.13 Treinbeveiliging ;2022 november;109.3;6.7
1133;4212a 11.13 Treinbeveiliging ;2022 december;110.6;7.8
1134;4212a 11.13 Treinbeveiliging ;2023 januari;111.8;6.9
1135;4212a 11.13 Treinbeveiliging ;2023 februari;111.8;5.8
1136;4212a 11.13 Treinbeveiliging ;2023 maart;112.4;6.2
1137;4212a 11.13 Treinbeveiliging ;2023 april;112.0;4.8
1138;4212a 11.13 Treinbeveiliging ;2023 mei;111.4;3.6
1139;4212a 11.13 Treinbeveiliging ;2023 juni;111.4;3.6
1140;4212a 11.13 Treinbeveiliging ;2023 juli;111.6;2.7
1141;4212a 11.13 Treinbeveiliging ;2023 augustus;111.8;3.0
1142;4212a 11.13 Treinbeveiliging ;2023 september;112.2;2.9
1143;4212a 11.13 Treinbeveiliging ;2023 oktober;112.5;2.7
1144;4212a 11.13 Treinbeveiliging ;2023 november;113.1;3.4
1145;4212a 11.13 Treinbeveiliging ;2023 december;113.1;2.3
1146;4212a 11.13 Treinbeveiliging ;2024 januari;115.0;2.9
1147;4212a 11.13 Treinbeveiliging ;2024 februari;115.0;2.9
1148;4212a 11.13 Treinbeveiliging ;2024 maart;115.1;2.3
1149;4212a 11.13 Treinbeveiliging ;2024 april;115.8;3.4
1150;4212a 11.13 Treinbeveiliging ;2024 mei;115.6;3.8
1151;4212a 11.13 Treinbeveiliging ;2024 juni;116.4;4.5
1152;4212a 11.13 Treinbeveiliging ;2024 juli;118.0;5.8
1153;4212a 11.13 Treinbeveiliging ;2024 augustus;117.8;5.3
1154;4212a 11.13 Treinbeveiliging ;2024 september;117.7;4.9
1155;4212a 11.13 Treinbeveiliging ;2024 oktober;117.9;4.8
1156;4212a 11.13 Treinbeveiliging ;2024 november;118.3;4.7
1157;4212a 11.13 Treinbeveiliging ;2024 december;118.5;4.7
1158;4212a 11.13 Treinbeveiliging ;2025 januari;120.4;4.8
1159;4212a 11.14 Werktuigbouw;2020 januari;99.5;
1160;4212a 11.14 Werktuigbouw;2020 februari;99.7;
1161;4212a 11.14 Werktuigbouw;2020 maart;99.6;
1162;4212a 11.14 Werktuigbouw;2020 april;99.8;
1163;4212a 11.14 Werktuigbouw;2020 mei;99.7;
1164;4212a 11.14 Werktuigbouw;2020 juni;99.6;
1165;4212a 11.14 Werktuigbouw;2020 juli;100.4;
1166;4212a 11.14 Werktuigbouw;2020 augustus;100.2;
1167;4212a 11.14 Werktuigbouw;2020 september;100.3;
1168;4212a 11.14 Werktuigbouw;2020 oktober;100.3;
1169;4212a 11.14 Werktuigbouw;2020 november;100.2;
1170;4212a 11.14 Werktuigbouw;2020 december;100.7;
1171;4212a 11.14 Werktuigbouw;2021 januari;101.1;1.6
1172;4212a 11.14 Werktuigbouw;2021 februari;101.2;1.5
1173;4212a 11.14 Werktuigbouw;2021 maart;101.3;1.7
1174;4212a 11.14 Werktuigbouw;2021 april;101.6;1.8
1175;4212a 11.14 Werktuigbouw;2021 mei;101.6;1.9
1176;4212a 11.14 Werktuigbouw;2021 juni;101.8;2.2
1177;4212a 11.14 Werktuigbouw;2021 juli;102.9;2.5
1178;4212a 11.14 Werktuigbouw;2021 augustus;102.1;1.9
1179;4212a 11.14 Werktuigbouw;2021 september;102.1;1.8
1180;4212a 11.14 Werktuigbouw;2021 oktober;102.9;2.6
1181;4212a 11.14 Werktuigbouw;2021 november;103.0;2.7
1182;4212a 11.14 Werktuigbouw;2021 december;103.2;2.4
1183;4212a 11.14 Werktuigbouw;2022 januari;105.1;4.0
1184;4212a 11.14 Werktuigbouw;2022 februari;106.1;4.9
1185;4212a 11.14 Werktuigbouw;2022 maart;106.4;5.0
1186;4212a 11.14 Werktuigbouw;2022 april;107.2;5.5
1187;4212a 11.14 Werktuigbouw;2022 mei;108.7;7.0
1188;4212a 11.14 Werktuigbouw;2022 juni;108.6;6.7
1189;4212a 11.14 Werktuigbouw;2022 juli;109.9;6.8
1190;4212a 11.14 Werktuigbouw;2022 augustus;110.2;8.0
1191;4212a 11.14 Werktuigbouw;2022 september;110.8;8.6
1192;4212a 11.14 Werktuigbouw;2022 oktober;111.9;8.7
1193;4212a 11.14 Werktuigbouw;2022 november;111.7;8.5
1194;4212a 11.14 Werktuigbouw;2022 december;113.5;10.1
1195;4212a 11.14 Werktuigbouw;2023 januari;114.0;8.5
1196;4212a 11.14 Werktuigbouw;2023 februari;114.0;7.5
1197;4212a 11.14 Werktuigbouw;2023 maart;114.6;7.8
1198;4212a 11.14 Werktuigbouw;2023 april;114.8;7.1
1199;4212a 11.14 Werktuigbouw;2023 mei;114.7;5.5
1200;4212a 11.14 Werktuigbouw;2023 juni;114.9;5.7
1201;4212a 11.14 Werktuigbouw;2023 juli;115.1;4.7
1202;4212a 11.14 Werktuigbouw;2023 augustus;115.1;4.5
1203;4212a 11.14 Werktuigbouw;2023 september;115.1;3.9
1204;4212a 11.14 Werktuigbouw;2023 oktober;115.4;3.1
1205;4212a 11.14 Werktuigbouw;2023 november;117.6;5.3
1206;4212a 11.14 Werktuigbouw;2023 december;117.8;3.8
1207;4212a 11.14 Werktuigbouw;2024 januari;119.0;4.3
1208;4212a 11.14 Werktuigbouw;2024 februari;119.5;4.8
1209;4212a 11.14 Werktuigbouw;2024 maart;119.6;4.3
1210;4212a 11.14 Werktuigbouw;2024 april;120.1;4.6
1211;4212a 11.14 Werktuigbouw;2024 mei;119.2;3.9
1212;4212a 11.14 Werktuigbouw;2024 juni;119.8;4.3
1213;4212a 11.14 Werktuigbouw;2024 juli;121.7;5.8
1214;4212a 11.14 Werktuigbouw;2024 augustus;121.8;5.8
1215;4212a 11.14 Werktuigbouw;2024 september;121.9;5.9
1216;4212a 11.14 Werktuigbouw;2024 oktober;121.7;5.5
1217;4212a 11.14 Werktuigbouw;2024 november;122.1;3.9
1218;4212a 11.14 Werktuigbouw;2024 december;122.3;3.8
1219;4212a 11.14 Werktuigbouw;2025 januari;123.7;4.0
1220;4212a.12 Transfer en Stations;2020 januari;99.8;
1221;4212a.12 Transfer en Stations;2020 februari;99.9;
1222;4212a.12 Transfer en Stations;2020 maart;99.8;
1223;4212a.12 Transfer en Stations;2020 april;99.6;
1224;4212a.12 Transfer en Stations;2020 mei;99.4;
1225;4212a.12 Transfer en Stations;2020 juni;99.5;
1226;4212a.12 Transfer en Stations;2020 juli;100.2;
1227;4212a.12 Transfer en Stations;2020 augustus;100.3;
1228;4212a.12 Transfer en Stations;2020 september;100.3;
1229;4212a.12 Transfer en Stations;2020 oktober;100.1;
1230;4212a.12 Transfer en Stations;2020 november;100.2;
1231;4212a.12 Transfer en Stations;2020 december;100.9;
1232;4212a.12 Transfer en Stations;2021 januari;102.0;2.2
1233;4212a.12 Transfer en Stations;2021 februari;102.5;2.6
1234;4212a.12 Transfer en Stations;2021 maart;102.7;2.9
1235;4212a.12 Transfer en Stations;2021 april;103.5;3.8
1236;4212a.12 Transfer en Stations;2021 mei;104.3;4.9
1237;4212a.12 Transfer en Stations;2021 juni;105.4;6.0
1238;4212a.12 Transfer en Stations;2021 juli;107.4;7.2
1239;4212a.12 Transfer en Stations;2021 augustus;107.4;7.1
1240;4212a.12 Transfer en Stations;2021 september;107.5;7.2
1241;4212a.12 Transfer en Stations;2021 oktober;108.7;8.6
1242;4212a.12 Transfer en Stations;2021 november;108.7;8.5
1243;4212a.12 Transfer en Stations;2021 december;109.0;8.0
1244;4212a.12 Transfer en Stations;2022 januari;111.4;9.2
1245;4212a.12 Transfer en Stations;2022 februari;112.2;9.5
1246;4212a.12 Transfer en Stations;2022 maart;114.1;11.1
1247;4212a.12 Transfer en Stations;2022 april;117.5;13.6
1248;4212a.12 Transfer en Stations;2022 mei;118.6;13.7
1249;4212a.12 Transfer en Stations;2022 juni;117.1;11.1
1250;4212a.12 Transfer en Stations;2022 juli;118.5;10.3
1251;4212a.12 Transfer en Stations;2022 augustus;118.3;10.1
1252;4212a.12 Transfer en Stations;2022 september;119.1;10.8
1253;4212a.12 Transfer en Stations;2022 oktober;118.6;9.0
1254;4212a.12 Transfer en Stations;2022 november;118.3;8.8
1255;4212a.12 Transfer en Stations;2022 december;117.3;7.6
1256;4212a.12 Transfer en Stations;2023 januari;118.5;6.4
1257;4212a.12 Transfer en Stations;2023 februari;118.6;5.7
