ID;Sex;PersonalCharacteristics;Periods;TotalPopulationAged15YearsAndOlder_1;TotalLabourForceAccToInternatDef_2;EmpLabourForceAccToInternatDef_3;UnempLabourForceAccToInternatDef_4;PeopleNotIncludedInTheLabourForce_5;GrossLabourParticipation_6;NetLabourParticipation_7;UnemploymentAsAPercentage_8;TotalEmployees_9;EmployeesPermanentJobs_10;EmployeesFlexibleJobs_11;SelfEmployed_12;FamilyWorkers_13;k_0119HrsPerWeek_14;k_2034HrsPerWeek_15;k_35HrsPerWeek_16;WorkingHoursUnknown_17;AverageWorkingHours_18;Military_19;LegislatorsSeniorOfficialsManagers_20;ScientistsScholars_21;TechniciansSkilledWorkers_22;OfficeWorkers_23;ServiceShopAndMarketSalesWorkers_24;SkilledWorkersAgricultureAndFishery_25;Craftsmen_26;FactoryWorkersMachineOperatorsEtc_27;ElementaryOccupations_28;NotClassifiable_29
1323;Women;45 - 50 yrs;2002;572.0;413.0;399.0;13.0;159.0;72.2;69.8;3.3;345.0;298.0;47.0;48.0;6.0;119.0;193.0;86.0;;24.7;;38.0;70.0;87.0;71.0;69.0;3.0;5.0;8.0;45.0;4.0
1324;Women;45 - 50 yrs;2003;579.0;433.0;418.0;14.0;146.0;74.8;72.3;3.3;367.0;320.0;47.0;45.0;6.0;125.0;205.0;88.0;;24.7;;39.0;74.0;94.0;75.0;72.0;3.0;4.0;8.0;44.0;4.0
1325;Women;45 - 50 yrs;2004;588.0;441.0;422.0;19.0;147.0;75.0;71.8;4.3;366.0;322.0;44.0;50.0;6.0;122.0;210.0;89.0;;24.7;;31.0;85.0;97.0;77.0;77.0;2.0;4.0;8.0;39.0;3.0
1326;Women;45 - 50 yrs;2005;597.0;455.0;434.0;21.0;142.0;76.3;72.7;4.6;377.0;335.0;43.0;50.0;7.0;127.0;217.0;89.0;;24.7;;28.0;89.0;97.0;85.0;77.0;3.0;4.0;7.0;42.0;2.0
1327;Women;45 - 50 yrs;2006;606.0;469.0;448.0;21.0;136.0;77.5;74.0;4.4;391.0;345.0;47.0;51.0;6.0;126.0;226.0;95.0;;25.2;;36.0;90.0;100.0;82.0;80.0;4.0;5.0;6.0;42.0;3.0
1328;Women;45 - 50 yrs;2007;614.0;485.0;469.0;16.0;130.0;78.9;76.3;3.3;409.0;351.0;58.0;54.0;6.0;124.0;241.0;103.0;;25.5;;38.0;94.0;107.0;86.0;82.0;4.0;5.0;7.0;45.0;3.0
1329;Women;45 - 50 yrs;2008;623.0;500.0;486.0;14.0;123.0;80.2;78.0;2.7;423.0;360.0;63.0;59.0;5.0;124.0;248.0;112.0;;25.9;;39.0;92.0;112.0;92.0;86.0;3.0;4.0;8.0;46.0;4.0
1330;Women;45 - 50 yrs;2009;631.0;508.0;491.0;16.0;123.0;80.5;77.9;3.2;422.0;359.0;63.0;64.0;5.0;124.0;251.0;114.0;;26.0;;41.0;92.0;110.0;93.0;91.0;4.0;4.0;7.0;45.0;5.0
1331;Women;45 - 50 yrs;2010;636.0;514.0;494.0;20.0;122.0;80.8;77.6;4.0;422.0;364.0;59.0;65.0;6.0;119.0;258.0;115.0;2.0;26.2;;44.0;95.0;114.0;92.0;86.0;3.0;4.0;7.0;44.0;5.0
1332;Women;45 - 50 yrs;2011;637.0;525.0;503.0;22.0;112.0;82.4;78.9;4.1;432.0;373.0;59.0;63.0;7.0;118.0;270.0;114.0;2.0;26.1;;41.0;102.0;120.0;94.0;87.0;3.0;3.0;8.0;40.0;5.0
1333;Women;45 - 50 yrs;2012;637.0;523.0;502.0;21.0;113.0;82.2;78.9;4.1;431.0;372.0;59.0;65.0;6.0;115.0;269.0;116.0;2.0;26.2;;;;;;;;;;;
1334;Women;45 - 50 yrs;2013;636.0;520.0;493.0;27.0;116.0;81.8;77.6;5.2;418.0;355.0;64.0;70.0;5.0;116.0;264.0;111.0;3.0;26.2;;;;;;;;;;;
1335;Women;50 - 55 yrs;2000;569.0;330.0;320.0;11.0;238.0;58.1;56.2;3.3;264.0;220.0;44.0;47.0;8.0;105.0;136.0;78.0;;24.8;;32.0;57.0;55.0;56.0;62.0;5.0;5.0;4.0;34.0;10.0
1336;Women;50 - 55 yrs;2001 before revision;569.0;337.0;328.0;10.0;232.0;59.2;57.5;2.8;278.0;237.0;41.0;42.0;7.0;108.0;139.0;80.0;;24.9;;33.0;58.0;59.0;59.0;62.0;3.0;3.0;6.0;41.0;3.0
1337;Women;50 - 55 yrs;2001 after revision;569.0;322.0;313.0;9.0;248.0;56.5;55.0;2.7;258.0;220.0;39.0;45.0;9.0;111.0;132.0;70.0;;24.0;;31.0;48.0;53.0;54.0;62.0;5.0;5.0;6.0;40.0;10.0
1338;Women;50 - 55 yrs;2002;556.0;335.0;323.0;11.0;221.0;60.2;58.2;3.3;268.0;230.0;37.0;48.0;7.0;111.0;139.0;73.0;;23.9;;31.0;57.0;57.0;59.0;61.0;3.0;4.0;5.0;41.0;5.0
1339;Women;50 - 55 yrs;2003;549.0;342.0;329.0;13.0;207.0;62.4;60.0;3.8;279.0;245.0;35.0;43.0;7.0;110.0;149.0;69.0;;23.9;;30.0;60.0;64.0;62.0;59.0;3.0;4.0;6.0;38.0;3.0
1340;Women;50 - 55 yrs;2004;547.0;357.0;342.0;15.0;190.0;65.3;62.6;4.2;290.0;256.0;35.0;47.0;5.0;113.0;158.0;71.0;;24.1;;26.0;68.0;66.0;64.0;68.0;3.0;4.0;6.0;36.0;
1341;Women;50 - 55 yrs;2005;550.0;372.0;355.0;17.0;178.0;67.7;64.6;4.6;300.0;266.0;34.0;50.0;5.0;115.0;168.0;70.0;;24.1;;25.0;66.0;70.0;68.0;71.0;3.0;4.0;6.0;39.0;2.0
1342;Women;50 - 55 yrs;2006;556.0;380.0;362.0;18.0;175.0;68.4;65.1;4.9;309.0;275.0;35.0;47.0;6.0;109.0;172.0;80.0;;25.0;;30.0;73.0;73.0;66.0;69.0;3.0;4.0;5.0;35.0;3.0
1343;Women;50 - 55 yrs;2007;562.0;398.0;384.0;14.0;164.0;70.9;68.3;3.6;330.0;291.0;39.0;48.0;6.0;110.0;187.0;86.0;2.0;25.2;;32.0;78.0;81.0;66.0;70.0;3.0;3.0;5.0;43.0;3.0
1344;Women;50 - 55 yrs;2008;569.0;415.0;404.0;11.0;154.0;72.9;71.0;2.6;342.0;297.0;46.0;56.0;6.0;112.0;203.0;87.0;;25.2;;33.0;84.0;85.0;72.0;71.0;3.0;3.0;7.0;43.0;3.0
1345;Women;50 - 55 yrs;2009;578.0;426.0;414.0;12.0;152.0;73.7;71.7;2.7;356.0;312.0;45.0;53.0;4.0;117.0;210.0;86.0;2.0;25.3;;33.0;83.0;90.0;73.0;79.0;3.0;3.0;6.0;39.0;5.0
1346;Women;50 - 55 yrs;2010;587.0;447.0;432.0;15.0;140.0;76.2;73.6;3.4;373.0;324.0;48.0;55.0;5.0;110.0;224.0;96.0;2.0;25.6;;34.0;87.0;95.0;76.0;81.0;4.0;3.0;7.0;40.0;5.0
1347;Women;50 - 55 yrs;2011;596.0;453.0;436.0;17.0;143.0;76.0;73.1;3.8;375.0;331.0;44.0;55.0;6.0;103.0;229.0;102.0;2.0;26.1;;33.0;89.0;101.0;78.0;77.0;3.0;3.0;6.0;39.0;4.0
1348;Women;50 - 55 yrs;2012;606.0;468.0;451.0;17.0;138.0;77.3;74.4;3.7;385.0;338.0;47.0;61.0;5.0;110.0;236.0;102.0;3.0;26.0;;;;;;;;;;;
1349;Women;50 - 55 yrs;2013;616.0;478.0;454.0;24.0;138.0;77.7;73.8;5.0;383.0;336.0;47.0;67.0;4.0;104.0;243.0;104.0;3.0;26.1;;;;;;;;;;;
1350;Women;55 - 60 yrs;2000;425.0;164.0;161.0;3.0;261.0;38.6;37.9;1.7;128.0;111.0;16.0;30.0;4.0;62.0;63.0;37.0;;23.3;;21.0;31.0;25.0;28.0;24.0;2.0;2.0;2.0;20.0;7.0
1351;Women;55 - 60 yrs;2001 before revision;451.0;177.0;174.0;3.0;274.0;39.2;38.5;1.9;142.0;121.0;21.0;26.0;5.0;64.0;71.0;39.0;;23.5;;17.0;34.0;27.0;29.0;35.0;2.0;2.0;4.0;23.0;
1352;Women;55 - 60 yrs;2001 after revision;451.0;173.0;170.0;3.0;278.0;38.4;37.7;1.9;134.0;114.0;21.0;30.0;6.0;68.0;67.0;34.0;;22.8;;19.0;30.0;27.0;27.0;29.0;3.0;2.0;4.0;23.0;6.0
1353;Women;55 - 60 yrs;2002;491.0;208.0;203.0;5.0;284.0;42.3;41.3;2.5;164.0;141.0;22.0;34.0;5.0;81.0;82.0;38.0;;22.3;;21.0;35.0;30.0;34.0;41.0;2.0;3.0;4.0;29.0;2.0
1354;Women;55 - 60 yrs;2003;521.0;220.0;214.0;6.0;302.0;42.2;41.0;2.8;172.0;151.0;21.0;36.0;5.0;85.0;87.0;40.0;2.0;22.6;;22.0;37.0;36.0;37.0;43.0;2.0;3.0;5.0;27.0;3.0
1355;Women;55 - 60 yrs;2004;540.0;242.0;234.0;8.0;298.0;44.8;43.2;3.5;189.0;168.0;20.0;41.0;4.0;89.0;100.0;44.0;;22.9;;20.0;43.0;40.0;41.0;50.0;2.0;3.0;5.0;28.0;2.0
1356;Women;55 - 60 yrs;2005;556.0;265.0;253.0;12.0;291.0;47.7;45.6;4.4;206.0;184.0;22.0;43.0;5.0;97.0;109.0;46.0;;22.7;;21.0;49.0;44.0;46.0;52.0;2.0;3.0;3.0;32.0;
1357;Women;55 - 60 yrs;2006;556.0;280.0;268.0;12.0;276.0;50.3;48.2;4.2;221.0;198.0;23.0;42.0;5.0;103.0;114.0;49.0;;22.8;;20.0;53.0;47.0;48.0;55.0;3.0;3.0;4.0;34.0;2.0
1358;Women;55 - 60 yrs;2007;542.0;293.0;282.0;11.0;250.0;54.0;52.0;3.6;234.0;208.0;26.0;42.0;6.0;100.0;129.0;52.0;;23.5;;22.0;52.0;54.0;49.0;59.0;4.0;2.0;5.0;32.0;2.0
1359;Women;55 - 60 yrs;2008;535.0;302.0;293.0;9.0;234.0;56.4;54.7;3.0;244.0;213.0;31.0;45.0;4.0;97.0;137.0;57.0;;24.0;;24.0;55.0;53.0;53.0;61.0;4.0;4.0;5.0;32.0;3.0
1360;Women;55 - 60 yrs;2009;534.0;318.0;309.0;9.0;216.0;59.5;57.8;2.8;260.0;227.0;33.0;44.0;4.0;98.0;146.0;63.0;;24.5;;27.0;62.0;55.0;55.0;61.0;4.0;4.0;4.0;34.0;2.0
1361;Women;55 - 60 yrs;2010;537.0;328.0;316.0;12.0;209.0;61.1;58.9;3.6;265.0;235.0;30.0;47.0;5.0;97.0;153.0;65.0;;24.7;;29.0;62.0;63.0;55.0;59.0;3.0;4.0;5.0;34.0;3.0
1362;Women;55 - 60 yrs;2011;543.0;350.0;336.0;14.0;193.0;64.5;61.9;4.1;283.0;250.0;33.0;47.0;6.0;105.0;157.0;72.0;2.0;24.6;;25.0;71.0;73.0;59.0;61.0;3.0;2.0;5.0;33.0;4.0
1363;Women;55 - 60 yrs;2012;550.0;362.0;346.0;16.0;188.0;65.8;62.9;4.3;296.0;265.0;32.0;45.0;5.0;101.0;168.0;75.0;2.0;25.0;;;;;;;;;;;
1364;Women;55 - 60 yrs;2013;558.0;373.0;352.0;21.0;185.0;66.9;63.1;5.7;296.0;265.0;31.0;51.0;5.0;98.0;175.0;76.0;2.0;24.9;;;;;;;;;;;
1365;Women;60 - 65 yrs;2000;367.0;42.0;41.0;;325.0;11.4;11.1;;25.0;18.0;7.0;12.0;4.0;21.0;13.0;7.0;;20.2;;8.0;6.0;5.0;6.0;7.0;;;;5.0;4.0
1366;Women;60 - 65 yrs;2001 before revision;374.0;48.0;47.0;;326.0;12.8;12.6;;32.0;25.0;7.0;13.0;2.0;27.0;12.0;8.0;;19.2;;8.0;8.0;5.0;7.0;9.0;;;;8.0;
1367;Women;60 - 65 yrs;2001 after revision;374.0;45.0;44.0;;329.0;12.0;11.8;;28.0;23.0;5.0;14.0;2.0;25.0;12.0;8.0;;19.2;;8.0;6.0;5.0;6.0;7.0;;;;7.0;3.0
1368;Women;60 - 65 yrs;2002;380.0;54.0;52.0;2.0;327.0;14.1;13.7;2.9;35.0;27.0;8.0;15.0;2.0;31.0;13.0;6.0;;16.7;;7.0;9.0;7.0;8.0;10.0;;;;8.0;
1369;Women;60 - 65 yrs;2003;390.0;59.0;57.0;2.0;331.0;15.0;14.6;2.6;38.0;30.0;9.0;16.0;2.0;30.0;16.0;10.0;;19.6;;8.0;12.0;8.0;8.0;10.0;;;;8.0;
1370;Women;60 - 65 yrs;2004;402.0;67.0;65.0;2.0;335.0;16.6;16.2;2.6;43.0;34.0;9.0;20.0;3.0;33.0;19.0;12.0;;20.6;;8.0;14.0;9.0;11.0;11.0;;;2.0;9.0;
1371;Women;60 - 65 yrs;2005;412.0;72.0;70.0;2.0;339.0;17.6;17.0;3.5;47.0;37.0;9.0;21.0;2.0;36.0;21.0;12.0;;19.5;;8.0;13.0;10.0;11.0;14.0;;2.0;2.0;9.0;
1372;Women;60 - 65 yrs;2006;437.0;84.0;81.0;3.0;352.0;19.3;18.6;3.7;58.0;46.0;11.0;21.0;2.0;42.0;23.0;14.0;;19.6;;10.0;14.0;13.0;12.0;17.0;;;2.0;11.0;
1373;Women;60 - 65 yrs;2007;475.0;103.0;99.0;4.0;373.0;21.6;20.8;3.7;72.0;57.0;16.0;25.0;2.0;49.0;32.0;16.0;2.0;20.0;;10.0;20.0;16.0;15.0;21.0;;;2.0;12.0;
1374;Women;60 - 65 yrs;2008;504.0;126.0;122.0;5.0;378.0;25.1;24.1;3.7;88.0;71.0;17.0;31.0;3.0;60.0;42.0;18.0;2.0;19.9;;13.0;23.0;19.0;21.0;26.0;;;2.0;15.0;
1375;Women;60 - 65 yrs;2009;523.0;140.0;135.0;5.0;382.0;26.9;25.8;3.8;101.0;81.0;19.0;32.0;3.0;61.0;49.0;24.0;;20.8;;13.0;29.0;20.0;22.0;31.0;;;2.0;16.0;
1376;Women;60 - 65 yrs;2010;538.0;155.0;149.0;6.0;383.0;28.8;27.7;3.9;116.0;96.0;19.0;31.0;3.0;63.0;62.0;23.0;2.0;21.5;;13.0;30.0;24.0;26.0;31.0;;2.0;2.0;17.0;2.0
1377;Women;60 - 65 yrs;2011;538.0;173.0;166.0;7.0;365.0;32.1;30.8;4.2;130.0;110.0;20.0;31.0;4.0;65.0;68.0;30.0;2.0;22.4;;14.0;32.0;31.0;28.0;36.0;2.0;2.0;3.0;16.0;2.0
1378;Women;60 - 65 yrs;2012;525.0;190.0;182.0;8.0;335.0;36.2;34.6;4.4;144.0;126.0;18.0;34.0;3.0;69.0;77.0;34.0;2.0;22.7;;;;;;;;;;;
1379;Women;60 - 65 yrs;2013;520.0;197.0;187.0;10.0;323.0;37.9;36.0;5.0;150.0;132.0;18.0;34.0;3.0;69.0;83.0;34.0;2.0;22.8;;;;;;;;;;;
1380;Women;65 - 70 yrs;2000;323.0;9.0;9.0;;313.0;2.9;2.9;;3.0;;2.0;6.0;;6.0;;2.0;;15.4;;3.0;2.0;;;;;;;;
1381;Women;65 - 70 yrs;2001 before revision;330.0;11.0;10.0;;319.0;3.4;3.1;;3.0;2.0;2.0;6.0;;6.0;3.0;;;15.8;;2.0;3.0;;;2.0;;;;;
1382;Women;65 - 70 yrs;2001 after revision;334.0;10.0;10.0;;324.0;3.1;3.0;;4.0;2.0;2.0;5.0;;7.0;2.0;;;14.5;;2.0;2.0;;;;;;;;
1383;Women;65 - 70 yrs;2002;334.0;12.0;11.0;;322.0;3.6;3.3;;4.0;2.0;2.0;6.0;;7.0;3.0;;;15.8;;3.0;2.0;2.0;;2.0;;;;;
1384;Women;65 - 70 yrs;2003;337.0;14.0;13.0;;323.0;4.2;3.9;;7.0;2.0;4.0;6.0;;9.0;3.0;;;14.9;;3.0;2.0;2.0;;2.0;;;;2.0;
1385;Women;65 - 70 yrs;2004;343.0;16.0;14.0;2.0;327.0;4.7;4.2;10.1;8.0;2.0;6.0;5.0;;9.0;3.0;;;15.1;;2.0;3.0;2.0;2.0;2.0;;;;3.0;
1386;Women;65 - 70 yrs;2005;350.0;16.0;14.0;2.0;334.0;4.5;4.0;11.6;7.0;3.0;4.0;6.0;;9.0;3.0;2.0;;14.3;;;3.0;;;2.0;;;;3.0;
1387;Women;65 - 70 yrs;2006;356.0;17.0;15.0;2.0;339.0;4.8;4.3;10.5;7.0;4.0;3.0;7.0;;10.0;3.0;;;13.1;;2.0;4.0;;;3.0;;;;3.0;
1388;Women;65 - 70 yrs;2007;363.0;22.0;21.0;;341.0;6.0;5.8;;11.0;4.0;6.0;9.0;;15.0;4.0;2.0;;13.2;;3.0;4.0;2.0;2.0;4.0;;;;4.0;
1389;Women;65 - 70 yrs;2008;372.0;22.0;21.0;;349.0;6.0;5.7;;11.0;3.0;8.0;9.0;;14.0;4.0;3.0;;15.8;;4.0;3.0;3.0;;6.0;;;;4.0;
1390;Women;65 - 70 yrs;2009;383.0;31.0;30.0;;352.0;8.2;7.8;;16.0;7.0;9.0;13.0;;20.0;6.0;4.0;;16.8;;4.0;5.0;4.0;3.0;11.0;;;;3.0;
1391;Women;65 - 70 yrs;2010;393.0;32.0;30.0;2.0;361.0;8.0;7.6;5.4;16.0;7.0;9.0;13.0;;21.0;6.0;2.0;;14.0;;4.0;5.0;5.0;2.0;9.0;;;;5.0;
1392;Women;65 - 70 yrs;2011;417.0;31.0;29.0;;386.0;7.4;7.0;;16.0;7.0;10.0;12.0;;20.0;8.0;;;13.5;;5.0;6.0;4.0;3.0;8.0;;;;2.0;
1393;Women;65 - 70 yrs;2012;454.0;33.0;32.0;2.0;421.0;7.3;7.0;4.6;18.0;8.0;10.0;13.0;;21.0;6.0;4.0;;15.1;;;;;;;;;;;
1394;Women;65 - 70 yrs;2013;482.0;36.0;35.0;2.0;446.0;7.5;7.2;4.5;20.0;9.0;11.0;14.0;;22.0;8.0;3.0;;14.5;;;;;;;;;;;
1395;Women;70 - 75 yrs;2000;314.0;6.0;6.0;;308.0;1.9;1.9;;;;;5.0;;5.0;;;;11.8;;;;;;2.0;;;;;
1396;Women;70 - 75 yrs;2001 before revision;309.0;4.0;4.0;;305.0;1.2;1.2;;;;;2.0;;3.0;;;;14.8;;;;;;;;;;;
1397;Women;70 - 75 yrs;2001 after revision;304.0;5.0;5.0;;299.0;1.6;1.6;;2.0;;;3.0;;4.0;;;;14.3;;;;;;;;;;;
1398;Women;70 - 75 yrs;2002;307.0;5.0;5.0;;302.0;1.5;1.5;;2.0;;;2.0;;3.0;;;;13.8;;;;;;;;;;;
1399;Women;70 - 75 yrs;2003;308.0;5.0;5.0;;303.0;1.5;1.5;;2.0;;;2.0;;3.0;;;;18.7;;;;;;;;;;;
1400;Women;70 - 75 yrs;2004;308.0;5.0;5.0;;303.0;1.8;1.6;;2.0;;;3.0;;3.0;;;;18.2;;;;;;;;;;;
1401;Women;70 - 75 yrs;2005;308.0;5.0;4.0;;303.0;1.5;1.3;;;;;3.0;;3.0;;;;12.6;;;;;;;;;;;
1402;Women;70 - 75 yrs;2006;308.0;5.0;5.0;;304.0;1.5;1.5;;2.0;;;3.0;;4.0;;;;13.7;;;;;;;;;;;
1403;Women;70 - 75 yrs;2007;309.0;6.0;6.0;;304.0;1.8;1.8;;2.0;;;3.0;;4.0;;;;13.6;;;;;;;;;;;
1404;Women;70 - 75 yrs;2008;312.0;7.0;7.0;;305.0;2.4;2.3;;3.0;;2.0;4.0;;5.0;;;;17.6;;2.0;;;;2.0;;;;;
1405;Women;70 - 75 yrs;2009;318.0;7.0;6.0;;312.0;2.1;2.0;;3.0;;;4.0;;4.0;;;;13.8;;2.0;;;;2.0;;;;;
1406;Women;70 - 75 yrs;2010;326.0;7.0;7.0;;319.0;2.1;2.0;;3.0;;2.0;3.0;;4.0;;;;14.5;;;;;;2.0;;;;;
1407;Women;70 - 75 yrs;2011;332.0;10.0;10.0;;322.0;3.0;2.9;;3.0;;2.0;6.0;;6.0;3.0;;;17.2;;2.0;2.0;;;2.0;;;;;
1408;Women;70 - 75 yrs;2012;338.0;13.0;12.0;;325.0;3.8;3.7;;3.0;;2.0;10.0;;7.0;3.0;2.0;;18.1;;;;;;;;;;;
1409;Women;70 - 75 yrs;2013;347.0;9.0;9.0;;339.0;2.5;2.5;;4.0;;3.0;5.0;;6.0;;;;11.1;;;;;;;;;;;
1410;Women;75 yrs and older;2000;530.0;2.0;2.0;;528.0;0.4;0.4;;;;;;;2.0;;;;11.1;;;;;;;;;;;
1411;Women;75 yrs and older;2001 before revision;540.0;2.0;2.0;;537.0;0.4;0.4;;;;;2.0;;;;;;22.6;;;;;;;;;;;
1412;Women;75 yrs and older;2001 after revision;540.0;2.0;2.0;;537.0;0.4;0.4;;;;;2.0;;;;;;20.2;;;;;;;;;;;
1413;Women;75 yrs and older;2002;548.0;3.0;3.0;;545.0;0.5;0.5;;;;;2.0;;2.0;;;;16.2;;;;;;;;;;;
1414;Women;75 yrs and older;2003;555.0;2.0;2.0;;553.0;0.4;0.4;;;;;2.0;;2.0;;;;11.1;;;;;;;;;;;
1415;Women;75 yrs and older;2004;564.0;3.0;3.0;;561.0;0.5;0.5;;;;;2.0;;2.0;;;;13.6;;;;;;;;;;;
1416;Women;75 yrs and older;2005;575.0;2.0;2.0;;573.0;0.4;0.4;;;;;;;2.0;;;;13.1;;;;;;;;;;;
1417;Women;75 yrs and older;2006;587.0;3.0;3.0;;585.0;0.4;0.4;;;;;2.0;;;;;;16.3;;;;;;;;;;;
1418;Women;75 yrs and older;2007;599.0;5.0;5.0;;594.0;0.8;0.8;;;;;4.0;;3.0;;;;10.1;;;;;;;;;;;
1419;Women;75 yrs and older;2008;610.0;3.0;3.0;;607.0;0.5;0.5;;;;;2.0;;2.0;;;;16.9;;;;;;;;;;;
1420;Women;75 yrs and older;2009;619.0;5.0;5.0;;615.0;0.8;0.8;;2.0;;;3.0;;4.0;;;;11.5;;;;;;;;;;2.0;
1421;Women;75 yrs and older;2010;630.0;4.0;4.0;;626.0;0.6;0.6;;;;;3.0;;3.0;;;;13.4;;;;;;;;;;;
1422;Women;75 yrs and older;2011;640.0;2.0;2.0;;638.0;0.4;0.4;;;;;;;2.0;;;;8.9;;;;;;;;;;;
1423;Women;75 yrs and older;2012;649.0;3.0;3.0;;646.0;0.4;0.4;;;;;2.0;;2.0;;;;11.9;;;;;;;;;;;
1424;Women;75 yrs and older;2013;658.0;4.0;4.0;;654.0;0.6;0.6;;;;;3.0;;3.0;;;;8.7;;;;;;;;;;;
1425;Women;4010;2000;1244.0;445.0;428.0;18.0;798.0;35.8;34.4;4.0;394.0;307.0;86.0;34.0;;73.0;122.0;232.0;;31.3;;35.0;97.0;93.0;80.0;68.0;2.0;4.0;8.0;27.0;15.0
1426;Women;4010;2001 before revision;1262.0;460.0;443.0;17.0;802.0;36.4;35.1;3.7;413.0;321.0;92.0;30.0;;78.0;130.0;234.0;;30.8;;33.0;100.0;100.0;88.0;78.0;;6.0;7.0;24.0;5.0
1427;Women;4010;2001 after revision;1313.0;420.0;402.0;18.0;893.0;32.0;30.6;4.2;365.0;274.0;91.0;37.0;;79.0;116.0;206.0;;30.3;;31.0;87.0;93.0;76.0;62.0;2.0;5.0;7.0;25.0;13.0
1428;Women;4010;2002;1314.0;432.0;412.0;19.0;883.0;32.8;31.4;4.5;375.0;290.0;85.0;37.0;;89.0;122.0;199.0;2.0;29.3;;28.0;100.0;92.0;79.0;71.0;2.0;5.0;5.0;26.0;6.0
1429;Women;4010;2003;1311.0;439.0;415.0;24.0;872.0;33.5;31.7;5.4;377.0;297.0;80.0;38.0;;80.0;132.0;202.0;2.0;30.1;;33.0;106.0;93.0;73.0;67.0;2.0;5.0;5.0;24.0;7.0
1430;Women;4010;2004;1319.0;450.0;421.0;28.0;870.0;34.1;31.9;6.3;378.0;300.0;79.0;42.0;;76.0;137.0;206.0;2.0;30.2;;27.0;110.0;96.0;76.0;69.0;3.0;3.0;7.0;26.0;3.0
1431;Women;4010;2005;1329.0;466.0;429.0;37.0;863.0;35.1;32.3;7.8;386.0;303.0;83.0;43.0;;82.0;138.0;207.0;2.0;29.9;;24.0;113.0;97.0;77.0;73.0;2.0;5.0;8.0;26.0;4.0
1432;Women;4010;2006;1335.0;477.0;447.0;30.0;858.0;35.7;33.5;6.3;404.0;309.0;95.0;43.0;;83.0;140.0;220.0;3.0;30.2;;28.0;121.0;100.0;75.0;78.0;2.0;5.0;5.0;25.0;7.0
1433;Women;4010;2007;1349.0;483.0;459.0;24.0;866.0;35.8;34.0;5.0;412.0;311.0;102.0;46.0;;80.0;151.0;226.0;3.0;30.4;;28.0;122.0;107.0;76.0;77.0;2.0;4.0;5.0;31.0;6.0
1434;Women;4010;2008;1312.0;476.0;456.0;20.0;836.0;36.3;34.8;4.2;410.0;302.0;108.0;46.0;;80.0;151.0;224.0;2.0;30.4;;29.0;119.0;104.0;77.0;81.0;3.0;4.0;6.0;27.0;6.0
1435;Women;4010;2009;1328.0;493.0;469.0;24.0;835.0;37.1;35.3;4.8;418.0;305.0;113.0;50.0;;90.0;158.0;219.0;2.0;30.0;;30.0;124.0;99.0;82.0;85.0;2.0;4.0;5.0;29.0;8.0
1436;Women;4010;2010;1363.0;511.0;483.0;27.0;852.0;37.5;35.5;5.3;431.0;311.0;120.0;51.0;;90.0;167.0;222.0;4.0;29.8;;32.0;130.0;105.0;83.0;80.0;2.0;4.0;6.0;32.0;9.0
1437;Women;4010;2011;1384.0;528.0;500.0;28.0;856.0;38.2;36.1;5.3;442.0;322.0;119.0;58.0;;94.0;178.0;223.0;4.0;29.6;;35.0;134.0;114.0;81.0;85.0;2.0;4.0;5.0;29.0;10.0
1438;Women;4010;2012;1423.0;544.0;513.0;31.0;879.0;38.2;36.0;5.7;449.0;327.0;122.0;63.0;;96.0;185.0;228.0;4.0;29.8;;;;;;;;;;;
1439;Women;4010;2013;1430.0;560.0;525.0;35.0;871.0;39.1;36.7;6.2;464.0;328.0;136.0;61.0;;95.0;192.0;232.0;6.0;29.5;;;;;;;;;;;
1440;Women;4090;2000;2139.0;1047.0;1024.0;23.0;1091.0;49.0;47.9;2.2;923.0;772.0;151.0;89.0;12.0;185.0;381.0;457.0;;29.7;2.0;101.0;188.0;225.0;197.0;174.0;10.0;12.0;19.0;71.0;26.0
1441;Women;4090;2001 before revision;2117.0;1023.0;1000.0;23.0;1094.0;48.3;47.3;2.2;903.0;771.0;132.0;84.0;13.0;182.0;374.0;444.0;;29.7;;92.0;199.0;227.0;184.0;175.0;8.0;14.0;16.0;78.0;8.0
1442;Women;4090;2001 after revision;1980.0;934.0;914.0;21.0;1045.0;47.2;46.1;2.2;811.0;675.0;136.0;89.0;13.0;177.0;345.0;390.0;;29.4;;84.0;168.0;198.0;173.0;156.0;8.0;13.0;17.0;74.0;21.0
1443;Women;4090;2002;1986.0;950.0;925.0;25.0;1036.0;47.8;46.6;2.6;820.0;682.0;138.0;93.0;12.0;180.0;370.0;372.0;2.0;29.0;;81.0;175.0;208.0;177.0;158.0;8.0;15.0;17.0;74.0;11.0
1444;Women;4090;2003;2020.0;944.0;916.0;28.0;1076.0;46.7;45.3;3.0;814.0;687.0;128.0;89.0;13.0;178.0;374.0;361.0;3.0;28.9;;81.0;183.0;212.0;168.0;153.0;6.0;12.0;17.0;71.0;12.0
1445;Women;4090;2004;2019.0;946.0;913.0;33.0;1073.0;46.9;45.2;3.5;807.0;675.0;132.0;96.0;11.0;185.0;380.0;345.0;3.0;28.6;;69.0;194.0;196.0;171.0;172.0;7.0;11.0;15.0;71.0;7.0
