ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalAantalBedrijven_1;k_1WerkzamePersoon_2;k_2WerkzamePersonen_3;k_3Tot5WerkzamePersonen_4;k_5Tot10WerkzamePersonen_5;k_10Tot20WerkzamePersonen_6;k_20Tot50WerkzamePersonen_7;k_50Tot100WerkzamePersonen_8;k_100Tot150WerkzamePersonen_9;k_150Tot200WerkzamePersonen_10;k_200Tot250WerkzamePersonen_11;k_250Tot500WerkzamePersonen_12;k_500Tot1000WerkzamePersonen_13;k_1000Tot2000WerkzamePersonen_14;k_2000WerkzamePersonenOfMeer_15;Eenmanszaak_16;Maatschap_17;VennootschapOnderFirma_18;BeslotenVennootschap_19;NaamlozeVennootschap_20;CooperatieveVereniging_21;VerenigingOfStichting_22;Overheid_23;OverigeRechtsvormen_24
350;68 Verhuur en handel van onroerend goed;2006, 1 januari;18110;8005;5780;2095;1175;500;325;135;30;25;10;20;10;0;0;2605;3340;2425;8505;45;40;985;15;145
351;68 Verhuur en handel van onroerend goed;2007, 1 januari;19250;8295;5705;2650;1440;600;350;125;35;20;5;25;5;0;0;2795;3430;2515;9245;45;40;980;5;190
352;68 Verhuur en handel van onroerend goed;2008, 1 januari;19215;9090;5475;2275;1315;575;300;100;30;25;5;20;5;0;0;2765;3220;2455;9500;45;40;945;5;230
353;68 Verhuur en handel van onroerend goed;2009, 1 januari;19655;8870;6140;2250;1295;550;315;130;40;20;10;20;10;0;0;2775;4210;2340;8985;45;35;870;15;380
354;68 Verhuur en handel van onroerend goed;2010, 1 januari;19885;9050;6280;2230;1255;540;300;120;40;25;15;20;10;0;0;2660;4270;2300;9065;40;35;850;10;650
355;M Specialistische zakelijke diensten;2006, 1 januari;108520;70360;18945;7725;5805;3090;1775;455;120;65;35;85;35;15;5;57800;3665;10505;34540;65;165;1315;10;460
356;M Specialistische zakelijke diensten;2007, 1 januari;118535;76350;17585;10735;7230;3670;2080;510;145;55;40;80;35;15;10;63345;3455;10900;38670;75;175;1425;10;490
357;M Specialistische zakelijke diensten;2008, 1 januari;129525;89450;17590;9650;6465;3570;1965;495;110;60;45;80;30;10;10;70450;3285;11510;42045;110;185;1405;5;535
358;M Specialistische zakelijke diensten;2009, 1 januari;141010;99950;18035;9180;6635;3990;2245;585;140;75;35;90;30;15;10;78205;3165;11940;45325;135;195;1475;10;555
359;M Specialistische zakelijke diensten;2010, 1 januari;150400;108940;18895;9170;6470;3855;2145;540;135;70;35;90;30;15;10;85585;3150;12020;47195;155;215;1505;15;560
360;69 Juridische diensten en administratie;2006, 1 januari;22635;12655;4190;2200;1835;945;580;140;30;15;5;25;10;5;5;9990;2090;2090;8085;30;25;255;5;60
361;69 Juridische diensten en administratie;2007, 1 januari;24205;13310;3840;2855;2210;1100;640;150;35;15;5;20;15;5;5;10610;1965;2125;9110;40;25;260;5;60
362;69 Juridische diensten en administratie;2008, 1 januari;25885;15670;3850;2585;1925;1055;560;140;25;15;10;20;10;5;5;11670;1920;2275;9590;70;30;260;0;70
363;69 Juridische diensten en administratie;2009, 1 januari;26950;17090;3620;2390;1880;1120;590;155;35;20;10;25;10;5;5;12360;1840;2235;10055;95;30;265;5;75
364;69 Juridische diensten en administratie;2010, 1 januari;28440;18365;3845;2455;1865;1095;565;145;35;20;10;25;10;5;5;13335;1865;2285;10475;100;35;270;5;70
365;70 Holdings en managementadviesbureaus;2006, 1 januari;32180;22480;5490;2065;1155;555;305;75;20;5;10;5;5;0;0;15025;345;2395;13845;20;80;315;0;160
366;70 Holdings en managementadviesbureaus;2007, 1 januari;36360;24275;5635;3560;1615;735;405;85;30;5;10;5;5;0;0;16975;325;2545;15890;15;85;345;0;175
367;70 Holdings en managementadviesbureaus;2008, 1 januari;41505;30170;5705;2995;1375;725;395;95;10;10;5;10;0;0;0;20055;315;2810;17695;15;95;325;0;185
368;70 Holdings en managementadviesbureaus;2009, 1 januari;46310;34610;5830;2920;1415;865;485;125;30;10;5;10;5;0;0;22860;300;2945;19535;20;100;345;0;200
369;70 Holdings en managementadviesbureaus;2010, 1 januari;49555;37675;6110;2930;1380;830;470;105;25;10;5;10;5;0;0;25110;305;2925;20540;25;115;335;0;210
370;71 Architecten-, ingenieursbureaus e.d.;2006, 1 januari;18255;11045;3095;1430;1195;770;475;125;35;25;5;30;10;10;0;9575;385;1800;6245;5;25;150;0;70
371;71 Architecten-, ingenieursbureaus e.d.;2007, 1 januari;19670;11980;2770;1770;1455;885;555;140;45;20;10;25;10;5;0;10435;365;1860;6740;5;25;155;0;85
372;71 Architecten-, ingenieursbureaus e.d.;2008, 1 januari;21025;13590;2740;1650;1380;855;560;140;40;15;15;25;10;5;0;11230;320;1900;7305;5;30;150;0;85
373;71 Architecten-, ingenieursbureaus e.d.;2009, 1 januari;22785;14950;2960;1555;1445;980;615;170;35;25;10;30;5;10;0;12330;295;2030;7840;10;30;155;0;95
374;71 Architecten-, ingenieursbureaus e.d.;2010, 1 januari;23760;15960;3060;1530;1405;950;580;155;40;20;10;30;10;10;0;13125;285;2000;8055;10;30;160;0;95
375;72 Research;2006, 1 januari;1960;1115;275;130;170;115;85;30;10;5;5;10;5;0;0;585;10;130;810;5;5;390;5;25
376;72 Research;2007, 1 januari;2090;1155;240;185;205;130;100;30;10;5;5;10;5;5;0;565;10;110;930;5;5;440;5;25
377;72 Research;2008, 1 januari;2260;1360;255;180;195;110;90;30;10;5;5;15;10;0;0;635;10;125;1000;5;5;450;5;25
378;72 Research;2009, 1 januari;2515;1550;240;210;195;140;100;30;15;5;5;15;10;0;0;745;5;140;1100;5;5;485;5;25
379;72 Research;2010, 1 januari;2715;1730;280;200;195;130;100;35;15;5;0;15;10;0;0;860;10;160;1130;5;5;510;5;25
380;73 Reclamewezen en marktonderzoek;2006, 1 januari;17055;11060;3320;1060;875;445;195;60;10;10;5;10;0;0;0;10700;110;2495;3595;0;15;60;0;75
381;73 Reclamewezen en marktonderzoek;2007, 1 januari;18450;12250;2895;1370;1070;530;230;70;15;10;5;10;0;0;0;11645;95;2635;3905;0;15;70;0;80
382;73 Reclamewezen en marktonderzoek;2008, 1 januari;19665;13640;2870;1335;990;515;225;60;15;10;0;5;0;0;0;12505;80;2700;4215;0;15;70;0;80
383;73 Reclamewezen en marktonderzoek;2009, 1 januari;21225;14905;3030;1260;1085;555;285;65;20;10;5;10;0;0;0;13610;80;2775;4585;0;15;75;0;85
384;73 Reclamewezen en marktonderzoek;2010, 1 januari;22380;16110;3125;1220;1030;525;265;65;20;10;5;10;0;0;0;14750;75;2760;4625;5;15;75;0;80
385;74 Design, fotografie, vertaalbureaus;2006, 1 januari;14840;11425;2185;560;330;170;115;25;15;5;5;5;0;0;0;11180;180;1530;1770;5;10;100;0;70
386;74 Design, fotografie, vertaalbureaus;2007, 1 januari;16140;12770;1890;685;415;190;125;35;10;5;5;5;0;0;0;12330;180;1560;1885;5;15;100;0;65
387;74 Design, fotografie, vertaalbureaus;2008, 1 januari;17540;14300;1885;620;365;210;115;30;5;5;0;0;0;0;0;13545;170;1630;1995;5;15;100;0;80
388;74 Design, fotografie, vertaalbureaus;2009, 1 januari;19540;16125;2070;560;385;210;130;40;10;5;0;5;0;0;0;15460;175;1760;1945;5;15;100;5;75
389;74 Design, fotografie, vertaalbureaus;2010, 1 januari;21795;18320;2175;555;370;195;125;35;10;5;0;5;0;0;0;17490;170;1825;2100;10;15;105;5;80
390;75 Veterinaire dienstverlening;2006, 1 januari;1595;575;390;280;240;90;20;0;0;0;0;0;0;0;0;750;550;60;190;0;0;45;0;0
391;75 Veterinaire dienstverlening;2007, 1 januari;1615;605;310;305;265;100;25;0;0;0;0;0;0;0;0;775;520;65;205;0;0;50;0;0
392;75 Veterinaire dienstverlening;2008, 1 januari;1645;715;285;280;240;100;25;0;0;0;0;0;0;0;0;810;470;70;245;0;0;50;0;5
393;75 Veterinaire dienstverlening;2009, 1 januari;1685;720;285;285;230;125;35;0;0;0;0;0;0;0;0;840;465;65;260;0;0;50;0;0
394;75 Veterinaire dienstverlening;2010, 1 januari;1745;780;300;280;225;125;40;0;0;0;0;0;0;0;0;910;445;70;270;0;0;50;0;0
395;N Verhuur en overige zakelijke diensten;2006, 1 januari;29460;13390;5690;3045;2690;1820;1645;620;170;105;60;130;55;15;30;14590;95;4895;8990;20;75;595;5;195
396;N Verhuur en overige zakelijke diensten;2007, 1 januari;31520;15105;4810;3510;3075;2030;1745;635;240;105;50;130;50;15;25;15830;95;4995;9685;15;70;610;5;215
397;N Verhuur en overige zakelijke diensten;2008, 1 januari;33605;17010;4915;3435;2955;2150;1845;720;195;120;50;120;45;20;30;16655;75;5205;10780;15;70;575;5;230
398;N Verhuur en overige zakelijke diensten;2009, 1 januari;36470;18735;5305;3310;3170;2305;2080;820;275;140;75;145;60;25;25;18170;70;5450;11875;20;65;605;5;215
399;N Verhuur en overige zakelijke diensten;2010, 1 januari;37505;20045;5470;3230;3035;2215;1975;795;265;140;75;145;60;20;25;19015;75;5400;12115;20;60;610;5;200
400;77 Verhuur van roerende goederen;2006, 1 januari;4775;2465;1075;470;380;190;125;40;10;10;0;5;5;0;0;2065;25;920;1660;5;20;50;0;30
401;77 Verhuur van roerende goederen;2007, 1 januari;5065;2725;895;590;435;220;140;35;10;5;0;5;5;0;0;2190;25;960;1785;5;20;55;0;30
402;77 Verhuur van roerende goederen;2008, 1 januari;5080;2890;895;510;380;215;115;45;10;10;0;0;0;0;0;2155;20;930;1875;5;20;50;0;35
403;77 Verhuur van roerende goederen;2009, 1 januari;5115;2980;825;445;425;230;130;50;10;10;0;0;5;0;0;2125;15;880;1985;10;20;55;0;30
404;77 Verhuur van roerende goederen;2010, 1 januari;5095;3015;825;430;405;225;125;45;10;10;0;0;5;0;0;2135;20;860;1975;10;20;50;0;30
405;78 Uitzendbureaus en arbeidsbemiddeling;2006, 1 januari;6575;2100;920;655;720;680;775;380;100;65;50;80;25;5;15;2090;25;550;3645;5;25;165;0;60
406;78 Uitzendbureaus en arbeidsbemiddeling;2007, 1 januari;7280;2475;865;780;785;770;820;385;160;65;35;80;25;10;20;2350;25;590;4040;5;25;175;0;75
407;78 Uitzendbureaus en arbeidsbemiddeling;2008, 1 januari;8345;2940;960;855;865;915;990;430;135;75;40;80;25;10;20;2550;20;715;4785;0;20;160;0;90
408;78 Uitzendbureaus en arbeidsbemiddeling;2009, 1 januari;9540;3475;1180;870;915;990;1100;500;195;95;55;100;40;20;15;2920;20;860;5480;0;15;165;0;80
409;78 Uitzendbureaus en arbeidsbemiddeling;2010, 1 januari;9795;3825;1220;865;880;960;1040;490;185;95;55;105;40;15;15;3030;20;810;5670;0;15;175;0;70
410;79 Reisbureaus, reisorganisatie en -info;2006, 1 januari;2360;1050;545;275;200;125;115;25;10;0;0;10;5;0;0;1010;0;420;700;0;5;165;0;55
411;79 Reisbureaus, reisorganisatie en -info;2007, 1 januari;2490;1140;470;330;245;140;115;25;10;0;5;5;5;0;0;1095;0;415;750;0;5;160;0;60
412;79 Reisbureaus, reisorganisatie en -info;2008, 1 januari;2535;1280;500;280;220;120;95;20;5;0;0;5;5;0;0;1110;0;430;775;0;5;160;0;55
413;79 Reisbureaus, reisorganisatie en -info;2009, 1 januari;2615;1305;490;300;230;125;110;25;5;5;5;5;5;5;0;1140;0;465;780;0;5;170;0;50
414;79 Reisbureaus, reisorganisatie en -info;2010, 1 januari;2650;1375;480;290;225;120;105;25;5;5;5;5;5;0;0;1205;0;445;765;0;5;170;0;50
415;80 Beveiligings- en opsporingsdiensten;2006, 1 januari;1180;570;200;110;100;80;85;15;10;5;5;0;5;0;5;585;0;135;405;0;0;45;0;10
416;80 Beveiligings- en opsporingsdiensten;2007, 1 januari;1325;625;190;150;135;95;80;20;10;5;5;0;5;0;5;655;0;160;450;0;0;45;0;10
417;80 Beveiligings- en opsporingsdiensten;2008, 1 januari;1455;725;195;145;140;120;70;30;5;5;0;5;5;0;5;700;0;185;505;0;0;45;0;15
418;80 Beveiligings- en opsporingsdiensten;2009, 1 januari;1665;860;230;135;150;140;95;25;10;0;5;0;5;0;5;790;0;200;615;0;0;45;0;10
419;80 Beveiligings- en opsporingsdiensten;2010, 1 januari;1770;990;245;125;140;130;95;25;10;0;5;5;5;0;5;880;0;185;650;0;0;45;0;10
420;81 Schoonmaakbedrijven, hoveniers e.d.;2006, 1 januari;11645;5440;2505;1340;1115;625;435;100;25;15;5;25;10;0;5;7185;35;2575;1800;0;5;20;0;20
421;81 Schoonmaakbedrijven, hoveniers e.d.;2007, 1 januari;12270;6220;2010;1430;1275;655;470;120;25;15;5;25;10;0;5;7795;35;2555;1835;0;10;20;0;20
422;81 Schoonmaakbedrijven, hoveniers e.d.;2008, 1 januari;13010;7120;2025;1410;1150;635;450;140;25;20;5;20;5;0;5;8335;30;2640;1960;0;10;20;0;20
423;81 Schoonmaakbedrijven, hoveniers e.d.;2009, 1 januari;14120;7895;2185;1345;1255;675;510;160;30;20;10;25;5;0;5;9215;30;2720;2105;0;10;20;0;20
424;81 Schoonmaakbedrijven, hoveniers e.d.;2010, 1 januari;14645;8445;2305;1310;1215;650;475;150;30;20;10;20;5;0;5;9650;25;2780;2140;0;10;20;0;20
425;82 Overige zakelijke dienstverlening;2006, 1 januari;2920;1770;445;200;175;120;105;55;15;10;0;10;5;0;0;1655;10;295;780;5;15;150;0;15
426;82 Overige zakelijke dienstverlening;2007, 1 januari;3095;1920;380;230;205;145;125;50;20;10;0;10;5;0;0;1750;10;310;825;5;10;160;5;20
427;82 Overige zakelijke dienstverlening;2008, 1 januari;3175;2050;335;235;195;145;115;55;15;10;0;10;0;0;0;1805;5;305;880;5;10;140;5;15
428;82 Overige zakelijke dienstverlening;2009, 1 januari;3410;2225;395;210;195;145;135;55;25;10;0;10;5;0;0;1980;5;325;915;5;10;150;5;20
429;82 Overige zakelijke dienstverlening;2010, 1 januari;3555;2395;395;210;175;140;135;55;25;10;0;10;5;0;0;2110;10;320;915;5;10;155;5;25
430;O Openbaar bestuur en overheidsdiensten;2006, 1 januari;780;90;10;15;20;30;80;140;110;65;35;90;50;25;20;10;5;5;10;5;5;65;630;50
431;O Openbaar bestuur en overheidsdiensten;2007, 1 januari;805;80;15;5;10;35;60;115;115;75;55;110;55;40;30;10;5;5;15;10;5;65;640;50
432;O Openbaar bestuur en overheidsdiensten;2008, 1 januari;765;60;10;5;15;20;70;120;75;95;55;115;45;40;35;10;5;0;15;5;5;45;645;35
433;O Openbaar bestuur en overheidsdiensten;2009, 1 januari;775;60;10;5;15;15;50;120;95;90;55;125;55;45;35;30;5;0;15;0;0;35;685;5
434;O Openbaar bestuur en overheidsdiensten;2010, 1 januari;785;75;15;5;15;15;45;120;95;90;55;125;55;45;35;40;0;5;15;0;0;35;680;5
435;84 Openbaar bestuur en overheidsdiensten;2006, 1 januari;780;90;10;15;20;30;80;140;110;65;35;90;50;25;20;10;5;5;10;5;5;65;630;50
436;84 Openbaar bestuur en overheidsdiensten;2007, 1 januari;805;80;15;5;10;35;60;115;115;75;55;110;55;40;30;10;5;5;15;10;5;65;640;50
437;84 Openbaar bestuur en overheidsdiensten;2008, 1 januari;765;60;10;5;15;20;70;120;75;95;55;115;45;40;35;10;5;0;15;5;5;45;645;35
438;84 Openbaar bestuur en overheidsdiensten;2009, 1 januari;775;60;10;5;15;15;50;120;95;90;55;125;55;45;35;30;5;0;15;0;0;35;685;5
439;84 Openbaar bestuur en overheidsdiensten;2010, 1 januari;785;75;15;5;15;15;45;120;95;90;55;125;55;45;35;40;0;5;15;0;0;35;680;5
440;P Onderwijs;2006, 1 januari;18005;11410;2725;710;655;590;625;385;245;155;120;230;85;45;25;11215;145;1905;1990;0;25;2440;205;80
441;P Onderwijs;2007, 1 januari;18080;11760;2145;980;715;555;620;400;240;160;100;230;95;50;30;11335;125;1855;2110;0;20;2370;195;70
442;P Onderwijs;2008, 1 januari;19205;13130;2155;885;745;605;515;375;165;115;115;250;85;40;30;12220;110;1940;2360;0;25;2335;150;65
443;P Onderwijs;2009, 1 januari;20705;14320;2350;890;660;565;620;355;200;165;120;285;95;45;30;13320;120;2140;2605;0;25;2325;125;40
444;P Onderwijs;2010, 1 januari;22435;15970;2570;870;620;540;595;345;190;160;120;280;100;45;25;14870;135;2275;2715;0;30;2295;85;35
445;85 Onderwijs;2006, 1 januari;18005;11410;2725;710;655;590;625;385;245;155;120;230;85;45;25;11215;145;1905;1990;0;25;2440;205;80
446;85 Onderwijs;2007, 1 januari;18080;11760;2145;980;715;555;620;400;240;160;100;230;95;50;30;11335;125;1855;2110;0;20;2370;195;70
447;85 Onderwijs;2008, 1 januari;19205;13130;2155;885;745;605;515;375;165;115;115;250;85;40;30;12220;110;1940;2360;0;25;2335;150;65
448;85 Onderwijs;2009, 1 januari;20705;14320;2350;890;660;565;620;355;200;165;120;285;95;45;30;13320;120;2140;2605;0;25;2325;125;40
449;85 Onderwijs;2010, 1 januari;22435;15970;2570;870;620;540;595;345;190;160;120;280;100;45;25;14870;135;2275;2715;0;30;2295;85;35
450;Q Gezondheids- en welzijnszorg;2006, 1 januari;40110;15550;9750;6990;4040;1375;815;525;230;135;85;215;210;135;60;16940;8900;1885;5440;5;55;6720;45;115
451;Q Gezondheids- en welzijnszorg;2007, 1 januari;41945;19295;7300;6470;4770;1670;890;515;220;125;75;215;210;130;60;18465;8450;2080;6065;5;65;6650;40;120
452;Q Gezondheids- en welzijnszorg;2008, 1 januari;43595;22460;6965;5980;4180;1620;895;480;185;125;80;230;185;130;70;19430;8335;2360;6805;5;90;6415;40;120
453;Q Gezondheids- en welzijnszorg;2009, 1 januari;46605;24105;7255;5960;4690;1950;1045;495;230;125;100;230;195;140;85;21555;8570;2745;7430;5;95;6080;40;90
454;Q Gezondheids- en welzijnszorg;2010, 1 januari;51015;28290;7750;5895;4605;1925;1020;465;215;115;95;220;185;140;90;25480;8525;2965;7860;0;95;5965;40;75
455;86 Gezondheidszorg;2006, 1 januari;31345;11905;8745;6185;3160;700;240;100;35;40;20;50;55;60;45;15245;8860;1345;4725;5;40;995;40;80
456;86 Gezondheidszorg;2007, 1 januari;32495;15260;6265;5505;3815;950;300;100;40;30;25;50;55;60;45;16230;8405;1430;5260;5;45;995;40;85
457;86 Gezondheidszorg;2008, 1 januari;33770;17900;5915;5120;3265;890;300;95;30;25;25;60;45;60;45;16925;8290;1560;5805;5;70;990;35;85
458;86 Gezondheidszorg;2009, 1 januari;36220;19530;6025;5085;3685;1130;355;100;45;25;25;65;45;55;55;18645;8525;1690;6190;5;75;995;35;65
459;86 Gezondheidszorg;2010, 1 januari;40060;23180;6330;5035;3635;1120;355;100;45;25;20;60;45;55;55;22160;8475;1790;6465;0;80;995;35;55
460;87 Verpleging en zorg met overnachting;2006, 1 januari;1110;115;75;45;60;60;110;185;95;45;40;105;115;50;10;65;5;55;45;0;5;935;0;5
461;87 Verpleging en zorg met overnachting;2007, 1 januari;1150;140;105;45;70;70;100;175;90;45;30;105;115;45;10;90;5;95;50;0;5;900;0;5
462;87 Verpleging en zorg met overnachting;2008, 1 januari;1140;155;130;75;55;70;95;135;70;50;30;115;100;50;15;100;5;135;55;0;5;830;0;5
463;87 Verpleging en zorg met overnachting;2009, 1 januari;1210;180;190;70;75;75;65;105;90;45;35;95;105;65;15;110;5;220;75;0;5;785;0;5
464;87 Verpleging en zorg met overnachting;2010, 1 januari;1270;220;250;70;75;75;65;100;70;40;30;85;100;65;20;135;10;280;90;0;5;750;0;5
465;88 Welzijnszorg zonder overnachting;2006, 1 januari;7655;3530;935;760;815;615;460;240;100;45;25;60;40;25;5;1630;35;485;670;0;10;4790;5;30
466;88 Welzijnszorg zonder overnachting;2007, 1 januari;8295;3895;925;920;885;645;490;240;90;50;20;60;40;25;5;2145;40;550;760;0;15;4760;5;30
467;88 Welzijnszorg zonder overnachting;2008, 1 januari;8690;4405;925;790;855;660;500;255;85;50;30;55;40;20;15;2405;35;665;945;0;15;4590;5;30
468;88 Welzijnszorg zonder overnachting;2009, 1 januari;9175;4395;1040;800;930;745;625;290;95;55;40;75;45;20;15;2795;40;835;1165;0;15;4300;5;20
469;88 Welzijnszorg zonder overnachting;2010, 1 januari;9680;4890;1165;790;895;730;605;270;95;50;40;75;40;20;15;3185;40;890;1305;0;10;4220;5;20
470;R Cultuur, sport en recreatie;2006, 1 januari;10835;4440;1950;1645;1330;730;505;130;40;25;5;15;5;5;5;1505;15;1295;3075;65;15;4805;20;40
471;R Cultuur, sport en recreatie;2007, 1 januari;11240;4175;1940;1875;1665;805;555;125;40;25;5;15;5;0;0;1610;40;1365;3140;60;10;4960;20;40
472;R Cultuur, sport en recreatie;2008, 1 januari;11725;5145;1795;1830;1440;820;485;120;35;30;5;15;5;0;0;1685;40;1445;3430;60;10;5000;20;35
473;R Cultuur, sport en recreatie;2009, 1 januari;11500;4470;1905;1820;1535;910;595;155;40;30;10;15;5;0;0;1715;40;1505;3780;65;5;4335;20;30
474;R Cultuur, sport en recreatie;2010, 1 januari;11455;4510;1945;1760;1485;890;600;160;40;30;10;15;5;0;0;1700;40;1500;3910;60;5;4195;20;20
475;90 Kunst;2006, 1 januari;2545;1055;495;370;295;175;100;35;10;5;0;5;0;5;0;395;5;200;990;15;5;920;0;15
476;90 Kunst;2007, 1 januari;2675;1000;505;455;350;180;120;35;10;5;5;5;0;0;0;425;15;210;1030;15;5;955;0;15
477;90 Kunst;2008, 1 januari;2875;1325;450;435;310;180;115;40;5;10;0;0;0;0;0;460;15;230;1170;15;5;955;0;20
478;90 Kunst;2009, 1 januari;2995;1340;480;460;320;190;140;40;10;10;0;5;0;0;0;490;20;245;1280;15;5;920;0;20
479;90 Kunst;2010, 1 januari;2985;1400;470;435;290;185;140;40;10;10;0;5;0;0;0;475;15;240;1335;15;5;895;0;10
480;91 Bibliotheken, musea en natuurbehoud;2006, 1 januari;930;285;135;125;120;80;125;30;20;5;0;5;0;0;0;50;0;35;125;5;0;695;15;5
481;91 Bibliotheken, musea en natuurbehoud;2007, 1 januari;955;265;115;145;135;90;130;40;10;5;0;5;0;0;0;50;0;35;120;5;0;720;15;5
482;91 Bibliotheken, musea en natuurbehoud;2008, 1 januari;945;300;115;135;115;95;120;35;10;15;0;5;0;0;0;50;0;35;135;5;0;705;15;5
483;91 Bibliotheken, musea en natuurbehoud;2009, 1 januari;950;265;120;125;105;105;145;45;15;10;5;5;0;0;0;45;0;35;150;5;0;695;15;0
484;91 Bibliotheken, musea en natuurbehoud;2010, 1 januari;940;270;115;120;105;105;145;50;15;10;5;5;0;0;0;45;0;35;145;5;0;690;15;0
485;92 Loterijen en kansspelen;2006, 1 januari;365;85;50;70;85;45;20;5;0;5;0;0;0;0;0;35;0;30;290;0;0;5;0;0
486;92 Loterijen en kansspelen;2007, 1 januari;340;60;45;65;90;45;20;5;0;0;0;0;0;0;0;35;0;25;275;0;0;5;0;0
487;92 Loterijen en kansspelen;2008, 1 januari;345;95;45;65;75;35;20;5;0;0;0;0;0;0;0;40;0;20;280;0;0;5;0;0
488;92 Loterijen en kansspelen;2009, 1 januari;350;90;50;55;75;45;25;5;5;0;0;0;0;0;0;40;0;25;280;0;0;5;0;0
489;92 Loterijen en kansspelen;2010, 1 januari;335;80;50;55;70;45;20;5;5;0;0;0;0;0;0;40;0;25;265;0;0;5;0;0
490;93 Sport en recreatie;2006, 1 januari;6990;3020;1270;1080;835;430;265;55;10;15;0;5;5;0;0;1025;10;1035;1665;40;10;3190;0;15
491;93 Sport en recreatie;2007, 1 januari;7270;2850;1275;1205;1085;490;280;50;15;10;0;5;5;0;0;1095;25;1095;1710;40;5;3280;0;15
492;93 Sport en recreatie;2008, 1 januari;7565;3425;1190;1195;940;505;230;45;15;10;0;5;5;0;0;1135;30;1160;1845;40;5;3335;0;15
493;93 Sport en recreatie;2009, 1 januari;7210;2775;1255;1180;1040;570;290;65;10;10;5;5;5;0;0;1140;25;1200;2070;40;5;2720;0;10
494;93 Sport en recreatie;2010, 1 januari;7195;2770;1305;1155;1015;560;290;65;10;10;5;5;5;0;0;1145;25;1200;2160;40;5;2605;0;10
495;S Overige dienstverlening;2006, 1 januari;36180;22815;6525;3285;2090;775;405;145;50;30;15;20;15;10;0;26115;75;4760;1425;5;135;3545;40;80
496;S Overige dienstverlening;2007, 1 januari;38630;25520;5255;3810;2470;860;440;135;65;30;15;15;10;5;0;28330;75;4785;1455;5;140;3715;40;90
497;S Overige dienstverlening;2008, 1 januari;40980;29245;5095;3275;1955;730;410;145;50;30;20;15;10;5;0;30840;70;4735;1410;5;145;3650;35;90
498;S Overige dienstverlening;2009, 1 januari;42890;30440;5100;3510;2255;825;450;155;60;30;20;15;10;5;0;32550;70;4765;1680;5;140;3570;40;70
499;S Overige dienstverlening;2010, 1 januari;44710;32340;5215;3420;2195;810;435;150;60;30;20;15;10;5;0;34335;55;4795;1715;5;135;3565;40;65
500;94 Ideële, belangen-, hobbyverenigingen;2006, 1 januari;3730;1460;490;500;470;340;245;115;40;25;10;15;5;10;0;30;0;15;120;0;115;3350;40;60
501;94 Ideële, belangen-, hobbyverenigingen;2007, 1 januari;3870;1455;470;570;540;360;255;105;55;25;15;10;5;5;0;30;5;15;125;0;120;3470;40;65
502;94 Ideële, belangen-, hobbyverenigingen;2008, 1 januari;3865;1735;405;475;475;325;235;115;40;25;15;10;5;5;0;35;5;15;130;0;130;3450;35;65
503;94 Ideële, belangen-, hobbyverenigingen;2009, 1 januari;3755;1440;435;510;515;345;270;125;50;25;20;10;5;5;0;35;5;20;135;0;125;3355;35;45
504;94 Ideële, belangen-, hobbyverenigingen;2010, 1 januari;3755;1495;420;490;495;340;265;125;50;30;20;10;5;5;0;30;0;25;150;0;120;3345;40;45
505;95 Reparatie van consumentenartikelen;2006, 1 januari;4810;2980;1240;325;160;65;25;5;5;0;0;0;0;0;0;3405;10;1050;335;0;0;5;0;5
506;95 Reparatie van consumentenartikelen;2007, 1 januari;5035;3340;965;430;190;70;30;5;5;0;0;0;0;0;0;3605;5;1070;340;0;0;5;0;5
507;95 Reparatie van consumentenartikelen;2008, 1 januari;5175;3620;960;340;160;50;30;5;5;5;0;0;0;0;0;3760;5;1060;335;0;0;0;0;5
508;95 Reparatie van consumentenartikelen;2009, 1 januari;5365;3770;970;365;170;50;30;5;5;0;0;0;0;0;0;3950;5;1065;335;0;0;0;0;5
509;95 Reparatie van consumentenartikelen;2010, 1 januari;5465;3865;985;365;165;50;25;5;0;0;0;0;0;0;0;4045;5;1070;335;0;0;0;0;5
510;96 Overige persoonlijke dienstverlening;2006, 1 januari;27640;18375;4795;2460;1460;370;140;25;5;0;0;5;10;0;0;22685;65;3695;965;5;15;195;0;15
511;96 Overige persoonlijke dienstverlening;2007, 1 januari;29725;20725;3820;2810;1745;425;155;25;10;0;0;5;5;0;0;24690;60;3700;990;5;15;245;0;20
512;96 Overige persoonlijke dienstverlening;2008, 1 januari;31940;23885;3725;2460;1320;355;145;25;5;5;0;5;5;0;0;27050;60;3655;945;5;15;200;0;15
513;96 Overige persoonlijke dienstverlening;2009, 1 januari;33765;25230;3700;2640;1570;430;150;25;5;0;0;5;5;0;0;28565;60;3680;1205;5;15;210;0;20
514;96 Overige persoonlijke dienstverlening;2010, 1 januari;35495;26980;3810;2565;1530;420;145;25;5;0;0;5;5;0;0;30255;50;3700;1225;5;15;220;0;20
