ID;BedrijfsactiviteitenSBI93;Grootteklassen;Perioden;TotaalMilieuInvesteringen_1;CompartimentWater_2;CompartimentLucht_3;CompartimentBodem_4;CompartimentAfval_5;CompartimentGeluid_6;CompartimentLandschap_7;TotaalKosten_8;TotaalKapitaallasten_9;Afschrijvingen_10;Rente_11;LopendeKosten_12;OverigeKosten_13;TotaalKosten_14;Afschrijvingen_15;Rente_16;LopendeKosten_17;AfvoerWaterzuiveringsslib_18;TotaalKosten_19;Afschrijvingen_20;Rente_21;LopendeKosten_22;AfvoerAfvalLuchtzuiveringsinstallaties_23;TotaalKosten_24;Afschrijvingen_25;Rente_26;LopendeKosten_27;Bodemsanering_28;TotaalKosten_29;Afschrijvingen_30;Rente_31;LopendeKosten_32;TotaalKosten_33;Afschrijvingen_34;Rente_35;LopendeKosten_36;TotaalKosten_37;Afschrijvingen_38;Rente_39;LopendeKosten_40;TotaalKosten_41;EigenMilieuonderzoek_42;PersoneelskostenEigenMilieucoordinatie_43;ArbeidEigenPersoneelMilieucoordinatie_44;TotaalMilieuheffingenEnLeges_45;WVOHeffing_46;Rioolrecht_47;HeffingGrondwateronttrekking_48;LegesMilieuvergunningen_49;TotaalAfvoerVanAfvalstoffen_50;GevaarlijkAfval_51;OverigVastAfval_52;TotaalUitbestedeMilieuactiviteiten_53;WaterzuiveringDoorParticulieren_54;SchadebetalingenEnMilieuboeten_55;MilieuonderzoekDoorDerden_56;MilieucoordinatieDoorDerden_57;OntvangenOverdrachten_58;TotaalNettoMilieulasten_59;CompartimentWater_60;CompartimentLucht_61;CompartimentBodem_62;CompartimentAfval_63;CompartimentGeluid_64;CompartimentLandschap_65;CompartimentAlgemeen_66
41;1000x Winning, industrie (geen sociale..;200 en meer werknemers;2002;334.0;75.0;187.0;26.0;24.0;17.0;5.0;1122.0;517.0;378.0;139.0;437.0;168.0;237.0;80.0;30.0;99.0;27.0;544.0;209.0;65.0;250.0;21.0;106.0;30.0;19.0;29.0;28.0;74.0;28.0;11.0;35.0;37.0;20.0;9.0;8.0;33.0;11.0;6.0;16.0;92.0;33.0;59.0;800.0;89.0;66.0;9.0;13.0;0.0;210.0;95.0;115.0;45.0;20.0;2.0;11.0;12.0;30.0;1437.0;325.0;527.0;105.0;280.0;36.0;46.0;118.0
42;1000x Winning, industrie (geen sociale..;200 en meer werknemers;2003;223.0;48.0;131.0;19.0;14.0;9.0;1.0;1105.0;518.0;383.0;135.0;431.0;155.0;236.0;80.0;30.0;99.0;28.0;547.0;212.0;63.0;252.0;21.0;98.0;31.0;19.0;27.0;21.0;72.0;29.0;11.0;32.0;37.0;21.0;8.0;8.0;30.0;11.0;5.0;14.0;86.0;32.0;54.0;714.0;89.0;67.0;9.0;13.0;0.0;208.0;87.0;121.0;51.0;22.0;2.0;12.0;14.0;40.0;1413.0;328.0;519.0;96.0;276.0;36.0;42.0;115.0
43;1000x Winning, industrie (geen sociale..;200 en meer werknemers;2004;272.0;54.0;127.0;39.0;21.0;20.0;12.0;1085.0;494.0;366.0;128.0;417.0;175.0;222.0;77.0;28.0;94.0;24.0;524.0;198.0;59.0;251.0;16.0;117.0;32.0;18.0;23.0;43.0;68.0;28.0;10.0;30.0;36.0;21.0;8.0;8.0;27.0;11.0;5.0;11.0;91.0;35.0;56.0;706.0;93.0;69.0;9.0;15.0;0.0;203.0;89.0;115.0;57.0;25.0;1.0;12.0;20.0;64.0;1376.0;320.0;471.0;116.0;268.0;36.0;42.0;124.0
44;1000x Winning, industrie (geen sociale..;200 en meer werknemers;2005;274.0;80.0;161.0;20.0;6.0;7.0;0.0;1061.0;483.0;357.0;126.0;433.0;144.0;218.0;75.0;27.0;93.0;23.0;528.0;191.0;58.0;266.0;13.0;95.0;33.0;18.0;25.0;20.0;68.0;28.0;10.0;30.0;36.0;21.0;8.0;8.0;27.0;11.0;5.0;11.0;88.0;36.0;52.0;645.0;84.0;61.0;9.0;13.0;0.0;184.0;77.0;107.0;56.0;25.0;2.0;12.0;17.0;123.0;1262.0;309.0;415.0;94.0;249.0;36.0;40.0;120.0
45;1000x Winning, industrie (geen sociale..;200 en meer werknemers;2006;471.0;89.0;342.0;23.0;9.0;6.0;2.0;1057.0;480.0;357.0;123.0;439.0;138.0;212.0;73.0;27.0;92.0;20.0;540.0;196.0;60.0;274.0;10.0;99.0;32.0;17.0;25.0;25.0;65.0;27.0;8.0;30.0;34.0;19.0;7.0;8.0;25.0;9.0;4.0;11.0;83.0;35.0;48.0;609.0;90.0;65.0;10.0;14.0;0.0;176.0;70.0;106.0;39.0;12.0;7.0;11.0;10.0;203.0;1160.0;296.0;345.0;98.0;238.0;33.0;39.0;110.0
46;1000x Winning, industrie (geen sociale..;200 en meer werknemers;2007;355.0;66.0;217.0;38.0;14.0;16.0;4.0;1005.0;467.0;342.0;125.0;388.0;150.0;215.0;72.0;26.0;92.0;25.0;497.0;191.0;64.0;226.0;15.0;97.0;31.0;16.0;25.0;24.0;57.0;24.0;7.0;26.0;29.0;16.0;6.0;7.0;24.0;8.0;4.0;12.0;86.0;36.0;50.0;618.0;92.0;69.0;10.0;13.0;0.0;220.0;86.0;134.0;51.0;21.0;5.0;12.0;12.0;267.0;1101.0;313.0;236.0;96.0;274.0;29.0;37.0;116.0
47;1000x Winning, industrie (geen sociale..;200 en meer werknemers;2008;618.0;35.0;535.0;32.0;4.0;9.0;2.0;977.0;493.0;355.0;138.0;332.0;152.0;225.0;73.0;26.0;96.0;30.0;460.0;204.0;76.0;169.0;12.0;102.0;33.0;17.0;26.0;26.0;52.0;22.0;8.0;23.0;28.0;16.0;6.0;6.0;25.0;8.0;4.0;12.0;85.0;33.0;52.0;590.0;93.0;67.0;11.0;15.0;1.0;207.0;81.0;127.0;65.0;27.0;7.0;17.0;15.0;320.0;1022.0;328.0;146.0;101.0;257.0;27.0;39.0;123.0
48;C Winning van delfstoffen;10 en meer werknemers;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;C Winning van delfstoffen;10 en meer werknemers;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;C Winning van delfstoffen;10 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;C Winning van delfstoffen;10 en meer werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;C Winning van delfstoffen;10 en meer werknemers;2001;58.0;5.0;35.0;12.0;0.0;5.0;0.0;114.0;70.0;48.0;22.0;15.0;28.0;11.0;7.0;2.0;2.0;0.0;26.0;13.0;5.0;5.0;3.0;31.0;8.0;6.0;3.0;15.0;8.0;4.0;2.0;1.0;14.0;8.0;4.0;2.0;14.0;8.0;4.0;2.0;10.0;1.0;9.0;119.0;1.0;1.0;0.0;0.0;0.0;26.0;15.0;10.0;14.0;4.0;0.0;3.0;6.0;1.0;153.0;16.0;26.0;31.0;33.0;14.0;14.0;20.0
53;C Winning van delfstoffen;10 en meer werknemers;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;C Winning van delfstoffen;10 en meer werknemers;2003;35.0;2.0;30.0;1.0;0.0;2.0;0.0;121.0;81.0;56.0;25.0;23.0;18.0;14.0;7.0;3.0;4.0;0.0;34.0;17.0;6.0;9.0;2.0;24.0;10.0;6.0;3.0;6.0;10.0;5.0;3.0;3.0;14.0;8.0;4.0;2.0;15.0;9.0;4.0;2.0;10.0;1.0;9.0;70.0;1.0;1.0;0.0;0.0;0.0;24.0;15.0;10.0;15.0;5.0;3.0;2.0;6.0;1.0;160.0;20.0;33.0;24.0;34.0;14.0;15.0;20.0
55;C Winning van delfstoffen;10 en meer werknemers;2004;44.0;12.0;5.0;5.0;5.0;7.0;10.0;119.0;78.0;55.0;24.0;24.0;17.0;13.0;7.0;3.0;4.0;0.0;33.0;18.0;6.0;9.0;0.0;23.0;10.0;5.0;3.0;5.0;11.0;5.0;2.0;3.0;12.0;7.0;3.0;2.0;15.0;8.0;4.0;3.0;12.0;2.0;10.0;69.0;2.0;1.0;0.0;0.0;0.0;33.0;23.0;10.0;15.0;5.0;0.0;2.0;8.0;1.0;167.0;20.0;32.0;23.0;43.0;12.0;15.0;21.0
56;C Winning van delfstoffen;10 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;C Winning van delfstoffen;10 en meer werknemers;2006;31.0;6.0;8.0;14.0;1.0;0.0;1.0;120.0;79.0;55.0;23.0;33.0;9.0;23.0;10.0;4.0;8.0;0.0;34.0;17.0;5.0;12.0;0.0;21.0;10.0;5.0;3.0;3.0;11.0;5.0;2.0;4.0;11.0;7.0;3.0;2.0;14.0;7.0;3.0;4.0;6.0;1.0;5.0;34.0;1.0;1.0;0.0;0.0;0.0;22.0;14.0;8.0;6.0;1.0;4.0;1.0;1.0;2.0;147.0;24.0;33.0;21.0;32.0;11.0;14.0;11.0
58;C Winning van delfstoffen;10 en meer werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;C Winning van delfstoffen;10 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;C Winning van delfstoffen;10 tot 50 werknemers;1997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;13.0;9.0;4.0;4.0;0.0;3.0;2.0;1.0;1.0;0.0;3.0;2.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;3.0;2.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;3.0;3.0;3.0;2.0;3.0;3.0;1.0
61;C Winning van delfstoffen;10 tot 50 werknemers;1998;1.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;14.0;9.0;4.0;5.0;1.0;3.0;1.0;0.0;1.0;0.0;4.0;2.0;1.0;1.0;0.0;4.0;1.0;1.0;1.0;1.0;2.0;1.0;0.0;1.0;3.0;2.0;1.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;3.0;4.0;4.0;3.0;3.0;3.0;1.0
62;C Winning van delfstoffen;10 tot 50 werknemers;1999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;11.0;8.0;4.0;4.0;0.0;3.0;1.0;0.0;1.0;0.0;3.0;2.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;3.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;3.0;3.0;3.0;2.0;2.0;3.0;1.0
63;C Winning van delfstoffen;10 tot 50 werknemers;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;12.0;8.0;4.0;4.0;1.0;3.0;1.0;0.0;1.0;0.0;3.0;2.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;2.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;3.0;3.0;3.0;2.0;2.0;3.0;1.0
64;C Winning van delfstoffen;10 tot 50 werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;C Winning van delfstoffen;10 tot 50 werknemers;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;13.0;9.0;4.0;3.0;0.0;2.0;1.0;0.0;1.0;0.0;5.0;3.0;1.0;1.0;0.0;3.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;18.0;2.0;5.0;3.0;2.0;2.0;2.0;1.0
66;C Winning van delfstoffen;10 tot 50 werknemers;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;16.0;11.0;5.0;5.0;1.0;3.0;1.0;1.0;1.0;0.0;6.0;3.0;1.0;2.0;0.0;4.0;2.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;3.0;2.0;1.0;0.0;3.0;2.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;25.0;3.0;6.0;4.0;2.0;3.0;3.0;4.0
67;C Winning van delfstoffen;10 tot 50 werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;C Winning van delfstoffen;10 tot 50 werknemers;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;11.0;7.0;3.0;4.0;0.0;2.0;1.0;0.0;1.0;0.0;4.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;2.0;4.0;2.0;2.0;2.0;2.0;0.0
69;C Winning van delfstoffen;10 tot 50 werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;C Winning van delfstoffen;10 tot 50 werknemers;2007;1.0;0.0;1.0;0.0;0.0;0.0;0.0;21.0;14.0;10.0;4.0;6.0;0.0;4.0;2.0;1.0;2.0;0.0;6.0;3.0;1.0;2.0;0.0;4.0;2.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;4.0;6.0;4.0;2.0;2.0;2.0;1.0
71;C Winning van delfstoffen;10 tot 50 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;C Winning van delfstoffen;50 tot 200 werknemers;1997;4.0;1.0;3.0;0.0;0.0;0.0;0.0;21.0;14.0;10.0;5.0;4.0;2.0;3.0;2.0;1.0;1.0;0.0;4.0;2.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;2.0;1.0;0.0;1.0;3.0;2.0;1.0;0.0;3.0;2.0;1.0;1.0;2.0;0.0;2.0;23.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;25.0;4.0;4.0;3.0;5.0;3.0;3.0;4.0
73;C Winning van delfstoffen;50 tot 200 werknemers;1998;5.0;0.0;2.0;1.0;0.0;0.0;1.0;22.0;16.0;11.0;5.0;5.0;1.0;4.0;2.0;1.0;2.0;0.0;4.0;2.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;4.0;2.0;1.0;1.0;1.0;0.0;1.0;11.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;27.0;5.0;4.0;3.0;6.0;3.0;4.0;2.0
74;C Winning van delfstoffen;50 tot 200 werknemers;1999;3.0;1.0;2.0;0.0;0.0;0.0;0.0;24.0;16.0;11.0;5.0;5.0;2.0;4.0;2.0;1.0;1.0;0.0;4.0;2.0;1.0;1.0;0.0;4.0;2.0;1.0;1.0;0.0;3.0;1.0;1.0;1.0;4.0;2.0;1.0;1.0;4.0;2.0;1.0;1.0;2.0;0.0;2.0;22.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;29.0;4.0;4.0;4.0;6.0;4.0;4.0;3.0
75;C Winning van delfstoffen;50 tot 200 werknemers;2000;3.0;1.0;1.0;0.0;0.0;0.0;1.0;24.0;16.0;11.0;5.0;5.0;2.0;4.0;2.0;0.0;1.0;0.0;5.0;3.0;1.0;1.0;0.0;4.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;4.0;2.0;1.0;1.0;2.0;0.0;2.0;19.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;27.0;4.0;5.0;4.0;5.0;3.0;4.0;3.0
76;C Winning van delfstoffen;50 tot 200 werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;C Winning van delfstoffen;50 tot 200 werknemers;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;C Winning van delfstoffen;50 tot 200 werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;C Winning van delfstoffen;50 tot 200 werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;C Winning van delfstoffen;50 tot 200 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;C Winning van delfstoffen;50 tot 200 werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;C Winning van delfstoffen;50 tot 200 werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;C Winning van delfstoffen;50 tot 200 werknemers;2008;4.0;1.0;2.0;0.0;0.0;0.0;0.0;35.0;22.0;16.0;7.0;10.0;3.0;7.0;3.0;1.0;3.0;0.0;9.0;4.0;1.0;3.0;0.0;7.0;3.0;2.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;4.0;2.0;1.0;1.0;2.0;1.0;1.0;13.0;0.0;0.0;0.0;0.0;0.0;4.0;3.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;39.0;7.0;8.0;7.0;7.0;3.0;4.0;3.0
84;C Winning van delfstoffen;200 en meer werknemers;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;C Winning van delfstoffen;200 en meer werknemers;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;C Winning van delfstoffen;200 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;C Winning van delfstoffen;200 en meer werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;C Winning van delfstoffen;200 en meer werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;C Winning van delfstoffen;200 en meer werknemers;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;C Winning van delfstoffen;200 en meer werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;C Winning van delfstoffen;200 en meer werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;C Winning van delfstoffen;200 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;C Winning van delfstoffen;200 en meer werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;C Winning van delfstoffen;200 en meer werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;C Winning van delfstoffen;200 en meer werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;CA Winning van energiehoudende ..;10 en meer werknemers;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;CA Winning van energiehoudende ..;10 en meer werknemers;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;CA Winning van energiehoudende ..;10 en meer werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;CA Winning van energiehoudende ..;10 en meer werknemers;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;CA Winning van energiehoudende ..;10 en meer werknemers;2001;53.0;5.0;31.0;12.0;0.0;5.0;0.0;93.0;54.0;37.0;17.0;12.0;28.0;8.0;5.0;1.0;2.0;0.0;21.0;10.0;4.0;4.0;3.0;27.0;6.0;4.0;2.0;15.0;6.0;3.0;2.0;1.0;11.0;6.0;3.0;2.0;10.0;6.0;3.0;1.0;10.0;1.0;9.0;114.0;0.0;0.0;0.0;0.0;0.0;25.0;15.0;9.0;14.0;4.0;0.0;3.0;6.0;1.0;131.0;13.0;20.0;27.0;30.0;10.0;10.0;19.0
101;CA Winning van energiehoudende ..;10 en meer werknemers;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;CA Winning van energiehoudende ..;10 en meer werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;CA Winning van energiehoudende ..;10 en meer werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;CA Winning van energiehoudende ..;10 en meer werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;CA Winning van energiehoudende ..;10 en meer werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;CA Winning van energiehoudende ..;10 en meer werknemers;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;CA Winning van energiehoudende ..;10 en meer werknemers;2008;33.0;5.0;9.0;13.0;0.0;4.0;2.0;106.0;60.0;42.0;18.0;26.0;19.0;19.0;8.0;3.0;8.0;0.0;25.0;12.0;4.0;9.0;0.0;28.0;9.0;5.0;3.0;11.0;7.0;3.0;1.0;2.0;9.0;6.0;2.0;2.0;10.0;4.0;3.0;3.0;8.0;4.0;5.0;28.0;0.0;0.0;0.0;0.0;0.0;26.0;14.0;12.0;7.0;1.0;2.0;3.0;2.0;2.0;137.0;20.0;23.0;28.0;32.0;9.0;10.0;15.0
108;CA Winning van energiehoudende ..;10 tot 50 werknemers;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;CA Winning van energiehoudende ..;10 tot 50 werknemers;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;CA Winning van energiehoudende ..;10 tot 50 werknemers;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;CA Winning van energiehoudende ..;10 tot 50 werknemers;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;2.0;2.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
112;CA Winning van energiehoudende ..;10 tot 50 werknemers;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;CA Winning van energiehoudende ..;10 tot 50 werknemers;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;CA Winning van energiehoudende ..;10 tot 50 werknemers;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;CA Winning van energiehoudende ..;10 tot 50 werknemers;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;CA Winning van energiehoudende ..;10 tot 50 werknemers;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;CA Winning van energiehoudende ..;10 tot 50 werknemers;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;CA Winning van energiehoudende ..;10 tot 50 werknemers;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;5.0;3.0;1.0;2.0;0.0;2.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;2.0;2.0;1.0;1.0;1.0;1.0;0.0
119;CA Winning van energiehoudende ..;10 tot 50 werknemers;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
