ID;AantalVoorzieningen;RegioS;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzeWijken_4;ClientenMetVoorzieningen_5;HuishoudensMetVoorzieningen_6;ClientenMetVoorzieningen_7;HuishoudensMetVoorzieningen_8
5709;Totaal;Breda Noord;1e halfjaar 2015;                                        ;         ;        ;;;;;
5710;Totaal;Breda Noord;2e halfjaar 2015;                                        ;         ;        ;;;;;
5711;Totaal;Breda Noord;2015;                                        ;         ;        ;;;;;
5712;Totaal;Breda Oost;1e halfjaar 2015;                                        ;         ;        ;;;;;
5713;Totaal;Breda Oost;2e halfjaar 2015;                                        ;         ;        ;;;;;
5714;Totaal;Breda Oost;2015;                                        ;         ;        ;;;;;
5715;Totaal;Breda Zuid-Oost;1e halfjaar 2015;                                        ;         ;        ;;;;;
5716;Totaal;Breda Zuid-Oost;2e halfjaar 2015;                                        ;         ;        ;;;;;
5717;Totaal;Breda Zuid-Oost;2015;                                        ;         ;        ;;;;;
5718;Totaal;Breda Zuid;1e halfjaar 2015;                                        ;         ;        ;;;;;
5719;Totaal;Breda Zuid;2e halfjaar 2015;                                        ;         ;        ;;;;;
5720;Totaal;Breda Zuid;2015;                                        ;         ;        ;;;;;
5721;Totaal;Breda West;1e halfjaar 2015;                                        ;         ;        ;;;;;
5722;Totaal;Breda West;2e halfjaar 2015;                                        ;         ;        ;;;;;
5723;Totaal;Breda West;2015;                                        ;         ;        ;;;;;
5724;Totaal;Breda Noord-West;1e halfjaar 2015;                                        ;         ;        ;;;;;
5725;Totaal;Breda Noord-West;2e halfjaar 2015;                                        ;         ;        ;;;;;
5726;Totaal;Breda Noord-West;2015;                                        ;         ;        ;;;;;
5727;Totaal;Bavel;1e halfjaar 2015;                                        ;         ;        ;;;;;
5728;Totaal;Bavel;2e halfjaar 2015;                                        ;         ;        ;;;;;
5729;Totaal;Bavel;2015;                                        ;         ;        ;;;;;
5730;Totaal;Ulvenhout;1e halfjaar 2015;                                        ;         ;        ;;;;;
5731;Totaal;Ulvenhout;2e halfjaar 2015;                                        ;         ;        ;;;;;
5732;Totaal;Ulvenhout;2015;                                        ;         ;        ;;;;;
5733;Totaal;Prinsenbeek;1e halfjaar 2015;                                        ;         ;        ;;;;;
5734;Totaal;Prinsenbeek;2e halfjaar 2015;                                        ;         ;        ;;;;;
5735;Totaal;Prinsenbeek;2015;                                        ;         ;        ;;;;;
5736;Totaal;Teteringen;1e halfjaar 2015;                                        ;         ;        ;;;;;
5737;Totaal;Teteringen;2e halfjaar 2015;                                        ;         ;        ;;;;;
5738;Totaal;Teteringen;2015;                                        ;         ;        ;;;;;
5739;Totaal;Deurne;1e halfjaar 2015;Deurne                                  ;Gemeente ;GM0762  ;;3205.0;2525.0;100.0;190.0
5740;Totaal;Deurne;2e halfjaar 2015;Deurne                                  ;Gemeente ;GM0762  ;;3240.0;2545.0;100.0;190.0
5741;Totaal;Deurne;2015;Deurne                                  ;Gemeente ;GM0762  ;;3430.0;2665.0;105.0;195.0
5742;Totaal;Wijk 00 Deurne;1e halfjaar 2015;Deurne                                  ;Wijk     ;WK076200;1.0;2755.0;2125.0;110.0;205.0
5743;Totaal;Wijk 00 Deurne;2e halfjaar 2015;Deurne                                  ;Wijk     ;WK076200;1.0;2770.0;2135.0;110.0;205.0
5744;Totaal;Wijk 00 Deurne;2015;Deurne                                  ;Wijk     ;WK076200;1.0;2935.0;2235.0;120.0;215.0
5745;Totaal;Wijk 01 Vlierden;1e halfjaar 2015;Deurne                                  ;Wijk     ;WK076201;1.0;60.0;55.0;45.0;105.0
5746;Totaal;Wijk 01 Vlierden;2e halfjaar 2015;Deurne                                  ;Wijk     ;WK076201;1.0;65.0;55.0;45.0;110.0
5747;Totaal;Wijk 01 Vlierden;2015;Deurne                                  ;Wijk     ;WK076201;1.0;65.0;60.0;45.0;110.0
5748;Totaal;Wijk 02 Liessel;1e halfjaar 2015;Deurne                                  ;Wijk     ;WK076202;1.0;245.0;215.0;75.0;160.0
5749;Totaal;Wijk 02 Liessel;2e halfjaar 2015;Deurne                                  ;Wijk     ;WK076202;1.0;255.0;220.0;80.0;160.0
5750;Totaal;Wijk 02 Liessel;2015;Deurne                                  ;Wijk     ;WK076202;1.0;270.0;225.0;85.0;165.0
5751;Totaal;Wijk 03 Neerkant;1e halfjaar 2015;Deurne                                  ;Wijk     ;WK076203;1.0;85.0;75.0;45.0;100.0
5752;Totaal;Wijk 03 Neerkant;2e halfjaar 2015;Deurne                                  ;Wijk     ;WK076203;1.0;90.0;80.0;50.0;105.0
5753;Totaal;Wijk 03 Neerkant;2015;Deurne                                  ;Wijk     ;WK076203;1.0;95.0;85.0;50.0;110.0
5754;Totaal;Wijk 04 Helenaveen;1e halfjaar 2015;Deurne                                  ;Wijk     ;WK076204;1.0;55.0;55.0;60.0;140.0
5755;Totaal;Wijk 04 Helenaveen;2e halfjaar 2015;Deurne                                  ;Wijk     ;WK076204;1.0;55.0;50.0;60.0;125.0
5756;Totaal;Wijk 04 Helenaveen;2015;Deurne                                  ;Wijk     ;WK076204;1.0;60.0;55.0;65.0;135.0
5757;Totaal;Pekela;1e halfjaar 2015;Pekela                                  ;Gemeente ;GM0765  ;;2135.0;1720.0;170.0;305.0
5758;Totaal;Pekela;2e halfjaar 2015;                                        ;         ;        ;;;;;
5759;Totaal;Pekela;2015;                                        ;         ;        ;;;;;
5760;Totaal;Wijk 00;1e halfjaar 2015;Pekela                                  ;Wijk     ;WK076500;1.0;1460.0;1165.0;180.0;325.0
5761;Totaal;Wijk 00;2e halfjaar 2015;                                        ;         ;        ;;;;;
5762;Totaal;Wijk 00;2015;                                        ;         ;        ;;;;;
5763;Totaal;Wijk 01;1e halfjaar 2015;Pekela                                  ;Wijk     ;WK076501;1.0;675.0;550.0;150.0;265.0
5764;Totaal;Wijk 01;2e halfjaar 2015;                                        ;         ;        ;;;;;
5765;Totaal;Wijk 01;2015;                                        ;         ;        ;;;;;
5766;Totaal;Dongen;1e halfjaar 2015;                                        ;         ;        ;;;;;
5767;Totaal;Dongen;2e halfjaar 2015;                                        ;         ;        ;;;;;
5768;Totaal;Dongen;2015;                                        ;         ;        ;;;;;
5769;Totaal;Dongen;1e halfjaar 2015;                                        ;         ;        ;;;;;
5770;Totaal;Dongen;2e halfjaar 2015;                                        ;         ;        ;;;;;
5771;Totaal;Dongen;2015;                                        ;         ;        ;;;;;
5772;Totaal;'s Gravenmoer;1e halfjaar 2015;                                        ;         ;        ;;;;;
5773;Totaal;'s Gravenmoer;2e halfjaar 2015;                                        ;         ;        ;;;;;
5774;Totaal;'s Gravenmoer;2015;                                        ;         ;        ;;;;;
5775;Totaal;Eersel;1e halfjaar 2015;Eersel                                  ;Gemeente ;GM0770  ;;1255.0;1090.0;65.0;140.0
5776;Totaal;Eersel;2e halfjaar 2015;Eersel                                  ;Gemeente ;GM0770  ;;1250.0;1085.0;65.0;140.0
5777;Totaal;Eersel;2015;Eersel                                  ;Gemeente ;GM0770  ;;1395.0;1200.0;75.0;150.0
5778;Totaal;Wijk 00 Eersel;1e halfjaar 2015;Eersel                                  ;Wijk     ;WK077000;1.0;785.0;695.0;80.0;160.0
5779;Totaal;Wijk 00 Eersel;2e halfjaar 2015;Eersel                                  ;Wijk     ;WK077000;1.0;780.0;695.0;80.0;160.0
5780;Totaal;Wijk 00 Eersel;2015;Eersel                                  ;Wijk     ;WK077000;1.0;875.0;770.0;85.0;175.0
5781;Totaal;Wijk 01 Duizel;1e halfjaar 2015;Eersel                                  ;Wijk     ;WK077001;1.0;160.0;110.0;85.0;150.0
5782;Totaal;Wijk 01 Duizel;2e halfjaar 2015;Eersel                                  ;Wijk     ;WK077001;1.0;160.0;110.0;85.0;150.0
5783;Totaal;Wijk 01 Duizel;2015;Eersel                                  ;Wijk     ;WK077001;1.0;175.0;120.0;95.0;165.0
5784;Totaal;Wijk 02 Steensel;1e halfjaar 2015;Eersel                                  ;Wijk     ;WK077002;1.0;65.0;60.0;50.0;105.0
5785;Totaal;Wijk 02 Steensel;2e halfjaar 2015;Eersel                                  ;Wijk     ;WK077002;1.0;65.0;55.0;45.0;100.0
5786;Totaal;Wijk 02 Steensel;2015;Eersel                                  ;Wijk     ;WK077002;1.0;70.0;60.0;50.0;110.0
5787;Totaal;Wijk 03 Vessem;1e halfjaar 2015;Eersel                                  ;Wijk     ;WK077003;1.0;100.0;95.0;45.0;105.0
5788;Totaal;Wijk 03 Vessem;2e halfjaar 2015;Eersel                                  ;Wijk     ;WK077003;1.0;110.0;95.0;50.0;110.0
5789;Totaal;Wijk 03 Vessem;2015;Eersel                                  ;Wijk     ;WK077003;1.0;120.0;105.0;55.0;115.0
5790;Totaal;Wijk 04 Wintelre;1e halfjaar 2015;Eersel                                  ;Wijk     ;WK077004;1.0;85.0;75.0;45.0;100.0
5791;Totaal;Wijk 04 Wintelre;2e halfjaar 2015;Eersel                                  ;Wijk     ;WK077004;1.0;80.0;75.0;40.0;100.0
5792;Totaal;Wijk 04 Wintelre;2015;Eersel                                  ;Wijk     ;WK077004;1.0;90.0;85.0;50.0;110.0
5793;Totaal;Wijk 05 Knegsel;1e halfjaar 2015;Eersel                                  ;Wijk     ;WK077005;1.0;60.0;60.0;45.0;110.0
5794;Totaal;Wijk 05 Knegsel;2e halfjaar 2015;Eersel                                  ;Wijk     ;WK077005;1.0;55.0;50.0;40.0;95.0
5795;Totaal;Wijk 05 Knegsel;2015;Eersel                                  ;Wijk     ;WK077005;1.0;65.0;60.0;45.0;105.0
5796;Totaal;Eindhoven;1e halfjaar 2015;                                        ;         ;        ;;;;;
5797;Totaal;Eindhoven;2e halfjaar 2015;                                        ;         ;        ;;;;;
5798;Totaal;Eindhoven;2015;                                        ;         ;        ;;;;;
5799;Totaal;Wijk 11 Stadsdeel Centrum;1e halfjaar 2015;                                        ;         ;        ;;;;;
5800;Totaal;Wijk 11 Stadsdeel Centrum;2e halfjaar 2015;                                        ;         ;        ;;;;;
5801;Totaal;Wijk 11 Stadsdeel Centrum;2015;                                        ;         ;        ;;;;;
5802;Totaal;Wijk 12 Stadsdeel Stratum;1e halfjaar 2015;                                        ;         ;        ;;;;;
5803;Totaal;Wijk 12 Stadsdeel Stratum;2e halfjaar 2015;                                        ;         ;        ;;;;;
5804;Totaal;Wijk 12 Stadsdeel Stratum;2015;                                        ;         ;        ;;;;;
5805;Totaal;Wijk 13 Stadsdeel Tongelre;1e halfjaar 2015;                                        ;         ;        ;;;;;
5806;Totaal;Wijk 13 Stadsdeel Tongelre;2e halfjaar 2015;                                        ;         ;        ;;;;;
5807;Totaal;Wijk 13 Stadsdeel Tongelre;2015;                                        ;         ;        ;;;;;
5808;Totaal;Wijk 14 Stadsdeel Woensel-Zuid;1e halfjaar 2015;                                        ;         ;        ;;;;;
5809;Totaal;Wijk 14 Stadsdeel Woensel-Zuid;2e halfjaar 2015;                                        ;         ;        ;;;;;
5810;Totaal;Wijk 14 Stadsdeel Woensel-Zuid;2015;                                        ;         ;        ;;;;;
5811;Totaal;Wijk 15 Stadsdeel Woensel-Noord;1e halfjaar 2015;                                        ;         ;        ;;;;;
5812;Totaal;Wijk 15 Stadsdeel Woensel-Noord;2e halfjaar 2015;                                        ;         ;        ;;;;;
5813;Totaal;Wijk 15 Stadsdeel Woensel-Noord;2015;                                        ;         ;        ;;;;;
5814;Totaal;Wijk 16 Stadsdeel Strijp;1e halfjaar 2015;                                        ;         ;        ;;;;;
5815;Totaal;Wijk 16 Stadsdeel Strijp;2e halfjaar 2015;                                        ;         ;        ;;;;;
5816;Totaal;Wijk 16 Stadsdeel Strijp;2015;                                        ;         ;        ;;;;;
5817;Totaal;Wijk 17 Stadsdeel Gestel;1e halfjaar 2015;                                        ;         ;        ;;;;;
5818;Totaal;Wijk 17 Stadsdeel Gestel;2e halfjaar 2015;                                        ;         ;        ;;;;;
5819;Totaal;Wijk 17 Stadsdeel Gestel;2015;                                        ;         ;        ;;;;;
5820;Totaal;Etten-Leur;1e halfjaar 2015;Etten-Leur                              ;Gemeente ;GM0777  ;;4000.0;3380.0;95.0;185.0
5821;Totaal;Etten-Leur;2e halfjaar 2015;Etten-Leur                              ;Gemeente ;GM0777  ;;4065.0;3425.0;95.0;185.0
5822;Totaal;Etten-Leur;2015;Etten-Leur                              ;Gemeente ;GM0777  ;;4360.0;3615.0;100.0;195.0
5823;Totaal;Wijk 00 Etten-Leur Midden woongebied;1e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077700;1.0;1200.0;1020.0;115.0;210.0
5824;Totaal;Wijk 00 Etten-Leur Midden woongebied;2e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077700;1.0;1205.0;1020.0;115.0;210.0
5825;Totaal;Wijk 00 Etten-Leur Midden woongebied;2015;Etten-Leur                              ;Wijk     ;WK077700;1.0;1310.0;1095.0;125.0;225.0
5826;Totaal;Wijk 01 Etten-Leur Midden, Bedrijventerr;1e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077701;1.0;0.0;0.0;220.0;665.0
5827;Totaal;Wijk 01 Etten-Leur Midden, Bedrijventerr;2e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077701;1.0;0.0;0.0;220.0;665.0
5828;Totaal;Wijk 01 Etten-Leur Midden, Bedrijventerr;2015;Etten-Leur                              ;Wijk     ;WK077701;1.0;0.0;0.0;220.0;665.0
5829;Totaal;Wijk 02 Etten-Leur landelijk gebied;1e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077702;1.0;10.0;10.0;45.0;115.0
5830;Totaal;Wijk 02 Etten-Leur landelijk gebied;2e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077702;1.0;15.0;10.0;65.0;140.0
5831;Totaal;Wijk 02 Etten-Leur landelijk gebied;2015;Etten-Leur                              ;Wijk     ;WK077702;1.0;15.0;10.0;65.0;140.0
5832;Totaal;Wijk 10 Etten-Leur Noord woongebied;1e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077710;1.0;1500.0;1260.0;80.0;165.0
5833;Totaal;Wijk 10 Etten-Leur Noord woongebied;2e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077710;1.0;1540.0;1290.0;80.0;165.0
5834;Totaal;Wijk 10 Etten-Leur Noord woongebied;2015;Etten-Leur                              ;Wijk     ;WK077710;1.0;1630.0;1345.0;85.0;175.0
5835;Totaal;Wijk 11 Etten-Leur Noord bedrijventerr.;1e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077711;1.0;10.0;10.0;190.0;375.0
5836;Totaal;Wijk 11 Etten-Leur Noord bedrijventerr.;2e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077711;1.0;10.0;10.0;190.0;400.0
5837;Totaal;Wijk 11 Etten-Leur Noord bedrijventerr.;2015;Etten-Leur                              ;Wijk     ;WK077711;1.0;10.0;10.0;190.0;400.0
5838;Totaal;Wijk 12 Etten-Leur Noord verspr.h.;1e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077712;1.0;30.0;25.0;45.0;90.0
5839;Totaal;Wijk 12 Etten-Leur Noord verspr.h.;2e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077712;1.0;30.0;25.0;45.0;90.0
5840;Totaal;Wijk 12 Etten-Leur Noord verspr.h.;2015;Etten-Leur                              ;Wijk     ;WK077712;1.0;30.0;25.0;45.0;95.0
5841;Totaal;Wijk 20 Etten-Leur Zuid woongebied;1e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077720;1.0;1185.0;995.0;105.0;195.0
5842;Totaal;Wijk 20 Etten-Leur Zuid woongebied;2e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077720;1.0;1195.0;1000.0;105.0;195.0
5843;Totaal;Wijk 20 Etten-Leur Zuid woongebied;2015;Etten-Leur                              ;Wijk     ;WK077720;1.0;1290.0;1060.0;110.0;210.0
5844;Totaal;Wijk 21 Etten-Leur Zuid bedrijventerrein;1e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077721;1.0;10.0;10.0;35.0;75.0
5845;Totaal;Wijk 21 Etten-Leur Zuid bedrijventerrein;2e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077721;1.0;10.0;10.0;35.0;75.0
5846;Totaal;Wijk 21 Etten-Leur Zuid bedrijventerrein;2015;Etten-Leur                              ;Wijk     ;WK077721;1.0;10.0;10.0;40.0;85.0
5847;Totaal;Wijk 22 Etten-Leur Zuid bedrijventerr. T;1e halfjaar 2015;                                        ;         ;        ;;;;;
5848;Totaal;Wijk 22 Etten-Leur Zuid bedrijventerr. T;2e halfjaar 2015;                                        ;         ;        ;;;;;
5849;Totaal;Wijk 22 Etten-Leur Zuid bedrijventerr. T;2015;                                        ;         ;        ;;;;;
5850;Totaal;Wijk 23 Etten-Leur Zuid verspr.h.;1e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077723;1.0;65.0;60.0;50.0;125.0
5851;Totaal;Wijk 23 Etten-Leur Zuid verspr.h.;2e halfjaar 2015;Etten-Leur                              ;Wijk     ;WK077723;1.0;65.0;60.0;55.0;130.0
5852;Totaal;Wijk 23 Etten-Leur Zuid verspr.h.;2015;Etten-Leur                              ;Wijk     ;WK077723;1.0;70.0;65.0;55.0;140.0
5853;Totaal;Geertruidenberg;1e halfjaar 2015;Geertruidenberg                         ;Gemeente ;GM0779  ;;2245.0;1880.0;105.0;200.0
5854;Totaal;Geertruidenberg;2e halfjaar 2015;Geertruidenberg                         ;Gemeente ;GM0779  ;;2320.0;1915.0;105.0;200.0
5855;Totaal;Geertruidenberg;2015;Geertruidenberg                         ;Gemeente ;GM0779  ;;2450.0;2000.0;110.0;210.0
5856;Totaal;Wijk 00 Raamsdonksveer;1e halfjaar 2015;Geertruidenberg                         ;Wijk     ;WK077900;1.0;1355.0;1115.0;105.0;205.0
5857;Totaal;Wijk 00 Raamsdonksveer;2e halfjaar 2015;Geertruidenberg                         ;Wijk     ;WK077900;1.0;1395.0;1125.0;110.0;205.0
5858;Totaal;Wijk 00 Raamsdonksveer;2015;Geertruidenberg                         ;Wijk     ;WK077900;1.0;1470.0;1180.0;115.0;215.0
5859;Totaal;Wijk 01 Raamsdonk;1e halfjaar 2015;Geertruidenberg                         ;Wijk     ;WK077901;1.0;170.0;150.0;80.0;175.0
5860;Totaal;Wijk 01 Raamsdonk;2e halfjaar 2015;Geertruidenberg                         ;Wijk     ;WK077901;1.0;160.0;135.0;75.0;160.0
5861;Totaal;Wijk 01 Raamsdonk;2015;Geertruidenberg                         ;Wijk     ;WK077901;1.0;175.0;150.0;85.0;175.0
5862;Totaal;Wijk 02 Geertruidenberg;1e halfjaar 2015;Geertruidenberg                         ;Wijk     ;WK077902;1.0;720.0;620.0;105.0;195.0
5863;Totaal;Wijk 02 Geertruidenberg;2e halfjaar 2015;Geertruidenberg                         ;Wijk     ;WK077902;1.0;765.0;650.0;110.0;205.0
5864;Totaal;Wijk 02 Geertruidenberg;2015;Geertruidenberg                         ;Wijk     ;WK077902;1.0;805.0;670.0;115.0;215.0
5865;Totaal;Gilze en Rijen;1e halfjaar 2015;                                        ;         ;        ;;;;;
5866;Totaal;Gilze en Rijen;2e halfjaar 2015;Gilze en Rijen                          ;Gemeente ;GM0784  ;;2375.0;1960.0;90.0;175.0
5867;Totaal;Gilze en Rijen;2015;                                        ;         ;        ;;;;;
5868;Totaal;Wijk 00 Rijen;1e halfjaar 2015;                                        ;         ;        ;;;;;
5869;Totaal;Wijk 00 Rijen;2e halfjaar 2015;Gilze en Rijen                          ;Wijk     ;WK078400;1.0;1610.0;1335.0;95.0;185.0
5870;Totaal;Wijk 00 Rijen;2015;                                        ;         ;        ;;;;;
5871;Totaal;Wijk 01 Gilze;1e halfjaar 2015;                                        ;         ;        ;;;;;
5872;Totaal;Wijk 01 Gilze;2e halfjaar 2015;Gilze en Rijen                          ;Wijk     ;WK078401;1.0;675.0;555.0;90.0;175.0
5873;Totaal;Wijk 01 Gilze;2015;                                        ;         ;        ;;;;;
5874;Totaal;Wijk 02 Molenschot;1e halfjaar 2015;                                        ;         ;        ;;;;;
5875;Totaal;Wijk 02 Molenschot;2e halfjaar 2015;Gilze en Rijen                          ;Wijk     ;WK078402;1.0;80.0;60.0;60.0;110.0
5876;Totaal;Wijk 02 Molenschot;2015;                                        ;         ;        ;;;;;
5877;Totaal;Wijk 03 Hulten;1e halfjaar 2015;                                        ;         ;        ;;;;;
5878;Totaal;Wijk 03 Hulten;2e halfjaar 2015;Gilze en Rijen                          ;Wijk     ;WK078403;1.0;10.0;10.0;35.0;85.0
5879;Totaal;Wijk 03 Hulten;2015;                                        ;         ;        ;;;;;
5880;Totaal;Goirle;1e halfjaar 2015;                                        ;         ;        ;;;;;
5881;Totaal;Goirle;2e halfjaar 2015;Goirle                                  ;Gemeente ;GM0785  ;;1945.0;1615.0;85.0;160.0
5882;Totaal;Goirle;2015;                                        ;         ;        ;;;;;
5883;Totaal;Wijk 01 Goirle-Centrum;1e halfjaar 2015;                                        ;         ;        ;;;;;
5884;Totaal;Wijk 01 Goirle-Centrum;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078501;1.0;140.0;125.0;115.0;190.0
5885;Totaal;Wijk 01 Goirle-Centrum;2015;                                        ;         ;        ;;;;;
5886;Totaal;Wijk 02 Grobbendonck;1e halfjaar 2015;                                        ;         ;        ;;;;;
5887;Totaal;Wijk 02 Grobbendonck;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078502;1.0;105.0;85.0;55.0;110.0
5888;Totaal;Wijk 02 Grobbendonck;2015;                                        ;         ;        ;;;;;
5889;Totaal;Wijk 03 De Groote Akkers;1e halfjaar 2015;                                        ;         ;        ;;;;;
5890;Totaal;Wijk 03 De Groote Akkers;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078503;1.0;125.0;105.0;60.0;125.0
5891;Totaal;Wijk 03 De Groote Akkers;2015;                                        ;         ;        ;;;;;
5892;Totaal;Wijk 04 De Hoge Wal;1e halfjaar 2015;                                        ;         ;        ;;;;;
5893;Totaal;Wijk 04 De Hoge Wal;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078504;1.0;55.0;40.0;50.0;105.0
5894;Totaal;Wijk 04 De Hoge Wal;2015;                                        ;         ;        ;;;;;
5895;Totaal;Wijk 05 Abcoven;1e halfjaar 2015;                                        ;         ;        ;;;;;
5896;Totaal;Wijk 05 Abcoven;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078505;1.0;150.0;140.0;110.0;205.0
5897;Totaal;Wijk 05 Abcoven;2015;                                        ;         ;        ;;;;;
5898;Totaal;Wijk 06 Wildackers;1e halfjaar 2015;                                        ;         ;        ;;;;;
5899;Totaal;Wijk 06 Wildackers;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078506;1.0;340.0;275.0;140.0;250.0
5900;Totaal;Wijk 06 Wildackers;2015;                                        ;         ;        ;;;;;
5901;Totaal;Wijk 07 't Ven;1e halfjaar 2015;                                        ;         ;        ;;;;;
5902;Totaal;Wijk 07 't Ven;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078507;1.0;105.0;90.0;65.0;140.0
5903;Totaal;Wijk 07 't Ven;2015;                                        ;         ;        ;;;;;
5904;Totaal;Wijk 08 De Boschkens;1e halfjaar 2015;                                        ;         ;        ;;;;;
5905;Totaal;Wijk 08 De Boschkens;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078508;1.0;130.0;60.0;90.0;105.0
5906;Totaal;Wijk 08 De Boschkens;2015;                                        ;         ;        ;;;;;
5907;Totaal;Wijk 09 De Hellen;1e halfjaar 2015;                                        ;         ;        ;;;;;
5908;Totaal;Wijk 09 De Hellen;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078509;1.0;230.0;200.0;55.0;115.0
5909;Totaal;Wijk 09 De Hellen;2015;                                        ;         ;        ;;;;;
5910;Totaal;Wijk 10 De Nieuwe Erven;1e halfjaar 2015;                                        ;         ;        ;;;;;
5911;Totaal;Wijk 10 De Nieuwe Erven;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078510;1.0;35.0;35.0;50.0;120.0
5912;Totaal;Wijk 10 De Nieuwe Erven;2015;                                        ;         ;        ;;;;;
5913;Totaal;Wijk 11 Hoogeind;1e halfjaar 2015;                                        ;         ;        ;;;;;
5914;Totaal;Wijk 11 Hoogeind;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078511;1.0;370.0;315.0;180.0;310.0
5915;Totaal;Wijk 11 Hoogeind;2015;                                        ;         ;        ;;;;;
5916;Totaal;Wijk 12 Sportpark Van den Wildenberg;1e halfjaar 2015;                                        ;         ;        ;;;;;
5917;Totaal;Wijk 12 Sportpark Van den Wildenberg;2e halfjaar 2015;                                        ;         ;        ;;;;;
5918;Totaal;Wijk 12 Sportpark Van den Wildenberg;2015;                                        ;         ;        ;;;;;
5919;Totaal;Wijk 13 Bedrijventerrein Tijvoort;1e halfjaar 2015;                                        ;         ;        ;;;;;
5920;Totaal;Wijk 13 Bedrijventerrein Tijvoort;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078513;1.0;15.0;10.0;60.0;120.0
5921;Totaal;Wijk 13 Bedrijventerrein Tijvoort;2015;                                        ;         ;        ;;;;;
5922;Totaal;Wijk 14 Verspreide huizen Goirle;1e halfjaar 2015;                                        ;         ;        ;;;;;
5923;Totaal;Wijk 14 Verspreide huizen Goirle;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078514;1.0;10.0;10.0;35.0;95.0
5924;Totaal;Wijk 14 Verspreide huizen Goirle;2015;                                        ;         ;        ;;;;;
5925;Totaal;Wijk 20 Riel;1e halfjaar 2015;                                        ;         ;        ;;;;;
5926;Totaal;Wijk 20 Riel;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078520;1.0;120.0;110.0;50.0;110.0
5927;Totaal;Wijk 20 Riel;2015;                                        ;         ;        ;;;;;
5928;Totaal;Wijk 21 Bedrijventerrein Riel;1e halfjaar 2015;                                        ;         ;        ;;;;;
5929;Totaal;Wijk 21 Bedrijventerrein Riel;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078521;1.0;0.0;0.0;50.0;135.0
5930;Totaal;Wijk 21 Bedrijventerrein Riel;2015;                                        ;         ;        ;;;;;
5931;Totaal;Wijk 22 Sportpark De Krim;1e halfjaar 2015;                                        ;         ;        ;;;;;
5932;Totaal;Wijk 22 Sportpark De Krim;2e halfjaar 2015;                                        ;         ;        ;;;;;
5933;Totaal;Wijk 22 Sportpark De Krim;2015;                                        ;         ;        ;;;;;
5934;Totaal;Wijk 23 Verspriede huizen Riel;1e halfjaar 2015;                                        ;         ;        ;;;;;
5935;Totaal;Wijk 23 Verspriede huizen Riel;2e halfjaar 2015;Goirle                                  ;Wijk     ;WK078523;1.0;15.0;10.0;75.0;150.0
5936;Totaal;Wijk 23 Verspriede huizen Riel;2015;                                        ;         ;        ;;;;;
5937;Totaal;Grave;1e halfjaar 2015;                                        ;         ;        ;;;;;
5938;Totaal;Grave;2e halfjaar 2015;                                        ;         ;        ;;;;;
5939;Totaal;Grave;2015;                                        ;         ;        ;;;;;
5940;Totaal;Wijk 00 Grave;1e halfjaar 2015;                                        ;         ;        ;;;;;
5941;Totaal;Wijk 00 Grave;2e halfjaar 2015;                                        ;         ;        ;;;;;
5942;Totaal;Wijk 00 Grave;2015;                                        ;         ;        ;;;;;
5943;Totaal;Wijk 01 Escharen;1e halfjaar 2015;                                        ;         ;        ;;;;;
5944;Totaal;Wijk 01 Escharen;2e halfjaar 2015;                                        ;         ;        ;;;;;
5945;Totaal;Wijk 01 Escharen;2015;                                        ;         ;        ;;;;;
5946;Totaal;Wijk 02 Velp;1e halfjaar 2015;                                        ;         ;        ;;;;;
