ID;AantalVoorzieningen;RegioS;Perioden;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzeWijken_4;ClientenMetVoorzieningen_5;HuishoudensMetVoorzieningen_6;ClientenMetVoorzieningen_7;HuishoudensMetVoorzieningen_8
5947;Totaal;Wijk 02 Velp;2e halfjaar 2015;                                        ;         ;        ;;;;;
5948;Totaal;Wijk 02 Velp;2015;                                        ;         ;        ;;;;;
5949;Totaal;Wijk 03 Gassel;1e halfjaar 2015;                                        ;         ;        ;;;;;
5950;Totaal;Wijk 03 Gassel;2e halfjaar 2015;                                        ;         ;        ;;;;;
5951;Totaal;Wijk 03 Gassel;2015;                                        ;         ;        ;;;;;
5952;Totaal;Haaren;1e halfjaar 2015;Haaren                                  ;Gemeente ;GM0788  ;;835.0;675.0;60.0;125.0
5953;Totaal;Haaren;2e halfjaar 2015;Haaren                                  ;Gemeente ;GM0788  ;;805.0;645.0;60.0;120.0
5954;Totaal;Haaren;2015;Haaren                                  ;Gemeente ;GM0788  ;;900.0;710.0;65.0;130.0
5955;Totaal;Wijk 01 Haaren;1e halfjaar 2015;Haaren                                  ;Wijk     ;WK078801;1.0;365.0;300.0;65.0;135.0
5956;Totaal;Wijk 01 Haaren;2e halfjaar 2015;Haaren                                  ;Wijk     ;WK078801;1.0;330.0;275.0;60.0;120.0
5957;Totaal;Wijk 01 Haaren;2015;Haaren                                  ;Wijk     ;WK078801;1.0;370.0;305.0;70.0;135.0
5958;Totaal;Wijk 02 Helvoirt;1e halfjaar 2015;Haaren                                  ;Wijk     ;WK078802;1.0;260.0;225.0;60.0;120.0
5959;Totaal;Wijk 02 Helvoirt;2e halfjaar 2015;Haaren                                  ;Wijk     ;WK078802;1.0;260.0;225.0;55.0;120.0
5960;Totaal;Wijk 02 Helvoirt;2015;Haaren                                  ;Wijk     ;WK078802;1.0;285.0;245.0;60.0;130.0
5961;Totaal;Wijk 03 Esch;1e halfjaar 2015;Haaren                                  ;Wijk     ;WK078803;1.0;115.0;100.0;50.0;115.0
5962;Totaal;Wijk 03 Esch;2e halfjaar 2015;Haaren                                  ;Wijk     ;WK078803;1.0;125.0;105.0;55.0;120.0
5963;Totaal;Wijk 03 Esch;2015;Haaren                                  ;Wijk     ;WK078803;1.0;140.0;115.0;65.0;130.0
5964;Totaal;Wijk 04 Biezenmortel;1e halfjaar 2015;Haaren                                  ;Wijk     ;WK078804;1.0;95.0;50.0;70.0;110.0
5965;Totaal;Wijk 04 Biezenmortel;2e halfjaar 2015;Haaren                                  ;Wijk     ;WK078804;1.0;90.0;40.0;65.0;95.0
5966;Totaal;Wijk 04 Biezenmortel;2015;Haaren                                  ;Wijk     ;WK078804;1.0;105.0;45.0;75.0;110.0
5967;Totaal;Helmond;1e halfjaar 2015;Helmond                                 ;Gemeente ;GM0794  ;;11980.0;9790.0;130.0;245.0
5968;Totaal;Helmond;2e halfjaar 2015;Helmond                                 ;Gemeente ;GM0794  ;;12140.0;9875.0;135.0;245.0
5969;Totaal;Helmond;2015;Helmond                                 ;Gemeente ;GM0794  ;;12940.0;10385.0;140.0;260.0
5970;Totaal;Wijk 10 Binnenstad;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079410;1.0;3180.0;2545.0;215.0;330.0
5971;Totaal;Wijk 10 Binnenstad;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079410;1.0;3180.0;2545.0;215.0;330.0
5972;Totaal;Wijk 10 Binnenstad;2015;Helmond                                 ;Wijk     ;WK079410;1.0;3385.0;2675.0;225.0;345.0
5973;Totaal;Wijk 11 Helmond-Oost;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079411;1.0;1590.0;1320.0;200.0;345.0
5974;Totaal;Wijk 11 Helmond-Oost;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079411;1.0;1615.0;1330.0;205.0;345.0
5975;Totaal;Wijk 11 Helmond-Oost;2015;Helmond                                 ;Wijk     ;WK079411;1.0;1700.0;1385.0;215.0;360.0
5976;Totaal;Wijk 12 Helmond-Noord;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079412;1.0;2020.0;1630.0;170.0;300.0
5977;Totaal;Wijk 12 Helmond-Noord;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079412;1.0;2045.0;1640.0;170.0;305.0
5978;Totaal;Wijk 12 Helmond-Noord;2015;Helmond                                 ;Wijk     ;WK079412;1.0;2190.0;1720.0;180.0;315.0
5979;Totaal;Wijk 13 't Hout;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079413;1.0;1250.0;1025.0;115.0;220.0
5980;Totaal;Wijk 13 't Hout;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079413;1.0;1280.0;1040.0;115.0;225.0
5981;Totaal;Wijk 13 't Hout;2015;Helmond                                 ;Wijk     ;WK079413;1.0;1345.0;1085.0;120.0;235.0
5982;Totaal;Wijk 14 Brouwhuis;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079414;1.0;1120.0;920.0;120.0;235.0
5983;Totaal;Wijk 14 Brouwhuis;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079414;1.0;1145.0;940.0;120.0;240.0
5984;Totaal;Wijk 14 Brouwhuis;2015;Helmond                                 ;Wijk     ;WK079414;1.0;1225.0;990.0;130.0;250.0
5985;Totaal;Wijk 15 Helmond-West;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079415;1.0;725.0;585.0;165.0;280.0
5986;Totaal;Wijk 15 Helmond-West;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079415;1.0;755.0;600.0;170.0;285.0
5987;Totaal;Wijk 15 Helmond-West;2015;Helmond                                 ;Wijk     ;WK079415;1.0;800.0;630.0;180.0;300.0
5988;Totaal;Wijk 16 Warande;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079416;1.0;190.0;165.0;70.0;140.0
5989;Totaal;Wijk 16 Warande;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079416;1.0;185.0;160.0;65.0;130.0
5990;Totaal;Wijk 16 Warande;2015;Helmond                                 ;Wijk     ;WK079416;1.0;200.0;170.0;70.0;140.0
5991;Totaal;Wijk 17 Stiphout;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079417;1.0;450.0;375.0;85.0;170.0
5992;Totaal;Wijk 17 Stiphout;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079417;1.0;445.0;370.0;85.0;165.0
5993;Totaal;Wijk 17 Stiphout;2015;Helmond                                 ;Wijk     ;WK079417;1.0;465.0;390.0;90.0;175.0
5994;Totaal;Wijk 18 Rijpelberg;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079418;1.0;770.0;650.0;95.0;185.0
5995;Totaal;Wijk 18 Rijpelberg;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079418;1.0;775.0;655.0;95.0;185.0
5996;Totaal;Wijk 18 Rijpelberg;2015;Helmond                                 ;Wijk     ;WK079418;1.0;840.0;695.0;100.0;195.0
5997;Totaal;Wijk 19 Dierdonk;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079419;1.0;215.0;180.0;40.0;105.0
5998;Totaal;Wijk 19 Dierdonk;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079419;1.0;220.0;185.0;40.0;105.0
5999;Totaal;Wijk 19 Dierdonk;2015;Helmond                                 ;Wijk     ;WK079419;1.0;240.0;200.0;45.0;115.0
6000;Totaal;Wijk 21 Brandevoort;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079421;1.0;415.0;355.0;45.0;110.0
6001;Totaal;Wijk 21 Brandevoort;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079421;1.0;445.0;380.0;45.0;115.0
6002;Totaal;Wijk 21 Brandevoort;2015;Helmond                                 ;Wijk     ;WK079421;1.0;480.0;405.0;50.0;120.0
6003;Totaal;Wijk 29 Industriegebied Zuid;1e halfjaar 2015;Helmond                                 ;Wijk     ;WK079429;1.0;45.0;30.0;125.0;210.0
6004;Totaal;Wijk 29 Industriegebied Zuid;2e halfjaar 2015;Helmond                                 ;Wijk     ;WK079429;1.0;45.0;35.0;135.0;230.0
6005;Totaal;Wijk 29 Industriegebied Zuid;2015;Helmond                                 ;Wijk     ;WK079429;1.0;45.0;35.0;140.0;240.0
6006;Totaal;'s-Hertogenbosch;1e halfjaar 2015;'s-Hertogenbosch                        ;Gemeente ;GM0796  ;;15365.0;12575.0;100.0;175.0
6007;Totaal;'s-Hertogenbosch;2e halfjaar 2015;'s-Hertogenbosch                        ;Gemeente ;GM0796  ;;15285.0;12490.0;100.0;175.0
6008;Totaal;'s-Hertogenbosch;2015;'s-Hertogenbosch                        ;Gemeente ;GM0796  ;;16585.0;13405.0;110.0;185.0
6009;Totaal;Wijk 01 Binnenstad;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079601;1.0;1340.0;1160.0;105.0;140.0
6010;Totaal;Wijk 01 Binnenstad;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079601;1.0;1325.0;1145.0;105.0;140.0
6011;Totaal;Wijk 01 Binnenstad;2015;'s-Hertogenbosch                        ;Wijk     ;WK079601;1.0;1445.0;1235.0;110.0;150.0
6012;Totaal;Wijk 02 Zuidoost;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079602;1.0;1695.0;1425.0;140.0;220.0
6013;Totaal;Wijk 02 Zuidoost;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079602;1.0;1705.0;1425.0;140.0;220.0
6014;Totaal;Wijk 02 Zuidoost;2015;'s-Hertogenbosch                        ;Wijk     ;WK079602;1.0;1825.0;1500.0;145.0;230.0
6015;Totaal;Wijk 03 Graafsepoort;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079603;1.0;1820.0;1455.0;130.0;210.0
6016;Totaal;Wijk 03 Graafsepoort;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079603;1.0;1790.0;1435.0;130.0;210.0
6017;Totaal;Wijk 03 Graafsepoort;2015;'s-Hertogenbosch                        ;Wijk     ;WK079603;1.0;1940.0;1535.0;140.0;220.0
6018;Totaal;Wijk 04 Muntel en Vliert;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079604;1.0;830.0;645.0;110.0;165.0
6019;Totaal;Wijk 04 Muntel en Vliert;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079604;1.0;835.0;650.0;115.0;170.0
6020;Totaal;Wijk 04 Muntel en Vliert;2015;'s-Hertogenbosch                        ;Wijk     ;WK079604;1.0;890.0;690.0;120.0;175.0
6021;Totaal;Wijk 05 Rosmalen-Zuid;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079605;3.0;990.0;625.0;110.0;165.0
6022;Totaal;Wijk 05 Rosmalen-Zuid;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079605;3.0;985.0;615.0;105.0;160.0
6023;Totaal;Wijk 05 Rosmalen-Zuid;2015;'s-Hertogenbosch                        ;Wijk     ;WK079605;3.0;1075.0;665.0;115.0;170.0
6024;Totaal;Wijk 06 Rosmalen-Noord;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079606;1.0;865.0;755.0;70.0;145.0
6025;Totaal;Wijk 06 Rosmalen-Noord;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079606;1.0;865.0;750.0;70.0;140.0
6026;Totaal;Wijk 06 Rosmalen-Noord;2015;'s-Hertogenbosch                        ;Wijk     ;WK079606;1.0;935.0;805.0;75.0;150.0
6027;Totaal;Wijk 07 De Groote Wielen;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079607;1.0;430.0;350.0;55.0;130.0
6028;Totaal;Wijk 07 De Groote Wielen;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079607;1.0;420.0;340.0;55.0;120.0
6029;Totaal;Wijk 07 De Groote Wielen;2015;'s-Hertogenbosch                        ;Wijk     ;WK079607;1.0;475.0;390.0;60.0;135.0
6030;Totaal;Wijk 08 Empel;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079608;1.0;315.0;260.0;50.0;115.0
6031;Totaal;Wijk 08 Empel;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079608;1.0;305.0;255.0;45.0;110.0
6032;Totaal;Wijk 08 Empel;2015;'s-Hertogenbosch                        ;Wijk     ;WK079608;1.0;350.0;285.0;55.0;125.0
6033;Totaal;Wijk 09 Noord;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079609;1.0;2655.0;2145.0;135.0;235.0
6034;Totaal;Wijk 09 Noord;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079609;1.0;2620.0;2110.0;135.0;230.0
6035;Totaal;Wijk 09 Noord;2015;'s-Hertogenbosch                        ;Wijk     ;WK079609;1.0;2840.0;2250.0;145.0;245.0
6036;Totaal;Wijk 10 Maaspoort;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079610;1.0;1105.0;970.0;65.0;135.0
6037;Totaal;Wijk 10 Maaspoort;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079610;1.0;1130.0;985.0;65.0;135.0
6038;Totaal;Wijk 10 Maaspoort;2015;'s-Hertogenbosch                        ;Wijk     ;WK079610;1.0;1215.0;1055.0;70.0;145.0
6039;Totaal;Wijk 11 West;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079611;1.0;2605.0;2160.0;125.0;205.0
6040;Totaal;Wijk 11 West;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079611;1.0;2615.0;2180.0;125.0;205.0
6041;Totaal;Wijk 11 West;2015;'s-Hertogenbosch                        ;Wijk     ;WK079611;1.0;2825.0;2330.0;135.0;220.0
6042;Totaal;Wijk 12 Engelen;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079612;1.0;210.0;190.0;35.0;85.0
6043;Totaal;Wijk 12 Engelen;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079612;1.0;200.0;175.0;35.0;80.0
6044;Totaal;Wijk 12 Engelen;2015;'s-Hertogenbosch                        ;Wijk     ;WK079612;1.0;235.0;210.0;40.0;95.0
6045;Totaal;Wijk 13 Nuland;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079613;3.0;355.0;310.0;80.0;175.0
6046;Totaal;Wijk 13 Nuland;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079613;3.0;350.0;305.0;80.0;175.0
6047;Totaal;Wijk 13 Nuland;2015;'s-Hertogenbosch                        ;Wijk     ;WK079613;3.0;385.0;330.0;85.0;185.0
6048;Totaal;Wijk 14 Vinkel;1e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079614;3.0;145.0;125.0;60.0;125.0
6049;Totaal;Wijk 14 Vinkel;2e halfjaar 2015;'s-Hertogenbosch                        ;Wijk     ;WK079614;3.0;135.0;120.0;55.0;120.0
6050;Totaal;Wijk 14 Vinkel;2015;'s-Hertogenbosch                        ;Wijk     ;WK079614;3.0;150.0;130.0;60.0;130.0
6051;Totaal;Heusden;1e halfjaar 2015;Heusden                                 ;Gemeente ;GM0797  ;;2640.0;2290.0;60.0;125.0
6052;Totaal;Heusden;2e halfjaar 2015;Heusden                                 ;Gemeente ;GM0797  ;;2715.0;2370.0;60.0;130.0
6053;Totaal;Heusden;2015;Heusden                                 ;Gemeente ;GM0797  ;;2975.0;2560.0;70.0;140.0
6054;Totaal;Wijk 01 Drunen;1e halfjaar 2015;Heusden                                 ;Wijk     ;WK079701;1.0;1170.0;1005.0;65.0;130.0
6055;Totaal;Wijk 01 Drunen;2e halfjaar 2015;Heusden                                 ;Wijk     ;WK079701;1.0;1210.0;1065.0;65.0;135.0
6056;Totaal;Wijk 01 Drunen;2015;Heusden                                 ;Wijk     ;WK079701;1.0;1310.0;1135.0;70.0;145.0
6057;Totaal;Wijk 02 Elshout;1e halfjaar 2015;Heusden                                 ;Wijk     ;WK079702;1.0;75.0;65.0;45.0;105.0
6058;Totaal;Wijk 02 Elshout;2e halfjaar 2015;Heusden                                 ;Wijk     ;WK079702;1.0;70.0;65.0;45.0;100.0
6059;Totaal;Wijk 02 Elshout;2015;Heusden                                 ;Wijk     ;WK079702;1.0;85.0;70.0;50.0;110.0
6060;Totaal;Wijk 03 Haarsteeg;1e halfjaar 2015;Heusden                                 ;Wijk     ;WK079703;1.0;90.0;85.0;45.0;105.0
6061;Totaal;Wijk 03 Haarsteeg;2e halfjaar 2015;Heusden                                 ;Wijk     ;WK079703;1.0;95.0;80.0;45.0;105.0
6062;Totaal;Wijk 03 Haarsteeg;2015;Heusden                                 ;Wijk     ;WK079703;1.0;110.0;95.0;50.0;120.0
6063;Totaal;Wijk 04 Nieuwkuijk;1e halfjaar 2015;Heusden                                 ;Wijk     ;WK079704;1.0;100.0;85.0;45.0;100.0
6064;Totaal;Wijk 04 Nieuwkuijk;2e halfjaar 2015;Heusden                                 ;Wijk     ;WK079704;1.0;100.0;90.0;45.0;100.0
6065;Totaal;Wijk 04 Nieuwkuijk;2015;Heusden                                 ;Wijk     ;WK079704;1.0;110.0;95.0;50.0;110.0
6066;Totaal;Wijk 05 Vlijmen;1e halfjaar 2015;Heusden                                 ;Wijk     ;WK079705;1.0;850.0;740.0;60.0;125.0
6067;Totaal;Wijk 05 Vlijmen;2e halfjaar 2015;Heusden                                 ;Wijk     ;WK079705;1.0;865.0;745.0;60.0;125.0
6068;Totaal;Wijk 05 Vlijmen;2015;Heusden                                 ;Wijk     ;WK079705;1.0;955.0;810.0;70.0;135.0
6069;Totaal;Wijk 06 Doeveren;1e halfjaar 2015;Heusden                                 ;Wijk     ;WK079706;1.0;0.0;0.0;15.0;35.0
6070;Totaal;Wijk 06 Doeveren;2e halfjaar 2015;Heusden                                 ;Wijk     ;WK079706;1.0;0.0;0.0;15.0;35.0
6071;Totaal;Wijk 06 Doeveren;2015;Heusden                                 ;Wijk     ;WK079706;1.0;0.0;0.0;15.0;35.0
6072;Totaal;Wijk 07 Hedikthuizen;1e halfjaar 2015;Heusden                                 ;Wijk     ;WK079707;1.0;0.0;0.0;15.0;40.0
6073;Totaal;Wijk 07 Hedikthuizen;2e halfjaar 2015;Heusden                                 ;Wijk     ;WK079707;1.0;0.0;0.0;15.0;40.0
6074;Totaal;Wijk 07 Hedikthuizen;2015;Heusden                                 ;Wijk     ;WK079707;1.0;10.0;10.0;20.0;60.0
6075;Totaal;Wijk 08 Heesbeen;1e halfjaar 2015;Heusden                                 ;Wijk     ;WK079708;1.0;10.0;0.0;25.0;60.0
