ID;BewoondeVertrekken;Gebieden;Woningen_1;Totaal_2;NietInDirectContactMetBuitenlucht_3;InDirectContactMetBuitenlucht_4;AantalBewoners_5;Pagina_6;k_1PersoonOfMinder_7;MeerDan1TM2Personen_8;MeerDan2TM3Personen_9;MeerDan3TM4Personen_10;MeerDan4TM6Personen_11;MeerDan6Personen_12;Pagina_13
5480;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Lekkum;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5481;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Stiens;2;18;1;17;11;WS 32;2;0;0;0;0;0;WS 82
5482;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Swichum;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5483;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Wirdum;1;9;0;9;3;WS 32;1;0;0;0;0;0;WS 82
5484;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Jelsum;1;8;0;8;6;WS 32;1;0;0;0;0;0;WS 82
5485;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Miedum;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5486;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Teerns;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5487;8 of meer bewoonde vertrekken;Leiden, Totaal;710;7244;428;6816;3978;WS 14;683;27;0;0;0;0;WS 66
5488;8 of meer bewoonde vertrekken;Leiden, Wijk 1;305;3151;172;2979;1696;WS 14;298;7;0;0;0;0;WS 66
5489;8 of meer bewoonde vertrekken;Leiden, Wijk 2;243;2463;140;2323;1412;WS 14;229;14;0;0;0;0;WS 66
5490;8 of meer bewoonde vertrekken;Leiden, Wijk 3;162;1630;116;1514;870;WS 14;156;6;0;0;0;0;WS 66
5491;8 of meer bewoonde vertrekken;Lonneker, Totaal;8;82;2;80;53;WS 42;6;2;0;0;0;0;WS 92
5492;8 of meer bewoonde vertrekken;Lonneker, Wijk A;1;9;0;9;3;WS 42;1;0;0;0;0;0;WS 92
5493;8 of meer bewoonde vertrekken;Lonneker, Wijk B;1;8;0;8;8;WS 42;1;0;0;0;0;0;WS 92
5494;8 of meer bewoonde vertrekken;Lonneker, Wijk C;4;39;2;37;30;WS 42;2;2;0;0;0;0;WS 92
5495;8 of meer bewoonde vertrekken;Lonneker, Wijk D;0;0;0;0;0;WS 42;0;0;0;0;0;0;WS 92
5496;8 of meer bewoonde vertrekken;Lonneker, Wijk E;0;0;0;0;0;WS 42;0;0;0;0;0;0;WS 92
5497;8 of meer bewoonde vertrekken;Lonneker, Wijk F;0;0;0;0;0;WS 42;0;0;0;0;0;0;WS 92
5498;8 of meer bewoonde vertrekken;Lonneker, Wijk G;0;0;0;0;0;WS 42;0;0;0;0;0;0;WS 92
5499;8 of meer bewoonde vertrekken;Lonneker, Wijk H;0;0;0;0;0;WS 42;0;0;0;0;0;0;WS 92
5500;8 of meer bewoonde vertrekken;Lonneker, Wijk I;2;26;0;26;12;WS 42;2;0;0;0;0;0;WS 92
5501;8 of meer bewoonde vertrekken;Maastricht, Totaal;527;5675;212;5463;3096;WS 50;483;43;1;0;0;0;WS 98
5502;8 of meer bewoonde vertrekken;Maastricht, Wijk Noord-West;38;422;12;410;229;WS 50;34;4;0;0;0;0;WS 98
5503;8 of meer bewoonde vertrekken;Maastricht, Wijk Zuid-West;119;1337;29;1308;685;WS 50;114;5;0;0;0;0;WS 98
5504;8 of meer bewoonde vertrekken;Maastricht, Wijk Oost;119;1251;66;1185;637;WS 50;116;3;0;0;0;0;WS 98
5505;8 of meer bewoonde vertrekken;Maastricht, Wijk Zuid-Oost;172;1828;67;1761;1033;WS 50;157;14;1;0;0;0;WS 98
5506;8 of meer bewoonde vertrekken;Maastricht, Wijk Noord-Oost;79;837;38;799;512;WS 50;62;17;0;0;0;0;WS 98
5507;8 of meer bewoonde vertrekken;Meppel, Totaal;78;723;23;700;397;WS 50;77;1;0;0;0;0;WS 96
5508;8 of meer bewoonde vertrekken;Meppel, Wijk 1;2;19;1;18;15;WS 48;2;0;0;0;0;0;WS 96
5509;8 of meer bewoonde vertrekken;Meppel, Wijk 2;3;27;0;27;19;WS 48;3;0;0;0;0;0;WS 96
5510;8 of meer bewoonde vertrekken;Meppel, Wijk 3;4;46;0;46;14;WS 48;4;0;0;0;0;0;WS 96
5511;8 of meer bewoonde vertrekken;Meppel, Wijk 4;7;72;1;71;43;WS 48;7;0;0;0;0;0;WS 96
5512;8 of meer bewoonde vertrekken;Meppel, Wijk 5;3;28;4;24;20;WS 48;3;0;0;0;0;0;WS 96
5513;8 of meer bewoonde vertrekken;Meppel, Wijk 6;6;52;2;50;27;WS 48;6;0;0;0;0;0;WS 96
5514;8 of meer bewoonde vertrekken;Meppel, Wijk 7;4;38;0;38;24;WS 50;4;0;0;0;0;0;WS 96
5515;8 of meer bewoonde vertrekken;Meppel, Wijk 8;44;397;14;383;208;WS 50;43;1;0;0;0;0;WS 96
5516;8 of meer bewoonde vertrekken;Meppel, Wijk 9;3;25;0;25;19;WS 50;3;0;0;0;0;0;WS 96
5517;8 of meer bewoonde vertrekken;Meppel, Wijk 10;1;9;1;8;4;WS 50;1;0;0;0;0;0;WS 96
5518;8 of meer bewoonde vertrekken;Meppel, Wijk 11;1;10;0;10;4;WS 50;1;0;0;0;0;0;WS 96
5519;8 of meer bewoonde vertrekken;Meppel, Wijk 12;0;0;0;0;0;WS 50;0;0;0;0;0;0;WS 96
5520;8 of meer bewoonde vertrekken;Meppel, Wijk 13;0;0;0;0;0;WS 50;0;0;0;0;0;0;WS 96
5521;8 of meer bewoonde vertrekken;Middelburg, Totaal;296;2950;210;2740;1551;WS 24;290;5;1;0;0;0;WS 76
5522;8 of meer bewoonde vertrekken;Middelburg, Wijk A;9;96;4;92;49;WS 24;9;0;0;0;0;0;WS 76
5523;8 of meer bewoonde vertrekken;Middelburg, Wijk B;12;114;15;99;82;WS 24;12;0;0;0;0;0;WS 76
5524;8 of meer bewoonde vertrekken;Middelburg, Wijk C;15;151;8;143;90;WS 24;14;1;0;0;0;0;WS 76
5525;8 of meer bewoonde vertrekken;Middelburg, Wijk D;10;128;10;118;62;WS 24;10;0;0;0;0;0;WS 76
5526;8 of meer bewoonde vertrekken;Middelburg, Wijk E;15;146;7;139;79;WS 24;15;0;0;0;0;0;WS 76
5527;8 of meer bewoonde vertrekken;Middelburg, Wijk F;21;203;15;188;100;WS 24;21;0;0;0;0;0;WS 76
5528;8 of meer bewoonde vertrekken;Middelburg, Wijk G;48;496;34;462;256;WS 24;47;0;1;0;0;0;WS 76
5529;8 of meer bewoonde vertrekken;Middelburg, Wijk H;29;266;13;253;131;WS 24;28;1;0;0;0;0;WS 76
5530;8 of meer bewoonde vertrekken;Middelburg, Wijk I;16;159;15;144;91;WS 24;14;2;0;0;0;0;WS 76
5531;8 of meer bewoonde vertrekken;Middelburg, Wijk K;15;138;14;124;81;WS 24;15;0;0;0;0;0;WS 76
5532;8 of meer bewoonde vertrekken;Middelburg, Wijk L;16;159;14;145;75;WS 24;16;0;0;0;0;0;WS 76
5533;8 of meer bewoonde vertrekken;Middelburg, Wijk M;13;127;14;113;62;WS 24;13;0;0;0;0;0;WS 76
5534;8 of meer bewoonde vertrekken;Middelburg, Wijk N;33;329;23;306;168;WS 24;32;1;0;0;0;0;WS 76
5535;8 of meer bewoonde vertrekken;Middelburg, Wijk O;10;96;2;94;49;WS 24;10;0;0;0;0;0;WS 76
5536;8 of meer bewoonde vertrekken;Middelburg, Wijk P;18;179;14;165;86;WS 24;18;0;0;0;0;0;WS 76
5537;8 of meer bewoonde vertrekken;Middelburg, Wijk Q;6;60;7;53;32;WS 24;6;0;0;0;0;0;WS 76
5538;8 of meer bewoonde vertrekken;Middelburg, Wijk R;4;44;0;44;24;WS 24;4;0;0;0;0;0;WS 76
5539;8 of meer bewoonde vertrekken;Middelburg, Wijk S;1;9;0;9;7;WS 24;1;0;0;0;0;0;WS 76
5540;8 of meer bewoonde vertrekken;Middelburg, Wijk T;1;10;0;10;6;WS 24;1;0;0;0;0;0;WS 76
5541;8 of meer bewoonde vertrekken;Middelburg, Wijk U;0;0;0;0;0;WS 24;0;0;0;0;0;0;WS 76
5542;8 of meer bewoonde vertrekken;Middelburg, Wijk V;4;40;1;39;21;WS 24;4;0;0;0;0;0;WS 76
5543;8 of meer bewoonde vertrekken;Nijmegen, Totaal;1040;10325;582;9743;5637;WS  8;992;47;1;0;0;0;WS 60
5544;8 of meer bewoonde vertrekken;Nijmegen, Wijk 1;446;4406;268;4138;2263;WS  8;433;13;0;0;0;0;WS 60
5545;8 of meer bewoonde vertrekken;Nijmegen, Wijk 2;325;3215;174;3041;1812;WS  8;307;18;0;0;0;0;WS 60
5546;8 of meer bewoonde vertrekken;Nijmegen, Wijk 3;110;1109;72;1037;619;WS  8;103;6;1;0;0;0;WS 60
5547;8 of meer bewoonde vertrekken;Nijmegen, Wijk 4;62;602;44;558;402;WS  8;58;4;0;0;0;0;WS 60
5548;8 of meer bewoonde vertrekken;Nijmegen, Wijk Hatert;27;275;8;267;135;WS  8;27;0;0;0;0;0;WS 60
5549;8 of meer bewoonde vertrekken;Nijmegen, Wijk Hees;64;653;11;642;364;WS  8;59;5;0;0;0;0;WS 60
5550;8 of meer bewoonde vertrekken;Nijmegen, Wijk Neerbosch;6;65;5;60;42;WS  8;5;1;0;0;0;0;WS 60
5551;8 of meer bewoonde vertrekken;Onstwedde, Totaal;9;75;0;75;55;WS 44;9;0;0;0;0;0;WS 94
5552;8 of meer bewoonde vertrekken;Onstwedde, Wijk A Stadskanaal;3;24;0;24;13;WS 44;3;0;0;0;0;0;WS 94
5553;8 of meer bewoonde vertrekken;Onstwedde, Wijk B Stadskanaal;3;25;0;25;19;WS 44;3;0;0;0;0;0;WS 94
5554;8 of meer bewoonde vertrekken;Onstwedde, Wijk C Stadskanaal;1;8;0;8;6;WS 44;1;0;0;0;0;0;WS 94
5555;8 of meer bewoonde vertrekken;Onstwedde, Wijk D Musselkanaal;0;0;0;0;0;WS 44;0;0;0;0;0;0;WS 94
5556;8 of meer bewoonde vertrekken;Onstwedde, Wijk E Onstwedde;1;8;0;8;8;WS 44;1;0;0;0;0;0;WS 94
5557;8 of meer bewoonde vertrekken;Onstwedde, Wijk F Onstwedde;0;0;0;0;0;WS 44;0;0;0;0;0;0;WS 94
5558;8 of meer bewoonde vertrekken;Onstwedde, Wijk G Onstwedde;0;0;0;0;0;WS 44;0;0;0;0;0;0;WS 94
5559;8 of meer bewoonde vertrekken;Onstwedde, Wijk H Braamberg;0;0;0;0;0;WS 44;0;0;0;0;0;0;WS 94
5560;8 of meer bewoonde vertrekken;Onstwedde, Wijk H Kopstukken;0;0;0;0;0;WS 44;0;0;0;0;0;0;WS 94
5561;8 of meer bewoonde vertrekken;Onstwedde, Wijk I Horsten;1;10;0;10;9;WS 44;1;0;0;0;0;0;WS 94
5562;8 of meer bewoonde vertrekken;Onstwedde, Wijk I Mussel;0;0;0;0;0;WS 44;0;0;0;0;0;0;WS 94
5563;8 of meer bewoonde vertrekken;Onstwedde, Wijk I Oomsberg;0;0;0;0;0;WS 44;0;0;0;0;0;0;WS 94
5564;8 of meer bewoonde vertrekken;Onstwedde, Wijk I Vledderveen;0;0;0;0;0;WS 44;0;0;0;0;0;0;WS 94
5565;8 of meer bewoonde vertrekken;Onstwedde, Wijk J Vledderveen;0;0;0;0;0;WS 44;0;0;0;0;0;0;WS 94
5566;8 of meer bewoonde vertrekken;Onstwedde, Wijk K Tange;0;0;0;0;0;WS 44;0;0;0;0;0;0;WS 94
5567;8 of meer bewoonde vertrekken;Onstwedde, Wijk K Alterveer;0;0;0;0;0;WS 44;0;0;0;0;0;0;WS 94
5568;8 of meer bewoonde vertrekken;Oosterhout, Totaal;65;655;9;646;396;WS  4;57;8;0;0;0;0;WS 58
5569;8 of meer bewoonde vertrekken;Oosterhout, Wijk A;2;17;0;17;13;WS  4;1;1;0;0;0;0;WS 58
5570;8 of meer bewoonde vertrekken;Oosterhout, Wijk B;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5571;8 of meer bewoonde vertrekken;Oosterhout, Wijk C;9;94;2;92;58;WS  4;8;1;0;0;0;0;WS 58
5572;8 of meer bewoonde vertrekken;Oosterhout, Wijk D;4;37;0;37;22;WS  4;3;1;0;0;0;0;WS 58
5573;8 of meer bewoonde vertrekken;Oosterhout, Wijk E;12;109;4;105;68;WS  4;10;2;0;0;0;0;WS 58
5574;8 of meer bewoonde vertrekken;Oosterhout, Wijk F;10;96;2;94;71;WS  4;8;2;0;0;0;0;WS 58
5575;8 of meer bewoonde vertrekken;Oosterhout, Wijk G;16;198;0;198;103;WS  4;16;0;0;0;0;0;WS 58
5576;8 of meer bewoonde vertrekken;Oosterhout, Wijk H;11;96;1;95;57;WS  4;10;1;0;0;0;0;WS 58
5577;8 of meer bewoonde vertrekken;Oosterhout, Wijk I;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5578;8 of meer bewoonde vertrekken;Oosterhout, Wijk K;1;8;0;8;4;WS  4;1;0;0;0;0;0;WS 58
5579;8 of meer bewoonde vertrekken;Opsterland, Totaal;24;227;6;221;136;WS 32;24;0;0;0;0;0;WS 82
5580;8 of meer bewoonde vertrekken;Opsterland, Wijk Siegerswoude;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5581;8 of meer bewoonde vertrekken;Opsterland, Wijk Gorredijk;8;72;2;70;40;WS 32;8;0;0;0;0;0;WS 82
5582;8 of meer bewoonde vertrekken;Opsterland, Wijk Beetsterswaag;4;45;1;44;25;WS 32;4;0;0;0;0;0;WS 82
5583;8 of meer bewoonde vertrekken;Opsterland, Wijk Ureterp;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5584;8 of meer bewoonde vertrekken;Opsterland, Wijk Olterterp;2;19;0;19;13;WS 32;2;0;0;0;0;0;WS 82
5585;8 of meer bewoonde vertrekken;Opsterland, Wijk Lippenhuizen;1;9;0;9;3;WS 32;1;0;0;0;0;0;WS 82
5586;8 of meer bewoonde vertrekken;Opsterland, Wijk Beets;1;9;1;8;7;WS 32;1;0;0;0;0;0;WS 82
5587;8 of meer bewoonde vertrekken;Opsterland, Wijk Duurswoude;1;8;0;8;3;WS 32;1;0;0;0;0;0;WS 82
5588;8 of meer bewoonde vertrekken;Opsterland, Wijk Wijnjeterp;1;8;1;7;4;WS 32;1;0;0;0;0;0;WS 82
5589;8 of meer bewoonde vertrekken;Opsterland, Wijk Terwispel;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5590;8 of meer bewoonde vertrekken;Opsterland, Wijk Luxwoude;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5591;8 of meer bewoonde vertrekken;Opsterland, Wijk Langezwaag;1;10;0;10;10;WS 32;1;0;0;0;0;0;WS 82
5592;8 of meer bewoonde vertrekken;Opsterland, Wijk Hemrik;3;24;1;23;14;WS 32;3;0;0;0;0;0;WS 82
5593;8 of meer bewoonde vertrekken;Opsterland, Wijk Kortezwaag;2;23;0;23;17;WS 32;2;0;0;0;0;0;WS 82
5594;8 of meer bewoonde vertrekken;Rheden, Totaal;295;3147;51;3096;1536;WS  8;286;8;1;0;0;0;WS 62
5595;8 of meer bewoonde vertrekken;Rheden, Wijk Velp;184;1951;33;1918;924;WS  8;181;3;0;0;0;0;WS 62
5596;8 of meer bewoonde vertrekken;Rheden, Wijk Middachtersteeg;4;65;0;65;28;WS  8;3;1;0;0;0;0;WS 62
5597;8 of meer bewoonde vertrekken;Rheden, Wijk Spankeren;4;50;1;49;20;WS  8;4;0;0;0;0;0;WS 62
5598;8 of meer bewoonde vertrekken;Rheden, Wijk Ellecom;11;147;1;146;58;WS  8;11;0;0;0;0;0;WS 62
5599;8 of meer bewoonde vertrekken;Rheden, Wijk Havikkerwaard;1;8;3;5;13;WS  8;0;1;0;0;0;0;WS 62
5600;8 of meer bewoonde vertrekken;Rheden, Wijk Dieren;69;671;9;662;358;WS  8;67;2;0;0;0;0;WS 62
5601;8 of meer bewoonde vertrekken;Rheden, Wijk Rhedersteeg;1;8;0;8;16;WS  8;0;0;1;0;0;0;WS 62
5602;8 of meer bewoonde vertrekken;Rheden, Wijk Worth Rheden;4;60;0;60;15;WS  8;4;0;0;0;0;0;WS 62
5603;8 of meer bewoonde vertrekken;Rheden, Wijk Laag Soeren;6;65;3;62;36;WS  8;6;0;0;0;0;0;WS 62
5604;8 of meer bewoonde vertrekken;Rheden, Wijk Rheden;11;122;1;121;68;WS  8;10;1;0;0;0;0;WS 62
5605;8 of meer bewoonde vertrekken;Roermond, Totaal;336;3507;136;3371;1856;WS 50;316;20;0;0;0;0;WS 98
5606;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Totaal;73;736;39;697;454;WS  4;66;7;0;0;0;0;WS 58
5607;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk A;27;274;19;255;151;WS  4;25;2;0;0;0;0;WS 58
5608;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk B;19;192;13;179;136;WS  4;16;3;0;0;0;0;WS 58
5609;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk C;1;8;0;8;6;WS  4;1;0;0;0;0;0;WS 58
5610;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk D;11;109;1;108;70;WS  4;11;0;0;0;0;0;WS 58
5611;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk E;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5612;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk F;8;81;5;76;47;WS  4;7;1;0;0;0;0;WS 58
5613;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk G;2;16;1;15;9;WS  4;2;0;0;0;0;0;WS 58
5614;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk H;1;12;0;12;8;WS  4;1;0;0;0;0;0;WS 58
5615;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk I;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5616;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk K;1;8;0;8;12;WS  4;0;1;0;0;0;0;WS 58
5617;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk L;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5618;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk M;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5619;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk N;3;36;0;36;15;WS  4;3;0;0;0;0;0;WS 58
5620;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk O;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5621;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk P;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5622;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk Q;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5623;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk R;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5624;8 of meer bewoonde vertrekken;Roosendaal en Nispen, Wijk S;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5625;8 of meer bewoonde vertrekken;Rotterdam, Totaal;2600;26596;3440;23156;16082;WS 14;2436;157;7;0;0;0;WS 66
5626;8 of meer bewoonde vertrekken;Rotterdam, Wijk 1;70;832;66;776;427;WS 12;67;3;0;0;0;0;WS 66
5627;8 of meer bewoonde vertrekken;Rotterdam, Wijk 2;57;642;76;566;372;WS 12;54;3;0;0;0;0;WS 66
5628;8 of meer bewoonde vertrekken;Rotterdam, Wijk 3;52;536;66;470;439;WS 12;39;12;1;0;0;0;WS 66
5629;8 of meer bewoonde vertrekken;Rotterdam, Wijk 4;27;292;17;275;253;WS 12;23;4;0;0;0;0;WS 66
5630;8 of meer bewoonde vertrekken;Rotterdam, Wijk 5;65;688;47;641;376;WS 12;62;3;0;0;0;0;WS 66
5631;8 of meer bewoonde vertrekken;Rotterdam, Wijk 6;99;1098;60;1038;663;WS 12;94;5;0;0;0;0;WS 66
5632;8 of meer bewoonde vertrekken;Rotterdam, Wijk 7;34;331;24;307;198;WS 12;33;1;0;0;0;0;WS 66
5633;8 of meer bewoonde vertrekken;Rotterdam, Wijk 8;66;657;55;602;458;WS 12;56;10;0;0;0;0;WS 66
5634;8 of meer bewoonde vertrekken;Rotterdam, Wijk 9;22;205;29;176;293;WS 12;16;4;2;0;0;0;WS 66
5635;8 of meer bewoonde vertrekken;Rotterdam, Wijk 10;44;417;49;368;385;WS 12;38;6;0;0;0;0;WS 66
5636;8 of meer bewoonde vertrekken;Rotterdam, Wijk 11;17;163;13;150;147;WS 12;13;4;0;0;0;0;WS 66
5637;8 of meer bewoonde vertrekken;Rotterdam, Wijk 12;9;97;4;93;75;WS 12;8;1;0;0;0;0;WS 66
5638;8 of meer bewoonde vertrekken;Rotterdam, Wijk 13;61;610;86;524;311;WS 12;59;2;0;0;0;0;WS 66
5639;8 of meer bewoonde vertrekken;Rotterdam, Wijk 14;85;818;135;683;522;WS 12;78;7;0;0;0;0;WS 66
5640;8 of meer bewoonde vertrekken;Rotterdam, Wijk 15;77;734;135;599;472;WS 12;67;10;0;0;0;0;WS 66
5641;8 of meer bewoonde vertrekken;Rotterdam, Wijk 16;135;1314;209;1105;761;WS 12;126;9;0;0;0;0;WS 66
5642;8 of meer bewoonde vertrekken;Rotterdam, Wijk 17;339;3256;538;2718;1911;WS 12;320;19;0;0;0;0;WS 66
5643;8 of meer bewoonde vertrekken;Rotterdam, Wijk 18;260;2690;403;2287;1507;WS 12;248;10;2;0;0;0;WS 66
5644;8 of meer bewoonde vertrekken;Rotterdam, Wijk 19;259;2732;347;2385;1467;WS 12;249;10;0;0;0;0;WS 66
5645;8 of meer bewoonde vertrekken;Rotterdam, Wijk 20;224;2698;195;2503;1494;WS 12;216;8;0;0;0;0;WS 66
5646;8 of meer bewoonde vertrekken;Rotterdam, Wijk 21;92;884;148;736;533;WS 12;86;6;0;0;0;0;WS 66
5647;8 of meer bewoonde vertrekken;Rotterdam, Wijk 22;39;373;22;351;252;WS 12;36;3;0;0;0;0;WS 66
5648;8 of meer bewoonde vertrekken;Rotterdam, Wijk 23;89;874;144;730;499;WS 12;85;4;0;0;0;0;WS 66
5649;8 of meer bewoonde vertrekken;Rotterdam, Wijk 24;77;728;172;556;509;WS 14;73;4;0;0;0;0;WS 66
5650;8 of meer bewoonde vertrekken;Rotterdam, Wijk 25;17;169;21;148;103;WS 14;17;0;0;0;0;0;WS 66
5651;8 of meer bewoonde vertrekken;Rotterdam, Wijk Charlois;18;176;4;172;114;WS 14;17;1;0;0;0;0;WS 66
5652;8 of meer bewoonde vertrekken;Rotterdam, Wijk Kralingen;264;2561;375;2186;1526;WS 14;254;8;2;0;0;0;WS 66
5653;8 of meer bewoonde vertrekken;Rotterdam, Wijk IJsselmonde;2;21;0;21;14;WS 14;2;0;0;0;0;0;WS 66
5654;8 of meer bewoonde vertrekken;Schiedam, Totaal;182;1782;78;1704;1078;WS 16;173;9;0;0;0;0;WS 68
5655;8 of meer bewoonde vertrekken;Schoterland, Totaal;44;412;13;399;241;WS 34;41;3;0;0;0;0;WS 82
5656;8 of meer bewoonde vertrekken;Schoterland, Wijk Benedenknijpe;1;8;0;8;7;WS 32;1;0;0;0;0;0;WS 82
5657;8 of meer bewoonde vertrekken;Schoterland, Wijk Bovenknijpe;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5658;8 of meer bewoonde vertrekken;Schoterland, Wijk Heerenveen;39;358;13;345;212;WS 32;37;2;0;0;0;0;WS 82
5659;8 of meer bewoonde vertrekken;Schoterland, Wijk 't Meer;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5660;8 of meer bewoonde vertrekken;Schoterland, Wijk Mildam;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5661;8 of meer bewoonde vertrekken;Schoterland, Wijk Nieuwehorne;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5662;8 of meer bewoonde vertrekken;Schoterland, Wijk Oudeschoot;4;46;0;46;22;WS 32;3;1;0;0;0;0;WS 82
5663;8 of meer bewoonde vertrekken;Schoterland, Wijk Rottum;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5664;8 of meer bewoonde vertrekken;Schoterland, Wijk Delfstrahuizen;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5665;8 of meer bewoonde vertrekken;Schoterland, Wijk Gaast;0;0;0;0;0;WS 34;0;0;0;0;0;0;WS 82
5666;8 of meer bewoonde vertrekken;Schoterland, Wijk Hoornsterzwaag;0;0;0;0;0;WS 34;0;0;0;0;0;0;WS 82
5667;8 of meer bewoonde vertrekken;Schoterland, Wijk Jubbega-Schurega;0;0;0;0;0;WS 34;0;0;0;0;0;0;WS 82
5668;8 of meer bewoonde vertrekken;Schoterland, Wijk Katlijk;0;0;0;0;0;WS 34;0;0;0;0;0;0;WS 82
5669;8 of meer bewoonde vertrekken;Schoterland, Wijk Nieuweschoot;0;0;0;0;0;WS 34;0;0;0;0;0;0;WS 82
5670;8 of meer bewoonde vertrekken;Schoterland, Wijk Oudehorne;0;0;0;0;0;WS 34;0;0;0;0;0;0;WS 82
5671;8 of meer bewoonde vertrekken;Schoterland, Wijk Rohel;0;0;0;0;0;WS 34;0;0;0;0;0;0;WS 82
5672;8 of meer bewoonde vertrekken;Schoterland, Wijk Rotsterhaule;0;0;0;0;0;WS 34;0;0;0;0;0;0;WS 82
5673;8 of meer bewoonde vertrekken;Schoterland, Wijk Schoteruiterdijken;0;0;0;0;0;WS 34;0;0;0;0;0;0;WS 82
5674;8 of meer bewoonde vertrekken;Schoterland, Wijk St. Johannesga;0;0;0;0;0;WS 34;0;0;0;0;0;0;WS 82
5675;8 of meer bewoonde vertrekken;Sliedrecht, Totaal;52;522;9;513;266;WS 16;51;1;0;0;0;0;WS 68
5676;8 of meer bewoonde vertrekken;Sliedrecht, Wijk A;4;41;3;38;27;WS 16;3;1;0;0;0;0;WS 68
5677;8 of meer bewoonde vertrekken;Sliedrecht, Wijk B;29;295;6;289;150;WS 16;29;0;0;0;0;0;WS 68
5678;8 of meer bewoonde vertrekken;Sliedrecht, Wijk C;17;166;0;166;83;WS 16;17;0;0;0;0;0;WS 68
5679;8 of meer bewoonde vertrekken;Sliedrecht, Wijk D;2;20;0;20;6;WS 16;2;0;0;0;0;0;WS 68
5680;8 of meer bewoonde vertrekken;Sliedrecht, Wijk E;0;0;0;0;0;WS 16;0;0;0;0;0;0;WS 68
5681;8 of meer bewoonde vertrekken;Sliedrecht, Wijk F;0;0;0;0;0;WS 16;0;0;0;0;0;0;WS 68
5682;8 of meer bewoonde vertrekken;Slochteren, Totaal;7;63;1;62;32;WS 46;7;0;0;0;0;0;WS 94
5683;8 of meer bewoonde vertrekken;Slochteren, Wijk A;0;0;0;0;0;WS 46;0;0;0;0;0;0;WS 94
5684;8 of meer bewoonde vertrekken;Slochteren, Wijk B;1;8;1;7;5;WS 46;1;0;0;0;0;0;WS 94
5685;8 of meer bewoonde vertrekken;Slochteren, Wijk C;1;8;0;8;4;WS 46;1;0;0;0;0;0;WS 94
5686;8 of meer bewoonde vertrekken;Slochteren, Wijk D;2;19;0;19;9;WS 46;2;0;0;0;0;0;WS 94
5687;8 of meer bewoonde vertrekken;Slochteren, Wijk E;2;17;0;17;11;WS 46;2;0;0;0;0;0;WS 94
