ID;BewoondeVertrekken;Gebieden;Woningen_1;Totaal_2;NietInDirectContactMetBuitenlucht_3;InDirectContactMetBuitenlucht_4;AantalBewoners_5;Pagina_6;k_1PersoonOfMinder_7;MeerDan1TM2Personen_8;MeerDan2TM3Personen_9;MeerDan3TM4Personen_10;MeerDan4TM6Personen_11;MeerDan6Personen_12;Pagina_13
5267;8 of meer bewoonde vertrekken;Emmen, Wijk C;6;58;1;57;26;WS 48;6;0;0;0;0;0;WS 96
5268;8 of meer bewoonde vertrekken;Emmen, Wijk D;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5269;8 of meer bewoonde vertrekken;Emmen, Wijk E;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5270;8 of meer bewoonde vertrekken;Emmen, Wijk E.A;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5271;8 of meer bewoonde vertrekken;Emmen, Wijk F;2;17;0;17;7;WS 48;2;0;0;0;0;0;WS 96
5272;8 of meer bewoonde vertrekken;Emmen, Wijk F.A;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5273;8 of meer bewoonde vertrekken;Emmen, Wijk G;1;8;0;8;3;WS 48;1;0;0;0;0;0;WS 96
5274;8 of meer bewoonde vertrekken;Emmen, Wijk G.A;1;8;0;8;3;WS 48;1;0;0;0;0;0;WS 96
5275;8 of meer bewoonde vertrekken;Emmen, Wijk G.B;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5276;8 of meer bewoonde vertrekken;Emmen, Wijk G.C;1;9;0;9;6;WS 48;1;0;0;0;0;0;WS 96
5277;8 of meer bewoonde vertrekken;Emmen, Wijk H;2;21;0;21;5;WS 48;2;0;0;0;0;0;WS 96
5278;8 of meer bewoonde vertrekken;Emmen, Wijk I;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5279;8 of meer bewoonde vertrekken;Emmen, Wijk I.A;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5280;8 of meer bewoonde vertrekken;Emmen, Wijk I.B;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5281;8 of meer bewoonde vertrekken;Enschede, Totaal;227;2208;89;2119;1383;WS 40;212;15;0;0;0;0;WS 88
5282;8 of meer bewoonde vertrekken;Gorinchem, Totaal;163;1551;100;1451;918;WS 16;152;11;0;0;0;0;WS 68
5283;8 of meer bewoonde vertrekken;Gorinchem, Wijk A;39;372;30;342;224;WS 16;36;3;0;0;0;0;WS 68
5284;8 of meer bewoonde vertrekken;Gorinchem, Wijk B;56;549;41;508;326;WS 16;52;4;0;0;0;0;WS 68
5285;8 of meer bewoonde vertrekken;Gorinchem, Wijk C;49;461;18;443;279;WS 16;45;4;0;0;0;0;WS 68
5286;8 of meer bewoonde vertrekken;Gorinchem, Wijk D;19;169;11;158;89;WS 16;19;0;0;0;0;0;WS 68
5287;8 of meer bewoonde vertrekken;Gorinchem, Wijk E;0;0;0;0;0;WS 16;0;0;0;0;0;0;WS 68
5288;8 of meer bewoonde vertrekken;Gouda, Totaal;208;2014;203;1811;1147;WS 16;198;10;0;0;0;0;WS 68
5289;8 of meer bewoonde vertrekken;Gouda, Wijk A;16;152;24;128;104;WS 14;16;0;0;0;0;0;WS 68
5290;8 of meer bewoonde vertrekken;Gouda, Wijk B;43;436;45;391;225;WS 14;43;0;0;0;0;0;WS 68
5291;8 of meer bewoonde vertrekken;Gouda, Wijk C;28;276;33;243;147;WS 14;27;1;0;0;0;0;WS 68
5292;8 of meer bewoonde vertrekken;Gouda, Wijk D;5;48;4;44;36;WS 14;4;1;0;0;0;0;WS 68
5293;8 of meer bewoonde vertrekken;Gouda, Wijk E;10;105;4;101;49;WS 14;10;0;0;0;0;0;WS 68
5294;8 of meer bewoonde vertrekken;Gouda, Wijk F;2;16;2;14;12;WS 14;2;0;0;0;0;0;WS 68
5295;8 of meer bewoonde vertrekken;Gouda, Wijk G;0;0;0;0;0;WS 14;0;0;0;0;0;0;WS 68
5296;8 of meer bewoonde vertrekken;Gouda, Wijk H;15;135;15;120;92;WS 14;13;2;0;0;0;0;WS 68
5297;8 of meer bewoonde vertrekken;Gouda, Wijk I;0;0;0;0;0;WS 14;0;0;0;0;0;0;WS 68
5298;8 of meer bewoonde vertrekken;Gouda, Wijk K;7;63;7;56;51;WS 14;5;2;0;0;0;0;WS 68
5299;8 of meer bewoonde vertrekken;Gouda, Wijk L;1;8;0;8;6;WS 16;1;0;0;0;0;0;WS 68
5300;8 of meer bewoonde vertrekken;Gouda, Wijk M;0;0;0;0;0;WS 16;0;0;0;0;0;0;WS 68
5301;8 of meer bewoonde vertrekken;Gouda, Wijk N;2;20;1;19;9;WS 16;2;0;0;0;0;0;WS 68
5302;8 of meer bewoonde vertrekken;Gouda, Wijk O;1;9;2;7;4;WS 16;1;0;0;0;0;0;WS 68
5303;8 of meer bewoonde vertrekken;Gouda, Wijk P;10;103;2;101;47;WS 16;10;0;0;0;0;0;WS 68
5304;8 of meer bewoonde vertrekken;Gouda, Wijk Q;45;425;48;377;242;WS 16;43;2;0;0;0;0;WS 68
5305;8 of meer bewoonde vertrekken;Gouda, Wijk R;21;196;16;180;109;WS 16;19;2;0;0;0;0;WS 68
5306;8 of meer bewoonde vertrekken;Gouda, Wijk S;2;22;0;22;14;WS 16;2;0;0;0;0;0;WS 68
5307;8 of meer bewoonde vertrekken;Gouda, Wijk T;0;0;0;0;0;WS 16;0;0;0;0;0;0;WS 68
5308;8 of meer bewoonde vertrekken;Gouda, Wijk RR;0;0;0;0;0;WS 16;0;0;0;0;0;0;WS 68
5309;8 of meer bewoonde vertrekken;Gravenhage ('s), Totaal;5753;62284;4794;57490;28441;WS 12;5629;123;1;0;0;0;WS 64
5310;8 of meer bewoonde vertrekken;Gravenhage ('s), Wijk 1;214;2005;131;1874;1086;WS 12;204;10;0;0;0;0;WS 64
5311;8 of meer bewoonde vertrekken;Gravenhage ('s), Wijk 2;249;2474;146;2328;1534;WS 12;229;20;0;0;0;0;WS 64
5312;8 of meer bewoonde vertrekken;Gravenhage ('s), Wijk 3;157;1545;101;1444;831;WS 12;147;10;0;0;0;0;WS 64
5313;8 of meer bewoonde vertrekken;Gravenhage ('s), Wijk 4;2385;25094;2169;22925;11198;WS 12;2359;26;0;0;0;0;WS 64
5314;8 of meer bewoonde vertrekken;Gravenhage ('s), Wijk 5;1272;14938;1087;13851;6065;WS 12;1268;4;0;0;0;0;WS 64
5315;8 of meer bewoonde vertrekken;Gravenhage ('s), Wijk 6;1037;11608;889;10719;5293;WS 12;1006;31;0;0;0;0;WS 64
5316;8 of meer bewoonde vertrekken;Gravenhage ('s), Wijk 7;233;2370;152;2218;1307;WS 12;217;15;1;0;0;0;WS 64
5317;8 of meer bewoonde vertrekken;Gravenhage ('s), Wijk 8;206;2250;119;2131;1127;WS 12;199;7;0;0;0;0;WS 64
5318;8 of meer bewoonde vertrekken;Groningen (gem.), Totaal;708;6846;415;6431;4195;WS 44;655;52;1;0;0;0;WS 92
5319;8 of meer bewoonde vertrekken;Groningen, Wijk A;43;429;18;411;234;WS 44;43;0;0;0;0;0;WS 92
5320;8 of meer bewoonde vertrekken;Groningen, Wijk B;19;179;6;173;110;WS 44;16;3;0;0;0;0;WS 92
5321;8 of meer bewoonde vertrekken;Groningen, Wijk C;19;194;27;167;115;WS 44;18;1;0;0;0;0;WS 92
5322;8 of meer bewoonde vertrekken;Groningen, Wijk D;26;234;22;212;145;WS 44;24;2;0;0;0;0;WS 92
5323;8 of meer bewoonde vertrekken;Groningen, Wijk E;46;457;28;429;280;WS 44;43;3;0;0;0;0;WS 92
5324;8 of meer bewoonde vertrekken;Groningen, Wijk F;39;381;21;360;278;WS 44;32;7;0;0;0;0;WS 92
5325;8 of meer bewoonde vertrekken;Groningen, Wijk G;25;251;19;232;176;WS 44;20;5;0;0;0;0;WS 92
5326;8 of meer bewoonde vertrekken;Groningen, Wijk H;27;248;10;238;181;WS 44;23;4;0;0;0;0;WS 92
5327;8 of meer bewoonde vertrekken;Groningen, Wijk I;25;238;21;217;153;WS 44;24;1;0;0;0;0;WS 92
5328;8 of meer bewoonde vertrekken;Groningen, Wijk K;43;430;44;386;273;WS 44;36;7;0;0;0;0;WS 92
5329;8 of meer bewoonde vertrekken;Groningen, Wijk L;12;121;5;116;73;WS 44;11;1;0;0;0;0;WS 92
5330;8 of meer bewoonde vertrekken;Groningen, Wijk M;9;92;3;89;71;WS 44;7;2;0;0;0;0;WS 92
5331;8 of meer bewoonde vertrekken;Groningen, Wijk N;36;337;13;324;190;WS 44;34;2;0;0;0;0;WS 92
5332;8 of meer bewoonde vertrekken;Groningen, Wijk O;8;79;3;76;51;WS 44;7;1;0;0;0;0;WS 92
5333;8 of meer bewoonde vertrekken;Groningen, Wijk P;16;159;8;151;95;WS 44;16;0;0;0;0;0;WS 92
5334;8 of meer bewoonde vertrekken;Groningen, Wijk Q;3;26;2;24;17;WS 44;3;0;0;0;0;0;WS 92
5335;8 of meer bewoonde vertrekken;Groningen, Wijk R;62;587;39;548;320;WS 44;59;3;0;0;0;0;WS 92
5336;8 of meer bewoonde vertrekken;Groningen, Wijk S;87;870;45;825;456;WS 44;84;3;0;0;0;0;WS 92
5337;8 of meer bewoonde vertrekken;Groningen, Wijk T;42;386;27;359;229;WS 44;42;0;0;0;0;0;WS 92
5338;8 of meer bewoonde vertrekken;Groningen, Wijk U;35;317;23;294;243;WS 44;31;3;1;0;0;0;WS 92
5339;8 of meer bewoonde vertrekken;Groningen, Wijk V;1;10;1;9;5;WS 44;1;0;0;0;0;0;WS 92
5340;8 of meer bewoonde vertrekken;Groningen, Wijk W;2;18;0;18;10;WS 44;2;0;0;0;0;0;WS 92
5341;8 of meer bewoonde vertrekken;Groningen, Wijk X;7;61;2;59;31;WS 44;7;0;0;0;0;0;WS 92
5342;8 of meer bewoonde vertrekken;Groningen, Wijk Y;47;453;14;439;252;WS 44;46;1;0;0;0;0;WS 92
5343;8 of meer bewoonde vertrekken;Groningen, Wijk Z;29;289;14;275;207;WS 44;26;3;0;0;0;0;WS 92
5344;8 of meer bewoonde vertrekken;Haarlem, Totaal;1052;10861;602;10259;5907;WS 20;1014;38;0;0;0;0;WS 72
5345;8 of meer bewoonde vertrekken;Haarlem, Wijk I;28;276;18;258;183;WS 20;25;3;0;0;0;0;WS 72
5346;8 of meer bewoonde vertrekken;Haarlem, Wijk II;95;964;72;892;606;WS 20;87;8;0;0;0;0;WS 72
5347;8 of meer bewoonde vertrekken;Haarlem, Wijk III;116;1200;69;1131;639;WS 20;114;2;0;0;0;0;WS 72
5348;8 of meer bewoonde vertrekken;Haarlem, Wijk IV;395;4094;183;3911;2115;WS 20;383;12;0;0;0;0;WS 72
5349;8 of meer bewoonde vertrekken;Haarlem, Wijk V;178;1891;140;1751;1085;WS 20;172;6;0;0;0;0;WS 72
5350;8 of meer bewoonde vertrekken;Haarlem, Wijk VI;240;2436;120;2316;1279;WS 20;233;7;0;0;0;0;WS 72
5351;8 of meer bewoonde vertrekken;Haarlemmermeer, Totaal;15;140;3;137;81;WS 20;14;1;0;0;0;0;WS 72
5352;8 of meer bewoonde vertrekken;Harlingen, Totaal;75;703;35;668;394;WS 30;74;1;0;0;0;0;WS 80
5353;8 of meer bewoonde vertrekken;Harlingen, Wijk A;8;72;2;70;43;WS 30;8;0;0;0;0;0;WS 80
5354;8 of meer bewoonde vertrekken;Harlingen, Wijk B;2;19;0;19;16;WS 30;2;0;0;0;0;0;WS 80
5355;8 of meer bewoonde vertrekken;Harlingen, Wijk C;10;85;1;84;49;WS 30;10;0;0;0;0;0;WS 80
5356;8 of meer bewoonde vertrekken;Harlingen, Wijk D;6;61;1;60;29;WS 30;6;0;0;0;0;0;WS 80
5357;8 of meer bewoonde vertrekken;Harlingen, Wijk E;27;251;16;235;153;WS 30;26;1;0;0;0;0;WS 80
5358;8 of meer bewoonde vertrekken;Harlingen, Wijk F;10;101;3;98;51;WS 30;10;0;0;0;0;0;WS 80
5359;8 of meer bewoonde vertrekken;Harlingen, Wijk G;3;25;12;13;14;WS 30;3;0;0;0;0;0;WS 80
5360;8 of meer bewoonde vertrekken;Harlingen, Wijk H;7;72;0;72;30;WS 30;7;0;0;0;0;0;WS 80
5361;8 of meer bewoonde vertrekken;Harlingen, Wijk I;2;17;0;17;9;WS 30;2;0;0;0;0;0;WS 80
5362;8 of meer bewoonde vertrekken;Helder (den), Totaal;97;867;46;821;486;WS 20;94;3;0;0;0;0;WS 72
5363;8 of meer bewoonde vertrekken;Helmond, Totaal;112;1151;35;1116;630;WS  4;109;3;0;0;0;0;WS 58
5364;8 of meer bewoonde vertrekken;Helmond, Wijk A;21;222;7;215;131;WS  4;19;2;0;0;0;0;WS 58
5365;8 of meer bewoonde vertrekken;Helmond, Wijk B;24;231;12;219;120;WS  4;24;0;0;0;0;0;WS 58
5366;8 of meer bewoonde vertrekken;Helmond, Wijk C;14;145;5;140;77;WS  4;14;0;0;0;0;0;WS 58
5367;8 of meer bewoonde vertrekken;Helmond, Wijk D;5;47;2;45;34;WS  4;5;0;0;0;0;0;WS 58
5368;8 of meer bewoonde vertrekken;Helmond, Wijk E;6;66;1;65;34;WS  4;6;0;0;0;0;0;WS 58
5369;8 of meer bewoonde vertrekken;Helmond, Wijk F;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5370;8 of meer bewoonde vertrekken;Helmond, Wijk G;3;30;0;30;20;WS  4;3;0;0;0;0;0;WS 58
5371;8 of meer bewoonde vertrekken;Helmond, Wijk H;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5372;8 of meer bewoonde vertrekken;Helmond, Wijk I;1;9;1;8;4;WS  4;1;0;0;0;0;0;WS 58
5373;8 of meer bewoonde vertrekken;Helmond, Wijk K;5;46;0;46;22;WS  4;5;0;0;0;0;0;WS 58
5374;8 of meer bewoonde vertrekken;Helmond, Wijk L;31;336;7;329;176;WS  4;30;1;0;0;0;0;WS 58
5375;8 of meer bewoonde vertrekken;Helmond, Wijk M;2;19;0;19;12;WS  4;2;0;0;0;0;0;WS 58
5376;8 of meer bewoonde vertrekken;Helmond, Wijk N;0;0;0;0;0;WS  4;0;0;0;0;0;0;WS 58
5377;8 of meer bewoonde vertrekken;Hengelo (Ov), Totaal;77;747;26;721;477;WS 42;73;4;0;0;0;0;WS 90
5378;8 of meer bewoonde vertrekken;Hengelo (Ov), Wijk Beckum;1;9;0;9;3;WS 42;1;0;0;0;0;0;WS 90
5379;8 of meer bewoonde vertrekken;Hengelo (Ov), Wijk Oele;0;0;0;0;0;WS 42;0;0;0;0;0;0;WS 90
5380;8 of meer bewoonde vertrekken;Hengelo (Ov), Wijk Woolde;2;20;1;19;14;WS 42;2;0;0;0;0;0;WS 90
5381;8 of meer bewoonde vertrekken;Hengelo (Ov), Wijk Dorp Hengelo;74;718;25;693;460;WS 42;70;4;0;0;0;0;WS 90
5382;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Totaal;452;4530;403;4127;2658;WS  2;431;21;0;0;0;0;WS 56
5383;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk A;86;903;88;815;548;WS  2;78;8;0;0;0;0;WS 56
5384;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk B;41;387;49;338;248;WS  2;39;2;0;0;0;0;WS 56
5385;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk C;60;621;66;555;370;WS  2;54;6;0;0;0;0;WS 56
5386;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk D;38;382;40;342;195;WS  2;37;1;0;0;0;0;WS 56
5387;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk E;20;207;13;194;124;WS  2;19;1;0;0;0;0;WS 56
5388;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk F;35;381;21;360;206;WS  2;35;0;0;0;0;0;WS 56
5389;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk G;30;305;31;274;180;WS  2;30;0;0;0;0;0;WS 56
5390;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk H;36;351;25;326;206;WS  2;36;0;0;0;0;0;WS 56
5391;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk I;12;120;10;110;65;WS  2;12;0;0;0;0;0;WS 56
5392;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk K;2;17;0;17;10;WS  2;2;0;0;0;0;0;WS 56
5393;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk L;5;47;7;40;43;WS  2;4;1;0;0;0;0;WS 56
5394;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk M;40;365;27;338;225;WS  2;39;1;0;0;0;0;WS 56
5395;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk N;34;317;13;304;164;WS  2;34;0;0;0;0;0;WS 56
5396;8 of meer bewoonde vertrekken;Hertogenbosch ('s), Wijk O;13;127;13;114;74;WS  2;12;1;0;0;0;0;WS 56
5397;8 of meer bewoonde vertrekken;Hilversum, Totaal;407;4293;92;4201;2294;WS 22;394;13;0;0;0;0;WS 74
5398;8 of meer bewoonde vertrekken;Hilversum, Wijk 1;11;124;0;124;74;WS 22;9;2;0;0;0;0;WS 72
5399;8 of meer bewoonde vertrekken;Hilversum, Wijk 2;10;89;1;88;61;WS 22;10;0;0;0;0;0;WS 72
5400;8 of meer bewoonde vertrekken;Hilversum, Wijk 3;23;211;1;210;139;WS 22;21;2;0;0;0;0;WS 72
5401;8 of meer bewoonde vertrekken;Hilversum, Wijk 4;2;16;1;15;11;WS 22;2;0;0;0;0;0;WS 72
5402;8 of meer bewoonde vertrekken;Hilversum, Wijk 5;28;288;6;282;151;WS 22;27;1;0;0;0;0;WS 72
5403;8 of meer bewoonde vertrekken;Hilversum, Wijk 6;9;94;4;90;74;WS 22;7;2;0;0;0;0;WS 72
5404;8 of meer bewoonde vertrekken;Hilversum, Wijk 7;11;114;3;111;56;WS 22;11;0;0;0;0;0;WS 72
5405;8 of meer bewoonde vertrekken;Hilversum, Wijk 8;17;183;9;174;93;WS 22;17;0;0;0;0;0;WS 72
5406;8 of meer bewoonde vertrekken;Hilversum, Wijk 9;6;68;1;67;30;WS 22;6;0;0;0;0;0;WS 72
5407;8 of meer bewoonde vertrekken;Hilversum, Wijk 10;20;199;6;193;104;WS 22;20;0;0;0;0;0;WS 72
5408;8 of meer bewoonde vertrekken;Hilversum, Wijk 11;99;1070;21;1049;542;WS 22;98;1;0;0;0;0;WS 72
5409;8 of meer bewoonde vertrekken;Hilversum, Wijk 12;43;494;12;482;263;WS 22;42;1;0;0;0;0;WS 74
5410;8 of meer bewoonde vertrekken;Hilversum, Wijk 13;67;740;10;730;367;WS 22;66;1;0;0;0;0;WS 74
5411;8 of meer bewoonde vertrekken;Hilversum, Wijk 14;16;145;6;139;78;WS 22;15;1;0;0;0;0;WS 74
5412;8 of meer bewoonde vertrekken;Hilversum, Wijk 15;11;106;4;102;61;WS 22;10;1;0;0;0;0;WS 74
5413;8 of meer bewoonde vertrekken;Hilversum, Wijk 16;1;8;0;8;4;WS 22;1;0;0;0;0;0;WS 74
5414;8 of meer bewoonde vertrekken;Hilversum, Wijk 17;1;8;1;7;5;WS 22;1;0;0;0;0;0;WS 74
5415;8 of meer bewoonde vertrekken;Hilversum, Wijk 18;11;129;5;124;69;WS 22;11;0;0;0;0;0;WS 74
5416;8 of meer bewoonde vertrekken;Hilversum, Wijk 19;10;97;0;97;50;WS 22;9;1;0;0;0;0;WS 74
5417;8 of meer bewoonde vertrekken;Hilversum, Wijk 20;6;57;1;56;36;WS 22;6;0;0;0;0;0;WS 74
5418;8 of meer bewoonde vertrekken;Hilversum, Wijk 21;5;53;0;53;26;WS 22;5;0;0;0;0;0;WS 74
5419;8 of meer bewoonde vertrekken;Hoogeveen, Totaal;22;202;3;199;135;WS 48;19;3;0;0;0;0;WS 96
5420;8 of meer bewoonde vertrekken;Hoogeveen, Wijk A;13;118;1;117;80;WS 48;11;2;0;0;0;0;WS 96
5421;8 of meer bewoonde vertrekken;Hoogeveen, Wijk B;9;84;2;82;55;WS 48;8;1;0;0;0;0;WS 96
5422;8 of meer bewoonde vertrekken;Hoogeveen, Wijk C;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5423;8 of meer bewoonde vertrekken;Hoogeveen, Wijk D;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5424;8 of meer bewoonde vertrekken;Hoogeveen, Wijk E;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5425;8 of meer bewoonde vertrekken;Hoogeveen, Wijk F;0;0;0;0;0;WS 48;0;0;0;0;0;0;WS 96
5426;8 of meer bewoonde vertrekken;Hoorn, Totaal;98;928;91;837;522;WS 22;92;6;0;0;0;0;WS 74
5427;8 of meer bewoonde vertrekken;Hoorn, Wijk 1;6;51;7;44;39;WS 22;5;1;0;0;0;0;WS 74
5428;8 of meer bewoonde vertrekken;Hoorn, Wijk 2;19;191;16;175;100;WS 22;19;0;0;0;0;0;WS 74
5429;8 of meer bewoonde vertrekken;Hoorn, Wijk 3;6;54;5;49;35;WS 22;4;2;0;0;0;0;WS 74
5430;8 of meer bewoonde vertrekken;Hoorn, Wijk 4;0;0;0;0;0;WS 22;0;0;0;0;0;0;WS 74
5431;8 of meer bewoonde vertrekken;Hoorn, Wijk 5;10;94;9;85;53;WS 22;10;0;0;0;0;0;WS 74
5432;8 of meer bewoonde vertrekken;Hoorn, Wijk 6;19;179;26;153;101;WS 22;18;1;0;0;0;0;WS 74
5433;8 of meer bewoonde vertrekken;Hoorn, Wijk 7;0;0;0;0;0;WS 22;0;0;0;0;0;0;WS 74
5434;8 of meer bewoonde vertrekken;Hoorn, Wijk 8;8;77;8;69;43;WS 22;8;0;0;0;0;0;WS 74
5435;8 of meer bewoonde vertrekken;Hoorn, Wijk 9;11;114;8;106;55;WS 22;10;1;0;0;0;0;WS 74
5436;8 of meer bewoonde vertrekken;Hoorn, Wijk 10;15;126;12;114;73;WS 22;14;1;0;0;0;0;WS 74
5437;8 of meer bewoonde vertrekken;Hoorn, Wijk 11;0;0;0;0;0;WS 22;0;0;0;0;0;0;WS 74
5438;8 of meer bewoonde vertrekken;Hoorn, Wijk 12;4;42;0;42;23;WS 22;4;0;0;0;0;0;WS 74
5439;8 of meer bewoonde vertrekken;Kampen, Totaal;211;1988;172;1816;1150;WS 42;200;11;0;0;0;0;WS 90
5440;8 of meer bewoonde vertrekken;Kampen, Wijk Kom;204;1928;172;1756;1112;WS 42;193;11;0;0;0;0;WS 90
5441;8 of meer bewoonde vertrekken;Kampen, Wijk Brunnepe;1;8;0;8;8;WS 42;1;0;0;0;0;0;WS 90
5442;8 of meer bewoonde vertrekken;Kampen, Wijk Binnen Eiland;1;8;0;8;4;WS 42;1;0;0;0;0;0;WS 90
5443;8 of meer bewoonde vertrekken;Kampen, Wijk Buiten de Kom;5;44;0;44;26;WS 42;5;0;0;0;0;0;WS 90
5444;8 of meer bewoonde vertrekken;Leeuwarden, Totaal;315;3181;174;3007;1838;WS 28;294;20;1;0;0;0;WS 80
5445;8 of meer bewoonde vertrekken;Leeuwarden, Wijk A;11;114;4;110;51;WS 28;11;0;0;0;0;0;WS 78
5446;8 of meer bewoonde vertrekken;Leeuwarden, Wijk B;8;91;5;86;51;WS 28;8;0;0;0;0;0;WS 78
5447;8 of meer bewoonde vertrekken;Leeuwarden, Wijk C;28;284;17;267;156;WS 28;26;1;1;0;0;0;WS 78
5448;8 of meer bewoonde vertrekken;Leeuwarden, Wijk D;3;25;2;23;15;WS 28;3;0;0;0;0;0;WS 78
5449;8 of meer bewoonde vertrekken;Leeuwarden, Wijk E;11;111;3;108;62;WS 28;11;0;0;0;0;0;WS 78
5450;8 of meer bewoonde vertrekken;Leeuwarden, Wijk F;32;322;21;301;163;WS 28;30;2;0;0;0;0;WS 78
5451;8 of meer bewoonde vertrekken;Leeuwarden, Wijk G;41;416;31;385;238;WS 28;37;4;0;0;0;0;WS 78
5452;8 of meer bewoonde vertrekken;Leeuwarden, Wijk H;4;46;2;44;31;WS 28;3;1;0;0;0;0;WS 78
5453;8 of meer bewoonde vertrekken;Leeuwarden, Wijk I;10;121;4;117;66;WS 28;9;1;0;0;0;0;WS 78
5454;8 of meer bewoonde vertrekken;Leeuwarden, Wijk K;31;341;10;331;186;WS 28;29;2;0;0;0;0;WS 78
5455;8 of meer bewoonde vertrekken;Leeuwarden, Wijk L;20;184;14;170;139;WS 28;16;4;0;0;0;0;WS 78
5456;8 of meer bewoonde vertrekken;Leeuwarden, Wijk M;20;195;6;189;98;WS 28;20;0;0;0;0;0;WS 78
5457;8 of meer bewoonde vertrekken;Leeuwarden, Wijk N;3;27;4;23;23;WS 28;3;0;0;0;0;0;WS 78
5458;8 of meer bewoonde vertrekken;Leeuwarden, Wijk O;7;64;4;60;46;WS 28;6;1;0;0;0;0;WS 78
5459;8 of meer bewoonde vertrekken;Leeuwarden, Wijk P;1;10;0;10;8;WS 28;1;0;0;0;0;0;WS 78
5460;8 of meer bewoonde vertrekken;Leeuwarden, Wijk Q;5;42;4;38;26;WS 28;5;0;0;0;0;0;WS 78
5461;8 of meer bewoonde vertrekken;Leeuwarden, Wijk R;0;0;0;0;0;WS 28;0;0;0;0;0;0;WS 78
5462;8 of meer bewoonde vertrekken;Leeuwarden, Wijk S;0;0;0;0;0;WS 28;0;0;0;0;0;0;WS 78
5463;8 of meer bewoonde vertrekken;Leeuwarden, Wijk T;0;0;0;0;0;WS 28;0;0;0;0;0;0;WS 80
5464;8 of meer bewoonde vertrekken;Leeuwarden, Wijk U;18;177;11;166;109;WS 28;17;1;0;0;0;0;WS 80
5465;8 of meer bewoonde vertrekken;Leeuwarden, Wijk V;8;87;2;85;43;WS 28;8;0;0;0;0;0;WS 80
5466;8 of meer bewoonde vertrekken;Leeuwarden, Wijk W;44;434;26;408;266;WS 28;41;3;0;0;0;0;WS 80
5467;8 of meer bewoonde vertrekken;Leeuwarden, Wijk X;1;8;0;8;3;WS 28;1;0;0;0;0;0;WS 80
5468;8 of meer bewoonde vertrekken;Leeuwarden, Wijk Y;8;74;2;72;52;WS 28;8;0;0;0;0;0;WS 80
5469;8 of meer bewoonde vertrekken;Leeuwarden, Wijk Z;0;0;0;0;0;WS 28;0;0;0;0;0;0;WS 80
5470;8 of meer bewoonde vertrekken;Leeuwarden, Wijk AA;1;8;2;6;6;WS 28;1;0;0;0;0;0;WS 80
5471;8 of meer bewoonde vertrekken;Leeuwarden, Wijk BB;0;0;0;0;0;WS 28;0;0;0;0;0;0;WS 80
5472;8 of meer bewoonde vertrekken;Leeuwarderadeel, Totaal;11;102;3;99;53;WS 32;11;0;0;0;0;0;WS 82
5473;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Britsum;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5474;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Cornjum;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5475;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Finkum;1;8;0;8;3;WS 32;1;0;0;0;0;0;WS 82
5476;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Goutum;1;10;0;10;5;WS 32;1;0;0;0;0;0;WS 82
5477;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Kempens;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
5478;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Huizum;5;49;2;47;25;WS 32;5;0;0;0;0;0;WS 82
5479;8 of meer bewoonde vertrekken;Leeuwarderadeel, Wijk Hyum;0;0;0;0;0;WS 32;0;0;0;0;0;0;WS 82
