ID;Bestemming;Perioden;InvesteringenWerkelijkePrijzen_1;InvesteringenPrijsniveau2021_2;InvesteringenVolumemutatie_3;InvesteringenPrijsindexcijfers_4
2749;78 Uitzendbureaus en arbeidsbemiddeling;2018;400.0;424.0;2.6;94.4
2750;78 Uitzendbureaus en arbeidsbemiddeling;2019;409.0;420.0;-1.0;97.5
2751;78 Uitzendbureaus en arbeidsbemiddeling;2020;385.0;388.0;-7.6;99.3
2752;78 Uitzendbureaus en arbeidsbemiddeling;2021;405.0;405.0;4.4;100.0
2753;78 Uitzendbureaus en arbeidsbemiddeling;2022;506.0;482.0;19.0;105.0
2754;78 Uitzendbureaus en arbeidsbemiddeling;2023;;;;
2755;79 Reisbureaus, reisorganisatie en -info;1995;52.0;38.0;;138.4
2756;79 Reisbureaus, reisorganisatie en -info;1996;56.0;44.0;17.3;127.1
2757;79 Reisbureaus, reisorganisatie en -info;1997;72.0;56.0;26.8;128.9
2758;79 Reisbureaus, reisorganisatie en -info;1998;74.0;62.0;11.1;119.2
2759;79 Reisbureaus, reisorganisatie en -info;1999;85.0;74.0;18.9;115.1
2760;79 Reisbureaus, reisorganisatie en -info;2000;84.0;76.0;3.5;109.9
2761;79 Reisbureaus, reisorganisatie en -info;2001;93.0;87.0;14.3;106.5
2762;79 Reisbureaus, reisorganisatie en -info;2002;93.0;89.0;2.2;104.2
2763;79 Reisbureaus, reisorganisatie en -info;2003;90.0;88.0;-1.1;102.0
2764;79 Reisbureaus, reisorganisatie en -info;2004;104.0;104.0;17.8;100.0
2765;79 Reisbureaus, reisorganisatie en -info;2005;120.0;121.0;16.3;99.2
2766;79 Reisbureaus, reisorganisatie en -info;2006;144.0;147.0;21.7;97.8
2767;79 Reisbureaus, reisorganisatie en -info;2007;170.0;170.0;15.3;100.2
2768;79 Reisbureaus, reisorganisatie en -info;2008;128.0;131.0;-22.9;97.9
2769;79 Reisbureaus, reisorganisatie en -info;2009;131.0;134.0;2.3;97.9
2770;79 Reisbureaus, reisorganisatie en -info;2010;118.0;123.0;-8.4;96.3
2771;79 Reisbureaus, reisorganisatie en -info;2011;135.0;141.0;15.3;95.6
2772;79 Reisbureaus, reisorganisatie en -info;2012;133.0;140.0;-0.7;94.9
2773;79 Reisbureaus, reisorganisatie en -info;2013;134.0;142.0;1.5;94.1
2774;79 Reisbureaus, reisorganisatie en -info;2014;144.0;154.0;8.2;93.5
2775;79 Reisbureaus, reisorganisatie en -info;2015;205.0;219.0;42.4;93.5
2776;79 Reisbureaus, reisorganisatie en -info;2016;235.0;251.0;14.6;93.5
2777;79 Reisbureaus, reisorganisatie en -info;2017;246.0;264.0;5.1;93.1
2778;79 Reisbureaus, reisorganisatie en -info;2018;321.0;339.0;28.5;94.6
2779;79 Reisbureaus, reisorganisatie en -info;2019;321.0;335.0;-1.2;95.8
2780;79 Reisbureaus, reisorganisatie en -info;2020;276.0;282.0;-15.9;97.9
2781;79 Reisbureaus, reisorganisatie en -info;2021;240.0;240.0;-14.9;100.0
2782;79 Reisbureaus, reisorganisatie en -info;2022;275.0;261.0;8.7;105.4
2783;79 Reisbureaus, reisorganisatie en -info;2023;;;;
2784;80-82 Beveiliging en ov. zak. diensten;1995;269.0;302.0;;89.1
2785;80-82 Beveiliging en ov. zak. diensten;1996;297.0;338.0;11.9;87.9
2786;80-82 Beveiliging en ov. zak. diensten;1997;348.0;392.0;16.2;88.7
2787;80-82 Beveiliging en ov. zak. diensten;1998;419.0;478.0;21.8;87.6
2788;80-82 Beveiliging en ov. zak. diensten;1999;421.0;492.0;2.9;85.6
2789;80-82 Beveiliging en ov. zak. diensten;2000;447.0;514.0;4.5;87.0
2790;80-82 Beveiliging en ov. zak. diensten;2001;500.0;569.0;10.7;87.8
2791;80-82 Beveiliging en ov. zak. diensten;2002;468.0;536.0;-5.8;87.3
2792;80-82 Beveiliging en ov. zak. diensten;2003;459.0;529.0;-1.3;86.7
2793;80-82 Beveiliging en ov. zak. diensten;2004;470.0;536.0;1.3;87.6
2794;80-82 Beveiliging en ov. zak. diensten;2005;492.0;561.0;4.7;87.6
2795;80-82 Beveiliging en ov. zak. diensten;2006;506.0;570.0;1.6;88.7
2796;80-82 Beveiliging en ov. zak. diensten;2007;568.0;639.0;12.1;88.9
2797;80-82 Beveiliging en ov. zak. diensten;2008;625.0;699.0;9.3;89.4
2798;80-82 Beveiliging en ov. zak. diensten;2009;729.0;814.0;16.5;89.6
2799;80-82 Beveiliging en ov. zak. diensten;2010;566.0;630.0;-22.6;89.9
2800;80-82 Beveiliging en ov. zak. diensten;2011;643.0;721.0;14.5;89.2
2801;80-82 Beveiliging en ov. zak. diensten;2012;633.0;704.0;-2.3;89.9
2802;80-82 Beveiliging en ov. zak. diensten;2013;669.0;742.0;5.4;90.2
2803;80-82 Beveiliging en ov. zak. diensten;2014;599.0;660.0;-11.1;90.8
2804;80-82 Beveiliging en ov. zak. diensten;2015;557.0;609.0;-7.7;91.4
2805;80-82 Beveiliging en ov. zak. diensten;2016;672.0;731.0;19.9;92.0
2806;80-82 Beveiliging en ov. zak. diensten;2017;744.0;804.0;10.0;92.6
2807;80-82 Beveiliging en ov. zak. diensten;2018;748.0;790.0;-1.7;94.7
2808;80-82 Beveiliging en ov. zak. diensten;2019;750.0;773.0;-2.1;97.1
2809;80-82 Beveiliging en ov. zak. diensten;2020;817.0;832.0;7.7;98.2
2810;80-82 Beveiliging en ov. zak. diensten;2021;866.0;866.0;4.0;100.0
2811;80-82 Beveiliging en ov. zak. diensten;2022;888.0;837.0;-3.3;106.1
2812;80-82 Beveiliging en ov. zak. diensten;2023;;;;
2813;80 Beveiligings- en opsporingsdiensten;1995;;;;
2814;80 Beveiligings- en opsporingsdiensten;1996;;;;
2815;80 Beveiligings- en opsporingsdiensten;1997;;;;
2816;80 Beveiligings- en opsporingsdiensten;1998;;;;
2817;80 Beveiligings- en opsporingsdiensten;1999;;;;
2818;80 Beveiligings- en opsporingsdiensten;2000;;;;
2819;80 Beveiligings- en opsporingsdiensten;2001;;;;
2820;80 Beveiligings- en opsporingsdiensten;2002;;;;
2821;80 Beveiligings- en opsporingsdiensten;2003;;;;
2822;80 Beveiligings- en opsporingsdiensten;2004;;;;
2823;80 Beveiligings- en opsporingsdiensten;2005;;;;
2824;80 Beveiligings- en opsporingsdiensten;2006;;;;
2825;80 Beveiligings- en opsporingsdiensten;2007;;;;
2826;80 Beveiligings- en opsporingsdiensten;2008;;;;
2827;80 Beveiligings- en opsporingsdiensten;2009;;;;
2828;80 Beveiligings- en opsporingsdiensten;2010;;;;
2829;80 Beveiligings- en opsporingsdiensten;2011;;;;
2830;80 Beveiligings- en opsporingsdiensten;2012;;;;
2831;80 Beveiligings- en opsporingsdiensten;2013;;;;
2832;80 Beveiligings- en opsporingsdiensten;2014;;;;
2833;80 Beveiligings- en opsporingsdiensten;2015;40.0;45.0;;88.8
2834;80 Beveiligings- en opsporingsdiensten;2016;60.0;68.0;50.0;88.8
2835;80 Beveiligings- en opsporingsdiensten;2017;59.0;66.0;-1.7;88.8
2836;80 Beveiligings- en opsporingsdiensten;2018;51.0;54.0;-18.6;94.4
2837;80 Beveiligings- en opsporingsdiensten;2019;74.0;75.0;39.2;98.4
2838;80 Beveiligings- en opsporingsdiensten;2020;56.0;57.0;-24.3;98.4
2839;80 Beveiligings- en opsporingsdiensten;2021;61.0;61.0;7.1;100.0
2840;80 Beveiligings- en opsporingsdiensten;2022;85.0;79.0;29.5;107.6
2841;80 Beveiligings- en opsporingsdiensten;2023;;;;
2842;81 Schoonmaakbedrijven, hoveniers e.d.;1995;;;;
2843;81 Schoonmaakbedrijven, hoveniers e.d.;1996;;;;
2844;81 Schoonmaakbedrijven, hoveniers e.d.;1997;;;;
2845;81 Schoonmaakbedrijven, hoveniers e.d.;1998;;;;
2846;81 Schoonmaakbedrijven, hoveniers e.d.;1999;;;;
2847;81 Schoonmaakbedrijven, hoveniers e.d.;2000;;;;
2848;81 Schoonmaakbedrijven, hoveniers e.d.;2001;;;;
2849;81 Schoonmaakbedrijven, hoveniers e.d.;2002;;;;
2850;81 Schoonmaakbedrijven, hoveniers e.d.;2003;;;;
2851;81 Schoonmaakbedrijven, hoveniers e.d.;2004;;;;
2852;81 Schoonmaakbedrijven, hoveniers e.d.;2005;;;;
2853;81 Schoonmaakbedrijven, hoveniers e.d.;2006;;;;
2854;81 Schoonmaakbedrijven, hoveniers e.d.;2007;;;;
2855;81 Schoonmaakbedrijven, hoveniers e.d.;2008;;;;
2856;81 Schoonmaakbedrijven, hoveniers e.d.;2009;;;;
2857;81 Schoonmaakbedrijven, hoveniers e.d.;2010;;;;
2858;81 Schoonmaakbedrijven, hoveniers e.d.;2011;;;;
2859;81 Schoonmaakbedrijven, hoveniers e.d.;2012;;;;
2860;81 Schoonmaakbedrijven, hoveniers e.d.;2013;;;;
2861;81 Schoonmaakbedrijven, hoveniers e.d.;2014;;;;
2862;81 Schoonmaakbedrijven, hoveniers e.d.;2015;261.0;282.0;;92.6
2863;81 Schoonmaakbedrijven, hoveniers e.d.;2016;290.0;311.0;10.3;93.2
2864;81 Schoonmaakbedrijven, hoveniers e.d.;2017;303.0;325.0;4.5;93.2
2865;81 Schoonmaakbedrijven, hoveniers e.d.;2018;345.0;365.0;12.2;94.6
2866;81 Schoonmaakbedrijven, hoveniers e.d.;2019;314.0;322.0;-11.6;97.4
2867;81 Schoonmaakbedrijven, hoveniers e.d.;2020;389.0;396.0;22.9;98.2
2868;81 Schoonmaakbedrijven, hoveniers e.d.;2021;436.0;436.0;10.0;100.0
2869;81 Schoonmaakbedrijven, hoveniers e.d.;2022;422.0;397.0;-8.9;106.3
2870;81 Schoonmaakbedrijven, hoveniers e.d.;2023;;;;
2871;82 Overige zakelijke dienstverlening;1995;;;;
2872;82 Overige zakelijke dienstverlening;1996;;;;
2873;82 Overige zakelijke dienstverlening;1997;;;;
2874;82 Overige zakelijke dienstverlening;1998;;;;
2875;82 Overige zakelijke dienstverlening;1999;;;;
2876;82 Overige zakelijke dienstverlening;2000;;;;
2877;82 Overige zakelijke dienstverlening;2001;;;;
2878;82 Overige zakelijke dienstverlening;2002;;;;
2879;82 Overige zakelijke dienstverlening;2003;;;;
2880;82 Overige zakelijke dienstverlening;2004;;;;
2881;82 Overige zakelijke dienstverlening;2005;;;;
2882;82 Overige zakelijke dienstverlening;2006;;;;
2883;82 Overige zakelijke dienstverlening;2007;;;;
2884;82 Overige zakelijke dienstverlening;2008;;;;
2885;82 Overige zakelijke dienstverlening;2009;;;;
2886;82 Overige zakelijke dienstverlening;2010;;;;
2887;82 Overige zakelijke dienstverlening;2011;;;;
2888;82 Overige zakelijke dienstverlening;2012;;;;
2889;82 Overige zakelijke dienstverlening;2013;;;;
2890;82 Overige zakelijke dienstverlening;2014;;;;
2891;82 Overige zakelijke dienstverlening;2015;256.0;282.0;;90.7
2892;82 Overige zakelijke dienstverlening;2016;322.0;353.0;25.0;91.3
2893;82 Overige zakelijke dienstverlening;2017;382.0;413.0;17.1;92.5
2894;82 Overige zakelijke dienstverlening;2018;352.0;371.0;-10.2;94.9
2895;82 Overige zakelijke dienstverlening;2019;362.0;375.0;1.1;96.5
2896;82 Overige zakelijke dienstverlening;2020;372.0;379.0;1.1;98.1
2897;82 Overige zakelijke dienstverlening;2021;369.0;369.0;-2.7;100.0
2898;82 Overige zakelijke dienstverlening;2022;381.0;361.0;-2.2;105.5
2899;82 Overige zakelijke dienstverlening;2023;;;;
2900;O-Q Overheid en zorg;1995;13539.0;19711.0;;68.7
2901;O-Q Overheid en zorg;1996;14455.0;20911.0;6.1;69.1
2902;O-Q Overheid en zorg;1997;14734.0;21070.0;0.8;69.9
2903;O-Q Overheid en zorg;1998;15345.0;21852.0;3.7;70.2
2904;O-Q Overheid en zorg;1999;17118.0;24136.0;10.5;70.9
2905;O-Q Overheid en zorg;2000;18448.0;25273.0;4.7;73.0
2906;O-Q Overheid en zorg;2001;20098.0;26591.0;5.2;75.6
2907;O-Q Overheid en zorg;2002;22080.0;28493.0;7.2;77.5
2908;O-Q Overheid en zorg;2003;24422.0;30983.0;8.7;78.8
2909;O-Q Overheid en zorg;2004;24214.0;30475.0;-1.6;79.5
2910;O-Q Overheid en zorg;2005;24882.0;31002.0;1.7;80.3
2911;O-Q Overheid en zorg;2006;27155.0;33175.0;7.0;81.9
2912;O-Q Overheid en zorg;2007;28616.0;34193.0;3.1;83.7
2913;O-Q Overheid en zorg;2008;30787.0;35860.0;4.9;85.9
2914;O-Q Overheid en zorg;2009;32151.0;37096.0;3.4;86.7
2915;O-Q Overheid en zorg;2010;32329.0;36374.0;-1.9;88.9
2916;O-Q Overheid en zorg;2011;31632.0;35410.0;-2.6;89.3
2917;O-Q Overheid en zorg;2012;30056.0;33493.0;-5.4;89.7
2918;O-Q Overheid en zorg;2013;29298.0;32156.0;-4.0;91.1
2919;O-Q Overheid en zorg;2014;27500.0;30125.0;-6.3;91.3
2920;O-Q Overheid en zorg;2015;29213.0;32076.0;6.5;91.1
2921;O-Q Overheid en zorg;2016;28803.0;31708.0;-1.1;90.8
2922;O-Q Overheid en zorg;2017;29299.0;31925.0;0.7;91.8
2923;O-Q Overheid en zorg;2018;30249.0;32308.0;1.2;93.6
2924;O-Q Overheid en zorg;2019;31939.0;33406.0;3.4;95.6
2925;O-Q Overheid en zorg;2020;33504.0;34554.0;3.4;97.0
2926;O-Q Overheid en zorg;2021;34980.0;34980.0;1.2;100.0
2927;O-Q Overheid en zorg;2022;37671.0;35316.0;1.0;106.7
2928;O-Q Overheid en zorg;2023;39430.0;35493.0;0.5;111.1
2929;O Openbaar bestuur en overheidsdiensten;1995;8504.0;12986.0;;65.5
2930;O Openbaar bestuur en overheidsdiensten;1996;9444.0;14301.0;10.1;66.0
2931;O Openbaar bestuur en overheidsdiensten;1997;9579.0;14318.0;0.1;66.9
2932;O Openbaar bestuur en overheidsdiensten;1998;10002.0;14830.0;3.6;67.4
2933;O Openbaar bestuur en overheidsdiensten;1999;11211.0;16360.0;10.3;68.5
2934;O Openbaar bestuur en overheidsdiensten;2000;12012.0;16960.0;3.7;70.8
2935;O Openbaar bestuur en overheidsdiensten;2001;13217.0;18012.0;6.2;73.4
2936;O Openbaar bestuur en overheidsdiensten;2002;14678.0;19470.0;8.1;75.4
2937;O Openbaar bestuur en overheidsdiensten;2003;15711.0;20382.0;4.7;77.1
2938;O Openbaar bestuur en overheidsdiensten;2004;14932.0;19230.0;-5.7;77.7
2939;O Openbaar bestuur en overheidsdiensten;2005;15526.0;19779.0;2.9;78.5
2940;O Openbaar bestuur en overheidsdiensten;2006;17001.0;21180.0;7.1;80.3
2941;O Openbaar bestuur en overheidsdiensten;2007;17753.0;21530.0;1.7;82.5
2942;O Openbaar bestuur en overheidsdiensten;2008;19471.0;22855.0;6.2;85.2
2943;O Openbaar bestuur en overheidsdiensten;2009;20351.0;23748.0;3.9;85.7
2944;O Openbaar bestuur en overheidsdiensten;2010;20255.0;22988.0;-3.2;88.1
2945;O Openbaar bestuur en overheidsdiensten;2011;19727.0;22178.0;-3.5;88.9
2946;O Openbaar bestuur en overheidsdiensten;2012;18225.0;20359.0;-8.2;89.5
2947;O Openbaar bestuur en overheidsdiensten;2013;17430.0;19187.0;-5.8;90.8
2948;O Openbaar bestuur en overheidsdiensten;2014;16049.0;17657.0;-8.0;90.9
2949;O Openbaar bestuur en overheidsdiensten;2015;16906.0;18691.0;5.9;90.4
2950;O Openbaar bestuur en overheidsdiensten;2016;16794.0;18639.0;-0.3;90.1
2951;O Openbaar bestuur en overheidsdiensten;2017;17595.0;19240.0;3.2;91.5
2952;O Openbaar bestuur en overheidsdiensten;2018;18399.0;19671.0;2.2;93.5
2953;O Openbaar bestuur en overheidsdiensten;2019;19357.0;20222.0;2.8;95.7
2954;O Openbaar bestuur en overheidsdiensten;2020;20587.0;21256.0;5.1;96.9
2955;O Openbaar bestuur en overheidsdiensten;2021;21139.0;21139.0;-0.5;100.0
2956;O Openbaar bestuur en overheidsdiensten;2022;21948.0;20368.0;-3.6;107.8
2957;O Openbaar bestuur en overheidsdiensten;2023;;;;
2958;84 Openbaar bestuur en overheidsdiensten;1995;8504.0;12986.0;;65.5
2959;84 Openbaar bestuur en overheidsdiensten;1996;9444.0;14301.0;10.1;66.0
2960;84 Openbaar bestuur en overheidsdiensten;1997;9579.0;14318.0;0.1;66.9
2961;84 Openbaar bestuur en overheidsdiensten;1998;10002.0;14830.0;3.6;67.4
2962;84 Openbaar bestuur en overheidsdiensten;1999;11211.0;16360.0;10.3;68.5
2963;84 Openbaar bestuur en overheidsdiensten;2000;12012.0;16960.0;3.7;70.8
2964;84 Openbaar bestuur en overheidsdiensten;2001;13217.0;18012.0;6.2;73.4
2965;84 Openbaar bestuur en overheidsdiensten;2002;14678.0;19470.0;8.1;75.4
2966;84 Openbaar bestuur en overheidsdiensten;2003;15711.0;20382.0;4.7;77.1
2967;84 Openbaar bestuur en overheidsdiensten;2004;14932.0;19230.0;-5.7;77.7
2968;84 Openbaar bestuur en overheidsdiensten;2005;15526.0;19779.0;2.9;78.5
2969;84 Openbaar bestuur en overheidsdiensten;2006;17001.0;21180.0;7.1;80.3
2970;84 Openbaar bestuur en overheidsdiensten;2007;17753.0;21530.0;1.7;82.5
2971;84 Openbaar bestuur en overheidsdiensten;2008;19471.0;22855.0;6.2;85.2
2972;84 Openbaar bestuur en overheidsdiensten;2009;20351.0;23748.0;3.9;85.7
2973;84 Openbaar bestuur en overheidsdiensten;2010;20255.0;22988.0;-3.2;88.1
2974;84 Openbaar bestuur en overheidsdiensten;2011;19727.0;22178.0;-3.5;88.9
2975;84 Openbaar bestuur en overheidsdiensten;2012;18225.0;20359.0;-8.2;89.5
2976;84 Openbaar bestuur en overheidsdiensten;2013;17430.0;19187.0;-5.8;90.8
2977;84 Openbaar bestuur en overheidsdiensten;2014;16049.0;17657.0;-8.0;90.9
2978;84 Openbaar bestuur en overheidsdiensten;2015;16906.0;18691.0;5.9;90.4
2979;84 Openbaar bestuur en overheidsdiensten;2016;16794.0;18639.0;-0.3;90.1
2980;84 Openbaar bestuur en overheidsdiensten;2017;17595.0;19240.0;3.2;91.5
2981;84 Openbaar bestuur en overheidsdiensten;2018;18399.0;19671.0;2.2;93.5
2982;84 Openbaar bestuur en overheidsdiensten;2019;19357.0;20222.0;2.8;95.7
2983;84 Openbaar bestuur en overheidsdiensten;2020;20587.0;21256.0;5.1;96.9
2984;84 Openbaar bestuur en overheidsdiensten;2021;21139.0;21139.0;-0.5;100.0
2985;84 Openbaar bestuur en overheidsdiensten;2022;21948.0;20368.0;-3.6;107.8
2986;84 Openbaar bestuur en overheidsdiensten;2023;;;;
2987;P Onderwijs;1995;2883.0;4091.0;;70.5
2988;P Onderwijs;1996;2875.0;4057.0;-0.8;70.9
2989;P Onderwijs;1997;3054.0;4269.0;5.2;71.5
2990;P Onderwijs;1998;3059.0;4298.0;0.7;71.2
2991;P Onderwijs;1999;3319.0;4663.0;8.5;71.2
2992;P Onderwijs;2000;3560.0;4901.0;5.1;72.6
2993;P Onderwijs;2001;3886.0;5144.0;5.0;75.5
2994;P Onderwijs;2002;4355.0;5645.0;9.7;77.2
2995;P Onderwijs;2003;4585.0;5866.0;3.9;78.2
2996;P Onderwijs;2004;4553.0;5777.0;-1.5;78.8
2997;P Onderwijs;2005;4711.0;5935.0;2.7;79.4
2998;P Onderwijs;2006;5296.0;6582.0;10.9;80.5
2999;P Onderwijs;2007;5598.0;6848.0;4.0;81.7
3000;P Onderwijs;2008;5876.0;7058.0;3.1;83.3
3001;P Onderwijs;2009;5812.0;6852.0;-2.9;84.8
3002;P Onderwijs;2010;5549.0;6382.0;-6.8;86.9
3003;P Onderwijs;2011;5692.0;6524.0;2.2;87.2
3004;P Onderwijs;2012;5569.0;6344.0;-2.8;87.8
3005;P Onderwijs;2013;5594.0;6288.0;-0.9;89.0
3006;P Onderwijs;2014;5976.0;6675.0;6.1;89.5
3007;P Onderwijs;2015;6248.0;6946.0;4.1;89.9
3008;P Onderwijs;2016;6029.0;6679.0;-3.8;90.3
3009;P Onderwijs;2017;6166.0;6781.0;1.5;90.9
3010;P Onderwijs;2018;6351.0;6865.0;1.2;92.5
3011;P Onderwijs;2019;6657.0;7067.0;2.9;94.2
3012;P Onderwijs;2020;7076.0;7338.0;3.8;96.4
3013;P Onderwijs;2021;7628.0;7628.0;4.0;100.0
3014;P Onderwijs;2022;8027.0;7629.0;0.0;105.2
3015;P Onderwijs;2023;;;;
3016;85 Onderwijs;1995;2883.0;4091.0;;70.5
3017;85 Onderwijs;1996;2875.0;4057.0;-0.8;70.9
3018;85 Onderwijs;1997;3054.0;4269.0;5.2;71.5
3019;85 Onderwijs;1998;3059.0;4298.0;0.7;71.2
3020;85 Onderwijs;1999;3319.0;4663.0;8.5;71.2
3021;85 Onderwijs;2000;3560.0;4901.0;5.1;72.6
3022;85 Onderwijs;2001;3886.0;5144.0;5.0;75.5
3023;85 Onderwijs;2002;4355.0;5645.0;9.7;77.2
3024;85 Onderwijs;2003;4585.0;5866.0;3.9;78.2
3025;85 Onderwijs;2004;4553.0;5777.0;-1.5;78.8
3026;85 Onderwijs;2005;4711.0;5935.0;2.7;79.4
3027;85 Onderwijs;2006;5296.0;6582.0;10.9;80.5
3028;85 Onderwijs;2007;5598.0;6848.0;4.0;81.7
3029;85 Onderwijs;2008;5876.0;7058.0;3.1;83.3
3030;85 Onderwijs;2009;5812.0;6852.0;-2.9;84.8
3031;85 Onderwijs;2010;5549.0;6382.0;-6.8;86.9
3032;85 Onderwijs;2011;5692.0;6524.0;2.2;87.2
3033;85 Onderwijs;2012;5569.0;6344.0;-2.8;87.8
3034;85 Onderwijs;2013;5594.0;6288.0;-0.9;89.0
3035;85 Onderwijs;2014;5976.0;6675.0;6.1;89.5
3036;85 Onderwijs;2015;6248.0;6946.0;4.1;89.9
3037;85 Onderwijs;2016;6029.0;6679.0;-3.8;90.3
3038;85 Onderwijs;2017;6166.0;6781.0;1.5;90.9
3039;85 Onderwijs;2018;6351.0;6865.0;1.2;92.5
3040;85 Onderwijs;2019;6657.0;7067.0;2.9;94.2
3041;85 Onderwijs;2020;7076.0;7338.0;3.8;96.4
3042;85 Onderwijs;2021;7628.0;7628.0;4.0;100.0
3043;85 Onderwijs;2022;8027.0;7629.0;0.0;105.2
3044;85 Onderwijs;2023;;;;
3045;Q Gezondheids- en welzijnszorg;1995;2152.0;2701.0;;79.7
3046;Q Gezondheids- en welzijnszorg;1996;2136.0;2684.0;-0.6;79.6
3047;Q Gezondheids- en welzijnszorg;1997;2101.0;2620.0;-2.4;80.2
3048;Q Gezondheids- en welzijnszorg;1998;2284.0;2849.0;8.7;80.2
3049;Q Gezondheids- en welzijnszorg;1999;2588.0;3238.0;13.7;79.9
3050;Q Gezondheids- en welzijnszorg;2000;2876.0;3520.0;8.7;81.7
3051;Q Gezondheids- en welzijnszorg;2001;2995.0;3569.0;1.4;83.9
3052;Q Gezondheids- en welzijnszorg;2002;3047.0;3558.0;-0.3;85.6
3053;Q Gezondheids- en welzijnszorg;2003;4126.0;4808.0;35.1;85.8
3054;Q Gezondheids- en welzijnszorg;2004;4729.0;5458.0;13.5;86.6
3055;Q Gezondheids- en welzijnszorg;2005;4645.0;5305.0;-2.8;87.6
3056;Q Gezondheids- en welzijnszorg;2006;4858.0;5455.0;2.8;89.0
3057;Q Gezondheids- en welzijnszorg;2007;5265.0;5835.0;7.0;90.2
3058;Q Gezondheids- en welzijnszorg;2008;5440.0;5979.0;2.5;91.0
3059;Q Gezondheids- en welzijnszorg;2009;5988.0;6498.0;8.7;92.2
3060;Q Gezondheids- en welzijnszorg;2010;6525.0;6958.0;7.1;93.8
3061;Q Gezondheids- en welzijnszorg;2011;6213.0;6674.0;-4.1;93.1
3062;Q Gezondheids- en welzijnszorg;2012;6262.0;6741.0;1.0;92.9
3063;Q Gezondheids- en welzijnszorg;2013;6274.0;6631.0;-1.6;94.6
3064;Q Gezondheids- en welzijnszorg;2014;5475.0;5781.0;-12.8;94.7
3065;Q Gezondheids- en welzijnszorg;2015;6059.0;6413.0;10.9;94.5
3066;Q Gezondheids- en welzijnszorg;2016;5980.0;6362.0;-0.8;94.0
3067;Q Gezondheids- en welzijnszorg;2017;5538.0;5898.0;-7.3;93.9
3068;Q Gezondheids- en welzijnszorg;2018;5499.0;5771.0;-2.1;95.3
3069;Q Gezondheids- en welzijnszorg;2019;5925.0;6113.0;5.9;96.9
3070;Q Gezondheids- en welzijnszorg;2020;5841.0;5962.0;-2.5;98.0
3071;Q Gezondheids- en welzijnszorg;2021;6213.0;6213.0;4.2;100.0
3072;Q Gezondheids- en welzijnszorg;2022;7696.0;7319.0;17.8;105.2
3073;Q Gezondheids- en welzijnszorg;2023;;;;
3074;86 Gezondheidszorg;1995;1099.0;1402.0;;78.4
3075;86 Gezondheidszorg;1996;1111.0;1414.0;0.9;78.6
3076;86 Gezondheidszorg;1997;1110.0;1396.0;-1.3;79.5
3077;86 Gezondheidszorg;1998;1243.0;1563.0;11.9;79.5
3078;86 Gezondheidszorg;1999;1391.0;1747.0;11.8;79.6
3079;86 Gezondheidszorg;2000;1566.0;1922.0;10.0;81.5
3080;86 Gezondheidszorg;2001;1670.0;2003.0;4.2;83.4
3081;86 Gezondheidszorg;2002;1752.0;2050.0;2.3;85.5
3082;86 Gezondheidszorg;2003;2303.0;2704.0;31.9;85.2
3083;86 Gezondheidszorg;2004;2594.0;3024.0;11.9;85.8
3084;86 Gezondheidszorg;2005;2612.0;3014.0;-0.3;86.7
3085;86 Gezondheidszorg;2006;2763.0;3145.0;4.4;87.8
3086;86 Gezondheidszorg;2007;3015.0;3379.0;7.4;89.2
3087;86 Gezondheidszorg;2008;3115.0;3463.0;2.5;90.0
3088;86 Gezondheidszorg;2009;3405.0;3741.0;8.0;91.0
3089;86 Gezondheidszorg;2010;3650.0;3963.0;5.9;92.1
3090;86 Gezondheidszorg;2011;3559.0;3888.0;-1.9;91.5
3091;86 Gezondheidszorg;2012;3632.0;3968.0;2.1;91.5
3092;86 Gezondheidszorg;2013;3694.0;3954.0;-0.4;93.4
3093;86 Gezondheidszorg;2014;3326.0;3557.0;-10.0;93.5
3094;86 Gezondheidszorg;2015;3768.0;4014.0;12.8;93.9
3095;86 Gezondheidszorg;2016;3823.0;4084.0;1.8;93.6
3096;86 Gezondheidszorg;2017;3509.0;3746.0;-8.3;93.7
3097;86 Gezondheidszorg;2018;3546.0;3730.0;-0.4;95.1
3098;86 Gezondheidszorg;2019;3740.0;3862.0;3.5;96.8
3099;86 Gezondheidszorg;2020;3754.0;3831.0;-0.8;98.0
3100;86 Gezondheidszorg;2021;3931.0;3931.0;2.6;100.0
3101;86 Gezondheidszorg;2022;4503.0;4300.0;9.4;104.7
3102;86 Gezondheidszorg;2023;;;;
3103;87-88 Verzorging en welzijn;1995;1053.0;1289.0;;81.7
3104;87-88 Verzorging en welzijn;1996;1025.0;1261.0;-2.2;81.3
3105;87-88 Verzorging en welzijn;1997;991.0;1215.0;-3.6;81.5
3106;87-88 Verzorging en welzijn;1998;1041.0;1278.0;5.1;81.5
3107;87-88 Verzorging en welzijn;1999;1197.0;1481.0;15.9;80.8
3108;87-88 Verzorging en welzijn;2000;1310.0;1588.0;7.3;82.5
3109;87-88 Verzorging en welzijn;2001;1325.0;1557.0;-2.0;85.1
3110;87-88 Verzorging en welzijn;2002;1295.0;1499.0;-3.7;86.4
3111;87-88 Verzorging en welzijn;2003;1823.0;2092.0;39.5;87.2
3112;87-88 Verzorging en welzijn;2004;2135.0;2419.0;15.6;88.3
3113;87-88 Verzorging en welzijn;2005;2033.0;2278.0;-5.8;89.2
