ID;BedrijfstypeNEG;RegioS;Perioden;TotaalMestproductie_1;DunneMest_2;VasteMest_3;Stikstofuitscheiding_4;TotaalGasvormigeStikstofverliezen_5;AmmoniakN_6;OverigeGasvormigeStikstofverliezenN_7;TotaalGasvormigeStikstofverliezen_8;AmmoniakN_9;OverigeStikstofverliezenN_10;AmmoniakverliesTijdensBeweidingN_11;TotaalStikstofproductie_12;k_0170KgHa_13;k_170250KgHa_14;k_2501000KgHa_15;k_1000KgHa_16;k_0170KgHa_17;k_170250KgHa_18;k_2501000KgHa_19;k_1000KgHa_20;TotaalFosfaatproductie_21;k_060KgHa_22;k_60110KgHa_23;k_110500KgHa_24;k_500KgHa_25;k_060KgHa_26;k_60110KgHa_27;k_110500KgHa_28;k_500KgHa_29;PlaatsingsruimteStikstof_30;PlaatsingsruimteFosfaat_31;AandeelBedrijvenZonderOverproductie_32;ResterendePlaatsingsruimteStikstof_33;ResterendePlaatsingsruimteFosfaat_34;AandeelBedrijvenMetOverproductie_35;Stikstofoverschot_36;Fosfaatoverschot_37;SaldoPlaatsingsruimteStikstof_38;SaldoPlaatsingsruimteStikstofPerHa_39;SaldoPlaatsingsruimteFosfaat_40;SaldoPlaatsingsruimteFosfaatPerHa_41;PlaatsingsruimteStikstof_42;PlaatsingsruimteFosfaat_43;AandeelBedrijvenZonderOverproductie_44;ResterendePlaatsingsruimteStikstof_45;ResterendePlaatsingsruimteFosfaat_46;AandeelBedrijvenMetOverproductie_47;Stikstofoverschot_48;Fosfaatoverschot_49;SaldoPlaatsingsruimteStikstof_50;SaldoPlaatsingsruimteStikstofPerHa_51;SaldoPlaatsingsruimteFosfaat_52;SaldoPlaatsingsruimteFosfaatPerHa_53;AantalLandbouwbedrijven_54;TotaalBemestbareCultuurgrond_55;Grasland_56;Snijmais_57;OverigBouwland_58
1462;Overige graasdierbedrijven;Utrecht (provincie);2000;456;394;62;2959;491.0;392;100.0;403.0;303;100.0;88;2556;50;19;25;6;552;491;1091;422;939;54;25;16;6;211;254;288;186;;1470;80;;801;20;597;270;;;531;41;3139;1135;67;1359;521;33;805;352;554;43;170;13;1163;12888;12067;611;209
1463;Overige graasdierbedrijven;Utrecht (provincie);2001;452;387;65;3013;507.0;399;107.0;416.0;309;107.0;91;2597;47;21;26;6;500;552;1186;359;956;51;28;15;6;197;296;301;162;;1428;79;;741;21;591;269;;;472;36;3178;1150;66;1330;511;34;782;343;548;42;168;13;1163;13054;12228;597;229
1464;Overige graasdierbedrijven;Utrecht (provincie);2002;480;409;71;3128;539.0;416;123.0;449.0;326;123.0;90;2679;51;21;21;7;583;597;1103;396;1003;54;26;13;6;219;296;312;176;;1434;80;;727;20;640;296;;;431;32;3280;1191;69;1366;528;31;804;361;562;42;168;12;1155;13495;12705;673;117
1465;Overige graasdierbedrijven;Utrecht (provincie);2003;470;399;71;2982;514.0;398;115.0;429.0;313;115.0;85;2554;52;21;20;7;571;550;1010;423;992;53;27;13;6;205;300;298;189;;1186;76;;532;24;730;338;;;194;15;3088;1123;70;1294;485;30;800;368;495;39;117;9;1124;12739;11969;602;167
1466;Overige graasdierbedrijven;Utrecht (provincie);2004;452;381;71;2675;418.0;343;76.0;348.0;272;76.0;71;2328;59;17;17;7;640;533;783;372;917;57;25;12;6;218;294;238;168;;1257;78;;615;22;612;275;;;340;27;3045;1113;73;1393;501;27;706;316;686;54;185;15;1107;12661;11782;718;161
1467;Overige graasdierbedrijven;Utrecht (provincie);2005;493;416;77;2932;456.0;328;128.0;380.0;251;128.0;76;2552;56;19;17;8;658;615;847;432;1011;53;27;12;8;217;346;252;197;;1254;75;;558;25;703;315;;;243;18;3158;1154;71;1344;481;29;778;347;566;43;135;10;1080;13182;12094;857;231
1468;Overige graasdierbedrijven;Utrecht (provincie);2006;484;409;75;2881;453.0;326;127.0;379.0;252;127.0;74;2503;60;18;16;6;774;534;814;380;1020;56;26;13;5;263;292;287;179;3234.0;1443;76;1404.0;704;24;675;324;729.0;55.0;380;28;3234;1170;74;1402;491;26;720;344;682;51;147;11;1062;13371;12259;802;309
1469;Overige graasdierbedrijven;Utrecht (provincie);2007;480;401;79;2881;428.0;312;116.0;353.0;237;116.0;75;2528;60;17;16;7;726;560;840;402;1027;56;25;12;7;260;295;274;198;3260.0;1393;75;1415.0;653;25;696;326;719.0;53.0;327;24;3260;1181;74;1410;491;26;734;343;677;50;148;11;1082;13459;12451;786;221
1470;Overige graasdierbedrijven;Utrecht (provincie);2008;482;408;75;2886;438.0;316;122.0;369.0;247;122.0;69;2517;62;17;14;6;819;551;733;414;994;59;24;10;6;278;286;238;191;3295.0;1348;77;1439.0;627;23;677;304;761.0;56.0;323;24;3295;1197;75;1436;511;25;702;315;733;54;196;14;1082;13640;12604;819;216
1471;Overige graasdierbedrijven;Utrecht (provincie);2009;476;400;76;2857;437.0;311;126.0;370.0;244;126.0;67;2487;60;18;15;7;723;618;743;404;987;58;23;12;7;255;294;262;176;3178.0;1302;75;1357.0;604;25;684;317;673.0;51.0;288;22;3178;1153;74;1354;490;26;715;330;639;48;160;12;1078;13194;12035;922;237
1472;Overige graasdierbedrijven;Noord-Holland;1994;468;388;80;4147;;413;;;220;;193;3928;43;22;33;2;739;984;2076;129;1046;60;27;11;2;383;435;200;27;;3749;96;;2737;4;114;34;;;2703;143;4674;1687;64;1517;706;36;773;219;744;39;487;26;1640;18960;18329;193;438
1473;Overige graasdierbedrijven;Noord-Holland;1995;453;376;77;3984;;394;;;206;;188;3778;42;23;32;3;715;930;1986;147;989;61;28;9;2;373;435;155;27;;2719;93;;1776;7;157;45;;;1730;95;4512;1628;64;1468;690;36;736;202;732;40;488;27;1572;18304;17645;193;466
1474;Overige graasdierbedrijven;Noord-Holland;1996;467;386;82;4217;;414;;;204;;210;4014;42;22;33;3;706;883;2156;268;923;68;23;8;2;406;343;128;45;;2552;93;;1694;7;240;65;;;1630;86;4693;1692;63;1597;774;37;920;223;677;36;551;29;1562;19035;18336;208;491
1475;Overige graasdierbedrijven;Noord-Holland;1997;413;333;80;3781;;375;;;193;;182;3588;46;22;30;2;800;912;1742;134;884;69;23;7;1;419;323;116;25;;2542;94;;1700;6;147;42;;;1658;88;4683;1686;68;1730;815;32;637;165;1093;58;650;34;1496;18946;18311;214;421
1476;Overige graasdierbedrijven;Noord-Holland;1998;403;322;81;3649;;328;;;152;;176;3497;47;23;27;2;844;901;1627;125;932;64;27;7;2;391;390;122;30;;2248;92;;1373;8;187;58;;;1315;70;4644;1675;69;1737;786;31;592;166;1145;61;621;33;1477;18804;18213;189;402
1477;Overige graasdierbedrijven;Noord-Holland;1999;440;351;89;3575;530.0;405;125.0;364.0;239;125.0;166;3210;56;23;19;2;1041;1011;1042;116;1032;63;27;8;2;410;422;157;43;;2405;92;;1455;8;213;82;;;1373;68;4974;1792;78;2182;874;22;437;155;1745;87;719;36;1541;20123;19498;275;349
1478;Overige graasdierbedrijven;Noord-Holland;2000;452;362;90;3694;541.0;412;129.0;367.0;238;129.0;174;3327;55;23;19;3;1143;1025;1034;125;1057;61;28;9;2;437;435;152;34;;2381;89;;1392;11;192;69;;;1323;64;5143;1851;77;2214;893;23;414;141;1799;87;752;36;1568;20784;20139;238;407
1479;Overige graasdierbedrijven;Noord-Holland;2001;468;379;89;3783;557.0;425;132.0;382.0;250;132.0;175;3401;56;22;19;4;1096;1077;1095;133;1086;62;26;9;3;441;435;173;37;;2449;88;;1450;12;242;86;;;1363;61;5507;1988;76;2548;1010;24;458;157;2090;94;854;38;1560;22333;21601;232;500
1480;Overige graasdierbedrijven;Noord-Holland;2002;475;384;90;3705;553.0;420;133.0;387.0;254;133.0;166;3318;60;20;16;4;1219;1052;934;113;1088;65;24;8;3;467;435;152;34;;2370;88;;1365;12;220;83;;;1282;58;5460;1974;79;2514;988;21;392;142;2122;95;846;38;1548;22257;21274;311;673
1481;Overige graasdierbedrijven;Noord-Holland;2003;473;378;95;3663;549.0;413;137.0;383.0;246;137.0;166;3280;59;21;16;4;1216;1147;823;94;1091;65;25;7;3;467;482;109;33;;2040;85;;1031;15;218;83;;;948;43;5394;1950;79;2419;943;21;328;119;2090;95;824;38;1493;21914;21169;245;500
1482;Overige graasdierbedrijven;Noord-Holland;2004;455;363;92;2940;421.0;333;87.0;297.0;209;87.0;124;2643;72;14;9;4;1390;743;414;96;970;71;19;6;4;498;342;98;32;;2164;88;;1264;12;179;71;;;1193;55;5349;1932;86;2906;1039;14;218;85;2688;124;953;44;1470;21713;20958;241;515
1483;Overige graasdierbedrijven;Noord-Holland;2005;475;379;96;3080;441.0;298;142.0;314.0;172;142.0;126;2766;71;14;9;6;1412;723;499;131;1025;68;20;6;5;503;352;123;47;;2032;85;;1103;15;243;95;;;1008;47;5234;1892;83;2737;969;17;297;115;2441;115;854;40;1384;21251;20553;260;438
1484;Overige graasdierbedrijven;Noord-Holland;2006;500;399;101;3193;460.0;311;149.0;330.0;181;149.0;130;2863;72;15;9;4;1572;672;549;70;1073;68;23;5;4;533;376;136;28;5421.0;2399;87;2783.0;1375;13;225;91;2559.0;116.0;1284;58;5421;1955;85;2780;974;15;251;101;2529;115;873;40;1376;21985;21198;313;475
1485;Overige graasdierbedrijven;Noord-Holland;2007;504;398;106;3180;443.0;307;136.0;318.0;182;136.0;125;2861;71;14;9;6;1573;661;475;152;1104;66;20;7;6;545;336;155;67;5347.0;2261;83;2793.0;1267;17;318;138;2475.0;114.0;1129;52;5347;1928;82;2788;966;18;346;151;2442;113;815;38;1417;21692;20870;277;545
1486;Overige graasdierbedrijven;Noord-Holland;2008;468;362;106;2997;427.0;289;137.0;311.0;173;137.0;116;2687;71;14;9;6;1500;635;415;136;1001;69;19;7;5;536;284;129;53;5226.0;2106;84;2810.0;1199;16;284;120;2526.0;119.0;1079;51;5226;1883;83;2806;998;17;299;127;2507;118;872;41;1414;21168;20426;324;418
1487;Overige graasdierbedrijven;Noord-Holland;2009;497;404;94;3019;413.0;282;131.0;296.0;165;131.0;117;2723;71;14;8;7;1481;643;430;170;986;70;17;6;7;527;271;121;67;5276.0;2124;83;2861.0;1243;17;321;132;2540.0;119.0;1111;52;5276;1899;82;2857;1039;18;334;137;2523;118;902;42;1413;21350;20603;271;477
1488;Overige graasdierbedrijven;Zuid-Holland;1994;389;319;70;3200;;336;;;208;;128;2992;46;18;31;5;561;628;1573;231;860;59;23;15;3;261;268;285;46;;2892;93;;2102;7;195;70;;;2032;137;3576;1303;63;1393;604;37;811;262;581;39;342;23;1569;14792;13852;161;779
1489;Overige graasdierbedrijven;Zuid-Holland;1995;373;306;67;3054;;321;;;200;;121;2853;47;20;29;5;515;713;1400;226;808;61;22;13;3;261;246;239;61;;2119;89;;1406;11;270;94;;;1312;91;3479;1267;65;1394;603;35;772;245;622;43;358;25;1486;14347;13533;188;626
1490;Overige graasdierbedrijven;Zuid-Holland;1996;355;291;64;2932;;304;;;179;;125;2753;48;18;30;4;556;632;1326;240;691;67;20;10;3;282;209;148;53;;2253;90;;1656;10;290;94;;;1561;93;4095;1490;64;2087;880;36;748;212;1339;79;668;40;1467;16859;15936;274;649
1491;Overige graasdierbedrijven;Zuid-Holland;1997;353;285;68;2975;;317;;;199;;118;2776;50;18;27;5;562;617;1340;258;748;66;19;11;3;276;219;191;61;;1936;89;;1296;11;318;108;;;1188;82;3518;1280;68;1494;658;32;756;233;738;51;425;29;1450;14486;13684;257;545
1492;Overige graasdierbedrijven;Zuid-Holland;1998;365;289;75;3019;;290;;;170;;121;2849;52;17;27;5;655;598;1332;265;826;62;23;11;4;284;273;186;83;;1831;87;;1141;13;371;135;;;1006;65;3730;1358;67;1608;683;33;735;243;874;57;440;29;1466;15364;14551;263;550
1493;Overige graasdierbedrijven;Zuid-Holland;1999;379;305;74;2887;459.0;352;107.0;349.0;242;107.0;110;2538;59;18;19;3;790;623;962;163;881;64;21;12;3;298;269;249;65;;2013;87;;1281;13;343;149;;;1133;67;4090;1493;76;2086;804;24;558;228;1528;90;576;34;1466;16889;15994;295;599
1494;Overige graasdierbedrijven;Zuid-Holland;2000;416;338;78;3139;490.0;378;111.0;369.0;258;111.0;120;2770;55;20;21;5;769;766;1018;217;937;60;24;13;4;301;334;235;68;;1924;84;;1130;16;359;143;;;987;59;4097;1490;72;1882;735;28;575;220;1307;78;515;31;1501;16843;15970;308;565
1495;Overige graasdierbedrijven;Zuid-Holland;2001;438;358;80;3284;513.0;395;118.0;388.0;270;118.0;125;2896;53;20;22;5;778;798;1112;208;983;57;26;13;4;293;388;225;78;;1894;83;;1048;17;342;137;;;911;53;4198;1529;71;1848;727;29;572;217;1276;74;510;29;1505;17308;16349;279;680
1496;Overige graasdierbedrijven;Zuid-Holland;2002;429;349;80;3147;497.0;376;121.0;377.0;256;121.0;120;2770;57;19;19;5;913;823;847;187;948;61;23;11;5;351;334;199;64;;1876;84;;1053;16;313;124;;;929;53;4283;1557;74;1958;764;26;475;182;1482;84;581;33;1458;17657;16577;385;695
1497;Overige graasdierbedrijven;Zuid-Holland;2003;435;352;83;3165;508.0;384;124.0;389.0;265;124.0;119;2776;58;21;16;5;975;807;841;152;984;62;23;10;5;362;331;249;42;;1678;80;;854;20;388;159;;;695;39;4347;1586;76;2022;774;24;486;195;1537;85;579;32;1396;18019;16840;381;798
1498;Overige graasdierbedrijven;Zuid-Holland;2004;430;347;83;2755;412.0;331;80.0;317.0;237;80.0;95;2438;67;16;11;5;1105;547;685;102;911;64;23;8;5;380;284;210;36;;1780;85;;986;15;283;117;;;869;48;4329;1576;81;2248;808;19;379;156;1869;104;652;36;1384;17924;16674;426;824
1499;Overige graasdierbedrijven;Zuid-Holland;2005;439;351;88;2805;414.0;279;134.0;313.0;179;134.0;100;2492;65;17;12;6;1083;641;608;160;934;61;24;9;6;382;305;187;61;;1758;82;;957;18;332;133;;;824;45;4495;1631;80;2365;845;20;387;155;1978;107;690;37;1340;18414;17542;337;535
1500;Overige graasdierbedrijven;Zuid-Holland;2006;465;373;91;2930;429.0;289;140.0;326.0;186;140.0;103;2604;67;17;13;4;1194;633;677;100;982;63;25;9;3;414;344;192;32;4618.0;2050;83;2309.0;1146;17;295;121;2014.0;107.0;1025;54;4618;1667;81;2307;812;19;323;132;1984;105;680;36;1355;18880;17808;422;651
1501;Overige graasdierbedrijven;Zuid-Holland;2007;483;382;101;3062;433.0;301;132.0;328.0;195;132.0;106;2735;64;16;13;7;1229;624;739;142;1063;59;25;10;7;415;355;226;67;4591.0;1962;79;2219.0;1030;21;377;167;1842.0;97.0;863;46;4591;1668;77;2210;778;23;408;180;1802;95;598;32;1416;18899;17789;460;650
1502;Overige graasdierbedrijven;Zuid-Holland;2008;478;371;107;3060;443.0;300;143.0;339.0;196;143.0;104;2721;66;15;11;7;1262;595;654;211;1030;64;21;8;6;443;316;184;87;4714.0;1918;80;2366.0;1030;20;393;168;1974.0;102.0;863;45;4714;1708;80;2363;850;20;416;178;1947;101;672;35;1442;19349;18250;446;653
1503;Overige graasdierbedrijven;Zuid-Holland;2009;468;365;104;2867;412.0;274;138.0;311.0;173;138.0;101;2556;66;15;11;8;1216;592;517;231;952;65;19;9;8;438;289;132;94;4527.0;1841;80;2322.0;1027;20;368;155;1955.0;105.0;872;47;4527;1638;79;2316;849;21;393;166;1923;103;682;37;1447;18589;17428;447;714
1504;Overige graasdierbedrijven;Zeeland;1994;148;125;23;1194;;126;;;80;;46;1114;33;20;42;5;100;234;667;114;321;45;30;21;4;57;130;109;25;;735;91;;448;9;104;34;;;414;101;867;331;45;190;90;55;440;132;-250;-61;-42;-10;365;4095;2851;375;869
1505;Overige graasdierbedrijven;Zeeland;1995;140;119;20;1133;;121;;;78;;43;1054;34;17;43;6;99;216;654;86;299;47;27;20;5;66;106;103;24;;550;82;;295;18;138;44;;;251;63;862;324;45;225;99;55;418;125;-194;-49;-26;-7;351;3966;2853;364;749
1506;Overige graasdierbedrijven;Zeeland;1996;163;139;24;1319;;141;;;90;;51;1229;34;15;44;7;148;181;799;100;314;48;27;20;5;84;113;98;19;;599;83;;325;17;138;40;;;285;60;1001;380;43;261;123;57;489;132;-228;-49;-8;-2;362;4706;3246;522;938
1507;Overige graasdierbedrijven;Zeeland;1997;141;119;22;1125;;122;;;80;;42;1045;39;15;39;7;107;161;675;102;285;48;29;18;5;57;114;93;22;;527;81;;285;19;137;43;;;242;59;887;336;49;259;114;51;419;121;-160;-39;-8;-2;343;4117;2966;398;754
1508;Overige graasdierbedrijven;Zeeland;1998;120;100;21;968;;93;;;54;;38;913;38;18;38;6;108;197;545;63;261;48;30;17;5;64;99;86;12;;443;81;;221;19;119;39;;;182;48;839;314;50;246;107;50;322;98;-76;-20;9;2;327;3810;2853;300;658
1509;Overige graasdierbedrijven;Zeeland;1999;117;99;18;857;130.0;104;25.0;97.0;72;25.0;32;760;43;25;28;5;132;286;288;55;256;46;34;15;4;58;125;56;17;;451;83;;226;17;79;30;;;195;50;863;321;58;284;109;42;184;67;100;26;42;11;314;3876;2952;336;588
1510;Overige graasdierbedrijven;Zeeland;2000;130;106;23;933;140.0;114;26.0;105.0;78;26.0;35;829;46;21;28;5;166;252;281;129;276;50;31;15;4;67;123;48;39;;424;82;;201;18;148;53;;;148;39;842;315;59;263;107;41;255;90;8;2;17;4;303;3812;2881;314;618
1511;Overige graasdierbedrijven;Zeeland;2001;142;121;22;1043;160.0;128;32.0;123.0;91;32.0;37;920;46;23;27;5;246;239;377;58;311;48;34;14;4;90;136;70;15;;508;82;;235;18;102;38;;;196;41;1023;387;59;327;136;41;230;83;97;21;53;11;328;4734;3417;424;893
1512;Overige graasdierbedrijven;Zeeland;2002;138;118;20;1007;151.0;122;29.0;112.0;83;29.0;40;895;54;18;22;7;227;193;321;155;301;54;27;13;5;86;124;51;41;;459;81;;216;19;171;59;;;157;36;964;363;65;334;136;35;268;93;66;15;43;10;319;4413;3283;451;678
1513;Overige graasdierbedrijven;Zeeland;2003;125;104;20;882;133.0;108;25.0;100.0;74;25.0;33;782;54;19;19;8;269;215;242;56;269;56;25;11;8;102;101;48;18;;428;77;;195;23;98;36;;;159;35;1009;379;66;384;152;34;162;59;223;49;93;20;324;4576;3493;394;688
1514;Overige graasdierbedrijven;Zeeland;2004;120;99;21;744;108.0;90;18.0;82.0;64;18.0;26;662;63;18;11;8;275;208;117;61;244;60;25;8;8;100;98;20;25;;419;82;;210;18;88;35;;;175;41;956;358;74;414;154;26;124;49;290;68;106;25;306;4284;3366;327;591
1515;Overige graasdierbedrijven;Zeeland;2005;132;110;23;828;120.0;85;35.0;90.0;55;35.0;29;737;63;18;13;6;291;205;201;40;274;58;28;8;6;100;127;31;17;;473;81;;232;19;81;33;;;199;39;1119;422;73;505;184;27;128;50;377;75;133;26;323;5052;3977;402;673
1516;Overige graasdierbedrijven;Zeeland;2006;144;119;24;879;128.0;90;37.0;97.0;60;37.0;30;781;62;20;14;5;304;261;172;44;296;58;27;10;4;104;132;44;17;1175.0;543;77;520.0;270;23;127;52;393.0;76.0;218;42;1175;433;73;518;184;27;136;56;382;73;128;25;343;5199;4034;461;704
1517;Overige graasdierbedrijven;Zeeland;2007;162;133;28;962;141.0;99;42.0;110.0;68;42.0;31;852;64;15;15;6;340;251;230;31;332;58;23;12;6;122;137;60;13;1303.0;579;74;580.0;274;26;132;55;448.0;78.0;219;38;1303;479;71;573;200;29;144;60;429;74;139;24;339;5770;4433;547;790
1518;Overige graasdierbedrijven;Zeeland;2008;148;120;28;875;130.0;90;40.0;100.0;60;40.0;30;775;69;12;14;5;390;160;179;45;292;64;22;10;4;134;92;47;18;1297.0;558;77;636.0;298;23;117;48;519.0;90.0;250;43;1297;482;77;636;236;23;124;51;512;89;185;32;342;5771;4508;541;722
1519;Overige graasdierbedrijven;Zeeland;2009;141;114;26;803;118.0;82;36.0;90.0;54;36.0;28;713;66;14;13;7;324;179;160;51;267;63;21;10;6;119;84;46;19;1130.0;500;75;536.0;263;25;121;49;414.0;80.0;214;41;1130;430;74;536;209;26;129;53;407;79;156;30;336;5176;3972;475;729
1520;Overige graasdierbedrijven;Noord-Brabant;1994;1873;1685;188;12640;;1524;;;1252;;272;11388;28;15;45;13;614;1026;6809;2940;3898;34;26;31;9;289;664;2117;829;;5339;75;;2669;25;3053;1228;;;1440;49;6222;2354;37;1376;582;63;6587;2449;-5211;-176;-1866;-63;3476;29551;19363;7709;2479
1521;Overige graasdierbedrijven;Noord-Brabant;1995;1761;1569;192;11937;;1445;;;1185;;260;10752;29;16;43;12;694;1044;6367;2647;3596;37;25;29;9;354;600;1891;750;;3939;69;;1702;31;3490;1359;;;343;12;6097;2305;39;1388;593;61;6079;2205;-4691;-162;-1611;-56;3377;28889;19039;7106;2744
1522;Overige graasdierbedrijven;Noord-Brabant;1996;1681;1477;204;11452;;1384;;;1116;;268;10336;28;16;43;13;668;1013;5910;2746;3180;40;25;26;10;376;560;1591;653;;3537;69;;1594;31;3418;1238;;;357;13;5825;2228;38;1380;624;62;5913;1980;-4533;-162;-1356;-48;3232;27998;18268;6810;2921
1523;Overige graasdierbedrijven;Noord-Brabant;1997;1670;1463;207;11175;;1365;;;1107;;258;10068;31;15;42;13;734;930;5700;2704;3208;40;24;27;10;356;623;1537;692;;3528;69;;1554;31;3377;1233;;;320;11;5767;2215;39;1394;622;61;5734;1973;-4340;-155;-1351;-48;3121;28048;17725;7026;3298
1524;Overige graasdierbedrijven;Noord-Brabant;1998;1693;1473;221;11114;;1235;;;996;;239;10119;31;17;39;12;713;1082;5513;2811;3567;39;25;25;10;362;621;1594;991;;3250;66;;1290;34;3834;1607;;;-317;-11;5958;2251;41;1491;623;59;5727;2245;-4236;-150;-1622;-57;3194;28329;18369;6865;3096
1525;Overige graasdierbedrijven;Noord-Brabant;1999;1682;1461;220;10630;2053.0;1579;473.0;1838.0;1364;473.0;215;8793;38;17;34;10;917;1143;4700;2034;3628;38;25;27;10;338;592;1759;938;;3242;65;;1260;35;3408;1646;;;-386;-14;5917;2246;48;1690;648;52;4734;2176;-3045;-108;-1528;-54;3183;28256;18340;6866;3050
1526;Overige graasdierbedrijven;Noord-Brabant;2000;1865;1614;252;11881;2248.0;1701;547.0;1990.0;1443;547.0;258;9891;34;18;36;11;978;1463;5522;1929;3872;35;27;28;10;382;775;1886;829;;3717;63;;1444;37;3545;1598;;;-154;-5;7167;2700;45;2115;818;55;5010;2159;-2895;-86;-1341;-40;3460;33819;22361;7027;4431
1527;Overige graasdierbedrijven;Noord-Brabant;2001;1895;1626;269;12370;2356.0;1756;600.0;2081.0;1481;600.0;275;10289;35;18;36;11;1082;1648;5721;1838;4058;35;27;28;9;409;887;1991;771;;3753;62;;1316;38;3563;1622;;;-306;-9;7375;2800;45;1930;759;55;5041;2192;-3111;-88;-1433;-41;3575;35240;22862;7604;4774
1528;Overige graasdierbedrijven;Noord-Brabant;2002;1777;1515;262;11232;2205.0;1596;610.0;1969.0;1359;610.0;237;9264;38;19;32;10;1185;1789;4861;1428;3713;39;27;26;9;449;884;1755;625;;3666;64;;1359;36;2990;1406;;;-47;-1;7446;2844;49;2148;848;51;4173;1875;-2025;-57;-1027;-29;3386;35606;23598;7768;4241
1529;Overige graasdierbedrijven;Noord-Brabant;2003;1711;1442;269;11029;2239.0;1588;650.0;2021.0;1370;650.0;218;9009;39;18;32;11;1113;1647;4768;1481;3776;37;27;26;10;397;823;1845;712;;3091;58;;930;42;3377;1616;;;-686;-21;6898;2636;49;1909;715;51;4250;1974;-2341;-71;-1259;-38;3202;32994;21862;7442;3691
1530;Overige graasdierbedrijven;Noord-Brabant;2004;1666;1393;273;10055;1687.0;1315;372.0;1494.0;1122;372.0;193;8561;42;19;29;11;1309;1588;4270;1395;3425;39;27;25;10;450;827;1572;576;;3154;61;;1062;39;3035;1333;;;-272;-8;6864;2608;52;2050;748;48;3898;1673;-1848;-57;-925;-28;3138;32636;21650;7388;3598
1531;Overige graasdierbedrijven;Noord-Brabant;2005;1616;1344;272;9733;1613.0;1137;476.0;1425.0;949;476.0;188;8308;41;18;29;13;1286;1422;4032;1569;3337;37;27;24;12;445;811;1450;630;;2905;57;;948;43;3171;1380;;;-432;-14;6627;2509;49;2024;727;51;3881;1657;-1857;-59;-930;-30;3052;31502;20630;7543;3330
1532;Overige graasdierbedrijven;Noord-Brabant;2006;1611;1351;260;9695;1602.0;1140;461.0;1421.0;960;461.0;180;8274;44;18;28;10;1313;1525;4034;1401;3402;40;27;24;9;443;827;1560;572;6808.0;3187;57;2073.0;1106;43;3552;1579;-1479.0;-47.0;-473;-15;6808;2508;54;2060;719;46;3735;1661;-1675;-53;-941;-30;2925;31346;20916;7328;3101
1533;Overige graasdierbedrijven;Noord-Brabant;2007;1534;1278;256;9365;1516.0;1072;444.0;1350.0;906;444.0;166;8015;45;18;26;11;1328;1505;3671;1512;3346;38;28;23;10;422;847;1459;618;6750.0;3053;57;2116.0;1017;43;3434;1525;-1318.0;-43.0;-507;-16;6750;2486;53;2097;714;47;3636;1620;-1539;-50;-906;-29;2833;31019;20836;7244;2939
1534;Overige graasdierbedrijven;Noord-Brabant;2008;1541;1273;268;9247;1528.0;1066;462.0;1370.0;908;462.0;157;7877;46;17;26;11;1451;1226;3610;1591;3226;42;27;22;9;505;721;1413;588;6635.0;2911;57;2178.0;1003;43;3464;1511;-1287.0;-42.0;-507;-17;6635;2444;56;2170;767;44;3640;1593;-1470;-48;-826;-27;2779;30707;20060;7715;2932
1535;Overige graasdierbedrijven;Noord-Brabant;2009;1543;1270;272;9308;1556.0;1072;484.0;1403.0;919;484.0;153;7905;45;18;26;11;1328;1266;3658;1653;3251;42;26;22;10;445;727;1433;646;6258.0;2778;57;1925.0;912;43;3615;1583;-1690.0;-58.0;-671;-23;6258;2325;55;1904;693;45;3798;1670;-1894;-64;-978;-33;2734;29380;18728;7699;2953
1536;Overige graasdierbedrijven;Limburg;1994;569;495;74;4139;;477;;;366;;111;3773;33;21;38;8;270;677;2226;601;1221;43;30;21;6;158;352;522;189;;2172;86;;1194;14;624;243;;;951;78;2489;965;46;486;213;54;1780;628;-1294;-107;-414;-34;1166;12145;7872;2532;1741
1537;Overige graasdierbedrijven;Limburg;1995;563;487;77;4094;;470;;;358;;112;3736;36;19;37;8;315;630;2245;545;1183;44;30;20;6;172;374;467;170;;1688;81;;785;19;738;280;;;505;41;2533;985;46;513;230;54;1724;592;-1211;-97;-362;-29;1123;12470;7907;2509;2054
1538;Overige graasdierbedrijven;Limburg;1996;573;496;77;4172;;479;;;361;;118;3811;33;20;39;8;286;647;2264;614;1120;48;27;19;6;198;311;452;159;;1606;81;;777;19;787;290;;;487;38;2613;1011;44;602;273;56;1806;588;-1204;-95;-315;-25;1105;12730;8242;2499;1989
1539;Overige graasdierbedrijven;Limburg;1997;538;451;87;3943;;452;;;337;;115;3606;35;19;37;8;321;594;2103;587;1079;48;27;19;6;200;310;413;156;;1589;79;;769;21;718;259;;;509;40;2592;1000;46;641;281;54;1663;541;-1022;-81;-260;-21;1061;12584;8181;2428;1974
1540;Overige graasdierbedrijven;Limburg;1998;508;425;84;3664;;378;;;273;;105;3391;34;21;37;8;297;663;1917;514;1081;45;28;21;6;187;289;440;164;;1377;75;;590;25;761;294;;;296;25;2483;953;46;574;254;54;1496;527;-922;-77;-273;-23;1043;12007;7762;2130;2115
1541;Overige graasdierbedrijven;Limburg;1999;473;398;75;3187;551.0;433;117.0;463.0;346;117.0;87;2724;43;21;27;8;409;660;1202;452;1024;44;29;20;7;159;317;349;199;;1283;74;;543;26;622;283;;;259;23;2311;890;54;628;249;46;1068;454;-440;-39;-205;-18;1015;11174;7329;1972;1873
