ID;BedrijfstypeNEG;RegioS;Perioden;TotaalMestproductie_1;DunneMest_2;VasteMest_3;Stikstofuitscheiding_4;TotaalGasvormigeStikstofverliezen_5;AmmoniakN_6;OverigeGasvormigeStikstofverliezenN_7;TotaalGasvormigeStikstofverliezen_8;AmmoniakN_9;OverigeStikstofverliezenN_10;AmmoniakverliesTijdensBeweidingN_11;TotaalStikstofproductie_12;k_0170KgHa_13;k_170250KgHa_14;k_2501000KgHa_15;k_1000KgHa_16;k_0170KgHa_17;k_170250KgHa_18;k_2501000KgHa_19;k_1000KgHa_20;TotaalFosfaatproductie_21;k_060KgHa_22;k_60110KgHa_23;k_110500KgHa_24;k_500KgHa_25;k_060KgHa_26;k_60110KgHa_27;k_110500KgHa_28;k_500KgHa_29;PlaatsingsruimteStikstof_30;PlaatsingsruimteFosfaat_31;AandeelBedrijvenZonderOverproductie_32;ResterendePlaatsingsruimteStikstof_33;ResterendePlaatsingsruimteFosfaat_34;AandeelBedrijvenMetOverproductie_35;Stikstofoverschot_36;Fosfaatoverschot_37;SaldoPlaatsingsruimteStikstof_38;SaldoPlaatsingsruimteStikstofPerHa_39;SaldoPlaatsingsruimteFosfaat_40;SaldoPlaatsingsruimteFosfaatPerHa_41;PlaatsingsruimteStikstof_42;PlaatsingsruimteFosfaat_43;AandeelBedrijvenZonderOverproductie_44;ResterendePlaatsingsruimteStikstof_45;ResterendePlaatsingsruimteFosfaat_46;AandeelBedrijvenMetOverproductie_47;Stikstofoverschot_48;Fosfaatoverschot_49;SaldoPlaatsingsruimteStikstof_50;SaldoPlaatsingsruimteStikstofPerHa_51;SaldoPlaatsingsruimteFosfaat_52;SaldoPlaatsingsruimteFosfaatPerHa_53;AantalLandbouwbedrijven_54;TotaalBemestbareCultuurgrond_55;Grasland_56;Snijmais_57;OverigBouwland_58
721;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);1995;2196;2182;14;16687;;1822;;;1332;;491;15355;1;8;91;0;38;839;14452;25;4446;3;67;30;0;71;2847;1523;6;;6568;97;;2147;3;85;25;;;2122;47;10846;3918;7;82;69;93;4591;1334;-4509;-101;-1264;-28;1171;44792;41022;2459;1311
722;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);1996;2137;2123;13;16049;;1788;;;1293;;495;14756;0;9;90;0;14;883;13827;32;3863;5;82;13;0;97;3205;553;9;;5843;97;;2000;3;70;20;;;1980;45;10672;3846;8;87;95;92;4171;1097;-4084;-93;-1002;-23;1138;43974;40246;2579;1148
723;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);1997;2068;2057;11;16050;;1798;;;1319;;479;14731;1;8;91;0;49;798;13861;22;3933;4;82;14;0;90;3223;615;5;;5869;97;;1962;3;91;26;;;1936;44;10722;3860;8;98;95;92;4107;1100;-4009;-91;-1005;-23;1102;44206;40248;2846;1112
724;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);1998;2137;2125;11;15671;;1532;;;1093;;439;14578;1;10;89;0;48;1056;13458;16;4193;4;80;16;0;89;3377;725;2;;5418;91;;1274;9;160;49;;;1225;27;11066;3982;10;139;112;90;3651;1053;-3512;-77;-941;-21;1111;45692;41363;3108;1221
725;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);1999;2219;2208;11;15545;2266.0;1738;529.0;1841.0;1313;529.0;425;13704;2;19;79;0;169;2137;11392;6;4610;3;75;22;0;85;3339;1185;2;;5635;88;;1093;12;198;68;;;1026;22;11454;4128;19;294;138;81;2567;865;-2273;-48;-727;-15;1116;47620;42354;3873;1394
726;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);2000;2303;2292;11;14974;2189.0;1674;514.0;1793.0;1278;514.0;396;13181;2;25;72;0;183;2839;10095;64;4409;3;80;17;0;78;3485;825;21;;5377;87;;1065;13;283;96;;;969;20;11453;4109;24;373;178;76;2117;710;-1744;-37;-532;-11;1069;47465;42049;3938;1478
727;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);2001;2457;2445;12;16119;2363.0;1811;552.0;1937.0;1385;552.0;426;14183;2;18;80;0;126;1963;12064;29;4847;2;68;30;0;60;3159;1621;7;;5250;68;;625;32;646;222;;;403;8;11565;4164;15;264;108;85;2930;1003;-2666;-55;-895;-19;1061;48273;42258;4014;2001
728;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);2002;2432;2422;10;15296;2299.0;1757;542.0;1932.0;1390;542.0;367;13364;2;32;66;0;130;3598;9583;54;4555;3;81;15;0;77;3641;824;13;;5183;79;;778;21;434;150;;;628;13;11652;4222;27;374;163;73;2123;727;-1749;-36;-563;-11;1018;49214;42308;4382;2524
729;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);2003;2467;2457;10;15447;2322.0;1776;546.0;1956.0;1410;546.0;366;13490;3;31;65;0;247;3582;9626;35;4731;3;78;18;0;92;3525;1101;12;;4607;45;;316;55;1246;439;;;-123;-2;11781;4241;27;389;151;73;2222;782;-1833;-37;-631;-13;1008;49394;42583;4341;2471
730;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);2004;2613;2601;12;15250;2021.0;1748;274.0;1661.0;1387;274.0;361;13590;3;33;63;1;209;3871;9429;81;4638;4;83;13;1;107;3736;767;28;;4966;69;;559;31;672;230;;;329;7;11951;4321;31;465;203;69;2143;732;-1677;-33;-529;-11;994;50369;43302;4791;2276
731;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);2005;2592;2580;11;15287;1693.0;1411;282.0;1331.0;1050;282.0;361;13956;2;33;63;1;229;3798;9801;128;4681;4;82;13;1;111;3716;821;33;;4828;60;;478;40;984;331;;;147;3;12112;4378;30;493;225;70;2353;791;-1860;-36;-566;-11;986;51160;43620;5223;2317
732;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);2006;2585;2576;10;15029;1661.0;1387;273.0;1305.0;1031;273.0;356;13725;2;33;65;0;146;3822;9756;1;4612;3;88;9;0;84;4020;507;0;12711.0;5520;33;493.0;558;67;1507;508;-1014.0;-20.0;50;1;12711;4452;32;492;218;68;1551;523;-1059;-20;-305;-6;953;51737;44911;4743;2083
733;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);2007;2570;2560;10;15265;1746.0;1434;312.0;1416.0;1103;312.0;330;13850;1;33;65;0;153;3803;9863;31;4617;3;87;10;0;95;3940;577;6;12699.0;5271;32;481.0;491;68;1631;544;-1151.0;-22.0;-53;-1;12699;4420;32;480;220;68;1664;555;-1183;-23;-335;-6;922;51650;44017;5530;2103
734;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);2008;2721;2713;8;15855;1790.0;1448;342.0;1435.0;1093;342.0;355;14420;2;29;69;0;245;3454;10707;15;4957;3;81;15;0;124;3834;994;5;13079.0;5198;29;458.0;354;71;1799;619;-1341.0;-25.0;-265;-5;13079;4530;26;448;171;74;1976;679;-1528;-29;-509;-10;908;53328;44346;6241;2741
735;Sterk gespecialiseerde melkveebedrijven;Groningen (provincie);2009;2787;2779;7;15638;1818.0;1464;354.0;1520.0;1167;354.0;297;14118;2;36;61;0;192;4444;9464;18;4855;3;85;11;0;89;4034;725;6;13144.0;5222;37;554.0;435;63;1528;526;-974.0;-18.0;-91;-2;13144;4558;33;534;202;67;1681;578;-1147;-21;-376;-7;901;53498;44947;6266;2285
736;Sterk gespecialiseerde melkveebedrijven;Friesland;1994;8067;8015;53;61632;;6725;;;4912;;1812;56719;0;5;94;0;57;1622;54970;70;16527;1;69;30;0;91;10576;5843;17;;32054;100;;15553;0;86;25;;;15527;96;40392;14376;5;195;177;95;16522;4827;-16327;-101;-4650;-29;4120;162111;154974;6694;443
737;Sterk gespecialiseerde melkveebedrijven;Friesland;1995;8166;8115;51;61992;;6761;;;4930;;1832;57063;0;5;95;0;52;1574;55425;11;16528;1;69;29;0;91;10703;5732;1;;24194;98;;7714;2;156;48;;;7666;47;40706;14470;5;209;182;95;16565;4811;-16356;-100;-4628;-28;4076;163337;155661;7083;592
738;Sterk gespecialiseerde melkveebedrijven;Friesland;1996;8007;7956;51;60150;;6689;;;4825;;1865;55325;0;5;94;0;76;1823;53414;12;14473;3;86;10;0;246;12483;1742;2;;21739;98;;7298;2;115;32;;;7266;45;40479;14389;6;235;258;94;15081;3958;-14846;-91;-3700;-23;4009;162470;154690;7128;653
739;Sterk gespecialiseerde melkveebedrijven;Friesland;1997;7682;7638;44;59611;;6669;;;4881;;1788;54729;0;7;93;0;36;2363;52318;12;14627;3;86;11;0;242;12365;2017;3;;21809;98;;7227;2;158;45;;;7182;44;40608;14423;7;280;306;93;14402;3861;-14121;-87;-3555;-22;3896;163156;154465;7954;737
740;Sterk gespecialiseerde melkveebedrijven;Friesland;1998;7842;7798;44;57466;;5618;;;4002;;1616;53463;1;9;91;0;126;3015;50300;22;15398;2;84;14;0;174;12602;2619;2;;19800;94;;4525;6;406;123;;;4402;26;41319;14674;9;392;350;91;12536;3622;-12144;-73;-3273;-20;3889;166169;156803;8487;879
741;Sterk gespecialiseerde melkveebedrijven;Friesland;1999;7785;7742;43;54487;7941.0;6093;1848.0;6444.0;4596;1848.0;1497;48043;1;18;81;0;271;6787;40985;0;16182;2;76;22;0;130;11764;4289;0;;19628;90;;3652;10;598;207;;;3445;21;40942;14526;19;816;411;81;7961;2692;-7146;-43;-2281;-14;3762;164861;154480;9642;739
742;Sterk gespecialiseerde melkveebedrijven;Friesland;2000;7992;7949;44;51849;7576.0;5798;1778.0;6200.0;4423;1778.0;1375;45649;1;24;74;0;374;8939;36196;140;15303;2;83;14;0;170;12454;2632;46;;18595;89;;3528;11;692;236;;;3293;20;40486;14345;25;1169;583;75;6370;2143;-5200;-32;-1560;-10;3615;163181;151800;10168;1212
743;Sterk gespecialiseerde melkveebedrijven;Friesland;2001;8362;8319;43;54705;8016.0;6148;1868.0;6568.0;4700;1868.0;1448;48137;1;17;82;1;282;6081;41584;190;16484;1;70;28;1;112;10851;5458;64;;17810;70;;2007;30;1969;681;;;1326;8;40475;14310;17;864;369;83;8668;2978;-7804;-48;-2609;-16;3496;162997;151001;10663;1333
744;Sterk gespecialiseerde melkveebedrijven;Friesland;2002;8074;8038;36;50623;7612.0;5818;1795.0;6400.0;4606;1795.0;1212;44222;1;31;67;1;313;11282;32270;357;15109;2;85;13;1;147;12355;2505;102;;17123;81;;2473;19;1330;459;;;2014;12;40015;14136;30;1442;620;70;5770;1976;-4328;-27;-1355;-8;3347;161527;148157;11596;1775
745;Sterk gespecialiseerde melkveebedrijven;Friesland;2003;8083;8050;34;50528;7607.0;5814;1793.0;6415.0;4622;1793.0;1192;44114;1;30;68;1;308;10738;32783;285;15489;1;80;18;1;109;11742;3538;100;;14923;45;;832;55;3945;1398;;;-566;-4;39539;14001;28;1352;497;72;6322;2232;-4970;-31;-1734;-11;3253;160167;146355;12009;1803
746;Sterk gespecialiseerde melkveebedrijven;Friesland;2004;8253;8220;33;48044;6379.0;5511;868.0;5249.0;4381;868.0;1130;42794;2;37;60;1;489;13228;28749;329;14623;3;85;12;1;223;12033;2261;107;;15840;72;;1892;28;1952;675;;;1217;8;39461;13939;37;1846;776;63;5293;1817;-3447;-22;-1041;-7;3194;159915;144793;13051;2070
747;Sterk gespecialiseerde melkveebedrijven;Friesland;2005;8071;8035;36;47465;5261.0;4392;870.0;4143.0;3273;870.0;1119;43323;2;35;62;1;525;12399;30094;305;14549;3;85;11;1;285;12226;1958;81;;15301;65;;1560;35;2392;808;;;752;5;39682;14037;36;1822;841;64;5507;1854;-3685;-23;-1013;-6;3110;161174;145539;13819;1816
748;Sterk gespecialiseerde melkveebedrijven;Friesland;2006;8023;7988;35;46542;5153.0;4307;846.0;4055.0;3210;846.0;1097;42486;2;38;60;0;542;13345;28464;135;14296;3;90;6;0;281;12839;1137;38;40575.0;17504;40;1906.0;2135;60;3816;1290;-1911.0;-12.0;845;5;40575;14176;39;1904;852;61;3883;1312;-1979;-12;-460;-3;3013;162580;147387;13972;1221
749;Sterk gespecialiseerde melkveebedrijven;Friesland;2007;8013;7978;35;47573;5457.0;4484;973.0;4432.0;3459;973.0;1025;43141;2;33;65;0;336;11897;30833;75;14403;3;90;7;0;229;12893;1257;25;40405.0;16667;34;1552.0;1589;66;4287;1437;-2736.0;-17.0;153;1;40405;14062;34;1549;718;66;4344;1456;-2795;-17;-738;-5;2908;162057;144616;15782;1659
750;Sterk gespecialiseerde melkveebedrijven;Friesland;2008;8382;8351;31;48834;5517.0;4469;1048.0;4421.0;3373;1048.0;1096;44413;2;30;68;0;459;10960;32976;18;15283;2;87;11;0;190;13002;2086;5;41164.0;16207;32;1517.0;1163;68;4766;1644;-3249.0;-20.0;-482;-3;41164;14245;30;1496;567;70;5181;1788;-3685;-22;-1221;-7;2873;165172;144502;18200;2470
751;Sterk gespecialiseerde melkveebedrijven;Friesland;2009;8480;8454;26;47609;5540.0;4466;1074.0;4635.0;3561;1074.0;905;42974;2;37;60;0;549;13478;28853;94;14795;3;89;8;0;228;12929;1611;27;40974.0;16131;39;1914.0;1447;61;3914;1353;-2000.0;-12.0;95;1;40974;14205;37;1895;722;63;4265;1475;-2370;-14;-753;-5;2827;164156;145189;17595;1372
752;Sterk gespecialiseerde melkveebedrijven;Drenthe;1994;2563;2551;12;19600;;2154;;;1595;;559;18006;0;9;91;0;24;1096;16872;13;5272;2;71;27;0;48;3527;1693;4;;10170;99;;4909;1;33;12;;;4898;91;12502;4512;7;90;72;93;5594;1658;-5504;-103;-1586;-30;1572;53685;43046;9222;1417
753;Sterk gespecialiseerde melkveebedrijven;Drenthe;1995;2619;2606;13;19891;;2184;;;1614;;570;18277;0;9;90;0;20;1063;17159;35;5326;2;72;26;0;45;3622;1653;7;;7688;95;;2421;5;162;59;;;2362;44;12594;4548;7;81;69;93;5765;1701;-5684;-105;-1632;-30;1538;54123;43356;9254;1513
754;Sterk gespecialiseerde melkveebedrijven;Drenthe;1996;2505;2491;14;18785;;2101;;;1534;;567;17251;0;9;91;0;14;1031;16205;0;4542;4;84;11;0;117;3805;620;0;;6748;96;;2236;4;90;30;;;2206;42;11985;4351;6;58;72;94;5324;1418;-5266;-101;-1346;-26;1437;52032;40979;9616;1437
755;Sterk gespecialiseerde melkveebedrijven;Drenthe;1997;2419;2407;12;18766;;2113;;;1565;;548;17201;1;9;90;0;24;1144;16033;0;4614;5;82;13;0;153;3703;758;0;;6806;96;;2226;4;103;35;;;2192;42;12072;4387;7;102;93;93;5231;1419;-5129;-98;-1326;-25;1391;52511;41198;9861;1451
756;Sterk gespecialiseerde melkveebedrijven;Drenthe;1998;2442;2429;14;17883;;1756;;;1266;;490;16618;1;13;86;0;65;1592;14932;28;4797;3;83;14;0;111;3915;765;6;;6234;92;;1511;8;226;74;;;1438;27;12289;4458;9;146;109;91;4475;1305;-4329;-81;-1196;-22;1378;53402;41808;9722;1873
757;Sterk gespecialiseerde melkveebedrijven;Drenthe;1999;2463;2451;12;17245;2531.0;1943;588.0;2069.0;1481;588.0;462;15176;1;27;72;0;78;3497;11598;3;5124;2;80;18;0;49;3968;1106;1;;6360;89;;1319;11;216;83;;;1236;23;12415;4536;18;288;115;82;3116;1067;-2828;-52;-952;-17;1355;54561;42089;10656;1816
758;Sterk gespecialiseerde melkveebedrijven;Drenthe;2000;2507;2493;14;16297;2396.0;1834;562.0;1973.0;1411;562.0;424;14325;1;33;65;0;121;4224;9928;52;4812;2;84;14;0;64;3955;783;9;;5897;88;;1202;12;304;117;;;1086;21;12091;4397;24;356;151;76;2632;902;-2276;-43;-750;-14;1263;52839;40894;9680;2265
759;Sterk gespecialiseerde melkveebedrijven;Drenthe;2001;2654;2639;15;17439;2571.0;1970;601.0;2117.0;1516;601.0;454;15322;1;24;74;1;152;3248;11854;67;5255;2;74;24;0;58;3776;1412;8;;5843;72;;813;28;611;224;;;589;11;12275;4494;16;285;108;84;3471;1206;-3186;-59;-1098;-20;1239;54319;41158;10870;2291
760;Sterk gespecialiseerde melkveebedrijven;Drenthe;2002;2554;2542;12;16078;2428.0;1855;573.0;2047.0;1474;573.0;381;14030;2;38;60;1;232;4773;8992;33;4794;3;86;11;0;97;4072;616;9;;5610;83;;937;17;326;121;;;816;15;12162;4458;26;469;178;74;2452;850;-1983;-37;-672;-12;1173;53893;40810;10935;2147
761;Sterk gespecialiseerde melkveebedrijven;Drenthe;2003;2582;2571;11;16196;2446.0;1868;578.0;2067.0;1489;578.0;379;14129;3;39;58;0;319;5067;8699;43;4973;3;83;13;0;113;4039;820;0;;5126;55;;479;45;890;325;;;153;3;12177;4507;23;488;162;77;2694;961;-2206;-40;-799;-15;1160;54812;40623;11833;2356
762;Sterk gespecialiseerde melkveebedrijven;Drenthe;2004;2676;2664;12;15684;2090.0;1804;286.0;1724.0;1438;286.0;366;13960;3;41;55;0;339;5153;8407;61;4774;4;86;9;0;149;4090;531;5;;5331;75;;742;25;512;186;;;556;10;12152;4495;30;570;212;70;2485;862;-1914;-35;-650;-12;1148;54745;40358;12353;2034
763;Sterk gespecialiseerde melkveebedrijven;Drenthe;2005;2602;2591;11;15437;1720.0;1434;287.0;1361.0;1074;287.0;360;14077;4;40;56;1;407;4870;8719;80;4735;5;85;9;0;203;3960;560;11;;5090;66;;608;34;704;253;;;355;6;12101;4489;30;591;234;70;2612;895;-2022;-37;-661;-12;1112;54666;40302;12615;1750
764;Sterk gespecialiseerde melkveebedrijven;Drenthe;2006;2592;2582;10;15140;1681.0;1404;277.0;1327.0;1049;277.0;355;13814;3;40;56;0;339;4868;8595;13;4651;5;88;6;0;172;4136;343;0;13350.0;5679;41;752.0;730;59;1216;424;-464.0;-9.0;306;6;13350;4528;38;748;264;62;1322;459;-575;-11;-196;-4;1077;54448;42042;11002;1404
765;Sterk gespecialiseerde melkveebedrijven;Drenthe;2007;2549;2538;11;13513;1613.0;1315;298.0;1380.0;1082;298.0;232;12133;7;64;29;0;636;7436;4044;17;4163;9;88;3;0;288;3700;170;6;12976.0;5307;68;1363.0;1044;32;520;185;843.0;16.0;860;16;12976;4390;61;1342;414;39;649;229;693;13;185;3;1021;52899;40536;11072;1291
766;Sterk gespecialiseerde melkveebedrijven;Drenthe;2008;2723;2714;9;14305;1671.0;1349;322.0;1402.0;1080;322.0;269;12903;8;58;34;0;818;6987;5084;14;4532;9;87;5;0;300;3955;277;0;13584.0;5359;64;1349.0;855;36;668;238;681.0;12.0;617;11;13584;4589;50;1296;378;50;981;351;315;6;27;0;1035;55711;41560;12596;1556
767;Sterk gespecialiseerde melkveebedrijven;Drenthe;2009;2868;2858;10;14126;1699.0;1363;336.0;1473.0;1137;336.0;226;12653;11;63;25;0;1101;7800;3742;9;4419;12;84;4;0;408;3813;198;0;13920.0;5479;73;1749.0;1067;27;481;171;1268.0;22.0;896;16;13920;4697;62;1694;498;38;687;244;1008;18;254;4;1037;56924;42718;12714;1492
768;Sterk gespecialiseerde melkveebedrijven;Overijssel;1994;7343;7312;31;51023;;5778;;;4426;;1352;46597;1;7;92;1;89;1692;44536;280;14721;2;43;56;0;83;5303;9324;10;;23298;91;;8877;9;714;300;;;8577;70;28600;10327;6;218;138;94;18216;6009;-17998;-147;-5871;-48;5245;122135;99954;21381;800
769;Sterk gespecialiseerde melkveebedrijven;Overijssel;1995;7454;7420;35;52738;;5946;;;4517;;1429;48221;1;5;93;1;86;1250;46516;369;14682;2;43;55;0;78;5417;9172;16;;17544;75;;3833;25;2551;971;;;2862;23;28910;10396;5;171;122;95;19482;6157;-19311;-157;-6034;-49;5124;122764;101009;20784;971
770;Sterk gespecialiseerde melkveebedrijven;Overijssel;1996;7151;7118;33;50945;;5801;;;4299;;1502;46646;1;5;94;0;81;1387;44931;247;12667;3;58;39;0;163;6729;5769;6;;15704;78;;3756;22;2005;719;;;3037;25;28161;10174;5;156;158;95;18642;5290;-18485;-154;-5132;-43;4911;120423;98303;20942;1178
771;Sterk gespecialiseerde melkveebedrijven;Overijssel;1997;6904;6877;27;48181;;5618;;;4254;;1365;43928;1;8;91;0;159;2062;41496;210;12836;3;55;41;0;177;6436;6213;9;;15551;75;;3580;25;2289;865;;;2715;23;27839;10067;8;273;217;92;16361;5021;-16088;-135;-4804;-40;4715;119365;96827;21348;1191
772;Sterk gespecialiseerde melkveebedrijven;Overijssel;1998;6954;6927;27;43693;;4467;;;3390;;1078;40303;1;15;83;0;167;4595;35470;70;12472;3;63;33;0;191;7301;4977;2;;14406;73;;2842;27;2414;908;;;1934;16;28665;10361;14;504;339;86;12143;3964;-11638;-95;-3626;-29;4666;123000;99383;22046;1571
773;Sterk gespecialiseerde melkveebedrijven;Overijssel;1999;6868;6838;30;43291;6597.0;5164;1432.0;5471.0;4039;1432.0;1126;37820;2;21;77;0;304;6332;31110;75;12992;3;60;37;0;151;7172;5666;3;;14500;71;;2439;29;2295;930;;;1508;12;28638;10406;18;715;300;82;10058;3630;-9343;-75;-3331;-27;4524;123964;98930;23602;1432
774;Sterk gespecialiseerde melkveebedrijven;Overijssel;2000;6926;6895;31;39512;6007.0;4671;1336.0;5017.0;3681;1336.0;990;34495;2;31;67;0;341;9176;24844;133;12116;2;67;31;0;141;7585;4364;27;;13529;71;;2283;29;2106;871;;;1412;12;27950;10138;25;1074;387;75;7978;2962;-6904;-57;-2575;-21;4243;120850;96236;22524;2090
775;Sterk gespecialiseerde melkveebedrijven;Overijssel;2001;7150;7114;35;41617;6293.0;4894;1398.0;5229.0;3831;1398.0;1064;36388;2;21;76;1;320;6356;29538;173;12920;3;57;39;0;126;7080;5669;45;;13210;57;;1530;43;3191;1240;;;290;2;28027;10246;17;920;313;83;9874;3621;-8955;-73;-3308;-27;4123;122433;96678;23464;2292
776;Sterk gespecialiseerde melkveebedrijven;Overijssel;2002;6926;6896;29;38293;6075.0;4685;1389.0;5279.0;3890;1389.0;796;33014;3;41;55;1;643;12364;19779;228;11872;3;73;23;1;206;8433;3172;61;;13037;70;;1954;30;1934;789;;;1165;9;28722;10436;29;1509;458;71;6476;2448;-4967;-40;-1990;-16;3927;124831;98214;24345;2273
777;Sterk gespecialiseerde melkveebedrijven;Overijssel;2003;7099;7073;26;39606;6331.0;4873;1457.0;5580.0;4122;1457.0;751;34026;3;40;56;1;688;12351;20865;122;12631;2;70;27;0;178;8349;4063;41;;11920;47;;862;53;3858;1573;;;-712;-6;29145;10640;24;1381;370;76;7426;2902;-6046;-47;-2532;-20;3922;127566;99529;25867;2170
778;Sterk gespecialiseerde melkveebedrijven;Overijssel;2004;7273;7242;31;38203;5326.0;4598;728.0;4606.0;3878;728.0;720;33597;3;44;52;0;679;13440;19332;145;11899;4;75;21;0;250;8596;3019;34;;12545;66;;1633;34;2502;987;;;646;5;29281;10691;32;1676;538;68;6461;2401;-4785;-37;-1863;-15;3835;128298;99771;26586;1940
779;Sterk gespecialiseerde melkveebedrijven;Overijssel;2005;7038;7008;30;37007;4377.0;3667;711.0;3637.0;2926;711.0;741;33370;4;43;53;0;741;12614;19901;113;11706;4;76;20;0;287;8539;2851;29;;11860;60;;1286;40;2881;1132;;;154;1;28851;10560;31;1613;544;69;6483;2398;-4870;-38;-1854;-15;3665;126799;98418;26768;1613
780;Sterk gespecialiseerde melkveebedrijven;Overijssel;2006;6979;6954;25;36143;4264.0;3564;700.0;3590.0;2890;700.0;674;32553;4;48;48;0;775;13972;17760;46;11533;4;79;17;0;299;8748;2474;12;31366.0;13349;50;2341.0;2038;50;3528;1383;-1187.0;-9.0;654;5;31366;10683;42;2263;671;58;4139;1606;-1876;-15;-935;-7;3514;127031;102040;23688;1303
781;Sterk gespecialiseerde melkveebedrijven;Overijssel;2007;6894;6867;28;36898;4475.0;3669;805.0;3869.0;3064;805.0;606;33029;3;43;54;0;551;12595;19834;48;11445;3;79;17;0;246;8797;2391;10;31033.0;12645;45;1889.0;1572;55;3885;1449;-1996.0;-16.0;123;1;31033;10516;38;1840;589;62;4328;1605;-2488;-20;-1016;-8;3351;125219;100083;23661;1474
782;Sterk gespecialiseerde melkveebedrijven;Overijssel;2008;7221;7199;22;38253;4535.0;3686;850.0;3843.0;2993;850.0;693;34410;3;37;61;0;560;10881;22915;54;12192;3;76;22;0;209;8777;3191;15;31475.0;12310;38;1643.0;1071;62;4578;1713;-2935.0;-23.0;-641;-5;31475;10635;29;1543;442;71;5546;2059;-4003;-31;-1617;-13;3287;127137;100225;25534;1379
783;Sterk gespecialiseerde melkveebedrijven;Overijssel;2009;7507;7485;21;37224;4538.0;3660;877.0;3969.0;3092;877.0;568;33255;4;46;50;0;791;13781;18646;37;11723;4;79;17;0;305;8880;2529;9;31879.0;12448;49;2292.0;1462;51;3668;1373;-1376.0;-11.0;88;1;31879;10759;40;2194;627;60;4392;1636;-2198;-17;-1009;-8;3250;128511;101608;25476;1426
784;Sterk gespecialiseerde melkveebedrijven;Flevoland;1994;666;664;2;4511;;494;;;364;;130;4147;0;3;97;0;3;100;4044;0;1272;1;34;65;0;4;382;886;0;;1998;97;;730;3;15;5;;;726;68;2445;888;3;10;6;97;1712;525;-1702;-160;-519;-49;264;10662;8281;1761;620
785;Sterk gespecialiseerde melkveebedrijven;Flevoland;1995;645;644;1;4473;;489;;;360;;130;4113;0;2;98;0;0;56;4057;0;1220;0;39;61;0;0;395;825;0;;1468;84;;272;16;81;24;;;248;24;2393;867;0;1;0;100;1721;511;-1720;-166;-510;-49;254;10388;8128;1739;521
786;Sterk gespecialiseerde melkveebedrijven;Flevoland;1996;649;647;2;4551;;505;;;361;;143;4190;0;2;98;0;0;56;4121;13;1102;2;59;39;0;13;628;461;0;;1345;85;;266;15;82;22;;;244;23;2347;863;1;2;3;99;1844;486;-1843;-177;-483;-46;259;10429;7924;1839;665
787;Sterk gespecialiseerde melkveebedrijven;Flevoland;1997;635;633;1;4339;;486;;;354;;132;3986;1;3;96;0;12;79;3882;12;1131;1;58;41;0;9;626;495;0;;1378;84;;276;16;97;29;;;247;23;2399;884;3;7;6;97;1593;453;-1587;-149;-447;-42;257;10682;8103;1863;716
788;Sterk gespecialiseerde melkveebedrijven;Flevoland;1998;569;568;1;3485;;342;;;249;;92;3236;0;8;91;0;7;213;3016;0;978;1;68;30;0;11;641;326;0;;1145;81;;198;19;99;31;;;166;17;2160;811;5;13;11;95;1089;331;-1076;-109;-320;-33;222;9857;7319;1753;786
789;Sterk gespecialiseerde melkveebedrijven;Flevoland;1999;570;569;1;3519;510.0;392;119.0;413.0;295;119.0;97;3106;0;11;87;1;10;278;2801;17;1046;1;51;47;1;10;500;530;6;;1123;66;;141;34;190;64;;;77;8;2090;793;7;29;11;93;1055;356;-1025;-106;-345;-36;222;9688;7045;1868;774
790;Sterk gespecialiseerde melkveebedrijven;Flevoland;2000;568;566;1;3166;464.0;354;110.0;381.0;271;110.0;83;2785;1;14;85;0;11;374;2400;0;964;1;56;43;0;4;536;424;0;;1006;58;;113;42;200;70;;;42;5;1987;743;10;46;15;90;870;302;-824;-91;-287;-32;213;9065;6649;1647;769
791;Sterk gespecialiseerde melkveebedrijven;Flevoland;2001;616;615;1;3509;513.0;394;119.0;419.0;300;119.0;93;3090;0;7;92;1;0;159;2920;11;1086;0;38;61;1;0;374;709;4;;967;33;;47;67;472;166;;;-119;-13;1955;738;5;18;6;95;1197;421;-1179;-131;-415;-46;221;9011;6571;1669;770
792;Sterk gespecialiseerde melkveebedrijven;Flevoland;2002;600;599;1;3255;505.0;384;121.0;436.0;315;121.0;69;2819;3;20;76;0;47;485;2271;16;1005;2;51;46;0;12;488;500;6;;973;46;;89;54;338;121;;;-32;-3;2009;766;10;60;17;90;919;328;-859;-91;-311;-33;217;9395;6736;1755;905
