ID;SectorBranchesSIC2008;EnterpriseSize;Periods;TurnoverIndices_1;TurnoverChange_2
1180;412 Construction of buildings;All enterprises;2010 2nd quarter;118.0;-11.3
1181;412 Construction of buildings;All enterprises;2010 July;115.0;-7.7
1182;412 Construction of buildings;All enterprises;2010 August;67.0;-8.3
1183;412 Construction of buildings;All enterprises;2010 September;115.0;-12.5
1184;412 Construction of buildings;All enterprises;2010 3rd quarter;99.0;-9.7
1185;412 Construction of buildings;All enterprises;2010 October;122.0;-10.1
1186;412 Construction of buildings;All enterprises;2010 November;124.0;-1.3
1187;412 Construction of buildings;All enterprises;2010 December;120.0;-6.9
1188;412 Construction of buildings;All enterprises;2010 4rd quarter;122.0;-6.2
1189;412 Construction of buildings;All enterprises;2010;107.0;-11.9
1190;412 Construction of buildings;All enterprises;2011 January;77.0;11.0
1191;412 Construction of buildings;All enterprises;2011 February;100.0;20.0
1192;412 Construction of buildings;All enterprises;2011 March;120.0;1.9
1193;412 Construction of buildings;All enterprises;2011 1st quarter;99.0;9.8
1194;412 Construction of buildings;All enterprises;2011 April;116.0;-1.6
1195;412 Construction of buildings;All enterprises;2011 May;124.0;15.3
1196;412 Construction of buildings;All enterprises;2011 June;118.0;-8.7
1197;412 Construction of buildings;All enterprises;2011 2nd quarter;119.0;1.0
1198;412 Construction of buildings;All enterprises;2011 July;110.0;-3.9
1199;412 Construction of buildings;All enterprises;2011 August;71.0;5.2
1200;412 Construction of buildings;All enterprises;2011 September;127.0;10.9
1201;412 Construction of buildings;All enterprises;2011 3rd quarter;103.0;3.9
1202;412 Construction of buildings;All enterprises;2011 October;114.0;-6.6
1203;412 Construction of buildings;All enterprises;2011 November;121.0;-2.4
1204;412 Construction of buildings;All enterprises;2011 December;130.0;8.3
1205;412 Construction of buildings;All enterprises;2011 4rd quarter;122.0;-0.3
1206;412 Construction of buildings;All enterprises;2011;111.0;3.1
1207;412 Construction of buildings;All enterprises;2012 January;68.0;-12.2
1208;412 Construction of buildings;All enterprises;2012 February;84.0;-15.5
1209;412 Construction of buildings;All enterprises;2012 March;109.0;-8.6
1210;412 Construction of buildings;All enterprises;2012 1st quarter;87.0;-11.9
1211;412 Construction of buildings;All enterprises;2012 April;103.0;-10.6
1212;412 Construction of buildings;All enterprises;2012 May;107.0;-14.0
1213;412 Construction of buildings;All enterprises;2012 June;113.0;-4.3
1214;412 Construction of buildings;All enterprises;2012 2nd quarter;108.0;-9.7
1215;412 Construction of buildings;All enterprises;2012 July;99.0;-10.8
1216;412 Construction of buildings;All enterprises;2012 August;74.0;4.0
1217;412 Construction of buildings;All enterprises;2012 September;120.0;-6.0
1218;412 Construction of buildings;All enterprises;2012 3rd quarter;97.0;-5.4
1219;412 Construction of buildings;All enterprises;2012 October;101.0;-11.0
1220;412 Construction of buildings;All enterprises;2012 November;108.0;-10.6
1221;412 Construction of buildings;All enterprises;2012 December;107.0;-17.5
1222;412 Construction of buildings;All enterprises;2012 4th quarter;105.0;-13.2
1223;412 Construction of buildings;All enterprises;2012;99.0;-10.2
1224;412 Construction of buildings;10 or more persons employed;2005 January;64.0;-2.8
1225;412 Construction of buildings;10 or more persons employed;2005 February;80.0;-4.7
1226;412 Construction of buildings;10 or more persons employed;2005 March;93.0;-8.2
1227;412 Construction of buildings;10 or more persons employed;2005 1st quarter;79.0;-5.6
1228;412 Construction of buildings;10 or more persons employed;2005 April;107.0;5.1
1229;412 Construction of buildings;10 or more persons employed;2005 May;100.0;10.5
1230;412 Construction of buildings;10 or more persons employed;2005 June;119.0;9.4
1231;412 Construction of buildings;10 or more persons employed;2005 2nd quarter;109.0;8.3
1232;412 Construction of buildings;10 or more persons employed;2005 July;97.0;1.0
1233;412 Construction of buildings;10 or more persons employed;2005 August;64.0;11.0
1234;412 Construction of buildings;10 or more persons employed;2005 September;111.0;6.0
1235;412 Construction of buildings;10 or more persons employed;2005 3rd quarter;91.0;5.2
1236;412 Construction of buildings;10 or more persons employed;2005 October;113.0;3.3
1237;412 Construction of buildings;10 or more persons employed;2005 November;119.0;2.3
1238;412 Construction of buildings;10 or more persons employed;2005 December;132.0;9.1
1239;412 Construction of buildings;10 or more persons employed;2005 4th quarter;121.0;5.0
1240;412 Construction of buildings;10 or more persons employed;2005;100.0;3.6
1241;412 Construction of buildings;10 or more persons employed;2006 January;65.0;0.9
1242;412 Construction of buildings;10 or more persons employed;2006 February;89.0;10.9
1243;412 Construction of buildings;10 or more persons employed;2006 March;113.0;21.4
1244;412 Construction of buildings;10 or more persons employed;2006 1st quarter;89.0;12.3
1245;412 Construction of buildings;10 or more persons employed;2006 April;105.0;-2.3
1246;412 Construction of buildings;10 or more persons employed;2006 May;118.0;18.0
1247;412 Construction of buildings;10 or more persons employed;2006 June;123.0;3.2
1248;412 Construction of buildings;10 or more persons employed;2006 2nd quarter;115.0;6.0
1249;412 Construction of buildings;10 or more persons employed;2006 July;96.0;-1.1
1250;412 Construction of buildings;10 or more persons employed;2006 August;67.0;4.9
1251;412 Construction of buildings;10 or more persons employed;2006 September;120.0;7.8
1252;412 Construction of buildings;10 or more persons employed;2006 3rd quarter;94.0;4.0
1253;412 Construction of buildings;10 or more persons employed;2006 October;122.0;7.7
1254;412 Construction of buildings;10 or more persons employed;2006 November;132.0;10.7
1255;412 Construction of buildings;10 or more persons employed;2006 December;138.0;5.0
1256;412 Construction of buildings;10 or more persons employed;2006 4th quarter;131.0;7.7
1257;412 Construction of buildings;10 or more persons employed;2006;107.0;7.3
1258;412 Construction of buildings;10 or more persons employed;2007 January;72.0;11.6
1259;412 Construction of buildings;10 or more persons employed;2007 February;102.0;13.9
1260;412 Construction of buildings;10 or more persons employed;2007 March;127.0;12.2
1261;412 Construction of buildings;10 or more persons employed;2007 1st quarter;100.0;12.6
1262;412 Construction of buildings;10 or more persons employed;2007 April;118.0;12.4
1263;412 Construction of buildings;10 or more persons employed;2007 May;123.0;3.9
1264;412 Construction of buildings;10 or more persons employed;2007 June;138.0;12.1
1265;412 Construction of buildings;10 or more persons employed;2007 2nd quarter;126.0;9.4
1266;412 Construction of buildings;10 or more persons employed;2007 July;111.0;16.0
1267;412 Construction of buildings;10 or more persons employed;2007 August;78.0;17.5
1268;412 Construction of buildings;10 or more persons employed;2007 September;124.0;3.6
1269;412 Construction of buildings;10 or more persons employed;2007 3rd quarter;105.0;11.1
1270;412 Construction of buildings;10 or more persons employed;2007 October;138.0;12.9
1271;412 Construction of buildings;10 or more persons employed;2007 November;144.0;9.7
1272;412 Construction of buildings;10 or more persons employed;2007 December;144.0;4.0
1273;412 Construction of buildings;10 or more persons employed;2007 4th quarter;142.0;8.7
1274;412 Construction of buildings;10 or more persons employed;2007;118.0;10.2
1275;412 Construction of buildings;10 or more persons employed;2008 January;86.0;19.4
1276;412 Construction of buildings;10 or more persons employed;2008 February;123.0;21.3
1277;412 Construction of buildings;10 or more persons employed;2008 March;130.0;2.9
1278;412 Construction of buildings;10 or more persons employed;2008 1st quarter;113.0;13.1
1279;412 Construction of buildings;10 or more persons employed;2008 April;139.0;17.8
1280;412 Construction of buildings;10 or more persons employed;2008 May;132.0;7.1
1281;412 Construction of buildings;10 or more persons employed;2008 June;146.0;5.4
1282;412 Construction of buildings;10 or more persons employed;2008 2nd quarter;139.0;9.8
