ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
7693;Total male and female;2 years;Brazilian;2018;57.0
7694;Total male and female;2 years;Brazilian;2019;57.0
7695;Total male and female;2 years;Brazilian;2020;96.0
7696;Total male and female;2 years;Brazilian;2021;81.0
7697;Total male and female;2 years;Brazilian;2022;74.0
7698;Total male and female;2 years;Brazilian;2023;70.0
7699;Total male and female;2 years;Brazilian;2024;94.0
7700;Total male and female;2 years;British;2014;217.0
7701;Total male and female;2 years;British;2015;244.0
7702;Total male and female;2 years;British;2016;216.0
7703;Total male and female;2 years;British;2017;253.0
7704;Total male and female;2 years;British;2018;237.0
7705;Total male and female;2 years;British;2019;260.0
7706;Total male and female;2 years;British;2020;306.0
7707;Total male and female;2 years;British;2021;280.0
7708;Total male and female;2 years;British;2022;248.0
7709;Total male and female;2 years;British;2023;211.0
7710;Total male and female;2 years;British;2024;286.0
7711;Total male and female;2 years;Bruneian;2014;1.0
7712;Total male and female;2 years;Bruneian;2015;0.0
7713;Total male and female;2 years;Bruneian;2016;3.0
7714;Total male and female;2 years;Bruneian;2017;0.0
7715;Total male and female;2 years;Bruneian;2018;0.0
7716;Total male and female;2 years;Bruneian;2019;1.0
7717;Total male and female;2 years;Bruneian;2020;0.0
7718;Total male and female;2 years;Bruneian;2021;0.0
7719;Total male and female;2 years;Bruneian;2022;0.0
7720;Total male and female;2 years;Bruneian;2023;0.0
7721;Total male and female;2 years;Bruneian;2024;0.0
7722;Total male and female;2 years;Bulgarian;2014;277.0
7723;Total male and female;2 years;Bulgarian;2015;301.0
7724;Total male and female;2 years;Bulgarian;2016;319.0
7725;Total male and female;2 years;Bulgarian;2017;350.0
7726;Total male and female;2 years;Bulgarian;2018;414.0
7727;Total male and female;2 years;Bulgarian;2019;450.0
7728;Total male and female;2 years;Bulgarian;2020;532.0
7729;Total male and female;2 years;Bulgarian;2021;480.0
7730;Total male and female;2 years;Bulgarian;2022;609.0
7731;Total male and female;2 years;Bulgarian;2023;645.0
7732;Total male and female;2 years;Bulgarian;2024;749.0
7733;Total male and female;2 years;Burkinese;2014;2.0
7734;Total male and female;2 years;Burkinese;2015;2.0
7735;Total male and female;2 years;Burkinese;2016;0.0
7736;Total male and female;2 years;Burkinese;2017;0.0
7737;Total male and female;2 years;Burkinese;2018;0.0
7738;Total male and female;2 years;Burkinese;2019;1.0
7739;Total male and female;2 years;Burkinese;2020;0.0
7740;Total male and female;2 years;Burkinese;2021;0.0
7741;Total male and female;2 years;Burkinese;2022;2.0
7742;Total male and female;2 years;Burkinese;2023;1.0
7743;Total male and female;2 years;Burkinese;2024;1.0
7744;Total male and female;2 years;Burundian;2014;6.0
7745;Total male and female;2 years;Burundian;2015;4.0
7746;Total male and female;2 years;Burundian;2016;3.0
7747;Total male and female;2 years;Burundian;2017;9.0
7748;Total male and female;2 years;Burundian;2018;5.0
7749;Total male and female;2 years;Burundian;2019;7.0
7750;Total male and female;2 years;Burundian;2020;7.0
7751;Total male and female;2 years;Burundian;2021;6.0
7752;Total male and female;2 years;Burundian;2022;5.0
7753;Total male and female;2 years;Burundian;2023;4.0
7754;Total male and female;2 years;Burundian;2024;1.0
7755;Total male and female;2 years;Cambodian;2014;1.0
7756;Total male and female;2 years;Cambodian;2015;1.0
7757;Total male and female;2 years;Cambodian;2016;0.0
7758;Total male and female;2 years;Cambodian;2017;0.0
7759;Total male and female;2 years;Cambodian;2018;0.0
7760;Total male and female;2 years;Cambodian;2019;3.0
7761;Total male and female;2 years;Cambodian;2020;0.0
7762;Total male and female;2 years;Cambodian;2021;0.0
7763;Total male and female;2 years;Cambodian;2022;0.0
7764;Total male and female;2 years;Cambodian;2023;0.0
7765;Total male and female;2 years;Cambodian;2024;1.0
7766;Total male and female;2 years;Cameroonian;2014;11.0
7767;Total male and female;2 years;Cameroonian;2015;16.0
7768;Total male and female;2 years;Cameroonian;2016;11.0
7769;Total male and female;2 years;Cameroonian;2017;10.0
7770;Total male and female;2 years;Cameroonian;2018;7.0
7771;Total male and female;2 years;Cameroonian;2019;5.0
7772;Total male and female;2 years;Cameroonian;2020;8.0
7773;Total male and female;2 years;Cameroonian;2021;6.0
7774;Total male and female;2 years;Cameroonian;2022;4.0
7775;Total male and female;2 years;Cameroonian;2023;10.0
7776;Total male and female;2 years;Cameroonian;2024;11.0
7777;Total male and female;2 years;Canadian;2014;25.0
7778;Total male and female;2 years;Canadian;2015;30.0
7779;Total male and female;2 years;Canadian;2016;22.0
7780;Total male and female;2 years;Canadian;2017;28.0
7781;Total male and female;2 years;Canadian;2018;32.0
7782;Total male and female;2 years;Canadian;2019;25.0
7783;Total male and female;2 years;Canadian;2020;33.0
7784;Total male and female;2 years;Canadian;2021;26.0
7785;Total male and female;2 years;Canadian;2022;17.0
7786;Total male and female;2 years;Canadian;2023;36.0
7787;Total male and female;2 years;Canadian;2024;33.0
7788;Total male and female;2 years;Cape Verdean;2014;7.0
7789;Total male and female;2 years;Cape Verdean;2015;1.0
7790;Total male and female;2 years;Cape Verdean;2016;5.0
7791;Total male and female;2 years;Cape Verdean;2017;4.0
7792;Total male and female;2 years;Cape Verdean;2018;2.0
7793;Total male and female;2 years;Cape Verdean;2019;1.0
7794;Total male and female;2 years;Cape Verdean;2020;4.0
7795;Total male and female;2 years;Cape Verdean;2021;0.0
7796;Total male and female;2 years;Cape Verdean;2022;1.0
7797;Total male and female;2 years;Cape Verdean;2023;0.0
7798;Total male and female;2 years;Cape Verdean;2024;2.0
7799;Total male and female;2 years;Central African;2014;0.0
7800;Total male and female;2 years;Central African;2015;0.0
7801;Total male and female;2 years;Central African;2016;0.0
7802;Total male and female;2 years;Central African;2017;0.0
7803;Total male and female;2 years;Central African;2018;1.0
7804;Total male and female;2 years;Central African;2019;0.0
7805;Total male and female;2 years;Central African;2020;0.0
7806;Total male and female;2 years;Central African;2021;0.0
7807;Total male and female;2 years;Central African;2022;0.0
7808;Total male and female;2 years;Central African;2023;0.0
7809;Total male and female;2 years;Central African;2024;1.0
7810;Total male and female;2 years;Chadian;2014;0.0
7811;Total male and female;2 years;Chadian;2015;1.0
7812;Total male and female;2 years;Chadian;2016;0.0
7813;Total male and female;2 years;Chadian;2017;0.0
7814;Total male and female;2 years;Chadian;2018;1.0
7815;Total male and female;2 years;Chadian;2019;0.0
7816;Total male and female;2 years;Chadian;2020;1.0
7817;Total male and female;2 years;Chadian;2021;0.0
7818;Total male and female;2 years;Chadian;2022;0.0
7819;Total male and female;2 years;Chadian;2023;0.0
7820;Total male and female;2 years;Chadian;2024;0.0
7821;Total male and female;2 years;Chilean;2014;1.0
7822;Total male and female;2 years;Chilean;2015;6.0
7823;Total male and female;2 years;Chilean;2016;2.0
7824;Total male and female;2 years;Chilean;2017;3.0
7825;Total male and female;2 years;Chilean;2018;6.0
7826;Total male and female;2 years;Chilean;2019;6.0
7827;Total male and female;2 years;Chilean;2020;6.0
7828;Total male and female;2 years;Chilean;2021;4.0
7829;Total male and female;2 years;Chilean;2022;10.0
7830;Total male and female;2 years;Chilean;2023;12.0
7831;Total male and female;2 years;Chilean;2024;10.0
7832;Total male and female;2 years;Chinese;2014;230.0
7833;Total male and female;2 years;Chinese;2015;300.0
7834;Total male and female;2 years;Chinese;2016;288.0
7835;Total male and female;2 years;Chinese;2017;368.0
7836;Total male and female;2 years;Chinese;2018;358.0
7837;Total male and female;2 years;Chinese;2019;430.0
7838;Total male and female;2 years;Chinese;2020;388.0
7839;Total male and female;2 years;Chinese;2021;349.0
7840;Total male and female;2 years;Chinese;2022;360.0
7841;Total male and female;2 years;Chinese;2023;266.0
7842;Total male and female;2 years;Chinese;2024;255.0
7843;Total male and female;2 years;Colombian;2014;4.0
7844;Total male and female;2 years;Colombian;2015;1.0
7845;Total male and female;2 years;Colombian;2016;4.0
7846;Total male and female;2 years;Colombian;2017;7.0
7847;Total male and female;2 years;Colombian;2018;8.0
7848;Total male and female;2 years;Colombian;2019;11.0
7849;Total male and female;2 years;Colombian;2020;8.0
7850;Total male and female;2 years;Colombian;2021;12.0
7851;Total male and female;2 years;Colombian;2022;8.0
7852;Total male and female;2 years;Colombian;2023;14.0
7853;Total male and female;2 years;Colombian;2024;16.0
7854;Total male and female;2 years;Comoran;2014;0.0
7855;Total male and female;2 years;Comoran;2015;0.0
7856;Total male and female;2 years;Comoran;2016;0.0
7857;Total male and female;2 years;Comoran;2017;0.0
7858;Total male and female;2 years;Comoran;2018;0.0
7859;Total male and female;2 years;Comoran;2019;0.0
7860;Total male and female;2 years;Comoran;2020;0.0
7861;Total male and female;2 years;Comoran;2021;0.0
7862;Total male and female;2 years;Comoran;2022;0.0
7863;Total male and female;2 years;Comoran;2023;0.0
7864;Total male and female;2 years;Comoran;2024;0.0
7865;Total male and female;2 years;Congolese;2014;10.0
7866;Total male and female;2 years;Congolese;2015;7.0
7867;Total male and female;2 years;Congolese;2016;6.0
7868;Total male and female;2 years;Congolese;2017;7.0
7869;Total male and female;2 years;Congolese;2018;11.0
7870;Total male and female;2 years;Congolese;2019;7.0
7871;Total male and female;2 years;Congolese;2020;5.0
7872;Total male and female;2 years;Congolese;2021;7.0
7873;Total male and female;2 years;Congolese;2022;5.0
7874;Total male and female;2 years;Congolese;2023;5.0
7875;Total male and female;2 years;Congolese;2024;5.0
7876;Total male and female;2 years;Congolese (Democratic Republic);2014;9.0
7877;Total male and female;2 years;Congolese (Democratic Republic);2015;7.0
7878;Total male and female;2 years;Congolese (Democratic Republic);2016;15.0
7879;Total male and female;2 years;Congolese (Democratic Republic);2017;17.0
7880;Total male and female;2 years;Congolese (Democratic Republic);2018;9.0
7881;Total male and female;2 years;Congolese (Democratic Republic);2019;17.0
7882;Total male and female;2 years;Congolese (Democratic Republic);2020;19.0
7883;Total male and female;2 years;Congolese (Democratic Republic);2021;20.0
7884;Total male and female;2 years;Congolese (Democratic Republic);2022;22.0
7885;Total male and female;2 years;Congolese (Democratic Republic);2023;32.0
7886;Total male and female;2 years;Congolese (Democratic Republic);2024;24.0
7887;Total male and female;2 years;Costa Rican;2014;0.0
7888;Total male and female;2 years;Costa Rican;2015;0.0
7889;Total male and female;2 years;Costa Rican;2016;0.0
7890;Total male and female;2 years;Costa Rican;2017;3.0
7891;Total male and female;2 years;Costa Rican;2018;1.0
7892;Total male and female;2 years;Costa Rican;2019;1.0
7893;Total male and female;2 years;Costa Rican;2020;4.0
7894;Total male and female;2 years;Costa Rican;2021;2.0
7895;Total male and female;2 years;Costa Rican;2022;1.0
7896;Total male and female;2 years;Costa Rican;2023;2.0
7897;Total male and female;2 years;Costa Rican;2024;4.0
7898;Total male and female;2 years;Croatian;2014;4.0
7899;Total male and female;2 years;Croatian;2015;11.0
7900;Total male and female;2 years;Croatian;2016;10.0
7901;Total male and female;2 years;Croatian;2017;11.0
7902;Total male and female;2 years;Croatian;2018;17.0
7903;Total male and female;2 years;Croatian;2019;27.0
7904;Total male and female;2 years;Croatian;2020;26.0
7905;Total male and female;2 years;Croatian;2021;25.0
7906;Total male and female;2 years;Croatian;2022;19.0
7907;Total male and female;2 years;Croatian;2023;27.0
7908;Total male and female;2 years;Croatian;2024;30.0
7909;Total male and female;2 years;Cuban;2014;1.0
7910;Total male and female;2 years;Cuban;2015;0.0
7911;Total male and female;2 years;Cuban;2016;1.0
7912;Total male and female;2 years;Cuban;2017;1.0
7913;Total male and female;2 years;Cuban;2018;0.0
7914;Total male and female;2 years;Cuban;2019;1.0
7915;Total male and female;2 years;Cuban;2020;0.0
7916;Total male and female;2 years;Cuban;2021;2.0
7917;Total male and female;2 years;Cuban;2022;2.0
7918;Total male and female;2 years;Cuban;2023;2.0
7919;Total male and female;2 years;Cuban;2024;3.0
7920;Total male and female;2 years;Cypriot;2014;2.0
7921;Total male and female;2 years;Cypriot;2015;2.0
7922;Total male and female;2 years;Cypriot;2016;0.0
7923;Total male and female;2 years;Cypriot;2017;1.0
7924;Total male and female;2 years;Cypriot;2018;1.0
7925;Total male and female;2 years;Cypriot;2019;1.0
7926;Total male and female;2 years;Cypriot;2020;0.0
7927;Total male and female;2 years;Cypriot;2021;5.0
7928;Total male and female;2 years;Cypriot;2022;4.0
7929;Total male and female;2 years;Cypriot;2023;4.0
7930;Total male and female;2 years;Cypriot;2024;5.0
7931;Total male and female;2 years;Czech;2014;33.0
7932;Total male and female;2 years;Czech;2015;32.0
7933;Total male and female;2 years;Czech;2016;32.0
7934;Total male and female;2 years;Czech;2017;39.0
7935;Total male and female;2 years;Czech;2018;39.0
7936;Total male and female;2 years;Czech;2019;48.0
7937;Total male and female;2 years;Czech;2020;48.0
7938;Total male and female;2 years;Czech;2021;45.0
7939;Total male and female;2 years;Czech;2022;45.0
7940;Total male and female;2 years;Czech;2023;46.0
7941;Total male and female;2 years;Czech;2024;66.0
7942;Total male and female;2 years;Czechslovak;2014;0.0
7943;Total male and female;2 years;Czechslovak;2015;0.0
7944;Total male and female;2 years;Czechslovak;2016;0.0
7945;Total male and female;2 years;Czechslovak;2017;0.0
7946;Total male and female;2 years;Czechslovak;2018;0.0
7947;Total male and female;2 years;Czechslovak;2019;0.0
7948;Total male and female;2 years;Czechslovak;2020;0.0
7949;Total male and female;2 years;Czechslovak;2021;0.0
7950;Total male and female;2 years;Czechslovak;2022;0.0
7951;Total male and female;2 years;Czechslovak;2023;0.0
7952;Total male and female;2 years;Czechslovak;2024;0.0
7953;Total male and female;2 years;(former) Czechoslovakia;2014;79.0
7954;Total male and female;2 years;(former) Czechoslovakia;2015;79.0
7955;Total male and female;2 years;(former) Czechoslovakia;2016;99.0
7956;Total male and female;2 years;(former) Czechoslovakia;2017;93.0
7957;Total male and female;2 years;(former) Czechoslovakia;2018;92.0
7958;Total male and female;2 years;(former) Czechoslovakia;2019;124.0
7959;Total male and female;2 years;(former) Czechoslovakia;2020;131.0
7960;Total male and female;2 years;(former) Czechoslovakia;2021;136.0
7961;Total male and female;2 years;(former) Czechoslovakia;2022;129.0
7962;Total male and female;2 years;(former) Czechoslovakia;2023;134.0
7963;Total male and female;2 years;(former) Czechoslovakia;2024;166.0
7964;Total male and female;2 years;Danish;2014;17.0
7965;Total male and female;2 years;Danish;2015;19.0
7966;Total male and female;2 years;Danish;2016;10.0
7967;Total male and female;2 years;Danish;2017;19.0
7968;Total male and female;2 years;Danish;2018;19.0
7969;Total male and female;2 years;Danish;2019;23.0
7970;Total male and female;2 years;Danish;2020;21.0
7971;Total male and female;2 years;Danish;2021;18.0
7972;Total male and female;2 years;Danish;2022;22.0
7973;Total male and female;2 years;Danish;2023;15.0
7974;Total male and female;2 years;Danish;2024;19.0
7975;Total male and female;2 years;Djiboutian;2014;0.0
7976;Total male and female;2 years;Djiboutian;2015;0.0
7977;Total male and female;2 years;Djiboutian;2016;1.0
7978;Total male and female;2 years;Djiboutian;2017;1.0
7979;Total male and female;2 years;Djiboutian;2018;1.0
7980;Total male and female;2 years;Djiboutian;2019;1.0
7981;Total male and female;2 years;Djiboutian;2020;0.0
7982;Total male and female;2 years;Djiboutian;2021;1.0
7983;Total male and female;2 years;Djiboutian;2022;2.0
7984;Total male and female;2 years;Djiboutian;2023;0.0
7985;Total male and female;2 years;Djiboutian;2024;1.0
7986;Total male and female;2 years;Dominican;2014;0.0
7987;Total male and female;2 years;Dominican;2015;0.0
7988;Total male and female;2 years;Dominican;2016;0.0
7989;Total male and female;2 years;Dominican;2017;0.0
7990;Total male and female;2 years;Dominican;2018;0.0
7991;Total male and female;2 years;Dominican;2019;0.0
7992;Total male and female;2 years;Dominican;2020;0.0
7993;Total male and female;2 years;Dominican;2021;0.0
7994;Total male and female;2 years;Dominican;2022;0.0
7995;Total male and female;2 years;Dominican;2023;0.0
7996;Total male and female;2 years;Dominican;2024;0.0
7997;Total male and female;2 years;Dominican (from Republic);2014;3.0
7998;Total male and female;2 years;Dominican (from Republic);2015;6.0
7999;Total male and female;2 years;Dominican (from Republic);2016;6.0
8000;Total male and female;2 years;Dominican (from Republic);2017;6.0
8001;Total male and female;2 years;Dominican (from Republic);2018;2.0
8002;Total male and female;2 years;Dominican (from Republic);2019;3.0
8003;Total male and female;2 years;Dominican (from Republic);2020;5.0
8004;Total male and female;2 years;Dominican (from Republic);2021;4.0
8005;Total male and female;2 years;Dominican (from Republic);2022;1.0
8006;Total male and female;2 years;Dominican (from Republic);2023;3.0
8007;Total male and female;2 years;Dominican (from Republic);2024;2.0
8008;Total male and female;2 years;Ecuadorian;2014;4.0
8009;Total male and female;2 years;Ecuadorian;2015;0.0
8010;Total male and female;2 years;Ecuadorian;2016;5.0
8011;Total male and female;2 years;Ecuadorian;2017;3.0
8012;Total male and female;2 years;Ecuadorian;2018;1.0
8013;Total male and female;2 years;Ecuadorian;2019;2.0
8014;Total male and female;2 years;Ecuadorian;2020;5.0
8015;Total male and female;2 years;Ecuadorian;2021;0.0
8016;Total male and female;2 years;Ecuadorian;2022;2.0
8017;Total male and female;2 years;Ecuadorian;2023;2.0
8018;Total male and female;2 years;Ecuadorian;2024;4.0
8019;Total male and female;2 years;Egyptian;2014;35.0
8020;Total male and female;2 years;Egyptian;2015;26.0
8021;Total male and female;2 years;Egyptian;2016;25.0
8022;Total male and female;2 years;Egyptian;2017;44.0
8023;Total male and female;2 years;Egyptian;2018;50.0
8024;Total male and female;2 years;Egyptian;2019;46.0
8025;Total male and female;2 years;Egyptian;2020;43.0
8026;Total male and female;2 years;Egyptian;2021;59.0
8027;Total male and female;2 years;Egyptian;2022;71.0
8028;Total male and female;2 years;Egyptian;2023;100.0
8029;Total male and female;2 years;Egyptian;2024;77.0
8030;Total male and female;2 years;Equatorial Guinean;2014;0.0
8031;Total male and female;2 years;Equatorial Guinean;2015;0.0
8032;Total male and female;2 years;Equatorial Guinean;2016;0.0
8033;Total male and female;2 years;Equatorial Guinean;2017;0.0
8034;Total male and female;2 years;Equatorial Guinean;2018;0.0
8035;Total male and female;2 years;Equatorial Guinean;2019;0.0
8036;Total male and female;2 years;Equatorial Guinean;2020;0.0
8037;Total male and female;2 years;Equatorial Guinean;2021;0.0
8038;Total male and female;2 years;Equatorial Guinean;2022;0.0
8039;Total male and female;2 years;Equatorial Guinean;2023;0.0
8040;Total male and female;2 years;Equatorial Guinean;2024;0.0
8041;Total male and female;2 years;Eritrean;2014;3.0
8042;Total male and female;2 years;Eritrean;2015;28.0
8043;Total male and female;2 years;Eritrean;2016;97.0
8044;Total male and female;2 years;Eritrean;2017;217.0
8045;Total male and female;2 years;Eritrean;2018;367.0
8046;Total male and female;2 years;Eritrean;2019;616.0
8047;Total male and female;2 years;Eritrean;2020;787.0
8048;Total male and female;2 years;Eritrean;2021;1042.0
8049;Total male and female;2 years;Eritrean;2022;707.0
8050;Total male and female;2 years;Eritrean;2023;439.0
8051;Total male and female;2 years;Eritrean;2024;295.0
8052;Total male and female;2 years;Estonian;2014;7.0
8053;Total male and female;2 years;Estonian;2015;9.0
8054;Total male and female;2 years;Estonian;2016;5.0
8055;Total male and female;2 years;Estonian;2017;10.0
8056;Total male and female;2 years;Estonian;2018;11.0
8057;Total male and female;2 years;Estonian;2019;17.0
8058;Total male and female;2 years;Estonian;2020;7.0
8059;Total male and female;2 years;Estonian;2021;15.0
8060;Total male and female;2 years;Estonian;2022;14.0
8061;Total male and female;2 years;Estonian;2023;11.0
8062;Total male and female;2 years;Estonian;2024;11.0
8063;Total male and female;2 years;Eswatini;2014;
8064;Total male and female;2 years;Eswatini;2015;
8065;Total male and female;2 years;Eswatini;2016;
8066;Total male and female;2 years;Eswatini;2017;
8067;Total male and female;2 years;Eswatini;2018;
8068;Total male and female;2 years;Eswatini;2019;0.0
8069;Total male and female;2 years;Eswatini;2020;1.0
8070;Total male and female;2 years;Eswatini;2021;0.0
8071;Total male and female;2 years;Eswatini;2022;0.0
8072;Total male and female;2 years;Eswatini;2023;0.0
8073;Total male and female;2 years;Eswatini;2024;0.0
8074;Total male and female;2 years;Ethiopian;2014;12.0
8075;Total male and female;2 years;Ethiopian;2015;16.0
8076;Total male and female;2 years;Ethiopian;2016;15.0
8077;Total male and female;2 years;Ethiopian;2017;18.0
8078;Total male and female;2 years;Ethiopian;2018;25.0
8079;Total male and female;2 years;Ethiopian;2019;32.0
8080;Total male and female;2 years;Ethiopian;2020;32.0
8081;Total male and female;2 years;Ethiopian;2021;25.0
8082;Total male and female;2 years;Ethiopian;2022;37.0
8083;Total male and female;2 years;Ethiopian;2023;30.0
8084;Total male and female;2 years;Ethiopian;2024;18.0
8085;Total male and female;2 years;Fijian;2014;0.0
8086;Total male and female;2 years;Fijian;2015;0.0
8087;Total male and female;2 years;Fijian;2016;0.0
8088;Total male and female;2 years;Fijian;2017;0.0
8089;Total male and female;2 years;Fijian;2018;0.0
8090;Total male and female;2 years;Fijian;2019;0.0
8091;Total male and female;2 years;Fijian;2020;0.0
8092;Total male and female;2 years;Fijian;2021;0.0
8093;Total male and female;2 years;Fijian;2022;0.0
8094;Total male and female;2 years;Fijian;2023;0.0
8095;Total male and female;2 years;Fijian;2024;0.0
8096;Total male and female;2 years;Finnish;2014;19.0
8097;Total male and female;2 years;Finnish;2015;19.0
8098;Total male and female;2 years;Finnish;2016;17.0
8099;Total male and female;2 years;Finnish;2017;13.0
8100;Total male and female;2 years;Finnish;2018;19.0
8101;Total male and female;2 years;Finnish;2019;23.0
8102;Total male and female;2 years;Finnish;2020;17.0
8103;Total male and female;2 years;Finnish;2021;23.0
8104;Total male and female;2 years;Finnish;2022;27.0
8105;Total male and female;2 years;Finnish;2023;18.0
8106;Total male and female;2 years;Finnish;2024;25.0
8107;Total male and female;2 years;French;2014;227.0
8108;Total male and female;2 years;French;2015;220.0
8109;Total male and female;2 years;French;2016;247.0
8110;Total male and female;2 years;French;2017;233.0
8111;Total male and female;2 years;French;2018;273.0
8112;Total male and female;2 years;French;2019;255.0
8113;Total male and female;2 years;French;2020;260.0
8114;Total male and female;2 years;French;2021;263.0
8115;Total male and female;2 years;French;2022;312.0
8116;Total male and female;2 years;French;2023;292.0
8117;Total male and female;2 years;French;2024;366.0
8118;Total male and female;2 years;Gabonese;2014;1.0
8119;Total male and female;2 years;Gabonese;2015;0.0
8120;Total male and female;2 years;Gabonese;2016;0.0
8121;Total male and female;2 years;Gabonese;2017;0.0
8122;Total male and female;2 years;Gabonese;2018;0.0
8123;Total male and female;2 years;Gabonese;2019;0.0
8124;Total male and female;2 years;Gabonese;2020;0.0
8125;Total male and female;2 years;Gabonese;2021;1.0
8126;Total male and female;2 years;Gabonese;2022;0.0
8127;Total male and female;2 years;Gabonese;2023;0.0
8128;Total male and female;2 years;Gabonese;2024;1.0
8129;Total male and female;2 years;Gambian;2014;2.0
8130;Total male and female;2 years;Gambian;2015;2.0
8131;Total male and female;2 years;Gambian;2016;0.0
8132;Total male and female;2 years;Gambian;2017;0.0
8133;Total male and female;2 years;Gambian;2018;1.0
8134;Total male and female;2 years;Gambian;2019;4.0
8135;Total male and female;2 years;Gambian;2020;1.0
8136;Total male and female;2 years;Gambian;2021;3.0
8137;Total male and female;2 years;Gambian;2022;8.0
8138;Total male and female;2 years;Gambian;2023;5.0
8139;Total male and female;2 years;Gambian;2024;3.0
8140;Total male and female;2 years;Georgian;2014;7.0
8141;Total male and female;2 years;Georgian;2015;4.0
8142;Total male and female;2 years;Georgian;2016;8.0
8143;Total male and female;2 years;Georgian;2017;5.0
8144;Total male and female;2 years;Georgian;2018;2.0
8145;Total male and female;2 years;Georgian;2019;9.0
8146;Total male and female;2 years;Georgian;2020;7.0
8147;Total male and female;2 years;Georgian;2021;12.0
8148;Total male and female;2 years;Georgian;2022;6.0
8149;Total male and female;2 years;Georgian;2023;13.0
8150;Total male and female;2 years;Georgian;2024;10.0
8151;Total male and female;2 years;German;2014;430.0
8152;Total male and female;2 years;German;2015;470.0
8153;Total male and female;2 years;German;2016;429.0
8154;Total male and female;2 years;German;2017;436.0
8155;Total male and female;2 years;German;2018;452.0
8156;Total male and female;2 years;German;2019;414.0
8157;Total male and female;2 years;German;2020;436.0
8158;Total male and female;2 years;German;2021;414.0
8159;Total male and female;2 years;German;2022;453.0
8160;Total male and female;2 years;German;2023;425.0
8161;Total male and female;2 years;German;2024;479.0
8162;Total male and female;2 years;Ghanaian;2014;54.0
8163;Total male and female;2 years;Ghanaian;2015;50.0
8164;Total male and female;2 years;Ghanaian;2016;53.0
8165;Total male and female;2 years;Ghanaian;2017;51.0
8166;Total male and female;2 years;Ghanaian;2018;59.0
8167;Total male and female;2 years;Ghanaian;2019;45.0
8168;Total male and female;2 years;Ghanaian;2020;45.0
8169;Total male and female;2 years;Ghanaian;2021;38.0
8170;Total male and female;2 years;Ghanaian;2022;40.0
8171;Total male and female;2 years;Ghanaian;2023;33.0
8172;Total male and female;2 years;Ghanaian;2024;36.0
8173;Total male and female;2 years;Greek;2014;96.0
8174;Total male and female;2 years;Greek;2015;98.0
8175;Total male and female;2 years;Greek;2016;114.0
8176;Total male and female;2 years;Greek;2017;142.0
8177;Total male and female;2 years;Greek;2018;147.0
8178;Total male and female;2 years;Greek;2019;169.0
8179;Total male and female;2 years;Greek;2020;182.0
8180;Total male and female;2 years;Greek;2021;204.0
8181;Total male and female;2 years;Greek;2022;230.0
8182;Total male and female;2 years;Greek;2023;251.0
8183;Total male and female;2 years;Greek;2024;287.0
8184;Total male and female;2 years;Grenadian;2014;0.0
8185;Total male and female;2 years;Grenadian;2015;0.0
8186;Total male and female;2 years;Grenadian;2016;0.0
8187;Total male and female;2 years;Grenadian;2017;0.0
8188;Total male and female;2 years;Grenadian;2018;0.0
8189;Total male and female;2 years;Grenadian;2019;0.0
8190;Total male and female;2 years;Grenadian;2020;0.0
8191;Total male and female;2 years;Grenadian;2021;0.0
8192;Total male and female;2 years;Grenadian;2022;0.0
8193;Total male and female;2 years;Grenadian;2023;0.0
8194;Total male and female;2 years;Grenadian;2024;0.0
8195;Total male and female;2 years;Guatemalan;2014;1.0
8196;Total male and female;2 years;Guatemalan;2015;1.0
8197;Total male and female;2 years;Guatemalan;2016;0.0
8198;Total male and female;2 years;Guatemalan;2017;0.0
8199;Total male and female;2 years;Guatemalan;2018;0.0
8200;Total male and female;2 years;Guatemalan;2019;1.0
8201;Total male and female;2 years;Guatemalan;2020;2.0
8202;Total male and female;2 years;Guatemalan;2021;2.0
8203;Total male and female;2 years;Guatemalan;2022;1.0
8204;Total male and female;2 years;Guatemalan;2023;2.0
8205;Total male and female;2 years;Guatemalan;2024;0.0
8206;Total male and female;2 years;Citizen of Guinea-Bissau;2014;0.0
8207;Total male and female;2 years;Citizen of Guinea-Bissau;2015;1.0
8208;Total male and female;2 years;Citizen of Guinea-Bissau;2016;0.0
8209;Total male and female;2 years;Citizen of Guinea-Bissau;2017;0.0
8210;Total male and female;2 years;Citizen of Guinea-Bissau;2018;0.0
8211;Total male and female;2 years;Citizen of Guinea-Bissau;2019;0.0
8212;Total male and female;2 years;Citizen of Guinea-Bissau;2020;0.0
8213;Total male and female;2 years;Citizen of Guinea-Bissau;2021;0.0
8214;Total male and female;2 years;Citizen of Guinea-Bissau;2022;0.0
8215;Total male and female;2 years;Citizen of Guinea-Bissau;2023;0.0
8216;Total male and female;2 years;Citizen of Guinea-Bissau;2024;0.0
8217;Total male and female;2 years;Guinean;2014;9.0
8218;Total male and female;2 years;Guinean;2015;6.0
8219;Total male and female;2 years;Guinean;2016;11.0
8220;Total male and female;2 years;Guinean;2017;14.0
8221;Total male and female;2 years;Guinean;2018;16.0
8222;Total male and female;2 years;Guinean;2019;17.0
8223;Total male and female;2 years;Guinean;2020;16.0
8224;Total male and female;2 years;Guinean;2021;16.0
8225;Total male and female;2 years;Guinean;2022;22.0
8226;Total male and female;2 years;Guinean;2023;14.0
8227;Total male and female;2 years;Guinean;2024;14.0
