ID;VormenVanJeugdzorg;Regio;Perioden;BegroteKosten_1;GerealiseerdeKosten_2;BegroteKostenPer1000Inwoners_3;GerealiseerdeKostenPer1000Inwoners_4
345;JZ Totaal jeugdzorg;Assen;2016;;;;
346;JZ Totaal jeugdzorg;Assen;1e halfjaar 2017;;;;
347;JZ Totaal jeugdzorg;Assen;2e halfjaar 2017;;;;
348;JZ Totaal jeugdzorg;Assen;2017;;;;
349;JZ Totaal jeugdzorg;Assen;1e halfjaar 2018;;;;
350;JZ Totaal jeugdzorg;Assen;2e halfjaar 2018;;;;
351;JZ Totaal jeugdzorg;Assen;2018;28275.0;24677.0;417.0;364.0
352;JZ Totaal jeugdzorg;Assen;2019;27612.0;26357.0;406.0;387.0
353;JZ Totaal jeugdzorg;Assen;2020;28975.0;25464.0;422.0;371.0
354;JZ Totaal jeugdzorg;Assen;2021;27643.0;26042.0;401.0;378.0
355;JZ Totaal jeugdzorg;Assen;2022;25322.0;26696.0;367.0;387.0
356;JZ Totaal jeugdzorg;Assen;2023;26991.0;28184.0;388.0;406.0
357;JZ Totaal jeugdzorg;Asten;1e halfjaar 2015;;;;
358;JZ Totaal jeugdzorg;Asten;2e halfjaar 2015;;;;
359;JZ Totaal jeugdzorg;Asten;2015;;;;
360;JZ Totaal jeugdzorg;Asten;1e halfjaar 2016;;;;
361;JZ Totaal jeugdzorg;Asten;2e halfjaar 2016;;1289.0;;78.0
362;JZ Totaal jeugdzorg;Asten;2016;;;;
363;JZ Totaal jeugdzorg;Asten;1e halfjaar 2017;;;;
364;JZ Totaal jeugdzorg;Asten;2e halfjaar 2017;;;;
365;JZ Totaal jeugdzorg;Asten;2017;1795.0;3088.0;112.0;193.0
366;JZ Totaal jeugdzorg;Asten;1e halfjaar 2018;;;;
367;JZ Totaal jeugdzorg;Asten;2e halfjaar 2018;;;;
368;JZ Totaal jeugdzorg;Asten;2018;3064.0;3170.0;183.0;189.0
369;JZ Totaal jeugdzorg;Asten;2019;3142.0;3576.0;188.0;214.0
370;JZ Totaal jeugdzorg;Asten;2020;3676.0;4251.0;219.0;254.0
371;JZ Totaal jeugdzorg;Asten;2021;4340.0;4612.0;258.0;274.0
372;JZ Totaal jeugdzorg;Asten;2022;3742.0;3917.0;219.0;229.0
373;JZ Totaal jeugdzorg;Asten;2023;3908.0;5062.0;226.0;293.0
374;JZ Totaal jeugdzorg;Baarle-Nassau;1e halfjaar 2015;;;;
375;JZ Totaal jeugdzorg;Baarle-Nassau;2e halfjaar 2015;;;;
376;JZ Totaal jeugdzorg;Baarle-Nassau;2015;;;;
377;JZ Totaal jeugdzorg;Baarle-Nassau;1e halfjaar 2016;;;;
378;JZ Totaal jeugdzorg;Baarle-Nassau;2e halfjaar 2016;;;;
379;JZ Totaal jeugdzorg;Baarle-Nassau;2016;;;;
380;JZ Totaal jeugdzorg;Baarle-Nassau;1e halfjaar 2017;;;;
381;JZ Totaal jeugdzorg;Baarle-Nassau;2e halfjaar 2017;;;;
382;JZ Totaal jeugdzorg;Baarle-Nassau;2017;1024.0;945.0;170.0;157.0
383;JZ Totaal jeugdzorg;Baarle-Nassau;1e halfjaar 2018;;;;
384;JZ Totaal jeugdzorg;Baarle-Nassau;2e halfjaar 2018;;;;
385;JZ Totaal jeugdzorg;Baarle-Nassau;2018;1127.0;980.0;165.0;144.0
386;JZ Totaal jeugdzorg;Baarle-Nassau;2019;974.0;1008.0;142.0;147.0
387;JZ Totaal jeugdzorg;Baarle-Nassau;2020;1043.0;1101.0;152.0;160.0
388;JZ Totaal jeugdzorg;Baarle-Nassau;2021;1300.0;1399.0;188.0;202.0
389;JZ Totaal jeugdzorg;Baarle-Nassau;2022;1146.0;1535.0;165.0;221.0
390;JZ Totaal jeugdzorg;Baarle-Nassau;2023;1251.0;1444.0;176.0;204.0
391;JZ Totaal jeugdzorg;Baarn;1e halfjaar 2015;;;;
392;JZ Totaal jeugdzorg;Baarn;2e halfjaar 2015;;;;
393;JZ Totaal jeugdzorg;Baarn;2015;;;;
394;JZ Totaal jeugdzorg;Baarn;1e halfjaar 2016;;;;
395;JZ Totaal jeugdzorg;Baarn;2e halfjaar 2016;;;;
396;JZ Totaal jeugdzorg;Baarn;2016;;;;
397;JZ Totaal jeugdzorg;Baarn;1e halfjaar 2017;;;;
398;JZ Totaal jeugdzorg;Baarn;2e halfjaar 2017;;;;
399;JZ Totaal jeugdzorg;Baarn;2017;;;;
400;JZ Totaal jeugdzorg;Baarn;1e halfjaar 2018;;;;
401;JZ Totaal jeugdzorg;Baarn;2e halfjaar 2018;;;;
402;JZ Totaal jeugdzorg;Baarn;2018;3665.0;4497.0;148.0;182.0
403;JZ Totaal jeugdzorg;Baarn;2019;3466.0;4986.0;139.0;201.0
404;JZ Totaal jeugdzorg;Baarn;2020;5327.0;5671.0;214.0;228.0
405;JZ Totaal jeugdzorg;Baarn;2021;5887.0;6195.0;237.0;249.0
406;JZ Totaal jeugdzorg;Baarn;2022;6189.0;6912.0;248.0;277.0
407;JZ Totaal jeugdzorg;Baarn;2023;5997.0;7469.0;239.0;298.0
408;JZ Totaal jeugdzorg;Barendrecht;1e halfjaar 2015;;;;
409;JZ Totaal jeugdzorg;Barendrecht;2e halfjaar 2015;;;;
410;JZ Totaal jeugdzorg;Barendrecht;2015;;;;
411;JZ Totaal jeugdzorg;Barendrecht;1e halfjaar 2016;;;;
412;JZ Totaal jeugdzorg;Barendrecht;2e halfjaar 2016;;;;
413;JZ Totaal jeugdzorg;Barendrecht;2016;;;;
414;JZ Totaal jeugdzorg;Barendrecht;1e halfjaar 2017;;;;
415;JZ Totaal jeugdzorg;Barendrecht;2e halfjaar 2017;;;;
416;JZ Totaal jeugdzorg;Barendrecht;2017;;;;
417;JZ Totaal jeugdzorg;Barendrecht;1e halfjaar 2018;;;;
418;JZ Totaal jeugdzorg;Barendrecht;2e halfjaar 2018;;;;
419;JZ Totaal jeugdzorg;Barendrecht;2018;;2908.0;;60.0
420;JZ Totaal jeugdzorg;Barendrecht;2019;3216.0;3934.0;66.0;80.0
421;JZ Totaal jeugdzorg;Barendrecht;2020;4144.0;4633.0;85.0;95.0
422;JZ Totaal jeugdzorg;Barendrecht;2021;4938.0;4954.0;101.0;101.0
423;JZ Totaal jeugdzorg;Barendrecht;2022;4778.0;4772.0;98.0;97.0
424;JZ Totaal jeugdzorg;Barendrecht;2023;4613.0;4269.0;94.0;87.0
425;JZ Totaal jeugdzorg;Barneveld;1e halfjaar 2015;;;;
426;JZ Totaal jeugdzorg;Barneveld;2e halfjaar 2015;;;;
427;JZ Totaal jeugdzorg;Barneveld;2015;;;;
428;JZ Totaal jeugdzorg;Barneveld;1e halfjaar 2016;;;;
429;JZ Totaal jeugdzorg;Barneveld;2e halfjaar 2016;;;;
430;JZ Totaal jeugdzorg;Barneveld;2016;;;;
431;JZ Totaal jeugdzorg;Barneveld;1e halfjaar 2017;;;;
432;JZ Totaal jeugdzorg;Barneveld;2e halfjaar 2017;;;;
433;JZ Totaal jeugdzorg;Barneveld;2017;;;;
434;JZ Totaal jeugdzorg;Barneveld;1e halfjaar 2018;;;;
435;JZ Totaal jeugdzorg;Barneveld;2e halfjaar 2018;;;;
436;JZ Totaal jeugdzorg;Barneveld;2018;18725.0;18650.0;326.0;325.0
437;JZ Totaal jeugdzorg;Barneveld;2019;20576.0;20590.0;354.0;355.0
438;JZ Totaal jeugdzorg;Barneveld;2020;21537.0;22780.0;364.0;385.0
439;JZ Totaal jeugdzorg;Barneveld;2021;25294.0;23505.0;421.0;391.0
440;JZ Totaal jeugdzorg;Barneveld;2022;15246.0;14122.0;251.0;233.0
441;JZ Totaal jeugdzorg;Barneveld;2023;16501.0;16866.0;267.0;273.0
442;JZ Totaal jeugdzorg;Bedum;1e halfjaar 2015;;;;
443;JZ Totaal jeugdzorg;Bedum;2e halfjaar 2015;;;;
444;JZ Totaal jeugdzorg;Bedum;2015;;;;
445;JZ Totaal jeugdzorg;Bedum;1e halfjaar 2016;;;;
446;JZ Totaal jeugdzorg;Bedum;2e halfjaar 2016;;;;
447;JZ Totaal jeugdzorg;Bedum;2016;;;;
448;JZ Totaal jeugdzorg;Bedum;1e halfjaar 2017;;;;
449;JZ Totaal jeugdzorg;Bedum;2e halfjaar 2017;;;;
450;JZ Totaal jeugdzorg;Bedum;2017;;;;
451;JZ Totaal jeugdzorg;Bedum;1e halfjaar 2018;;;;
452;JZ Totaal jeugdzorg;Bedum;2e halfjaar 2018;;;;
453;JZ Totaal jeugdzorg;Bedum;2018;;;;
454;JZ Totaal jeugdzorg;Bedum;2019;;;;
455;JZ Totaal jeugdzorg;Bedum;2020;;;;
456;JZ Totaal jeugdzorg;Bedum;2021;;;;
457;JZ Totaal jeugdzorg;Bedum;2022;;;;
458;JZ Totaal jeugdzorg;Bedum;2023;;;;
459;JZ Totaal jeugdzorg;Beek (L.);1e halfjaar 2015;;1197.0;;74.0
460;JZ Totaal jeugdzorg;Beek (L.);2e halfjaar 2015;;1197.0;;74.0
461;JZ Totaal jeugdzorg;Beek (L.);2015;;2393.0;;148.0
462;JZ Totaal jeugdzorg;Beek (L.);1e halfjaar 2016;;1468.0;;91.0
463;JZ Totaal jeugdzorg;Beek (L.);2e halfjaar 2016;;1468.0;;91.0
464;JZ Totaal jeugdzorg;Beek (L.);2016;;2935.0;;183.0
465;JZ Totaal jeugdzorg;Beek (L.);1e halfjaar 2017;;1582.0;;99.0
466;JZ Totaal jeugdzorg;Beek (L.);2e halfjaar 2017;;;;
467;JZ Totaal jeugdzorg;Beek (L.);2017;;;;
468;JZ Totaal jeugdzorg;Beek (L.);1e halfjaar 2018;;;;
469;JZ Totaal jeugdzorg;Beek (L.);2e halfjaar 2018;;;;
470;JZ Totaal jeugdzorg;Beek (L.);2018;3354.0;3444.0;211.0;216.0
471;JZ Totaal jeugdzorg;Beek (L.);2019;3275.0;3122.0;205.0;196.0
472;JZ Totaal jeugdzorg;Beek (L.);2020;3145.0;3340.0;198.0;210.0
473;JZ Totaal jeugdzorg;Beek (L.);2021;3944.0;4042.0;248.0;254.0
474;JZ Totaal jeugdzorg;Beek (L.);2022;4266.0;3954.0;269.0;249.0
475;JZ Totaal jeugdzorg;Beek (L.);2023;4478.0;4653.0;277.0;288.0
476;JZ Totaal jeugdzorg;Beekdaelen;1e halfjaar 2015;;;;
477;JZ Totaal jeugdzorg;Beekdaelen;2e halfjaar 2015;;;;
478;JZ Totaal jeugdzorg;Beekdaelen;2015;;;;
479;JZ Totaal jeugdzorg;Beekdaelen;1e halfjaar 2016;;;;
480;JZ Totaal jeugdzorg;Beekdaelen;2e halfjaar 2016;;;;
481;JZ Totaal jeugdzorg;Beekdaelen;2016;;;;
482;JZ Totaal jeugdzorg;Beekdaelen;1e halfjaar 2017;;;;
483;JZ Totaal jeugdzorg;Beekdaelen;2e halfjaar 2017;;;;
484;JZ Totaal jeugdzorg;Beekdaelen;2017;;;;
485;JZ Totaal jeugdzorg;Beekdaelen;1e halfjaar 2018;;;;
486;JZ Totaal jeugdzorg;Beekdaelen;2e halfjaar 2018;;;;
487;JZ Totaal jeugdzorg;Beekdaelen;2018;;;;
488;JZ Totaal jeugdzorg;Beekdaelen;2019;7509.0;9355.0;210.0;261.0
489;JZ Totaal jeugdzorg;Beekdaelen;2020;10631.0;10083.0;295.0;280.0
490;JZ Totaal jeugdzorg;Beekdaelen;2021;10517.0;10460.0;291.0;290.0
491;JZ Totaal jeugdzorg;Beekdaelen;2022;10981.0;10263.0;305.0;285.0
492;JZ Totaal jeugdzorg;Beekdaelen;2023;11585.0;11695.0;322.0;325.0
493;JZ Totaal jeugdzorg;Beemster;1e halfjaar 2015;;;;
494;JZ Totaal jeugdzorg;Beemster;2e halfjaar 2015;;;;
495;JZ Totaal jeugdzorg;Beemster;2015;;;;
496;JZ Totaal jeugdzorg;Beemster;1e halfjaar 2016;;;;
497;JZ Totaal jeugdzorg;Beemster;2e halfjaar 2016;;;;
498;JZ Totaal jeugdzorg;Beemster;2016;;;;
499;JZ Totaal jeugdzorg;Beemster;1e halfjaar 2017;;;;
500;JZ Totaal jeugdzorg;Beemster;2e halfjaar 2017;;;;
501;JZ Totaal jeugdzorg;Beemster;2017;;;;
502;JZ Totaal jeugdzorg;Beemster;1e halfjaar 2018;;;;
503;JZ Totaal jeugdzorg;Beemster;2e halfjaar 2018;;;;
504;JZ Totaal jeugdzorg;Beemster;2018;;;;
505;JZ Totaal jeugdzorg;Beemster;2019;;;;
506;JZ Totaal jeugdzorg;Beemster;2020;2030.0;2054.0;202.0;204.0
507;JZ Totaal jeugdzorg;Beemster;2021;2325.0;2352.0;230.0;232.0
508;JZ Totaal jeugdzorg;Beemster;2022;;;;
509;JZ Totaal jeugdzorg;Beemster;2023;;;;
510;JZ Totaal jeugdzorg;Beesel;1e halfjaar 2015;;;;
511;JZ Totaal jeugdzorg;Beesel;2e halfjaar 2015;;;;
512;JZ Totaal jeugdzorg;Beesel;2015;;;;
513;JZ Totaal jeugdzorg;Beesel;1e halfjaar 2016;0.0;1035.0;0.0;77.0
514;JZ Totaal jeugdzorg;Beesel;2e halfjaar 2016;0.0;717.0;0.0;54.0
515;JZ Totaal jeugdzorg;Beesel;2016;0.0;1752.0;0.0;131.0
516;JZ Totaal jeugdzorg;Beesel;1e halfjaar 2017;;94811.0;;7073.0
517;JZ Totaal jeugdzorg;Beesel;2e halfjaar 2017;;1215.0;;91.0
518;JZ Totaal jeugdzorg;Beesel;2017;;96025.0;;7163.0
519;JZ Totaal jeugdzorg;Beesel;1e halfjaar 2018;;;;
520;JZ Totaal jeugdzorg;Beesel;2e halfjaar 2018;;;;
521;JZ Totaal jeugdzorg;Beesel;2018;3357.0;2644.0;249.0;196.0
522;JZ Totaal jeugdzorg;Beesel;2019;3127.0;3386.0;231.0;250.0
523;JZ Totaal jeugdzorg;Beesel;2020;3568.0;4279.0;264.0;317.0
524;JZ Totaal jeugdzorg;Beesel;2021;4044.0;3871.0;300.0;287.0
525;JZ Totaal jeugdzorg;Beesel;2022;4438.0;4151.0;331.0;309.0
526;JZ Totaal jeugdzorg;Beesel;2023;4511.0;4569.0;335.0;339.0
527;JZ Totaal jeugdzorg;Bellingwedde;1e halfjaar 2015;;;;
528;JZ Totaal jeugdzorg;Bellingwedde;2e halfjaar 2015;;;;
529;JZ Totaal jeugdzorg;Bellingwedde;2015;;;;
530;JZ Totaal jeugdzorg;Bellingwedde;1e halfjaar 2016;;;;
531;JZ Totaal jeugdzorg;Bellingwedde;2e halfjaar 2016;;;;
532;JZ Totaal jeugdzorg;Bellingwedde;2016;;;;
533;JZ Totaal jeugdzorg;Bellingwedde;1e halfjaar 2017;;;;
534;JZ Totaal jeugdzorg;Bellingwedde;2e halfjaar 2017;;;;
535;JZ Totaal jeugdzorg;Bellingwedde;2017;;;;
536;JZ Totaal jeugdzorg;Bellingwedde;1e halfjaar 2018;;;;
537;JZ Totaal jeugdzorg;Bellingwedde;2e halfjaar 2018;;;;
538;JZ Totaal jeugdzorg;Bellingwedde;2018;;;;
539;JZ Totaal jeugdzorg;Bellingwedde;2019;;;;
540;JZ Totaal jeugdzorg;Bellingwedde;2020;;;;
541;JZ Totaal jeugdzorg;Bellingwedde;2021;;;;
542;JZ Totaal jeugdzorg;Bellingwedde;2022;;;;
543;JZ Totaal jeugdzorg;Bellingwedde;2023;;;;
544;JZ Totaal jeugdzorg;Berg en Dal;1e halfjaar 2015;;;;
545;JZ Totaal jeugdzorg;Berg en Dal;2e halfjaar 2015;;;;
546;JZ Totaal jeugdzorg;Berg en Dal;2015;;;;
547;JZ Totaal jeugdzorg;Berg en Dal;1e halfjaar 2016;;;;
548;JZ Totaal jeugdzorg;Berg en Dal;2e halfjaar 2016;;;;
549;JZ Totaal jeugdzorg;Berg en Dal;2016;;;;
550;JZ Totaal jeugdzorg;Berg en Dal;1e halfjaar 2017;;;;
551;JZ Totaal jeugdzorg;Berg en Dal;2e halfjaar 2017;;;;
552;JZ Totaal jeugdzorg;Berg en Dal;2017;;;;
553;JZ Totaal jeugdzorg;Berg en Dal;1e halfjaar 2018;;;;
554;JZ Totaal jeugdzorg;Berg en Dal;2e halfjaar 2018;;;;
555;JZ Totaal jeugdzorg;Berg en Dal;2018;7570.0;7470.0;217.0;214.0
556;JZ Totaal jeugdzorg;Berg en Dal;2019;7891.0;8835.0;226.0;253.0
557;JZ Totaal jeugdzorg;Berg en Dal;2020;8497.0;9535.0;242.0;272.0
558;JZ Totaal jeugdzorg;Berg en Dal;2021;10200.0;10312.0;291.0;294.0
559;JZ Totaal jeugdzorg;Berg en Dal;2022;9257.0;8623.0;264.0;246.0
560;JZ Totaal jeugdzorg;Berg en Dal;2023;9918.0;10140.0;280.0;286.0
561;JZ Totaal jeugdzorg;Bergeijk;1e halfjaar 2015;;;;
562;JZ Totaal jeugdzorg;Bergeijk;2e halfjaar 2015;;;;
563;JZ Totaal jeugdzorg;Bergeijk;2015;;;;
564;JZ Totaal jeugdzorg;Bergeijk;1e halfjaar 2016;897.0;543.0;49.0;30.0
565;JZ Totaal jeugdzorg;Bergeijk;2e halfjaar 2016;897.0;473.0;49.0;26.0
566;JZ Totaal jeugdzorg;Bergeijk;2016;1794.0;1015.0;98.0;56.0
567;JZ Totaal jeugdzorg;Bergeijk;1e halfjaar 2017;1262.0;757.0;69.0;41.0
568;JZ Totaal jeugdzorg;Bergeijk;2e halfjaar 2017;;;;
569;JZ Totaal jeugdzorg;Bergeijk;2017;;;;
570;JZ Totaal jeugdzorg;Bergeijk;1e halfjaar 2018;;;;
571;JZ Totaal jeugdzorg;Bergeijk;2e halfjaar 2018;;;;
572;JZ Totaal jeugdzorg;Bergeijk;2018;;3285.0;;178.0
573;JZ Totaal jeugdzorg;Bergeijk;2019;2963.0;3331.0;160.0;180.0
574;JZ Totaal jeugdzorg;Bergeijk;2020;2997.0;3217.0;160.0;172.0
575;JZ Totaal jeugdzorg;Bergeijk;2021;3019.0;3228.0;161.0;172.0
576;JZ Totaal jeugdzorg;Bergeijk;2022;3056.0;3111.0;161.0;164.0
577;JZ Totaal jeugdzorg;Bergeijk;2023;3113.0;3253.0;163.0;170.0
578;JZ Totaal jeugdzorg;Bergen (L.);1e halfjaar 2015;;769.0;;58.0
579;JZ Totaal jeugdzorg;Bergen (L.);2e halfjaar 2015;;961.0;;73.0
580;JZ Totaal jeugdzorg;Bergen (L.);2015;;1730.0;;132.0
581;JZ Totaal jeugdzorg;Bergen (L.);1e halfjaar 2016;;;;
582;JZ Totaal jeugdzorg;Bergen (L.);2e halfjaar 2016;;;;
583;JZ Totaal jeugdzorg;Bergen (L.);2016;;;;
584;JZ Totaal jeugdzorg;Bergen (L.);1e halfjaar 2017;;;;
585;JZ Totaal jeugdzorg;Bergen (L.);2e halfjaar 2017;;;;
586;JZ Totaal jeugdzorg;Bergen (L.);2017;;;;
587;JZ Totaal jeugdzorg;Bergen (L.);1e halfjaar 2018;;;;
588;JZ Totaal jeugdzorg;Bergen (L.);2e halfjaar 2018;;;;
589;JZ Totaal jeugdzorg;Bergen (L.);2018;;;;
590;JZ Totaal jeugdzorg;Bergen (L.);2019;;821.0;;62.0
591;JZ Totaal jeugdzorg;Bergen (L.);2020;2945.0;3325.0;225.0;254.0
592;JZ Totaal jeugdzorg;Bergen (L.);2021;3110.0;3374.0;237.0;257.0
593;JZ Totaal jeugdzorg;Bergen (L.);2022;2834.0;3208.0;216.0;244.0
594;JZ Totaal jeugdzorg;Bergen (L.);2023;2783.0;3309.0;212.0;252.0
595;JZ Totaal jeugdzorg;Bergen (NH.);1e halfjaar 2015;;;;
596;JZ Totaal jeugdzorg;Bergen (NH.);2e halfjaar 2015;;;;
597;JZ Totaal jeugdzorg;Bergen (NH.);2015;;;;
598;JZ Totaal jeugdzorg;Bergen (NH.);1e halfjaar 2016;;;;
599;JZ Totaal jeugdzorg;Bergen (NH.);2e halfjaar 2016;;;;
600;JZ Totaal jeugdzorg;Bergen (NH.);2016;;;;
601;JZ Totaal jeugdzorg;Bergen (NH.);1e halfjaar 2017;;;;
602;JZ Totaal jeugdzorg;Bergen (NH.);2e halfjaar 2017;;;;
603;JZ Totaal jeugdzorg;Bergen (NH.);2017;2829.0;2632.0;97.0;90.0
604;JZ Totaal jeugdzorg;Bergen (NH.);1e halfjaar 2018;;;;
605;JZ Totaal jeugdzorg;Bergen (NH.);2e halfjaar 2018;;;;
606;JZ Totaal jeugdzorg;Bergen (NH.);2018;3460.0;3069.0;115.0;102.0
607;JZ Totaal jeugdzorg;Bergen (NH.);2019;2910.0;4238.0;97.0;141.0
608;JZ Totaal jeugdzorg;Bergen (NH.);2020;3181.0;4416.0;106.0;148.0
609;JZ Totaal jeugdzorg;Bergen (NH.);2021;2818.0;4903.0;94.0;165.0
610;JZ Totaal jeugdzorg;Bergen (NH.);2022;2770.0;3763.0;93.0;126.0
611;JZ Totaal jeugdzorg;Bergen (NH.);2023;4928.0;4719.0;163.0;156.0
612;JZ Totaal jeugdzorg;Bergen op Zoom;1e halfjaar 2015;;;;
613;JZ Totaal jeugdzorg;Bergen op Zoom;2e halfjaar 2015;;;;
614;JZ Totaal jeugdzorg;Bergen op Zoom;2015;;;;
615;JZ Totaal jeugdzorg;Bergen op Zoom;1e halfjaar 2016;;;;
616;JZ Totaal jeugdzorg;Bergen op Zoom;2e halfjaar 2016;;;;
617;JZ Totaal jeugdzorg;Bergen op Zoom;2016;;;;
618;JZ Totaal jeugdzorg;Bergen op Zoom;1e halfjaar 2017;;;;
619;JZ Totaal jeugdzorg;Bergen op Zoom;2e halfjaar 2017;;;;
620;JZ Totaal jeugdzorg;Bergen op Zoom;2017;;;;
621;JZ Totaal jeugdzorg;Bergen op Zoom;1e halfjaar 2018;;;;
622;JZ Totaal jeugdzorg;Bergen op Zoom;2e halfjaar 2018;;;;
623;JZ Totaal jeugdzorg;Bergen op Zoom;2018;;;;
624;JZ Totaal jeugdzorg;Bergen op Zoom;2019;;;;
625;JZ Totaal jeugdzorg;Bergen op Zoom;2020;;;;
626;JZ Totaal jeugdzorg;Bergen op Zoom;2021;;;;
627;JZ Totaal jeugdzorg;Bergen op Zoom;2022;;;;
628;JZ Totaal jeugdzorg;Bergen op Zoom;2023;;;;
629;JZ Totaal jeugdzorg;Berkelland;1e halfjaar 2015;;;;
630;JZ Totaal jeugdzorg;Berkelland;2e halfjaar 2015;;;;
631;JZ Totaal jeugdzorg;Berkelland;2015;;;;
632;JZ Totaal jeugdzorg;Berkelland;1e halfjaar 2016;;;;
633;JZ Totaal jeugdzorg;Berkelland;2e halfjaar 2016;0.0;7478.0;0.0;168.0
634;JZ Totaal jeugdzorg;Berkelland;2016;;;;
635;JZ Totaal jeugdzorg;Berkelland;1e halfjaar 2017;;;;
636;JZ Totaal jeugdzorg;Berkelland;2e halfjaar 2017;;;;
637;JZ Totaal jeugdzorg;Berkelland;2017;8751.0;8963.0;198.0;203.0
638;JZ Totaal jeugdzorg;Berkelland;1e halfjaar 2018;;;;
639;JZ Totaal jeugdzorg;Berkelland;2e halfjaar 2018;;;;
640;JZ Totaal jeugdzorg;Berkelland;2018;9734.0;10108.0;221.0;229.0
641;JZ Totaal jeugdzorg;Berkelland;2019;9161.0;10566.0;208.0;240.0
642;JZ Totaal jeugdzorg;Berkelland;2020;10375.0;10670.0;237.0;243.0
643;JZ Totaal jeugdzorg;Berkelland;2021;10534.0;12167.0;240.0;277.0
644;JZ Totaal jeugdzorg;Berkelland;2022;11589.0;11434.0;264.0;260.0
645;JZ Totaal jeugdzorg;Berkelland;2023;10687.0;12810.0;242.0;291.0
646;JZ Totaal jeugdzorg;Bernheze;1e halfjaar 2015;;;;
647;JZ Totaal jeugdzorg;Bernheze;2e halfjaar 2015;;;;
648;JZ Totaal jeugdzorg;Bernheze;2015;;;;
649;JZ Totaal jeugdzorg;Bernheze;1e halfjaar 2016;0.0;2259.0;0.0;76.0
650;JZ Totaal jeugdzorg;Bernheze;2e halfjaar 2016;0.0;2259.0;0.0;76.0
651;JZ Totaal jeugdzorg;Bernheze;2016;0.0;4518.0;0.0;151.0
652;JZ Totaal jeugdzorg;Bernheze;1e halfjaar 2017;;;;
653;JZ Totaal jeugdzorg;Bernheze;2e halfjaar 2017;;;;
654;JZ Totaal jeugdzorg;Bernheze;2017;4956.0;4700.0;165.0;156.0
655;JZ Totaal jeugdzorg;Bernheze;1e halfjaar 2018;;;;
656;JZ Totaal jeugdzorg;Bernheze;2e halfjaar 2018;;;;
657;JZ Totaal jeugdzorg;Bernheze;2018;4603.0;4116.0;150.0;134.0
658;JZ Totaal jeugdzorg;Bernheze;2019;5492.0;5098.0;178.0;165.0
659;JZ Totaal jeugdzorg;Bernheze;2020;6059.0;5819.0;193.0;186.0
660;JZ Totaal jeugdzorg;Bernheze;2021;6450.0;6165.0;205.0;196.0
661;JZ Totaal jeugdzorg;Bernheze;2022;5846.0;5573.0;184.0;175.0
662;JZ Totaal jeugdzorg;Bernheze;2023;7631.0;7734.0;236.0;239.0
663;JZ Totaal jeugdzorg;Best;1e halfjaar 2015;;;;
664;JZ Totaal jeugdzorg;Best;2e halfjaar 2015;;;;
665;JZ Totaal jeugdzorg;Best;2015;;;;
666;JZ Totaal jeugdzorg;Best;1e halfjaar 2016;;;;
667;JZ Totaal jeugdzorg;Best;2e halfjaar 2016;;;;
668;JZ Totaal jeugdzorg;Best;2016;;;;
669;JZ Totaal jeugdzorg;Best;1e halfjaar 2017;3004.0;1486.0;103.0;51.0
670;JZ Totaal jeugdzorg;Best;2e halfjaar 2017;;;;
671;JZ Totaal jeugdzorg;Best;2017;;;;
672;JZ Totaal jeugdzorg;Best;1e halfjaar 2018;;;;
673;JZ Totaal jeugdzorg;Best;2e halfjaar 2018;;;;
674;JZ Totaal jeugdzorg;Best;2018;;;;
675;JZ Totaal jeugdzorg;Best;2019;4755.0;2683.0;159.0;89.0
676;JZ Totaal jeugdzorg;Best;2020;5242.0;5854.0;174.0;195.0
677;JZ Totaal jeugdzorg;Best;2021;6464.0;6734.0;213.0;222.0
678;JZ Totaal jeugdzorg;Best;2022;6834.0;6425.0;223.0;209.0
679;JZ Totaal jeugdzorg;Best;2023;8375.0;8254.0;271.0;267.0
680;JZ Totaal jeugdzorg;Beuningen;1e halfjaar 2015;;;;
681;JZ Totaal jeugdzorg;Beuningen;2e halfjaar 2015;;;;
682;JZ Totaal jeugdzorg;Beuningen;2015;;;;
683;JZ Totaal jeugdzorg;Beuningen;1e halfjaar 2016;;;;
684;JZ Totaal jeugdzorg;Beuningen;2e halfjaar 2016;;;;
685;JZ Totaal jeugdzorg;Beuningen;2016;;;;
686;JZ Totaal jeugdzorg;Beuningen;1e halfjaar 2017;;;;
687;JZ Totaal jeugdzorg;Beuningen;2e halfjaar 2017;;;;
688;JZ Totaal jeugdzorg;Beuningen;2017;;;;
689;JZ Totaal jeugdzorg;Beuningen;1e halfjaar 2018;;;;
690;JZ Totaal jeugdzorg;Beuningen;2e halfjaar 2018;;;;
691;JZ Totaal jeugdzorg;Beuningen;2018;;;;
692;JZ Totaal jeugdzorg;Beuningen;2019;;;;
693;JZ Totaal jeugdzorg;Beuningen;2020;;6662.0;;257.0
694;JZ Totaal jeugdzorg;Beuningen;2021;7946.0;8516.0;303.0;325.0
695;JZ Totaal jeugdzorg;Beuningen;2022;8513.0;8264.0;324.0;315.0
696;JZ Totaal jeugdzorg;Beuningen;2023;8488.0;8818.0;319.0;331.0
697;JZ Totaal jeugdzorg;Beverwijk;1e halfjaar 2015;;;;
698;JZ Totaal jeugdzorg;Beverwijk;2e halfjaar 2015;;;;
699;JZ Totaal jeugdzorg;Beverwijk;2015;;;;
700;JZ Totaal jeugdzorg;Beverwijk;1e halfjaar 2016;;;;
