ID;Mineralen;Mestsoorten;Perioden;TotaalAfzetBuitenDeLandbouw_1;MestexportNetto_2;HobbybedrijvenEnParticulieren_3;Natuurterreinen_4;Mestverwerking_5
1550;Fosfaat (P2O5);Mest van paarden en pony's;2010;0.1;0.1;0.0;0.0;0.0
1551;Fosfaat (P2O5);Mest van paarden en pony's;2011;0.1;0.1;0.0;0.0;0.0
1552;Fosfaat (P2O5);Mest van paarden en pony's;2012;0.1;0.0;0.0;0.0;0.0
1553;Fosfaat (P2O5);Mest van paarden en pony's;2013;0.1;0.0;0.0;0.0;0.0
1554;Fosfaat (P2O5);Mest van paarden en pony's;2014;0.1;0.1;0.0;0.0;0.0
1555;Fosfaat (P2O5);Mest van paarden en pony's;2015;0.1;0.1;0.0;0.0;0.0
1556;Fosfaat (P2O5);Mest van paarden en pony's;2016;0.1;0.1;0.0;0.0;0.0
1557;Fosfaat (P2O5);Mest van paarden en pony's;2017;0.1;0.1;0.0;0.0;0.0
1558;Fosfaat (P2O5);Mest van paarden en pony's;2018;0.3;0.3;0.0;0.0;0.0
1559;Fosfaat (P2O5);Mest van paarden en pony's;2019;0.4;0.3;0.0;0.1;0.0
1560;Fosfaat (P2O5);Mest van paarden en pony's;2020;0.4;0.3;0.0;0.1;0.0
1561;Fosfaat (P2O5);Mest van paarden en pony's;2021;0.4;0.3;0.0;0.1;0.0
1562;Fosfaat (P2O5);Mest van paarden en pony's;2022;0.5;0.4;0.0;0.1;0.0
1563;Fosfaat (P2O5);Mest van paarden en pony's;2023;0.7;0.6;0.0;0.1;0.0
1564;Fosfaat (P2O5);Schapenmest;1990;0.1;0.0;0.1;;0.0
1565;Fosfaat (P2O5);Schapenmest;1991;0.0;0.0;0.0;;0.0
1566;Fosfaat (P2O5);Schapenmest;1992;0.0;0.0;0.0;;0.0
1567;Fosfaat (P2O5);Schapenmest;1993;0.0;0.0;0.0;;0.0
1568;Fosfaat (P2O5);Schapenmest;1994;0.0;0.0;0.0;;0.0
1569;Fosfaat (P2O5);Schapenmest;1995;0.0;0.0;0.0;;0.0
1570;Fosfaat (P2O5);Schapenmest;1996;0.0;0.0;0.0;;0.0
1571;Fosfaat (P2O5);Schapenmest;1997;0.0;0.0;0.0;;0.0
1572;Fosfaat (P2O5);Schapenmest;1998;0.0;0.0;0.0;;0.0
1573;Fosfaat (P2O5);Schapenmest;1999;0.0;0.0;0.0;;0.0
1574;Fosfaat (P2O5);Schapenmest;2000;0.0;0.0;0.0;;0.0
1575;Fosfaat (P2O5);Schapenmest;2001;0.0;0.0;0.0;;0.0
1576;Fosfaat (P2O5);Schapenmest;2002;0.0;0.0;0.0;;0.0
1577;Fosfaat (P2O5);Schapenmest;2003;0.0;0.0;0.0;;0.0
1578;Fosfaat (P2O5);Schapenmest;2004;0.0;0.0;0.0;;0.0
1579;Fosfaat (P2O5);Schapenmest;2005;0.3;0.0;0.3;;0.0
1580;Fosfaat (P2O5);Schapenmest;2006;0.1;0.0;0.1;0.1;0.0
1581;Fosfaat (P2O5);Schapenmest;2007;0.1;0.0;0.0;0.1;0.0
1582;Fosfaat (P2O5);Schapenmest;2008;0.1;0.0;0.0;0.1;0.0
1583;Fosfaat (P2O5);Schapenmest;2009;0.1;0.0;0.0;0.1;0.0
1584;Fosfaat (P2O5);Schapenmest;2010;0.1;0.0;0.0;0.1;0.0
1585;Fosfaat (P2O5);Schapenmest;2011;0.1;0.0;0.0;0.1;0.0
1586;Fosfaat (P2O5);Schapenmest;2012;0.1;0.0;0.0;0.1;0.0
1587;Fosfaat (P2O5);Schapenmest;2013;0.1;0.0;0.0;0.1;0.0
1588;Fosfaat (P2O5);Schapenmest;2014;0.1;0.0;0.0;0.1;0.0
1589;Fosfaat (P2O5);Schapenmest;2015;0.1;0.0;0.0;0.1;0.0
1590;Fosfaat (P2O5);Schapenmest;2016;0.1;0.0;0.0;0.1;0.0
1591;Fosfaat (P2O5);Schapenmest;2017;0.1;0.0;0.0;0.1;0.0
1592;Fosfaat (P2O5);Schapenmest;2018;0.1;0.0;0.0;0.1;0.0
1593;Fosfaat (P2O5);Schapenmest;2019;0.1;0.0;0.0;0.1;0.0
1594;Fosfaat (P2O5);Schapenmest;2020;0.1;0.0;0.0;0.1;0.0
1595;Fosfaat (P2O5);Schapenmest;2021;0.1;0.0;0.0;0.1;0.0
1596;Fosfaat (P2O5);Schapenmest;2022;0.1;0.0;0.0;0.1;0.0
1597;Fosfaat (P2O5);Schapenmest;2023;0.1;0.0;0.0;0.1;0.0
1598;Fosfaat (P2O5);Geitenmest;1990;0.0;0.0;0.0;;0.0
1599;Fosfaat (P2O5);Geitenmest;1991;0.0;0.0;0.0;;0.0
1600;Fosfaat (P2O5);Geitenmest;1992;0.0;0.0;0.0;;0.0
1601;Fosfaat (P2O5);Geitenmest;1993;0.0;0.0;0.0;;0.0
1602;Fosfaat (P2O5);Geitenmest;1994;0.0;0.0;0.0;;0.0
1603;Fosfaat (P2O5);Geitenmest;1995;0.0;0.0;0.0;;0.0
1604;Fosfaat (P2O5);Geitenmest;1996;0.0;0.0;0.0;;0.0
1605;Fosfaat (P2O5);Geitenmest;1997;0.0;0.0;0.0;;0.0
1606;Fosfaat (P2O5);Geitenmest;1998;0.0;0.0;0.0;;0.0
1607;Fosfaat (P2O5);Geitenmest;1999;0.0;0.0;0.0;;0.0
1608;Fosfaat (P2O5);Geitenmest;2000;0.0;0.0;0.0;;0.0
1609;Fosfaat (P2O5);Geitenmest;2001;0.0;0.0;0.0;;0.0
1610;Fosfaat (P2O5);Geitenmest;2002;0.0;0.0;0.0;;0.0
1611;Fosfaat (P2O5);Geitenmest;2003;0.0;0.0;0.0;;0.0
1612;Fosfaat (P2O5);Geitenmest;2004;0.0;0.0;0.0;;0.0
1613;Fosfaat (P2O5);Geitenmest;2005;0.0;0.0;0.0;;0.0
1614;Fosfaat (P2O5);Geitenmest;2006;0.0;0.0;0.0;0.0;0.0
1615;Fosfaat (P2O5);Geitenmest;2007;0.0;0.0;0.0;0.0;0.0
1616;Fosfaat (P2O5);Geitenmest;2008;0.0;0.0;0.0;0.0;0.0
1617;Fosfaat (P2O5);Geitenmest;2009;0.0;0.0;0.0;0.0;0.0
1618;Fosfaat (P2O5);Geitenmest;2010;0.1;0.0;0.1;0.0;0.0
1619;Fosfaat (P2O5);Geitenmest;2011;0.1;0.0;0.1;0.0;0.0
1620;Fosfaat (P2O5);Geitenmest;2012;0.2;0.1;0.1;0.0;0.0
1621;Fosfaat (P2O5);Geitenmest;2013;0.1;0.0;0.1;0.0;0.0
1622;Fosfaat (P2O5);Geitenmest;2014;0.1;0.0;0.0;0.0;0.0
1623;Fosfaat (P2O5);Geitenmest;2015;0.1;0.0;0.0;0.0;0.0
1624;Fosfaat (P2O5);Geitenmest;2016;0.1;0.1;0.0;0.0;0.0
1625;Fosfaat (P2O5);Geitenmest;2017;0.1;0.0;0.1;0.0;0.0
1626;Fosfaat (P2O5);Geitenmest;2018;0.1;0.0;0.0;0.0;0.0
1627;Fosfaat (P2O5);Geitenmest;2019;0.1;0.1;0.0;0.0;0.0
1628;Fosfaat (P2O5);Geitenmest;2020;0.2;0.1;0.0;0.0;0.0
1629;Fosfaat (P2O5);Geitenmest;2021;0.1;0.1;0.0;0.0;0.0
1630;Fosfaat (P2O5);Geitenmest;2022;0.1;0.1;0.0;0.0;0.0
1631;Fosfaat (P2O5);Geitenmest;2023;0.1;0.1;0.0;0.0;0.0
1632;Fosfaat (P2O5);Konijnenmest;1990;0.0;0.0;0.0;;0.0
1633;Fosfaat (P2O5);Konijnenmest;1991;0.0;0.0;0.0;;0.0
1634;Fosfaat (P2O5);Konijnenmest;1992;0.0;0.0;0.0;;0.0
1635;Fosfaat (P2O5);Konijnenmest;1993;0.0;0.0;0.0;;0.0
1636;Fosfaat (P2O5);Konijnenmest;1994;0.0;0.0;0.0;;0.0
1637;Fosfaat (P2O5);Konijnenmest;1995;0.0;0.0;0.0;;0.0
1638;Fosfaat (P2O5);Konijnenmest;1996;0.0;0.0;0.0;;0.0
1639;Fosfaat (P2O5);Konijnenmest;1997;0.0;0.0;0.0;;0.0
1640;Fosfaat (P2O5);Konijnenmest;1998;0.0;0.0;0.0;;0.0
1641;Fosfaat (P2O5);Konijnenmest;1999;0.0;0.0;0.0;;0.0
1642;Fosfaat (P2O5);Konijnenmest;2000;0.0;0.0;0.0;;0.0
1643;Fosfaat (P2O5);Konijnenmest;2001;0.0;0.0;0.0;;0.0
1644;Fosfaat (P2O5);Konijnenmest;2002;0.0;0.0;0.0;;0.0
1645;Fosfaat (P2O5);Konijnenmest;2003;0.2;0.2;0.0;;0.0
1646;Fosfaat (P2O5);Konijnenmest;2004;0.2;0.2;0.0;;0.0
1647;Fosfaat (P2O5);Konijnenmest;2005;0.0;0.0;0.0;;0.0
1648;Fosfaat (P2O5);Konijnenmest;2006;0.0;0.0;0.0;0.0;0.0
1649;Fosfaat (P2O5);Konijnenmest;2007;0.1;0.0;0.1;0.0;0.0
1650;Fosfaat (P2O5);Konijnenmest;2008;0.1;0.0;0.1;0.0;0.0
1651;Fosfaat (P2O5);Konijnenmest;2009;0.1;0.1;0.0;0.0;0.0
1652;Fosfaat (P2O5);Konijnenmest;2010;0.1;0.0;0.0;0.0;0.0
1653;Fosfaat (P2O5);Konijnenmest;2011;0.0;0.0;0.0;0.0;0.0
1654;Fosfaat (P2O5);Konijnenmest;2012;0.0;0.0;0.0;0.0;0.0
1655;Fosfaat (P2O5);Konijnenmest;2013;0.0;0.0;0.0;0.0;0.0
1656;Fosfaat (P2O5);Konijnenmest;2014;0.1;0.1;0.0;0.0;0.0
1657;Fosfaat (P2O5);Konijnenmest;2015;0.1;0.1;0.0;0.0;0.0
1658;Fosfaat (P2O5);Konijnenmest;2016;0.1;0.1;0.0;0.0;0.0
1659;Fosfaat (P2O5);Konijnenmest;2017;0.1;0.1;0.0;0.0;0.0
1660;Fosfaat (P2O5);Konijnenmest;2018;0.1;0.1;0.0;0.0;0.0
1661;Fosfaat (P2O5);Konijnenmest;2019;0.1;0.1;0.0;0.0;0.0
1662;Fosfaat (P2O5);Konijnenmest;2020;0.1;0.1;0.0;0.0;0.0
1663;Fosfaat (P2O5);Konijnenmest;2021;0.1;0.1;0.0;0.0;0.0
1664;Fosfaat (P2O5);Konijnenmest;2022;0.1;0.1;0.0;0.0;0.0
1665;Fosfaat (P2O5);Konijnenmest;2023;0.1;0.1;0.0;0.0;0.0
1666;Fosfaat (P2O5);Pelsdierenmest;1990;0.0;0.0;0.0;;0.0
1667;Fosfaat (P2O5);Pelsdierenmest;1991;0.0;0.0;0.0;;0.0
1668;Fosfaat (P2O5);Pelsdierenmest;1992;0.0;0.0;0.0;;0.0
1669;Fosfaat (P2O5);Pelsdierenmest;1993;0.0;0.0;0.0;;0.0
1670;Fosfaat (P2O5);Pelsdierenmest;1994;0.4;0.4;0.0;;0.0
1671;Fosfaat (P2O5);Pelsdierenmest;1995;0.4;0.4;0.0;;0.0
1672;Fosfaat (P2O5);Pelsdierenmest;1996;0.3;0.3;0.0;;0.0
1673;Fosfaat (P2O5);Pelsdierenmest;1997;0.0;0.0;0.0;;0.0
1674;Fosfaat (P2O5);Pelsdierenmest;1998;0.1;0.1;0.0;;0.0
1675;Fosfaat (P2O5);Pelsdierenmest;1999;0.2;0.2;0.0;;0.0
1676;Fosfaat (P2O5);Pelsdierenmest;2000;0.3;0.3;0.0;;0.0
1677;Fosfaat (P2O5);Pelsdierenmest;2001;0.8;0.8;0.0;;0.0
1678;Fosfaat (P2O5);Pelsdierenmest;2002;1.3;1.3;0.0;;0.0
1679;Fosfaat (P2O5);Pelsdierenmest;2003;1.1;1.1;0.0;;0.0
1680;Fosfaat (P2O5);Pelsdierenmest;2004;1.2;1.2;0.0;;0.0
1681;Fosfaat (P2O5);Pelsdierenmest;2005;0.0;0.0;0.0;;0.0
1682;Fosfaat (P2O5);Pelsdierenmest;2006;0.1;0.0;0.0;0.0;0.0
1683;Fosfaat (P2O5);Pelsdierenmest;2007;0.1;0.1;0.0;0.0;0.0
1684;Fosfaat (P2O5);Pelsdierenmest;2008;0.3;0.3;0.0;0.0;0.0
1685;Fosfaat (P2O5);Pelsdierenmest;2009;0.3;0.3;0.0;0.0;0.0
1686;Fosfaat (P2O5);Pelsdierenmest;2010;1.1;1.1;0.1;0.0;0.0
1687;Fosfaat (P2O5);Pelsdierenmest;2011;1.2;1.1;0.1;0.0;0.0
1688;Fosfaat (P2O5);Pelsdierenmest;2012;0.8;0.7;0.1;0.0;0.0
1689;Fosfaat (P2O5);Pelsdierenmest;2013;0.8;0.7;0.1;0.0;0.0
1690;Fosfaat (P2O5);Pelsdierenmest;2014;0.6;0.6;0.0;0.0;0.0
1691;Fosfaat (P2O5);Pelsdierenmest;2015;0.7;0.7;0.0;0.0;0.0
1692;Fosfaat (P2O5);Pelsdierenmest;2016;0.7;0.6;0.0;0.0;0.0
1693;Fosfaat (P2O5);Pelsdierenmest;2017;0.6;0.6;0.0;0.0;0.0
1694;Fosfaat (P2O5);Pelsdierenmest;2018;0.6;0.6;0.0;0.0;0.0
1695;Fosfaat (P2O5);Pelsdierenmest;2019;0.5;0.5;0.0;0.0;0.0
1696;Fosfaat (P2O5);Pelsdierenmest;2020;0.2;0.2;0.0;0.0;0.0
1697;Fosfaat (P2O5);Pelsdierenmest;2021;0.0;0.0;0.0;0.0;0.0
1698;Fosfaat (P2O5);Pelsdierenmest;2022;0.0;0.0;0.0;0.0;0.0
1699;Fosfaat (P2O5);Pelsdierenmest;2023;0.0;0.0;0.0;0.0;0.0
