ID;Vervoerstromen;Landen;SoortLading;Perioden;BrutoplusgewichtOvergeslagenGoederen_1
2105;Aanvoer naar Nederland;Indonesië;Natte bulk lading;2023;1558
2106;Aanvoer naar Nederland;Indonesië;Containers;2015;0
2107;Aanvoer naar Nederland;Indonesië;Containers;2016;0
2108;Aanvoer naar Nederland;Indonesië;Containers;2017;48
2109;Aanvoer naar Nederland;Indonesië;Containers;2018;44
2110;Aanvoer naar Nederland;Indonesië;Containers;2019;0
2111;Aanvoer naar Nederland;Indonesië;Containers;2020;0
2112;Aanvoer naar Nederland;Indonesië;Containers;2021;0
2113;Aanvoer naar Nederland;Indonesië;Containers;2022;4
2114;Aanvoer naar Nederland;Indonesië;Containers;2023;0
2115;Aanvoer naar Nederland;Indonesië;Roro-eenheden;2015;0
2116;Aanvoer naar Nederland;Indonesië;Roro-eenheden;2016;0
2117;Aanvoer naar Nederland;Indonesië;Roro-eenheden;2017;0
2118;Aanvoer naar Nederland;Indonesië;Roro-eenheden;2018;0
2119;Aanvoer naar Nederland;Indonesië;Roro-eenheden;2019;0
2120;Aanvoer naar Nederland;Indonesië;Roro-eenheden;2020;0
2121;Aanvoer naar Nederland;Indonesië;Roro-eenheden;2021;0
2122;Aanvoer naar Nederland;Indonesië;Roro-eenheden;2022;0
2123;Aanvoer naar Nederland;Indonesië;Roro-eenheden;2023;0
2124;Aanvoer naar Nederland;Indonesië;Stukgoederen/Overig;2015;15
2125;Aanvoer naar Nederland;Indonesië;Stukgoederen/Overig;2016;12
2126;Aanvoer naar Nederland;Indonesië;Stukgoederen/Overig;2017;42
2127;Aanvoer naar Nederland;Indonesië;Stukgoederen/Overig;2018;15
2128;Aanvoer naar Nederland;Indonesië;Stukgoederen/Overig;2019;16
2129;Aanvoer naar Nederland;Indonesië;Stukgoederen/Overig;2020;10
2130;Aanvoer naar Nederland;Indonesië;Stukgoederen/Overig;2021;30
2131;Aanvoer naar Nederland;Indonesië;Stukgoederen/Overig;2022;208
2132;Aanvoer naar Nederland;Indonesië;Stukgoederen/Overig;2023;73
2133;Aanvoer naar Nederland;Indonesië;Onbekende verschijningsvorm;2015;0
2134;Aanvoer naar Nederland;Indonesië;Onbekende verschijningsvorm;2016;0
2135;Aanvoer naar Nederland;Indonesië;Onbekende verschijningsvorm;2017;0
2136;Aanvoer naar Nederland;Indonesië;Onbekende verschijningsvorm;2018;0
2137;Aanvoer naar Nederland;Indonesië;Onbekende verschijningsvorm;2019;0
2138;Aanvoer naar Nederland;Indonesië;Onbekende verschijningsvorm;2020;0
2139;Aanvoer naar Nederland;Indonesië;Onbekende verschijningsvorm;2021;0
2140;Aanvoer naar Nederland;Indonesië;Onbekende verschijningsvorm;2022;0
2141;Aanvoer naar Nederland;Indonesië;Onbekende verschijningsvorm;2023;0
2142;Aanvoer naar Nederland;Japan;Totaal lading;2015;910
2143;Aanvoer naar Nederland;Japan;Totaal lading;2016;844
2144;Aanvoer naar Nederland;Japan;Totaal lading;2017;1123
2145;Aanvoer naar Nederland;Japan;Totaal lading;2018;1357
2146;Aanvoer naar Nederland;Japan;Totaal lading;2019;1359
2147;Aanvoer naar Nederland;Japan;Totaal lading;2020;1435
2148;Aanvoer naar Nederland;Japan;Totaal lading;2021;1808
2149;Aanvoer naar Nederland;Japan;Totaal lading;2022;1824
2150;Aanvoer naar Nederland;Japan;Totaal lading;2023;1535
2151;Aanvoer naar Nederland;Japan;Droge bulk lading;2015;0
2152;Aanvoer naar Nederland;Japan;Droge bulk lading;2016;0
2153;Aanvoer naar Nederland;Japan;Droge bulk lading;2017;26
2154;Aanvoer naar Nederland;Japan;Droge bulk lading;2018;258
2155;Aanvoer naar Nederland;Japan;Droge bulk lading;2019;173
2156;Aanvoer naar Nederland;Japan;Droge bulk lading;2020;212
2157;Aanvoer naar Nederland;Japan;Droge bulk lading;2021;388
2158;Aanvoer naar Nederland;Japan;Droge bulk lading;2022;445
2159;Aanvoer naar Nederland;Japan;Droge bulk lading;2023;229
2160;Aanvoer naar Nederland;Japan;Natte bulk lading;2015;10
2161;Aanvoer naar Nederland;Japan;Natte bulk lading;2016;7
2162;Aanvoer naar Nederland;Japan;Natte bulk lading;2017;11
2163;Aanvoer naar Nederland;Japan;Natte bulk lading;2018;19
2164;Aanvoer naar Nederland;Japan;Natte bulk lading;2019;24
2165;Aanvoer naar Nederland;Japan;Natte bulk lading;2020;50
2166;Aanvoer naar Nederland;Japan;Natte bulk lading;2021;34
2167;Aanvoer naar Nederland;Japan;Natte bulk lading;2022;83
2168;Aanvoer naar Nederland;Japan;Natte bulk lading;2023;19
2169;Aanvoer naar Nederland;Japan;Containers;2015;712
2170;Aanvoer naar Nederland;Japan;Containers;2016;695
2171;Aanvoer naar Nederland;Japan;Containers;2017;936
2172;Aanvoer naar Nederland;Japan;Containers;2018;951
2173;Aanvoer naar Nederland;Japan;Containers;2019;1035
2174;Aanvoer naar Nederland;Japan;Containers;2020;1067
2175;Aanvoer naar Nederland;Japan;Containers;2021;1257
2176;Aanvoer naar Nederland;Japan;Containers;2022;1129
2177;Aanvoer naar Nederland;Japan;Containers;2023;1120
2178;Aanvoer naar Nederland;Japan;Roro-eenheden;2015;75
2179;Aanvoer naar Nederland;Japan;Roro-eenheden;2016;84
2180;Aanvoer naar Nederland;Japan;Roro-eenheden;2017;94
2181;Aanvoer naar Nederland;Japan;Roro-eenheden;2018;63
2182;Aanvoer naar Nederland;Japan;Roro-eenheden;2019;43
2183;Aanvoer naar Nederland;Japan;Roro-eenheden;2020;52
2184;Aanvoer naar Nederland;Japan;Roro-eenheden;2021;35
2185;Aanvoer naar Nederland;Japan;Roro-eenheden;2022;34
2186;Aanvoer naar Nederland;Japan;Roro-eenheden;2023;60
2187;Aanvoer naar Nederland;Japan;Stukgoederen/Overig;2015;111
2188;Aanvoer naar Nederland;Japan;Stukgoederen/Overig;2016;55
2189;Aanvoer naar Nederland;Japan;Stukgoederen/Overig;2017;51
2190;Aanvoer naar Nederland;Japan;Stukgoederen/Overig;2018;57
2191;Aanvoer naar Nederland;Japan;Stukgoederen/Overig;2019;80
2192;Aanvoer naar Nederland;Japan;Stukgoederen/Overig;2020;53
2193;Aanvoer naar Nederland;Japan;Stukgoederen/Overig;2021;93
2194;Aanvoer naar Nederland;Japan;Stukgoederen/Overig;2022;132
2195;Aanvoer naar Nederland;Japan;Stukgoederen/Overig;2023;108
2196;Aanvoer naar Nederland;Japan;Onbekende verschijningsvorm;2015;2
2197;Aanvoer naar Nederland;Japan;Onbekende verschijningsvorm;2016;3
2198;Aanvoer naar Nederland;Japan;Onbekende verschijningsvorm;2017;3
2199;Aanvoer naar Nederland;Japan;Onbekende verschijningsvorm;2018;8
2200;Aanvoer naar Nederland;Japan;Onbekende verschijningsvorm;2019;5
2201;Aanvoer naar Nederland;Japan;Onbekende verschijningsvorm;2020;2
2202;Aanvoer naar Nederland;Japan;Onbekende verschijningsvorm;2021;0
2203;Aanvoer naar Nederland;Japan;Onbekende verschijningsvorm;2022;0
2204;Aanvoer naar Nederland;Japan;Onbekende verschijningsvorm;2023;0
2205;Aanvoer naar Nederland;Noorwegen;Totaal lading;2015;36292
2206;Aanvoer naar Nederland;Noorwegen;Totaal lading;2016;31216
2207;Aanvoer naar Nederland;Noorwegen;Totaal lading;2017;27210
2208;Aanvoer naar Nederland;Noorwegen;Totaal lading;2018;28793
2209;Aanvoer naar Nederland;Noorwegen;Totaal lading;2019;29162
2210;Aanvoer naar Nederland;Noorwegen;Totaal lading;2020;24089
2211;Aanvoer naar Nederland;Noorwegen;Totaal lading;2021;24413
2212;Aanvoer naar Nederland;Noorwegen;Totaal lading;2022;25144
2213;Aanvoer naar Nederland;Noorwegen;Totaal lading;2023;25917
2214;Aanvoer naar Nederland;Noorwegen;Droge bulk lading;2015;10360
2215;Aanvoer naar Nederland;Noorwegen;Droge bulk lading;2016;8465
2216;Aanvoer naar Nederland;Noorwegen;Droge bulk lading;2017;8356
2217;Aanvoer naar Nederland;Noorwegen;Droge bulk lading;2018;10105
2218;Aanvoer naar Nederland;Noorwegen;Droge bulk lading;2019;10517
2219;Aanvoer naar Nederland;Noorwegen;Droge bulk lading;2020;9452
2220;Aanvoer naar Nederland;Noorwegen;Droge bulk lading;2021;9914
2221;Aanvoer naar Nederland;Noorwegen;Droge bulk lading;2022;9910
2222;Aanvoer naar Nederland;Noorwegen;Droge bulk lading;2023;8564
2223;Aanvoer naar Nederland;Noorwegen;Natte bulk lading;2015;22573
2224;Aanvoer naar Nederland;Noorwegen;Natte bulk lading;2016;19474
2225;Aanvoer naar Nederland;Noorwegen;Natte bulk lading;2017;15244
2226;Aanvoer naar Nederland;Noorwegen;Natte bulk lading;2018;15186
2227;Aanvoer naar Nederland;Noorwegen;Natte bulk lading;2019;15137
2228;Aanvoer naar Nederland;Noorwegen;Natte bulk lading;2020;11087
2229;Aanvoer naar Nederland;Noorwegen;Natte bulk lading;2021;11112
2230;Aanvoer naar Nederland;Noorwegen;Natte bulk lading;2022;11881
2231;Aanvoer naar Nederland;Noorwegen;Natte bulk lading;2023;14137
2232;Aanvoer naar Nederland;Noorwegen;Containers;2015;1905
2233;Aanvoer naar Nederland;Noorwegen;Containers;2016;1862
2234;Aanvoer naar Nederland;Noorwegen;Containers;2017;2031
2235;Aanvoer naar Nederland;Noorwegen;Containers;2018;2070
2236;Aanvoer naar Nederland;Noorwegen;Containers;2019;2099
2237;Aanvoer naar Nederland;Noorwegen;Containers;2020;2205
2238;Aanvoer naar Nederland;Noorwegen;Containers;2021;2102
2239;Aanvoer naar Nederland;Noorwegen;Containers;2022;2056
2240;Aanvoer naar Nederland;Noorwegen;Containers;2023;1946
2241;Aanvoer naar Nederland;Noorwegen;Roro-eenheden;2015;25
2242;Aanvoer naar Nederland;Noorwegen;Roro-eenheden;2016;23
2243;Aanvoer naar Nederland;Noorwegen;Roro-eenheden;2017;62
2244;Aanvoer naar Nederland;Noorwegen;Roro-eenheden;2018;58
2245;Aanvoer naar Nederland;Noorwegen;Roro-eenheden;2019;25
2246;Aanvoer naar Nederland;Noorwegen;Roro-eenheden;2020;23
2247;Aanvoer naar Nederland;Noorwegen;Roro-eenheden;2021;95
2248;Aanvoer naar Nederland;Noorwegen;Roro-eenheden;2022;128
2249;Aanvoer naar Nederland;Noorwegen;Roro-eenheden;2023;109
2250;Aanvoer naar Nederland;Noorwegen;Stukgoederen/Overig;2015;1377
2251;Aanvoer naar Nederland;Noorwegen;Stukgoederen/Overig;2016;1354
2252;Aanvoer naar Nederland;Noorwegen;Stukgoederen/Overig;2017;1486
2253;Aanvoer naar Nederland;Noorwegen;Stukgoederen/Overig;2018;1323
2254;Aanvoer naar Nederland;Noorwegen;Stukgoederen/Overig;2019;1359
2255;Aanvoer naar Nederland;Noorwegen;Stukgoederen/Overig;2020;1283
2256;Aanvoer naar Nederland;Noorwegen;Stukgoederen/Overig;2021;1065
2257;Aanvoer naar Nederland;Noorwegen;Stukgoederen/Overig;2022;1031
2258;Aanvoer naar Nederland;Noorwegen;Stukgoederen/Overig;2023;863
2259;Aanvoer naar Nederland;Noorwegen;Onbekende verschijningsvorm;2015;52
2260;Aanvoer naar Nederland;Noorwegen;Onbekende verschijningsvorm;2016;38
2261;Aanvoer naar Nederland;Noorwegen;Onbekende verschijningsvorm;2017;31
2262;Aanvoer naar Nederland;Noorwegen;Onbekende verschijningsvorm;2018;52
2263;Aanvoer naar Nederland;Noorwegen;Onbekende verschijningsvorm;2019;25
2264;Aanvoer naar Nederland;Noorwegen;Onbekende verschijningsvorm;2020;39
2265;Aanvoer naar Nederland;Noorwegen;Onbekende verschijningsvorm;2021;124
2266;Aanvoer naar Nederland;Noorwegen;Onbekende verschijningsvorm;2022;137
2267;Aanvoer naar Nederland;Noorwegen;Onbekende verschijningsvorm;2023;297
2268;Aanvoer naar Nederland;Rusland;Totaal lading;2015;61100
2269;Aanvoer naar Nederland;Rusland;Totaal lading;2016;69622
2270;Aanvoer naar Nederland;Rusland;Totaal lading;2017;75287
2271;Aanvoer naar Nederland;Rusland;Totaal lading;2018;74042
2272;Aanvoer naar Nederland;Rusland;Totaal lading;2019;70256
2273;Aanvoer naar Nederland;Rusland;Totaal lading;2020;61369
2274;Aanvoer naar Nederland;Rusland;Totaal lading;2021;74844
2275;Aanvoer naar Nederland;Rusland;Totaal lading;2022;50814
2276;Aanvoer naar Nederland;Rusland;Totaal lading;2023;10642
2277;Aanvoer naar Nederland;Rusland;Droge bulk lading;2015;11786
2278;Aanvoer naar Nederland;Rusland;Droge bulk lading;2016;10862
2279;Aanvoer naar Nederland;Rusland;Droge bulk lading;2017;15341
2280;Aanvoer naar Nederland;Rusland;Droge bulk lading;2018;13582
2281;Aanvoer naar Nederland;Rusland;Droge bulk lading;2019;16078
2282;Aanvoer naar Nederland;Rusland;Droge bulk lading;2020;12684
2283;Aanvoer naar Nederland;Rusland;Droge bulk lading;2021;18176
2284;Aanvoer naar Nederland;Rusland;Droge bulk lading;2022;10170
2285;Aanvoer naar Nederland;Rusland;Droge bulk lading;2023;890
2286;Aanvoer naar Nederland;Rusland;Natte bulk lading;2015;44833
2287;Aanvoer naar Nederland;Rusland;Natte bulk lading;2016;54458
2288;Aanvoer naar Nederland;Rusland;Natte bulk lading;2017;54418
2289;Aanvoer naar Nederland;Rusland;Natte bulk lading;2018;53873
2290;Aanvoer naar Nederland;Rusland;Natte bulk lading;2019;47582
2291;Aanvoer naar Nederland;Rusland;Natte bulk lading;2020;41681
2292;Aanvoer naar Nederland;Rusland;Natte bulk lading;2021;49950
2293;Aanvoer naar Nederland;Rusland;Natte bulk lading;2022;38421
2294;Aanvoer naar Nederland;Rusland;Natte bulk lading;2023;9138
2295;Aanvoer naar Nederland;Rusland;Containers;2015;2995
2296;Aanvoer naar Nederland;Rusland;Containers;2016;3203
2297;Aanvoer naar Nederland;Rusland;Containers;2017;4492
2298;Aanvoer naar Nederland;Rusland;Containers;2018;5467
2299;Aanvoer naar Nederland;Rusland;Containers;2019;5304
2300;Aanvoer naar Nederland;Rusland;Containers;2020;5651
2301;Aanvoer naar Nederland;Rusland;Containers;2021;5076
2302;Aanvoer naar Nederland;Rusland;Containers;2022;1050
2303;Aanvoer naar Nederland;Rusland;Containers;2023;152
2304;Aanvoer naar Nederland;Rusland;Roro-eenheden;2015;0
2305;Aanvoer naar Nederland;Rusland;Roro-eenheden;2016;0
2306;Aanvoer naar Nederland;Rusland;Roro-eenheden;2017;0
2307;Aanvoer naar Nederland;Rusland;Roro-eenheden;2018;0
2308;Aanvoer naar Nederland;Rusland;Roro-eenheden;2019;0
2309;Aanvoer naar Nederland;Rusland;Roro-eenheden;2020;0
2310;Aanvoer naar Nederland;Rusland;Roro-eenheden;2021;0
2311;Aanvoer naar Nederland;Rusland;Roro-eenheden;2022;0
2312;Aanvoer naar Nederland;Rusland;Roro-eenheden;2023;0
2313;Aanvoer naar Nederland;Rusland;Stukgoederen/Overig;2015;1404
2314;Aanvoer naar Nederland;Rusland;Stukgoederen/Overig;2016;1028
2315;Aanvoer naar Nederland;Rusland;Stukgoederen/Overig;2017;952
2316;Aanvoer naar Nederland;Rusland;Stukgoederen/Overig;2018;1026
2317;Aanvoer naar Nederland;Rusland;Stukgoederen/Overig;2019;1266
2318;Aanvoer naar Nederland;Rusland;Stukgoederen/Overig;2020;1203
2319;Aanvoer naar Nederland;Rusland;Stukgoederen/Overig;2021;1564
2320;Aanvoer naar Nederland;Rusland;Stukgoederen/Overig;2022;1149
2321;Aanvoer naar Nederland;Rusland;Stukgoederen/Overig;2023;429
2322;Aanvoer naar Nederland;Rusland;Onbekende verschijningsvorm;2015;81
2323;Aanvoer naar Nederland;Rusland;Onbekende verschijningsvorm;2016;71
2324;Aanvoer naar Nederland;Rusland;Onbekende verschijningsvorm;2017;85
2325;Aanvoer naar Nederland;Rusland;Onbekende verschijningsvorm;2018;93
2326;Aanvoer naar Nederland;Rusland;Onbekende verschijningsvorm;2019;25
2327;Aanvoer naar Nederland;Rusland;Onbekende verschijningsvorm;2020;150
2328;Aanvoer naar Nederland;Rusland;Onbekende verschijningsvorm;2021;79
2329;Aanvoer naar Nederland;Rusland;Onbekende verschijningsvorm;2022;24
2330;Aanvoer naar Nederland;Rusland;Onbekende verschijningsvorm;2023;32
2331;Aanvoer naar Nederland;Saoedi-Arabië;Totaal lading;2015;2252
2332;Aanvoer naar Nederland;Saoedi-Arabië;Totaal lading;2016;3767
2333;Aanvoer naar Nederland;Saoedi-Arabië;Totaal lading;2017;3050
2334;Aanvoer naar Nederland;Saoedi-Arabië;Totaal lading;2018;2956
2335;Aanvoer naar Nederland;Saoedi-Arabië;Totaal lading;2019;2938
2336;Aanvoer naar Nederland;Saoedi-Arabië;Totaal lading;2020;2710
2337;Aanvoer naar Nederland;Saoedi-Arabië;Totaal lading;2021;2196
2338;Aanvoer naar Nederland;Saoedi-Arabië;Totaal lading;2022;4967
2339;Aanvoer naar Nederland;Saoedi-Arabië;Totaal lading;2023;4574
2340;Aanvoer naar Nederland;Saoedi-Arabië;Droge bulk lading;2015;0
2341;Aanvoer naar Nederland;Saoedi-Arabië;Droge bulk lading;2016;0
2342;Aanvoer naar Nederland;Saoedi-Arabië;Droge bulk lading;2017;1
2343;Aanvoer naar Nederland;Saoedi-Arabië;Droge bulk lading;2018;0
2344;Aanvoer naar Nederland;Saoedi-Arabië;Droge bulk lading;2019;0
2345;Aanvoer naar Nederland;Saoedi-Arabië;Droge bulk lading;2020;0
2346;Aanvoer naar Nederland;Saoedi-Arabië;Droge bulk lading;2021;0
2347;Aanvoer naar Nederland;Saoedi-Arabië;Droge bulk lading;2022;0
2348;Aanvoer naar Nederland;Saoedi-Arabië;Droge bulk lading;2023;0
2349;Aanvoer naar Nederland;Saoedi-Arabië;Natte bulk lading;2015;2023
2350;Aanvoer naar Nederland;Saoedi-Arabië;Natte bulk lading;2016;3451
2351;Aanvoer naar Nederland;Saoedi-Arabië;Natte bulk lading;2017;2740
2352;Aanvoer naar Nederland;Saoedi-Arabië;Natte bulk lading;2018;2617
2353;Aanvoer naar Nederland;Saoedi-Arabië;Natte bulk lading;2019;2701
2354;Aanvoer naar Nederland;Saoedi-Arabië;Natte bulk lading;2020;2462
2355;Aanvoer naar Nederland;Saoedi-Arabië;Natte bulk lading;2021;1906
2356;Aanvoer naar Nederland;Saoedi-Arabië;Natte bulk lading;2022;4459
2357;Aanvoer naar Nederland;Saoedi-Arabië;Natte bulk lading;2023;4193
2358;Aanvoer naar Nederland;Saoedi-Arabië;Containers;2015;228
2359;Aanvoer naar Nederland;Saoedi-Arabië;Containers;2016;312
2360;Aanvoer naar Nederland;Saoedi-Arabië;Containers;2017;302
2361;Aanvoer naar Nederland;Saoedi-Arabië;Containers;2018;338
2362;Aanvoer naar Nederland;Saoedi-Arabië;Containers;2019;237
2363;Aanvoer naar Nederland;Saoedi-Arabië;Containers;2020;247
2364;Aanvoer naar Nederland;Saoedi-Arabië;Containers;2021;289
2365;Aanvoer naar Nederland;Saoedi-Arabië;Containers;2022;493
2366;Aanvoer naar Nederland;Saoedi-Arabië;Containers;2023;381
2367;Aanvoer naar Nederland;Saoedi-Arabië;Roro-eenheden;2015;0
2368;Aanvoer naar Nederland;Saoedi-Arabië;Roro-eenheden;2016;1
2369;Aanvoer naar Nederland;Saoedi-Arabië;Roro-eenheden;2017;3
2370;Aanvoer naar Nederland;Saoedi-Arabië;Roro-eenheden;2018;0
2371;Aanvoer naar Nederland;Saoedi-Arabië;Roro-eenheden;2019;0
2372;Aanvoer naar Nederland;Saoedi-Arabië;Roro-eenheden;2020;0
2373;Aanvoer naar Nederland;Saoedi-Arabië;Roro-eenheden;2021;0
2374;Aanvoer naar Nederland;Saoedi-Arabië;Roro-eenheden;2022;0
2375;Aanvoer naar Nederland;Saoedi-Arabië;Roro-eenheden;2023;0
2376;Aanvoer naar Nederland;Saoedi-Arabië;Stukgoederen/Overig;2015;1
2377;Aanvoer naar Nederland;Saoedi-Arabië;Stukgoederen/Overig;2016;0
2378;Aanvoer naar Nederland;Saoedi-Arabië;Stukgoederen/Overig;2017;4
2379;Aanvoer naar Nederland;Saoedi-Arabië;Stukgoederen/Overig;2018;0
2380;Aanvoer naar Nederland;Saoedi-Arabië;Stukgoederen/Overig;2019;0
2381;Aanvoer naar Nederland;Saoedi-Arabië;Stukgoederen/Overig;2020;0
2382;Aanvoer naar Nederland;Saoedi-Arabië;Stukgoederen/Overig;2021;1
2383;Aanvoer naar Nederland;Saoedi-Arabië;Stukgoederen/Overig;2022;15
2384;Aanvoer naar Nederland;Saoedi-Arabië;Stukgoederen/Overig;2023;0
2385;Aanvoer naar Nederland;Saoedi-Arabië;Onbekende verschijningsvorm;2015;0
2386;Aanvoer naar Nederland;Saoedi-Arabië;Onbekende verschijningsvorm;2016;4
2387;Aanvoer naar Nederland;Saoedi-Arabië;Onbekende verschijningsvorm;2017;0
2388;Aanvoer naar Nederland;Saoedi-Arabië;Onbekende verschijningsvorm;2018;0
2389;Aanvoer naar Nederland;Saoedi-Arabië;Onbekende verschijningsvorm;2019;0
2390;Aanvoer naar Nederland;Saoedi-Arabië;Onbekende verschijningsvorm;2020;0
2391;Aanvoer naar Nederland;Saoedi-Arabië;Onbekende verschijningsvorm;2021;0
2392;Aanvoer naar Nederland;Saoedi-Arabië;Onbekende verschijningsvorm;2022;0
2393;Aanvoer naar Nederland;Saoedi-Arabië;Onbekende verschijningsvorm;2023;0
2394;Aanvoer naar Nederland;Verenigd Koninkrijk;Totaal lading;2015;41803
2395;Aanvoer naar Nederland;Verenigd Koninkrijk;Totaal lading;2016;42171
2396;Aanvoer naar Nederland;Verenigd Koninkrijk;Totaal lading;2017;45342
2397;Aanvoer naar Nederland;Verenigd Koninkrijk;Totaal lading;2018;48671
2398;Aanvoer naar Nederland;Verenigd Koninkrijk;Totaal lading;2019;49738
2399;Aanvoer naar Nederland;Verenigd Koninkrijk;Totaal lading;2020;50621
2400;Aanvoer naar Nederland;Verenigd Koninkrijk;Totaal lading;2021;48402
2401;Aanvoer naar Nederland;Verenigd Koninkrijk;Totaal lading;2022;48518
2402;Aanvoer naar Nederland;Verenigd Koninkrijk;Totaal lading;2023;43225
2403;Aanvoer naar Nederland;Verenigd Koninkrijk;Droge bulk lading;2015;3448
2404;Aanvoer naar Nederland;Verenigd Koninkrijk;Droge bulk lading;2016;3366
2405;Aanvoer naar Nederland;Verenigd Koninkrijk;Droge bulk lading;2017;3598
2406;Aanvoer naar Nederland;Verenigd Koninkrijk;Droge bulk lading;2018;3783
2407;Aanvoer naar Nederland;Verenigd Koninkrijk;Droge bulk lading;2019;4352
2408;Aanvoer naar Nederland;Verenigd Koninkrijk;Droge bulk lading;2020;3724
2409;Aanvoer naar Nederland;Verenigd Koninkrijk;Droge bulk lading;2021;3841
2410;Aanvoer naar Nederland;Verenigd Koninkrijk;Droge bulk lading;2022;4836
2411;Aanvoer naar Nederland;Verenigd Koninkrijk;Droge bulk lading;2023;3769
2412;Aanvoer naar Nederland;Verenigd Koninkrijk;Natte bulk lading;2015;20445
2413;Aanvoer naar Nederland;Verenigd Koninkrijk;Natte bulk lading;2016;20292
2414;Aanvoer naar Nederland;Verenigd Koninkrijk;Natte bulk lading;2017;22754
2415;Aanvoer naar Nederland;Verenigd Koninkrijk;Natte bulk lading;2018;26379
2416;Aanvoer naar Nederland;Verenigd Koninkrijk;Natte bulk lading;2019;25984
2417;Aanvoer naar Nederland;Verenigd Koninkrijk;Natte bulk lading;2020;28271
2418;Aanvoer naar Nederland;Verenigd Koninkrijk;Natte bulk lading;2021;26768
2419;Aanvoer naar Nederland;Verenigd Koninkrijk;Natte bulk lading;2022;25300
2420;Aanvoer naar Nederland;Verenigd Koninkrijk;Natte bulk lading;2023;22663
2421;Aanvoer naar Nederland;Verenigd Koninkrijk;Containers;2015;3635
2422;Aanvoer naar Nederland;Verenigd Koninkrijk;Containers;2016;3940
2423;Aanvoer naar Nederland;Verenigd Koninkrijk;Containers;2017;3855
2424;Aanvoer naar Nederland;Verenigd Koninkrijk;Containers;2018;4078
2425;Aanvoer naar Nederland;Verenigd Koninkrijk;Containers;2019;4199
2426;Aanvoer naar Nederland;Verenigd Koninkrijk;Containers;2020;3880
2427;Aanvoer naar Nederland;Verenigd Koninkrijk;Containers;2021;3864
2428;Aanvoer naar Nederland;Verenigd Koninkrijk;Containers;2022;3995
2429;Aanvoer naar Nederland;Verenigd Koninkrijk;Containers;2023;3874
2430;Aanvoer naar Nederland;Verenigd Koninkrijk;Roro-eenheden;2015;13609
2431;Aanvoer naar Nederland;Verenigd Koninkrijk;Roro-eenheden;2016;13978
2432;Aanvoer naar Nederland;Verenigd Koninkrijk;Roro-eenheden;2017;14601
2433;Aanvoer naar Nederland;Verenigd Koninkrijk;Roro-eenheden;2018;13976
2434;Aanvoer naar Nederland;Verenigd Koninkrijk;Roro-eenheden;2019;14628
2435;Aanvoer naar Nederland;Verenigd Koninkrijk;Roro-eenheden;2020;14014
2436;Aanvoer naar Nederland;Verenigd Koninkrijk;Roro-eenheden;2021;13128
2437;Aanvoer naar Nederland;Verenigd Koninkrijk;Roro-eenheden;2022;13404
2438;Aanvoer naar Nederland;Verenigd Koninkrijk;Roro-eenheden;2023;12312
2439;Aanvoer naar Nederland;Verenigd Koninkrijk;Stukgoederen/Overig;2015;637
2440;Aanvoer naar Nederland;Verenigd Koninkrijk;Stukgoederen/Overig;2016;560
2441;Aanvoer naar Nederland;Verenigd Koninkrijk;Stukgoederen/Overig;2017;507
2442;Aanvoer naar Nederland;Verenigd Koninkrijk;Stukgoederen/Overig;2018;430
2443;Aanvoer naar Nederland;Verenigd Koninkrijk;Stukgoederen/Overig;2019;551
2444;Aanvoer naar Nederland;Verenigd Koninkrijk;Stukgoederen/Overig;2020;685
2445;Aanvoer naar Nederland;Verenigd Koninkrijk;Stukgoederen/Overig;2021;768
2446;Aanvoer naar Nederland;Verenigd Koninkrijk;Stukgoederen/Overig;2022;936
2447;Aanvoer naar Nederland;Verenigd Koninkrijk;Stukgoederen/Overig;2023;537
2448;Aanvoer naar Nederland;Verenigd Koninkrijk;Onbekende verschijningsvorm;2015;29
2449;Aanvoer naar Nederland;Verenigd Koninkrijk;Onbekende verschijningsvorm;2016;35
2450;Aanvoer naar Nederland;Verenigd Koninkrijk;Onbekende verschijningsvorm;2017;27
2451;Aanvoer naar Nederland;Verenigd Koninkrijk;Onbekende verschijningsvorm;2018;25
2452;Aanvoer naar Nederland;Verenigd Koninkrijk;Onbekende verschijningsvorm;2019;23
2453;Aanvoer naar Nederland;Verenigd Koninkrijk;Onbekende verschijningsvorm;2020;46
2454;Aanvoer naar Nederland;Verenigd Koninkrijk;Onbekende verschijningsvorm;2021;33
2455;Aanvoer naar Nederland;Verenigd Koninkrijk;Onbekende verschijningsvorm;2022;46
2456;Aanvoer naar Nederland;Verenigd Koninkrijk;Onbekende verschijningsvorm;2023;72
2457;Aanvoer naar Nederland;Verenigde Staten;Totaal lading;2015;26974
2458;Aanvoer naar Nederland;Verenigde Staten;Totaal lading;2016;25262
2459;Aanvoer naar Nederland;Verenigde Staten;Totaal lading;2017;24959
2460;Aanvoer naar Nederland;Verenigde Staten;Totaal lading;2018;31519
2461;Aanvoer naar Nederland;Verenigde Staten;Totaal lading;2019;35181
2462;Aanvoer naar Nederland;Verenigde Staten;Totaal lading;2020;31054
2463;Aanvoer naar Nederland;Verenigde Staten;Totaal lading;2021;35391
2464;Aanvoer naar Nederland;Verenigde Staten;Totaal lading;2022;45454
2465;Aanvoer naar Nederland;Verenigde Staten;Totaal lading;2023;58527
2466;Aanvoer naar Nederland;Verenigde Staten;Droge bulk lading;2015;14166
