ID;MunicipalTasks;Regions;Periods;Revenues_1;Expenditures_2;Balance_3;Revenues_4;Expenditures_5;Balance_6
4192;Deposit into/withdrawal from reserves;Gelderland (PV);2024;324;270;55;151;126;25
4193;Deposit into/withdrawal from reserves;Gelderland (PV);2025;367;260;107;170;120;49
4194;Deposit into/withdrawal from reserves;Utrecht (PV);2017;145;74;71;113;58;55
4195;Deposit into/withdrawal from reserves;Utrecht (PV);2018;170;81;89;131;62;69
4196;Deposit into/withdrawal from reserves;Utrecht (PV);2019;227;109;118;169;81;88
4197;Deposit into/withdrawal from reserves;Utrecht (PV);2020;243;115;128;179;85;94
4198;Deposit into/withdrawal from reserves;Utrecht (PV);2021;242;105;137;178;77;100
4199;Deposit into/withdrawal from reserves;Utrecht (PV);2022;149;109;40;109;79;29
4200;Deposit into/withdrawal from reserves;Utrecht (PV);2023;190;139;52;137;100;37
4201;Deposit into/withdrawal from reserves;Utrecht (PV);2024;206;126;80;147;90;57
4202;Deposit into/withdrawal from reserves;Utrecht (PV);2025;245;152;94;174;108;66
4203;Deposit into/withdrawal from reserves;Noord-Holland (PV);2017;863;617;247;307;219;88
4204;Deposit into/withdrawal from reserves;Noord-Holland (PV);2018;1106;631;475;390;223;168
4205;Deposit into/withdrawal from reserves;Noord-Holland (PV);2019;797;588;209;279;206;73
4206;Deposit into/withdrawal from reserves;Noord-Holland (PV);2020;1177;969;207;409;337;72
4207;Deposit into/withdrawal from reserves;Noord-Holland (PV);2021;1368;1137;231;474;394;80
4208;Deposit into/withdrawal from reserves;Noord-Holland (PV);2022;1369;1105;264;470;380;91
4209;Deposit into/withdrawal from reserves;Noord-Holland (PV);2023;972;922;51;329;312;17
4210;Deposit into/withdrawal from reserves;Noord-Holland (PV);2024;875;823;52;294;276;17
4211;Deposit into/withdrawal from reserves;Noord-Holland (PV);2025;1638;1620;18;547;541;6
4212;Deposit into/withdrawal from reserves;Zuid-Holland (PV);2017;986;522;463;270;143;127
4213;Deposit into/withdrawal from reserves;Zuid-Holland (PV);2018;1129;609;520;307;165;141
4214;Deposit into/withdrawal from reserves;Zuid-Holland (PV);2019;858;553;306;234;150;83
4215;Deposit into/withdrawal from reserves;Zuid-Holland (PV);2020;931;766;166;251;206;45
4216;Deposit into/withdrawal from reserves;Zuid-Holland (PV);2021;983;626;357;264;168;96
4217;Deposit into/withdrawal from reserves;Zuid-Holland (PV);2022;1136;597;539;303;159;144
4218;Deposit into/withdrawal from reserves;Zuid-Holland (PV);2023;865;736;129;227;193;34
4219;Deposit into/withdrawal from reserves;Zuid-Holland (PV);2024;932;634;298;243;165;78
4220;Deposit into/withdrawal from reserves;Zuid-Holland (PV);2025;981;636;346;254;165;90
4221;Deposit into/withdrawal from reserves;Zeeland (PV);2017;32;26;6;84;69;15
4222;Deposit into/withdrawal from reserves;Zeeland (PV);2018;27;17;10;71;45;26
4223;Deposit into/withdrawal from reserves;Zeeland (PV);2019;29;12;16;75;32;42
4224;Deposit into/withdrawal from reserves;Zeeland (PV);2020;37;25;12;96;65;31
4225;Deposit into/withdrawal from reserves;Zeeland (PV);2021;30;22;8;77;56;21
4226;Deposit into/withdrawal from reserves;Zeeland (PV);2022;29;26;4;76;66;9
4227;Deposit into/withdrawal from reserves;Zeeland (PV);2023;23;34;-11;59;87;-28
4228;Deposit into/withdrawal from reserves;Zeeland (PV);2024;35;70;-34;90;178;-87
4229;Deposit into/withdrawal from reserves;Zeeland (PV);2025;59;97;-38;149;247;-97
4230;Deposit into/withdrawal from reserves;Noord-Brabant (PV);2017;392;223;169;156;89;67
4231;Deposit into/withdrawal from reserves;Noord-Brabant (PV);2018;394;272;121;156;108;48
4232;Deposit into/withdrawal from reserves;Noord-Brabant (PV);2019;498;290;208;196;114;82
4233;Deposit into/withdrawal from reserves;Noord-Brabant (PV);2020;387;251;135;151;98;53
4234;Deposit into/withdrawal from reserves;Noord-Brabant (PV);2021;421;299;122;163;116;47
4235;Deposit into/withdrawal from reserves;Noord-Brabant (PV);2022;341;256;85;132;99;33
4236;Deposit into/withdrawal from reserves;Noord-Brabant (PV);2023;511;446;65;195;170;25
4237;Deposit into/withdrawal from reserves;Noord-Brabant (PV);2024;414;307;107;157;116;41
4238;Deposit into/withdrawal from reserves;Noord-Brabant (PV);2025;462;373;89;173;140;33
4239;Deposit into/withdrawal from reserves;Limburg (PV);2017;188;90;98;168;80;88
4240;Deposit into/withdrawal from reserves;Limburg (PV);2018;198;126;73;177;113;65
4241;Deposit into/withdrawal from reserves;Limburg (PV);2019;169;108;61;151;97;54
4242;Deposit into/withdrawal from reserves;Limburg (PV);2020;156;107;49;140;96;44
4243;Deposit into/withdrawal from reserves;Limburg (PV);2021;163;89;74;146;80;67
4244;Deposit into/withdrawal from reserves;Limburg (PV);2022;153;122;31;137;110;28
4245;Deposit into/withdrawal from reserves;Limburg (PV);2023;119;90;28;105;80;25
4246;Deposit into/withdrawal from reserves;Limburg (PV);2024;189;157;32;167;138;28
4247;Deposit into/withdrawal from reserves;Limburg (PV);2025;166;133;33;146;117;29
4248;Deposit into/withdrawal from reserves;Oost-Groningen (CR);2017;11;8;3;73;52;21
4249;Deposit into/withdrawal from reserves;Oost-Groningen (CR);2018;9;7;3;70;51;19
4250;Deposit into/withdrawal from reserves;Oost-Groningen (CR);2019;12;8;4;91;61;30
4251;Deposit into/withdrawal from reserves;Oost-Groningen (CR);2020;15;6;9;111;45;65
4252;Deposit into/withdrawal from reserves;Oost-Groningen (CR);2021;8;6;2;61;45;16
4253;Deposit into/withdrawal from reserves;Oost-Groningen (CR);2022;23;18;5;167;129;38
4254;Deposit into/withdrawal from reserves;Oost-Groningen (CR);2023;10;12;-1;76;85;-9
4255;Deposit into/withdrawal from reserves;Oost-Groningen (CR);2024;10;13;-3;75;93;-18
4256;Deposit into/withdrawal from reserves;Oost-Groningen (CR);2025;21;14;7;148;98;50
4257;Deposit into/withdrawal from reserves;Delfzijl en omgeving (CR);2017;4;2;2;88;38;50
4258;Deposit into/withdrawal from reserves;Delfzijl en omgeving (CR);2018;7;4;3;157;94;63
4259;Deposit into/withdrawal from reserves;Delfzijl en omgeving (CR);2019;5;5;0;110;113;-3
4260;Deposit into/withdrawal from reserves;Delfzijl en omgeving (CR);2020;5;4;1;107;90;17
4261;Deposit into/withdrawal from reserves;Delfzijl en omgeving (CR);2021;1;1;0;27;25;3
4262;Deposit into/withdrawal from reserves;Delfzijl en omgeving (CR);2022;3;1;2;75;24;51
4263;Deposit into/withdrawal from reserves;Delfzijl en omgeving (CR);2023;2;3;0;52;61;-8
4264;Deposit into/withdrawal from reserves;Delfzijl en omgeving (CR);2024;7;3;3;146;71;75
4265;Deposit into/withdrawal from reserves;Delfzijl en omgeving (CR);2025;9;4;5;190;84;106
4266;Deposit into/withdrawal from reserves;Overig Groningen (CR);2017;67;31;36;171;80;91
4267;Deposit into/withdrawal from reserves;Overig Groningen (CR);2018;85;46;39;211;113;97
4268;Deposit into/withdrawal from reserves;Overig Groningen (CR);2019;90;30;60;222;74;149
4269;Deposit into/withdrawal from reserves;Overig Groningen (CR);2020;53;33;20;131;81;50
4270;Deposit into/withdrawal from reserves;Overig Groningen (CR);2021;52;28;25;129;68;61
4271;Deposit into/withdrawal from reserves;Overig Groningen (CR);2022;25;30;-5;62;74;-12
4272;Deposit into/withdrawal from reserves;Overig Groningen (CR);2023;33;40;-7;80;97;-17
4273;Deposit into/withdrawal from reserves;Overig Groningen (CR);2024;68;52;16;163;125;38
4274;Deposit into/withdrawal from reserves;Overig Groningen (CR);2025;73;68;5;174;161;12
4275;Deposit into/withdrawal from reserves;Noord-Friesland (CR);2017;42;37;4;128;115;14
4276;Deposit into/withdrawal from reserves;Noord-Friesland (CR);2018;33;25;9;105;78;27
4277;Deposit into/withdrawal from reserves;Noord-Friesland (CR);2019;33;27;7;105;84;21
4278;Deposit into/withdrawal from reserves;Noord-Friesland (CR);2020;33;22;11;103;69;33
4279;Deposit into/withdrawal from reserves;Noord-Friesland (CR);2021;29;27;1;90;85;5
4280;Deposit into/withdrawal from reserves;Noord-Friesland (CR);2022;30;20;11;94;61;33
4281;Deposit into/withdrawal from reserves;Noord-Friesland (CR);2023;67;66;2;206;201;5
4282;Deposit into/withdrawal from reserves;Noord-Friesland (CR);2024;56;35;21;171;107;64
4283;Deposit into/withdrawal from reserves;Noord-Friesland (CR);2025;50;31;19;150;93;57
4284;Deposit into/withdrawal from reserves;Zuidwest-Friesland (CR);2017;15;11;4;112;80;33
4285;Deposit into/withdrawal from reserves;Zuidwest-Friesland (CR);2018;4;5;-1;29;36;-7
4286;Deposit into/withdrawal from reserves;Zuidwest-Friesland (CR);2019;8;3;5;55;18;36
4287;Deposit into/withdrawal from reserves;Zuidwest-Friesland (CR);2020;32;25;7;224;175;49
4288;Deposit into/withdrawal from reserves;Zuidwest-Friesland (CR);2021;8;2;6;56;12;44
4289;Deposit into/withdrawal from reserves;Zuidwest-Friesland (CR);2022;10;5;5;74;36;38
4290;Deposit into/withdrawal from reserves;Zuidwest-Friesland (CR);2023;21;16;5;147;112;34
4291;Deposit into/withdrawal from reserves;Zuidwest-Friesland (CR);2024;16;14;3;115;96;20
4292;Deposit into/withdrawal from reserves;Zuidwest-Friesland (CR);2025;17;22;-5;118;155;-36
4293;Deposit into/withdrawal from reserves;Zuidoost-Friesland (CR);2017;37;21;17;199;110;89
4294;Deposit into/withdrawal from reserves;Zuidoost-Friesland (CR);2018;37;10;26;197;56;141
4295;Deposit into/withdrawal from reserves;Zuidoost-Friesland (CR);2019;26;4;23;141;19;122
4296;Deposit into/withdrawal from reserves;Zuidoost-Friesland (CR);2020;24;4;21;130;20;111
4297;Deposit into/withdrawal from reserves;Zuidoost-Friesland (CR);2021;11;13;-3;57;71;-14
4298;Deposit into/withdrawal from reserves;Zuidoost-Friesland (CR);2022;12;2;10;63;10;52
4299;Deposit into/withdrawal from reserves;Zuidoost-Friesland (CR);2023;21;3;18;108;13;95
4300;Deposit into/withdrawal from reserves;Zuidoost-Friesland (CR);2024;39;22;17;204;113;91
4301;Deposit into/withdrawal from reserves;Zuidoost-Friesland (CR);2025;19;5;13;97;28;69
4302;Deposit into/withdrawal from reserves;Noord-Drenthe (CR);2017;70;6;64;365;33;332
4303;Deposit into/withdrawal from reserves;Noord-Drenthe (CR);2018;84;35;49;438;185;253
4304;Deposit into/withdrawal from reserves;Noord-Drenthe (CR);2019;44;14;29;227;76;152
4305;Deposit into/withdrawal from reserves;Noord-Drenthe (CR);2020;39;14;25;203;74;129
4306;Deposit into/withdrawal from reserves;Noord-Drenthe (CR);2021;20;7;13;105;38;67
4307;Deposit into/withdrawal from reserves;Noord-Drenthe (CR);2022;15;4;11;76;19;56
4308;Deposit into/withdrawal from reserves;Noord-Drenthe (CR);2023;19;12;7;95;60;35
4309;Deposit into/withdrawal from reserves;Noord-Drenthe (CR);2024;18;5;12;90;27;63
4310;Deposit into/withdrawal from reserves;Noord-Drenthe (CR);2025;32;19;13;161;94;67
4311;Deposit into/withdrawal from reserves;Zuidoost-Drenthe (CR);2017;18;11;7;109;65;44
4312;Deposit into/withdrawal from reserves;Zuidoost-Drenthe (CR);2018;15;10;5;90;57;32
4313;Deposit into/withdrawal from reserves;Zuidoost-Drenthe (CR);2019;14;15;-1;84;88;-4
4314;Deposit into/withdrawal from reserves;Zuidoost-Drenthe (CR);2020;16;18;-2;97;107;-11
4315;Deposit into/withdrawal from reserves;Zuidoost-Drenthe (CR);2021;6;9;-3;37;56;-19
4316;Deposit into/withdrawal from reserves;Zuidoost-Drenthe (CR);2022;5;14;-8;30;80;-50
4317;Deposit into/withdrawal from reserves;Zuidoost-Drenthe (CR);2023;6;10;-4;33;57;-25
4318;Deposit into/withdrawal from reserves;Zuidoost-Drenthe (CR);2024;8;15;-6;47;85;-38
4319;Deposit into/withdrawal from reserves;Zuidoost-Drenthe (CR);2025;21;18;3;121;104;18
4320;Deposit into/withdrawal from reserves;Zuidwest-Drenthe (CR);2017;6;1;5;48;7;41
4321;Deposit into/withdrawal from reserves;Zuidwest-Drenthe (CR);2018;8;5;3;62;39;23
4322;Deposit into/withdrawal from reserves;Zuidwest-Drenthe (CR);2019;8;4;4;59;32;27
4323;Deposit into/withdrawal from reserves;Zuidwest-Drenthe (CR);2020;4;2;2;32;16;16
4324;Deposit into/withdrawal from reserves;Zuidwest-Drenthe (CR);2021;4;5;-1;30;37;-7
4325;Deposit into/withdrawal from reserves;Zuidwest-Drenthe (CR);2022;2;3;-1;12;19;-8
4326;Deposit into/withdrawal from reserves;Zuidwest-Drenthe (CR);2023;2;10;-8;16;74;-57
4327;Deposit into/withdrawal from reserves;Zuidwest-Drenthe (CR);2024;2;9;-7;16;69;-53
4328;Deposit into/withdrawal from reserves;Zuidwest-Drenthe (CR);2025;4;8;-5;27;61;-34
4329;Deposit into/withdrawal from reserves;Noord-Overijssel (CR);2017;37;38;-1;102;104;-1
4330;Deposit into/withdrawal from reserves;Noord-Overijssel (CR);2018;32;23;9;88;62;26
4331;Deposit into/withdrawal from reserves;Noord-Overijssel (CR);2019;50;30;20;134;81;53
4332;Deposit into/withdrawal from reserves;Noord-Overijssel (CR);2020;43;26;17;115;69;46
4333;Deposit into/withdrawal from reserves;Noord-Overijssel (CR);2021;47;26;21;125;69;56
4334;Deposit into/withdrawal from reserves;Noord-Overijssel (CR);2022;52;42;9;136;112;25
4335;Deposit into/withdrawal from reserves;Noord-Overijssel (CR);2023;64;41;23;167;107;60
4336;Deposit into/withdrawal from reserves;Noord-Overijssel (CR);2024;97;87;10;250;223;26
4337;Deposit into/withdrawal from reserves;Noord-Overijssel (CR);2025;124;117;7;317;300;18
4338;Deposit into/withdrawal from reserves;Zuidwest-Overijssel (CR);2017;13;12;2;86;75;11
4339;Deposit into/withdrawal from reserves;Zuidwest-Overijssel (CR);2018;12;8;4;77;51;26
4340;Deposit into/withdrawal from reserves;Zuidwest-Overijssel (CR);2019;16;11;5;102;68;34
4341;Deposit into/withdrawal from reserves;Zuidwest-Overijssel (CR);2020;22;14;8;139;89;50
4342;Deposit into/withdrawal from reserves;Zuidwest-Overijssel (CR);2021;21;13;8;133;84;49
4343;Deposit into/withdrawal from reserves;Zuidwest-Overijssel (CR);2022;42;39;3;266;248;18
4344;Deposit into/withdrawal from reserves;Zuidwest-Overijssel (CR);2023;61;26;36;383;160;222
4345;Deposit into/withdrawal from reserves;Zuidwest-Overijssel (CR);2024;59;33;26;367;205;162
4346;Deposit into/withdrawal from reserves;Zuidwest-Overijssel (CR);2025;53;46;7;326;285;40
4347;Deposit into/withdrawal from reserves;Twente (CR);2017;84;61;23;134;97;37
4348;Deposit into/withdrawal from reserves;Twente (CR);2018;118;71;46;187;114;73
4349;Deposit into/withdrawal from reserves;Twente (CR);2019;96;67;29;153;107;46
4350;Deposit into/withdrawal from reserves;Twente (CR);2020;84;64;20;133;101;32
4351;Deposit into/withdrawal from reserves;Twente (CR);2021;71;52;19;112;82;30
4352;Deposit into/withdrawal from reserves;Twente (CR);2022;91;88;3;144;139;5
4353;Deposit into/withdrawal from reserves;Twente (CR);2023;84;70;14;131;109;22
4354;Deposit into/withdrawal from reserves;Twente (CR);2024;109;78;31;170;122;48
4355;Deposit into/withdrawal from reserves;Twente (CR);2025;128;109;19;199;169;30
4356;Deposit into/withdrawal from reserves;Veluwe (CR);2017;122;111;11;180;164;16
4357;Deposit into/withdrawal from reserves;Veluwe (CR);2018;120;115;4;175;169;6
4358;Deposit into/withdrawal from reserves;Veluwe (CR);2019;118;105;13;171;153;18
4359;Deposit into/withdrawal from reserves;Veluwe (CR);2020;108;85;23;155;122;34
4360;Deposit into/withdrawal from reserves;Veluwe (CR);2021;78;78;0;111;111;0
4361;Deposit into/withdrawal from reserves;Veluwe (CR);2022;127;101;26;180;144;37
4362;Deposit into/withdrawal from reserves;Veluwe (CR);2023;166;129;37;231;180;51
4363;Deposit into/withdrawal from reserves;Veluwe (CR);2024;133;100;32;184;139;45
4364;Deposit into/withdrawal from reserves;Veluwe (CR);2025;156;109;47;214;150;64
4365;Deposit into/withdrawal from reserves;Achterhoek (CR);2017;37;19;19;93;46;47
4366;Deposit into/withdrawal from reserves;Achterhoek (CR);2018;37;22;15;91;54;37
4367;Deposit into/withdrawal from reserves;Achterhoek (CR);2019;50;19;31;126;48;78
4368;Deposit into/withdrawal from reserves;Achterhoek (CR);2020;35;12;23;86;29;57
4369;Deposit into/withdrawal from reserves;Achterhoek (CR);2021;32;10;22;80;26;54
4370;Deposit into/withdrawal from reserves;Achterhoek (CR);2022;34;24;10;85;60;25
4371;Deposit into/withdrawal from reserves;Achterhoek (CR);2023;31;18;12;75;45;30
4372;Deposit into/withdrawal from reserves;Achterhoek (CR);2024;33;30;3;80;74;7
4373;Deposit into/withdrawal from reserves;Achterhoek (CR);2025;58;40;18;142;98;44
4374;Deposit into/withdrawal from reserves;Arnhem/Nijmegen (CR);2017;61;54;7;84;73;10
4375;Deposit into/withdrawal from reserves;Arnhem/Nijmegen (CR);2018;87;69;18;118;94;24
4376;Deposit into/withdrawal from reserves;Arnhem/Nijmegen (CR);2019;83;61;22;113;83;30
4377;Deposit into/withdrawal from reserves;Arnhem/Nijmegen (CR);2020;85;60;26;115;80;35
4378;Deposit into/withdrawal from reserves;Arnhem/Nijmegen (CR);2021;99;77;23;133;103;30
4379;Deposit into/withdrawal from reserves;Arnhem/Nijmegen (CR);2022;98;100;-3;131;134;-3
4380;Deposit into/withdrawal from reserves;Arnhem/Nijmegen (CR);2023;142;116;26;188;153;35
4381;Deposit into/withdrawal from reserves;Arnhem/Nijmegen (CR);2024;135;121;14;176;158;18
4382;Deposit into/withdrawal from reserves;Arnhem/Nijmegen (CR);2025;107;75;32;139;97;42
4383;Deposit into/withdrawal from reserves;Zuidwest-Gelderland (CR);2017;14;19;-5;59;78;-20
4384;Deposit into/withdrawal from reserves;Zuidwest-Gelderland (CR);2018;17;22;-5;69;89;-20
4385;Deposit into/withdrawal from reserves;Zuidwest-Gelderland (CR);2019;26;21;5;108;88;20
4386;Deposit into/withdrawal from reserves;Zuidwest-Gelderland (CR);2020;38;32;7;156;129;27
4387;Deposit into/withdrawal from reserves;Zuidwest-Gelderland (CR);2021;50;26;24;200;103;97
4388;Deposit into/withdrawal from reserves;Zuidwest-Gelderland (CR);2022;21;19;3;85;75;10
4389;Deposit into/withdrawal from reserves;Zuidwest-Gelderland (CR);2023;30;27;3;116;105;11
4390;Deposit into/withdrawal from reserves;Zuidwest-Gelderland (CR);2024;24;18;6;95;72;22
4391;Deposit into/withdrawal from reserves;Zuidwest-Gelderland (CR);2025;46;36;10;179;141;38
4392;Deposit into/withdrawal from reserves;Utrecht (CR);2017;145;74;71;113;58;55
4393;Deposit into/withdrawal from reserves;Utrecht (CR);2018;170;81;89;131;62;69
4394;Deposit into/withdrawal from reserves;Utrecht (CR);2019;227;109;118;169;81;88
4395;Deposit into/withdrawal from reserves;Utrecht (CR);2020;243;115;128;179;85;94
4396;Deposit into/withdrawal from reserves;Utrecht (CR);2021;242;105;137;178;77;100
4397;Deposit into/withdrawal from reserves;Utrecht (CR);2022;149;109;40;109;79;29
4398;Deposit into/withdrawal from reserves;Utrecht (CR);2023;190;139;52;137;100;37
4399;Deposit into/withdrawal from reserves;Utrecht (CR);2024;206;126;80;147;90;57
4400;Deposit into/withdrawal from reserves;Utrecht (CR);2025;245;152;94;174;108;66
4401;Deposit into/withdrawal from reserves;Kop van Noord-Holland (CR);2017;44;26;17;117;70;47
4402;Deposit into/withdrawal from reserves;Kop van Noord-Holland (CR);2018;53;29;24;141;78;63
4403;Deposit into/withdrawal from reserves;Kop van Noord-Holland (CR);2019;56;35;21;150;93;56
4404;Deposit into/withdrawal from reserves;Kop van Noord-Holland (CR);2020;53;37;16;140;97;43
4405;Deposit into/withdrawal from reserves;Kop van Noord-Holland (CR);2021;65;40;25;172;106;66
4406;Deposit into/withdrawal from reserves;Kop van Noord-Holland (CR);2022;40;44;-4;104;116;-12
4407;Deposit into/withdrawal from reserves;Kop van Noord-Holland (CR);2023;37;49;-11;97;126;-29
4408;Deposit into/withdrawal from reserves;Kop van Noord-Holland (CR);2024;45;52;-7;115;135;-19
4409;Deposit into/withdrawal from reserves;Kop van Noord-Holland (CR);2025;64;59;5;165;152;13
4410;Deposit into/withdrawal from reserves;Alkmaar en omgeving (CR);2017;26;12;14;106;48;58
4411;Deposit into/withdrawal from reserves;Alkmaar en omgeving (CR);2018;27;17;10;110;70;41
4412;Deposit into/withdrawal from reserves;Alkmaar en omgeving (CR);2019;24;22;2;99;90;8
4413;Deposit into/withdrawal from reserves;Alkmaar en omgeving (CR);2020;24;17;7;98;70;28
4414;Deposit into/withdrawal from reserves;Alkmaar en omgeving (CR);2021;30;26;5;121;103;18
4415;Deposit into/withdrawal from reserves;Alkmaar en omgeving (CR);2022;22;14;8;87;56;31
4416;Deposit into/withdrawal from reserves;Alkmaar en omgeving (CR);2023;33;20;13;129;80;49
4417;Deposit into/withdrawal from reserves;Alkmaar en omgeving (CR);2024;25;11;13;96;44;51
4418;Deposit into/withdrawal from reserves;Alkmaar en omgeving (CR);2025;26;10;17;103;38;64
4419;Deposit into/withdrawal from reserves;IJmond (CR);2017;10;4;5;49;22;28
4420;Deposit into/withdrawal from reserves;IJmond (CR);2018;14;5;9;70;24;46
4421;Deposit into/withdrawal from reserves;IJmond (CR);2019;17;8;9;87;40;47
4422;Deposit into/withdrawal from reserves;IJmond (CR);2020;10;4;6;52;21;31
4423;Deposit into/withdrawal from reserves;IJmond (CR);2021;17;8;9;85;42;43
4424;Deposit into/withdrawal from reserves;IJmond (CR);2022;16;14;2;78;69;9
4425;Deposit into/withdrawal from reserves;IJmond (CR);2023;12;10;2;59;49;10
4426;Deposit into/withdrawal from reserves;IJmond (CR);2024;32;21;11;158;102;56
4427;Deposit into/withdrawal from reserves;IJmond (CR);2025;24;13;11;118;65;53
4428;Deposit into/withdrawal from reserves;Agglomeratie Haarlem (CR);2017;11;10;1;48;42;6
4429;Deposit into/withdrawal from reserves;Agglomeratie Haarlem (CR);2018;18;16;2;79;70;9
4430;Deposit into/withdrawal from reserves;Agglomeratie Haarlem (CR);2019;20;17;3;90;74;15
4431;Deposit into/withdrawal from reserves;Agglomeratie Haarlem (CR);2020;26;31;-5;113;132;-19
4432;Deposit into/withdrawal from reserves;Agglomeratie Haarlem (CR);2021;12;14;-2;51;62;-10
4433;Deposit into/withdrawal from reserves;Agglomeratie Haarlem (CR);2022;24;25;-1;105;110;-6
4434;Deposit into/withdrawal from reserves;Agglomeratie Haarlem (CR);2023;19;13;6;79;53;26
4435;Deposit into/withdrawal from reserves;Agglomeratie Haarlem (CR);2024;20;11;9;85;48;37
4436;Deposit into/withdrawal from reserves;Agglomeratie Haarlem (CR);2025;41;38;3;173;161;12
4437;Deposit into/withdrawal from reserves;Zaanstreek (CR);2017;43;43;0;255;255;0
4438;Deposit into/withdrawal from reserves;Zaanstreek (CR);2018;32;33;0;189;192;-3
4439;Deposit into/withdrawal from reserves;Zaanstreek (CR);2019;31;32;-1;181;188;-7
4440;Deposit into/withdrawal from reserves;Zaanstreek (CR);2020;20;25;-6;114;147;-34
4441;Deposit into/withdrawal from reserves;Zaanstreek (CR);2021;24;24;0;141;138;3
4442;Deposit into/withdrawal from reserves;Zaanstreek (CR);2022;27;34;-7;156;197;-41
4443;Deposit into/withdrawal from reserves;Zaanstreek (CR);2023;37;37;1;212;209;3
4444;Deposit into/withdrawal from reserves;Zaanstreek (CR);2024;65;65;0;365;368;-3
4445;Deposit into/withdrawal from reserves;Zaanstreek (CR);2025;57;57;0;321;319;1
4446;Deposit into/withdrawal from reserves;Groot-Amsterdam (CR);2017;710;511;199;527;379;148
4447;Deposit into/withdrawal from reserves;Groot-Amsterdam (CR);2018;927;517;410;682;381;301
4448;Deposit into/withdrawal from reserves;Groot-Amsterdam (CR);2019;617;461;156;448;335;113
4449;Deposit into/withdrawal from reserves;Groot-Amsterdam (CR);2020;1012;837;175;727;601;126
4450;Deposit into/withdrawal from reserves;Groot-Amsterdam (CR);2021;1200;1021;180;860;731;129
4451;Deposit into/withdrawal from reserves;Groot-Amsterdam (CR);2022;1225;966;258;867;684;183
4452;Deposit into/withdrawal from reserves;Groot-Amsterdam (CR);2023;827;779;48;567;534;33
4453;Deposit into/withdrawal from reserves;Groot-Amsterdam (CR);2024;683;652;30;462;442;21
4454;Deposit into/withdrawal from reserves;Groot-Amsterdam (CR);2025;1404;1422;-18;947;959;-12
4455;Deposit into/withdrawal from reserves;Het Gooi en Vechtstreek (CR);2017;19;11;9;78;43;35
4456;Deposit into/withdrawal from reserves;Het Gooi en Vechtstreek (CR);2018;34;13;21;136;53;83
4457;Deposit into/withdrawal from reserves;Het Gooi en Vechtstreek (CR);2019;31;12;19;120;47;73
4458;Deposit into/withdrawal from reserves;Het Gooi en Vechtstreek (CR);2020;31;18;13;120;69;51
4459;Deposit into/withdrawal from reserves;Het Gooi en Vechtstreek (CR);2021;19;4;15;72;16;56
4460;Deposit into/withdrawal from reserves;Het Gooi en Vechtstreek (CR);2022;17;7;9;63;28;35
4461;Deposit into/withdrawal from reserves;Het Gooi en Vechtstreek (CR);2023;7;14;-7;30;59;-29
4462;Deposit into/withdrawal from reserves;Het Gooi en Vechtstreek (CR);2024;6;10;-4;26;42;-16
4463;Deposit into/withdrawal from reserves;Het Gooi en Vechtstreek (CR);2025;21;20;1;87;83;5
4464;Deposit into/withdrawal from reserves;Agglomeratie Leiden en Bollenstreek (CR);2017;114;67;47;270;159;111
4465;Deposit into/withdrawal from reserves;Agglomeratie Leiden en Bollenstreek (CR);2018;99;57;42;233;135;98
4466;Deposit into/withdrawal from reserves;Agglomeratie Leiden en Bollenstreek (CR);2019;96;57;39;224;134;90
4467;Deposit into/withdrawal from reserves;Agglomeratie Leiden en Bollenstreek (CR);2020;98;59;39;227;137;90
4468;Deposit into/withdrawal from reserves;Agglomeratie Leiden en Bollenstreek (CR);2021;78;57;21;181;132;49
4469;Deposit into/withdrawal from reserves;Agglomeratie Leiden en Bollenstreek (CR);2022;131;111;20;301;254;47
4470;Deposit into/withdrawal from reserves;Agglomeratie Leiden en Bollenstreek (CR);2023;50;29;21;113;66;47
4471;Deposit into/withdrawal from reserves;Agglomeratie Leiden en Bollenstreek (CR);2024;70;62;8;158;140;18
4472;Deposit into/withdrawal from reserves;Agglomeratie Leiden en Bollenstreek (CR);2025;87;68;19;194;152;42
4473;Deposit into/withdrawal from reserves;Agglomeratie 's-Gravenhage (CR);2017;382;159;223;448;186;262
4474;Deposit into/withdrawal from reserves;Agglomeratie 's-Gravenhage (CR);2018;360;131;229;417;152;265
4475;Deposit into/withdrawal from reserves;Agglomeratie 's-Gravenhage (CR);2019;316;199;117;362;228;134
4476;Deposit into/withdrawal from reserves;Agglomeratie 's-Gravenhage (CR);2020;282;264;18;319;299;20
4477;Deposit into/withdrawal from reserves;Agglomeratie 's-Gravenhage (CR);2021;231;175;55;260;198;62
4478;Deposit into/withdrawal from reserves;Agglomeratie 's-Gravenhage (CR);2022;362;142;220;404;159;245
4479;Deposit into/withdrawal from reserves;Agglomeratie 's-Gravenhage (CR);2023;310;175;135;340;192;149
4480;Deposit into/withdrawal from reserves;Agglomeratie 's-Gravenhage (CR);2024;281;105;177;307;114;193
4481;Deposit into/withdrawal from reserves;Agglomeratie 's-Gravenhage (CR);2025;382;193;189;414;209;205
4482;Deposit into/withdrawal from reserves;Delft en Westland (CR);2017;36;24;12;159;105;54
4483;Deposit into/withdrawal from reserves;Delft en Westland (CR);2018;26;20;6;113;87;26
4484;Deposit into/withdrawal from reserves;Delft en Westland (CR);2019;61;43;18;264;187;77
