ID;SBI93;RegioS;Perioden;BanenVanWerknemersNiveau_1;BanenVanWerknemersMutatie_2
5355;5;Borger-Odoorn;2006 december voorlopig;0.11;
5356;5;Borger-Odoorn;2006 december nader voorlopig;0.11;
5357;5;Borger-Odoorn;2007 december voorlopig;0.1;-0.01
5358;5;Borger-Odoorn;2007 december nader voorlopig;0.09;
5359;5;Borger-Odoorn;2008 december voorlopig;0.11;0.02
5360;5;Borger-Odoorn;2008 december nader voorlopig;0.1;
5361;5;Borger-Odoorn;2009 december voorlopig;0.1;0.01
5362;5;Borne;2006 december voorlopig;0.03;
5363;5;Borne;2006 december nader voorlopig;0.03;
5364;5;Borne;2007 december voorlopig;0.03;0.0
5365;5;Borne;2007 december nader voorlopig;0.03;
5366;5;Borne;2008 december voorlopig;0.02;0.0
5367;5;Borne;2008 december nader voorlopig;0.02;
5368;5;Borne;2009 december voorlopig;0.02;0.0
5369;5;Borsele;2006 december voorlopig;0.32;
5370;5;Borsele;2006 december nader voorlopig;0.32;
5371;5;Borsele;2007 december voorlopig;0.25;-0.07
5372;5;Borsele;2007 december nader voorlopig;0.23;
5373;5;Borsele;2008 december voorlopig;0.4;0.16
5374;5;Borsele;2008 december nader voorlopig;0.24;
5375;5;Borsele;2009 december voorlopig;0.25;0.01
5376;5;Boskoop;2006 december voorlopig;0.96;
5377;5;Boskoop;2006 december nader voorlopig;0.95;
5378;5;Boskoop;2007 december voorlopig;0.95;0.0
5379;5;Boskoop;2007 december nader voorlopig;0.94;
5380;5;Boskoop;2008 december voorlopig;1.3;0.35
5381;5;Boskoop;2008 december nader voorlopig;1.2;
5382;5;Boskoop;2009 december voorlopig;1.22;0.02
5383;5;Boxmeer;2006 december voorlopig;0.49;
5384;5;Boxmeer;2006 december nader voorlopig;0.45;
5385;5;Boxmeer;2007 december voorlopig;0.49;0.04
5386;5;Boxmeer;2007 december nader voorlopig;0.48;
5387;5;Boxmeer;2008 december voorlopig;0.55;0.07
5388;5;Boxmeer;2008 december nader voorlopig;0.43;
5389;5;Boxmeer;2009 december voorlopig;0.42;0.0
5390;5;Boxtel;2006 december voorlopig;0.32;
5391;5;Boxtel;2006 december nader voorlopig;0.32;
5392;5;Boxtel;2007 december voorlopig;0.19;-0.14
5393;5;Boxtel;2007 december nader voorlopig;0.19;
5394;5;Boxtel;2008 december voorlopig;0.17;-0.02
5395;5;Boxtel;2008 december nader voorlopig;0.18;
5396;5;Boxtel;2009 december voorlopig;0.14;-0.04
5397;5;Breda;2006 december voorlopig;0.62;
5398;5;Breda;2006 december nader voorlopig;0.61;
5399;5;Breda;2007 december voorlopig;0.65;0.04
5400;5;Breda;2007 december nader voorlopig;0.68;
5401;5;Breda;2008 december voorlopig;0.67;-0.01
5402;5;Breda;2008 december nader voorlopig;0.59;
5403;5;Breda;2009 december voorlopig;0.61;0.02
5404;5;Breukelen;2006 december voorlopig;0.03;
5405;5;Breukelen;2006 december nader voorlopig;0.03;
5406;5;Breukelen;2007 december voorlopig;0.03;0.0
5407;5;Breukelen;2007 december nader voorlopig;0.03;
5408;5;Breukelen;2008 december voorlopig;0.04;0.0
5409;5;Breukelen;2008 december nader voorlopig;0.04;
5410;5;Breukelen;2009 december voorlopig;0.05;0.01
5411;5;Brielle;2006 december voorlopig;0.47;
5412;5;Brielle;2006 december nader voorlopig;0.46;
5413;5;Brielle;2007 december voorlopig;0.42;-0.05
5414;5;Brielle;2007 december nader voorlopig;0.41;
5415;5;Brielle;2008 december voorlopig;0.38;-0.02
5416;5;Brielle;2008 december nader voorlopig;0.39;
5417;5;Brielle;2009 december voorlopig;0.35;-0.04
5418;5;Bronckhorst;2006 december voorlopig;0.33;
5419;5;Bronckhorst;2006 december nader voorlopig;0.33;
5420;5;Bronckhorst;2007 december voorlopig;0.34;0.01
5421;5;Bronckhorst;2007 december nader voorlopig;0.37;
5422;5;Bronckhorst;2008 december voorlopig;0.33;-0.04
5423;5;Bronckhorst;2008 december nader voorlopig;0.33;
5424;5;Bronckhorst;2009 december voorlopig;0.33;0.0
5425;5;Brummen;2006 december voorlopig;0.07;
5426;5;Brummen;2006 december nader voorlopig;0.07;
5427;5;Brummen;2007 december voorlopig;0.08;0.01
5428;5;Brummen;2007 december nader voorlopig;0.08;
5429;5;Brummen;2008 december voorlopig;0.08;-0.01
5430;5;Brummen;2008 december nader voorlopig;0.08;
5431;5;Brummen;2009 december voorlopig;0.1;0.02
5432;5;Brunssum;2006 december voorlopig;;
5433;5;Brunssum;2006 december nader voorlopig;;
5434;5;Brunssum;2007 december voorlopig;;
5435;5;Brunssum;2007 december nader voorlopig;;
5436;5;Brunssum;2008 december voorlopig;;
5437;5;Brunssum;2008 december nader voorlopig;;
5438;5;Brunssum;2009 december voorlopig;;
5439;5;Bunnik;2006 december voorlopig;0.13;
5440;5;Bunnik;2006 december nader voorlopig;0.14;
5441;5;Bunnik;2007 december voorlopig;0.18;0.04
5442;5;Bunnik;2007 december nader voorlopig;0.16;
5443;5;Bunnik;2008 december voorlopig;0.15;-0.01
5444;5;Bunnik;2008 december nader voorlopig;0.12;
5445;5;Bunnik;2009 december voorlopig;0.13;0.01
5446;5;Bunschoten;2006 december voorlopig;0.03;
5447;5;Bunschoten;2006 december nader voorlopig;0.07;
5448;5;Bunschoten;2007 december voorlopig;0.03;-0.04
5449;5;Bunschoten;2007 december nader voorlopig;0.03;
5450;5;Bunschoten;2008 december voorlopig;0.03;0.0
5451;5;Bunschoten;2008 december nader voorlopig;0.04;
5452;5;Bunschoten;2009 december voorlopig;0.04;0.01
5453;5;Buren;2006 december voorlopig;0.38;
5454;5;Buren;2006 december nader voorlopig;0.39;
5455;5;Buren;2007 december voorlopig;0.45;0.06
5456;5;Buren;2007 december nader voorlopig;0.43;
5457;5;Buren;2008 december voorlopig;0.67;0.25
5458;5;Buren;2008 december nader voorlopig;0.39;
5459;5;Buren;2009 december voorlopig;0.41;0.02
5460;5;Bussum;2006 december voorlopig;0.02;
5461;5;Bussum;2006 december nader voorlopig;0.02;
5462;5;Bussum;2007 december voorlopig;;
5463;5;Bussum;2007 december nader voorlopig;;
5464;5;Bussum;2008 december voorlopig;;
5465;5;Bussum;2008 december nader voorlopig;;
5466;5;Bussum;2009 december voorlopig;0.02;0.0
5467;5;Capelle aan den IJssel;2006 december voorlopig;0.03;
5468;5;Capelle aan den IJssel;2006 december nader voorlopig;0.03;
5469;5;Capelle aan den IJssel;2007 december voorlopig;0.03;0.0
5470;5;Capelle aan den IJssel;2007 december nader voorlopig;0.03;
5471;5;Capelle aan den IJssel;2008 december voorlopig;0.04;0.0
5472;5;Capelle aan den IJssel;2008 december nader voorlopig;0.04;
5473;5;Capelle aan den IJssel;2009 december voorlopig;0.04;0.0
5474;5;Castricum;2006 december voorlopig;0.1;
5475;5;Castricum;2006 december nader voorlopig;0.1;
5476;5;Castricum;2007 december voorlopig;0.1;0.0
5477;5;Castricum;2007 december nader voorlopig;0.1;
5478;5;Castricum;2008 december voorlopig;0.11;0.0
5479;5;Castricum;2008 december nader voorlopig;0.1;
5480;5;Castricum;2009 december voorlopig;0.09;0.0
5481;5;Coevorden;2006 december voorlopig;0.16;
5482;5;Coevorden;2006 december nader voorlopig;0.16;
5483;5;Coevorden;2007 december voorlopig;0.18;0.02
5484;5;Coevorden;2007 december nader voorlopig;0.16;
5485;5;Coevorden;2008 december voorlopig;0.14;-0.02
5486;5;Coevorden;2008 december nader voorlopig;0.15;
5487;5;Coevorden;2009 december voorlopig;0.16;0.01
5488;5;Cranendonck;2006 december voorlopig;0.08;
5489;5;Cranendonck;2006 december nader voorlopig;0.08;
5490;5;Cranendonck;2007 december voorlopig;0.1;0.02
5491;5;Cranendonck;2007 december nader voorlopig;0.13;
5492;5;Cranendonck;2008 december voorlopig;0.2;0.07
5493;5;Cranendonck;2008 december nader voorlopig;0.09;
5494;5;Cranendonck;2009 december voorlopig;0.07;-0.02
5495;5;Cromstrijen;2006 december voorlopig;0.11;
5496;5;Cromstrijen;2006 december nader voorlopig;0.11;
5497;5;Cromstrijen;2007 december voorlopig;0.1;-0.01
5498;5;Cromstrijen;2007 december nader voorlopig;0.13;
5499;5;Cromstrijen;2008 december voorlopig;0.14;0.02
5500;5;Cromstrijen;2008 december nader voorlopig;0.1;
5501;5;Cromstrijen;2009 december voorlopig;0.09;-0.01
5502;5;Cuijk;2006 december voorlopig;0.18;
5503;5;Cuijk;2006 december nader voorlopig;0.18;
5504;5;Cuijk;2007 december voorlopig;0.24;0.06
5505;5;Cuijk;2007 december nader voorlopig;0.23;
5506;5;Cuijk;2008 december voorlopig;0.21;-0.03
5507;5;Cuijk;2008 december nader voorlopig;0.21;
5508;5;Cuijk;2009 december voorlopig;0.21;-0.01
5509;5;Culemborg;2006 december voorlopig;0.02;
5510;5;Culemborg;2006 december nader voorlopig;0.03;
5511;5;Culemborg;2007 december voorlopig;0.03;0.0
5512;5;Culemborg;2007 december nader voorlopig;0.03;
5513;5;Culemborg;2008 december voorlopig;0.03;0.0
5514;5;Culemborg;2008 december nader voorlopig;0.02;
5515;5;Culemborg;2009 december voorlopig;;
5516;5;Dalfsen;2006 december voorlopig;0.35;
5517;5;Dalfsen;2006 december nader voorlopig;0.36;
5518;5;Dalfsen;2007 december voorlopig;0.37;0.01
5519;5;Dalfsen;2007 december nader voorlopig;0.37;
5520;5;Dalfsen;2008 december voorlopig;0.36;-0.01
5521;5;Dalfsen;2008 december nader voorlopig;0.35;
5522;5;Dalfsen;2009 december voorlopig;0.36;0.01
5523;5;Dantumadeel;2006 december voorlopig;0.06;
5524;5;Dantumadeel;2006 december nader voorlopig;0.06;
5525;5;Dantumadeel;2007 december voorlopig;0.06;0.0
5526;5;Dantumadeel;2007 december nader voorlopig;0.06;
5527;5;Dantumadeel;2008 december voorlopig;0.06;0.0
5528;5;Dantumadeel;2008 december nader voorlopig;0.05;
5529;5;Dantumadeel;2009 december voorlopig;0.0;0.0
5530;5;Dantumadiel;2006 december voorlopig;0.0;0.0
5531;5;Dantumadiel;2006 december nader voorlopig;0.0;0.0
5532;5;Dantumadiel;2007 december voorlopig;0.0;0.0
5533;5;Dantumadiel;2007 december nader voorlopig;0.0;0.0
5534;5;Dantumadiel;2008 december voorlopig;0.0;0.0
5535;5;Dantumadiel;2008 december nader voorlopig;0.0;0.0
5536;5;Dantumadiel;2009 december voorlopig;0.04;-0.01
5537;5;Delft;2006 december voorlopig;0.08;
5538;5;Delft;2006 december nader voorlopig;0.08;
5539;5;Delft;2007 december voorlopig;0.07;-0.01
5540;5;Delft;2007 december nader voorlopig;0.07;
5541;5;Delft;2008 december voorlopig;0.07;0.0
5542;5;Delft;2008 december nader voorlopig;0.07;
5543;5;Delft;2009 december voorlopig;0.05;-0.02
5544;5;Delfzijl;2006 december voorlopig;0.1;
5545;5;Delfzijl;2006 december nader voorlopig;0.1;
5546;5;Delfzijl;2007 december voorlopig;0.08;-0.01
5547;5;Delfzijl;2007 december nader voorlopig;0.08;
5548;5;Delfzijl;2008 december voorlopig;0.09;0.01
5549;5;Delfzijl;2008 december nader voorlopig;0.09;
5550;5;Delfzijl;2009 december voorlopig;0.11;0.02
5551;5;Deurne;2006 december voorlopig;0.62;
5552;5;Deurne;2006 december nader voorlopig;0.63;
5553;5;Deurne;2007 december voorlopig;0.59;-0.04
5554;5;Deurne;2007 december nader voorlopig;0.61;
5555;5;Deurne;2008 december voorlopig;0.56;-0.06
5556;5;Deurne;2008 december nader voorlopig;0.51;
5557;5;Deurne;2009 december voorlopig;0.51;0.01
5558;5;Deventer;2006 december voorlopig;0.68;
5559;5;Deventer;2006 december nader voorlopig;0.68;
5560;5;Deventer;2007 december voorlopig;0.27;-0.41
5561;5;Deventer;2007 december nader voorlopig;0.23;
5562;5;Deventer;2008 december voorlopig;0.69;0.46
5563;5;Deventer;2008 december nader voorlopig;0.68;
5564;5;Deventer;2009 december voorlopig;1.17;0.49
5565;5;Diemen;2006 december voorlopig;;
5566;5;Diemen;2006 december nader voorlopig;;
5567;5;Diemen;2007 december voorlopig;;
5568;5;Diemen;2007 december nader voorlopig;;
5569;5;Diemen;2008 december voorlopig;;
5570;5;Diemen;2008 december nader voorlopig;;
5571;5;Diemen;2009 december voorlopig;;
5572;5;Dinkelland;2006 december voorlopig;0.51;
5573;5;Dinkelland;2006 december nader voorlopig;0.5;
5574;5;Dinkelland;2007 december voorlopig;0.52;0.01
5575;5;Dinkelland;2007 december nader voorlopig;0.51;
5576;5;Dinkelland;2008 december voorlopig;0.5;-0.02
5577;5;Dinkelland;2008 december nader voorlopig;0.48;
5578;5;Dinkelland;2009 december voorlopig;0.52;0.03
5579;5;Dirksland;2006 december voorlopig;0.04;
5580;5;Dirksland;2006 december nader voorlopig;0.04;
5581;5;Dirksland;2007 december voorlopig;0.04;0.0
5582;5;Dirksland;2007 december nader voorlopig;0.05;
5583;5;Dirksland;2008 december voorlopig;0.09;0.04
5584;5;Dirksland;2008 december nader voorlopig;0.06;
5585;5;Dirksland;2009 december voorlopig;0.06;0.0
5586;5;Doesburg;2006 december voorlopig;;
5587;5;Doesburg;2006 december nader voorlopig;;
5588;5;Doesburg;2007 december voorlopig;;
5589;5;Doesburg;2007 december nader voorlopig;;
5590;5;Doesburg;2008 december voorlopig;;
5591;5;Doesburg;2008 december nader voorlopig;;
5592;5;Doesburg;2009 december voorlopig;;
5593;5;Doetinchem;2006 december voorlopig;0.11;
5594;5;Doetinchem;2006 december nader voorlopig;0.11;
5595;5;Doetinchem;2007 december voorlopig;0.14;0.03
5596;5;Doetinchem;2007 december nader voorlopig;0.12;
5597;5;Doetinchem;2008 december voorlopig;0.17;0.04
5598;5;Doetinchem;2008 december nader voorlopig;0.13;
5599;5;Doetinchem;2009 december voorlopig;0.12;-0.01
5600;5;Dongen;2006 december voorlopig;0.32;
5601;5;Dongen;2006 december nader voorlopig;0.33;
5602;5;Dongen;2007 december voorlopig;0.32;-0.01
5603;5;Dongen;2007 december nader voorlopig;0.35;
5604;5;Dongen;2008 december voorlopig;0.37;0.02
5605;5;Dongen;2008 december nader voorlopig;0.36;
5606;5;Dongen;2009 december voorlopig;0.31;-0.05
5607;5;Dongeradeel;2006 december voorlopig;0.1;
5608;5;Dongeradeel;2006 december nader voorlopig;0.11;
5609;5;Dongeradeel;2007 december voorlopig;0.13;0.02
5610;5;Dongeradeel;2007 december nader voorlopig;0.12;
5611;5;Dongeradeel;2008 december voorlopig;0.16;0.04
5612;5;Dongeradeel;2008 december nader voorlopig;0.11;
5613;5;Dongeradeel;2009 december voorlopig;0.11;0.0
5614;5;Dordrecht;2006 december voorlopig;0.13;
5615;5;Dordrecht;2006 december nader voorlopig;0.13;
5616;5;Dordrecht;2007 december voorlopig;0.14;0.01
5617;5;Dordrecht;2007 december nader voorlopig;0.14;
5618;5;Dordrecht;2008 december voorlopig;0.14;0.0
5619;5;Dordrecht;2008 december nader voorlopig;0.13;
5620;5;Dordrecht;2009 december voorlopig;0.14;0.01
5621;5;Drechterland;2006 december voorlopig;0.98;
5622;5;Drechterland;2006 december nader voorlopig;0.98;
5623;5;Drechterland;2007 december voorlopig;0.92;-0.07
5624;5;Drechterland;2007 december nader voorlopig;0.88;
5625;5;Drechterland;2008 december voorlopig;1.05;0.16
5626;5;Drechterland;2008 december nader voorlopig;0.83;
5627;5;Drechterland;2009 december voorlopig;0.79;-0.04
5628;5;Drimmelen;2006 december voorlopig;0.83;
5629;5;Drimmelen;2006 december nader voorlopig;0.83;
5630;5;Drimmelen;2007 december voorlopig;0.74;-0.09
5631;5;Drimmelen;2007 december nader voorlopig;0.73;
5632;5;Drimmelen;2008 december voorlopig;0.71;-0.02
5633;5;Drimmelen;2008 december nader voorlopig;0.72;
5634;5;Drimmelen;2009 december voorlopig;0.72;-0.01
5635;5;Dronten;2006 december voorlopig;0.48;
5636;5;Dronten;2006 december nader voorlopig;0.48;
5637;5;Dronten;2007 december voorlopig;0.51;0.03
5638;5;Dronten;2007 december nader voorlopig;0.53;
5639;5;Dronten;2008 december voorlopig;0.68;0.15
5640;5;Dronten;2008 december nader voorlopig;0.47;
5641;5;Dronten;2009 december voorlopig;0.47;0.0
5642;5;Druten;2006 december voorlopig;0.11;
5643;5;Druten;2006 december nader voorlopig;0.11;
5644;5;Druten;2007 december voorlopig;0.11;0.0
5645;5;Druten;2007 december nader voorlopig;0.11;
5646;5;Druten;2008 december voorlopig;0.13;0.03
5647;5;Druten;2008 december nader voorlopig;0.12;
5648;5;Druten;2009 december voorlopig;0.11;0.0
5649;5;Duiven;2006 december voorlopig;0.3;
5650;5;Duiven;2006 december nader voorlopig;0.3;
5651;5;Duiven;2007 december voorlopig;0.32;0.02
5652;5;Duiven;2007 december nader voorlopig;0.33;
5653;5;Duiven;2008 december voorlopig;0.34;0.01
5654;5;Duiven;2008 december nader voorlopig;0.31;
5655;5;Duiven;2009 december voorlopig;0.3;-0.01
5656;5;Echt-Susteren;2006 december voorlopig;0.16;
5657;5;Echt-Susteren;2006 december nader voorlopig;0.16;
5658;5;Echt-Susteren;2007 december voorlopig;0.17;0.0
5659;5;Echt-Susteren;2007 december nader voorlopig;0.17;
5660;5;Echt-Susteren;2008 december voorlopig;0.2;0.03
5661;5;Echt-Susteren;2008 december nader voorlopig;0.16;
5662;5;Echt-Susteren;2009 december voorlopig;0.14;-0.02
5663;5;Edam-Volendam;2006 december voorlopig;;
5664;5;Edam-Volendam;2006 december nader voorlopig;;
5665;5;Edam-Volendam;2007 december voorlopig;;
5666;5;Edam-Volendam;2007 december nader voorlopig;;
5667;5;Edam-Volendam;2008 december voorlopig;;
5668;5;Edam-Volendam;2008 december nader voorlopig;;
5669;5;Edam-Volendam;2009 december voorlopig;;
5670;5;Ede;2006 december voorlopig;0.84;
5671;5;Ede;2006 december nader voorlopig;0.84;
5672;5;Ede;2007 december voorlopig;0.9;0.06
5673;5;Ede;2007 december nader voorlopig;0.88;
5674;5;Ede;2008 december voorlopig;0.93;0.06
5675;5;Ede;2008 december nader voorlopig;1.02;
5676;5;Ede;2009 december voorlopig;0.97;-0.05
5677;5;Eemnes;2006 december voorlopig;0.07;
5678;5;Eemnes;2006 december nader voorlopig;0.07;
5679;5;Eemnes;2007 december voorlopig;0.07;0.0
5680;5;Eemnes;2007 december nader voorlopig;0.07;
5681;5;Eemnes;2008 december voorlopig;0.09;0.02
5682;5;Eemnes;2008 december nader voorlopig;0.09;
5683;5;Eemnes;2009 december voorlopig;0.08;-0.01
5684;5;Eemsmond;2006 december voorlopig;0.14;
5685;5;Eemsmond;2006 december nader voorlopig;0.14;
5686;5;Eemsmond;2007 december voorlopig;0.12;-0.01
5687;5;Eemsmond;2007 december nader voorlopig;0.12;
5688;5;Eemsmond;2008 december voorlopig;0.14;0.02
5689;5;Eemsmond;2008 december nader voorlopig;0.15;
5690;5;Eemsmond;2009 december voorlopig;0.15;0.0
5691;5;Eersel;2006 december voorlopig;0.15;
5692;5;Eersel;2006 december nader voorlopig;0.15;
5693;5;Eersel;2007 december voorlopig;0.16;0.01
5694;5;Eersel;2007 december nader voorlopig;0.16;
5695;5;Eersel;2008 december voorlopig;0.15;-0.01
5696;5;Eersel;2008 december nader voorlopig;0.11;
5697;5;Eersel;2009 december voorlopig;0.12;0.0
5698;5;Eijsden;2006 december voorlopig;0.03;
5699;5;Eijsden;2006 december nader voorlopig;0.03;
5700;5;Eijsden;2007 december voorlopig;0.03;0.01
5701;5;Eijsden;2007 december nader voorlopig;0.02;
5702;5;Eijsden;2008 december voorlopig;0.04;0.01
5703;5;Eijsden;2008 december nader voorlopig;0.02;
5704;5;Eijsden;2009 december voorlopig;0.02;0.0
5705;5;Eindhoven;2006 december voorlopig;0.23;
5706;5;Eindhoven;2006 december nader voorlopig;0.24;
5707;5;Eindhoven;2007 december voorlopig;0.24;0.0
5708;5;Eindhoven;2007 december nader voorlopig;0.23;
5709;5;Eindhoven;2008 december voorlopig;0.15;-0.08
5710;5;Eindhoven;2008 december nader voorlopig;0.17;
5711;5;Eindhoven;2009 december voorlopig;0.21;0.04
5712;5;Elburg;2006 december voorlopig;0.04;
5713;5;Elburg;2006 december nader voorlopig;0.04;
5714;5;Elburg;2007 december voorlopig;0.06;0.02
5715;5;Elburg;2007 december nader voorlopig;0.06;
5716;5;Elburg;2008 december voorlopig;0.04;-0.01
5717;5;Elburg;2008 december nader voorlopig;0.05;
5718;5;Elburg;2009 december voorlopig;0.04;-0.01
5719;5;Emmen;2006 december voorlopig;1.17;
5720;5;Emmen;2006 december nader voorlopig;1.19;
5721;5;Emmen;2007 december voorlopig;1.26;0.07
5722;5;Emmen;2007 december nader voorlopig;1.27;
5723;5;Emmen;2008 december voorlopig;1.04;-0.23
5724;5;Emmen;2008 december nader voorlopig;0.83;
5725;5;Emmen;2009 december voorlopig;0.83;0.0
5726;5;Enkhuizen;2006 december voorlopig;0.51;
5727;5;Enkhuizen;2006 december nader voorlopig;0.51;
5728;5;Enkhuizen;2007 december voorlopig;0.54;0.03
5729;5;Enkhuizen;2007 december nader voorlopig;0.54;
5730;5;Enkhuizen;2008 december voorlopig;0.54;0.0
5731;5;Enkhuizen;2008 december nader voorlopig;0.54;
5732;5;Enkhuizen;2009 december voorlopig;0.53;-0.02
5733;5;Enschede;2006 december voorlopig;0.11;
5734;5;Enschede;2006 december nader voorlopig;0.11;
5735;5;Enschede;2007 december voorlopig;0.12;0.01
5736;5;Enschede;2007 december nader voorlopig;0.13;
5737;5;Enschede;2008 december voorlopig;0.14;0.01
5738;5;Enschede;2008 december nader voorlopig;0.13;
5739;5;Enschede;2009 december voorlopig;0.13;0.0
5740;5;Epe;2006 december voorlopig;0.25;
5741;5;Epe;2006 december nader voorlopig;0.25;
5742;5;Epe;2007 december voorlopig;0.26;0.01
5743;5;Epe;2007 december nader voorlopig;0.26;
5744;5;Epe;2008 december voorlopig;0.27;0.01
5745;5;Epe;2008 december nader voorlopig;0.28;
5746;5;Epe;2009 december voorlopig;0.23;-0.05
5747;5;Ermelo;2006 december voorlopig;0.14;
5748;5;Ermelo;2006 december nader voorlopig;0.14;
5749;5;Ermelo;2007 december voorlopig;0.17;0.03
5750;5;Ermelo;2007 december nader voorlopig;0.18;
5751;5;Ermelo;2008 december voorlopig;0.18;0.01
5752;5;Ermelo;2008 december nader voorlopig;0.18;
5753;5;Ermelo;2009 december voorlopig;0.18;0.0
5754;5;Etten-Leur;2006 december voorlopig;0.52;
5755;5;Etten-Leur;2006 december nader voorlopig;0.52;
5756;5;Etten-Leur;2007 december voorlopig;0.47;-0.05
5757;5;Etten-Leur;2007 december nader voorlopig;0.51;
5758;5;Etten-Leur;2008 december voorlopig;0.48;-0.03
5759;5;Etten-Leur;2008 december nader voorlopig;0.46;
5760;5;Etten-Leur;2009 december voorlopig;0.44;-0.01
5761;5;Ferwerderadiel;2006 december voorlopig;0.03;
5762;5;Ferwerderadiel;2006 december nader voorlopig;0.03;
5763;5;Ferwerderadiel;2007 december voorlopig;0.03;0.0
5764;5;Ferwerderadiel;2007 december nader voorlopig;0.03;
5765;5;Ferwerderadiel;2008 december voorlopig;0.03;0.0
5766;5;Ferwerderadiel;2008 december nader voorlopig;0.03;
5767;5;Ferwerderadiel;2009 december voorlopig;0.02;-0.01
5768;5;Franekeradeel;2006 december voorlopig;0.32;
5769;5;Franekeradeel;2006 december nader voorlopig;0.32;
5770;5;Franekeradeel;2007 december voorlopig;0.35;0.03
5771;5;Franekeradeel;2007 december nader voorlopig;0.35;
5772;5;Franekeradeel;2008 december voorlopig;0.34;-0.01
5773;5;Franekeradeel;2008 december nader voorlopig;0.34;
5774;5;Franekeradeel;2009 december voorlopig;0.36;0.03
5775;5;Gaasterlân-Sleat;2006 december voorlopig;0.05;
5776;5;Gaasterlân-Sleat;2006 december nader voorlopig;0.04;
5777;5;Gaasterlân-Sleat;2007 december voorlopig;0.05;0.0
5778;5;Gaasterlân-Sleat;2007 december nader voorlopig;0.05;
5779;5;Gaasterlân-Sleat;2008 december voorlopig;0.04;-0.01
5780;5;Gaasterlân-Sleat;2008 december nader voorlopig;0.04;
5781;5;Gaasterlân-Sleat;2009 december voorlopig;0.04;0.0
5782;5;Geertruidenberg;2006 december voorlopig;0.06;
5783;5;Geertruidenberg;2006 december nader voorlopig;0.06;
5784;5;Geertruidenberg;2007 december voorlopig;0.06;0.0
5785;5;Geertruidenberg;2007 december nader voorlopig;0.06;
5786;5;Geertruidenberg;2008 december voorlopig;0.05;-0.01
5787;5;Geertruidenberg;2008 december nader voorlopig;0.05;
5788;5;Geertruidenberg;2009 december voorlopig;0.05;-0.01
5789;5;Geldermalsen;2006 december voorlopig;0.55;
5790;5;Geldermalsen;2006 december nader voorlopig;0.56;
5791;5;Geldermalsen;2007 december voorlopig;0.55;-0.01
5792;5;Geldermalsen;2007 december nader voorlopig;0.52;
5793;5;Geldermalsen;2008 december voorlopig;0.58;0.06
5794;5;Geldermalsen;2008 december nader voorlopig;0.39;
5795;5;Geldermalsen;2009 december voorlopig;0.36;-0.03
5796;5;Geldrop-Mierlo;2006 december voorlopig;0.11;
5797;5;Geldrop-Mierlo;2006 december nader voorlopig;0.11;
5798;5;Geldrop-Mierlo;2007 december voorlopig;0.12;0.0
5799;5;Geldrop-Mierlo;2007 december nader voorlopig;0.11;
5800;5;Geldrop-Mierlo;2008 december voorlopig;0.12;0.0
5801;5;Geldrop-Mierlo;2008 december nader voorlopig;0.11;
5802;5;Geldrop-Mierlo;2009 december voorlopig;0.11;0.0
5803;5;Gemert-Bakel;2006 december voorlopig;0.61;
5804;5;Gemert-Bakel;2006 december nader voorlopig;0.61;
5805;5;Gemert-Bakel;2007 december voorlopig;0.62;0.01
5806;5;Gemert-Bakel;2007 december nader voorlopig;0.63;
5807;5;Gemert-Bakel;2008 december voorlopig;0.57;-0.05
5808;5;Gemert-Bakel;2008 december nader voorlopig;0.59;
5809;5;Gemert-Bakel;2009 december voorlopig;0.59;0.01
5810;5;Gennep;2006 december voorlopig;0.29;
5811;5;Gennep;2006 december nader voorlopig;0.29;
5812;5;Gennep;2007 december voorlopig;0.28;0.0
5813;5;Gennep;2007 december nader voorlopig;0.29;
5814;5;Gennep;2008 december voorlopig;0.28;0.0
5815;5;Gennep;2008 december nader voorlopig;0.26;
5816;5;Gennep;2009 december voorlopig;0.27;0.01
5817;5;Giessenlanden;2006 december voorlopig;0.12;
5818;5;Giessenlanden;2006 december nader voorlopig;0.12;
5819;5;Giessenlanden;2007 december voorlopig;0.11;-0.01
5820;5;Giessenlanden;2007 december nader voorlopig;0.12;
5821;5;Giessenlanden;2008 december voorlopig;0.07;-0.04
5822;5;Giessenlanden;2008 december nader voorlopig;0.09;
5823;5;Giessenlanden;2009 december voorlopig;0.11;0.03
5824;5;Gilze en Rijen;2006 december voorlopig;0.57;
5825;5;Gilze en Rijen;2006 december nader voorlopig;0.57;
5826;5;Gilze en Rijen;2007 december voorlopig;0.2;-0.37
5827;5;Gilze en Rijen;2007 december nader voorlopig;0.2;
5828;5;Gilze en Rijen;2008 december voorlopig;0.19;-0.01
5829;5;Gilze en Rijen;2008 december nader voorlopig;0.2;
5830;5;Gilze en Rijen;2009 december voorlopig;0.17;-0.03
5831;5;Goedereede;2006 december voorlopig;0.11;
5832;5;Goedereede;2006 december nader voorlopig;0.21;
5833;5;Goedereede;2007 december voorlopig;0.44;0.23
5834;5;Goedereede;2007 december nader voorlopig;0.46;
5835;5;Goedereede;2008 december voorlopig;0.13;-0.33
5836;5;Goedereede;2008 december nader voorlopig;0.12;
5837;5;Goedereede;2009 december voorlopig;0.13;0.01
5838;5;Goes;2006 december voorlopig;0.17;
5839;5;Goes;2006 december nader voorlopig;0.17;
5840;5;Goes;2007 december voorlopig;0.18;0.0
5841;5;Goes;2007 december nader voorlopig;0.2;
