ID;SBI93;RegioS;Perioden;BanenVanWerknemersNiveau_1;BanenVanWerknemersMutatie_2
5842;5;Goes;2008 december voorlopig;0.19;-0.01
5843;5;Goes;2008 december nader voorlopig;0.15;
5844;5;Goes;2009 december voorlopig;0.13;-0.02
5845;5;Goirle;2006 december voorlopig;0.06;
5846;5;Goirle;2006 december nader voorlopig;0.06;
5847;5;Goirle;2007 december voorlopig;0.07;0.01
5848;5;Goirle;2007 december nader voorlopig;0.06;
5849;5;Goirle;2008 december voorlopig;0.07;0.0
5850;5;Goirle;2008 december nader voorlopig;0.06;
5851;5;Goirle;2009 december voorlopig;0.07;0.0
5852;5;Gorinchem;2006 december voorlopig;0.02;
5853;5;Gorinchem;2006 december nader voorlopig;0.02;
5854;5;Gorinchem;2007 december voorlopig;;
5855;5;Gorinchem;2007 december nader voorlopig;0.03;
5856;5;Gorinchem;2008 december voorlopig;;
5857;5;Gorinchem;2008 december nader voorlopig;0.03;
5858;5;Gorinchem;2009 december voorlopig;;
5859;5;Gouda;2006 december voorlopig;0.04;
5860;5;Gouda;2006 december nader voorlopig;0.04;
5861;5;Gouda;2007 december voorlopig;0.05;0.01
5862;5;Gouda;2007 december nader voorlopig;0.04;
5863;5;Gouda;2008 december voorlopig;0.03;-0.01
5864;5;Gouda;2008 december nader voorlopig;0.03;
5865;5;Gouda;2009 december voorlopig;;
5866;5;Graafstroom;2006 december voorlopig;0.11;
5867;5;Graafstroom;2006 december nader voorlopig;0.12;
5868;5;Graafstroom;2007 december voorlopig;0.14;0.02
5869;5;Graafstroom;2007 december nader voorlopig;0.15;
5870;5;Graafstroom;2008 december voorlopig;0.13;-0.02
5871;5;Graafstroom;2008 december nader voorlopig;0.17;
5872;5;Graafstroom;2009 december voorlopig;0.12;-0.05
5873;5;Graft-De Rijp;2006 december voorlopig;0.08;
5874;5;Graft-De Rijp;2006 december nader voorlopig;0.07;
5875;5;Graft-De Rijp;2007 december voorlopig;0.06;-0.02
5876;5;Graft-De Rijp;2007 december nader voorlopig;0.06;
5877;5;Graft-De Rijp;2008 december voorlopig;0.06;0.0
5878;5;Graft-De Rijp;2008 december nader voorlopig;0.06;
5879;5;Graft-De Rijp;2009 december voorlopig;0.05;-0.01
5880;5;Grave;2006 december voorlopig;0.03;
5881;5;Grave;2006 december nader voorlopig;0.03;
5882;5;Grave;2007 december voorlopig;0.04;0.01
5883;5;Grave;2007 december nader voorlopig;0.04;
5884;5;Grave;2008 december voorlopig;0.03;0.0
5885;5;Grave;2008 december nader voorlopig;0.04;
5886;5;Grave;2009 december voorlopig;0.03;0.0
5887;5;'s-Gravendeel;2006 december voorlopig;;
5888;5;'s-Gravendeel;2006 december nader voorlopig;;
5889;5;'s-Gravendeel;2007 december voorlopig;0.0;0.0
5890;5;'s-Gravendeel;2007 december nader voorlopig;0.0;0.0
5891;5;'s-Gravendeel;2008 december voorlopig;0.0;0.0
5892;5;'s-Gravendeel;2008 december nader voorlopig;0.0;0.0
5893;5;'s-Gravendeel;2009 december voorlopig;0.0;0.0
5894;5;'s-Gravenhage (gemeente);2006 december voorlopig;1.19;
5895;5;'s-Gravenhage (gemeente);2006 december nader voorlopig;1.16;
5896;5;'s-Gravenhage (gemeente);2007 december voorlopig;1.11;-0.05
5897;5;'s-Gravenhage (gemeente);2007 december nader voorlopig;1.06;
5898;5;'s-Gravenhage (gemeente);2008 december voorlopig;1.22;0.16
5899;5;'s-Gravenhage (gemeente);2008 december nader voorlopig;1.12;
5900;5;'s-Gravenhage (gemeente);2009 december voorlopig;1.27;0.15
5901;5;Groenlo;2006 december voorlopig;0.29;
5902;5;Groenlo;2006 december nader voorlopig;0.29;
5903;5;Groenlo;2007 december voorlopig;0.0;0.0
5904;5;Groenlo;2007 december nader voorlopig;0.0;0.0
5905;5;Groenlo;2008 december voorlopig;0.0;0.0
5906;5;Groenlo;2008 december nader voorlopig;0.0;0.0
5907;5;Groenlo;2009 december voorlopig;0.0;0.0
5908;5;Groesbeek;2006 december voorlopig;0.08;
5909;5;Groesbeek;2006 december nader voorlopig;0.08;
5910;5;Groesbeek;2007 december voorlopig;0.07;-0.01
5911;5;Groesbeek;2007 december nader voorlopig;0.07;
5912;5;Groesbeek;2008 december voorlopig;0.08;0.01
5913;5;Groesbeek;2008 december nader voorlopig;0.07;
5914;5;Groesbeek;2009 december voorlopig;0.07;0.0
5915;5;Groningen (gemeente);2006 december voorlopig;0.03;
5916;5;Groningen (gemeente);2006 december nader voorlopig;0.03;
5917;5;Groningen (gemeente);2007 december voorlopig;0.1;0.07
5918;5;Groningen (gemeente);2007 december nader voorlopig;0.1;
5919;5;Groningen (gemeente);2008 december voorlopig;0.04;-0.06
5920;5;Groningen (gemeente);2008 december nader voorlopig;0.13;
5921;5;Groningen (gemeente);2009 december voorlopig;0.12;0.0
5922;5;Grootegast;2006 december voorlopig;0.09;
5923;5;Grootegast;2006 december nader voorlopig;0.09;
5924;5;Grootegast;2007 december voorlopig;0.09;0.0
5925;5;Grootegast;2007 december nader voorlopig;0.09;
5926;5;Grootegast;2008 december voorlopig;0.08;-0.01
5927;5;Grootegast;2008 december nader voorlopig;0.07;
5928;5;Grootegast;2009 december voorlopig;0.04;-0.03
5929;5;Gulpen-Wittem;2006 december voorlopig;0.06;
5930;5;Gulpen-Wittem;2006 december nader voorlopig;0.06;
5931;5;Gulpen-Wittem;2007 december voorlopig;0.05;-0.01
5932;5;Gulpen-Wittem;2007 december nader voorlopig;0.05;
5933;5;Gulpen-Wittem;2008 december voorlopig;0.07;0.02
5934;5;Gulpen-Wittem;2008 december nader voorlopig;0.05;
5935;5;Gulpen-Wittem;2009 december voorlopig;0.03;-0.02
5936;5;Haaksbergen;2006 december voorlopig;0.12;
5937;5;Haaksbergen;2006 december nader voorlopig;0.12;
5938;5;Haaksbergen;2007 december voorlopig;0.13;0.0
5939;5;Haaksbergen;2007 december nader voorlopig;0.13;
5940;5;Haaksbergen;2008 december voorlopig;0.12;0.0
5941;5;Haaksbergen;2008 december nader voorlopig;0.13;
5942;5;Haaksbergen;2009 december voorlopig;0.12;-0.01
5943;5;Haaren;2006 december voorlopig;0.67;
5944;5;Haaren;2006 december nader voorlopig;0.68;
5945;5;Haaren;2007 december voorlopig;0.65;-0.02
5946;5;Haaren;2007 december nader voorlopig;0.66;
5947;5;Haaren;2008 december voorlopig;0.51;-0.16
5948;5;Haaren;2008 december nader voorlopig;0.55;
5949;5;Haaren;2009 december voorlopig;0.49;-0.05
5950;5;Haarlem;2006 december voorlopig;0.05;
5951;5;Haarlem;2006 december nader voorlopig;0.05;
5952;5;Haarlem;2007 december voorlopig;0.06;0.01
5953;5;Haarlem;2007 december nader voorlopig;0.07;
5954;5;Haarlem;2008 december voorlopig;0.05;-0.01
5955;5;Haarlem;2008 december nader voorlopig;0.06;
5956;5;Haarlem;2009 december voorlopig;0.05;-0.01
5957;5;Haarlemmerliede en Spaarnwoude;2006 december voorlopig;;
5958;5;Haarlemmerliede en Spaarnwoude;2006 december nader voorlopig;;
5959;5;Haarlemmerliede en Spaarnwoude;2007 december voorlopig;;
5960;5;Haarlemmerliede en Spaarnwoude;2007 december nader voorlopig;;
5961;5;Haarlemmerliede en Spaarnwoude;2008 december voorlopig;;
5962;5;Haarlemmerliede en Spaarnwoude;2008 december nader voorlopig;;
5963;5;Haarlemmerliede en Spaarnwoude;2009 december voorlopig;;
5964;5;Haarlemmermeer;2006 december voorlopig;1.35;
5965;5;Haarlemmermeer;2006 december nader voorlopig;1.35;
5966;5;Haarlemmermeer;2007 december voorlopig;1.17;-0.18
5967;5;Haarlemmermeer;2007 december nader voorlopig;1.14;
5968;5;Haarlemmermeer;2008 december voorlopig;1.29;0.15
5969;5;Haarlemmermeer;2008 december nader voorlopig;1.31;
5970;5;Haarlemmermeer;2009 december voorlopig;1.17;-0.13
5971;5;Haelen;2006 december voorlopig;;
5972;5;Haelen;2006 december nader voorlopig;;
5973;5;Haelen;2007 december voorlopig;0.0;0.0
5974;5;Haelen;2007 december nader voorlopig;0.0;0.0
5975;5;Haelen;2008 december voorlopig;0.0;0.0
5976;5;Haelen;2008 december nader voorlopig;0.0;0.0
5977;5;Haelen;2009 december voorlopig;0.0;0.0
5978;5;Halderberge;2006 december voorlopig;0.29;
5979;5;Halderberge;2006 december nader voorlopig;0.29;
5980;5;Halderberge;2007 december voorlopig;0.26;-0.03
5981;5;Halderberge;2007 december nader voorlopig;0.31;
5982;5;Halderberge;2008 december voorlopig;0.24;-0.06
5983;5;Halderberge;2008 december nader voorlopig;0.23;
5984;5;Halderberge;2009 december voorlopig;0.24;0.01
5985;5;Hardenberg;2006 december voorlopig;0.32;
5986;5;Hardenberg;2006 december nader voorlopig;0.31;
5987;5;Hardenberg;2007 december voorlopig;0.23;-0.08
5988;5;Hardenberg;2007 december nader voorlopig;0.25;
5989;5;Hardenberg;2008 december voorlopig;0.27;0.03
5990;5;Hardenberg;2008 december nader voorlopig;0.26;
5991;5;Hardenberg;2009 december voorlopig;0.26;0.0
5992;5;Harderwijk;2006 december voorlopig;0.32;
5993;5;Harderwijk;2006 december nader voorlopig;0.32;
5994;5;Harderwijk;2007 december voorlopig;0.3;-0.02
5995;5;Harderwijk;2007 december nader voorlopig;0.32;
5996;5;Harderwijk;2008 december voorlopig;0.3;-0.02
5997;5;Harderwijk;2008 december nader voorlopig;0.29;
5998;5;Harderwijk;2009 december voorlopig;0.19;-0.11
5999;5;Hardinxveld-Giessendam;2006 december voorlopig;0.03;
6000;5;Hardinxveld-Giessendam;2006 december nader voorlopig;0.03;
6001;5;Hardinxveld-Giessendam;2007 december voorlopig;;
6002;5;Hardinxveld-Giessendam;2007 december nader voorlopig;0.03;
6003;5;Hardinxveld-Giessendam;2008 december voorlopig;;
6004;5;Hardinxveld-Giessendam;2008 december nader voorlopig;0.03;
6005;5;Hardinxveld-Giessendam;2009 december voorlopig;;
6006;5;Haren;2006 december voorlopig;0.07;
6007;5;Haren;2006 december nader voorlopig;0.07;
6008;5;Haren;2007 december voorlopig;0.06;-0.01
6009;5;Haren;2007 december nader voorlopig;0.06;
6010;5;Haren;2008 december voorlopig;0.06;0.0
6011;5;Haren;2008 december nader voorlopig;0.06;
6012;5;Haren;2009 december voorlopig;0.06;0.0
6013;5;Harenkarspel;2006 december voorlopig;0.54;
6014;5;Harenkarspel;2006 december nader voorlopig;0.55;
6015;5;Harenkarspel;2007 december voorlopig;0.5;-0.05
6016;5;Harenkarspel;2007 december nader voorlopig;0.5;
6017;5;Harenkarspel;2008 december voorlopig;0.58;0.07
6018;5;Harenkarspel;2008 december nader voorlopig;0.44;
6019;5;Harenkarspel;2009 december voorlopig;0.41;-0.03
6020;5;Harlingen;2006 december voorlopig;0.06;
6021;5;Harlingen;2006 december nader voorlopig;0.06;
6022;5;Harlingen;2007 december voorlopig;0.05;-0.01
6023;5;Harlingen;2007 december nader voorlopig;0.05;
6024;5;Harlingen;2008 december voorlopig;0.05;0.0
6025;5;Harlingen;2008 december nader voorlopig;0.06;
6026;5;Harlingen;2009 december voorlopig;0.06;-0.01
6027;5;Hattem;2006 december voorlopig;0.1;
6028;5;Hattem;2006 december nader voorlopig;0.11;
6029;5;Hattem;2007 december voorlopig;0.11;0.0
6030;5;Hattem;2007 december nader voorlopig;0.11;
6031;5;Hattem;2008 december voorlopig;0.11;0.01
6032;5;Hattem;2008 december nader voorlopig;0.11;
6033;5;Hattem;2009 december voorlopig;0.11;0.0
6034;5;Heel;2006 december voorlopig;;
6035;5;Heel;2006 december nader voorlopig;;
6036;5;Heel;2007 december voorlopig;0.0;0.0
6037;5;Heel;2007 december nader voorlopig;0.0;0.0
6038;5;Heel;2008 december voorlopig;0.0;0.0
6039;5;Heel;2008 december nader voorlopig;0.0;0.0
6040;5;Heel;2009 december voorlopig;0.0;0.0
6041;5;Heemskerk;2006 december voorlopig;0.13;
6042;5;Heemskerk;2006 december nader voorlopig;0.14;
6043;5;Heemskerk;2007 december voorlopig;0.42;0.28
6044;5;Heemskerk;2007 december nader voorlopig;0.41;
6045;5;Heemskerk;2008 december voorlopig;0.12;-0.29
6046;5;Heemskerk;2008 december nader voorlopig;0.13;
6047;5;Heemskerk;2009 december voorlopig;0.47;0.34
6048;5;Heemstede;2006 december voorlopig;0.06;
6049;5;Heemstede;2006 december nader voorlopig;0.06;
6050;5;Heemstede;2007 december voorlopig;0.07;0.01
6051;5;Heemstede;2007 december nader voorlopig;0.07;
6052;5;Heemstede;2008 december voorlopig;0.07;-0.01
6053;5;Heemstede;2008 december nader voorlopig;0.07;
6054;5;Heemstede;2009 december voorlopig;0.08;0.01
6055;5;Heerde;2006 december voorlopig;0.15;
6056;5;Heerde;2006 december nader voorlopig;0.15;
6057;5;Heerde;2007 december voorlopig;0.17;0.03
6058;5;Heerde;2007 december nader voorlopig;0.16;
6059;5;Heerde;2008 december voorlopig;0.17;0.01
6060;5;Heerde;2008 december nader voorlopig;0.17;
6061;5;Heerde;2009 december voorlopig;0.15;-0.01
6062;5;Heerenveen;2006 december voorlopig;0.52;
6063;5;Heerenveen;2006 december nader voorlopig;0.52;
6064;5;Heerenveen;2007 december voorlopig;0.1;-0.42
6065;5;Heerenveen;2007 december nader voorlopig;0.1;
6066;5;Heerenveen;2008 december voorlopig;0.09;-0.01
6067;5;Heerenveen;2008 december nader voorlopig;0.1;
6068;5;Heerenveen;2009 december voorlopig;0.09;-0.01
6069;5;Heerhugowaard;2006 december voorlopig;1.47;
6070;5;Heerhugowaard;2006 december nader voorlopig;1.46;
6071;5;Heerhugowaard;2007 december voorlopig;1.39;-0.07
6072;5;Heerhugowaard;2007 december nader voorlopig;1.41;
6073;5;Heerhugowaard;2008 december voorlopig;1.22;-0.19
6074;5;Heerhugowaard;2008 december nader voorlopig;1.21;
6075;5;Heerhugowaard;2009 december voorlopig;1.14;-0.07
6076;5;Heerlen;2006 december voorlopig;0.06;
6077;5;Heerlen;2006 december nader voorlopig;0.06;
6078;5;Heerlen;2007 december voorlopig;0.06;0.01
6079;5;Heerlen;2007 december nader voorlopig;0.07;
6080;5;Heerlen;2008 december voorlopig;0.08;0.01
6081;5;Heerlen;2008 december nader voorlopig;0.07;
6082;5;Heerlen;2009 december voorlopig;0.07;0.01
6083;5;Heeze-Leende;2006 december voorlopig;0.13;
6084;5;Heeze-Leende;2006 december nader voorlopig;0.13;
6085;5;Heeze-Leende;2007 december voorlopig;0.14;0.01
6086;5;Heeze-Leende;2007 december nader voorlopig;0.15;
6087;5;Heeze-Leende;2008 december voorlopig;0.15;0.0
6088;5;Heeze-Leende;2008 december nader voorlopig;0.14;
6089;5;Heeze-Leende;2009 december voorlopig;0.14;0.0
6090;5;Heiloo;2006 december voorlopig;0.16;
6091;5;Heiloo;2006 december nader voorlopig;0.15;
6092;5;Heiloo;2007 december voorlopig;0.14;-0.01
6093;5;Heiloo;2007 december nader voorlopig;0.14;
6094;5;Heiloo;2008 december voorlopig;0.12;-0.01
6095;5;Heiloo;2008 december nader voorlopig;0.12;
6096;5;Heiloo;2009 december voorlopig;0.1;-0.02
6097;5;Helden;2006 december voorlopig;0.67;
6098;5;Helden;2006 december nader voorlopig;0.66;
6099;5;Helden;2007 december voorlopig;0.62;-0.04
6100;5;Helden;2007 december nader voorlopig;0.66;
6101;5;Helden;2008 december voorlopig;0.58;-0.07
6102;5;Helden;2008 december nader voorlopig;0.53;
6103;5;Helden;2009 december voorlopig;0.54;0.01
6104;5;Den Helder;2006 december voorlopig;0.53;
6105;5;Den Helder;2006 december nader voorlopig;0.53;
6106;5;Den Helder;2007 december voorlopig;0.44;-0.09
6107;5;Den Helder;2007 december nader voorlopig;0.45;
6108;5;Den Helder;2008 december voorlopig;0.35;-0.1
6109;5;Den Helder;2008 december nader voorlopig;0.31;
6110;5;Den Helder;2009 december voorlopig;0.27;-0.04
6111;5;Hellendoorn;2006 december voorlopig;0.14;
6112;5;Hellendoorn;2006 december nader voorlopig;0.15;
6113;5;Hellendoorn;2007 december voorlopig;0.13;-0.02
6114;5;Hellendoorn;2007 december nader voorlopig;0.13;
6115;5;Hellendoorn;2008 december voorlopig;0.14;0.02
6116;5;Hellendoorn;2008 december nader voorlopig;0.14;
6117;5;Hellendoorn;2009 december voorlopig;0.13;-0.01
6118;5;Hellevoetsluis;2006 december voorlopig;0.07;
6119;5;Hellevoetsluis;2006 december nader voorlopig;0.07;
6120;5;Hellevoetsluis;2007 december voorlopig;0.08;0.01
6121;5;Hellevoetsluis;2007 december nader voorlopig;0.09;
6122;5;Hellevoetsluis;2008 december voorlopig;0.08;-0.01
6123;5;Hellevoetsluis;2008 december nader voorlopig;0.08;
6124;5;Hellevoetsluis;2009 december voorlopig;0.08;0.0
6125;5;Helmond;2006 december voorlopig;0.26;
6126;5;Helmond;2006 december nader voorlopig;0.26;
6127;5;Helmond;2007 december voorlopig;0.27;0.01
6128;5;Helmond;2007 december nader voorlopig;0.28;
6129;5;Helmond;2008 december voorlopig;0.28;0.0
6130;5;Helmond;2008 december nader voorlopig;0.28;
6131;5;Helmond;2009 december voorlopig;0.28;0.0
6132;5;Hendrik-Ido-Ambacht;2006 december voorlopig;0.28;
6133;5;Hendrik-Ido-Ambacht;2006 december nader voorlopig;0.28;
6134;5;Hendrik-Ido-Ambacht;2007 december voorlopig;0.29;0.01
6135;5;Hendrik-Ido-Ambacht;2007 december nader voorlopig;0.35;
6136;5;Hendrik-Ido-Ambacht;2008 december voorlopig;0.35;0.0
6137;5;Hendrik-Ido-Ambacht;2008 december nader voorlopig;0.33;
6138;5;Hendrik-Ido-Ambacht;2009 december voorlopig;0.3;-0.04
6139;5;Hengelo (O.);2006 december voorlopig;0.16;
6140;5;Hengelo (O.);2006 december nader voorlopig;0.16;
6141;5;Hengelo (O.);2007 december voorlopig;0.16;0.0
6142;5;Hengelo (O.);2007 december nader voorlopig;0.17;
6143;5;Hengelo (O.);2008 december voorlopig;0.16;-0.01
6144;5;Hengelo (O.);2008 december nader voorlopig;0.18;
6145;5;Hengelo (O.);2009 december voorlopig;0.17;0.0
6146;5;'s-Hertogenbosch;2006 december voorlopig;0.1;
6147;5;'s-Hertogenbosch;2006 december nader voorlopig;0.1;
6148;5;'s-Hertogenbosch;2007 december voorlopig;0.11;0.02
6149;5;'s-Hertogenbosch;2007 december nader voorlopig;0.12;
6150;5;'s-Hertogenbosch;2008 december voorlopig;0.11;0.0
6151;5;'s-Hertogenbosch;2008 december nader voorlopig;0.11;
6152;5;'s-Hertogenbosch;2009 december voorlopig;0.14;0.02
6153;5;Heumen;2006 december voorlopig;0.09;
6154;5;Heumen;2006 december nader voorlopig;0.09;
6155;5;Heumen;2007 december voorlopig;0.09;0.0
6156;5;Heumen;2007 december nader voorlopig;0.09;
6157;5;Heumen;2008 december voorlopig;0.11;0.02
6158;5;Heumen;2008 december nader voorlopig;0.1;
6159;5;Heumen;2009 december voorlopig;0.1;0.0
6160;5;Heusden;2006 december voorlopig;0.43;
6161;5;Heusden;2006 december nader voorlopig;0.44;
6162;5;Heusden;2007 december voorlopig;0.41;-0.03
6163;5;Heusden;2007 december nader voorlopig;0.41;
6164;5;Heusden;2008 december voorlopig;0.49;0.08
6165;5;Heusden;2008 december nader voorlopig;0.49;
6166;5;Heusden;2009 december voorlopig;0.45;-0.04
6167;5;Heythuysen;2006 december voorlopig;0.24;
6168;5;Heythuysen;2006 december nader voorlopig;0.24;
6169;5;Heythuysen;2007 december voorlopig;0.0;0.0
6170;5;Heythuysen;2007 december nader voorlopig;0.0;0.0
6171;5;Heythuysen;2008 december voorlopig;0.0;0.0
6172;5;Heythuysen;2008 december nader voorlopig;0.0;0.0
6173;5;Heythuysen;2009 december voorlopig;0.0;0.0
6174;5;Hillegom;2006 december voorlopig;0.42;
6175;5;Hillegom;2006 december nader voorlopig;0.43;
6176;5;Hillegom;2007 december voorlopig;0.42;-0.01
6177;5;Hillegom;2007 december nader voorlopig;0.42;
6178;5;Hillegom;2008 december voorlopig;0.5;0.08
6179;5;Hillegom;2008 december nader voorlopig;0.48;
6180;5;Hillegom;2009 december voorlopig;0.41;-0.07
6181;5;Hilvarenbeek;2006 december voorlopig;0.19;
6182;5;Hilvarenbeek;2006 december nader voorlopig;0.19;
6183;5;Hilvarenbeek;2007 december voorlopig;0.19;-0.01
6184;5;Hilvarenbeek;2007 december nader voorlopig;0.19;
6185;5;Hilvarenbeek;2008 december voorlopig;0.2;0.01
6186;5;Hilvarenbeek;2008 december nader voorlopig;0.2;
6187;5;Hilvarenbeek;2009 december voorlopig;0.2;0.0
6188;5;Hilversum;2006 december voorlopig;0.04;
6189;5;Hilversum;2006 december nader voorlopig;0.05;
6190;5;Hilversum;2007 december voorlopig;0.05;0.0
6191;5;Hilversum;2007 december nader voorlopig;0.04;
6192;5;Hilversum;2008 december voorlopig;0.03;-0.01
6193;5;Hilversum;2008 december nader voorlopig;0.04;
6194;5;Hilversum;2009 december voorlopig;0.04;0.0
6195;5;Hof van Twente;2006 december voorlopig;0.37;
6196;5;Hof van Twente;2006 december nader voorlopig;0.37;
6197;5;Hof van Twente;2007 december voorlopig;0.39;0.02
6198;5;Hof van Twente;2007 december nader voorlopig;0.38;
6199;5;Hof van Twente;2008 december voorlopig;0.43;0.05
6200;5;Hof van Twente;2008 december nader voorlopig;0.4;
6201;5;Hof van Twente;2009 december voorlopig;0.38;-0.03
6202;5;Hoogeveen;2006 december voorlopig;0.18;
6203;5;Hoogeveen;2006 december nader voorlopig;0.18;
6204;5;Hoogeveen;2007 december voorlopig;0.24;0.07
6205;5;Hoogeveen;2007 december nader voorlopig;0.24;
6206;5;Hoogeveen;2008 december voorlopig;0.25;0.01
6207;5;Hoogeveen;2008 december nader voorlopig;0.25;
6208;5;Hoogeveen;2009 december voorlopig;0.24;-0.01
6209;5;Hoogezand-Sappemeer;2006 december voorlopig;0.19;
6210;5;Hoogezand-Sappemeer;2006 december nader voorlopig;0.2;
6211;5;Hoogezand-Sappemeer;2007 december voorlopig;0.21;0.01
6212;5;Hoogezand-Sappemeer;2007 december nader voorlopig;0.21;
6213;5;Hoogezand-Sappemeer;2008 december voorlopig;0.14;-0.07
6214;5;Hoogezand-Sappemeer;2008 december nader voorlopig;0.13;
6215;5;Hoogezand-Sappemeer;2009 december voorlopig;0.14;0.0
6216;5;Hoorn;2006 december voorlopig;0.26;
6217;5;Hoorn;2006 december nader voorlopig;0.26;
6218;5;Hoorn;2007 december voorlopig;0.25;0.0
6219;5;Hoorn;2007 december nader voorlopig;0.26;
6220;5;Hoorn;2008 december voorlopig;0.3;0.04
6221;5;Hoorn;2008 december nader voorlopig;0.26;
6222;5;Hoorn;2009 december voorlopig;0.16;-0.1
6223;5;Horst aan de Maas;2006 december voorlopig;2.21;
6224;5;Horst aan de Maas;2006 december nader voorlopig;2.24;
6225;5;Horst aan de Maas;2007 december voorlopig;2.7;0.47
6226;5;Horst aan de Maas;2007 december nader voorlopig;2.74;
6227;5;Horst aan de Maas;2008 december voorlopig;3.09;0.35
