ID;Plaatsnamen;Gemeentecode_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
3596;Mill en Sint Hubert;815;Mill en Sint Hubert        ;119;Land van Cuijk                                    ;30;NB. ;nee;ja 
3597;Millen;974;Susteren                   ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
3598;Millengen;148;Dalfsen                    ;20;IJssel-, Vechtdelta                               ;23;O.  ;nee;nee
3599;Millingen aan de Rijn;265;Millingen aan de Rijn      ;40;Gebied om Nijmegen                                ;25;Gld.;ja ;ja 
3600;Milsbeek;907;Gennep                     ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
3601;Milschot;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
3602;Milt;237;Gendringen                 ;29;Oude-IJsselgebied (oostelijk deel)                ;25;Gld.;nee;nee
3603;Mingersberg;986;Voerendaal                 ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3604;Minkeloos;689;Giessenlanden              ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;nee;nee
3605;Minkmaat;153;Enschede                   ;23;Enschede                                          ;23;O.  ;nee;nee
3606;568;63;het Bildt                  ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
3607;Mirns;653;Gaasterlân-Sleat           ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3608;Miste;294;Winterswijk                ;30;Overige gemeenten oostelijke Achterhoek           ;25;Gld.;ja ;nee
3609;522;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
3610;Moer, De;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;nee
3611;982;111;Diever                     ;17;Drentse zandgronden                               ;22;D.  ;nee;nee
3612;Moerbeek;412;Niedorp                    ;53;Westelijk West-Friesland                          ;27;NH. ;nee;nee
3613;Moerdijk;878;Zevenbergen                ;101;Zeekleigebied in Noord-Brabant                    ;30;NB. ;ja ;nee
3614;Moeren, De;879;Zundert                    ;104;Gebied om Breda                                   ;30;NB. ;nee;nee
3615;Moergestel;824;Oisterwijk                 ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;nee
3616;Moerhuizen;1666;Zevenhuizen-Moerkapelle    ;83;Midden Zuid-Holland                               ;28;ZH. ;nee;nee
3617;Moerkapelle;1666;Zevenhuizen-Moerkapelle    ;83;Midden Zuid-Holland                               ;28;ZH. ;ja ;nee
3618;Moerkerken;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
3619;Moerslag;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;nee;nee
3620;Moerstraten;1674;Roosendaal                 ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;ja ;nee
3621;Moesdijk;988;Weert                      ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3622;Moesel;988;Weert                      ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3623;Moespot-Leeuwte;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;nee;nee
3624;Molecaten;269;Oldebroek                  ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
3625;Molenaarsbuurt, 's-;484;Alphen aan den Rijn        ;73;Rijnstreek Zuid-Holland                           ;28;ZH. ;nee;nee
3626;Molenaarsgraaf;693;Graafstroom                ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;ja ;nee
3627;Molenbaan;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3628;Molenbeek;202;Arnhem                     ;35;Arnhem                                            ;25;Gld.;nee;nee
3629;Molenberg;917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3630;Moleneind;668;West Maas en Waal          ;41;Land van Maas en Waal                             ;25;Gld.;nee;nee
3631;Moleneind;823;Oirschot                   ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
3632;Moleneind;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3633;Moleneind;758;Breda                      ;103;Breda                                             ;30;NB. ;nee;nee
3634;Moleneind;390;'s-Graveland               ;65;Vechtstreek in Noord-Holland                      ;27;NH. ;nee;nee
3635;Molengat;815;Mill en Sint Hubert        ;119;Land van Cuijk                                    ;30;NB. ;nee;nee
3636;Molenheide;815;Mill en Sint Hubert        ;119;Land van Cuijk                                    ;30;NB. ;nee;nee
3637;Molenhoek;675;Hontenisse                 ;100;Overige gemeenten Oost-Zeeuwsch-Vlaanderen        ;29;Z.  ;nee;nee
3638;Molenhoek;225;Druten                     ;41;Land van Maas en Waal                             ;25;Gld.;nee;nee
3639;Molenhoek;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
3640;Molenhoek (ged.);944;Mook en Middelaar          ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
3641;Molenhoek (ged.);252;Heumen                     ;40;Gebied om Nijmegen                                ;25;Gld.;nee;nee
3642;Molenpolder;212;Brakel                     ;42;Bommelerwaard                                     ;25;Gld.;nee;nee
3643;Molenrij;1663;De Marne                   ;1;Groninger Hoogeland en noordelijk Westerkwartier  ;20;Gr. ;nee;nee
3644;Molenschot;784;Gilze en Rijen             ;108;Gebied om Tilburg                                 ;30;NB. ;ja ;nee
3645;Molenstraat;809;Loon op Zand               ;108;Gebied om Tilburg                                 ;30;NB. ;nee;nee
3646;Molenstraat;788;Haaren                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3647;Molenveld;770;Eersel                     ;116;Kempenland                                        ;30;NB. ;nee;nee
3648;Molenvliet;716;Tholen                     ;94;Sint Philipsland en Tholen                        ;29;Z.  ;nee;nee
3649;Molenwijk;562;Monster                    ;81;Westland                                          ;28;ZH. ;nee;nee
3650;Molenwijk;755;Boekel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3651;888;104;Nijefurd                   ;10;Fries weidegebied                                 ;21;F.  ;ja ;nee
3652;Molsberg;965;Simpelveld                 ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3653;Monnickendam;852;Waterland                  ;57;Waterland                                         ;27;NH. ;ja ;nee
3654;Monnikenhuizen;202;Arnhem                     ;35;Arnhem                                            ;25;Gld.;nee;nee
3655;Monster;562;Monster                    ;81;Westland                                          ;28;ZH. ;ja ;ja 
3656;Montferland;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)                ;25;Gld.;nee;nee
3657;Montfoort;335;Montfoort                  ;49;Utrechts weidegebied                              ;26;U.  ;ja ;ja 
3658;Montfort;1679;Ambt Montfort              ;122;Overig Midden-Limburg ten oosten van de Maas      ;31;L.  ;ja ;nee
3659;Mook;944;Mook en Middelaar          ;120;Noord-Limburg                                     ;31;L.  ;ja ;nee
3660;Mook en Middelaar;944;Mook en Middelaar          ;120;Noord-Limburg                                     ;31;L.  ;nee;ja 
3661;Mookhoek;617;Strijen                    ;90;Hoeksche Waard                                    ;28;ZH. ;ja ;nee
3662;Moordhuizen;668;West Maas en Waal          ;41;Land van Maas en Waal                             ;25;Gld.;nee;nee
3663;Moordrecht;563;Moordrecht                 ;74;Gouda en omstreken                                ;28;ZH. ;ja ;ja 
3664;Moorst;351;Woudenberg                 ;43;Utrechtse Vallei en Eemgebied                     ;26;U.  ;nee;nee
3665;Moorveld;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg                    ;31;L.  ;ja ;nee
3666;Moosdijk;762;Deurne                     ;118;Brabantse Peel                                    ;30;NB. ;nee;nee
3667;32;7;Bellingwedde               ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
3668;523;58;Dongeradeel                ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
3669;Morsche Hoef;860;Veghel                     ;112;Midden-Meijerij                                   ;30;NB. ;nee;nee
3670;Mortel;1652;Gemert-Bakel               ;118;Brabantse Peel                                    ;30;NB. ;ja ;nee
3671;Mortel;1670;Roggel en Neer             ;123;Midden-Limburg ten westen van de Maas             ;31;L.  ;nee;nee
3672;Moscou;118;Hoogeveen                  ;18;Zuiddrents randgebied                             ;22;D.  ;nee;nee
3673;Mossel;286;Vorden                     ;28;Overige gemeenten westelijke Achterhoek           ;25;Gld.;nee;nee
3674;Mossel;228;Ede                        ;31;Gelderse Vallei                                   ;25;Gld.;nee;nee
3675;Mostheuvel;770;Eersel                     ;116;Kempenland                                        ;30;NB. ;nee;nee
3676;Muggenbeet;194;Brederwiede                ;19;Noordwest-Overijssel                              ;23;O.  ;nee;nee
3677;Muggenhol;861;Veldhoven                  ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
3678;Muggenhool;749;Bergeyk                    ;116;Kempenland                                        ;30;NB. ;nee;nee
3679;Muiden;424;Muiden                     ;65;Vechtstreek in Noord-Holland                      ;27;NH. ;ja ;ja 
3680;Muiderberg;424;Muiden                     ;65;Vechtstreek in Noord-Holland                      ;27;NH. ;ja ;nee
3681;Muijeveld;330;Loosdrecht                 ;48;Vechtstreek en Plassengebied in Utrecht           ;26;U.  ;nee;nee
3682;Muisbroek;689;Giessenlanden              ;77;Overige gemeenten Alblasserwaard                  ;28;ZH. ;nee;nee
3683;Mullegen;269;Oldebroek                  ;32;IJsselmeerkust                                    ;25;Gld.;nee;nee
3684;Mun;1685;Landerd                    ;111;Maaskant                                          ;30;NB. ;nee;nee
3685;858;98;Weststellingwerf           ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3686;335;48;Vlagtwedde                 ;4;Groninger Veenkolonien                            ;20;Gr. ;nee;nee
3687;681;79;Kollumerland c.a.          ;12;Friese bouwstreek                                 ;21;F.  ;ja ;nee
3688;Munnikenheide;840;Rucphen                    ;102;Bergen op Zoom, Roosendaal en omgeving            ;30;NB. ;nee;nee
3689;Munnikenland;585;Binnenmaas                 ;90;Hoeksche Waard                                    ;28;ZH. ;nee;nee
3690;Munsel;757;Boxtel                     ;110;Gebied om 's-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3691;Munstergeleen;968;Sittard                    ;124;Westelijke Mijnstreek                             ;31;L.  ;ja ;nee
3692;Muntel;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught                         ;30;NB. ;nee;nee
3693;Muntendam;1987;Menterwolde                ;3;Groninger Oldambt                                 ;20;Gr. ;ja ;nee
3694;587;65;Dantumadeel                ;9;Fries zandgebied                                  ;21;F.  ;nee;nee
3695;Musschemig;917;Heerlen                    ;125;Oostelijke Mijnstreek                             ;31;L.  ;nee;nee
3696;240;37;Stadskanaal                ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
3697;241;37;Stadskanaal                ;4;Groninger Veenkolonien                            ;20;Gr. ;ja ;nee
3698;Mûnein;737;Tytsjerksteradiel          ;9;Fries zandgebied                                  ;21;F.  ;ja ;nee
3699;Naald, De;375;Beverwijk                  ;59;IJmond                                            ;27;NH. ;nee;nee
3700;Naaldwijk;565;Naaldwijk                  ;81;Westland                                          ;28;ZH. ;ja ;ja 
3701;Naarden;425;Naarden                    ;67;Overige gemeenten in het Gooi                     ;27;NH. ;ja ;ja 
3702;453;55;Boarnsterhim               ;10;Fries weidegebied                                 ;21;F.  ;nee;nee
3703;Naardermeer;424;Muiden                     ;65;Vechtstreek in Noord-Holland                      ;27;NH. ;nee;nee
3704;Naastenbest;753;Best                       ;114;Randgebied Eindhoven                              ;30;NB. ;nee;nee
3705;Nabbegat;1685;Landerd                    ;111;Maaskant                                          ;30;NB. ;nee;nee
3706;Nabben;976;Tegelen                    ;121;Industriegebied Venlo-Beesel                      ;31;L.  ;nee;nee
3707;Nachtegaal;898;Broekhuizen                ;120;Noord-Limburg                                     ;31;L.  ;nee;nee
3708;Nagelbeek;962;Schinnen                   ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
3709;Nagele;171;Noordoostpolder            ;128;Noordoostpolder                                   ;24;Fle.;ja ;nee
3710;81;10;Delfzijl                   ;2;Appingedam, Delfzijl                              ;20;Gr. ;nee;nee
3711;258;39;Scheemda                   ;3;Groninger Oldambt                                 ;20;Gr. ;nee;nee
3712;Nattenhoven;971;Stein                      ;124;Westelijke Mijnstreek                             ;31;L.  ;nee;nee
3713;Nauerna;479;Zaanstad                   ;58;Zaanstreek                                        ;27;NH. ;nee;nee
3714;Nazareth;935;Maastricht                 ;126;Maastricht                                        ;31;L.  ;nee;nee
3715;Neck (ged.);439;Purmerend                  ;57;Waterland                                         ;27;NH. ;nee;nee
