ID;SBIIndelingEnOESOSectoren;Perioden;TotaalRDPersoneel_1;TotaleRDUitgaven_2;BrutoLoonkosten_3;OverigeExploitatieKosten_4;TotaalExploitatieUitgaven_5;Gebouwen_6;MachinesApparatuur_7;TotaalInvesteringen_8
559;TNO;1979;3190.0;139.0;101.0;27.0;128.0;0.0;11.0;12.0
560;TNO;1980;3200.0;153.0;103.0;31.0;135.0;0.0;18.0;18.0
561;TNO;1981;3091.0;145.0;103.0;29.0;132.0;1.0;12.0;13.0
562;TNO;1982;3100.0;155.0;108.0;30.0;138.0;1.0;16.0;17.0
563;TNO;1983;3190.0;169.0;112.0;33.0;145.0;2.0;22.0;25.0
564;TNO;1984;3350.0;195.0;125.0;49.0;173.0;7.0;14.0;21.0
565;TNO;1985;3480.0;213.0;134.0;56.0;190.0;7.0;16.0;23.0
566;TNO;1986;3550.0;212.0;132.0;56.0;188.0;7.0;17.0;24.0
567;TNO;1987;3650.0;224.0;133.0;62.0;195.0;7.0;22.0;29.0
568;TNO;1988;3920.0;231.0;138.0;65.0;203.0;10.0;19.0;28.0
569;TNO;1989;3690.0;237.0;137.0;77.0;213.0;5.0;20.0;24.0
570;TNO;1990;3710.0;250.0;144.0;85.0;229.0;0.0;20.0;20.0
571;TNO;1991;3800.0;258.0;145.0;80.0;225.0;12.0;21.0;33.0
572;TNO;1992;3640.0;254.0;162.0;67.0;229.0;5.0;20.0;25.0
573;TNO;1993;3480.0;260.0;163.0;76.0;239.0;5.0;16.0;21.0
574;TNO;1994;3066.0;250.0;146.0;86.0;232.0;4.0;15.0;18.0
575;PNP;1970;1080.0;23.0;15.0;5.0;19.0;0.0;3.0;4.0
576;PNP;1971;1180.0;26.0;18.0;5.0;23.0;1.0;2.0;3.0
577;PNP;1972;1180.0;29.0;20.0;6.0;26.0;2.0;2.0;4.0
578;PNP;1973;1215.0;35.0;23.0;6.0;29.0;2.0;3.0;5.0
579;PNP;1974;1240.0;38.0;27.0;7.0;34.0;1.0;2.0;3.0
580;PNP;1975;1290.0;46.0;34.0;9.0;43.0;0.0;3.0;3.0
581;PNP;1976;1320.0;52.0;38.0;10.0;49.0;1.0;2.0;3.0
582;PNP;1977;1383.0;58.0;42.0;13.0;54.0;1.0;2.0;4.0
583;PNP;1978;1380.0;63.0;44.0;15.0;59.0;0.0;3.0;3.0
584;PNP;1979;1420.0;69.0;49.0;15.0;64.0;1.0;4.0;5.0
585;PNP;1980;1520.0;78.0;53.0;18.0;71.0;3.0;4.0;7.0
586;PNP;1981;1543.0;83.0;54.0;21.0;75.0;1.0;7.0;8.0
587;PNP;1982;1540.0;82.0;55.0;20.0;76.0;1.0;5.0;6.0
588;PNP;1983;1500.0;84.0;56.0;21.0;77.0;1.0;6.0;7.0
589;PNP;1984;1460.0;82.0;53.0;22.0;74.0;2.0;5.0;7.0
590;PNP;1985;1520.0;91.0;58.0;25.0;83.0;1.0;7.0;8.0
591;PNP;1986;1610.0;98.0;61.0;29.0;89.0;0.0;9.0;9.0
592;PNP;1987;1600.0;97.0;64.0;25.0;89.0;2.0;6.0;8.0
593;PNP;1988;1620.0;95.0;64.0;23.0;86.0;1.0;8.0;9.0
594;PNP;1989;1590.0;96.0;64.0;24.0;88.0;1.0;8.0;9.0
595;PNP;1990;1660.0;104.0;68.0;27.0;94.0;1.0;8.0;10.0
596;PNP;1991;1760.0;118.0;75.0;32.0;107.0;0.0;10.0;11.0
597;PNP;1992;1770.0;132.0;83.0;36.0;119.0;0.0;13.0;13.0
598;PNP;1993;1800.0;132.0;85.0;38.0;123.0;0.0;9.0;9.0
599;PNP;1994;;;;;;;;
600;Instellingen gelieerd aan universiteiten;1970;470.0;8.0;5.0;2.0;7.0;1.0;0.0;1.0
601;Instellingen gelieerd aan universiteiten;1971;590.0;16.0;9.0;5.0;14.0;0.0;2.0;2.0
602;Instellingen gelieerd aan universiteiten;1972;650.0;16.0;11.0;3.0;15.0;0.0;1.0;2.0
603;Instellingen gelieerd aan universiteiten;1973;663.0;16.0;12.0;3.0;15.0;0.0;1.0;1.0
604;Instellingen gelieerd aan universiteiten;1974;620.0;19.0;13.0;4.0;17.0;0.0;2.0;2.0
605;Instellingen gelieerd aan universiteiten;1975;710.0;24.0;17.0;5.0;22.0;0.0;1.0;1.0
606;Instellingen gelieerd aan universiteiten;1976;760.0;30.0;20.0;6.0;26.0;2.0;2.0;4.0
607;Instellingen gelieerd aan universiteiten;1977;782.0;36.0;23.0;8.0;30.0;3.0;3.0;5.0
608;Instellingen gelieerd aan universiteiten;1978;810.0;34.0;25.0;8.0;32.0;0.0;2.0;2.0
609;Instellingen gelieerd aan universiteiten;1979;820.0;37.0;27.0;9.0;36.0;0.0;1.0;1.0
610;Instellingen gelieerd aan universiteiten;1980;820.0;39.0;28.0;9.0;37.0;0.0;2.0;2.0
611;Instellingen gelieerd aan universiteiten;1981;810.0;39.0;28.0;9.0;37.0;0.0;1.0;1.0
612;Instellingen gelieerd aan universiteiten;1982;790.0;38.0;28.0;9.0;36.0;0.0;2.0;2.0
613;Instellingen gelieerd aan universiteiten;1983;780.0;39.0;27.0;9.0;36.0;0.0;3.0;3.0
614;Instellingen gelieerd aan universiteiten;1984;790.0;40.0;27.0;10.0;38.0;0.0;3.0;3.0
615;Instellingen gelieerd aan universiteiten;1985;820.0;42.0;28.0;11.0;39.0;0.0;3.0;3.0
616;Instellingen gelieerd aan universiteiten;1986;830.0;43.0;29.0;11.0;40.0;0.0;3.0;3.0
617;Instellingen gelieerd aan universiteiten;1987;870.0;46.0;30.0;11.0;42.0;0.0;4.0;5.0
618;Instellingen gelieerd aan universiteiten;1988;870.0;47.0;29.0;14.0;43.0;0.0;4.0;4.0
619;Instellingen gelieerd aan universiteiten;1989;850.0;46.0;29.0;13.0;42.0;3.0;1.0;4.0
620;Instellingen gelieerd aan universiteiten;1990;910.0;48.0;31.0;13.0;44.0;2.0;2.0;4.0
621;Instellingen gelieerd aan universiteiten;1991;910.0;48.0;31.0;14.0;45.0;0.0;3.0;3.0
622;Instellingen gelieerd aan universiteiten;1992;920.0;50.0;34.0;14.0;48.0;0.0;3.0;3.0
623;Instellingen gelieerd aan universiteiten;1993;950.0;56.0;35.0;16.0;52.0;0.0;4.0;5.0
624;Instellingen gelieerd aan universiteiten;1994;935.0;54.0;34.0;15.0;49.0;0.0;4.0;4.0
625;Totaal overheid;1970;11880.0;218.0;134.0;55.0;189.0;14.0;14.0;30.0
626;Totaal overheid;1971;11650.0;244.0;154.0;63.0;216.0;10.0;17.0;28.0
627;Totaal overheid;1972;11950.0;274.0;179.0;67.0;245.0;11.0;17.0;29.0
628;Totaal overheid;1973;11629.0;318.0;206.0;70.0;277.0;19.0;22.0;41.0
629;Totaal overheid;1974;11760.0;351.0;237.0;75.0;312.0;17.0;22.0;39.0
630;Totaal overheid;1975;12240.0;416.0;278.0;86.0;365.0;24.0;28.0;53.0
631;Totaal overheid;1976;12540.0;468.0;316.0;94.0;410.0;27.0;31.0;57.0
632;Totaal overheid;1977;12329.0;490.0;338.0;99.0;438.0;16.0;37.0;53.0
633;Totaal overheid;1978;12080.0;535.0;359.0;106.0;466.0;34.0;36.0;70.0
634;Totaal overheid;1979;12240.0;566.0;381.0;116.0;497.0;32.0;37.0;70.0
635;Totaal overheid;1980;12440.0;614.0;398.0;139.0;537.0;42.0;35.0;77.0
636;Totaal overheid;1981;12732.0;625.0;403.0;146.0;550.0;44.0;32.0;76.0
637;Totaal overheid;1982;12740.0;638.0;422.0;152.0;573.0;31.0;35.0;65.0
638;Totaal overheid;1983;13050.0;655.0;430.0;159.0;588.0;23.0;45.0;69.0
639;Totaal overheid;1984;13480.0;689.0;441.0;185.0;625.0;25.0;39.0;64.0
640;Totaal overheid;1985;13760.0;727.0;450.0;202.0;652.0;30.0;45.0;75.0
641;Totaal overheid;1986;13850.0;746.0;450.0;204.0;654.0;41.0;51.0;92.0
642;Totaal overheid;1987;13930.0;789.0;462.0;217.0;679.0;44.0;65.0;109.0
643;Totaal overheid;1988;14420.0;792.0;467.0;228.0;694.0;38.0;61.0;98.0
644;Totaal overheid;1989;14360.0;807.0;474.0;237.0;709.0;32.0;67.0;98.0
645;Totaal overheid;1990;14950.0;861.0;496.0;258.0;754.0;29.0;77.0;106.0
646;Totaal overheid;1991;14890.0;922.0;523.0;274.0;797.0;47.0;79.0;126.0
647;Totaal overheid;1992;14930.0;933.0;557.0;263.0;821.0;37.0;77.0;114.0
648;Totaal overheid;1993;15190.0;958.0;573.0;281.0;854.0;36.0;68.0;104.0
649;Totaal overheid;1994;16887.0;1114.0;665.0;324.0;989.0;38.0;88.0;125.0
650;Totaal PNP;1970;1080.0;23.0;15.0;5.0;19.0;0.0;3.0;4.0
651;Totaal PNP;1971;1180.0;26.0;18.0;5.0;23.0;1.0;2.0;3.0
652;Totaal PNP;1972;1180.0;29.0;20.0;6.0;26.0;2.0;2.0;4.0
653;Totaal PNP;1973;1215.0;35.0;23.0;6.0;29.0;2.0;3.0;5.0
654;Totaal PNP;1974;1240.0;38.0;27.0;7.0;34.0;1.0;2.0;3.0
655;Totaal PNP;1975;1290.0;46.0;34.0;9.0;43.0;0.0;3.0;3.0
656;Totaal PNP;1976;1320.0;52.0;38.0;10.0;49.0;1.0;2.0;3.0
657;Totaal PNP;1977;1383.0;58.0;42.0;13.0;54.0;1.0;2.0;4.0
658;Totaal PNP;1978;1380.0;63.0;44.0;15.0;59.0;0.0;3.0;3.0
659;Totaal PNP;1979;1420.0;69.0;49.0;15.0;64.0;1.0;4.0;5.0
660;Totaal PNP;1980;1520.0;78.0;53.0;18.0;71.0;3.0;4.0;7.0
661;Totaal PNP;1981;1543.0;83.0;54.0;21.0;75.0;1.0;7.0;8.0
662;Totaal PNP;1982;1540.0;82.0;55.0;20.0;76.0;1.0;5.0;6.0
663;Totaal PNP;1983;1500.0;84.0;56.0;21.0;77.0;1.0;6.0;7.0
664;Totaal PNP;1984;1460.0;82.0;53.0;22.0;74.0;2.0;5.0;7.0
665;Totaal PNP;1985;1520.0;91.0;58.0;25.0;83.0;1.0;7.0;8.0
666;Totaal PNP;1986;1610.0;98.0;61.0;29.0;89.0;0.0;9.0;9.0
667;Totaal PNP;1987;1600.0;97.0;64.0;25.0;89.0;2.0;6.0;8.0
668;Totaal PNP;1988;1620.0;95.0;64.0;23.0;86.0;1.0;8.0;9.0
669;Totaal PNP;1989;1590.0;96.0;64.0;24.0;88.0;1.0;8.0;9.0
670;Totaal PNP;1990;1660.0;104.0;68.0;27.0;94.0;1.0;8.0;10.0
671;Totaal PNP;1991;1760.0;118.0;75.0;32.0;107.0;0.0;10.0;11.0
672;Totaal PNP;1992;1770.0;132.0;83.0;36.0;119.0;0.0;13.0;13.0
673;Totaal PNP;1993;1800.0;132.0;85.0;38.0;123.0;0.0;9.0;9.0
674;Totaal PNP;1994;;;;;;;;
675;Totaal universiteiten;1970;11050.0;249.0;131.0;55.0;185.0;1.0;62.0;63.0
676;Totaal universiteiten;1971;11800.0;303.0;164.0;67.0;231.0;0.0;72.0;72.0
677;Totaal universiteiten;1972;11990.0;335.0;198.0;65.0;264.0;0.0;71.0;72.0
678;Totaal universiteiten;1973;11763.0;355.0;227.0;72.0;299.0;0.0;56.0;56.0
679;Totaal universiteiten;1974;11870.0;411.0;269.0;87.0;357.0;0.0;54.0;54.0
680;Totaal universiteiten;1975;12490.0;473.0;318.0;110.0;428.0;0.0;45.0;45.0
681;Totaal universiteiten;1976;12480.0;543.0;358.0;129.0;487.0;2.0;54.0;56.0
682;Totaal universiteiten;1977;12642.0;590.0;387.0;141.0;527.0;3.0;60.0;62.0
683;Totaal universiteiten;1978;12850.0;623.0;410.0;155.0;564.0;0.0;59.0;59.0
684;Totaal universiteiten;1979;13080.0;670.0;440.0;174.0;614.0;0.0;56.0;56.0
685;Totaal universiteiten;1980;13010.0;701.0;459.0;176.0;635.0;0.0;66.0;66.0
686;Totaal universiteiten;1981;13060.0;697.0;457.0;178.0;635.0;0.0;62.0;62.0
687;Totaal universiteiten;1982;16030.0;880.0;592.0;216.0;807.0;0.0;72.0;72.0
688;Totaal universiteiten;1983;15880.0;883.0;585.0;230.0;815.0;0.0;69.0;69.0
689;Totaal universiteiten;1984;16030.0;876.0;570.0;240.0;811.0;0.0;66.0;66.0
690;Totaal universiteiten;1985;16180.0;922.0;587.0;262.0;849.0;0.0;72.0;72.0
691;Totaal universiteiten;1986;16550.0;950.0;600.0;269.0;870.0;0.0;80.0;80.0
692;Totaal universiteiten;1987;16780.0;974.0;607.0;283.0;891.0;0.0;82.0;83.0
693;Totaal universiteiten;1988;16990.0;955.0;593.0;294.0;886.0;0.0;69.0;69.0
694;Totaal universiteiten;1989;17270.0;999.0;612.0;305.0;917.0;3.0;79.0;82.0
695;Totaal universiteiten;1990;25380.0;1412.0;814.0;463.0;1276.0;2.0;135.0;137.0
696;Totaal universiteiten;1991;25730.0;1499.0;849.0;512.0;1361.0;0.0;137.0;137.0
697;Totaal universiteiten;1992;26170.0;1534.0;882.0;539.0;1421.0;0.0;114.0;114.0
698;Totaal universiteiten;1993;26530.0;1588.0;931.0;566.0;1498.0;0.0;90.0;91.0
699;Totaal universiteiten;1994;26038.0;1635.0;930.0;601.0;1531.0;0.0;102.0;102.0
