ID;Migratieachtergrond;Persoonskenmerken;Perioden;MeerLandVanMigratie_1;ZowelLandVanMigAlsNederland_2;MeerNederland_3;Nee_4;SomsWelEnSomsNiet_5;Ja_6;Vaak_7;Soms_8;Nooit_9;MeerMetEigenGroep_10;HalfEigenGroepHalfNederlanders_11;MeerMetNederlanders_12;Nooit_13;Soms_14;Vaak_15;Nee_16;SomsWelEnSomsNiet_17;Ja_18;MetMigratieachtergrondNederlanders_19;HalfNederlandersHalfMigratieachtergr_20;MeerMetMigratieachtergrond_21;Nooit_22;Soms_23;Vaak_24;MoeiteMetHetVoerenVanEenGesprek_25;MoeiteMetLezen_26;MoeiteMetSchrijven_27;VrouwVerantwoordelijkVoorHuishouden_28;VrouwStoptMetWerkenNaKrijgenKind_29;DeManIsVerantwoordelijkVoorHetGeld_30;GeldVerdienenBelangrijkerVoorJongens_31;OuderFamilielidHeeftMeerInvloed_32;KindMoetVaakOpBezoekBijOuders_33;KindBlijftThuisWonenTotTrouwen_34;MeerVertrouwenInFamilieDanVrienden_35;KinderenMoetenVoorOudersZorgen_36;HomoSMoetenLevenKunnenLeiden_37;HetIsGoedDatHomoSMogenTrouwen_38;KindMetPartnerZelfdeGeslachtIsProb_39;VrouwMagAbortusLatenUitvoeren_40;IemandBeslistZelfOverLevenseinde_41;GeenDoodstrafMeerIsGoed_42;BezoektActiviteitenVanVerenigingen_43;IsLidVanVereniging_44;DoetVrijwilligerswerk_45;RekentZichTotEenGodsdienstReligie_46;MinstensEenKeerPerWeek_47;ElkeMaand_48;VrijwelNooit_49;LeestVaakNederlandseDagBladen_50;LeestVaakDagBladenUitLandHerkomst_51;KijktVaakNaarNederlandseZenders_52;KijktVaakNaarZendersLandHerkomst_53;HeeftComputerMetInternetaansluiting_54;JaOfMisschien_55;Nee_56;NietStemgerechtigd_57;NietGeinteresseerd_58;EenBeetjeGeinteresseerd_59;ZeerGeinteresseerd_60
113;(voormalige) Nederlandse Antillen, Aruba;10;2011;36.0;40.0;24.0;4.0;18.0;78.0;17.0;39.0;44.0;34.0;33.0;33.0;33.0;49.0;18.0;;;;;;;;;;5.0;3.0;4.0;;15.0;16.0;21.0;35.0;49.0;23.0;54.0;67.0;80.0;49.0;34.0;55.0;67.0;75.0;52.0;;;78.0;36.0;16.0;48.0;50.0;11.0;88.0;3.0;85.0;67.0;33.0;0.0;46.0;36.0;19.0
114;(voormalige) Nederlandse Antillen, Aruba;Migratieachtergrond: 1e generatie;2006;42.0;34.0;24.0;5.0;21.0;74.0;19.0;34.0;47.0;37.0;31.0;33.0;31.0;41.0;28.0;;;;;;;;;;4.0;3.0;5.0;48.0;12.0;20.0;21.0;37.0;54.0;27.0;61.0;;;;;;;;55.0;45.0;14.0;75.0;32.0;14.0;54.0;50.0;10.0;90.0;8.0;77.0;68.0;28.0;4.0;52.0;32.0;16.0
115;(voormalige) Nederlandse Antillen, Aruba;Migratieachtergrond: 1e generatie;2011;44.0;37.0;19.0;5.0;27.0;68.0;19.0;42.0;39.0;37.0;34.0;29.0;34.0;47.0;19.0;;;;;;;;;;4.0;2.0;4.0;;11.0;17.0;22.0;32.0;54.0;19.0;57.0;73.0;81.0;51.0;34.0;55.0;69.0;72.0;52.0;;;74.0;30.0;14.0;57.0;46.0;10.0;83.0;3.0;91.0;61.0;37.0;3.0;53.0;34.0;13.0
116;(voormalige) Nederlandse Antillen, Aruba;Migratieachtergrond: 2e generatie ;2006;9.0;22.0;69.0;2.0;11.0;87.0;4.0;13.0;83.0;14.0;17.0;69.0;11.0;38.0;50.0;;;;;;;;;;1.0;1.0;2.0;24.0;8.0;8.0;11.0;24.0;40.0;6.0;45.0;;;;;;;;71.0;62.0;19.0;36.0;21.0;7.0;73.0;47.0;2.0;80.0;1.0;88.0;73.0;9.0;18.0;27.0;53.0;21.0
117;(voormalige) Nederlandse Antillen, Aruba;Migratieachtergrond: 2e generatie ;2011;12.0;21.0;67.0;2.0;17.0;81.0;6.0;21.0;73.0;11.0;25.0;64.0;18.0;48.0;34.0;;;;;;;;;;1.0;1.0;1.0;;8.0;9.0;14.0;31.0;42.0;7.0;45.0;76.0;91.0;76.0;25.0;77.0;82.0;78.0;64.0;;;37.0;25.0;16.0;59.0;44.0;0.0;76.0;1.0;99.0;80.0;12.0;8.0;28.0;51.0;21.0
118;(voormalige) Nederlandse Antillen, Aruba;Onderwijsniveau: basisonderwijs;2006;42.0;34.0;24.0;7.0;14.0;78.0;17.0;29.0;54.0;45.0;32.0;23.0;44.0;44.0;13.0;;;;;;;;;;9.0;9.0;14.0;62.0;18.0;30.0;33.0;48.0;62.0;35.0;68.0;;;;;;;;34.0;23.0;11.0;72.0;29.0;12.0;59.0;41.0;6.0;89.0;11.0;53.0;60.0;39.0;1.0;72.0;21.0;7.0
119;(voormalige) Nederlandse Antillen, Aruba;Onderwijsniveau: basisonderwijs;2011;53.0;34.0;13.0;4.0;30.0;67.0;19.0;41.0;39.0;45.0;29.0;26.0;38.0;52.0;10.0;;;;;;;;;;9.0;7.0;12.0;;18.0;21.0;33.0;42.0;68.0;29.0;68.0;;81.0;37.0;;;68.0;;;;;74.0;31.0;11.0;58.0;;;87.0;5.0;80.0;48.0;50.0;2.0;65.0;25.0;10.0
120;(voormalige) Nederlandse Antillen, Aruba;Onderwijsniveau: vmbo, mbo1, avo;2006;37.0;29.0;34.0;4.0;22.0;74.0;19.0;27.0;54.0;36.0;32.0;32.0;34.0;38.0;28.0;;;;;;;;;;3.0;2.0;4.0;54.0;13.0;26.0;22.0;41.0;60.0;34.0;64.0;;;;;;;;53.0;44.0;11.0;77.0;39.0;10.0;51.0;42.0;10.0;90.0;9.0;71.0;63.0;22.0;15.0;53.0;36.0;12.0
121;(voormalige) Nederlandse Antillen, Aruba;Onderwijsniveau: vmbo, mbo1, avo;2011;41.0;33.0;26.0;6.0;26.0;68.0;17.0;35.0;48.0;40.0;31.0;28.0;39.0;46.0;15.0;;;;;;;;;;4.0;3.0;3.0;;16.0;23.0;29.0;40.0;58.0;24.0;62.0;81.0;78.0;47.0;41.0;50.0;71.0;72.0;45.0;;;66.0;27.0;16.0;57.0;35.0;9.0;85.0;4.0;88.0;48.0;45.0;7.0;63.0;27.0;10.0
122;(voormalige) Nederlandse Antillen, Aruba;Onderwijsniveau: havo, vwo, mbo;2006;31.0;35.0;34.0;4.0;19.0;77.0;16.0;28.0;55.0;31.0;25.0;43.0;23.0;39.0;38.0;;;;;;;;;;2.0;1.0;1.0;39.0;11.0;11.0;17.0;32.0;52.0;17.0;55.0;;;;;;;;60.0;50.0;16.0;64.0;27.0;14.0;59.0;52.0;6.0;88.0;6.0;88.0;66.0;26.0;8.0;43.0;39.0;17.0
123;(voormalige) Nederlandse Antillen, Aruba;Onderwijsniveau: havo, vwo, mbo;2011;33.0;37.0;30.0;3.0;23.0;73.0;16.0;34.0;50.0;28.0;37.0;34.0;28.0;48.0;24.0;;;;;;;;;;2.0;2.0;2.0;;10.0;15.0;19.0;36.0;52.0;16.0;53.0;73.0;82.0;59.0;34.0;60.0;71.0;71.0;55.0;;;67.0;33.0;14.0;53.0;44.0;8.0;80.0;2.0;95.0;65.0;29.0;6.0;44.0;42.0;13.0
124;(voormalige) Nederlandse Antillen, Aruba;Onderwijsniveau: hbo, wo;2006;35.0;28.0;37.0;2.0;18.0;80.0;11.0;32.0;57.0;16.0;23.0;60.0;12.0;42.0;46.0;;;;;;;;;;1.0;0.0;1.0;23.0;5.0;11.0;9.0;20.0;31.0;11.0;44.0;;;;;;;;80.0;71.0;20.0;55.0;28.0;17.0;55.0;58.0;9.0;82.0;2.0;94.0;87.0;12.0;0.0;25.0;45.0;30.0
125;(voormalige) Nederlandse Antillen, Aruba;Onderwijsniveau: hbo, wo;2011;28.0;26.0;46.0;3.0;22.0;75.0;12.0;36.0;52.0;19.0;26.0;55.0;22.0;45.0;33.0;;;;;;;;;;1.0;0.0;0.0;;4.0;7.0;9.0;18.0;36.0;5.0;42.0;68.0;91.0;;19.0;77.0;77.0;80.0;69.0;;;54.0;23.0;13.0;64.0;62.0;7.0;78.0;0.0;100.0;89.0;11.0;0.0;26.0;49.0;25.0
126;(voormalige) Nederlandse Antillen, Aruba;20;2006;21.0;29.0;50.0;3.0;9.0;88.0;10.0;23.0;66.0;18.0;21.0;61.0;16.0;42.0;42.0;;;;;;;;;;2.0;2.0;4.0;41.0;12.0;17.0;14.0;34.0;49.0;26.0;50.0;;;;;;;;61.0;53.0;18.0;64.0;31.0;10.0;59.0;50.0;5.0;86.0;4.0;81.0;67.0;24.0;9.0;43.0;41.0;16.0
127;(voormalige) Nederlandse Antillen, Aruba;20;2011;26.0;25.0;49.0;2.0;20.0;78.0;13.0;29.0;58.0;18.0;23.0;59.0;27.0;44.0;29.0;;;;;;;;;;4.0;3.0;4.0;;7.0;11.0;17.0;26.0;43.0;11.0;42.0;69.0;87.0;62.0;33.0;58.0;74.0;76.0;61.0;;;62.0;21.0;14.0;65.0;50.0;4.0;85.0;1.0;97.0;76.0;20.0;4.0;42.0;41.0;18.0
128;(voormalige) Nederlandse Antillen, Aruba;30;2006;38.0;33.0;29.0;3.0;22.0;75.0;16.0;33.0;51.0;30.0;30.0;40.0;25.0;42.0;33.0;;;;;;;;;;3.0;2.0;4.0;43.0;9.0;16.0;20.0;32.0;51.0;19.0;59.0;;;;;;;;61.0;51.0;15.0;68.0;30.0;12.0;58.0;46.0;8.0;91.0;8.0;83.0;71.0;23.0;6.0;45.0;38.0;17.0
129;(voormalige) Nederlandse Antillen, Aruba;30;2011;34.0;34.0;32.0;4.0;27.0;69.0;16.0;35.0;49.0;26.0;33.0;41.0;24.0;50.0;26.0;;;;;;;;;;2.0;1.0;3.0;;11.0;15.0;18.0;31.0;49.0;15.0;54.0;73.0;83.0;58.0;30.0;60.0;73.0;72.0;54.0;;;63.0;28.0;15.0;57.0;47.0;9.0;81.0;2.0;94.0;65.0;31.0;5.0;46.0;39.0;15.0
130;(voormalige) Nederlandse Antillen, Aruba;40;2006;38.0;31.0;31.0;6.0;19.0;75.0;17.0;27.0;56.0;40.0;27.0;33.0;34.0;36.0;30.0;;;;;;;;;;4.0;3.0;5.0;42.0;14.0;19.0;19.0;36.0;50.0;25.0;58.0;;;;;;;;54.0;44.0;14.0;65.0;31.0;16.0;52.0;53.0;9.0;83.0;5.0;75.0;68.0;26.0;6.0;48.0;34.0;18.0
131;(voormalige) Nederlandse Antillen, Aruba;40;2011;42.0;34.0;24.0;5.0;23.0;72.0;16.0;40.0;44.0;41.0;35.0;25.0;38.0;45.0;17.0;;;;;;;;;;3.0;2.0;3.0;;12.0;16.0;23.0;35.0;55.0;19.0;58.0;78.0;83.0;56.0;33.0;63.0;71.0;74.0;53.0;;;66.0;33.0;13.0;54.0;42.0;8.0;80.0;2.0;91.0;63.0;34.0;4.0;47.0;38.0;14.0
132;(voormalige) Nederlandse Antillen, Aruba;50;2006;33.0;30.0;37.0;4.0;18.0;78.0;13.0;27.0;60.0;27.0;25.0;48.0;23.0;40.0;37.0;;;;;;;;;;2.0;2.0;3.0;38.0;10.0;16.0;18.0;32.0;48.0;16.0;53.0;;;;;;;;58.0;50.0;14.0;52.0;;;100.0;49.0;6.0;86.0;6.0;81.0;71.0;21.0;8.0;42.0;39.0;19.0
133;(voormalige) Nederlandse Antillen, Aruba;50;2011;33.0;30.0;37.0;4.0;23.0;73.0;14.0;34.0;52.0;26.0;30.0;43.0;28.0;46.0;26.0;;;;;;;;;;3.0;2.0;2.0;;9.0;13.0;17.0;29.0;47.0;11.0;51.0;70.0;89.0;67.0;27.0;71.0;80.0;74.0;50.0;;;50.0;;;100.0;45.0;7.0;80.0;2.0;94.0;67.0;29.0;5.0;44.0;39.0;17.0
134;(voormalige) Nederlandse Antillen, Aruba;60;2006;39.0;37.0;24.0;3.0;22.0;75.0;22.0;34.0;44.0;42.0;33.0;25.0;34.0;41.0;25.0;;;;;;;;;;6.0;3.0;6.0;52.0;14.0;22.0;20.0;38.0;58.0;37.0;66.0;;;;;;;;59.0;48.0;18.0;100.0;70.0;30.0;;51.0;11.0;90.0;8.0;77.0;64.0;31.0;4.0;55.0;31.0;14.0
135;(voormalige) Nederlandse Antillen, Aruba;60;2011;43.0;39.0;18.0;3.0;27.0;70.0;20.0;40.0;40.0;39.0;36.0;25.0;32.0;51.0;17.0;;;;;;;;;;3.0;3.0;4.0;;15.0;19.0;27.0;39.0;60.0;28.0;59.0;84.0;69.0;37.0;43.0;36.0;51.0;74.0;68.0;;;100.0;67.0;33.0;;46.0;10.0;84.0;3.0;92.0;64.0;33.0;3.0;51.0;37.0;11.0
136;Nederlandse achtergrond;1100;2006;;;;;;;;;;;;;;;;1.0;8.0;91.0;91.0;6.0;3.0;70.0;24.0;6.0;;;;36.0;20.0;10.0;9.0;21.0;22.0;12.0;30.0;;;;;;;;73.0;70.0;29.0;50.0;32.0;14.0;54.0;67.0;;87.0;;81.0;88.0;9.0;3.0;22.0;57.0;21.0
137;Nederlandse achtergrond;1100;2011;;;;;;;;;;;;;;;;2.0;13.0;85.0;;;;67.0;28.0;5.0;;;;;14.0;8.0;10.0;18.0;23.0;8.0;30.0;53.0;91.0;80.0;17.0;74.0;85.0;69.0;67.0;;;44.0;29.0;13.0;59.0;63.0;;82.0;;91.0;89.0;7.0;4.0;18.0;56.0;26.0
138;Nederlandse achtergrond;Geslacht: mannen;2006;;;;;;;;;;;;;;;;1.0;9.0;90.0;92.0;5.0;3.0;73.0;21.0;6.0;;;;38.0;23.0;11.0;10.0;26.0;25.0;14.0;29.0;;;;;;;;76.0;72.0;28.0;48.0;28.0;16.0;56.0;71.0;;87.0;;85.0;89.0;8.0;3.0;16.0;54.0;30.0
139;Nederlandse achtergrond;Geslacht: mannen;2011;;;;;;;;;;;;;;;;2.0;14.0;84.0;;;;67.0;28.0;5.0;;;;;17.0;12.0;14.0;22.0;26.0;11.0;31.0;59.0;90.0;75.0;22.0;76.0;86.0;66.0;70.0;;;41.0;34.0;10.0;56.0;65.0;;81.0;;94.0;88.0;8.0;4.0;15.0;55.0;30.0
140;Nederlandse achtergrond;Geslacht: vrouwen;2006;;;;;;;;;;;;;;;;1.0;6.0;93.0;91.0;6.0;3.0;67.0;26.0;6.0;;;;34.0;16.0;8.0;7.0;17.0;18.0;10.0;30.0;;;;;;;;70.0;68.0;31.0;52.0;35.0;12.0;52.0;64.0;;86.0;;76.0;87.0;9.0;3.0;26.0;61.0;13.0
141;Nederlandse achtergrond;Geslacht: vrouwen;2011;;;;;;;;;;;;;;;;2.0;11.0;87.0;;;;67.0;27.0;6.0;;;;;11.0;4.0;7.0;14.0;20.0;5.0;30.0;47.0;92.0;84.0;12.0;71.0;85.0;72.0;64.0;;;48.0;25.0;15.0;60.0;60.0;;83.0;;89.0;89.0;6.0;5.0;21.0;57.0;21.0
142;Nederlandse achtergrond;Leeftijd: 15 tot 25 jaar;2006;;;;;;;;;;;;;;;;2.0;3.0;95.0;87.0;10.0;3.0;63.0;31.0;6.0;;;;30.0;11.0;11.0;12.0;29.0;34.0;8.0;39.0;;;;;;;;75.0;72.0;19.0;37.0;35.0;1.0;64.0;40.0;;82.0;;95.0;69.0;9.0;22.0;39.0;49.0;12.0
143;Nederlandse achtergrond;Leeftijd: 15 tot 25 jaar;2011;;;;;;;;;;;;;;;;1.0;17.0;82.0;;;;61.0;30.0;9.0;;;;;11.0;15.0;14.0;29.0;36.0;8.0;47.0;81.0;90.0;87.0;18.0;81.0;83.0;58.0;76.0;;;31.0;;;;33.0;;76.0;;99.0;65.0;7.0;29.0;39.0;45.0;16.0
144;Nederlandse achtergrond;Leeftijd: 25 tot 45 jaar;2006;;;;;;;;;;;;;;;;2.0;9.0;89.0;89.0;6.0;5.0;66.0;27.0;7.0;;;;23.0;10.0;6.0;7.0;19.0;19.0;5.0;32.0;;;;;;;;74.0;71.0;31.0;41.0;25.0;17.0;58.0;57.0;;81.0;;92.0;90.0;10.0;0.0;18.0;60.0;22.0
145;Nederlandse achtergrond;Leeftijd: 25 tot 45 jaar;2011;;;;;;;;;;;;;;;;2.0;13.0;84.0;;;;62.0;33.0;5.0;;;;;7.0;7.0;9.0;17.0;19.0;3.0;30.0;60.0;89.0;77.0;15.0;76.0;86.0;65.0;70.0;;;39.0;30.0;7.0;63.0;49.0;;75.0;;99.0;92.0;8.0;0.0;16.0;64.0;21.0
146;Nederlandse achtergrond;10;2006;;;;;;;;;;;;;;;;1.0;8.0;91.0;94.0;4.0;2.0;74.0;20.0;6.0;;;;46.0;28.0;11.0;9.0;21.0;20.0;17.0;26.0;;;;;;;;72.0;68.0;31.0;60.0;35.0;15.0;51.0;82.0;;92.0;;69.0;92.0;8.0;0.0;19.0;58.0;23.0
147;Nederlandse achtergrond;10;2011;;;;;;;;;;;;;;;;3.0;11.0;86.0;;;;71.0;24.0;5.0;;;;;18.0;7.0;10.0;16.0;22.0;10.0;26.0;41.0;92.0;79.0;17.0;70.0;86.0;74.0;63.0;;;51.0;28.0;14.0;58.0;78.0;;88.0;;85.0;94.0;6.0;0.0;14.0;55.0;31.0
148;Nederlandse achtergrond;Migratieachtergrond: 1e generatie;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;Nederlandse achtergrond;Migratieachtergrond: 1e generatie;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0
150;Nederlandse achtergrond;Migratieachtergrond: 2e generatie ;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;Nederlandse achtergrond;Migratieachtergrond: 2e generatie ;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0
152;Nederlandse achtergrond;Onderwijsniveau: basisonderwijs;2006;;;;;;;;;;;;;;;;2.0;11.0;87.0;91.0;5.0;3.0;79.0;16.0;5.0;;;;62.0;45.0;14.0;16.0;31.0;30.0;34.0;37.0;;;;;;;;57.0;55.0;25.0;54.0;43.0;12.0;45.0;63.0;;91.0;;43.0;81.0;19.0;0.0;37.0;48.0;16.0
153;Nederlandse achtergrond;Onderwijsniveau: basisonderwijs;2011;;;;;;;;;;;;;;;;3.0;12.0;86.0;;;;78.0;19.0;3.0;;;;;30.0;11.0;18.0;20.0;30.0;16.0;30.0;;90.0;;;;82.0;;;;;53.0;;;;;;90.0;;76.0;87.0;13.0;0.0;23.0;61.0;16.0
154;Nederlandse achtergrond;Onderwijsniveau: vmbo, mbo1, avo;2006;;;;;;;;;;;;;;;;1.0;6.0;93.0;92.0;7.0;1.0;76.0;20.0;5.0;;;;51.0;24.0;13.0;14.0;24.0;27.0;17.0;29.0;;;;;;;;64.0;61.0;24.0;55.0;37.0;12.0;51.0;69.0;;92.0;;73.0;87.0;10.0;4.0;30.0;56.0;15.0
155;Nederlandse achtergrond;Onderwijsniveau: vmbo, mbo1, avo;2011;;;;;;;;;;;;;;;;5.0;10.0;85.0;;;;73.0;23.0;4.0;;;;;21.0;10.0;11.0;19.0;27.0;12.0;34.0;43.0;90.0;74.0;18.0;67.0;85.0;61.0;61.0;;;51.0;25.0;14.0;61.0;68.0;;87.0;;83.0;85.0;11.0;4.0;21.0;60.0;19.0
156;Nederlandse achtergrond;Onderwijsniveau: havo, vwo, mbo;2006;;;;;;;;;;;;;;;;2.0;8.0;90.0;89.0;7.0;4.0;68.0;26.0;6.0;;;;29.0;15.0;9.0;6.0;18.0;21.0;7.0;34.0;;;;;;;;78.0;75.0;29.0;50.0;24.0;21.0;55.0;63.0;;86.0;;90.0;84.0;9.0;6.0;20.0;63.0;17.0
157;Nederlandse achtergrond;Onderwijsniveau: havo, vwo, mbo;2011;;;;;;;;;;;;;;;;2.0;14.0;84.0;;;;65.0;30.0;5.0;;;;;11.0;9.0;10.0;18.0;26.0;7.0;32.0;55.0;91.0;80.0;15.0;75.0;84.0;66.0;69.0;;;43.0;29.0;12.0;59.0;54.0;;81.0;;96.0;83.0;7.0;10.0;22.0;60.0;18.0
158;Nederlandse achtergrond;Onderwijsniveau: hbo, wo;2006;;;;;;;;;;;;;;;;0.0;7.0;92.0;94.0;3.0;4.0;63.0;29.0;7.0;;;;20.0;10.0;4.0;4.0;19.0;13.0;3.0;22.0;;;;;;;;81.0;78.0;36.0;45.0;30.0;9.0;61.0;72.0;;80.0;;93.0;97.0;3.0;0.0;9.0;57.0;34.0
159;Nederlandse achtergrond;Onderwijsniveau: hbo, wo;2011;;;;;;;;;;;;;;;;1.0;12.0;87.0;;;;61.0;32.0;7.0;;;;;6.0;5.0;6.0;17.0;14.0;2.0;26.0;59.0;91.0;83.0;16.0;81.0;89.0;80.0;74.0;;;39.0;28.0;13.0;58.0;67.0;;78.0;;99.0;98.0;2.0;0.0;11.0;49.0;40.0
160;Nederlandse achtergrond;20;2006;;;;;;;;;;;;;;;;1.0;7.0;92.0;94.0;4.0;2.0;75.0;21.0;4.0;;;;43.0;21.0;8.0;9.0;22.0;24.0;14.0;30.0;;;;;;;;78.0;76.0;36.0;58.0;36.0;17.0;47.0;68.0;;87.0;;81.0;89.0;8.0;3.0;22.0;57.0;21.0
161;Nederlandse achtergrond;20;2011;;;;;;;;;;;;;;;;2.0;11.0;87.0;;;;73.0;23.0;4.0;;;;;14.0;8.0;10.0;16.0;24.0;9.0;30.0;51.0;90.0;78.0;16.0;73.0;84.0;68.0;71.0;;;49.0;29.0;15.0;56.0;61.0;;83.0;;92.0;87.0;8.0;5.0;21.0;58.0;21.0
162;Nederlandse achtergrond;30;2006;;;;;;;;;;;;;;;;1.0;7.0;91.0;90.0;6.0;4.0;66.0;26.0;8.0;;;;30.0;17.0;11.0;10.0;22.0;19.0;9.0;27.0;;;;;;;;70.0;64.0;23.0;43.0;28.0;11.0;60.0;66.0;;86.0;;81.0;86.0;10.0;3.0;22.0;57.0;21.0
163;Nederlandse achtergrond;30;2011;;;;;;;;;;;;;;;;2.0;14.0;84.0;;;;62.0;31.0;6.0;;;;;13.0;7.0;10.0;19.0;23.0;6.0;33.0;54.0;91.0;81.0;17.0;72.0;87.0;70.0;64.0;;;41.0;29.0;9.0;62.0;61.0;;81.0;;90.0;89.0;7.0;3.0;16.0;53.0;32.0
164;Nederlandse achtergrond;40;2006;;;;;;;;;;;;;;;;1.0;12.0;88.0;84.0;12.0;4.0;59.0;33.0;8.0;;;;29.0;20.0;11.0;6.0;16.0;23.0;11.0;36.0;;;;;;;;59.0;58.0;21.0;41.0;20.0;2.0;77.0;73.0;;89.0;;77.0;91.0;9.0;1.0;15.0;59.0;26.0
165;Nederlandse achtergrond;40;2011;;;;;;;;;;;;;;;;4.0;15.0;81.0;;;;51.0;36.0;13.0;;;;;18.0;10.0;13.0;27.0;18.0;9.0;;;94.0;;;;88.0;;;;;30.0;;;;;;82.0;;93.0;95.0;2.0;2.0;14.0;58.0;28.0
166;Nederlandse achtergrond;50;2006;;;;;;;;;;;;;;;;1.0;3.0;96.0;94.0;3.0;3.0;79.0;16.0;5.0;;;;32.0;19.0;8.0;8.0;20.0;21.0;9.0;30.0;;;;;;;;69.0;65.0;24.0;36.0;;;100.0;65.0;;89.0;;84.0;87.0;10.0;3.0;23.0;56.0;21.0
167;Nederlandse achtergrond;50;2011;;;;;;;;;;;;;;;;2.0;13.0;84.0;;;;65.0;29.0;6.0;;;;;13.0;7.0;10.0;18.0;21.0;6.0;28.0;52.0;95.0;87.0;12.0;82.0;93.0;67.0;63.0;;;32.0;0.0;0.0;100.0;60.0;;83.0;;93.0;88.0;8.0;5.0;19.0;54.0;27.0
168;Nederlandse achtergrond;60;2006;;;;;;;;;;;;;;;;1.0;9.0;90.0;91.0;7.0;3.0;67.0;26.0;6.0;;;;49.0;22.0;16.0;11.0;24.0;25.0;21.0;30.0;;;;;;;;85.0;84.0;48.0;100.0;70.0;30.0;;76.0;;80.0;;70.0;91.0;5.0;3.0;17.0;62.0;21.0
169;Nederlandse achtergrond;60;2011;;;;;;;;;;;;;;;;1.0;10.0;89.0;;;;74.0;23.0;3.0;;;;;20.0;10.0;10.0;19.0;33.0;15.0;38.0;56.0;73.0;52.0;36.0;41.0;51.0;77.0;81.0;;;100.0;70.0;30.0;0.0;74.0;;79.0;;83.0;93.0;4.0;3.0;13.0;65.0;22.0
