ID;Melkvee;GrootveeEenheid;RegioS;Perioden;AlleDieren_1;WeidendeDieren_2;AlleDieren_3;WeidendeDieren_4;BedrijvenZonderWeidegang_5;DierenZonderWeidegang_6;BedrijvenMetWeidegang_7;DierenMetWeidegang_8;UrenBijDagEnNachtWeiden_9;UrenBijBeperktWeiden_10;DagEnNachtWeiden_11;OverdagWeiden_12
3992;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2012;3243.0;4281.0;135.0;178.0;24.0;24.0;76.0;76.0;24.0;;100.0;
3993;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2013;;;;;;;;;;;;
3994;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2014;;;;;;;;;;;;
3995;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2015;;;;;;;;;;;;
3996;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2016;2740.0;4060.0;114.0;169.0;34.0;33.0;66.0;67.0;24.0;;100.0;
3997;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2017;2603.0;3912.0;108.0;163.0;36.0;33.0;64.0;67.0;24.0;;100.0;
3998;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2018;2221.0;3974.0;93.0;166.0;47.0;44.0;53.0;56.0;24.0;;100.0;
3999;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2019;2051.0;4001.0;85.0;167.0;53.0;49.0;47.0;51.0;24.0;;100.0;
4000;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2020;1887.0;3772.0;79.0;157.0;51.0;50.0;49.0;50.0;24.0;;100.0;
4001;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2021;1908.0;3653.0;79.0;152.0;49.0;48.0;51.0;52.0;24.0;;100.0;
4002;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2022;2004.0;3599.0;84.0;150.0;48.0;44.0;52.0;56.0;24.0;;100.0;
4003;Jongvee melkveehouderij, >= 1 jaar, vr..;100 tot 150 GVE;Limburg (PV);2023;2075.0;3654.0;86.0;152.0;45.0;43.0;55.0;57.0;24.0;;100.0;
4004;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2010;;;;;;;;;;;;
4005;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2011;2351.0;3742.0;98.0;156.0;38.0;37.0;62.0;63.0;24.0;;100.0;
4006;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2012;2296.0;3697.0;96.0;154.0;39.0;38.0;61.0;62.0;24.0;;100.0;
4007;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2013;;;;;;;;;;;;
4008;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2014;;;;;;;;;;;;
4009;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2015;;;;;;;;;;;;
4010;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2016;2136.0;3462.0;89.0;144.0;39.0;38.0;61.0;62.0;24.0;;100.0;
4011;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2017;1945.0;3351.0;81.0;140.0;44.0;42.0;56.0;58.0;24.0;;100.0;
4012;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2018;2002.0;3399.0;83.0;142.0;42.0;41.0;58.0;59.0;24.0;;100.0;
4013;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2019;1933.0;3303.0;81.0;138.0;43.0;41.0;57.0;59.0;24.0;;100.0;
4014;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2020;1855.0;3144.0;77.0;131.0;43.0;41.0;57.0;59.0;24.0;;100.0;
4015;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2021;1836.0;3087.0;77.0;129.0;42.0;41.0;58.0;59.0;24.0;;100.0;
4016;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2022;1881.0;3118.0;78.0;130.0;42.0;40.0;58.0;60.0;24.0;;100.0;
4017;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Nederland;2023;1714.0;3005.0;71.0;125.0;45.0;43.0;55.0;57.0;24.0;;100.0;
4018;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2010;;;;;;;;;;;;
4019;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2011;1655.0;3452.0;69.0;144.0;51.0;52.0;49.0;48.0;24.0;;100.0;
4020;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2012;1706.0;3394.0;71.0;141.0;50.0;50.0;50.0;50.0;24.0;;100.0;
4021;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2013;;;;;;;;;;;;
4022;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2014;;;;;;;;;;;;
4023;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2015;;;;;;;;;;;;
4024;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2016;2163.0;3564.0;90.0;148.0;38.0;39.0;62.0;61.0;24.0;;100.0;
4025;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2017;1929.0;3285.0;80.0;137.0;41.0;41.0;59.0;59.0;24.0;;100.0;
4026;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2018;1955.0;3498.0;81.0;146.0;41.0;44.0;59.0;56.0;24.0;;100.0;
4027;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2019;2014.0;3477.0;84.0;145.0;43.0;42.0;57.0;58.0;24.0;;100.0;
4028;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2020;2073.0;3337.0;86.0;139.0;38.0;38.0;62.0;62.0;24.0;;100.0;
4029;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2021;1786.0;3019.0;74.0;126.0;38.0;41.0;62.0;59.0;24.0;;100.0;
4030;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2022;2064.0;3217.0;86.0;134.0;40.0;36.0;60.0;64.0;24.0;;100.0;
4031;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Groningen (PV);2023;1787.0;3130.0;74.0;130.0;41.0;43.0;59.0;57.0;24.0;;100.0;
4032;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2010;;;;;;;;;;;;
4033;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2011;2032.0;3486.0;85.0;145.0;42.0;42.0;58.0;58.0;24.0;;100.0;
4034;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2012;1890.0;3404.0;79.0;142.0;45.0;44.0;55.0;56.0;24.0;;100.0;
4035;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2013;;;;;;;;;;;;
4036;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2014;;;;;;;;;;;;
4037;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2015;;;;;;;;;;;;
4038;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2016;1871.0;3260.0;78.0;136.0;42.0;43.0;58.0;57.0;24.0;;100.0;
4039;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2017;1621.0;3221.0;68.0;134.0;50.0;50.0;50.0;50.0;24.0;;100.0;
4040;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2018;1838.0;3382.0;77.0;141.0;46.0;46.0;54.0;54.0;24.0;;100.0;
4041;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2019;1872.0;3238.0;78.0;135.0;43.0;42.0;57.0;58.0;24.0;;100.0;
4042;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2020;1845.0;3061.0;77.0;128.0;41.0;40.0;59.0;60.0;24.0;;100.0;
4043;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2021;1838.0;3028.0;77.0;126.0;40.0;39.0;60.0;61.0;24.0;;100.0;
4044;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2022;1936.0;3218.0;81.0;134.0;41.0;40.0;59.0;60.0;24.0;;100.0;
4045;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Fryslân (PV);2023;1721.0;3041.0;72.0;127.0;44.0;43.0;56.0;57.0;24.0;;100.0;
4046;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2010;;;;;;;;;;;;
4047;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2011;2617.0;3868.0;109.0;161.0;34.0;32.0;66.0;68.0;24.0;;100.0;
4048;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2012;2314.0;3696.0;96.0;154.0;36.0;37.0;64.0;63.0;24.0;;100.0;
4049;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2013;;;;;;;;;;;;
4050;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2014;;;;;;;;;;;;
4051;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2015;;;;;;;;;;;;
4052;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2016;2071.0;3397.0;86.0;142.0;40.0;39.0;60.0;61.0;24.0;;100.0;
4053;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2017;1707.0;3328.0;71.0;139.0;49.0;49.0;51.0;51.0;24.0;;100.0;
4054;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2018;1820.0;3366.0;76.0;140.0;46.0;46.0;54.0;54.0;24.0;;100.0;
4055;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2019;1678.0;3161.0;70.0;132.0;49.0;47.0;51.0;53.0;24.0;;100.0;
4056;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2020;1603.0;3037.0;67.0;127.0;47.0;47.0;53.0;53.0;24.0;;100.0;
4057;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2021;1893.0;3074.0;79.0;128.0;40.0;38.0;60.0;62.0;24.0;;100.0;
4058;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2022;1834.0;3015.0;76.0;126.0;38.0;39.0;62.0;61.0;24.0;;100.0;
4059;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Drenthe (PV);2023;1451.0;2812.0;60.0;117.0;50.0;48.0;50.0;52.0;24.0;;100.0;
4060;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2010;;;;;;;;;;;;
4061;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2011;2495.0;3775.0;104.0;157.0;36.0;34.0;65.0;66.0;24.0;;100.0;
4062;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2012;2529.0;3710.0;105.0;155.0;35.0;32.0;65.0;68.0;24.0;;100.0;
4063;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2013;;;;;;;;;;;;
4064;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2014;;;;;;;;;;;;
4065;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2015;;;;;;;;;;;;
4066;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2016;2313.0;3573.0;96.0;149.0;36.0;35.0;64.0;65.0;24.0;;100.0;
4067;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2017;1976.0;3220.0;82.0;134.0;39.0;39.0;61.0;61.0;24.0;;100.0;
4068;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2018;1981.0;3152.0;83.0;131.0;38.0;37.0;62.0;63.0;24.0;;100.0;
4069;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2019;1799.0;3059.0;75.0;127.0;41.0;41.0;59.0;59.0;24.0;;100.0;
4070;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2020;1789.0;2881.0;75.0;120.0;39.0;38.0;61.0;62.0;24.0;;100.0;
4071;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2021;1801.0;2907.0;75.0;121.0;40.0;38.0;60.0;62.0;24.0;;100.0;
4072;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2022;1742.0;2788.0;73.0;116.0;39.0;38.0;61.0;62.0;24.0;;100.0;
4073;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Overijssel (PV);2023;1691.0;2763.0;70.0;115.0;42.0;39.0;58.0;61.0;24.0;;100.0;
4074;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2010;;;;;;;;;;;;
4075;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2011;508.0;2603.0;21.0;108.0;80.0;80.0;20.0;20.0;24.0;;100.0;
4076;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2012;624.0;3461.0;26.0;144.0;82.0;82.0;18.0;18.0;24.0;;100.0;
4077;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2013;;;;;;;;;;;;
4078;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2014;;;;;;;;;;;;
4079;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2015;;;;;;;;;;;;
4080;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2016;1045.0;2946.0;44.0;123.0;59.0;65.0;41.0;35.0;24.0;;100.0;
4081;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2017;880.0;2663.0;37.0;111.0;65.0;67.0;35.0;33.0;24.0;;100.0;
4082;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2018;1447.0;3598.0;60.0;150.0;65.0;60.0;35.0;40.0;24.0;;100.0;
4083;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2019;978.0;2842.0;41.0;118.0;66.0;66.0;34.0;34.0;24.0;;100.0;
4084;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2020;786.0;2742.0;33.0;114.0;69.0;71.0;31.0;29.0;24.0;;100.0;
4085;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2021;1001.0;3071.0;42.0;128.0;67.0;67.0;33.0;33.0;24.0;;100.0;
4086;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2022;959.0;3049.0;40.0;127.0;69.0;69.0;31.0;31.0;24.0;;100.0;
4087;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Flevoland (PV);2023;1106.0;2660.0;46.0;111.0;58.0;58.0;42.0;42.0;24.0;;100.0;
4088;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2010;;;;;;;;;;;;
4089;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2011;2580.0;3792.0;108.0;158.0;34.0;32.0;66.0;68.0;24.0;;100.0;
4090;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2012;2555.0;3840.0;106.0;160.0;36.0;33.0;64.0;67.0;24.0;;100.0;
4091;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2013;;;;;;;;;;;;
4092;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2014;;;;;;;;;;;;
4093;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2015;;;;;;;;;;;;
4094;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2016;2268.0;3550.0;95.0;148.0;39.0;36.0;61.0;64.0;24.0;;100.0;
4095;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2017;2121.0;3403.0;88.0;142.0;43.0;38.0;57.0;62.0;24.0;;100.0;
4096;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2018;1950.0;3352.0;81.0;140.0;45.0;42.0;55.0;58.0;24.0;;100.0;
4097;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2019;1754.0;3127.0;73.0;130.0;46.0;44.0;54.0;56.0;24.0;;100.0;
4098;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2020;1793.0;3093.0;75.0;129.0;44.0;42.0;56.0;58.0;24.0;;100.0;
4099;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2021;1712.0;2858.0;71.0;119.0;43.0;40.0;57.0;60.0;24.0;;100.0;
4100;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2022;1671.0;2979.0;70.0;124.0;47.0;44.0;53.0;56.0;24.0;;100.0;
4101;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Gelderland (PV);2023;1632.0;2880.0;68.0;120.0;46.0;43.0;54.0;57.0;24.0;;100.0;
4102;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2010;;;;;;;;;;;;
4103;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2011;2836.0;3743.0;118.0;156.0;22.0;24.0;78.0;76.0;24.0;;100.0;
4104;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2012;3187.0;3986.0;133.0;166.0;20.0;20.0;80.0;80.0;24.0;;100.0;
4105;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2013;;;;;;;;;;;;
4106;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2014;;;;;;;;;;;;
4107;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2015;;;;;;;;;;;;
4108;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2016;2542.0;3372.0;106.0;141.0;25.0;25.0;75.0;75.0;24.0;;100.0;
4109;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2017;2420.0;3310.0;101.0;138.0;27.0;27.0;73.0;73.0;24.0;;100.0;
4110;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2018;2392.0;3242.0;100.0;135.0;29.0;26.0;71.0;74.0;24.0;;100.0;
4111;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2019;2290.0;3274.0;95.0;136.0;35.0;30.0;65.0;70.0;24.0;;100.0;
4112;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2020;2421.0;3382.0;101.0;141.0;34.0;28.0;66.0;72.0;24.0;;100.0;
4113;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2021;2248.0;3257.0;94.0;136.0;35.0;31.0;65.0;69.0;24.0;;100.0;
4114;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2022;2429.0;3309.0;101.0;138.0;28.0;27.0;72.0;73.0;24.0;;100.0;
4115;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Utrecht (PV);2023;2306.0;3169.0;96.0;132.0;32.0;27.0;68.0;73.0;24.0;;100.0;
4116;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2010;;;;;;;;;;;;
4117;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2011;2935.0;3816.0;122.0;159.0;23.0;23.0;77.0;77.0;24.0;;100.0;
4118;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2012;3103.0;3694.0;129.0;154.0;18.0;16.0;82.0;84.0;24.0;;100.0;
4119;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2013;;;;;;;;;;;;
4120;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2014;;;;;;;;;;;;
4121;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2015;;;;;;;;;;;;
4122;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2016;3060.0;3656.0;127.0;152.0;18.0;16.0;82.0;84.0;24.0;;100.0;
4123;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2017;2617.0;3410.0;109.0;142.0;28.0;23.0;72.0;77.0;24.0;;100.0;
4124;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2018;2767.0;3499.0;115.0;146.0;26.0;21.0;74.0;79.0;24.0;;100.0;
4125;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2019;2690.0;3560.0;112.0;148.0;28.0;24.0;72.0;76.0;24.0;;100.0;
4126;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2020;2450.0;3419.0;102.0;142.0;32.0;28.0;68.0;72.0;24.0;;100.0;
4127;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2021;2424.0;3495.0;101.0;146.0;30.0;31.0;70.0;69.0;24.0;;100.0;
4128;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2022;2688.0;3461.0;112.0;144.0;26.0;22.0;74.0;78.0;24.0;;100.0;
4129;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Noord-Holland (PV);2023;2549.0;3330.0;106.0;139.0;23.0;23.0;77.0;77.0;24.0;;100.0;
4130;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2010;;;;;;;;;;;;
4131;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2011;3941.0;4137.0;164.0;172.0;7.0;5.0;93.0;95.0;24.0;;100.0;
4132;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2012;3552.0;3748.0;148.0;156.0;10.0;5.0;90.0;95.0;24.0;;100.0;
4133;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2013;;;;;;;;;;;;
4134;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2014;;;;;;;;;;;;
4135;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2015;;;;;;;;;;;;
4136;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2016;2971.0;3526.0;124.0;147.0;18.0;16.0;82.0;84.0;24.0;;100.0;
4137;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2017;3118.0;3824.0;130.0;159.0;24.0;18.0;76.0;82.0;24.0;;100.0;
4138;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2018;3483.0;3884.0;145.0;162.0;18.0;10.0;82.0;90.0;24.0;;100.0;
4139;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2019;3139.0;3579.0;131.0;149.0;18.0;12.0;82.0;88.0;24.0;;100.0;
4140;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2020;2844.0;3519.0;119.0;147.0;22.0;19.0;78.0;81.0;24.0;;100.0;
4141;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2021;2829.0;3540.0;118.0;148.0;23.0;20.0;77.0;80.0;24.0;;100.0;
4142;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2022;2948.0;3681.0;123.0;153.0;25.0;20.0;75.0;80.0;24.0;;100.0;
4143;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zuid-Holland (PV);2023;2586.0;3332.0;108.0;139.0;28.0;22.0;72.0;78.0;24.0;;100.0;
4144;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2010;;;;;;;;;;;;
4145;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2011;2084.0;3675.0;87.0;153.0;39.0;43.0;61.0;57.0;24.0;;100.0;
4146;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2012;2167.0;3766.0;90.0;157.0;44.0;42.0;56.0;58.0;24.0;;100.0;
4147;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2013;;;;;;;;;;;;
4148;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2014;;;;;;;;;;;;
4149;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2015;;;;;;;;;;;;
4150;Jongvee melkveehouderij, >= 1 jaar, vr..;150 tot 200 GVE;Zeeland (PV);2016;2102.0;3427.0;88.0;143.0;38.0;39.0;62.0;61.0;24.0;;100.0;
