ID;Consignment;Countries;CPA2008;Periods;ImportOfGoodsAccordingToOwnership_1
3856;"Imports of goods; ownership prin.; total";Belgium;B Mining and quarrying;2015;1414.0
3857;"Imports of goods; ownership prin.; total";Belgium;B Mining and quarrying;2016;1197.0
3858;"Imports of goods; ownership prin.; total";Belgium;B Mining and quarrying;2017;1260.0
3859;"Imports of goods; ownership prin.; total";Belgium;B Mining and quarrying;2018;1335.0
3860;"Imports of goods; ownership prin.; total";Belgium;B Mining and quarrying;2019;1198.0
3861;"Imports of goods; ownership prin.; total";Belgium;B Mining and quarrying;2020;891.0
3862;"Imports of goods; ownership prin.; total";Belgium;B Mining and quarrying;2021;921.0
3863;"Imports of goods; ownership prin.; total";Belgium;B Mining and quarrying;2022;4824.0
3864;"Imports of goods; ownership prin.; total";Belgium;05 Coal and lignite;2015;8.0
3865;"Imports of goods; ownership prin.; total";Belgium;05 Coal and lignite;2016;11.0
3866;"Imports of goods; ownership prin.; total";Belgium;05 Coal and lignite;2017;11.0
3867;"Imports of goods; ownership prin.; total";Belgium;05 Coal and lignite;2018;12.0
3868;"Imports of goods; ownership prin.; total";Belgium;05 Coal and lignite;2019;4.0
3869;"Imports of goods; ownership prin.; total";Belgium;05 Coal and lignite;2020;6.0
3870;"Imports of goods; ownership prin.; total";Belgium;05 Coal and lignite;2021;8.0
3871;"Imports of goods; ownership prin.; total";Belgium;05 Coal and lignite;2022;33.0
3872;"Imports of goods; ownership prin.; total";Belgium;06 Crude petroleum and natural gas;2015;
3873;"Imports of goods; ownership prin.; total";Belgium;06 Crude petroleum and natural gas;2016;
3874;"Imports of goods; ownership prin.; total";Belgium;06 Crude petroleum and natural gas;2017;
3875;"Imports of goods; ownership prin.; total";Belgium;06 Crude petroleum and natural gas;2018;
3876;"Imports of goods; ownership prin.; total";Belgium;06 Crude petroleum and natural gas;2019;
3877;"Imports of goods; ownership prin.; total";Belgium;06 Crude petroleum and natural gas;2020;
3878;"Imports of goods; ownership prin.; total";Belgium;06 Crude petroleum and natural gas;2021;
3879;"Imports of goods; ownership prin.; total";Belgium;06 Crude petroleum and natural gas;2022;
3880;"Imports of goods; ownership prin.; total";Belgium;061 Crude petroleum;2015;
3881;"Imports of goods; ownership prin.; total";Belgium;061 Crude petroleum;2016;
3882;"Imports of goods; ownership prin.; total";Belgium;061 Crude petroleum;2017;
3883;"Imports of goods; ownership prin.; total";Belgium;061 Crude petroleum;2018;
3884;"Imports of goods; ownership prin.; total";Belgium;061 Crude petroleum;2019;
3885;"Imports of goods; ownership prin.; total";Belgium;061 Crude petroleum;2020;
3886;"Imports of goods; ownership prin.; total";Belgium;061 Crude petroleum;2021;
3887;"Imports of goods; ownership prin.; total";Belgium;061 Crude petroleum;2022;
3888;"Imports of goods; ownership prin.; total";Belgium;062 Natural gas, liquefied or in..;2015;
3889;"Imports of goods; ownership prin.; total";Belgium;062 Natural gas, liquefied or in..;2016;
3890;"Imports of goods; ownership prin.; total";Belgium;062 Natural gas, liquefied or in..;2017;
3891;"Imports of goods; ownership prin.; total";Belgium;062 Natural gas, liquefied or in..;2018;
3892;"Imports of goods; ownership prin.; total";Belgium;062 Natural gas, liquefied or in..;2019;
3893;"Imports of goods; ownership prin.; total";Belgium;062 Natural gas, liquefied or in..;2020;
3894;"Imports of goods; ownership prin.; total";Belgium;062 Natural gas, liquefied or in..;2021;
3895;"Imports of goods; ownership prin.; total";Belgium;062 Natural gas, liquefied or in..;2022;
3896;"Imports of goods; ownership prin.; total";Belgium;07 Metal ores;2015;
3897;"Imports of goods; ownership prin.; total";Belgium;07 Metal ores;2016;
3898;"Imports of goods; ownership prin.; total";Belgium;07 Metal ores;2017;
3899;"Imports of goods; ownership prin.; total";Belgium;07 Metal ores;2018;
3900;"Imports of goods; ownership prin.; total";Belgium;07 Metal ores;2019;
3901;"Imports of goods; ownership prin.; total";Belgium;07 Metal ores;2020;
3902;"Imports of goods; ownership prin.; total";Belgium;07 Metal ores;2021;
3903;"Imports of goods; ownership prin.; total";Belgium;07 Metal ores;2022;400.0
3904;"Imports of goods; ownership prin.; total";Belgium;08 Other mining and quarrying products;2015;166.0
3905;"Imports of goods; ownership prin.; total";Belgium;08 Other mining and quarrying products;2016;175.0
3906;"Imports of goods; ownership prin.; total";Belgium;08 Other mining and quarrying products;2017;172.0
3907;"Imports of goods; ownership prin.; total";Belgium;08 Other mining and quarrying products;2018;181.0
3908;"Imports of goods; ownership prin.; total";Belgium;08 Other mining and quarrying products;2019;190.0
3909;"Imports of goods; ownership prin.; total";Belgium;08 Other mining and quarrying products;2020;203.0
3910;"Imports of goods; ownership prin.; total";Belgium;08 Other mining and quarrying products;2021;213.0
3911;"Imports of goods; ownership prin.; total";Belgium;08 Other mining and quarrying products;2022;234.0
3912;"Imports of goods; ownership prin.; total";Belgium;C Manufacturing;2015;30379.0
3913;"Imports of goods; ownership prin.; total";Belgium;C Manufacturing;2016;31172.0
3914;"Imports of goods; ownership prin.; total";Belgium;C Manufacturing;2017;34502.0
3915;"Imports of goods; ownership prin.; total";Belgium;C Manufacturing;2018;36113.0
3916;"Imports of goods; ownership prin.; total";Belgium;C Manufacturing;2019;36822.0
3917;"Imports of goods; ownership prin.; total";Belgium;C Manufacturing;2020;34378.0
3918;"Imports of goods; ownership prin.; total";Belgium;C Manufacturing;2021;43162.0
3919;"Imports of goods; ownership prin.; total";Belgium;C Manufacturing;2022;50924.0
3920;"Imports of goods; ownership prin.; total";Belgium;10 Food products;2015;4514.0
3921;"Imports of goods; ownership prin.; total";Belgium;10 Food products;2016;4856.0
3922;"Imports of goods; ownership prin.; total";Belgium;10 Food products;2017;5081.0
3923;"Imports of goods; ownership prin.; total";Belgium;10 Food products;2018;5241.0
3924;"Imports of goods; ownership prin.; total";Belgium;10 Food products;2019;5304.0
3925;"Imports of goods; ownership prin.; total";Belgium;10 Food products;2020;5180.0
3926;"Imports of goods; ownership prin.; total";Belgium;10 Food products;2021;5542.0
3927;"Imports of goods; ownership prin.; total";Belgium;10 Food products;2022;6839.0
3928;"Imports of goods; ownership prin.; total";Belgium;101 Preserved meat and meat products;2015;741.0
3929;"Imports of goods; ownership prin.; total";Belgium;101 Preserved meat and meat products;2016;791.0
3930;"Imports of goods; ownership prin.; total";Belgium;101 Preserved meat and meat products;2017;869.0
3931;"Imports of goods; ownership prin.; total";Belgium;101 Preserved meat and meat products;2018;871.0
3932;"Imports of goods; ownership prin.; total";Belgium;101 Preserved meat and meat products;2019;843.0
3933;"Imports of goods; ownership prin.; total";Belgium;101 Preserved meat and meat products;2020;860.0
3934;"Imports of goods; ownership prin.; total";Belgium;101 Preserved meat and meat products;2021;937.0
3935;"Imports of goods; ownership prin.; total";Belgium;101 Preserved meat and meat products;2022;1151.0
3936;"Imports of goods; ownership prin.; total";Belgium;102 Processed and preserved fish..;2015;196.0
3937;"Imports of goods; ownership prin.; total";Belgium;102 Processed and preserved fish..;2016;195.0
3938;"Imports of goods; ownership prin.; total";Belgium;102 Processed and preserved fish..;2017;224.0
3939;"Imports of goods; ownership prin.; total";Belgium;102 Processed and preserved fish..;2018;197.0
3940;"Imports of goods; ownership prin.; total";Belgium;102 Processed and preserved fish..;2019;206.0
3941;"Imports of goods; ownership prin.; total";Belgium;102 Processed and preserved fish..;2020;213.0
3942;"Imports of goods; ownership prin.; total";Belgium;102 Processed and preserved fish..;2021;207.0
3943;"Imports of goods; ownership prin.; total";Belgium;102 Processed and preserved fish..;2022;245.0
3944;"Imports of goods; ownership prin.; total";Belgium;103 Processed and preserved fruit..;2015;565.0
3945;"Imports of goods; ownership prin.; total";Belgium;103 Processed and preserved fruit..;2016;606.0
3946;"Imports of goods; ownership prin.; total";Belgium;103 Processed and preserved fruit..;2017;583.0
3947;"Imports of goods; ownership prin.; total";Belgium;103 Processed and preserved fruit..;2018;621.0
3948;"Imports of goods; ownership prin.; total";Belgium;103 Processed and preserved fruit..;2019;647.0
3949;"Imports of goods; ownership prin.; total";Belgium;103 Processed and preserved fruit..;2020;566.0
3950;"Imports of goods; ownership prin.; total";Belgium;103 Processed and preserved fruit..;2021;570.0
3951;"Imports of goods; ownership prin.; total";Belgium;103 Processed and preserved fruit..;2022;694.0
3952;"Imports of goods; ownership prin.; total";Belgium;104 Vegetable and animal oils and fats;2015;321.0
3953;"Imports of goods; ownership prin.; total";Belgium;104 Vegetable and animal oils and fats;2016;320.0
3954;"Imports of goods; ownership prin.; total";Belgium;104 Vegetable and animal oils and fats;2017;307.0
3955;"Imports of goods; ownership prin.; total";Belgium;104 Vegetable and animal oils and fats;2018;423.0
3956;"Imports of goods; ownership prin.; total";Belgium;104 Vegetable and animal oils and fats;2019;425.0
3957;"Imports of goods; ownership prin.; total";Belgium;104 Vegetable and animal oils and fats;2020;420.0
3958;"Imports of goods; ownership prin.; total";Belgium;104 Vegetable and animal oils and fats;2021;350.0
3959;"Imports of goods; ownership prin.; total";Belgium;104 Vegetable and animal oils and fats;2022;624.0
3960;"Imports of goods; ownership prin.; total";Belgium;105 Dairy products;2015;664.0
3961;"Imports of goods; ownership prin.; total";Belgium;105 Dairy products;2016;787.0
3962;"Imports of goods; ownership prin.; total";Belgium;105 Dairy products;2017;881.0
3963;"Imports of goods; ownership prin.; total";Belgium;105 Dairy products;2018;920.0
3964;"Imports of goods; ownership prin.; total";Belgium;105 Dairy products;2019;903.0
3965;"Imports of goods; ownership prin.; total";Belgium;105 Dairy products;2020;869.0
3966;"Imports of goods; ownership prin.; total";Belgium;105 Dairy products;2021;897.0
3967;"Imports of goods; ownership prin.; total";Belgium;105 Dairy products;2022;1048.0
3968;"Imports of goods; ownership prin.; total";Belgium;106 Grain mill products, starches..;2015;423.0
3969;"Imports of goods; ownership prin.; total";Belgium;106 Grain mill products, starches..;2016;452.0
3970;"Imports of goods; ownership prin.; total";Belgium;106 Grain mill products, starches..;2017;465.0
3971;"Imports of goods; ownership prin.; total";Belgium;106 Grain mill products, starches..;2018;469.0
3972;"Imports of goods; ownership prin.; total";Belgium;106 Grain mill products, starches..;2019;467.0
3973;"Imports of goods; ownership prin.; total";Belgium;106 Grain mill products, starches..;2020;467.0
3974;"Imports of goods; ownership prin.; total";Belgium;106 Grain mill products, starches..;2021;583.0
3975;"Imports of goods; ownership prin.; total";Belgium;106 Grain mill products, starches..;2022;717.0
3976;"Imports of goods; ownership prin.; total";Belgium;107 Bakery and farinaceous products;2015;367.0
3977;"Imports of goods; ownership prin.; total";Belgium;107 Bakery and farinaceous products;2016;405.0
3978;"Imports of goods; ownership prin.; total";Belgium;107 Bakery and farinaceous products;2017;378.0
3979;"Imports of goods; ownership prin.; total";Belgium;107 Bakery and farinaceous products;2018;390.0
3980;"Imports of goods; ownership prin.; total";Belgium;107 Bakery and farinaceous products;2019;391.0
3981;"Imports of goods; ownership prin.; total";Belgium;107 Bakery and farinaceous products;2020;389.0
3982;"Imports of goods; ownership prin.; total";Belgium;107 Bakery and farinaceous products;2021;437.0
3983;"Imports of goods; ownership prin.; total";Belgium;107 Bakery and farinaceous products;2022;481.0
3984;"Imports of goods; ownership prin.; total";Belgium;108 Other food products;2015;1061.0
3985;"Imports of goods; ownership prin.; total";Belgium;108 Other food products;2016;1116.0
3986;"Imports of goods; ownership prin.; total";Belgium;108 Other food products;2017;1127.0
3987;"Imports of goods; ownership prin.; total";Belgium;108 Other food products;2018;1124.0
3988;"Imports of goods; ownership prin.; total";Belgium;108 Other food products;2019;1154.0
3989;"Imports of goods; ownership prin.; total";Belgium;108 Other food products;2020;1119.0
3990;"Imports of goods; ownership prin.; total";Belgium;108 Other food products;2021;1240.0
3991;"Imports of goods; ownership prin.; total";Belgium;108 Other food products;2022;1452.0
3992;"Imports of goods; ownership prin.; total";Belgium;109 Prepared animal feeds;2015;177.0
3993;"Imports of goods; ownership prin.; total";Belgium;109 Prepared animal feeds;2016;185.0
3994;"Imports of goods; ownership prin.; total";Belgium;109 Prepared animal feeds;2017;247.0
3995;"Imports of goods; ownership prin.; total";Belgium;109 Prepared animal feeds;2018;226.0
3996;"Imports of goods; ownership prin.; total";Belgium;109 Prepared animal feeds;2019;269.0
3997;"Imports of goods; ownership prin.; total";Belgium;109 Prepared animal feeds;2020;276.0
3998;"Imports of goods; ownership prin.; total";Belgium;109 Prepared animal feeds;2021;322.0
3999;"Imports of goods; ownership prin.; total";Belgium;109 Prepared animal feeds;2022;428.0
4000;"Imports of goods; ownership prin.; total";Belgium;11 Beverages;2015;554.0
4001;"Imports of goods; ownership prin.; total";Belgium;11 Beverages;2016;613.0
4002;"Imports of goods; ownership prin.; total";Belgium;11 Beverages;2017;707.0
4003;"Imports of goods; ownership prin.; total";Belgium;11 Beverages;2018;859.0
4004;"Imports of goods; ownership prin.; total";Belgium;11 Beverages;2019;893.0
4005;"Imports of goods; ownership prin.; total";Belgium;11 Beverages;2020;714.0
4006;"Imports of goods; ownership prin.; total";Belgium;11 Beverages;2021;846.0
4007;"Imports of goods; ownership prin.; total";Belgium;11 Beverages;2022;1002.0
4008;"Imports of goods; ownership prin.; total";Belgium;110 Beverages;2015;554.0
4009;"Imports of goods; ownership prin.; total";Belgium;110 Beverages;2016;613.0
4010;"Imports of goods; ownership prin.; total";Belgium;110 Beverages;2017;707.0
4011;"Imports of goods; ownership prin.; total";Belgium;110 Beverages;2018;859.0
4012;"Imports of goods; ownership prin.; total";Belgium;110 Beverages;2019;893.0
4013;"Imports of goods; ownership prin.; total";Belgium;110 Beverages;2020;714.0
4014;"Imports of goods; ownership prin.; total";Belgium;110 Beverages;2021;846.0
4015;"Imports of goods; ownership prin.; total";Belgium;110 Beverages;2022;1002.0
4016;"Imports of goods; ownership prin.; total";Belgium;12 Tobacco products;2015;98.0
4017;"Imports of goods; ownership prin.; total";Belgium;12 Tobacco products;2016;99.0
4018;"Imports of goods; ownership prin.; total";Belgium;12 Tobacco products;2017;136.0
4019;"Imports of goods; ownership prin.; total";Belgium;12 Tobacco products;2018;112.0
4020;"Imports of goods; ownership prin.; total";Belgium;12 Tobacco products;2019;83.0
4021;"Imports of goods; ownership prin.; total";Belgium;12 Tobacco products;2020;117.0
4022;"Imports of goods; ownership prin.; total";Belgium;12 Tobacco products;2021;94.0
4023;"Imports of goods; ownership prin.; total";Belgium;12 Tobacco products;2022;
4024;"Imports of goods; ownership prin.; total";Belgium;120 Tobacco products;2015;98.0
4025;"Imports of goods; ownership prin.; total";Belgium;120 Tobacco products;2016;99.0
4026;"Imports of goods; ownership prin.; total";Belgium;120 Tobacco products;2017;136.0
4027;"Imports of goods; ownership prin.; total";Belgium;120 Tobacco products;2018;112.0
4028;"Imports of goods; ownership prin.; total";Belgium;120 Tobacco products;2019;83.0
4029;"Imports of goods; ownership prin.; total";Belgium;120 Tobacco products;2020;117.0
4030;"Imports of goods; ownership prin.; total";Belgium;120 Tobacco products;2021;94.0
4031;"Imports of goods; ownership prin.; total";Belgium;120 Tobacco products;2022;
4032;"Imports of goods; ownership prin.; total";Belgium;13 Textiles;2015;382.0
4033;"Imports of goods; ownership prin.; total";Belgium;13 Textiles;2016;405.0
4034;"Imports of goods; ownership prin.; total";Belgium;13 Textiles;2017;437.0
4035;"Imports of goods; ownership prin.; total";Belgium;13 Textiles;2018;437.0
4036;"Imports of goods; ownership prin.; total";Belgium;13 Textiles;2019;448.0
4037;"Imports of goods; ownership prin.; total";Belgium;13 Textiles;2020;411.0
4038;"Imports of goods; ownership prin.; total";Belgium;13 Textiles;2021;450.0
4039;"Imports of goods; ownership prin.; total";Belgium;13 Textiles;2022;428.0
4040;"Imports of goods; ownership prin.; total";Belgium;14 Wearing apparel;2015;568.0
4041;"Imports of goods; ownership prin.; total";Belgium;14 Wearing apparel;2016;525.0
4042;"Imports of goods; ownership prin.; total";Belgium;14 Wearing apparel;2017;572.0
4043;"Imports of goods; ownership prin.; total";Belgium;14 Wearing apparel;2018;532.0
4044;"Imports of goods; ownership prin.; total";Belgium;14 Wearing apparel;2019;622.0
4045;"Imports of goods; ownership prin.; total";Belgium;14 Wearing apparel;2020;582.0
4046;"Imports of goods; ownership prin.; total";Belgium;14 Wearing apparel;2021;683.0
4047;"Imports of goods; ownership prin.; total";Belgium;14 Wearing apparel;2022;784.0
4048;"Imports of goods; ownership prin.; total";Belgium;15 Leather and related products;2015;594.0
4049;"Imports of goods; ownership prin.; total";Belgium;15 Leather and related products;2016;590.0
4050;"Imports of goods; ownership prin.; total";Belgium;15 Leather and related products;2017;628.0
4051;"Imports of goods; ownership prin.; total";Belgium;15 Leather and related products;2018;619.0
4052;"Imports of goods; ownership prin.; total";Belgium;15 Leather and related products;2019;767.0
4053;"Imports of goods; ownership prin.; total";Belgium;15 Leather and related products;2020;732.0
4054;"Imports of goods; ownership prin.; total";Belgium;15 Leather and related products;2021;880.0
4055;"Imports of goods; ownership prin.; total";Belgium;15 Leather and related products;2022;978.0
4056;"Imports of goods; ownership prin.; total";Belgium;16 Wood, wood and cork products ..;2015;381.0
4057;"Imports of goods; ownership prin.; total";Belgium;16 Wood, wood and cork products ..;2016;435.0
4058;"Imports of goods; ownership prin.; total";Belgium;16 Wood, wood and cork products ..;2017;460.0
4059;"Imports of goods; ownership prin.; total";Belgium;16 Wood, wood and cork products ..;2018;517.0
4060;"Imports of goods; ownership prin.; total";Belgium;16 Wood, wood and cork products ..;2019;546.0
4061;"Imports of goods; ownership prin.; total";Belgium;16 Wood, wood and cork products ..;2020;617.0
4062;"Imports of goods; ownership prin.; total";Belgium;16 Wood, wood and cork products ..;2021;736.0
4063;"Imports of goods; ownership prin.; total";Belgium;16 Wood, wood and cork products ..;2022;717.0
4064;"Imports of goods; ownership prin.; total";Belgium;161 Wood, sawn and planed;2015;272.0
4065;"Imports of goods; ownership prin.; total";Belgium;161 Wood, sawn and planed;2016;292.0
4066;"Imports of goods; ownership prin.; total";Belgium;161 Wood, sawn and planed;2017;296.0
4067;"Imports of goods; ownership prin.; total";Belgium;161 Wood, sawn and planed;2018;343.0
4068;"Imports of goods; ownership prin.; total";Belgium;161 Wood, sawn and planed;2019;362.0
4069;"Imports of goods; ownership prin.; total";Belgium;161 Wood, sawn and planed;2020;419.0
4070;"Imports of goods; ownership prin.; total";Belgium;161 Wood, sawn and planed;2021;490.0
4071;"Imports of goods; ownership prin.; total";Belgium;161 Wood, sawn and planed;2022;461.0
4072;"Imports of goods; ownership prin.; total";Belgium;162 Products of wood, cork, straw..;2015;110.0
4073;"Imports of goods; ownership prin.; total";Belgium;162 Products of wood, cork, straw..;2016;143.0
4074;"Imports of goods; ownership prin.; total";Belgium;162 Products of wood, cork, straw..;2017;164.0
4075;"Imports of goods; ownership prin.; total";Belgium;162 Products of wood, cork, straw..;2018;174.0
4076;"Imports of goods; ownership prin.; total";Belgium;162 Products of wood, cork, straw..;2019;184.0
4077;"Imports of goods; ownership prin.; total";Belgium;162 Products of wood, cork, straw..;2020;198.0
4078;"Imports of goods; ownership prin.; total";Belgium;162 Products of wood, cork, straw..;2021;245.0
4079;"Imports of goods; ownership prin.; total";Belgium;162 Products of wood, cork, straw..;2022;255.0
4080;"Imports of goods; ownership prin.; total";Belgium;17 Paper and paper products;2015;682.0
4081;"Imports of goods; ownership prin.; total";Belgium;17 Paper and paper products;2016;697.0
4082;"Imports of goods; ownership prin.; total";Belgium;17 Paper and paper products;2017;715.0
4083;"Imports of goods; ownership prin.; total";Belgium;17 Paper and paper products;2018;724.0
4084;"Imports of goods; ownership prin.; total";Belgium;17 Paper and paper products;2019;758.0
4085;"Imports of goods; ownership prin.; total";Belgium;17 Paper and paper products;2020;713.0
4086;"Imports of goods; ownership prin.; total";Belgium;17 Paper and paper products;2021;827.0
4087;"Imports of goods; ownership prin.; total";Belgium;17 Paper and paper products;2022;997.0
4088;"Imports of goods; ownership prin.; total";Belgium;171 Pulp, paper and paperboard;2015;262.0
4089;"Imports of goods; ownership prin.; total";Belgium;171 Pulp, paper and paperboard;2016;251.0
4090;"Imports of goods; ownership prin.; total";Belgium;171 Pulp, paper and paperboard;2017;277.0
4091;"Imports of goods; ownership prin.; total";Belgium;171 Pulp, paper and paperboard;2018;284.0
4092;"Imports of goods; ownership prin.; total";Belgium;171 Pulp, paper and paperboard;2019;280.0
4093;"Imports of goods; ownership prin.; total";Belgium;171 Pulp, paper and paperboard;2020;233.0
4094;"Imports of goods; ownership prin.; total";Belgium;171 Pulp, paper and paperboard;2021;251.0
4095;"Imports of goods; ownership prin.; total";Belgium;171 Pulp, paper and paperboard;2022;348.0
4096;"Imports of goods; ownership prin.; total";Belgium;172 Articles of paper and paperboard;2015;420.0
4097;"Imports of goods; ownership prin.; total";Belgium;172 Articles of paper and paperboard;2016;445.0
4098;"Imports of goods; ownership prin.; total";Belgium;172 Articles of paper and paperboard;2017;438.0
4099;"Imports of goods; ownership prin.; total";Belgium;172 Articles of paper and paperboard;2018;440.0
4100;"Imports of goods; ownership prin.; total";Belgium;172 Articles of paper and paperboard;2019;477.0
4101;"Imports of goods; ownership prin.; total";Belgium;172 Articles of paper and paperboard;2020;481.0
4102;"Imports of goods; ownership prin.; total";Belgium;172 Articles of paper and paperboard;2021;576.0
4103;"Imports of goods; ownership prin.; total";Belgium;172 Articles of paper and paperboard;2022;649.0
4104;"Imports of goods; ownership prin.; total";Belgium;18 Printing and recording services;2015;9.0
4105;"Imports of goods; ownership prin.; total";Belgium;18 Printing and recording services;2016;7.0
4106;"Imports of goods; ownership prin.; total";Belgium;18 Printing and recording services;2017;6.0
4107;"Imports of goods; ownership prin.; total";Belgium;18 Printing and recording services;2018;7.0
4108;"Imports of goods; ownership prin.; total";Belgium;18 Printing and recording services;2019;7.0
4109;"Imports of goods; ownership prin.; total";Belgium;18 Printing and recording services;2020;7.0
4110;"Imports of goods; ownership prin.; total";Belgium;18 Printing and recording services;2021;6.0
4111;"Imports of goods; ownership prin.; total";Belgium;18 Printing and recording services;2022;4.0
4112;"Imports of goods; ownership prin.; total";Belgium;181 Printing services and services..;2015;9.0
4113;"Imports of goods; ownership prin.; total";Belgium;181 Printing services and services..;2016;7.0
4114;"Imports of goods; ownership prin.; total";Belgium;181 Printing services and services..;2017;6.0
4115;"Imports of goods; ownership prin.; total";Belgium;181 Printing services and services..;2018;7.0
4116;"Imports of goods; ownership prin.; total";Belgium;181 Printing services and services..;2019;7.0
4117;"Imports of goods; ownership prin.; total";Belgium;181 Printing services and services..;2020;7.0
4118;"Imports of goods; ownership prin.; total";Belgium;181 Printing services and services..;2021;6.0
4119;"Imports of goods; ownership prin.; total";Belgium;181 Printing services and services..;2022;4.0
4120;"Imports of goods; ownership prin.; total";Belgium;19 Coke and refined petroleum products;2015;2616.0
4121;"Imports of goods; ownership prin.; total";Belgium;19 Coke and refined petroleum products;2016;2880.0
4122;"Imports of goods; ownership prin.; total";Belgium;19 Coke and refined petroleum products;2017;2969.0
4123;"Imports of goods; ownership prin.; total";Belgium;19 Coke and refined petroleum products;2018;3462.0
4124;"Imports of goods; ownership prin.; total";Belgium;19 Coke and refined petroleum products;2019;2609.0
4125;"Imports of goods; ownership prin.; total";Belgium;19 Coke and refined petroleum products;2020;2486.0
4126;"Imports of goods; ownership prin.; total";Belgium;19 Coke and refined petroleum products;2021;4219.0
4127;"Imports of goods; ownership prin.; total";Belgium;19 Coke and refined petroleum products;2022;5342.0
4128;"Imports of goods; ownership prin.; total";Belgium;191 Coke oven products;2015;1088.0
4129;"Imports of goods; ownership prin.; total";Belgium;191 Coke oven products;2016;987.0
4130;"Imports of goods; ownership prin.; total";Belgium;191 Coke oven products;2017;1099.0
4131;"Imports of goods; ownership prin.; total";Belgium;191 Coke oven products;2018;1702.0
4132;"Imports of goods; ownership prin.; total";Belgium;191 Coke oven products;2019;1197.0
4133;"Imports of goods; ownership prin.; total";Belgium;191 Coke oven products;2020;1070.0
4134;"Imports of goods; ownership prin.; total";Belgium;191 Coke oven products;2021;2163.0
4135;"Imports of goods; ownership prin.; total";Belgium;191 Coke oven products;2022;2312.0
4136;"Imports of goods; ownership prin.; total";Belgium;192 Refined petroleum products;2015;1528.0
4137;"Imports of goods; ownership prin.; total";Belgium;192 Refined petroleum products;2016;1893.0
4138;"Imports of goods; ownership prin.; total";Belgium;192 Refined petroleum products;2017;1870.0
4139;"Imports of goods; ownership prin.; total";Belgium;192 Refined petroleum products;2018;1760.0
4140;"Imports of goods; ownership prin.; total";Belgium;192 Refined petroleum products;2019;1412.0
4141;"Imports of goods; ownership prin.; total";Belgium;192 Refined petroleum products;2020;1416.0
4142;"Imports of goods; ownership prin.; total";Belgium;192 Refined petroleum products;2021;2055.0
4143;"Imports of goods; ownership prin.; total";Belgium;192 Refined petroleum products;2022;3030.0
4144;"Imports of goods; ownership prin.; total";Belgium;20 Chemicals and chemical products;2015;5723.0
4145;"Imports of goods; ownership prin.; total";Belgium;20 Chemicals and chemical products;2016;5642.0
4146;"Imports of goods; ownership prin.; total";Belgium;20 Chemicals and chemical products;2017;6481.0
4147;"Imports of goods; ownership prin.; total";Belgium;20 Chemicals and chemical products;2018;6675.0
4148;"Imports of goods; ownership prin.; total";Belgium;20 Chemicals and chemical products;2019;6791.0
4149;"Imports of goods; ownership prin.; total";Belgium;20 Chemicals and chemical products;2020;6092.0
4150;"Imports of goods; ownership prin.; total";Belgium;20 Chemicals and chemical products;2021;8976.0
4151;"Imports of goods; ownership prin.; total";Belgium;20 Chemicals and chemical products;2022;10820.0
4152;"Imports of goods; ownership prin.; total";Belgium;201 Basic chemicals, fertilisers..;2015;3821.0
4153;"Imports of goods; ownership prin.; total";Belgium;201 Basic chemicals, fertilisers..;2016;3637.0
4154;"Imports of goods; ownership prin.; total";Belgium;201 Basic chemicals, fertilisers..;2017;4324.0
4155;"Imports of goods; ownership prin.; total";Belgium;201 Basic chemicals, fertilisers..;2018;4556.0
4156;"Imports of goods; ownership prin.; total";Belgium;201 Basic chemicals, fertilisers..;2019;4619.0
4157;"Imports of goods; ownership prin.; total";Belgium;201 Basic chemicals, fertilisers..;2020;3782.0
4158;"Imports of goods; ownership prin.; total";Belgium;201 Basic chemicals, fertilisers..;2021;5622.0
4159;"Imports of goods; ownership prin.; total";Belgium;201 Basic chemicals, fertilisers..;2022;6905.0
4160;"Imports of goods; ownership prin.; total";Belgium;202 Pesticides and other agrochemical..;2015;148.0
4161;"Imports of goods; ownership prin.; total";Belgium;202 Pesticides and other agrochemical..;2016;154.0
4162;"Imports of goods; ownership prin.; total";Belgium;202 Pesticides and other agrochemical..;2017;204.0
4163;"Imports of goods; ownership prin.; total";Belgium;202 Pesticides and other agrochemical..;2018;182.0
4164;"Imports of goods; ownership prin.; total";Belgium;202 Pesticides and other agrochemical..;2019;154.0
4165;"Imports of goods; ownership prin.; total";Belgium;202 Pesticides and other agrochemical..;2020;137.0
4166;"Imports of goods; ownership prin.; total";Belgium;202 Pesticides and other agrochemical..;2021;142.0
4167;"Imports of goods; ownership prin.; total";Belgium;202 Pesticides and other agrochemical..;2022;152.0
4168;"Imports of goods; ownership prin.; total";Belgium;203 Paints, varnishes and similar..;2015;170.0
4169;"Imports of goods; ownership prin.; total";Belgium;203 Paints, varnishes and similar..;2016;210.0
4170;"Imports of goods; ownership prin.; total";Belgium;203 Paints, varnishes and similar..;2017;231.0
4171;"Imports of goods; ownership prin.; total";Belgium;203 Paints, varnishes and similar..;2018;248.0
4172;"Imports of goods; ownership prin.; total";Belgium;203 Paints, varnishes and similar..;2019;241.0
4173;"Imports of goods; ownership prin.; total";Belgium;203 Paints, varnishes and similar..;2020;239.0
4174;"Imports of goods; ownership prin.; total";Belgium;203 Paints, varnishes and similar..;2021;296.0
4175;"Imports of goods; ownership prin.; total";Belgium;203 Paints, varnishes and similar..;2022;249.0
4176;"Imports of goods; ownership prin.; total";Belgium;204 Soap and detergents, cleaning and..;2015;870.0
