ID;Geslacht;Leeftijd;Regio;AantalBewoners_1
2711;Totaal mannen en vrouwen;1-4 jaar;Langerak;102
2712;Totaal mannen en vrouwen;1-4 jaar;Laren (Gld.);454
2713;Totaal mannen en vrouwen;1-4 jaar;Laren (NH.);543
2714;Totaal mannen en vrouwen;1-4 jaar;Laurens (St.);92
2715;Totaal mannen en vrouwen;1-4 jaar;Leek;745
2716;Totaal mannen en vrouwen;1-4 jaar;Leende;221
2717;Totaal mannen en vrouwen;1-4 jaar;Leens;303
2718;Totaal mannen en vrouwen;1-4 jaar;Leerbroek;81
2719;Totaal mannen en vrouwen;1-4 jaar;Leerdam;837
2720;Totaal mannen en vrouwen;1-4 jaar;Leersum;156
2721;Totaal mannen en vrouwen;1-4 jaar;Leeuwarden;3635
2722;Totaal mannen en vrouwen;1-4 jaar;Leeuwarderadeel;1212
2723;Totaal mannen en vrouwen;1-4 jaar;Leiden;5156
2724;Totaal mannen en vrouwen;1-4 jaar;Leiderdorp;239
2725;Totaal mannen en vrouwen;1-4 jaar;Leimuiden;212
2726;Totaal mannen en vrouwen;1-4 jaar;Lekkerkerk;352
2727;Totaal mannen en vrouwen;1-4 jaar;Lekkerland (Nieuw-);300
2728;Totaal mannen en vrouwen;1-4 jaar;Lemsterland;650
2729;Totaal mannen en vrouwen;1-4 jaar;Leusden;215
2730;Totaal mannen en vrouwen;1-4 jaar;Lexmond;107
2731;Totaal mannen en vrouwen;1-4 jaar;Lichtenvoorde;878
2732;Totaal mannen en vrouwen;1-4 jaar;Liempde;174
2733;Totaal mannen en vrouwen;1-4 jaar;Lienden;361
2734;Totaal mannen en vrouwen;1-4 jaar;Lier (de);283
2735;Totaal mannen en vrouwen;1-4 jaar;Lierop;123
2736;Totaal mannen en vrouwen;1-4 jaar;Lieshout;217
2737;Totaal mannen en vrouwen;1-4 jaar;Limbricht;234
2738;Totaal mannen en vrouwen;1-4 jaar;Limmen;188
2739;Totaal mannen en vrouwen;1-4 jaar;Linden;51
2740;Totaal mannen en vrouwen;1-4 jaar;Linne;175
2741;Totaal mannen en vrouwen;1-4 jaar;Linschoten;188
2742;Totaal mannen en vrouwen;1-4 jaar;Lisse;887
2743;Totaal mannen en vrouwen;1-4 jaar;Lith;144
2744;Totaal mannen en vrouwen;1-4 jaar;Lithoijen;56
2745;Totaal mannen en vrouwen;1-4 jaar;Lochem;363
2746;Totaal mannen en vrouwen;1-4 jaar;Loenen;116
2747;Totaal mannen en vrouwen;1-4 jaar;Loenersloot;66
2748;Totaal mannen en vrouwen;1-4 jaar;Lonneker;2457
2749;Totaal mannen en vrouwen;1-4 jaar;Loon op Zand;1071
2750;Totaal mannen en vrouwen;1-4 jaar;Loosdrecht;255
2751;Totaal mannen en vrouwen;1-4 jaar;Lopik;199
2752;Totaal mannen en vrouwen;1-4 jaar;Loppersum;246
2753;Totaal mannen en vrouwen;1-4 jaar;Losser;1497
2754;Totaal mannen en vrouwen;1-4 jaar;Luijksgestel;134
2755;Totaal mannen en vrouwen;1-4 jaar;Maarheeze;263
2756;Totaal mannen en vrouwen;1-4 jaar;Maarn;178
2757;Totaal mannen en vrouwen;1-4 jaar;Maarssen;274
2758;Totaal mannen en vrouwen;1-4 jaar;Maarsseveen;180
2759;Totaal mannen en vrouwen;1-4 jaar;Maarten (St.);121
2760;Totaal mannen en vrouwen;1-4 jaar;Maartensdijk (St.);183
2761;Totaal mannen en vrouwen;1-4 jaar;Maartensdijk;291
2762;Totaal mannen en vrouwen;1-4 jaar;Maasbracht;224
2763;Totaal mannen en vrouwen;1-4 jaar;Maasbree;1339
2764;Totaal mannen en vrouwen;1-4 jaar;Maasdam;104
2765;Totaal mannen en vrouwen;1-4 jaar;Maashees en Overloon;233
2766;Totaal mannen en vrouwen;1-4 jaar;Maasland;356
2767;Totaal mannen en vrouwen;1-4 jaar;Maasniel;362
2768;Totaal mannen en vrouwen;1-4 jaar;Maassluis;799
2769;Totaal mannen en vrouwen;1-4 jaar;Maastricht;5054
2770;Totaal mannen en vrouwen;1-4 jaar;Made en Drimmelen;524
2771;Totaal mannen en vrouwen;1-4 jaar;Margraten;126
2772;Totaal mannen en vrouwen;1-4 jaar;Markelo;396
2773;Totaal mannen en vrouwen;1-4 jaar;Marken;103
2774;Totaal mannen en vrouwen;1-4 jaar;Marum;608
2775;Totaal mannen en vrouwen;1-4 jaar;Maurik;286
2776;Totaal mannen en vrouwen;1-4 jaar;Medemblik;357
2777;Totaal mannen en vrouwen;1-4 jaar;Meeden;149
2778;Totaal mannen en vrouwen;1-4 jaar;Meerkerk;131
2779;Totaal mannen en vrouwen;1-4 jaar;Meerlo;219
2780;Totaal mannen en vrouwen;1-4 jaar;Meerssen;524
2781;Totaal mannen en vrouwen;1-4 jaar;Megen, Haren en Macharen;107
2782;Totaal mannen en vrouwen;1-4 jaar;Meijel;223
2783;Totaal mannen en vrouwen;1-4 jaar;Melick en Herkenbosch;292
2784;Totaal mannen en vrouwen;1-4 jaar;Meliskerke;66
2785;Totaal mannen en vrouwen;1-4 jaar;Melissant;164
2786;Totaal mannen en vrouwen;1-4 jaar;Menaldumadeel;756
2787;Totaal mannen en vrouwen;1-4 jaar;Meppel;951
2788;Totaal mannen en vrouwen;1-4 jaar;Merkelbeek;114
2789;Totaal mannen en vrouwen;1-4 jaar;Mesch;33
2790;Totaal mannen en vrouwen;1-4 jaar;Mheer;101
2791;Totaal mannen en vrouwen;1-4 jaar;Michielsgestel (St.);466
2792;Totaal mannen en vrouwen;1-4 jaar;Middelburg;1132
2793;Totaal mannen en vrouwen;1-4 jaar;Middelharnis;331
2794;Totaal mannen en vrouwen;1-4 jaar;Middelie;32
2795;Totaal mannen en vrouwen;1-4 jaar;Middelstum;251
2796;Totaal mannen en vrouwen;1-4 jaar;Midwolda;379
2797;Totaal mannen en vrouwen;1-4 jaar;Midwoud;80
2798;Totaal mannen en vrouwen;1-4 jaar;Mierlo;639
2799;Totaal mannen en vrouwen;1-4 jaar;Mijdrecht;475
2800;Totaal mannen en vrouwen;1-4 jaar;Mijnsheerenland;139
2801;Totaal mannen en vrouwen;1-4 jaar;Mill en Sint Hubert;480
2802;Totaal mannen en vrouwen;1-4 jaar;Millingen;252
2803;Totaal mannen en vrouwen;1-4 jaar;Moercapelle;103
2804;Totaal mannen en vrouwen;1-4 jaar;Moergestel;227
2805;Totaal mannen en vrouwen;1-4 jaar;Molenaarsgraaf;37
2806;Totaal mannen en vrouwen;1-4 jaar;Monnikendam;197
2807;Totaal mannen en vrouwen;1-4 jaar;Monster;1117
2808;Totaal mannen en vrouwen;1-4 jaar;Montfoort;203
2809;Totaal mannen en vrouwen;1-4 jaar;Montfort;134
2810;Totaal mannen en vrouwen;1-4 jaar;Mook en Middelaar;164
2811;Totaal mannen en vrouwen;1-4 jaar;Moordrecht;256
2812;Totaal mannen en vrouwen;1-4 jaar;Muiden;228
2813;Totaal mannen en vrouwen;1-4 jaar;Munstergeleen;150
2814;Totaal mannen en vrouwen;1-4 jaar;Muntendam;301
2815;Totaal mannen en vrouwen;1-4 jaar;Naaldwijk;1225
2816;Totaal mannen en vrouwen;1-4 jaar;Naarden;465
2817;Totaal mannen en vrouwen;1-4 jaar;Nederhemert;76
2818;Totaal mannen en vrouwen;1-4 jaar;Nederhorst den Berg;210
2819;Totaal mannen en vrouwen;1-4 jaar;Nederweert;726
2820;Totaal mannen en vrouwen;1-4 jaar;Neede;497
2821;Totaal mannen en vrouwen;1-4 jaar;Neer;203
2822;Totaal mannen en vrouwen;1-4 jaar;Neeritter;42
2823;Totaal mannen en vrouwen;1-4 jaar;Neuzen;720
2824;Totaal mannen en vrouwen;1-4 jaar;Nibbixwoud;143
2825;Totaal mannen en vrouwen;1-4 jaar;Nieuw- en Sint Joosland;87
2826;Totaal mannen en vrouwen;1-4 jaar;Nieuwe Pekela;463
2827;Totaal mannen en vrouwen;1-4 jaar;Nieuwenhagen;613
2828;Totaal mannen en vrouwen;1-4 jaar;Nieuwenhoorn;113
2829;Totaal mannen en vrouwen;1-4 jaar;Nieuwe-Niedorp;123
2830;Totaal mannen en vrouwen;1-4 jaar;Nieuwer-Amstel;1222
2831;Totaal mannen en vrouwen;1-4 jaar;Nieuwerkerk aan den IJssel;400
2832;Totaal mannen en vrouwen;1-4 jaar;Nieuwerkerk;163
2833;Totaal mannen en vrouwen;1-4 jaar;Nieuweschans;176
2834;Totaal mannen en vrouwen;1-4 jaar;Nieuwkoop;374
2835;Totaal mannen en vrouwen;1-4 jaar;Nieuwkuijk;114
2836;Totaal mannen en vrouwen;1-4 jaar;Nieuwland;59
2837;Totaal mannen en vrouwen;1-4 jaar;Nieuwleusen;381
2838;Totaal mannen en vrouwen;1-4 jaar;Nieuwolda;171
2839;Totaal mannen en vrouwen;1-4 jaar;Nieuwpoort;76
2840;Totaal mannen en vrouwen;1-4 jaar;Nieuwstadt;148
2841;Totaal mannen en vrouwen;1-4 jaar;Nieuwveen;132
2842;Totaal mannen en vrouwen;1-4 jaar;Nieuwvliet;27
2843;Totaal mannen en vrouwen;1-4 jaar;Nieuw-Vossemeer;136
2844;Totaal mannen en vrouwen;1-4 jaar;Nigtevecht;67
2845;Totaal mannen en vrouwen;1-4 jaar;Nijeveen;133
2846;Totaal mannen en vrouwen;1-4 jaar;Nijkerk;989
2847;Totaal mannen en vrouwen;1-4 jaar;Nijmegen;6390
2848;Totaal mannen en vrouwen;1-4 jaar;Nisse;57
2849;Totaal mannen en vrouwen;1-4 jaar;Nistelrode;333
2850;Totaal mannen en vrouwen;1-4 jaar;Noorbeek;59
2851;Totaal mannen en vrouwen;1-4 jaar;Noordbroek;135
2852;Totaal mannen en vrouwen;1-4 jaar;Noorddijk;191
2853;Totaal mannen en vrouwen;1-4 jaar;Noordeloos;94
2854;Totaal mannen en vrouwen;1-4 jaar;Noordgouwe;49
2855;Totaal mannen en vrouwen;1-4 jaar;Noord-Scharwoude;160
2856;Totaal mannen en vrouwen;1-4 jaar;Noordwelle;41
2857;Totaal mannen en vrouwen;1-4 jaar;Noordwijk;962
2858;Totaal mannen en vrouwen;1-4 jaar;Noordwijkerhout;660
2859;Totaal mannen en vrouwen;1-4 jaar;Nootdorp;165
2860;Totaal mannen en vrouwen;1-4 jaar;Norg;334
2861;Totaal mannen en vrouwen;1-4 jaar;Nuland;207
2862;Totaal mannen en vrouwen;1-4 jaar;Numansdorp;310
2863;Totaal mannen en vrouwen;1-4 jaar;Nunen, Gerwen en Nederwetten;426
2864;Totaal mannen en vrouwen;1-4 jaar;Nunhem;28
2865;Totaal mannen en vrouwen;1-4 jaar;Nuth;551
2866;Totaal mannen en vrouwen;1-4 jaar;Obbicht en Papenhoven;119
2867;Totaal mannen en vrouwen;1-4 jaar;Obdam;239
2868;Totaal mannen en vrouwen;1-4 jaar;Odijk;43
2869;Totaal mannen en vrouwen;1-4 jaar;Odiliënberg (St.);113
2870;Totaal mannen en vrouwen;1-4 jaar;Odoorn;1298
2871;Totaal mannen en vrouwen;1-4 jaar;Oedenrode (St.);665
2872;Totaal mannen en vrouwen;1-4 jaar;Oeffelt;134
2873;Totaal mannen en vrouwen;1-4 jaar;Oegstgeest;465
2874;Totaal mannen en vrouwen;1-4 jaar;Ohé en Laak;40
2875;Totaal mannen en vrouwen;1-4 jaar;Oijen en Teeffelen;65
2876;Totaal mannen en vrouwen;1-4 jaar;Oirsbeek;159
2877;Totaal mannen en vrouwen;1-4 jaar;Oirschot;504
2878;Totaal mannen en vrouwen;1-4 jaar;Oisterwijk;682
2879;Totaal mannen en vrouwen;1-4 jaar;Oldebroek;893
2880;Totaal mannen en vrouwen;1-4 jaar;Oldehove;228
2881;Totaal mannen en vrouwen;1-4 jaar;Oldekerk;141
2882;Totaal mannen en vrouwen;1-4 jaar;Oldemarkt;209
2883;Totaal mannen en vrouwen;1-4 jaar;Oldenzaal;1025
2884;Totaal mannen en vrouwen;1-4 jaar;Olst;513
2885;Totaal mannen en vrouwen;1-4 jaar;Ommen;821
2886;Totaal mannen en vrouwen;1-4 jaar;Onstwedde;1781
2887;Totaal mannen en vrouwen;1-4 jaar;Ooltgensplaat;282
2888;Totaal mannen en vrouwen;1-4 jaar;Oost- en West-Souburg;357
2889;Totaal mannen en vrouwen;1-4 jaar;Oost-, West- en Middelbeers;152
2890;Totaal mannen en vrouwen;1-4 jaar;Oostburg;157
2891;Totaal mannen en vrouwen;1-4 jaar;Oostdongeradeel;635
2892;Totaal mannen en vrouwen;1-4 jaar;Oosterhesselen;293
2893;Totaal mannen en vrouwen;1-4 jaar;Oosterhout;1556
2894;Totaal mannen en vrouwen;1-4 jaar;Oosterland;120
2895;Totaal mannen en vrouwen;1-4 jaar;Oosthuizen;56
2896;Totaal mannen en vrouwen;1-4 jaar;Oostkapelle;102
2897;Totaal mannen en vrouwen;1-4 jaar;Ooststellingwerf;1382
2898;Totaal mannen en vrouwen;1-4 jaar;Oostvoorne;234
2899;Totaal mannen en vrouwen;1-4 jaar;Oostzaan;292
2900;Totaal mannen en vrouwen;1-4 jaar;Ootmarsum;176
2901;Totaal mannen en vrouwen;1-4 jaar;Ophemert;85
2902;Totaal mannen en vrouwen;1-4 jaar;Oploo, Sint Anthonis en Ledeacker;303
2903;Totaal mannen en vrouwen;1-4 jaar;Opmeer;60
2904;Totaal mannen en vrouwen;1-4 jaar;Opperdoes;99
2905;Totaal mannen en vrouwen;1-4 jaar;Opsterland;1632
2906;Totaal mannen en vrouwen;1-4 jaar;Oss;1624
2907;Totaal mannen en vrouwen;1-4 jaar;Ossendrecht;212
2908;Totaal mannen en vrouwen;1-4 jaar;Ossenisse;74
2909;Totaal mannen en vrouwen;1-4 jaar;Oterleek;56
2910;Totaal mannen en vrouwen;1-4 jaar;Ottersum;228
2911;Totaal mannen en vrouwen;1-4 jaar;Ottoland;56
2912;Totaal mannen en vrouwen;1-4 jaar;Oud en Nieuw Gastel;657
2913;Totaal mannen en vrouwen;1-4 jaar;Ouddorp;311
2914;Totaal mannen en vrouwen;1-4 jaar;Oude Pekela;749
2915;Totaal mannen en vrouwen;1-4 jaar;Oudelande;48
2916;Totaal mannen en vrouwen;1-4 jaar;Oudenbosch;459
2917;Totaal mannen en vrouwen;1-4 jaar;Oudendijk;32
2918;Totaal mannen en vrouwen;1-4 jaar;Oudenhoorn;55
2919;Totaal mannen en vrouwen;1-4 jaar;Oude-Niedorp;141
2920;Totaal mannen en vrouwen;1-4 jaar;Oudenrijn;59
2921;Totaal mannen en vrouwen;1-4 jaar;Ouder-Amstel;366
2922;Totaal mannen en vrouwen;1-4 jaar;Ouderkerk aan den IJssel;357
2923;Totaal mannen en vrouwen;1-4 jaar;Oudewater;267
2924;Totaal mannen en vrouwen;1-4 jaar;Oudheusden;100
2925;Totaal mannen en vrouwen;1-4 jaar;Oudkarspel;142
2926;Totaal mannen en vrouwen;1-4 jaar;Oudorp;150
2927;Totaal mannen en vrouwen;1-4 jaar;Oud-Valkenburg;91
2928;Totaal mannen en vrouwen;1-4 jaar;Oud-Vossemeer;191
2929;Totaal mannen en vrouwen;1-4 jaar;Ouwerkerk;55
2930;Totaal mannen en vrouwen;1-4 jaar;Overasselt;234
2931;Totaal mannen en vrouwen;1-4 jaar;Overschie;715
2932;Totaal mannen en vrouwen;1-4 jaar;Overslag;27
2933;Totaal mannen en vrouwen;1-4 jaar;Ovezande;122
2934;Totaal mannen en vrouwen;1-4 jaar;Pancras (St.);142
2935;Totaal mannen en vrouwen;1-4 jaar;Pannerden;165
2936;Totaal mannen en vrouwen;1-4 jaar;Papekop;39
2937;Totaal mannen en vrouwen;1-4 jaar;Papendrecht;524
2938;Totaal mannen en vrouwen;1-4 jaar;Peize;223
2939;Totaal mannen en vrouwen;1-4 jaar;Pernis;523
2940;Totaal mannen en vrouwen;1-4 jaar;Peursum;37
2941;Totaal mannen en vrouwen;1-4 jaar;Philippine;72
2942;Totaal mannen en vrouwen;1-4 jaar;Philipsland (St.);157
2943;Totaal mannen en vrouwen;1-4 jaar;Piershil;71
2944;Totaal mannen en vrouwen;1-4 jaar;Pijnacker;629
2945;Totaal mannen en vrouwen;1-4 jaar;Poederoijen;83
2946;Totaal mannen en vrouwen;1-4 jaar;Polsbroek;84
2947;Totaal mannen en vrouwen;1-4 jaar;Poortugaal;218
2948;Totaal mannen en vrouwen;1-4 jaar;Poortvliet;127
2949;Totaal mannen en vrouwen;1-4 jaar;Posterholt;211
2950;Totaal mannen en vrouwen;1-4 jaar;Prinsenhage;1109
2951;Totaal mannen en vrouwen;1-4 jaar;Purmerend;448
2952;Totaal mannen en vrouwen;1-4 jaar;Putte;109
2953;Totaal mannen en vrouwen;1-4 jaar;Putten;816
2954;Totaal mannen en vrouwen;1-4 jaar;Puttershoek;179
2955;Totaal mannen en vrouwen;1-4 jaar;Raalte;1132
2956;Totaal mannen en vrouwen;1-4 jaar;Raamsdonk;805
2957;Totaal mannen en vrouwen;1-4 jaar;Rauwerderhem;224
2958;Totaal mannen en vrouwen;1-4 jaar;Ravenstein;213
2959;Totaal mannen en vrouwen;1-4 jaar;Reek;80
2960;Totaal mannen en vrouwen;1-4 jaar;Reeuwijk;466
2961;Totaal mannen en vrouwen;1-4 jaar;Renesse;31
2962;Totaal mannen en vrouwen;1-4 jaar;Renkum;1421
2963;Totaal mannen en vrouwen;1-4 jaar;Renswoude;181
2964;Totaal mannen en vrouwen;1-4 jaar;Retranchement;36
2965;Totaal mannen en vrouwen;1-4 jaar;Reusel;277
2966;Totaal mannen en vrouwen;1-4 jaar;Rheden;1885
2967;Totaal mannen en vrouwen;1-4 jaar;Rhenen;688
2968;Totaal mannen en vrouwen;1-4 jaar;Rhoon;264
2969;Totaal mannen en vrouwen;1-4 jaar;Ridderkerk;1417
2970;Totaal mannen en vrouwen;1-4 jaar;Riethoven;71
2971;Totaal mannen en vrouwen;1-4 jaar;Rietveld;72
2972;Totaal mannen en vrouwen;1-4 jaar;Rijckholt;30
2973;Totaal mannen en vrouwen;1-4 jaar;Rijnsaterwoude;84
2974;Totaal mannen en vrouwen;1-4 jaar;Rijnsburg;498
2975;Totaal mannen en vrouwen;1-4 jaar;Rijp (de);104
2976;Totaal mannen en vrouwen;1-4 jaar;Rijsbergen;338
2977;Totaal mannen en vrouwen;1-4 jaar;Rijsenburg;77
2978;Totaal mannen en vrouwen;1-4 jaar;Rijssen;1019
2979;Totaal mannen en vrouwen;1-4 jaar;Rijswijk (NB.);50
2980;Totaal mannen en vrouwen;1-4 jaar;Rijswijk (ZH.);1106
2981;Totaal mannen en vrouwen;1-4 jaar;Rilland-Bath;146
2982;Totaal mannen en vrouwen;1-4 jaar;Ritthem;48
2983;Totaal mannen en vrouwen;1-4 jaar;Rockanje;153
2984;Totaal mannen en vrouwen;1-4 jaar;Roden;499
2985;Totaal mannen en vrouwen;1-4 jaar;Roermond;1375
2986;Totaal mannen en vrouwen;1-4 jaar;Roggel;206
2987;Totaal mannen en vrouwen;1-4 jaar;Rolde;284
2988;Totaal mannen en vrouwen;1-4 jaar;Roosendaal en Nispen;2010
2989;Totaal mannen en vrouwen;1-4 jaar;Roosteren;81
2990;Totaal mannen en vrouwen;1-4 jaar;Rosmalen;469
2991;Totaal mannen en vrouwen;1-4 jaar;Rossum;98
2992;Totaal mannen en vrouwen;1-4 jaar;Rotterdam;43499
2993;Totaal mannen en vrouwen;1-4 jaar;Rozenburg;239
2994;Totaal mannen en vrouwen;1-4 jaar;Rozendaal;11
2995;Totaal mannen en vrouwen;1-4 jaar;Rucphen en Vorenseinde;982
2996;Totaal mannen en vrouwen;1-4 jaar;Ruinen;457
2997;Totaal mannen en vrouwen;1-4 jaar;Ruinerwold;207
2998;Totaal mannen en vrouwen;1-4 jaar;Ruurlo;382
2999;Totaal mannen en vrouwen;1-4 jaar;Ruwiel;40
3000;Totaal mannen en vrouwen;1-4 jaar;s Gravenmoer;120
3001;Totaal mannen en vrouwen;1-4 jaar;Sambeek;250
3002;Totaal mannen en vrouwen;1-4 jaar;Sappemeer;440
3003;Totaal mannen en vrouwen;1-4 jaar;Sas van Gent;214
3004;Totaal mannen en vrouwen;1-4 jaar;Sassenheim;592
3005;Totaal mannen en vrouwen;1-4 jaar;Schaesberg;943
3006;Totaal mannen en vrouwen;1-4 jaar;Schagen;271
3007;Totaal mannen en vrouwen;1-4 jaar;Schaijk;226
3008;Totaal mannen en vrouwen;1-4 jaar;Schalkwijk;127
3009;Totaal mannen en vrouwen;1-4 jaar;Scheemda;590
3010;Totaal mannen en vrouwen;1-4 jaar;Schellinkhout;35
3011;Totaal mannen en vrouwen;1-4 jaar;Schelluinen;32
3012;Totaal mannen en vrouwen;1-4 jaar;Schermerhorn;122
3013;Totaal mannen en vrouwen;1-4 jaar;Scherpenisse;81
3014;Totaal mannen en vrouwen;1-4 jaar;Scherpenzeel;147
3015;Totaal mannen en vrouwen;1-4 jaar;Schiebroek;310
3016;Totaal mannen en vrouwen;1-4 jaar;Schiedam;4726
3017;Totaal mannen en vrouwen;1-4 jaar;Schiermonnikoog;43
3018;Totaal mannen en vrouwen;1-4 jaar;Schijndel;841
3019;Totaal mannen en vrouwen;1-4 jaar;Schimmert;169
3020;Totaal mannen en vrouwen;1-4 jaar;Schin op Geul;160
3021;Totaal mannen en vrouwen;1-4 jaar;Schinnen;377
3022;Totaal mannen en vrouwen;1-4 jaar;Schinveld;339
3023;Totaal mannen en vrouwen;1-4 jaar;Schipluiden;461
3024;Totaal mannen en vrouwen;1-4 jaar;Schoondijke;139
3025;Totaal mannen en vrouwen;1-4 jaar;Schoonebeek;353
3026;Totaal mannen en vrouwen;1-4 jaar;Schoonhoven;370
3027;Totaal mannen en vrouwen;1-4 jaar;Schoonrewoerd;82
3028;Totaal mannen en vrouwen;1-4 jaar;Schoorl;160
3029;Totaal mannen en vrouwen;1-4 jaar;Schore;82
3030;Totaal mannen en vrouwen;1-4 jaar;Schoterland;1436
3031;Totaal mannen en vrouwen;1-4 jaar;Serooskerke (op Schouwen);13
3032;Totaal mannen en vrouwen;1-4 jaar;Serooskerke (op Walcheren);121
3033;Totaal mannen en vrouwen;1-4 jaar;Sevenum;321
3034;Totaal mannen en vrouwen;1-4 jaar;Sijbekarspel;121
3035;Totaal mannen en vrouwen;1-4 jaar;Simpelveld;357
3036;Totaal mannen en vrouwen;1-4 jaar;Sittard;1385
3037;Totaal mannen en vrouwen;1-4 jaar;Sleen;525
3038;Totaal mannen en vrouwen;1-4 jaar;Slenaken;63
3039;Totaal mannen en vrouwen;1-4 jaar;Sliedrecht;1095
3040;Totaal mannen en vrouwen;1-4 jaar;Slochteren;1050
3041;Totaal mannen en vrouwen;1-4 jaar;Sloten (F.);58
3042;Totaal mannen en vrouwen;1-4 jaar;Sluis;173
3043;Totaal mannen en vrouwen;1-4 jaar;Smallingerland;1405
3044;Totaal mannen en vrouwen;1-4 jaar;Smilde;601
3045;Totaal mannen en vrouwen;1-4 jaar;Sneek;1135
3046;Totaal mannen en vrouwen;1-4 jaar;Snelrewaard;69
3047;Totaal mannen en vrouwen;1-4 jaar;Soest;1079
3048;Totaal mannen en vrouwen;1-4 jaar;Someren;563
3049;Totaal mannen en vrouwen;1-4 jaar;Sommelsdijk;258
3050;Totaal mannen en vrouwen;1-4 jaar;Son en Breugel;304
3051;Totaal mannen en vrouwen;1-4 jaar;Spanbroek;202
3052;Totaal mannen en vrouwen;1-4 jaar;Spaubeek;165
3053;Totaal mannen en vrouwen;1-4 jaar;Spijkenisse;204
3054;Totaal mannen en vrouwen;1-4 jaar;Sprang-Capelle;398
3055;Totaal mannen en vrouwen;1-4 jaar;Stad aan 't Haringvliet;104
3056;Totaal mannen en vrouwen;1-4 jaar;Standdaarbuiten;207
3057;Totaal mannen en vrouwen;1-4 jaar;Staphorst;585
3058;Totaal mannen en vrouwen;1-4 jaar;Stavenisse;150
3059;Totaal mannen en vrouwen;1-4 jaar;Staveren;75
3060;Totaal mannen en vrouwen;1-4 jaar;Stedum;196
3061;Totaal mannen en vrouwen;1-4 jaar;Steenbergen en Kruisland;873
3062;Totaal mannen en vrouwen;1-4 jaar;Steenderen;313
3063;Totaal mannen en vrouwen;1-4 jaar;Steenwijk;572
3064;Totaal mannen en vrouwen;1-4 jaar;Steenwijkerwold;624
3065;Totaal mannen en vrouwen;1-4 jaar;Stein (L.);427
3066;Totaal mannen en vrouwen;1-4 jaar;Stellendam;153
3067;Totaal mannen en vrouwen;1-4 jaar;Stevensweert;101
3068;Totaal mannen en vrouwen;1-4 jaar;Stiphout;111
3069;Totaal mannen en vrouwen;1-4 jaar;Stolwijk;234
3070;Totaal mannen en vrouwen;1-4 jaar;Stompwijk;554
3071;Totaal mannen en vrouwen;1-4 jaar;Stoppeldijk;123
3072;Totaal mannen en vrouwen;1-4 jaar;Stoutenburg;164
3073;Totaal mannen en vrouwen;1-4 jaar;Stramproij;200
3074;Totaal mannen en vrouwen;1-4 jaar;Streefkerk;177
3075;Totaal mannen en vrouwen;1-4 jaar;Strijen;350
3076;Totaal mannen en vrouwen;1-4 jaar;Susteren;477
3077;Totaal mannen en vrouwen;1-4 jaar;Swalmen;426
3078;Totaal mannen en vrouwen;1-4 jaar;Tegelen;1008
3079;Totaal mannen en vrouwen;1-4 jaar;Ten Boer;408
3080;Totaal mannen en vrouwen;1-4 jaar;Ter Aar;454
3081;Totaal mannen en vrouwen;1-4 jaar;Terheijden;440
3082;Totaal mannen en vrouwen;1-4 jaar;Termunten;280
3083;Totaal mannen en vrouwen;1-4 jaar;Terschelling;147
3084;Totaal mannen en vrouwen;1-4 jaar;Teteringen;313
3085;Totaal mannen en vrouwen;1-4 jaar;Texel;557
3086;Totaal mannen en vrouwen;1-4 jaar;Tholen;221
3087;Totaal mannen en vrouwen;1-4 jaar;Thorn;142
3088;Totaal mannen en vrouwen;1-4 jaar;Tiel;955
3089;Totaal mannen en vrouwen;1-4 jaar;Tienhoven (U.);65
3090;Totaal mannen en vrouwen;1-4 jaar;Tienhoven (ZH.);31
3091;Totaal mannen en vrouwen;1-4 jaar;Tietjerksteradeel;1324
3092;Totaal mannen en vrouwen;1-4 jaar;Tilburg;7418
3093;Totaal mannen en vrouwen;1-4 jaar;Tonge (Nieuwe-);136
3094;Totaal mannen en vrouwen;1-4 jaar;Tonge (Oude-);256
3095;Totaal mannen en vrouwen;1-4 jaar;Tubbergen;1086
3096;Totaal mannen en vrouwen;1-4 jaar;Tull en 't Waal;46
3097;Totaal mannen en vrouwen;1-4 jaar;Twisk;49
3098;Totaal mannen en vrouwen;1-4 jaar;Ubach over Worms;879
3099;Totaal mannen en vrouwen;1-4 jaar;Ubbergen;413
3100;Totaal mannen en vrouwen;1-4 jaar;Uden;902
3101;Totaal mannen en vrouwen;1-4 jaar;Udenhout;368
3102;Totaal mannen en vrouwen;1-4 jaar;Uitgeest;375
3103;Totaal mannen en vrouwen;1-4 jaar;Uithoorn;421
3104;Totaal mannen en vrouwen;1-4 jaar;Uithuizen;355
3105;Totaal mannen en vrouwen;1-4 jaar;Uithuizermeeden;477
3106;Totaal mannen en vrouwen;1-4 jaar;Ulestraten;98
3107;Totaal mannen en vrouwen;1-4 jaar;Ulrum;273
3108;Totaal mannen en vrouwen;1-4 jaar;Urk;313
3109;Totaal mannen en vrouwen;1-4 jaar;Urmond;193
3110;Totaal mannen en vrouwen;1-4 jaar;Ursem;184
3111;Totaal mannen en vrouwen;1-4 jaar;Usquert;128
3112;Totaal mannen en vrouwen;1-4 jaar;Utingeradeel;326
3113;Totaal mannen en vrouwen;1-4 jaar;Utrecht;11234
3114;Totaal mannen en vrouwen;1-4 jaar;Vaals;658
3115;Totaal mannen en vrouwen;1-4 jaar;Valburg;528
3116;Totaal mannen en vrouwen;1-4 jaar;Valkenburg (L.);188
