ID;Geslacht;Leeftijd;Regio;AantalBewoners_1
4061;Totaal mannen en vrouwen;5-6 jaar;Renkum;699
4062;Totaal mannen en vrouwen;5-6 jaar;Renswoude;71
4063;Totaal mannen en vrouwen;5-6 jaar;Retranchement;27
4064;Totaal mannen en vrouwen;5-6 jaar;Reusel;142
4065;Totaal mannen en vrouwen;5-6 jaar;Rheden;911
4066;Totaal mannen en vrouwen;5-6 jaar;Rhenen;306
4067;Totaal mannen en vrouwen;5-6 jaar;Rhoon;137
4068;Totaal mannen en vrouwen;5-6 jaar;Ridderkerk;681
4069;Totaal mannen en vrouwen;5-6 jaar;Riethoven;36
4070;Totaal mannen en vrouwen;5-6 jaar;Rietveld;30
4071;Totaal mannen en vrouwen;5-6 jaar;Rijckholt;14
4072;Totaal mannen en vrouwen;5-6 jaar;Rijnsaterwoude;36
4073;Totaal mannen en vrouwen;5-6 jaar;Rijnsburg;234
4074;Totaal mannen en vrouwen;5-6 jaar;Rijp (de);48
4075;Totaal mannen en vrouwen;5-6 jaar;Rijsbergen;147
4076;Totaal mannen en vrouwen;5-6 jaar;Rijsenburg;52
4077;Totaal mannen en vrouwen;5-6 jaar;Rijssen;482
4078;Totaal mannen en vrouwen;5-6 jaar;Rijswijk (NB.);16
4079;Totaal mannen en vrouwen;5-6 jaar;Rijswijk (ZH.);592
4080;Totaal mannen en vrouwen;5-6 jaar;Rilland-Bath;61
4081;Totaal mannen en vrouwen;5-6 jaar;Ritthem;20
4082;Totaal mannen en vrouwen;5-6 jaar;Rockanje;99
4083;Totaal mannen en vrouwen;5-6 jaar;Roden;252
4084;Totaal mannen en vrouwen;5-6 jaar;Roermond;719
4085;Totaal mannen en vrouwen;5-6 jaar;Roggel;96
4086;Totaal mannen en vrouwen;5-6 jaar;Rolde;158
4087;Totaal mannen en vrouwen;5-6 jaar;Roosendaal en Nispen;1060
4088;Totaal mannen en vrouwen;5-6 jaar;Roosteren;45
4089;Totaal mannen en vrouwen;5-6 jaar;Rosmalen;235
4090;Totaal mannen en vrouwen;5-6 jaar;Rossum;63
4091;Totaal mannen en vrouwen;5-6 jaar;Rotterdam;22297
4092;Totaal mannen en vrouwen;5-6 jaar;Rozenburg;106
4093;Totaal mannen en vrouwen;5-6 jaar;Rozendaal;13
4094;Totaal mannen en vrouwen;5-6 jaar;Rucphen en Vorenseinde;435
4095;Totaal mannen en vrouwen;5-6 jaar;Ruinen;228
4096;Totaal mannen en vrouwen;5-6 jaar;Ruinerwold;104
4097;Totaal mannen en vrouwen;5-6 jaar;Ruurlo;173
4098;Totaal mannen en vrouwen;5-6 jaar;Ruwiel;21
4099;Totaal mannen en vrouwen;5-6 jaar;s Gravenmoer;61
4100;Totaal mannen en vrouwen;5-6 jaar;Sambeek;125
4101;Totaal mannen en vrouwen;5-6 jaar;Sappemeer;220
4102;Totaal mannen en vrouwen;5-6 jaar;Sas van Gent;125
4103;Totaal mannen en vrouwen;5-6 jaar;Sassenheim;283
4104;Totaal mannen en vrouwen;5-6 jaar;Schaesberg;465
4105;Totaal mannen en vrouwen;5-6 jaar;Schagen;121
4106;Totaal mannen en vrouwen;5-6 jaar;Schaijk;105
4107;Totaal mannen en vrouwen;5-6 jaar;Schalkwijk;61
4108;Totaal mannen en vrouwen;5-6 jaar;Scheemda;287
4109;Totaal mannen en vrouwen;5-6 jaar;Schellinkhout;14
4110;Totaal mannen en vrouwen;5-6 jaar;Schelluinen;26
4111;Totaal mannen en vrouwen;5-6 jaar;Schermerhorn;45
4112;Totaal mannen en vrouwen;5-6 jaar;Scherpenisse;36
4113;Totaal mannen en vrouwen;5-6 jaar;Scherpenzeel;84
4114;Totaal mannen en vrouwen;5-6 jaar;Schiebroek;139
4115;Totaal mannen en vrouwen;5-6 jaar;Schiedam;2399
4116;Totaal mannen en vrouwen;5-6 jaar;Schiermonnikoog;23
4117;Totaal mannen en vrouwen;5-6 jaar;Schijndel;371
4118;Totaal mannen en vrouwen;5-6 jaar;Schimmert;72
4119;Totaal mannen en vrouwen;5-6 jaar;Schin op Geul;78
4120;Totaal mannen en vrouwen;5-6 jaar;Schinnen;170
4121;Totaal mannen en vrouwen;5-6 jaar;Schinveld;161
4122;Totaal mannen en vrouwen;5-6 jaar;Schipluiden;194
4123;Totaal mannen en vrouwen;5-6 jaar;Schoondijke;74
4124;Totaal mannen en vrouwen;5-6 jaar;Schoonebeek;179
4125;Totaal mannen en vrouwen;5-6 jaar;Schoonhoven;189
4126;Totaal mannen en vrouwen;5-6 jaar;Schoonrewoerd;43
4127;Totaal mannen en vrouwen;5-6 jaar;Schoorl;88
4128;Totaal mannen en vrouwen;5-6 jaar;Schore;42
4129;Totaal mannen en vrouwen;5-6 jaar;Schoterland;768
4130;Totaal mannen en vrouwen;5-6 jaar;Serooskerke (op Schouwen);11
4131;Totaal mannen en vrouwen;5-6 jaar;Serooskerke (op Walcheren);70
4132;Totaal mannen en vrouwen;5-6 jaar;Sevenum;161
4133;Totaal mannen en vrouwen;5-6 jaar;Sijbekarspel;54
4134;Totaal mannen en vrouwen;5-6 jaar;Simpelveld;188
4135;Totaal mannen en vrouwen;5-6 jaar;Sittard;711
4136;Totaal mannen en vrouwen;5-6 jaar;Sleen;246
4137;Totaal mannen en vrouwen;5-6 jaar;Slenaken;23
4138;Totaal mannen en vrouwen;5-6 jaar;Sliedrecht;537
4139;Totaal mannen en vrouwen;5-6 jaar;Slochteren;526
4140;Totaal mannen en vrouwen;5-6 jaar;Sloten (F.);31
4141;Totaal mannen en vrouwen;5-6 jaar;Sluis;89
4142;Totaal mannen en vrouwen;5-6 jaar;Smallingerland;696
4143;Totaal mannen en vrouwen;5-6 jaar;Smilde;307
4144;Totaal mannen en vrouwen;5-6 jaar;Sneek;595
4145;Totaal mannen en vrouwen;5-6 jaar;Snelrewaard;38
4146;Totaal mannen en vrouwen;5-6 jaar;Soest;560
4147;Totaal mannen en vrouwen;5-6 jaar;Someren;252
4148;Totaal mannen en vrouwen;5-6 jaar;Sommelsdijk;132
4149;Totaal mannen en vrouwen;5-6 jaar;Son en Breugel;149
4150;Totaal mannen en vrouwen;5-6 jaar;Spanbroek;99
4151;Totaal mannen en vrouwen;5-6 jaar;Spaubeek;75
4152;Totaal mannen en vrouwen;5-6 jaar;Spijkenisse;106
4153;Totaal mannen en vrouwen;5-6 jaar;Sprang-Capelle;198
4154;Totaal mannen en vrouwen;5-6 jaar;Stad aan 't Haringvliet;47
4155;Totaal mannen en vrouwen;5-6 jaar;Standdaarbuiten;98
4156;Totaal mannen en vrouwen;5-6 jaar;Staphorst;293
4157;Totaal mannen en vrouwen;5-6 jaar;Stavenisse;79
4158;Totaal mannen en vrouwen;5-6 jaar;Staveren;34
4159;Totaal mannen en vrouwen;5-6 jaar;Stedum;103
4160;Totaal mannen en vrouwen;5-6 jaar;Steenbergen en Kruisland;420
4161;Totaal mannen en vrouwen;5-6 jaar;Steenderen;173
4162;Totaal mannen en vrouwen;5-6 jaar;Steenwijk;285
4163;Totaal mannen en vrouwen;5-6 jaar;Steenwijkerwold;284
4164;Totaal mannen en vrouwen;5-6 jaar;Stein (L.);232
4165;Totaal mannen en vrouwen;5-6 jaar;Stellendam;70
4166;Totaal mannen en vrouwen;5-6 jaar;Stevensweert;38
4167;Totaal mannen en vrouwen;5-6 jaar;Stiphout;58
4168;Totaal mannen en vrouwen;5-6 jaar;Stolwijk;117
4169;Totaal mannen en vrouwen;5-6 jaar;Stompwijk;271
4170;Totaal mannen en vrouwen;5-6 jaar;Stoppeldijk;71
4171;Totaal mannen en vrouwen;5-6 jaar;Stoutenburg;71
4172;Totaal mannen en vrouwen;5-6 jaar;Stramproij;97
4173;Totaal mannen en vrouwen;5-6 jaar;Streefkerk;86
4174;Totaal mannen en vrouwen;5-6 jaar;Strijen;155
4175;Totaal mannen en vrouwen;5-6 jaar;Susteren;231
4176;Totaal mannen en vrouwen;5-6 jaar;Swalmen;222
4177;Totaal mannen en vrouwen;5-6 jaar;Tegelen;451
4178;Totaal mannen en vrouwen;5-6 jaar;Ten Boer;211
4179;Totaal mannen en vrouwen;5-6 jaar;Ter Aar;218
4180;Totaal mannen en vrouwen;5-6 jaar;Terheijden;189
4181;Totaal mannen en vrouwen;5-6 jaar;Termunten;158
4182;Totaal mannen en vrouwen;5-6 jaar;Terschelling;79
4183;Totaal mannen en vrouwen;5-6 jaar;Teteringen;134
4184;Totaal mannen en vrouwen;5-6 jaar;Texel;236
4185;Totaal mannen en vrouwen;5-6 jaar;Tholen;112
4186;Totaal mannen en vrouwen;5-6 jaar;Thorn;74
4187;Totaal mannen en vrouwen;5-6 jaar;Tiel;485
4188;Totaal mannen en vrouwen;5-6 jaar;Tienhoven (U.);28
4189;Totaal mannen en vrouwen;5-6 jaar;Tienhoven (ZH.);9
4190;Totaal mannen en vrouwen;5-6 jaar;Tietjerksteradeel;660
4191;Totaal mannen en vrouwen;5-6 jaar;Tilburg;3595
4192;Totaal mannen en vrouwen;5-6 jaar;Tonge (Nieuwe-);59
4193;Totaal mannen en vrouwen;5-6 jaar;Tonge (Oude-);124
4194;Totaal mannen en vrouwen;5-6 jaar;Tubbergen;497
4195;Totaal mannen en vrouwen;5-6 jaar;Tull en 't Waal;18
4196;Totaal mannen en vrouwen;5-6 jaar;Twisk;25
4197;Totaal mannen en vrouwen;5-6 jaar;Ubach over Worms;416
4198;Totaal mannen en vrouwen;5-6 jaar;Ubbergen;200
4199;Totaal mannen en vrouwen;5-6 jaar;Uden;423
4200;Totaal mannen en vrouwen;5-6 jaar;Udenhout;219
4201;Totaal mannen en vrouwen;5-6 jaar;Uitgeest;190
4202;Totaal mannen en vrouwen;5-6 jaar;Uithoorn;222
4203;Totaal mannen en vrouwen;5-6 jaar;Uithuizen;198
4204;Totaal mannen en vrouwen;5-6 jaar;Uithuizermeeden;221
4205;Totaal mannen en vrouwen;5-6 jaar;Ulestraten;43
4206;Totaal mannen en vrouwen;5-6 jaar;Ulrum;154
4207;Totaal mannen en vrouwen;5-6 jaar;Urk;156
4208;Totaal mannen en vrouwen;5-6 jaar;Urmond;111
4209;Totaal mannen en vrouwen;5-6 jaar;Ursem;69
4210;Totaal mannen en vrouwen;5-6 jaar;Usquert;64
4211;Totaal mannen en vrouwen;5-6 jaar;Utingeradeel;180
4212;Totaal mannen en vrouwen;5-6 jaar;Utrecht;5860
4213;Totaal mannen en vrouwen;5-6 jaar;Vaals;366
4214;Totaal mannen en vrouwen;5-6 jaar;Valburg;247
4215;Totaal mannen en vrouwen;5-6 jaar;Valkenburg (L.);99
4216;Totaal mannen en vrouwen;5-6 jaar;Valkenburg (ZH.);43
4217;Totaal mannen en vrouwen;5-6 jaar;Valkenswaard;359
4218;Totaal mannen en vrouwen;5-6 jaar;Varik;41
4219;Totaal mannen en vrouwen;5-6 jaar;Veen;46
4220;Totaal mannen en vrouwen;5-6 jaar;Veendam;543
4221;Totaal mannen en vrouwen;5-6 jaar;Veenendaal;419
4222;Totaal mannen en vrouwen;5-6 jaar;Veere;33
4223;Totaal mannen en vrouwen;5-6 jaar;Veghel;402
4224;Totaal mannen en vrouwen;5-6 jaar;Veldhoven;378
4225;Totaal mannen en vrouwen;5-6 jaar;Veldhuizen;27
4226;Totaal mannen en vrouwen;5-6 jaar;Velp;23
4227;Totaal mannen en vrouwen;5-6 jaar;Velsen;1791
4228;Totaal mannen en vrouwen;5-6 jaar;Venhuizen;119
4229;Totaal mannen en vrouwen;5-6 jaar;Venlo;1007
4230;Totaal mannen en vrouwen;5-6 jaar;Venraij;588
4231;Totaal mannen en vrouwen;5-6 jaar;Vessem, Wintelre en Knegsel;80
4232;Totaal mannen en vrouwen;5-6 jaar;Veur;199
4233;Totaal mannen en vrouwen;5-6 jaar;Vianen;154
4234;Totaal mannen en vrouwen;5-6 jaar;Vierlingsbeek;69
4235;Totaal mannen en vrouwen;5-6 jaar;Vierpolders;31
4236;Totaal mannen en vrouwen;5-6 jaar;Vinkeveen en Waverveen;225
4237;Totaal mannen en vrouwen;5-6 jaar;Vlaardingen;1192
4238;Totaal mannen en vrouwen;5-6 jaar;Vlaardinger-Ambacht;115
4239;Totaal mannen en vrouwen;5-6 jaar;Vlagtwedde;688
4240;Totaal mannen en vrouwen;5-6 jaar;Vledder;106
4241;Totaal mannen en vrouwen;5-6 jaar;Vleuten;125
4242;Totaal mannen en vrouwen;5-6 jaar;Vlieland;10
4243;Totaal mannen en vrouwen;5-6 jaar;Vlijmen;194
4244;Totaal mannen en vrouwen;5-6 jaar;Vlissingen;701
4245;Totaal mannen en vrouwen;5-6 jaar;Vlist;15
4246;Totaal mannen en vrouwen;5-6 jaar;Vlodrop;63
4247;Totaal mannen en vrouwen;5-6 jaar;Voerendaal;219
4248;Totaal mannen en vrouwen;5-6 jaar;Vollenhove (Ambt-);127
4249;Totaal mannen en vrouwen;5-6 jaar;Vollenhove (Stad-);60
4250;Totaal mannen en vrouwen;5-6 jaar;Voorburg;747
4251;Totaal mannen en vrouwen;5-6 jaar;Voorhout;177
4252;Totaal mannen en vrouwen;5-6 jaar;Voorschoten;254
4253;Totaal mannen en vrouwen;5-6 jaar;Voorst;619
4254;Totaal mannen en vrouwen;5-6 jaar;Vorden;176
4255;Totaal mannen en vrouwen;5-6 jaar;Vreeland;44
4256;Totaal mannen en vrouwen;5-6 jaar;Vreeswijk;144
4257;Totaal mannen en vrouwen;5-6 jaar;Vries;222
4258;Totaal mannen en vrouwen;5-6 jaar;Vriezenveen;462
4259;Totaal mannen en vrouwen;5-6 jaar;Vrouwenpolder;45
4260;Totaal mannen en vrouwen;5-6 jaar;Vught;377
4261;Totaal mannen en vrouwen;5-6 jaar;Vuren;60
4262;Totaal mannen en vrouwen;5-6 jaar;Waalre;198
4263;Totaal mannen en vrouwen;5-6 jaar;Waalwijk;463
4264;Totaal mannen en vrouwen;5-6 jaar;Waarde;54
4265;Totaal mannen en vrouwen;5-6 jaar;Waardenburg;64
4266;Totaal mannen en vrouwen;5-6 jaar;Waarder;50
4267;Totaal mannen en vrouwen;5-6 jaar;Waddinxveen;343
4268;Totaal mannen en vrouwen;5-6 jaar;Wadenoijen;65
4269;Totaal mannen en vrouwen;5-6 jaar;Wageningen;543
4270;Totaal mannen en vrouwen;5-6 jaar;Wamel;281
4271;Totaal mannen en vrouwen;5-6 jaar;Wanneperveen;72
4272;Totaal mannen en vrouwen;5-6 jaar;Wanroij;73
4273;Totaal mannen en vrouwen;5-6 jaar;Wanssum;54
4274;Totaal mannen en vrouwen;5-6 jaar;Warder;12
4275;Totaal mannen en vrouwen;5-6 jaar;Warffum;67
4276;Totaal mannen en vrouwen;5-6 jaar;Warmenhuizen;104
4277;Totaal mannen en vrouwen;5-6 jaar;Warmond;125
4278;Totaal mannen en vrouwen;5-6 jaar;Warnsveld;146
4279;Totaal mannen en vrouwen;5-6 jaar;Waspik;168
4280;Totaal mannen en vrouwen;5-6 jaar;Wassenaar;468
4281;Totaal mannen en vrouwen;5-6 jaar;Wateringen;245
4282;Totaal mannen en vrouwen;5-6 jaar;Waterlandkerkje;25
4283;Totaal mannen en vrouwen;5-6 jaar;Wedde;185
4284;Totaal mannen en vrouwen;5-6 jaar;Weerselo;343
4285;Totaal mannen en vrouwen;5-6 jaar;Weert;689
4286;Totaal mannen en vrouwen;5-6 jaar;Weesp;300
4287;Totaal mannen en vrouwen;5-6 jaar;Weesperkarspel;156
4288;Totaal mannen en vrouwen;5-6 jaar;Wehl;164
4289;Totaal mannen en vrouwen;5-6 jaar;Wemeldinge;70
4290;Totaal mannen en vrouwen;5-6 jaar;Werken (de) en Sleeuwijk;151
4291;Totaal mannen en vrouwen;5-6 jaar;Werkendam;156
4292;Totaal mannen en vrouwen;5-6 jaar;Werkhoven;50
4293;Totaal mannen en vrouwen;5-6 jaar;Wervershoof;203
4294;Totaal mannen en vrouwen;5-6 jaar;Wessem;57
4295;Totaal mannen en vrouwen;5-6 jaar;Westbroek;49
4296;Totaal mannen en vrouwen;5-6 jaar;Westdongeradeel;286
4297;Totaal mannen en vrouwen;5-6 jaar;Westdorpe;84
4298;Totaal mannen en vrouwen;5-6 jaar;Westerbork;238
4299;Totaal mannen en vrouwen;5-6 jaar;Westerhoven;27
4300;Totaal mannen en vrouwen;5-6 jaar;Westervoort;84
4301;Totaal mannen en vrouwen;5-6 jaar;Westkapelle;79
4302;Totaal mannen en vrouwen;5-6 jaar;Westmaas;42
4303;Totaal mannen en vrouwen;5-6 jaar;Weststellingwerf;745
4304;Totaal mannen en vrouwen;5-6 jaar;Westwoud;54
4305;Totaal mannen en vrouwen;5-6 jaar;Westzaan;117
4306;Totaal mannen en vrouwen;5-6 jaar;Wierden;482
4307;Totaal mannen en vrouwen;5-6 jaar;Wieringen;208
4308;Totaal mannen en vrouwen;5-6 jaar;Wieringerwaard;30
4309;Totaal mannen en vrouwen;5-6 jaar;Wijchen;303
4310;Totaal mannen en vrouwen;5-6 jaar;Wijdenes;33
4311;Totaal mannen en vrouwen;5-6 jaar;Wijdewormer;35
4312;Totaal mannen en vrouwen;5-6 jaar;Wijhe;211
4313;Totaal mannen en vrouwen;5-6 jaar;Wijk (de);153
4314;Totaal mannen en vrouwen;5-6 jaar;Wijk aan Zee en Duin;279
4315;Totaal mannen en vrouwen;5-6 jaar;Wijk bij Duurstede;142
4316;Totaal mannen en vrouwen;5-6 jaar;Wijk en Aalburg;114
4317;Totaal mannen en vrouwen;5-6 jaar;Wijlre;113
4318;Totaal mannen en vrouwen;5-6 jaar;Wijmbritseradeel;545
4319;Totaal mannen en vrouwen;5-6 jaar;Wijnandsrade;37
4320;Totaal mannen en vrouwen;5-6 jaar;Wijngaarden;20
4321;Totaal mannen en vrouwen;5-6 jaar;Wildervank;384
4322;Totaal mannen en vrouwen;5-6 jaar;Willemstad;74
4323;Totaal mannen en vrouwen;5-6 jaar;Willeskop;45
4324;Totaal mannen en vrouwen;5-6 jaar;Willige-Langerak;39
4325;Totaal mannen en vrouwen;5-6 jaar;Wilnis;122
4326;Totaal mannen en vrouwen;5-6 jaar;Wilsum;41
4327;Totaal mannen en vrouwen;5-6 jaar;Winkel;63
4328;Totaal mannen en vrouwen;5-6 jaar;Winschoten;530
4329;Totaal mannen en vrouwen;5-6 jaar;Winsum;110
4330;Totaal mannen en vrouwen;5-6 jaar;Winterswijk;725
4331;Totaal mannen en vrouwen;5-6 jaar;Wisch;468
4332;Totaal mannen en vrouwen;5-6 jaar;Wissekerke;157
4333;Totaal mannen en vrouwen;5-6 jaar;Wittem;230
4334;Totaal mannen en vrouwen;5-6 jaar;Woensdrecht;189
4335;Totaal mannen en vrouwen;5-6 jaar;Woerden;309
4336;Totaal mannen en vrouwen;5-6 jaar;Wognum;95
4337;Totaal mannen en vrouwen;5-6 jaar;Wolphaartsdijk;119
4338;Totaal mannen en vrouwen;5-6 jaar;Wonseradeel;562
4339;Totaal mannen en vrouwen;5-6 jaar;Workum;155
4340;Totaal mannen en vrouwen;5-6 jaar;Wormer;180
4341;Totaal mannen en vrouwen;5-6 jaar;Wormerveer;335
4342;Totaal mannen en vrouwen;5-6 jaar;Woubrugge;126
4343;Totaal mannen en vrouwen;5-6 jaar;Woudenberg;118
4344;Totaal mannen en vrouwen;5-6 jaar;Woudrichem;60
4345;Totaal mannen en vrouwen;5-6 jaar;Wouw;240
4346;Totaal mannen en vrouwen;5-6 jaar;Yerseke;157
4347;Totaal mannen en vrouwen;5-6 jaar;IJlst;67
4348;Totaal mannen en vrouwen;5-6 jaar;IJsselmonde;263
4349;Totaal mannen en vrouwen;5-6 jaar;IJsselmuiden;125
4350;Totaal mannen en vrouwen;5-6 jaar;IJsselstein;242
4351;Totaal mannen en vrouwen;5-6 jaar;IJzendijke;91
4352;Totaal mannen en vrouwen;5-6 jaar;Zaamslag;156
4353;Totaal mannen en vrouwen;5-6 jaar;Zaandam;1236
4354;Totaal mannen en vrouwen;5-6 jaar;Zaandijk;109
4355;Totaal mannen en vrouwen;5-6 jaar;Zalk en Veecaten;34
4356;Totaal mannen en vrouwen;5-6 jaar;Zaltbommel;143
4357;Totaal mannen en vrouwen;5-6 jaar;Zandt ('t);144
4358;Totaal mannen en vrouwen;5-6 jaar;Zandvoort;349
4359;Totaal mannen en vrouwen;5-6 jaar;Zeeland;135
4360;Totaal mannen en vrouwen;5-6 jaar;Zegveld;65
4361;Totaal mannen en vrouwen;5-6 jaar;Zegwaard;129
4362;Totaal mannen en vrouwen;5-6 jaar;Zeist;851
4363;Totaal mannen en vrouwen;5-6 jaar;Zelhem;289
4364;Totaal mannen en vrouwen;5-6 jaar;Zevenaar;297
4365;Totaal mannen en vrouwen;5-6 jaar;Zevenbergen;429
4366;Totaal mannen en vrouwen;5-6 jaar;Zevenhoven;57
4367;Totaal mannen en vrouwen;5-6 jaar;Zevenhuizen;128
4368;Totaal mannen en vrouwen;5-6 jaar;Zierikzee;235
4369;Totaal mannen en vrouwen;5-6 jaar;Zijpe;239
4370;Totaal mannen en vrouwen;5-6 jaar;Zoelen;74
4371;Totaal mannen en vrouwen;5-6 jaar;Zoetermeer;95
4372;Totaal mannen en vrouwen;5-6 jaar;Zoeterwoude;185
4373;Totaal mannen en vrouwen;5-6 jaar;Zonnemaire;28
4374;Totaal mannen en vrouwen;5-6 jaar;Zoutelande;43
4375;Totaal mannen en vrouwen;5-6 jaar;Zuid- en Noord-Schermer;36
4376;Totaal mannen en vrouwen;5-6 jaar;Zuidbroek;108
4377;Totaal mannen en vrouwen;5-6 jaar;Zuiddorpe;24
4378;Totaal mannen en vrouwen;5-6 jaar;Zuidhorn;116
4379;Totaal mannen en vrouwen;5-6 jaar;Zuidland;112
4380;Totaal mannen en vrouwen;5-6 jaar;Zuidlaren;141
4381;Totaal mannen en vrouwen;5-6 jaar;Zuid-Scharwoude;64
4382;Totaal mannen en vrouwen;5-6 jaar;Zuidwolde;266
4383;Totaal mannen en vrouwen;5-6 jaar;Zuidzande;36
4384;Totaal mannen en vrouwen;5-6 jaar;Zuilen;534
4385;Totaal mannen en vrouwen;5-6 jaar;Zuilichem;54
4386;Totaal mannen en vrouwen;5-6 jaar;Zundert;313
4387;Totaal mannen en vrouwen;5-6 jaar;Zutphen;687
4388;Totaal mannen en vrouwen;5-6 jaar;Zwaag;78
4389;Totaal mannen en vrouwen;5-6 jaar;Zwammerdam;109
4390;Totaal mannen en vrouwen;5-6 jaar;Zwartewaal;22
4391;Totaal mannen en vrouwen;5-6 jaar;Zwartsluis;160
4392;Totaal mannen en vrouwen;5-6 jaar;Zweeloo;74
4393;Totaal mannen en vrouwen;5-6 jaar;Zwijndrecht;581
4394;Totaal mannen en vrouwen;5-6 jaar;Zwolle;1689
4395;Totaal mannen en vrouwen;5-6 jaar;Zwollerkerspel;362
4396;Totaal mannen en vrouwen;7-9 jaar;Nederland;507302
4397;Totaal mannen en vrouwen;7-9 jaar;Groningen (provincie);25017
4398;Totaal mannen en vrouwen;7-9 jaar;Friesland;24757
4399;Totaal mannen en vrouwen;7-9 jaar;Drenthe;16775
4400;Totaal mannen en vrouwen;7-9 jaar;Overijssel;34030
4401;Totaal mannen en vrouwen;7-9 jaar;Gelderland;54352
4402;Totaal mannen en vrouwen;7-9 jaar;Utrecht (provincie);25835
4403;Totaal mannen en vrouwen;7-9 jaar;Noord-Holland;86226
4404;Totaal mannen en vrouwen;7-9 jaar;Zuid-Holland;120578
4405;Totaal mannen en vrouwen;7-9 jaar;Zeeland;14887
4406;Totaal mannen en vrouwen;7-9 jaar;Noord-Brabant;64140
4407;Totaal mannen en vrouwen;7-9 jaar;Limburg;40705
4408;Totaal mannen en vrouwen;7-9 jaar;Gemeenten met meer dan 100000 inwoners;121036
4409;Totaal mannen en vrouwen;7-9 jaar;Gemeenten met 50001 - 100000 inwoners;50043
4410;Totaal mannen en vrouwen;7-9 jaar;Gemeenten met 20001 - 50000 inwoners;59805
4411;Totaal mannen en vrouwen;7-9 jaar;Gemeenten met 10001 - 20000 inwoners;80201
4412;Totaal mannen en vrouwen;7-9 jaar;Gemeenten met 5001 - 10000 inwoners;82899
4413;Totaal mannen en vrouwen;7-9 jaar;Gemeenten met 2001 - 5000 inwoners;82683
4414;Totaal mannen en vrouwen;7-9 jaar;Gemeenten met 1001 - 2000 inwoners;23302
4415;Totaal mannen en vrouwen;7-9 jaar;Gemeenten met 501 - 1000 inwoners;6668
4416;Totaal mannen en vrouwen;7-9 jaar;Gemeenten met 500 of minder inwoners;665
4417;Totaal mannen en vrouwen;7-9 jaar;Aagtekerke;44
4418;Totaal mannen en vrouwen;7-9 jaar;Aalsmeer;532
4419;Totaal mannen en vrouwen;7-9 jaar;Aalten;798
4420;Totaal mannen en vrouwen;7-9 jaar;Aardenburg;112
4421;Totaal mannen en vrouwen;7-9 jaar;Aarle-Rixtel;183
4422;Totaal mannen en vrouwen;7-9 jaar;Abbekerk;53
4423;Totaal mannen en vrouwen;7-9 jaar;Abbenbroek;34
4424;Totaal mannen en vrouwen;7-9 jaar;Abcoude-Baambrugge;93
4425;Totaal mannen en vrouwen;7-9 jaar;Abcoude-Proosdij;93
4426;Totaal mannen en vrouwen;7-9 jaar;Achtkarspelen;1126
4427;Totaal mannen en vrouwen;7-9 jaar;Achttienhoven (U.);41
4428;Totaal mannen en vrouwen;7-9 jaar;Adorp;87
4429;Totaal mannen en vrouwen;7-9 jaar;Aduard;124
4430;Totaal mannen en vrouwen;7-9 jaar;Aengwirden;244
4431;Totaal mannen en vrouwen;7-9 jaar;Akersloot;154
4432;Totaal mannen en vrouwen;7-9 jaar;Alblas (Oud-);85
4433;Totaal mannen en vrouwen;7-9 jaar;Alblasserdam;387
4434;Totaal mannen en vrouwen;7-9 jaar;Alem, Maren en Kessel;97
4435;Totaal mannen en vrouwen;7-9 jaar;Alkemade;503
4436;Totaal mannen en vrouwen;7-9 jaar;Alkmaar;1641
4437;Totaal mannen en vrouwen;7-9 jaar;Almelo;1936
4438;Totaal mannen en vrouwen;7-9 jaar;Almkerk;290
4439;Totaal mannen en vrouwen;7-9 jaar;Alphen aan den Rijn;1242
4440;Totaal mannen en vrouwen;7-9 jaar;Alphen en Riel;194
4441;Totaal mannen en vrouwen;7-9 jaar;Ambij;192
4442;Totaal mannen en vrouwen;7-9 jaar;Ameide;132
4443;Totaal mannen en vrouwen;7-9 jaar;Ameland;119
4444;Totaal mannen en vrouwen;7-9 jaar;Amerongen;203
4445;Totaal mannen en vrouwen;7-9 jaar;Amersfoort;2640
4446;Totaal mannen en vrouwen;7-9 jaar;Ammerstol;54
4447;Totaal mannen en vrouwen;7-9 jaar;Ammerzoden;166
4448;Totaal mannen en vrouwen;7-9 jaar;Amstenrade;107
4449;Totaal mannen en vrouwen;7-9 jaar;Amsterdam;40429
4450;Totaal mannen en vrouwen;7-9 jaar;Andel;75
4451;Totaal mannen en vrouwen;7-9 jaar;Andijk;271
4452;Totaal mannen en vrouwen;7-9 jaar;Angerlo;175
4453;Totaal mannen en vrouwen;7-9 jaar;Ankeveen;28
4454;Totaal mannen en vrouwen;7-9 jaar;Anlo;344
4455;Totaal mannen en vrouwen;7-9 jaar;Anna Paulowna;333
4456;Totaal mannen en vrouwen;7-9 jaar;Annaland (St.);160
4457;Totaal mannen en vrouwen;7-9 jaar;Apeldoorn;3801
4458;Totaal mannen en vrouwen;7-9 jaar;Appeltern;210
4459;Totaal mannen en vrouwen;7-9 jaar;Appingedam;372
4460;Totaal mannen en vrouwen;7-9 jaar;Arcen en Velden;236
4461;Totaal mannen en vrouwen;7-9 jaar;Arkel;78
4462;Totaal mannen en vrouwen;7-9 jaar;Arnemuiden;169
4463;Totaal mannen en vrouwen;7-9 jaar;Arnhem;4530
4464;Totaal mannen en vrouwen;7-9 jaar;Asperen;100
