ID;BedrijfstakkenBranches;Seizoencorrectie;Perioden;ProductieBedrAfgelopen3Mnd_1;ProductieBedrKomende3Mnd_2;OmzetAfgelopen3Mnd_3;OmzetKomende3Mnd_4;BuitenlandseOmzetAfgelopen3Mnd_5;BuitenlandseOmzetKomende3Mnd_6;VerkoopprijzenTarievenKomende3Mnd_7;PersoneelssterkteAfgelopen3Mnd_8;PersoneelssterkteKomende3Mnd_9;EconomischKlimaatAfgelopen3Mnd_10;WinstgevendheidAfgelopen3Mnd_11
547;24-25 Basismetaal, metaalprod.-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;17.1;8.1;26.5;;13.7;1.6;;8.5;13.0;-16.1;10.4
548;24-25 Basismetaal, metaalprod.-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;7.7;-1.8;13.0;;5.6;-5.1;;13.5;20.1;-10.3;14.6
549;24-25 Basismetaal, metaalprod.-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;-5.3;8.7;-0.1;;-6.4;-3.2;;3.1;8.6;-28.9;-26.0
550;24-25 Basismetaal, metaalprod.-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;5.7;17.8;14.6;;1.5;1.8;;6.7;17.5;-4.1;-9.7
551;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2016 1e kwartaal;15.8;13.4;5.1;;-5.5;-6.6;;0.8;-7.4;-7.8;-10.8
552;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2016 2e kwartaal;13.3;7.8;14.9;;5.4;8.0;;1.5;-5.8;-6.0;-6.4
553;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2016 3e kwartaal;12.6;11.6;9.7;;2.9;15.5;;9.9;-3.3;12.4;8.2
554;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2016 4e kwartaal;5.8;12.9;15.7;;12.9;-6.2;;6.9;-9.6;5.6;9.8
555;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2017 1e kwartaal;10.4;18.6;23.6;;13.6;15.8;;7.8;-5.8;9.7;2.6
556;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2017 2e kwartaal;25.4;14.2;30.7;;22.3;16.0;;10.8;10.4;25.7;13.8
557;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2017 3e kwartaal;12.7;10.4;4.1;;-0.3;-11.2;;9.3;12.6;10.4;2.0
558;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2017 4e kwartaal;11.2;14.3;16.7;;10.7;16.7;;10.3;9.9;14.0;-7.6
559;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2018 1e kwartaal;14.4;17.6;24.3;;16.0;18.7;;7.5;15.8;18.1;8.1
560;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2018 2e kwartaal;28.0;13.2;35.2;;20.0;-4.7;;27.5;10.8;17.9;17.5
561;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2018 3e kwartaal;13.6;9.7;36.1;;21.8;-8.7;;22.6;10.1;10.0;24.4
562;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2018 4e kwartaal;1.1;9.9;-9.6;;-11.2;2.6;;16.1;12.3;6.8;-5.4
563;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2019 1e kwartaal;5.3;8.1;5.3;;-2.8;4.3;;12.4;19.8;0.7;9.3
564;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2019 2e kwartaal;9.7;7.4;6.4;;1.5;-1.9;;8.7;8.1;-9.1;-17.5
565;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2019 3e kwartaal;-2.1;4.4;0.2;;-1.2;-2.7;;-3.4;2.2;-14.0;-9.1
566;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2019 4e kwartaal;-9.5;6.6;-11.2;;-12.5;-2.0;;0.7;-3.0;-16.8;-15.5
567;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2020 1e kwartaal;2.1;12.5;-5.9;;-7.5;6.1;;1.6;6.7;-5.7;-7.8
568;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2020 2e kwartaal;-12.9;-62.1;-8.4;;-11.2;-44.8;;-3.6;-27.0;-35.9;-15.6
569;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2020 3e kwartaal;-60.8;-9.1;-54.8;;-43.8;-11.0;;-26.8;-16.4;-62.9;-64.5
570;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2020 4e kwartaal;0.0;-5.5;-4.7;;-5.6;-10.0;;-19.0;-9.5;-10.5;-7.4
571;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2021 1e kwartaal;15.7;20.4;12.8;;4.8;5.8;;0.9;1.1;9.5;8.2
572;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2021 2e kwartaal;21.6;12.0;22.2;;21.7;8.2;;8.6;11.6;12.4;12.8
573;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2021 3e kwartaal;15.6;13.3;24.2;;11.7;4.1;;3.5;10.5;21.5;16.8
574;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2021 4e kwartaal;11.9;17.0;27.2;;14.8;4.3;;10.1;17.2;20.6;19.0
575;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2022 1e kwartaal;20.4;14.5;28.4;;10.4;7.2;;17.8;24.0;7.8;21.8
576;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2022 2e kwartaal;19.5;3.3;26.6;;10.1;-2.5;;10.7;12.7;-14.8;10.3
577;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2022 3e kwartaal;1.5;4.2;9.0;;6.6;0.6;;12.1;19.8;-12.5;13.1
578;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2022 4e kwartaal;-4.2;7.1;4.3;;-5.5;-4.6;;-0.5;8.1;-28.3;-24.2
579;24-25 Basismetaal, metaalprod.-industrie;Seizoengecorrigeerde cijfers;2023 1e kwartaal;6.2;17.8;14.0;;3.4;-0.8;;8.0;16.1;-3.8;-10.1
580;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;16.7;5.1;23.4;4.2;17.1;5.7;14.1;3.1;7.9;5.5;14.5
581;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;8.6;15.3;5.7;16.3;3.7;15.2;4.4;3.2;1.5;2.2;3.7
582;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;15.4;10.1;19.5;8.9;14.0;4.3;-1.9;10.5;0.0;4.2;6.6
583;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;12.6;22.8;9.6;25.0;6.0;14.4;3.0;5.2;0.6;2.7;8.7
584;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;21.5;11.1;26.6;9.3;16.0;8.2;15.4;11.6;12.6;16.7;16.8
585;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;21.1;15.3;14.1;18.8;9.8;15.6;1.5;18.2;20.9;12.6;5.6
586;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;18.2;14.4;20.5;13.5;15.3;14.9;4.3;19.2;24.9;14.2;14.7
587;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;20.2;33.2;22.8;41.6;18.4;31.1;8.4;26.8;19.8;17.4;12.3
588;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;20.4;14.1;25.8;13.5;19.9;11.8;19.8;21.0;20.4;18.8;18.4
589;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;15.1;10.3;17.9;23.7;9.2;16.0;4.9;18.5;18.4;12.7;12.4
590;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;21.4;2.2;20.7;7.7;8.1;5.0;8.4;13.9;22.2;12.7;13.7
591;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;11.8;26.1;11.2;33.9;7.8;28.5;10.0;12.5;23.4;8.3;8.1
592;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;22.3;12.3;25.5;8.5;18.6;10.8;24.7;22.6;21.0;5.5;16.3
593;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;4.2;20.5;1.8;12.4;0.7;11.5;4.5;23.1;21.2;0.8;11.6
594;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;11.5;3.5;20.2;10.0;15.7;14.2;7.0;18.4;8.5;0.3;11.5
595;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;1.4;21.1;0.6;23.3;10.2;14.2;10.7;7.2;9.2;-3.5;0.0
596;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;25.7;-4.1;25.2;-2.3;21.4;-2.8;23.8;4.3;16.2;-2.5;16.4
597;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;-7.0;-60.9;-18.3;-39.7;-8.8;-30.1;1.3;7.0;-7.0;-36.6;-29.5
598;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;-23.1;-2.2;-12.7;8.0;-16.2;4.0;-1.5;-16.5;-9.4;-39.5;-30.1
599;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;-3.6;9.8;-4.6;22.1;-5.2;16.5;0.4;5.8;7.7;-23.7;-22.2
600;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;25.4;13.0;29.6;4.3;20.0;1.3;18.2;9.7;15.5;-2.3;2.1
601;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;23.0;25.1;18.5;18.2;21.4;17.4;10.3;23.2;24.4;10.0;22.2
602;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;24.9;26.0;27.2;29.5;11.8;25.2;20.6;31.6;36.1;16.5;10.7
603;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;24.9;37.0;29.5;43.7;22.5;33.8;30.0;30.5;34.7;22.4;24.7
604;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;26.1;7.4;29.2;4.6;21.0;6.3;41.6;29.0;39.3;9.3;17.8
605;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;22.9;20.4;-3.5;34.4;-5.9;28.3;44.8;35.6;40.1;-9.4;2.4
606;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;25.4;16.2;24.7;22.4;22.6;20.6;41.0;38.0;37.9;-10.4;-9.1
607;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;17.5;30.1;14.9;30.1;16.8;31.5;52.7;29.7;30.3;-9.5;-10.1
608;26-28 Elektrotechn. en machine-industrie;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;40.2;17.0;40.4;7.1;33.5;13.0;60.0;28.5;29.5;-6.9;6.9
609;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2016 1e kwartaal;12.9;11.4;14.1;15.2;10.8;13.1;6.4;4.4;2.0;5.1;10.5
610;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2016 2e kwartaal;13.8;13.6;16.4;15.2;11.0;13.1;6.0;4.6;4.3;2.0;7.2
611;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2016 3e kwartaal;15.1;14.9;19.2;12.8;13.1;7.5;2.7;11.1;0.4;4.0;7.2
612;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2016 4e kwartaal;11.5;13.4;8.5;11.3;6.0;5.8;4.7;1.8;3.3;3.5;8.7
613;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2017 1e kwartaal;17.7;17.4;17.3;20.3;9.7;15.6;7.6;12.9;12.3;16.3;12.8
614;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2017 2e kwartaal;26.3;13.6;24.9;17.8;17.0;13.5;3.1;19.7;18.1;12.4;9.1
615;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2017 3e kwartaal;17.9;19.2;20.3;17.4;14.4;18.1;8.8;19.8;25.3;14.1;15.3
616;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2017 4e kwartaal;19.1;23.8;21.6;27.8;18.3;22.6;10.0;23.4;22.5;18.1;12.2
617;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2018 1e kwartaal;16.6;20.4;16.5;24.5;13.6;19.2;12.0;22.3;14.5;18.4;14.4
618;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2018 2e kwartaal;20.2;8.6;28.7;22.6;16.4;13.9;6.5;20.0;21.2;12.5;15.9
619;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2018 3e kwartaal;21.1;7.0;20.4;11.5;7.2;8.3;12.9;14.5;22.6;12.5;14.3
620;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2018 4e kwartaal;10.7;16.7;10.0;20.1;7.8;20.0;11.7;9.1;26.1;9.0;8.1
621;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2019 1e kwartaal;18.5;18.6;16.2;19.5;12.3;18.2;16.9;24.0;20.7;5.0;12.3
622;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2019 2e kwartaal;9.4;18.8;12.5;11.3;8.0;9.4;6.1;24.5;18.4;0.6;15.1
623;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2019 3e kwartaal;11.3;8.3;19.9;13.8;14.8;17.5;11.6;18.9;8.9;0.2;12.1
624;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2019 4e kwartaal;0.3;11.7;-0.6;9.6;10.1;5.7;12.3;3.9;11.9;-2.8;0.0
625;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2020 1e kwartaal;21.3;1.2;15.9;6.4;15.2;3.2;15.6;4.7;15.4;-3.0;12.7
626;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2020 2e kwartaal;-0.9;-62.9;-8.1;-40.8;-1.8;-31.7;4.4;7.2;-10.4;-36.8;-27.0
627;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2020 3e kwartaal;-25.3;3.9;-14.0;11.9;-17.3;7.7;2.2;-16.7;-7.5;-39.9;-29.9
628;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2020 4e kwartaal;-3.1;0.5;-4.2;10.8;-5.1;8.5;1.9;5.4;10.1;-22.6;-21.3
629;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2021 1e kwartaal;20.9;18.3;20.3;12.9;13.9;7.3;10.0;10.2;11.6;-2.8;-1.7
630;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2021 2e kwartaal;29.2;23.0;28.7;17.1;28.4;15.8;13.3;23.4;24.0;9.7;24.7
631;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2021 3e kwartaal;22.6;32.1;26.0;33.4;10.7;28.8;24.3;31.3;38.0;16.1;10.9
632;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2021 4e kwartaal;25.4;27.7;29.9;32.4;22.7;25.7;31.5;30.2;37.1;23.5;25.7
633;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2022 1e kwartaal;16.7;12.8;14.5;15.8;12.4;13.4;32.0;30.9;38.5;5.7;13.2
634;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2022 2e kwartaal;27.5;18.4;9.5;33.2;-0.5;27.1;49.8;35.6;40.6;-7.6;3.8
635;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2022 3e kwartaal;28.0;21.6;25.3;25.7;24.6;23.3;44.5;36.4;38.5;-9.4;-7.3
636;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2022 4e kwartaal;19.6;21.2;16.0;16.8;18.1;22.8;53.6;29.4;29.9;-8.7;-8.7
637;26-28 Elektrotechn. en machine-industrie;Seizoengecorrigeerde cijfers;2023 1e kwartaal;34.3;24.0;26.3;19.6;26.5;22.3;50.5;31.0;28.4;-9.1;0.9
638;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 1e kwartaal;-4.4;3.9;19.3;-2.2;16.6;-7.1;13.5;-5.8;-9.4;-4.3;-4.9
639;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 2e kwartaal;27.9;8.9;13.8;16.2;18.4;12.9;2.6;3.1;1.7;7.0;7.2
640;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 3e kwartaal;0.3;-20.5;9.4;-11.7;14.3;-8.1;3.1;-7.8;-11.3;-5.7;-7.0
641;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2016 4e kwartaal;-9.7;22.3;-3.2;28.7;-5.9;21.2;-1.2;10.2;8.1;-3.7;-9.7
642;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 1e kwartaal;23.2;20.5;31.2;22.7;25.2;18.6;7.7;19.3;9.8;1.4;-6.0
643;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 2e kwartaal;31.8;10.6;7.1;19.0;11.3;10.6;0.5;13.0;1.8;5.9;13.5
644;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 3e kwartaal;25.0;-0.3;17.8;12.2;15.6;13.2;8.9;25.7;26.6;9.7;-1.6
645;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2017 4e kwartaal;0.1;39.9;6.7;39.9;7.2;38.6;5.6;34.3;16.5;18.8;5.5
646;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 1e kwartaal;46.3;33.6;52.5;11.4;46.6;10.0;24.3;18.7;19.2;14.3;18.5
647;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 2e kwartaal;28.3;34.8;24.6;39.7;21.5;32.2;9.7;21.2;29.5;18.8;-0.9
648;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 3e kwartaal;20.8;6.2;43.8;8.3;29.9;0.6;5.1;30.9;15.2;26.8;17.6
649;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2018 4e kwartaal;8.6;9.3;12.0;12.8;9.5;6.2;12.6;31.0;6.2;8.9;2.0
650;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 1e kwartaal;12.6;6.5;23.3;7.7;18.5;2.9;18.0;10.9;-1.2;9.3;30.2
651;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 2e kwartaal;-0.7;1.8;-1.1;-1.0;-6.8;-0.9;2.2;5.4;-10.0;3.9;13.7
652;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;0.8;-13.1;12.1;-8.7;6.5;-8.8;1.8;-12.3;-2.6;-10.4;-12.9
653;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;-19.8;-0.5;-14.0;2.9;-12.5;-8.2;2.6;-11.7;-11.7;-21.4;-18.1
654;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;-18.9;-3.6;0.0;-13.4;-17.8;-14.5;23.4;-14.6;-10.0;-10.7;-25.0
655;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;-28.6;-76.1;-29.2;-61.3;-28.2;-60.6;-2.9;-4.2;-39.4;-56.9;-44.9
656;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;-43.5;-0.6;-50.1;-0.9;-48.2;1.7;11.3;-37.2;-5.1;-47.2;-60.7
657;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;7.9;24.9;6.5;26.2;10.0;21.4;0.3;-4.7;10.4;-7.3;1.4
658;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;22.4;15.3;33.5;0.8;27.5;0.9;-7.6;0.2;-9.8;7.8;6.4
659;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;13.9;16.2;12.7;13.1;18.0;10.0;23.2;15.6;15.1;13.1;14.1
660;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;-3.1;17.7;3.6;8.3;10.3;6.7;28.2;14.0;20.3;16.2;-4.8
661;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;-10.4;12.3;-6.4;15.3;-8.8;13.1;39.7;13.1;36.9;-3.2;-1.4
662;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;6.9;14.7;15.8;14.9;14.2;14.4;30.7;19.3;26.5;-1.3;9.8
663;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;-8.9;23.7;-8.6;23.1;-0.1;17.4;36.1;17.2;21.8;-27.6;-21.5
664;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;2.5;7.2;18.6;16.3;12.9;16.9;28.4;1.5;20.5;-1.8;-4.3
665;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;9.4;16.1;22.8;12.4;17.1;14.3;39.7;11.1;8.3;-12.0;-4.4
666;29-30 Transportmiddelenindustrie;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;4.1;14.5;21.3;27.5;15.8;26.7;29.8;8.7;15.1;-3.5;-0.1
667;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2016 1e kwartaal;14.0;8.2;27.9;1.4;15.3;-1.9;8.7;-4.5;-6.9;-4.7;-3.7
668;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2016 2e kwartaal;10.3;4.0;6.7;10.6;13.2;11.3;5.1;8.2;0.6;7.3;7.4
669;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2016 3e kwartaal;0.3;-8.1;8.4;-0.5;13.2;-1.3;5.5;-9.6;-9.5;-6.1;-5.5
670;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2016 4e kwartaal;-10.3;10.4;-3.7;19.9;1.7;10.7;-1.2;5.5;4.9;-3.2;-12.3
671;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2017 1e kwartaal;19.3;24.8;22.6;25.3;13.3;23.8;2.8;20.7;12.3;1.1;-4.9
672;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2017 2e kwartaal;36.3;5.7;17.2;13.9;16.7;9.1;3.0;18.1;0.8;6.1;13.5
673;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2017 3e kwartaal;25.0;12.2;16.9;23.6;14.5;20.0;11.3;23.9;28.4;9.4;-0.6
674;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2017 4e kwartaal;-0.2;28.1;6.2;31.5;14.8;28.1;5.5;29.6;13.3;19.3;3.6
675;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2018 1e kwartaal;64.2;37.9;61.1;13.0;45.3;15.2;19.5;20.0;21.6;13.9;19.6
676;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2018 2e kwartaal;10.7;29.8;17.5;35.0;16.4;30.6;12.2;26.3;28.5;19.0;-1.1
677;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2018 3e kwartaal;20.9;18.6;42.9;19.9;28.9;7.4;7.5;29.1;17.0;26.5;18.2
678;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2018 4e kwartaal;8.5;-2.5;11.4;4.5;17.1;-4.3;12.5;26.3;3.1;9.4;0.7
679;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2019 1e kwartaal;8.2;10.9;14.7;8.8;6.6;8.1;13.2;12.3;1.2;9.0;31.3
680;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2019 2e kwartaal;3.7;-3.1;8.9;-5.5;-1.4;-2.5;4.7;10.5;-11.1;4.1;13.5
681;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2019 3e kwartaal;0.9;-0.6;11.2;3.1;5.4;-2.0;4.2;-14.0;-0.9;-10.8;-12.7
682;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2019 4e kwartaal;-19.9;-12.3;-14.5;-5.4;-4.9;-18.7;2.5;-16.4;-14.8;-21.0;-19.1
683;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2020 1e kwartaal;-24.7;-2.2;-9.9;-9.4;-35.1;-9.4;17.7;-12.4;-8.4;-11.0;-27.7
684;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2020 2e kwartaal;-24.9;-81.5;-19.4;-65.4;-24.5;-64.4;-0.7;0.8;-41.5;-57.0;-47.0
685;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2020 3e kwartaal;-43.6;12.3;-51.0;4.2;-50.2;8.9;14.1;-39.5;-4.0;-47.6;-58.9
686;29-30 Transportmiddelenindustrie;Seizoengecorrigeerde cijfers;2020 4e kwartaal;10.3;16.1;7.5;21.1;25.6;12.9;0.9;-9.8;9.8;-6.6;4.4
