ID;Bedrijfstype;RegioS;Perioden;TotaalMestnummers_1;MetOverschrijdingVerliesnorm_2;Veebezetting_3;OppervlakteCultuurgrond_4;FosfaatUitKunstmest_5;Fosfaatoverschot_6;Stikstofoverschot_7;ToelaatbaarStikstofoverschot_8;Mestnummers_9;OppervlakteCultuurgrond_10;Fosfaatoverschot_11;FosfaatUitKunstmest_12;BelastbaarFosfaatoverschot_13;OpgelegdeHeffing_14;Mestnummers_15;OppervlakteCultuurgrond_16;Stikstofoverschot_17;ToelaatbaarStikstofoverschot_18;BelastbaarStikstofoverschot_19;OpgelegdeHeffing_20;MestnummersMetPositiefFosfaatsaldo_21;MestnummersMetPositiefStikstofsaldo_22;OppCultuurgrondMetFosfaatsaldo_23;OppCultuurgrondMetStikstofsaldo_24;Fosfaatsaldo_25;Stikstofsaldo_26;TotaalMestnummers_27;MetOverschrijdingVerliesnorm_28;Veebezetting_29;OppervlakteCultuurgrond_30;FosfaatUitKunstmest_31;Fosfaatoverschot_32;Stikstofoverschot_33;ToelaatbaarStikstofoverschot_34;Mestnummers_35;OppervlakteCultuurgrond_36;Fosfaatoverschot_37;FosfaatUitKunstmest_38;BelastbaarFosfaatoverschot_39;OpgelegdeHeffing_40;Mestnummers_41;OppervlakteCultuurgrond_42;Stikstofoverschot_43;ToelaatbaarStikstofoverschot_44;BelastbaarStikstofoverschot_45;OpgelegdeHeffing_46
64;Totaal landbouw;Utrecht (prv);2002*;2540;29.0;;59240;8.0;14.0;170.0;242.0;21.0;12384;46.0;6.0;21.0;4396.0;16.0;9896;342.0;259.0;83.0;4156.0;;;;;;;446.0;13.0;;6996;4.0;-6.0;-49.0;241.0;9.0;611;53.0;3.0;31.0;2437.0;5.0;272;287.0;165.0;122.0;1032.0
65;Totaal landbouw;Noord-Holland (prv);1998;552;17.0;;15266;17.0;1.0;193.0;319.0;12.0;1231;69.0;13.0;29.0;2104.0;9.0;1202;403.0;344.0;59.0;1034.0;56.0;83.0;8452.0;12894.0;49.0;141.0;263.0;28.0;;5381;14.0;8.0;104.0;267.0;22.0;937;63.0;18.0;23.0;1299.0;14.0;1029;391.0;312.0;79.0;1464.0
66;Totaal landbouw;Noord-Holland (prv);1999;662;23.0;;19728;30.0;10.0;230.0;305.0;9.0;1549;67.0;29.0;27.0;2480.0;16.0;3443;363.0;313.0;50.0;1119.0;50.0;77.0;9490.0;14981.0;68.0;186.0;211.0;24.0;;4493;19.0;-1.0;105.0;256.0;18.0;482;55.0;8.0;17.0;685.0;13.0;828;375.0;295.0;80.0;1613.0
67;Totaal landbouw;Noord-Holland (prv);2000;1204;17.0;;40776;20.0;5.0;159.0;253.0;8.0;2296;57.0;15.0;23.0;3667.0;11.0;3908;346.0;282.0;64.0;1299.0;28.0;76.0;10519.0;30927.0;76.0;187.0;248.0;25.0;;5341;10.0;4.0;81.0;248.0;21.0;689;65.0;11.0;30.0;2877.0;13.0;425;477.0;296.0;181.0;1590.0
68;Totaal landbouw;Noord-Holland (prv);2001*;3493;9.0;;107556;24.0;-6.0;97.0;208.0;4.0;3821;47.0;8.0;13.0;2412.0;6.0;6450;290.0;246.0;43.0;843.0;8.0;75.0;9129.0;78784.0;77.0;181.0;708.0;9.0;;30068;7.0;-7.0;-14.0;162.0;5.0;684;57.0;7.0;26.0;1891.0;6.0;1235;250.0;210.0;40.0;875.0
69;Totaal landbouw;Noord-Holland (prv);2002*;3349;14.0;;106960;28.0;1.0;128.0;186.0;5.0;5377;300.0;16.0;274.0;6099.0;11.0;12273;580.0;213.0;367.0;2553.0;;;;;;;630.0;10.0;;18851;9.0;-15.0;-34.0;195.0;6.0;1037;80.0;5.0;54.0;12628.0;6.0;771;246.0;183.0;63.0;2364.0
70;Totaal landbouw;Zuid-Holland (prv);1998;1339;31.0;;34623;16.0;22.0;217.0;318.0;25.0;7962;60.0;11.0;20.0;1450.0;13.0;4293;380.0;325.0;55.0;883.0;53.0;79.0;16200.0;26705.0;27.0;124.0;421.0;41.0;;5785;9.0;21.0;134.0;298.0;38.0;2160;72.0;5.0;32.0;1605.0;18.0;1009;399.0;330.0;69.0;617.0
71;Totaal landbouw;Zuid-Holland (prv);1999;1395;32.0;;38719;18.0;19.0;242.0;313.0;19.0;6795;64.0;15.0;24.0;2205.0;19.0;7757;389.0;316.0;72.0;1425.0;52.0;73.0;17666.0;26767.0;44.0;188.0;329.0;32.0;;4852;11.0;19.0;115.0;276.0;28.0;1351;64.0;10.0;25.0;1270.0;14.0;734;429.0;331.0;98.0;1081.0
72;Totaal landbouw;Zuid-Holland (prv);2000;1883;25.0;;57382;12.0;17.0;182.0;275.0;17.0;7339;107.0;7.0;73.0;2772.0;14.0;7790;351.0;289.0;61.0;1235.0;37.0;69.0;18117.0;37229.0;55.0;225.0;345.0;28.0;;5332;6.0;13.0;78.0;261.0;23.0;956;55.0;8.0;20.0;1713.0;12.0;444;336.0;271.0;65.0;465.0
73;Totaal landbouw;Zuid-Holland (prv);2001*;3676;15.0;;111964;16.0;8.0;118.0;220.0;9.0;8965;53.0;9.0;18.0;3389.0;9.0;9040;313.0;264.0;49.0;922.0;15.0;67.0;15215.0;72535.0;53.0;204.0;723.0;14.0;;13230;15.0;13.0;61.0;213.0;11.0;1072;164.0;5.0;130.0;1158.0;6.0;583;844.0;228.0;615.0;5615.0
74;Totaal landbouw;Zuid-Holland (prv);2002*;3510;20.0;;111116;21.0;1.0;130.0;199.0;12.0;13215;40.0;7.0;16.0;4720.0;13.0;15635;272.0;207.0;65.0;4622.0;;;;;;;675.0;13.0;;13079;20.0;4.0;46.0;189.0;9.0;1494;83.0;30.0;57.0;12165.0;5.0;1217;357.0;184.0;173.0;15655.0
75;Totaal landbouw;Zeeland (prv);1998;410;27.0;;14158;22.0;5.0;167.0;261.0;19.0;3384;61.0;12.0;21.0;3004.0;18.0;1965;383.0;286.0;98.0;1666.0;39.0;70.0;3939.0;8409.0;51.0;127.0;127.0;42.0;;6526;6.0;-30.0;-142.0;264.0;37.0;995;61.0;6.0;29.0;2220.0;20.0;239;443.0;300.0;144.0;916.0
76;Totaal landbouw;Zeeland (prv);1999;462;29.0;;17322;27.0;12.0;199.0;253.0;19.0;4412;64.0;21.0;24.0;4402.0;18.0;3858;363.0;254.0;109.0;3483.0;37.0;68.0;4684.0;10130.0;81.0;173.0;144.0;21.0;;2693;24.0;3.0;47.0;211.0;18.0;450;74.0;21.0;37.0;2422.0;12.0;139;478.0;263.0;214.0;1193.0
77;Totaal landbouw;Zeeland (prv);2000;745;23.0;;29809;20.0;-2.0;86.0;209.0;13.0;4747;54.0;20.0;20.0;6878.0;15.0;3153;336.0;259.0;77.0;1494.0;21.0;69.0;4208.0;18998.0;101.0;241.0;139.0;24.0;;2839;18.0;-4.0;53.0;181.0;17.0;558;46.0;13.0;15.0;2352.0;14.0;373;335.0;233.0;102.0;1358.0
78;Totaal landbouw;Zeeland (prv);2001*;3047;8.0;;110925;23.0;0.0;59.0;174.0;5.0;4819;51.0;17.0;18.0;4732.0;5.0;4840;268.0;215.0;52.0;1166.0;4.0;78.0;3450.0;85208.0;110.0;169.0;261.0;11.0;;4478;26.0;-10.0;50.0;179.0;7.0;257;59.0;38.0;26.0;2637.0;8.0;358;228.0;162.0;66.0;804.0
79;Totaal landbouw;Zeeland (prv);2002*;2900;10.0;;109260;29.0;-11.0;84.0;172.0;4.0;4580;77.0;31.0;50.0;18387.0;8.0;9611;255.0;179.0;76.0;6279.0;;;;;;;220.0;7.0;;3862;25.0;-16.0;24.0;175.0;4.0;149;55.0;46.0;28.0;4436.0;5.0;148;305.0;160.0;145.0;4325.0
80;Totaal landbouw;Noord-Brabant (prv);1998;10656;51.0;;149340;13.0;51.0;362.0;429.0;47.0;54240;159.0;9.0;119.0;3183.0;31.0;27853;915.0;598.0;317.0;1132.0;43.0;62.0;73515.0;110580.0;54.0;155.0;802.0;46.0;;7322;7.0;26.0;111.0;269.0;42.0;2750;94.0;8.0;54.0;1736.0;17.0;933;496.0;348.0;148.0;703.0
81;Totaal landbouw;Noord-Brabant (prv);1999;10481;43.0;;156250;17.0;21.0;348.0;422.0;34.0;42751;123.0;13.0;83.0;2521.0;28.0;36951;692.0;513.0;179.0;1032.0;46.0;61.0;78484.0;106469.0;82.0;241.0;680.0;41.0;;5098;12.0;24.0;100.0;292.0;38.0;1779;97.0;9.0;57.0;1573.0;11.0;460;617.0;361.0;255.0;1067.0
82;Totaal landbouw;Noord-Brabant (prv);2000;10673;37.0;;177431;12.0;13.0;262.0;366.0;30.0;40227;94.0;9.0;59.0;5975.0;21.0;25941;655.0;502.0;153.0;1207.0;43.0;59.0;78872.0;113973.0;97.0;302.0;665.0;34.0;;5905;7.0;15.0;62.0;259.0;32.0;1633;82.0;5.0;47.0;2830.0;9.0;325;623.0;364.0;259.0;937.0
83;Totaal landbouw;Noord-Brabant (prv);2001*;13327;29.0;;238224;14.0;7.0;204.0;299.0;22.0;39943;89.0;9.0;55.0;6347.0;18.0;33871;555.0;415.0;140.0;1336.0;22.0;48.0;58810.0;125793.0;106.0;287.0;1389.0;19.0;;17795;5.0;9.0;8.0;175.0;16.0;1979;67.0;5.0;34.0;2286.0;7.0;772;399.0;258.0;141.0;749.0
84;Totaal landbouw;Noord-Brabant (prv);2002*;12342;32.0;;241034;13.0;8.0;203.0;265.0;26.0;52446;81.0;8.0;55.0;8496.0;20.0;37767;632.0;373.0;260.0;9533.0;;;;;;;1115.0;13.0;;13951;6.0;4.0;-10.0;158.0;11.0;1384;63.0;6.0;37.0;3046.0;4.0;405;364.0;181.0;182.0;3735.0
85;Totaal landbouw;Limburg (prv);1998;3085;43.0;;46289;11.0;26.0;341.0;437.0;38.0;12415;167.0;5.0;127.0;3694.0;27.0;6635;1050.0;691.0;359.0;1357.0;51.0;67.0;24876.0;35787.0;75.0;173.0;316.0;44.0;;3300;4.0;22.0;140.0;333.0;40.0;1478;79.0;3.0;39.0;1781.0;15.0;550;468.0;352.0;116.0;934.0
86;Totaal landbouw;Limburg (prv);1999;3091;39.0;;50477;15.0;6.0;311.0;413.0;30.0;12508;105.0;10.0;65.0;2750.0;23.0;9212;704.0;539.0;165.0;1162.0;51.0;66.0;25451.0;36914.0;113.0;260.0;275.0;39.0;;2862;11.0;11.0;103.0;328.0;36.0;930;74.0;5.0;34.0;1164.0;8.0;199;533.0;387.0;146.0;857.0
87;Totaal landbouw;Limburg (prv);2000;3393;37.0;;61906;13.0;9.0;239.0;351.0;31.0;14675;97.0;12.0;62.0;7031.0;18.0;7233;718.0;534.0;184.0;1435.0;41.0;62.0;24739.0;42632.0;135.0;316.0;290.0;31.0;;3486;7.0;6.0;82.0;265.0;28.0;833;76.0;6.0;42.0;3375.0;12.0;418;387.0;299.0;88.0;760.0
88;Totaal landbouw;Limburg (prv);2001*;4826;22.0;;90038;10.0;-5.0;160.0;274.0;15.0;10436;87.0;7.0;53.0;6008.0;13.0;8441;566.0;429.0;137.0;1200.0;20.0;56.0;19381.0;54354.0;151.0;291.0;518.0;14.0;;9450;6.0;-2.0;-22.0;174.0;11.0;785;51.0;4.0;20.0;1276.0;5.0;328;319.0;260.0;59.0;350.0
89;Totaal landbouw;Limburg (prv);2002*;4500;23.0;;90863;10.0;-5.0;138.0;242.0;18.0;13556;84.0;7.0;56.0;9101.0;14.0;9119;523.0;381.0;142.0;4495.0;;;;;;;393.0;12.0;;7801;4.0;-58.0;11.0;251.0;7.0;539;94.0;2.0;64.0;3432.0;6.0;234;288.0;210.0;78.0;1847.0
90;Totaal landbouw;Provincie onbekend;1998;155;40.0;;2735;12.0;18.0;226.0;360.0;31.0;829;92.0;6.0;53.0;2851.0;21.0;344;642.0;496.0;146.0;873.0;43.0;64.0;1067.0;2025.0;68.0;172.0;64.0;25.0;;1560;1.0;7.0;7.0;149.0;22.0;186;82.0;1.0;42.0;1903.0;6.0;68;358.0;284.0;74.0;855.0
91;Totaal landbouw;Provincie onbekend;1999;124;19.0;;2338;20.0;-4.0;172.0;330.0;14.0;155;111.0;8.0;71.0;2625.0;12.0;236;578.0;474.0;104.0;1111.0;45.0;60.0;936.0;1699.0;115.0;301.0;56.0;21.0;;1454;5.0;-17.0;-100.0;236.0;21.0;147;56.0;0.0;17.0;612.0;0.0;0;;;;
92;Totaal landbouw;Provincie onbekend;2000;132;28.0;;2746;9.0;17.0;125.0;254.0;23.0;617;84.0;3.0;49.0;7925.0;14.0;289;438.0;352.0;86.0;870.0;26.0;64.0;456.0;1968.0;135.0;274.0;77.0;21.0;;1469;3.0;23.0;55.0;153.0;19.0;182;148.0;6.0;114.0;11873.0;10.0;62;981.0;191.0;790.0;4177.0
93;Totaal landbouw;Provincie onbekend;2001*;308;16.0;;6548;10.0;-4.0;37.0;175.0;13.0;827;50.0;7.0;19.0;2828.0;6.0;392;291.0;244.0;47.0;696.0;5.0;64.0;215.0;4456.0;144.0;213.0;255.0;20.0;;5268;5.0;11.0;24.0;134.0;19.0;1081;49.0;1.0;27.0;4410.0;11.0;591;188.0;111.0;77.0;1120.0
94;Totaal landbouw;Provincie onbekend;2002*;259;10.0;;5468;8.0;-7.0;21.0;155.0;8.0;201;98.0;10.0;72.0;5925.0;7.0;187;391.0;202.0;190.0;3911.0;;;;;;;238.0;19.0;;4546;5.0;4.0;2.0;138.0;16.0;677;82.0;2.0;54.0;8087.0;13.0;406;262.0;138.0;123.0;3034.0
95;Totaal landbouw;Concentratiegebied Oost Nederland;1998;14008;45.0;;198066;13.0;31.0;286.0;393.0;41.0;66088;88.0;10.0;48.0;2167.0;18.0;25225;593.0;476.0;117.0;779.0;50.0;73.0;105024.0;154232.0;39.0;141.0;1039.0;53.0;;9169;6.0;43.0;144.0;314.0;52.0;4349;93.0;6.0;53.0;1665.0;19.0;1406;533.0;361.0;171.0;831.0
96;Totaal landbouw;Concentratiegebied Oost Nederland;1999;13736;40.0;;207453;14.0;18.0;288.0;388.0;30.0;52019;76.0;11.0;37.0;1709.0;21.0;46610;464.0;387.0;77.0;825.0;50.0;68.0;112053.0;147746.0;58.0;232.0;849.0;43.0;;7347;6.0;25.0;75.0;304.0;41.0;2740;84.0;6.0;44.0;1349.0;12.0;937;483.0;335.0;148.0;882.0
97;Totaal landbouw;Concentratiegebied Oost Nederland;2000;14387;39.0;;241925;12.0;22.0;247.0;335.0;33.0;59668;78.0;10.0;43.0;4268.0;19.0;37602;484.0;393.0;92.0;856.0;42.0;61.0;107159.0;157146.0;73.0;290.0;853.0;36.0;;8479;6.0;15.0;39.0;263.0;33.0;2628;58.0;8.0;23.0;1531.0;11.0;521;493.0;343.0;151.0;494.0
98;Totaal landbouw;Concentratiegebied Oost Nederland;2001*;17129;28.0;;293369;11.0;13.0;197.0;290.0;21.0;47493;75.0;10.0;40.0;3928.0;15.0;42201;416.0;339.0;77.0;832.0;24.0;48.0;79791.0;148880.0;81.0;303.0;1671.0;16.0;;17243;6.0;9.0;8.0;216.0;14.0;2186;54.0;7.0;22.0;1260.0;6.0;805;369.0;242.0;127.0;567.0
99;Totaal landbouw;Concentratiegebied Oost Nederland;2002*;16074;29.0;;295296;11.0;11.0;179.0;256.0;23.0;57732;69.0;9.0;43.0;6289.0;16.0;45824;391.0;295.0;96.0;3507.0;;;;;;;1426.0;12.0;;17532;4.0;0.0;-17.0;172.0;9.0;1312;51.0;6.0;25.0;2061.0;4.0;530;328.0;242.0;86.0;1395.0
100;Totaal landbouw;Concentratiegebied Zuid Nederland;1998;12390;51.0;;163693;11.0;51.0;384.0;454.0;47.0;61291;168.0;8.0;128.0;3381.0;31.0;30349;1009.0;650.0;359.0;1222.0;44.0;62.0;81313.0;120827.0;62.0;167.0;915.0;45.0;;8019;4.0;26.0;123.0;298.0;42.0;3373;92.0;4.0;53.0;1818.0;16.0;985;510.0;359.0;151.0;725.0
101;Totaal landbouw;Concentratiegebied Zuid Nederland;1999;12132;44.0;;170877;14.0;19.0;363.0;446.0;35.0;51087;123.0;11.0;83.0;2655.0;28.0;39092;752.0;554.0;198.0;1080.0;47.0;61.0;86459.0;116826.0;93.0;260.0;798.0;41.0;;5902;8.0;22.0;100.0;326.0;39.0;2266;90.0;5.0;50.0;1446.0;9.0;383;675.0;413.0;263.0;950.0
102;Totaal landbouw;Concentratiegebied Zuid Nederland;2000;12240;39.0;;188678;10.0;13.0;280.0;392.0;33.0;49656;98.0;9.0;63.0;6341.0;21.0;27034;738.0;558.0;179.0;1266.0;43.0;58.0;85597.0;120622.0;111.0;335.0;785.0;34.0;;7005;6.0;12.0;72.0;275.0;32.0;1975;86.0;4.0;51.0;3210.0;10.0;622;505.0;336.0;169.0;923.0
103;Totaal landbouw;Concentratiegebied Zuid Nederland;2001*;14673;30.0;;231873;9.0;2.0;226.0;330.0;22.0;42741;96.0;7.0;61.0;6619.0;18.0;32971;638.0;473.0;166.0;1370.0;24.0;45.0;63645.0;115510.0;125.0;345.0;1494.0;18.0;;22199;4.0;6.0;-8.0;170.0;16.0;2375;62.0;4.0;29.0;2200.0;6.0;795;400.0;271.0;128.0;708.0
104;Totaal landbouw;Concentratiegebied Zuid Nederland;2002*;13581;33.0;;237063;8.0;5.0;215.0;289.0;27.0;58748;85.0;7.0;58.0;8798.0;20.0;35608;722.0;426.0;295.0;9346.0;;;;;;;1179.0;14.0;;17326;4.0;-8.0;-3.0;198.0;11.0;1609;62.0;4.0;35.0;3176.0;5.0;542;348.0;198.0;150.0;3589.0
105;Totaal landbouw;Concentratiegebied Overig Nederland;1998;10773;31.0;;276694;21.0;13.0;220.0;322.0;23.0;47918;74.0;14.0;34.0;2279.0;16.0;34227;442.0;361.0;81.0;1037.0;53.0;78.0;131760.0;222117.0;43.0;130.0;2339.0;39.0;;44755;12.0;12.0;71.0;265.0;35.0;12783;71.0;9.0;32.0;1814.0;16.0;5678;409.0;319.0;90.0;925.0
106;Totaal landbouw;Concentratiegebied Overig Nederland;1999;11668;31.0;;331700;28.0;13.0;231.0;307.0;18.0;49263;66.0;19.0;26.0;2162.0;20.0;64422;396.0;329.0;67.0;1238.0;51.0;74.0;145659.0;244642.0;63.0;185.0;1982.0;30.0;;38839;14.0;13.0;101.0;249.0;26.0;7322;70.0;12.0;30.0;1599.0;11.0;7371;375.0;249.0;126.0;1246.0
107;Totaal landbouw;Concentratiegebied Overig Nederland;2000;17572;23.0;;594496;21.0;10.0;172.0;262.0;14.0;56503;71.0;15.0;36.0;4774.0;14.0;65894;364.0;301.0;63.0;1168.0;33.0;72.0;155701.0;432681.0;71.0;192.0;2267.0;25.0;;43699;11.0;11.0;72.0;241.0;21.0;7008;56.0;10.0;22.0;2127.0;11.0;3898;377.0;283.0;93.0;973.0
108;Totaal landbouw;Concentratiegebied Overig Nederland;2001*;34662;14.0;;1181159;22.0;4.0;119.0;215.0;8.0;69688;55.0;14.0;21.0;3811.0;9.0;97394;310.0;262.0;48.0;1003.0;13.0;70.0;133101.0;832426.0;72.0;182.0;5222.0;12.0;;144428;8.0;-2.0;1.0;179.0;8.0;7662;67.0;10.0;34.0;1600.0;5.0;5531;280.0;219.0;61.0;782.0
109;Totaal landbouw;Concentratiegebied Overig Nederland;2002*;33135;18.0;;1174113;26.0;-2.0;115.0;196.0;9.0;88085;68.0;15.0;42.0;7249.0;13.0;147196;314.0;221.0;92.0;4491.0;;;;;;;4608.0;10.0;;99217;12.0;-9.0;-8.0;200.0;6.0;7088;64.0;11.0;40.0;7085.0;5.0;5775;278.0;178.0;101.0;5136.0
110;Totaal landbouw;Concentratiegebied onbekend;1998;176;40.0;;3083;11.0;19.0;216.0;354.0;31.0;915;89.0;6.0;50.0;2605.0;21.0;358;654.0;510.0;144.0;795.0;2.0;2.0;21.0;21.0;144.0;277.0;72.0;26.0;;1599;1.0;7.0;8.0;154.0;22.0;201;80.0;1.0;40.0;1693.0;7.0;68;380.0;291.0;89.0;821.0
111;Totaal landbouw;Concentratiegebied onbekend;1999;143;21.0;;2614;19.0;-1.0;176.0;326.0;16.0;244;100.0;7.0;60.0;2528.0;12.0;270;570.0;462.0;108.0;1159.0;4.0;3.0;28.0;27.0;741.0;1053.0;64.0;23.0;;1552;6.0;-15.0;-88.0;239.0;23.0;164;55.0;0.0;16.0;527.0;0.0;0;;;;
112;Totaal landbouw;Concentratiegebied onbekend;2000;160;27.0;;3694;9.0;18.0;127.0;251.0;22.0;825;73.0;2.0;38.0;7055.0;13.0;332;426.0;345.0;81.0;858.0;3.0;3.0;31.0;71.0;408.0;345.0;86.0;23.0;;1597;5.0;22.0;56.0;161.0;23.0;223;130.0;5.0;96.0;9061.0;9.0;62;981.0;191.0;790.0;4177.0
113;Totaal landbouw;Concentratiegebied onbekend;2001*;348;16.0;;7748;11.0;-2.0;48.0;182.0;13.0;941;51.0;7.0;19.0;2811.0;7.0;528;290.0;247.0;43.0;672.0;1.0;1.0;6.0;55.0;1260.0;521.0;267.0;21.0;;5411;5.0;11.0;85.0;137.0;19.0;1120;49.0;1.0;27.0;4102.0;11.0;614;727.0;117.0;611.0;9049.0
114;Totaal landbouw;Concentratiegebied onbekend;2002*;295;12.0;;6529;10.0;-6.0;35.0;163.0;8.0;255;86.0;9.0;59.0;5316.0;8.0;381;328.0;213.0;115.0;3148.0;;;;;;;247.0;19.0;;4659;5.0;4.0;2.0;139.0;16.0;698;80.0;2.0;53.0;7898.0;13.0;406;262.0;138.0;123.0;3034.0
115;Intensief-melkvee;Nederland;1998;6578;31.0;3.3;167313;15.0;24.0;254.0;333.0;20.0;31937;53.0;12.0;13.0;733.0;17.0;28449;382.0;334.0;48.0;802.0;80.0;82.0;135716.0;138021.0;23.0;105.0;270.0;86.0;3.2;4951;7.0;44.0;330.0;326.0;75.0;3518;57.0;7.0;17.0;898.0;55.0;2287;440.0;342.0;98.0;1028.0
116;Intensief-melkvee;Nederland;1999;6020;40.0;3.6;156428;19.0;19.0;279.0;340.0;18.0;26555;52.0;14.0;12.0;754.0;30.0;48292;386.0;330.0;56.0;1005.0;77.0;75.0;120934.0;115683.0;42.0;171.0;155.0;75.0;3.1;2779;14.0;38.0;337.0;330.0;63.0;1526;60.0;12.0;20.0;1004.0;46.0;1317;451.0;340.0;111.0;1383.0
117;Intensief-melkvee;Nederland;2000;4922;36.0;3.1;133118;14.0;21.0;248.0;300.0;21.0;27255;49.0;12.0;14.0;2095.0;25.0;32737;364.0;305.0;59.0;1039.0;67.0;66.0;88073.0;85714.0;58.0;246.0;117.0;83.0;3.4;1551;9.0;44.0;341.0;322.0;74.0;1157;62.0;9.0;27.0;2435.0;53.0;692;495.0;329.0;167.0;1225.0
118;Intensief-melkvee;Nederland;2001*;5062;34.0;3.1;146581;13.0;19.0;229.0;275.0;18.0;24790;49.0;13.0;14.0;2299.0;25.0;36933;333.0;280.0;54.0;1047.0;51.0;49.0;75880.0;72321.0;69.0;272.0;74.0;72.0;3.3;1076;10.0;24.0;270.0;278.0;55.0;559;55.0;7.0;20.0;1846.0;49.0;466;405.0;278.0;127.0;1153.0
119;Intensief-melkvee;Nederland;2002*;3873;42.0;3.1;112697;13.0;17.0;210.0;246.0;27.0;29658;40.0;12.0;14.0;3481.0;28.0;30428;310.0;249.0;61.0;3100.0;;;;;;;46.0;61.0;3.9;519;10.0;31.0;378.0;257.0;52.0;191;134.0;19.0;109.0;7856.0;48.0;149;901.0;275.0;626.0;9429.0
120;Intensief-melkvee;Noord-Nederland;1998;6815;106.0;9.2;175425;60.0;56.0;837.0;993.0;14.0;1526;55.0;23.0;15.0;1225.0;32.0;3559;391.0;329.0;62.0;1382.0;88.0;72.0;9845.0;7995.0;28.0;133.0;28.0;79.0;3.3;807;8.0;43.0;268.0;342.0;71.0;645;54.0;5.0;14.0;1314.0;43.0;285;455.0;345.0;110.0;1775.0
121;Intensief-melkvee;Noord-Nederland;1999;338;48.0;3.0;12208;29.0;17.0;299.0;312.0;14.0;1485;56.0;22.0;16.0;1274.0;46.0;5385;398.0;330.0;68.0;1610.0;81.0;62.0;9455.0;7059.0;47.0;139.0;14.0;64.0;2.9;489;14.0;31.0;1130.0;295.0;50.0;122;64.0;0.0;24.0;1445.0;14.0;214;354.0;335.0;20.0;1422.0
122;Intensief-melkvee;Noord-Nederland;2000;302;40.0;3.0;11034;22.0;18.0;263.0;303.0;18.0;1834;53.0;21.0;18.0;3545.0;34.0;3310;379.0;308.0;71.0;1527.0;68.0;59.0;7263.0;6369.0;53.0;160.0;13.0;85.0;3.4;147;13.0;49.0;6189.0;330.0;69.0;100;79.0;19.0;44.0;3125.0;69.0;101;510.0;341.0;169.0;984.0
123;Intensief-melkvee;Noord-Nederland;2001*;413;32.0;2.9;16949;16.0;18.0;232.0;273.0;13.0;2266;47.0;17.0;13.0;2774.0;27.0;4513;346.0;274.0;72.0;1907.0;61.0;54.0;10406.0;9291.0;49.0;178.0;10.0;40.0;3.1;146;2.0;9.0;8607.0;234.0;30.0;18;60.0;0.0;25.0;977.0;30.0;21;314.0;295.0;19.0;88.0
124;Intensief-melkvee;Noord-Nederland;2002*;334;47.0;3.1;12362;21.0;17.0;243.0;247.0;25.0;3002;44.0;24.0;19.0;6102.0;40.0;4237;356.0;247.0;110.0;7031.0;;;;;;;9.0;233.0;17.4;48;37.0;482.0;67894.0;551.0;67.0;30;320.0;25.0;295.0;13284.0;67.0;21;2927.0;259.0;2668.0;21049.0
125;Intensief-melkvee;Oost-Nederland;1998;2966;29.0;3.2;71212;16.0;24.0;253.0;330.0;19.0;12709;52.0;14.0;12.0;708.0;17.0;11600;381.0;333.0;49.0;772.0;82.0;84.0;58971.0;60105.0;22.0;101.0;105.0;87.0;3.2;1636;8.0;39.0;346.0;304.0;76.0;1092;56.0;9.0;17.0;693.0;56.0;752;448.0;348.0;101.0;876.0
126;Intensief-melkvee;Oost-Nederland;1999;2710;41.0;4.0;66087;20.0;17.0;274.0;355.0;18.0;11191;52.0;14.0;12.0;732.0;32.0;21832;386.0;330.0;56.0;948.0;79.0;76.0;52173.0;49668.0;41.0;185.0;55.0;80.0;3.3;743;12.0;36.0;541.0;340.0;65.0;494;59.0;9.0;19.0;776.0;56.0;412;444.0;345.0;99.0;891.0
127;Intensief-melkvee;Oost-Nederland;2000;2143;37.0;3.1;53984;15.0;21.0;255.0;300.0;22.0;11756;47.0;13.0;12.0;1679.0;27.0;14459;362.0;306.0;56.0;942.0;69.0;67.0;36716.0;35496.0;64.0;293.0;42.0;79.0;3.2;490;9.0;27.0;963.0;317.0;67.0;382;51.0;10.0;16.0;1247.0;50.0;186;398.0;315.0;83.0;503.0
128;Intensief-melkvee;Oost-Nederland;2001*;2205;35.0;3.1;58715;16.0;20.0;239.0;277.0;18.0;10391;47.0;17.0;12.0;1747.0;27.0;16412;331.0;281.0;50.0;921.0;50.0;48.0;29695.0;28414.0;81.0;305.0;27.0;74.0;3.5;336;11.0;9.0;1896.0;287.0;67.0;261;44.0;13.0;10.0;784.0;52.0;142;388.0;274.0;114.0;846.0
129;Intensief-melkvee;Oost-Nederland;2002*;1624;40.0;3.1;43211;14.0;17.0;214.0;248.0;26.0;10541;39.0;12.0;13.0;2820.0;29.0;12142;302.0;251.0;52.0;2252.0;;;;;;;16.0;;;129;;;;;38.0;37;69.0;75.0;44.0;2465.0;50.0;65;403.0;262.0;141.0;2062.0
130;Intensief-melkvee;West-Nederland;1998;912;34.0;3.1;23536;10.0;28.0;250.0;336.0;25.0;5843;51.0;6.0;11.0;665.0;17.0;3963;384.0;336.0;49.0;859.0;75.0;82.0;18005.0;19165.0;20.0;115.0;99.0;85.0;3.1;1843;6.0;45.0;488.0;338.0;73.0;1344;53.0;4.0;13.0;716.0;56.0;857;420.0;341.0;79.0;839.0
