ID;KenmerkenLeasevoertuig;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
555;Dieselauto klasse D;2022 1e kwartaal;120.5;1.6;2.5;12.1;125.5;2.1;7.1;13.4
556;Dieselauto klasse D;2022 2e kwartaal;126.2;4.7;6.7;12.1;133.6;6.4;12.0;13.4
557;Dieselauto klasse D;2022 3e kwartaal;128.9;2.2;8.8;12.1;136.3;2.1;13.3;13.4
558;Dieselauto klasse D;2022 4e kwartaal;133.0;3.2;12.2;12.1;140.1;2.8;14.0;13.4
559;Dieselauto klasse D;2022;127.2;;7.5;12.1;133.9;;11.6;13.4
560;Dieselauto klasse D;2023 1e kwartaal;138.1;3.8;14.6;12.1;140.9;0.6;12.3;13.4
561;Dieselauto klasse D;2023 2e kwartaal;140.0;1.4;11.0;12.1;140.0;-0.6;4.8;13.4
562;Dieselauto klasse D;2023 3e kwartaal;139.8;-0.1;8.5;12.1;142.1;1.5;4.2;13.4
563;Dieselauto klasse D;2023 4e kwartaal;141.7;1.3;6.5;12.1;144.8;1.9;3.4;13.4
564;Dieselauto klasse D;2023;139.9;;10.0;12.1;142.0;;6.0;13.4
565;Dieselauto klasse MPV/SUV;2001 3e kwartaal;;;;;;;;
566;Dieselauto klasse MPV/SUV;2001 4e kwartaal;;;;;;;;
567;Dieselauto klasse MPV/SUV;2001;;;;;;;;
568;Dieselauto klasse MPV/SUV;2002 1e kwartaal;;;;;;;;
569;Dieselauto klasse MPV/SUV;2002 2e kwartaal;;;;;;;;
570;Dieselauto klasse MPV/SUV;2002 3e kwartaal;;;;;;;;
571;Dieselauto klasse MPV/SUV;2002 4e kwartaal;;;;;;;;
572;Dieselauto klasse MPV/SUV;2002;;;;;;;;
573;Dieselauto klasse MPV/SUV;2003 1e kwartaal;;;;;;;;
574;Dieselauto klasse MPV/SUV;2003 2e kwartaal;;;;;;;;
575;Dieselauto klasse MPV/SUV;2003 3e kwartaal;;;;;;;;
576;Dieselauto klasse MPV/SUV;2003 4e kwartaal;;;;;;;;
577;Dieselauto klasse MPV/SUV;2003 ;;;;;;;;
578;Dieselauto klasse MPV/SUV;2004 1e kwartaal;;;;;;;;
579;Dieselauto klasse MPV/SUV;2004 2e kwartaal;;;;;;;;
580;Dieselauto klasse MPV/SUV;2004 3e kwartaal;;;;;;;;
581;Dieselauto klasse MPV/SUV;2004 4e kwartaal;;;;;;;;
582;Dieselauto klasse MPV/SUV;2004;;;;;;;;
583;Dieselauto klasse MPV/SUV;2005 1e kwartaal;;;;;;;;
584;Dieselauto klasse MPV/SUV;2005 2e kwartaal;;;;;;;;
585;Dieselauto klasse MPV/SUV;2005 3e kwartaal;;;;;;;;
586;Dieselauto klasse MPV/SUV;2005 4e kwartaal;;;;;;;;
587;Dieselauto klasse MPV/SUV;2005;;;;;;;;
588;Dieselauto klasse MPV/SUV;2006 1e kwartaal;;;;;;;;
589;Dieselauto klasse MPV/SUV;2006 2e kwartaal;;;;;;;;
590;Dieselauto klasse MPV/SUV;2006 3e kwartaal;;;;;;;;
591;Dieselauto klasse MPV/SUV;2006 4e kwartaal;;;;;;;;
592;Dieselauto klasse MPV/SUV;2006;;;;;;;;
593;Dieselauto klasse MPV/SUV;2007 1e kwartaal;;;;;;;;
594;Dieselauto klasse MPV/SUV;2007 2e kwartaal;;;;;;;;
595;Dieselauto klasse MPV/SUV;2007 3e kwartaal;;;;;;;;
596;Dieselauto klasse MPV/SUV;2007 4e kwartaal;;;;;;;;
597;Dieselauto klasse MPV/SUV;2007;;;;;;;;
598;Dieselauto klasse MPV/SUV;2008 1e kwartaal;;;;;;;;
599;Dieselauto klasse MPV/SUV;2008 2e kwartaal;;;;;;;;
600;Dieselauto klasse MPV/SUV;2008 3e kwartaal;;;;;;;;
601;Dieselauto klasse MPV/SUV;2008 4e kwartaal;;;;;;;;
602;Dieselauto klasse MPV/SUV;2008;;;;;;;;
603;Dieselauto klasse MPV/SUV;2009 1e kwartaal;;;;;;;;
604;Dieselauto klasse MPV/SUV;2009 2e kwartaal;;;;;;;;
605;Dieselauto klasse MPV/SUV;2009 3e kwartaal;;;;;;;;
606;Dieselauto klasse MPV/SUV;2009 4e kwartaal;;;;;;;;
607;Dieselauto klasse MPV/SUV;2009;;;;;;;;
608;Dieselauto klasse MPV/SUV;2010 1e kwartaal;;;;;;;;
609;Dieselauto klasse MPV/SUV;2010 2e kwartaal;;;;;;;;
610;Dieselauto klasse MPV/SUV;2010 3e kwartaal;96.6;;;;97.7;;;
611;Dieselauto klasse MPV/SUV;2010 4e kwartaal;96.9;0.3;;;98.5;0.9;;
612;Dieselauto klasse MPV/SUV;2010;;;;;;;;
613;Dieselauto klasse MPV/SUV;2011 1e kwartaal;98.5;1.7;;;101.2;2.8;;
614;Dieselauto klasse MPV/SUV;2011 2e kwartaal;98.6;0.1;;;101.7;0.5;;
615;Dieselauto klasse MPV/SUV;2011 3e kwartaal;97.7;-0.9;1.1;;100.7;-1.0;3.1;
616;Dieselauto klasse MPV/SUV;2011 4e kwartaal;97.7;0.0;0.9;;101.4;0.7;2.9;
617;Dieselauto klasse MPV/SUV;2011;98.1;;;;101.3;;;
618;Dieselauto klasse MPV/SUV;2012 1e kwartaal;99.1;1.4;0.6;;103.4;2.0;2.1;
619;Dieselauto klasse MPV/SUV;2012 2e kwartaal;99.1;0.0;0.5;;102.8;-0.6;1.1;
620;Dieselauto klasse MPV/SUV;2012 3e kwartaal;99.2;0.1;1.5;;102.5;-0.3;1.8;
621;Dieselauto klasse MPV/SUV;2012 4e kwartaal;98.8;-0.4;1.1;;102.3;-0.2;1.0;
622;Dieselauto klasse MPV/SUV;2012;99.0;;0.9;;102.8;;1.5;
623;Dieselauto klasse MPV/SUV;2013 1e kwartaal;100.3;1.5;1.2;;103.4;1.0;0.0;
624;Dieselauto klasse MPV/SUV;2013 2e kwartaal;100.2;-0.1;1.2;;102.7;-0.6;-0.1;
625;Dieselauto klasse MPV/SUV;2013 3e kwartaal;99.6;-0.6;0.4;;102.3;-0.4;-0.2;
626;Dieselauto klasse MPV/SUV;2013 4e kwartaal;99.2;-0.4;0.5;;101.2;-1.1;-1.1;
627;Dieselauto klasse MPV/SUV;2013;99.8;;0.8;;102.4;;-0.3;
628;Dieselauto klasse MPV/SUV;2014 1e kwartaal;100.0;0.8;-0.3;;102.4;1.1;-1.0;
629;Dieselauto klasse MPV/SUV;2014 2e kwartaal;99.4;-0.6;-0.8;;101.9;-0.4;-0.8;
630;Dieselauto klasse MPV/SUV;2014 3e kwartaal;99.1;-0.3;-0.5;;101.6;-0.3;-0.8;
631;Dieselauto klasse MPV/SUV;2014 4e kwartaal;99.3;0.2;0.1;;101.2;-0.3;0.0;
632;Dieselauto klasse MPV/SUV;2014;99.5;;-0.4;;101.8;;-0.6;
633;Dieselauto klasse MPV/SUV;2015 1e kwartaal;100.4;1.1;0.3;6.1;100.9;-0.4;-1.5;6.8
634;Dieselauto klasse MPV/SUV;2015 2e kwartaal;98.9;-1.4;-0.5;6.1;99.3;-1.6;-2.6;6.8
635;Dieselauto klasse MPV/SUV;2015 3e kwartaal;100.5;1.5;1.3;6.1;100.1;0.8;-1.5;6.8
636;Dieselauto klasse MPV/SUV;2015 4e kwartaal;100.2;-0.2;0.9;6.1;99.8;-0.3;-1.4;6.8
637;Dieselauto klasse MPV/SUV;2015;100.0;;0.5;6.1;100.0;;-1.7;6.8
638;Dieselauto klasse MPV/SUV;2016 1e kwartaal;100.8;0.6;0.4;6.1;98.9;-0.9;-2.0;6.8
639;Dieselauto klasse MPV/SUV;2016 2e kwartaal;100.4;-0.4;1.5;6.1;99.0;0.1;-0.3;6.8
640;Dieselauto klasse MPV/SUV;2016 3e kwartaal;100.0;-0.4;-0.5;6.1;98.6;-0.4;-1.5;6.8
641;Dieselauto klasse MPV/SUV;2016 4e kwartaal;100.5;0.5;0.2;6.1;99.7;1.2;-0.1;6.8
642;Dieselauto klasse MPV/SUV;2016;100.4;;0.4;6.1;99.0;;-1.0;6.8
643;Dieselauto klasse MPV/SUV;2017 1e kwartaal;100.7;0.3;-0.1;6.1;100.9;1.2;2.1;6.8
644;Dieselauto klasse MPV/SUV;2017 2e kwartaal;101.5;0.7;1.1;6.1;100.6;-0.3;1.7;6.8
645;Dieselauto klasse MPV/SUV;2017 3e kwartaal;101.4;-0.1;1.4;6.1;100.1;-0.6;1.5;6.8
646;Dieselauto klasse MPV/SUV;2017 4e kwartaal;102.1;0.7;1.6;6.1;101.7;1.7;2.0;6.8
647;Dieselauto klasse MPV/SUV;2017;101.4;;1.0;6.1;100.8;;1.8;6.8
648;Dieselauto klasse MPV/SUV;2018 1e kwartaal;101.8;-0.3;1.0;6.1;101.7;0.0;0.8;6.8
649;Dieselauto klasse MPV/SUV;2018 2e kwartaal;103.7;1.9;2.2;6.1;105.0;3.2;4.3;6.8
650;Dieselauto klasse MPV/SUV;2018 3e kwartaal;104.7;0.9;3.2;6.1;105.9;0.9;5.8;6.8
651;Dieselauto klasse MPV/SUV;2018 4e kwartaal;106.6;1.8;4.4;6.1;108.0;1.9;6.1;6.8
652;Dieselauto klasse MPV/SUV;2018;104.2;;2.7;6.1;105.2;;4.3;6.8
653;Dieselauto klasse MPV/SUV;2019 1e kwartaal;110.2;3.4;8.3;6.1;110.3;2.1;8.4;6.8
654;Dieselauto klasse MPV/SUV;2019 2e kwartaal;110.4;0.1;6.4;6.1;110.9;0.6;5.6;6.8
655;Dieselauto klasse MPV/SUV;2019 3e kwartaal;109.0;-1.3;4.1;6.1;109.2;-1.6;3.1;6.8
656;Dieselauto klasse MPV/SUV;2019 4e kwartaal;110.7;1.6;3.9;6.1;110.8;1.5;2.6;6.8
657;Dieselauto klasse MPV/SUV;2019;110.1;;5.6;6.1;110.3;;4.9;6.8
658;Dieselauto klasse MPV/SUV;2020 1e kwartaal;113.0;2.0;2.5;6.1;112.7;1.7;2.2;6.8
659;Dieselauto klasse MPV/SUV;2020 2e kwartaal;114.3;1.2;3.6;6.1;112.7;0.0;1.6;6.8
660;Dieselauto klasse MPV/SUV;2020 3e kwartaal;115.3;0.8;5.8;6.1;114.9;2.0;5.3;6.8
661;Dieselauto klasse MPV/SUV;2020 4e kwartaal;115.8;0.4;4.6;6.1;114.7;-0.2;3.5;6.8
662;Dieselauto klasse MPV/SUV;2020;114.6;;4.1;6.1;113.8;;3.2;6.8
663;Dieselauto klasse MPV/SUV;2021 1e kwartaal;118.3;2.2;4.7;6.1;117.7;2.6;4.4;6.8
664;Dieselauto klasse MPV/SUV;2021 2e kwartaal;118.8;0.4;3.9;6.1;119.2;1.3;5.8;6.8
665;Dieselauto klasse MPV/SUV;2021 3e kwartaal;118.8;0.0;3.0;6.1;120.1;0.7;4.5;6.8
666;Dieselauto klasse MPV/SUV;2021 4e kwartaal;119.4;0.5;3.1;6.1;123.3;2.6;7.5;6.8
667;Dieselauto klasse MPV/SUV;2021;118.8;;3.7;6.1;120.1;;5.6;6.8
668;Dieselauto klasse MPV/SUV;2022 1e kwartaal;123.7;3.7;4.6;6.1;127.9;3.7;8.7;6.8
669;Dieselauto klasse MPV/SUV;2022 2e kwartaal;128.0;3.5;7.7;6.1;134.5;5.2;12.8;6.8
670;Dieselauto klasse MPV/SUV;2022 3e kwartaal;130.4;1.9;9.8;6.1;137.0;1.8;14.1;6.8
671;Dieselauto klasse MPV/SUV;2022 4e kwartaal;134.3;3.0;12.5;6.1;141.3;3.1;14.6;6.8
672;Dieselauto klasse MPV/SUV;2022;129.1;;8.7;6.1;135.2;;12.6;6.8
673;Dieselauto klasse MPV/SUV;2023 1e kwartaal;140.2;4.4;13.3;6.1;142.5;0.8;11.4;6.8
674;Dieselauto klasse MPV/SUV;2023 2e kwartaal;140.8;0.4;9.9;6.1;140.0;-1.8;4.0;6.8
675;Dieselauto klasse MPV/SUV;2023 3e kwartaal;141.0;0.1;8.1;6.1;142.4;1.8;4.0;6.8
676;Dieselauto klasse MPV/SUV;2023 4e kwartaal;142.6;1.2;6.2;6.1;145.4;2.1;2.9;6.8
677;Dieselauto klasse MPV/SUV;2023;141.1;;9.3;6.1;142.6;;5.5;6.8
678;Personenauto's: benzine;2001 3e kwartaal;75.5;;;;76.6;;;
679;Personenauto's: benzine;2001 4e kwartaal;75.0;-0.7;;;75.0;-2.1;;
680;Personenauto's: benzine;2001;;;;;;;;
681;Personenauto's: benzine;2002 1e kwartaal;77.0;2.6;;;76.8;2.4;;
682;Personenauto's: benzine;2002 2e kwartaal;78.0;1.3;;;78.6;2.3;;
683;Personenauto's: benzine;2002 3e kwartaal;77.8;-0.2;3.0;;78.2;-0.4;2.1;
684;Personenauto's: benzine;2002 4e kwartaal;77.7;-0.1;3.6;;77.6;-0.8;3.4;
685;Personenauto's: benzine;2002;77.6;;;;77.8;;;
686;Personenauto's: benzine;2003 1e kwartaal;79.0;1.6;2.6;;79.7;2.8;3.8;
687;Personenauto's: benzine;2003 2e kwartaal;79.1;0.2;1.5;;79.2;-0.7;0.8;
688;Personenauto's: benzine;2003 3e kwartaal;80.6;1.8;3.5;;80.8;2.0;3.3;
689;Personenauto's: benzine;2003 4e kwartaal;82.0;1.8;5.6;;81.0;0.2;4.4;
690;Personenauto's: benzine;2003 ;80.2;;3.3;;80.2;;3.1;
691;Personenauto's: benzine;2004 1e kwartaal;83.4;1.7;5.6;;82.6;2.0;3.6;
692;Personenauto's: benzine;2004 2e kwartaal;84.4;1.2;6.7;;85.1;3.0;7.4;
693;Personenauto's: benzine;2004 3e kwartaal;84.3;-0.2;4.6;;84.9;-0.3;5.0;
694;Personenauto's: benzine;2004 4e kwartaal;84.4;0.1;2.8;;84.8;0.0;4.7;
695;Personenauto's: benzine;2004;84.1;;4.9;;84.3;;5.2;
696;Personenauto's: benzine;2005 1e kwartaal;87.5;3.7;4.9;;86.9;2.4;5.2;
697;Personenauto's: benzine;2005 2e kwartaal;88.7;1.4;5.1;;89.1;2.5;4.7;
698;Personenauto's: benzine;2005 3e kwartaal;89.4;0.8;6.1;;91.5;2.6;7.8;
699;Personenauto's: benzine;2005 4e kwartaal;90.4;1.1;7.2;;91.2;-0.2;7.5;
700;Personenauto's: benzine;2005;89.0;;5.8;;89.7;;6.3;
701;Personenauto's: benzine;2006 1e kwartaal;91.8;1.6;4.9;;92.9;1.8;6.9;
702;Personenauto's: benzine;2006 2e kwartaal;92.5;0.7;4.2;;94.6;1.9;6.2;
703;Personenauto's: benzine;2006 3e kwartaal;92.6;0.2;3.6;;95.0;0.4;3.9;
704;Personenauto's: benzine;2006 4e kwartaal;93.1;0.5;2.9;;92.7;-2.5;1.6;
705;Personenauto's: benzine;2006;92.5;;3.9;;93.8;;4.6;
706;Personenauto's: benzine;2007 1e kwartaal;94.0;1.0;2.4;;94.1;1.6;1.4;
707;Personenauto's: benzine;2007 2e kwartaal;94.6;0.6;2.3;;97.3;3.3;2.8;
708;Personenauto's: benzine;2007 3e kwartaal;94.9;0.3;2.5;;96.3;-1.0;1.4;
709;Personenauto's: benzine;2007 4e kwartaal;94.7;-0.2;1.8;;96.5;0.1;4.1;
710;Personenauto's: benzine;2007;94.6;;2.2;;96.1;;2.4;
711;Personenauto's: benzine;2008 1e kwartaal;92.8;-2.1;-1.3;;95.3;-1.3;1.2;
712;Personenauto's: benzine;2008 2e kwartaal;93.5;0.8;-1.1;;97.2;2.0;-0.1;
713;Personenauto's: benzine;2008 3e kwartaal;94.7;1.2;-0.2;;98.9;1.7;2.6;
714;Personenauto's: benzine;2008 4e kwartaal;94.9;0.2;0.1;;95.8;-3.1;-0.7;
715;Personenauto's: benzine;2008;94.0;;-0.6;;96.8;;0.7;
716;Personenauto's: benzine;2009 1e kwartaal;95.9;1.1;3.4;;95.7;-0.1;0.5;
717;Personenauto's: benzine;2009 2e kwartaal;96.0;0.1;2.7;;96.8;1.1;-0.5;
718;Personenauto's: benzine;2009 3e kwartaal;96.4;0.4;1.8;;98.1;1.3;-0.8;
719;Personenauto's: benzine;2009 4e kwartaal;96.5;0.1;1.7;;98.4;0.4;2.8;
720;Personenauto's: benzine;2009;96.2;;2.4;;97.2;;0.5;
721;Personenauto's: benzine;2010 1e kwartaal;96.7;0.2;0.8;;98.8;0.4;3.2;
722;Personenauto's: benzine;2010 2e kwartaal;96.1;-0.6;0.1;;100.0;1.2;3.3;
723;Personenauto's: benzine;2010 3e kwartaal;95.3;-0.9;-1.1;;99.0;-1.0;0.9;
724;Personenauto's: benzine;2010 4e kwartaal;95.6;0.4;-0.9;;99.5;0.6;1.1;
725;Personenauto's: benzine;2010;95.9;;-0.3;;99.3;;2.1;
726;Personenauto's: benzine;2011 1e kwartaal;97.6;2.1;1.0;;102.4;2.9;3.7;
727;Personenauto's: benzine;2011 2e kwartaal;98.0;0.4;2.0;;104.0;1.5;4.0;
728;Personenauto's: benzine;2011 3e kwartaal;97.2;-0.9;2.0;;102.8;-1.1;3.9;
729;Personenauto's: benzine;2011 4e kwartaal;97.6;0.4;2.0;;102.4;-0.4;2.9;
730;Personenauto's: benzine;2011;97.6;;1.7;;102.9;;3.6;
731;Personenauto's: benzine;2012 1e kwartaal;97.7;0.2;0.1;;103.5;1.1;1.1;
732;Personenauto's: benzine;2012 2e kwartaal;97.9;0.2;-0.1;;104.4;0.9;0.4;
733;Personenauto's: benzine;2012 3e kwartaal;99.6;1.7;2.5;;105.4;0.9;2.5;
734;Personenauto's: benzine;2012 4e kwartaal;99.7;0.1;2.2;;105.1;-0.3;2.6;
735;Personenauto's: benzine;2012;98.7;;1.2;;104.6;;1.7;
736;Personenauto's: benzine;2013 1e kwartaal;101.4;1.7;3.8;;106.1;0.9;2.5;
737;Personenauto's: benzine;2013 2e kwartaal;100.9;-0.5;3.1;;104.9;-1.2;0.4;
738;Personenauto's: benzine;2013 3e kwartaal;101.0;0.1;1.4;;105.5;0.6;0.1;
739;Personenauto's: benzine;2013 4e kwartaal;100.6;-0.4;0.9;;103.7;-1.7;-1.4;
740;Personenauto's: benzine;2013;101.0;;2.3;;105.0;;0.4;
741;Personenauto's: benzine;2014 1e kwartaal;100.9;0.2;-0.5;;103.9;0.2;-2.1;
742;Personenauto's: benzine;2014 2e kwartaal;100.3;-0.5;-0.6;;104.1;0.2;-0.7;
743;Personenauto's: benzine;2014 3e kwartaal;99.8;-0.5;-1.2;;103.2;-0.8;-2.2;
744;Personenauto's: benzine;2014 4e kwartaal;100.1;0.3;-0.5;;101.7;-1.5;-1.9;
745;Personenauto's: benzine;2014;100.3;;-0.7;;103.2;;-1.7;
746;Personenauto's: benzine;2015 1e kwartaal;101.0;0.8;0.1;23.8;100.3;-1.4;-3.5;26.4
747;Personenauto's: benzine;2015 2e kwartaal;99.5;-1.4;-0.8;23.8;100.7;0.5;-3.2;26.4
748;Personenauto's: benzine;2015 3e kwartaal;99.5;0.0;-0.3;23.8;100.0;-0.8;-3.2;26.4
749;Personenauto's: benzine;2015 4e kwartaal;100.0;0.4;-0.1;23.8;99.0;-0.9;-2.6;26.4
750;Personenauto's: benzine;2015;100.0;;-0.3;23.8;100.0;;-3.1;26.4
751;Personenauto's: benzine;2016 1e kwartaal;101.2;1.2;0.2;23.8;98.3;-0.8;-2.0;26.4
752;Personenauto's: benzine;2016 2e kwartaal;101.1;-0.1;1.6;23.8;99.2;1.0;-1.5;26.4
753;Personenauto's: benzine;2016 3e kwartaal;100.3;-0.8;0.7;23.8;98.4;-0.9;-1.6;26.4
754;Personenauto's: benzine;2016 4e kwartaal;100.4;0.1;0.4;23.8;99.2;0.8;0.2;26.4
755;Personenauto's: benzine;2016;100.7;;0.7;23.8;98.8;;-1.2;26.4
756;Personenauto's: benzine;2017 1e kwartaal;101.1;0.7;-0.1;23.8;100.9;1.8;2.7;26.4
757;Personenauto's: benzine;2017 2e kwartaal;101.0;-0.1;-0.1;23.8;100.2;-0.7;1.0;26.4
758;Personenauto's: benzine;2017 3e kwartaal;100.7;-0.3;0.4;23.8;99.4;-0.8;1.1;26.4
759;Personenauto's: benzine;2017 4e kwartaal;101.3;0.6;0.9;23.8;100.3;0.9;1.2;26.4
760;Personenauto's: benzine;2017;101.0;;0.3;23.8;100.2;;1.5;26.4
761;Personenauto's: benzine;2018 1e kwartaal;101.8;0.6;0.7;23.8;101.0;0.7;0.1;26.4
762;Personenauto's: benzine;2018 2e kwartaal;103.3;1.4;2.2;23.8;104.7;3.7;4.5;26.4
763;Personenauto's: benzine;2018 3e kwartaal;104.7;1.4;4.0;23.8;106.3;1.5;6.9;26.4
764;Personenauto's: benzine;2018 4e kwartaal;106.3;1.5;5.0;23.8;106.9;0.5;6.6;26.4
765;Personenauto's: benzine;2018;104.0;;3.0;23.8;104.8;;4.5;26.4
766;Personenauto's: benzine;2019 1e kwartaal;110.1;3.6;8.1;23.8;109.6;2.5;8.5;26.4
767;Personenauto's: benzine;2019 2e kwartaal;109.5;-0.5;6.0;23.8;111.1;1.3;6.0;26.4
768;Personenauto's: benzine;2019 3e kwartaal;108.9;-0.6;4.0;23.8;109.4;-1.5;2.9;26.4
769;Personenauto's: benzine;2019 4e kwartaal;109.8;0.9;3.3;23.8;110.0;0.5;2.8;26.4
770;Personenauto's: benzine;2019;109.6;;5.3;23.8;110.0;;5.0;26.4
771;Personenauto's: benzine;2020 1e kwartaal;112.0;2.0;1.7;23.8;111.3;1.3;1.6;26.4
772;Personenauto's: benzine;2020 2e kwartaal;114.6;2.4;4.7;23.8;111.4;0.1;0.3;26.4
773;Personenauto's: benzine;2020 3e kwartaal;113.7;-0.8;4.4;23.8;114.3;2.6;4.4;26.4
774;Personenauto's: benzine;2020 4e kwartaal;113.8;0.1;3.7;23.8;113.3;-0.9;3.0;26.4
775;Personenauto's: benzine;2020;113.5;;3.6;23.8;112.6;;2.3;26.4
776;Personenauto's: benzine;2021 1e kwartaal;116.3;2.2;3.9;23.8;116.4;2.8;4.6;26.4
777;Personenauto's: benzine;2021 2e kwartaal;116.5;0.1;1.6;23.8;118.7;2.0;6.6;26.4
778;Personenauto's: benzine;2021 3e kwartaal;116.9;0.3;2.8;23.8;120.1;1.1;5.1;26.4
779;Personenauto's: benzine;2021 4e kwartaal;117.4;0.5;3.2;23.8;123.9;3.2;9.4;26.4
780;Personenauto's: benzine;2021;116.8;;2.9;23.8;119.8;;6.4;26.4
781;Personenauto's: benzine;2022 1e kwartaal;120.1;2.3;3.2;23.8;126.5;2.2;8.7;26.4
782;Personenauto's: benzine;2022 2e kwartaal;124.5;3.7;6.9;23.8;132.8;5.0;11.9;26.4
783;Personenauto's: benzine;2022 3e kwartaal;127.3;2.2;8.9;23.8;134.7;1.4;12.2;26.4
784;Personenauto's: benzine;2022 4e kwartaal;132.8;4.3;13.1;23.8;136.9;1.6;10.5;26.4
785;Personenauto's: benzine;2022;126.2;;8.1;23.8;132.7;;10.8;26.4
786;Personenauto's: benzine;2023 1e kwartaal;138.1;4.0;15.0;23.8;138.2;1.0;9.2;26.4
787;Personenauto's: benzine;2023 2e kwartaal;139.3;0.9;11.9;23.8;138.5;0.2;4.3;26.4
788;Personenauto's: benzine;2023 3e kwartaal;139.6;0.2;9.7;23.8;142.6;3.0;5.9;26.4
789;Personenauto's: benzine;2023 4e kwartaal;142.1;1.8;7.0;23.8;144.6;1.3;5.6;26.4
790;Personenauto's: benzine;2023;139.8;;10.8;23.8;141.0;;6.2;26.4
791;Benzineauto klasse A;2001 3e kwartaal;;;;;;;;
792;Benzineauto klasse A;2001 4e kwartaal;;;;;;;;
793;Benzineauto klasse A;2001;;;;;;;;
794;Benzineauto klasse A;2002 1e kwartaal;;;;;;;;
795;Benzineauto klasse A;2002 2e kwartaal;;;;;;;;
796;Benzineauto klasse A;2002 3e kwartaal;;;;;;;;
797;Benzineauto klasse A;2002 4e kwartaal;;;;;;;;
798;Benzineauto klasse A;2002;;;;;;;;
799;Benzineauto klasse A;2003 1e kwartaal;;;;;;;;
800;Benzineauto klasse A;2003 2e kwartaal;;;;;;;;
801;Benzineauto klasse A;2003 3e kwartaal;;;;;;;;
802;Benzineauto klasse A;2003 4e kwartaal;;;;;;;;
803;Benzineauto klasse A;2003 ;;;;;;;;
804;Benzineauto klasse A;2004 1e kwartaal;;;;;;;;
805;Benzineauto klasse A;2004 2e kwartaal;;;;;;;;
806;Benzineauto klasse A;2004 3e kwartaal;;;;;;;;
807;Benzineauto klasse A;2004 4e kwartaal;;;;;;;;
808;Benzineauto klasse A;2004;;;;;;;;
809;Benzineauto klasse A;2005 1e kwartaal;;;;;;;;
810;Benzineauto klasse A;2005 2e kwartaal;;;;;;;;
811;Benzineauto klasse A;2005 3e kwartaal;;;;;;;;
812;Benzineauto klasse A;2005 4e kwartaal;;;;;;;;
813;Benzineauto klasse A;2005;;;;;;;;
814;Benzineauto klasse A;2006 1e kwartaal;;;;;;;;
815;Benzineauto klasse A;2006 2e kwartaal;;;;;;;;
816;Benzineauto klasse A;2006 3e kwartaal;;;;;;;;
817;Benzineauto klasse A;2006 4e kwartaal;;;;;;;;
818;Benzineauto klasse A;2006;;;;;;;;
819;Benzineauto klasse A;2007 1e kwartaal;;;;;;;;
820;Benzineauto klasse A;2007 2e kwartaal;;;;;;;;
821;Benzineauto klasse A;2007 3e kwartaal;;;;;;;;
822;Benzineauto klasse A;2007 4e kwartaal;;;;;;;;
823;Benzineauto klasse A;2007;;;;;;;;
824;Benzineauto klasse A;2008 1e kwartaal;;;;;;;;
825;Benzineauto klasse A;2008 2e kwartaal;;;;;;;;
826;Benzineauto klasse A;2008 3e kwartaal;;;;;;;;
827;Benzineauto klasse A;2008 4e kwartaal;;;;;;;;
828;Benzineauto klasse A;2008;;;;;;;;
829;Benzineauto klasse A;2009 1e kwartaal;;;;;;;;
830;Benzineauto klasse A;2009 2e kwartaal;;;;;;;;
831;Benzineauto klasse A;2009 3e kwartaal;;;;;;;;
832;Benzineauto klasse A;2009 4e kwartaal;;;;;;;;
833;Benzineauto klasse A;2009;;;;;;;;
834;Benzineauto klasse A;2010 1e kwartaal;;;;;;;;
835;Benzineauto klasse A;2010 2e kwartaal;;;;;;;;
836;Benzineauto klasse A;2010 3e kwartaal;82.0;;;;87.6;;;
837;Benzineauto klasse A;2010 4e kwartaal;82.0;0.0;;;87.8;0.2;;
838;Benzineauto klasse A;2010;;;;;;;;
839;Benzineauto klasse A;2011 1e kwartaal;84.2;2.6;;;90.6;3.2;;
840;Benzineauto klasse A;2011 2e kwartaal;85.7;1.9;;;93.3;3.0;;
841;Benzineauto klasse A;2011 3e kwartaal;85.4;-0.4;4.1;;92.6;-0.7;5.8;
842;Benzineauto klasse A;2011 4e kwartaal;86.0;0.7;4.8;;92.4;-0.2;5.3;
843;Benzineauto klasse A;2011;85.3;;;;92.2;;;
844;Benzineauto klasse A;2012 1e kwartaal;86.8;0.9;3.1;;94.8;2.5;4.6;
845;Benzineauto klasse A;2012 2e kwartaal;86.7;0.0;1.2;;95.7;1.0;2.6;
846;Benzineauto klasse A;2012 3e kwartaal;89.0;2.5;4.2;;97.0;1.3;4.7;
847;Benzineauto klasse A;2012 4e kwartaal;89.5;0.6;4.1;;97.5;0.5;5.5;
848;Benzineauto klasse A;2012;88.0;;3.1;;96.2;;4.3;
849;Benzineauto klasse A;2013 1e kwartaal;93.7;4.7;8.0;;100.3;2.9;5.8;
850;Benzineauto klasse A;2013 2e kwartaal;93.6;-0.1;7.9;;99.2;-1.1;3.6;
851;Benzineauto klasse A;2013 3e kwartaal;93.8;0.2;5.4;;100.3;1.1;3.4;
852;Benzineauto klasse A;2013 4e kwartaal;94.4;0.6;5.4;;99.0;-1.3;1.6;
853;Benzineauto klasse A;2013;93.9;;6.7;;99.7;;3.6;
