ID;InkomensEnVermogensbegrippen;KenmerkenVanHuishoudens;Perioden;Ginicoefficient_1;Theilcoefficient_2;RobinHoodIndex_3;Ratio8020_4;RelatieveInterkwartielafstand_5;ParticuliereHuishoudens_6;GemiddeldBedrag_7;k_25ePercentiel_8;Mediaan_9;k_75ePercentiel_10;TotaalBedrag_11;TotaalBedragTop10_12;TotaalBedragTop1_13;TotaalBedragTop01_14
1056;Vermogen;Type: Eenoudergezin;2014;0.869;2.567;74.2;;30.73;510.9;72.3;-4.1;1.7;51.4;36.9;25.2;10.0;4.1
1057;Vermogen;Type: Eenoudergezin;2015;0.864;2.452;73.1;;22.43;518.2;76.2;-3.3;2.5;57.0;39.5;26.0;10.2;3.6
1058;Vermogen;Type: Eenoudergezin;2016;0.862;2.467;72.4;;21.74;531.0;81.4;-2.9;2.9;62.7;43.2;28.0;11.5;4.7
1059;Vermogen;Type: Eenoudergezin;2017;0.869;3.215;71.8;;18.46;534.5;100.7;-1.8;3.9;72.4;53.8;35.7;;
1060;Vermogen;Type: Eenoudergezin;2018;0.861;2.975;70.3;;16.47;544.8;110.4;-1.0;5.2;85.5;60.1;38.2;;
1061;Vermogen;Type: Eenoudergezin;2019;0.837;2.123;67.8;;14.98;554.8;112.6;-0.6;7.0;104.3;62.5;35.6;14.6;6.2
1062;Vermogen;Type: Eenoudergezin;2020;0.827;1.972;66.3;;13.79;562.0;124.7;-0.2;8.9;122.5;70.1;38.4;15.5;6.2
1063;Vermogen;Type: Eenoudergezin;2021;0.808;1.817;64.1;;11.76;566.3;140.1;0.2;12.8;150.8;79.3;40.3;15.9;6.7
1064;Vermogen;Type: Eenoudergezin;2022;0.792;1.793;62.0;;12.58;569.3;179.4;0.4;16.7;212.0;102.1;48.7;20.4;10.0
1065;Vermogen;Type: Eenoudergezin;2023;0.791;1.689;62.1;;13.03;581.8;176.3;0.4;16.2;212.3;102.6;47.7;19.2;8.5
1066;Vermogen;Type: Paar, totaal;2011;0.732;1.413;54.5;;2.865;4105.7;221.1;4.6;84.9;247.8;907.9;582.9;250.8;100.2
1067;Vermogen;Type: Paar, totaal;2012;0.751;1.538;56.6;;3.263;4109.0;208.7;1.6;70.1;230.5;857.6;576.4;252.8;101.5
1068;Vermogen;Type: Paar, totaal;2013;0.786;1.828;60.5;;4.061;4115.7;199.6;-1.2;50.4;204.6;821.5;603.1;285.5;119.0
1069;Vermogen;Type: Paar, totaal;2014;0.784;1.813;60.3;;4.078;4122.7;198.4;-1.5;50.3;205.4;817.9;597.7;279.4;116.8
1070;Vermogen;Type: Paar, totaal;2015;0.781;1.782;59.6;;3.739;4124.5;215.8;0.1;57.8;216.4;889.9;644.9;310.5;129.3
1071;Vermogen;Type: Paar, totaal;2016;0.771;1.71;58.5;;3.457;4129.1;224.6;1.4;65.3;227.3;927.3;657.2;309.8;131.4
1072;Vermogen;Type: Paar, totaal;2017;0.76;1.664;57.1;;3.043;4139.4;247.1;5.2;79.4;246.8;1023.0;709.0;335.9;145.4
1073;Vermogen;Type: Paar, totaal;2018;0.744;1.526;55.5;;2.698;4157.1;271.2;11.1;96.6;271.6;1127.5;760.7;355.1;148.3
1074;Vermogen;Type: Paar, totaal;2019;0.725;1.426;53.6;;2.389;4174.2;296.6;18.6;117.7;299.6;1238.1;810.7;375.0;154.9
1075;Vermogen;Type: Paar, totaal;2020;0.714;1.391;52.6;;2.19;4196.8;328.5;25.7;137.9;327.6;1378.5;889.9;415.5;173.3
1076;Vermogen;Type: Paar, totaal;2021;0.68;1.205;49.4;;1.939;4219.8;356.1;39.2;172.2;373.1;1502.7;914.9;403.5;161.4
1077;Vermogen;Type: Paar, totaal;2022;0.649;1.128;46.4;;1.651;4237.1;442.2;66.4;242.7;467.1;1873.8;1089.0;482.4;202.6
1078;Vermogen;Type: Paar, totaal;2023;0.653;1.146;46.7;;1.675;4257.1;451.2;62.2;247.5;476.7;1920.9;1128.0;497.0;206.2
1079;Vermogen;Type: Paar, zonder kind;2011;0.719;1.321;53.1;;2.738;2108.5;240.0;7.8;97.0;273.5;506.0;328.7;135.9;53.5
1080;Vermogen;Type: Paar, zonder kind;2012;0.73;1.387;54.3;;2.9;2113.9;230.1;5.6;87.4;259.3;486.4;325.3;135.2;53.5
1081;Vermogen;Type: Paar, zonder kind;2013;0.757;1.6;56.9;;3.183;2125.1;224.6;2.3;73.7;237.0;477.3;340.4;151.6;63.2
1082;Vermogen;Type: Paar, zonder kind;2014;0.754;1.589;56.6;;3.125;2139.4;224.7;2.5;75.3;237.8;480.8;340.9;150.7;63.7
1083;Vermogen;Type: Paar, zonder kind;2015;0.749;1.556;55.9;;2.898;2147.9;240.1;5.2;84.0;248.6;515.6;361.8;163.0;68.1
1084;Vermogen;Type: Paar, zonder kind;2016;0.74;1.508;55.0;;2.76;2159.3;247.4;7.2;91.2;259.1;534.3;367.9;162.2;69.0
1085;Vermogen;Type: Paar, zonder kind;2017;0.733;1.544;54.2;;2.563;2171.1;269.1;11.2;104.1;277.9;584.3;396.9;177.9;79.7
1086;Vermogen;Type: Paar, zonder kind;2018;0.72;1.403;52.9;;2.384;2191.0;289.2;15.5;119.9;301.3;633.7;420.2;184.2;77.6
1087;Vermogen;Type: Paar, zonder kind;2019;0.706;1.334;51.6;;2.22;2207.7;310.5;19.9;138.7;327.7;685.6;442.9;192.2;80.0
1088;Vermogen;Type: Paar, zonder kind;2020;0.701;1.33;51.0;;2.108;2227.5;339.0;23.7;156.7;353.9;755.2;482.9;212.3;89.9
1089;Vermogen;Type: Paar, zonder kind;2021;0.673;1.161;48.5;;1.95;2255.4;360.5;31.4;186.9;395.7;813.2;492.3;202.6;80.0
1090;Vermogen;Type: Paar, zonder kind;2022;0.651;1.117;46.4;;1.759;2273.2;438.2;43.4;250.7;484.4;996.2;580.0;241.4;100.5
1091;Vermogen;Type: Paar, zonder kind;2023;0.656;1.173;46.7;;1.765;2280.3;448.8;41.8;255.4;492.6;1023.3;602.6;253.8;108.2
1092;Vermogen;Type: Paar, met kind(eren);2011;0.744;1.52;55.8;;2.878;1997.2;201.2;1.5;75.9;219.9;401.9;254.2;114.9;46.8
1093;Vermogen;Type: Paar, met kind(eren);2012;0.771;1.719;59.0;;3.478;1995.1;186.1;-1.4;57.0;198.1;371.2;251.0;117.6;48.0
1094;Vermogen;Type: Paar, met kind(eren);2013;0.813;2.118;64.3;;5.132;1990.7;172.9;-13.2;32.5;166.9;344.3;262.8;133.9;55.8
1095;Vermogen;Type: Paar, met kind(eren);2014;0.812;2.103;64.4;;5.355;1983.3;170.0;-14.2;31.1;166.5;337.1;256.9;128.7;53.1
1096;Vermogen;Type: Paar, met kind(eren);2015;0.812;2.072;63.8;;4.711;1976.6;189.4;-9.5;37.5;176.8;374.3;283.2;147.5;61.3
1097;Vermogen;Type: Paar, met kind(eren);2016;0.803;1.967;62.4;;4.151;1969.8;199.5;-4.4;45.2;187.6;393.0;289.2;147.6;62.4
1098;Vermogen;Type: Paar, met kind(eren);2017;0.788;1.811;60.4;;3.458;1968.3;222.9;0.6;59.8;207.6;438.7;312.1;158.0;65.6
1099;Vermogen;Type: Paar, met kind(eren);2018;0.769;1.677;58.3;;2.914;1966.2;251.2;6.2;78.1;233.6;493.8;340.4;170.9;70.6
1100;Vermogen;Type: Paar, met kind(eren);2019;0.745;1.538;55.9;;2.44;1966.4;281.0;16.9;101.1;263.5;552.5;367.8;182.8;74.9
1101;Vermogen;Type: Paar, met kind(eren);2020;0.729;1.463;54.3;;2.164;1969.3;316.5;28.3;122.8;294.0;623.4;407.0;203.1;83.4
1102;Vermogen;Type: Paar, met kind(eren);2021;0.688;1.255;50.5;;1.833;1964.3;351.0;50.2;160.4;344.1;689.5;422.6;200.9;81.5
1103;Vermogen;Type: Paar, met kind(eren);2022;0.646;1.14;46.5;;1.478;1963.9;446.8;96.8;236.0;445.4;877.5;509.6;241.0;102.0
1104;Vermogen;Type: Paar, met kind(eren);2023;0.648;1.115;46.7;;1.514;1976.8;454.0;92.8;240.6;457.0;897.6;526.3;243.2;98.0
1105;Vermogen;Type: Meerpersoonshuishouden, overig;2011;0.79;1.675;62.8;;8.428;146.0;211.9;-2.6;28.9;249.1;30.9;24.3;9.0;3.0
1106;Vermogen;Type: Meerpersoonshuishouden, overig;2012;0.802;1.763;64.7;;10.8;143.9;195.0;-5.7;20.4;224.9;28.1;22.8;8.4;2.6
1107;Vermogen;Type: Meerpersoonshuishouden, overig;2013;0.824;2.012;67.4;;15.61;141.8;189.4;-10.2;12.3;197.9;26.8;23.3;9.4;3.0
1108;Vermogen;Type: Meerpersoonshuishouden, overig;2014;0.826;2.062;67.6;;15.7;141.1;189.8;-11.5;12.0;194.4;26.8;23.2;9.7;3.5
1109;Vermogen;Type: Meerpersoonshuishouden, overig;2015;0.823;2.011;67.1;;12.56;143.1;196.5;-10.5;15.6;201.5;28.1;24.1;9.9;3.1
1110;Vermogen;Type: Meerpersoonshuishouden, overig;2016;0.82;1.987;66.6;;11.12;142.7;202.2;-9.5;18.4;208.2;28.9;24.4;10.0;3.5
1111;Vermogen;Type: Meerpersoonshuishouden, overig;2017;0.815;1.945;65.6;;8.852;148.4;218.0;-7.2;25.1;225.6;32.4;26.8;11.0;3.8
1112;Vermogen;Type: Meerpersoonshuishouden, overig;2018;0.808;1.904;64.2;;6.776;148.5;245.4;-4.4;36.7;251.8;36.4;29.5;12.5;4.6
1113;Vermogen;Type: Meerpersoonshuishouden, overig;2019;0.796;1.759;62.8;;5.537;148.6;261.8;-2.7;48.8;272.7;38.9;30.5;12.7;4.4
1114;Vermogen;Type: Meerpersoonshuishouden, overig;2020;0.787;1.682;61.4;;4.656;149.8;289.1;-0.9;64.3;299.7;43.3;33.0;13.7;4.7
1115;Vermogen;Type: Meerpersoonshuishouden, overig;2021;0.764;1.516;58.9;;3.893;151.4;311.2;0.4;88.3;345.4;47.1;34.2;13.4;4.4
1116;Vermogen;Type: Meerpersoonshuishouden, overig;2022;0.743;1.422;56.2;;3.124;150.0;390.4;1.6;140.5;441.1;58.6;40.7;16.3;6.0
1117;Vermogen;Type: Meerpersoonshuishouden, overig;2023;0.749;1.494;56.6;;3.124;154.0;405.0;1.7;143.4;449.9;62.4;44.1;18.3;6.8
1118;Vermogen;Hoofdkostwinner: tot 25 jaar;2011;0.884;4.956;83.4;;22.6;384.5;5.8;-4.4;0.2;4.4;2.2;1.2;0.6;0.3
1119;Vermogen;Hoofdkostwinner: tot 25 jaar;2012;0.877;5.443;84.6;;18.43;381.7;4.3;-4.4;0.2;4.2;1.6;1.0;0.5;0.2
1120;Vermogen;Hoofdkostwinner: tot 25 jaar;2013;0.88;6.003;86.5;;31.63;378.8;3.7;-4.7;0.1;3.5;1.4;1.1;0.6;0.3
1121;Vermogen;Hoofdkostwinner: tot 25 jaar;2014;0.881;5.428;83.9;;26.56;380.9;5.1;-4.6;0.2;4.1;1.9;1.3;0.7;0.3
1122;Vermogen;Hoofdkostwinner: tot 25 jaar;2015;0.881;4.857;80.1;;13.89;387.8;7.5;-3.9;0.4;5.4;2.9;1.6;0.9;0.6
1123;Vermogen;Hoofdkostwinner: tot 25 jaar;2016;0.883;4.84;80.6;;22.71;378.3;7.9;-4.3;0.2;5.4;3.0;1.7;1.0;0.6
1124;Vermogen;Hoofdkostwinner: tot 25 jaar;2017;0.88;4.752;81.6;;59.04;368.9;7.9;-5.5;0.1;5.3;2.9;1.6;0.9;0.4
1125;Vermogen;Hoofdkostwinner: tot 25 jaar;2018;0.882;4.999;83.5;;;367.0;8.8;-7.3;0.0;4.8;3.2;2.0;1.1;0.6
1126;Vermogen;Hoofdkostwinner: tot 25 jaar;2019;0.879;5.643;85.9;;;356.7;8.5;-9.9;0.0;4.0;3.0;2.2;1.3;0.8
1127;Vermogen;Hoofdkostwinner: tot 25 jaar;2020;0.888;6.212;86.3;;;346.5;11.3;-11.3;0.0;3.9;3.9;3.2;2.1;1.5
1128;Vermogen;Hoofdkostwinner: tot 25 jaar;2021;0.888;5.745;84.7;;;345.8;12.9;-10.9;0.0;5.5;4.5;3.3;2.2;1.5
1129;Vermogen;Hoofdkostwinner: tot 25 jaar;2022;0.912;5.758;84.0;;;362.0;23.2;-9.5;0.0;6.5;8.4;5.7;4.4;3.4
1130;Vermogen;Hoofdkostwinner: tot 25 jaar;2023;0.912;5.515;84.0;;;371.7;21.5;-8.5;0.0;6.1;8.0;5.1;3.7;2.8
1131;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2011;0.836;2.327;69.6;;13.39;2463.4;70.9;-6.2;5.2;69.4;174.7;95.3;42.1;17.2
1132;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2012;0.855;2.801;74.0;;27.17;2444.9;57.5;-13.1;1.8;49.2;140.6;89.2;41.4;17.3
1133;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2013;0.869;3.678;80.2;;;2422.5;43.8;-25.4;0.0;28.1;106.2;88.9;44.6;18.8
1134;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2014;0.868;3.632;80.1;;;2393.5;41.9;-23.7;0.0;27.4;100.2;82.0;40.3;16.6
1135;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2015;0.871;3.373;77.7;;43.44;2366.6;49.6;-17.6;0.8;33.0;117.3;87.4;44.2;18.5
1136;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2016;0.868;3.142;75.3;;22.86;2348.3;54.0;-12.1;1.7;39.2;126.8;85.9;43.0;19.3
1137;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2017;0.855;2.715;71.3;;10.24;2345.7;64.2;-5.7;5.1;52.0;150.5;89.9;43.7;19.3
1138;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2018;0.836;2.397;67.6;;6.552;2355.0;77.5;-1.8;10.5;68.9;182.4;99.1;47.5;21.3
1139;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2019;0.812;2.116;64.1;;5.106;2376.3;90.2;-0.3;17.4;89.1;214.3;105.5;49.4;21.1
1140;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2020;0.796;1.929;61.9;;4.615;2406.9;104.1;0.0;23.5;108.4;250.5;116.3;53.3;22.4
1141;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2021;0.768;1.686;58.7;;3.953;2424.8;123.3;0.5;35.2;139.9;298.9;125.1;55.4;23.7
1142;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2022;0.739;1.516;55.6;;3.5;2464.6;168.0;0.8;58.9;207.2;414.0;159.7;71.1;32.3
1143;Vermogen;Hoofdkostwinner: 25 tot 45 jaar;2023;0.753;1.624;57.2;;4.365;2525.4;168.1;0.6;47.0;206.1;424.4;170.9;77.4;36.0
1144;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2011;0.724;1.353;53.5;;2.579;2794.6;227.1;4.1;95.6;250.7;634.7;400.7;173.1;69.8
1145;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2012;0.742;1.457;55.3;;2.865;2805.8;211.9;2.3;79.4;230.0;594.4;387.6;170.1;67.8
1146;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2013;0.779;1.72;59.2;;3.479;2818.7;200.2;0.7;57.1;199.6;564.4;397.8;189.3;77.3
1147;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2014;0.783;1.863;59.6;;3.601;2830.0;199.9;0.5;55.0;198.5;565.8;401.7;193.5;85.2
1148;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2015;0.781;1.732;59.4;;3.518;2860.2;209.1;0.9;58.3;205.9;598.1;422.6;203.9;81.6
1149;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2016;0.776;1.69;58.8;;3.43;2892.3;215.2;1.1;62.1;214.1;622.4;433.9;205.5;84.2
1150;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2017;0.773;1.759;58.3;;3.211;2922.3;236.4;1.8;71.2;230.4;691.0;477.8;231.6;101.0
1151;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2018;0.763;1.64;57.3;;2.979;2935.7;257.7;2.9;83.7;252.3;756.4;513.7;246.1;103.9
1152;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2019;0.749;1.513;55.9;;2.724;2942.6;280.4;4.7;100.4;278.3;825.0;547.0;259.4;106.6
1153;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2020;0.742;1.488;55.1;;2.551;2942.8;309.9;6.6;116.8;304.5;912.0;599.3;286.8;118.4
1154;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2021;0.714;1.323;52.4;;2.293;2938.4;335.7;11.1;146.9;348.0;986.3;615.5;280.7;113.2
1155;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2022;0.691;1.273;49.9;;2.016;2926.7;416.1;15.7;209.2;437.5;1217.9;732.2;338.4;145.2
1156;Vermogen;Hoofdkostwinner: 45 tot 65 jaar;2023;0.696;1.311;50.3;;2.037;2924.4;426.2;14.8;211.0;444.5;1246.3;759.5;352.4;151.7
1157;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2011;0.701;1.167;51.7;;2.907;1705.1;251.4;13.0;97.5;296.8;428.7;276.8;102.1;37.8
1158;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2012;0.704;1.193;51.9;;2.781;1779.8;246.1;11.7;98.0;284.5;437.9;287.7;107.1;40.7
1159;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2013;0.722;1.322;53.3;;2.729;1847.8;244.0;9.2;93.4;264.3;450.9;309.1;122.9;49.4
1160;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2014;0.721;1.329;53.1;;2.641;1892.1;244.8;9.1;96.6;264.4;463.2;316.6;126.8;51.8
1161;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2015;0.719;1.338;52.9;;2.558;1954.0;253.8;11.7;101.1;270.3;496.0;336.2;137.3;56.5
1162;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2016;0.717;1.335;52.6;;2.511;2004.3;259.1;11.5;106.2;278.3;519.3;348.2;141.6;59.6
1163;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2017;0.714;1.331;52.3;;2.448;2057.9;272.4;12.2;114.9;293.6;560.5;370.5;150.4;63.9
1164;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2018;0.708;1.29;51.7;;2.354;2102.9;289.9;13.1;128.0;314.5;609.5;395.9;159.5;66.3
1165;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2019;0.697;1.232;50.7;;2.243;2151.8;304.4;14.0;144.6;338.5;654.9;413.2;161.6;65.5
1166;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2020;0.694;1.23;50.3;;2.146;2198.3;328.3;15.2;161.7;362.3;721.6;449.8;178.6;73.4
1167;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2021;0.671;1.077;48.3;;2.017;2242.4;345.1;18.1;189.8;401.0;773.8;456.1;167.7;61.7
1168;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2022;0.658;1.052;46.9;;1.886;2288.2;407.0;20.5;244.9;482.3;931.2;526.1;194.2;75.0
1169;Vermogen;Hoofdkostwinner: 65 jaar of ouder;2023;0.651;1.006;46.4;;1.851;2335.4;409.1;22.2;251.3;487.2;955.5;531.6;190.8;69.8
1170;Vermogen;Hoofdkostwinner: Nederland;2011;0.752;1.47;57.0;;4.166;5911.4;190.4;2.4;52.2;219.7;1125.5;701.3;285.5;112.0
1171;Vermogen;Hoofdkostwinner: Nederland;2012;0.767;1.578;58.7;;4.736;5942.8;179.6;1.3;42.7;203.5;1067.6;693.0;286.3;112.4
1172;Vermogen;Hoofdkostwinner: Nederland;2013;0.796;1.837;61.9;;5.797;5973.4;171.4;0.1;30.9;179.5;1023.6;721.8;321.9;130.8
1173;Vermogen;Hoofdkostwinner: Nederland;2014;0.794;1.819;61.7;;5.75;5977.6;170.5;0.0;31.3;180.3;1019.2;714.6;314.8;128.1
1174;Vermogen;Hoofdkostwinner: Nederland;2015;0.791;1.789;61.0;;5.219;6010.0;182.8;0.7;36.1;189.2;1098.5;762.6;344.8;138.7
1175;Vermogen;Hoofdkostwinner: Nederland;2016;0.784;1.733;60.1;;4.807;6021.1;190.4;1.2;41.1;198.6;1146.3;780.3;348.1;144.1
1176;Vermogen;Hoofdkostwinner: Nederland;2017;0.773;1.65;58.8;;4.164;6039.3;206.8;2.6;51.0;215.2;1248.7;829.1;367.7;151.2
1177;Vermogen;Hoofdkostwinner: Nederland;2018;0.761;1.573;57.5;;3.595;6046.7;227.6;4.6;64.6;236.9;1376.1;892.9;395.7;161.8
1178;Vermogen;Hoofdkostwinner: Nederland;2019;0.746;1.485;55.8;;3.114;6055.0;248.5;6.9;82.0;262.3;1504.6;947.2;417.2;169.7
1179;Vermogen;Hoofdkostwinner: Nederland;2020;0.736;1.447;54.7;;2.807;6059.6;274.5;9.1;99.2;287.7;1663.6;1031.0;458.7;187.8
1180;Vermogen;Hoofdkostwinner: Nederland;2021;;;;;;;;;;;;;;
1181;Vermogen;Hoofdkostwinner: Nederland;2022;;;;;;;;;;;;;;
1182;Vermogen;Hoofdkostwinner: Nederland;2023;;;;;;;;;;;;;;
1183;Vermogen;Hoofdkostwinner: westers;2011;0.825;1.94;66.0;;11.07;719.5;136.4;0.0;12.2;134.8;98.2;63.2;28.4;11.5
1184;Vermogen;Hoofdkostwinner: westers;2012;0.839;2.101;67.9;;13.43;735.8;126.3;-0.1;8.7;116.5;92.9;62.8;28.7;12.1
1185;Vermogen;Hoofdkostwinner: westers;2013;0.857;2.348;70.5;;19.65;747.5;117.4;-1.0;4.9;95.7;87.7;64.2;30.3;12.7
1186;Vermogen;Hoofdkostwinner: westers;2014;0.858;2.38;70.6;;20.11;758.6;118.8;-1.3;4.8;95.8;90.2;66.0;31.6;13.9
1187;Vermogen;Hoofdkostwinner: westers;2015;0.858;2.377;70.0;;15.35;777.7;127.7;-0.6;6.6;101.3;99.3;72.0;35.3;15.7
1188;Vermogen;Hoofdkostwinner: westers;2016;0.853;2.299;69.2;;13.73;792.6;132.3;-0.2;7.8;106.9;104.9;74.3;35.6;16.0
1189;Vermogen;Hoofdkostwinner: westers;2017;0.858;2.871;68.9;;11.2;809.9;159.0;0.0;10.7;120.1;128.8;92.5;50.0;28.8
1190;Vermogen;Hoofdkostwinner: westers;2018;0.845;2.452;67.3;;9.79;833.7;168.4;0.2;14.0;137.4;140.4;96.8;49.0;25.9
1191;Vermogen;Hoofdkostwinner: westers;2019;0.827;2.014;65.4;;8.824;858.1;172.6;0.4;17.7;156.3;148.1;96.5;44.2;19.8
1192;Vermogen;Hoofdkostwinner: westers;2020;0.822;1.986;64.6;;8.331;884.0;190.3;0.6;20.9;174.5;168.3;108.1;50.3;22.9
1193;Vermogen;Hoofdkostwinner: westers;2021;;;;;;;;;;;;;;
1194;Vermogen;Hoofdkostwinner: westers;2022;;;;;;;;;;;;;;
1195;Vermogen;Hoofdkostwinner: westers;2023;;;;;;;;;;;;;;
1196;Vermogen;Hoofdkostwinner: niet-westers;2011;0.906;3.528;82.9;;35.22;716.6;23.2;-3.7;0.2;6.6;16.6;9.5;4.0;1.6
1197;Vermogen;Hoofdkostwinner: niet-westers;2012;0.906;3.989;85.0;;;733.6;19.2;-5.9;0.0;5.1;14.1;9.7;4.1;1.6
1198;Vermogen;Hoofdkostwinner: niet-westers;2013;0.908;4.934;87.9;;;747.0;15.6;-8.7;0.0;3.4;11.7;11.0;5.2;2.4
1199;Vermogen;Hoofdkostwinner: niet-westers;2014;0.926;8.01;87.4;;;760.2;;-9.8;0.0;3.4;;;;
1200;Vermogen;Hoofdkostwinner: niet-westers;2015;0.905;4.44;85.5;;43.35;780.9;21.0;-8.5;0.1;5.3;16.4;13.2;6.3;2.9
1201;Vermogen;Hoofdkostwinner: niet-westers;2016;0.908;4.242;84.2;;29.57;809.5;25.1;-7.4;0.2;6.4;20.3;15.2;7.4;3.7
1202;Vermogen;Hoofdkostwinner: niet-westers;2017;0.908;3.857;81.9;;17.3;845.7;32.5;-5.0;0.6;9.5;27.5;18.3;8.9;4.7
1203;Vermogen;Hoofdkostwinner: niet-westers;2018;0.901;3.274;79.6;;18.39;880.3;40.0;-3.3;0.8;14.6;35.2;20.9;9.4;4.4
1204;Vermogen;Hoofdkostwinner: niet-westers;2019;0.891;2.92;77.4;;22.41;914.2;48.8;-2.4;1.0;22.6;44.6;24.2;10.3;4.4
1205;Vermogen;Hoofdkostwinner: niet-westers;2020;0.881;2.632;75.7;;24.97;950.8;59.1;-1.7;1.3;31.9;56.2;28.9;11.9;4.9
1206;Vermogen;Hoofdkostwinner: niet-westers;2021;;;;;;;;;;;;;;
1207;Vermogen;Hoofdkostwinner: niet-westers;2022;;;;;;;;;;;;;;
1208;Vermogen;Hoofdkostwinner: niet-westers;2023;;;;;;;;;;;;;;
1209;Vermogen;Bron: Inkomen als werknemer;2011;0.754;1.492;60.0;;6.212;3954.7;102.0;-0.7;22.9;142.5;403.5;176.7;43.1;16.6
1210;Vermogen;Bron: Inkomen als werknemer;2012;0.775;1.685;63.1;;8.017;3945.9;90.1;-4.1;15.4;123.6;355.4;169.5;42.2;16.3
1211;Vermogen;Bron: Inkomen als werknemer;2013;0.803;2.088;67.9;;14.25;3906.0;75.5;-12.6;6.9;98.9;295.1;166.9;47.2;19.1
1212;Vermogen;Bron: Inkomen als werknemer;2014;0.8;2.012;67.6;;13.35;3886.0;74.9;-11.9;7.4;98.9;290.9;160.8;40.1;15.4
1213;Vermogen;Bron: Inkomen als werknemer;2015;0.799;1.968;65.9;;9.661;3921.0;86.0;-7.7;11.1;106.9;337.4;186.3;55.3;21.7
1214;Vermogen;Bron: Inkomen als werknemer;2016;0.792;1.871;64.4;;7.833;3960.2;91.5;-4.3;14.4;113.0;362.2;191.0;54.5;22.3
1215;Vermogen;Bron: Inkomen als werknemer;2017;0.778;1.803;61.9;;5.886;4020.1;103.3;-0.9;21.4;125.7;415.2;206.3;60.1;27.5
1216;Vermogen;Bron: Inkomen als werknemer;2018;0.763;1.686;59.6;;4.665;4111.1;118.3;0.2;30.6;143.1;486.4;232.6;70.0;32.5
1217;Vermogen;Bron: Inkomen als werknemer;2019;0.735;1.382;56.7;;3.8;4177.5;129.3;1.1;42.9;164.2;540.0;233.8;58.2;20.6
1218;Vermogen;Bron: Inkomen als werknemer;2020;0.722;1.325;54.9;;3.277;4193.4;149.5;2.0;56.7;187.8;626.7;268.9;72.8;26.5
1219;Vermogen;Bron: Inkomen als werknemer;2021;0.695;1.185;52.1;;2.783;4220.7;173.1;4.2;78.9;223.8;730.5;291.8;76.9;28.8
1220;Vermogen;Bron: Inkomen als werknemer;2022;0.665;1.069;49.0;;2.344;4311.5;224.0;5.2;125.5;299.5;965.6;357.2;94.8;37.8
1221;Vermogen;Bron: Inkomen als werknemer;2023;0.672;1.1;49.8;;2.459;4371.5;224.3;4.3;121.1;302.0;980.6;368.0;95.5;38.2
1222;Vermogen;Bron: Inkomen als zelfstandige (totaal);2011;0.755;1.498;57.3;;2.794;613.6;488.7;16.8;159.5;461.9;299.9;259.5;148.8;64.3
1223;Vermogen;Bron: Inkomen als zelfstandige (totaal);2012;0.771;1.586;59.1;;3.125;617.0;472.4;9.5;136.7;436.2;291.5;257.1;150.2;64.3
1224;Vermogen;Bron: Inkomen als zelfstandige (totaal);2013;0.801;1.763;62.4;;3.706;619.7;492.4;3.0;110.2;410.9;305.1;278.9;172.3;75.3
1225;Vermogen;Bron: Inkomen als zelfstandige (totaal);2014;0.8;1.779;62.4;;3.718;636.5;465.8;2.5;104.9;392.2;296.5;269.3;164.2;71.4
